dlhší	duži	dlhý	dug	ADJ;ANIM;NOM;CMPR;MASC;SG	ADJ;NOM;DEF;CMPR;MASC;SG
strieborný	srebrni	strieborný	srebrn	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
android	android	android	android	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
lom	refrakcija	lom	refrakcija	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
lov	lov	lov	lov	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
lov	lov	lov	lov	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
sady	voćnjaci	sady	voćnjak	N;NOM;FEM;PL	N;NOM;MASC;PL
piano	glasovir	piano	glasovir	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
piano	piano	piano	piano	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
piano	klavir	piano	klavir	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
hrobka	grobnica	hrobka	grobnica	N;NOM;FEM;SG	N;NOM;FEM;SG
flash	blic	flash	blic	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
flash	bljesak	flash	bljesak	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pacific	pacific	pacific	pacific	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pacific	pacifik	pacific	pacifik	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
prítomný	prisutan	prítomný	prisutan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
tón	tone	tón	tona	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
tón	ton	tón	ton	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
povrchové	površna	povrchový	površan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
pomocné	pomoćno	pomocný	pomoćan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
pomocné	pomoćni	pomocný	pomoćan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
rozhoduje	odlučuje	rozhodovať	odlučivati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
pláne	plan	plán	plan	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
uplatňuje	primjenjuje	uplatňovať	primjenjivati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
nissan	nissan	nissan	nissan	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
dres	dres	dres	dres	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
baník	rudar	baník	rudar	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
cassini	cassini	cassiňa	cassina	N;NOM;FEM;SG	N;NOM;FEM;SG
vodnár	aquarius	vodnár	aquarius	N;NOM;FEM;SG	N;NOM;MASC;SG
vodnár	vodenjak	vodnár	vodenjak	N;NOM;FEM;SG	N;NOM;MASC;SG
lietadlom	avionom	lietadlo	avion	N;INS;NEUT;SG	N;INS;MASC;SG
veselý	vesela	veselý	veseo	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
absolútna	apsolutna	absolútny	apsolutan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
lyžiar	skijaš	lyžiar	skijaš	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
siedmy	sedmi	siedmy	sedmi	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
siedmy	sedmo	siedmy	sedmo	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
siedmy	sedma	siedmy	sedma	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
patent	patent	patent	patent	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
odpovede	odgovori	odpoveď	odgovor	N;NOM;FEM;PL	N;NOM;MASC;PL
dievčatá	cure	dievča	cura	N;NOM;NEUT;PL	N;NOM;FEM;PL
dievčatá	djevojke	dievča	djevojka	N;NOM;NEUT;PL	N;NOM;FEM;PL
dievčatá	devojke	dievča	devojka	N;NOM;NEUT;PL	N;NOM;FEM;PL
prijíma	prihvaća	prijímať	prihvaćati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
prijíma	prihvata	prijímať	prihvat	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
prijíma	prima	prijímať	primati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
prijíma	usvoji	prijímať	usvojiti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
ukázala	pokazao	ukázať	pokazati	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
pokusov	pokušaja	pokus	pokušaj	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
rieši	rješava	riešiť	rješavati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
písomné	napisano	písomný	napisati	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
písomné	zapisano	písomný	zapisati	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP;PASS
písomné	napisana	písomný	napisati	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
písomné	pisano	písomný	pisano	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
chemici	kemičari	chemica	kemičar	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
huby	gljive	huby	gljiva	N;NOM;FEM;PL	N;NOM;FEM;PL
huby	gljivice	huby	gljivica	N;NOM;FEM;PL	N;NOM;FEM;PL
huby	gljive	huby	gljiva	N;NOM;FEM;PL	N;NOM;FEM;PL
huby	gljivice	huby	gljivica	N;NOM;FEM;PL	N;NOM;FEM;PL
iveta	iveta	iveta	ivet	N;NOM;FEM;SG	N;NOM;FEM;SG
pomohli	pomogli	pomôcť	pomoći	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
role	uloge	role	uloga	N;NOM;FEM;PL	N;NOM;FEM;PL
role	uloge	role	uloga	N;NOM;FEM;PL	N;NOM;FEM;PL
prispeli	donirali	prispieť	donirati	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;MASC;PL;PST;V.PTCP;ACT
asistenti	asistenti	asistent	asistent	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
vystavené	izložena	vystavený	izložiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
vystavené	izloženo	vystavený	izložiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
vystavené	otkrivena	vystavený	otkriti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
vystavené	izložen	vystavený	izložiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
čestné	časni	čestný	časan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
čestné	častan	čestný	častan	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
upravil	uredio	upraviť	urediti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
zranenia	ozljede	zranenie	ozljeda	N;NOM;NEUT;PL	N;NOM;FEM;PL
zranenia	ozlijede	zranenie	ozlijediti	N;NOM;NEUT;PL	N;NOM;FEM;PL
zranenia	povrede	zranenie	povreda	N;NOM;NEUT;PL	N;NOM;FEM;PL
popularita	popularnost	popularita	popularnost	N;NOM;FEM;SG	N;NOM;FEM;SG
čelo	čelo	čelo	čelo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
čelo	obrva	čelo	obrva	N;NOM;NEUT;SG	N;NOM;FEM;SG
čelo	čelo	čelo	čelo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zlý	loša	zlý	loš	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
kusy	figure	kus	figura	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
kusy	komadići	kus	komadići	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
kusy	dijelovi	kus	dio	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
kusy	komadi	kus	komad	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
kusy	rezovi	kus	rez	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
strela	metak	strieť	metak	N;NOM;FEM;SG	N;NOM;MASC;SG
strela	projektil	strieť	projektil	N;NOM;FEM;SG	N;NOM;MASC;SG
strela	raketa	strieť	raketa	N;NOM;FEM;SG	N;NOM;FEM;SG
norma	norma	norma	norma	N;NOM;FEM;SG	N;NOM;FEM;SG
norma	norma	norma	norma	N;NOM;FEM;SG	N;NOM;FEM;SG
norma	norm	norma	norm	N;NOM;FEM;SG	N;NOM;MASC;SG
norma	standard	norma	standard	N;NOM;FEM;SG	N;NOM;MASC;SG
alpy	alpe	alpa	alpe	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
rosa	rosa	rosa	rosa	N;NOM;FEM;SG	N;NOM;FEM;SG
zvuky	zvukovi	zvuk	zvuk	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
zvuky	zvukovi	zvuk	zvuk	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
uznané	prepoznat	uznaný	prepoznat	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
uznané	priznata	uznaný	priznat	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
uznané	prepoznat	uznaný	prepoznat	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
recenzie	kritike	recenzia	kritika	N;NOM;FEM;PL	N;NOM;FEM;PL
valcov	cilindara	valec	cilindar	N;INAN;GEN;MASC;PL	N;GEN;MASC;PL
chvíle	trenutci	chvíľa	trenutak	N;NOM;FEM;PL	N;NOM;MASC;PL
chvíle	momenti	chvíľa	moment	N;NOM;FEM;PL	N;NOM;MASC;PL
chvíle	trenuci	chvíľa	trenuti	N;NOM;FEM;PL	N;NOM;MASC;PL
úpadok	raspadanje	úpadok	raspadanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
úpadok	propadanje	úpadok	propadanje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
úpadok	bankrot	úpadok	bankrot	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
najmenší	najmanja	malý	najmanja	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;DEF;RL;FEM;SG
najmenší	najmanji	malý	mali	ADJ;ANIM;NOM;RL;MASC;SG	ADJ;NOM;DEF;RL;MASC;SG
minimum	minimum	minimum	minimum	N;NOM;NEUT;SG	N;NOM;MASC;SG
zmiešané	pomiješana	zmiešaný	pomiješati	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
julia	julia	julia	juliti	N;NOM;FEM;SG	N;NOM;FEM;SG
laboratórium	laboratorij	laboratórium	laboratorij	N;NOM;NEUT;SG	N;NOM;MASC;SG
laboratórium	laboratorij	laboratórium	laboratorij	N;NOM;NEUT;SG	N;NOM;MASC;SG
laboratórium	lab	laboratórium	lab	N;NOM;NEUT;SG	N;NOM;MASC;SG
limit	limit	limit	limit	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
limit	ograničenje	limit	ograničenje	N;INAN;NOM;MASC;SG	N;NOM;NEUT;SG
limit	granica	limit	granica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
obnova	obnavljanje	obnova	obnavljanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
obnova	obnova	obnova	obnova	N;NOM;FEM;SG	N;NOM;FEM;SG
obnova	obnavljanje	obnova	obnavljanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
obnova	obnova	obnova	obnova	N;NOM;FEM;SG	N;NOM;FEM;SG
fyzicky	fizički	fyzicky	fizički	ADV	ADV
territoire	territoire	territoire	territoira	N;NOM;MASC;SG	N;NOM;MASC;SG
vnímanie	percepcija	vnímanie	percepcija	N;NOM;NEUT;SG	N;NOM;FEM;SG
plášť	rt	plášť	rt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
plášť	plašt	plášť	plašt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
plášť	ogrtač	plášť	ogrtač	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
plášť	plašt	plášť	plašt	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
lane	lane	lana	lan	N;NOM;FEM;SG	N;NOM;FEM;SG
laura	laura	laura	laura	N;NOM;FEM;SG	N;NOM;FEM;SG
laura	lauri	laura	laura	N;NOM;FEM;SG	N;NOM;MASC;SG
laura	lora	laura	lor	N;NOM;FEM;SG	N;NOM;FEM;SG
pascal	pascal	pascať	pascal	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
baran	ovan	baran	ovan	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
copa	copa	copa	copa	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vzorky	uzorci	vzorka	uzorak	N;NOM;FEM;PL	N;NOM;MASC;PL
vzorky	uzorci	vzorka	uzorak	N;NOM;FEM;PL	N;NOM;MASC;PL
meraní	mjere	meranie	mjera	N;NOM;NEUT;PL	N;NOM;FEM;PL
meraní	mjerenja	meranie	mjerenje	N;NOM;NEUT;PL	N;NOM;NEUT;PL
poradca	konzultant	poradca	konzultant	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
poradca	savjetnik	poradca	savjetnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
poradca	savjetnik	poradca	savjetnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
poradca	savjetnik	poradca	savjetnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
poradca	savjetnik	poradca	savjetnik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
dobrovoľne	svojevoljno	dobrovoľne	svojevoljno	ADV	ADV
dobrovoľne	dragovoljno	dobrovoľne	dragovoljno	ADV	ADV
dobrovoľne	dobrovoljno	dobrovoľne	dobrovoljno	ADV	ADV
dobrovoľne	dobrovoljno	dobrovoľne	dobrovoljno	ADV	ADV
činy	postupci	čin	postupak	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
činy	radnje	čin	radnja	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
činy	akcije	čin	akcija	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
činy	djela	čin	djelo	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
katastrofy	katastrofe	katastrofy	katastrofa	N;NOM;FEM;PL	N;NOM;FEM;PL
zločiny	zločini	zločin	zločin	N;NOM;FEM;PL	N;NOM;MASC;PL
koncentrácia	koncentracija	koncentrácia	koncentracija	N;NOM;FEM;SG	N;NOM;FEM;SG
koleso	kolo	koleso	kolo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
koleso	točak	koleso	točak	N;NOM;NEUT;SG	N;NOM;MASC;SG
koleso	kotač	koleso	kotač	N;NOM;NEUT;SG	N;NOM;MASC;SG
diera	rupa	diera	rupa	N;NOM;FEM;SG	N;NOM;FEM;SG
porušenie	kršenje	porušenie	kršenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
porušenie	proboj	porušenie	proboj	N;NOM;NEUT;SG	N;NOM;MASC;SG
porušenie	kršenje	porušenie	kršenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
jedlo	hrana	jedlo	hrana	N;NOM;NEUT;SG	N;NOM;FEM;SG
jedlo	obrok	jedlo	obrok	N;NOM;NEUT;SG	N;NOM;MASC;SG
jedlo	objed	jedlo	objed	N;NOM;NEUT;SG	N;NOM;MASC;SG
jedlo	jelo	jedlo	jelo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
infekcie	infekcije	infekcia	infekcija	N;NOM;FEM;PL	N;NOM;FEM;PL
infekcie	infekcije	infekcia	infekcija	N;NOM;FEM;PL	N;NOM;FEM;PL
spomenúť	spominjem	spomenúť	spominjati	V;PFV;POS;NFIN	V;IND;SG;1;PRS;FIN
spomenúť	spomenuti	spomenúť	spomenuti	V;PFV;POS;NFIN	V;NFIN
potvrdené	potvrđeno	potvrdený	potvrditi	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
komerčné	komercijalni	komerčný	komercijalan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
techno	tehno	techno	tehno	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obnovený	obnovljena	obnovený	obnoviti	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
obnovený	obnovljen	obnovený	obnoviti	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
obnovený	vraćena	obnovený	vraćen	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
obnovený	obnovljen	obnovený	obnoviti	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
obnovený	obnovljena	obnovený	obnoviti	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
obnovený	vraćeno	obnovený	vratiti	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
dodatočne	dodatno	dodatočne	dodatno	ADV	ADV
fasáda	fasada	fasád	fasada	N;NOM;FEM;SG	N;NOM;FEM;SG
fasáda	fasada	fasád	fasada	N;NOM;FEM;SG	N;NOM;FEM;SG
cudzie	strano	cudzí	stran	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
stratégie	strategije	stratégia	strategija	N;NOM;FEM;PL	N;NOM;FEM;PL
stratégie	strategije	stratégia	strategija	N;NOM;FEM;PL	N;NOM;FEM;PL
gravitácia	gravitacija	gravitácia	gravitacija	N;NOM;FEM;SG	N;NOM;FEM;SG
charakterizuje	karakterizira	charakterizovať	karakterizirati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IND;SG;3;PRS;FIN
lexikón	leksikon	lexikón	leksikon	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
bella	bella	bella	bella	N;NOM;FEM;SG	N;NOM;FEM;SG
konflikty	sukobi	konflikt	sukob	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
konflikty	sukobi	konflikt	sukob	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
stretla	upoznao	stretnúť	upoznati	V;PFV;FEM;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
ukážka	uzorak	ukážka	uzorak	N;NOM;FEM;SG	N;NOM;MASC;SG
ukážka	pregled	ukážka	pregled	N;NOM;FEM;SG	N;NOM;MASC;SG
ukážka	demonstracija	ukážka	demonstracija	N;NOM;FEM;SG	N;NOM;FEM;SG
tatiana	tatiana	tatian	tatian	N;NOM;FEM;SG	N;NOM;FEM;SG
tatiana	tatjana	tatian	tatjana	N;NOM;FEM;SG	N;NOM;FEM;SG
švédske	švedski	švédsky	švedski	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
hnedý	smeđi	hnedý	smeđi	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
vedený	vođena	vedený	voditi	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
vedený	vođen	vedený	voditi	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
stôl	stol	stôl	stol	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
stôl	tablica	stôl	tablica	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
stôl	stol	stôl	stol	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
nacisti	nacisti	nacista	nacistiti	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
sfarbenie	bojenje	sfarbenie	bojenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
spravodlivosť	pravda	spravodlivosť	pravda	N;NOM;FEM;SG	N;NOM;FEM;SG
spravodlivosť	pravednost	spravodlivosť	pravednost	N;NOM;FEM;SG	N;NOM;FEM;SG
spravodlivosť	pravednost	spravodlivosť	pravednost	N;NOM;FEM;SG	N;NOM;FEM;SG
naživo	uživo	naživo	uživo	ADV	ADV
nájdený	pronađeno	nájdený	pronaći	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
nájdený	pronađen	nájdený	pronaći	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
nájdený	pronađena	nájdený	pronaći	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
cpu	cpu	cp	cpu	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
regionálna	regionalno	regionálny	regionalno	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
regionálna	regionalni	regionálny	regionalan	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
gule	kuglice	guľa	kuglica	N;NOM;FEM;PL	N;NOM;FEM;PL
gule	lopte	guľa	lopta	N;NOM;FEM;PL	N;NOM;FEM;PL
gule	loptice	guľa	loptica	N;NOM;FEM;PL	N;NOM;FEM;PL
svätec	svetac	svätec	svetac	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
lenka	lenka	lenka	lenka	N;NOM;FEM;SG	N;NOM;FEM;SG
osvetlenie	osvjetljenje	osvetlenie	osvjetljenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
osvetlenie	osvjetljenje	osvetlenie	osvjetljenje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
osvetlenie	rasvjeta	osvetlenie	rasvjet	N;NOM;NEUT;SG	N;NOM;FEM;SG
vyvinutá	razvijena	vyvinutý	razvijen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
vyvinutá	razvijen	vyvinutý	razviti	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
štandardné	uobičajeno	štandardný	uobičajen	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
štandardné	zadani	štandardný	zadan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
štandardné	standardni	štandardný	standardan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
štandardné	standardna	štandardný	standardan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
sobáš	brak	sobáš	brak	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
sobáš	svadba	sobáš	svadba	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
sobáš	vjenčanje	sobáš	vjenčanje	N;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
abraham	abraham	abraham	abraham	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
užívateľov	korisnike	užívateľ	korisnik	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
budhizmus	budizam	budhizmus	budizam	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
reggae	reggae	regga	regga	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
príjmy	prihodi	príjmy	prihod	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
príjmy	prihodi	príjmy	prihod	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
príjmy	primanja	príjmy	primanje	N;INAN;NOM;MASC;PL	N;NOM;NEUT;PL
príjmy	prihodi	príjmy	prihod	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
vírus	virus	vírus	virus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
partner	partner	partner	partner	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
partner	partnerica	partner	partnerica	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
zasiahol	intervenirao	zasiahnuť	intervenirati	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
dokončené	dovršeno	dokončený	dovršiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
dokončené	završena	dokončený	završiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
dokončené	završeno	dokončený	završiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
dokončené	završeno	dokončený	završiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
obnovené	obnovljena	obnovený	obnoviti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
obnovené	obnovljen	obnovený	obnoviti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
obnovené	vraćena	obnovený	vraćen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
obnovené	obnovljen	obnovený	obnoviti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
obnovené	obnovljena	obnovený	obnoviti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
obnovené	vraćeno	obnovený	vratiti	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
turecké	tursko	turecký	turski	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
turecké	turski	turecký	turski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ilustrátor	ilustrator	ilustrátor	ilustrator	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
oblečenie	odjeća	oblečenie	odjeća	N;NOM;NEUT;SG	N;NOM;FEM;SG
oblečenie	odjeća	oblečenie	odjeća	N;NOM;NEUT;SG	N;NOM;FEM;SG
oblečenie	odjeća	oblečenie	odjeća	N;NOM;NEUT;SG	N;NOM;FEM;SG
zima	zima	zima	zima	N;NOM;FEM;SG	N;NOM;FEM;SG
java	java	java	jav	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
nomináciu	nominaciju	nominácia	nominacija	N;ACC;FEM;SG	N;ACC;FEM;SG
kresťania	kršćani	kresťanie	kršćanin	N;ANIM;NOM;MASC;PL	N;NOM;MASC;PL
columbus	columbus	columbus	columbus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
columbus	kolumbo	columbus	kolumbo	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
železné	željezni	železný	željezan	ADJ;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
