catégorie	категория	catégorie	категория	N;FEM;SG	N;INDF;FEM;SG
située	разположено	situer	разположа-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
charles	чарлз	charle	чарлз	N;MASC;SG	N;INDF;MASC;SG
points	точки	point	точка	N;MASC;PL	N;INDF;FEM;PL
paul	пол	paul	пол	N;MASC;SG	N;INDF;MASC;SG
rue	улица	rue	улица	N;FEM;SG	N;INDF;FEM;SG
rue	стрийт	rue	стрийт	N;FEM;SG	N;INDF;MASC;SG
rue	улицата	rue	улица	N;FEM;SG	N;DEF;FEM;SG
chef	шеф	chef	шеф	N;MASC;SG	N;INDF;MASC;SG
chef	готвач	chef	готвач	N;MASC;SG	N;INDF;MASC;SG
chef	началник	chef	началник	N;MASC;SG	N;INDF;MASC;SG
père	татко	père	татко	N;MASC;SG	N;INDF;MASC;SG
père	баща	père	баща	N;MASC;SG	N;INDF;MASC;SG
père	татко	père	татко	N;MASC;SG	N;INDF;MASC;SG
exemple	пример	exemple	пример	N;MASC;SG	N;INDF;MASC;SG
trouve	намира	trouver	намирам-(се)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
rapport	докладване	rapport	докладване	N;MASC;SG	N;INDF;NEUT;SG
rapport	доклад	rapport	доклад	N;MASC;SG	N;INDF;MASC;SG
art	арт	art	арт	N;MASC;SG	N;INDF;NEUT;SG
art	изкуството	art	изкуство	N;MASC;SG	N;DEF;NEUT;SG
art	art	art	art	N;MASC;SG	N;INDF;MASC;SG
art	изкуство	art	изкуство	N;MASC;SG	N;INDF;NEUT;SG
canton	гуанджоу	canton	гуанджоу	N;MASC;SG	N;INDF;MASC;SG
canton	кантон	canton	кантон	N;MASC;SG	N;INDF;MASC;SG
dernier	последен	dernier	последен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
dernier	последна	dernier	последен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
type	вид	type	вид	N;MASC;SG	N;INDF;MASC;SG
type	тип	type	тип	N;MASC;SG	N;INDF;MASC;SG
habitants	обитатели	habitant	обитател	N;MASC;PL	N;INDF;MASC;PL
habitants	жители	habitant	жител	N;MASC;PL	N;INDF;MASC;PL
habitants	обитатели	habitant	обитател	N;MASC;PL	N;INDF;MASC;PL
habitants	жители	habitant	жител	N;MASC;PL	N;INDF;MASC;PL
point	точка	point	точка	N;MASC;SG	N;INDF;FEM;SG
compte	брой	compte	брой	N;MASC;SG	N;INDF;MASC;SG
compte	сметка	compte	сметка	N;MASC;SG	N;INDF;FEM;SG
compte	акаунт	compte	акаунт	N;MASC;SG	N;INDF;MASC;SG
période	период	période	период	N;FEM;SG	N;INDF;MASC;SG
armée	армията	armée	армия	N;FEM;SG	N;DEF;FEM;SG
armée	армеец	armée	армеец	N;FEM;SG	N;INDF;MASC;SG
armée	армия	armée	армия	N;FEM;SG	N;INDF;FEM;SG
eau	вода	eau	вода	N;FEM;SG	N;INDF;FEM;SG
eau	водата	eau	вода	N;FEM;SG	N;DEF;FEM;SG
marie	мари	marier	мара	N;FEM;SG	N;INDF;FEM;SG
marie	мери	marier	меря-(се)	N;FEM;SG	N;INDF;FEM;SG
marie	мария	marier	мария	N;FEM;SG	N;INDF;FEM;SG
discuter	обсъдим	discuter	обсъдя	V;NFIN	V;PFV;IND;PL;1;PRS;FIN;ACT
discuter	обсъдете	discuter	обсъда	V;NFIN	V;PFV;IMP;PL;2;FIN
projet	проект	projet	проект	N;MASC;SG	N;INDF;MASC;SG
projet	проектът	projet	проект	N;MASC;SG	N;DEF;MASC;SG
projet	проекта	projet	проект	N;MASC;SG	N;DEF;MASC;SG
chaque	всяка	chaque	всеки	DET;FEM;SG	DET;FEM;SG
chaque	всяка	chaque	всеки	DET;FEM;SG	DET;FEM;SG
anglais	bulgarian	anglais	bulgarian	N;MASC;SG	N;INDF;MASC;SG
province	провинцията	province	провинция	N;FEM;SG	N;DEF;FEM;SG
province	провинция	province	провинция	N;FEM;SG	N;INDF;FEM;SG
international	международен	international	международен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
international	международна	international	международен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
conseil	консултация	conseil	консултация	N;MASC;SG	N;INDF;FEM;SG
conseil	консултиране	conseil	консултиране	N;MASC;SG	N;INDF;NEUT;SG
conseil	съвет	conseil	съвет	N;MASC;SG	N;INDF;MASC;SG
conseil	съветът	conseil	съвет	N;MASC;SG	N;DEF;MASC;SG
conseil	съвет	conseil	съвет	N;MASC;SG	N;INDF;MASC;SG
conseil	съвета	conseil	съвет	N;MASC;SG	N;DEF;MASC;SG
maison	house	maison	house	N;FEM;SG	N;INDF;MASC;SG
maison	къща	maison	къща	N;FEM;SG	N;INDF;FEM;SG
maison	къщата	maison	къща	N;FEM;SG	N;DEF;FEM;SG
maison	хаус	maison	хаус	N;FEM;SG	N;INDF;MASC;SG
maison	дом	maison	дом	N;FEM;SG	N;INDF;MASC;SG
cela	това	cela	този	PRO;SG	PRO;NOM;NEUT;SG
demande	заявка	demande	заявка	N;FEM;SG	N;INDF;FEM;SG
demande	молба	demande	молба	N;FEM;SG	N;INDF;FEM;SG
demande	искане	demande	искане	N;FEM;SG	N;INDF;NEUT;SG
fonction	функция	fonction	функция	N;FEM;SG	N;INDF;FEM;SG
fonction	длъжност	fonction	длъжност	N;FEM;SG	N;INDF;FEM;SG
fonction	функциониране	fonction	функциониране	N;FEM;SG	N;INDF;NEUT;SG
toujours	винаги	toujours	винаги	ADV	ADV
toujours	още	toujours	още	ADV	ADV
production	продукция	production	продукция	N;FEM;SG	N;INDF;FEM;SG
production	производство	production	производство	N;FEM;SG	N;INDF;NEUT;SG
certains	някои	certain	някой	PRO;MASC;PL	PRO;NOM;PL
membre	член	membre	член	N;MASC;SG	N;INDF;MASC;SG
près	близко	près	близък	ADV	ADV
près	близо	près	близо	ADV	ADV
rôle	роля	rôle	роля	N;MASC;SG	N;INDF;FEM;SG
droit	закон	droit	закон	N;MASC;SG	N;INDF;MASC;SG
mois	месеца	mois	месец	N;MASC;SG	N;DEF;MASC;SG
mois	месец	mois	месец	N;MASC;SG	N;INDF;MASC;SG
île	острова	île	острова	N;FEM;SG	N;DEF;MASC;SG
île	island	île	islanа	N;FEM;SG	N;INDF;MASC;SG
île	остров	île	остров	N;FEM;SG	N;INDF;MASC;SG
île	островът	île	остров	N;FEM;SG	N;DEF;MASC;SG
île	айлънд	île	айлънд	N;FEM;SG	N;INDF;MASC;SG
île	île	île	île	N;FEM;SG	N;INDF;MASC;SG
république	република	république	република	N;FEM;SG	N;INDF;FEM;SG
service	услуга	service	услуга	N;MASC;SG	N;INDF;FEM;SG
service	служба	service	служба	N;MASC;SG	N;INDF;FEM;SG
service	сервиз	service	сервиз	N;MASC;SG	N;INDF;MASC;SG
service	обслужване	service	обслужване	N;MASC;SG	N;INDF;NEUT;SG
score	резултат	score	резултат	N;MASC;SG	N;INDF;MASC;SG
ensuite	тогава	ensuite	тогава	ADV	ADV
langue	езикът	langue	език	N;FEM;SG	N;DEF;MASC;SG
langue	езика	langue	език	N;FEM;SG	N;DEF;MASC;SG
langue	език	langue	език	N;FEM;SG	N;INDF;MASC;SG
dit	каза	dire	кажа	V;MASC;SG;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
gouvernement	правителство	gouvernement	правителство	N;MASC;SG	N;INDF;NEUT;SG
center	център	center	център	N;MASC;SG	N;INDF;MASC;SG
elles	те	il	аз	PRO;FEM;PL;3	PRO;NOM;PL;3
petit	малка	petit	малък	ADJ;MASC;SG	ADJ;INDF;FEM;SG
petit	малък	petit	малък	ADJ;MASC;SG	ADJ;INDF;MASC;SG
petit	дребен	petit	дребен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
petit	малка	petit	малък	ADJ;MASC;SG	ADJ;INDF;FEM;SG
petit	малък	petit	малък	ADJ;MASC;SG	ADJ;INDF;MASC;SG
toutes	всички	tout	всеки	PRO;FEM;PL	PRO;NOM;PL
argent	сребърна	argent	сребърна-(се)	N;MASC;SG	N;INDF;FEM;SG
argent	силвър	argent	силвър	N;MASC;SG	N;INDF;MASC;SG
argent	сребро	argent	сребро	N;MASC;SG	N;INDF;NEUT;SG
argent	сребърен	argent	сребърен	N;MASC;SG	N;INDF;MASC;SG
souvent	често	souvent	често	ADV	ADV
style	стил	style	стил	N;MASC;SG	N;INDF;MASC;SG
face	фейс	face	фейс	N;FEM;SG	N;INDF;MASC;SG
face	лицето	face	лице	N;FEM;SG	N;DEF;NEUT;SG
face	лице	face	лице	N;FEM;SG	N;INDF;NEUT;SG
top	топ	top	топ	N;MASC;SG	N;INDF;MASC;SG
top	върха	top	връх	N;MASC;SG	N;DEF;MASC;SG
ministre	министър	ministre	министър	N;MASC;SG	N;INDF;MASC;SG
mondiale	световна	mondial	световен	ADJ;FEM;SG	ADJ;INDF;FEM;SG
mondiale	глобална	mondial	глобален	ADJ;FEM;SG	ADJ;INDF;FEM;SG
mondiale	глобален	mondial	глобален	ADJ;FEM;SG	ADJ;INDF;MASC;SG
ensemble	заедно	ensemble	заедно	ADV	ADV
théâtre	театър	théâtre	театър	N;MASC;SG	N;INDF;MASC;SG
théâtre	театър	théâtre	театър	N;MASC;SG	N;INDF;MASC;SG
épisode	епизод	épisode	епизод	N;MASC;SG	N;INDF;MASC;SG
scène	сцена	scène	сцена	N;FEM;SG	N;INDF;FEM;SG
scène	стадий	scène	стадий	N;FEM;SG	N;INDF;MASC;SG
scène	сцена	scène	сцена	N;FEM;SG	N;INDF;FEM;SG
scène	етап	scène	етап	N;FEM;SG	N;INDF;MASC;SG
scène	сцената	scène	сцена	N;FEM;SG	N;DEF;FEM;SG
situé	разположена	situer	разположа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
situé	разположен	situer	разположа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
situé	разположено	situer	разположа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
situé	разположена	situer	разположа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
situé	разположен	situer	разположа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
situé	разположено	situer	разположа-(се)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
musée	музей	musée	музей	N;MASC;SG	N;INDF;MASC;SG
troisième	трети	troisième	трети	ADJ;MASC;SG	ADJ;INDF;MASC;SG
troisième	трета	troisième	трети	ADJ;MASC;SG	ADJ;INDF;FEM;SG
nombreux	многобройни	nombreux	многоброен	ADJ;MASC;PL	ADJ;INDF;PL
auteur	автор	auteur	автор	N;MASC;SG	N;INDF;MASC;SG
auteur	писателка	auteur	писателка	N;MASC;SG	N;INDF;FEM;SG
auteur	сценарист	auteur	сценарист	N;MASC;SG	N;INDF;MASC;SG
auteur	писател	auteur	писател	N;MASC;SG	N;INDF;MASC;SG
système	система	système	система	N;MASC;SG	N;INDF;FEM;SG
système	системата	système	система	N;MASC;SG	N;DEF;FEM;SG
création	създаване	création	създаване	N;FEM;SG	N;INDF;NEUT;SG
création	създаването	création	създаване	N;FEM;SG	N;DEF;NEUT;SG
stade	естадио	stade	естадио	N;MASC;SG	N;INDF;MASC;SG
stade	стадион	stade	стадион	N;MASC;SG	N;INDF;MASC;SG
stade	стадиона	stade	стадион	N;MASC;SG	N;DEF;MASC;SG
stade	стадий	stade	стадий	N;MASC;SG	N;INDF;MASC;SG
stade	сцена	stade	сцена	N;MASC;SG	N;INDF;FEM;SG
stade	етап	stade	етап	N;MASC;SG	N;INDF;MASC;SG
stade	сцената	stade	сцена	N;MASC;SG	N;DEF;FEM;SG
tard	късно	tard	късно	ADV	ADV
seconde	втора	second	втори	ADJ;FEM;SG	ADJ;INDF;FEM;SG
seconde	втори	second	втори	ADJ;FEM;SG	ADJ;INDF;MASC;SG
roman	римлянин	roman	римлянин	N;MASC;SG	N;INDF;MASC;SG
roman	роман	roman	роман	N;MASC;SG	N;INDF;MASC;SG
jours	дни	jour	ден	N;MASC;PL	N;INDF;MASC;PL
édition	редактиране	édition	редактиране	N;FEM;SG	N;INDF;NEUT;SG
édition	изданието	édition	издание	N;FEM;SG	N;DEF;NEUT;SG
édition	издание	édition	издание	N;FEM;SG	N;INDF;NEUT;SG
édition	редактиране	édition	редактиране	N;FEM;SG	N;INDF;NEUT;SG
édition	монтаж	édition	монтаж	N;FEM;SG	N;INDF;MASC;SG
édition	публикуване	édition	публикуване	N;FEM;SG	N;INDF;NEUT;SG
édition	издателство	édition	издателство	N;FEM;SG	N;INDF;NEUT;SG
éditions	издания	édition	издане	N;FEM;PL	N;INDF;NEUT;PL
historique	историческа	historique	исторически	ADJ;MASC;SG	ADJ;INDF;FEM;SG
historique	исторически	historique	исторически	ADJ;MASC;SG	ADJ;INDF;MASC;SG
historique	историческа	historique	исторически	ADJ;MASC;SG	ADJ;INDF;FEM;SG
historique	исторически	historique	исторически	ADJ;MASC;SG	ADJ;INDF;MASC;SG
permet	позволява	permettre	позволявам-(си)	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
permet	допуска	permettre	допускам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
permet	разрешава	permettre	разрешавам	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
âge	възраст	âge	възраст	N;MASC;SG	N;INDF;FEM;SG
officiel	официален	officiel	официален	ADJ;MASC;SG	ADJ;INDF;MASC;SG
officiel	официална	officiel	официален	ADJ;MASC;SG	ADJ;INDF;FEM;SG
environ	приблизително	environ	приблизително	ADV	ADV
effet	ефект	effet	ефект	N;MASC;SG	N;INDF;MASC;SG
effet	въздействие	effet	въздействие	N;MASC;SG	N;INDF;NEUT;SG
version	версия	version	версия	N;FEM;SG	N;INDF;FEM;SG
membres	членове	membre	член	N;MASC;PL	N;INDF;MASC;PL
membres	членовете	membre	член	N;MASC;PL	N;DEF;MASC;PL
niveau	равнище	niveau	равнище	N;MASC;SG	N;INDF;NEUT;SG
niveau	ниво	niveau	ниво	N;MASC;SG	N;INDF;NEUT;SG
champion	шампион	champion	шампион	N;MASC;SG	N;INDF;MASC;SG
champion	шампион	champion	шампион	N;MASC;SG	N;INDF;MASC;SG
champion	шампиона	champion	шампион	N;MASC;SG	N;DEF;MASC;SG
champion	шампионка	champion	шампионка	N;MASC;SG	N;INDF;FEM;SG
espèce	вид	espèce	вид	N;FEM;SG	N;INDF;MASC;SG
raison	причина	raison	причина	N;FEM;SG	N;INDF;FEM;SG
modèle	образец	modèle	образец	N;MASC;SG	N;INDF;MASC;SG
modèle	модел	modèle	модел	N;MASC;SG	N;INDF;MASC;SG
modèle	шаблон	modèle	шаблон	N;MASC;SG	N;INDF;MASC;SG
travail	работа	travail	работа	N;MASC;SG	N;INDF;FEM;SG
travail	труд	travail	труд	N;MASC;SG	N;INDF;MASC;SG
femme	жената	femme	жена	N;FEM;SG	N;DEF;FEM;SG
femme	жена	femme	жена	N;FEM;SG	N;INDF;FEM;SG
femme	жена	femme	жена	N;FEM;SG	N;INDF;FEM;SG
femme	жена	femme	жена	N;FEM;SG	N;INDF;FEM;SG
femme	съпруга	femme	съпруга	N;FEM;SG	N;INDF;FEM;SG
femme	съпругата	femme	съпруга	N;FEM;SG	N;DEF;FEM;SG
cinq	пет	cinq	пет	NUM	NUM;INDF;PL
déjà	вече	déjà	вече	ADV	ADV
bas	нисък	bas	нисък	ADJ;MASC;SG	ADJ;INDF;MASC;SG
bas	ниска	bas	нисък	ADJ;MASC;SG	ADJ;INDF;FEM;SG
texte	текст	texte	текст	N;MASC;SG	N;INDF;MASC;SG
terre	земята	terre	земя	N;FEM;SG	N;DEF;FEM;SG
terre	земя	terre	земя	N;FEM;SG	N;INDF;FEM;SG
terre	земя	terre	земя	N;FEM;SG	N;INDF;FEM;SG
compétition	конкуренция	compétition	конкуренция	N;FEM;SG	N;INDF;FEM;SG
compétition	конкурс	compétition	конкурс	N;FEM;SG	N;INDF;MASC;SG
compétition	състезание	compétition	състезание	N;FEM;SG	N;INDF;NEUT;SG
allemand	германец	allemand	германец	N;MASC;SG	N;INDF;MASC;SG
allemand	allemand	allemand	allemand	N;MASC;SG	N;INDF;MASC;SG
britannique	британска	britannique	британски	ADJ;MASC;SG	ADJ;INDF;FEM;SG
britannique	британски	britannique	британски	ADJ;MASC;SG	ADJ;INDF;MASC;SG
porte	портата	porte	порта	N;FEM;SG	N;DEF;FEM;SG
porte	порта	porte	порта	N;FEM;SG	N;INDF;FEM;SG
porte	врата	porte	врата	N;FEM;SG	N;INDF;FEM;SG
porte	вратата	porte	врата	N;FEM;SG	N;DEF;FEM;SG
hommes	мъжете	homme	мъж	N;MASC;PL	N;DEF;MASC;PL
hommes	мъже	homme	мъж	N;MASC;PL	N;INDF;MASC;PL
bataille	битката	bataille	битка	N;FEM;SG	N;DEF;FEM;SG
bataille	битка	bataille	битка	N;FEM;SG	N;INDF;FEM;SG
corps	тялото	corps	тяло	N;MASC;SG	N;DEF;NEUT;SG
corps	тяло	corps	тяло	N;MASC;SG	N;INDF;NEUT;SG
corps	корпус	corps	корпус	N;MASC;SG	N;INDF;MASC;SG
siège	обсада	siège	обсада	N;MASC;SG	N;INDF;FEM;SG
siège	седалище	siège	седалище	N;MASC;SG	N;INDF;NEUT;SG
siège	щаб	siège	щаб	N;MASC;SG	N;INDF;MASC;SG
siège	щаба	siège	щаб	N;MASC;SG	N;DEF;MASC;SG
siège	централа	siège	централа	N;MASC;SG	N;INDF;FEM;SG
siège	седалка	siège	седалка	N;MASC;SG	N;INDF;FEM;SG
siège	седалката	siège	седалка	N;MASC;SG	N;DEF;FEM;SG
personnes	лица	personne	лице	N;FEM;PL	N;INDF;NEUT;PL
nommé	назначена	nommer	назнача	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
nommé	назначен	nommer	назнача	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
route	маршрут	route	маршрут	N;FEM;SG	N;INDF;MASC;SG
route	път	route	път	N;FEM;SG	N;INDF;MASC;SG
route	трасе	route	трасе	N;FEM;SG	N;INDF;NEUT;SG
route	магистрала	route	магистрала	N;FEM;SG	N;INDF;FEM;SG
route	магистралата	route	магистрала	N;FEM;SG	N;DEF;FEM;SG
route	пътят	route	път	N;FEM;SG	N;DEF;MASC;SG
route	път	route	път	N;FEM;SG	N;INDF;MASC;SG
route	road	route	road	N;FEM;SG	N;INDF;MASC;SG
route	пътя	route	път	N;FEM;SG	N;DEF;MASC;SG
finale	финал	finale	финал	N;FEM;SG	N;INDF;MASC;SG
finale	финал	finale	финал	N;FEM;SG	N;INDF;MASC;SG
jeune	млада	jeune	млад	ADJ;MASC;SG	ADJ;INDF;FEM;SG
jeune	млад	jeune	млад	ADJ;MASC;SG	ADJ;INDF;MASC;SG
match	мач	match	мач	N;MASC;SG	N;INDF;MASC;SG
match	гейм	match	гейм	N;MASC;SG	N;INDF;MASC;SG
match	играта	match	игра	N;MASC;SG	N;DEF;FEM;SG
match	игра	match	игра	N;MASC;SG	N;INDF;FEM;SG
match	мач	match	мач	N;MASC;SG	N;INDF;MASC;SG
match	съвпадение	match	съвпадение	N;MASC;SG	N;INDF;NEUT;SG
peuvent	могат	pouvoir	мога	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
royaume	кралство	royaume	кралство	N;MASC;SG	N;INDF;NEUT;SG
royaume	царство	royaume	царство	N;MASC;SG	N;INDF;NEUT;SG
royaume	royaume	royaume	royaume	N;MASC;SG	N
long	дълъг	long	дълъг	ADJ;MASC;SG	ADJ;INDF;MASC;SG
latitude	ширина	latitude	ширина	N;FEM;SG	N;INDF;FEM;SG
base	основа	base	основа	N;FEM;SG	N;INDF;FEM;SG
base	база	base	база	N;FEM;SG	N;INDF;FEM;SG
base	основа	base	основа	N;FEM;SG	N;INDF;FEM;SG
base	основание	base	основание	N;FEM;SG	N;INDF;NEUT;SG
base	база	base	база	N;FEM;SG	N;INDF;FEM;SG
études	изследвания	étude	изследване	N;FEM;PL	N;INDF;NEUT;PL
études	проучвания	étude	проучване	N;FEM;PL	N;INDF;NEUT;PL
communauté	общност	communauté	общност	N;FEM;SG	N;INDF;FEM;SG
communauté	общността	communauté	общност	N;FEM;SG	N;DEF;FEM;SG
association	сдружение	association	сдружение	N;FEM;SG	N;INDF;NEUT;SG
association	асоциация	association	асоциация	N;FEM;SG	N;INDF;FEM;SG
association	асоцииране	association	асоцииране	N;FEM;SG	N;INDF;NEUT;SG
militaire	военен	militaire	военен	ADJ;MASC;SG	ADJ;INDF;MASC;SG
militaire	военна	militaire	военен	ADJ;MASC;SG	ADJ;INDF;FEM;SG
section	сечение	section	сечение	N;FEM;SG	N;INDF;NEUT;SG
section	секция	section	секция	N;FEM;SG	N;INDF;FEM;SG
section	раздел	section	раздел	N;FEM;SG	N;INDF;MASC;SG
longitude	дължина	longitude	дължина	N;FEM;SG	N;INDF;FEM;SG
bronze	бронз	bronze	бронз	N;MASC;SG	N;INDF;MASC;SG
bronze	бронзов	bronze	бронзов	N;MASC;SG	N;INDF;MASC;SG
livre	тефтер	livre	тефтер	N;MASC;SG	N;INDF;MASC;SG
livre	книга	livre	книга	N;MASC;SG	N;INDF;FEM;SG
livre	паунд	livre	паунд	N;MASC;SG	N;INDF;MASC;SG
livre	кг	livre	килограм	N;MASC;SG	N;INDF;MASC;SG
américaine	американска	américain	американски	ADJ;FEM;SG	ADJ;INDF;FEM;SG
