اتھاہ	sedalam	اتھاہ	sedalam		;SG
اڑا	menentang	اڑ	mententang	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
اڑانا	pakailah	اڑانا	pakai	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
اڑانا	pakai	اڑانا	pakai	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;ACT
اڑپوپوں	argumentatif	اڑپوپ	argumentatif	N;ACC;MASC;PL;3	N
اڑنا	menentang	اڑنا	mententang	V;MASC;SG;NFIN;ACT	V;SG;ACT
اڑنا	berhenti	اڑنا	berhenti	V;MASC;SG;NFIN;ACT	V;SG;ACT
اُڑنا	menghilang	اُڑنا	menhilang	V;MASC;SG;NFIN;ACT	V;SG;ACT
اُڑنا	menguapkan	اُڑنا	menkuapkan	V;MASC;SG;NFIN;ACT	V;SG;ACT
اُڑنا	meledak	اُڑنا	menledak	V;MASC;SG;NFIN;ACT	V;SG;ACT
اُڑنا	melambung	اُڑنا	menlambung	V;MASC;SG;NFIN;ACT	V;SG;ACT
ازبسکہ	amat	ازبسکہ	amat		
اساتذہ	guru	اساتذہ	guru	N;NOM;MASC;SG;3	N;SG
اساس	fondasi	اساس	fondasi	N;NOM;MASC;SG;3	N;SG
اساس	yayasan	اساس	yayasan	N;NOM;MASC;SG;3	N;SG
اساس	pondasi	اساس	pondasi	N;NOM;MASC;SG;3	N;SG
اساس	pangkalan	اساس	pangkalan	N;NOM;MASC;SG;3	N;SG
اساس	base	اساس	base	N;NOM;MASC;SG;3	N
اساس	markas	اساس	markas	N;NOM;MASC;SG;3	N;SG
اساسی	utama	اساسی	utama	ADJ	ADJ;SG
اساسی	utama	اساسی	utama	ADJ	ADJ;SG
اساسی	dasar	اساسی	dasar	ADJ	ADJ;SG
اسالیب	cara	اسالیب	cara	N;NOM;MASC;SG;3	N;SG
اسالیب	moda	اسالیب	moda	N;NOM;MASC;SG;3	N;SG
اسالیب	gaya	اسالیب	gaya	N;NOM;MASC;SG;3	N;SG
اسباب	mebel	اسباب	mebel	N;NOM;MASC;PL;3	N
اسباب	furnitur	اسباب	furnitur	N;NOM;MASC;PL;3	N
اسباب	furniture	اسباب	furniture	N;NOM;MASC;PL;3	N
اُستاد	pengajar	اُستاد	penajar	N;NOM;MASC;SG;3	N;SG
اُستاد	guru	اُستاد	guru	N;NOM;MASC;SG;3	N;SG
اُستاد	instruktur	اُستاد	instruktur	N;NOM;MASC;SG;3	N;SG
اُستادی	licik	اُستادی	licik	ADJ	ADJ;SG
اُستادی	cerdik	اُستادی	cerdik	ADJ	ADJ;SG
اِستبدادیت	otoritarianisme	اِستبدادیت	otoritarianisme	N;NOM;MASC;SG;3	N
اِستجابت	kepasrahan	اِستجابت	kepasrahan	N;NOM;MASC;SG;3	N;SG
اِستجابت	penerimaan	اِستجابت	penterimaan	N;NOM;MASC;SG;3	N;SG
اِستجابت	permintaan	اِستجابت	permintaan	N;NOM;MASC;SG;3	N;SG
اِستجابت	lamaran	اِستجابت	lamaran	N;NOM;MASC;SG;3	N;SG
اِستجابت	aplikasi	اِستجابت	aplikasi	N;NOM;MASC;SG;3	N;SG
اِستحضار	ketulusan	اِستحضار	ketulusan	N;NOM;MASC;SG;3	N;SG
اِستحضار	penyerapan	اِستحضار	penserapan	N;NOM;MASC;SG;3	N;SG
اِستحقار	penghinaan	اِستحقار	penhinaan	N;NOM;MASC;SG;3	N;SG
اِستحکام	stabilitas	اِستحکام	stabilitas	N;NOM;MASC;SG;3	N;SG
اِستحکام	kestabilan	اِستحکام	kestabilan	N;NOM;MASC;SG;3	N;SG
اِستحکام	ketegasan	اِستحکام	ketegasan	N;NOM;MASC;SG;3	N;SG
اِستحکام	kekuatan	اِستحکام	kekuatan	N;NOM;MASC;SG;3	N;SG
اِستخارہ	ramalan	اِستخارہ	ramalan	N;NOM;MASC;SG;3	N;SG
اُستخوانی	awet	اُستخوانی	awet	ADJ;NOM	ADJ;SG
اُستخوانی	tegar	اُستخوانی	tegar	ADJ;NOM	ADJ;SG
اُستخوانی	kuat	اُستخوانی	kuat	ADJ;NOM	ADJ;SG
اِستدارت	sirkulasi	اِستدارت	sirkulasi	N;NOM;MASC;SG;3	N;SG
اِستدارت	peredaran	اِستدارت	peredaran	N;NOM;MASC;SG;3	N;SG
استرکاری	coating	استرکاری	coating	N;NOM;MASC;SG;3	N
استرکاری	pelapis	استرکاری	pelapis	N;NOM;MASC;SG;3	N;SG
اِستشارہ	plebiscite	اِستشارہ	plebiscite	N;NOM;MASC;SG;3	N
اِستشارہ	konsultasi	اِستشارہ	konsultasi	N;NOM;MASC;SG;3	N;SG
اِستصلاح	koreksi	اِستصلاح	koreksi	N;NOM;MASC;SG;3	N;SG
اِستعارہ	metafora	اِستعارہ	metafora	N;NOM;MASC;SG;3	N
اِستعارہ	metafor	اِستعارہ	metafor	N;NOM;MASC;SG;3	N
اِستعماری	imperialis	اِستعماری	imperialis	N;NOM;MASC;SG;3	N;SG
اِستعماریت	kolonialisme	اِستعماریت	kolonialisme	N;NOM;MASC;SG;3	N;SG
اِستعمال	pemanfaatan	اِستعمال	penmanfaatan	N;NOM;MASC;SG;3	N;SG
اِستعمال	operasi	اِستعمال	operasi	N;NOM;MASC;SG;3	N;SG
اِستعمال	lamaran	اِستعمال	lamaran	N;NOM;MASC;SG;3	N;SG
اِستعمال	aplikasi	اِستعمال	aplikasi	N;NOM;MASC;SG;3	N;SG
اِستعمال	penggunaan	اِستعمال	pengunaan	N;NOM;MASC;SG;3	N;SG
اِستعمال	kegunaan	اِستعمال	kegunaan	N;NOM;MASC;SG;3	N;SG
اِستعمال	pemakaian	اِستعمال	penpakaian	N;NOM;MASC;SG;3	N;SG
اِستعمال	ketenagakerjaan	اِستعمال	ketenagakerjaan	N;NOM;MASC;SG;3	N;SG
اِستعمال	penggunaan	اِستعمال	pengunaan	N;NOM;MASC;SG;3	N;SG
اِستقامت	ketegasan	اِستقامت	ketegasan	N;NOM;MASC;SG;3	N;SG
اِستقداس	kekudusan	اِستقداس	kekudusan	N;NOM;MASC;SG;3	N;SG
اِستقداس	kesucian	اِستقداس	kesucian	N;NOM;MASC;SG;3	N;SG
اِستقرار	konfirmasi	اِستقرار	konfirmasi	N;NOM;MASC;SG;3	N;SG
اِستقرار	pengakuan	اِستقرار	penakuan	N;NOM;MASC;SG;3	N;SG
اِستقرائی	induktif	اِستقرائی	induktif	N;NOM;MASC;SG;3	N
اِستکشاف	manifestasi	اِستکشاف	manifestasi	N;NOM;MASC;SG;3	N
اُستُواری	kekuatan	اُستُواری	kekuatan	N;NOM;MASC;SG;3	N;SG
اُستُواری	ketegasan	اُستُواری	ketegasan	N;NOM;MASC;SG;3	N;SG
اُستُواری	keteguhan	اُستُواری	keteguhan	N;NOM;MASC;SG;3	N;SG
اُستُواری	tekad	اُستُواری	tekad	N;NOM;MASC;SG;3	N;SG
اُستُواری	penentuan	اُستُواری	pententuan	N;NOM;MASC;SG;3	N;SG
اُستُواری	stabilitas	اُستُواری	stabilitas	N;NOM;MASC;SG;3	N;SG
اُستُواری	kestabilan	اُستُواری	kestabilan	N;NOM;MASC;SG;3	N;SG
اسرار	misteri	اسرار	misteri	N;NOM;MASC;SG;3	N;SG
اسرار	rahasia	اسرار	rahasia	N;NOM;MASC;SG;3	N;SG
اِسرار	hantu	اِسرار	hantu	N;NOM;MASC;SG;3	N;SG
اسفار	volume	اسفار	volume	N;NOM;MASC;SG;3	N;SG
اسفار	register	اسفار	register	N;NOM;MASC;SG;3	N
اسفار	gulungan	اسفار	gulungan	N;NOM;MASC;SG;3	N;SG
اسفار	gulung	اسفار	gulung	N;NOM;MASC;SG;3	N;SG
اسفار	tulisannya	اسفار	tulisan	N;NOM;MASC;SG;3	N;SG
اُسقُف	uskup	اُسقُف	uskup	N;NOM;MASC;SG;3	N;SG
اسلاف	leluhur	اسلاف	leluhur	N;NOM;MASC;SG;3	N
اسلاف	leluhur	اسلاف	leluhur	N;NOM;MASC;SG;3	N
اسلحہ	gendongan	اسلحہ	gendongan	N;NOM;MASC;SG;3	N;SG
اسلحہ	lengan	اسلحہ	lengan	N;NOM;MASC;SG;3	N;SG
اسلحہ	zirah	اسلحہ	zirah	N;NOM;MASC;SG;3	N
اسلحہ	armor	اسلحہ	armor	N;NOM;MASC;SG;3	N
اسلحہ	senjata	اسلحہ	senjata	N;NOM;MASC;SG;3	N;SG
اسناد	diploma	سند	diploma	N;NOM;MASC;PL;3	N
اِشارہ	pesanan	اِشارہ	pesanan	N;NOM;MASC;SG;3	N;SG
اِشارہ	pemesanan	اِشارہ	penpesanan	N;NOM;MASC;SG;3	N;SG
اِشارہ	urutan	اِشارہ	urutan	N;NOM;MASC;SG;3	N;SG
اِشارہ	tanda	اِشارہ	tanda	N;NOM;MASC;SG;3	N;SG
اِشارہ	tandatangani	اِشارہ	tandatangani	N;NOM;MASC;SG;3	N;SG
اِشارہ	usul	اِشارہ	usul	N;NOM;MASC;SG;3	N;SG;ACT
اِشارہ	sugesti	اِشارہ	sugesti	N;NOM;MASC;SG;3	N
اِشارہ	saran	اِشارہ	saran	N;NOM;MASC;SG;3	N;SG
اِشارہ	indikasi	اِشارہ	indikasi	N;NOM;MASC;SG;3	N;SG
اِشارہ	perintah	اِشارہ	perintah	N;NOM;MASC;SG;3	N;SG
اِشارہ	gestur	اِشارہ	gestur	N;NOM;MASC;SG;3	N
اِشارہ	gerak	اِشارہ	gerak	N;NOM;MASC;SG;3	N;SG;ACT
اِشارہ	sikap	اِشارہ	sikap	N;NOM;MASC;SG;3	N;SG
اِشارہ	sinyal	اِشارہ	sinyal	N;NOM;MASC;SG;3	N;SG
اِشارہ	signal	اِشارہ	signal	N;NOM;MASC;SG;3	N;SG
اِشارہ	simbol	اِشارہ	simbol	N;NOM;MASC;SG;3	N;SG
اِشتراکیت	sosialisme	اِشتراکیت	sosialisme	N;NOM;MASC;SG;3	N;SG
اِشتعالی	provokatif	اِشتعالی	provokatif	ADJ	ADJ;SG
اِشتقاقیات	etimologi	اِشتقاقی	etimologi	N;NOM;MASC;PL;3	N
اِشتمالیت	komunisme	اِشتمالیت	komunisme	N;NOM;MASC;SG;3	N;SG
اشخاص	rakyat	اشخاص	rakyat	N;NOM;MASC;SG;3	N;SG
اشخاص	orang	اشخاص	orang	N;NOM;MASC;SG;3	N;SG
اشخاص	pria	اشخاص	pria	N;NOM;MASC;SG;3	N;SG
اشراف	bangsawan	اشراف	bangsawan	N;NOM;MASC;SG;3	N;MASC;SG
اشراف	gentlemen	اشراف	gentlemen	N;NOM;MASC;SG;3	N
اشراف	bangsawan	اشراف	bangsawan	N;NOM;MASC;SG;3	N;MASC;SG
اِشراقیت	iradiasi	اِشراقیت	iradiasi	N;NOM;MASC;SG;3	N
اشعار	kuplet	اشعار	kuplet	N;NOM;MASC;PL;3	N
اشغال	penjajahan	اشغال	penjajahan	N;NOM;MASC;SG;3	N;SG
اشغال	pertunangan	اشغال	pertunangan	N;NOM;MASC;SG;3	N;SG
اشغال	interaksi	اشغال	interaksi	N;NOM;MASC;SG;3	N;SG
اشکال	badan	اشکال	badan	N;NOM;MASC;SG;3	N;SG
اشکال	jenazah	اشکال	jenazah	N;NOM;MASC;SG;3	N;SG
اشکال	tubuh	اشکال	tubuh	N;NOM;MASC;SG;3	N;SG
اشکال	bentuk	اشکال	bentuk	N;NOM;MASC;SG;3	N;SG
اشکال	penampilan	اشکال	pentampilan	N;NOM;MASC;SG;3	N;SG
اشکال	muka	اشکال	muka	N;NOM;MASC;SG;3	N;SG
اشکال	wajah	اشکال	wajah	N;NOM;MASC;SG;3	N;SG
اشکال	patung	اشکال	patung	N;NOM;MASC;SG;3	N;SG
اشنان	mencuci	اشنان	mencuci	V;MASC;SG;V.PTCP;ACT	V;SG;ACT
اصحاب	kamerad	صاحب	kamerad	N;NOM;MASC;SG;3	N;SG
اصحاب	sejawat	صاحب	sejawat	N;NOM;MASC;SG;3	N;SG
اصحاب	pria	صاحب	pria	N;NOM;MASC;SG;3	N;SG
اصحاب	gentlemen	صاحب	gentlemen	N;NOM;MASC;SG;3	N
اصحاب	teman	صاحب	teman	N;NOM;MASC;SG;3	N;SG
اِصطفاف	klasifikasi	اِصطفاف	klasifikasi	N;NOM;MASC;SG;3	N;SG
اِصطلاح	frase	اِصطلاح	frase	N;NOM;MASC;SG;3	N
اِصطلاح	frasa	اِصطلاح	frasa	N;NOM;MASC;SG;3	N
اِصطلاح	terminologi	اِصطلاح	terminologi	N;NOM;MASC;SG;3	N
اصل	benar	اصل	benar	ADJ	ADJ;SG
اصل	murni	اصل	murni	ADJ	ADJ;SG
اصل	nyata	اصل	nyata	ADJ	ADJ;SG
اصل	standar	اصل	standar	ADJ	ADJ;SG
اصل	aktual	اصل	aktual	ADJ	ADJ;SG
اصل	awal	اصل	awal	ADJ	ADJ;SG
اصل	asli	اصل	asli	ADJ	ADJ;SG
اصل	dasar	اصل	dasar	ADJ	ADJ;SG
اصل	benar	اصل	benar	ADJ	ADJ;SG
اصل	murni	اصل	murni	ADJ	ADJ;SG
اصل	nyata	اصل	nyata	ADJ	ADJ;SG
اصل	standar	اصل	standar	ADJ	ADJ;SG
اصل	aktual	اصل	aktual	ADJ	ADJ;SG
اصل	awal	اصل	awal	ADJ	ADJ;SG
اصل	asli	اصل	asli	ADJ	ADJ;SG
اصل	dasar	اصل	dasar	ADJ	ADJ;SG
اِصلاح	perbaikan	اِصلاح	perbaikan	N;NOM;MASC;SG;3	N;SG
اِصلاح	peningkatan	اِصلاح	pentingkatan	N;NOM;MASC;SG;3	N;SG
اِصلاح	koreksi	اِصلاح	koreksi	N;NOM;MASC;SG;3	N;SG
اِصلاح	revisi	اِصلاح	revisi	N;NOM;MASC;SG;3	N;SG
اِصلاح	amandemen	اِصلاح	amandemen	N;NOM;MASC;SG;3	N;SG
اِصلاح	pemulihan	اِصلاح	penpulihan	N;NOM;MASC;SG;3	N;SG
اِصلاح	reformasi	اِصلاح	reformasi	N;NOM;MASC;SG;3	N;SG
اصلی	murni	اصلی	murni	ADJ	ADJ;SG
اصلی	benar	اصلی	benar	ADJ	ADJ;SG
اصلی	asli	اصلی	asli	ADJ	ADJ;SG
اصلی	asli	اصلی	asli	ADJ	ADJ;SG
اصلی	penting	اصلی	penting	ADJ	ADJ;SG
اصلی	murni	اصلی	murni	ADJ	ADJ;SG
اصلی	benar	اصلی	benar	ADJ	ADJ;SG
اصلی	nyata	اصلی	nyata	ADJ	ADJ;SG
اصلی	alami	اصلی	alami	ADJ	ADJ;SG
اصلی	asli	اصلی	asli	ADJ	ADJ;SG
اصلی	asli	اصلی	asli	ADJ	ADJ;SG
اصلی	penting	اصلی	penting	ADJ	ADJ;SG
اصناف	genre	اصناف	genre	N;NOM;MASC;PL;3	N
اصناف	species	اصناف	species	N;NOM;MASC;PL;3	N
اُصول	udara	اُصول	udara	N;NOM;MASC;SG;3	N;SG
اُصول	air	اُصول	air	N;NOM;MASC;SG;3	N;SG
اُصول	air	اُصول	air	N;NOM;MASC;SG;3	N;SG
اُصول	kaidah	اُصول	kaidah	N;NOM;MASC;SG;3	N;SG
اُصول	peraturan	اُصول	peraturan	N;NOM;MASC;SG;3	N;SG
اُصول	aturan	اُصول	aturan	N;NOM;MASC;SG;3	N;SG
اُصول	prinsip	اُصول	prinsip	N;NOM;MASC;SG;3	N;SG
اُصول	prinsipnya	اُصول	prinsipnya	N;NOM;MASC;SG;3	N;SG
اُصول	dogma	اُصول	dogma	N;NOM;MASC;SG;3	N
اُصول	doktrin	اُصول	doktrin	N;NOM;MASC;SG;3	N;SG
اُصول	ajaran	اُصول	ajaran	N;NOM;MASC;SG;3	N;SG
اُصول	debu	اُصول	debu	N;NOM;MASC;SG;3	N;SG
اِضافہ	peningkatan	اِضافہ	pentingkatan	N;NOM;MASC;SG;3	N;SG
اِضافہ	peningkatan	اِضافہ	pentingkatan	N;NOM;MASC;SG;3	N;SG
اِضافہ	tambahan	اِضافہ	tambahan	N;NOM;MASC;SG;3	N;SG
اِضافہ	penambahan	اِضافہ	pentambahan	N;NOM;MASC;SG;3	N;SG
اِضافہ	peningkatan	اِضافہ	pentingkatan	N;NOM;MASC;SG;3	N;SG
اِضطراب	iritasi	اِضطراب	iritasi	N;NOM;MASC;SG;3	N
اِضطرار	ketidakberdayaan	اِضطرار	ketidakberdayaan	N;NOM;MASC;SG;3	N;SG
اِضطرار	iritasi	اِضطرار	iritasi	N;NOM;MASC;SG;3	N
اِضطراری	impulsif	اِضطراری	impulsif	N;NOM;MASC;SG;3	N;SG
اضلاع	onderdil	ضلع	onderdil	N;NOM;MASC;PL;3	N
اطراف	sekitar	اطراف	sekitar	ADP;NOM;MASC;SG;3	ADP
اِطمینان	penghiburan	اِطمینان	penhiburan	N;NOM;MASC;SG;3	N;SG
اِطمینان	kepercayaan	اِطمینان	kepercayaan	N;NOM;MASC;SG;3	N;SG
اِطمینان	kepuasan	اِطمینان	kepuasan	N;NOM;MASC;SG;3	N;SG
اِطمینان	keyakinan	اِطمینان	keyakinan	N;NOM;MASC;SG;3	N;SG
اطوار	moda	اطوار	moda	N;NOM;MASC;SG;3	N;SG
اطوار	perilaku	اطوار	perilaku	N;NOM;MASC;SG;3	N;SG
اطوار	cara	اطوار	cara	N;NOM;MASC;SG;3	N;SG
اطوار	praktek	اطوار	praktek	N;NOM;MASC;SG;3	N;SG
اطوار	latihan	اطوار	latihan	N;NOM;MASC;SG;3	N;SG
اطوار	praktik	اطوار	praktik	N;NOM;MASC;SG;3	N;SG
اطوار	kustom	اطوار	kustom	N;NOM;MASC;SG;3	N
اطوار	gubahan	اطوار	gubahan	N;NOM;MASC;SG;3	N
اطوار	ubahan	اطوار	ubahan	N;NOM;MASC;SG;3	N;SG
اطوار	perilaku	اطوار	perilaku	N;NOM;MASC;SG;3	N;SG
اطوار	kelakuan	اطوار	kelakuan	N;NOM;MASC;SG;3	N;SG
اِعتداد	penyertaan	اِعتداد	penyertaan	N;NOM;MASC;SG;3	N
اِعتداد	menghitung	اِعتداد	menhitung	N;NOM;MASC;SG;3	N;SG;ACT
اِعتصار	penyulingan	اِعتصار	pensulingan	N;NOM;MASC;SG;3	N;SG
اِعتمادی	kredibel	اِعتمادی	kredibel	ADJ	ADJ;SG
اعرج	pincang	اعرج	pincang		
اعرج	pincang	اعرج	pincang		
اعشاری	desimal	اعشاری	desimal	N;NOM;MASC;SG;3	N
اعضا	komponen	اعضا	komponen	N;NOM;MASC;SG;3	N;SG
اعضا	otak	اعضا	otak	N;NOM;MASC;SG;3	N;SG
اعضا	bagian	اعضا	bagian	N;NOM;MASC;SG;3	N;SG
اعضا	onderdil	اعضا	onderdil	N;NOM;MASC;SG;3	N
اعضا	ginjal	اعضا	ginjal	N;NOM;MASC;SG;3	N;SG
اعضا	organ	اعضا	organ	N;NOM;MASC;SG;3	N;SG
اعضا	segmen	اعضا	segmen	N;NOM;MASC;SG;3	N;SG
اعضا	hati	اعضا	hati	N;NOM;MASC;SG;3	N;SG
اعضا	jantung	اعضا	jantung	N;NOM;MASC;SG;3	N;SG
اعضا	hati	اعضا	hati	N;NOM;MASC;SG;3	N;SG
اعلیٰ	agung	اعلیٰ	agung	ADJ	ADJ;SG
اعلیٰ	tertinggi	اعلیٰ	tertinggi	ADJ	ADJ;RL;SG
اعلیٰ	terbesar	اعلیٰ	terbesar	ADJ	ADJ;RL;SG
اعمال	perilaku	اعمال	perilaku	N;NOM;MASC;SG;3	N;SG
اعمال	keburukan	اعمال	keburukan	N;NOM;MASC;SG;3	N;SG
اعمال	kebajikan	اعمال	kebajikan	N;NOM;MASC;SG;3	N;SG
اعمال	dosa	اعمال	dosa	N;NOM;MASC;SG;3	N;SG
اعمال	perilaku	اعمال	perilaku	N;NOM;MASC;SG;3	N;SG
اعمال	kelakuan	اعمال	kelakuan	N;NOM;MASC;SG;3	N;SG
اعمال	tindakan	اعمال	tindakan	N;NOM;MASC;SG;3	N;SG
اعمال	aksi	اعمال	aksi	N;NOM;MASC;SG;3	N;SG
اغلاط	kesalahan	اغلاط	kesalahan	N;NOM;MASC;SG;3	N;SG
اغلاط	kesalahan	اغلاط	kesalahan	N;NOM;MASC;SG;3	N;SG
اغلاط	ketidakakuratan	اغلاط	cukupan	N;NOM;MASC;SG;3	N;SG
اِفادیت	manfaatnya	اِفادیت	manfaat	N;NOM;MASC;SG;3	N;SG
اِفادیت	manfaat	اِفادیت	manfaat	N;NOM;MASC;SG;3	N;SG
اِفادیت	utilitas	اِفادیت	utilitas	N;NOM;MASC;SG;3	N;SG
اِفتتاحی	awal	اِفتتاحی	awal	ADJ	ADJ;SG
افراتفری	panik	افراتفری	panik	ADJ	ADJ;SG
افراتفری	panik	افراتفری	panik	ADJ	ADJ;SG
افراد	kuplet	فرد	kuplet	N;NOM;MASC;PL;3	N
افراد	register	فرد	register	N;NOM;MASC;PL;3	N
افراد	species	فرد	species	N;NOM;MASC;PL;3	N
افراد	individual	فرد	individual	N;NOM;MASC;PL;3	N
افزائش	produksi	افزائش	produksi	N;NOM;MASC;SG;3	N;SG
افزائش	peningkatan	افزائش	pentingkatan	N;NOM;MASC;SG;3	N;SG
افزائش	pertumbuhan	افزائش	pertumbuhan	N;NOM;MASC;SG;3	N;SG
افزائش	perkembangan	افزائش	perkembangan	N;NOM;MASC;SG;3	N;SG
افزائش	pertumbuhannya	افزائش	pertumbuhan	N;NOM;MASC;SG;3	N;SG
افزائش	produksi	افزائش	produksi	N;NOM;MASC;SG;3	N;SG
افزائش	peningkatan	افزائش	pentingkatan	N;NOM;MASC;SG;3	N;SG
افزائش	pertumbuhan	افزائش	pertumbuhan	N;NOM;MASC;SG;3	N;SG
افزائش	perkembangan	افزائش	perkembangan	N;NOM;MASC;SG;3	N;SG
افزائش	pertumbuhannya	افزائش	pertumbuhan	N;NOM;MASC;SG;3	N;SG
افزائش	tambahan	افزائش	tambahan	N;NOM;MASC;SG;3	N;SG
افزائش	penambahan	افزائش	pentambahan	N;NOM;MASC;SG;3	N;SG
افزوں	lainnya	افزہ	lainnya	N;ACC;MASC;PL;3	N
افسانہ	dongeng	افسانہ	dongeng	N;NOM;MASC;SG;3	N;SG
افسانہ	kisah	افسانہ	kisah	N;NOM;MASC;SG;3	N;SG
افسانہ	fabel	افسانہ	fabel	N;NOM;MASC;SG;3	N
افسانہ	kebohongan	افسانہ	kebohongan	N;NOM;MASC;SG;3	N;SG
افسانہ	fabrikasi	افسانہ	fabrikasi	N;NOM;MASC;SG;3	N;SG
افسانہ	legenda	افسانہ	legenda	N;NOM;MASC;SG;3	N;SG
افسانوی	fiktif	افسانوی	fiktif	ADJ	ADJ
افسانوی	fiktif	افسانوی	fiktif	ADJ	ADJ
افسر	penguasa	افسر	penkuasa	N;NOM;MASC;SG;3	N;SG
افسر	penggaris	افسر	pengaris	N;NOM;MASC;SG;3	N;SG
افسر	mahkota	افسر	mahkota	N;NOM;MASC;SG;3	N
افسر	penguasa	افسر	penkuasa	N;NOM;MASC;SG;3	N;SG
افسر	penggaris	افسر	pengaris	N;NOM;MASC;SG;3	N;SG
افسر	opsir	افسر	opsir	N;NOM;MASC;SG;3	N
افسر	petugas	افسر	petugas	N;NOM;MASC;SG;3	N;SG
افسر	perwira	افسر	perwira	N;NOM;MASC;SG;3	N;SG
افسر	mahkota	افسر	mahkota	N;NOM;MASC;SG;3	N
افسردگی	depresi	افسردگی	depresi	N;NOM;FEM;SG;3	N;SG
افسردگی	marabahaya	افسردگی	marabahaya	N;NOM;FEM;SG;3	N;SG
افسردگی	kesedihan	افسردگی	kesedihan	N;NOM;FEM;SG;3	N;SG
افسردگی	depresi	افسردگی	depresi	N;NOM;FEM;SG;3	N;SG
افسردگی	marabahaya	افسردگی	marabahaya	N;NOM;FEM;SG;3	N;SG
افسردہ	sedih	افسردہ	sedih	ADJ	ADJ;SG
افسوں	mantra	افسا	mantra	N;ACC;MASC;PL;3	N
افسوں	mantra	افسا	mantra	N;ACC;MASC;PL;3	N
افسوں	mantra	افسا	mantra	N;ACC;MASC;PL;3	N
اِفک	bohong	اِفک	bohong		
افکار	pemikiran	فکر	penpikiran	N;NOM;MASC;SG;3	N;SG
افکار	fikiran	فکر	fikiran	N;NOM;MASC;SG;3	N;SG
افکار	pikiran	فکر	pikiran	N;NOM;MASC;SG;3	N;SG
افکار	gagasan	فکر	gagasan	N;NOM;MASC;SG;3	N;SG
افکار	opini	فکر	opini	N;NOM;MASC;SG;3	N;SG
افکار	pendapat	فکر	pendapat	N;NOM;MASC;SG;3	N;SG
افکار	teori	فکر	teori	N;NOM;MASC;SG;3	N;SG
افکار	kekhawatiran	فکر	kekhawatiran	N;NOM;MASC;SG;3	N;SG
افکار	gagasan	فکر	gagasan	N;NOM;MASC;SG;3	N;SG
افکار	ide	فکر	ide	N;NOM;MASC;SG;3	N;SG
افواہ	mulut	افواہ	mulut	N;NOM;MASC;SG;3	N;SG
افواہ	gosip	افواہ	gosip	N;NOM;MASC;SG;3	N;SG
افواہ	rumor	افواہ	rumor	N;NOM;MASC;SG;3	N;SG
افواہ	mulut	افواہ	mulut	N;NOM;MASC;SG;3	N;SG
افواہ	gosip	افواہ	gosip	N;NOM;MASC;SG;3	N;SG
اقارب	kerabat	اقارب	kerabat	N;NOM;MASC;SG;3	N;SG
اِقتدار	otoritas	اِقتدار	otoritas	N;NOM;MASC;SG;3	N;SG
اِقتدار	kewenangan	اِقتدار	kewenangan	N;NOM;MASC;SG;3	N;SG
اِقتدار	pengaruh	اِقتدار	pengaruh	N;NOM;MASC;SG;3	N;SG
اِقتدار	tenaga	اِقتدار	tenaga	N;NOM;MASC;SG;3	N;SG
اِقتدار	kekuasaan	اِقتدار	kekuasaan	N;NOM;MASC;SG;3	N;SG
اِقتدار	kekuatan	اِقتدار	kekuatan	N;NOM;MASC;SG;3	N;SG
اِقتدار	daya	اِقتدار	daya	N;NOM;MASC;SG;3	N;SG
اِقتدار	kendali	اِقتدار	kendali	N;NOM;MASC;SG;3	N;SG
اِقتدار	kontrol	اِقتدار	kontrol	N;NOM;MASC;SG;3	N;SG;ACT
اِقتدار	pengendalian	اِقتدار	penkendalian	N;NOM;MASC;SG;3	N;SG
اِقتصاد	moderasi	اِقتصاد	moderasi	N;NOM;MASC;SG;3	N;SG
اِقتصاد	perekonomian	اِقتصاد	perekonomian	N;NOM;MASC;SG;3	N;SG
اِقتصاد	ekonomi	اِقتصاد	ekonomi	N;NOM;MASC;SG;3	N;SG
اِقتصار	pengurangan	اِقتصار	penkurangan	N;NOM;MASC;SG;3	N;SG
اِقتصار	deduksi	اِقتصار	deduksi	N;NOM;MASC;SG;3	N
اقدار	nilai	اقدار	nilai	N;NOM;MASC;SG;3	N;SG
اقدار	perkiraan	اقدار	perkiraan	N;NOM;MASC;SG;3	N;SG
اقدار	estimasi	اقدار	estimasi	N;NOM;MASC;SG;3	N
اقدام	langkah	اقدام	langkah	N;NOM;MASC;SG;3	N;SG
اقربا	kerabat	اقربا	kerabat	N;NOM;MASC;SG;3	N;SG
اقربا	teman	اقربا	teman	N;NOM;MASC;SG;3	N;SG
اقربا	hubungan	اقربا	hubungan	N;NOM;MASC;SG;3	N;SG
اقربا	relasi	اقربا	relasi	N;NOM;MASC;SG;3	N;SG
اقساط	porsi	اقساط	porsi	N;NOM;MASC;SG;3	N;SG
اقساط	bagian	اقساط	bagian	N;NOM;MASC;SG;3	N;SG
اقساط	onderdil	اقساط	onderdil	N;NOM;MASC;SG;3	N
اکابر	sesepuh	اکابر	sesepuh	N;NOM;MASC;PL;3	N
اکابر	tetua	اکابر	tetua	N;NOM;MASC;PL;3	N
اکابر	penatua	اکابر	penatua	N;NOM;MASC;PL;3	N
