sunt	हैं	fi	है	V;IND;PL;3;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
diverse	विभिन्न	divers	विभिन्न	ADJ;INDF;FEM;PL	ADJ
diverse	विभिन्न	divers	विभिन्न	ADJ;INDF;FEM;PL	ADJ
intrat	डाला	intra	डाल	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
director	निर्देशक	director	निर्देशक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
director	निदेशक	director	निदेशक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
director	निर्देशिका	director	निर्देशिका	N;INDF;MASC;SG	N;NOM;FEM;SG;3
state	राज्यों	stat	राज्य	N;INDF;FEM;PL	N;ACC;MASC;PL;3
state	स्टेट्स	stat	स्टेट्स	N;INDF;FEM;PL	N;NOM;MASC;PL;3
university	विश्वविद्यालय	university	विश्वविद्यालय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
university	यूनिवर्सिटी	university	यूनिवर्सिटी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
cultural	सांस्कृतिक	cultural	सांस्कृतिक	ADJ;INDF;MASC;SG	ADJ;NOM
trimis	प्रेषित	trimite	प्रेषित	ADJ;INDF;MASC;SG	ADJ
bar	पट्टी	bar	पट्टी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
bar	बार	bar	बार	N;INDF;MASC;SG	N;NOM;FEM;SG;3
jumatate	हाफ	jumata	हाफ		
jumatate	हाफ	jumata	हाफ		
public	सार्वजनिक	public	सार्वजनिक	ADJ;INDF;MASC;SG	ADJ
caz	केस	caz	केस	N;INDF;MASC;SG	N;NOM;MASC;SG;3
caz	मामला	caz	मामला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
probleme	समस्याएँ	problemă	समस्या	N;INDF;FEM;PL	N;NOM;FEM;PL;3
probleme	समस्याएं	problemă	समस्या	N;INDF;FEM;PL	N;NOM;FEM;PL;3
probleme	समस्याएँ	problemă	समस्या	N;INDF;FEM;PL	N;NOM;FEM;PL;3
probleme	मुद्दे	problemă	मुद्दा	N;INDF;FEM;PL	N;NOM;MASC;PL;3
publice	सार्वजनिक	public	सार्वजनिक	ADJ;INDF;FEM;PL	ADJ
plan	प्लान	plan	प्लान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
plan	योजना	plan	योजना	N;INDF;MASC;SG	N;NOM;FEM;SG;3
naturale	स्वाभाविक	natural	स्वाभाविक	ADJ;INDF;FEM;PL	ADJ
pamant	land	pamant	land		
pamant	लैंड	pamant	लैंड		
direct	सीधे	direct	सीधे	ADV	ADV
direct	सीधे	direct	सीधे	ADV	ADV
sef	प्रधान	sef	प्रधान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sef	प्रमुख	sef	प्रमुख	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sef	मुखिया	sef	मुखिया	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sef	प्रधान	sef	प्रधान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sef	प्रमुख	sef	प्रमुख	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sef	मुखिया	sef	मुखिया	N;INDF;MASC;SG	N;NOM;MASC;SG;3
auto	स्वतः	auto	स्वतः		
auto	auto	auto	auto		
minor	नाबालिग	minor	नाबालिग	ADJ;INDF;MASC;SG	ADJ;NOM
final	अंत	final	अंत	N;INDF;MASC;SG	N;NOM;MASC;SG;3
final	समाप्ति	final	समाप्ति	N;INDF;MASC;SG	N;NOM;FEM;SG;3
final	फाइनल	final	फाइनल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
para	पेर	părea	पेर		
para	पेर	părea	पेर		
parti	भाग	parti	भाग		
parti	भाग	parti	भाग		
acord	अनुबंध	acord	अनुबंध	N;INDF;MASC;SG	N;NOM;MASC;SG;3
press	प्रेस	press	प्रेस	N;INDF;MASC;SG	N;NOM;FEM;SG;3
evenimente	घटनाएँ	eveniment	घटना	N;INDF;FEM;PL	N;NOM;FEM;PL;3
district	जिला	district	जिला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
district	डिस्ट्रिक्ट	district	डिस्ट्रिक्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
district	ज़िला	district	ज़िला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
poet	कवि	poet	कवि	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fondat	स्थापित	fonda	स्थापित	ADJ;INDF;MASC;SG	ADJ
https	https	https	https	N	N;NOM;MASC;SG;3
continuat	जारी	continua	जारी	ADJ;INDF;MASC;SG	ADJ
pas	चरण	pas	चरण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pas	स्टेप	pas	स्टेप	N;INDF;MASC;SG	N;NOM;FEM;SG;3
spus	कहा	spune	कह	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
spus	बताया	spune	बता	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
spus	बताई	spune	बता	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
paianjeni	मकड़ियों	paianjean	मकड़ी	N;INDF;MASC;PL	N;ACC;FEM;PL;3
elemente	वस्तुएँ	element	वस्तु	N;INDF;FEM;PL	N;NOM;FEM;PL;3
elemente	वस्तुएं	element	वस्तु	N;INDF;FEM;PL	N;NOM;FEM;PL;3
elemente	तत्वों	element	तत्व	N;INDF;FEM;PL	N;ACC;MASC;PL;3
sec	सेक	sec	सेक		
gasit	मिली	gasit	मिल	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gasit	मिले	gasit	मिल	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gasit	पाया	gasit	पा	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gasit	मिला	gasit	मिल	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gasit	मिली	gasit	मिल	V;MASC;SG;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gasit	मिले	gasit	मिल	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gasit	पाया	gasit	पा	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gasit	मिला	gasit	मिल	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
inseamna	अर्थात्	inseamna	अर्थात्		
inseamna	अर्थात्	inseamna	अर्थात्		
pagini	पृष्ठों	pagină	पृष्ठ	N;INDF;FEM;PL	N;ACC;MASC;PL;3
puternic	मजबूत	puternic	मजबूत	ADJ;INDF;MASC;SG	ADJ
oficiala	आधिकारिक	oficială	आधिकारिक	ADJ;DEF;FEM;SG	ADJ
oficiala	आधिकारिक	oficială	आधिकारिक	ADJ;DEF;FEM;SG	ADJ
colspan	colspan	colspan	८तुआठ		
afara	बाहर	afara	बाहर	ADV	ADV;NOM;MASC;SG;3
afara	बाहर	afara	बाहर	ADV	ADV;NOM;MASC;SG;3
afara	बाहर	afara	बाहर	ADV	ADV;NOM;MASC;SG;3
afara	बाहर	afara	बाहर	ADV	ADV;NOM;MASC;SG;3
rezultat	रिजल्ट	rezultat	रिजल्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fiu	बेटा	fiu	बेटा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fiu	पुत्र	fiu	पुत्र	N;INDF;MASC;SG	N;NOM;MASC;SG;3
fiu	बेटे	fiu	बेटा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
importanta	महत्वपूर्ण	important	महत्वपूर्ण	ADJ;DEF;FEM;SG	ADJ
importanta	महत्वपूर्ण	important	महत्वपूर्ण	ADJ;DEF;FEM;SG	ADJ
rapid	जल्दी	rapid	जल्दी	ADV	ADV
femei	औरतों	femeie	औरत	N;INDF;FEM;PL	N;ACC;FEM;PL;3
femei	स्त्रियाँ	femeie	स्त्री	N;INDF;FEM;PL	N;NOM;FEM;PL;3
femei	महिलाएँ	femeie	महिला	N;INDF;FEM;PL	N;NOM;FEM;PL;3
femei	महिलाएं	femeie	महिला	N;INDF;FEM;PL	N;NOM;FEM;PL;3
femei	महिलाओं	femeie	महिला	N;INDF;FEM;PL	N;ACC;FEM;PL;3
original	असली	original	असली	ADJ;INDF;MASC;SG	ADJ;NOM
sapte	सात	sapt	सात	NUM;PL	NUM
sapte	सात	sapt	सात	NUM;PL	NUM
sapte	सात	sapt	सात	NUM;PL	NUM
plante	पौधे	plantă	पौधा	N;INDF;FEM;PL	N;NOM;MASC;PL;3
locale	स्थानीय	local	स्थानीय	ADJ;INDF;FEM;PL	ADJ;NOM
ocupat	व्यस्त	ocupa	व्यस्त	ADJ;INDF;MASC;SG	ADJ
adesea	अक्सर	adesea	अक्सर	ADV	ADV
adesea	प्रायः	adesea	प्रायः	ADV	ADV
incercat	आजमाया	incerca	आजमा	V;MASC;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
imediat	फौरन	imediat	फौरन	ADV	ADV
imediat	तुरंत	imediat	तुरंत	ADV	ADV
imediat	तत्काल	imediat	तत्काल	ADV	ADV
planet	ग्रह	planet	ग्रह	N;INDF;MASC;SG	N;NOM;MASC;SG;3
case	मकानों	casă	मकान	N;INDF;FEM;PL	N;ACC;MASC;PL;3
case	घरों	casă	घर	N;INDF;FEM;PL	N;ACC;MASC;PL;3
art	कला	art	कला	N;INDF;MASC;SG	N;NOM;FEM;SG;3
art	आर्ट	art	आर्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
stabilit	स्थापित	stabili	स्थापित	ADJ;INDF;MASC;SG	ADJ
politician	राजनीतिज्ञ	politician	राजनीतिज्ञ	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scurta	छोटी	scurta	छोटा	ADJ;DEF;FEM;SG	ADJ;FEM;SG
scurta	छोटी	scurta	छोटा	ADJ;DEF;FEM;SG	ADJ;FEM;SG
internet	इंटरनेट	internet	इंटरनेट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
internet	इन्टरनेट	internet	इन्टरनेट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
internet	अंतरजाल	internet	अंतरजाल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
real	असली	real	असली	ADJ;INDF;MASC;SG	ADJ;NOM
real	वास्तविक	real	वास्तविक	ADJ;INDF;MASC;SG	ADJ;NOM
mesaj	सन्देश	mesaj	सन्देश	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mesaj	संदेश	mesaj	संदेश	N;INDF;MASC;SG	N;NOM;MASC;SG;3
legate	संबंधित	legat	संबंधित	ADJ;INDF;FEM;PL	ADJ
legate	सम्बन्धित	legat	संबन्धित	ADJ;INDF;FEM;PL	ADJ
obiective	लक्ष्यों	obiectiv	लक्ष्य	N;INDF;FEM;PL	N;ACC;MASC;PL;3
joc	गेम	joc	गेम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
joc	खेल	joc	खेल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
ferdinand	फर्डिनेंड	ferdinand	फर्डिनेंड	N;INDF;MASC;SG	N;NOM;MASC;SG;3
man	मैन	man	मैन		
man	man	man	ओे		
unitati	इकाइयों	unitati	इकाई	N;INDF;FEM;PL	N;ACC;FEM;PL;3
unitati	इकाईयाँ	unitati	इकाई	N;INDF;FEM;PL	N;NOM;FEM;PL;3
unitati	इकाइयाँ	unitati	इकाई	N;INDF;FEM;PL	N;NOM;FEM;PL;3
unitati	इकाइयों	unitati	इकाई	N;INDF;FEM;PL	N;ACC;FEM;PL;3
unitati	इकाईयाँ	unitati	इकाई	N;INDF;FEM;PL	N;NOM;FEM;PL;3
unitati	इकाइयाँ	unitati	इकाई	N;INDF;FEM;PL	N;NOM;FEM;PL;3
unitati	इकाइयों	unitati	इकाई	N;INDF;FEM;PL	N;ACC;FEM;PL;3
unitati	इकाईयाँ	unitati	इकाई	N;INDF;FEM;PL	N;NOM;FEM;PL;3
unitati	इकाइयाँ	unitati	इकाई	N;INDF;FEM;PL	N;NOM;FEM;PL;3
proiect	परियोजना	proiect	परियोजना	N;INDF;MASC;SG	N;NOM;FEM;SG;3
proiect	प्रोजेक्ट	proiect	प्रोजेक्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
santa	संता	santă	संता	N	N;NOM;MASC;SG;3
devenind	बनने	deveni	बन	V;V.MSDR	V;NFIN;ACT
stadion	स्टेडियम	stadion	स्टेडियम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
departe	दूर	departe	दूर	ADV	ADV;NOM;MASC;SG;3
semnat	हस्ताक्षरित	semna	हस्ताक्षरित	ADJ;INDF;MASC;SG	ADJ
economice	आर्थिक	economic	आर्थिक	ADJ;INDF;FEM;PL	ADJ;NOM
metal	धातु	metal	धातु	N;INDF;MASC;SG	N;NOM;MASC;SG;3
metal	मेटल	metal	मेटल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
verde	ग्रीन	verde	ग्रीन		
debit	प्रवाह	debit	प्रवाह	N;INDF;MASC;SG	N;NOM;MASC;SG;3
debit	डेबिट	debit	डेबिट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
league	लीग	league	लीग	N;INDF;MASC;SG	N;NOM;FEM;SG;3
live	सजीव	livă	सजीव		
publicate	प्रकाशित	publica	प्रकाशित	ADJ;INDF;FEM;PL	ADJ
negru	काला	negru	काला	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
interes	रुचि	interes	रुचि	N;INDF;MASC;SG	N;NOM;FEM;SG;3
interes	रूचि	interes	रूचि	N;INDF;MASC;SG	N;NOM;FEM;SG;3
interes	ब्याज	interes	ब्याज	N;INDF;MASC;SG	N;NOM;MASC;SG;3
rand	रैंड	rand	रैंड		
per	प्रति	per	प्रति		
schimb	विनिमय	schimb	विनिमय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
schimb	एक्सचेंज	schimb	एक्सचेंज	N;INDF;MASC;SG	N;NOM;MASC;SG;3
model	मॉडल	model	मॉडल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
model	टेम्प्लेट	model	टेम्प्लेट	N;INDF;MASC;SG	N;NOM;FEM;SG;3
model	टेम्पलेट	model	टेम्पलेट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
trece	गुजरता	trece	गुजरता	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
studio	स्टूडियो	studio	स्टूडियो	N;INDF;MASC;SG	N;NOM;MASC;SG;3
dezvoltat	विकसित	dezvolta	विकसित	ADJ;INDF;MASC;SG	ADJ
populare	लोकप्रिय	popular	लोकप्रिय	ADJ;INDF;FEM;PL	ADJ
minute	मिनट्स	minut	मिनट्स	N;INDF;FEM;PL	N;NOM;MASC;PL;3
artist	कलाकार	artist	कलाकार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
comitat	शायर	comita	शायर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
evrei	यहूदियों	evreu	यहूदी	N;INDF;MASC;PL	N;ACC;MASC;PL;3
sens	भाव	sens	भाव	N;INDF;MASC;SG	N;NOM;MASC;SG;3
meci	माचिस	meci	माचिस	N;INDF;MASC;SG	N;NOM;FEM;SG;3
meci	मिलान	meci	मिलान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
meci	मैच	meci	मैच	N;INDF;MASC;SG	N;NOM;MASC;SG;3
contra	contra	contra	contra		
utilizator	यूजर	utilizator	यूजर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
utilizator	प्रयोक्ता	utilizator	प्रयोक्ता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
utilizator	उपयोक्ता	utilizator	उपयोक्ता	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cap	दिमाग़	cap	दिमाग़	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cap	सिर	cap	सिर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
cuvinte	शब्दों	cuvânt	शब्द	N;INDF;FEM;PL	N;ACC;MASC;PL;3
cuvinte	लफ़्ज़ों	cuvânt	लफंज़	N;INDF;FEM;PL	N;ACC;MASC;PL;3
regizor	निर्देशक	regizor	निर्देशक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
regizor	निदेशक	regizor	निदेशक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
organizat	संगठित	organiza	संगठित	ADJ;INDF;MASC;SG	ADJ
organizat	संगठित	organiza	संगठित	ADJ;INDF;MASC;SG	ADJ
organizat	व्यवस्थित	organiza	व्यवस्थित	ADJ;INDF;MASC;SG	ADJ
publicata	प्रकाशित	publicat	प्रकाशित	ADJ;DEF;FEM;SG	ADJ
antrenor	ट्रेनर	antrenor	ट्रेनर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
antrenor	प्रशिक्षक	antrenor	प्रशिक्षक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
antrenor	कोच	antrenor	कोच	N;INDF;MASC;SG	N;NOM;MASC;SG;3
atac	हमला	atac	हमला	N;INDF;MASC;SG	N;NOM;MASC;SG;3
atac	आक्रमण	atac	आक्रमण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
atac	उत्पीड़न	atac	उत्पीडन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
copil	संतति	copil	संतति	N;INDF;MASC;SG	N;NOM;FEM;SG;3
copil	बालक	copil	बालक	N;INDF;MASC;SG	N;NOM;MASC;SG;3
copil	बच्चा	copil	बच्चा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
port	पोर्ट	port	पोर्ट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
port	बंदरगाह	port	बंदरगाह	N;INDF;MASC;SG	N;NOM;MASC;SG;3
numere	संख्याएँ	număr	संख्या	N;INDF;FEM;PL	N;NOM;FEM;PL;3
scrise	लिखी	scrie	लिख	V;IND;SG;3;PST;FIN	V;PFV;FEM;SG;V.PTCP;ACT
scrise	लिखा	scrie	लिख	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
crescut	अर्जित	crescut	अर्जित	ADJ;INDF;MASC;SG	ADJ
prezenta	मौजूद	prezent	मौजूद	ADJ;DEF;FEM;SG	ADJ
prezenta	उपस्थित	prezent	उपस्थित	ADJ;DEF;FEM;SG	ADJ
motiv	कारण	motiv	कारण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
popular	लोकप्रिय	popular	लोकप्रिय	ADJ;INDF;MASC;SG	ADJ
sport	खेल	sport	खेल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sport	क्रीड़ा	sport	क्रीड़ा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sport	खेलकूद	sport	खेलकूद	N;INDF;MASC;SG	N;NOM;MASC;SG;3
sport	खेल	sport	खेल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
mutat	स्थानांतरित	muta	स्थानांतरित	ADJ;INDF;MASC;SG	ADJ
subiect	विषय	subiect	विषय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
subiect	विषय	subiect	विषय	N;INDF;MASC;SG	N;NOM;MASC;SG;3
zece	दस	zece	दस	NUM;PL	NUM
park	उद्यान	park	उद्यान	N;INDF;MASC;SG	N;NOM;MASC;SG;3
park	पार्क	park	पार्क	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bgcolor	bgcolor	bgcolor	bgcolor		
pictor	पेंटर	pictor	पेंटर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
pictor	चित्रकार	pictor	चित्रकार	N;INDF;MASC;SG	N;NOM;MASC;SG;3
posibil	संभवतः	posibil	संभवतः	ADV	ADV
inalt	लंबा	inalt	लंबा	ADJ;INDF;MASC;SG	ADJ;MASC;SG
inalt	लंबी	inalt	लंबा	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
inalt	लम्बा	inalt	लम्बा	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
inalt	लंबा	inalt	लंबा	ADJ;INDF;MASC;SG	ADJ;MASC;SG
inalt	लंबी	inalt	लंबा	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
inalt	लम्बा	inalt	लम्बा	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
mii	हजार	mie	हजार	NUM;INDF;FEM;PL	NUM
culturale	सांस्कृतिक	cultural	सांस्कृतिक	ADJ;INDF;FEM;PL	ADJ;NOM
ore	घंटों	oră	घंटा	N;INDF;FEM;PL	N;NOM;MASC;PL;3
forme	आकृतियाँ	formă	आकृति	N;INDF;FEM;PL	N;NOM;FEM;PL;3
program	प्रोग्राम	program	प्रोग्राम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
program	कार्यक्रम	program	कार्यक्रम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
program	कार्यक्रम	program	कार्यक्रम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
program	शेड्यूल	program	शेड्यूल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
program	अनुसूची	program	अनुसूची	N;INDF;MASC;SG	N;NOM;FEM;SG;3
lunga	लंबा	lung	लंबा	ADJ;DEF;FEM;SG	ADJ;MASC;SG
drum	रोड	drum	रोड	N;INDF;MASC;SG	N;NOM;FEM;SG;3
drum	सड़क	drum	सड़क	N;INDF;MASC;SG	N;NOM;FEM;SG;3
lung	लंबी	lung	लंबा	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
lung	लंबा	lung	लंबा	ADJ;INDF;MASC;SG	ADJ;MASC;SG
lung	लम्बी	lung	लंबा	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
versuri	आयतें	vers	आयत	N;INDF;FEM;PL	N;NOM;FEM;PL;3
versuri	गीत	vers	गीत	N;INDF;FEM;PL	N;NOM;MASC;PL;3
jucator	खिलाड़ी	jucator	खिलाडी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
jucator	खिलाड़ी	jucator	खिलाडी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
familii	परिवारों	familie	परिवार	N;INDF;FEM;PL	N;ACC;MASC;PL;3
termen	पद	termen	पद	N;INDF;MASC;SG	N;NOM;MASC;SG;3
religioase	धार्मिक	religios	धार्मिक	ADJ;INDF;FEM;PL	ADJ;NOM
doctor	डाक्टर	doctor	डाक्टर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
doctor	डॉक्टर	doctor	डॉक्टर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
emir	अमीर	emir	अमीर	N;INDF;MASC;SG	N;NOM;MASC;SG;3
decenii	दशकों	deceniu	दशक	N;INDF;FEM;PL	N;NOM;MASC;PL;3
non	नॉन	non	नॉन		
non	गैर	non	गैर		
proces	प्रक्रिया	proces	प्रक्रिया	N;INDF;MASC;SG	N;NOM;FEM;SG;3
proces	प्रक्रम	proces	प्रक्रम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
proces	मुकदमा	proces	मुकदमा	N;INDF;MASC;SG	N;NOM;MASC;SG;3
proces	ट्रायल	proces	ट्रायल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
proces	विचारण	proces	विचारण	N;INDF;MASC;SG	N;NOM;MASC;SG;3
domeniu	डोमेन	domeniu	डोमेन	N;INDF;MASC;SG	N;NOM;MASC;SG;3
interior	भीतरी	interior	भीतरी	N;INDF;MASC;SG	N;NOM;MASC;SG;3
bani	पैसे	ban	पैसा	N;INDF;MASC;PL	N;NOM;MASC;PL;3
xvii	xvii	xvia	xvii		
secole	सदियों	secol	सदी	N;INDF;FEM;PL	N;ACC;FEM;PL;3
secole	सदियां	secol	सदियां	N;INDF;FEM;PL	N;NOM;FEM;PL;3
argint	चाँदी	argint	चाँदी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
argint	चांदी	argint	चांदी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
partid	दल	partid	दल	N;INDF;MASC;SG	N;NOM;MASC;SG;3
partid	पार्टी	partid	पार्टी	N;INDF;MASC;SG	N;NOM;FEM;SG;3
scop	उद्देश्य	scop	उद्देश्य	N;INDF;MASC;SG	N;NOM;MASC;SG;3
scop	purpose	scop	purpose	N;INDF;MASC;SG	N;NOM;MASC;SG;3
moderne	आधुनिक	modern	आधुनिक	ADJ;INDF;FEM;PL	ADJ
conditii	शर्तों	conditie	शर्त	N;INDF;FEM;PL	N;ACC;FEM;PL;3
conditii	शर्तें	conditie	शर्त	N;INDF;FEM;PL	N;NOM;FEM;PL;3
conditii	शर्तों	conditie	शर्त	N;INDF;FEM;PL	N;ACC;FEM;PL;3
conditii	शर्तें	conditie	शर्त	N;INDF;FEM;PL	N;NOM;FEM;PL;3
schimbat	परिवर्तित	schimba	परिवर्तित	ADJ;INDF;MASC;SG	ADJ
eveniment	ईवेंट	eveniment	ईवेंट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
eveniment	घटना	eveniment	घटना	N;INDF;MASC;SG	N;NOM;FEM;SG;3
eveniment	कार्यक्रम	eveniment	कार्यक्रम	N;INDF;MASC;SG	N;NOM;MASC;SG;3
eveniment	इवेंट	eveniment	इवेंट	N;INDF;MASC;SG	N;NOM;MASC;SG;3
aer	वायु	aer	वायु	N;INDF;MASC;SG	N;NOM;FEM;SG;3
aer	एयर	aer	एयर	N;INDF;MASC;SG	N;NOM;FEM;SG;3
