medaljen	medaljen	medalje	medalj	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
hyldest	hyllning	hyldest	hyllning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hyldest	vördnad	hyldest	vördna	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
overveje	begrunda	overveje	begrunda	V;NFIN;ACT	V;IMP;FIN;ACT
overveje	fundera	overveje	fundera	V;NFIN;ACT	V;IMP;FIN;ACT
overveje	begrunda	overveje	begrunda	V;NFIN;ACT	V;IMP;FIN;ACT
overveje	överväga	overveje	överväga	V;NFIN;ACT	V;IMP;FIN;ACT
overveje	överväg	overveje	överväg	V;NFIN;ACT	V;IMP;FIN;ACT
overveje	anse	overveje	anse	V;NFIN;ACT	V;IMP;FIN;ACT
mønstre	konstruktioner	mønster	konstruktion	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
bekostning	bekostnad	bekostning	bekostnad	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kierkegaard	kierkegaard	kierkegaard	kierkegaard	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
åbnes	öppnas	åbne	öppna	V;IND;PRS;FIN;PASS	V;NFIN;PASS
piper	piper	pipe	piper	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
palads	palats	palads	palats	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
palads	palace	palads	palace	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
palads	slott	palads	slott	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
banner	fana	banne	fana	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
banner	banderoll	banne	banderoll	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
banner	banner	banne	banner	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
opdagelse	discovery	opdagelse	discovery	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
botaniske	botaniska	botanisk	botanisk	ADJ;PL	ADJ;NOM;PL
helen	helen	hel	hel	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
faser	etapper	fase	etapp	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
faser	faser	fase	fas	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
faser	stadier	fase	stadium	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
faser	etapper	fase	etapp	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
faser	faser	fase	fas	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
balance	jämvikt	balance	jämvik	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
balance	balans	balance	balans	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
balance	behållning	balance	behållning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
holmen	holmen	holmen	holm	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
hogwarts	hogwarts	hogwarts	hogCart	N;INDF;MASC+FEM;SG	N;GEN;INDF;MASC+FEM;SG
misbrug	missbruk	misbrug	missbruk	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
misbrug	missbruk	misbrug	missbruk	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
misbrug	missbruk	misbrug	missbruk	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
styring	styre	styring	styre	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
styring	styrning	styring	styrning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
asfalt	asfalt	asfalt	asfalt	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
amerikaner	american	amerikaner	america	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
amerikaner	amerikan	amerikaner	amerika	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mandskab	manskap	mandskab	manskap	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
mandskab	arbetskraft	mandskab	arbetskraft	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
mandskab	besättning	mandskab	besättning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
mandskab	manskap	mandskab	manskap	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
mandskab	crew	mandskab	crew	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
bølger	vågor	bølge	våga	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
krigsfanger	krigsfångar	krigsfange	krigsfång	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
erkendelse	erkännande	erkendelse	erkännande	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
erkendelse	förverkligande	erkendelse	förverkligande	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
erkendelse	insikt	erkendelse	insikt	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
peer	peer	peer	peer	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
peer	inbördes	peer	inbördes	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
siddet	sat	sidde	sit	V;INDF;SG;PST;V.PTCP	V;IMP;FIN;ACT
siddet	satt	sidde	sitta	V;INDF;SG;PST;V.PTCP	V;IMP;FIN;ACT
siddet	suttit	sidde	sutta	V;INDF;SG;PST;V.PTCP	V;V.CVB;ACT
vindende	vinna	vinde	vinna	V;PRS;V.PTCP	V;IMP;FIN;ACT
cirkel	circle	cirkel	circle	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
cirkel	cirkel	cirkel	cirkel	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
adelsmand	adelsman	adelsmand	adelsman	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kælenavn	smeknamn	kælenavn	smeknamn	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
kælenavn	öknamn	kælenavn	öknamn	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
kid	kid	kid	kid	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kid	grabb	kid	grabb	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
berømmelse	berömmelse	berømmelse	berömmelse	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
berømmelse	fame	berømmelse	fam	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kontakter	kontakter	kontakt	kontakt	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
alter	altare	alter	alt	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
alter	helgedom	alter	helgedom	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
nansen	nansen	nans	nansen	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
logisk	logisk	logisk	logisk	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
logisk	logiskt	logisk	logisk	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
logisk	logisk	logisk	logisk	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
logisk	logiskt	logisk	logisk	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
udgifter	kostnader	udgift	kostnad	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
udgifter	rättegångskostnader	udgift	rättegångskostnad	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
udgifter	utgifter	udgift	utgift	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
udgifter	kostnader	udgift	kostnad	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
udgifter	utgifter	udgift	utgift	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
udgifter	utlägg	udgift	utlägg	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
erhvervet	förvärvats	erhvervet	förvärva	V;INDF;SG;PST;V.PTCP	V;V.CVB;PASS
betegnelser	indikationer	betegnelse	indikation	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
betegnelser	beteckningar	betegnelse	beteckning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
betegnelser	beteckningar	betegnelse	beteckning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
betegnelser	beskrivningar	betegnelse	beskrivning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
torsdag	torsdag	torsdag	torsdag	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
gribe	beslagta	gribe	beslagta	V;NFIN;ACT	V;NFIN;ACT
linket	länken	linke	länk	N;DEF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
velegnet	lämpligt	velegnet	lämplig	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
velegnet	lämplig	velegnet	lämplig	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
velegnet	passande	velegnet	passa	ADJ;INDF;SG	ADJ;NOM;PRS;V.PTCP
velegnet	lämpad	velegnet	lämpa	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
billigere	billigare	billig	billig	ADJ;CMPR	ADJ;NOM;CMPR
himmel	himmel	himmel	himmel	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
himmel	himmel	himmel	himmel	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
himmel	sky	himmel	sky	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
himmel	himmel	himmel	himmel	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ansvarlige	ansvariga	ansvarlig	ansvarig	ADJ;PL	ADJ;NOM;PL
forhindrer	förhindrar	forhindre	förhindra	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
forhindrer	förebygger	forhindre	förebygga	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
biograf	teater	biograf	teat	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
biograf	bio	biograf	bio	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
biograf	biograf	biograf	biograf	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
blik	blick	blik	bli	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
blik	eye	blik	eye	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
blik	öga	blik	öga	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
datterselskab	dotterbolag	datterselskab	dotterbolag	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
påstod	påstod	påstå	påstod	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
påstod	hävdade	påstå	hävda	V;IND;PST;FIN;ACT	V;IND;PST;V.PTCP;ACT
skilte	märken	skille	märke	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
skilte	brickor	skille	bricka	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
skilte	utmärkelser	skille	utmärkelse	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
skilte	skyltar	skille	skylta	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
bestemmelse	tillhandahållande	bestemmelse	tillhandahållande	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
bestemmelse	bestämmelse	bestemmelse	bestämmelse	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bestemmelse	bestämning	bestemmelse	bestämning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bestemmelse	beslutsamhet	bestemmelse	beslutsamhet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bestemmelse	bestämdhet	bestemmelse	bestämdhet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bestemmelse	klausul	bestemmelse	klausul	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
skønhed	skönhet	skønhed	skönhet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
skønhed	beauty	skønhed	beauty	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
unger	ungar	unge	unge	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
unger	barn	unge	barn	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
unger	ungar	unge	unge	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
discogs	discogs	discog	discag	N;INDF;MASC+FEM;SG	N;MASC+FEM
udøvende	verkställande	udøvende	verkställande	ADJ	ADJ;NOM;PRS;V.PTCP
comeback	comeback	comeback	comeback	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ferie	helgdag	ferie	helgdag	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ferie	semester	ferie	semest	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ferie	högtid	ferie	högtid	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ferie	semester	ferie	semest	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
ferie	semester	ferie	semest	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
rex	rex	rex	rex	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
elektronik	electronics	elektronik	electronics	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
elektronik	elektronik	elektronik	elektronik	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
cykel	cykel	cykel	cykel	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
cykel	cykel	cykel	cykel	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
eckersberg	eckersberg	eckersberg	eckersberg	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
fattigdom	fattigdom	fattigdom	fattigdom	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
slægtninge	släktingar	slægtning	släkting	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
sammenbrud	uppdelning	sammenbrud	uppdelning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
sammenbrud	fördelning	sammenbrud	fördelning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
sammenbrud	nedbrytning	sammenbrud	nedbrytning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
sammenbrud	krasch	sammenbrud	krasch	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
sammenbrud	crash	sammenbrud	crash	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
sammenbrud	krock	sammenbrud	krock	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
sammenbrud	sammanbrott	sammenbrud	sammanbrott	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
sammenbrud	kollaps	sammenbrud	kollap	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
konferencen	konferensen	konference	konferens	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
standpunkt	ståndpunkt	standpunkt	ståndpunkt	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
depression	depression	depression	depression	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tænkte	tyckte	tænke	tycka	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
tænkte	trodde	tænke	tro	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
tænkte	tänkte	tænke	tänka	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
tænkte	tänkte	tænke	tänka	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
erklærer	förklarar	erklære	förklara	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
erklærer	deklarerar	erklære	deklarera	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
erklærer	deklarerar	erklære	deklarera	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
slås	slåss	slås	slåss	V;NFIN;PASS	V;FIN;PASS
kold	kallt	kold	kallt	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
kold	kall	kold	kall	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
relevans	relevans	relevans	relevans	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
værft	varv	værft	varv	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
værft	skeppsvarv	værft	skeppsvarv	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
værft	yard	værft	yard	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
foreslå	föreslå	foreslå	föreslå	V;NFIN;ACT	V;IMP;FIN;ACT
foreslå	föreslå	foreslå	föreslå	V;NFIN;ACT	V;IMP;FIN;ACT
foreslå	föreslår	foreslå	föreslå	V;NFIN;ACT	V;IND;PRS;FIN;ACT
hjemmesider	webbplatser	hjemmeside	pebbplats	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
hjemmesider	hemsidor	hjemmeside	hemsida	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
hjemmesider	webbsidor	hjemmeside	pebbsida	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
forlangte	krävt	forlange	kräva	V;IND;PST;FIN;ACT	V;V.CVB;ACT
forlangte	krävde	forlange	kräva	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
krisen	krisen	kris	kris	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
palæstinensiske	palestinska	palæstinensisk	palestinsk	ADJ;PL	ADJ;NOM;PL
flyveplads	flygfält	flyveplads	flygfält	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
flyveplads	flygplats	flyveplads	flygpla	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
wiener	vienna	wiener	vienna	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
graven	graven	grav	grav	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
efterretningstjeneste	intelligens	efterretningstjeneste	intelligens	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
efterretningstjeneste	underrättelse	efterretningstjeneste	underrättelse	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
efterretningstjeneste	underrättelsetjänst	efterretningstjeneste	underrättelsetjänst	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mongoliet	mongoliet	mongolium	mongolium	N;DEF;NEUT;SG	N;NOM;DEF;NEUT;SG
udløste	utlöstes	udløse	utlösa	V;PST;V.PTCP	V;IND;PST;FIN;PASS
udløste	utlöste	udløse	utlösa	V;PST;V.PTCP	V;IND;PST;FIN;ACT
syriske	syriska	syrisk	syrisk	ADJ;PL	ADJ;NOM;PL
anvendelser	tillämpningar	anvendelse	tillämpning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
anvendelser	ansökningar	anvendelse	ansökning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
anvendelser	applikationer	anvendelse	applikation	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
anvendelser	användningsområden	anvendelse	användningsområde	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;PL
anvendelser	användningar	anvendelse	användning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
renovering	renovering	renovering	renovering	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
renovering	renovering	renovering	renovering	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
face	ansikte	face	ansikte	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
face	face	face	face	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
mineraler	mineraler	mineral	mineral	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
mineraler	mineralämnen	mineral	mineralämne	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
bosættelser	bosättningar	bosættelse	bosättning	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
kontrolleret	kollade	kontrollere	kolla	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
hertz	hertz	hertz	hertz	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
halsen	halsen	hals	hals	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
halsen	nacken	hals	nacken	N;DEF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
repræsentation	representation	repræsentation	representation	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sprang	hoppade	springe	hoppa	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
sprang	hoppat	springe	hoppat	V;IND;PST;FIN;ACT	V;V.CVB;ACT
sprang	hoppade	springe	hoppa	V;IND;PST;FIN;ACT	V;IND;PST;FIN;ACT
glee	glee	gle	glee	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
fed	djärvt	fed	djärv	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
fed	djärv	fed	djärv	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
fed	vågat	fed	våga	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fed	fet	fed	fet	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
fed	tjock	fed	tjock	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
ministerium	ministerium	ministerium	ministerium	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
tusinder	tusentals	tusinde	tusental	N;INDF;NEUT;PL	N;GEN;INDF;NEUT;PL
prøvet	provade	prøve	prova	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
prøvet	försökte	prøve	försöka	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
prøvet	provade	prøve	prova	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
prøvet	testade	prøve	testa	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;ACT
biografier	biografier	biografi	biografi	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
sagn	legend	sagn	legend	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
sagn	folklore	sagn	folklore	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
blank	tomt	blank	tom	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
blank	blankt	blank	blankt	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
dårligere	sämre	dårlig	dålig	ADV;CMPR	ADV;CMPR
alpes	alpes	alpes	alpes	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
asger	asger	asge	asg	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
aktuelt	aktuell	aktuel	aktuell	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
aktuelt	nuvarande	aktuel	nuvarande	ADJ;INDF;NEUT;SG	ADJ;NOM;PRS;V.PTCP
aktuelt	aktuellt	aktuel	aktuell	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
aktuelt	aktuellt	aktuel	aktuell	ADJ;INDF;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
argentinske	argentinska	argentinsk	argentinsk	ADJ;PL	ADJ;NOM;PL
leningrad	leningrad	leningrad	leningrad	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tilfældigt	slumpmässigt	tilfældigt	slumpmässig	ADV	ADV
tilfældigt	slumpmässigt	tilfældigt	slumpmässig	ADV	ADV
atlantis	atlantis	atlantis	atlantis	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
smart	smart	smart	smar	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
smart	flott	smart	flott	ADJ;INDF;SG	ADJ;NOM;INDF;NEUT;SG
smart	smart	smart	smar	ADJ;INDF;SG	ADJ;NOM;INDF;MASC+FEM;SG
fangenskab	fångenskap	fangenskab	fångenskap	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
fangenskab	fånge	fangenskab	fånge	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
fangenskab	fångenskap	fangenskab	fångenskap	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
holding	holding	holding	holding	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
primitive	primitiva	primitiv	primitiv	ADJ;PL	ADJ;NOM;PL
udnævnelse	nominering	udnævnelse	nominering	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
udnævnelse	utnämning	udnævnelse	utnämning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
udnævnelse	möte	udnævnelse	möte	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
udnævnelse	utnämning	udnævnelse	utnämning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
udnævnelse	tillsättning	udnævnelse	tillsättning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
eit	eit	eit	eit	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
afhængige	beroende	afhængig	beroende	ADJ;PL	ADJ;NOM;PRS;V.PTCP
afhængige	avhängiga	afhængig	avhängig	ADJ;PL	ADJ;NOM;PL
afhængige	beroende	afhængig	beroende	ADJ;PL	ADJ;NOM;PRS;V.PTCP
cirkus	cirkus	cirkus	cirkus	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
cirkus	circus	cirkus	circus	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
cirkus	skådespel	cirkus	skådespel	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
hud	hud	hud	hud	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hud	hud	hud	hud	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hud	skinn	hud	skinn	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
hud	skin	hud	skin	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
landing	landning	landing	landning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
landing	landing	landing	landing	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
skyder	skjuter	skyde	skjuta	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
skyder	avfyrar	skyde	avfyra	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
