daha	više	daha	mnogo	ADV	ADV;CMPR
duyurdu	objavio	duyur	objaviti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
utc+	utc+	utc+	utc+		
anahtar	tipka	anahtar	tipkati	N;NOM;SG;3	N;NOM;FEM;SG
anahtar	ključ	anahtar	ključ	N;NOM;SG;3	N;NOM;MASC;SG
bayanlar	dame	bayan	dama	N;NOM;PL;3	N;NOM;FEM;PL
yollar	staze	yol	staza	N;NOM;PL;3	N;NOM;FEM;PL
yollar	putevi	yol	put	N;NOM;PL;3	N;NOM;MASC;PL
yollar	putanje	yol	putanja	N;NOM;PL;3	N;NOM;FEM;PL
yollar	načini	yol	način	N;NOM;PL;3	N;NOM;MASC;PL
yollar	putevi	yol	put	N;NOM;PL;3	N;NOM;MASC;PL
yollar	ceste	yol	cesta	N;NOM;PL;3	N;NOM;FEM;PL
gemileri	brodove	gemi	brod	N;ACC;PL;3	N;ACC;MASC;PL
menon	menon	menon	menon		
havacılık	zrakoplovstvo	havacılık	zrakoplovstvo	N;NOM;SG;3	N;NOM;NEUT;SG
havacılık	aerospace	havacılık	aerospaca	N;NOM;SG;3	N;NOM;MASC;SG
firma	firma	firma	firma	N;NOM;SG;3	N;NOM;FEM;SG
firma	društvo	firma	društvo	N;NOM;SG;3	N;NOM;NEUT;SG
firma	drustvo	firma	drustvo	N;NOM;SG;3	N;NOM;NEUT;SG
firma	tvrtka	firma	tvrtka	N;NOM;SG;3	N;NOM;FEM;SG
firma	kompanija	firma	kompanija	N;NOM;SG;3	N;NOM;FEM;SG
sundu	predstavio	sun	predstaviti	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
maliyeti	cijena	maliyet	cijena	N;NOM;SG;3	N;NOM;FEM;SG
maliyeti	trošak	maliyet	trošak	N;NOM;SG;3	N;NOM;MASC;SG
sayfalar	stranice	sayfa	stranica	N;NOM;PL;3	N;NOM;FEM;PL
yorumlar	kritike	yorum	kritika	N;NOM;PL;3	N;NOM;FEM;PL
yorumlar	komentari	yorum	komentar	N;NOM;PL;3	N;NOM;MASC;PL
izleyen	gledam	izle	gledati	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;1;PRS;FIN
izleyen	gledamo	izle	gledati	V;PFV;IND;POS;PRS;V.PTCP	V;IND;PL;1;PRS;FIN
izleyen	gleda	izle	gledati	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
kayıtları	dnevnike	kayıt	dnevnik	N;ACC;PL;3	N;ACC;MASC;PL
komuta	naredba	komut	naredba	N;NOM;SG;3	N;NOM;FEM;SG
kuşlar	ptice	kuş	ptica	N;NOM;PL;3	N;NOM;FEM;PL
önlemek	spriječi	önle	spriječiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
önlemek	spriječiti	önle	spriječiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
notlar	note	not	note	N;NOM;PL;3	N;NOM;FEM;PL
notlar	bilješke	not	bilješka	N;NOM;PL;3	N;NOM;FEM;PL
notlar	ocjene	not	ocjena	N;NOM;PL;3	N;NOM;FEM;PL
ekleme	dodaj	ekle	dodaj		
heyeti	delegacija	heyet	delegacija	N;NOM;SG;3	N;NOM;FEM;SG
heyeti	izaslanstvo	heyet	izaslanstvo	N;NOM;SG;3	N;NOM;NEUT;SG
kişiliği	osobnost	kişilik	osobnost	N;NOM;SG;3	N;NOM;FEM;SG
kişiliği	ličnost	kişilik	ličnost	N;NOM;SG;3	N;NOM;FEM;SG
çalışmak	učim	çalış	učiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;1;PRS;FIN
çalışmak	uči	çalış	učiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
çalışmak	učiti	çalış	učiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
çalışmak	radim	çalış	raditi	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;1;PRS;FIN
gitmek	ide	git	ići	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
edit	uredi	edit	ured		
tapınağı	hram	tapınak	hram	N;NOM;SG;3	N;NOM;MASC;SG
nur	noor	nur	noor		
töreni	svečanost	tören	svečanost	N;NOM;SG;3	N;NOM;FEM;SG
töreni	ceremonija	tören	ceremonija	N;NOM;SG;3	N;NOM;FEM;SG
türler	vrste	tür	vrsta	N;NOM;PL;3	N;NOM;FEM;PL
türler	vrste	tür	vrsta	N;NOM;PL;3	N;NOM;FEM;PL
türler	tipovi	tür	tip	N;NOM;PL;3	N;NOM;MASC;PL
başarılar	dostignuća	başarı	dostignuće	N;NOM;PL;3	N;NOM;NEUT;PL
başarılar	postignuća	başarı	postignuće	N;NOM;PL;3	N;NOM;NEUT;PL
başarılar	dostignuća	başarı	dostignuće	N;NOM;PL;3	N;NOM;NEUT;PL
başarılar	postignuća	başarı	postignuće	N;NOM;PL;3	N;NOM;NEUT;PL
politikaları	police	politika	polica	N;NOM;PL;3	N;NOM;FEM;PL
uyumlu	kompatibilni	uyumlu	kompatibilan	ADJ	ADJ;NOM;DEF;MASC;PL
demirel	demirel	demirel	demirel		
corporation	korporacija	corporation	korporacija	N;NOM;SG;3	N;NOM;FEM;SG
araçlar	vozila	araç	vozilo	N;NOM;PL;3	N;NOM;NEUT;PL
araçlar	alati	araç	alat	N;NOM;PL;3	N;NOM;MASC;PL
otel	motel	otel	motel	N;NOM;SG;3	N;NOM;MASC;SG
otel	hotel	otel	hotel	N;NOM;SG;3	N;NOM;MASC;SG
tanımı	definicija	tanım	definicija	N;NOM;SG;3	N;NOM;FEM;SG
askerlik	vojska	askerlik	vojska	N;NOM;SG;3	N;NOM;FEM;SG
philip	filip	phil	filip	N;NOM;SG;3	N;NOM;MASC;SG
dağlar	planine	dağ	planina	N;NOM;PL;3	N;NOM;FEM;PL
örümcek	pauk	örü	pauk	N;NOM;SG;3	N;NOM;MASC;SG
örümcek	spider	örü	spider	N;NOM;SG;3	N;NOM;MASC;SG
davranış	ponašanje	davranış	ponašanje	N;NOM;SG;3	N;NOM;NEUT;SG
davranış	stav	davranış	stav	N;NOM;SG;3	N;NOM;MASC;SG
davranış	ponašanje	davranış	ponašanje	N;NOM;SG;3	N;NOM;NEUT;SG
akımı	potok	akım	potok	N;NOM;SG;3	N;NOM;MASC;SG
kütüphane	knjižnica	kütüphane	knjižnica	N;NOM;SG;3	N;NOM;FEM;SG
kütüphane	biblioteka	kütüphane	biblioteka	N;NOM;SG;3	N;NOM;FEM;SG
hastalıkları	bolesti	hastalık	bolest	N;NOM;PL;3	N;NOM;FEM;PL
karakterleri	likovi	karakter	lik	N;NOM;PL;3	N;NOM;MASC;PL
karakterleri	znakovi	karakter	znak	N;NOM;PL;3	N;NOM;MASC;PL
organizasyon	organizacija	organizasyon	organizacija	N;NOM;SG;3	N;NOM;FEM;SG
organizasyon	organizacija	organizasyon	organizacija	N;NOM;SG;3	N;NOM;FEM;SG
yükseklik	elevacija	yükseklik	elevacija	N;NOM;SG;3	N;NOM;FEM;SG
yükseklik	visina	yükseklik	visina	N;NOM;SG;3	N;NOM;FEM;SG
geçirmek	provesti	geçir	provesti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
geçirmek	potroši	geçir	potrošiti	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
etkinlik	aktivnost	etkinlik	aktivnost	N;NOM;SG;3	N;NOM;FEM;SG
etkinlik	događaj	etkinlik	događaj	N;NOM;SG;3	N;NOM;MASC;SG
merak	radoznalost	merak	radoznalost	N;NOM;SG;3	N;NOM;FEM;SG
merak	znatiželja	merak	znatiželjati	N;NOM;SG;3	N;NOM;FEM;SG
merak	čudo	merak	čudo	N;NOM;SG;3	N;NOM;NEUT;SG
sayfayı	stranicu	sayfa	stranica	N;ACC;SG;3	N;ACC;FEM;SG
devriye	patrola	devri	patrola	N;NOM;SG;3	N;NOM;FEM;SG
devriye	ophodnja	devri	ophodnja	N;NOM;SG;3	N;NOM;FEM;SG
ligue	ligue	ligue	ligua	N;NOM;SG;3	N;NOM;MASC;SG
açısı	kut	açı	kut	N;NOM;SG;3	N;NOM;MASC;SG
sunucusu	voditelj	sunucu	voditelj	N;NOM;SG;3	N;NOM;MASC;SG
sunucusu	poslužitelj	sunucu	poslužitelj	N;NOM;SG;3	N;NOM;MASC;SG
sunucusu	server	sunucu	server	N;NOM;SG;3	N;NOM;MASC;SG
alışveriş	radnja	alışveriş	radnja	N;NOM;SG;3	N;NOM;FEM;SG
alışveriş	shop	alışveriş	shop	N;NOM;SG;3	N;NOM;MASC;SG
alışveriş	prodavaonica	alışveriş	prodavaonica	N;NOM;SG;3	N;NOM;FEM;SG
alışveriş	trgovina	alışveriş	trgovina	N;NOM;SG;3	N;NOM;FEM;SG
alışveriş	kupnja	alışveriş	kupnja	N;NOM;SG;3	N;NOM;FEM;SG
alışveriş	kupovina	alışveriş	kupovina	N;NOM;SG;3	N;NOM;FEM;SG
alışveriş	šoping	alışveriş	šoping	N;NOM;SG;3	N;NOM;MASC;SG
alışveriş	kupnja	alışveriş	kupnja	N;NOM;SG;3	N;NOM;FEM;SG
alışveriş	shopping	alışveriş	shopping	N;NOM;SG;3	N;NOM;MASC;SG
alışveriş	kupovina	alışveriş	kupovina	N;NOM;SG;3	N;NOM;FEM;SG
uygulamalar	prijave	uygulama	prijava	N;NOM;PL;3	N;NOM;FEM;PL
uygulamalar	aplikacije	uygulama	aplikacija	N;NOM;PL;3	N;NOM;FEM;PL
uygulamalar	aplikacije	uygulama	aplikacija	N;NOM;PL;3	N;NOM;FEM;PL
sistemler	sustavi	sistem	sustav	N;NOM;PL;3	N;NOM;MASC;PL
sistemler	sistemi	sistem	sistem	N;NOM;PL;3	N;NOM;MASC;PL
güvenliği	sigurnost	güvenlik	sigurnost	N;NOM;SG;3	N;NOM;FEM;SG
tapınak	hram	tapınak	hram	N;NOM;SG;3	N;NOM;MASC;SG
romantik	romansa	romantik	romans	N;NOM;SG;3	N;NOM;FEM;SG
romantik	romantika	romantik	romantika	N;NOM;SG;3	N;NOM;FEM;SG
bahçesi	garden	bahçe	garden	N;NOM;SG;3	N;NOM;MASC;SG
bahçesi	vrt	bahçe	vrt	N;NOM;SG;3	N;NOM;MASC;SG
merkezleri	centre	merkez	centar	N;ACC;PL;3	N;ACC;MASC;PL
bakanlar	ministri	bakan	ministar	N;NOM;PL;3	N;NOM;MASC;PL
otobüs	bus	otobüs	bus	N;NOM;SG;3	N;NOM;MASC;SG
otobüs	autobus	otobüs	autobus	N;NOM;SG;3	N;NOM;MASC;SG
otobüs	autobusa	otobüs	autobus	N;NOM;SG;3	N;NOM;MASC;SG
yeteneği	sposobnost	yetenek	sposobnost	N;NOM;SG;3	N;NOM;FEM;SG
yatırım	ulaganje	yatırım	ulaganje	N;NOM;SG;3	N;NOM;NEUT;SG
yatırım	investicija	yatırım	investicija	N;NOM;SG;3	N;NOM;FEM;SG
yatırım	ulaganje	yatırım	ulaganje	N;NOM;SG;3	N;NOM;NEUT;SG
kurallar	pravila	kural	pravilo	N;NOM;PL;3	N;NOM;NEUT;PL
kurallar	smjernice	kural	smjernica	N;NOM;PL;3	N;NOM;FEM;PL
duygusal	emocionalne	duygusal	emocionalan	ADJ	ADJ;NOM;DEF;FEM;PL
duygusal	emocionalna	duygusal	emocionalan	ADJ	ADJ;NOM;DEF;FEM;SG
duygusal	sentimentalan	duygusal	sentimentalan	ADJ	ADJ;NOM;INDF;MASC;SG
duygusal	sentimentalna	duygusal	sentimentalan	ADJ	ADJ;NOM;DEF;FEM;SG
haberleri	novosti	haber	novost	N;NOM;PL;3	N;NOM;FEM;PL
haberleri	vesti	haber	vesta	N;NOM;PL;3	N;NOM;MASC;PL
haberleri	vijesti	haber	vijest	N;NOM;PL;3	N;NOM;FEM;PL
girişimi	inicijativa	girişim	inicijativa	N;NOM;SG;3	N;NOM;FEM;SG
dostluk	prijateljstvo	dostluk	prijateljstvo	N;NOM;SG;3	N;NOM;NEUT;SG
moon	mesec	moon	mesec	N;NOM;SG;3	N;NOM;MASC;SG
moon	mjesec	moon	mjesec	N;NOM;SG;3	N;NOM;MASC;SG
teori	teorija	teori	teorija	N;NOM;SG;3	N;NOM;FEM;SG
direniş	otpor	direniş	otpor	N;NOM;SG;3	N;NOM;MASC;SG
filosu	flota	filo	flota	N;NOM;SG;3	N;NOM;FEM;SG
fotoğrafları	fotografije	fotoğraf	fotografija	N;NOM;PL;3	N;NOM;FEM;PL
fotoğrafları	slike	fotoğraf	slika	N;NOM;PL;3	N;NOM;FEM;PL
sahnesi	scena	sahne	scena	N;NOM;SG;3	N;NOM;FEM;SG
sahnesi	prizor	sahne	prizor	N;NOM;SG;3	N;NOM;MASC;SG
sabri	sabri	sabir	sabra		
bahçe	vrtlarstvo	bahçe	vrtlarstvo	N;NOM;SG;3	N;NOM;NEUT;SG
bahçe	garden	bahçe	garden	N;NOM;SG;3	N;NOM;MASC;SG
bahçe	vrt	bahçe	vrt	N;NOM;SG;3	N;NOM;MASC;SG
tff	tff	tff	tff		
sözler	citati	söz	citati	N;NOM;PL;3	N;NOM;MASC;PL
sözler	obećanja	söz	obećanje	N;NOM;PL;3	N;NOM;NEUT;PL
sözler	riječi	söz	riječ	N;NOM;PL;3	N;NOM;FEM;PL
sözler	reči	söz	reči	N;NOM;PL;3	N;NOM;FEM;PL
sözler	stihovi	söz	stih	N;NOM;PL;3	N;NOM;MASC;PL
finansal	financijske	finansal	financijski	ADJ	ADJ;NOM;FEM;PL
finansal	financijska	finansal	financijski	ADJ	ADJ;NOM;DEF;FEM;SG
filipinler	filipini	filip	filipina	N;NOM;PL;3	N;NOM;MASC;PL
çocukluk	djetinjstvo	çocukluk	djetinjstvo	N;NOM;SG;3	N;NOM;NEUT;SG
yaylası	plato	yayla	plato	N;NOM;SG;3	N;NOM;MASC;SG
veriler	podaci	veri	podatak	N;NOM;PL;3	N;NOM;MASC;PL
aileler	roditelji	aile	roditelj	N;NOM;PL;3	N;NOM;MASC;PL
aileler	obitelji	aile	obitelj	N;NOM;PL;3	N;NOM;FEM;PL
aileler	porodice	aile	porodica	N;NOM;PL;3	N;NOM;FEM;PL
yöntemleri	metode	yöntem	metoda	N;NOM;PL;3	N;NOM;FEM;PL
salon	lounge	salon	lounge	N;NOM;SG;3	N;NOM;MASC;SG
salon	salon	salon	salon	N;NOM;SG;3	N;NOM;MASC;SG
salon	dvorana	salon	dvorana	N;NOM;SG;3	N;NOM;FEM;SG
salon	hodnik	salon	hodnik	N;NOM;SG;3	N;NOM;MASC;SG
çam	pine	çam	pina		
ejderha	zmaj	ejderha	zmaj	N;NOM;SG;3	N;NOM;MASC;SG
destekleyen	podržava	destekle	podržavati	V;PFV;IND;POS;PRS;V.PTCP	V;IND;SG;3;PRS;FIN
aker	aker	aker	aker		
telekom	telekom	telekom	telekom	N;NOM;SG;3	N;NOM;MASC;SG
telekom	telekom	telekom	telekom	N;NOM;SG;3	N;NOM;MASC;SG
bellek	memorija	bellek	memorija	N;NOM;SG;3	N;NOM;FEM;SG
bellek	sjećanje	bellek	sjećanje	N;NOM;SG;3	N;NOM;NEUT;SG
bellek	uspomena	bellek	uspomen	N;NOM;SG;3	N;NOM;FEM;SG
torunu	unuka	torun	unuk	N;NOM;SG;3	N;NOM;MASC;SG
torunu	unuk	torun	unuk	N;NOM;SG;3	N;NOM;MASC;SG
torunu	unuka	torun	unuk	N;NOM;SG;3	N;NOM;MASC;SG
olasılık	vjerojatnost	olasılık	vjerojatnost	N;NOM;SG;3	N;NOM;FEM;SG
olasılık	mogucnost	olasılık	mogucnost	N;NOM;SG;3	N;NOM;FEM;SG
olasılık	mogućnost	olasılık	mogućnost	N;NOM;SG;3	N;NOM;FEM;SG
bağlantıları	poveznice	bağlantı	poveznica	N;NOM;PL;3	N;NOM;FEM;PL
bağlantıları	veze	bağlantı	veza	N;NOM;PL;3	N;NOM;FEM;PL
tehlike	opasnost	tehlike	opasnost	N;NOM;SG;3	N;NOM;FEM;SG
dersler	lekcije	ders	lekcija	N;NOM;PL;3	N;NOM;FEM;PL
dersler	predavanja	ders	predavanje	N;NOM;PL;3	N;NOM;NEUT;PL
dersler	predavanja	ders	predavanje	N;NOM;PL;3	N;NOM;NEUT;PL
güneye	jugu	güne	jug	N;DAT;SG;3	N;DAT;MASC;SG
satranç	šah	satranç	šah	N;NOM;SG;3	N;NOM;MASC;SG
korunması	štiti	korun	štititi	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PRS;FIN
tedavisi	liječenje	tedavi	liječenje	N;NOM;SG;3	N;NOM;NEUT;SG
tedavisi	tretman	tedavi	tretman	N;NOM;SG;3	N;NOM;MASC;SG
maalesef	nažalost	maalesef	nažalost	ADV	ADV
kayserispor	kayserispor	kayserispor	kayserispor	N;NOM;SG;3	N;NOM;MASC;SG
kullanıcıları	korisnike	kullanıcı	korisnik	N;ACC;PL;3	N;ACC;MASC;PL
bateri	bubanj	bateri	bubanj	N;NOM;SG;3	N;NOM;MASC;SG
meryem	mariam	meryem	mariam	N;NOM;SG;3	N;NOM;FEM;SG
meryem	meri	meryem	mer	N;NOM;SG;3	N;NOM;FEM;SG
meryem	marijo	meryem	marija	N;NOM;SG;3	N;NOM;FEM;SG
meryem	marija	meryem	mari	N;NOM;SG;3	N;NOM;FEM;SG
savaşlar	ratovi	savaş	rat	N;NOM;PL;3	N;NOM;MASC;PL
savaşlar	bitke	savaş	bitka	N;NOM;PL;3	N;NOM;FEM;PL
geliştirmek	razvija	geliş	razvijati	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;IND;SG;3;PRS;FIN
geliştirmek	poboljšati	geliş	poboljšati	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
geliştirmek	poboljšati	geliş	poboljšati	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
matematikçi	matematičar	matematikçi	matematičar	N;NOM;SG;3	N;NOM;MASC;SG
adalar	otoci	ada	otok	N;NOM;PL;3	N;NOM;MASC;PL
misafir	gost	misafir	gost	N;NOM;SG;3	N;NOM;MASC;SG
genişliği	širina	genişlik	širina	N;NOM;SG;3	N;NOM;FEM;SG
turistik	turistička	turistik	turistički	ADJ	ADJ;NOM;DEF;FEM;SG
katılmak	sudjelovati	kat	sudjelovati	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;NFIN
hediye	sadašnjost	hedi	sadašnjost	N;NOM;SG;3	N;NOM;FEM;SG
hediye	poklon	hedi	poklon	N;NOM;SG;3	N;NOM;MASC;SG
hediye	dar	hedi	dar	N;NOM;SG;3	N;NOM;MASC;SG
hediye	poklon	hedi	poklon	N;NOM;SG;3	N;NOM;MASC;SG
koşulları	uvjete	koşul	uvjet	N;ACC;PL;3	N;ACC;MASC;PL
koşulları	uvjete	koşul	uvjet	N;ACC;PL;3	N;ACC;MASC;PL
şiirler	pjesme	şiir	pjesma	N;NOM;PL;3	N;NOM;FEM;PL
şiirler	pesme	şiir	pesma	N;NOM;PL;3	N;NOM;FEM;PL
şiirler	poezije	şiir	poezija	N;NOM;PL;3	N;NOM;FEM;PL
cumhuriyetçi	republikanac	cumhuriyetçi	republikanac	N;NOM;SG;3	N;NOM;MASC;SG
renkleri	boje	renk	boja	N;NOM;PL;3	N;NOM;FEM;PL
renkleri	boje	renk	boja	N;NOM;PL;3	N;NOM;FEM;PL
mesajı	poruku	mesaj	poruka	N;ACC;SG;3	N;ACC;FEM;SG
frekans	frekvencija	frekans	frekvencija	N;NOM;SG;3	N;NOM;FEM;SG
modelleri	modeli	model	model	N;NOM;PL;3	N;NOM;MASC;PL
tüfek	sačmarica	tüfek	sačmarica	N;NOM;SG;3	N;NOM;FEM;SG
tüfek	puška	tüfek	puška	N;NOM;SG;3	N;NOM;FEM;SG
tüfek	puška	tüfek	puška	N;NOM;SG;3	N;NOM;FEM;SG
birlikler	jedinice	birlik	jedinica	N;NOM;PL;3	N;NOM;FEM;PL
birlikler	vojnici	birlik	vojnik	N;NOM;PL;3	N;NOM;MASC;PL
birlikler	trupe	birlik	trupa	N;NOM;PL;3	N;NOM;FEM;PL
sözlüğü	rječnik	sözlük	rječnik	N;NOM;SG;3	N;NOM;MASC;SG
airlines	airlines	airlines	airlines	N;NOM;SG;3	N;NOM;FEM;SG
evler	kuće	ev	kuća	N;NOM;PL;3	N;NOM;FEM;PL
sıcaklığı	toplinu	sıcaklık	toplina	N;ACC;SG;3	N;ACC;FEM;SG
yazmak	pišem	yaz	pisati	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;1;PRS;FIN
yazmak	pisem	yaz	pis	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;1;PRS;FIN
point	točka	point	točka	N;NOM;SG;3	N;NOM;FEM;SG
yemekler	hrane	yemek	hrana	N;NOM;PL;3	N;NOM;FEM;PL
yemekler	obroci	yemek	obroka	N;NOM;PL;3	N;NOM;MASC;PL
yemekler	jela	yemek	jelo	N;NOM;PL;3	N;NOM;NEUT;PL
yemekler	jela	yemek	jelo	N;NOM;PL;3	N;NOM;NEUT;PL
durumlar	situacije	durum	situacija	N;NOM;PL;3	N;NOM;FEM;PL
durumlar	statusi	durum	status	N;NOM;PL;3	N;NOM;MASC;PL
atlet	sportaš	atlet	sportaš	N;NOM;SG;3	N;NOM;MASC;SG
elverişli	prikladno	elverişli	prikladno	ADJ	ADJ;NOM;DEF;NEUT;SG
elverişli	povoljne	elverişli	povoljan	ADJ	ADJ;NOM;DEF;FEM;PL
elverişli	povoljan	elverişli	povoljan	ADJ	ADJ;NOM;INDF;MASC;SG
banka	banka	banka	banka	N;NOM;SG;3	N;NOM;FEM;SG
dinamik	dinamičan	dinamik	dinamičan	ADJ	ADJ;NOM;INDF;MASC;SG
şarap	vino	şarap	vino	N;NOM;SG;3	N;NOM;NEUT;SG
vektör	vektor	vektör	vektor	N;NOM;SG;3	N;NOM;MASC;SG
ateşi	temperatura	ateşi	temperatura	N;NOM;SG;3	N;NOM;FEM;SG
ateşi	groznica	ateşi	groznica	N;NOM;SG;3	N;NOM;FEM;SG
berabere	kravata	beraber	kravat	N;NOM;SG;3	N;NOM;FEM;SG
mimarisi	arhitektura	mimari	arhitektura	N;NOM;SG;3	N;NOM;FEM;SG
kazananlar	pobjednici	kazanan	pobjednik	N;NOM;PL;3	N;NOM;MASC;PL
kazananlar	dobitnici	kazanan	dobitnik	N;NOM;PL;3	N;NOM;MASC;PL
partiler	zabave	parti	zabava	N;NOM;PL;3	N;NOM;FEM;PL
partiler	stranke	parti	stranka	N;NOM;PL;3	N;NOM;FEM;PL
semt	susjedstvo	semt	susjedstvo	N;NOM;SG;3	N;NOM;NEUT;SG
semt	kvart	semt	kvart	N;NOM;SG;3	N;NOM;MASC;SG
semt	susjedstvo	semt	susjedstvo	N;NOM;SG;3	N;NOM;NEUT;SG
semt	kvart	semt	kvart	N;NOM;SG;3	N;NOM;MASC;SG
semt	okrug	semt	okrug	N;NOM;SG;3	N;NOM;MASC;SG
dayanışma	solidarnost	dayanışma	solidarnost	N;NOM;SG;3	N;NOM;FEM;SG
kahve	kafa	kahve	kafa	N;NOM;SG;3	N;NOM;FEM;SG
kahve	kava	kahve	kava	N;NOM;SG;3	N;NOM;FEM;SG
görünüyor	gleda	görün	gledati	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
görünüyor	izgleda	görün	izgledati	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
diyor	kaže	de	kazati	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
diyor	kaze	de	kazati	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN
çevirisi	prijevod	çevir	prijevod	N;NOM;SG;3	N;NOM;MASC;SG
gel	dođi	gel	doći	V;PFV;IMP;SG;2;POS;PRS	V;IMP;SG;2;FIN
kategorisi	kategorija	kategori	kategorija	N;NOM;SG;3	N;NOM;FEM;SG
seçimler	izbori	seçim	izbor	N;NOM;PL;3	N;NOM;MASC;PL
seçimler	izbori	seçim	izbor	N;NOM;PL;3	N;NOM;MASC;PL
seçimler	izbori	seçim	izbor	N;NOM;PL;3	N;NOM;MASC;PL
görevler	zadaci	görev	zadac	N;NOM;PL;3	N;NOM;MASC;PL
görevler	zadaće	görev	zadaća	N;NOM;PL;3	N;NOM;FEM;PL
görevler	poslovi	görev	posao	N;NOM;PL;3	N;NOM;MASC;PL
görevler	misije	görev	misija	N;NOM;PL;3	N;NOM;FEM;PL
görevler	uloge	görev	uloga	N;NOM;PL;3	N;NOM;FEM;PL
sattı	prodao	sat	prodati	V;PFV;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
silahlar	oružja	silah	oružje	N;NOM;PL;3	N;NOM;NEUT;PL
silahlar	pištolji	silah	pištolja	N;NOM;PL;3	N;NOM;MASC;PL
silahlar	pištolji	silah	pištolja	N;NOM;PL;3	N;NOM;MASC;PL
silahlar	puške	silah	puška	N;NOM;PL;3	N;NOM;FEM;PL
silahlar	ruke	silah	ruka	N;NOM;PL;3	N;NOM;FEM;PL
saygılar	pozdrave	saygı	pozdrava	N;NOM;PL;3	N;NOM;FEM;PL
philippe	philippe	philippe	philippa	N;NOM;SG;3	N;NOM;MASC;SG
görüşler	mišljenja	görüş	mišljenje	N;NOM;PL;3	N;NOM;NEUT;PL
toplantı	skupljanje	toplantı	skupljanje	N;NOM;SG;3	N;NOM;NEUT;SG
toplantı	okupljanje	toplantı	okupljanje	N;NOM;SG;3	N;NOM;NEUT;SG
toplantı	susret	toplantı	susret	N;NOM;SG;3	N;NOM;MASC;SG
toplantı	sastanak	toplantı	sastanak	N;NOM;SG;3	N;NOM;MASC;SG
toplantı	upoznavanje	toplantı	upoznavanje	N;NOM;SG;3	N;NOM;NEUT;SG
ölmüş	preminuo	öl	preminuti	V;PFV;NFH;IND;SG;3;POS;PST	V;MASC;SG;PST;V.PTCP;ACT
şartları	uvjeti	şart	uvjet	N;NOM;PL;3	N;NOM;MASC;PL
şartları	uslovi	şart	uslov	N;NOM;PL;3	N;NOM;MASC;PL
sürgüne	egzilu	sürgü	egzil	N;DAT;SG;3	N;DAT;MASC;SG
adresi	adresa	adres	adres	N;NOM;SG;3	N;NOM;FEM;SG
diplomat	diplomat	diplomat	diplomat	N;NOM;SG;3	N;NOM;MASC;SG
mert	mert	mert	mert		
yahudileri	židove	yahudi	žid	N;ACC;PL;3	N;ACC;MASC;PL
gazetecilik	novinarstvo	gazetecilik	novinarstvo	N;NOM;SG;3	N;NOM;NEUT;SG
haberler	novosti	haber	novost	N;NOM;PL;3	N;NOM;FEM;PL
haberler	vesti	haber	vesta	N;NOM;PL;3	N;NOM;MASC;PL
haberler	vijesti	haber	vijest	N;NOM;PL;3	N;NOM;FEM;PL
haberler	priče	haber	priča	N;NOM;PL;3	N;NOM;FEM;PL
haberler	price	haber	price	N;NOM;PL;3	N;NOM;FEM;PL
nadiren	rijetko	nadiren	rijetko	ADV	ADV
nadiren	retko	nadiren	retko	ADV	ADV
nadiren	rijetko	nadiren	rijetko	ADV	ADV
nadiren	retko	nadiren	retko	ADV	ADV
şirketler	korporacije	şirket	korporacija	N;NOM;PL;3	N;NOM;FEM;PL
şirketler	poduzeća	şirket	poduzeće	N;NOM;PL;3	N;NOM;NEUT;PL
şirketler	tvrtke	şirket	tvrtka	N;NOM;PL;3	N;NOM;FEM;PL
