for	για	for	για	ADP	ADP
spiller	παίζει	spille	παίζω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
spiller	παίζοντας	spille	παίζω	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
spiller	παίζω	spille	παίζω	V;IND;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
spiller	παίζει	spille	παίζω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
personer	ατομα	person	ατομα	N;INDF;FEM;PL	N;NOM;NEUT;PL
personer	πρόσωπα	person	πρόσωπο	N;INDF;FEM;PL	N;NOM;NEUT;PL
personer	άτομα	person	άτομο	N;INDF;FEM;PL	N;NOM;NEUT;PL
personer	ατομα	person	ατομα	N;INDF;FEM;PL	N;NOM;NEUT;PL
personer	ανθρωποι	person	ανθρώπος	N;INDF;FEM;PL	N;NOM;MASC;PL
personer	άνθρωποι	person	άνθρωπος	N;INDF;FEM;PL	N;NOM;MASC;PL
personer	άτομα	person	άτομο	N;INDF;FEM;PL	N;NOM;NEUT;PL
personer	ανθρώπους	person	άνθρωπος	N;INDF;FEM;PL	N;ACC;MASC;PL
gir	δίνοντας	gi	δίνω	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
gir	δώσε	gi	δίνω	V;IND;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
gull	χρυσός	gull	χρυσός	N;INDF;NEUT;SG	N;NOM;MASC;SG
gull	χρυσο	gull	χρύσος	N;INDF;NEUT;SG	N;NOM;NEUT;SG
gull	χρυσάφι	gull	χρυσάφι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
godt	καλή	god	καλός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
godt	καλό	god	καλός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
forskjellige	διαφορετικοί	forskjellig	διαφορετικός	ADJ;PL	ADJ;NOM;MASC;PL
historie	ιστορία	historie	ιστορία	N;INDF;FEM;SG	N;NOM;FEM;SG
historie	ιστορια	historie	ιστορια	N;INDF;FEM;SG	N;NOM;FEM;SG
historie	ιστορία	historie	ιστορία	N;INDF;FEM;SG	N;NOM;FEM;SG
historie	ιστορια	historie	ιστορια	N;INDF;FEM;SG	N;NOM;FEM;SG
liv	ζωή	liv	ζωή	N;INDF;NEUT;SG	N;ACC;FEM;SG
liv	ζωη	liv	ζωη	N;INDF;NEUT;SG	N;ACC;FEM;SG
fransk	γάλλος	fransk	γάλλος	N;INDF;MASC;SG	N;NOM;MASC;SG
university	πανεπιστήμιο	university	πανεπιστήμιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
university	πανεπιστημιο	university	πανεπιστημιο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
fotball	ποδόσφαιρο	fotball	ποδόσφαιρος	N;INDF;MASC;SG	N;NOM;NEUT;SG
resultat	αποτέλεσμα	resultat	αποτέλεσμα	N;INDF;NEUT;SG	N;ACC;NEUT;SG
resultat	αποτελεσμα	resultat	αποτελεσμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
stort	μεγάλο	stor	μεγάλος	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
stort	μεγάλη	stor	μεγάλος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
stort	μεγάλος	stor	μεγάλος	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
stort	μεγάλο	stor	μεγάλος	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
gjerne	ευχαρίστως	gjerne	ευχαρίστως	ADV	ADV
slekt	οικογενεια	slekkje	οικογενεια	N;INDF;FEM;SG	N;ACC;FEM;SG
slekt	οικογένεια	slekkje	οικογένεια	N;INDF;FEM;SG	N;NOM;FEM;SG
von	φον	von	φον	N;INDF;FEM;SG	N
viser	δείχνοντας	vise	δείχνω	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
viser	δείχνει	vise	δείχνω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
viktig	σημαντική	viktig	σημαντικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
viktig	σημαντικό	viktig	σημαντικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
viktig	σημαντικός	viktig	σημαντικός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
mulig	πιθανός	mulig	πιθανός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
mulig	δυνατόν	mulig	δυνατός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
mulig	πιθανό	mulig	πιθανός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
mulig	πιθανή	mulig	πιθανής	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
britiske	βρετανοί	britisk	βρετανός	ADJ;PL	ADJ;NOM;MASC;PL
president	πρόεδρος	president	πρόεδρος	N;INDF;MASC;SG	N;ACC;MASC;SG
president	πρόεδρε	president	πρόεδρος	N;INDF;MASC;SG	N;VOC;MASC;SG
president	πρόεδρο	president	πρόεδρος	N;INDF;MASC;SG	N;ACC;MASC;SG
bilde	φωτογραφια	bilde	φωτογραφια	N;INDF;NEUT;SG	N;NOM;FEM;SG
bilde	φωτογραφία	bilde	φωτογραφία	N;INDF;NEUT;SG	N;ACC;FEM;SG
bilde	εικόνα	bilde	εικόνα	N;INDF;NEUT;SG	N;NOM;FEM;SG
bilde	εικόνα	bilde	εικόνα	N;INDF;NEUT;SG	N;NOM;FEM;SG
bilde	εικονα	bilde	εικονα	N;INDF;NEUT;SG	N;NOM;FEM;SG
bilde	φώτο	bilde	φώτος	N;INDF;NEUT;SG	N;ACC;FEM;SG
bilde	φωτογραφία	bilde	φωτογραφία	N;INDF;NEUT;SG	N;ACC;FEM;SG
bilde	φωτό	bilde	φωτός	N;INDF;NEUT;SG	N;ACC;FEM;SG
allerede	ήδη	allerede	ήδη	ADV	ADV
allerede	ηδη	allerede	ηδη	ADV	ADV
kort	σύντομο	kort	σύντομο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
kort	σύντομη	kort	σύντομος	N;INDF;NEUT;SG	N;NOM;FEM;SG
kort	σύντομος	kort	σύντομος	N;INDF;NEUT;SG	N;NOM;MASC;SG
sesongen	εποχή	sesong	εποχή	N;DEF;MASC;SG	N;ACC;FEM;SG
sesongen	σαιζόν	sesong	σαιζός	N;DEF;MASC;SG	N;NOM;FEM;SG
sesongen	σεζόν	sesong	σεζόν	N;DEF;MASC;SG	N;ACC;FEM;SG
liten	μικρή	liten	μικρός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
liten	μικρό	liten	μικρός	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
liten	μικρός	liten	μικρός	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;SG
liten	μικρή	liten	μικρός	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;SG
liten	μικρό	liten	μικρός	ADJ;INDF;MASC;SG	ADJ;NOM;NEUT;SG
kanskje	ίσως	kanskje	ίσως	ADV	ADV
kanskje	ισως	kanskje	ισως	ADV	ADV
kanskje	ίσως	kanskje	ίσως	ADV	ADV
skuespiller	ηθοποιός	skuespille	ηθοποιός	N;INDF;MASC;SG	N;NOM;MASC;SG
skuespiller	ηθοποιό	skuespille	ηθοποιός	N;INDF;MASC;SG	N;NOM;FEM;SG
skuespiller	ηθοποιός	skuespille	ηθοποιός	N;INDF;MASC;SG	N;NOM;MASC;SG
form	σχήμα	form	σχήμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
millioner	εκατομμύρια	million	εκατομμύριο	N;INDF;MASC;PL	N;NOM;NEUT;PL
krigen	πόλεμος	krig	πόλεμος	N;DEF;MASC;SG	N;NOM;MASC;SG
krigen	πόλεμο	krig	πόλεμος	N;DEF;MASC;SG	N;ACC;MASC;SG
rett	σωστό	rett	σωστός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
yrke	επάγγελμα	yrke	επάγγελμα	N;INDF;NEUT;SG	N;NOM;NEUT;SG
små	μικρές	liten	μικρός	ADJ;PL	ADJ;NOM;FEM;PL
spesielt	ειδική	spesiell	ειδικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
kvinner	θηλυκά	kvinne	θηλυκά	N;INDF;FEM;PL	N;NOM;NEUT;PL
kvinner	γυναίκες	kvinne	γυναίκα	N;INDF;FEM;PL	N;NOM;FEM;PL
kvinner	γυναικες	kvinne	γυναίκα	N;INDF;FEM;PL	N;NOM;FEM;PL
god	καλή	god	καλός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
god	καλό	god	καλός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
nytt	νέο	ny	νέος	ADJ;INDF;NEUT;SG	ADJ;ACC;NEUT;SG
nytt	νέος	ny	νέος	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
vanlig	τακτική	vanlig	τακτικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
vanlig	κανονική	vanlig	κανονικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
vanlig	κανονικός	vanlig	κανονικός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
vanlig	κανονικό	vanlig	κανονικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
vanlig	κοινή	vanlig	κοινός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
vanlig	κοινός	vanlig	κοινός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
vanlig	συνήθης	vanlig	συνήθης	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
vanlig	σύνηθες	vanlig	σύνηθος	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
bilder	εικόνες	bilder	εικόνα	N;INDF;FEM;PL	N;NOM;FEM;PL
bilder	φωτογραφιες	bilder	φωτογραφιά	N;INDF;FEM;PL	N;NOM;FEM;PL
bilder	φωτογραφίες	bilder	φωτογραφία	N;INDF;FEM;PL	N;NOM;FEM;PL
bilder	φωτογραφιες	bilder	φωτογραφιά	N;INDF;FEM;PL	N;NOM;FEM;PL
bilder	φωτογραφίες	bilder	φωτογραφία	N;INDF;FEM;PL	N;NOM;FEM;PL
bilder	εικόνες	bilder	εικόνα	N;INDF;FEM;PL	N;NOM;FEM;PL
sport	σπορ	sport	σπορ	N;INDF;MASC;SG	N
sport	αθλητισμός	sport	αθλητισμός	N;INDF;MASC;SG	N;NOM;MASC;SG
sport	άθλημα	sport	άθλημα	N;INDF;MASC;SG	N;NOM;NEUT;SG
sport	σπορ	sport	σπορ	N;INDF;MASC;SG	N
sport	αθλητισμός	sport	αθλητισμός	N;INDF;MASC;SG	N;NOM;MASC;SG
lite	μικρή	lite	μικρός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
lite	μικρό	lite	μικρός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
lite	μικρός	lite	μικρός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
lite	μικρή	lite	μικρός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
lite	μικρό	lite	μικρός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
bruker	χρησιμοποιώντας	bruke	χρησιμοποιώ	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
bruker	χρησιμοποιεί	bruke	χρησιμοποιώ	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
seks	έξι	seks	έξι	NUM;PL	NUM;NOM;MASC;PL
seks	εξι	seks	εξι	NUM;PL	NUM
albumet	δίσκος	album	δίσκος	N;DEF;NEUT;SG	N;NOM;MASC;SG
albumet	άλμπουμ	album	άλμπουμ	N;DEF;NEUT;SG	N;MASC;SG
slaget	μαχη	slag	μαχη	N;DEF;NEUT;SG	N;ACC;FEM;SG
slaget	μάχη	slag	μάχη	N;DEF;NEUT;SG	N;ACC;FEM;SG
nummer	αριθμός	nummer	αριθμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
nummer	νούμερο	nummer	νούμερος	N;INDF;NEUT;SG	N
internasjonale	διεθνείς	internasjonal	διεθνής	ADJ;PL	ADJ;NOM;FEM;PL
universitetet	πανεπιστήμιο	universitet	πανεπιστήμιο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
universitetet	πανεπιστημιο	universitet	πανεπιστημιο	N;DEF;NEUT;SG	N;NOM;NEUT;SG
skole	σχολείο	skole	σχολείο	N;INDF;MASC;SG	N;NOM;NEUT;SG
skole	σχολη	skole	σχολος	N;INDF;MASC;SG	N;NOM;FEM;SG
skole	σχολειο	skole	σχολειο	N;INDF;MASC;SG	N;NOM;NEUT;SG
skole	σχολή	skole	σχολή	N;INDF;MASC;SG	N;NOM;FEM;SG
vel	λοιπόν	vel	λοιπόν	ADV	ADV
film	ταινία	film	ταινία	N;INDF;MASC;SG	N;NOM;FEM;SG
film	ταινια	film	ταινιά	N;INDF;MASC;SG	N;NOM;FEM;SG
film	μεμβράνη	film	μεμβράνη	N;INDF;MASC;SG	N;NOM;FEM;SG
film	ταινία	film	ταινία	N;INDF;MASC;SG	N;NOM;FEM;SG
film	ταινια	film	ταινιά	N;INDF;MASC;SG	N;NOM;FEM;SG
film	φιλμ	film	φιλμ	N;INDF;MASC;SG	N;NOM;NEUT;SG
left	αριστερό	left	αριστερός	N;INDF;NEUT;SG	N;NOM;NEUT;SG
opprinnelig	αυθεντικό	opprinnelig	αυθεντικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
opprinnelig	αρχική	opprinnelig	αρχικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
opprinnelig	αρχικό	opprinnelig	αρχικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
opprinnelig	αρχικός	opprinnelig	αρχικός	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
moderne	σύγχρονο	moderne	σύγχρονο	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
moderne	σύγχρονη	moderne	σύγχρονος	ADJ;INDF;SG	ADJ;NOM;FEM;SG
øya	νησί	øy	νησί	N;DEF;FEM;SG	N;NOM;NEUT;SG
øya	νησι	øy	νησι	N;DEF;FEM;SG	N;NOM;NEUT;SG
periode	περίοδος	periode	περίοδος	N;INDF;MASC;SG	N;NOM;FEM;SG
periode	περίοδο	periode	περίοδος	N;INDF;MASC;SG	N;ACC;FEM;SG
antall	αριθμός	antall	αριθμός	N;INDF;NEUT;SG	N;NOM;MASC;SG
antall	νούμερο	antall	νούμερος	N;INDF;NEUT;SG	N
antall	ποσότητα	antall	ποσότητα	N;INDF;NEUT;SG	N;NOM;FEM;SG
team	ομαδα	team	ομαδα	N;INDF;NEUT;SG	N;NOM;FEM;SG
team	ομάδα	team	ομάδα	N;INDF;NEUT;SG	N;ACC;FEM;SG
center	κέντρο	cente	κέντρο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
center	κεντρο	cente	κεντρο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
hatt	είχε	ha	έχω	V;V.PTCP	V;IPFV;IND;SG;3;PST;FIN;ACT
provinsen	επαρχία	provins	επαρχία	N;DEF;MASC;SG	N;NOM;FEM;SG
bruke	χρησιμοποιώντας	bruke	χρησιμοποιώ	V;NFIN	V;IPFV;V.CVB;ACT
kilder	πηγές	kilder	πηγή	N;INDF;MASC;PL	N;NOM;FEM;PL
kilder	πηγες	kilder	πηγα	N;INDF;MASC;PL	N;NOM;FEM;PL
tar	λαμβάνοντας	ta	λαμβάνω	V;IND;PRS;FIN	V;IPFV;V.CVB;ACT
tar	πάρτε	ta	πάρτε	V;IND;PRS;FIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
tar	πάρε	ta	πάρε	V;IND;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
tar	παίρνει	ta	παίρνω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
christian	χριστιανός	christian	χριστιανός	N;INDF;MASC;SG	N;NOM;MASC;SG
delen	ενότητα	del	ενότητα	N;DEF;MASC;SG	N;NOM;FEM;SG
delen	τμήμα	del	τμήμα	N;DEF;MASC;SG	N;NOM;NEUT;SG
delen	τμημα	del	τμημα	N;DEF;MASC;SG	N;NOM;NEUT;SG
familie	οικογενεια	familie	οικογενεια	N;INDF;MASC;SG	N;ACC;FEM;SG
familie	οικογένεια	familie	οικογένεια	N;INDF;MASC;SG	N;NOM;FEM;SG
forhold	σχέση	forhold	σχέση	N;INDF;NEUT;SG	N;ACC;FEM;SG
forhold	σχεση	forhold	σχεση	N;INDF;NEUT;SG	N;ACC;FEM;SG
medlemmer	έλη	medlem	έλος	N;INDF;MASC;PL	N;NOM;NEUT;PL
medlemmer	μέλη	medlem	μέλος	N;INDF;MASC;PL	N;NOM;NEUT;PL
medlemmer	μελη	medlem	μέλος	N;INDF;MASC;PL	N;NOM;NEUT;PL
km²	km²	km²	km²	N;INDF;MASC;SG	N
mennesker	κόσμος	menneske	κόσμος	N;INDF;MASC;SG	N;NOM;MASC;SG
folk	ατομα	folk	ατομα	N;INDF;NEUT;PL	N;NOM;NEUT;PL
folk	ανθρωποι	folk	ανθρώπος	N;INDF;NEUT;PL	N;NOM;MASC;PL
folk	άνθρωποι	folk	άνθρωπος	N;INDF;NEUT;PL	N;NOM;MASC;PL
folk	άτομα	folk	άτομο	N;INDF;NEUT;PL	N;NOM;NEUT;PL
folk	ανθρώπους	folk	άνθρωπος	N;INDF;NEUT;PL	N;ACC;MASC;PL
poeng	βαθμολογία	poeng	βαθμολογία	N;INDF;NEUT;SG	N;ACC;FEM;SG
poeng	σημειο	poeng	σημειο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
poeng	σημείο	poeng	σημείο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
nesten	σχεδόν	nesten	σχεδόν	ADV	ADV
nesten	σχεδον	nesten	σχεδον	ADV	ADV
nesten	σχεδόν	nesten	σχεδόν	ADV	ADV
betyr	σημαίνει	bety	σημαίνω	V;IND;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
sølv	ασήμι	sølv	ασήμι	N;INDF;NEUT;SG	N;NOM;NEUT;SG
klubb	λέσχη	klubb	λέσχω	N;INDF;MASC;SG	N;NOM;FEM;SG
mann	άνθρωπος	mann	άνθρωπος	N;INDF;MASC;SG	N;NOM;MASC;SG
musikk	μουσικη	musikk	μουσίκη	N;INDF;MASC;SG	N;NOM;FEM;SG
finne	βρείτε	finne	βρίσκω	V;IMP;NFIN	V;PFV;IMP;PL;2;FIN;ACT
grad	βαθμός	grad	βαθμός	N;INDF;FEM;SG	N;NOM;MASC;SG
grad	πτυχίο	grad	πτυχίο	N;INDF;FEM;SG	N;NOM;NEUT;SG
grad	βαθμός	grad	βαθμός	N;INDF;FEM;SG	N;NOM;MASC;SG
thomas	θωμάς	thomas	θωμά	N;INDF;MASC;SG	N;NOM;MASC;SG
aldri	ποτέ	aldri	ποτέ	ADV	ADV
aldri	ποτε	aldri	ποτε	ADV	ADV
kirken	τσερτς	kirk	τσερτς	N;DEF;MASC;SG	N
kirken	εκκλησία	kirk	εκκλησία	N;DEF;MASC;SG	N;NOM;FEM;SG
kirken	εκκλησια	kirk	εκκλησιος	N;DEF;MASC;SG	N;NOM;FEM;SG
paul	πολ	paul	πολ	N;MASC	N
far	πατερα	far	πατέρα	N;INDF;MASC;SG	N;VOC;MASC;SG
far	πατέρας	far	πατέρα	N;INDF;MASC;SG	N;NOM;MASC;SG
far	πατέρα	far	πατέρα	N;INDF;MASC;SG	N;ACC;MASC;SG
far	πάτερ	far	πάτερ	N;INDF;MASC;SG	N;VOC;MASC;SG
vinter	χειμώνας	vinter	χειμώνας	N;INDF;MASC;SG	N;NOM;MASC;SG
art	τέχνη	art	τέχνω	N;INDF;MASC;SG	N;NOM;FEM;SG
art	τεχνη	art	τεχνς	N;INDF;MASC;SG	N;NOM;FEM;SG
art	είδος	art	είδος	N;INDF;MASC;SG	N;NOM;NEUT;SG
vanligvis	συνήθως	vanligvis	συνήθως	ADV	ADV
vanligvis	συνηθως	vanligvis	συνηθως	ADV	ADV
vanligvis	τυπικά	vanligvis	τυπικά	ADV	ADV
vanligvis	φυσιολογικά	vanligvis	φυσιολογικά	ADV	ADV
vanligvis	κανονικά	vanligvis	κανονικά	ADV	ADV
vanligvis	κοινώς	vanligvis	κοινώς	ADV	ADV
medaljer	μετάλλια	medaljer	μετάλλια	N;INDF;MASC;PL	N;NOM;NEUT;PL
medaljer	παράσημα	medaljer	παράσημα	N;INDF;MASC;PL	N;NOM;NEUT;PL
david	δαβίδ	david	δαβίδ	N;INDF;MASC;SG	N;NOM;MASC;SG
karl	καρλ	karl	καρλ	N;MASC	N
karl	καρλ	karl	καρλ	N;MASC	N
konge	βασιλεύς	konge	βασιλής	N;INDF;MASC;SG	N;NOM;MASC;SG
konge	βασιλιάς	konge	βασιλιάς	N;INDF;MASC;SG	N;NOM;MASC;SG
konge	βασιλιά	konge	βασιλιάς	N;INDF;MASC;SG	N;ACC;MASC;SG
nrk	nrk	nrk	nrk	N;INDF;NEUT;SG	N
afrika	αφρικη	afrika	αφρικός	N;INDF;NEUT;SG	N;NOM;FEM;SG
britisk	βρετανικό	britisk	βρετανικός	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
britisk	βρετανός	britisk	βρετανός	ADJ;INDF;SG	ADJ;NOM;MASC;SG
britisk	βρετανική	britisk	βρετανικός	ADJ;INDF;SG	ADJ;NOM;FEM;SG
gammel	γέρος	gammel	γέρος	N;INDF;MASC;SG	N;NOM;MASC;SG
world	κόσμο	world	κόσμος	N	N;ACC;MASC;SG
world	κόσμος	world	κόσμος	N	N;NOM;MASC;SG
fylke	κομητεία	fylke	κομητείο	N;INDF;NEUT;SG	N;NOM;FEM;SG
kinesisk	κινεζική	kinesisk	κινεζικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
kinesisk	κινέζικο	kinesisk	κινέζικος	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
støtte	υποστήριξη	støtte	υποστήριξη	N;INDF;FEM;SG	N;ACC;FEM;SG
støtte	στήριξη	støtte	στήριξη	N;INDF;FEM;SG	N;ACC;FEM;SG
støtte	υποστήριξη	støtte	υποστήριξη	N;INDF;FEM;SG	N;ACC;FEM;SG
foran	μπροστινό	foran	μπροστινός	N;INDF;MASC;SG	N;NOM;NEUT;SG
foran	μέτωπο	foran	μέτωπο	N;INDF;MASC;SG	N;NOM;NEUT;SG
vei	οδός	vei	οδός	N	N;NOM;FEM;SG
vei	δρόμος	vei	δρόμος	N	N;NOM;MASC;SG
vei	δρόμο	vei	δρόμος	N	N;ACC;MASC;SG
kilde	πηγή	kild	πηγή	N;INDF;MASC;SG	N;NOM;FEM;SG
kilde	πηγη	kild	πηγο	N;INDF;MASC;SG	N;NOM;FEM;SG
steder	τοποθεσίες	stede	τοποθεσία	N;INDF;MASC;PL	N;NOM;FEM;PL
steder	τοποθεσίες	stede	τοποθεσία	N;INDF;MASC;PL	N;NOM;FEM;PL
steder	τόποι	stede	τόπος	N;INDF;MASC;PL	N;NOM;MASC;PL
steder	μέρη	stede	μέρος	N;INDF;MASC;PL	N;NOM;NEUT;PL
ganske	κάπως	ganske	κάπως	ADV	ADV
forbindelse	σύνδεση	forbindelse	σύνδεση	N;INDF;MASC;SG	N;NOM;FEM;SG
fotballspiller	ποδοσφαιριστής	fotballspille	ποδοσφαιριστής	N;INDF;MASC;SG	N;NOM;MASC;SG
fødested	γενέτειρα	fødestå	γενέτειρα	N;INDF;MASC;SG	N;NOM;FEM;SG
city	πολη	city	πολη	N	N;NOM;FEM;SG
city	πόλη	city	πόλη	N	N;NOM;FEM;SG
russisk	ρωσική	russisk	ρωσικός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
sider	σελίδες	side	σελίδα	N;INDF;FEM;PL	N;NOM;FEM;PL
dager	ημέρες	dag	ημέρα	N;INDF;FEM;PL	N;NOM;FEM;PL
dager	μέρες	dag	μέρα	N;INDF;FEM;PL	N;NOM;FEM;PL
fant	βρέθηκαν	finne	βρίσκω	V;IND;PST;FIN	V;PFV;IND;PL;3;PST;FIN;PASS
fant	βρεθηκε	finne	βρίσκω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
fant	βρήκα	finne	βρήκα	V;IND;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
fant	βρήκε	finne	βρίσκω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
fant	βρέθηκε	finne	βρίσκω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
via	μέσω	via	μέσω	ADP	ADP
områder	περιοχές	område	περιοχή	N;INDF;MASC;PL	N;NOM;FEM;PL
høyde	υψόμετρο	høyde	υψόμετρο	N;INDF;MASC;SG	N;NOM;NEUT;SG
høyde	ύψος	høyde	ύψος	N;INDF;MASC;SG	N;NOM;NEUT;SG
høyde	ύψος	høyde	ύψος	N;INDF;MASC;SG	N;NOM;NEUT;SG
venstre	αριστερό	venstre	αριστερός	N;NEUT	N;NOM;NEUT;SG
hjelp	βοηθεια	hjelp	βοηθεια	N;INDF;FEM;SG	N;ACC;FEM;SG
hjelp	βοήθεια	hjelp	βοήθεια	N;INDF;FEM;SG	N;ACC;FEM;SG
professor	καθηγητή	professor	καθηγητής	N;INDF;MASC;SG	N;ACC;MASC;SG
professor	καθηγητά	professor	καθηγητά	N;INDF;MASC;SG	N;VOC;MASC;SG
professor	καθηγητής	professor	καθηγητής	N;INDF;MASC;SG	N;NOM;MASC;SG
politisk	πολιτικό	politisk	πολιτικός	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
veien	οδός	vie	οδός	N;DEF;MASC;SG	N;NOM;FEM;SG
veien	δρόμος	vie	δρόμος	N;DEF;MASC;SG	N;NOM;MASC;SG
veien	δρόμο	vie	δρόμος	N;DEF;MASC;SG	N;ACC;MASC;SG
direkte	άμεσο	direkte	άμεσος	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
direkte	άμεση	direkte	άμεσος	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
direkte	άμεσος	direkte	άμεσος	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
van	φορτηγάκι	van	φορτηγάκι	N;INDF;MASC;SG	N;NOM;NEUT;SG
måte	τρόπος	måte	τρόπος	N;INDF;MASC;SG	N;NOM;MASC;SG
måte	τροπος	måte	τροπος	N;INDF;MASC;SG	N;NOM;MASC;SG
arbeid	έργο	arbeid	έργο	N;INDF;NEUT;SG	N;NOM;NEUT;SG
arbeid	δουλειά	arbeid	δουλειά	N;INDF;NEUT;SG	N;NOM;FEM;SG
arbeid	εργασία	arbeid	εργασία	N;INDF;NEUT;SG	N;NOM;FEM;SG
arbeid	δουλεια	arbeid	δουλεια	N;INDF;NEUT;SG	N;ACC;FEM;SG
skolen	σχολείο	skole	σχολείο	N;DEF;MASC;SG	N;NOM;NEUT;SG
skolen	σχολη	skole	σχολος	N;DEF;MASC;SG	N;NOM;FEM;SG
skolen	σχολειο	skole	σχολειο	N;DEF;MASC;SG	N;NOM;NEUT;SG
skolen	σχολή	skole	σχολή	N;DEF;MASC;SG	N;NOM;FEM;SG
likevel	ακόμη	likevel	ακόμα	ADV	ADV
likevel	ακομα	likevel	ακομα	ADV	ADV
likevel	ακόμα	likevel	ακόμα	ADV	ADV
parti	πάρτυ	parti	πάρτυ	N;INDF;NEUT;SG	N;NOM;NEUT;SG
