brilla	brille	brilla	briller	V	V;IND;SG;3;PRS;FIN
secundaria	haute	secundario	haut	ADJ	ADJ;FEM;SG
secundaria	élevé	secundario	élevé	ADJ	ADJ;MASC;SG
secundaria	secondaires	secundario	secondaire	ADJ	ADJ;MASC;PL
secundaria	secondaire	secundario	secondaire	ADJ	ADJ;MASC;SG
primas	matières	prima	matière	N	N;FEM;PL
primas	matériaux	prima	matériau	N	N;MASC;PL
primas	materiaux	prima	materiau	N	N;MASC;PL
seguín	allé	seguir	aller	V	V;MASC;SG;PST;V.PTCP
seguín	suivis	seguir	suivre	V	V;MASC;PL;PST;V.PTCP
seguín	suivit	seguir	suivre	V	V;MASC;SG;PST;V.PTCP
seguín	suivie	seguir	suivre	V	V;FEM;SG;PST;V.PTCP
seguín	suivies	seguir	suivre	V	V;FEM;PL;PST;V.PTCP
seguín	gardé	seguir	garder	V	V;MASC;SG;PST;V.PTCP
curiosamente	curieusement	curiosamente	curieusement	ADV	ADV
mercou	achetées	mercar	acheter	V	V;FEM;PL;PST;V.PTCP
mercou	achetée	mercar	acheter	V	V;FEM;SG;PST;V.PTCP
mercou	achetés	mercar	acheter	V	V;MASC;PL;PST;V.PTCP
mercou	acheté	mercar	acheter	V	V;MASC;SG;PST;V.PTCP
escritores	scénaristes	escritor	scénariste	N	N;MASC;PL
escritores	auteurs	escritor	auteur	N	N;MASC;PL
escritores	écrivains	escritor	écrivain	N	N;MASC;PL
universidades	universités	universidade	université	N	N;FEM;PL
universidades	université	universidade	université	N	N;FEM;SG
podre	pourrie	podre	pourrie	V	V;FEM;SG;PST;V.PTCP
calcetíns	chaussettes	calcetíns	chaussette	N	N;FEM;PL
calcetíns	chaussette	calcetíns	chaussette	N	N;FEM;SG
buscamos	regardant	buscar	regarder	V	V;PRS;V.PTCP
anual	annuelle	anual	annuel	ADJ	ADJ;FEM;SG
anual	annuels	anual	annuel	ADJ	ADJ;MASC;PL
anual	annuel	anual	annuel	ADJ	ADJ;MASC;SG
avances	avances	avance	avance	N	N;FEM;PL
partidos	parties	partido	partie	N	N;FEM;PL
partidos	matches	partido	match	N	N;MASC;PL
partidos	correspondances	partido	correspondance	N	N;FEM;PL
partidos	matchs	partido	match	N	N;MASC;PL
partidos	allumettes	partido	allumette	N	N;FEM;PL
necesarias	nécessaires	necesario	nécessaire	ADJ	ADJ;MASC;PL
necesarias	nécessaire	necesario	nécessaire	ADJ	ADJ;MASC;SG
posiblemente	éventuellement	posible	éventuellement	ADV	ADV
posiblemente	possiblement	posible	possiblement	ADV	ADV
delicado	délicate	delicar	délicat	ADJ	ADJ;FEM;SG
delicado	délicat	delicar	délicat	ADJ	ADJ;MASC;SG
delicado	délicates	delicar	délicat	ADJ	ADJ;FEM;PL
durmas	sommeil	durma	sommeil	N	N;MASC;SG
repito	répéter	repito	répéter	V	V;NFIN
repito	répète	repito	répéter	V	V;IND;SG;3;PRS;FIN
repito	répétez	repito	répéter	V	V;IMP;PL;2;PRS;FIN
crían	croyait	crían	croire	V	V;IND;SG;3;IPFV;FIN
crían	croyez	crían	croire	V	V;IMP;PL;2;PRS;FIN
crían	croire	crían	croire	V	V;NFIN
crían	croient	crían	croire	V	V;IND;PL;3;PRS;FIN
mensaxeiro	messenger	mensaxeiro	messenger	N	N;MASC;SG
mensaxeiro	messager	mensaxeiro	messager	N	N;MASC;SG
mensaxeiro	coursier	mensaxeiro	coursier	N	N;MASC;SG
respiro	break	respiro	break	N	N;MASC;SG
respiro	pause	respiro	pause	N	N;FEM;SG
respiro	rupture	respiro	rupture	N	N;FEM;SG
respiro	souffle	respiro	souffle	N	N;MASC;SG
respiro	respiration	respiro	respiration	N	N;FEM;SG
respiro	haleine	respiro	haleine	N	N;FEM;SG
combustible	carburant	combustible	carburant	N	N;MASC;SG
sutil	subtil	sutil	subtil	ADJ	ADJ;MASC;SG
sutil	subtile	sutil	subtile	ADJ	ADJ;FEM;SG
crendo	croyez	crendo	croire	V	V;IMP;PL;2;PRS;FIN
crendo	croire	crendo	croire	V	V;NFIN
crendo	croient	crendo	croire	V	V;IND;PL;3;PRS;FIN
crendo	réfléchir	crendo	réfléchir	V	V;NFIN
crendo	pensant	crendo	penser	V	V;PRS;V.PTCP
crendo	penser	crendo	penser	V	V;NFIN
crendo	croyant	crendo	croire	V	V;PRS;V.PTCP
crendo	croire	crendo	croire	V	V;NFIN
adoitaban	utilisées	adoitar	utiliser	V	V;FEM;PL;PST;V.PTCP
adoitaban	utilisé	adoitar	utiliser	V	V;MASC;SG;PST;V.PTCP
adoitaban	utilisés	adoitar	utiliser	V	V;MASC;PL;PST;V.PTCP
adoitaban	utilisée	adoitar	utiliser	V	V;FEM;SG;PST;V.PTCP
mortalidade	mortalité	mortalidade	mortalité	N	N;FEM;SG
mortalidade	décès	mortalidade	décès	N	N;MASC;SG
accidentes	accidents	accidente	accident	N	N;MASC;PL
accidentes	accident	accidente	accident	N	N;MASC;SG
inclúe	inclut	incluír	inclure	V	V;IND;SG;3;PRS;FIN
inclúe	comprend	incluír	comprendre	V	V;IND;SG;3;PRS;FIN
materias	crue	materia	crue	N	N;FEM;SG
materias	raw	materia	raw	N	N;MASC;SG
materias	crus	materia	cru	N	N;MASC;PL
misericordioso	miséricordieux	misericordioso	miséricordieux	ADJ	ADJ;MASC;SG
xesucristo	jésus	xesucristo	jésus	N	N;MASC;SG
xesucristo	christ	xesucristo	christ	N	N;MASC;SG
tradicións	traditions	tradición	tradition	N	N;FEM;PL
tradicións	tradition	tradición	tradition	N	N;FEM;SG
tradicións	traditions	tradición	tradition	N	N;FEM;PL
alcohol	alcools	alcohol	alcool	N	N;MASC;PL
alcohol	alcool	alcohol	alcool	N	N;MASC;SG
alivio	relief	alivio	relief	N	N;MASC;SG
alivio	soulagement	alivio	soulagement	N	N;MASC;SG
alivio	secours	alivio	secours	N	N;MASC;SG
insectos	insectes	insecto	insecte	N	N;MASC;PL
insectos	insecte	insecto	insecte	N	N;MASC;SG
túnel	tunnel	túnel	tunnel	N	N;MASC;SG
duelo	duel	duelo	duel	N	N;MASC;SG
duelo	duels	duelo	duel	N	N;MASC;PL
mares	mer	mar	mer	N	N;FEM;SG
mares	mers	mar	mer	N	N;FEM;PL
vivas	vivante	vivo	vivant	ADJ	ADJ;FEM;SG
vivas	vivants	vivo	vivant	ADJ	ADJ;MASC;PL
viaxando	voyager	viaxar	voyager	V	V;NFIN
viaxando	voyageant	viaxar	voyager	V	V;PRS;V.PTCP
artística	direction	artístico	direction	N	N;FEM;SG
marxe	salle	marxe	salle	N	N;FEM;SG
marxe	chambre	marxe	chambre	N	N;FEM;SG
marxe	chambres	marxe	chambre	N	N;FEM;PL
resolución	résolution	resolución	résolution	N	N;FEM;SG
ensinou	enseignée	ensinar	enseigner	V	V;FEM;SG;PST;V.PTCP
ensinou	enseigné	ensinar	enseigner	V	V;MASC;SG;PST;V.PTCP
ensinou	appris	ensinar	apprendre	V	V;MASC;SG;PST;V.PTCP
feixe	pile	feixe	pile	N	N;FEM;SG
feixe	tas	feixe	tas	N	N;MASC;SG
feixe	lot	feixe	lot	N	N;MASC;SG
rexistros	enregistrements	rexistro	enregistrement	N	N;MASC;PL
rexistros	records	rexistro	record	N	N;MASC;PL
focas	phoque	foca	phoque	N	N;MASC;SG
focas	sceaux	foca	sceau	N	N;MASC;PL
focas	phoques	foca	phoque	N	N;MASC;PL
focas	joints	foca	joint	N	N;MASC;PL
globo	ballons	globo	ballon	N	N;MASC;PL
globo	montgolfière	globo	montgolfier	N	N;FEM;SG
globo	ballon	globo	ballon	N	N;MASC;SG
choraba	pleurer	chorar	pleurer	V	V;NFIN
choraba	pleurant	chorar	pleurer	V	V;PRS;V.PTCP
choraba	pleure	chorar	pleure	V	V;IND;SG;3;PRS;FIN
choraba	pleurait	chorar	pleurer	V	V;IND;SG;3;IPFV;FIN
choraba	cria	chorar	cria	V	V;IND;SG;3;PST;FIN
choraba	pleuré	chorar	pleuré	V	V;MASC;SG;PST;V.PTCP
continuou	continué	continuar	continuer	V	V;MASC;SG;PST;V.PTCP
elefante	éléphants	elefante	éléphant	N	N;MASC;PL
elefante	elephant	elefante	elephant	N	N;MASC;SG
elefante	éléphant	elefante	élépher	N	N;MASC;SG
elefante	éléphants	elefante	éléphant	N	N;MASC;PL
golf	golf	golf	golf	N	N;MASC;SG
sétimo	septième	sétimo	septième	ADJ	ADJ;MASC;SG
venden	vends	vender	vendre	V	V;IND;SG;3;PRS;FIN
venden	vendre	vender	vendre	V	V;NFIN
camas	lits	cama	lit	N	N;MASC;PL
atopara	avais	atopar	avoir	V	V;IND;SG;1;IPFV;FIN
atopara	rencontrée	atopar	rencontrer	V	V;FEM;SG;PST;V.PTCP
atopara	rencontrées	atopar	rencontrer	V	V;FEM;PL;PST;V.PTCP
atopara	rencontré	atopar	rencontrer	V	V;MASC;SG;PST;V.PTCP
atopara	rencontrés	atopar	rencontrer	V	V;MASC;PL;PST;V.PTCP
bonecas	poupées	boneca	poupée	N	N;FEM;PL
evento	évènement	evento	évènement	N	N;MASC;SG
evento	événement	evento	événement	N	N;MASC;SG
evento	evénement	evento	evénement	N	N;MASC;SG
festival	festival	festival	festival	N	N;MASC;SG
festival	fête	festival	fête	N	N;FEM;SG
determinación	détermination	determinación	détermination	N	N;FEM;SG
chamaron	appelée	chamar	appeler	V	V;FEM;SG;PST;V.PTCP
chamaron	appelé	chamar	appeler	V	V;MASC;SG;PST;V.PTCP
chamaron	appelés	chamar	appeler	V	V;MASC;PL;PST;V.PTCP
brasil	brésil	brasil	brésil	N	N;MASC;SG
afeita	utilisées	afeitar	utiliser	V	V;FEM;PL;PST;V.PTCP
afeita	utilisé	afeitar	utiliser	V	V;MASC;SG;PST;V.PTCP
afeita	utilisés	afeitar	utiliser	V	V;MASC;PL;PST;V.PTCP
afeita	utilisée	afeitar	utiliser	V	V;FEM;SG;PST;V.PTCP
ilusións	illusions	ilusión	illusion	N	N;FEM;PL
tiran	jeter	ter	jeter	V	V;NFIN
separar	séparés	separar	séparer	V	V;MASC;PL;PST;V.PTCP
separar	séparé	separar	séparer	V	V;MASC;SG;PST;V.PTCP
separar	séparées	separar	séparer	V	V;FEM;PL;PST;V.PTCP
separar	séparer	separar	séparer	V	V;NFIN
pito	poulet	pito	poulet	N	N;MASC;SG
pito	poule	pito	poule	N	N;FEM;SG
pito	volaille	pito	volailler	N	N;FEM;SG
pito	poulets	pito	poulet	N	N;MASC;PL
pito	clope	pito	clope	N	N;FEM;SG
pito	cigarette	pito	cigarette	N	N;FEM;SG
pito	cigarettes	pito	cigarette	N	N;FEM;PL
censura	censure	censura	censure	N	N;FEM;SG
crianzas	enfants	crianza	enfant	N	N;MASC;PL
crianzas	enfant	crianza	enfant	N	N;MASC;SG
montes	montagnes	monte	montagne	N	N;FEM;PL
montes	monts	monte	mont	N	N;MASC;PL
montes	montagne	monte	montagne	N	N;FEM;SG
chamados	appelée	chamar	appeler	V	V;FEM;SG;PST;V.PTCP
chamados	appelé	chamar	appeler	V	V;MASC;SG;PST;V.PTCP
chamados	appelés	chamar	appeler	V	V;MASC;PL;PST;V.PTCP
cualificación	notation	cualificación	notation	N	N;FEM;SG
cualificación	cotation	cualificación	cotation	N	N;FEM;SG
cualificación	cote	cualificación	cote	N	N;FEM;SG
insultar	insulter	insultar	insulter	V	V;NFIN
insultar	insulter	insultar	insulter	V	V;NFIN
liberal	libéral	liberal	libéral	ADJ	ADJ;MASC;SG
liberal	libérale	liberal	libéral	ADJ	ADJ;FEM;SG
liberal	libérales	liberal	libéral	ADJ	ADJ;FEM;PL
perdera	perdu	perderar	perdre	V	V;MASC;SG;PST;V.PTCP
perdera	perdues	perderar	perdre	V	V;FEM;PL;PST;V.PTCP
perdera	perdue	perderar	perdre	V	V;FEM;SG;PST;V.PTCP
perdera	perdus	perderar	perdre	V	V;MASC;PL;PST;V.PTCP
perdera	avais	perderar	avoir	V	V;IND;SG;1;IPFV;FIN
escuros	profond	escuro	profond	ADJ	ADJ;MASC;SG
escuros	profonds	escuro	profond	ADJ	ADJ;MASC;PL
escuros	profonde	escuro	profond	ADJ	ADJ;FEM;SG
escuros	foncé	escuro	foncé	ADJ	ADJ;MASC;SG
escuros	sombre	escuro	sombre	ADJ	ADJ;MASC;SG
internacionais	international	internacional	international	ADJ	ADJ;MASC;SG
internacionais	internationaux	internacional	international	ADJ	ADJ;MASC;PL
internacionais	internationale	internacional	international	ADJ	ADJ;FEM;SG
socio	partenaire	socio	partenaire	N	N;MASC;SG
socio	partenaires	socio	partenaire	N	N;MASC;PL
extrema	extreme	extremo	extrême	N	N;MASC;SG
esquecido	oubliés	esquecer	oublier	V	V;MASC;PL;PST;V.PTCP
esquecido	oubliées	esquecer	oublier	V	V;FEM;PL;PST;V.PTCP
esquecido	oublié	esquecer	oublier	V	V;MASC;SG;PST;V.PTCP
esquecido	oubliée	esquecer	oublier	V	V;FEM;SG;PST;V.PTCP
escoitarme	ecouter	escoitarme	ecouter	V	V;NFIN
escoitarme	écoutant	escoitarme	écouter	V	V;PRS;V.PTCP
escoitarme	écouter	escoitarme	écouter	V	V;NFIN
escoitarme	ecouter	escoitarme	ecouter	V	V;NFIN
escoitarme	ecoutez	escoitarme	ecouter	V	V;IMP;PL;2;PRS;FIN
escoitarme	écoutez	escoitarme	écouter	V	V;IMP;PL;2;PRS;FIN
escoitarme	écouter	escoitarme	écouter	V	V;NFIN
escoitarme	entendez	escoitarme	entendre	V	V;IMP;PL;2;PRS;FIN
escoitarme	entendre	escoitarme	entendre	V	V;NFIN
rabia	colère	rabia	colère	N	N;FEM;SG
rabia	fureur	rabia	fureur	N	N;FEM;SG
rabia	colère	rabia	colère	N	N;FEM;SG
rabia	rage	rabia	rage	N	N;FEM;SG
caros	coûteux	caro	coûteux	ADJ	ADJ;MASC;SG
caros	chères	caro	cher	ADJ	ADJ;FEM;PL
católica	catholique	católico	catholique	ADJ	ADJ;MASC;SG
católica	catholiques	católico	catholique	ADJ	ADJ;MASC;PL
sacrificar	sacrifié	sacrificar	sacrifier	V	V;MASC;SG;PST;V.PTCP
sacrificar	sacrifier	sacrificar	sacrifier	V	V;NFIN
sacrificar	sacrifier	sacrificar	sacrifier	V	V;NFIN
apropiado	appropriées	apropiar	approprier	V	V;FEM;PL;PST;V.PTCP
apropiado	appropriés	apropiar	approprié	V	V;MASC;PL;PST;V.PTCP
apropiado	appropriée	apropiar	approprier	V	V;FEM;SG;PST;V.PTCP
apropiado	ferait	apropiar	faire	V	V;COND;SG;3;PRS;FIN
carreta	phantom	carreta	phantom	N	N;MASC;SG
carreta	fantôme	carreta	fantôme	N	N;MASC;SG
carreta	chariot	carreta	chariot	N	N;MASC;SG
carreta	panier	carreta	panier	N	N;MASC;SG
carreta	charrette	carreta	charrette	N	N;FEM;SG
deberá	doit	deber	devoir	V	V;IND;SG;3;PRS;FIN
deberá	doivent	deber	devoir	V	V;IND;PL;3;PRS;FIN
deberá	devez	deber	devoir	V	V;IMP;PL;2;PRS;FIN
buscaba	etait	buscar	etever	V	V;IND;SG;3;IPFV;FIN
buscaba	regardant	buscar	regarder	V	V;PRS;V.PTCP
dubido	douter	dober	douter	V	V;NFIN
dubido	doutez	dober	douter	V	V;IMP;PL;2;PRS;FIN
suor	sweat	suor	sweat	N	N;MASC;SG
suor	sueur	suor	sueur	N	N;FEM;SG
suor	sueurs	suor	sueur	N	N;FEM;PL
merca	achat	merca	achat	N	N;MASC;SG
atraso	retard	atraso	retard	N	N;MASC;SG
copas	boisson	copa	boisson	N	N;FEM;SG
copas	boissons	copa	boisson	N	N;FEM;PL
recto	hétéro	recto	hétéro	N	N;MASC;SG
saúda	salut	saúda	salut	N	N;MASC;SG
abrazo	étreinte	abrazo	étreinte	N	N;FEM;SG
tea	tissu	tea	tissu	N	N;MASC;SG
bicar	baiser	bicar	baiser	V	V;NFIN
inspección	inspections	inspección	inspection	N	N;FEM;PL
inspección	inspection	inspección	inspection	N	N;FEM;SG
inspección	dortoirs	inspección	dortoir	N	N;MASC;PL
inspección	dortoir	inspección	dortoir	N	N;MASC;SG
máximo	maximale	máximo	maximal	ADJ	ADJ;FEM;SG
máximo	maximal	máximo	maximal	ADJ	ADJ;MASC;SG
máximo	maximales	máximo	maximal	ADJ	ADJ;FEM;PL
máximo	maximum	máximo	maximum	ADJ	ADJ;MASC;SG
cambiaches	changé	cambiaches	changer	V	V;MASC;SG;PST;V.PTCP
cambiaches	changée	cambiaches	changer	V	V;FEM;SG;PST;V.PTCP
cambiaches	modifier	cambiaches	modifier	V	V;NFIN
cambiaches	changer	cambiaches	changer	V	V;NFIN
interesan	intéressée	interesar	intéresser	V	V;FEM;SG;PST;V.PTCP
interesan	intéressés	interesar	intéresser	V	V;MASC;PL;PST;V.PTCP
interesan	intéressées	interesar	intéresser	V	V;FEM;PL;PST;V.PTCP
interesan	intéressé	interesar	intéresser	V	V;MASC;SG;PST;V.PTCP
peitos	seins	peito	sein	N	N;MASC;PL
peitos	poitrines	peito	poitrine	N	N;FEM;PL
peitos	poitrine	peito	poitrine	N	N;FEM;SG
peitos	seins	peito	sein	N	N;MASC;PL
peitos	sein	peito	sein	N	N;MASC;SG
despedido	virée	despedir	virée	V	V;FEM;SG;PST;V.PTCP
despedido	viré	despedir	viré	V	V;MASC;SG;PST;V.PTCP
despedido	virés	despedir	viré	V	V;MASC;PL;PST;V.PTCP
baleiras	vides	baleira	vide	ADJ	ADJ;MASC;PL
baleiras	vide	baleira	vide	ADJ	ADJ;MASC;SG
furioso	furieux	furioso	furieux	ADJ	ADJ;MASC;SG
furioso	furieuse	furioso	furieux	ADJ	ADJ;FEM;SG
retiro	retraite	retiro	retraite	N	N;FEM;SG
peles	peaux	pel	peau	N	N;MASC;PL
peles	skins	pel	skin	N	N;MASC;PL
peles	fourrure	pel	fourrure	N	N;FEM;SG
peles	fourrures	pel	fourrure	N	N;FEM;PL
peles	pelage	pel	pelage	N	N;MASC;SG
cranio	crâne	cranio	crâne	N	N;MASC;SG
cranio	crânes	cranio	crâne	N	N;MASC;PL
destruíron	détruite	destruír	détruire	V	V;FEM;SG;PST;V.PTCP
destruíron	détruits	destruír	détruire	V	V;MASC;PL;PST;V.PTCP
destruíron	détruit	destruír	détruire	V	V;MASC;SG;PST;V.PTCP
destruíron	détruites	destruír	détruire	V	V;FEM;PL;PST;V.PTCP
batallóns	bataillons	batallón	bataillon	N	N;MASC;PL
conquista	conquête	conquista	conquête	N	N;FEM;SG
conquista	conquêtes	conquista	conquête	N	N;FEM;PL
veteranos	vétérans	veterano	vétéran	N	N;MASC;PL
valentía	courage	valentía	courage	N	N;MASC;SG
defende	défend	defender	défendre	V	V;IND;SG;3;PRS;FIN
torna	devient	torna	devenir	V	V;IND;SG;3;PRS;FIN
cheguemos	obtenez	cheguer	obtenir	V	V;IMP;PL;2;PRS;FIN
cheguemos	obtenir	cheguer	obtenir	V	V;NFIN
atoparei	trouver	atopar	trouver	V	V;NFIN
atoparei	trouvez	atopar	trouver	V	V;IMP;PL;2;PRS;FIN
tesouro	trésors	tesouro	trésor	N	N;MASC;PL
tesouro	trésor	tesouro	trésor	N	N;MASC;SG
destruído	détruite	destruír	détruire	V	V;FEM;SG;PST;V.PTCP
destruído	détruits	destruír	détruire	V	V;MASC;PL;PST;V.PTCP
destruído	détruit	destruír	détruire	V	V;MASC;SG;PST;V.PTCP
destruído	détruites	destruír	détruire	V	V;FEM;PL;PST;V.PTCP
chamarme	appeler	chamarme	appeler	V	V;NFIN
chamarme	appelez	chamarme	appeler	V	V;IMP;PL;2;PRS;FIN
chamarme	appelle	chamarme	appeler	V	V;IND;SG;3;PRS;FIN
delicioso	délicieuse	delicioso	délicieux	ADJ	ADJ;FEM;SG
delicioso	délicieuses	delicioso	délicieux	ADJ	ADJ;FEM;PL
delicioso	délicieux	delicioso	délicieux	ADJ	ADJ;MASC;SG
coñeciches	rencontre	coñeciche	rencontre	N	N;FEM;SG
pixamas	pyjamas	pixar	pyjamas	N	N;MASC;PL
pixamas	pyjama	pixar	pyjama	N	N;MASC;SG
pau	stick	pau	stick	N	N;MASC;SG
pau	bâton	pau	bâton	N	N;MASC;SG
filliña	lettre	filliña	lettre	N	N;FEM;SG
filliña	fille	filliña	fille	N	N;FEM;SG
filliña	fillette	filliña	fillette	N	N;FEM;SG
excusas	excuses	excusa	excuse	N	N;FEM;PL
sagrada	sacrées	sagrar	sacré	V	V;FEM;PL;PST;V.PTCP
sagrada	sacrée	sagrar	sacrer	V	V;FEM;SG;PST;V.PTCP
sagrada	sacré	sagrar	sacrer	V	V;MASC;SG;PST;V.PTCP
sagrada	sacrés	sagrar	sacré	V	V;MASC;PL;PST;V.PTCP
sagrada	sacré	sagrar	sacrer	V	V;MASC;SG;PST;V.PTCP
insolente	insolente	insolente	insolent	ADJ	ADJ;FEM;SG
insolente	insolent	insolente	insoler	ADJ	ADJ;MASC;SG
mineral	minéral	mineral	minéral	N	N;MASC;SG
mineral	minéraux	mineral	minéral	N	N;MASC;PL
mineral	minerai	mineral	minerai	N	N;MASC;SG
cantaba	chantons	cantar	chanter	V	V;IMP;PL;1;PRS;FIN
cantaba	chanter	cantar	chanter	V	V;NFIN
cantaba	chante	cantar	chanter	V	V;IND;SG;3;PRS;FIN
cantaba	chanté	cantar	chanter	V	V;MASC;SG;PST;V.PTCP
cantaba	chantait	cantar	chanter	V	V;IND;SG;3;IPFV;FIN
tentaron	essayé	tentar	essayer	V	V;MASC;SG;PST;V.PTCP
tentaron	tenté	tentar	tenter	V	V;MASC;SG;PST;V.PTCP
gaspare	gaspare	gaspare	gaspare	N	N;MASC;SG
executado	exécuté	executar	exécuter	V	V;MASC;SG;PST;V.PTCP
executado	exécutés	executar	exécuter	V	V;MASC;PL;PST;V.PTCP
executado	exécutée	executar	exécuter	V	V;FEM;SG;PST;V.PTCP
anarquista	anarchistes	anarquista	anarchiste	N	N;MASC;PL
escribo	écrivez	escribir	écrire	V	V;IMP;PL;2;PRS;FIN
escribo	ecrire	escribir	ecrire	V	V;NFIN
escribo	écrire	escribir	écrire	V	V;NFIN
escribo	rédiger	escribir	rédiger	V	V;NFIN
detido	arrêtés	deter	arrêter	V	V;MASC;PL;PST;V.PTCP
detido	arrêté	deter	arrêter	V	V;MASC;SG;PST;V.PTCP
detido	arrêtée	deter	arrêter	V	V;FEM;SG;PST;V.PTCP
artillería	artillerie	artillería	artillerie	N	N;FEM;SG
terroristas	terroristes	terrorista	terroriste	N	N;MASC;PL
ambulancias	ambulances	ambulancia	ambulance	N	N;FEM;PL
punk	punk	punk	punk	N	N;MASC;SG
punk	voyou	punk	voyou	N	N;MASC;SG
condesa	comtesse	condesa	comtesse	N	N;FEM;SG
condesa	douairière	condesa	douairier	N	N;FEM;SG
comuneiros	communards	comuneiro	communard	N	N;MASC;PL
profes	professeurs	profe	professeur	N	N;MASC;PL
profes	enseignants	profe	enseignant	N	N;MASC;PL
profes	enseignant	profe	enseignant	N	N;MASC;SG
asteroides	astéroïdes	asteroide	astéroïde	N	N;MASC;PL
asteroides	astéroïde	asteroide	astéroïde	N	N;MASC;SG
asteroides	astéroïdes	asteroide	astéroïde	N	N;MASC;PL
asteroides	astéroïde	asteroide	astéroïde	N	N;MASC;SG
desexaba	recherchés	desexar	rechercher	V	V;MASC;PL;PST;V.PTCP
desexaba	recherché	desexar	rechercher	V	V;MASC;SG;PST;V.PTCP
desexaba	recherchée	desexar	rechercher	V	V;FEM;SG;PST;V.PTCP
desexaba	voulu	desexar	vouloir	V	V;MASC;SG;PST;V.PTCP
desexaba	voulait	desexar	vouloir	V	V;IND;SG;3;IPFV;FIN
desexaba	espéraient	desexar	espérer	V	V;IND;PL;3;IPFV;FIN
desexaba	espéré	desexar	espérer	V	V;MASC;SG;PST;V.PTCP
desexaba	espérait	desexar	espérer	V	V;IND;SG;3;IPFV;FIN
solucionar	résoudre	solucionar	résoudre	V	V;NFIN
solucionar	résout	solucionar	résoudre	V	V;IND;SG;3;PRS;FIN
doenzas	maladies	doenza	maladie	N	N;FEM;PL
hormona	hormone	hormona	hormone	N	N;FEM;SG
doutores	docteurs	doutor	docteur	N	N;MASC;PL
doutores	médecins	doutor	médecin	N	N;MASC;PL
cambiando	changeant	cambiar	changer	V	V;PRS;V.PTCP
cambiando	changer	cambiar	changer	V	V;NFIN
tocamos	jouer	tocar	jouer	V	V;NFIN
tocamos	jouez	tocar	jouer	V	V;IMP;PL;2;PRS;FIN
bendición	bénédiction	bendición	bénédiction	N	N;FEM;SG
bendición	bienfait	bendición	bienfer	N	N;MASC;SG
incribles	incroyable	incrible	incroyable	ADJ	ADJ;MASC;SG
incribles	extraordinaire	incrible	extraordinaire	ADJ	ADJ;MASC;SG
incribles	étonnant	incrible	étonner	ADJ	ADJ;MASC;SG
incribles	incroyable	incrible	incroyable	ADJ	ADJ;MASC;SG
má	bad	má	bad	N	N;MASC;SG
inspiración	inspiration	inspiración	inspiration	N	N;FEM;SG
gráfica	graphique	gráfico	graphique	ADJ	ADJ;MASC;SG
gráfica	graphique	gráfico	graphique	ADJ	ADJ;MASC;SG
estudamos	étudier	estudar	étudier	V	V;NFIN
sabia	saviez	sabia	savoir	V	V;IMP;PL;2;PRS;FIN
sabia	savait	sabia	savoir	V	V;IND;SG;3;IPFV;FIN
sabia	savais	sabia	savoir	V	V;IND;SG;1;IPFV;FIN
sabia	savaient	sabia	savoir	V	V;IND;PL;3;IPFV;FIN
ministerio	ministère	ministerio	ministère	N	N;MASC;SG
ministerio	bureaux	ministerio	bureau	N	N;MASC;PL
ministerio	bureau	ministerio	bureau	N	N;MASC;SG
pensaría	pense	pensar	penser	V	V;IND;SG;3;PRS;FIN
pensaría	pensez	pensar	penser	V	V;IMP;PL;2;PRS;FIN
pensaría	penser	pensar	penser	V	V;NFIN
pensaría	réfléchir	pensar	réfléchir	V	V;NFIN
nostalxia	nostalgie	nostalxia	nostalgie	N	N;FEM;SG
existía	etait	existir	etever	V	V;IND;SG;3;IPFV;FIN
seguise	etait	seguir	etever	V	V;IND;SG;3;IPFV;FIN
seguise	prend	seguir	prendre	V	V;IND;SG;3;PRS;FIN
seguise	prendre	seguir	prendre	V	V;NFIN
seguise	prenez	seguir	prendre	V	V;IMP;PL;2;PRS;FIN
seguise	prends	seguir	prendre	V	V;IND;SG;1;PRS;FIN
vendía	vendues	vendía	vendre	V	V;FEM;PL;PST;V.PTCP
vendía	vendus	vendía	vendre	V	V;MASC;PL;PST;V.PTCP
vendía	vendue	vendía	vendre	V	V;FEM;SG;PST;V.PTCP
vendía	vendu	vendía	vendre	V	V;MASC;SG;PST;V.PTCP
decatámonos	réalisé	decatámonos	réaliser	V	V;MASC;SG;PST;V.PTCP
poemas	poèmes	poema	poème	N	N;MASC;PL
coñecedes	connaitre	coñecede	connaître	V	V;NFIN
coñecedes	connaître	coñecede	connaître	V	V;NFIN
coñecedes	sachez	coñecede	savoir	V	V;IMP;PL;2;PRS;FIN
coñecedes	savoir	coñecede	savoir	V	V;NFIN
ducias	douzaine	ducia	douzaine	N	N;FEM;SG
ducias	dizaines	ducia	dizaine	N	N;FEM;PL
ducias	douzaines	ducia	douzaine	N	N;FEM;PL
supremo	supreme	supremo	supreme	N	N;MASC;SG
táboa	table	táboa	table	N	N;FEM;SG
táboa	tableau	táboa	tableau	N	N;MASC;SG
errada	faux	errada	faux	ADJ	ADJ;MASC;SG
madrugada	matinée	madrugar	matiné	V	V;FEM;SG;PST;V.PTCP
illamento	isolation	illamento	isolation	N	N;FEM;SG
illamento	isolement	illamento	isolement	N	N;MASC;SG
aparellos	dispositifs	aparello	dispositif	N	N;MASC;PL
aparellos	appareils	aparello	appareil	N	N;MASC;PL
negociacións	négociations	negociación	négociation	N	N;FEM;PL
