από	از	από	از	ADP	ADP
μεγαλύτερη	بزرگتر	μεγάλος	بزرگ	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
μεγαλύτερη	بزرگتر	μεγάλος	بزرگ	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
μεγαλύτερη	بزرگتری	μεγάλος	بزرگ	ADJ;NOM;CMPR;FEM;SG	ADJ;CMPR
κόσμο	جهان	κόσμος	جهان	N;ACC;MASC;SG	N;SG
κόσμο	دنیا	κόσμος	دنیا	N;ACC;MASC;SG	N;SG
κόσμο	جهانی	κόσμος	جهانی	N;ACC;MASC;SG	N;SG
άτομα	اشخاص	άτομο	شخص	N;NOM;NEUT;PL	N;PL
άτομα	افراد	άτομο	فرد	N;NOM;NEUT;PL	N;PL
άτομα	مردمان	άτομο	مردم	N;NOM;NEUT;PL	N;PL
άτομα	آدمها	άτομο	آدم	N;NOM;NEUT;PL	N;PL
είδος	تیپ	είδος	None	N;NOM;NEUT;SG	N;SG
είδος	نوع	είδος	نوع	N;NOM;NEUT;SG	N;SG
είδος	تایپ	είδος	تایپ	N;NOM;NEUT;SG	N;SG
είδος	گونه	είδος	گونه	N;NOM;NEUT;SG	N;SG
μεγαλύτερο	بزرگتر	μεγάλος	بزرگ	ADJ;NOM;CMPR;NEUT;SG	ADJ;CMPR
μεγαλύτερο	پیرتر	μεγάλος	پیر	ADJ;NOM;CMPR;NEUT;SG	ADJ;CMPR
μεγαλύτερο	بزرگتر	μεγάλος	بزرگ	ADJ;NOM;CMPR;NEUT;SG	ADJ;CMPR
μεγαλύτερο	بزرگتر	μεγάλος	بزرگ	ADJ;NOM;CMPR;NEUT;SG	ADJ;CMPR
μεγαλύτερο	بزرگتری	μεγάλος	بزرگ	ADJ;NOM;CMPR;NEUT;SG	ADJ;CMPR
χώρες	کشورها	χώρα	کشور	N;NOM;FEM;PL	N;PL
χώρο	فضای	χώρος	فضا	N;ACC;MASC;SG	N;SG
χώρο	فضا	χώρος	فضا	N;ACC;MASC;SG	N;SG
χώρο	فضایی	χώρος	فضا	N;ACC;MASC;SG	N;SG
χώρο	فاصله	χώρος	فاصله	N;ACC;MASC;SG	N;SG
σχολή	مدرسه	σχολή	مدرسه	N;NOM;FEM;SG	N;SG
σχολή	مکتب	σχολή	مکتب	N;NOM;FEM;SG	N;SG
τρία	سه	τρεις	سه	NUM;NOM;NEUT;PL	NUM
χαρακτηριστικά	مشخصات	χαρακτηριστικός	مشخصه	N;NOM;NEUT;PL	N;PL
χαρακτηριστικά	ویژگیها	χαρακτηριστικός	ویژگی	N;NOM;NEUT;PL	N;PL
χαρακτηριστικά	ویژگیهای	χαρακτηριστικός	ویژگی	N;NOM;NEUT;PL	N;PL
όρος	ترم	όρος	ترم	N;NOM;MASC;SG	N;SG
όρος	اصطلاح	όρος	None	N;NOM;MASC;SG	N;SG
όρος	کوه	όρος	کوه	N;NOM;MASC;SG	N;SG
όρος	طور	όρος	طور	N;NOM;MASC;SG	N;SG
όρος	شرط	όρος	شرط	N;NOM;MASC;SG	N;SG
βασιλιάς	پادشاه	βασιλιάς	پادشاه	N;NOM;MASC;SG	N;SG
βασιλιάς	کینگ	βασιλιάς	کینگ	N;NOM;MASC;SG	N;SG
βασιλιάς	شاه	βασιλιάς	شاه	N;NOM;MASC;SG	N;SG
παιδιά	پسران	παιδί	پسر	N;NOM;NEUT;PL	N;PL
παιδιά	پسرها	παιδί	پسر	N;NOM;NEUT;PL	N;PL
παιδιά	پسرا	παιδί	پسرا	N;NOM;NEUT;PL	N;PL
παιδιά	کودکان	παιδί	کودک	N;NOM;NEUT;PL	N;PL
παιδιά	فرزندان	παιδί	فرزند	N;NOM;NEUT;PL	N;PL
παιδιά	اطفال	παιδί	None	N;NOM;NEUT;PL	N;PL
βραβείο	جایزه	βραβείο	جایزه	N;NOM;NEUT;SG	N;SG
βραβείο	جایزه	βραβείο	جایزه	N;NOM;NEUT;SG	N;SG
χρονιά	سال	χρονιά	سال	N;ACC;FEM;SG	N;SG
παραγωγή	تولید	παραγωγή	تولید	N;NOM;FEM;SG	N;SG
ηθοποιός	بازیگر	ηθοποιός	بازیگر	N;NOM;MASC;SG	N;SG
ηθοποιός	actress	ηθοποιός	actress	N;NOM;MASC;SG	N;SG
ηθοποιός	هنرپیشه	ηθοποιός	هنرپیشه	N;NOM;MASC;SG	N;SG
ηθοποιός	بازیگر	ηθοποιός	بازیگر	N;NOM;MASC;SG	N;SG
ηθοποιός	actor	ηθοποιός	actor	N;NOM;MASC;SG	N;SG
δυνάμεις	قدرتهای	δύναμη	قدرت	N;NOM;FEM;PL	N;PL
δυνάμεις	نیروهای	δύναμη	نیرو	N;NOM;FEM;PL	N;PL
δυνάμεις	نیروهایی	δύναμη	نیرو	N;NOM;FEM;PL	N;PL
δεκαετία	دهه	δεκαετία	دهه	N;ACC;FEM;SG	N;SG
γνωστό	معلوم	γνωστός	معلوم	ADJ;NOM;NEUT;SG	ADJ
βιβλίο	کتاب	βιβλίο	کتاب	N;NOM;NEUT;SG	N;SG
βιβλίο	کتابی	βιβλίο	کتاب	N;NOM;NEUT;SG	N;SG
διάστημα	فاصله	διάστημα	فاصله	N;NOM;NEUT;SG	N;SG
διάστημα	فضای	διάστημα	فضا	N;NOM;NEUT;SG	N;SG
διάστημα	فضا	διάστημα	فضا	N;NOM;NEUT;SG	N;SG
διάστημα	فضایی	διάστημα	فضا	N;NOM;NEUT;SG	N;SG
διάστημα	فاصله	διάστημα	فاصله	N;NOM;NEUT;SG	N;SG
οικογένεια	فامیل	οικογένεια	فامیل	N;NOM;FEM;SG	N;SG
οικογένεια	خانوادگی	οικογένεια	خانوادگی	N;NOM;FEM;SG	N;SG
οικογένεια	خانواده	οικογένεια	خانواده	N;NOM;FEM;SG	N;SG
πέντε	پنج	πέντε	پنج	NUM;NOM;MASC;PL	NUM
υπουργός	وزیر	υπουργός	وزیر	N;NOM;MASC;SG	N;SG
υπουργός	وزیری	υπουργός	وزیری	N;NOM;MASC;SG	N;SG
σεζόν	فصل	σεζόν	فصل	N;ACC;FEM;SG	N;SG
πρότυπο	model	πρότυπο	model	N;NOM;NEUT;SG	N;SG
πρότυπο	مدل	πρότυπο	مدل	N;NOM;NEUT;SG	N;SG
πρότυπο	استاندارد	πρότυπο	استاندارد	N;NOM;NEUT;SG	N;SG
αριθμός	عدد	αριθμός	عدد	N;NOM;MASC;SG	N;SG
αριθμός	شمارۀ	αριθμός	شمارۀ	N;NOM;MASC;SG	N;SG
αριθμός	شماره	αριθμός	شماره	N;NOM;MASC;SG	N;SG
θάνατο	مرگ	θάνατος	مرگ	N;ACC;MASC;SG	N;SG
εταιρεία	شرکت	εταιρεία	شرکت	N;NOM;FEM;SG	N;SG
εταιρεία	company	εταιρεία	None	N;NOM;FEM;SG	N;SG
εταιρεία	کمپانی	εταιρεία	کمپانی	N;NOM;FEM;SG	N;SG
σώμα	بدن	σώμα	بدن	N;NOM;NEUT;SG	N;SG
σώμα	بدنی	σώμα	بدنی	N;NOM;NEUT;SG	N;SG
σώμα	بدنه	σώμα	بدنه	N;NOM;NEUT;SG	N;SG
σώμα	جسم	σώμα	جسم	N;NOM;NEUT;SG	N;SG
σώμα	b	σώμα	b	N;NOM;NEUT;SG	N;SG
σώμα	لشگر	σώμα	لشگر	N;NOM;NEUT;SG	N;SG
πρωτεύουσα	پایتخت	πρωτεύουσα	پایتخت	N;NOM;FEM;SG	N;SG
πρωτεύουσα	سرمایه	πρωτεύουσα	سرمایه	N;NOM;FEM;SG	N;SG
σύνολο	مجموع	σύνολο	مجموع	N;NOM;NEUT;SG	N;SG
γνωστή	معلوم	γνωστός	معلوم	ADJ;NOM;FEM;SG	ADJ
κατάσταση	وضعیت	κατάσταση	وضعیت	N;ACC;FEM;SG	N;SG
κατάσταση	وضعیت	κατάσταση	وضعیت	N;ACC;FEM;SG	N;SG
κατάσταση	موقعیت	κατάσταση	موقعیت	N;ACC;FEM;SG	N;SG
κατάσταση	شرط	κατάσταση	شرط	N;ACC;FEM;SG	N;SG
νησί	آیلند	νησί	آیلند	N;NOM;NEUT;SG	N;SG
νησί	جزیره	νησί	جزیره	N;NOM;NEUT;SG	N;SG
επίπεδο	تراز	επίπεδο	تراز	N;NOM;NEUT;SG	N;SG
επίπεδο	لول	επίπεδο	None	N;NOM;NEUT;SG	N;SG
επίπεδο	سطح	επίπεδο	سطح	N;NOM;NEUT;SG	N;SG
επιτυχία	کامیابی	επιτυχία	کامیابی	N;NOM;FEM;SG	N;SG
επιτυχία	success	επιτυχία	success	N;NOM;FEM;SG	N;SG
επιτυχία	موفقیت	επιτυχία	موفقیت	N;NOM;FEM;SG	N;SG
άλλους	دیگران	άλλος	دیگری	PRO;NOM;MASC;PL;3	PRO
δημιουργία	ایجاد	δημιουργία	ایجاد	N;ACC;FEM;SG	N;SG
δημιουργία	آفرینش	δημιουργία	آفرینش	N;ACC;FEM;SG	N;SG
δημιουργία	ایجاد	δημιουργία	ایجاد	N;ACC;FEM;SG	N;SG
δημιουργία	خلقت	δημιουργία	خلقت	N;ACC;FEM;SG	N;SG
αρχή	شروع	αρχή	شروع	N;NOM;FEM;SG	N;SG
αρχή	آغاز	αρχή	آغاز	N;NOM;FEM;SG	N;SG
αρχή	ابتدای	αρχή	ابتدا	N;NOM;FEM;SG	N;SG
αρχή	آغاز	αρχή	آغاز	N;NOM;FEM;SG	N;SG
αρχή	اصل	αρχή	اصل	N;NOM;FEM;SG	N;SG
αρχή	تسلط	αρχή	تسلط	N;NOM;FEM;SG	N;SG
αρχή	سلطه	αρχή	سلطه	N;NOM;FEM;SG	N;SG
άδεια	گواهینامه	άδεια	گواهینامه	N;NOM;FEM;SG	N;SG
άδεια	مجوز	άδεια	مجوز	N;NOM;FEM;SG	N;SG
άδεια	جواز	άδεια	جواز	N;NOM;FEM;SG	N;SG
άδεια	اجازه	άδεια	اجازه	N;NOM;FEM;SG	N;SG
άδεια	مجوز	άδεια	مجوز	N;NOM;FEM;SG	N;SG
άδεια	اجازه	άδεια	اجازه	N;NOM;FEM;SG	N;SG
άδεια	خالی	άδεια	خالی	N;NOM;FEM;SG	N;SG
άδεια	تهی	άδεια	تهی	N;NOM;FEM;SG	N;SG
περισσότερα	بیشتر	πολύς	بیش	ADJ;NOM;CMPR;NEUT;PL	ADJ;CMPR
ανάπτυξη	توسعه	ανάπτυξη	توسعه	N;ACC;FEM;SG	N;SG
ανάπτυξη	رشد	ανάπτυξη	رشد	N;ACC;FEM;SG	N;SG
φάση	مرحله	φάση	مرحله	N;ACC;FEM;SG	N;SG
φάση	فازی	φάση	فازی	N;ACC;FEM;SG	N;SG
φάση	فاز	φάση	فاز	N;ACC;FEM;SG	N;SG
συγγραφέας	نویسنده	συγγραφέα	نویسنده	N;NOM;MASC;SG	N;SG
συγγραφέας	مؤلف	συγγραφέα	مؤلف	N;NOM;MASC;SG	N;SG
συγγραφέας	نویسندۀ	συγγραφέα	نویسندۀ	N;NOM;MASC;SG	N;SG
συγγραφέας	نویسنده	συγγραφέα	نویسنده	N;NOM;MASC;SG	N;SG
γ΄	iii	γ΄	iii	N	N;SG
τραγούδι	آواز	τραγούδι	آواز	N;NOM;NEUT;SG	N;SG
τραγούδι	خوانندگی	τραγούδι	خوانندگی	N;NOM;NEUT;SG	N;SG
τραγούδι	نغمه	τραγούδι	نغمه	N;NOM;NEUT;SG	N;SG
τραγούδι	ترانه	τραγούδι	ترانه	N;NOM;NEUT;SG	N;SG
τραγούδι	اهنگ	τραγούδι	اهنگ	N;NOM;NEUT;SG	N;SG
τραγούδι	آهنگ	τραγούδι	آهنگ	N;NOM;NEUT;SG	N;SG
τραγούδι	آواز	τραγούδι	آواز	N;NOM;NEUT;SG	N;SG
κόρη	دختر	κόρη	دختر	N;NOM;FEM;SG	N;SG
πάλι	دوباره	πάλι	دوباره	ADV	ADV
επαρχία	ولایت	επαρχία	ولایت	N;NOM;FEM;SG	N;SG
επαρχία	استان	επαρχία	استان	N;NOM;FEM;SG	N;SG
άλλοι	دیگران	άλλος	دیگری	PRO;NOM;MASC;PL;3	PRO
κέρδισε	برد	κερδίζω	برد#بر	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
βασίλειο	فرمانروایی	βασίλειο	فرمانروایی	N;NOM;NEUT;SG	N;SG
βασίλειο	پادشاهی	βασίλειο	پادشاه	N;NOM;NEUT;SG	N;SG
σκοπό	مقصود	σκοπός	مقصود	N;ACC;MASC;SG	N;SG
σκοπό	هدفی	σκοπός	هدفی	N;ACC;MASC;SG	N;SG
γνωστός	معلوم	γνωστός	معلوم	ADJ;NOM;MASC;SG	ADJ
πληροφορίες	اطلاعات	πληροφορία	اطلاع	N;NOM;FEM;PL	N;PL
πληροφορίες	اطلاعات	πληροφορία	اطلاع	N;NOM;FEM;PL	N;PL
πληροφορίες	معلومات	πληροφορία	معلوم	N;NOM;FEM;PL	N;PL
εθνικό	ملی	εθνικός	ملی	ADJ;NOM;NEUT;SG	ADJ
καριέρα	حرفه	καριέρα	None	N;ACC;FEM;SG	N;SG
καριέρα	شغل	καριέρα	شغل	N;ACC;FEM;SG	N;SG
ποτέ	هرگز	ποτέ	هرگز	ADV	ADV;NEG
πλευρά	پهلو	πλευρά	پهلو	N;ACC;FEM;SG	N;SG
πλευρά	طرف	πλευρά	طرف	N;ACC;FEM;SG	N;SG
διάφορες	گوناگون	διάφορος	گوناگون	ADJ;NOM;FEM;PL	ADJ
πρόγραμμα	برنامۀ	πρόγραμμα	برنامۀ	N;NOM;NEUT;SG	N;SG
πρόγραμμα	پروگرام	πρόγραμμα	پروگرام	N;NOM;NEUT;SG	N;SG
πρόγραμμα	برنامه	πρόγραμμα	برنامه	N;NOM;NEUT;SG	N;SG
πρόγραμμα	برنامه	πρόγραμμα	برنامه	N;NOM;NEUT;SG	N;SG
πρόγραμμα	زمانبندی	πρόγραμμα	زمانبندی	N;NOM;NEUT;SG	N;SG
πρόγραμμα	برنامه	πρόγραμμα	برنامه	N;NOM;NEUT;SG	N;SG
κάτοικοι	ساکنین	κάτοικος	ساکنین	N;NOM;MASC;PL	N;PL
κάτοικοι	یاران	κάτοικος	یار	N;NOM;MASC;PL	N;PL
άρθρα	مقالات	άρθρο	مقاله	N;NOM;NEUT;PL	N;PL
τύπου	پرس	τύπος	پرس	N;GEN;MASC;SG	N;SG
τύπου	فشار	τύπος	فشار	N;GEN;MASC;SG	N;SG
τύπου	تیپ	τύπος	None	N;GEN;MASC;SG	N;SG
τύπου	نوع	τύπος	نوع	N;GEN;MASC;SG	N;SG
τύπου	تایپ	τύπος	تایپ	N;GEN;MASC;SG	N;SG
δημοκρατία	جمهوری	δημοκρατία	جمهوری	N;NOM;FEM;SG	N;SG
δημοκρατία	دمکراسی	δημοκρατία	دمکراسی	N;NOM;FEM;SG	N;SG
δημοκρατία	دموکراسی	δημοκρατία	None	N;NOM;FEM;SG	N;SG
πόλεμος	جنگ	πόλεμος	جنگ	N;NOM;MASC;SG	N;SG
πόλεμος	جنگی	πόλεμος	جنگی	N;NOM;MASC;SG	N;SG
εφημερίδα	روزنامه	εφημερίδα	روزنامه	N;NOM;FEM;SG	N;SG
μικρό	کوچک	μικρός	کوچک	ADJ;NOM;NEUT;SG	ADJ
μικρό	اندکی	μικρός	اندکی	ADJ;NOM;NEUT;SG	ADJ
μικρό	کوچک	μικρός	کوچک	ADJ;NOM;NEUT;SG	ADJ
μικρό	کم	μικρός	کم	ADJ;NOM;NEUT;SG	ADJ
τόπος	محل	τόπος	محل	N;NOM;MASC;SG	N;SG
τόπος	مکانی	τόπος	مکان	N;NOM;MASC;SG	N;SG
τόπος	مکان	τόπος	مکان	N;NOM;MASC;SG	N;SG
τόπος	جای	τόπος	جا	N;NOM;MASC;SG	N;SG
τόπος	جایی	τόπος	جا	N;NOM;MASC;SG	N;SG
τόπος	محل	τόπος	محل	N;NOM;MASC;SG	N;SG
τόπος	مکان	τόπος	مکان	N;NOM;MASC;SG	N;SG
είδη	گونههای	είδος	گونه	N;NOM;NEUT;PL	N;PL
πηγή	مبدأ	πηγή	None	N;NOM;FEM;SG	N;SG
πηγή	متن	πηγή	متن	N;NOM;FEM;SG	N;SG
πηγή	منبع	πηγή	منبع	N;NOM;FEM;SG	N;SG
πατέρας	پدری	πατέρα	پدر	N;NOM;MASC;SG	N;SG
πατέρας	پدر	πατέρα	پدر	N;NOM;MASC;SG	N;SG
κατηγορίες	اتهامات	κατηγορία	اتهام	N;NOM;FEM;PL	N;PL
κατηγορίες	اتهاماتی	κατηγορία	اتهاماتی	N;NOM;FEM;PL	N;PL
ποδόσφαιρο	soccer	ποδόσφαιρος	soccer	N;NOM;NEUT;SG	N;SG
ποδόσφαιρο	فوتبال	ποδόσφαιρος	فوتبال	N;NOM;NEUT;SG	N;SG
ποδόσφαιρο	football	ποδόσφαιρος	football	N;NOM;NEUT;SG	N;SG
ποδόσφαιρο	فوتبال	ποδόσφαιρος	فوتبال	N;NOM;NEUT;SG	N;SG
θέσεις	مواضع	θέση	موضع	N;NOM;FEM;PL	N;PL
θέσεις	موقعیتهای	θέση	موقعیت	N;NOM;FEM;PL	N;PL
θέσεις	پستها	θέση	پست	N;NOM;FEM;PL	N;PL
περισσότερες	بیشتر	πολύς	بیش	ADJ;NOM;CMPR;FEM;PL	ADJ;CMPR
έκταση	دامنه	έκταση	None	N;ACC;FEM;SG	N;SG
έκταση	منطقه	έκταση	منطقه	N;ACC;FEM;SG	N;SG
έκταση	مساحت	έκταση	مساحت	N;ACC;FEM;SG	N;SG
έκταση	ناحیه	έκταση	ناحیه	N;ACC;FEM;SG	N;SG
γενικά	عموما	γενικά	عموما	ADV	ADV
γενικά	عموماً	γενικά	عموما	ADV	ADV
σημαντικό	مهم	σημαντικός	مهم	ADJ;NOM;NEUT;SG	ADJ
νίκη	برنده	νίκη	برنده	N;ACC;FEM;SG	N;SG
νίκη	پیروزی	νίκη	پیروزی	N;ACC;FEM;SG	N;SG
νίκη	فتح	νίκη	فتح	N;ACC;FEM;SG	N;SG
μικρή	کوچک	μικρός	کوچک	ADJ;NOM;FEM;SG	ADJ
μικρή	اندکی	μικρός	اندکی	ADJ;NOM;FEM;SG	ADJ
μικρή	کوچک	μικρός	کوچک	ADJ;NOM;FEM;SG	ADJ
μικρή	کم	μικρός	کم	ADJ;NOM;FEM;SG	ADJ
έτη	سالهای	έτος	سال	N;NOM;NEUT;PL	N;PL
έτη	سالها	έτος	سال	N;NOM;NEUT;PL	N;PL
πατέρα	پدری	πατέρα	پدر	N;ACC;MASC;SG	N;SG
πατέρα	پدر	πατέρα	پدر	N;ACC;MASC;SG	N;SG
αμερικανός	آمریکایی	Αμερικανός	آمریکایی	ADJ;NOM;MASC;SG	ADJ
τελικό	نهایی	τελικός	نهایی	ADJ;NOM;NEUT;SG	ADJ
τελικό	آخرین	τελικός	آخرین	ADJ;NOM;NEUT;SG	ADJ;RL
πάντα	همیشه	πάντα	همیشه	ADV	ADV
συγκρότημα	بند	συγκρότημα	بند	N;NOM;NEUT;SG	N;SG
συγκρότημα	گروه	συγκρότημα	گروه	N;NOM;NEUT;SG	N;SG
συγκρότημα	هرات	συγκρότημα	هرات	N;NOM;NEUT;SG	N;SG
παραγωγής	تولید	παραγωγή	تولید	N;GEN;FEM;SG	N;SG
ίσως	شاید	ίσως	شاید	ADV	ADV
στιγμή	لحظه	στιγμή	لحظه	N;ACC;FEM;SG	N;SG
στιγμή	گشتاور	στιγμή	گشتاور	N;ACC;FEM;SG	N;SG
μήνες	ماهها	μήνας	ماه	N;NOM;MASC;PL	N;PL
μήνες	ماههای	μήνας	ماه	N;NOM;MASC;PL	N;PL
θεωρία	نظریه	θεωρία	نظریه	N;NOM;FEM;SG	N;SG
θεωρία	تئوری	θεωρία	تئوری	N;NOM;FEM;SG	N;SG
θεωρία	فرضیه	θεωρία	فرضیه	N;NOM;FEM;SG	N;SG
ύψος	ارتفاع	ύψος	ارتفاع	N;NOM;NEUT;SG	N;SG
ύψος	ارتفاعی	ύψος	ارتفاعی	N;NOM;NEUT;SG	N;SG
ύψος	بلندی	ύψος	بلندی	N;NOM;NEUT;SG	N;SG
ύψος	ارتفاع	ύψος	ارتفاع	N;NOM;NEUT;SG	N;SG
ύψος	height	ύψος	height	N;NOM;NEUT;SG	N;SG
τώρα	اکنون	τώρα	اکنون	ADV	ADV
τώρα	الان	τώρα	الان	ADV	ADV
τώρα	حالا	τώρα	حالا	ADV	ADV
προπονητής	coach	προπονητής	coach	N;NOM;MASC;SG	N;SG
προπονητής	دلیجان	προπονητής	دلیج	N;NOM;MASC;SG	N;SG
προπονητής	مربیگری	προπονητής	None	N;NOM;MASC;SG	N;SG
προπονητής	مربی	προπονητής	مربی	N;NOM;MASC;SG	N;SG
θέατρο	theater	θέατρο	theater	N;NOM;NEUT;SG	N;SG
σημαντική	مهم	σημαντικός	مهم	ADJ;NOM;FEM;SG	ADJ
ημέρα	روز	ημέρα	روز	N;NOM;FEM;SG	N;SG
ημέρα	روزی	ημέρα	روز	N;NOM;FEM;SG	N;SG
επέστρεψε	بازگشته	επιστρέφω	بازگشته	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;3;V.PTCP
παρέμεινε	ماند	παραμένω	ماند#مان	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;3;PST
θέματα	موضوعات	θέμα	موضوع	N;NOM;NEUT;PL	N;PL
θέματα	موضوعاتی	θέμα	موضوع	N;NOM;NEUT;PL	N;PL
θέματα	مسائل	θέμα	مسأله	N;NOM;NEUT;PL	N;PL
στάδιο	ورزشگاه	στάδιο	ورزشگاه	N;NOM;NEUT;SG	N;SG
στάδιο	مرحله	στάδιο	مرحله	N;NOM;NEUT;SG	N;SG
στάδιο	صحنه	στάδιο	صحنه	N;NOM;NEUT;SG	N;SG
στάδιο	استیج	στάδιο	استیج	N;NOM;NEUT;SG	N;SG
χωριά	روستاها	χωριό	روستا	N;NOM;NEUT;PL	N;PL
χωριά	روستاهای	χωριό	روستا	N;NOM;NEUT;PL	N;PL
επίθεση	حمله	επίθεση	حمله	N;ACC;FEM;SG	N;SG
επίθεση	تهاجم	επίθεση	تهاجم	N;ACC;FEM;SG	N;SG
επίθεση	حمله	επίθεση	حمله	N;ACC;FEM;SG	N;SG
επίθεση	تجاوز	επίθεση	None	N;ACC;FEM;SG	N;SG
επίθεση	یورش	επίθεση	یورش	N;ACC;FEM;SG	N;SG
πληθυσμός	جمعیت	πληθυσμός	جمعیت	N;NOM;MASC;SG	N;SG
πληθυσμός	جمعیتی	πληθυσμός	جمعیتی	N;NOM;MASC;SG	N;SG
λέξη	سخن	λέξη	سخن	N;ACC;FEM;SG	N;SG
λέξη	کلمه	λέξη	کلمه	N;ACC;FEM;SG	N;SG
λέξη	واژه	λέξη	واژه	N;ACC;FEM;SG	N;SG
λέξη	کلام	λέξη	کلام	N;ACC;FEM;SG	N;SG
προβλήματα	مسائلی	πρόβλημα	مسأله	N;NOM;NEUT;PL	N;PL
προβλήματα	مسائل	πρόβλημα	مسأله	N;NOM;NEUT;PL	N;PL
προβλήματα	مشکلات	πρόβλημα	مشکل	N;NOM;NEUT;PL	N;PL
δύναμη	قوت	δύναμη	قوت	N;ACC;FEM;SG	N;SG
δύναμη	نیرو	δύναμη	نیرو	N;ACC;FEM;SG	N;SG
δύναμη	قدرت	δύναμη	قدرت	N;ACC;FEM;SG	N;SG
δύναμη	استحکام	δύναμη	استحکام	N;ACC;FEM;SG	N;SG
δύναμη	زور	δύναμη	زور	N;ACC;FEM;SG	N;SG
δύναμη	اجباری	δύναμη	اجباری	N;ACC;FEM;SG	N;SG
δύναμη	نیرو	δύναμη	نیرو	N;ACC;FEM;SG	N;SG
δύναμη	اجبار	δύναμη	اجبار	N;ACC;FEM;SG	N;SG
δύναμη	قدرت	δύναμη	قدرت	N;ACC;FEM;SG	N;SG
δύναμη	پاور	δύναμη	پاور	N;ACC;FEM;SG	N;SG
δύναμη	توان	δύναμη	توان	N;ACC;FEM;SG	N;SG
δύναμη	power	δύναμη	power	N;ACC;FEM;SG	N;SG
δύναμη	قدرتش	δύναμη	قدرتش	N;ACC;FEM;SG	N;SG
επανάσταση	انقلابی	επανάσταση	انقلاب	N;ACC;FEM;SG	N;SG
επανάσταση	انقلاب	επανάσταση	انقلاب	N;ACC;FEM;SG	N;SG
τύπος	پرس	τύπος	پرس	N;NOM;MASC;SG	N;SG
τύπος	فشار	τύπος	فشار	N;NOM;MASC;SG	N;SG
τύπος	فرمول	τύπος	None	N;NOM;MASC;SG	N;SG
τύπος	تیپ	τύπος	None	N;NOM;MASC;SG	N;SG
τύπος	نوع	τύπος	نوع	N;NOM;MASC;SG	N;SG
τύπος	تایپ	τύπος	تایپ	N;NOM;MASC;SG	N;SG
πορεία	دوره	πορεία	دوره	N;ACC;FEM;SG	N;SG
μέση	وسطی	μέσο	وسطی	N;NOM;FEM;SG	N;SG
μέση	میدل	μέσο	میدل	N;NOM;FEM;SG	N;SG
μέση	میانی	μέσο	None	N;NOM;FEM;SG	N;SG
μέση	میانه	μέσο	میانه	N;NOM;FEM;SG	N;SG
μέση	میانگین	μέσο	میانگین	N;NOM;FEM;SG	N;SG
μέση	کمر	μέσο	کمر	N;NOM;FEM;SG	N;SG
πρόβλημα	مشکل	πρόβλημα	مشکل	N;NOM;NEUT;SG	N;SG
πρόβλημα	مسئله	πρόβλημα	مسئله	N;NOM;NEUT;SG	N;SG
πρόβλημα	مشکلی	πρόβλημα	مشکل	N;NOM;NEUT;SG	N;SG
πρόβλημα	مشکل	πρόβλημα	مشکل	N;NOM;NEUT;SG	N;SG
πρόβλημα	دردسر	πρόβλημα	دردسر	N;NOM;NEUT;SG	N;SG
πρόβλημα	زحمت	πρόβλημα	زحمت	N;NOM;NEUT;SG	N;SG
νερό	آب	νερό	آب	N;NOM;NEUT;SG	N;SG
περιφέρεια	منطقه	περιφέρεια	منطقه	N;NOM;FEM;SG	N;SG
περιφέρεια	ناحیه	περιφέρεια	ناحیه	N;NOM;FEM;SG	N;SG
περιφέρεια	استان	περιφέρεια	استان	N;NOM;FEM;SG	N;SG
περιφέρεια	منطقۀ	περιφέρεια	منطقۀ	N;NOM;FEM;SG	N;SG
περιφέρεια	منطقه	περιφέρεια	منطقه	N;NOM;FEM;SG	N;SG
περιφέρεια	ناحیه	περιφέρεια	ناحیه	N;NOM;FEM;SG	N;SG
περιφέρεια	بخش	περιφέρεια	بخش	N;NOM;FEM;SG	N;SG
παρουσία	حضورش	παρουσία	حضورش	N;NOM;FEM;SG	N;SG
