amb	مع	amb	مَعَ	ADP	ADP;ACC
illa	جزيرة	illa	جَزِيرَة	N;FEM;SG	N;NOM;INDF;SG
període	الفترة	període	فَترَة	N;MASC;SG	N;NOM;DEF;SG
període	فترة	període	فَترَة	N;MASC;SG	N;NOM;INDF;SG
internacional	الدولية	internacional	دُوَلِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
internacional	الدولي	internacional	دُوَلِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
internacional	دولية	internacional	دُوَلِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
internacional	دولي	internacional	دُوَلِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
premis	جوائز	premi	جَائِزَة	N;MASC;PL	N;NOM;INDF;PL
premis	الجوائز	premi	جَائِزَة	N;MASC;PL	N;NOM;DEF;PL
premis	جوائز	premi	جَائِزَة	N;MASC;PL	N;NOM;INDF;PL
premis	الجوائز	premi	جَائِزَة	N;MASC;PL	N;NOM;DEF;PL
museu	المتحف	museu	مَتحَف	N;MASC;SG	N;NOM;DEF;SG
museu	متحف	museu	مَتحَف	N;MASC;SG	N;NOM;INDF;SG
establiments	المنشات	establiment	مُنشَأَة	N;MASC;PL	N;NOM;DEF;PL
establiments	منشات	establiment	مُنشَة	N;MASC;PL	N;NOM;INDF;PL
establiments	مؤسسات	establiment	مُؤَسَّسَة	N;MASC;PL	N;NOM;INDF;PL
edats	عصور	edat	عُصُور	N;FEM;PL	N;NOM;INDF;PL
edats	العصور	edat	عَصر	N;FEM;PL	N;NOM;DEF;PL
districte	المنطقة	districte	مِنطَقَة	N;MASC;SG	N;NOM;DEF;SG
districte	المقاطعة	districte	مُقَاطَعَة	N;MASC;SG	N;NOM;DEF;SG
districte	منطقة	districte	مِنطَقَة	N;MASC;SG	N;NOM;INDF;SG
dies	الايام	dia	يَوم	N;MASC;PL	N;NOM;DEF;PL
dies	ايام	dia	يَوم	N;MASC;PL	N;NOM;INDF;PL
camp	الميدان	camp	مَيدَان	N;MASC;SG	N;NOM;DEF;SG
camp	حقل	camp	حقل	N;MASC;SG	N;NOM;INDF;SG
camp	الحقل	camp	حَقل	N;MASC;SG	N;NOM;DEF;SG
camp	ميدان	camp	مَيدَان	N;MASC;SG	N;NOM;INDF;SG
camp	المخيم	camp	مُخَيَّم	N;MASC;SG	N;NOM;DEF;SG
camp	مخيم	camp	مُخَيَّم	N;MASC;SG	N;NOM;INDF;SG
camp	معسكر	camp	مُعَسكَر	N;MASC;SG	N;NOM;INDF;SG
camp	المعسكر	camp	مُعَسكَر	N;MASC;SG	N;NOM;DEF;SG
llarg	طويلا	llarg	طَوِيل	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
llarg	طويلة	llarg	طَوِيل	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
llarg	طويل	llarg	طَوِيل	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
capital	العاصمة	capital	عَاصِمَة	N;MASC;SG	N;NOM;DEF;SG
capital	عاصمة	capital	عَاصِمَة	N;MASC;SG	N;NOM;INDF;SG
alt	عالي	alt	عَالِي	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
alt	مرتفع	alt	مُرتَفِع	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
alt	عالية	alt	عَالِي	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
alt	عاليا	alt	عَالِي	ADJ;MASC;SG	ADJ;ACC;INDF;MASC;SG
edifici	البناء	edifici	بِنَاء	N;MASC;SG	N;NOM;DEF;SG
edifici	المبنى	edifici	مَبنَى	N;MASC;SG	N;NOM;DEF;SG
edifici	بناء	edifici	بِنَاء	N;MASC;SG	N;ACC;INDF;SG
edifici	مبنى	edifici	مَبنَى	N;MASC;SG	N;NOM;INDF;SG
edifici	البناية	edifici	بِنَايَة	N;MASC;SG	N;NOM;DEF;SG
metres	امتار	metre	مِتر	N;MASC;PL	N;NOM;INDF;PL
metres	امتار	metre	مِتر	N;MASC;PL	N;NOM;INDF;PL
costat	جانب	costat	جَانِب	N;MASC;SG	N;NOM;INDF;SG
costat	الجانب	costat	جَانِب	N;MASC;SG	N;NOM;DEF;SG
planta	النبات	planta	نَبَات	N;FEM;SG	N;NOM;DEF;SG
planta	زرع	planta	زَرع	N;FEM;SG	N;NOM;INDF;SG
gènere	النوع	gènere	نَوع	N;MASC;SG	N;NOM;DEF;SG
vegades	اوقات	vegada	وَقت	N;FEM;PL	N;NOM;INDF;PL
vegades	المرات	vegada	مَرَّة	N;FEM;PL	N;NOM;DEF;PL
vegades	مرات	vegada	مَرَّة	N;FEM;PL	N;NOM;INDF;PL
vegades	الاوقات	vegada	وَقت	N;FEM;PL	N;NOM;DEF;PL
majoria	الاغلبية	majoria	أَغلَبِيَّة	N;FEM;SG	N;NOM;DEF;SG
majoria	اغلبية	majoria	أَغلَبِيَّة	N;FEM;SG	N;NOM;INDF;SG
majoria	الغالبية	majoria	غَالِبِيَّة	N;FEM;SG	N;NOM;DEF;SG
natural	الطبيعية	natural	طَبِيعِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
natural	الطبيعي	natural	طَبِيعِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
natural	طبيعي	natural	طَبِيعِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
natural	طبيعية	natural	طَبِيعِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
unió	النقابة	unió	نِقَابَة	N;FEM;SG	N;NOM;DEF;SG
unió	نقابة	unió	نِقَابَة	N;FEM;SG	N;NOM;INDF;SG
unió	الاتحاد	unió	اِتِّحَاد	N;FEM;SG	N;NOM;DEF;SG
director	مديرة	director	مُدِيرَة	N;MASC;SG	N;NOM;INDF;SG
director	مدير	director	مُدِير	N;MASC;SG	N;NOM;INDF;SG
director	المديرة	director	مُدِير	N;MASC;SG	N;NOM;DEF;SG
director	المدير	director	مُدِير	N;MASC;SG	N;NOM;DEF;SG
director	المخرج	director	مُخرِج	N;MASC;SG	N;NOM;DEF;SG
director	مخرج	director	مَخرَج	N;MASC;SG	N;NOM;INDF;SG
distribució	توزيع	distribució	تَوزِيع	N;FEM;SG	N;NOM;INDF;SG
distribució	التوزيع	distribució	تَوزِيع	N;FEM;SG	N;NOM;DEF;SG
persona	شخص	persona	شَخص	N;FEM;SG	N;NOM;INDF;SG
persona	الشخص	persona	شَخص	N;FEM;SG	N;NOM;DEF;SG
cos	الجسد	cos	جَسَد	N;MASC;SG	N;NOM;DEF;SG
cos	جسم	cos	جَسم	N;MASC;SG	N;NOM;INDF;SG
cos	جثة	cos	جُثَّة	N;MASC;SG	N;NOM;INDF;SG
cos	الجسم	cos	جِسم	N;MASC;SG	N;NOM;DEF;SG
espècies	الانواع	espècie	نَوع	N;FEM;PL	N;NOM;DEF;PL
cases	البيوت	casa	بَيت	N;FEM;PL	N;NOM;DEF;PL
cases	منازل	casa	مَنزِل	N;FEM;PL	N;NOM;INDF;PL
cases	بيوت	casa	بَيت	N;FEM;PL	N;NOM;INDF;PL
cases	المنازل	casa	مَنزِل	N;FEM;PL	N;NOM;DEF;PL
batalla	معركة	batalla	مَعرَكَة	N;FEM;SG	N;NOM;INDF;SG
batalla	المعركة	batalla	مَعرَكَة	N;FEM;SG	N;NOM;DEF;SG
classificació	تصنيف	classificació	تَصنِيف	N;FEM;SG	N;NOM;INDF;SG
classificació	التصنيف	classificació	تَصنِيف	N;FEM;SG	N;NOM;DEF;SG
cop	الشرطي	cop	شَرطِيّ	N	N;NOM;DEF;SG
cop	شرطي	cop	شَرطِيّ	N	N;NOM;INDF;SG
fitxer	ملف	fitxer	مِلَفّ	N;MASC;SG	N;NOM;INDF;SG
fitxer	الملف	fitxer	مِلَفّ	N;MASC;SG	N;NOM;DEF;SG
peix	مكه	peix	مٰكه	N;MASC;SG	N;NOM;INDF;SG
peix	سمكة	peix	سُمكَة	N;MASC;SG	N;NOM;INDF;SG
peix	السمك	peix	سَمَك	N;MASC;SG	N;NOM;DEF;SG
peix	الاسماك	peix	سَمَك	N;MASC;SG	N;NOM;DEF;SG
militar	عسكرية	militar	عَسكَرِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
militar	العسكري	militar	عَسكَرِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
militar	عسكري	militar	عَسكَرِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
popular	الشعبية	popular	شَعبِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
popular	الشعبي	popular	شَعبِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
popular	مشهور	popular	مَشهُور	ADJ;SG	ADJ;NOM;INDF;MASC;SG
popular	شائع	popular	شَائِع	ADJ;SG	ADJ;NOM;INDF;MASC;SG
temporada	موسم	temporada	مَوسِم	N;FEM;SG	N;NOM;INDF;SG
temporada	الموسم	temporada	مَوسِم	N;FEM;SG	N;NOM;DEF;SG
treball	الوظيفة	treball	وَظِيفَة	N;MASC;SG	N;NOM;DEF;SG
treball	وظيفة	treball	وَظِيفَة	N;MASC;SG	N;NOM;INDF;SG
treball	الشغل	treball	شُغل	N;MASC;SG	N;NOM;DEF;SG
treball	عمل	treball	عَمَل	N;MASC;SG	N;NOM;INDF;SG
treball	العمل	treball	عَمَل	N;MASC;SG	N;NOM;DEF;SG
treball	عمل	treball	عَمَل	N;MASC;SG	N;NOM;INDF;SG
mare	الام	mare	أُمّ	N;FEM;SG	N;NOM;DEF;SG
estudis	الدراسات	estudi	دِرَاسَة	N;MASC;PL	N;NOM;DEF;PL
estudis	دراسات	estudi	دِرَاسَة	N;MASC;PL	N;NOM;INDF;PL
eleccions	الانتخابات	elecció	اِنتِخَاب	N;FEM;PL	N;NOM;DEF;PL
eleccions	انتخابات	elecció	اِنتِخَاب	N;FEM;PL	N;NOM;INDF;PL
articles	مقالات	article	مَقَالَة	N;MASC;PL	N;NOM;INDF;PL
articles	المقالات	article	المقالات	N;MASC;PL	N;NOM;DEF;PL
discussió	مناقشة	discussió	مُنَاقَشَة	N;FEM;SG	N;NOM;INDF;SG
discussió	نقاش	discussió	نِقَاش	N;FEM;SG	N;NOM;INDF;SG
discussió	المناقشة	discussió	مُنَاقَشَة	N;FEM;SG	N;NOM;DEF;SG
polític	سياسية	polític	سِيَاسِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
polític	سياسي	polític	سِيَاسِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
polític	السياسي	polític	سِيَاسِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
conjunt	ضبط	conjunt	ضَبط	N;MASC;SG	N;NOM;INDF;SG
conjunt	تعيين	conjunt	تَعيِين	N;MASC;SG	N;NOM;INDF;SG
llibre	الكتاب	llibre	كِتَاب	N;MASC;SG	N;NOM;DEF;SG
llibre	كتاب	llibre	كِتَاب	N;MASC;SG	N;NOM;INDF;SG
estil	اسلوب	estil	أُسلُوب	N;MASC;SG	N;NOM;INDF;SG
estil	النمط	estil	نَمَط	N;MASC;SG	N;NOM;DEF;SG
estil	الاسلوب	estil	أُسلُوب	N;MASC;SG	N;NOM;DEF;SG
moviment	الحركة	moviment	حَرَكَة	N;MASC;SG	N;NOM;DEF;SG
moviment	حركة	moviment	حَرَكَة	N;MASC;SG	N;NOM;INDF;SG
imperi	الامبراطورية	imperi	الامبراطورية	N;MASC;SG	N;NOM;DEF;SG
imperi	امبراطورية	imperi	امبراطورية	N;MASC;SG	N;NOM;INDF;SG
divisió	شعبة	divisió	شُعبَة	N;FEM;SG	N;NOM;INDF;SG
divisió	الشعبة	divisió	شُعبَة	N;FEM;SG	N;NOM;DEF;SG
membre	عضوة	membre	عُضوَة	N;MASC;SG	N;NOM;INDF;SG
membre	عضو	membre	عُضو	N;MASC;SG	N;NOM;INDF;SG
membre	العضو	membre	عُضو	N;MASC;SG	N;NOM;DEF;SG
teatre	المسرح	teatre	مَسرَح	N;MASC;SG	N;NOM;DEF;SG
teatre	مسرح	teatre	مَسرَح	N;MASC;SG	N;NOM;INDF;SG
teatre	المسرح	teatre	مَسرَح	N;MASC;SG	N;NOM;DEF;SG
teatre	مسرح	teatre	مَسرَح	N;MASC;SG	N;NOM;INDF;SG
membres	الاعضاء	membre	عُضو	N;MASC;PL	N;NOM;DEF;PL
membres	اعضاء	membre	عُضو	N;MASC;PL	N;NOM;INDF;PL
ells	هم	ell	هُوَ	PRO;MASC;PL;3	PRO;NOM;MASC;PL;3
acord	اتفاق	acord	اِتِّفَاق	N;MASC;SG	N;NOM;INDF;SG
acord	الاتفاق	acord	اِتِّفَاق	N;MASC;SG	N;NOM;DEF;SG
jocs	المباريات	joc	مُبَارَاة	N;MASC;PL	N;NOM;DEF;PL
jocs	الالعاب	joc	لَعب	N;MASC;PL	N;NOM;DEF;PL
jocs	مباريات	joc	مُبَارَاة	N;MASC;PL	N;NOM;INDF;PL
rebre	تستلم	rebre	اِستَلَم	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
rebre	تستقبل	rebre	اِستَقبَل	V;NFIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
illes	جزر	illa	جَزِيرَة	N;FEM;PL	N;NOM;INDF;PL
alta	عالي	alt	عَالِي	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
alta	مرتفع	alt	مُرتَفِع	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
alta	عالية	alt	عَالِي	ADJ;FEM;SG	ADJ;NOM;INDF;FEM;SG
alta	عاليا	alt	عَالِي	ADJ;FEM;SG	ADJ;ACC;INDF;MASC;SG
posició	موقف	posició	مَوقِف	N;FEM;SG	N;NOM;INDF;SG
posició	المنصب	posició	مَنصِب	N;FEM;SG	N;NOM;DEF;SG
posició	الموضع	posició	مُوَضَّع	N;FEM;SG	N;NOM;DEF;SG
posició	الموقف	posició	مَوقِف	N;FEM;SG	N;NOM;DEF;SG
espanyol	اسبانية	espanyol	إِسبَانِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
espanyol	اسباني	espanyol	إِسبَانِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
opció	خيار	opció	خِيَار	N;FEM;SG	N;NOM;INDF;SG
opció	الخيار	opció	خِيَار	N;FEM;SG	N;NOM;DEF;SG
germà	الشقيق	germà	شَقِيق	N;MASC;SG	N;NOM;DEF;SG
material	مادة	material	مَادَّة	N;MASC;SG	N;NOM;INDF;SG
material	المادة	material	مَادَّة	N;MASC;SG	N;NOM;DEF;SG
superior	متفوق	superior	مُتَفَوِّق	ADJ;SG	ADJ;NOM;INDF;MASC;SG
superior	متفوقة	superior	مُتَفَوِّق	ADJ;SG	ADJ;NOM;INDF;FEM;SG
nivell	مستوى	nivell	مُستَوَى	N;MASC;SG	N;NOM;INDF;SG
nivell	المستوى	nivell	مُستَوَى	N;MASC;SG	N;NOM;DEF;SG
crear	يخلق	crear	خَلَق	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
crear	خلق	crear	خَلَق	V;NFIN	V;PFV;MASC;SG;3;ACT
consell	مجلس	consell	مَجلِس	N;MASC;SG	N;NOM;INDF;SG
consell	المجلس	consell	مَجلِس	N;MASC;SG	N;NOM;DEF;SG
consell	تلميح	consell	تَلمِيح	N;MASC;SG	N;NOM;INDF;SG
consell	التلميح	consell	تَلمِيح	N;MASC;SG	N;NOM;DEF;SG
antiga	سابق	antic	سَابِق	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
interior	الداخلية	interior	دَاخِلِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
interior	داخلي	interior	دَاخِلِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
interior	داخلية	interior	دَاخِلِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
interior	الداخلي	interior	دَاخِلِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
finals	نهائيات	final	نِهَائِيّ	N;MASC;PL	N;NOM;INDF;PL
finals	النهائيات	final	نِهَائِيّ	N;MASC;PL	N;NOM;DEF;PL
finals	النهايات	final	نِهَايَة	N;MASC;PL	N;NOM;DEF;PL
paper	الورقة	paper	وَرَقَة	N;MASC;SG	N;NOM;DEF;SG
paper	ورق	paper	وَرَق	N;MASC;SG	N;NOM;INDF;SG
paper	ورقة	paper	وَرَقَة	N;MASC;SG	N;NOM;INDF;SG
paper	الورق	paper	وَرَق	N;MASC;SG	N;NOM;DEF;SG
únic	فريدة	únic	فَرِيد	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
institut	المعهد	institut	مَعهَد	N;MASC;SG	N;NOM;DEF;SG
institut	معهد	institut	مَعهَد	N;MASC;SG	N;NOM;INDF;SG
cultura	الثقافة	cultura	ثَقَافَة	N;FEM;SG	N;NOM;DEF;SG
cultura	ثقافة	cultura	ثَقَافَة	N;FEM;SG	N;NOM;INDF;SG
mitjançant	عبر	mitjançant	عَبرَ	ADP	ADP;ACC
mitjançant	خلال	mitjançant	خِلَالَ	ADP	ADP;ACC
espai	مساحة	espai	مِسَاحَة	N;MASC;SG	N;NOM;INDF;SG
espai	الفضاء	espai	فَضَاء	N;MASC;SG	N;NOM;DEF;SG
espai	فضاء	espai	فَضَاء	N;MASC;SG	N;NOM;INDF;SG
espai	حيز	espai	حَيِّز	N;MASC;SG	N;NOM;INDF;SG
equips	فرق	equip	فِرقَة	N;MASC;PL	N;NOM;INDF;PL
pau	سلام	pau	سَلَام	N;FEM;SG	N;NOM;INDF;SG
pau	السلام	pau	سَلَام	N;FEM;SG	N;NOM;DEF;SG
civil	مدنية	civil	مَدَنِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
civil	المدنية	civil	مَدَنِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
civil	المدني	civil	مَدَنِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
civil	مدنية	civil	مَدَنِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
civil	المدني	civil	مَدَنِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
torre	البرج	torre	بُرج	N;FEM;SG	N;NOM;DEF;SG
torre	برج	torre	بُرج	N;FEM;SG	N;NOM;INDF;SG
comerç	تجارة	comerç	تِجَارَة	N;MASC;SG	N;NOM;INDF;SG
comerç	التجارة	comerç	تِجَارَة	N;MASC;SG	N;NOM;DEF;SG
carrer	الشارع	carrer	شَارِع	N;MASC;SG	N;NOM;DEF;SG
carrer	شارع	carrer	شَارِع	N;MASC;SG	N;NOM;INDF;SG
direcció	اتجاه	direcció	اِتِّجَاه	N;FEM;SG	N;NOM;INDF;SG
direcció	الاتجاه	direcció	اِتِّجَاه	N;FEM;SG	N;NOM;DEF;SG
nens	الاولاد	nen	وَلَد	N;MASC;PL	N;NOM;DEF;PL
nens	الاطفال	nen	طِفل	N;MASC;PL	N;NOM;DEF;PL
nens	الاطفال	nen	طِفل	N;MASC;PL	N;NOM;DEF;PL
elements	الاصناف	element	إِصنَاف	N;MASC;PL	N;NOM;DEF;PL
elements	عناصر	element	عُنصُر	N;MASC;PL	N;NOM;INDF;PL
elements	بنود	element	بَند	N;MASC;PL	N;NOM;INDF;PL
elements	البنود	element	بَند	N;MASC;PL	N;NOM;DEF;PL
elements	العناصر	element	عُنصُر	N;MASC;PL	N;NOM;DEF;PL
elements	عناصر	element	عُنصُر	N;MASC;PL	N;NOM;INDF;PL
elements	العناصر	element	عُنصُر	N;MASC;PL	N;NOM;DEF;PL
mapa	خارطة	mapa	خَارِطَة	N;MASC;SG	N;NOM;INDF;SG
mapa	الخريطة	mapa	خَرِيطَة	N;MASC;SG	N;NOM;DEF;SG
mapa	خريطة	mapa	خَرِيطَة	N;MASC;SG	N;NOM;INDF;SG
procés	العملية	procés	عَمَلِيَّة	N;MASC;SG	N;NOM;DEF;SG
procés	عملية	procés	عَمَلِيَّة	N;MASC;SG	N;NOM;INDF;SG
versió	النسخة	versió	نُسخَة	N;FEM;SG	N;NOM;DEF;SG
versió	اصدار	versió	إِصدَار	N;FEM;SG	N;NOM;INDF;SG
versió	الاصدار	versió	إِصدَار	N;FEM;SG	N;NOM;DEF;SG
vall	الوادي	vall	وَادِي	N;FEM;SG	N;NOM;DEF;SG
local	محلي	local	مَحَلِّيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
local	محلية	local	مَحَلِّيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
local	المحلية	local	مَحَلِّيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
local	محليا	local	مَحَلِّيّ	ADJ;SG	ADJ;ACC;INDF;MASC;SG
local	المحلي	local	مَحَلِّيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
desenvolupament	التنمية	desenvolupament	تَنمِيَة	N;MASC;SG	N;NOM;DEF;SG
desenvolupament	تنمية	desenvolupament	تَنمِيَة	N;MASC;SG	N;NOM;INDF;SG
desenvolupament	التطوير	desenvolupament	تَطوِير	N;MASC;SG	N;NOM;DEF;SG
vertical	عمودي	vertical	عمودي	ADJ;SG	ADJ;NOM;INDF;MASC;SG
vertical	عمودية	vertical	عمودية	ADJ;SG	ADJ;NOM;INDF;FEM;SG
set	سبع	set	سَبعَة	NUM;PL	NUM;NOM;INDF;FEM
set	سبعة	set	سَبعَة	NUM;PL	NUM;NOM;INDF;MASC
set	السبعة	set	سَبعَة	NUM;PL	NUM;NOM;DEF;MASC
grups	الجماعات	grup	جَمَاعَة	N;MASC;PL	N;NOM;DEF;PL
grups	المجموعات	grup	مَجمُوعَة	N;MASC;PL	N;NOM;DEF;PL
grups	مجموعات	grup	مَجمُوعَة	N;MASC;PL	N;NOM;INDF;PL
campionat	البطولة	campionat	بُطُولَة	N;MASC;SG	N;NOM;DEF;SG
campionat	بطولة	campionat	بُطُولَة	N;MASC;SG	N;NOM;INDF;SG
pla	الخطة	pla	خُطَّة	N;MASC;SG	N;NOM;DEF;SG
pla	خطة	pla	خُطَّة	N;MASC;SG	N;NOM;INDF;SG
original	الاصلي	original	أَصلِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
original	الاصلية	original	أَصلِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
original	اصلية	original	أَصلِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
projecte	مشروع	projecte	مَشرُوع	N;MASC;SG	N;NOM;INDF;SG
projecte	المشروع	projecte	مَشرُوع	N;MASC;SG	N;NOM;DEF;SG
situació	الوضع	situació	وَضع	N;FEM;SG	N;NOM;DEF;SG
situació	الموقف	situació	مَوقِف	N;FEM;SG	N;NOM;DEF;SG
situació	الحالة	situació	حَالَة	N;FEM;SG	N;NOM;DEF;SG
carrera	مسير	carrera	مَسِير	N;FEM;SG	N;NOM;INDF;SG
carrera	المهنة	carrera	مُهَنِّئ	N;FEM;SG	N;NOM;DEF;SG
carrera	مهنة	carrera	مِهنَة	N;FEM;SG	N;NOM;INDF;SG
alemany	الالمانية	alemany	أَلمَانِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
alemany	الالماني	alemany	أَلمَانِيّ	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
alemany	الماني	alemany	أَلمَانِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
alemany	المانية	alemany	أَلمَانِيّ	ADJ;MASC;SG	ADJ;NOM;INDF;FEM;SG
oriental	شرقي	oriental	شَرقِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
oriental	شرقية	oriental	شَرقِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
oriental	الشرقية	oriental	شَرقِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
filla	الابنة	filla	الابنة	N;FEM;SG	N;NOM;DEF;SG
filla	البنت	filla	بَنت	N;FEM;SG	N;NOM;DEF;SG
filla	ابنة	filla	اِبنَة	N;FEM;SG	N;NOM;INDF;SG
societat	مجتمع	societat	مُجتَمَع	N;FEM;SG	N;NOM;INDF;SG
societat	المجتمع	societat	مُجتَمَع	N;FEM;SG	N;NOM;DEF;SG
societat	الجمعية	societat	جَمعِيَّة	N;FEM;SG	N;NOM;DEF;SG
sis	ستة	sis	سِتَّة	NUM;PL	NUM;NOM;INDF;MASC
bisbe	الاسقف	bisbe	الاسقف	N;MASC;SG	N;NOM;DEF;SG
real	حقيقي	real	حَقِيقِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
real	حقيقية	real	حَقِيقِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
èxit	النجاح	èxit	نَجَاح	N;MASC;SG	N;NOM;DEF;SG
èxit	التوفيق	èxit	تَوفِيق	N;MASC;SG	N;NOM;DEF;SG
èxit	نجاح	èxit	نَجَاح	N;MASC;SG	N;NOM;INDF;SG
social	اجتماعية	social	اِجتِمَاعِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
social	الاجتماعية	social	اِجتِمَاعِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
social	الاجتماعي	social	اِجتِمَاعِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
social	اجتماعي	social	اِجتِمَاعِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
relació	علاقة	relació	عَلَاقَة	N;FEM;SG	N;NOM;INDF;SG
relació	العلاقة	relació	عَلَاقَة	N;FEM;SG	N;NOM;DEF;SG
punts	النقاط	punt	نُقطَة	N;MASC;PL	N;NOM;DEF;PL
punts	نقط	punt	نَقَط	N;MASC;PL	N;NOM;INDF;PL
punts	نقاط	punt	نُقطَة	N;MASC;PL	N;NOM;INDF;PL
punts	النقاط	punt	نُقطَة	N;MASC;PL	N;NOM;DEF;PL
punts	نقاط	punt	نُقطَة	N;MASC;PL	N;NOM;INDF;PL
densitat	كثافة	densitat	كَثَافَة	N;FEM;SG	N;NOM;INDF;SG
densitat	الكثافة	densitat	كَثَّافَة	N;FEM;SG	N;NOM;DEF;SG
clubs	نوادي	club	نوادي	N;MASC;PL	N;NOM;INDF;PL
clubs	اندية	club	نَادِي	N;MASC;PL	N;NOM;INDF;PL
clubs	الاندية	club	نَادِي	N;MASC;PL	N;NOM;DEF;PL
clubs	النوادي	club	نَادِي	N;MASC;PL	N;NOM;DEF;PL
imatge	صورة	imatge	صُورَة	N;FEM;SG	N;NOM;INDF;SG
imatge	الصورة	imatge	صُورَة	N;FEM;SG	N;NOM;DEF;SG
producció	الانتاج	producció	إِنتَاج	N;FEM;SG	N;NOM;DEF;SG
producció	انتاج	producció	إِنتَاج	N;FEM;SG	N;NOM;INDF;SG
pedra	حجر	pedra	حَجَر	N;FEM;SG	N;NOM;INDF;SG
pedra	الحجارة	pedra	حَجَّارَة	N;FEM;SG	N;NOM;DEF;SG
pedra	حجارة	pedra	حجارة	N;FEM;SG	N;NOM;INDF;SG
pedra	الحجر	pedra	حَجر	N;FEM;SG	N;NOM;DEF;SG
cultural	الثقافي	cultural	ثَقَافِيّ	ADJ;SG	ADJ;NOM;DEF;MASC;SG
cultural	ثقافي	cultural	ثَقَافِيّ	ADJ;SG	ADJ;NOM;INDF;MASC;SG
cultural	ثقافية	cultural	ثَقَافِيّ	ADJ;SG	ADJ;NOM;INDF;FEM;SG
cultural	الثقافية	cultural	ثَقَافِيّ	ADJ;SG	ADJ;NOM;DEF;FEM;SG
home	رجل	home	رَجُل	N;MASC;SG	N;NOM;INDF;SG
home	الرجل	home	رَجُل	N;MASC;SG	N;NOM;DEF;SG
administració	الادارة	administració	إِدَارَة	N;FEM;SG	N;NOM;DEF;SG
resultats	النتائج	resultat	نَتِيجَة	N;MASC;PL	N;NOM;DEF;PL
