irmandade	veljeskunta	irmandade	veljes#kunta	N	N;NOM;SG
primas	materiaaleja	prima	materiaali	N	N;PRT;PL
primas	materiaali	prima	materiaali	N	N;NOM;SG
primas	ainekset	prima	aines	N	N;NOM;PL
primas	materiaalien	prima	materiaali	N	N;GEN;PL
primas	materiaalit	prima	materiaali	N	N;NOM;PL
seguín	meni	seguir	mennä	V	V;IND;SG;3;PST;FIN;ACT
seguín	seurasi	seguir	seurata	V	V;IND;SG;3;PST;FIN;ACT
seguín	seurannut	seguir	seurata	V	V;NOM;SG;V.PTCP;ACT
seguín	seurattu	seguir	seurata	V	V;NOM;SG;V.PTCP;PASS
seguín	seurasin	seguir	seurata	V	V;IND;SG;1;PST;FIN;ACT
seguín	pidetty	seguir	pitää	V	V;NOM;SG;V.PTCP;PASS
mercou	osti	mercar	ostaa	V	V;IND;SG;3;PST;FIN;ACT
mercou	ostettu	mercar	ostaa	V	V;NOM;SG;V.PTCP;PASS
escritores	kirjailijoita	escritor	kirjailija	N	N;PRT;PL
universidades	yliopistoja	universidade	yli#opisto	N	N;PRT;PL
universidades	yliopistot	universidade	yli#opisto	N	N;NOM;PL
universidades	yliopistojen	universidade	yli#opisto	N	N;GEN;PL
universidades	korkeakoulut	universidade	korkea#koulu	N	N;NOM;PL
universidades	korkeakoulu	universidade	korkea#koulu	N	N;NOM;SG
universidades	yliopisto	universidade	yli#opisto	N	N;NOM;SG
calcetíns	sukat	calcetíns	sukka	N	N;NOM;PL
calcetíns	sukkia	calcetíns	sukka	N	N;PRT;PL
anual	vuotuinen	anual	vuotuinen	ADJ	ADJ;NOM;SG
anual	vuosittaiset	anual	vuosittainen	ADJ	ADJ;NOM;PL
anual	vuosittainen	anual	vuosittainen	ADJ	ADJ;NOM;SG
partidos	osapuolet	partido	osa#puoli	N	N;NOM;PL
partidos	asianosaiset	partido	asian#osainen	N	N;NOM;PL
partidos	puolueet	partido	puolue	N	N;NOM;PL
partidos	ottelut	partido	ottelu	N	N;NOM;PL
partidos	tulitikkuja	partido	tuli#tikku	N	N;PRT;PL
necesarias	tarpeellisia	necesario	tarpeellinen	ADJ	ADJ;PRT;PL
necesarias	tarpeellista	necesario	tarpeellinen	ADJ	ADJ;PRT;SG
necesarias	tarpeelliset	necesario	tarpeellinen	ADJ	ADJ;NOM;PL
necesarias	tarpeellinen	necesario	tarpeellinen	ADJ	ADJ;NOM;SG
necesarias	välttämätön	necesario	välttämätön	ADJ	ADJ;NOM;SG
posiblemente	mahdollisesti	posible	mahdollisesti	ADV	ADV
delicado	herkkää	delicar	herkkä	ADJ	ADJ;PRT;SG
durmas	uni	durma	uni	N	N;NOM;SG
repito	toistan	repito	toistaa	V	V;IND;SG;1;PRS;FIN;ACT
crían	uskoivat	crían	uskoa	V	V;IND;PL;3;PST;FIN;ACT
crían	uskoi	crían	uskoa	V	V;IND;SG;3;PST;FIN;ACT
crían	uskoa	crían	uskoa	V	V;SG;NFIN;ACT
crían	uskoo	crían	uskoa	V	V;IND;SG;3;PRS;FIN;ACT
crían	usko	crían	uskoa	V	V;IMP;SG;2;FIN;ACT
mensaxeiro	messenger	mensaxeiro	messenger	N	N;NOM;SG
mensaxeiro	messengerin	mensaxeiro	messengeri	N	N;GEN;SG
respiro	tauko	respiro	tauko	N	N;NOM;SG
respiro	henkäys	respiro	henkäys	N	N;NOM;SG
respiro	lepo	respiro	lepo	N	N;NOM;SG
respiro	lepoa	respiro	lepo	N	N;PRT;SG
combustible	polttoaineen	combustible	poltto#aine	N	N;GEN;SG
combustible	polttoaineet	combustible	poltto#aine	N	N;NOM;PL
combustible	polttoaine	combustible	poltto	N	N;NOM;SG
combustible	polttoainetta	combustible	poltto#aine	N	N;PRT;SG
sutil	hienovarainen	sutil	hieno#varainen	ADJ	ADJ;NOM;SG
crendo	uskoa	crendo	uskoa	V	V;SG;NFIN;ACT
crendo	uskoo	crendo	uskoa	V	V;IND;SG;3;PRS;FIN;ACT
crendo	usko	crendo	uskoa	V	V;IMP;SG;2;FIN;ACT
crendo	miettii	crendo	miettiä	V	V;IND;SG;3;PRS;FIN;ACT
crendo	uskoen	crendo	uskoa	V	V;INS;SG;NFIN;ACT
crendo	uskoo	crendo	uskoa	V	V;IND;SG;3;PRS;FIN;ACT
adoitaban	käytetyt	adoitar	käyttää	V	V;NOM;PL;V.PTCP;PASS
adoitaban	käytetty	adoitar	käyttää	V	V;NOM;SG;V.PTCP;PASS
adoitaban	käytettyjä	adoitar	käyttää	V	V;PRT;PL;V.PTCP;PASS
mortalidade	kuolleisuus	mortalidade	kuolleisuus	N	N;NOM;SG
mortalidade	kuolleisuuden	mortalidade	kuolleisuus	N	N;GEN;SG
mortalidade	kuolemaa	mortalidade	kuolema	N	N;PRT;SG
mortalidade	kuoleman	mortalidade	kuolema	N	N;GEN;SG
mortalidade	kuolema	mortalidade	kuolema	N	N;NOM;SG
accidentes	onnettomuudet	accidente	onnettomuus	N	N;NOM;PL
accidentes	onnettomuuksia	accidente	onnettomuus	N	N;PRT;PL
accidentes	onnettomuuksien	accidente	onnettomuus	N	N;GEN;PL
accidentes	onnettomuuksista	accidente	onnettomuus	N	N;IN+ABL;PL
accidentes	vahinko	accidente	vahinko	N	N;NOM;SG
accidentes	tapaturma	accidente	tapa#turma	N	N;NOM;SG
accidentes	onnettomuus	accidente	onnettomuus	N	N;NOM;SG
inclúe	sisältää	incluír	sisältää	V	V;IND;SG;3;PRS;FIN;ACT
materias	raa	materia	raa	N	N;NOM;SG
misericordioso	armollinen	misericordioso	armollinen	ADJ	ADJ;NOM;SG
xesucristo	jeesus	xesucristo	jeesus	N	N;NOM;SG
xesucristo	kristus	xesucristo	kristus	N	N;NOM;SG
tradicións	perinteet	tradición	perinne	N	N;NOM;PL
tradicións	perinteitä	tradición	perinne	N	N;PRT;PL
tradicións	perinteitä	tradición	perinne	N	N;PRT;PL
tradicións	perinteet	tradición	perinne	N	N;NOM;PL
tradicións	perinne	tradición	perinne	N	N;NOM;SG
alcohol	alkoholiin	alcohol	alkoholi	N	N;IN+ALL;SG
alcohol	alkoholin	alcohol	alkoholi	N	N;GEN;SG
alcohol	alkoholia	alcohol	alkoholi	N	N;PRT;SG
alcohol	alkoholi	alcohol	alkoholi	N	N;NOM;SG
alivio	helpotusta	alivio	helpotus	N	N;PRT;SG
alivio	helpotus	alivio	helpotus	N	N;NOM;SG
insectos	hyönteiset	insecto	hyönteinen	N	N;NOM;PL
insectos	hyönteisiä	insecto	hyönteinen	N	N;PRT;PL
insectos	hyönteisten	insecto	hyönteinen	N	N;GEN;PL
túnel	tunneli	túnel	tunnella	N	N;NOM;SG
túnel	tunnelin	túnel	tunneli	N	N;GEN;SG
duelo	kaksintaistelu	duelo	kaksintaistelu	N	N;NOM;SG
mares	meri	mar	meri	N	N;NOM;SG
mares	meret	mar	meri	N	N;NOM;PL
vivas	elävä	vivo	elää	ADJ	ADJ;NOM;SG
viaxando	matkustaa	viaxar	matkustaa	V	V;IND;SG;FIN;ACT
artística	suuntaa	artístico	suunta	N	N;PRT;SG
artística	suuntaan	artístico	suunta	N	N;IN+ALL;SG
artística	suunta	artístico	suunta	N	N;NOM;SG
artística	suunnan	artístico	suunta	N	N;GEN;SG
marxe	huoneen	marxe	huone	N	N;GEN;SG
marxe	huone	marxe	huone	N	N;NOM;SG
resolución	päätöslauselman	resolución	päätös#lauselma	N	N;GEN;SG
resolución	päätöslauselma	resolución	päätös#lauselma	N	N;NOM;SG
ensinou	opetti	ensinar	opettaa	V	V;IND;SG;3;PST;FIN;ACT
ensinou	opetettu	ensinar	opettaa	V	V;NOM;SG;V.PTCP;PASS
ensinou	opettanut	ensinar	opettaa	V	V;NOM;SG;V.PTCP;ACT
cegos	sokeita	cego	sokea	N	N;PRT;PL
feixe	kasa	feixe	kasa	N	N;NOM;SG
feixe	pino	feixe	pino	N	N;NOM;SG
feixe	nukka	feixe	nukka	N	N;NOM;SG
rexistros	levyt	rexistro	levy	N	N;NOM;PL
focas	sinetit	foca	sinett	N	N;NOM;PL
globo	ilmapallo	globo	ilma#pallo	N	N;NOM;SG
choraba	itkeä	chorar	itkeä	V	V;SG;NFIN;ACT
choraba	itkee	chorar	itkeä	V	V;IND;SG;2;PRS;FIN;ACT
choraba	itken	chorar	itkeä	V	V;IND;SG;1;PRS;FIN;ACT
choraba	itki	chorar	itkeä	V	V;IND;SG;3;PST;FIN;ACT
continuou	jatkettiin	continuar	jatkaa	V	V;IND;PST;FIN;PASS
elefante	elefantti	elefante	elefantti	N	N;NOM;SG
elefante	norsun	elefante	norsu	N	N;GEN;SG
elefante	norsu	elefante	norsu	N	N;NOM;SG
elefante	norsuja	elefante	norsu	N	N;PRT;PL
golf	golfia	golf	golf	N	N;PRT;SG
golf	golf	golf	golf	N	N;NOM;SG
sétimo	seitsemäs	sétimo	seitsemäs	ADJ	ADJ;NOM;SG
creceu	kasvoi	crecer	kasvaa	V	V;IND;SG;3;PST;FIN;ACT
creceu	kasvanut	crecer	kasvaa	V	V;NOM;SG;V.PTCP;ACT
venden	myy	vender	myydä	V	V;IMP;SG;2;FIN;ACT
venden	myydä	vender	myydä	V	V;SG;NFIN;ACT
venden	myydään	vender	myydä	V	V;IND;PRS;FIN;PASS
empresarios	liikemiehiä	empresario	liike#mies	N	N;PRT;PL
atopara	oli	atopar	olla	V	V;IND;SG;3;PST;FIN;ACT
atopara	tapasivat	atopar	tavata	V	V;IND;PL;3;PST;FIN;ACT
atopara	tavattiin	atopar	tavata	V	V;IND;PST;FIN;PASS
atopara	tavanneet	atopar	tavata	V	V;NOM;PL;V.PTCP;ACT
atopara	tavannut	atopar	tavata	V	V;NOM;SG;V.PTCP;ACT
bonecas	nuket	boneca	nukke	N	N;NOM;PL
bonecas	nukkeja	boneca	nukki	N	N;PRT;PL
evento	tapahtuman	evento	tapahtuma	N	N;GEN;SG
evento	tapahtuma	evento	tapahtuma	N	N;NOM;SG
evento	tapahtumaan	evento	tapahtuma	N	N;IN+ALL;SG
festival	juhla	festival	juhla	N	N;NOM;SG
festival	festivaali	festival	festi#vaali	N	N;NOM;SG
festival	juhlaa	festival	juhlaa	N	N;PRT;SG
determinación	määritys	determinación	määritys	N	N;NOM;SG
determinación	päättäväisyyttä	determinación	päättäväisyys	N	N;PRT;SG
determinación	määrittäminen	determinación	määrittäminen	N	N;NOM;SG
chamaron	kutsuttu	chamar	kutsua	V	V;NOM;SG;V.PTCP;PASS
chamaron	soitti	chamar	soittaa	V	V;IND;SG;3;PST;FIN;ACT
brasil	brasilia	brasil	brasilia	N	N;NOM;SG
brasil	brasiliassa	brasil	brasilia	N	N;IN+ESS;SG
brasil	brasilian	brasil	brasilia	N	N;GEN;SG
afeita	käytetyt	afeitar	käyttää	V	V;NOM;PL;V.PTCP;PASS
afeita	käytetty	afeitar	käyttää	V	V;NOM;SG;V.PTCP;PASS
afeita	käytettyjä	afeitar	käyttää	V	V;PRT;PL;V.PTCP;PASS
ilusións	illuusioita	ilusión	iltuusia	N	N;PRT;PL
tiran	heittää	ter	heittää	V	V;SG;NFIN;ACT
pito	kanaa	pito	kana	N	N;PRT;SG
pito	kana	pito	kana	N	N;NOM;SG
pito	tupakka	pito	tupakka	N	N;NOM;SG
pito	savuke	pito	savu	N	N;NOM;SG
crianzas	lasten	crianza	lapsi	N	N;GEN;PL
crianzas	lapsia	crianza	lapsi	N	N;PRT;PL
crianzas	lapset	crianza	lapsi	N	N;NOM;PL
montes	vuoria	monte	vuori	N	N;PRT;PL
montes	vuoret	monte	vuori	N	N;NOM;PL
montes	vuorten	monte	vuori	N	N;GEN;PL
montes	vuoristo	monte	vuoristo	N	N;NOM;SG
chamados	kutsuttu	chamar	kutsua	V	V;NOM;SG;V.PTCP;PASS
chamados	soitti	chamar	soittaa	V	V;IND;SG;3;PST;FIN;ACT
proveito	osa	proveito	osa	N	N;NOM;SG
cualificación	arvio	cualificación	arvio	N	N;NOM;SG
cualificación	arvostelu	cualificación	arvostelu	N	N;NOM;SG
cualificación	luokitus	cualificación	luokitus	N	N;NOM;SG
insultar	loukkaa	insultar	loukka	V	V;IMP;SG;2;FIN;ACT
insultar	loukata	insultar	loukata	V	V;SG;NFIN;ACT
insultar	loukkaava	insultar	loukkata	V	V;NOM;SG;V.PTCP;ACT
insultar	loukkaavaa	insultar	loukkaava	V	V;PRT;SG;V.PTCP;ACT
liberal	liberaali	liberal	liberaali	ADJ	ADJ;NOM;SG
descoñecidos	muukalaiset	descoñecido	muukalainen	N	N;NOM;PL
descoñecidos	vieraat	descoñecido	vieras	N	N;NOM;PL
descoñecidos	vieraita	descoñecido	vieras	N	N;PRT;PL
perdera	menettänyt	perderar	menettää	V	V;NOM;SG;V.PTCP;ACT
perdera	kadonnut	perderar	kadota	V	V;NOM;SG;V.PTCP;ACT
perdera	hävisi	perderar	hävitä	V	V;IND;SG;3;PST;FIN;ACT
perdera	hävinnyt	perderar	hävitä	V	V;NOM;SG;V.PTCP;ACT
perdera	menetetty	perderar	menettää	V	V;NOM;SG;V.PTCP;PASS
perdera	oli	perderar	olla	V	V;IND;SG;3;PST;FIN;ACT
escuros	syvälle	escuro	syvä	ADJ	ADJ;AT+ALL;SG
escuros	syvällä	escuro	syvä	ADJ	ADJ;AT+ESS
;SG
escuros	syvä	escuro	syvä	ADJ	ADJ;NOM;SG
escuros	syvät	escuro	syvä	ADJ	ADJ;NOM;PL
escuros	tumma	escuro	tumma	ADJ	ADJ;NOM;SG
escuros	pimeä	escuro	pimeä	ADJ	ADJ;NOM;SG
escuros	pimeää	escuro	pimeä	ADJ	ADJ;PRT;SG
escuros	tumman	escuro	tumma	ADJ	ADJ;GEN;SG
internacionais	kansainvälisen	internacional	kansain#välinen	ADJ	ADJ;GEN;SG
internacionais	kansainvälinen	internacional	kansain#välinen	ADJ	ADJ;NOM;SG
internacionais	kansainväliset	internacional	kansain#välinen	ADJ	ADJ;NOM;PL
socio	osakas	socio	osakas	N	N;NOM;SG
socio	kumppani	socio	kumppani	N	N;NOM;SG
socio	kumppania	socio	kumppani	N	N;PRT;SG
esquecido	unohdettu	esquecer	unohtaa	V	V;NOM;SG;V.PTCP;PASS
esquecido	unohtanut	esquecer	unohtaa	V	V;NOM;SG;V.PTCP;ACT
esquecido	unohtunut	esquecer	unohtua	V	V;NOM;SG;V.PTCP;ACT
escoitarme	kuunnella	escoitarme	kuunnella	V	V;SG;NFIN;ACT
escoitarme	kuuntelee	escoitarme	kuunnella	V	V;IND;SG;3;PRS;FIN;ACT
escoitarme	kuuntelemassa	escoitarme	kuunnella	V	V;IN+ESS;SG;NFIN;ACT
escoitarme	kuuntele	escoitarme	kuunnella	V	V;IMP;SG;2;FIN;ACT
escoitarme	kuulla	escoitarme	kuulla	V	V;SG;NFIN;ACT
escoitarme	kuule	escoitarme	kuulla	V	V;IMP;SG;2;FIN;ACT
rabia	vihaa	rabia	vihata	N	N;PRT;SG
rabia	vihan	rabia	vihka	N	N;GEN;SG
rabia	viha	rabia	viha	N	N;NOM;SG
rabia	raivoa	rabia	raivo	N	N;PRT;SG
rabia	raivon	rabia	raivo	N	N;GEN;SG
rabia	raivo	rabia	raivo	N	N;NOM;SG
caros	kalliit	caro	kallis	ADJ	ADJ;NOM;PL
caros	kallista	caro	kallis	ADJ	ADJ;PRT;SG
caros	kallis	caro	kallis	ADJ	ADJ;NOM;SG
caros	kalliita	caro	kallis	ADJ	ADJ;PRT;PL
católica	katolinen	católico	kato#linen	ADJ	ADJ;NOM;SG
sacrificar	uhraa	sacrificar	uhra	V	V;IND;SG;3;PRS;FIN;ACT
sacrificar	uhrata	sacrificar	uhrata	V	V;SG;NFIN;ACT
carreta	aave	carreta	aave	N	N;NOM;SG
carreta	haamu	carreta	haamu	N	N;NOM;SG
carreta	kärryt	carreta	kärry	N	N;NOM;PL
buscaba	oli	buscar	olla	V	V;IND;SG;3;PST;FIN;ACT
dubido	epäile	dober	epäillä	V	V;IMP;SG;2;FIN;ACT
suor	hiki	suor	hiki	N	N;NOM;SG
suor	hikeä	suor	hiki	N	N;PRT;SG
copas	juomia	copa	juoma	N	N;PRT;PL
copas	juomaa	copa	juoma	N	N;PRT;SG
copas	juomat	copa	juoma	N	N;NOM;PL
copas	juotavaa	copa	juotava	N	N;PRT;SG
pasase	tapahtunut	pasase	tapahtua	V	V;NOM;SG;V.PTCP;ACT
pasase	tapahtui	pasase	tapahtua	V	V;IND;SG;3;PST;FIN;ACT
recto	hetero	recto	hetero	N	N;NOM;SG
falabamos	puhui	falabar	puhua	V	V;IND;SG;3;PST;FIN;ACT
falabamos	puhuivat	falabar	puhua	V	V;IND;PL;3;PST;FIN;ACT
dicircho	kerro	dicircho	kertoa	V	V;IMP;SG;2;FIN;ACT
tea	kangas	tea	kangas	N	N;NOM;SG
tea	kankaalla	tea	kangas	N	N;AT+ESS
;SG
bicar	suudella	bicar	suudi	V	V;SG;NFIN;ACT
inspección	tarkastukset	inspección	tarkastus	N	N;NOM;PL
inspección	tarkastuksen	inspección	tarkastus	N	N;GEN;SG
inspección	tarkastus	inspección	tarkastus	N	N;NOM;SG
inspección	asuntola	inspección	asuntola	N	N;NOM;SG
máximo	suurin	máximo	suuri	ADJ	ADJ;NOM;RL;SG
cambiaches	muutettu	cambiaches	muuttaa	V	V;NOM;SG;V.PTCP;PASS
cambiaches	muuttunut	cambiaches	muuttua	V	V;NOM;SG;V.PTCP;ACT
cambiaches	muutti	cambiaches	muuttaa	V	V;IND;SG;3;PST;FIN;ACT
cambiaches	vaihdettu	cambiaches	vaihtaa	V	V;NOM;SG;V.PTCP;PASS
cambiaches	vaihda	cambiaches	vaihda	V	V;IMP;SG;2;FIN;ACT
cambiaches	muuttaa	cambiaches	muuttaa	V	V;SG;NFIN;ACT
interesan	kiinnostuneita	interesar	kiinnostua	V	V;PRT;PL;V.PTCP;ACT
interesan	kiinnostunut	interesar	kiinnostua	V	V;NOM;SG;V.PTCP;ACT
interesan	kiinnostaa	interesar	kiinnostaa	V	V;IND;SG;3;PRS;FIN;ACT
interesan	kiinnostuneet	interesar	kiinnostua	V	V;NOM;PL;V.PTCP;ACT
peitos	rintoja	peito	rinta	N	N;PRT;PL
peitos	rinnat	peito	rinta	N	N;NOM;PL
peitos	rintojen	peito	rinta	N	N;GEN;PL
peitos	rinta	peito	rinta	N	N;NOM;SG
peitos	rinnat	peito	rinta	N	N;NOM;PL
peitos	rintojen	peito	rinta	N	N;GEN;PL
despedido	erotettu	despedir	erottaa	V	V;NOM;SG;V.PTCP;PASS
baleiras	tyhjä	baleira	tyhjä	ADJ	ADJ;NOM;SG
vina	näki	vina	nähdä	V	V;IND;SG;3;PST;FIN;ACT
retiro	eläkkeelle	retiro	eläke	N	N;AT+ALL;SG
retiro	eläkkeellä	retiro	eläke	N	N;AT+ESS
;SG
retiro	eläke	retiro	eläke	N	N;NOM;SG
peles	karva	pel	karva	N	N;NOM;SG
peles	turkki	pel	turkki	N	N;NOM;SG
cranio	kallo	cranio	kallo	N	N;NOM;SG
cranio	kallon	cranio	kallo	N	N;GEN;SG
fique	seistä	fique	seistä	V	V;SG;NFIN;ACT
fique	seiso	fique	seiso	V	V;IMP;SG;2;FIN;ACT
destruíron	tuhottu	destruír	tuhota	V	V;NOM;SG;V.PTCP;PASS
destruíron	hävitetty	destruír	hävittää	V	V;NOM;SG;V.PTCP;PASS
destruíron	tuhosi	destruír	tuhota	V	V;IND;SG;3;PST;FIN;ACT
destruíron	tuhoutunut	destruír	tuhoutua	V	V;NOM;SG;V.PTCP;ACT
batallóns	pataljoonat	batallón	pataljoona	N	N;NOM;PL
conquista	valloitus	conquista	valloitus	N	N;NOM;SG
veteranos	veteraanien	veterano	veteraani	N	N;GEN;PL
veteranos	veteraanit	veterano	veteraani	N	N;NOM;PL
valentía	rohkeus	valentía	rohkeus	N	N;NOM;SG
valentía	rohkeutta	valentía	rohkeus	N	N;PRT;SG
defende	puolustaa	defender	puolustaa	V	V;IND;SG;PRS;FIN;ACT
cecais	ehkä	cecal	ehkä	ADV	ADV
cheguemos	hanki	cheguer	hankkia	V	V;IMP;SG;2;FIN;ACT
cheguemos	saada	cheguer	saada	V	V;SG;NFIN;ACT
cheguemos	saa	cheguer	saada	V	V;IND;SG;0;PRS;FIN;ACT
cheguemos	hae	cheguer	hakea	V	V;IMP;SG;2;FIN;ACT
atoparei	löydä	atopar	löydä	V	V;IMP;SG;2;FIN;ACT
atoparei	etsi	atopar	etsiä	V	V;IMP;SG;2;FIN;ACT
atoparei	etsiä	atopar	etsiä	V	V;SG;NFIN;ACT
atoparei	löytää	atopar	löytää	V	V;SG;NFIN;ACT
tesouro	aarre	tesouro	aarre	N	N;NOM;SG
tesouro	aarteita	tesouro	aarre	N	N;PRT;PL
tesouro	aarretta	tesouro	aarre	N	N;PRT;SG
tesouro	aarteen	tesouro	aarre	N	N;GEN;SG
destruído	tuhottu	destruír	tuhota	V	V;NOM;SG;V.PTCP;PASS
destruído	hävitetty	destruír	hävittää	V	V;NOM;SG;V.PTCP;PASS
destruído	tuhosi	destruír	tuhota	V	V;IND;SG;3;PST;FIN;ACT
destruído	tuhoutunut	destruír	tuhoutua	V	V;NOM;SG;V.PTCP;ACT
roubando	varastaa	roubar	varastaa	V	V;IND;SG;PRS;FIN;ACT
chamarme	soita	chamarme	soittaa	V	V;IMP;SG;2;FIN;ACT
delicioso	herkullinen	delicioso	herkullinen	ADJ	ADJ;NOM;SG
coñeciches	tapaaminen	coñeciche	tapaaminen	N	N;NOM;SG
coñeciches	tapaa	coñeciche	tapa	N	N;PRT;SG
pixamas	pyjama	pixar	pyjama	N	N;NOM;SG
pau	keppi	pau	keppi	N	N;NOM;SG
pau	tikku	pau	tikku	N	N;NOM;SG
filliña	kirjain	filliña	kirjain	N	N;NOM;SG
filliña	kirje	filliña	kirje	N	N;NOM;SG
filliña	kirjeen	filliña	kirje	N	N;GEN;SG
filliña	kirjeellä	filliña	kirje	N	N;AT+ESS
;SG
filliña	rakas	filliña	rakas	N	N;NOM;SG
filliña	likka	filliña	likka	N	N;NOM;SG
filliña	tyttö	filliña	tyttö	N	N;NOM;SG
excusas	selityksiä	excusa	selitys	N	N;PRT;PL
sagrada	pyhitetty	sagrar	pyhittää	V	V;NOM;SG;V.PTCP;PASS
mineral	mineraali	mineral	mineraali	N	N;NOM;SG
mineral	malmin	mineral	malmi	N	N;GEN;SG
cantaba	laulaa	cantar	laulaa	V	V;IND;SG;3;PRS;FIN;ACT
cantaba	laula	cantar	laulaa	V	V;IMP;SG;2;FIN;ACT
cantaba	lauloi	cantar	laulaa	V	V;IND;SG;3;PST;FIN;ACT
tentaron	yritetty	tentar	yrittää	V	V;NOM;SG;V.PTCP;PASS
tentaron	yritti	tentar	yrittää	V	V;IND;SG;3;PST;FIN;ACT
tentaron	kokeiltu	tentar	kokeilla	V	V;NOM;SG;V.PTCP;PASS
tentaron	yritin	tentar	yrittää	V	V;IND;SG;1;PST;FIN;ACT
executado	toteutettu	executar	toteuttaa	V	V;NOM;SG;V.PTCP;PASS
executado	teloitettiin	executar	teloittaa	V	V;IND;PST;FIN;PASS
anarquista	anarkisti	anarquista	anarkistaa	N	N;NOM;SG
escribo	kirjoittaa	escribir	kirjoittaa	V	V;IND;SG;3;PRS;FIN;ACT
escribo	kirjoita	escribir	kirja	V	V;IMP;SG;2;FIN;ACT
escribo	kirjoitetaan	escribir	kirjoittaa	V	V;IND;PRS;FIN;PASS
irlandeses	irlanti	irlander	irlanti	N	N;NOM;SG
irlandeses	irlantilaiset	irlander	irlanti#lainen	N	N;NOM;PL
irlandeses	irlannin	irlander	irlanti	N	N;GEN;SG
detido	pidätetty	deter	pidättää	V	V;NOM;SG;V.PTCP;PASS
detido	pidätettynä	deter	pidättää	V	V;FRML;SG;V.PTCP;PASS
detido	pidätettiin	deter	pidättää	V	V;IND;PST;FIN;PASS
artillería	tykistö	artillería	tykistö	N	N;NOM;SG
terroristas	terroristit	terrorista	terroristi	N	N;NOM;PL
terroristas	terroristeja	terrorista	terroristi	N	N;PRT;PL
terroristas	terroristien	terrorista	terroristi	N	N;GEN;PL
punk	punk	punk	punk	N	N;NOM;SG
condesa	kreivitär	condesa	kreivitär	N	N;NOM;SG
zhong	zhong	zhong	zhong	N	N;NOM;SG
profes	opettajat	profe	opettaja	N	N;NOM;PL
profes	opettajille	profe	opettaja	N	N;AT+ALL;PL
profes	opettajia	profe	opettaja	N	N;PRT;PL
asteroides	asteroidit	asteroide	asteroida	N	N;NOM;PL
asteroides	asteroidi	asteroide	asteroidi	N	N;NOM;SG
desexaba	etsintäkuulutettu	desexar	etsintä#kuuluttaa	V	V;NOM;SG;V.PTCP;PASS
desexaba	haluttu	desexar	haluta	V	V;NOM;SG;V.PTCP;PASS
desexaba	halusi	desexar	haluta	V	V;IND;SG;3;PST;FIN;ACT
desexaba	toivoi	desexar	toivoa	V	V;IND;SG;3;PST;FIN;ACT
ensina	opettaa	ensinar	opettaa	V	V;IND;SG;3;PRS;FIN;ACT
solucionar	ratkaista	solucionar	ratkaista	V	V;SG;NFIN;ACT
solucionar	ratkaise	solucionar	ratkaise	V	V;IMP;SG;2;FIN;ACT
solucionar	ratkaisee	solucionar	ratkaista	V	V;IND;SG;3;PRS;FIN;ACT
ángeles	angelesin	ángele	angeles	N	N;GEN;SG
doenzas	tautien	doenza	tauti	N	N;GEN;PL
doenzas	sairaudet	doenza	sairaus	N	N;NOM;PL
doenzas	taudit	doenza	tauti	N	N;NOM;PL
hormona	hormonit	hormona	hormoni	N	N;NOM;PL
hormona	hormonin	hormona	hormoni	N	N;GEN;SG
doutores	lääkäreitä	doutor	lääkäri	N	N;PRT;PL
doutores	lääkärit	doutor	lääkäri	N	N;NOM;PL
doutores	tohtorit	doutor	tohtori	N	N;NOM;PL
cambiando	muuttuu	cambiar	muuttua	V	V;IND;SG;3;PRS;FIN;ACT
cambiando	muuttuvat	cambiar	muuttua	V	V;IND;PL;3;PRS;FIN;ACT
cambiando	muuttuva	cambiar	muuttua	V	V;NOM;SG;V.PTCP;ACT
cambiando	muuttaa	cambiar	muuttaa	V	V;SG;NFIN;ACT
tocamos	soita	tocar	soittaa	V	V;IMP;SG;2;FIN;ACT
tocamos	pelata	tocar	pelata	V	V;SG;NFIN;ACT
tocamos	pelaa	tocar	pelata	V	V;IMP;SG;2;FIN;ACT
bendición	siunaus	bendición	siunaus	N	N;NOM;SG
bendición	siunausta	bendición	siunaus	N	N;PRT;SG
incribles	uskomatonta	incrible	uskomaton	ADJ	ADJ;PRT;SG
incribles	upeaa	incrible	upea	ADJ	ADJ;PRT;SG
incribles	uskomatonta	incrible	uskomaton	ADJ	ADJ;PRT;SG
incribles	uskomaton	incrible	uskomaton	ADJ	ADJ;NOM;SG
inspiración	inspiraatiota	inspiración	inspiraatio	N	N;PRT;SG
inspiración	inspiraation	inspiración	inspiraatio	N	N;GEN;SG
estudamos	opiskella	estudar	opiskella	V	V;SG;NFIN;ACT
sabia	tiesi	sabia	tietää	V	V;IND;SG;3;PST;FIN;ACT
sabia	tiesivät	sabia	tietää	V	V;IND;PL;3;PST;FIN;ACT
ministerio	ministeriön	ministerio	ministeriö	N	N;GEN;SG
ministerio	ministeriö	ministerio	ministeriö	N	N;NOM;SG
ministerio	toimipaikka	ministerio	toimi#paikka	N	N;NOM;SG
ministerio	toimisto	ministerio	toimisto	N	N;NOM;SG
ministerio	virasto	ministerio	virasto	N	N;NOM;SG
pensaría	ajattele	pensar	ajatella	V	V;IMP;SG;2;FIN;ACT
pensaría	mieti	pensar	mieti	V	V;IMP;SG;2;FIN;ACT
nostalxia	nostalgia	nostalxia	nostalgi	N	N;NOM;SG
existía	oli	existir	olla	V	V;IND;SG;3;PST;FIN;ACT
