البني	brown	بَنِّيّ	brown	N;NOM;DEF;SG	N;MASC+FEM;SG
الاكتشاف	discovery	اِكتِشَاف	discovery	N;NOM;DEF;SG	N;MASC+FEM;SG
العقاقير	drugs	عَقَّار	drug	N;NOM;DEF;PL	N;PL
جنائية	misdadig	جِنَائِيّ	misdadig	ADJ;NOM;INDF;FEM;SG	ADJ
السامي	sami	سَامِي	sami	N;NOM;DEF;SG	N;MASC+FEM;SG
منارة	beacon	منارة	beacon	N;NOM;INDF;SG	N;MASC+FEM;SG
منارة	baken	منارة	baken	N;NOM;INDF;SG	N;NEUT;SG
مذيع	omroeper	مُذِيع	omroeper	N;NOM;INDF;SG	N;MASC+FEM;SG
مذيع	omroeporganisatie	مُذِيع	omroeporganisatie	N;NOM;INDF;SG	N;MASC+FEM;SG
حفرة	hole	حَفرَة	hole	N;NOM;INDF;SG	N;MASC+FEM;SG
حفرة	gat	حَفرَة	gat	N;NOM;INDF;SG	N;NEUT;SG
حفرة	kuil	حَفرَة	kuil	N;NOM;INDF;SG	N;MASC+FEM;SG
حفرة	put	حَفرَة	putten	N;NOM;INDF;SG	N;MASC+FEM;SG
حفرة	pitstop	حَفرَة	pitstop	N;NOM;INDF;SG	N;MASC+FEM;SG
حفرة	pit	حَفرَة	pit	N;NOM;INDF;SG	N;MASC+FEM;SG
حفرة	kuil	حَفرَة	kuil	N;NOM;INDF;SG	N;MASC+FEM;SG
المستوطنات	nederzettingen	مُستَوطَنَة	nederzetting	N;NOM;DEF;PL	N;PL
المستوطنات	schikkingen	مُستَوطَنَة	schikking	N;NOM;DEF;PL	N;PL
تراكم	ophoping	تَرَاكُم	ophoping	N;NOM;INDF;SG	N;MASC+FEM;SG
تراكم	opeenhoping	تَرَاكُم	opeenhoping	N;NOM;INDF;SG	N;MASC+FEM;SG
تراكم	accumulatie	تَرَاكُم	accumulatie	N;NOM;INDF;SG	N;MASC+FEM;SG
تراكم	cumulatie	تَرَاكُم	cumulatie	N;NOM;INDF;SG	N;MASC+FEM;SG
قاسية	hard	قَاسِي	hard	ADJ;NOM;INDF;FEM;SG	ADJ
البنا	banna	البنا	banna	N;NOM;DEF;SG	N;MASC+FEM;SG
مؤشرات	indicatoren	مُؤَشِّر	indicator	N;NOM;INDF;PL	N;PL
مؤشرات	indicaties	مُؤَشِّر	indicatie	N;NOM;INDF;PL	N;PL
واجب	duty	وَاجِب	duty	N;NOM;INDF;SG	N;MASC+FEM;SG
واجب	plicht	وَاجِب	plicht	N;NOM;INDF;SG	N;MASC+FEM;SG
واجب	huiswerk	وَاجِب	huiswerk	N;NOM;INDF;SG	N;NEUT;SG
الاستثمارات	beleggingen	اِستِثمَار	belegging	N;NOM;DEF;PL	N;PL
الاستثمارات	investeringen	اِستِثمَار	investering	N;NOM;DEF;PL	N;PL
الاستثمارات	investeringen	اِستِثمَار	investering	N;NOM;DEF;PL	N;PL
تقليدي	traditioneel	تَقلِيدِيّ	traditioneel	ADJ;NOM;INDF;MASC;SG	ADJ
تقليدي	traditionele	تَقلِيدِيّ	traditioneel	ADJ;NOM;INDF;MASC;SG	ADJ
تقليدي	klassiek	تَقلِيدِيّ	klassiek	ADJ;NOM;INDF;MASC;SG	ADJ
تقليدي	klassieke	تَقلِيدِيّ	klassiek	ADJ;NOM;INDF;MASC;SG	ADJ
شهيد	martelaar	شَهِيد	martelaar	N;NOM;INDF;SG	N;MASC+FEM;SG
هدية	geschenk	هَدِيَّة	geschenk	N;NOM;INDF;SG	N;NEUT;SG
هدية	cadeautje	هَدِيَّة	cadeautje	N;NOM;INDF;SG	N;NEUT;SG
هدية	cadeau	هَدِيَّة	cadeau	N;NOM;INDF;SG	N;NEUT;SG
هدية	gift	هَدِيَّة	gift	N;NOM;INDF;SG	N;MASC+FEM;SG
هدية	kado	هَدِيَّة	kado	N;NOM;INDF;SG	N;NEUT;SG
تشعر	voelen	شَعَر	voelen	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;NFIN
تشعر	voel	شَعَر	voelen	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;SG;PRS;FIN
حشرات	beestjes	حَشَرَة	beestje	N;NOM;INDF;PL	N;PL
حشرات	insecten	حَشَرَة	insecten	N;NOM;INDF;PL	N;PL
حشرات	bugs	حَشَرَة	bugs	N;NOM;INDF;PL	N;PL
الدخان	rook	دَخَّان	rook	N;NOM;DEF;SG	N;MASC+FEM;SG
الجزاء	penalty	جَزَاء	penalty	N;NOM;DEF;SG	N;MASC+FEM;SG
الجزاء	straf	جَزَاء	straf	N;NOM;DEF;SG	N;MASC+FEM;SG
الجزاء	sanctie	جَزَاء	sanctie	N;NOM;DEF;SG	N;MASC+FEM;SG
الجزاء	sanctie	جَزَاء	sanctie	N;NOM;DEF;SG	N;MASC+FEM;SG
الاعتقال	arrestatie	اِعتِقَال	arrestatie	N;NOM;DEF;SG	N;MASC+FEM;SG
الاعتقال	aanhouding	اِعتِقَال	aanhouding	N;NOM;DEF;SG	N;MASC+FEM;SG
الاعتقال	detentie	اِعتِقَال	detentie	N;NOM;DEF;SG	N;MASC+FEM;SG
الاعتقال	bewaring	اِعتِقَال	bewaring	N;NOM;DEF;SG	N;MASC+FEM;SG
الزوايا	hoekjes	زَاوِيَة	hoek	N;NOM;DEF;PL	N;PL
الزوايا	hoeken	زَاوِيَة	hoek	N;NOM;DEF;PL	N;PL
الزوايا	hoeken	زَاوِيَة	hoek	N;NOM;DEF;PL	N;PL
الوفاق	verzoening	وِفَاق	verzoening	N;NOM;DEF;SG	N;MASC+FEM;SG
الوفاق	afstemming	وِفَاق	afstemming	N;NOM;DEF;SG	N;MASC+FEM;SG
الوفاق	concord	وِفَاق	concord	N;NOM;DEF;SG	N;MASC+FEM;SG
الوفاق	eendracht	وِفَاق	eendracht	N;NOM;DEF;SG	N;MASC+FEM;SG
متصفح	browser	متصفح	browser	N;NOM;INDF;SG	N;MASC+FEM;SG
دعاء	gebed	دِعَاء	gebed	N;NOM;INDF;SG	N;NEUT;SG
تمدد	stretch	تَمَدُّد	stretch	N;NOM;INDF;SG	N;MASC+FEM;SG
سماء	hemel	سَمَاء	hemel	N;NOM;INDF;SG	N;MASC+FEM;SG
سماء	lucht	سَمَاء	lucht	N;NOM;INDF;SG	N;MASC+FEM;SG
سماء	sky	سَمَاء	sky	N;NOM;INDF;SG	N;MASC+FEM;SG
مهد	wieg	مَهَّد	wiegen	N;NOM;INDF;SG	N;MASC+FEM;SG
مهد	cradle	مَهَّد	crad	N;NOM;INDF;SG	N;MASC+FEM;SG
مهد	wieg	مَهَّد	wiegen	N;NOM;INDF;SG	N;MASC+FEM;SG
يثير	verhoogt	أَثَار	verhogen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
ترمز	symboliseren	رَمَز	symboliseren	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
ترمز	symboliseert	رَمَز	symboliseren	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
الميثاق	pact	مِيثَاق	pact	N;NOM;DEF;SG	N;NEUT;SG
الميثاق	handvest	مِيثَاق	handvest	N;NOM;DEF;SG	N;NEUT;SG
خبز	brood	خَبز	brood	N;NOM;INDF;SG	N;NEUT;SG
تقوية	versterking	تَقوِيَة	versterking	N;NOM;INDF;SG	N;MASC+FEM;SG
تقوية	versterking	تَقوِيَة	versterking	N;NOM;INDF;SG	N;MASC+FEM;SG
تقوية	versteviging	تَقوِيَة	versteviging	N;NOM;INDF;SG	N;MASC+FEM;SG
مدفعية	artillerie	مِدفَعِيَّة	artillerie	N;NOM;INDF;SG	N;MASC+FEM;SG
مدفعية	geschut	مِدفَعِيَّة	schutten	N;NOM;INDF;SG	N;NEUT;SG
قزم	elfje	قَزَّم	elfje	N;NOM;INDF;SG	N;NEUT;SG
قزم	dwerg	قَزَّم	dwerg	N;NOM;INDF;SG	N;MASC+FEM;SG
قزم	dwerg	قَزَّم	dwerg	N;NOM;INDF;SG	N;MASC+FEM;SG
قزم	gnome	قَزَّم	gnoom	N;NOM;INDF;SG	N;MASC+FEM;SG
قزم	kabouter	قَزَّم	kabouter	N;NOM;INDF;SG	N;MASC+FEM;SG
حشد	menigte	حَشد	menigte	N;NOM;INDF;SG	N;MASC+FEM;SG
ضرر	beschadiging	ضَرَّر	beschadiging	N;NOM;INDF;SG	N;MASC+FEM;SG
ضرر	schade	ضَرَّر	schade	N;NOM;INDF;SG	N;MASC+FEM;SG
الموضة	kleding	مُوضَة	kleding	N;NOM;DEF;SG	N;MASC+FEM;SG
الموضة	mode	مُوضَة	mode	N;NOM;DEF;SG	N;MASC+FEM;SG
متكرر	repetitieve	مُتَكَرِّر	repetitief	ADJ;NOM;INDF;MASC;SG	ADJ
متكرر	veelvuldig	مُتَكَرِّر	veelvuldig	ADJ;NOM;INDF;MASC;SG	ADJ
متكرر	frequente	مُتَكَرِّر	frequente	ADJ;NOM;INDF;MASC;SG	ADJ
متكرر	frequent	مُتَكَرِّر	frequent	ADJ;NOM;INDF;MASC;SG	ADJ
التحضير	bereiding	تَحضِير	bereiding	N;NOM;DEF;SG	N;MASC+FEM;SG
التحضير	voorbereiding	تَحضِير	voorbereiding	N;NOM;DEF;SG	N;MASC+FEM;SG
التحضير	preparaat	تَحضِير	preparaat	N;NOM;DEF;SG	N;NEUT;SG
التحضير	voorbereiding	تَحضِير	voorbereiding	N;NOM;DEF;SG	N;MASC+FEM;SG
الصنوبر	pine	صُنُوبِر	pine	N;NOM;DEF;SG	N;MASC+FEM;SG
مولود	born	مولود	born	N;NOM;INDF;SG	N;MASC+FEM;SG
يحول	converteert	حَوَّل	converteren	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
العاصفة	noodweer	عَاصِفَة	noodweer	N;NOM;DEF;SG	N;NEUT;SG
العاصفة	onweer	عَاصِفَة	onweer	N;NOM;DEF;SG	N;NEUT;SG
العاصفة	storm	عَاصِفَة	storm	N;NOM;DEF;SG	N;MASC+FEM;SG
ميزات	functies	مِيزَة	functie	N;NOM;INDF;PL	N;PL
ميزات	kenmerken	مِيزَة	kenmerk	N;NOM;INDF;PL	N;PL
مربعة	vierkante	مُرَبَّع	vierkant	ADJ;NOM;INDF;FEM;SG	ADJ
مربعة	vierkant	مُرَبَّع	vierkant	ADJ;NOM;INDF;FEM;SG	ADJ
العمالة	arbeid	عَمَالَة	arbeid	N;NOM;DEF;SG	N;MASC+FEM;SG
العمالة	labour	عَمَالَة	labour	N;NOM;DEF;SG	N;MASC+FEM;SG
العمالة	tewerkstelling	عَمَالَة	tewerkstelling	N;NOM;DEF;SG	N;MASC+FEM;SG
العمالة	werkgelegenheid	عَمَالَة	werkgelegenheid	N;NOM;DEF;SG	N;MASC+FEM;SG
التمثال	beeldje	تَمَثَّال	beeldje	N;NOM;DEF;SG	N;NEUT;SG
التمثال	standbeeld	تَمَثَّال	standbeeld	N;NOM;DEF;SG	N;NEUT;SG
فارغة	leeg	فارغة	leeg	ADJ;NOM;INDF;FEM;SG	ADJ
فارغة	lege	فارغة	leeg	ADJ;NOM;INDF;FEM;SG	ADJ
فارغة	leeg	فارغة	leeg	ADJ;NOM;INDF;FEM;SG	ADJ
الرجم	steniging	رَجم	steniging	N;NOM;DEF;SG	N;MASC+FEM;SG
خطية	schriftelijke	خَطِّيّ	schriftelijk	ADJ;NOM;INDF;FEM;SG	ADJ
خطية	lineaire	خَطِّيّ	lineair	ADJ;NOM;INDF;FEM;SG	ADJ
خطية	lineair	خَطِّيّ	lineair	ADJ;NOM;INDF;FEM;SG	ADJ
السموم	gifstoffen	سُمُوم	gifstof	N;NOM;DEF;PL	N;PL
السموم	toxinen	سُمُوم	toxinen	N;NOM;DEF;PL	N;PL
الحزام	riem	حِزَام	riem	N;NOM;DEF;SG	N;MASC+FEM;SG
الحزام	gordel	حِزَام	gordel	N;NOM;DEF;SG	N;MASC+FEM;SG
سعيدة	vrolijk	سَعِيد	vrolijk	ADJ;NOM;INDF;FEM;SG	ADJ
سعيدة	blij	سَعِيد	blij	ADJ;NOM;INDF;FEM;SG	ADJ
سعيدة	tevreden	سَعِيد	tevreden	ADJ;NOM;INDF;FEM;SG	ADJ
سعيدة	gelukkig	سَعِيد	gelukkig	ADJ;NOM;INDF;FEM;SG	ADJ
القفز	jumping	قَفز	jumping	N;NOM;DEF;SG	N;MASC+FEM;SG
السلاحف	schildpadden	سَلَاحِف	schildpadd	N;NOM;DEF;PL	N;PL
السلاحف	turtles	سَلَاحِف	turtles	N;NOM;DEF;PL	N;PL
التحرر	emancipatie	تَحَرُّر	emancipatie	N;NOM;DEF;SG	N;MASC+FEM;SG
التحرر	bevrijding	تَحَرُّر	bevrijding	N;NOM;DEF;SG	N;MASC+FEM;SG
يحتفظ	behoudt	اِحتَفَظ	behouden	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
الخنزير	varken	خِنزِير	varken	N;NOM;DEF;SG	N;NEUT;SG
الخنزير	zwijn	خِنزِير	zwijn	N;NOM;DEF;SG	N;NEUT;SG
الانسان	mens	إِنسَان	mens	N;NOM;DEF;SG	N;MASC+FEM;SG
المنبع	stroomopwaarts	مَنبَع	stroomopwaarts	N;NOM;DEF;SG	N;MASC+FEM;SG
ستين	zestig	سِتُّون	zestig	NUM;NOM;INDF	NUM
قاعات	zalen	قَاعَة	zaal	N;NOM;INDF;PL	N;PL
قاعات	hallen	قَاعَة	hallen	N;NOM;INDF;PL	N;PL
التقاط	catch	اِلتِقَاط	catch	N;NOM;INDF;SG	N;MASC+FEM;SG
التقاط	vangst	اِلتِقَاط	vangst	N;NOM;INDF;SG	N;MASC+FEM;SG
التقاط	vangst	اِلتِقَاط	vangst	N;NOM;INDF;SG	N;MASC+FEM;SG
التقاط	gevangenneming	اِلتِقَاط	gevangenneming	N;NOM;INDF;SG	N;MASC+FEM;SG
القماش	doek	قِمَاش	doek	N;NOM;DEF;SG	N;NEUT;SG
القماش	stof	قِمَاش	stof	N;NOM;DEF;SG	N;MASC+FEM;SG
القماش	weefsel	قِمَاش	weefsel	N;NOM;DEF;SG	N;NEUT;SG
فكرية	intellectuele	فِكرِيّ	intellectueel	ADJ;NOM;INDF;FEM;SG	ADJ
فكرية	intellectueel	فِكرِيّ	intellectueel	ADJ;NOM;INDF;FEM;SG	ADJ
بقعة	vlek	بقعة	vlek	N;NOM;INDF;SG	N;MASC+FEM;SG
بقعة	spot	بقعة	spot	N;NOM;INDF;SG	N;MASC+FEM;SG
الرقبة	hals	رَقبَة	hals	N;NOM;DEF;SG	N;MASC+FEM;SG
الرقبة	nek	رَقبَة	nek	N;NOM;DEF;SG	N;MASC+FEM;SG
المزرعة	kwekerij	مَزرَعَة	kwekerij	N;NOM;DEF;SG	N;MASC+FEM;SG
المزرعة	boerderij	مَزرَعَة	boerderij	N;NOM;DEF;SG	N;MASC+FEM;SG
الطماطم	tomaat	طَمَاطِم	tomaat	N;NOM;DEF;SG	N;MASC+FEM;SG
اطلاق	lancering	إِطلَاق	lancering	N;NOM;INDF;SG	N;MASC+FEM;SG
اطلاق	lancering	إِطلَاق	lancering	N;NOM;INDF;SG	N;MASC+FEM;SG
تنظيف	opruiming	تَنظِيف	opruiming	N;NOM;INDF;SG	N;MASC+FEM;SG
تنظيف	reiniging	تَنظِيف	reiniging	N;NOM;INDF;SG	N;MASC+FEM;SG
تنظيف	schoonmaak	تَنظِيف	schoonmaak	N;NOM;INDF;SG	N;MASC+FEM;SG
الالتحاق	inschrijving	اِلتِحَاق	inschrijving	N;NOM;DEF;SG	N;MASC+FEM;SG
الالتحاق	inschrijving	اِلتِحَاق	inschrijving	N;NOM;DEF;SG	N;MASC+FEM;SG
سمة	thema	سِمَّة	thema	N;NOM;INDF;SG	N;NEUT;SG
سمة	kenmerk	سِمَّة	kenmerk	N;NOM;INDF;SG	N;NEUT;SG
سمة	functie	سِمَّة	functie	N;NOM;INDF;SG	N;MASC+FEM;SG
جداول	tabellen	جَدوَل	tabel	N;NOM;INDF;PL	N;PL
جداول	tafels	جَدوَل	tafel	N;NOM;INDF;PL	N;PL
مفاعل	reactor	مُفَاعِل	reactor	N;NOM;INDF;SG	N;MASC+FEM;SG
الذئب	wolf	ذِئب	wolf	N;NOM;DEF;SG	N;MASC+FEM;SG
الفخار	aardewerk	فِخَار	aardewerk	N;NOM;DEF;SG	N;NEUT;SG
سحاب	rits	سَحَّاب	rits	N;NOM;INDF;SG	N;MASC+FEM;SG
سحاب	bewolking	سَحَّاب	bewolking	N;NOM;INDF;SG	N;MASC+FEM;SG
سحاب	wolk	سَحَّاب	wolk	N;NOM;INDF;SG	N;MASC+FEM;SG
سحاب	cloud	سَحَّاب	cloud	N;NOM;INDF;SG	N;MASC+FEM;SG
حافلة	bus	حَافِلَة	bus	N;NOM;INDF;SG	N;MASC+FEM;SG
مبتدئ	beginneling	مُبتَدَع	beginneling	N;NOM;INDF;SG	N;MASC+FEM;SG
مبتدئ	beginner	مُبتَدَع	beginner	N;NOM;INDF;SG	N;MASC+FEM;SG
محليا	plaatselijk	مَحَلِّيّ	plaatselijk	ADJ;ACC;INDF;MASC;SG	ADJ
محليا	lokaal	مَحَلِّيّ	lokaal	ADJ;ACC;INDF;MASC;SG	ADJ
محليا	lokale	مَحَلِّيّ	lokaal	ADJ;ACC;INDF;MASC;SG	ADJ
محليا	plaatselijk	مَحَلِّيّ	plaatselijk	ADJ;ACC;INDF;MASC;SG	ADJ
محليا	lokaal	مَحَلِّيّ	lokaal	ADJ;ACC;INDF;MASC;SG	ADJ
مكسيكي	mexicaanse	مكسيكي	mexicaans	ADJ;NOM;INDF;MASC;SG	ADJ
مكسيكي	mexicaans	مكسيكي	mexicaans	ADJ;NOM;INDF;MASC;SG	ADJ
اليوتيوب	youtube	اليوتيوب	youtube	N;NOM;DEF;SG	N;MASC+FEM;SG
السلمية	vredig	سِلمِيّ	vredig	ADJ;NOM;DEF;FEM;SG	ADJ
السلمية	vreedzame	سِلمِيّ	vreedzaam	ADJ;NOM;DEF;FEM;SG	ADJ
السلمية	vreedzaam	سِلمِيّ	vreedzaam	ADJ;NOM;DEF;FEM;SG	ADJ
مصور	fotografe	مُصَوِّر	fotograaf	N;NOM;INDF;SG	N;MASC+FEM;SG
مصور	fotograaf	مُصَوِّر	fotograaf	N;NOM;INDF;SG	N;MASC+FEM;SG
الكونية	kosmische	كُونِيّ	kosmisch	ADJ;NOM;DEF;FEM;SG	ADJ
الكونية	kosmisch	كُونِيّ	kosmisch	ADJ;NOM;DEF;FEM;SG	ADJ
العيوب	gebreken	عَيب	gebrek	N;NOM;DEF;PL	N;PL
العيوب	onvolkomenheden	عَيب	onvolkomenheid	N;NOM;DEF;PL	N;PL
العيوب	gebreken	عَيب	gebrek	N;NOM;DEF;PL	N;PL
العيوب	defecten	عَيب	defect	N;NOM;DEF;PL	N;PL
مغطاة	gedekte	مُغَطَّا	dekken	ADJ;NOM;INDF;FEM;SG	ADJ
نزلت	gedownload	نَزَل	downloeden	V;PFV;FEM;SG;3;ACT	V;V.PTCP
العبارات	zinnen	عِبَارَة	zin	N;NOM;DEF;PL	N;PL
العبارات	uitdrukkingen	عِبَارَة	uitdrukking	N;NOM;DEF;PL	N;PL
العبارات	veerboten	عِبَارَة	veerboot	N;NOM;DEF;PL	N;PL
البلوغ	puber	بَلوَغ	puber	N;NOM;DEF;SG	N;MASC+FEM;SG
البلوغ	puberteit	بَلوَغ	puberteit	N;NOM;DEF;SG	N;MASC+FEM;SG
اكتسب	verkregen	اِكتَسَب	verkrijgen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
اكتسب	verworven	اِكتَسَب	verwerven	V;PFV;MASC;SG;3;ACT	V;V.PTCP
القلوب	harten	قَلب	harten	N;NOM;DEF;PL	N;PL
القلوب	hartjes	قَلب	hartje	N;NOM;DEF;PL	N;PL
يكمل	vult	أَكمَل	vullen	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;PRS;FIN
قلادة	halsketting	قُلَادَة	halsketting	N;NOM;INDF;SG	N;MASC+FEM;SG
قلادة	ketting	قُلَادَة	ketting	N;NOM;INDF;SG	N;MASC+FEM;SG
قلادة	halssnoer	قُلَادَة	halssnoer	N;NOM;INDF;SG	N;NEUT;SG
قلادة	hanger	قُلَادَة	hanger	N;NOM;INDF;SG	N;MASC+FEM;SG
سماع	gehoor	سَمَاع	gehoor	N;NOM;INDF;SG	N;NEUT;SG
سماع	hoorzitting	سَمَاع	hoorzitting	N;NOM;INDF;SG	N;MASC+FEM;SG
تحطم	crash	تَحَطُّم	crash	N;NOM;INDF;SG	N;MASC+FEM;SG
الدمار	verwoesting	دَمَار	verwoesting	N;NOM;DEF;SG	N;MASC+FEM;SG
الدمار	vernietiging	دَمَار	vernietiging	N;NOM;DEF;SG	N;MASC+FEM;SG
الدمار	destructie	دَمَار	destructie	N;NOM;DEF;SG	N;MASC+FEM;SG
الدمار	vernieling	دَمَار	vernieling	N;NOM;DEF;SG	N;MASC+FEM;SG
العنصري	racistisch	عُنصُرِيّ	racistisch	ADJ;NOM;DEF;MASC;SG	ADJ
العنصري	racistische	عُنصُرِيّ	racistisch	ADJ;NOM;DEF;MASC;SG	ADJ
الفوج	regiment	فَوجَة	regiment	N;NOM;DEF;SG	N;NEUT;SG
الملاحظة	noot	مُلَاحَظَة	noot	N;NOM;DEF;SG	N;MASC+FEM;SG
الملاحظة	briefje	مُلَاحَظَة	brief	N;NOM;DEF;SG	N;NEUT;SG
الملاحظة	notitie	مُلَاحَظَة	notitie	N;NOM;DEF;SG	N;MASC+FEM;SG
الملاحظة	opmerking	مُلَاحَظَة	opmerking	N;NOM;DEF;SG	N;MASC+FEM;SG
الملاحظة	observatie	مُلَاحَظَة	observatie	N;NOM;DEF;SG	N;MASC+FEM;SG
الملاحظة	waarneming	مُلَاحَظَة	waarneming	N;NOM;DEF;SG	N;MASC+FEM;SG
النسبي	relatief	نِسبِيّ	relatief	ADJ;NOM;DEF;MASC;SG	ADJ
النسبي	relatieve	نِسبِيّ	relatief	ADJ;NOM;DEF;MASC;SG	ADJ
صلالة	salalah	صَلَالَة	salalah	N;NOM;INDF;SG	N;MASC+FEM;SG
خلط	vermenging	خَلط	vermenging	N;NOM;INDF;SG	N;MASC+FEM;SG
خلط	menging	خَلط	mengaan	N;NOM;INDF;SG	N;MASC+FEM;SG
اواخر	late	آخِر	laat	ADJ;NOM;INDF;MASC;PL	ADJ
النية	intentie	نِيَّة	intentie	N;NOM;DEF;SG	N;MASC+FEM;SG
النية	intentie	نِيَّة	intentie	N;NOM;DEF;SG	N;MASC+FEM;SG
النية	bedoeling	نِيَّة	bedoeling	N;NOM;DEF;SG	N;MASC+FEM;SG
الرهبان	monniken	رَهَبَان	monniken	N;NOM;DEF;PL	N;PL
صداقة	vriendschap	صَدَاقَة	vriendschap	N;NOM;INDF;SG	N;MASC+FEM;SG
برميل	barrel	بَرمِيل	barrel	N;NOM;INDF;SG	N;MASC+FEM;SG
برميل	vat	بَرمِيل	vat	N;NOM;INDF;SG	N;NEUT;SG
وقائع	feiten	وَقِيعَة	feit	N;NOM;INDF;PL	N;PL
ودية	vriendschappelijk	وُدِّيّ	vriendschappelijk	ADJ;NOM;INDF;FEM;SG	ADJ
ودية	vriendelijke	وُدِّيّ	vriendelijk	ADJ;NOM;INDF;FEM;SG	ADJ
ودية	vriendelijk	وُدِّيّ	vriendelijk	ADJ;NOM;INDF;FEM;SG	ADJ
ثقيلة	zwaar	ثَقِيل	zwaar	ADJ;NOM;INDF;FEM;SG	ADJ
ثقيلة	zware	ثَقِيل	zwaar	ADJ;NOM;INDF;FEM;SG	ADJ
ثقيلة	heftig	ثَقِيل	heftig	ADJ;NOM;INDF;FEM;SG	ADJ
الحقن	injectie	الحقن	injectie	N;NOM;DEF;SG	N;MASC+FEM;SG
الحقن	inspuiting	الحقن	inspuiting	N;NOM;DEF;SG	N;MASC+FEM;SG
الحقن	injectie	الحقن	injectie	N;NOM;DEF;SG	N;MASC+FEM;SG
الصداع	hoofdpijn	صِدَاع	hoofdpijn	N;NOM;DEF;SG	N;MASC+FEM;SG
الصداع	hoofdpijn	صِدَاع	hoofdpijn	N;NOM;DEF;SG	N;MASC+FEM;SG
زوايا	hoekjes	زَاءِي	hoek	N;NOM;INDF;PL	N;PL
زوايا	hoeken	زَاءِي	hoek	N;NOM;INDF;PL	N;PL
زوايا	hoeken	زَاءِي	hoek	N;NOM;INDF;PL	N;PL
شارة	insigne	شَارَّة	insigne	N;NOM;INDF;SG	N;NEUT;SG
شارة	penning	شَارَّة	penning	N;NOM;INDF;SG	N;MASC+FEM;SG
شارة	badge	شَارَّة	badg	N;NOM;INDF;SG	N;MASC+FEM;SG
الرحمة	mercy	رَحمَة	mercy	N;NOM;DEF;SG	N;MASC+FEM;SG
الرحمة	barmhartigheid	رَحمَة	barmhartigheid	N;NOM;DEF;SG	N;MASC+FEM;SG
الرحمة	genade	رَحمَة	genade	N;NOM;DEF;SG	N;MASC+FEM;SG
المطارات	vliegvelden	مَطَار	vliegveld	N;NOM;DEF;PL	N;PL
المطارات	luchthavens	مَطَار	luchthaven	N;NOM;DEF;PL	N;PL
التكاثر	fokkerij	تَكَاثُر	fokkerij	N;NOM;DEF;SG	N;MASC+FEM;SG
التكاثر	fok	تَكَاثُر	fok	N;NOM;DEF;SG	N;MASC+FEM;SG
التكاثر	voortplanting	تَكَاثُر	voortplanting	N;NOM;DEF;SG	N;MASC+FEM;SG
التكاثر	reproductie	تَكَاثُر	reproductie	N;NOM;DEF;SG	N;MASC+FEM;SG
ظواهر	fenomenen	ظَاهِرَة	fenomenen	N;NOM;INDF;PL	N;PL
ظواهر	verschijnselen	ظَاهِرَة	verschijnselen	N;NOM;INDF;PL	N;PL
السلاسل	kettingen	سَلسَلَة	ketting	N;NOM;DEF;PL	N;PL
السلاسل	ketens	سَلسَلَة	keten	N;NOM;DEF;PL	N;PL
المختلطة	mixed	مُختَلِط	mixed	ADJ;NOM;DEF;FEM;SG	ADJ
الظلم	onrechtvaardigheid	ظُلم	onrechtvaardigheid	N;NOM;DEF;SG	N;MASC+FEM;SG
الظلم	onrecht	ظُلم	onrecht	N;NOM;DEF;SG	N;NEUT;SG
الجثة	lijk	جُثَّة	lijk	N;NOM;DEF;SG	N;NEUT;SG
الكهوف	grotten	كَهف	grot	N;NOM;DEF;PL	N;PL
عناية	zorg	عِنَايَة	zorg	N;NOM;INDF;SG	N;MASC+FEM;SG
عناية	care	عِنَايَة	care	N;NOM;INDF;SG	N;MASC+FEM;SG
عناية	verzorging	عِنَايَة	verzorging	N;NOM;INDF;SG	N;MASC+FEM;SG
شاشات	schermen	شَاشَة	scherm	N;NOM;INDF;PL	N;PL
شاشات	monitors	شَاشَة	monitor	N;NOM;INDF;PL	N;PL
شاشات	monitoren	شَاشَة	monitor	N;NOM;INDF;PL	N;PL
عضوة	lid	عُضوَة	lid	N;NOM;INDF;SG	N;NEUT;SG
اخترع	verzonnen	اِختَرَع	verzinnen	V;PFV;MASC;SG;3;ACT	V;V.PTCP
اخترع	uitgevonden	اِختَرَع	uitvinden	V;PFV;MASC;SG;3;ACT	V;V.PTCP
اخترع	uitvinden	اِختَرَع	uitvinden	V;PFV;MASC;SG;3;ACT	V;NFIN
الاحتكاك	wrijving	اِحتِكَاك	wrijving	N;NOM;DEF;SG	N;MASC+FEM;SG
عظمة	botje	عَظمَة	botje	N;NOM;INDF;SG	N;NEUT;SG
عظمة	grootheid	عَظمَة	grootheid	N;NOM;INDF;SG	N;MASC+FEM;SG
عظمة	grootsheid	عَظمَة	grootsheid	N;NOM;INDF;SG	N;MASC+FEM;SG
