matado	zabil	matado	zabít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
vivendas	domovů	vivenda	domov	N	N;INAN;GEN;MASC;PL;POS
radical	radikální	radical	radikální	ADJ	ADJ;NOM;MASC;SG;POS
obesidade	obezity	obesidade	obezita	N	N;NOM;FEM;PL;POS
prosperidade	prosperity	prosperidade	prosperita	N	N;NOM;FEM;PL;POS
prosperidade	prosperita	prosperidade	prosperita	N	N;NOM;FEM;SG;POS
prosperidade	prosperitu	prosperidade	prosperita	N	N;ACC;FEM;SG;POS
prosperidade	blahobyt	prosperidade	blahobyt	N	N;INAN;NOM;MASC;SG;POS
exilio	exilu	exilio	exil	N	N;INAN;DAT;MASC;SG;POS
exilio	vyhnanství	exilio	vyhnanství	N	N;NOM;NEUT;SG;POS
palma	dlaní	palma	dlaň	N	N;INS;FEM;SG;POS
palma	dlaň	palma	dlaň	N	N;NOM;FEM;SG;POS
relativamente	poměrně	relativamente	poměrně	ADV	ADV;POS
relativamente	relativně	relativamente	relativně	ADV	ADV;POS
cordas	šňůry	corda	šňůra	N	N;NOM;FEM;PL;POS
cordas	řetězce	corda	řetězec	N	N;INAN;NOM;MASC;PL;POS
cordas	smyčce	corda	smyčec	N	N;NOM;FEM;PL;POS
cordas	struny	corda	struna	N	N;NOM;FEM;PL;POS
órganos	orgánů	órgano	orgán	N	N;INAN;GEN;MASC;PL;POS
órganos	orgány	órgano	orgán	N	N;INAN;NOM;MASC;PL;POS
penicilina	penicilin	penicilinar	penicilin	N	N;INAN;NOM;MASC;SG;POS
funcións	funkcí	función	funkce	N	N;INS;FEM;SG;POS
funcións	funkce	función	funkce	N	N;NOM;FEM;SG;POS
domina	dominuje	domina	dominovat	V	V;IND;SG;3;POS;PRS;FIN;ACT
modernos	moderní	moderno	moderní	ADJ	ADJ;NOM;MASC;SG;POS
colonial	koloniální	colonial	koloniální	ADJ	ADJ;NOM;MASC;SG;POS
exceso	přebytek	exceso	přebytek	N	N;INAN;NOM;MASC;SG;POS
exceso	nadbytek	exceso	nadbytek	N	N;INAN;NOM;MASC;SG;POS
ostras	ústřice	ostra	ústřika	N	N;NOM;FEM;PL;POS
ocupados	obsazeno	ocupado	obsazený	ADJ	ADJ;NEUT;SG;POS;V.PTCP;PASS
ocupados	zaneprázdněn	ocupado	zaneprázdněný	ADJ	ADJ;MASC;SG;POS;V.PTCP;PASS
ocupados	zaneprázdněný	ocupado	zaneprázdněný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
cascos	helmy	casco	helma	N	N;NOM;FEM;PL;POS
darvos	dej	darvo	dej	V	V;PFV;IMP;PL;2;POS;FIN
darvos	dejte	darvo	dát	V	V;PFV;IMP;PL;2;POS;FIN
botóns	tlačítka	botóns	tlačítko	N	N;NOM;NEUT;PL;POS
botóns	placky	botóns	placka	N	N;NOM;FEM;PL;POS
botóns	tlačítek	botóns	tlačítko	N	N;GEN;NEUT;PL;POS
botóns	knoflíky	botóns	knoflík	N	N;INAN;NOM;MASC;PL;POS
interésame	zajímá	interésame	zajímat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
afirmación	prohlášení	afirmación	prohlášení	N	N;NOM;NEUT;SG;POS
afirmación	výkaz	afirmación	výkaz	N	N;INAN;NOM;MASC;SG;POS
lanzou	hodil	lanzar	hodit	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
inda	stále	inda	stále	ADV	ADV
inda	pořád	inda	pořád	ADV	ADV
inda	ještě	inda	ještě	ADV	ADV
chamaría	volejte	chamar	volat	V	V;PFV;IMP;PL;2;POS;FIN
chamaría	zavolat	chamar	zavolat	V	V;PFV;POS;NFIN
chamaría	volat	chamar	volat	V	V;IPFV;POS;NFIN
agricultura	zemědělství	agricultura	zemědělství	N	N;NOM;NEUT;SG;POS
ratos	myší	rato	myš	N	N;NOM;FEM;SG;POS
ratos	myši	rato	myš	N	N;NOM;FEM;SG;POS
ratos	krysy	rato	krysa	N	N;INAN;NOM;MASC;PL;POS
ratos	krys	rato	krysa	N	N;GEN;FEM;PL;POS
dispoñible	dostupný	dispoñible	dostupný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
dispoñible	dostupná	dispoñible	dostupný	ADJ	ADJ;NOM;FEM;SG;POS
dispoñible	dostupné	dispoñible	dostupný	ADJ	ADJ;NOM;MASC;PL;POS
plataforma	plošina	plataforma	plošina	N	N;NOM;FEM;SG;POS
plataforma	nástupiště	plataforma	nástupiště	N	N;NOM;NEUT;SG;POS
plataforma	platforma	plataforma	platforma	N	N;NOM;FEM;SG;POS
plataforma	platformy	plataforma	platforma	N	N;NOM;FEM;PL;POS
plataforma	platformu	plataforma	platforma	N	N;ACC;FEM;SG;POS
celebración	oslava	celebración	oslava	N	N;NOM;FEM;SG;POS
celebración	oslavy	celebración	oslava	N	N;NOM;FEM;PL;POS
celebración	oslavu	celebración	oslava	N	N;ACC;FEM;SG;POS
soubera	věděl	soubera	vědět	V	V;MASC;SG;POS;PST;V.PTCP;ACT
soubera	věděla	soubera	vědět	V	V;POS;PST;V.PTCP;ACT
soubera	vědět	soubera	vědět	V	V;POS;NFIN
provén	přichází	prover	přicházet	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
provén	pramení	prover	pramenit	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
avós	prarodiče	avó	prarodič	N	N;ANIM;NOM;MASC;PL;POS
avós	prarodičů	avó	prarodič	N	N;ANIM;GEN;MASC;PL;POS
namorada	miluj	namorar	milovat	V	V;IMP;SG;2;POS;FIN
enviado	poslal	enviar	poslat	V	V;MASC;SG;POS;PST;V.PTCP;ACT
demasiadas	mnohé	demasiadas	mnohý	ADJ	ADJ;NOM;MASC;PL;POS
demasiadas	mnozí	demasiadas	mnohý	ADJ	ADJ;ANIM;NOM;MASC;PL;POS
dígoo	prostě	dígoo	prostě	ADV	ADV;POS
evidencias	důkaz	evidencia	důkaz	N	N;INAN;NOM;MASC;SG;POS
evidencias	důkazy	evidencia	důkaz	N	N;INAN;NOM;MASC;PL;POS
secundaria	vysoký	secundario	vysoký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
secundaria	vysoké	secundario	vysoký	ADJ	ADJ;NOM;MASC;PL;POS
secundaria	vysoká	secundario	vysoký	ADJ	ADJ;NOM;FEM;SG;POS
secundaria	sekundární	secundario	sekundární	ADJ	ADJ;NOM;MASC;SG;POS
primas	materiály	prima	materiál	N	N;INAN;NOM;MASC;PL;POS
primas	materiál	prima	materiál	N	N;INAN;NOM;MASC;SG;POS
seguín	šel	seguir	jít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
seguín	následovalo	seguir	následovat	V	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
seguín	následovala	seguir	následovat	V	V;IPFV;POS;PST;V.PTCP;ACT
seguín	sledoval	seguir	sledovat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
seguín	následoval	seguir	následovat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
mercou	koupil	mercar	koupit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
mercou	koupila	mercar	koupit	V	V;PFV;POS;PST;V.PTCP;ACT
mercou	koupili	mercar	koupit	V	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
escritores	spisovatelů	escritor	spisovatel	N	N;ANIM;GEN;MASC;PL;POS
escritores	spisovatelé	escritor	spisovatel	N	N;ANIM;NOM;MASC;PL;POS
escritores	autoři	escritor	autor	N	N;ANIM;NOM;MASC;PL;POS
universidades	univerzity	universidade	univerzita	N	N;NOM;FEM;PL;POS
universidades	univerzita	universidade	univerzita	N	N;NOM;FEM;SG;POS
universidades	university	universidade	univerzita	N	N;NOM;FEM;PL;POS
universidades	univerzity	universidade	univerzita	N	N;NOM;FEM;PL;POS
calcetíns	ponožky	calcetíns	ponožka	N	N;NOM;FEM;PL;POS
calcetíns	ponožek	calcetíns	ponožka	N	N;GEN;FEM;PL;POS
anual	každoroční	anual	každoroční	ADJ	ADJ;NOM;MASC;SG;POS
anual	roční	anual	roční	ADJ	ADJ;NOM;MASC;SG;POS
anual	výroční	anual	výroční	ADJ	ADJ;NOM;MASC;SG;POS
avances	zálohy	avance	záloha	N	N;NOM;FEM;PL;POS
avances	záloh	avance	záloha	N	N;NOM;FEM;PL;POS
partidos	večírky	partido	večírka	N	N;NOM;FEM;PL;POS
partidos	strany	partido	strana	N	N;NOM;FEM;PL;POS
partidos	zápasy	partido	zápas	N	N;INAN;NOM;MASC;PL;POS
partidos	shody	partido	shoda	N	N;NOM;FEM;PL;POS
partidos	zápalky	partido	zápalek	N	N;NOM;FEM;PL;POS
necesarias	nutná	necesario	nutný	ADJ	ADJ;NOM;FEM;SG;POS
necesarias	nezbytná	necesario	zbytný	ADJ	ADJ;NOM;FEM;SG;NEG
necesarias	nezbytné	necesario	zbytný	ADJ	ADJ;NOM;NEUT;SG;NEG
necesarias	nutné	necesario	nutný	ADJ	ADJ;NOM;NEUT;SG;POS
necesarias	nezbytný	necesario	zbytný	ADJ	ADJ;INAN;NOM;MASC;SG;NEG
delicado	delikátní	delicar	delikátní	ADJ	ADJ;NOM;MASC;SG;POS
durmas	spánek	durma	spánek	N	N;INAN;NOM;MASC;SG;POS
repito	opakovat	repito	opakovat	V	V;IPFV;POS;NFIN
repito	opakuji	repito	opakovat	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
crían	věřila	crían	věřit	V	V;IPFV;POS;PST;V.PTCP;ACT
crían	věřili	crían	věřit	V	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
crían	věřil	crían	věřit	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
crían	věřit	crían	věřit	V	V;IPFV;POS;NFIN
mensaxeiro	posel	mensaxeiro	posel	N	N;ANIM;NOM;MASC;SG;POS
mensaxeiro	poslíček	mensaxeiro	poslíček	N	N;ANIM;NOM;MASC;SG;POS
mensaxeiro	messenger	mensaxeiro	messenger	N	N;INAN;NOM;MASC;SG;POS
respiro	zlom	respiro	zlom	N	N;INAN;NOM;MASC;SG;POS
respiro	pauza	respiro	pauza	N	N;NOM;FEM;SG;POS
respiro	přestávka	respiro	přestávka	N	N;NOM;FEM;SG;POS
respiro	nádech	respiro	nádech	N	N;INAN;NOM;MASC;SG;POS
respiro	dech	respiro	dech	N	N;INAN;NOM;MASC;SG;POS
respiro	odpočinek	respiro	odpočinek	N	N;INAN;NOM;MASC;SG;POS
respiro	odpočívej	respiro	odpočívat	N	N;INAN;NOM;MASC;SG;POS
combustible	paliva	combustible	palivo	N	N;NOM;NEUT;PL;POS
combustible	palivo	combustible	palivo	N	N;NOM;NEUT;SG;POS
sutil	jemné	sutil	jemný	ADJ	ADJ;NOM;NEUT;SG;POS
crendo	věřit	crendo	věřit	V	V;IPFV;POS;NFIN
crendo	přemýšlím	crendo	přemýšlet	V	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
mortalidade	úmrtnost	mortalidade	úmrtnost	N	N;NOM;FEM;SG;POS
mortalidade	úmrtnosti	mortalidade	úmrtnost	N	N;NOM;FEM;SG;POS
mortalidade	smrt	mortalidade	smrt	N	N;NOM;FEM;SG;POS
mortalidade	death	mortalidade	death	N	N;INAN;NOM;MASC;SG;POS
mortalidade	smrti	mortalidade	smrt	N	N;GEN;FEM;SG;POS
mortalidade	úmrtí	mortalidade	úmrtí	N	N;NOM;NEUT;SG;POS
accidentes	havárie	accidente	havárie	N	N;NOM;FEM;SG;POS
accidentes	nehody	accidente	nehoda	N	N;NOM;FEM;PL;POS
accidentes	nehod	accidente	nehoda	N	N;GEN;FEM;PL;POS
accidentes	havárie	accidente	havárie	N	N;NOM;FEM;SG;POS
accidentes	nehoda	accidente	nehoda	N	N;NOM;FEM;SG;POS
accidentes	úraz	accidente	úraz	N	N;INAN;NOM;MASC;SG;POS
inclúe	zahrnuje	incluír	zahrnovat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
seco	sucho	seco	sucho	N	N;NOM;NEUT;SG;POS
materias	raw	materia	raw	N	N;NOM;FEM;SG;POS
misericordioso	milosrdný	misericordioso	milosrdný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
xesucristo	ježíši	xesucristo	ježít	N	N;ANIM;DAT;MASC;SG;POS
xesucristo	ježíš	xesucristo	ježit	N	N;ANIM;NOM;MASC;SG;POS
xesucristo	kristus	xesucristo	kristus	N	N;ANIM;NOM;MASC;SG;POS
tradicións	tradice	tradición	tradice	N	N;NOM;FEM;SG;POS
tradicións	tradice	tradición	tradice	N	N;NOM;FEM;SG;POS
tradicións	tradici	tradición	tradice	N	N;ACC;FEM;SG;POS
alcohol	alkoholu	alcohol	alkohol	N	N;INAN;GEN;MASC;SG;POS
alcohol	alkohol	alcohol	alkohol	N	N;INAN;NOM;MASC;SG;POS
alivio	úleva	alivio	úleva	N	N;NOM;FEM;SG;POS
alivio	úlevu	alivio	úleva	N	N;ACC;FEM;SG;POS
alivio	úlevy	alivio	úleva	N	N;NOM;FEM;PL;POS
insectos	hmyzu	insecto	hmyz	N	N;INAN;GEN;MASC;SG;POS
insectos	hmyz	insecto	hmyz	N	N;INAN;NOM;MASC;SG;POS
túnel	tunel	túnel	tunel	N	N;INAN;NOM;MASC;SG;POS
duelo	souboj	duelo	souboj	N	N;INAN;NOM;MASC;SG;POS
duelo	duel	duelo	duel	N	N;INAN;NOM;MASC;SG;POS
mares	moře	mar	moře	N	N;NOM;NEUT;SG;POS
mares	moře	mar	moře	N	N;NOM;NEUT;SG;POS
vivas	žijící	vivo	žijící	ADJ	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
artística	směr	artístico	směr	N	N;INAN;NOM;MASC;SG;POS
marxe	pokoj	marxe	pokoj	N	N;INAN;NOM;MASC;SG;POS
marxe	místnost	marxe	místnost	N	N;NOM;FEM;SG;POS
resolución	usnesení	resolución	usnesení	N	N;NOM;NEUT;SG;POS
resolución	rozlišení	resolución	rozlišení	N	N;NOM;NEUT;SG;POS
resolución	rezoluce	resolución	rezoluce	N	N;NOM;FEM;SG;POS
ensinou	učila	ensinar	učit	V	V;IPFV;POS;PST;V.PTCP;ACT
ensinou	naučil	ensinar	naučit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
ensinou	učil	ensinar	učit	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
feixe	hromada	feixe	hromada	N	N;NOM;FEM;SG;POS
feixe	hromadu	feixe	hromada	N	N;ACC;FEM;SG;POS
feixe	hromádka	feixe	hromádka	N	N;NOM;FEM;SG;POS
feixe	šarže	feixe	šarže	N	N;NOM;FEM;SG;POS
rexistros	záznamy	rexistro	záznam	N	N;INAN;NOM;MASC;PL;POS
rexistros	rekordy	rexistro	rekord	N	N;INAN;NOM;MASC;PL;POS
rexistros	desky	rexistro	deska	N	N;NOM;FEM;PL;POS
focas	těsnění	foca	těsnění	N	N;NOM;NEUT;SG;POS
globo	balónek	globo	balónek	N	N;INAN;NOM;MASC;SG;POS
globo	balón	globo	balón	N	N;INAN;NOM;MASC;SG;POS
globo	balon	globo	balon	N	N;INAN;NOM;MASC;SG;POS
choraba	brečet	chorar	brečet	V	V;POS;NFIN
choraba	plakal	chorar	plakat	V	V;MASC;SG;POS;PST;V.PTCP;ACT
choraba	plakala	chorar	plakat	V	V;POS;PST;V.PTCP;ACT
continuou	pokračoval	continuar	pokračovat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
continuou	pokračovalo	continuar	pokračovat	V	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
continuou	pokračovala	continuar	pokračovat	V	V;IPFV;POS;PST;V.PTCP;ACT
elefante	slon	elefante	slon	N	N;ANIM;NOM;MASC;SG;POS
elefante	slony	elefante	slon	N	N;ANIM;ACC;MASC;PL;POS
elefante	sloni	elefante	slon	N	N;ANIM;NOM;MASC;PL;POS
golf	golfu	golf	golf	N	N;INAN;GEN;MASC;SG;POS
golf	golf	golf	golf	N	N;INAN;NOM;MASC;SG;POS
sétimo	sedmé	sétimo	sedmý	ADJ	ADJ;NOM;NEUT;SG;POS
sétimo	sedmá	sétimo	sedmý	ADJ	ADJ;NOM;FEM;SG;POS
sétimo	sedmý	sétimo	sedmý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
creceu	rostla	crecer	růst	V	V;POS;PST;V.PTCP;ACT
venden	prodávat	vender	prodávat	V	V;IPFV;POS;NFIN
venden	prodat	vender	prodat	V	V;PFV;POS;NFIN
empresarios	podnikatelé	empresario	podnikatel	N	N;ANIM;NOM;MASC;PL;POS
camas	postele	cama	postel	N	N;NOM;FEM;PL;POS
camas	lůžka	cama	lůžko	N	N;NOM;NEUT;PL;POS
atopara	měl	atopar	mít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
atopara	měla	atopar	mít	V	V;POS;PST;V.PTCP;ACT
atopara	potkal	atopar	potkat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
bonecas	panenky	boneca	panenka	N	N;NOM;FEM;PL;POS
evento	událost	evento	událost	N	N;NOM;FEM;SG;POS
festival	festival	festival	festival	N	N;INAN;NOM;MASC;SG;POS
festival	slavnosti	festival	slavnost	N	N;NOM;FEM;PL;POS
festival	slavnost	festival	slavnost	N	N;NOM;FEM;SG;POS
determinación	odhodlání	determinación	odhodlání	N	N;NOM;NEUT;SG;POS
determinación	stanovení	determinación	stanovení	N	N;NOM;NEUT;SG;POS
determinación	určení	determinación	určení	N	N;NOM;NEUT;SG;POS
determinación	určování	determinación	určování	N	N;NOM;NEUT;SG;POS
chamaron	volal	chamar	volat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
chamaron	zavolal	chamar	zavolat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
chamaron	volala	chamar	volat	V	V;IPFV;POS;PST;V.PTCP;ACT
chamaron	volali	chamar	volat	V	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
ilusións	iluze	ilusión	iluze	N	N;NOM;FEM;PL;POS
tiran	hoď	ter	hoď	V	V;IMP;SG;2;POS;FIN
tiran	hodit	ter	hodit	V	V;POS;NFIN
separar	oddělit	separar	oddělit	V	V;PFV;POS;NFIN
arriscar	riskovat	arriscar	riskovat	V	V;POS;NFIN
pito	kuřata	pito	kuře	N	N;NOM;NEUT;PL;POS
pito	kuře	pito	kuře	N	N;NOM;NEUT;SG;POS
pito	cigareta	pito	cigareta	N	N;NOM;FEM;SG;POS
pito	cigarety	pito	cigareta	N	N;NOM;FEM;PL;POS
pito	cigaretu	pito	cigareta	N	N;ACC;FEM;SG;POS
censura	cenzura	censura	cenzura	N	N;NOM;FEM;SG;POS
crianzas	děti	crianza	dítě	N	N;NOM;FEM;PL;POS
montes	hory	monte	hora	N	N;NOM;FEM;PL;POS
montes	pohoří	monte	pohoří	N	N;NOM;NEUT;SG;POS
montes	hor	monte	hora	N	N;GEN;FEM;PL;POS
chamados	volal	chamar	volat	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
chamados	zavolal	chamar	zavolat	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
chamados	volala	chamar	volat	V	V;IPFV;POS;PST;V.PTCP;ACT
chamados	volali	chamar	volat	V	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
cualificación	hodnocení	cualificación	hodnocení	N	N;NOM;NEUT;SG;POS
cualificación	rating	cualificación	rating	N	N;INAN;NOM;MASC;SG;POS
insultar	urážet	insultar	urážet	V	V;IPFV;POS;NFIN
liberal	liberální	liberal	liberální	ADJ	ADJ;NOM;FEM;SG;POS
descoñecidos	cizinci	descoñecido	cizinec	N	N;ANIM;NOM;MASC;PL;POS
perdera	ztratil	perderar	ztratit	V	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
perdera	měl	perderar	mít	V	V;MASC;SG;POS;PST;V.PTCP;ACT
perdera	měla	perderar	mít	V	V;POS;PST;V.PTCP;ACT
escuros	hluboká	escuro	hluboký	ADJ	ADJ;NOM;FEM;SG;POS
escuros	hluboké	escuro	hluboký	ADJ	ADJ;NOM;NEUT;SG;POS
escuros	hluboký	escuro	hluboký	ADJ	ADJ;INAN;NOM;MASC;SG;POS
escuros	tmavá	escuro	tmavý	ADJ	ADJ;NOM;FEM;SG;POS
escuros	tmavé	escuro	tmavý	ADJ	ADJ;NOM;NEUT;SG;POS
escuros	temné	escuro	temný	ADJ	ADJ;NOM;MASC;PL;POS
escuros	tmavý	escuro	tmavý	ADJ	ADJ;INAN;NOM;MASC;SG;POS
internacionais	mezinárodní	internacional	mezinárodní	ADJ	ADJ;NOM;MASC;SG;POS
socio	partner	socio	partner	N	N;ANIM;NOM;MASC;SG;POS
socio	partnera	socio	partner	N	N;ANIM;ACC;MASC;SG;POS
socio	parťák	socio	parťák	N	N;ANIM;NOM;MASC;SG;POS
socio	partnerka	socio	partnerka	N	N;NOM;FEM;SG;POS
socio	společník	socio	společník	N	N;ANIM;NOM;MASC;SG;POS
esquecido	zapomněl	esquecer	zapomenout	V	V;MASC;SG;POS;PST;V.PTCP;ACT
esquecido	zapomněli	esquecer	zapomenout	V	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
escoitarme	poslouchat	escoitarme	poslouchat	V	V;IPFV;POS;NFIN
rabia	hněv	rabia	hněv	N	N;INAN;NOM;MASC;SG;POS
rabia	zloba	rabia	zloba	N	N;NOM;FEM;SG;POS
rabia	vztek	rabia	vztek	N	N;INAN;NOM;MASC;SG;POS
rabia	zlost	rabia	zlost	N	N;NOM;FEM;SG;POS
rabia	zuřivost	rabia	zuřivost	N	N;NOM;FEM;SG;POS
rabia	hněv	rabia	hněv	N	N;INAN;NOM;MASC;SG;POS
rabia	vztek	rabia	vztek	N	N;INAN;NOM;MASC;SG;POS
rabia	zlost	rabia	zlost	N	N;NOM;FEM;SG;POS
rabia	out	rabia	out	N	N;INAN;NOM;MASC;SG;POS
caros	nákladné	caro	nákladný	ADJ	ADJ;NOM;NEUT;SG;POS
caros	drahé	caro	drahý	ADJ	ADJ;NOM;MASC;PL;POS
católica	katolická	católico	katolický	ADJ	ADJ;NOM;FEM;SG;POS
católica	katolické	católico	katolický	ADJ	ADJ;NOM;NEUT;SG;POS
católica	katolický	católico	katolický	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
sacrificar	obětovat	sacrificar	obětovat	V	V;POS;NFIN
sacrificar	obětovat	sacrificar	obětovat	V	V;POS;NFIN
carreta	přízrak	carreta	přízrak	N	N;INAN;NOM;MASC;SG;POS
carreta	fantom	carreta	fantom	N	N;INAN;NOM;MASC;SG;POS
carreta	vozík	carreta	vozík	N	N;INAN;NOM;MASC;SG;POS
carreta	košík	carreta	košík	N	N;INAN;NOM;MASC;SG;POS
carreta	košíku	carreta	košík	N	N;INAN;GEN;MASC;SG;POS
deberá	musí	deber	muset	V	V;IND;SG;3;POS;PRS;FIN;ACT
buscaba	bylo	buscar	být	V	V;NEUT;SG;POS;PST;V.PTCP;ACT
buscaba	byl	buscar	být	V	V;MASC;SG;POS;PST;V.PTCP;ACT
buscaba	byla	buscar	být	V	V;POS;PST;V.PTCP;ACT
dubido	pochybovat	dober	pochybovat	V	V;IPFV;POS;NFIN
suor	pot	suor	pot	N	N;INAN;NOM;MASC;SG;POS
merca	kup	merca	kup	N	N;FEM;SG;POS
atraso	zpoždění	atraso	zpoždění	N	N;NOM;NEUT;SG;POS
copas	nápoje	copa	nápoj	N	N;INAN;NOM;MASC;PL;POS
copas	pití	copa	pití	N	N;NOM;NEUT;SG;POS
falabamos	hovořil	falabar	hovořit	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
falabamos	mluvil	falabar	mluvit	V	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
contarllo	nej	contarllo	nej	N	N;NOM;MASC;SG;POS
tea	látka	tea	látka	N	N;NOM;FEM;SG;POS
inspección	kontrola	inspección	kontrola	N	N;NOM;FEM;SG;POS
inspección	inspekce	inspección	inspekce	N	N;NOM;FEM;SG;POS
inspección	prohlídka	inspección	prohlídka	N	N;NOM;FEM;SG;POS
máximo	maximální	máximo	maximální	ADJ	ADJ;NOM;MASC;SG;POS
cambiaches	změnit	cambiaches	změnit	V	V;PFV;POS;NFIN
interesan	zajímá	interesar	zajímat	V	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
peitos	ňadra	peito	ňadra	N	N;NOM;NEUT;PL;POS
peitos	prsa	peito	prsa	N	N;NOM;NEUT;PL;POS
peitos	poprsí	peito	poprsí	N	N;NOM;NEUT;SG;POS
peitos	prsa	peito	prsa	N	N;NOM;NEUT;PL;POS
peitos	prsu	peito	prs	N	N;NOM;FEM;SG;POS
baleiras	prázdné	baleira	prázdný	ADJ	ADJ;NOM;NEUT;SG;POS
baleiras	prázdná	baleira	prázdný	ADJ	ADJ;NOM;FEM;SG;POS
baleiras	prázdný	baleira	prázdný	ADJ	ADJ;INAN;NOM;MASC;SG;POS
furioso	rozzuřený	furioso	rozzuřený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
furioso	zuřivý	furioso	zuřivý	ADJ	ADJ;ANIM;NOM;MASC;SG;POS
sacalo	out	sacalo	out	N	N;INAN;NOM;MASC;SG;POS
vina	viděla	vina	vidět	V	V;POS;PST;V.PTCP;ACT
vina	viděl	vina	vidět	V	V;MASC;SG;POS;PST;V.PTCP;ACT
retiro	odebrání	retiro	odebrání	N	N;NOM;NEUT;SG;POS
retiro	důchod	retiro	důchod	N	N;INAN;NOM;MASC;SG;POS
retiro	důchodu	retiro	důchod	N	N;INAN;GEN;MASC;SG;POS
peles	kůže	pel	kůže	N	N;NOM;FEM;SG;POS
peles	kožešiny	pel	kožešina	N	N;NOM;FEM;PL;POS
peles	srst	pel	srst	N	N;NOM;FEM;SG;POS
cranio	lebku	cranio	lebka	N	N;ACC;FEM;SG;POS
cranio	lebky	cranio	lebka	N	N;NOM;FEM;PL;POS
cranio	lebka	cranio	lebka	N	N;NOM;FEM;SG;POS
batallóns	prapory	batallón	prapor	N	N;INAN;NOM;MASC;PL;POS
conquista	dobývání	conquista	dobývání	N	N;NOM;NEUT;SG;POS
conquista	dobytí	conquista	dobytí	N	N;NOM;NEUT;SG;POS
veteranos	veteránů	veterano	veterán	N	N;ANIM;GEN;MASC;PL;POS
veteranos	veterány	veterano	veteraný	N	N;ANIM;ACC;MASC;PL;POS
veteranos	veterináři	veterano	veterinář	N	N;ANIM;NOM;MASC;PL;POS
veteranos	veterány	veterano	veteraný	N	N;ANIM;ACC;MASC;PL;POS
valentía	odvaha	valentía	odvaha	N	N;NOM;FEM;SG;POS
valentía	kuráž	valentía	kuráž	N	N;NOM;FEM;SG;POS
valentía	odvahu	valentía	odvaha	N	N;ACC;FEM;SG;POS
cecais	možná	cecal	možná	ADV	ADV
cheguemos	získat	cheguer	získat	V	V;PFV;POS;NFIN
cheguemos	dostat	cheguer	dostat	V	V;POS;NFIN
atoparei	najděte	atopar	najít	V	V;IMP;PL;2;POS;FIN
atoparei	najdi	atopar	najdi	V	V;IMP;SG;2;POS;FIN
atoparei	najít	atopar	najít	V	V;POS;NFIN
tesouro	poklady	tesouro	poklad	N	N;INAN;NOM;MASC;PL;POS
tesouro	poklad	tesouro	poklad	N	N;INAN;NOM;MASC;SG;POS
chamarme	volejte	chamarme	volat	V	V;PFV;IMP;PL;2;POS;FIN
chamarme	zavolat	chamarme	zavolat	V	V;PFV;POS;NFIN
chamarme	volat	chamarme	volat	V	V;IPFV;POS;NFIN
delicioso	výborné	delicioso	výborný	ADJ	ADJ;NOM;NEUT;SG;POS
