もの	şeyler	もの	şey	N	N;NOM;PL;3
ニュース	haberler	ニュース	haber	N	N;NOM;PL;3
ニュース	haberleri	ニュース	haber	N	N;NOM;PL;3
ニュース	haber	ニュース	haber	N	N;NOM;SG;3
文学	edebiyatı	文学	edebiyat	N	N;ACC;SG;3
文学	edebiyat	文学	edebiyat	N	N;NOM;SG;3
能力	yetenek	能力	yetenek	N	N;NOM;SG;3
能力	yeteneği	能力	yetenek	N	N;NOM;SG;3
なし	yok	なす	yok		
なし	onsuz	なす	onsuz		
学者	alimler	学者	alim	N	N;NOM;PL;3
空港	havalimanı	空港	havaliman	N	N;ACC;SG;3
空港	havaalanı	空港	havaalanı	N	N;NOM;SG;3
空港	havaalanları	空港	havaalan	N	N;NOM;PL;3
高速	hızlı	高速	hızlı	ADJ	ADJ
言語	diller	言語	dil	N	N;NOM;PL;3
言語	dilleri	言語	dil	N	N;NOM;PL;3
会議	görüşmeler	会議	görüşme	N	N;NOM;PL;3
会議	toplantı	会議	toplantı	N	N;NOM;SG;3
会議	toplantılar	会議	toplantı	N	N;NOM;PL;3
会議	toplantı	会議	toplantı	N	N;NOM;SG;3
バンド	gruplar	バンド	grup	N	N;NOM;PL;3
追加	ekleyin	追加	ekle	V	V;PFV;IMP;PL;2;POS;PRS
追加	ekliyor	追加	ekle	V	V;PROG;IND;SG;3;POS;INFM;PRS
移動	taşınıyor	移動	taşı	V	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
オリンピック	olimpiyatlar	オリンピック	ol	N	N;NOM;PL;3
オリンピック	olimpiyatları	オリンピック	ol	N	N;ACC;PL;3
オリンピック	olimpiyat	オリンピック	olimpiyat	N	N;NOM;SG;3
国民	national	国民	national	N	N;DAT;SG;3
ファン	taraftar	ファン	taraf	N	N;NOM;SG;3
ファン	taraftarlar	ファン	taraf	N	N;NOM;PL;3
ファン	taraftar	ファン	taraf	N	N;NOM;SG;3
すべて	herşeyi	すべて	herşey	N	N;ACC;SG;3
運動	alıştırma	運動	alış	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
環境	ortamları	環境	ortam	N	N;ACC;PL;3
競技	müsabaka	競技	müsabaka	N	N;NOM;SG;3
紹介	yönlendirme	紹介	yönlen	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
工場	fabrikalar	工場	fabrika	N	N;NOM;PL;3
工場	fabrikası	工場	fabrikası	N	N;NOM;SG;3
工場	fabrikada	工場	fabrika	N	N;ESS;SG;3
相手	rakibi	相手	rakip	N	N;NOM;SG;3
労働	işçilik	労働	işçilik	N	N;NOM;SG;3
データ	veriler	データ	veri	N	N;NOM;PL;3
作戦	ameliyat	作戦	ameliyat	N	N;NOM;SG;3
作戦	operasyonu	作戦	operasyon	N	N;ACC;SG;3
可能性	olasılıklar	可能性	olasılık	N	N;NOM;PL;3
可能性	olasılık	可能性	olasılık	N	N;NOM;SG;3
可能性	ihtimaller	可能性	ihtimal	N	N;NOM;PL;3
可能性	olasılıkları	可能性	olasılık	N	N;NOM;PL;3
可能性	olanaklar	可能性	olanak	N	N;NOM;PL;3
可能性	olasılık	可能性	olasılık	N	N;NOM;SG;3
可能性	olasılıklar	可能性	olasılık	N	N;NOM;PL;3
種類	çeşitleri	種類	çeşit	N	N;ACC;PL;3
種類	türler	種類	tür	N	N;NOM;PL;3
種類	tipler	種類	tip	N	N;NOM;PL;3
文字	karakteri	文字	karakteri	N	N;ESS;SG;3
文字	karakterler	文字	karak	N	N;NOM;PL;3
文字	karakterleri	文字	karakter	N	N;NOM;PL;3
大統領	cumhurbaşkanı	大統領	cumhurbaşkanı	N	N;NOM;SG;3
連邦	federasyonu	連邦	federasyon	N	N;NOM;SG;3
部門	bölümü	部門	bölüm	N	N;NOM;SG;3
部門	departman	部門	departman	N	N;NOM;SG;3
部門	departmanı	部門	departman	N	N;ACC;SG;3
プロデューサー	yapımcılar	プロデューサー	yapımcı	N	N;NOM;PL;3
レース	dantel	レース	dantel	N	N;NOM;SG;3
郵便	postalar	郵便	posta	N	N;NOM;PL;3
カップ	bardaklar	カップ	bardak	N	N;NOM;PL;3
カップ	bardağı	カップ	bardak	N	N;ACC;SG;3
カップ	fincan	カップ	fincan	N	N;NOM;SG;3
カップ	bardak	カップ	bardak	N	N;NOM;SG;3
カップ	kupası	カップ	kupa	N	N;NOM;SG;3
カップ	fincan	カップ	fincan	N	N;NOM;SG;3
カップ	bardak	カップ	bardak	N	N;NOM;SG;3
交差点	kavşak	交差点	kavşak	N	N;NOM;SG;3
イベント	etkinlikler	イベント	etkinlik	N	N;NOM;PL;3
イベント	olaylar	イベント	olay	N	N;NOM;PL;3
イベント	etkinlik	イベント	etkinlik	N	N;NOM;SG;3
イベント	etkinlik	イベント	etkinlik	N	N;NOM;SG;3
イベント	etkinliği	イベント	etkinlik	N	N;ACC;SG;3
出典	kaynakları	出典	kaynak	N	N;ACC;PL;3
出典	kaynaklar	出典	kaynak	N	N;NOM;PL;3
重要	onemli	重要	onemli	ADJ	ADJ
プロジェクト	projesi	プロジェクト	proje	N	N;NOM;SG;3
プロジェクト	projelerin	プロジェクト	proje	N	N;GEN;PL;3
プロジェクト	projeleri	プロジェクト	proje	N	N;ACC;PL;3
プロジェクト	projeler	プロジェクト	proje	N	N;NOM;PL;3
電車	trenle	電車	trenl	N	N;INS;SG;3
電車	trenler	電車	tren	N	N;NOM;PL;3
電車	trenleri	電車	tren	N	N;ACC;PL;3
建築	mimarisi	建築	mimari	N	N;NOM;SG;3
クラス	sınıflar	クラス	sınıf	N	N;NOM;PL;3
クラス	dersleri	クラス	ders	N	N;NOM;PL;3
クラス	sınıfları	クラス	sınıf	N	N;NOM;PL;3
クラス	dersler	クラス	ders	N	N;NOM;PL;3
クラス	sınıf	クラス	sınıf	N	N;NOM;SG;3
意見	görüşler	意見	görüş	N	N;NOM;PL;3
意見	fikirleri	意見	fikir	N	N;NOM;PL;3
意見	fikirler	意見	fikir	N	N;NOM;PL;3
再び	yine	再び	yine	ADV	ADV
再び	gene	再び	gene	ADV	ADV
再び	yeniden	再び	yeniden	ADV	ADV
発見	keşfetmek	発見	keşfet	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
発見	keşfetmek	発見	keşfet	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
ローマ	romanlar	ローマ	roman	N	N;NOM;PL;3
保護	koruyor	保護	kor	V	V;PROG;IND;SG;3;POS;INFM;PRS
保護	korunması	保護	korun	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
保護	korumak	保護	koru	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
保護	koruyun	保護	koru	V	V;PFV;IMP;PL;2;POS;PRS
保護	korumak	保護	koru	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
保護	korunmak	保護	korun	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
試験	sınav	試験	sınav	N	N;NOM;SG;3
試験	muayene	試験	muayene	N	N;NOM;SG;3
試験	sınav	試験	sınav	N	N;NOM;SG;3
試験	muayene	試験	muayene	N	N;NOM;SG;3
試験	sınav	試験	sınav	N	N;NOM;SG;3
試験	sınavlar	試験	sınav	N	N;NOM;PL;3
反対	karsi	反対	karsi		
反対	karşı	反対	karşı		
反対	karşıt	反対	karşıt		
反対	zıt	反対	zıt		
きく	ets	きく	ets		
作家	yazarlar	作家	yazar	N	N;NOM;PL;3
作家	yazarlar	作家	yazar	N	N;NOM;PL;3
方法	yöntemi	方法	yöntem	N	N;ACC;SG;3
方法	yöntem	方法	yöntem	N	N;NOM;SG;3
特徴	özellikler	特徴	özellik	N	N;NOM;PL;3
特徴	özellikleri	特徴	özellik	N	N;NOM;PL;3
特徴	özellikler	特徴	özellik	N	N;NOM;PL;3
特徴	özellikleri	特徴	özellik	N	N;NOM;PL;3
特徴	özelliği	特徴	özellik	N	N;NOM;SG;3
ベース	levrek	ベース	levrek	N	N;NOM;SG;3
男性	adamlar	男性	adam	N	N;NOM;PL;3
男性	insan	男性	insan	N	N;NOM;SG;3
男性	adam	男性	adam	N	N;NOM;SG;3
男性	adamım	男性	adam	N	N;NOM;SG;3
ケース	vakalar	ケース	vaka	N	N;NOM;PL;3
ケース	davalar	ケース	dava	N	N;NOM;PL;3
子供	çocuklar	子供	çocuk	N	N;NOM;PL;3
子供	cocuklar	子供	cocuk	N	N;NOM;PL;3
子供	çocuk	子供	çocuk	N	N;NOM;SG;3
子供	çocuklar	子供	çocuk	N	N;NOM;PL;3
子供	çocuk	子供	çocuk	N	N;NOM;SG;3
子供	çocuğum	子供	çocuk	N	N;NOM;SG;3
大臣	bakanı	大臣	bakan	N	N;NOM;SG;3
大臣	bakanım	大臣	bak	N	N;NOM;SG;3
大臣	bakanları	大臣	bakan	N	N;NOM;PL;3
大臣	bakanlar	大臣	bakan	N	N;NOM;PL;3
コーナー	köşeye	コーナー	köşe	N	N;DAT;SG;3
取締役	direktör	取締役	direk	N	N;NOM;SG;3
取締役	yöneticiler	取締役	yönetici	N	N;NOM;PL;3
取締役	yönetmenler	取締役	yönetmen	N	N;NOM;PL;3
人気	popülerlik	人気	popülerlik	N	N;NOM;SG;3
評価	derecelendirme	評価	derecelen	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
評価	değerlendirme	評価	değerlen	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
評価	değerlendirme	評価	değerlen	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
説明	açıklama	説明	açıkla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
説明	açıklayın	説明	açıkla	V	V;PFV;IMP;PL;2;POS;PRS
説明	açıklama	説明	açıkla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
説明	tanımlama	説明	tanımla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
説明	açıklaması	説明	açıkla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
説明	ediniz	説明	et	V	V;PFV;IMP;PL;2;POS;PRS
ドル	dolar	ドル	dolar	N	N;NOM;SG;3
ドル	dolarlar	ドル	dolar	N	N;NOM;PL;3
ドル	dolar	ドル	dolar	N	N;NOM;SG;3
投票	oylama	投票	oyla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
投票	oylama	投票	oyla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
雑誌	dergiler	雑誌	dergi	N	N;NOM;PL;3
学科	bölümü	学科	bölüm	N	N;NOM;SG;3
学科	departman	学科	departman	N	N;NOM;SG;3
学科	departmanı	学科	departman	N	N;ACC;SG;3
学科	bölümler	学科	bölüm	N	N;NOM;PL;3
学生	öğrenciler	学生	öğrenci	N	N;NOM;PL;3
学生	öğrenci	学生	öğrenci	N	N;NOM;SG;3
周辺	çevresi	周辺	çevre	N	N;NOM;SG;3
言葉	kelimesi	言葉	kelime	N	N;NOM;SG;3
言葉	kelimeler	言葉	kelime	N	N;NOM;PL;3
言葉	sözcükler	言葉	sözcük	N	N;NOM;PL;3
言葉	sözler	言葉	söz	N	N;NOM;PL;3
教会	kiliseler	教会	kilise	N	N;NOM;PL;3
教会	kiliseye	教会	kili	N	N;DAT;SG;3
内閣	kabine	内閣	kabin	N	N;NOM;SG;3
内閣	dolap	内閣	dolap	N	N;NOM;SG;3
事故	kazalar	事故	kaza	N	N;NOM;PL;3
事故	kazaları	事故	kaza	N	N;ACC;PL;3
分類	sınıflandırma	分類	sınıflan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
状況	durumlar	状況	durum	N	N;NOM;PL;3
状況	durum	状況	durum	N	N;NOM;SG;3
家族	ailesi	家族	aile	N	N;NOM;SG;3
距離	uzaklık	距離	uzaklık	N	N;NOM;SG;3
距離	mesafeler	距離	mesafe	N	N;NOM;PL;3
距離	mesafe	距離	mesafe	N	N;NOM;SG;3
距離	mesafeler	距離	mesafe	N	N;NOM;PL;3
新しい	yeni	新しい	yeni	ADJ	ADJ
ホール	salon	ホール	salon	N	N;NOM;SG;3
ホール	salonu	ホール	salon	N	N;ACC;SG;3
体重	ağırlığı	体重	ağırlık	N	N;NOM;SG;3
体重	kilosu	体重	kilo	N	N;NOM;SG;3
同意	anlaştık	同意	anlaş	V	V;PFV;IND;PL;1;POS;PST
これら	bunlar	これら	bu	PRO	PRO;NOM;PL;3
これら	bunları	これら	bu	PRO	PRO;ACC;PL;3
由来	kökeni	由来	köken	N	N;ACC;SG;3
店舗	mağazaları	店舗	mağaza	N	N;ACC;PL;3
店舗	dükkanlar	店舗	dükkan	N	N;NOM;PL;3
店舗	mağazalar	店舗	mağaza	N	N;NOM;PL;3
店舗	dükkanlar	店舗	dükkan	N	N;NOM;PL;3
店舗	mağazalar	店舗	mağaza	N	N;NOM;PL;3
店舗	mağazası	店舗	mağaza	N	N;NOM;SG;3
店舗	mağazadan	店舗	mağaza	N	N;AT+ABL;SG;3
店舗	dükkan	店舗	dükkan	N	N;NOM;SG;3
店舗	mağaza	店舗	mağaz	N	N;NOM;SG;3
カテゴリ	kategorisi	カテゴリ	kategori	N	N;NOM;SG;3
カテゴリ	kategorileri	カテゴリ	kategori	N	N;ACC;PL;3
芸術	sanatlar	芸術	sanat	N	N;NOM;PL;3
取得	getir	取得	getir	V	V;PFV;IMP;SG;2;POS;PRS
王国	krallık	王国	krallık	N	N;NOM;SG;3
電話	telefon	電話	telefon	N	N;NOM;SG;3
レコード	rekorlar	レコード	rekor	N	N;NOM;PL;3
レコード	kayıtları	レコード	kayıt	N	N;ACC;PL;3
レコード	kayıtlar	レコード	kayıt	N	N;NOM;PL;3
輸送	ulaştırma	輸送	ulaş	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
輸送	ulaştırma	輸送	ulaş	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
息子	oğullar	息子	oğul	N	N;NOM;PL;3
息子	oğulları	息子	oğul	N	N;ACC;PL;3
息子	oğlum	息子	oğul	N	N;NOM;SG;3
ツアー	tour	ツアー	tour	N	N;NOM;SG;3
ツアー	tura	ツアー	tur	N	N;DAT;SG;3
ツアー	turlar	ツアー	tur	N	N;NOM;PL;3
ツアー	turları	ツアー	tur	N	N;ACC;PL;3
スタジオ	stüdyoları	スタジオ	stüdyo	N	N;NOM;PL;3
スタジオ	stüdyosu	スタジオ	stüdyo	N	N;NOM;SG;3
市民	vatandaşlar	市民	vatandaş	N	N;NOM;PL;3
市民	vatandaşlık	市民	vatandaşlık	N	N;NOM;SG;3
組合	dernekleri	組合	dernek	N	N;NOM;PL;3
生徒	öğrenciler	生徒	öğrenci	N	N;NOM;PL;3
生徒	öğrenci	生徒	öğrenci	N	N;NOM;SG;3
コース	kurs	コース	kurs	N	N;NOM;SG;3
コース	kursları	コース	kurs	N	N;ACC;PL;3
コース	kurs	コース	kurs	N	N;NOM;SG;3
コース	dersler	コース	ders	N	N;NOM;PL;3
防衛	defans	防衛	defans	N	N;NOM;SG;3
変化	değiştirme	変化	değiş	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
議会	parlamentosu	議会	parlamentosu	N	N;NOM;SG;3
延長	uzamış	延長	uza	V	V;PFV;NFH;IND;SG;3;POS;PST
延長	uzatmak	延長	uza	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
延長	uzat	延長	uzat	V	V;PFV;IMP;SG;2;POS;PRS
延長	uzatma	延長	uza	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
ランド	arsa	ランド	arsa	N	N;NOM;SG;3
条件	kriterleri	条件	kriter	N	N;ACC;PL;3
条件	şartlar	条件	şart	N	N;NOM;PL;3
条件	koşulları	条件	koşul	N	N;ACC;PL;3
条件	koşullar	条件	koş	N	N;NOM;PL;3
条件	durum	条件	durum	N	N;NOM;SG;3
条件	durumu	条件	durum	N	N;NOM;SG;3
デジタル	sayısal	デジタル	sayısal	ADJ	ADJ
ポジション	konum	ポジション	konum	N	N;NOM;SG;3
ソング	şarkılar	ソング	şarkı	N	N;NOM;PL;3
履歴	tarih	履歴	tarih	N	N;NOM;SG;3
方向	talimatlar	方向	talimat	N	N;NOM;PL;3
方向	yönü	方向	yön	N	N;ACC;SG;3
方向	oryantasyon	方向	oryantasyon	N	N;NOM;SG;3
法律	kanunlar	法律	kanun	N	N;NOM;PL;3
法律	yasalar	法律	yasa	N	N;NOM;PL;3
法律	yasaları	法律	yasa	N	N;NOM;PL;3
効果	etkisi	効果	etki	N	N;NOM;SG;3
効果	etkileri	効果	etki	N	N;ACC;PL;3
ヶ月	ay	ヶ月	ay	N	N;NOM;SG;3
解説	açıklama	解説	açıkla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
解説	açıklamalar	解説	açıkla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
解説	açıklamaları	解説	açıkla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
解説	açıklama	解説	açıkla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
解説	tanımlama	解説	tanımla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
解説	açıklaması	解説	açıkla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
解説	ediniz	解説	et	V	V;PFV;IMP;PL;2;POS;PRS
職業	iş	職業	iş	N	N;NOM;SG;3
職業	meslekler	職業	meslek	N	N;NOM;PL;3
職業	mesleği	職業	meslek	N	N;NOM;SG;3
職業	mesleği	職業	meslek	N	N;NOM;SG;3
製品	ürünler	製品	ürün	N	N;NOM;PL;3
製品	ürünleri	製品	ürün	N	N;ACC;PL;3
速度	sürat	速度	sürat	N	N;NOM;SG;3
電子	elektron	電子	elektron	N	N;NOM;SG;3
電子	elektronlar	電子	elektron	N	N;NOM;PL;3
更新	güncelleme	更新	güncelle	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
更新	yenile	更新	yenil	V	V;PFV;IMP;SG;2;POS;PRS
更新	güncellemeleri	更新	güncelle	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
更新	güncellemeler	更新	güncelle	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
はじめ	hajime	はじめ	hajim		
仕事	iş	仕事	iş	N	N;NOM;SG;3
仕事	iş	仕事	iş	N	N;NOM;SG;3
連盟	konfederasyonu	連盟	konfederasyon	N	N;ACC;SG;3
政策	politikası	政策	politikası	N	N;NOM;SG;3
政策	politikamız	政策	politika	N	N;NOM;SG;3
政治家	politikacılar	政治家	politikacı	N	N;NOM;PL;3
政治家	siyasiler	政治家	siyasi	N	N;NOM;PL;3
政治家	siyasetçi	政治家	siyasetçi	N	N;NOM;SG;3
メディア	basında	メディア	bas	N	N;ESS;SG;3
メディア	medyum	メディア	medyu	N	N;NOM;SG;3
図書館	kütüphane	図書館	kütüphane	N	N;NOM;SG;3
図書館	kütüphaneler	図書館	kütüphane	N	N;NOM;PL;3
図書館	kütüphane	図書館	kütüphane	N	N;NOM;SG;3
図書館	kütüphanesi	図書館	kütüphane	N	N;NOM;SG;3
艦隊	filosu	艦隊	filo	N	N;NOM;SG;3
艦隊	filoları	艦隊	filo	N	N;ACC;PL;3
支配	hükmetmek	支配	hükmet	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
強い	güçlüler	強い	güçlü	ADJ	ADJ;NOM;PL;3
バージョン	sürümü	バージョン	sürü	N	N;ACC;SG;3
バージョン	sürümleri	バージョン	sürüm	N	N;ACC;PL;3
ポイント	noktalar	ポイント	nokta	N	N;NOM;PL;3
ポイント	puanlar	ポイント	puan	N	N;NOM;PL;3
ポイント	point	ポイント	point	N	N;NOM;SG;3
温泉	onsen	温泉	onsen	N	N;NOM;SG;3
旅客	yolcusu	旅客	yolcu	N	N;NOM;SG;3
方針	politikası	方針	politikası	N	N;NOM;SG;3
方針	politikamız	方針	politika	N	N;NOM;SG;3
方針	ilkeleri	方針	ilke	N	N;NOM;PL;3
方針	politikaları	方針	politika	N	N;NOM;PL;3
方針	politikalar	方針	politika	N	N;NOM;PL;3
執筆	yazmak	執筆	yaz	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
タイム	zaman	タイム	zaman	N	N;NOM;SG;3
タイム	süre	タイム	süre	N	N;NOM;SG;3
基準	kriterleri	基準	kriter	N	N;ACC;PL;3
接続	bağlanıyor	接続	bağla	V	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
勝ち	kazanmak	勝つ	kazan	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
メーカー	üreticisi	メーカー	üretici	N	N;NOM;SG;3
障害	sakatlık	障害	sakatlık	N	N;NOM;SG;3
ホテル	otelde	ホテル	otel	N	N;ESS;SG;3
ホテル	otel	ホテル	otel	N	N;NOM;SG;3
ホテル	hotel	ホテル	hotel	N	N;NOM;SG;3
ホテル	oteller	ホテル	otel	N	N;NOM;PL;3
ホテル	otel	ホテル	otel	N	N;NOM;SG;3
ホテル	otelleri	ホテル	otel	N	N;ACC;PL;3
仕様	özellikler	仕様	özellik	N	N;NOM;PL;3
分割	bölünmüş	分割	böl	V	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
殺人	cinayet	殺人	cinayet	N	N;NOM;SG;3
殺人	cinayetten	殺人	cinayet	N	N;AT+ABL;SG;3
殺人	cinayet	殺人	cinayet	N	N;NOM;SG;3
リング	yüzük	リング	yüzük	N	N;NOM;SG;3
リング	halkalar	リング	halka	N	N;NOM;PL;3
リング	yüzükler	リング	yüzük	N	N;NOM;PL;3
リング	yüzük	リング	yüzük	N	N;NOM;SG;3
マーク	işaretle	マーク	işaret	N	N;INS;SG;3
拡大	büyütmek	拡大	büyü	V	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
提出	gönderin	提出	gönder	V	V;PFV;IMP;PL;2;POS;PRS
提出	gönder	提出	gönder	V	V;PFV;IMP;SG;2;POS;PRS
地震	depremi	地震	deprem	N	N;NOM;SG;3
地震	deprem	地震	deprem	N	N;NOM;SG;3
地震	depremler	地震	deprem	N	N;NOM;PL;3
地震	deprem	地震	deprem	N	N;NOM;SG;3
博物館	müzeler	博物館	müze	N	N;NOM;PL;3
博物館	müzesi	博物館	müze	N	N;ACC;SG;3
博物館	museum	博物館	museum	N	N;NOM;SG;3
週間	hafta	週間	hafta	N	N;NOM;SG;3
週間	hafta	週間	hafta	N	N;NOM;SG;3
週間	haftalar	週間	hafta	N	N;NOM;PL;3
機構	mekanizması	機構	mekaniz	N	N;NOM;SG;3
定義	tanımlama	定義	tanımla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
定義	tanımlamak	定義	tanımla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
定義	tanımlama	定義	tanımla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
日本人	japonlar	日本人	japon	N	N;NOM;PL;3
学部	fakülte	学部	fakül	N	N;NOM;SG;3
学部	öğretim	学部	öğretim	N	N;NOM;SG;3
投手	sürahi	投手	sürahi	N	N;NOM;SG;3
緯度	enlem	緯度	enlem	N	N;NOM;SG;3
性格	karakteri	性格	karakteri	N	N;ESS;SG;3
性格	kişiliği	性格	kişilik	N	N;NOM;SG;3
性格	kişilik	性格	kişilik	N	N;NOM;SG;3
ユニット	ekipler	ユニット	ekip	N	N;NOM;PL;3
ユニット	birlikler	ユニット	birlik	N	N;NOM;PL;3
良い	güzel	良い	güzel	ADJ	ADJ
レベル	seviyeleri	レベル	seviye	N	N;ACC;PL;3
政権	rejimi	政権	rejim	N	N;ACC;SG;3
見る	gör	見る	gör	V	V;PFV;IMP;SG;2;POS;PRS
見る	görün	見る	görün	V	V;PFV;IMP;PL;2;POS;PRS
見る	görmek	見る	gör	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
見る	gör	見る	gör	V	V;PFV;IMP;SG;2;POS;PRS
新人	çaylaklar	新人	çaylak	N	N;NOM;PL;3
ライト	aydınlık	ライト	aydınlık	N	N;NOM;SG;3
ライト	işıkları	ライト	işık	N	N;NOM;PL;3
ライト	işıklar	ライト	işık	N	N;NOM;PL;3
ヒット	vuruyor	ヒット	vur	V	V;PROG;IND;SG;3;POS;INFM;PRS
ヒット	vur	ヒット	vur	V	V;PFV;IMP;SG;2;POS;PRS
ブルー	blue	ブルー	blue	N	N;NOM;SG;3
改造	değişiklik	改造	değişiklik	N	N;NOM;SG;3
作業	iş	作業	iş	N	N;NOM;SG;3
貨物	ürünler	貨物	ürün	N	N;NOM;PL;3
市場	pazarı	市場	pazar	N	N;ACC;SG;3
経度	boylam	経度	boylam	N	N;NOM;SG;3
サイズ	bedenler	サイズ	beden	N	N;NOM;PL;3
サイズ	bedenleri	サイズ	beden	N	N;ACC;PL;3
サイズ	boyutlar	サイズ	boyu	N	N;NOM;PL;3
サイズ	boyutları	サイズ	boyut	N	N;ACC;PL;3
サイズ	büyüklük	サイズ	büyüklük	N	N;NOM;SG;3
サイズ	boyu	サイズ	boy	N	N;NOM;SG;3
配置	yerleştirme	配置	yerleş	V	V;PFV;IMP;SG;2;NEG;PRS;CAUS
配置	düzenleme	配置	düzenle	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
コード	şifre	コード	şifre	N	N;NOM;SG;3
商品	ürünler	商品	ürün	N	N;NOM;PL;3
商品	ürünler	商品	ürün	N	N;NOM;PL;3
商品	ürünleri	商品	ürün	N	N;ACC;PL;3
詳細	detaylar	詳細	detay	N	N;NOM;PL;3
詳細	ayrıntılar	詳細	ayrıntı	N	N;NOM;PL;3
詳細	detayları	詳細	detay	N	N;NOM;PL;3
備考	notları	備考	not	N	N;ACC;PL;3
備考	notlar	備考	not	N	N;NOM;PL;3
単位	ekipler	単位	ekip	N	N;NOM;PL;3
単位	birlikler	単位	birlik	N	N;NOM;PL;3
機械	makine	機械	makine	N	N;NOM;SG;3
機械	makinalar	機械	makina	N	N;NOM;PL;3
機械	makine	機械	makine	N	N;NOM;SG;3
機械	makinalar	機械	makina	N	N;NOM;PL;3
機械	makine	機械	makine	N	N;NOM;SG;3
機械	makineler	機械	makine	N	N;NOM;PL;3
これら	bunlar	これら	bu	PRO	PRO;NOM;PL;3
これら	bunları	これら	bu	PRO	PRO;ACC;PL;3
増加	artıyor	増加	art	V	V;PROG;IND;SG;3;POS;INFM;PRS
農業	çiftçilik	農業	çiftçilik	N	N;NOM;SG;3
条約	anlaşmalar	条約	anlaş	N	N;NOM;PL;3
条約	antlaşması	条約	antlaşma	N	N;NOM;SG;3
土曜	cumartesileri	土曜	cumartesi	N	N;NOM;PL;3
理論	teorisi	理論	teori	N	N;NOM;SG;3
理論	kuramı	理論	kuram	N	N;NOM;SG;3
理論	teori	理論	teori	N	N;NOM;SG;3
理論	teorileri	理論	teori	N	N;ACC;PL;3
理論	teoriler	理論	teori	N	N;NOM;PL;3
成長	büyüyor	成長	büyü	V	V;PROG;IND;SG;3;POS;INFM;PRS
成長	büyümek	成長	büyü	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
成長	büyümek	成長	büyü	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
賛成	kabul	賛成	kabul	N	N;NOM;SG;3
海外	yurtdışında	海外	yurtdışı	N	N;ESS;SG;3
海外	yurtdışında	海外	yurtdışı	N	N;ESS;SG;3
生物	organizmalar	生物	organizma	N	N;NOM;PL;3
理解	anlamak	理解	anla	V	V;PFV;NOM;IND;POS;PRS;V.MSDR
戦士	savaşçılar	戦士	savaşçı	N	N;NOM;PL;3
ジャンル	türler	ジャンル	tür	N	N;NOM;PL;3
実験	deneyler	実験	deney	N	N;NOM;PL;3
出力	çıkışlar	出力	çıkış	N	N;NOM;PL;3
主催	düzenleyen	主催	düzenle	V	V;PFV;IND;POS;PRS;V.PTCP
ブランド	markalar	ブランド	marka	N	N;NOM;PL;3
ブランド	markası	ブランド	marka	N	N;NOM;SG;3
首都	başkenti	首都	başkent	N	N;NOM;SG;3
スタジアム	stadyumu	スタジアム	stadyum	N	N;NOM;SG;3
