bedeuten	impliceren	bedeuten	impliceren	V;NFIN	V;NFIN
benutzung	gebruik	Benutzung	gebruik	N;FEM;SG	N;NEUT;SG
lernt	verneemt	lernen	vernemen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
lernt	leert	lernen	leren	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
verträge	contracten	verträgen	contract	N;NOM;PL	N;PL
perfekt	perfect	perfekt	perfect	ADJ	ADJ
perfekt	perfecte	perfekt	perfect	ADJ	ADJ
perfekt	perfect	perfekt	perfect	ADJ	ADJ
kommunisten	communisten	kommunist	communist	N;PL	N;PL
eingegangen	ontvangen	eingehen	ontvangen	V;V.PTCP	V;V.PTCP
definieren	omschrijft	definieren	omschrijven	V;NFIN	V;SG;PRS;FIN
definieren	definieert	definieren	definieren	V;NFIN	V;SG;PRS;FIN
definieren	definiëren	definieren	definiër	V;NFIN	V;NFIN
definieren	definiëren	definieren	definiër	V;NFIN	V;NFIN
definieren	definieer	definieren	definieer	V;NFIN	V;SG;PRS;FIN
gotischen	gotische	gotisch	gotisch	ADJ	ADJ
konto	rekening	konto	rekening	N;NOM;SG	N;MASC+FEM;SG
konto	account	konto	accounen	N;NOM;SG	N;NEUT;SG
inhaftiert	opgesloten	inhaftieren	opsluiten	V;V.PTCP	V;V.PTCP
inhaftiert	opgepakt	inhaftieren	oppakken	V;V.PTCP	V;V.PTCP
inhaftiert	aangehouden	inhaftieren	aanhouden	V;V.PTCP	V;V.PTCP
inhaftiert	gearresteerd	inhaftieren	arresteren	V;V.PTCP	V;V.PTCP
inhaftiert	aangehouden	inhaftieren	aanhouden	V;V.PTCP	V;V.PTCP
inhaftiert	vastgehouden	inhaftieren	vasthouden	V;V.PTCP	V;V.PTCP
inhaftiert	gevangengezet	inhaftieren	gevangengezet	V;V.PTCP	V;V.PTCP
inhaftiert	gevangengenomen	inhaftieren	gevangennemen	V;V.PTCP	V;V.PTCP
inhaftiert	gevangen	inhaftieren	vangen	V;V.PTCP	V;V.PTCP
erlernte	geleerd	erlernen	leren	V;IND;SG;3;PST;FIN	V;V.PTCP
erlernte	leerde	erlernen	leren	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
erlernte	geleerd	erlernen	leren	V;IND;SG;3;PST;FIN	V;V.PTCP
präsentierte	gepresenteerde	präsentieren	presenteren	V;IND;SG;3;PST;FIN	V;V.PTCP
präsentierte	aangeboden	präsentieren	aanbieden	V;IND;SG;3;PST;FIN	V;V.PTCP
präsentierte	gepresenteerd	präsentieren	presenteren	V;IND;SG;3;PST;FIN	V;V.PTCP
aktien	stock	akteinen	stock		
grammatik	grammaticale	grammatik	grammaticaal	ADJ	ADJ
lustig	gezellig	lustig	gezellig	ADJ	ADJ
lustig	leuk	lustig	leuk	ADJ	ADJ
lustig	grappig	lustig	grappig	ADJ	ADJ
lustig	hilarische	lustig	hilarisch	ADJ	ADJ
lustig	hilarisch	lustig	hilarisch	ADJ	ADJ
charakteristisch	karakteristiek	charakteristisch	karakteristiek	ADJ	ADJ
charakteristisch	onderscheidend	charakteristisch	onderscheidend	ADJ	ADJ
befreien	bevrijdend	befreien	bevrijden	V;NFIN	V;V.PTCP
befreien	bevrijdend	befreien	bevrijden	V;NFIN	V;V.PTCP
umgestaltet	herontworpen	umgestalten	herontworpen	V;V.PTCP	V;V.PTCP
ausgeschieden	uitgescheiden	ausgescheiden	uitscheiden	V;V.PTCP	V;V.PTCP
mathematischen	wiskundige	mathematisch	wiskundig	ADJ;NOM;PL	ADJ
mathematischen	wiskundig	mathematisch	wiskundig	ADJ;NOM;PL	ADJ
mathematischen	mathematische	mathematisch	mathematisch	ADJ;NOM;PL	ADJ
belgische	belgisch	belgisch	belgisch	ADJ;NOM;FEM;PL	ADJ
belgische	belgische	belgisch	belgisch	ADJ;NOM;FEM;PL	ADJ
bakterien	bacteriën	bakterien	bacterie	N;NOM;PL	N;PL
übersetzen	vertalen	übersetzen	vertalen	V;NFIN	V;NFIN
übersetzen	vertalen	übersetzen	vertalen	V;NFIN	V;NFIN
übersetzen	vertaal	übersetzen	vertaal	V;NFIN	V;SG;PRS;FIN
übersetzen	vertalen	übersetzen	vertalen	V;NFIN	V;NFIN
hunderte	honderden	hundern	honderd	NUM	NUM
trainiert	gecoacht	trainieren	coechen	V;V.PTCP	V;V.PTCP
trainiert	opgeleid	trainieren	opleiden	V;V.PTCP	V;V.PTCP
trainiert	getrainde	trainieren	trainen	V;V.PTCP	V;V.PTCP
trainiert	getraind	trainieren	trainen	V;V.PTCP	V;V.PTCP
angefangen	begonnen	anfangen	beginnen	V;V.PTCP	V;V.PTCP
angefangen	gestart	anfangen	starten	V;V.PTCP	V;V.PTCP
angefangen	begon	anfangen	beginnen	V;V.PTCP	V;SG;PST;FIN
angefangen	opgestart	anfangen	opstarten	V;V.PTCP	V;V.PTCP
angefangen	beginnend	anfangen	beginnen	V;V.PTCP	V;V.PTCP
angefangen	begonnen	anfangen	beginnen	V;V.PTCP	V;V.PTCP
exzellent	uitstekend	exzellent	uitstekend	ADJ	ADJ
exzellent	excellent	exzellent	excellent	ADJ	ADJ
exzellent	voortreffelijk	exzellent	voortreffelijk	ADJ	ADJ
juristen	juristen	juristen	jurist	N;NOM;PL	N;PL
juristen	advocaten	juristen	advocaat	N;NOM;PL	N;PL
fuhren	gereden	fahren	rijden	V;IND;PL;3;PST;FIN	V;V.PTCP
benötigen	vereisen	benötigen	vereisen	V;NFIN	V;NFIN
schwäbischen	zwabische	schwäbisch	zwabisch	ADJ;PL	ADJ
gespeichert	opgeslagen	speichern	opslaan	V;V.PTCP	V;V.PTCP
gespeichert	gered	speichern	redden	V;V.PTCP	V;V.PTCP
gespeichert	bewaard	speichern	bewaren	V;V.PTCP	V;V.PTCP
gespeichert	opgeslagen	speichern	opslaan	V;V.PTCP	V;V.PTCP
gültige	valide	gültig	valide	ADJ;NOM;FEM;PL	ADJ
gültige	geldig	gültig	geldig	ADJ;NOM;FEM;PL	ADJ
gültige	geldige	gültig	geldig	ADJ;NOM;FEM;PL	ADJ
mathematische	wiskundige	mathematisch	wiskundig	ADJ;NOM;FEM;PL	ADJ
mathematische	wiskundig	mathematisch	wiskundig	ADJ;NOM;FEM;PL	ADJ
mathematische	mathematische	mathematisch	mathematisch	ADJ;NOM;FEM;PL	ADJ
gefasst	gevat	fassen	vatten	V;V.PTCP	V;V.PTCP
gefasst	gepakt	fassen	pakken	V;V.PTCP	V;V.PTCP
gefasst	gesnapt	fassen	snappen	V;V.PTCP	V;V.PTCP
gefasst	betrapt	fassen	betrappen	V;V.PTCP	V;V.PTCP
gefasst	gevangen	fassen	vangen	V;V.PTCP	V;V.PTCP
gefasst	aangehouden	fassen	aanhouden	V;V.PTCP	V;V.PTCP
rechtfertigen	rechtvaardigen	rechtfertigen	rechtvaardigen	V;NFIN	V;NFIN
störung	verstoring	störung	verstoring	N;FEM;SG	N;MASC+FEM;SG
störung	ontwrichting	störung	ontwrichting	N;FEM;SG	N;MASC+FEM;SG
störung	storing	störung	storing	N;FEM;SG	N;MASC+FEM;SG
störung	interferentie	störung	interferentie	N;FEM;SG	N;MASC+FEM;SG
störung	inmenging	störung	inmenging	N;FEM;SG	N;MASC+FEM;SG
störung	verstoring	störung	verstoring	N;FEM;SG	N;MASC+FEM;SG
störung	stoornis	störung	stoornis	N;FEM;SG	N;MASC+FEM;SG
störung	wanorde	störung	wanorde	N;FEM;SG	N;MASC+FEM;SG
rekonstruktion	wederopbouw	rekonstruktion	wederopbouw	N;NOM;FEM;SG	N;MASC+FEM;SG
rekonstruktion	heropbouw	rekonstruktion	heropbouw	N;NOM;FEM;SG	N;MASC+FEM;SG
rekonstruktion	reconstructie	rekonstruktion	reconstructie	N;NOM;FEM;SG	N;MASC+FEM;SG
administratoren	administrateurs	administratoren	administrateur	N;NOM;PL	N;PL
administratoren	beheerders	administratoren	beheerder	N;NOM;PL	N;PL
administratoren	beheerders	administratoren	beheerder	N;NOM;PL	N;PL
gelernt	geleerd	lernen	leren	V;V.PTCP	V;V.PTCP
gelernt	leerde	lernen	leren	V;V.PTCP	V;SG;PST;FIN
gelernt	geleerd	lernen	leren	V;V.PTCP	V;V.PTCP
gefüllt	gevuld	füllen	vullen	V;V.PTCP	V;V.PTCP
gefüllt	opgevuld	füllen	opvullen	V;V.PTCP	V;V.PTCP
gefüllt	gevulde	füllen	vullen	V;V.PTCP	V;V.PTCP
gefüllt	gevuld	füllen	vullen	V;V.PTCP	V;V.PTCP
gefüllt	opgevuld	füllen	opvullen	V;V.PTCP	V;V.PTCP
gefüllt	ingevuld	füllen	invullen	V;V.PTCP	V;V.PTCP
installation	installatie	installation	installatie	N;SG	N;MASC+FEM;SG
installation	inbouw	installation	inbouw	N;SG	N;MASC+FEM;SG
schöner	mooi	schön	mooi	ADJ	ADJ
schöner	prachtig	schön	prachtig	ADJ	ADJ
schöner	mooie	schön	mooi	ADJ	ADJ
schöner	aardiger	schön	aardig	ADJ	ADJ;CMPR
schöner	leuker	schön	leuk	ADJ	ADJ;CMPR
schöner	mooier	schön	mooi	ADJ	ADJ;CMPR
schöner	mooi	schön	mooi	ADJ	ADJ
schöner	lekker	schön	lekker	ADJ	ADJ
schöner	fijn	schön	fijn	ADJ	ADJ
schöner	leuk	schön	leuk	ADJ	ADJ
speichern	sparen	speichern	sparen	V;NFIN	V;NFIN
speichern	bewaar	speichern	bewaren	V;NFIN	V;SG;PRS;FIN
speichern	bewaren	speichern	bewaren	V;NFIN	V;NFIN
speichern	opslaan	speichern	opslaan	V;NFIN	V;NFIN
speichern	opslaan	speichern	opslaan	V;NFIN	V;NFIN
speichern	sparen	speichern	sparen	V;NFIN	V;NFIN
speichern	redden	speichern	redden	V;NFIN	V;NFIN
speichern	bewaren	speichern	bewaren	V;NFIN	V;NFIN
zurückkehren	terugzetten	zurückkehren	terugzetten	V;NFIN	V;NFIN
zurückkehren	terugdraaien	zurückkehren	terugdraaien	V;NFIN	V;NFIN
zurückkehren	terugvallen	zurückkehren	terugvallen	V;NFIN	V;NFIN
zurückkehren	terugkerende	zurückkehren	terugkeren	V;NFIN	V;V.PTCP
zurückkehren	retourneren	zurückkehren	retourneren	V;NFIN	V;NFIN
sprachlich	taalkundige	sprachlich	taalkundig	ADJ	ADJ
freundlich	vriendschappelijk	freundlich	vriendschappelijk	ADJ	ADJ
freundlich	vriendelijke	freundlich	vriendelijk	ADJ	ADJ
freundlich	vriendelijk	freundlich	vriendelijk	ADJ	ADJ
vorschlagen	suggereren	vorschlagen	suggereren	V;NFIN	V;NFIN
portugiesisch	portugese	portugiesisch	portugees	ADJ	ADJ
portugiesisch	portugees	portugiesisch	portugees	ADJ	ADJ
reduzieren	reduceert	reduzieren	reduceren	V;NFIN	V;SG;PRS;FIN
reduzieren	vermindert	reduzieren	verminderen	V;NFIN	V;SG;PRS;FIN
reduzieren	reduceren	reduzieren	reduceren	V;NFIN	V;NFIN
reduzieren	verminderen	reduzieren	verminderen	V;NFIN	V;NFIN
reduzieren	reduceren	reduzieren	reduceren	V;NFIN	V;NFIN
reduzieren	verkleinen	reduzieren	verkleinen	V;NFIN	V;NFIN
filmmusik	soundtrack	filmmusik	soundtrack	N	N;MASC+FEM;SG
filmmusik	score	filmmusik	score	N	N;MASC+FEM;SG
zuständige	competent	zuständig	competent	ADJ;NOM;FEM;PL	ADJ
zuständige	competente	zuständig	competent	ADJ;NOM;FEM;PL	ADJ
zuständige	bekwaam	zuständig	bekwaam	ADJ;NOM;FEM;PL	ADJ
verknüpft	gekoppelde	verknüpfen	koppelen	V;V.PTCP	V;V.PTCP
verknüpft	gelinkt	verknüpfen	gelinken	V;V.PTCP	V;V.PTCP
verknüpft	verbonden	verknüpfen	verbinden	V;V.PTCP	V;V.PTCP
verknüpft	gekoppeld	verknüpfen	koppelen	V;V.PTCP	V;V.PTCP
abgekürzt	verkorte	abkürzen	verkorten	V;V.PTCP	V;V.PTCP
abgekürzt	ingekort	abkürzen	inkorten	V;V.PTCP	V;V.PTCP
abgekürzt	afgekort	abkürzen	afkorten	V;V.PTCP	V;V.PTCP
wände	muren	wanden	muur	N;NOM;PL	N;PL
wände	wanden	wanden	wand	N;NOM;PL	N;PL
begleitung	monitoring	begleitung	monitoring	N;NOM;FEM;SG	N;MASC+FEM;SG
begleitung	toezicht	begleitung	toezicht	N;NOM;FEM;SG	N;NEUT;SG
begleitung	escorte	begleitung	escort	N;NOM;FEM;SG	N;MASC+FEM;SG
begleitung	escort	begleitung	escort	N;NOM;FEM;SG	N;MASC+FEM;SG
abwehr	verdediging	abwehr	verdediging	N;SG	N;MASC+FEM;SG
abwehr	defensie	abwehr	defensie	N;SG	N;MASC+FEM;SG
abwehr	verdediging	abwehr	verdediging	N;SG	N;MASC+FEM;SG
abwehr	verweerschrift	abwehr	verweerschrift	N;SG	N;NEUT;SG
abwehr	defensie	abwehr	defensie	N;SG	N;MASC+FEM;SG
abwehr	verweer	abwehr	verweer	N;SG	N;NEUT;SG
genres	genres	gen	genres	N;NOM;NEUT;PL	N;PL
wiederholte	herhaalde	wiederholt	herhalen	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
wiederholte	herhaald	wiederholt	herhalen	V;IND;SG;3;PST;FIN	V;V.PTCP
landstraße	snelweg	landstraße	snelweg	N;NOM;FEM;SG	N;MASC+FEM;SG
stören	storen	stören	storen	V;NFIN	V;NFIN
stören	verstoren	stören	versteren	V;NFIN	V;NFIN
stören	storen	stören	storen	V;NFIN	V;NFIN
denkt	waant	denken	waant	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
denkt	denkt	denken	denken	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
rosen	rozen	rosen	roos	N;NOM;PL	N;PL
rosen	roses	rosen	rose	N;NOM;PL	N;PL
rosen	rosen	rosen	rosen	N;NOM;PL	N;PL
beigetragen	bijgedragen	beitragen	bijdragen	V;V.PTCP	V;V.PTCP
beigetragen	bijdroeg	beitragen	bijdraag	V;V.PTCP	V;SG;PST;FIN
statistische	statistisch	statistisch	statistisch	ADJ;NOM;FEM;PL	ADJ
statistische	statistische	statistisch	statistisch	ADJ;NOM;FEM;PL	ADJ
fassen	aanhouden	fassen	aanhouden	V;NFIN	V;NFIN
renommierten	gerenommeerde	renommiert	renommeren	V;IND;PL;3;PST;FIN	V;V.PTCP
selbständig	zelfstandig	selbständig	zelfstandig	ADJ	ADJ
selbständig	onafhankelijke	selbständig	onafhankelijk	ADJ	ADJ
selbständig	onafhankelijk	selbständig	onafhankelijk	ADJ	ADJ
selbständig	zelfstandig	selbständig	zelfstandig	ADJ	ADJ
selbständig	onafhankelijk	selbständig	onafhankelijk	ADJ	ADJ
meisterin	minnares	meisterin	minnare	N;NOM;FEM;SG	N;MASC+FEM;SG
meisterin	meesteres	meisterin	meesteres	N;NOM;FEM;SG	N;MASC+FEM;SG
jüngsten	jongsten	jung	jong	ADJ;PL	ADJ;RL
jüngsten	jongste	jung	jong	ADJ;PL	ADJ;RL
jüngsten	recente	jung	recent	ADJ;PL	ADJ
jüngsten	recent	jung	recent	ADJ;PL	ADJ
nase	neus	nase	neus	N;SG	N;MASC+FEM;SG
