vsebovala	zawierał	vsebovati	zawierać	V;IPFV;FEM;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
zaupanje	zaufanie	zaupanje	zaufanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
konstruktor	konstruktor	konstruktor	konstruktor	N;NOM;MASC;SG	N;NOM;MASC;SG
prejeti	otrzymać	prejeti	otrzymać	V;PFV;NFIN	V;PFV;NFIN;ACT
prejeti	otrzymała	prejeti	otrzymać	V;PFV;NFIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
prejeti	otrzymano	prejeti	otrzymać	V;PFV;NFIN	V;PFV;IND;0;PST;FIN;ACT
izginila	zniknąć	izginiti	zniknąć	V;PFV;FEM;SG;V.PTCP	V;PFV;NFIN;ACT
izginila	zniknął	izginiti	zniknąć	V;PFV;FEM;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
diska	dysk	disk	dysk	N;NOM;MASC;SG	N;NOM;MASC;SG
diska	płyta	disk	płyta	N;NOM;MASC;SG	N;NOM;FEM;SG
vrhovi	szczyty	vrh	szczyt	N;NOM;MASC;PL	N;NOM;MASC;PL
testiranje	badanie	testiranje	badanie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
testiranje	testowanie	testiranje	testować	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
testiranje	próba	testiranje	próba	N;NOM;NEUT;SG	N;NOM;FEM;SG
selena	selena	selen	selen	N;NOM;FEM;SG	N;NOM;FEM;SG
navdušen	zachwycona	navdušen	zachwycić	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
navdušen	zachwycony	navdušen	zachwycić	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
navdušen	zachwycona	navdušen	zachwycić	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nakup	zakup	nakup	zakup	N;NOM;MASC;SG	N;NOM;MASC;SG
nakup	kupno	nakup	kupno	N;NOM;MASC;SG	N;NOM;NEUT;SG
nakup	kupowanie	nakup	kupować	N;NOM;MASC;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
nakup	kupno	nakup	kupno	N;NOM;MASC;SG	N;NOM;NEUT;SG
cepivo	szczepionkę	cepiv	szczepionka	N;ACC;FEM;SG	N;ACC;FEM;SG
ozračje	atmosfera	ozračje	atmosfera	N;NOM;NEUT;SG	N;NOM;FEM;SG
hladno	zimne	hladen	zimny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ocenjuje	ocenia	ocenjevati	oceniać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
ocenjuje	ocenia	ocenjevati	oceniać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pruski	pruski	pruski	pruski	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
encimov	enzymów	encimov	enzym	N;GEN;MASC;PL	N;GEN;MASC;PL
sužnji	niewolnicy	sužnja	niewolnik	N;NOM;MASC;PL	N;NOM;MASC;PL
ravnotežje	bilans	ravnotežje	bilans	N;NOM;NEUT;SG	N;NOM;MASC;SG
ravnotežje	saldo	ravnotežje	saldo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
ravnotežje	równowaga	ravnotežje	równowaga	N;NOM;NEUT;SG	N;NOM;FEM;SG
ravnotežje	równowaga	ravnotežje	równowaga	N;NOM;NEUT;SG	N;NOM;FEM;SG
zmanjšati	zmniejszyć	zmanjšati	zmniejszyć	V;PFV;NFIN	V;PFV;NFIN;ACT
zmanjšati	zredukować	zmanjšati	zredukować	V;PFV;NFIN	V;PFV;NFIN;ACT
spore	zarodniki	spora	zarodnik	N;NOM;FEM;PL	N;NOM;MASC;PL
minuto	minutę	minuta	minuta	N;ACC;FEM;SG	N;ACC;FEM;SG
pojasnjuje	wyjaśnia	pojasnjevati	wyjaśniać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pojasnjuje	tłumaczy	pojasnjevati	tłumaczyć	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
pastor	pastor	pastor	pastor	N;NOM;MASC;SG	N;NOM;MASC;SG
telefon	telefon	telefon	telefon	N;NOM;MASC;SG	N;NOM;MASC;SG
telefon	telefon	telefon	telefon	N;NOM;MASC;SG	N;NOM;MASC;SG
razmnoževanje	mnożenie	razmnoževanje	mnożyć	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pojasnil	wyjaśnił	pojasniti	wyjaśnić	V;PFV;MASC;SG;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
pojasnil	wyjaśniono	pojasniti	wyjaśnić	V;PFV;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
priznan	uznane	priznan	uznać	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
priznan	uznawane	priznan	uznawać	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
priznan	uznany	priznan	uznać	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
priznan	uznana	priznan	uznać	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
priznan	uznany	priznan	uznać	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
priznan	uznawane	priznan	uznawać	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
priznan	uznane	priznan	uznać	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
priznan	uznana	priznan	uznać	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
urbana	miejskie	urban	miejski	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
urbana	miejski	urban	miejski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
urbana	miejska	urban	miejski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
kovanci	monety	kovanec	monet	N;NOM;MASC;PL	N;NOM;MASC;PL
kovanci	monety	kovanec	monet	N;NOM;MASC;PL	N;NOM;MASC;PL
aleksejevič	aleksiejewicz	aleksejevič	aleksiejewicz	N;NOM;MASC;SG	N;NOM;MASC;SG
možgani	mózgi	možgani	mózg	N;NOM;MASC;PL	N;NOM;MASC;PL
marcello	marcello	marceli	marcello	N;NOM;MASC;SG	N;NOM;MASC;SG
kontrole	kontrole	kontrola	kontrola	N;NOM;FEM;PL	N;NOM;FEM;PL
prazen	pusta	prazen	pusty	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
prazen	pusty	prazen	pusty	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
prazen	pusta	prazen	pusty	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
prazen	pusty	prazen	pusty	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
omenil	wspomnieć	omeniti	wspomnieć	V;PFV;MASC;SG;V.PTCP	V;PFV;NFIN;ACT
organizirana	zorganizowana	organiziran	zorganizować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
organizirana	organizowane	organiziran	organizować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
organizirana	zorganizowane	organiziran	zorganizować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
organizirana	zorganizowany	organiziran	zorganizować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
organizirana	zorganizowany	organiziran	zorganizować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
organizirana	zorganizowane	organiziran	zorganizować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
organizirana	zorganizowana	organiziran	zorganizować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
junaki	bohaterowie	junak	bohater	N;NOM;MASC;PL	N;NOM;MASC;PL
poteze	ruchy	poteza	ruch	N;NOM;FEM;PL	N;NOM;MASC;PL
premikanje	przenoszenie	premikanje	przenosić	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS;V.MSDR
premikanje	przeprowadzka	premikanje	przeprowadzka	N;NOM;NEUT;SG	N;NOM;FEM;SG
premikanje	przemieszczanie	premikanje	przemieszczać	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vreden	godny	vreden	godny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
vreden	godne	vreden	godny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
vreden	godna	vreden	godny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
čevljev	butów	čevelj	but	N;GEN;MASC;PL	N;GEN;MASC;PL
povabilo	zaproszenie	povabilo	zaprosić	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
povabilo	zaproszenie	povabilo	zaprosić	N;NOM;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
povabilo	zaproszenia	povabilo	zaprosić	N;NOM;NEUT;SG	N;NOM;NEUT;SG
protokol	protokół	protokol	protokól	N;NOM;MASC;SG	N;NOM;MASC;SG
protipapež	antypapież	protipapež	antypapież	N;NOM;MASC;SG	N;NOM;MASC;SG
prepovedi	zakaz	prepoved	zakaz	N;NOM;FEM;SG	N;NOM;MASC;SG
nizek	niskie	nizek	niski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
nizek	niski	nizek	niski	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
žogo	piłkę	žoga	piłka	N;ACC;FEM;SG	N;ACC;FEM;SG
hodi	chodzić	hoditi	chodzić	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;NFIN;ACT
pisatelji	pisarze	pisatelj	pisarz	N;NOM;MASC;PL	N;NOM;MASC;PL
pel	śpiewała	peti	śpiewać	V;IPFV;MASC;SG;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
pel	śpiewał	peti	śpiewać	V;IPFV;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
temna	ciemne	temen	ciemny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
temna	ciemna	temen	ciemny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
temna	ciemny	temen	ciemny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
pekingu	pekinie	peking	pekin	N;DAT;MASC;SG	N;DAT;MASC;SG
zidovi	mury	zid	mur	N;NOM;MASC;PL	N;NOM;MASC;PL
šesta	szósta	šesti	szósty	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
šesta	szósty	šesti	szósty	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
sonata	sonata	sonata	sonat	N;NOM;FEM;SG	N;NOM;FEM;SG
jelen	jeleń	jelen	jeleń	N;NOM;MASC;SG	N;NOM;MASC;SG
geolog	geolog	geolog	geolog	N;NOM;MASC;SG	N;NOM;MASC;SG
centralno	centralny	centralno	centralny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
centralno	środkowa	centralno	środkowy	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
centralno	centralne	centralno	centralny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
centralno	centralna	centralno	centralny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ohrani	zachować	ohran	zachować	V;PFV;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
ohrani	utrzymać	ohran	utrzymać	V;PFV;IND;SG;3;PRS;FIN	V;PFV;NFIN;ACT
sanj	snów	sanja	sen	N;GEN;FEM;PL	N;GEN;FEM;PL
sanj	marzeń	sanja	marzenie	N;GEN;FEM;PL	N;GEN;NEUT;PL
antibiotiki	antybiotyki	antibiotika	antybiotyk	N;NOM;MASC;PL	N;NOM;MASC;PL
leseno	drewniany	lesen	drewniany	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
leseno	drewniana	lesen	drewniany	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
leseno	drewniane	lesen	drewniany	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
gene	geny	gen	gena	N;NOM;MASC;PL	N;NOM;MASC;PL
skrivaj	potajemnie	skrivaj	potajemnie	ADV	ADV
trupa	tułów	trup	tułów	N;NOM;MASC;SG	N;NOM;MASC;SG
trupa	korpus	trup	korpus	N;NOM;MASC;SG	N;NOM;MASC;SG
sporno	kwestionowane	sporen	kwestionować	ADJ;NOM;NEUT;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sporno	kontrowersyjne	sporen	kontrowersyjny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
subjekt	przedmiot	subjekt	przedmiot	N;NOM;MASC;SG	N;NOM;MASC;SG
subjekt	obiekt	subjekt	obiekt	N;NOM;MASC;SG	N;NOM;MASC;SG
subjekt	podmiot	subjekt	podmiot	N;NOM;MASC;SG	N;NOM;MASC;SG
subjekt	jednostka	subjekt	jednostka	N;NOM;MASC;SG	N;NOM;FEM;SG
subjekt	podmiot	subjekt	podmiot	N;NOM;MASC;SG	N;NOM;MASC;SG
subjekt	istota	subjekt	istota	N;NOM;MASC;SG	N;NOM;FEM;SG
apr	kwiecień	apr	kwiecienie	N;NOM;MASC;SG	N;NOM;NEUT;SG
kuga	plaga	kuga	plaga	N;NOM;FEM;SG	N;NOM;FEM;SG
kuga	zaraza	kuga	zarazać	N;NOM;FEM;SG	N;NOM;FEM;SG
daljnogled	teleskop	daljnogled	teleskop	N;NOM;MASC;SG	N;NOM;MASC;SG
profesionalno	profesjonalnie	profesionalen	profesjonalnie	ADV	ADV
profesionalno	zawodowo	profesionalen	zawodowo	ADV	ADV
profesionalno	profesjonalnie	profesionalen	profesjonalnie	ADV	ADV
branilec	obrońca	branilec	obrońca	N;NOM;MASC;SG	N;NOM;MASC;SG
branilec	obrońcy	branilec	obrońca	N;NOM;MASC;SG	N;NOM;MASC;SG
akt	akt	akt	akt	N;NOM;MASC;SG	N;NOM;MASC;SG
spremljanje	monitoring	spremljanje	monitoring	N;NOM;NEUT;SG	N;NOM;MASC;SG
spremljanje	monitorowanie	spremljanje	monitorowanie	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
spremljanje	monitor	spremljanje	monitor	N;NOM;NEUT;SG	N;NOM;MASC;SG
spremljanje	monitorowanie	spremljanje	monitorowanie	N;NOM;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
demokracija	demokracja	demokracija	demokracja	N;NOM;FEM;SG	N;NOM;FEM;SG
uporabljeno	stosowane	uporabljeno	stosować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uporabljeno	wykorzystane	uporabljeno	wykorzystać	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uporabljeno	użyte	uporabljeno	użyć	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uporabljeno	używana	uporabljeno	używać	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
uporabljeno	używany	uporabljeno	używać	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
uporabljeno	używane	uporabljeno	używać	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zaposlena	zatrudniony	zaposlen	zatrudnić	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
zaposlena	zatrudniona	zaposlen	zatrudnić	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
zaposlena	zajęta	zaposlen	zająć	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
čista	czysty	čist	czysty	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
čista	czyste	čist	czysty	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
deseto	dziesiąty	deseti	dziesiąty	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
nevarna	niebezpieczne	nevaren	niebezpieczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
nevarna	niebezpieczna	nevaren	niebezpieczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
nevarna	niebezpieczny	nevaren	niebezpieczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
nevarna	niebezpieczne	nevaren	niebezpieczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
nevarna	niebezpieczna	nevaren	niebezpieczny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
nevarna	niebezpieczny	nevaren	niebezpieczny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
pekel	piekło	pečel	piekło	N;NOM;MASC;SG	N;NOM;NEUT;SG
obstajal	istniał	obstajati	istnieć	V;IPFV;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
obstajal	istniała	obstajati	istnieć	V;IPFV;MASC;SG;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
obstajal	istniało	obstajati	istnieć	V;IPFV;MASC;SG;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
trgovanje	handel	trgovanje	handel	N;NOM;NEUT;SG	N;NOM;MASC;SG
trgovanje	handel	trgovanje	handel	N;NOM;NEUT;SG	N;NOM;MASC;SG
epizoda	odcinek	epizod	odcinek	N;NOM;FEM;SG	N;NOM;MASC;SG
epizoda	epizod	epizod	epizod	N;NOM;FEM;SG	N;NOM;MASC;SG
flota	flota	flot	flota	N;NOM;FEM;SG	N;NOM;FEM;SG
kanadsko	kanadyjski	kanadski	kanadyjski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
akademski	akademickie	akademski	akademicki	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
popotnik	podróżnik	popotnik	podróżnik	N;NOM;MASC;SG	N;NOM;MASC;SG
popotnik	podróżnik	popotnik	podróżnik	N;NOM;MASC;SG	N;NOM;MASC;SG
moment	moment	moment	moment	N;NOM;MASC;SG	N;NOM;MASC;SG
moment	chwila	moment	chwila	N;NOM;MASC;SG	N;NOM;FEM;SG
standardi	standardy	standard	standard	N;NOM;MASC;PL	N;NOM;MASC;PL
odkrita	odkryte	odkriti	odkryć	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
odkrita	wykryte	odkriti	wykryć	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
bližje	bliżej	blizu	blisko	ADV;CMPR	ADV;CMPR
produkti	wyroby	produkt	wyrób	N;NOM;MASC;PL	N;NOM;MASC;PL
produkti	produkty	produkt	produkt	N;NOM;MASC;PL	N;NOM;MASC;PL
magister	magister	magister	magister	N;NOM;MASC;SG	N;NOM;MASC;SG
železna	żelazna	železen	żelazny	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
razkol	schizma	razkol	schizma	N;NOM;MASC;SG	N;NOM;FEM;SG
strehe	dachy	streha	dach	N;NOM;FEM;PL	N;NOM;MASC;PL
zastrupitev	zatrucie	zastrupitev	zatrucie	N;NOM;FEM;SG	N;NOM;NEUT;SG
zastrupitev	zatrucia	zastrupitev	zatruć	N;NOM;FEM;SG	N;NOM;NEUT;SG
gas	gaz	gas	gaz	N;NOM;MASC;SG	N;NOM;MASC;SG
testi	badania	testi	badanie	N;NOM;MASC;PL	N;NOM;NEUT;PL
testi	testy	testi	test	N;NOM;MASC;PL	N;NOM;MASC;PL
testi	egzaminy	testi	egzamin	N;NOM;MASC;PL	N;NOM;MASC;PL
brien	brien	brien	brien		
zdravi	zdrowi	zdrav	zdrowy	ADJ;NOM;MASC;PL	ADJ;NOM;MASC;PL
madison	madison	madison	madison	N;NOM;MASC;SG	N;NOM;MASC;SG
operator	operator	operator	operator	N;NOM;MASC;SG	N;NOM;MASC;SG
stabilen	stabilny	stabilen	stabilny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
stabilen	stabilna	stabilen	stabilny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
stabilen	stabilne	stabilen	stabilny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG
grafični	graficzny	grafičen	graficzny	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
grafični	graficzne	grafičen	graficzny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
kemična	chemiczne	kemičen	chemiczny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
spremenjena	zmodyfikowane	spremenjen	zmodyfikować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
spremenjena	zmienione	spremenjen	zmienić	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
spremenjena	zmodyfikowany	spremenjen	zmodyfikować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
spremenjena	modyfikowane	spremenjen	modyfikować	ADJ;NOM;FEM;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
spremenjena	zmieniony	spremenjen	zmienić	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
spremenjena	zmieniona	spremenjen	zmienić	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
spremenjena	zmienione	spremenjen	zmienić	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
spremenjena	zmieniony	spremenjen	zmienić	ADJ;NOM;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enotnost	jedność	enotnost	jedność	N;NOM;FEM;SG	N;NOM;FEM;SG
enotnost	zjednoczenie	enotnost	zjednoczenie	N;NOM;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
globalno	globalnie	globalen	globalnie	ADV	ADV
opozorilo	ostrzeżenia	opozoriti	ostrzeżenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
opozorilo	ostrzeżenie	opozoriti	ostrzeżenie	N;NOM;NEUT;SG	N;NOM;NEUT;SG
redna	zwykły	reden	zwykły	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
redna	regularne	reden	regularny	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
redna	regularny	reden	regularny	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
darilo	prezent	darilo	prezent	N;NOM;NEUT;SG	N;NOM;MASC;SG
darilo	dar	darilo	dar	N;NOM;NEUT;SG	N;NOM;MASC;SG
aretiran	aresztowany	aretiran	aresztować	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
aretiran	aresztowany	aretiran	aresztować	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
aretiran	aresztowana	aretiran	aresztować	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
uporniki	rebelianci	upornik	rebeliant	N;NOM;MASC;PL	N;NOM;MASC;PL
sloves	reputacja	sloves	reputacja	N;NOM;MASC;SG	N;NOM;FEM;SG
pridobijo	nabyć	pridobiti	nabyć	V;PFV;IND;PL;3;PRS;FIN	V;PFV;NFIN;ACT
ugodno	korzystne	ugoden	korzystny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ugodno	korzystny	ugoden	korzystny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ugodno	korzystne	ugoden	korzystny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ugodno	sprzyjające	ugoden	sprzyjać	ADJ;NOM;NEUT;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
ugodno	korzystna	ugoden	korzystny	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ovire	przeszkody	ovira	przeszkoda	N;NOM;FEM;PL	N;NOM;FEM;PL
ovire	przeszkody	ovira	przeszkoda	N;NOM;FEM;PL	N;NOM;FEM;PL
ovira	niedrożność	ovira	niedrożność	N;NOM;FEM;SG	N;NOM;FEM;SG
ovira	przeszkoda	ovira	przeszkoda	N;NOM;FEM;SG	N;NOM;FEM;SG
ovira	przeszkoda	ovira	przeszkoda	N;NOM;FEM;SG	N;NOM;FEM;SG
ovira	bariera	ovira	bariera	N;NOM;FEM;SG	N;NOM;FEM;SG
namerava	zamierza	nameravati	zamierzać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
psihološko	psychologiczne	psihološki	psychologiczny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
psihološko	psychiczne	psihološki	psychiczny	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
psihološko	psychologiczny	psihološki	psychologiczny	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
institucije	instytucje	institucija	instytucja	N;NOM;FEM;PL	N;NOM;FEM;PL
odstop	rezygnacja	odstop	rezygnacja	N;NOM;MASC;SG	N;NOM;FEM;SG
odstop	cofnięcie	odstop	cofnięcie	N;NOM;MASC;SG	N;NOM;NEUT;SG
odstop	wycofania	odstop	wycofanie	N;NOM;MASC;SG	N;NOM;NEUT;SG
odstop	wycofanie	odstop	wycofać	N;NOM;MASC;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
finančna	finansowe	finančen	finansowy	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
finančna	finansowy	finančen	finansowy	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
finančna	finansowa	finančen	finansowy	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
razsežnost	wymiar	razsežnost	wymiar	N;NOM;FEM;SG	N;NOM;MASC;SG
zabavo	rozrywkę	zabava	rozrywka	N;ACC;FEM;SG	N;ACC;FEM;SG
konvencije	konwencje	konvencija	konwencja	N;NOM;FEM;PL	N;NOM;FEM;PL
konvencije	konwencje	konvencija	konwencja	N;NOM;FEM;PL	N;NOM;FEM;PL
nepravilno	błędnie	nepravilen	błędnie	ADV	ADV
