daha	更	daha	更	ADV	ADV
yemekler	食品	yemek	食品	N;NOM;PL;3	N
yemekler	食物	yemek	食物	N;NOM;PL;3	N
yemekler	食物	yemek	食物	N;NOM;PL;3	N
yemekler	食品	yemek	食品	N;NOM;PL;3	N
yemekler	餐	yemek	餐	N;NOM;PL;3	N
yemekler	膳食	yemek	膳食	N;NOM;PL;3	N
yemekler	菜	yemek	菜	N;NOM;PL;3	N
banka	銀行	banka	銀行	N;NOM;SG;3	N
banka	銀行	banka	銀行	N;NOM;SG;3	N
daima	始終	daima	始終		
daima	總是	daima	總是		
tamamlandı	完成	tamamla	完成	V;PFV;IND;SG;3;POS;PST;PASS	V
tamamlandı	完成	tamamla	完成	V;PFV;IND;SG;3;POS;PST;PASS	V
oynuyor	播放	oyna	播放	V;PROG;IND;SG;3;POS;INFM;PRS	V
oynuyor	玩	oyna	玩	V;PROG;IND;SG;3;POS;INFM;PRS	V
oynuyor	播放	oyna	播放	V;PROG;IND;SG;3;POS;INFM;PRS	V
şarap	酒	şarap	酒	N;NOM;SG;3	N
şarap	葡萄	şarap	葡萄	N;NOM;SG;3	N
vektör	載體	vektör	載體	N;NOM;SG;3	N
vektör	向量	vektör	向量	N;NOM;SG;3	N
ender	難得	ende	難得		
berabere	領結	beraber	領結	N;NOM;SG;3	N
berabere	平局	beraber	平局	N;NOM;SG;3	N
berabere	領帶	beraber	領帶	N;NOM;SG;3	N
berabere	捆綁	beraber	捆綁	N;NOM;SG;3	N
yazıldı	書寫	yaz	書寫	V;PFV;IND;SG;3;POS;PST;PASS	V
yazıldı	撰寫	yaz	撰寫	V;PFV;IND;SG;3;POS;PST;PASS	V
mimarisi	結構	mimari	結構	N;NOM;SG;3	N
mimarisi	架構	mimari	架構	N;NOM;SG;3	N
mimarisi	建築	mimari	建築	N;NOM;SG;3	N
semt	鄰里	semt	鄰里	N;NOM;SG;3	N
semt	鄰里	semt	鄰里	N;NOM;SG;3	N
semt	區	semt	區	N;NOM;SG;3	N
semt	地區	semt	地區	N;NOM;SG;3	N
dayanışma	團	dayanışma	團	N;NOM;SG;3	N
kurumları	機構	kurum	機構	N;ACC;PL;3	N
kahve	咖啡	kahve	咖啡	N;NOM;SG;3	N
görünüyor	尋找	görün	尋找	V;PROG;IND;SG;3;POS;INFM;PRS	V
görünüyor	看	görün	看	V;PROG;IND;SG;3;POS;INFM;PRS	V
batıya	西邊	bat	西邊	N;DAT;SG;3	N
batıya	西	bat	西	N;DAT;SG;3	N
batıya	西部	bat	西部	N;DAT;SG;3	N
yönü	方向	yön	方向	N;ACC;SG;3	N
kurtarmak	節省	kurtar	節省	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
mutfağı	料理	mutfak	料理	N;ACC;SG;3	N
mutfağı	美食	mutfak	美食	N;ACC;SG;3	N
mutfağı	菜	mutfak	菜	N;ACC;SG;3	N
kategorisi	類別	kategori	類別	N;NOM;SG;3	N
görevler	任務	görev	任務	N;NOM;PL;3	N
görevler	工作	görev	工作	N;NOM;PL;3	N
görevler	作用	görev	作用	N;NOM;PL;3	N
görevler	角色	görev	角色	N;NOM;PL;3	N
sattı	賣	sat	賣	V;PFV;IND;SG;3;POS;PST	V
sattı	售出	sat	售出	V;PFV;IND;SG;3;POS;PST	V
silahlar	武器	silah	武器	N;NOM;PL;3	N
silahlar	兵器	silah	兵器	N;NOM;PL;3	N
silahlar	手槍	silah	手槍	N;NOM;PL;3	N
silahlar	槍支	silah	槍支	N;NOM;PL;3	N
silahlar	槍械	silah	槍械	N;NOM;PL;3	N
silahlar	軍	silah	軍	N;NOM;PL;3	N
saygılar	尊重	saygı	尊重	N;NOM;PL;3	N
yakası	領	yaka	領		
hapse	監獄	hapis	監獄	N;DAT;SG;3	N
görüşler	意見	görüş	意見	N;NOM;PL;3	N
görüşler	反饋	görüş	反饋	N;NOM;PL;3	N
toplantı	聚會	toplantı	聚會	N;NOM;SG;3	N
toplantı	會議	toplantı	會議	N;NOM;SG;3	N
toplantı	會議	toplantı	會議	N;NOM;SG;3	N
şartları	術語	şart	術語	N;NOM;PL;3	N
şartları	條款	şart	條款	N;NOM;PL;3	N
evleri	房屋	ev	房屋	N;ACC;PL;3	N
evleri	房子	ev	房子	N;ACC;PL;3	N
gelenekleri	傳統	gelenek	傳統	N;ACC;PL;3	N
adresi	地址	adres	地址	N;NOM;SG;3	N
adresi	住址	adres	住址	N;NOM;SG;3	N
fakir	窮	fakir	窮		
diplomat	外交	diplomat	外交	N;NOM;SG;3	N
silahı	槍支	silah	槍支	N;ACC;SG;3	N
silahı	槍	silah	槍	N;ACC;SG;3	N
silahı	炮	silah	炮	N;ACC;SG;3	N
haberler	新聞	haber	新聞	N;NOM;PL;3	N
haberler	故事	haber	故事	N;NOM;PL;3	N
haberler	動態	haber	動態	N;NOM;PL;3	N
nadiren	極少	nadiren	極少	ADV	ADV
şirketler	公司	şirket	公司	N;NOM;PL;3	N
şirketler	企業	şirket	企業	N;NOM;PL;3	N
programlar	方案	program	方案	N;NOM;PL;3	N
programlar	方案	program	方案	N;NOM;PL;3	N
programlar	程式	program	程式	N;NOM;PL;3	N
işlevi	功能	işlev	功能	N;NOM;SG;3	N
işlevi	職能	işlev	職能	N;NOM;SG;3	N
işlevi	函數	işlev	函數	N;NOM;SG;3	N
beach	沙灘	beach	沙灘	N;NOM;SG;3	N
beach	海灘	beach	海灘	N;NOM;SG;3	N
beraberlik	領結	beraberlik	領結	N;NOM;SG;3	N
beraberlik	平局	beraberlik	平局	N;NOM;SG;3	N
beraberlik	領帶	beraberlik	領帶	N;NOM;SG;3	N
çapı	直徑	çapı	直徑	N;NOM;SG;3	N
sahili	沿海	sahili	沿海	N;ACC;SG;3	N
sahili	沿岸	sahili	沿岸	N;ACC;SG;3	N
sahili	海岸	sahili	海岸	N;ACC;SG;3	N
sahili	海岸	sahili	海岸	N;ACC;SG;3	N
organı	器官	organ	器官	N;ACC;SG;3	N
organı	風琴	organ	風琴	N;ACC;SG;3	N
cinayet	凶	cinayet	凶	N;NOM;SG;3	N
cinayet	凶	cinayet	凶	N;NOM;SG;3	N
farklılıklar	差異	farklılık	差異	N;NOM;PL;3	N
farklılıklar	差額	farklılık	差額	N;NOM;PL;3	N
farklılıklar	分歧	farklılık	分歧	N;NOM;PL;3	N
haçlılar	十字	haçlı	十字	N;NOM;PL;3	N
mesleği	職業	meslek	職業	N;NOM;SG;3	N
mesleği	專業	meslek	專業	N;NOM;SG;3	N
mesleği	職業	meslek	職業	N;NOM;SG;3	N
üreticisi	廠	üretici	廠	N;NOM;SG;3	N
kaldırılması	廢除	kal	廢除	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
kaldırılması	裁撤	kal	裁撤	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V
sevilen	流行	sev	流行	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
sevilen	受	sev	受	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
yönlendirme	轉送	yönlen	轉送	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
yönlendirme	轉發	yönlen	轉發	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
kör	瞎	kör	瞎		
danışmanı	顧問	danışman	顧問	N;NOM;SG;3	N
danışmanı	顧問	danışman	顧問	N;NOM;SG;3	N
yorumları	意見	yorum	意見	N;ACC;PL;3	N
hatları	線	hat	線	N;ACC;PL;3	N
hatları	線	hat	線	N;ACC;PL;3	N
bitkiler	植物	bitki	植物	N;NOM;PL;3	N
bitkiler	藥草	bitki	藥草	N;NOM;PL;3	N
bitkiler	草藥	bitki	草藥	N;NOM;PL;3	N
benzerlik	親	benzerlik	親	N;NOM;SG;3	N
kimliği	身分	kimlik	身分	N;NOM;SG;3	N
kimliği	身份	kimlik	身份	N;NOM;SG;3	N
masa	表	masa	表		
suları	水域	su	水域	N;ACC;PL;3	N
kurtlar	狼	kurt	狼	N;NOM;PL;3	N
kurtlar	蛆	kurt	蛆	N;NOM;PL;3	N
özgürlüğü	自由	özgürlük	自由	N;ACC;SG;3	N
değerler	價值	değer	價值	N;NOM;PL;3	N
değerler	價值	değer	價值	N;NOM;PL;3	N
değerler	數值	değer	數值	N;NOM;PL;3	N
değerler	值	değer	值	N;NOM;PL;3	N
kuzeye	北方	kuze	北方	N;DAT;SG;3	N
kuzeye	北	kuze	北	N;DAT;SG;3	N
kuzeye	北部	kuze	北部	N;DAT;SG;3	N
yeğeni	外甥	yeğen	外甥	N;NOM;SG;3	N
yeğeni	侄子	yeğen	侄子	N;NOM;SG;3	N
yeğeni	外甥	yeğen	外甥	N;NOM;SG;3	N
yeğeni	姪女	yeğen	姪女	N;NOM;SG;3	N
burnu	角	burun	角	N;NOM;SG;3	N
burnu	鼻	burun	鼻	N;NOM;SG;3	N
burnu	鼻子	burun	鼻子	N;NOM;SG;3	N
manastırı	寺院	manastırı	寺院	N;ACC;SG;3	N
renkler	顏色	renk	顏色	N;NOM;PL;3	N
renkler	色彩	renk	色彩	N;NOM;PL;3	N
renkler	顏色	renk	顏色	N;NOM;PL;3	N
renkler	色彩	renk	色彩	N;NOM;PL;3	N
sendromu	症候	sendromu	症候	N;NOM;SG;3	N
projeleri	項目	proje	項目	N;ACC;PL;3	N
planlanan	排定	planla	排定	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
geçmek	跨	geç	跨	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
geçmek	穿越	geç	穿越	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
ikiz	雙胞	ikiz	雙胞		
gözleri	眼神	göz	眼神	N;NOM;PL;3	N
gözleri	眼睛	göz	眼睛	N;NOM;PL;3	N
gözleri	眼	göz	眼	N;NOM;PL;3	N
konserler	音樂	konser	音樂	N;NOM;PL;3	N
binalar	建築	bina	建築	N;NOM;PL;3	N
namlu	槍口	namlu	槍口	N;NOM;SG;3	N
namlu	槍管	namlu	槍管	N;NOM;SG;3	N
geceleri	夜晚	gece	夜晚	N;ACC;PL;3	N
geceleri	夜	gece	夜	N;ACC;PL;3	N
tarihçiler	歷史	tarihçi	歷史	N;NOM;PL;3	N
simgesi	圖示	simge	圖示	N;NOM;SG;3	N
avukatlık	律師	avukatlık	律師	N;NOM;SG;3	N
anlamak	理解	anla	理解	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
anlamak	諒解	anla	諒解	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
cennet	天國	cennet	天國	N;NOM;SG;3	N
cennet	天堂	cennet	天堂	N;NOM;SG;3	N
cennet	天堂	cennet	天堂	N;NOM;SG;3	N
cennet	樂園	cennet	樂園	N;NOM;SG;3	N
samanyolu	乳白	samanyolu	乳白	N;NOM;SG;3	N
hotel	飯店	hotel	飯店	N;NOM;SG;3	N
hotel	酒店	hotel	酒店	N;NOM;SG;3	N
hotel	賓館	hotel	賓館	N;NOM;SG;3	N
hotel	旅館	hotel	旅館	N;NOM;SG;3	N
teknikleri	技術	teknik	技術	N;NOM;PL;3	N
kavga	格鬥	kavga	格鬥	N;NOM;SG;3	N
kavga	打架	kavga	打架	N;NOM;SG;3	N
kavga	戰鬥	kavga	戰鬥	N;NOM;SG;3	N
kavga	打架	kavga	打架	N;NOM;SG;3	N
kavga	戰鬥	kavga	戰鬥	N;NOM;SG;3	N
fort	堡壘	fort	堡壘		
platformu	站台	platform	站台	N;NOM;SG;3	N
platformu	平台	platform	平台	N;NOM;SG;3	N
cerrahi	手術	cerrahi	手術	N;NOM;SG;3	N
cerrahi	外科	cerrahi	外科	N;NOM;SG;3	N
gözü	眼	göz	眼	N;NOM;SG;3	N
gözü	眼睛	göz	眼睛	N;NOM;SG;3	N
sorumluluk	責任	sorumluluk	責任	N;NOM;SG;3	N
sorumluluk	負債	sorumluluk	負債	N;NOM;SG;3	N
sorumluluk	責任	sorumluluk	責任	N;NOM;SG;3	N
sorumluluk	責任	sorumluluk	責任	N;NOM;SG;3	N
aralığı	區間	aralık	區間	N;NOM;SG;3	N
aralığı	間歇	aralık	間歇	N;NOM;SG;3	N
aralığı	間	aralık	間	N;NOM;SG;3	N
konut	住宅	konut	住宅	N;NOM;SG;3	N
konut	居所	konut	居所	N;NOM;SG;3	N
konut	住房	konut	住房	N;NOM;SG;3	N
konut	住宅	konut	住宅	N;NOM;SG;3	N
konut	寄宿	konut	寄宿	N;NOM;SG;3	N
kazanılan	賺取	kazan	賺取	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
kelimeler	詞語	kelime	詞語	N;NOM;PL;3	N
kelimeler	字	kelime	字	N;NOM;PL;3	N
kelimeler	詞	kelime	詞	N;NOM;PL;3	N
hazine	珍寶	hazin	珍寶	N;NOM;SG;3	N
hazine	寶藏	hazin	寶藏	N;NOM;SG;3	N
hazine	國庫	hazin	國庫	N;NOM;SG;3	N
hazine	金庫	hazin	金庫	N;NOM;SG;3	N
hazine	財政	hazin	財政	N;NOM;SG;3	N
planet	行星	planet	行星	N;NOM;SG;3	N
planet	星球	planet	星球	N;NOM;SG;3	N
öğretmenlik	教書	öğretmenlik	教書	N;NOM;SG;3	N
öğretmenlik	教學	öğretmenlik	教學	N;NOM;SG;3	N
öğretmenlik	教	öğretmenlik	教	N;NOM;SG;3	N
denizaltı	潛艇	denizaltı	潛艇	N;NOM;SG;3	N
operasyonu	手術	operasyon	手術	N;ACC;SG;3	N
operasyonu	行動	operasyon	行動	N;ACC;SG;3	N
şafak	拂曉	şafak	拂曉		
gösteriyor	顯示	göster	顯示	V;PROG;IND;SG;3;POS;INFM;PRS	V
gösteriyor	顯示	göster	顯示	V;PROG;IND;SG;3;POS;INFM;PRS	V
yoğunluk	強度	yoğunluk	強度	N;NOM;SG;3	N
yoğunluk	密度	yoğunluk	密度	N;NOM;SG;3	N
yoğunluk	密度	yoğunluk	密度	N;NOM;SG;3	N
teoremi	定理	teorem	定理	N;ACC;SG;3	N
beslenme	進食	besle	進食	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
beslenme	飲食	besle	飲食	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
belirlenmiş	指定	belirle	指定	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V
teknolojileri	技術	teknoloji	技術	N;ACC;PL;3	N
once	首先	once	首先		
kırık	斷	kırık	斷		
gelirler	收入	gel	收入	N;NOM;PL;3	N
gelirler	收入	gel	收入	N;NOM;PL;3	N
üretilmiş	製造	üre	製造	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V
etkinlikler	活動	etkinlik	活動	N;NOM;PL;3	N
etkinlikler	事件	etkinlik	事件	N;NOM;PL;3	N
etkinlikler	活動	etkinlik	活動	N;NOM;PL;3	N
ifadeler	反應	ifade	反應	N;NOM;PL;3	N
ifadeler	心情	ifade	心情	N;NOM;PL;3	N
ifadeler	片語	ifade	片語	N;NOM;PL;3	N
hücreleri	細胞	hücre	細胞	N;ACC;PL;3	N
dawn	拂曉	dawn	拂曉		
puanlar	評比	puan	評比	N;NOM;PL;3	N
puanlar	點數	puan	點數	N;NOM;PL;3	N
puanlar	分數	puan	分數	N;NOM;PL;3	N
mekanizması	機制	mekaniz	機制	N;NOM;SG;3	N
güzellik	美容	güzellik	美容	N;NOM;SG;3	N
güzellik	美女	güzellik	美女	N;NOM;SG;3	N
neyse	反正	neyse	反正		
müşteri	客戶	müşteri	客戶	N;NOM;SG;3	N
müşteri	顧客	müşteri	顧客	N;NOM;SG;3	N
müşteri	客戶	müşteri	客戶	N;NOM;SG;3	N
müşteri	顧客	müşteri	顧客	N;NOM;SG;3	N
müşteri	客戶	müşteri	客戶	N;NOM;SG;3	N
ayıran	分居	ayır	分居	V;PFV;IND;POS;PRS;V.PTCP	V
imzalandı	署名	imzala	署名	V;PFV;IND;SG;3;POS;PST;PASS	V
imzalandı	簽署	imzala	簽署	V;PFV;IND;SG;3;POS;PST;PASS	V
ilkesi	原則	ilke	原則	N;NOM;SG;3	N
ilkesi	原理	ilke	原理	N;NOM;SG;3	N
saldırılar	襲擊	sal	襲擊	N;NOM;PL;3	N
okulları	學校	okul	學校	N;NOM;PL;3	N
kolları	袖子	kol	袖子	N;ACC;PL;3	N
kolları	袖套	kol	袖套	N;ACC;PL;3	N
kolları	軍	kol	軍	N;ACC;PL;3	N
fotoğraflar	照片	fotoğraf	照片	N;NOM;PL;3	N
fotoğraflar	像片	fotoğraf	像片	N;NOM;PL;3	N
fotoğraflar	像片	fotoğraf	像片	N;NOM;PL;3	N
fotoğraflar	照片	fotoğraf	照片	N;NOM;PL;3	N
fotoğraflar	圖片	fotoğraf	圖片	N;NOM;PL;3	N
fotoğraflar	像片	fotoğraf	像片	N;NOM;PL;3	N
fotoğraflar	圖畫	fotoğraf	圖畫	N;NOM;PL;3	N
fotoğraflar	照片	fotoğraf	照片	N;NOM;PL;3	N
kazanmak	贏	kazan	贏	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
itiraf	坦白	itiraf	坦白		
savunması	防衛	savun	防衛	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
oluşturma	創建	oluş	創建	V;PFV;IND;SG;2;POS;PRS;CAUS	V
oluşturma	創建	oluş	創建	V;PFV;IND;SG;2;POS;PRS;CAUS	V
oluşturma	創作	oluş	創作	V;PFV;IND;SG;2;POS;PRS;CAUS	V
oluşturma	創建	oluş	創建	V;PFV;IND;SG;2;POS;PRS;CAUS	V
oluşturma	創造	oluş	創造	V;PFV;IND;SG;2;POS;PRS;CAUS	V
oluşturma	建立	oluş	建立	V;PFV;IND;SG;2;POS;PRS;CAUS	V
anında	瞬間	an	瞬間	N;ESS;SG;3	N
pasaport	護照	pasaport	護照	N;NOM;SG;3	N
pasaport	護照	pasaport	護照	N;NOM;SG;3	N
eşitlik	方程	eşitlik	方程	N;NOM;SG;3	N
eşitlik	方程	eşitlik	方程	N;NOM;SG;3	N
eşitlik	平等	eşitlik	平等	N;NOM;SG;3	N
kampı	難民	kampı	難民	N;ACC;SG;3	N
kampı	營	kampı	營	N;ACC;SG;3	N
kampı	營地	kampı	營地	N;ACC;SG;3	N
taburu	營	tabur	營	N;NOM;SG;3	N
penaltı	罰	penaltı	罰	N;NOM;SG;3	N
penaltı	懲罰	penaltı	懲罰	N;NOM;SG;3	N
penaltı	處罰	penaltı	處罰	N;NOM;SG;3	N
penaltı	刑罰	penaltı	刑罰	N;NOM;SG;3	N
finalleri	決賽	final	決賽	N;NOM;PL;3	N
atlama	跳	atla	跳		
kalitesi	素質	kalite	素質	N;NOM;SG;3	N
kalitesi	品質	kalite	品質	N;NOM;SG;3	N
kalitesi	優質	kalite	優質	N;NOM;SG;3	N
kalitesi	質量	kalite	質量	N;NOM;SG;3	N
projeler	項目	proje	項目	N;NOM;PL;3	N
patates	土豆	patates	土豆	N;NOM;SG;3	N
patates	土豆	patates	土豆	N;NOM;SG;3	N
büyükelçiliği	大使	büyükelçilik	大使	N;NOM;SG;3	N
büyükelçiliği	使館	büyükelçilik	使館	N;NOM;SG;3	N
etiketi	標籤	etiket	標籤	N;NOM;SG;3	N
yaşamak	生活	yaşa	生活	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
hastalıklar	疾病	hastalık	疾病	N;NOM;PL;3	N
hastalıklar	病	hastalık	病	N;NOM;PL;3	N
hastalıklar	疾病	hastalık	疾病	N;NOM;PL;3	N
çiftlik	農場	çiftlik	農場	N;NOM;SG;3	N
çiftlik	牧場	çiftlik	牧場	N;NOM;SG;3	N
düzenlemeler	安排	düzenle	安排	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
gemiler	船隻	gemi	船隻	N;NOM;PL;3	N
gemiler	艇	gemi	艇	N;NOM;PL;3	N
gemiler	船隻	gemi	船隻	N;NOM;PL;3	N
gemiler	船舶	gemi	船舶	N;NOM;PL;3	N
gemiler	船隻	gemi	船隻	N;NOM;PL;3	N
listeleri	名單	liste	名單	N;ACC;PL;3	N
depolama	貯存	depolama	貯存		
silahları	武器	silah	武器	N;NOM;PL;3	N
silahları	兵器	silah	兵器	N;NOM;PL;3	N
silahları	槍支	silah	槍支	N;NOM;PL;3	N
silahları	槍械	silah	槍械	N;NOM;PL;3	N
takvimi	日曆	takvim	日曆	N;NOM;SG;3	N
takvimi	曆	takvim	曆	N;NOM;SG;3	N
indirme	下載	in	下載	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
indirme	下載	in	下載	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
indirme	下載	in	下載	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
iyon	朗	iyon	朗		
fırlatma	發射	fırlatma	發射	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V
giderler	支出	git	支出	N;NOM;PL;3	N
giderler	費用	git	費用	N;NOM;PL;3	N
giderler	開支	git	開支	N;NOM;PL;3	N
giderler	支出	git	支出	N;NOM;PL;3	N
dayanıklı	耐用	dayanıklı	耐用	ADJ	ADJ
kurallara	條例	kural	條例	N;DAT;PL;3	N
konfederasyonu	聯邦	konfederasyon	聯邦	N;ACC;SG;3	N
konfederasyonu	邦聯	konfederasyon	邦聯	N;ACC;SG;3	N
şekilleri	形狀	şekil	形狀	N;ACC;PL;3	N
makaleler	文章	makale	文章	N;NOM;PL;3	N
makaleler	作文	makale	作文	N;NOM;PL;3	N
danışma	咨詢	danış	咨詢	N;NOM;SG;3	N
danışma	諮詢	danış	諮詢	N;NOM;SG;3	N
danışma	咨詢	danış	咨詢	N;NOM;SG;3	N
bağışıklık	免疫	bağışıklık	免疫	N;NOM;SG;3	N
bağışıklık	免疫	bağışıklık	免疫	N;NOM;SG;3	N
bağışıklık	豁免權	bağışıklık	豁免權	N;NOM;SG;3	N
bağışıklık	免疫	bağışıklık	免疫	N;NOM;SG;3	N
çözümü	溶液	çözüm	溶液	N;ACC;SG;3	N
akışı	流	akış	流	N;NOM;SG;3	N
akışı	流程	akış	流程	N;NOM;SG;3	N
akışı	流動	akış	流動	N;NOM;SG;3	N
akışı	流量	akış	流量	N;NOM;SG;3	N
sorular	查詢	soru	查詢	N;NOM;PL;3	N
sorular	問題	soru	問題	N;NOM;PL;3	N
koleksiyonu	收藏	koleksiyonu	收藏	N;ACC;SG;3	N
çiçeği	花	çiçek	花	N;NOM;SG;3	N
çiçeği	花兒	çiçek	花兒	N;NOM;SG;3	N
çiçeği	花朵	çiçek	花朵	N;NOM;SG;3	N
yurtdışında	海外	yurtdışı	海外	N;ESS;SG;3	N
yurtdışında	國外	yurtdışı	國外	N;ESS;SG;3	N
yurtdışında	國外	yurtdışı	國外	N;ESS;SG;3	N
gözler	眼神	göz	眼神	N;NOM;PL;3	N
gözler	眼睛	göz	眼睛	N;NOM;PL;3	N
gözler	眼	göz	眼	N;NOM;PL;3	N
yöntemler	方法	yöntem	方法	N;NOM;PL;3	N
yöntemler	方法	yöntem	方法	N;NOM;PL;3	N
denizcilik	海事	denizcilik	海事	N;NOM;SG;3	N
denizcilik	航海	denizcilik	航海	N;NOM;SG;3	N
denizcilik	海事	denizcilik	海事	N;NOM;SG;3	N
balıkçılık	漁業	balıkçılık	漁業	N;NOM;SG;3	N
balıkçılık	漁業	balıkçılık	漁業	N;NOM;SG;3	N
balıkçılık	釣魚	balıkçılık	釣魚	N;NOM;SG;3	N
balıkçılık	漁業	balıkçılık	漁業	N;NOM;SG;3	N
taraftar	粉絲	taraf	粉絲	N;NOM;SG;3	N
taraftar	粉絲	taraf	粉絲	N;NOM;SG;3	N
taraftar	範	taraf	範	N;NOM;SG;3	N
öldürmek	殺害	öl	殺害	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V
yıldızları	星星	yıldız	星星	N;NOM;PL;3	N
yıldızları	明星	yıldız	明星	N;NOM;PL;3	N
yıldızları	星空	yıldız	星空	N;NOM;PL;3	N
yıldızları	星	yıldız	星	N;NOM;PL;3	N
yıldızları	恆星	yıldız	恆星	N;NOM;PL;3	N
üniversiteler	大學	üniversite	大學	N;NOM;PL;3	N
üniversiteler	學院	üniversite	學院	N;NOM;PL;3	N
üniversiteler	院校	üniversite	院校	N;NOM;PL;3	N
kelebek	蝴蝶	kelebek	蝴蝶	N;NOM;SG;3	N
yetenek	技藝	yetenek	技藝	N;NOM;SG;3	N
yetenek	技巧	yetenek	技巧	N;NOM;SG;3	N
yetenek	技能	yetenek	技能	N;NOM;SG;3	N
yetenek	人	yetenek	人	N;NOM;SG;3	N
yetenek	天才	yetenek	天才	N;NOM;SG;3	N
yetenek	天賦	yetenek	天賦	N;NOM;SG;3	N
yetenek	能力	yetenek	能力	N;NOM;SG;3	N
malzemeler	元素	malzeme	元素	N;NOM;PL;3	N
malzemeler	成分	malzeme	成分	N;NOM;PL;3	N
malzemeler	原料	malzeme	原料	N;NOM;PL;3	N
malzemeler	成份	malzeme	成份	N;NOM;PL;3	N
malzemeler	物料	malzeme	物料	N;NOM;PL;3	N
malzemeler	材料	malzeme	材料	N;NOM;PL;3	N
malzemeler	用品	malzeme	用品	N;NOM;PL;3	N
listeler	名單	liste	名單	N;NOM;PL;3	N
ölçüm	計量	ölçüm	計量	N;NOM;SG;3	N
ölçüm	量度	ölçüm	量度	N;NOM;SG;3	N
ölçüm	度量	ölçüm	度量	N;NOM;SG;3	N
ölçüm	度量	ölçüm	度量	N;NOM;SG;3	N
ölçüm	計量	ölçüm	計量	N;NOM;SG;3	N
ölçüm	量度	ölçüm	量度	N;NOM;SG;3	N
ölçüm	計量	ölçüm	計量	N;NOM;SG;3	N
ölçüm	度量	ölçüm	度量	N;NOM;SG;3	N
belirler	指定	belir	指定	V;IPFV;IND;SG;3;POS	V
tutulan	留用	tut	留用	V;PFV;IND;POS;PRS;V.PTCP;PASS	V
hun	渾	hun	渾		
açlık	挨餓	açlık	挨餓		
kuruluşlar	機構	kuruluş	機構	N;NOM;PL;3	N
yükleme	裝載	yükle	裝載	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yükleme	安裝	yükle	安裝	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yükleme	安裝	yükle	安裝	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
yükleme	下載	yükle	下載	V;PFV;NOM;IND;POS;PRS;V.MSDR	V
düzeltme	改正	düzel	改正	V;PFV;IMP;SG;2;POS;PRS;CAUS	V
düzeltme	糾正	düzel	糾正	V;PFV;IMP;SG;2;POS;PRS;CAUS	V
yapıların	結構	yapı	結構	N;GEN;PL;3	N
görüntüler	影像	görüntü	影像	N;NOM;PL;3	N
görüntüler	圖片	görüntü	圖片	N;NOM;PL;3	N
ağzı	嘴	ağzı	嘴	N;NOM;SG;3	N
ağzı	口	ağzı	口	N;NOM;SG;3	N
ağzı	嘴	ağzı	嘴	N;NOM;SG;3	N
ağzı	口腔	ağzı	口腔	N;NOM;SG;3	N
eleştirel	危急	eleştirel	危急		
kurumlar	機構	kurum	機構	N;NOM;PL;3	N
öneri	提案	öneri	提案	N;NOM;SG;3	N
işleyen	運作	işle	運作	V;PFV;IND;POS;PRS;V.PTCP	V
rehberi	指南	rehber	指南	N;NOM;SG;3	N
rehberi	指引	rehber	指引	N;NOM;SG;3	N
rehberi	嚮導	rehber	嚮導	N;NOM;SG;3	N
başlıklar	題目	başlık	題目	N;NOM;PL;3	N
başlıklar	議題	başlık	議題	N;NOM;PL;3	N
başlıklar	專題	başlık	專題	N;NOM;PL;3	N
başlıklar	主題	başlık	主題	N;NOM;PL;3	N
başlıklar	頭銜	başlık	頭銜	N;NOM;PL;3	N
başlıklar	職銜	başlık	職銜	N;NOM;PL;3	N
başlıklar	標題	başlık	標題	N;NOM;PL;3	N
başlıklar	橫幅	başlık	橫幅	N;NOM;PL;3	N
palace	皇宮	palace	皇宮	N;NOM;SG;3	N
palace	宮殿	palace	宮殿	N;NOM;SG;3	N
