この	這	この	這	DET	DET
ベース	基礎	ベース	基礎	N	N
ベース	基數	ベース	基數	N	N
男性	男性	男性	男性	N	N
男性	男	男性	男	N	N
男性	男性	男性	男性	N	N
男性	男人	男性	男人	N	N
男性	男子	男性	男子	N	N
男性	人	男性	人	N	N
男性	男人	男性	男人	N	N
ケース	案例	ケース	案例	N	N
ケース	個案	ケース	個案	N	N
ケース	案件	ケース	案件	N	N
ケース	案例	ケース	案例	N	N
子供	小孩	子供	小孩	N	N
子供	兒童	子供	兒童	N	N
子供	兒童	子供	兒童	N	N
子供	孩子	子供	孩子	N	N
大臣	大臣	大臣	大臣	N	N
大臣	部長	大臣	部長	N	N
コーナー	角落	コーナー	角落	N	N
コーナー	轉角	コーナー	轉角	N	N
コーナー	角	コーナー	角	N	N
取締役	主任	取締役	主任	N	N
取締役	司長	取締役	司長	N	N
取締役	董事	取締役	董事	N	N
人気	熱門	人気	熱門	N	N
人気	人氣	人気	人氣	N	N
人気	人氣	人気	人氣	N	N
評価	評分	評価	評分	V	V
評価	收視	評価	收視	V	V
評価	評分	評価	評分	V	V
評価	評價	評価	評價	V	V
評価	評估	評価	評估	V	V
評価	評分	評価	評分	V	V
評価	評估	評価	評估	V	V
説明	解釋	説明	解釋	V	V
説明	解釋	説明	解釋	V	V
説明	說明	説明	說明	V	V
説明	描述	説明	描述	V	V
投票	表決	投票	表決	V	V
投票	投票	投票	投票	V	V
投票	表決	投票	表決	V	V
投票	投票	投票	投票	V	V
雑誌	雜誌	雑誌	雜誌	N	N
雑誌	雜誌	雑誌	雜誌	N	N
学科	部門	学科	部門	N	N
専用	奉獻	専用	奉獻	N	N
専用	專用	専用	專用	N	N
登録	註冊	登録	註冊	V	V
登録	登記	登録	登記	V	V
登録	註冊	登録	註冊	V	V
登録	登記	登録	登記	V	V
ステージ	階段	ステージ	階段	N	N
ステージ	舞台	ステージ	舞台	N	N
ステージ	階段	ステージ	階段	N	N
学生	學生	学生	學生	N	N
学生	學生	学生	學生	N	N
言葉	詞	言葉	詞	N	N
言葉	單詞	言葉	單詞	N	N
言葉	字	言葉	字	N	N
言葉	單字	言葉	單字	N	N
言葉	詞語	言葉	詞語	N	N
言葉	字	言葉	字	N	N
言葉	詞	言葉	詞	N	N
教会	教會	教会	教會	N	N
教会	教堂	教会	教堂	N	N
教会	教會	教会	教會	N	N
教会	教堂	教会	教堂	N	N
内閣	內閣	内閣	內閣	N	N
整備	維修	整備	維修	V	V
整備	維持	整備	維持	V	V
整備	保養	整備	保養	V	V
主張	索賠	主張	索賠	V	V
主張	認領	主張	認領	V	V
主張	論斷	主張	論斷	V	V
主張	斷言	主張	斷言	V	V
主張	指	主張	指	V	V
主張	指稱	主張	指稱	V	V
ロック	岩	ロック	岩	N	N
ロック	岩石	ロック	岩石	N	N
ロック	石頭	ロック	石頭	N	N
ロック	搖滾	ロック	搖滾	N	N
事故	意外	事故	意外	N	N
事故	事故	事故	事故	N	N
事故	事故	事故	事故	N	N
状況	情況	状況	情況	N	N
家族	家人	家族	家人	N	N
家族	家屬	家族	家屬	N	N
家族	家庭	家族	家庭	N	N
表現	代表	表現	代表	V	V
表現	表達	表現	表達	V	V
新しい	新	新しい	新	ADJ	ADJ
ホール	洞口	ホール	洞口	N	N
ホール	廳	ホール	廳	N	N
ホール	大廳	ホール	大廳	N	N
体重	重量	体重	重量	N	N
体重	體重	体重	體重	N	N
体重	份量	体重	份量	N	N
血液	血液	血液	血液	N	N
血液	血	血液	血	N	N
血液	血跡	血液	血跡	N	N
血液	鮮血	血液	鮮血	N	N
同意	議定	同意	議定	V	V
同意	同意	同意	同意	V	V
由来	原產	由来	原產	N	N
由来	起源	由来	起源	N	N
店舗	店鋪	店舗	店鋪	N	N
店舗	商店	店舗	商店	N	N
店舗	店	店舗	店	N	N
店舗	商店	店舗	商店	N	N
カテゴリ	類別	カテゴリ	類別	N	N
カテゴリ	類別	カテゴリ	類別	N	N
メートル	公尺	メートル	公尺	N	N
メートル	米	メートル	米	N	N
メートル	公尺	メートル	公尺	N	N
芸術	藝術	芸術	藝術	N	N
芸術	美術	芸術	美術	N	N
芸術	藝術	芸術	藝術	N	N
芸術	藝術	芸術	藝術	N	N
主人	主人	主人	主人	N	N
複数	複數	複数	複數	N	N
観光	旅遊	観光	旅遊	N	N
観光	遊客	観光	遊客	N	N
観光	旅遊	観光	旅遊	N	N
観光	觀光	観光	觀光	N	N
取得	索賠	取得	索賠	V	V
取得	認領	取得	認領	V	V
王国	王國	王国	王國	N	N
王国	國度	王国	國度	N	N
電話	電話	電話	電話	N	N
刑事	警探	刑事	警探	N	N
レコード	唱片	レコード	唱片	N	N
レコード	紀錄	レコード	紀錄	N	N
レコード	紀錄	レコード	紀錄	N	N
上記	上方	上記	上方	N	N
トップ	頂	トップ	頂	N	N
トップ	頂端	トップ	頂端	N	N
トップ	熱門	トップ	熱門	N	N
付近	附近	付近	附近	N	N
飛行	班機	飛行	班機	N	N
メイン	初級	メイン	初級	N	N
ロード	負載	ロード	負載	N	N
ワールド	世界	ワールド	世界	N	N
美術	美術	美術	美術	N	N
美術	藝術	美術	藝術	N	N
美術	藝術	美術	藝術	N	N
息子	兒子	息子	兒子	N	N
制度	體制	制度	體制	N	N
制度	機構	制度	機構	N	N
ツアー	游	ツアー	游	N	N
ツアー	導覽	ツアー	導覽	N	N
ツアー	旅遊	ツアー	旅遊	N	N
市民	市民	市民	市民	N	N
市民	公民	市民	公民	N	N
市民	公民	市民	公民	N	N
市民	市民	市民	市民	N	N
市民	公民	市民	公民	N	N
自然	天然	自然	天然	ADJ	ADJ
自然	大	自然	大	ADJ	ADJ
マイル	英里	マイル	英里	N	N
組合	社團	組合	社團	N	N
生徒	學生	生徒	學生	N	N
生徒	瞳孔	生徒	瞳孔	N	N
生徒	學生	生徒	學生	N	N
ギター	吉他	ギター	吉他	N	N
コース	課程	コース	課程	N	N
コース	課程	コース	課程	N	N
防衛	辯護	防衛	辯護	N	N
防衛	國防	防衛	國防	N	N
防衛	防禦	防衛	防禦	N	N
防衛	防守	防衛	防守	N	N
変化	改變	変化	改變	V	V
変化	變更	変化	變更	V	V
変化	變	変化	變	V	V
タイプ	型態	タイプ	型態	N	N
タイプ	類型	タイプ	類型	N	N
議会	國會	議会	國會	N	N
議会	議會	議会	議會	N	N
南部	南部	南部	南部	N	N
延長	延伸	延長	延伸	V	V
延長	擴展	延長	擴展	V	V
延長	延長	延長	延長	V	V
延長	延伸	延長	延伸	V	V
延長	擴展	延長	擴展	V	V
延長	延長	延長	延長	V	V
延長	延伸	延長	延伸	V	V
延長	擴展	延長	擴展	V	V
延長	延長	延長	延長	V	V
延長	延期	延長	延期	V	V
ランド	陸地	ランド	陸地	N	N
ランド	土地	ランド	土地	N	N
条件	條件	条件	條件	N	N
条件	標準	条件	標準	N	N
条件	條件	条件	條件	N	N
条件	條件	条件	條件	N	N
条件	狀況	条件	狀況	N	N
伝説	傳奇	伝説	傳奇	N	N
伝説	傳奇	伝説	傳奇	N	N
競走	比賽	競走	比賽	N	N
競走	賽	競走	賽	N	N
競走	種族	競走	種族	N	N
競走	競賽	競走	競賽	N	N
競走	賽車	競走	賽車	N	N
ポジション	職位	ポジション	職位	N	N
ポジション	位置	ポジション	位置	N	N
ポジション	立場	ポジション	立場	N	N
ポジション	職位	ポジション	職位	N	N
名誉	名譽	名誉	名譽	N	N
名誉	榮譽	名誉	榮譽	N	N
名誉	名譽	名誉	名譽	N	N
名誉	榮譽	名誉	榮譽	N	N
ソング	歌曲	ソング	歌曲	N	N
ソング	歌	ソング	歌	N	N
ソング	歌曲	ソング	歌曲	N	N
ソング	首歌	ソング	首歌	N	N
ソング	歌	ソング	歌	N	N
ライン	線	ライン	線	N	N
ライン	線路	ライン	線路	N	N
履歴	歷史	履歴	歷史	N	N
方向	方向	方向	方向	N	N
方向	方向	方向	方向	N	N
方向	方向	方向	方向	N	N
法律	法律	法律	法律	N	N
法律	法律	法律	法律	N	N
提案	建議	提案	建議	V	V
提案	建議	提案	建議	V	V
提案	提議	提案	提議	V	V
提案	建議	提案	建議	V	V
効果	特效	効果	特效	N	N
効果	效果	効果	效果	N	N
効果	效應	効果	效應	N	N
効果	特效	効果	特效	N	N
効果	效應	効果	效應	N	N
効果	效果	効果	效果	N	N
ミュージック	音樂	ミュージック	音樂	N	N
ヶ月	月	ヶ月	月	N	N
ヶ月	月份	ヶ月	月份	N	N
毎日	天天	毎日	天天	N	N
毎日	每日	毎日	每日	N	N
毎日	日常	毎日	日常	N	N
解説	解釋	解説	解釋	V	V
解説	解釋	解説	解釋	V	V
解説	說明	解説	說明	V	V
解説	描述	解説	描述	V	V
レギュラー	定期	レギュラー	定期	N	N
職業	工作	職業	工作	N	N
職業	職業	職業	職業	N	N
職業	職業	職業	職業	N	N
職業	專業	職業	專業	N	N
職業	職業	職業	職業	N	N
製品	商品	製品	商品	N	N
製品	產品	製品	產品	N	N
製品	產物	製品	產物	N	N
製品	商品	製品	商品	N	N
製品	產品	製品	產品	N	N
速度	速度	速度	速度	N	N
速度	速度	速度	速度	N	N
速度	速	速度	速	N	N
改正	修正	改正	修正	V	V
改正	修正	改正	修正	V	V
改正	修訂	改正	修訂	V	V
電子	電子	電子	電子	N	N
徒歩	步行	徒歩	步行	N	N
アイドル	空閒	アイドル	空閒	N	N
アイドル	偶像	アイドル	偶像	N	N
配信	送貨	配信	送貨	V	V
配信	投放	配信	投放	V	V
配信	交付	配信	交付	V	V
配信	交貨	配信	交貨	V	V
配信	遞送	配信	遞送	V	V
配信	直播	配信	直播	V	V
配信	播放	配信	播放	V	V
配信	播出	配信	播出	V	V
仕事	工作	仕事	工作	N	N
仕事	工作	仕事	工作	N	N
連盟	聯邦	連盟	聯邦	N	N
連盟	邦聯	連盟	邦聯	N	N
政策	政策	政策	政策	N	N
政治家	政界	政治家	政界	N	N
政治家	政客	政治家	政客	N	N
政治家	政治	政治家	政治	N	N
政治家	政客	政治家	政客	N	N
政治家	政治	政治家	政治	N	N
メディア	媒體	メディア	媒體	N	N
メディア	媒介	メディア	媒介	N	N
メディア	介質	メディア	介質	N	N
メディア	中型	メディア	中型	N	N
メディア	中	メディア	中	N	N
メディア	媒介	メディア	媒介	N	N
図書館	圖書	図書館	圖書	N	N
図書館	圖書	図書館	圖書	N	N
外国	外國	外国	外國	N	N
外国	外籍	外国	外籍	N	N
艦隊	艦隊	艦隊	艦隊	N	N
艦隊	船隊	艦隊	船隊	N	N
艦隊	車隊	艦隊	車隊	N	N
艦隊	船隊	艦隊	船隊	N	N
支配	支配	支配	支配	V	V
支配	執政	支配	執政	V	V
支配	裁決	支配	裁決	V	V
支配	裁定	支配	裁定	V	V
強い	強壯	強い	強壯	ADJ	ADJ
強い	強烈	強い	強烈	ADJ	ADJ
強い	堅強	強い	堅強	ADJ	ADJ
継承	繼承	継承	繼承	V	V
継承	繼任	継承	繼任	V	V
継承	繼承	継承	繼承	V	V
継承	繼承	継承	繼承	V	V
バージョン	版	バージョン	版	N	N
バージョン	版本	バージョン	版本	N	N
バージョン	版本	バージョン	版本	N	N
ポイント	點數	ポイント	點數	N	N
ポイント	角	ポイント	角	N	N
ポイント	點	ポイント	點	N	N
温泉	溫泉	温泉	溫泉	N	N
旅客	乘客	旅客	乘客	N	N
旅客	旅客	旅客	旅客	N	N
方針	政策	方針	政策	N	N
方針	政策	方針	政策	N	N
執筆	書寫	執筆	書寫	V	V
執筆	寫入	執筆	寫入	V	V
執筆	寫	執筆	寫	V	V
執筆	撰寫	執筆	撰寫	V	V
タイム	時光	タイム	時光	N	N
タイム	時間	タイム	時間	N	N
基準	標準	基準	標準	N	N
基準	標準	基準	標準	N	N
基準	標準	基準	標準	N	N
化学	化學	化学	化學	N	N
化学	化學	化学	化學	N	N
化学	化學	化学	化學	N	N
接続	連結	接続	連結	V	V
接続	連線	接続	連線	V	V
接続	連結	接続	連結	V	V
勝ち	贏	勝つ	贏	V	V
メーカー	廠	メーカー	廠	N	N
障害	殘疾	障害	殘疾	N	N
障害	殘障	障害	殘障	N	N
障害	傷	障害	傷	N	N
ホテル	飯店	ホテル	飯店	N	N
ホテル	酒店	ホテル	酒店	N	N
ホテル	賓館	ホテル	賓館	N	N
ホテル	旅館	ホテル	旅館	N	N
ホテル	酒店	ホテル	酒店	N	N
ホテル	旅館	ホテル	旅館	N	N
仕様	規格	仕様	規格	N	N
仕様	規格	仕様	規格	N	N
仕様	規格	仕様	規格	N	N
ビデオ	視訊	ビデオ	視訊	N	N
ビデオ	影片	ビデオ	影片	N	N
分割	分割	分割	分割	V	V
商業	商務	商業	商務	N	N
商業	商業	商業	商業	N	N
商業	商用	商業	商用	N	N
商業	商事	商業	商事	N	N
商業	商業	商業	商業	N	N
殺人	凶	殺人	凶	N	N
殺人	凶	殺人	凶	N	N
スタイル	樣式	スタイル	樣式	N	N
スタイル	風格	スタイル	風格	N	N
スタイル	樣式	スタイル	樣式	N	N
スタイル	風格	スタイル	風格	N	N
リング	環	リング	環	N	N
リング	戒指	リング	戒指	N	N
リング	環	リング	環	N	N
リング	戒指	リング	戒指	N	N
報告	檢舉	報告	檢舉	V	V
マーク	標記	マーク	標記	N	N
宣言	申報	宣言	申報	V	V
キング	國王	キング	國王	N	N
ベル	鐘	ベル	鐘	N	N
ベル	鈴	ベル	鈴	N	N
提出	提交	提出	提交	V	V
提出	提交	提出	提交	V	V
入学	接納	入学	接納	V	V
入学	錄取	入学	錄取	V	V
入学	招生	入学	招生	V	V
入学	入學	入学	入學	V	V
支持	支援	支持	支援	V	V
復活	復活	復活	復活	V	V
地震	地震	地震	地震	N	N
地震	地震	地震	地震	N	N
博物館	博物	博物館	博物	N	N
博物館	博物	博物館	博物	N	N
週間	星期	週間	星期	N	N
週間	週	週間	週	N	N
週間	星期	週間	星期	N	N
週間	週數	週間	週數	N	N
週間	週刊	週間	週刊	N	N
機構	機制	機構	機制	N	N
天皇	皇帝	天皇	皇帝	N	N
天皇	天皇	天皇	天皇	N	N
日本人	日文	日本人	日文	N	N
学部	院	学部	院	N	N
直接	直接	直接	直接	ADV	ADV
投手	投手	投手	投手	N	N
緯度	緯度	緯度	緯度	N	N
性格	字元	性格	字元	N	N
性格	人物	性格	人物	N	N
性格	角色	性格	角色	N	N
性格	性格	性格	性格	N	N
性格	品格	性格	品格	N	N
性格	人格	性格	人格	N	N
性格	性格	性格	性格	N	N
性格	個性	性格	個性	N	N
ユニット	單元	ユニット	單元	N	N
ユニット	單位	ユニット	單位	N	N
ユニット	股	ユニット	股	N	N
ユニット	單元	ユニット	單元	N	N
ユニット	單位	ユニット	單位	N	N
ピアノ	鋼琴	ピアノ	鋼琴	N	N
レベル	關卡	レベル	關卡	N	N
レベル	層次	レベル	層次	N	N
レベル	級別	レベル	級別	N	N
レベル	等級	レベル	等級	N	N
レベル	關卡	レベル	關卡	N	N
政権	政權	政権	政權	N	N
政権	制度	政権	制度	N	N
達成	成	達成	成	V	V
見る	見	見る	見	V	V
見る	檢視	見る	檢視	V	V
見る	瀏覽	見る	瀏覽	V	V
空間	太空	空間	太空	N	N
空間	空間	空間	空間	N	N
同	相同	同	相同	ADJ	ADJ
ライト	光線	ライト	光線	N	N
ライト	光	ライト	光	N	N
ライト	燈光	ライト	燈光	N	N
ライト	光明	ライト	光明	N	N
ライト	燈	ライト	燈	N	N
ライト	燈光	ライト	燈光	N	N
ブルー	藍	ブルー	藍	N	N
ブルー	藍色	ブルー	藍色	N	N
流れ	流通	流れる	流通	V	V
ガス	氣	ガス	氣	N	N
ガス	汽油	ガス	汽油	N	N
ガス	氣體	ガス	氣體	N	N
作業	工作	作業	工作	N	N
作業	工作	作業	工作	N	N
貨物	貨運	貨物	貨運	N	N
貨物	貨物	貨物	貨物	N	N
貨物	貨	貨物	貨	N	N
貨物	商品	貨物	商品	N	N
貨物	貨物	貨物	貨物	N	N
貨物	運費	貨物	運費	N	N
貨物	貨運	貨物	貨運	N	N
市場	市場	市場	市場	N	N
経度	經度	経度	經度	N	N
通算	終身	通算	終身	N	N
サイズ	大小	サイズ	大小	N	N
サイズ	尺碼	サイズ	尺碼	N	N
サイズ	尺寸	サイズ	尺寸	N	N
サイズ	尺寸	サイズ	尺寸	N	N
サイズ	大小	サイズ	大小	N	N
サイズ	體積	サイズ	體積	N	N
サイズ	尺寸	サイズ	尺寸	N	N
翻訳	翻譯	翻訳	翻譯	V	V
翻訳	翻譯	翻訳	翻譯	V	V
翻訳	翻譯	翻訳	翻譯	V	V
翻訳	翻譯	翻訳	翻譯	V	V
配置	安置	配置	安置	V	V
配置	安排	配置	安排	V	V
コード	密碼	コード	密碼	N	N
コード	編碼	コード	編碼	N	N
コード	碼	コード	碼	N	N
番目	秒	番目	秒	N	N
被害	損傷	被害	損傷	N	N
被害	損壞	被害	損壞	N	N
被害	損害	被害	損害	N	N
侵害	侵犯	侵害	侵犯	V	V
商品	商品	商品	商品	N	N
商品	貨物	商品	貨物	N	N
商品	商品	商品	商品	N	N
商品	產品	商品	產品	N	N
商品	商品	商品	商品	N	N
詳細	詳細	詳細	詳細	N	N
詳細	細節	詳細	細節	N	N
詳細	詳情	詳細	詳情	N	N
単位	單元	単位	單元	N	N
単位	單位	単位	單位	N	N
単位	股	単位	股	N	N
単位	單元	単位	單元	N	N
単位	單位	単位	單位	N	N
機械	機械	機械	機械	N	N
機械	機	機械	機	N	N
機械	機器	機械	機器	N	N
機械	機械	機械	機械	N	N
機械	機器	機械	機器	N	N
地元	當地	地元	當地	N	N
地元	本地	地元	本地	N	N
地元	當地	地元	當地	N	N
地元	局部	地元	局部	N	N
地元	本地	地元	本地	N	N
革命	革命	革命	革命	N	N
増加	增加	増加	增加	V	V
増加	提高	増加	提高	V	V
増加	增加	増加	增加	V	V
軌道	軌道	軌道	軌道	N	N
農業	農業	農業	農業	N	N
農業	農耕	農業	農耕	N	N
農業	耕作	農業	耕作	N	N
農業	務	農業	務	N	N
農業	農業	農業	農業	N	N
農業	農業	農業	農業	N	N
条約	條約	条約	條約	N	N
条約	條約	条約	條約	N	N
理論	理論	理論	理論	N	N
理論	論	理論	論	N	N
理論	理論	理論	理論	N	N
成長	生長	成長	生長	V	V
成長	成長	成長	成長	V	V
成長	成長	成長	成長	V	V
成長	增長	成長	增長	V	V
海外	海外	海外	海外	N	N
海外	國外	海外	國外	N	N
海外	國外	海外	國外	N	N
生物	生物	生物	生物	N	N
生物	生物	生物	生物	N	N
生物	機體	生物	機體	N	N
感じ	感覺	感じ	感覺	N	N
理解	理解	理解	理解	V	V
理解	諒解	理解	諒解	V	V
戦士	戰士	戦士	戰士	N	N
戦士	勇士	戦士	勇士	N	N
戦士	勇士	戦士	勇士	N	N
ジャンル	類型	ジャンル	類型	N	N
ジャンル	流派	ジャンル	流派	N	N
ジャンル	流派	ジャンル	流派	N	N
実験	試驗	実験	試驗	N	N
実験	實驗	実験	實驗	N	N
実験	試驗	実験	試驗	N	N
実験	實驗	実験	實驗	N	N
出力	輸出	出力	輸出	N	N
師団	組織	師団	組織	N	N
主催	主辦	主催	主辦	V	V
主催	主持	主催	主持	V	V
主催	主辦	主催	主辦	V	V
統一	團	統一	團	N	N
料理	飲食	料理	飲食	V	V
料理	做飯	料理	做飯	V	V
料理	煮	料理	煮	V	V
料理	煮飯	料理	煮飯	V	V
ブランド	品牌	ブランド	品牌	N	N
ブランド	品牌	ブランド	品牌	N	N
首都	資本	首都	資本	N	N
首都	首都	首都	首都	N	N
破壊	消滅	破壊	消滅	V	V
破壊	摧毀	破壊	摧毀	V	V
破壊	斷裂	破壊	斷裂	V	V
破壊	破壞	破壊	破壞	V	V
破壊	毀壞	破壊	毀壞	V	V
破壊	銷毀	破壊	銷毀	V	V
