jako	जैसे	jako	जैसे	CONJ	CONJ
velký	बड़ा	velký	बड़ा	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
velký	बड़ी	velký	बडा	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
hrál	निभाई	hrát	निभा	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;FEM;SG;V.PTCP;ACT
cena	कीमत	cena	कीमत	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
cena	मूल्य	cena	मूल्य	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
cena	लागत	cena	लागत	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
cena	इनाम	cena	इनाम	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
cena	पुरस्कार	cena	पुरस्कार	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
velká	बड़ा	velký	बड़ा	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
velká	बड़ी	velký	बडा	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
velká	विशाल	velký	विशाल	ADJ;NOM;FEM;SG;POS	ADJ;NOM
velká	बड़ा	velký	बड़ा	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
velká	बड़ी	velký	बडा	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
děti	बच्चे	dítě	बच्चा	N;NOM;FEM;PL;POS	N;NOM;MASC;PL;3
dílo	कलाकारी	dílo	कलाकारी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
dílo	कलाकृति	dílo	कलाकृति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
jedna	एक	jeden	एक	NUM;NOM;FEM;SG	NUM
nová	नया	nový	नया	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
nová	नई	nový	नया	ADJ;NOM;FEM;SG;POS	ADJ;NOM;FEM;SG
funkce	फंक्शन	funkce	फंक्शन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
funkce	फ़ंक्शन	funkce	फ़ंक्शन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
funkce	प्रकार्य	funkce	प्रकार्य	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
funkce	फलन	funkce	फलन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
aktivní	सक्रिय	aktivní	सक्रिय	ADJ;NOM;MASC;SG;POS	ADJ
hlavně	मुख्यतः	hlavně	मुख्यतः	ADV;POS	ADV
hlavně	विशेषकर	hlavně	विशेषकर	ADV;POS	ADV
hlavně	अधिकांशतः	hlavně	अधिकांशतः	ADV;POS	ADV
vždy	हमेशा	vždy	हमेशा	ADV	ADV
osobní	व्यक्तिगत	osobní	व्यक्तिगत	ADJ;NOM;MASC;SG;POS	ADJ
osobní	निजी	osobní	निजी	ADJ;NOM;MASC;SG;POS	ADJ;NOM
viz	देख	viz	देख	V;PFV;IMP;SG;2;POS;FIN	V;ACT
kariéra	कैरियर	kariéra	कैरियर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kariéra	आजीविका	kariéra	आजीविका	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kariéra	करियर	kariéra	करियर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kariéra	कैरियर	kariéra	कैरियर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kariéra	करियर	kariéra	करियर	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
východní	पूर्वी	východní	पूर्वी	ADJ;NOM;FEM;SG;POS	ADJ
východní	पूर्वी	východní	पूर्वी	ADJ;NOM;FEM;SG;POS	ADJ
silnice	रोड	silnice	रोड	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
silnice	सड़क	silnice	सड़क	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
herec	अभिनेता	herec	अभिनेता	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
herec	एक्टर	herec	एक्टर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
herec	कर्ता	herec	कर्ता	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
druhý	दूसरा	druhý	दूसरा	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
druhý	दूसरी	druhý	दूसरा	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
finále	फाइनल	finále	फाइनल	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
finále	फाइनल	finále	फाइनल	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
rozdíl	भिन्नता	rozdíl	भिन्नता	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
náměstí	वर्ग	náměstí	वर्ग	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
náměstí	स्क्वायर	náměstí	स्क्वायर	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
náměstí	वर्गाकार	náměstí	वर्गाकार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
divadlo	थिएटर	divadlo	थिएटर	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
divadlo	सिनेमाघर	divadlo	सिनेमाघर	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
divadlo	रंगमंच	divadlo	रंगमंच	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
divadlo	थिएटर	divadlo	थिएटर	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
řeky	नहरें	řeka	नहर	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
řeky	नदियाँ	řeka	नदी	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
zařízení	युक्ति	zařízení	युक्ति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
zařízení	डिवाइस	zařízení	डिवाइस	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zařízení	यंत्र	zařízení	यंत्र	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zařízení	स्थापना	zařízení	स्थापना	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
zařízení	संस्थापना	zařízení	संस्थापना	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
zařízení	युक्ति	zařízení	युक्ति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
zařízení	औज़ार	zařízení	औज़ार	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
zařízení	डिवाइस	zařízení	डिवाइस	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
dům	घर	dům	घर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
dům	मकान	dům	मकान	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
dům	हाउस	dům	हाउस	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
výška	ऊँचाई	výška	ऊँचाई	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
výška	ऊंचाई	výška	ऊंचाई	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
výška	ऊँचाई	výška	ऊँचाई	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
pozice	पद	pozice	पद	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
pozice	स्थिति	pozice	स्थिति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
škola	विद्यालय	škola	विद्यालय	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
škola	school	škola	school	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
škola	स्कूल	škola	स्कूल	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kategorie	वर्ग	kategorie	वर्ग	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kategorie	श्रेणी	kategorie	श्रेणी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
kategorie	श्रेणी	kategorie	श्रेणी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
organizace	संगठन	organizace	संगठन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
organizace	संगठन	organizace	संगठन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
organizace	संगठन	organizace	संगठन	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
vydání	संस्करण	vydání	संस्करण	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
vydání	मुद्दा	vydání	मुद्दा	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
vydání	समस्या	vydání	समस्या	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
vydání	प्रत्यर्पण	vydání	प्रत्यर्पण	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
dolní	निचला	dolní	निचला	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
dostal	मिली	dostat	मिल	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;FEM;SG;V.PTCP;ACT
dostal	मिला	dostat	मिल	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
vývoj	विकास	vývoj	विकास	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vývoj	एवोल्यूशन	vývoj	एवोल्यूशन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zvolen	निर्वाचित	zvolený	निर्वाचित	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
druhy	प्रजातियां	druh	प्रजाति	N;INAN;NOM;MASC;PL;POS	N;NOM;FEM;PL;3
malé	छोटे	malý	छोटा	ADJ;NOM;MASC;PL;POS	ADJ;NOM;MASC;PL
různé	अलग	různý	अलग	ADJ;NOM;MASC;PL;POS	ADJ
různé	विभिन्न	různý	विभिन्न	ADJ;NOM;MASC;PL;POS	ADJ
různé	विभिन्न	různý	विभिन्न	ADJ;NOM;MASC;PL;POS	ADJ
převážně	मुख्यतः	převážně	मुख्यतः	ADV;POS	ADV
převážně	अधिकांशतः	převážně	अधिकांशतः	ADV;POS	ADV
lidé	लोग	člověk	लोग	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
řada	श्रेणी	řada	श्रेणी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
řada	पंक्ति	řada	पंक्ति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
otec	पिताजी	otec	पिताजी	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
otec	बाप	otec	बाप	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
otec	पिता	otec	पिता	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
druh	प्रकार	druh	प्रकार	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
druh	प्रकार	druh	प्रकार	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
druh	प्रजाति	druh	प्रजाति	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
shromáždění	रैली	shromáždění	रैली	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
shromáždění	सभा	shromáždění	सभा	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
shromáždění	महफ़िल	shromáždění	महफ़िल	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
shromáždění	असेम्बली	shromáždění	असेम्बली	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
shromáždění	विधानसभा	shromáždění	विधानसभा	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
shromáždění	सभा	shromáždění	सभा	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
shromáždění	समूह	shromáždění	समूह	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
shromáždění	सभा	shromáždění	सभा	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
pravděpodobně	शायद	pravděpodobně	शायद	ADV;POS	ADV
pravděpodobně	संभवतः	pravděpodobně	संभवतः	ADV;POS	ADV
složení	संरचना	složení	संरचना	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
výsledky	परिणाम	výsledek	परिणाम	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
moře	समुद्र	moře	समुद्र	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
moře	समंदर	moře	समंदर	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
moře	समुद्र	moře	समुद्र	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
právo	कानून	právo	कानून	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
právo	विधि	právo	विधि	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
data	तिथियाँ	data	तिथी	N;NOM;NEUT;PL;POS	N;NOM;FEM;PL;3
menší	छोटी	malý	छोटा	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;FEM;SG
menší	नाबालिग	malý	नाबालिग	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;NOM
jednotky	इकाईयाँ	jednotka	इकाई	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
jednotky	इकाइयाँ	jednotka	इकाई	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
knihy	पुस्तकें	kniha	पुस्तक	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
knihy	किताबें	kniha	किताब	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
zpěv	गाना	zpěv	गाना	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zpěv	गायन	zpěv	गायन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zpěv	स्वर	zpěv	स्वर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zpěv	गायन	zpěv	गायन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
skóre	अंक	skóre	अंक	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
skóre	स्कोर	skóre	स्कोर	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
skóre	अंक	skóre	अंक	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
skóre	स्कोर	skóre	स्कोर	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
použití	प्रयोग	použití	प्रयोग	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
použití	उपयोग	použití	उपयोग	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
použití	उपयोग	použití	उपयोग	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
utkání	माचिस	utkání	माचिस	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
utkání	मिलान	utkání	मिलान	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
utkání	मैच	utkání	मैच	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
hlasování	वोट	hlasování	वोट	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
hlasování	वोट	hlasování	वोट	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
hlasování	मतदान	hlasování	मतदान	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
služby	सेवाएँ	služba	सेवा	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
služby	सेवाएं	služba	सेवा	N;NOM;FEM;PL;POS	N;NOM;FEM;PL;3
druhá	दूसरा	druhý	दूसरा	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
druhá	दूसरी	druhý	दूसरा	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
řešení	हल	řešení	हल	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
řešení	समाधान	řešení	समाधान	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
řešení	समाधान	řešení	समाधान	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
hnutí	आन्दोलन	hnutí	आन्दोलन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
hnutí	आंदोलन	hnutí	आंदोलन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
hnutí	गति	hnutí	गति	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
zámek	ताला	zámek	ताला	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zámek	किला	zámek	किला	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
zámek	château	zámek	château	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
celý	पूरी	celý	पूरा	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;FEM;SG
celý	पूरा	celý	पूरा	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
hrad	किला	hrad	किला	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
údolí	घाटी	údolí	घाटी	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG;3
napsal	लिखा	napsat	लिख	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
čas	वक़्त	čas	वक़्त	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
čas	वक्त	čas	वक्त	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
čas	समय	čas	समय	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
série	श्रेणी	série	श्रेणी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
trať	ट्रैक	trať	ट्रैक	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
trať	रील	trať	रील	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
kytara	गिटार	kytara	गिटार	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
image	छवि	image	छवि	N;FEM;POS	N;NOM;FEM;SG;3
image	प्रतिबिम्ब	image	प्रतिबिम्ब	N;FEM;POS	N;NOM;FEM;SG;3
image	चित्र	image	चित्र	N;FEM;POS	N;NOM;MASC;SG;3
zmínka	उल्लेख	zmínka	उल्लेख	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
zmínka	जिक्र	zmínka	जिक्र	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
činnost	उपक्रम	činnost	उपक्रम	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
činnost	क्रिया	činnost	क्रिया	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
činnost	गतिविधि	činnost	गतिविधि	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
činnost	सक्रियता	činnost	सक्रियता	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
činnost	कार्यकलाप	činnost	कार्यकलाप	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
nejprve	पहले	nejprve	पहले	ADV	ADV;NOM;MASC;SG;3
americké	अमरीकी	americký	अमरीकी	ADJ;NOM;MASC;PL;POS	ADJ
vrátil	लौटाया	vrátit	लौटा	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;MASC;SG;V.PTCP;ACT
fotografie	छायाचित्र	fotografie	छायाचित्र	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
fotografie	फोटोग्राफ	fotografie	फोटोग्राफ	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
fotografie	फोटोग्राफी	fotografie	फोटोग्राफी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
fotografie	फ़ोटोग्राफ़ी	fotografie	फामटोग्राफ़ी	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
fotografie	छायाचित्र	fotografie	छायाचित्र	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
fotografie	फोटो	fotografie	फोटो	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
fotografie	फ़ोटो	fotografie	फाोट	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
fotografie	फोटो	fotografie	फोटो	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
fotografie	फ़ोटो	fotografie	फाोट	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
loď	जहाज	loď	जहाज	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
loď	जलयान	loď	जलयान	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
loď	नौका	loď	नौका	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
loď	नाव	loď	नाव	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
předchozí	पिछला	předchozí	पिछला	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
park	उद्यान	park	उद्यान	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
park	पार्क	park	पार्क	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
malá	छोटा	malý	छोटा	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
malá	छोटी	malý	छोटा	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
malá	छोटा	malý	छोटा	ADJ;NOM;FEM;SG;POS	ADJ;NOM;MASC;SG
malá	छोटी	malý	छोटा	ADJ;NOM;FEM;SG;POS	ADJ;FEM;SG
poměrně	अपेक्षाकृत	poměrně	अपेक्षाकृत	ADV;POS	ADV
kulturní	सांस्कृतिक	kulturní	सांस्कृतिक	ADJ;NOM;FEM;SG;POS	ADJ;NOM
autor	रचनाकार	autor	रचनाकार	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
autor	लेखक	autor	लेखक	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
autor	रचयिता	autor	रचयिता	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
autor	लेखक	autor	लेखक	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
moc	पावर	moc	पावर	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
moc	शक्ति	moc	शक्ति	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
velikost	आकार	velikost	आकार	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
stav	स्टेटस	stav	स्टेटस	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
stav	स्थिति	stav	स्थिति	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
stav	प्रस्थिति	stav	प्रस्थिति	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
stav	हालत	stav	हालत	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
stav	स्थिति	stav	स्थिति	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
stav	शर्त	stav	शर्त	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
stav	कंडीशन	stav	कंडीशन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
str	str	strana	str	N;FEM;POS	N;NOM;MASC;SG;3
stránka	पृष्ठ	stránka	पृष्ठ	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
stránka	पेज	stránka	पेज	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
stránka	साइट	stránka	साइट	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
stránka	साईट	stránka	साईट	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
zpět	पीछे	zpět	पीछे	ADV	ADV;NOM;MASC;SG;3
jednu	एक	jeden	एक	NUM;ACC;FEM;SG	NUM
řád	क्रम	řád	क्रम	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
řád	ऑर्डर	řád	ऑर्डर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
řád	आदेश	řád	आदेश	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
řád	अनुक्रम	řád	अनुक्रम	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
muzeum	संग्रहालय	muzeum	संग्रहालय	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
pět	पांच	pět	पांच	NUM;NOM;SG	NUM
pět	पाँच	pět	पाँच	NUM;NOM;SG	NUM
význam	अहमियत	význam	अहमियत	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
význam	महत्ता	význam	महत्ता	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
význam	महत्व	význam	महत्व	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
význam	प्रासंगिकता	význam	प्रासंगिकता	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
republika	गणतंत्र	republika	गणतंत्र	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
válka	युद्ध	válka	युद्ध	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
malíř	पेंटर	malíř	पेंटर	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
malíř	चित्रकार	malíř	चित्रकार	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
píseň	गाना	píseň	गाना	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
úřad	ब्यूरो	úřad	ब्यूरो	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
úřad	आफिस	úřad	आफिस	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
úřad	ऑफिस	úřad	ऑफिस	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
úřad	कार्यालय	úřad	कार्यालय	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
úřad	ऑफ़िस	úřad	ऑफ़िस	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG;3
úřad	दफ्तर	úřad	दफ्तर	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
vedení	प्रबंधन	vedení	प्रबंधन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
vedení	प्रबन्धन	vedení	प्रबन्धन	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
vedení	नेतृत्व	vedení	नेतृत्व	N;NOM;NEUT;SG;POS	N;NOM;MASC;SG;3
možnost	विकल्प	možnost	विकल्प	N;NOM;FEM;SG;POS	N;NOM;MASC;SG;3
možnost	सम्भावना	možnost	सम्भावना	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
role	भूमिका	role	भूमिका	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
popis	विवरण	popis	विवरण	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
popis	वर्णन	popis	वर्णन	N;INAN;NOM;MASC;SG;POS	N;NOM;MASC;SG;3
starší	पुराना	starý	पुराना	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;MASC;SG
starší	पुरानी	starý	पुराना	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;FEM;SG
členové	सदस्य	člen	सदस्य	N;ANIM;NOM;MASC;PL;POS	N;NOM;MASC;PL;3
výše	मात्रा	výše	मात्रा	N;NOM;FEM;SG;POS	N;NOM;FEM;SG;3
