med	साथ	med	साथ	ADV	ADV;NOM;MASC;SG;3
tiden	समय	tid	समय	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
fil	फाइल	fil	फाइल	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
fil	फ़ाइल	fil	फााइल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fil	संचिका	fil	संचिका	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
musik	संगीत	musik	संगीत	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
musik	म्यूज़िक	musik	म्यूज़िक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
fandt	मिली	finde	मिल	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP;ACT
fandt	मिले	finde	मिल	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
fandt	पाये	finde	पा	V;IND;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP;ACT
fandt	पाया	finde	पा	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
fandt	मिला	finde	मिल	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
krigen	युद्ध	krig	युद्ध	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
station	स्टेशन	station	स्टेशन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
små	छोटे	lille	छोटा	ADJ;PL	ADJ;NOM;MASC;PL
små	छोटे	lille	छोटा	ADJ;PL	ADJ;NOM;MASC;PL
universitet	विश्वविद्यालय	universitet	विश्वविद्यालय	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
universitet	यूनिवर्सिटी	universitet	यूनिवर्सिटी	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
klubben	क्लब	klub	क्लब	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
dage	दिनों	dag	दिन	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
bind	आवाज	bind	आवाज	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
bind	आयतन	bind	आयतन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bind	आवाज़	bind	आवाज़	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
bind	आयतन	bind	आयतन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
division	विभाग	division	विभाग	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
division	विभाजन	division	विभाजन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
division	प्रभाग	division	प्रभाग	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kaldet	बुलाया	kalde	बुला	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
kaldet	पुकारा	kalde	पुकार	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
valgt	चुनी	vælge	चुन	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
valgt	चुनी	vælge	चुन	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
amt	लैन	amt	लैन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
serien	श्रेणी	serie	श्रेणी	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
konge	राजा	konge	राजा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
konge	बादशाह	konge	बादशाह	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
finde	ढूंढना	finde	ढूँढ	V;NFIN;ACT	V;MASC;NFIN;ACT
finde	ढूंढें	finde	ढूंढ	V;NFIN;ACT	V;SBJV;PL;FIN;ACT
finde	ढूँढें	finde	ढूँढ	V;NFIN;ACT	V;SBJV;PL;FIN;ACT
periode	अवधि	periode	अवधि	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
periode	काल	periode	काल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
antal	संख्या	antal	संख्या	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
antal	नंबर	antal	नंबर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
taget	लिया	tage	ले	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
formand	प्रदेशाध्यक्ष	formand	प्रदेशाध्यक्ष	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
formand	अध्यक्ष	formand	अध्यक्ष	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
formand	चेयरमैन	formand	चेयरमैन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
formand	अध्यक्ष	formand	अध्यक्ष	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stadion	स्टेडियम	stadion	स्टेडियम	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
position	पद	position	पद	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
position	स्थिति	position	स्थिति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tredje	तीसरे	tredje	तीसरा	ADJ	ADJ;ACC;MASC;SG
tredje	तीसरा	tredje	तीसरा	ADJ	ADJ;NOM;MASC;SG
områder	क्षेत्रों	område	क्षेत्र	N;INDF;NEUT;PL	N;ACC;MASC;PL;3
hjælp	मदद	hjælp	मदद	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hjælp	सहायता	hjælp	सहायता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
beliggende	स्थित	beliggende	स्थित	ADJ	ADJ
angreb	हमला	angreb	हमला	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
angreb	आक्रमण	angreb	आक्रमण	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
angreb	उत्पीड़न	angreb	उत्पीडन	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
betydning	अहमियत	betydning	अहमियत	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
betydning	महत्ता	betydning	महत्ता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
betydning	महत्व	betydning	महत्व	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
rolle	भूमिका	rolle	भूमिका	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
begyndelsen	शुरुआत	begyndelse	शुरुआत	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
begyndelsen	आरम्भ	begyndelse	आरम्भ	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
begyndelsen	शुरूआत	begyndelse	शुरूआत	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
leder	प्रबंधक	leder	प्रबंधक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
leder	मैनेजर	leder	मैनेजर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
leder	संपादकीय	leder	संपादकीय	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tage	लें	tage	ले	V;NFIN;ACT	V;SBJV;PL;3;FIN;ACT
tage	ले	tage	ले	V;NFIN;ACT	V;ACT
tage	लो	tage	ले	V;NFIN;ACT	V;SBJV;SG;FIN;ACT
perioden	अवधि	periode	अवधि	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
perioden	काल	periode	काल	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
rapport	रिपोर्ट	rapport	रिपोर्ट	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
rapport	रपट	rapport	रपट	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
albummet	एलबम	album	एलबम	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
albummet	एल्बम	album	एल्बम	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
moderne	आधुनिक	moderne	आधुनिक	ADJ	ADJ
karriere	कैरियर	karriere	कैरियर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
karriere	आजीविका	karriere	आजीविका	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
karriere	करियर	karriere	करियर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
karriere	कैरियर	karriere	कैरियर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
karriere	करियर	karriere	करियर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
højde	ऊँचाई	højde	ऊँचाई	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
højde	ऊंचाई	højde	ऊंचाई	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
højde	ऊँचाई	højde	ऊँचाई	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
seks	छः	seks	छः	NUM	NUM
seks	छह	seks	छह	NUM	NUM
direkte	सीधे	direkte	सीधे	ADV	ADV
give	दे	give	दे	V;NFIN;ACT	V;FIN;ACT
præsident	प्रदेशाध्यक्ष	præsident	प्रदेशाध्यक्ष	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
præsident	अध्यक्ष	præsident	अध्यक्ष	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
måske	शायद	måske	शायद	ADV	ADV
måske	शायद	måske	शायद	ADV	ADV
måske	संभवतः	måske	संभवतः	ADV	ADV
millioner	लाखों	million	लाख	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
familie	फैमिली	familie	फैमिली	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
familie	परिवार	familie	परिवार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
nåede	पहुंचा	nå	पहुंच	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
nåede	पहुँचे	nå	पहुँच	V;IND;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP;ACT
steder	स्थितियाँ	sted	स्थिति	N;INDF;NEUT;PL	N;NOM;FEM;PL;3
gruppen	ग्रुप	gruppe	ग्रुप	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
gruppen	समूह	gruppe	समूह	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
krig	युद्ध	krig	युद्ध	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
resultat	रिजल्ट	resultat	रिजल्ट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
resultat	रिजल्ट	resultat	रिजल्ट	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bedre	बेहतर	god	बेहतर	ADJ;CMPR	ADJ
museum	संग्रहालय	museum	संग्रहालय	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tale	भाषण	tale	भाषण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
tale	बात	tale	बात	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
oprettet	बनाया	oprette	बना	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
byer	कस्बों	by	कस्बा	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
byer	शहरों	by	शहर	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
øen	द्वीप	ø	द्वीप	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
muligt	संभव	mulig	संभव	ADJ;INDF;NEUT;SG	ADJ
flag	झंडा	flag	झंडा	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
flag	ध्वज	flag	ध्वज	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
flag	फ्लैग	flag	फ्लैग	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
flag	फ्लैग्स	flag	फ्लैग	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
flag	ध्वज	flag	ध्वज	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
bog	बुक	bog	बुक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
bog	पुस्तक	bog	पुस्तक	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
bog	किताब	bog	किताब	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sæson	मौसम	sæson	मौसम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sæson	ऋतु	sæson	ऋतु	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
mænd	पुरुषों	mand	पुरुष	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
venstre	शेष	venstre	शेष	ADJ	ADJ
tidspunkt	वक़्त	tidspunkt	वक़्त	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tidspunkt	वक्त	tidspunkt	वक्त	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
tidspunkt	समय	tidspunkt	समय	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
professor	प्रोफ़ेसर	professor	प्रोफ़ेसर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
professor	प्रोफेसर	professor	प्रोफेसर	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
professor	प्राध्यापक	professor	प्राध्यापक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skole	विद्यालय	skole	विद्यालय	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skole	school	skole	school	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
skole	स्कूल	skole	स्कूल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
familien	फैमिली	familie	फैमिली	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
familien	परिवार	familie	परिवार	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
grad	डिग्री	grad	डिग्री	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
grad	उपाधि	grad	उपाधि	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
bandet	बैंड	band	बैंड	N;DEF;NEUT;SG	N;NOM;MASC;SG;3
hurtigt	जल्दी	hurtigt	जल्दी	ADV	ADV
hurtigt	जल्दी	hurtigt	जल्दी	ADV	ADV
fundet	मिली	finde	मिल	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
fundet	मिले	finde	मिल	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
fundet	पाया	finde	पा	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
fundet	मिला	finde	मिल	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
kommunen	नगरपालिका	kommune	नगरपालिका	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
links	लिंक	links	लिंक	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
links	लिंक्स	links	लिंक्स	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
høj	ऊँची	høj	ऊँचा	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
høj	लंबा	høj	लंबा	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
høj	लंबी	høj	लंबा	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
høj	लम्बा	høj	लम्बा	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
hær	आर्मी	hær	आर्मी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hær	फ़ौज	hær	फ़ौज	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hær	सेना	hær	सेना	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hær	फौज	hær	फौज	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sang	संग	sang	संग	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sang	गाना	sang	गाना	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sang	गायन	sang	गायन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
sang	गाना	sang	गाना	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
floden	नदी	flod	नदी	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
bag	पीछे	bag	पीछे	ADV	ADV;NOM;MASC;SG;3
kategori	वर्ग	kategori	वर्ग	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
kategori	श्रेणी	kategori	श्रेणी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
altid	हमेशा	altid	हमेशा	ADV	ADV
vej	तरीका	vej	तरीका	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vej	राह	vej	राह	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
vej	मार्ग	vej	मार्ग	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vej	रास्ते	vej	रास्ता	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vej	रास्ता	vej	रास्ता	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vej	रोड	vej	रोड	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
vej	सड़क	vej	सड़क	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
kirken	गिरजाघर	kirk	गिरजाघर	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kirken	चर्च	kirk	चर्च	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
kirken	गिरिजाघर	kirk	गिरिजाघर	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
university	विश्वविद्यालय	university	विश्वविद्यालय	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
university	यूनिवर्सिटी	university	यूनिवर्सिटी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tal	आंकड़े	tal	आंकड़ा	N;INDF;NEUT;PL	N;NOM;MASC;PL;3
tal	संख्याएँ	tal	संख्या	N;INDF;NEUT;PL	N;NOM;FEM;PL;3
league	लीग	league	लीग	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
gammel	पुरानी	gammel	पुराना	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
gammel	पुराना	gammel	पुराना	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
tilfælde	केस	tilfælde	केस	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
ord	शब्दों	ord	शब्द	N;INDF;NEUT;PL	N;ACC;MASC;PL;3
ord	लफ़्ज़ों	ord	लफंज़	N;INDF;NEUT;PL	N;ACC;MASC;PL;3
holdt	रखा	holde	रख	V;IND;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
politiker	राजनीतिज्ञ	politiker	राजनीतिज्ञ	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
langs	साथ	langs	साथ	ADV	ADV;NOM;MASC;SG;3
kvinder	महिलाएँ	kvinde	महिला	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
kvinder	महिलाएं	kvinde	महिला	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
kvinder	बेटियाँ	kvinde	बेटी	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
kvinder	महिलाओं	kvinde	महिला	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
kvinder	औरतों	kvinde	औरत	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
kvinder	स्त्रियाँ	kvinde	स्त्री	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
kvinder	महिलाएँ	kvinde	महिला	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
kvinder	महिलाएं	kvinde	महिला	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
kvinder	महिलाओं	kvinde	महिला	N;INDF;MASC+FEM;PL	N;ACC;FEM;PL;3
top	शीर्ष	top	शीर्ष	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
ældre	पुराने	gammel	पुराना	ADJ;CMPR	ADJ;MASC;PL
ældre	पुराना	gammel	पुराना	ADJ;CMPR	ADJ;MASC;SG
ældre	पुरानी	gammel	पुराना	ADJ;CMPR	ADJ;FEM;SG
image	छवि	image	छवि	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
image	प्रतिबिम्ब	image	प्रतिबिम्ब	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
image	चित्र	image	चित्र	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
indenfor	भीतर	indenfor	भीतर	ADV	ADV;NOM;MASC;SG;3
indenfor	अंदर	indenfor	अंदर	ADV	ADV;NOM;MASC;SG;3
indenfor	भीतर	indenfor	भीतर	ADV	ADV;NOM;MASC;SG;3
nyt	नया	ny	नया	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;SG
nyt	नई	ny	नया	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;SG
lavet	बनाया	lave	बना	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
lavet	बना	lave	बन	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
vist	दिखाया	vise	दिखा	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
art	कला	art	कला	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
art	आर्ट	art	आर्ट	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
art	प्रजाति	art	प्रजाति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
art	प्रकृति	art	प्रकृति	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
nummer	संख्या	nummer	संख्या	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
nummer	नंबर	nummer	नंबर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
finder	ढूंढना	finde	ढूँढ	V;IND;PRS;FIN;ACT	V;MASC;NFIN;ACT
finder	पाता	finde	पा	V;IND;PRS;FIN;ACT	V;IPFV;MASC;SG;V.PTCP;ACT
udvikling	विकास	udvikling	विकास	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
udvikling	एवोल्यूशन	udvikling	एवोल्यूशन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
oprindelige	प्रारंभिक	oprindelig	प्रारंभिक	ADJ;PL	ADJ;NOM
oprindelige	असली	oprindelig	असली	ADJ;PL	ADJ;NOM
jorden	धरती	jord	धरती	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
jorden	ग्राउंड	jord	ग्राउंड	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
jorden	जमीन	jord	जमीन	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG;3
jorden	मैदान	jord	मैदान	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG;3
type	प्रकार	type	प्रकार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
vestlige	पश्चिमी	vestlig	पश्चिमी	ADJ;PL	ADJ
vand	वाटर	vand	वाटर	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
vand	पानी	vand	पानी	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
vand	जल	vand	जल	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
file	फाइल	file	फाइल	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
file	फ़ाइल	file	फााइल	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
file	संचिका	file	संचिका	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
gjort	किया	gøre	कर	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
vundet	जीता	vinde	जीत	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
vundet	जीते	vinde	जीत	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
vundet	जीती	vinde	जीत	V;INDF;SG;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
lave	बनाओ	lave	बना	V;NFIN;ACT	V;SBJV;SG;FIN;ACT
lave	बना	lave	बन	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP;ACT
regering	सरकार	regering	सरकार	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
serie	श्रेणी	serie	श्रेणी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
serie	श्रंखला	serie	श्रंखला	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
parti	दल	parti	दल	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
parti	पार्टी	parti	पार्टी	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
parti	बैच	parti	बैच	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
normalt	प्रायः	normalt	प्रायः	ADV	ADV
normalt	सामान्यतः	normalt	सामान्यतः	ADV	ADV
version	वर्जन	version	वर्जन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
version	संस्करण	version	संस्करण	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
støtte	सहायता	støtte	सहायता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
støtte	समर्थन	støtte	समर्थन	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
støtte	सहायता	støtte	सहायता	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
person	व्यक्ति	person	व्यक्ति	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
lov	कानून	lov	कानून	N	N;NOM;MASC;SG;3
lov	विधि	lov	विधि	N	N;NOM;FEM;SG;3
sat	बैठा	sætte	बैठ	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
titel	शीर्षक	titel	शीर्षक	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
stemmer	वोटों	stemme	वोट	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
stemmer	आवाज़ें	stemme	आवाज़	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
gode	अच्छे	god	अच्छा	ADJ;PL	ADJ;NOM;MASC;PL
region	क्षेत्र	region	क्षेत्र	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
region	प्रदेश	region	प्रदेश	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
love	वादा	love	वादा	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
love	प्यार	love	प्यार	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
love	मोहब्बत	love	मोहब्बत	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
love	प्रेम	love	प्रेम	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
love	कानून	love	कानून	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dommer	जज	dommer	जज	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dommer	न्यायाधीश	dommer	न्यायाधीश	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dommer	फैसला	dommer	फैसला	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dommer	न्यायधीश	dommer	न्यायधीश	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
dommer	रेफरी	dommer	रेफरी	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
samarbejde	सहयोग	samarbejde	सहयोग	N;INDF;NEUT;SG	N;NOM;MASC;SG;3
næste	अगला	næste	अगला	ADJ	ADJ;NOM;MASC;SG
styrker	बलों	styrke	बल	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
styrker	शक्तियां	styrke	शक्ति	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL;3
sange	गाने	sang	गाना	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
sange	गीत	sang	गीत	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL;3
sange	गीतों	sang	गीत	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL;3
hører	सुन	høre	सुन	V;IND;PRS;FIN;ACT	V;ACT
lokale	स्थानीय	lokal	स्थानीय	ADJ;PL	ADJ;NOM
lokale	स्थानीय	lokal	स्थानीय	ADJ;PL	ADJ;NOM
billede	फोटो	billede	फोटो	N;INDF;NEUT;SG	N;NOM;FEM;SG;3
