con	с	con	с	ADP	ADP
tierra	земля	tierra	земля	N;FEM;SG	N;INAN;NOM;FEM;SG
tierra	почва	tierra	почва	N;FEM;SG	N;INAN;NOM;FEM;SG
título	заголовок	título	заголовок	N;MASC;SG	N;INAN;NOM;MASC;SG
título	название	título	название	N;MASC;SG	N;INAN;NOM;NEUT;SG
título	титул	título	титул	N;MASC;SG	N;INAN;NOM;MASC;SG
ellos	их	él	они	PRO;MASC;PL;3	PRO;ACC;PL;3
ellos	они	él	они	PRO;MASC;PL;3	PRO;NOM;PL;3
earth	земля	earth	земля	N	N;INAN;NOM;FEM;SG
están	являются	estar	являться	V;IND;PL;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;MID
división	деление	división	деление	N;FEM;SG	N;INAN;NOM;NEUT;SG
división	дивизион	división	дивизион	N;FEM;SG	N;INAN;NOM;MASC;SG
división	подразделение	división	подразделение	N;FEM;SG	N;INAN;NOM;NEUT;SG
división	отдел	división	отдел	N;FEM;SG	N;INAN;NOM;MASC;SG
canción	песня	canción	песня	N;FEM;SG	N;INAN;NOM;FEM;SG
canción	песнь	canción	песнь	N;FEM;SG	N;INAN;NOM;FEM;SG
fecha	свидание	fecha	свидание	N;FEM;SG	N;INAN;NOM;NEUT;SG
fecha	дата	fecha	дата	N;FEM;SG	N;INAN;NOM;FEM;SG
república	республика	república	республика	N;FEM;SG	N;INAN;NOM;FEM;SG
trabajo	работа	trabajo	работа	N;MASC;SG	N;INAN;NOM;FEM;SG
trabajo	работа	trabajo	работа	N;MASC;SG	N;INAN;NOM;FEM;SG
trabajo	труд	trabajo	труд	N;MASC;SG	N;INAN;NOM;MASC;SG
especie	вид	especie	вид	N;FEM;SG	N;INAN;NOM;MASC;SG
luis	людовик	luis	людовик	N;MASC;SG	N;ANIM;NOM;MASC;SG
luis	луи	luis	луи	N;MASC;SG	N;ANIM;NOM;MASC;SG
luis	луис	luis	луис	N;MASC;SG	N;ANIM;NOM;MASC;SG
luis	луи	luis	луи	N;MASC;SG	N;ANIM;NOM;MASC;SG
luis	людвиг	luis	людвига	N;MASC;SG	N;ANIM;NOM;MASC;SG
luis	луис	luis	луис	N;MASC;SG	N;ANIM;NOM;MASC;SG
caso	случае	caso	случай	N;MASC;SG	N;INAN;ESS;MASC;SG
caso	случай	caso	случай	N;MASC;SG	N;INAN;NOM;MASC;SG
caso	дело	caso	дело	N;MASC;SG	N;INAN;NOM;NEUT;SG
caso	кейс	caso	кейс	N;MASC;SG	N;INAN;NOM;MASC;SG
dentro	внутри	dentro	внутри	ADV	ADV
dentro	изнутри	dentro	изнутри	ADV	ADV
dentro	внутрь	dentro	внутрь	ADV	ADV
obras	пьесы	obra	пьеса	N;FEM;PL	N;INAN;NOM;FEM;PL
color	цвет	color	цвет	N;MASC;SG	N;INAN;NOM;MASC;SG
color	цвет	color	цвет	N;MASC;SG	N;INAN;NOM;MASC;SG
distrito	округ	distrito	округ	N;MASC;SG	N;INAN;NOM;MASC;SG
distrito	район	distrito	район	N;MASC;SG	N;INAN;NOM;MASC;SG
superficie	поверхность	superficie	поверхность	N;FEM;SG	N;INAN;NOM;FEM;SG
superficie	область	superficie	область	N;FEM;SG	N;INAN;NOM;FEM;SG
superficie	район	superficie	район	N;FEM;SG	N;INAN;NOM;MASC;SG
superficie	площадь	superficie	площадь	N;FEM;SG	N;INAN;NOM;FEM;SG
copa	кубок	copa	кубок	N;FEM;SG	N;INAN;NOM;MASC;SG
copa	чашка	copa	чашка	N;FEM;SG	N;INAN;NOM;FEM;SG
copa	чаша	copa	чаша	N;FEM;SG	N;INAN;NOM;FEM;SG
copa	кубок	copa	кубок	N;FEM;SG	N;INAN;NOM;MASC;SG
línea	строка	línea	строка	N;FEM;SG	N;INAN;NOM;FEM;SG
línea	линия	línea	линия	N;FEM;SG	N;INAN;NOM;FEM;SG
francisco	франсис	francisco	франсис	N;MASC;SG	N;ANIM;NOM;MASC;SG
francisco	фрэнсис	francisco	фрэнсис	N;MASC;SG	N;ANIM;NOM;MASC;SG
francisco	франциск	francisco	франциск	N;MASC;SG	N;ANIM;NOM;MASC;SG
francisco	френсис	francisco	френсис	N;MASC;SG	N;ANIM;NOM;MASC;SG
siguiente	следующий	siguiente	следующий	ADJ;SG	ADJ;NOM;MASC;SG
siguiente	следующая	siguiente	следующий	ADJ;SG	ADJ;NOM;FEM;SG
área	область	área	область	N;FEM;SG	N;INAN;NOM;FEM;SG
área	район	área	район	N;FEM;SG	N;INAN;NOM;MASC;SG
área	площадь	área	площадь	N;FEM;SG	N;INAN;NOM;FEM;SG
grandes	крупных	grande	крупный	ADJ;PL	ADJ;GEN;PL
grandes	крупные	grande	крупный	ADJ;PL	ADJ;NOM;PL
grandes	большие	grande	большой	ADJ;PL	ADJ;NOM;PL
grandes	большие	grande	большой	ADJ;PL	ADJ;NOM;PL
censo	перепись	censo	перепись	N;MASC;SG	N;INAN;NOM;FEM;SG
liga	лиги	liga	лига	N;FEM;SG	N;INAN;NOM;FEM;SG
liga	лига	liga	лиго	N;FEM;SG	N;INAN;NOM;FEM;SG
muerte	смерть	muerte	смерть	N;FEM;SG	N;INAN;NOM;FEM;SG
política	политика	política	политика	N;FEM;SG	N;INAN;NOM;FEM;SG
política	политика	política	политика	N;FEM;SG	N;INAN;NOM;FEM;SG
menos	менее	menos	менее	ADV	ADV;CMPR
largo	длинный	largo	длинный	ADJ;MASC;SG	ADJ;NOM;MASC;SG
largo	длинная	largo	длинный	ADJ;MASC;SG	ADJ;NOM;FEM;SG
hijo	сынок	hijo	сынок	N;MASC;SG	N;ANIM;NOM;MASC;SG
hijo	сын	hijo	сын	N;MASC;SG	N;ANIM;NOM;MASC;SG
carrera	карьера	carrera	карьера	N;FEM;SG	N;INAN;NOM;FEM;SG
carrera	гонка	carrera	гонка	N;FEM;SG	N;INAN;NOM;FEM;SG
carrera	раса	carrera	раса	N;FEM;SG	N;INAN;NOM;FEM;SG
carrera	каррера	carrera	каррер	N;FEM;SG	N;INAN;NOM;FEM;SG
pueblo	город	pueblo	город	N;MASC;SG	N;INAN;NOM;MASC;SG
pueblo	городок	pueblo	городок	N;MASC;SG	N;INAN;NOM;MASC;SG
pueblo	пуэбло	pueblo	пуэблый	N;MASC;SG	N;INAN;NOM;NEUT;SG
pueblo	народ	pueblo	народ	N;MASC;SG	N;INAN;NOM;MASC;SG
pueblo	деревне	pueblo	деревня	N;MASC;SG	N;INAN;DAT;FEM;SG
pueblo	село	pueblo	село	N;MASC;SG	N;INAN;NOM;NEUT;SG
pueblo	деревня	pueblo	деревня	N;MASC;SG	N;INAN;NOM;FEM;SG
departamento	департамент	departamento	департамент	N;MASC;SG	N;INAN;NOM;MASC;SG
departamento	квартира	departamento	квартира	N;MASC;SG	N;INAN;NOM;FEM;SG
departamento	квартире	departamento	квартира	N;MASC;SG	N;INAN;DAT;FEM;SG
localidades	места	localidad	место	N;FEM;PL	N;INAN;NOM;NEUT;PL
localidades	местами	localidad	место	N;FEM;PL	N;INAN;INS;NEUT;PL
localidades	местоположения	localidad	местоположение	N;FEM;PL	N;INAN;NOM;NEUT;PL
localidades	места	localidad	место	N;FEM;PL	N;INAN;NOM;NEUT;PL
localidades	местах	localidad	место	N;FEM;PL	N;INAN;ESS;NEUT;PL
hizo	сделал	hacer	делать	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
hizo	сделала	hacer	делать	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
veces	времена	vez	время	N;FEM;PL	N;INAN;NOM;NEUT;PL
reino	царство	reino	царство	N;MASC;SG	N;INAN;NOM;NEUT;SG
reino	королевство	reino	королевство	N;MASC;SG	N;INAN;NOM;NEUT;SG
central	центральная	central	центральный	ADJ;SG	ADJ;NOM;FEM;SG
central	центральное	central	центральный	ADJ;SG	ADJ;NOM;NEUT;SG
central	центральной	central	центральный	ADJ;SG	ADJ;INS;FEM;SG
central	центральный	central	центральный	ADJ;SG	ADJ;NOM;MASC;SG
todas	всем	todo	все	PRO;FEM;PL	PRO;ANIM;DAT;PL
todas	всех	todo	все	PRO;FEM;PL	PRO;ANIM;ACC;PL
ejemplo	образец	ejemplo	образец	N;MASC;SG	N;INAN;NOM;MASC;SG
ejemplo	выборка	ejemplo	выборка	N;MASC;SG	N;INAN;NOM;FEM;SG
ejemplo	пример	ejemplo	пример	N;MASC;SG	N;INAN;NOM;MASC;SG
género	жанр	género	жанр	N;MASC;SG	N;INAN;NOM;MASC;SG
género	пол	género	пол	N;MASC;SG	N;INAN;NOM;MASC;SG
género	род	género	род	N;MASC;SG	N;ANIM;NOM;MASC;SG
padre	отец	padre	отец	N;MASC;SG	N;ANIM;NOM;MASC;SG
campo	деревне	campo	деревня	N;MASC;SG	N;INAN;DAT;FEM;SG
campo	филд	campo	филд	N;MASC;SG	N;INAN;NOM;MASC;SG
campo	поле	campo	поле	N;MASC;SG	N;INAN;NOM;NEUT;SG
campo	кэмп	campo	кэмп	N;MASC;SG	N;INAN;NOM;MASC;SG
campo	лагерь	campo	лагерь	N;MASC;SG	N;INAN;NOM;MASC;SG
campo	кампо	campo	кампо	N;MASC;SG	N;INAN;NOM;MASC;SG
isla	остров	isla	остров	N;FEM;SG	N;INAN;NOM;MASC;SG
isla	исла	isla	исла	N;FEM;SG	N;INAN;NOM;MASC;SG
hacer	сделать	hacer	делать	V;NFIN	V;PFV;NFIN;ACT
conocido	известное	conocido	известный	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
conocido	известный	conocido	известный	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
conocido	известен	conocido	известный	ADJ;MASC;SG;V.PTCP	ADJ;MASC;SG
conocido	известная	conocido	известный	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
conocido	знакомый	conocido	знакомый	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
países	стран	país	страна	N;MASC;PL	N;INAN;GEN;FEM;PL
países	страны	país	страна	N;MASC;PL	N;INAN;NOM;FEM;PL
frente	фронт	frente	фронт	N	N;INAN;NOM;MASC;SG
frente	лоб	frente	лоб	N	N;INAN;NOM;MASC;SG
frente	лоб	frente	лоб	N	N;INAN;NOM;MASC;SG
antonio	антоний	antonio	антоний	N;MASC;SG	N;ANIM;NOM;MASC;SG
antonio	энтони	antonio	энтонь	N;MASC;SG	N;ANIM;NOM;MASC;SG
antonio	тони	antonio	тонь	N;MASC;SG	N;ANIM;NOM;MASC;SG
antonio	антоний	antonio	антоний	N;MASC;SG	N;ANIM;NOM;MASC;SG
antonio	энтони	antonio	энтонь	N;MASC;SG	N;ANIM;NOM;MASC;SG
antonio	антонио	antonio	антонио	N;MASC;SG	N;INAN;NOM;MASC;SG
director	режиссер	director	режиссер	N;MASC;SG	N;ANIM;NOM;MASC;SG
director	режиссёр	director	режиссёр	N;MASC;SG	N;ANIM;NOM;MASC;SG
director	директор	director	директор	N;MASC;SG	N;ANIM;NOM;MASC;SG
días	дни	día	день	N;MASC;PL	N;INAN;NOM;MASC;PL
días	дней	día	день	N;MASC;PL	N;INAN;GEN;MASC;PL
española	испанская	español	испанский	ADJ;FEM;SG	ADJ;NOM;FEM;SG
española	испанский	español	испанский	ADJ;FEM;SG	ADJ;NOM;MASC;SG
versión	версия	versión	версия	N;FEM;SG	N;INAN;NOM;FEM;SG
actual	текущий	actual	текущий	ADJ;SG	ADJ;NOM;MASC;SG
actual	текущее	actual	текущий	ADJ;SG	ADJ;NOM;NEUT;SG
actual	нынешней	actual	нынешний	ADJ;SG	ADJ;INS;FEM;SG
actual	текущая	actual	текущий	ADJ;SG	ADJ;NOM;FEM;SG
momento	момент	momento	момент	N;MASC;SG	N;INAN;NOM;MASC;SG
momento	минута	momento	минута	N;MASC;SG	N;INAN;NOM;FEM;SG
lista	перечень	lista	перечень	N;FEM;SG	N;INAN;NOM;MASC;SG
lista	список	lista	список	N;FEM;SG	N;INAN;NOM;MASC;SG
densidad	плотность	densidad	плотность	N;FEM;SG	N;INAN;NOM;FEM;SG
campeonato	чемпионат	campeonato	чемпионат	N;MASC;SG	N;INAN;NOM;MASC;SG
campeonato	чемпионат	campeonato	чемпионат	N;MASC;SG	N;INAN;NOM;MASC;SG
tarde	поздно	tarde	поздно	ADV	ADV
tienen	иметь	tener	иметь	V;IND;PL;3;PRS;FIN	V;IPFV;NFIN;ACT
ejército	армии	ejército	армия	N;MASC;SG	N;INAN;NOM;FEM;SG
ejército	армия	ejército	армия	N;MASC;SG	N;INAN;NOM;FEM;SG
estación	станция	estación	станция	N;FEM;SG	N;INAN;NOM;FEM;SG
estación	вокзал	estación	вокзал	N;FEM;SG	N;INAN;NOM;MASC;SG
observatorio	обсерватория	observatorio	обсерватория	N;MASC;SG	N;INAN;NOM;FEM;SG
desarrollo	развитие	desarrollo	развитие	N;MASC;SG	N;INAN;NOM;NEUT;SG
desarrollo	разработка	desarrollo	разработка	N;MASC;SG	N;INAN;NOM;FEM;SG
escuela	школе	escuela	школа	N;FEM;SG	N;INAN;DAT;FEM;SG
escuela	школа	escuela	школа	N;FEM;SG	N;INAN;NOM;FEM;SG
programa	программа	programa	программа	N;MASC;SG	N;INAN;NOM;FEM;SG
programa	программа	programa	программа	N;MASC;SG	N;INAN;NOM;FEM;SG
información	информация	información	информация	N;FEM;SG	N;INAN;NOM;FEM;SG
información	информация	información	информация	N;FEM;SG	N;INAN;NOM;FEM;SG
importante	важная	importante	важный	ADJ;SG	ADJ;NOM;FEM;SG
importante	важно	importante	важный	ADJ;SG	ADJ;NEUT;SG
importante	важное	importante	важный	ADJ;SG	ADJ;NOM;NEUT;SG
último	последнее	último	последний	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
último	последний	último	последний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
último	последняя	último	последний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
canciones	песни	canción	песня	N;FEM;PL	N;INAN;NOM;FEM;PL
uso	использование	uso	использование	N;MASC;SG	N;INAN;NOM;NEUT;SG
uso	употребление	uso	употребление	N;MASC;SG	N;INAN;NOM;NEUT;SG
uso	использования	uso	использование	N;MASC;SG	N;INAN;GEN;NEUT;SG
uso	ово	uso	ово	N;MASC;SG	N;INAN;NOM;MASC;SG
uso	использование	uso	использование	N;MASC;SG	N;INAN;NOM;NEUT;SG
juegos	игры	juego	игра	N;MASC;PL	N;INAN;NOM;FEM;PL
base	база	base	база	N;SG	N;INAN;NOM;FEM;SG
base	основание	base	основание	N;SG	N;INAN;NOM;NEUT;SG
punto	точка	punto	точка	N;MASC;SG	N;INAN;NOM;FEM;SG
punto	дот	punto	дот	N;MASC;SG	N;INAN;NOM;MASC;SG
punto	точка	punto	точка	N;MASC;SG	N;INAN;NOM;FEM;SG
punto	очко	punto	очко	N;MASC;SG	N;INAN;NOM;NEUT;SG
posición	позиция	posición	позиция	N;FEM;SG	N;INAN;NOM;FEM;SG
posición	должность	posición	должность	N;FEM;SG	N;INAN;NOM;FEM;SG
posición	положение	posición	положение	N;FEM;SG	N;INAN;NOM;NEUT;SG
alemania	германия	alemania	германий	N;FEM;SG	N;INAN;NOM;NEUT;SG
alemania	германию	alemania	германия	N;FEM;SG	N;INAN;ACC;NEUT;SG
alemania	германии	alemania	германия	N;FEM;SG	N;INAN;ESS;NEUT;SG
alemania	вермахт	alemania	вермахт	N;FEM;SG	N;INAN;NOM;MASC;SG
ubicación	размещение	ubicación	размещение	N;FEM;SG	N;INAN;NOM;NEUT;SG
ubicación	местоположение	ubicación	местоположение	N;FEM;SG	N;INAN;NOM;NEUT;SG
ubicación	расположение	ubicación	расположение	N;FEM;SG	N;INAN;NOM;NEUT;SG
ubicación	местонахождение	ubicación	местонахождение	N;FEM;SG	N;INAN;NOM;NEUT;SG
ubicación	место	ubicación	место	N;FEM;SG	N;INAN;NOM;NEUT;SG
partidos	матчи	partido	матч	N;MASC;PL	N;INAN;NOM;MASC;PL
partidos	совпадения	partido	совпадение	N;MASC;PL	N;INAN;NOM;NEUT;PL
partidos	спички	partido	спичка	N;MASC;PL	N;INAN;NOM;FEM;PL
grupos	группы	grupo	группа	N;MASC;PL	N;INAN;NOM;FEM;PL
grupos	групп	grupo	группа	N;MASC;PL	N;INAN;GEN;FEM;PL
miembros	членов	miembro	член	N;MASC;PL	N;ANIM;GEN;MASC;PL
miembros	члены	miembro	член	N;MASC;PL	N;ANIM;NOM;MASC;PL
miembros	участники	miembro	участник	N;MASC;PL	N;ANIM;NOM;MASC;PL
pedro	педро	pedro	педро	N;MASC;SG	N;INAN;NOM;MASC;SG
pedro	петр	pedro	петр	N;MASC;SG	N;ANIM;NOM;MASC;SG
pedro	питер	pedro	питер	N;MASC;SG	N;ANIM;NOM;MASC;SG
pedro	петер	pedro	петер	N;MASC;SG	N;ANIM;NOM;MASC;SG
pedro	пётр	pedro	пётр	N;MASC;SG	N;ANIM;NOM;MASC;SG
capital	столица	capital	столица	N;FEM;SG	N;INAN;NOM;FEM;SG
capital	капитал	capital	капитал	N;FEM;SG	N;INAN;NOM;MASC;SG
teatro	кинотеатр	teatro	кинотеатр	N;MASC;SG	N;INAN;NOM;MASC;SG
teatro	театр	teatro	театр	N;MASC;SG	N;INAN;NOM;MASC;SG
teatro	театр	teatro	театр	N;MASC;SG	N;INAN;NOM;MASC;SG
cualquier	любой	cualquiera	любой	DET;SG	DET;NOM;MASC;SG
cualquier	любую	cualquiera	любой	DET;SG	DET;ACC;FEM;SG
cualquier	любое	cualquiera	любой	DET;SG	DET;NOM;NEUT;SG
cualquier	любая	cualquiera	любой	DET;SG	DET;NOM;FEM;SG
datos	данные	dato	данные	N;MASC;PL	N;INAN;NOM;PL
datos	данных	dato	данные	N;MASC;PL	N;INAN;GEN;PL
manera	путь	manera	путь	N;FEM;SG	N;INAN;NOM;MASC;SG
manera	способ	manera	способ	N;FEM;SG	N;INAN;NOM;MASC;SG
laboratorio	лаборатория	laboratorio	лаборатория	N;MASC;SG	N;INAN;NOM;FEM;SG
laboratorio	лаборатория	laboratorio	лаборатория	N;MASC;SG	N;INAN;NOM;FEM;SG
socorro	облегчение	socorro	облегчение	N;MASC;SG	N;INAN;NOM;NEUT;SG
libro	книга	libro	книга	N;MASC;SG	N;INAN;NOM;FEM;SG
libro	книгу	libro	книга	N;MASC;SG	N;INAN;ACC;FEM;SG
estudios	студии	estudio	студия	N;MASC;PL	N;INAN;NOM;FEM;PL
estudios	исследований	estudio	исследование	N;MASC;PL	N;INAN;GEN;NEUT;PL
estudios	исследования	estudio	исследование	N;MASC;PL	N;INAN;NOM;NEUT;PL
diferentes	разные	diferente	разный	ADJ;PL	ADJ;NOM;PL
diferentes	различных	diferente	различный	ADJ;PL	ADJ;GEN;PL
barcelona	барселона	barcelona	барселон	N;FEM;SG	N;INAN;NOM;FEM;SG
nivel	уровень	nivel	уровень	N;MASC;SG	N;INAN;NOM;MASC;SG
nivel	уровня	nivel	уровень	N;MASC;SG	N;INAN;GEN;MASC;SG
mayoría	большинство	mayoría	большинство	N;FEM;SG	N;INAN;NOM;NEUT;SG
unión	союз	unión	союз	N;FEM;SG	N;INAN;NOM;MASC;SG
unión	профсоюз	unión	профсоюз	N;FEM;SG	N;INAN;NOM;MASC;SG
unión	юнион	unión	юнион	N;FEM;SG	N;INAN;NOM;MASC;SG
unión	союза	unión	союз	N;FEM;SG	N;INAN;GEN;MASC;SG
unión	унион	unión	унион	N;FEM;SG	N;INAN;NOM;MASC;SG
edad	возраст	edad	возраст	N;FEM;SG	N;INAN;NOM;MASC;SG
artículos	статьи	artículo	статья	N;MASC;PL	N;INAN;NOM;FEM;PL
artículos	статей	artículo	статья	N;MASC;PL	N;INAN;GEN;FEM;PL
artículos	изделия	artículo	изделие	N;MASC;PL	N;INAN;NOM;NEUT;PL
artículos	пункты	artículo	пункт	N;MASC;PL	N;INAN;NOM;MASC;PL
artículos	предметы	artículo	предмет	N;MASC;PL	N;INAN;NOM;MASC;PL
juego	игра	juego	игра	N;MASC;SG	N;INAN;NOM;FEM;SG
arte	искусство	arte	искусство	N;SG	N;INAN;NOM;NEUT;SG
arte	искусство	arte	искусство	N;SG	N;INAN;NOM;NEUT;SG
arte	оформление	arte	оформление	N;SG	N;INAN;NOM;NEUT;SG
especies	видов	especie	вид	N;FEM;PL	N;INAN;GEN;MASC;PL
especies	виды	especie	вид	N;FEM;PL	N;INAN;NOM;MASC;PL
europa	европу	europa	европа	N;FEM;SG	N;INAN;ACC;FEM;SG
europa	европа	europa	европа	N;FEM;SG	N;INAN;NOM;FEM;SG
europa	европы	europa	европа	N;FEM;SG	N;INAN;NOM;FEM;SG
europa	европа	europa	европа	N;FEM;SG	N;INAN;NOM;FEM;SG
estilo	стиль	estilo	стиль	N;MASC;SG	N;INAN;NOM;MASC;SG
cine	кинотеатр	cine	кинотеатр	N;MASC;SG	N;INAN;NOM;MASC;SG
cine	кино	cine	кино	N;MASC;SG	N;INAN;NOM;NEUT;SG
cine	фильм	cine	фильм	N;MASC;SG	N;INAN;NOM;MASC;SG
cine	кино	cine	кино	N;MASC;SG	N;INAN;NOM;NEUT;SG
cine	кино	cine	кино	N;MASC;SG	N;INAN;NOM;NEUT;SG
cine	фильм	cine	фильм	N;MASC;SG	N;INAN;NOM;MASC;SG
cine	кино	cine	кино	N;MASC;SG	N;INAN;NOM;NEUT;SG
proyecto	проекта	proyecto	проект	N;MASC;SG	N;INAN;GEN;MASC;SG
proyecto	проект	proyecto	проект	N;MASC;SG	N;INAN;NOM;MASC;SG
center	центр	center	центр	N;MASC;SG	N;INAN;NOM;MASC;SG
selección	выбор	selección	выбор	N;FEM;SG	N;INAN;NOM;MASC;SG
selección	подбор	selección	подбор	N;FEM;SG	N;INAN;NOM;MASC;SG
selección	выделение	selección	выделение	N;FEM;SG	N;INAN;NOM;NEUT;SG
selección	отбора	selección	отбор	N;FEM;SG	N;INAN;GEN;MASC;SG
selección	отбор	selección	отбор	N;FEM;SG	N;INAN;NOM;MASC;SG
selección	подборка	selección	подборка	N;FEM;SG	N;INAN;NOM;FEM;SG
costa	коста	costa	коста	N;FEM;SG	N;INAN;NOM;MASC;SG
costa	побережье	costa	побережье	N;FEM;SG	N;INAN;NOM;NEUT;SG
costa	берег	costa	берег	N;FEM;SG	N;INAN;NOM;MASC;SG
equipos	команды	equipo	команда	N;MASC;PL	N;INAN;NOM;FEM;PL
origen	происхождение	origen	происхождение	N;MASC;SG	N;INAN;NOM;NEUT;SG
origen	происхождения	origen	происхождение	N;MASC;SG	N;INAN;NOM;NEUT;SG
origen	источник	origen	источник	N;MASC;SG	N;INAN;NOM;MASC;SG
origen	происхождение	origen	происхождение	N;MASC;SG	N;INAN;NOM;NEUT;SG
origen	происхождения	origen	происхождение	N;MASC;SG	N;INAN;NOM;NEUT;SG
