une	egy	un	egy	DET;INDF;FEM;SG	DET;INDF
mondiale	világméretű	mondial	világméretű	ADJ;FEM;SG	ADJ;NOM;SG
mondiale	globális	mondial	globális	ADJ;FEM;SG	ADJ;NOM;SG
théâtre	színház	théâtre	színház	N;MASC;SG	N;NOM;SG
théâtre	színházi	théâtre	színházi	N;MASC;SG	N;NOM;SG
théâtre	színház	théâtre	színház	N;MASC;SG	N;NOM;SG
épisode	epizód	épisode	epizód	N;MASC;SG	N;NOM;SG
épisode	rész	épisode	rész	N;MASC;SG	N;NOM;SG
scène	jelenet	scène	jelenet	N;FEM;SG	N;NOM;SG
scène	színpad	scène	színpad	N;FEM;SG	N;NOM;SG
scène	színpadon	scène	színpad	N;FEM;SG	N;ON+ESS;SG
musée	múzeumi	musée	múzeumi	N;MASC;SG	N;NOM;SG
musée	múzeum	musée	múzeum	N;MASC;SG	N;NOM;SG
auteur	író	auteur	író	N;MASC;SG	N;NOM;SG
auteur	író	auteur	író	N;MASC;SG	N;NOM;SG
système	rendszer	système	rendszer	N;MASC;SG	N;NOM;SG
création	létrehozása	création	létrehozás	N;FEM;SG	N;NOM;SG
création	alkotás	création	alkotás	N;FEM;SG	N;NOM;SG
création	teremtés	création	teremtés	N;FEM;SG	N;NOM;SG
stade	stadion	stade	stadion	N;MASC;SG	N;NOM;SG
stade	stadionban	stade	stadion	N;MASC;SG	N;IN+ESS;SG
stade	színpad	stade	színpad	N;MASC;SG	N;NOM;SG
stade	színpadon	stade	színpad	N;MASC;SG	N;ON+ESS;SG
jours	napok	jour	nap	N;MASC;PL	N;NOM;PL
jours	napokban	jour	nap	N;MASC;PL	N;IN+ESS;PL
jours	napokat	jour	nap	N;MASC;PL	N;ACC;PL
jours	napokon	jour	nap	N;MASC;PL	N;ON+ESS;PL
hui	hui	hui	hui		
édition	edit	édition	edit	N;FEM;SG	N;NOM;SG
édition	módosítás	édition	módosítás	N;FEM;SG	N;NOM;SG
édition	szerkesztése	édition	szerkesztés	N;FEM;SG	N;NOM;SG
édition	kiadás	édition	kiadás	N;FEM;SG	N;NOM;SG
édition	vágás	édition	vágás	N;FEM;SG	N;NOM;SG
édition	kiadás	édition	kiadás	N;FEM;SG	N;NOM;SG
édition	kiadó	édition	kiadó	N;FEM;SG	N;NOM;SG
édition	közzététel	édition	közzététel	N;FEM;SG	N;NOM;SG
historique	történelmi	historique	történelmi	ADJ;MASC;SG	ADJ;NOM;SG
historique	történelmi	historique	történelmi	ADJ;MASC;SG	ADJ;NOM;SG
permet	megengedi	permettre	megengedi	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
âge	kor	âge	kor	N;MASC;SG	N;NOM;SG
âge	életkor	âge	életkor	N;MASC;SG	N;NOM;SG
robert	róbert	robert	róber	N;MASC;SG	N;NOM;SG
officiel	hivatalos	officiel	hivatalos	ADJ;MASC;SG	ADJ;NOM;SG
environ	hozzávetőleg	environ	hozzávetőleg	ADV	ADV
environ	körülbelül	environ	körülbelül	ADV	ADV
effet	hatása	effet	hatás	N;MASC;SG	N;NOM;SG
effet	hatás	effet	hatás	N;MASC;SG	N;NOM;SG
effet	effektus	effet	effektus	N;MASC;SG	N;NOM;SG
version	verzió	version	verzió	N;FEM;SG	N;NOM;SG
version	változat	version	változat	N;FEM;SG	N;NOM;SG
membres	tagjai	membre	tag	N;MASC;PL	N;NOM;PL
membres	tagok	membre	tag	N;MASC;PL	N;NOM;PL
membres	tagoknak	membre	tag	N;MASC;PL	N;DAT;PL
membres	képviselők	membre	képviselő	N;MASC;PL	N;NOM;PL
niveau	szint	niveau	szint	N;MASC;SG	N;NOM;SG
champion	bajnok	champion	bajn	N;MASC;SG	N;NOM;SG
champion	bajnok	champion	bajn	N;MASC;SG	N;NOM;SG
espèce	faj	espèce	faj	N;FEM;SG	N;NOM;SG
espèce	állatfaj	espèce	állatfaj	N;FEM;SG	N;NOM;SG
raison	oka	raison	ok	N;FEM;SG	N;NOM;SG
modèle	minta	modèle	minta	N;MASC;SG	N;NOM;SG
modèle	modell	modèle	modell	N;MASC;SG	N;NOM;SG
modèle	sablon	modèle	sablon	N;MASC;SG	N;NOM;SG
travail	munkahelyi	travail	munkahelyi	N;MASC;SG	N;NOM;SG
travail	munka	travail	munka	N;MASC;SG	N;NOM;SG
femme	nő	femme	nő	N;FEM;SG	N;NOM;SG
femme	nő	femme	nő	N;FEM;SG	N;NOM;SG
femme	asszony	femme	asszony	N;FEM;SG	N;NOM;SG
femme	nő	femme	nő	N;FEM;SG	N;NOM;SG
femme	nőstény	femme	nőstény	N;FEM;SG	N;NOM;SG
femme	feleségem	femme	fel+eség	N;FEM;SG	N;NOM;SG
femme	felesége	femme	fel+eség	N;FEM;SG	N;NOM;SG
femme	feleség	femme	feleség	N;FEM;SG	N;NOM;SG
déjà	már	déjà	már	ADV	ADV
bas	alacsonyan	bas	alacsony	ADJ;MASC;SG	ADJ;FRML;SG
bas	alacsony	bas	alacsony	ADJ;MASC;SG	ADJ;NOM;SG
texte	sms	texte	sms	N;MASC;SG	N;NOM;SG
texte	szöveg	texte	szöveg	N;MASC;SG	N;NOM;SG
terre	föld	terre	föld	N;FEM;SG	N;NOM;SG
terre	föld	terre	föld	N;FEM;SG	N;NOM;SG
terre	földterület	terre	földterület	N;FEM;SG	N;NOM;SG
terre	szárazföld	terre	szárazföld	N;FEM;SG	N;NOM;SG
terre	telek	terre	tél	N;FEM;SG	N;NOM;SG
terre	talajban	terre	talaj	N;FEM;SG	N;IN+ESS;SG
terre	talaj	terre	talaj	N;FEM;SG	N;NOM;SG
compétition	versengés	compétition	versengés	N;FEM;SG	N;NOM;SG
compétition	konkurencia	compétition	konkurencia	N;FEM;SG	N;NOM;SG
compétition	verseny	compétition	verseny	N;FEM;SG	N;NOM;SG
porte	kapu	porte	kapu	N;FEM;SG	N;NOM;SG
porte	kaput	porte	kap	N;FEM;SG	N;ACC;SG
porte	ajtó	porte	ajtó	N;FEM;SG	N;NOM;SG
hommes	férfiak	homme	férfi	N;MASC;PL	N;NOM;PL
hommes	emberek	homme	ember	N;MASC;PL	N;NOM;PL
hommes	hímek	homme	hím	N;MASC;PL	N;NOM;PL
bataille	harc	bataille	harc	N;FEM;SG	N;NOM;SG
bataille	csata	bataille	csata	N;FEM;SG	N;NOM;SG
corps	test	corps	test	N;MASC;SG	N;NOM;SG
corps	testem	corps	test	N;MASC;SG	N;NOM;SG
corps	holttest	corps	holttes	N;MASC;SG	N;NOM;SG
corps	hadtest	corps	hadtest	N;MASC;SG	N;NOM;SG
corps	alakulat	corps	alakulat	N;MASC;SG	N;NOM;SG
siège	ostrom	siège	ostrom	N;MASC;SG	N;NOM;SG
siège	főhadiszállás	siège	főhadiszállás	N;MASC;SG	N;NOM;SG
siège	főhadiszállás	siège	főhadiszállás	N;MASC;SG	N;NOM;SG
siège	székhely	siège	székhely	N;MASC;SG	N;NOM;SG
siège	ülést	siège	ülés	N;MASC;SG	N;ACC;SG
siège	ülés	siège	ülés	N;MASC;SG	N;NOM;SG
personnes	személyek	personne	személy	N;FEM;PL	N;NOM;PL
personnes	emberek	personne	ember	N;FEM;PL	N;NOM;PL
nommé	megnevezett	nommer	megnevezett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
nommé	kinevezett	nommer	kinevezett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
route	útvonal	route	útvonal	N;FEM;SG	N;NOM;SG
route	útvonalon	route	útvonal	N;FEM;SG	N;ON+ESS;SG
route	főút	route	főú	N;FEM;SG	N;NOM;SG
route	országút	route	országú	N;FEM;SG	N;NOM;SG
route	autópálya	route	autópály	N;FEM;SG	N;NOM;SG
route	út	route	út	N;FEM;SG	N;NOM;SG
route	közúti	route	közúti	N;FEM;SG	N;NOM;SG
finale	finálé	finale	finálé	N;FEM;SG	N;NOM;SG
finale	záró	finale	záró	N;FEM;SG	N;NOM;SG
jeune	fiatalos	jeune	fiatalos	ADJ;MASC;SG	ADJ;NOM;SG
match	játék	match	játék	N;MASC;SG	N;NOM;SG
match	meccs	match	meccs	N;MASC;SG	N;NOM;SG
match	mérkőzés	match	mérkőzés	N;MASC;SG	N;NOM;SG
match	egyezés	match	egyezés	N;MASC;SG	N;NOM;SG
match	találat	match	találat	N;MASC;SG	N;NOM;SG
match	meccs	match	meccs	N;MASC;SG	N;NOM;SG
match	gyufa	match	gyufa	N;MASC;SG	N;NOM;SG
royaume	királyság	royaume	királyság	N;MASC;SG	N;NOM;SG
royaume	birodalom	royaume	birodalom	N;MASC;SG	N;NOM;SG
ceux	azok	celui	az	PRO;MASC;PL	PRO;NOM;PL;3
latitude	szélesség	latitude	szélesség	N;FEM;SG	N;NOM;SG
base	bázis	base	bázis	N;FEM;SG	N;NOM;SG
études	vizsgálatok	étude	vizsgálat	N;FEM;PL	N;NOM;PL
études	tanulmányok	étude	tanulmány	N;FEM;PL	N;NOM;PL
communauté	közösség	communauté	közösség	N;FEM;SG	N;NOM;SG
association	társulás	association	társulás	N;FEM;SG	N;NOM;SG
association	társulási	association	társulási	N;FEM;SG	N;NOM;SG
association	szövetség	association	szövetség	N;FEM;SG	N;NOM;SG
association	egyesület	association	egyesület	N;FEM;SG	N;NOM;SG
militaire	katonai	militaire	katonai	ADJ;MASC;SG	ADJ;NOM;SG
section	részleg	section	részleg	N;FEM;SG	N;NOM;SG
section	szakasz	section	szakasz	N;FEM;SG	N;NOM;SG
section	szekció	section	szekció	N;FEM;SG	N;NOM;SG
longitude	hosszúság	longitude	hosszúság	N;FEM;SG	N;NOM;SG
livre	könyv	livre	könyv	N;MASC;SG	N;NOM;SG
livre	könyvet	livre	könyv	N;MASC;SG	N;ACC;SG
livre	font	livre	font	N;MASC;SG	N;NOM;SG
américaine	amerikai	américain	amerikai	ADJ;FEM;SG	ADJ;NOM;SG
haut	magas	haut	magas	ADJ;MASC;SG	ADJ;NOM;SG
suivant	követni	suivre	követ	V;PRS;V.PTCP	V;NFIN;ACT
suivant	követem	suivre	követ	V;PRS;V.PTCP	V;DEF;IND;SG;1;PRS;FIN;ACT
suivant	követi	suivre	követ	V;PRS;V.PTCP	V;DEF;IND;SG;3;PRS;FIN;ACT
beaucoup	sokan	beaucoup	sokan	ADV	ADV
dire	mondd	dire	mondd	V;NFIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
parmi	között	parmi	között	ADP	ADP
fille	kislány	fille	kislány	N;FEM;SG	N;NOM;SG
fille	csaj	fille	csaj	N;FEM;SG	N;NOM;SG
fille	lány	fille	lány	N;FEM;SG	N;NOM;SG
fille	lányom	fille	lány	N;FEM;SG	N;NOM;SG
fille	lánya	fille	lány	N;FEM;SG	N;NOM;SG
buts	célkitűzések	but	célkitűzés	N;MASC;PL	N;NOM;PL
buts	célokat	but	cél	N;MASC;PL	N;ACC;PL
buts	célok	but	cél	N;MASC;PL	N;NOM;PL
enfants	gyerekek	enfant	gyerek	N;MASC;PL	N;NOM;PL
enfants	kölykök	enfant	kölyk	N;MASC;PL	N;NOM;PL
enfants	gyerekek	enfant	gyerek	N;MASC;PL	N;NOM;PL
enfants	gyermekeknek	enfant	gyermek	N;MASC;PL	N;DAT;PL
enfants	gyermekek	enfant	gyermek	N;MASC;PL	N;NOM;PL
direction	irány	direction	irány	N;FEM;SG	N;NOM;SG
direction	irányba	direction	irány	N;FEM;SG	N;IN+ALL;SG
direction	igazgatóság	direction	igazgatóság	N;FEM;SG	N;NOM;SG
position	állás	position	állás	N;FEM;SG	N;NOM;SG
position	pozíció	position	pozíció	N;FEM;SG	N;NOM;SG
position	álláspont	position	álláspont	N;FEM;SG	N;NOM;SG
but	gól	but	gól	N;MASC;SG	N;NOM;SG
but	cél	but	cél	N;MASC;SG	N;NOM;SG
but	cél	but	cél	N;MASC;SG	N;NOM;SG
tête	fejet	tête	féj	N;FEM;SG	N;ACC;SG
tête	fej	tête	fej	N;FEM;SG	N;NOM;SG
tête	fejét	tête	feje	N;FEM;SG	N;ACC;SG
tête	fej	tête	fej	N;FEM;SG	N;NOM;SG
territoire	terület	territoire	terület	N;MASC;SG	N;NOM;SG
territoire	területe	territoire	terület	N;MASC;SG	N;NOM;SG
union	szakszervezet	union	szakszervezet	N;FEM;SG	N;NOM;SG
construction	építkezés	construction	építkezés	N;FEM;SG	N;NOM;SG
construction	építés	construction	építés	N;FEM;SG	N;NOM;SG
ancienne	korábbi	ancien	korábbi	ADJ;FEM;SG	ADJ;NOM;CMPR;SG
prend	veszi	prendre	vesz	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
maire	polgármester	maire	polgármester	N;MASC;SG	N;NOM;SG
personnalité	személyiség	personnalité	személyiség	N;FEM;SG	N;NOM;SG
personnalité	személyisége	personnalité	személyiség	N;FEM;SG	N;NOM;SG
personnalité	egyéniség	personnalité	egyéniség	N;FEM;SG	N;NOM;SG
ligue	liga	ligue	liga	N;FEM;SG	N;NOM;SG
public	nyilvános	public	nyilvános	ADJ;MASC;SG	ADJ;NOM;SG
public	nyilvánosan	public	nyilvános	ADJ;MASC;SG	ADJ;FRML;SG
pages	lapok	page	lap	N;FEM;PL	N;NOM;PL
pages	oldalakon	page	oldal	N;FEM;PL	N;ON+ESS;PL
pages	oldalak	page	oldal	N;FEM;PL	N;NOM;PL
simple	egyszerű	simple	egyszerű	ADJ;MASC;SG	ADJ;NOM;SG
dernière	legújabb	dernier	legújabb	ADJ;FEM;SG	ADJ;NOM;RL;SG
dernière	legfrissebb	dernier	fons	ADJ;FEM;SG	ADJ;NOM;RL;SG
chanson	sanzon	chanson	sanz	N;FEM;SG	N;NOM;SG
chanson	dal	chanson	dal	N;FEM;SG	N;NOM;SG
chanson	dalt	chanson	dalt	N;FEM;SG	N;ACC;SG
poste	poszt	poste	poszt	N;MASC;SG	N;NOM;SG
poste	bejegyzést	poste	bejegyzés	N;MASC;SG	N;ACC;SG
poste	bejegyzésre	poste	bejegyzés	N;MASC;SG	N;ON+ALL;SG
poste	bejegyzés	poste	bejegyzés	N;MASC;SG	N;NOM;SG
culture	tenyésztés	culture	tenyésztés	N;FEM;SG	N;NOM;SG
culture	kultúra	culture	kultúra	N;FEM;SG	N;NOM;SG
grâce	kegyelem	grâce	kegyél	N;FEM;SG	N;NOM;SG
développement	fejlesztés	développement	fejlesztés	N;MASC;SG	N;NOM;SG
développement	fejlődés	développement	fejlődés	N;MASC;SG	N;NOM;SG
empire	birodalom	empire	birodalom	N;MASC;SG	N;NOM;SG
loi	jog	loi	jog	N;FEM;SG	N;NOM;SG
loi	törvény	loi	törvény	N;FEM;SG	N;NOM;SG
loi	aktus	loi	aktus	N;FEM;SG	N;NOM;SG
loi	felvonás	loi	felvonás	N;FEM;SG	N;NOM;SG
équipes	csapatok	équipe	csapat	N;FEM;PL	N;NOM;PL
côté	oldalra	côté	oldal	N;MASC;SG	N;ON+ALL;SG
côté	oldalam	côté	oldal	N;MASC;SG	N;NOM;SG
mer	tenger	mer	tenger	N;FEM;SG	N;NOM;SG
haute	magas	haut	magas	ADJ;FEM;SG	ADJ;NOM;SG
mère	anya	mère	anya	N;FEM;SG	N;NOM;SG
mère	édesanyám	mère	édesanya	N;FEM;SG	N;NOM;SG
mère	anya	mère	anya	N;FEM;SG	N;NOM;SG
fichier	fájl	fichier	fájl	N;MASC;SG	N;NOM;SG
fichier	file	fichier	file	N;MASC;SG	N;NOM;SG
fichier	akta	fichier	akta	N;MASC;SG	N;NOM;SG
acteur	színésznek	acteur	színészik	N;MASC;SG	N;GEN;SG
acteur	színész	acteur	színész	N;MASC;SG	N;NOM;SG
parcours	útvonal	parcours	útvonal	N;MASC;SG	N;NOM;SG
parcours	útvonalon	parcours	útvonal	N;MASC;SG	N;ON+ESS;SG
parcours	utazás	parcours	utazás	N;MASC;SG	N;NOM;SG
recherche	kutatás	recherche	kutatás	N;FEM;SG	N;NOM;SG
recherche	kutatási	recherche	kutatási	N;FEM;SG	N;NOM;SG
classement	besorolás	classement	besorolás	N;MASC;SG	N;NOM;SG
classement	osztályozás	classement	osztályozás	N;MASC;SG	N;NOM;SG
code	kód	code	kód	N;MASC;SG	N;NOM;SG
double	kettős	double	kettős	ADJ;MASC;SG	ADJ;NOM;SG
double	ismétlődő	double	ismétlődő	ADJ;MASC;SG	ADJ;NOM;SG
double	kettős	double	kettős	ADJ;MASC;SG	ADJ;NOM;SG
entraîneur	edző	entraîneur	edző	N;MASC;SG	N;NOM;SG
entraîneur	edző	entraîneur	edző	N;MASC;SG	N;NOM;SG
web	háló	web	háló	N;MASC;SG	N;NOM;SG
web	webes	web	webes	N;MASC;SG	N;NOM;SG
arrondissement	borough	arrondissement	borough	N;MASC;SG	N;NOM;SG
directeur	rendező	directeur	rendező	N;MASC;SG	N;NOM;SG
directeur	igazgató	directeur	igazgató	N;MASC;SG	N;NOM;SG
directeur	menedzser	directeur	menedzser	N;MASC;SG	N;NOM;SG
directeur	igazgató	directeur	igazgató	N;MASC;SG	N;NOM;SG
ici	itt	ici	itt	ADV	ADV
réalisé	rendezte	réaliser	rendez	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
réalisé	rendezett	réaliser	rendezett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
réalisé	irányított	réaliser	irányított	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
existe	létezni	exister	létezik	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
existe	létezik	exister	létezik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
existe	létezik	exister	létezik	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
créé	teremtett	créer	teremtett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
écrit	írta	écrire	ír	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
écrit	írott	écrire	írott	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
écrit	írt	écrire	ír	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
écrit	írta	écrire	ír	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
écrit	írtam	écrire	ír	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;1;PST;FIN;ACT
petite	kis	petit	kis	ADJ;FEM;SG	ADJ;NOM;SG
petite	kis	petit	kis	ADJ;FEM;SG	ADJ;NOM;SG
bois	fát	bois	fát	N;MASC;SG	N;ACC;SG
bois	ital	bois	ital	N;MASC;SG	N;NOM;SG
retour	visszatérés	retour	visszatérés	N;MASC;SG	N;NOM;SG
numéro	szám	numéro	szám	N;MASC;SG	N;NOM;SG
numéro	száma	numéro	szám	N;MASC;SG	N;NOM;SG
principale	főbb	principal	fő	ADJ;FEM;SG	ADJ;NOM;CMPR;SG
gare	állomás	gare	állomás	N;FEM;SG	N;NOM;SG
gare	pályaudvar	gare	pályaudvar	N;FEM;SG	N;NOM;SG
terme	kifejezés	terme	kifejezés	N;MASC;SG	N;NOM;SG
terme	terme	terme	terme	N;MASC;SG	N;NOM;SG
formation	tréning	formation	tréning	N;FEM;SG	N;NOM;SG
formation	kiképzés	formation	kiképzés	N;FEM;SG	N;NOM;SG
formation	képzés	formation	képzés	N;FEM;SG	N;NOM;SG
formation	edzés	formation	edzés	N;FEM;SG	N;NOM;SG
arts	művészetek	art	művészet	N;MASC;PL	N;NOM;PL
technique	technikai	technique	technikai	ADJ;MASC;SG	ADJ;NOM;SG
révolution	forradalom	révolution	forradalom	N;FEM;SG	N;NOM;SG
objet	objektum	objet	ob	N;MASC;SG	N;NOM;SG
objet	tárgy	objet	tárgy	N;MASC;SG	N;NOM;SG
objet	cél	objet	cél	N;MASC;SG	N;NOM;SG
objet	alany	objet	alany	N;MASC;SG	N;NOM;SG
objet	figyelemmel	objet	figyelem	N;MASC;SG	N;INS;SG
objet	tárgy	objet	tárgy	N;MASC;SG	N;NOM;SG
question	kérdés	question	kérdés	N;FEM;SG	N;NOM;SG
cinéma	mozi	cinéma	mozi	N;MASC;SG	N;NOM;SG
cinéma	mozi	cinéma	mozi	N;MASC;SG	N;NOM;SG
plan	térképet	plan	térkép	N;MASC;SG	N;ACC;SG
plan	terv	plan	terv	N;MASC;SG	N;NOM;SG
médaille	érem	médaille	ér	N;FEM;SG	N;NOM;SG
médaille	medál	médaille	medál	N;FEM;SG	N;NOM;SG
médaille	kitüntetés	médaille	kitüntetés	N;FEM;SG	N;NOM;SG
serait	volna	être	volna	V;COND;SG;3;PRS;FIN	V;INDF;COND;SG;3;PRS;ACT
œuvres	alkotások	œuvre	alkotás	N;FEM;PL	N;NOM;PL
zone	övezet	zone	övezet	N;FEM;SG	N;NOM;SG
zone	zóna	zone	zóna	N;FEM;SG	N;NOM;SG
zone	terület	zone	terület	N;FEM;SG	N;NOM;SG
zone	környék	zone	környék	N;FEM;SG	N;NOM;SG
écrivain	író	écrivain	író	N;MASC;SG	N;NOM;SG
compagnie	társaság	compagnie	társaság	N;FEM;SG	N;NOM;SG
compagnie	vállalat	compagnie	vállalat	N;FEM;SG	N;NOM;SG
compagnie	cég	compagnie	cég	N;FEM;SG	N;NOM;SG
compagnie	század	compagnie	század	N;FEM;SG	N;NOM;SG
laquelle	ami	lequel	ami	PRO;FEM;SG	PRO;NOM;SG;3
laquelle	amely	lequel	amely	PRO;FEM;SG	PRO;NOM;SG;3
films	filmek	film	film	N;MASC;PL	N;NOM;PL
films	filmeket	film	film	N;MASC;PL	N;ACC;PL
films	filmek	film	film	N;MASC;PL	N;NOM;PL
films	filmeket	film	film	N;MASC;PL	N;ACC;PL
surtout	leginkább	surtout	inkább	ADV	ADV
sources	források	source	forrás	N;FEM;PL	N;NOM;PL
parc	park	parc	park	N;MASC;SG	N;NOM;SG
mouvement	mozgás	mouvement	mozgás	N;MASC;SG	N;NOM;SG
mouvement	indítvány	mouvement	indítvány	N;MASC;SG	N;NOM;SG
mouvement	mozgás	mouvement	mozgás	N;MASC;SG	N;NOM;SG
succès	siker	succès	siker	N;MASC;SG	N;NOM;SG
rivière	folyami	rivière	folyami	N;FEM;SG	N;NOM;SG
vidéo	videó	vidéo	videó	N;MASC;SG	N;NOM;SG
vidéo	video	vidéo	video	N;MASC;SG	N;NOM;SG
vidéo	videót	vidéo	videó	N;MASC;SG	N;ACC;SG
député	képviselő	député	képviselő	N;MASC;SG	N;NOM;SG
moyen	közepes	moyen	közepes	ADJ;MASC;SG	ADJ;NOM;SG
moyen	átlagos	moyen	átlagos	ADJ;MASC;SG	ADJ;NOM;SG
moyen	átlagosan	moyen	átlagos	ADJ;MASC;SG	ADJ;FRML;SG
peintre	festő	peintre	festő	N;MASC;SG	N;NOM;SG
voix	ének	voix	én	N;FEM;SG	N;NOM;SG
voix	hangja	voix	hang	N;FEM;SG	N;NOM;SG
voix	hang	voix	hang	N;FEM;SG	N;NOM;SG
district	körzet	district	körzet	N;MASC;SG	N;NOM;SG
district	járás	district	járás	N;MASC;SG	N;NOM;SG
seulement	csak	seulement	csak	ADV	ADV
pont	híd	pont	híd	N;MASC;SG	N;NOM;SG
pont	pakli	pont	pakli	N;MASC;SG	N;NOM;SG
pont	fedélzeten	pont	fedélzet	N;MASC;SG	N;ON+ESS;SG
pont	fedélzet	pont	fedélzet	N;MASC;SG	N;NOM;SG
air	levegő	air	levegő	N;MASC;SG	N;NOM;SG
sein	melle	sein	melle	N;MASC;SG	N;NOM;SG
sein	mell	sein	mell	N;MASC;SG	N;NOM;SG
milieu	középre	milieu	közép	N;MASC;SG	N;ON+ALL;SG
milieu	középpályás	milieu	középpályás	N;MASC;SG	N;NOM;SG
festival	fesztivál	festival	fesztivál	N;MASC;SG	N;NOM;SG
georges	györgy	george	györgy	N;MASC;SG	N;NOM;SG
diffusion	közvetítés	diffusion	közvetítés	N;FEM;SG	N;NOM;SG
diffusion	adás	diffusion	adás	N;FEM;SG	N;NOM;SG
diffusion	diffúziós	diffusion	diffúziós	N;FEM;SG	N;NOM;SG
diffusion	műsorszolgáltatás	diffusion	műsorszolgáltatás	N;FEM;SG	N;NOM;SG
diffusion	terjesztése	diffusion	terjesztés	N;FEM;SG	N;NOM;SG
diffusion	terjesztés	diffusion	terjesztés	N;FEM;SG	N;NOM;SG
aide	támogatás	aide	támogatás	N;FEM;SG	N;NOM;SG
aide	segély	aide	segély	N;FEM;SG	N;NOM;SG
aide	segítség	aide	segítség	N;FEM;SG	N;NOM;SG
action	művelet	action	művelet	N;FEM;SG	N;NOM;SG
action	fellépés	action	fellépés	N;FEM;SG	N;NOM;SG
action	cselekvési	action	cselekvési	N;FEM;SG	N;NOM;SG
action	cselekvés	action	cselekvés	N;FEM;SG	N;NOM;SG
réseau	hálózat	réseau	hálózat	N;MASC;SG	N;NOM;SG
réseau	hálózati	réseau	hálózat	N;MASC;SG	N;NOM;SG
utilisé	használt	utiliser	használt	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utilisé	felhasznált	utiliser	felhasznált	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
victoire	győzelem	victoire	győzelem	N;FEM;SG	N;NOM;SG
victoire	győzelem	victoire	győzelem	N;FEM;SG	N;NOM;SG
femmes	nőstények	femme	nőstény	N;FEM;PL	N;NOM;PL
femmes	nők	femme	nő	N;FEM;PL	N;NOM;PL
femmes	asszonyok	femme	asszony	N;FEM;PL	N;NOM;PL
minutes	percek	minute	perc	N;FEM;PL	N;NOM;PL
aurait	volna	avoir	volna	V;COND;SG;3;PRS;FIN	V;INDF;COND;SG;3;PRS;ACT
autour	körbe	autour	kör	ADV	ADV
durée	időtartam	durée	időtartam	N;FEM;SG	N;NOM;SG
durée	időtartama	durée	időtartam	N;FEM;SG	N;NOM;SG
espèces	fajok	espèce	fajok	N;FEM;PL	N;NOM;PL
angleterre	anglia	angleterre	anglia	N;MASC;SG	N;NOM;SG
monuments	műemlékek	monument	mű	N;MASC;PL	N;NOM;PL
sens	érzék	sens	érez	N;MASC;SG	N;NOM;SG
sens	értelem	sens	értel	N;MASC;SG	N;NOM;SG
municipalité	község	municipalité	község	N;FEM;SG	N;NOM;SG
municipalité	település	municipalité	település	N;FEM;SG	N;NOM;SG
municipalité	önkormányzat	municipalité	önkormányzat	N;FEM;SG	N;NOM;SG
frère	testvér	frère	testvér	N;MASC;SG	N;NOM;SG
rencontre	gyűlés	rencontre	gyűlés	N;FEM;SG	N;NOM;SG
rencontre	találkozás	rencontre	találkozás	N;FEM;SG	N;NOM;SG
rencontre	találkozó	rencontre	találkozó	N;FEM;SG	N;NOM;SG
rencontre	megbeszélés	rencontre	megbeszélés	N;FEM;SG	N;NOM;SG
rencontre	találkozó	rencontre	találkozó	N;FEM;SG	N;NOM;SG
rencontre	találkozás	rencontre	találkozás	N;FEM;SG	N;NOM;SG
publié	közzétette	publier	közzétet	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
publié	publikált	publier	publikált	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
publié	közzétett	publier	közzétett	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
publié	közzétette	publier	közzétet	V;MASC;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
publié	kiküldött	publier	kiküldött	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
