categoría	類別	categoría	類別	N;FEM;SG	N
jugador	球員	jugador	球員	N;MASC;SG	N
jugador	玩家	jugador	玩家	N;MASC;SG	N
jugador	賭鬼	jugador	賭鬼	N;MASC;SG	N
jugador	賭徒	jugador	賭徒	N;MASC;SG	N
jugador	玩家	jugador	玩家	N;MASC;SG	N
público	觀眾	público	觀眾	N;MASC;SG	N
público	觀眾	público	觀眾	N;MASC;SG	N
público	公眾	público	公眾	N;MASC;SG	N
miembro	會員	miembro	會員	N;MASC;SG	N
miembro	成員	miembro	成員	N;MASC;SG	N
miembro	肢	miembro	肢	N;MASC;SG	N
superior	優越	superior	優越	ADJ;SG	ADJ
superior	較高	superior	較高	ADJ;SG	ADJ
superior	更高	superior	更高	ADJ;SG	ADJ
media	媒體	media	媒體	N;FEM;SG	N
media	媒介	media	媒介	N;FEM;SG	N
parque	樸	parque	樸	N;MASC;SG	N
parque	公園	parque	公園	N;MASC;SG	N
llegó	抵達	llegar	抵達	V;IND;SG;3;PST;FIN	V
llegó	到	llegar	到	V;IND;SG;3;PST;FIN	V
archivo	檔案	archivo	檔案	N;MASC;SG	N
archivo	歸檔	archivo	歸檔	N;MASC;SG	N
archivo	文件	archivo	文件	N;MASC;SG	N
archivo	檔案	archivo	檔案	N;MASC;SG	N
archivo	檔案	archivo	檔案	N;MASC;SG	N
radio	電台	radio	電台	N;FEM;SG	N
radio	廣播	radio	廣播	N;FEM;SG	N
radio	廣播	radio	廣播	N;FEM;SG	N
world	世界	world	世界	N	N
cruz	尾	cruz	尾	N;FEM;SG	N
cruz	背面	cruz	背面	N;FEM;SG	N
cruz	反面	cruz	反面	N;FEM;SG	N
cruz	十字	cruz	十字	N;FEM;SG	N
cruz	十字	cruz	十字	N;FEM;SG	N
cruz	交叉	cruz	交叉	N;FEM;SG	N
cabo	下士	cabo	下士	N;MASC;SG	N
cabo	角	cabo	角	N;MASC;SG	N
red	網路	red	網路	N;FEM;SG	N
red	網	red	網	N;FEM;SG	N
red	電網	red	電網	N;FEM;SG	N
red	網	red	網	N;FEM;SG	N
red	紅	red	紅	N;FEM;SG	N
red	紅色	red	紅色	N;FEM;SG	N
canal	運河	canal	運河	N;MASC;SG	N
canal	頻道	canal	頻道	N;MASC;SG	N
canal	海峽	canal	海峽	N;MASC;SG	N
canal	通道	canal	通道	N;MASC;SG	N
movimiento	動議	movimiento	動議	N;MASC;SG	N
movimiento	運動	movimiento	運動	N;MASC;SG	N
movimiento	動	movimiento	動	N;MASC;SG	N
movimiento	運動	movimiento	運動	N;MASC;SG	N
revista	雜誌	revista	雜誌	N;FEM;SG	N
revista	日誌	revista	日誌	N;FEM;SG	N
revista	日刊	revista	日刊	N;FEM;SG	N
revista	日記	revista	日記	N;FEM;SG	N
revista	期刊	revista	期刊	N;FEM;SG	N
éxito	成功	éxito	成功	N;MASC;SG	N
éxito	成功	éxito	成功	N;MASC;SG	N
relación	關係	relación	關係	N;FEM;SG	N
relación	戀愛	relación	戀愛	N;FEM;SG	N
relación	感情	relación	感情	N;FEM;SG	N
relación	關係	relación	關係	N;FEM;SG	N
plaza	廣場	plaza	廣場	N;FEM;SG	N
plaza	平方	plaza	平方	N;FEM;SG	N
plaza	方塊	plaza	方塊	N;FEM;SG	N
plaza	方形	plaza	方形	N;FEM;SG	N
plaza	廣場	plaza	廣場	N;FEM;SG	N
distribución	分銷	distribución	分銷	N;FEM;SG	N
compañía	公司	compañía	公司	N;FEM;SG	N
islas	群島	isla	群島	N;FEM;PL	N
islas	島嶼	isla	島嶼	N;FEM;PL	N
territorio	領地	territorio	領地	N;MASC;SG	N
territorio	領土	territorio	領土	N;MASC;SG	N
hombre	人	hombre	人	N;MASC;SG	N
hombre	男人	hombre	男人	N;MASC;SG	N
león	獅	león	獅	N;MASC;SG	N
león	獅子	león	獅子	N;MASC;SG	N
león	獅子	león	獅子	N;MASC;SG	N
voz	語音	voz	語音	N;FEM;SG	N
voz	嗓子	voz	嗓子	N;FEM;SG	N
voz	聲音	voz	聲音	N;FEM;SG	N
madre	母后	madre	母后	N;FEM;SG	N
madre	母親	madre	母親	N;FEM;SG	N
organización	組織	organización	組織	N;FEM;SG	N
organización	組織	organización	組織	N;FEM;SG	N
monte	山	monte	山	N;MASC;SG	N
aún	仍然	aún	仍然	ADV	ADV
aún	依然	aún	依然	ADV	ADV
aún	然而	aún	然而	ADV	ADV
decir	說	decir	說	V;NFIN	V
goles	目標	gol	目標	N;MASC;PL	N
sede	總部	sede	總部	N;FEM;SG	N
sede	總部	sede	總部	N;FEM;SG	N
importantes	重要	importante	重要	ADJ;PL	ADJ
resultado	成果	resultado	成果	N;MASC;SG	N
resultado	結果	resultado	結果	N;MASC;SG	N
resultado	結果	resultado	結果	N;MASC;SG	N
calle	街頭	calle	街頭	N;FEM;SG	N
calle	街道	calle	街道	N;FEM;SG	N
calle	街	calle	街	N;FEM;SG	N
papel	紙	papel	紙	N;MASC;SG	N
papel	紙張	papel	紙張	N;MASC;SG	N
papel	論文	papel	論文	N;MASC;SG	N
medios	媒體	medio	媒體	N;MASC;PL	N
medios	媒介	medio	媒介	N;MASC;PL	N
empresa	公司	empresa	公司	N;FEM;SG	N
empresa	企業	empresa	企業	N;FEM;SG	N
empresa	業務	empresa	業務	N;FEM;SG	N
empresa	商業	empresa	商業	N;FEM;SG	N
empresa	商務	empresa	商務	N;FEM;SG	N
empresa	企業	empresa	企業	N;FEM;SG	N
mapa	地圖	mapa	地圖	N;MASC;SG	N
mapa	地圖	mapa	地圖	N;MASC;SG	N
educación	教育	educación	教育	N;FEM;SG	N
educación	教育	educación	教育	N;FEM;SG	N
educación	學歷	educación	學歷	N;FEM;SG	N
término	任期	término	任期	N;MASC;SG	N
término	術語	término	術語	N;MASC;SG	N
término	學期	término	學期	N;MASC;SG	N
ciudades	城鎮	ciudad	城鎮	N;FEM;PL	N
ciudades	城市	ciudad	城市	N;FEM;PL	N
edificio	大樓	edificio	大樓	N;MASC;SG	N
edificio	建築	edificio	建築	N;MASC;SG	N
fallecimiento	死神	fallecimiento	死神	N;MASC;SG	N
antiguo	古老	antiguo	古老	ADJ;MASC;SG	ADJ
antiguo	舊	antiguo	舊	ADJ;MASC;SG	ADJ
natural	天然	natural	天然	ADJ;SG	ADJ
álbumes	相簿	álbum	相簿	N;MASC;PL	N
álbumes	專輯	álbum	專輯	N;MASC;PL	N
paso	台階	paso	台階	N;MASC;SG	N
paso	步驟	paso	步驟	N;MASC;SG	N
paso	步	paso	步	N;MASC;SG	N
paso	傳球	paso	傳球	N;MASC;SG	N
mujer	妻子	mujer	妻子	N;FEM;SG	N
mujer	女人	mujer	女人	N;FEM;SG	N
mujer	女	mujer	女	N;FEM;SG	N
mujer	女子	mujer	女子	N;FEM;SG	N
mujer	女	mujer	女	N;FEM;SG	N
mujer	女性	mujer	女性	N;FEM;SG	N
mujer	婦女	mujer	婦女	N;FEM;SG	N
mujer	女性	mujer	女性	N;FEM;SG	N
fuerza	力氣	fuerza	力氣	N;FEM;SG	N
fuerza	強度	fuerza	強度	N;FEM;SG	N
fuerza	實力	fuerza	實力	N;FEM;SG	N
fuerza	力量	fuerza	力量	N;FEM;SG	N
fuerza	體力	fuerza	體力	N;FEM;SG	N
fuerza	武力	fuerza	武力	N;FEM;SG	N
altura	身高	altura	身高	N;FEM;SG	N
altura	高度	altura	高度	N;FEM;SG	N
villa	別墅	villa	別墅	N;FEM;SG	N
villa	村	villa	村	N;FEM;SG	N
villa	鄉村	villa	鄉村	N;FEM;SG	N
villa	村	villa	村	N;FEM;SG	N
villa	村落	villa	村落	N;FEM;SG	N
villa	村子	villa	村子	N;FEM;SG	N
campeón	冠軍	campeón	冠軍	N;MASC;SG	N
campeón	冠軍	campeón	冠軍	N;MASC;SG	N
autor	作者	autor	作者	N;MASC;SG	N
modo	模式	modo	模式	N;MASC;SG	N
personajes	字元	personaje	字元	N;MASC;PL	N
personajes	角色	personaje	角色	N;MASC;PL	N
conjunto	集	conjunto	集	N;MASC;SG	N
meses	月	mes	月	N;MASC;PL	N
meses	月份	mes	月份	N;MASC;PL	N
único	獨特	único	獨特	ADJ;MASC;SG	ADJ
único	獨一	único	獨一	ADJ;MASC;SG	ADJ
actor	男	actor	男	N;MASC;SG	N
actor	演員	actor	演員	N;MASC;SG	N
parece	看	parecer	看	V;IND;SG;3;PRS;FIN	V
antigua	古老	antiguo	古老	ADJ;FEM;SG	ADJ
antigua	舊	antiguo	舊	ADJ;FEM;SG	ADJ
interior	內心	interior	內心	N;MASC;SG	N
interior	內	interior	內	N;MASC;SG	N
interior	內	interior	內	N;MASC;SG	N
interior	內政	interior	內政	N;MASC;SG	N
interior	內部	interior	內部	N;MASC;SG	N
interior	內地	interior	內地	N;MASC;SG	N
plata	銀色	plata	銀色	N;FEM;SG	N
plata	銀	plata	銀	N;FEM;SG	N
consejo	安理	consejo	安理	N;MASC;SG	N
seis	六	seis	六	NUM;PL	NUM
seis	六	seis	六	NUM;PL	NUM
llegar	抵達	llegar	抵達	V;NFIN	V
llegar	抵達	llegar	抵達	V;NFIN	V
llegar	到	llegar	到	V;NFIN	V
valle	河谷	valle	河谷	N;MASC;SG	N
valle	谷	valle	谷	N;MASC;SG	N
valle	山谷	valle	山谷	N;MASC;SG	N
valle	谷地	valle	谷地	N;MASC;SG	N
festival	節慶	festival	節慶	N;MASC;SG	N
festival	節日	festival	節日	N;MASC;SG	N
personaje	字元	personaje	字元	N;MASC;SG	N
personaje	人物	personaje	人物	N;MASC;SG	N
personaje	角色	personaje	角色	N;MASC;SG	N
personaje	性格	personaje	性格	N;MASC;SG	N
personaje	品格	personaje	品格	N;MASC;SG	N
principalmente	大多	principalmente	大多	ADV	ADV
castillo	城堡	castillo	城堡	N;MASC;SG	N
castillo	城	castillo	城	N;MASC;SG	N
cantante	歌手	cantante	歌手	N;SG	N
referencia	基準	referencia	基準	N;FEM;SG	N
editorial	社論	editorial	社論	N;FEM;SG	N
deporte	體育	deporte	體育	N;MASC;SG	N
deporte	運動	deporte	運動	N;MASC;SG	N
deporte	體育	deporte	體育	N;MASC;SG	N
deporte	運動	deporte	運動	N;MASC;SG	N
saint	聖人	saint	聖人	N;MASC	N
espacio	間	espacio	間	N;MASC;SG	N
espacio	間	espacio	間	N;MASC;SG	N
espacio	太空	espacio	太空	N;MASC;SG	N
espacio	空間	espacio	空間	N;MASC;SG	N
asociación	協會	asociación	協會	N;FEM;SG	N
hija	女兒	hija	女兒	N;FEM;SG	N
acción	動作	acción	動作	N;FEM;SG	N
acción	行動	acción	行動	N;FEM;SG	N
actores	演員	actor	演員	N;MASC;PL	N
hermano	弟弟	hermano	弟弟	N;MASC;SG	N
hermano	師兄	hermano	師兄	N;MASC;SG	N
hermano	哥哥	hermano	哥哥	N;MASC;SG	N
hermano	兄弟	hermano	兄弟	N;MASC;SG	N
fundación	基金	fundación	基金	N;FEM;SG	N
episodio	插曲	episodio	插曲	N;MASC;SG	N
episodio	集	episodio	集	N;MASC;SG	N
principios	原則	principio	原則	N;MASC;PL	N
principios	原則	principio	原則	N;MASC;PL	N
principios	原理	principio	原理	N;MASC;PL	N
imperio	帝國	imperio	帝國	N;MASC;SG	N
nunca	從來	nunca	從來	ADV	ADV
investigación	查詢	investigación	查詢	N;FEM;SG	N
municipios	市	municipio	市	N;MASC;PL	N
municipios	市鎮	municipio	市鎮	N;MASC;PL	N
problemas	煩惱	problema	煩惱	N;MASC;PL	N
problemas	麻煩	problema	麻煩	N;MASC;PL	N
problemas	問題	problema	問題	N;MASC;PL	N
modelo	模範	modelo	模範	N;MASC;SG	N
modelo	模型	modelo	模型	N;MASC;SG	N
modelo	型號	modelo	型號	N;MASC;SG	N
modelo	模特	modelo	模特	N;MASC;SG	N
actividad	動態	actividad	動態	N;FEM;SG	N
actividad	活動	actividad	活動	N;FEM;SG	N
formación	培訓	formación	培訓	N;FEM;SG	N
formación	編隊	formación	編隊	N;FEM;SG	N
lugares	地方	lugar	地方	N;MASC;PL	N
lugares	地點	lugar	地點	N;MASC;PL	N
lugares	地點	lugar	地點	N;MASC;PL	N
incluyendo	包括	incluir	包括	V;V.MSDR	V
planta	植物	planta	植物	N;FEM;SG	N
planta	廠	planta	廠	N;FEM;SG	N
planta	植物	planta	植物	N;FEM;SG	N
planta	工廠	planta	工廠	N;FEM;SG	N
planta	下限	planta	下限	N;FEM;SG	N
planta	地板	planta	地板	N;FEM;SG	N
período	期間	período	期間	N;MASC;SG	N
montañas	山	montaña	山	N;FEM;PL	N
montañas	山脈	montaña	山脈	N;FEM;PL	N
montañas	山區	montaña	山區	N;FEM;PL	N
montañas	山	montaña	山	N;FEM;PL	N
montañas	山區	montaña	山區	N;FEM;PL	N
montañas	山地	montaña	山地	N;FEM;PL	N
ronda	輪	ronda	輪	N;FEM;SG	N
clase	階級	clase	階級	N;FEM;SG	N
clase	類	clase	類	N;FEM;SG	N
clase	類別	clase	類別	N;FEM;SG	N
clase	課堂	clase	課堂	N;FEM;SG	N
clase	班級	clase	班級	N;FEM;SG	N
especialmente	尤其	especialmente	尤其	ADV	ADV
especialmente	尤其	especialmente	尤其	ADV	ADV
oficina	主席	oficina	主席	N;FEM;SG	N
alcalde	市長	alcalde	市長	N;MASC;SG	N
alcalde	鎮長	alcalde	鎮長	N;MASC;SG	N
longitud	長度	longitud	長度	N;FEM;SG	N
longitud	經度	longitud	經度	N;FEM;SG	N
temas	題目	tema	題目	N;MASC;PL	N
temas	議題	tema	議題	N;MASC;PL	N
temas	專題	tema	專題	N;MASC;PL	N
temas	主題	tema	主題	N;MASC;PL	N
temas	主題	tema	主題	N;MASC;PL	N
políticos	政治	político	政治	N;MASC;PL	N
políticos	政治	político	政治	N;MASC;PL	N
políticos	政界	político	政界	N;MASC;PL	N
políticos	政客	político	政客	N;MASC;PL	N
políticos	政治	político	政治	N;MASC;PL	N
arquitectura	結構	arquitectura	結構	N;FEM;SG	N
arquitectura	架構	arquitectura	架構	N;FEM;SG	N
arquitectura	建築	arquitectura	建築	N;FEM;SG	N
barrio	鄰里	barrio	鄰里	N;MASC;SG	N
barrio	鄰里	barrio	鄰里	N;MASC;SG	N
libros	圖書	libro	圖書	N;MASC;PL	N
libros	書	libro	書	N;MASC;PL	N
libros	書籍	libro	書籍	N;MASC;PL	N
novela	小說	novela	小說	N;FEM;SG	N
razas	品種	raza	品種	N;FEM;PL	N
razas	種族	raza	種族	N;FEM;PL	N
razas	品種	raza	品種	N;FEM;PL	N
academia	學院	academia	學院	N;FEM;SG	N
academia	學術	academia	學術	N;FEM;SG	N
academia	學界	academia	學界	N;FEM;SG	N
academia	學術	academia	學術	N;FEM;SG	N
jefe	首席	jefe	首席	N;MASC;SG	N
jefe	科長	jefe	科長	N;MASC;SG	N
jefe	老大	jefe	老大	N;MASC;SG	N
jefe	老闆	jefe	老闆	N;MASC;SG	N
defensa	辯護	defensa	辯護	N;SG	N
defensa	國防	defensa	國防	N;SG	N
defensa	防禦	defensa	防禦	N;SG	N
defensa	防守	defensa	防守	N;SG	N
defensa	國防	defensa	國防	N;SG	N
características	特徵	característica	特徵	N;FEM;PL	N
características	特性	característica	特性	N;FEM;PL	N
características	特點	característica	特點	N;FEM;PL	N
características	功能	característica	功能	N;FEM;PL	N
características	特色	característica	特色	N;FEM;PL	N
características	特徵	característica	特徵	N;FEM;PL	N
características	特點	característica	特點	N;FEM;PL	N
honor	名譽	honor	名譽	N;MASC;SG	N
honor	榮譽	honor	榮譽	N;MASC;SG	N
honor	名譽	honor	名譽	N;MASC;SG	N
honor	榮譽	honor	榮譽	N;MASC;SG	N
incluye	包括	incluir	包括	V;IND;SG;3;PRS;FIN	V
incluye	包括	incluir	包括	V;IND;SG;3;PRS;FIN	V
amor	戀愛	amor	戀愛	N;MASC;SG	N
amor	愛情	amor	愛情	N;MASC;SG	N
fuente	來源	fuente	來源	N;FEM;SG	N
fuente	噴泉	fuente	噴泉	N;FEM;SG	N
nuevos	新	nuevo	新	ADJ;MASC;PL	ADJ
situación	狀況	situación	狀況	N;FEM;SG	N
situación	狀態	situación	狀態	N;FEM;SG	N
situación	現況	situación	現況	N;FEM;SG	N
situación	情況	situación	情況	N;FEM;SG	N
ellas	她們	él	她	PRO;FEM;PL;3	PRO;PL;3
ellas	他們	él	他	PRO;FEM;PL;3	PRO;PL;3
ellas	它們	él	它	PRO;FEM;PL;3	PRO;PL;3
derechos	版權	derecho	版權	N;MASC;PL	N
derechos	權利	derecho	權利	N;MASC;PL	N
ministro	大臣	ministro	大臣	N;MASC;SG	N
ministro	部長	ministro	部長	N;MASC;SG	N
interés	興趣	interés	興趣	N;MASC;SG	N
interés	利息	interés	利息	N;MASC;SG	N
series	系列	serie	系列	N;FEM;PL	N
texto	文字	texto	文字	N;MASC;SG	N
texto	案文	texto	案文	N;MASC;SG	N
escritores	作家	escritor	作家	N;MASC;PL	N
escritores	作者	escritor	作者	N;MASC;PL	N
actriz	女	actriz	女	N;FEM;SG	N
actriz	女	actriz	女	N;FEM;SG	N
actriz	演員	actriz	演員	N;FEM;SG	N
capacidad	能力	capacidad	能力	N;FEM;SG	N
capacidad	容量	capacidad	容量	N;FEM;SG	N
capacidad	能力	capacidad	能力	N;FEM;SG	N
capacidad	能力	capacidad	能力	N;FEM;SG	N
capacidad	能力	capacidad	能力	N;FEM;SG	N
artes	藝術	arte	藝術	N;PL	N
artes	裝備	arte	裝備	N;PL	N
artes	齒輪	arte	齒輪	N;PL	N
artes	齒輪	arte	齒輪	N;PL	N
cantidad	金額	cantidad	金額	N;FEM;SG	N
cantidad	款額	cantidad	款額	N;FEM;SG	N
cantidad	數額	cantidad	數額	N;FEM;SG	N
cantidad	數量	cantidad	數量	N;FEM;SG	N
cantidad	量	cantidad	量	N;FEM;SG	N
fuentes	來源	fuente	來源	N;FEM;PL	N
fuentes	噴泉	fuente	噴泉	N;FEM;PL	N
luz	光線	luz	光線	N;FEM;SG	N
luz	光	luz	光	N;FEM;SG	N
luz	燈光	luz	燈光	N;FEM;SG	N
luz	光明	luz	光明	N;FEM;SG	N
baja	低低	baja	低低	N;FEM;SG	N
paz	和平	paz	和平	N;FEM;SG	N
noche	晚間	noche	晚間	N;FEM;SG	N
noche	晚上	noche	晚上	N;FEM;SG	N
noche	傍晚	noche	傍晚	N;FEM;SG	N
noche	夜晚	noche	夜晚	N;FEM;SG	N
noche	晚上	noche	晚上	N;FEM;SG	N
noche	夜	noche	夜	N;FEM;SG	N
muestra	取樣	mostrar	取樣	V;IND;SG;3;PRS;FIN	V
muestra	顯示	mostrar	顯示	V;IND;SG;3;PRS;FIN	V
aeropuerto	機場	aeropuerto	機場	N;MASC;SG	N
semana	星期	semana	星期	N;FEM;SG	N
semana	週	semana	週	N;FEM;SG	N
palacio	皇宮	palacio	皇宮	N;MASC;SG	N
palacio	宮殿	palacio	宮殿	N;MASC;SG	N
palacio	王宮	palacio	王宮	N;MASC;SG	N
palacio	宮廷	palacio	宮廷	N;MASC;SG	N
palacio	宮	palacio	宮	N;MASC;SG	N
escritor	作家	escritor	作家	N;MASC;SG	N
escritor	作者	escritor	作者	N;MASC;SG	N
escritor	編劇	escritor	編劇	N;MASC;SG	N
profesor	教授	profesor	教授	N;MASC;SG	N
profesor	老師	profesor	老師	N;MASC;SG	N
profesor	教師	profesor	教師	N;MASC;SG	N
comuna	公社	comuna	公社	N;FEM;SG	N
casos	案例	caso	案例	N;MASC;PL	N
camino	路徑	camino	路徑	N;MASC;SG	N
camino	公路	camino	公路	N;MASC;SG	N
camino	道路	camino	道路	N;MASC;SG	N
camino	路	camino	路	N;MASC;SG	N
ayuda	援助	ayuda	援助	N;FEM;SG	N
nombres	人名	nombre	人名	N;MASC;PL	N
nombres	名稱	nombre	名稱	N;MASC;PL	N
nombres	姓名	nombre	姓名	N;MASC;PL	N
causa	原因	causa	原因	N;FEM;SG	N
causa	起因	causa	起因	N;FEM;SG	N
horario	小時	horario	小時	N;MASC;SG	N
horario	附表	horario	附表	N;MASC;SG	N
ciencias	科學	ciencia	科學	N;FEM;PL	N
tamaño	大小	tamaño	大小	N;MASC;SG	N
tamaño	體積	tamaño	體積	N;MASC;SG	N
tamaño	尺寸	tamaño	尺寸	N;MASC;SG	N
principio	原則	principio	原則	N;MASC;SG	N
principio	原理	principio	原理	N;MASC;SG	N
periodo	期間	periodo	期間	N;MASC;SG	N
etapa	階段	etapa	階段	N;FEM;SG	N
etapa	舞台	etapa	舞台	N;FEM;SG	N
etapa	階段	etapa	階段	N;FEM;SG	N
actualidad	電流	actualidad	電流	N;FEM;SG	N
actualidad	現任	actualidad	現任	N;FEM;SG	N
actualidad	目前	actualidad	目前	N;FEM;SG	N
pequeño	小	pequeño	小	ADJ;MASC;SG	ADJ
pequeño	微小	pequeño	微小	ADJ;MASC;SG	ADJ
zonas	地區	zona	地區	N;FEM;PL	N
única	獨特	único	獨特	ADJ;FEM;SG	ADJ
única	獨一	único	獨一	ADJ;FEM;SG	ADJ
ediciones	版本	edición	版本	N;FEM;PL	N
congreso	國會	congreso	國會	N;MASC;SG	N
guitarra	吉他	guitarra	吉他	N;FEM;SG	N
elementos	元素	elemento	元素	N;MASC;PL	N
elementos	要件	elemento	要件	N;MASC;PL	N
relaciones	關係	relación	關係	N;FEM;PL	N
relaciones	戀愛	relación	戀愛	N;FEM;PL	N
relaciones	感情	relación	感情	N;FEM;PL	N
relaciones	關係	relación	關係	N;FEM;PL	N
relaciones	關係	relación	關係	N;FEM;PL	N
horas	小時	hora	小時	N;FEM;PL	N
partes	部件	parte	部件	N;FEM;PL	N
text	文字	text	文字	N	N
text	案文	text	案文	N	N
lengua	舌頭	lengua	舌頭	N;FEM;SG	N
lengua	舌	lengua	舌	N;FEM;SG	N
lengua	語言	lengua	語言	N;FEM;SG	N
lengua	語	lengua	語	N;FEM;SG	N
lengua	語文	lengua	語文	N;FEM;SG	N
militares	軍方	militar	軍方	N;PL	N
militares	軍事	militar	軍事	N;PL	N
torre	塔	torre	塔	N;FEM;SG	N
torre	塔台	torre	塔台	N;FEM;SG	N
actividades	活動	actividad	活動	N;FEM;PL	N
cantón	縣	cantón	縣	N;MASC;SG	N
nuevas	新	nuevo	新	ADJ;FEM;PL	ADJ
sencillo	簡單	sencillo	簡單	ADJ;MASC;SG	ADJ
sencillo	輕鬆	sencillo	輕鬆	ADJ;MASC;SG	ADJ
sencillo	簡單	sencillo	簡單	ADJ;MASC;SG	ADJ
fuerte	強壯	fuerte	強壯	ADJ;SG	ADJ
fuerte	強烈	fuerte	強烈	ADJ;SG	ADJ
fuerte	堅強	fuerte	堅強	ADJ;SG	ADJ
jugadores	球員	jugador	球員	N;MASC;PL	N
jugadores	玩家	jugador	玩家	N;MASC;PL	N
jugadores	賭徒	jugador	賭徒	N;MASC;PL	N
empresas	企業	empresa	企業	N;FEM;PL	N
empresas	公司	empresa	公司	N;FEM;PL	N
empresas	企業	empresa	企業	N;FEM;PL	N
mercado	市場	mercado	市場	N;MASC;SG	N
mercado	市場	mercado	市場	N;MASC;SG	N
lucha	摔	lucha	摔	N;FEM;SG	N
lucha	格鬥	lucha	格鬥	N;FEM;SG	N
lucha	打架	lucha	打架	N;FEM;SG	N
lucha	戰鬥	lucha	戰鬥	N;FEM;SG	N
lucha	打架	lucha	打架	N;FEM;SG	N
lucha	戰鬥	lucha	戰鬥	N;FEM;SG	N
lucha	鬥爭	lucha	鬥爭	N;FEM;SG	N
lucha	奮鬥	lucha	奮鬥	N;FEM;SG	N
estructura	結構	estructura	結構	N;FEM;SG	N
ocupación	職業	ocupación	職業	N;FEM;SG	N
literatura	文獻	literatura	文獻	N;FEM;SG	N
literatura	文學	literatura	文學	N;FEM;SG	N
armas	軍	arma	軍	N;FEM;PL	N
armas	武器	arma	武器	N;FEM;PL	N
armas	兵器	arma	兵器	N;FEM;PL	N
armas	火器	arma	火器	N;FEM;PL	N
armas	槍械	arma	槍械	N;FEM;PL	N
armas	槍支	arma	槍支	N;FEM;PL	N
armas	槍械	arma	槍械	N;FEM;PL	N
energía	能量	energía	能量	N;FEM;SG	N
energía	能源	energía	能源	N;FEM;SG	N
idioma	語言	idioma	語言	N;MASC;SG	N
idioma	語	idioma	語	N;MASC;SG	N
idioma	語文	idioma	語文	N;MASC;SG	N
cabeza	頭	cabeza	頭	N;FEM;SG	N
cabeza	頭部	cabeza	頭部	N;FEM;SG	N
gobernador	省長	gobernador	省長	N;MASC;SG	N
gobernador	總督	gobernador	總督	N;MASC;SG	N
gobernador	州	gobernador	州	N;MASC;SG	N
mes	月	mes	月	N;MASC;SG	N
mes	個	mes	個	N;MASC;SG	N
mes	月份	mes	月份	N;MASC;SG	N
diferencia	差異	diferencia	差異	N;FEM;SG	N
diferencia	差額	diferencia	差額	N;FEM;SG	N
diferencia	區別	diferencia	區別	N;FEM;SG	N
diferencia	差別	diferencia	差別	N;FEM;SG	N
diferencia	差異	diferencia	差異	N;FEM;SG	N
objetivo	目標	objetivo	目標	N;MASC;SG	N
objetivo	目標	objetivo	目標	N;MASC;SG	N
objetivo	目標	objetivo	目標	N;MASC;SG	N
ruta	路線	ruta	路線	N;FEM;SG	N
economía	經濟	economía	經濟	N;FEM;SG	N
economía	經濟	economía	經濟	N;FEM;SG	N
economía	經濟	economía	經濟	N;FEM;SG	N
flores	花	flor	花	N;FEM;PL	N
flores	鮮花	flor	鮮花	N;FEM;PL	N
flores	花卉	flor	花卉	N;FEM;PL	N
flores	花兒	flor	花兒	N;FEM;PL	N
flores	花朵	flor	花朵	N;FEM;PL	N
flores	花	flor	花	N;FEM;PL	N
flores	花兒	flor	花兒	N;FEM;PL	N
flores	花朵	flor	花朵	N;FEM;PL	N
conde	數	conde	數	N;MASC;SG	N
conde	伯爵	conde	伯爵	N;MASC;SG	N
conde	數數	conde	數數	N;MASC;SG	N
conde	計數	conde	計數	N;MASC;SG	N
fase	階段	fase	階段	N;FEM;SG	N
resultados	成果	resultado	成果	N;MASC;PL	N
resultados	結果	resultado	結果	N;MASC;PL	N
niños	小孩	niño	小孩	N;MASC;PL	N
niños	兒童	niño	兒童	N;MASC;PL	N
colegio	學校	colegio	學校	N;MASC;SG	N
colegio	學院	colegio	學院	N;MASC;SG	N
colegio	書院	colegio	書院	N;MASC;SG	N
colegio	大學	colegio	大學	N;MASC;SG	N
tropas	部隊	tropa	部隊	N;FEM;PL	N
permite	許可	permitir	許可	V;IND;SG;3;PRS;FIN	V
sentido	感	sentido	感	N;MASC;SG	N
ficha	標籤	ficha	標籤	N;FEM;SG	N
siete	七七	siete	七七	NUM;PL	NUM
siete	七	siete	七	NUM;PL	NUM
siete	七	siete	七	NUM;PL	NUM
ets	性病	ets	性病	N;FEM;PL	N
ets	性病	ets	性病	N;FEM;PL	N
animales	動物	animal	動物	N;MASC;PL	N
animales	動物	animal	動物	N;MASC;PL	N
animales	寵物	animal	寵物	N;MASC;PL	N
esposa	妻子	esposa	妻子	N;FEM;SG	N
ríos	河流	río	河流	N;MASC;PL	N
realizar	表演	realizar	表演	V;NFIN	V
bar	酒吧	bar	酒吧	N;MASC;SG	N
medalla	獎章	medalla	獎章	N;FEM;SG	N
medalla	勳章	medalla	勳章	N;FEM;SG	N
medalla	獎牌	medalla	獎牌	N;FEM;SG	N
función	功能	función	功能	N;FEM;SG	N
función	職能	función	職能	N;FEM;SG	N
función	函數	función	函數	N;FEM;SG	N
programas	方案	programa	方案	N;MASC;PL	N
programas	方案	programa	方案	N;MASC;PL	N
programas	程式	programa	程式	N;MASC;PL	N
calidad	素質	calidad	素質	N;FEM;SG	N
calidad	品質	calidad	品質	N;FEM;SG	N
calidad	優質	calidad	優質	N;FEM;SG	N
calidad	質量	calidad	質量	N;FEM;SG	N
artistas	藝術	artista	藝術	N;PL	N
