ve	и	ve	и	CONJ	CONJ
dizi	серия	dizi	серия	N;NOM;SG;3	N;INAN;NOM;FEM;SG
dizi	массив	dizi	массив	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dizi	последовательность	dizi	последовательность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ayrı	отдельная	ayrı	отдельный	ADJ	ADJ;NOM;FEM;SG
ayrı	отдельный	ayrı	отдельный	ADJ	ADJ;NOM;MASC;SG
ayrı	отдельное	ayrı	отдельный	ADJ	ADJ;NOM;NEUT;SG
şampiyonası	чемпионат	şampiyon	чемпионат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şampiyonası	чемпионат	şampiyon	чемпионат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
göz	просмотр	göz	просмотр	N;NOM;SG;3	N;INAN;NOM;MASC;SG
göz	глаз	göz	глаз	N;NOM;SG;3	N;INAN;NOM;MASC;SG
göz	глаз	göz	глаз	N;NOM;SG;3	N;INAN;NOM;MASC;SG
göz	око	göz	око	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
mö	му	mö	му		
televizyon	телевидение	televizyon	телевидение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
televizyon	телевизор	televizyon	телевизор	N;NOM;SG;3	N;INAN;NOM;MASC;SG
galatasaray	галатасарай	galatasarayay	галатасарай	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
galatasaray	ливерпуль	galatasarayay	ливерпуль	N;NOM;SG;3	N;INAN;NOM;MASC;SG
karasal	наземные	karasal	наземный	ADJ	ADJ;NOM;PL
karasal	земное	karasal	земной	ADJ	ADJ;NOM;NEUT;SG
karasal	сухопутные	karasal	сухопутный	ADJ	ADJ;NOM;PL
karasal	наземных	karasal	наземный	ADJ	ADJ;GEN;PL
durum	статус	durum	статус	N;NOM;SG;3	N;INAN;NOM;MASC;SG
durum	состояние	durum	состояние	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
durum	ситуация	durum	ситуация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
durum	положение	durum	положение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
durum	условие	durum	условие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
durum	состояние	durum	состояние	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yıldız	стар	yıldız	стар		
gelenek	традиция	gelenek	традиция	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yanlış	неправильный	yanlış	неправильный	ADJ	ADJ;NOM;MASC;SG
yanlış	неверное	yanlış	неверный	ADJ	ADJ;NOM;NEUT;SG
yanlış	неверный	yanlış	неверный	ADJ	ADJ;NOM;MASC;SG
yanlış	неверно	yanlış	неверный	ADJ	ADJ;NEUT;SG
yanlış	неправильный	yanlış	неправильный	ADJ	ADJ;NOM;MASC;SG
yanlış	неправильно	yanlış	неправильный	ADJ	ADJ;NEUT;SG
yanlış	неверно	yanlış	неверный	ADJ	ADJ;NEUT;SG
yanlış	ложный	yanlış	ложный	ADJ	ADJ;NOM;MASC;SG
yanlış	ложное	yanlış	ложный	ADJ	ADJ;NOM;NEUT;SG
yanlış	ложные	yanlış	ложный	ADJ	ADJ;NOM;PL
al	возьми	al	брать	V;PFV;IMP;SG;2;POS;PRS	V;PFV;IMP;SG;2;FIN;ACT
al	принять	al	принять	V;PFV;IMP;SG;2;POS;PRS	V;PFV;NFIN;ACT
al	взять	al	брать	V;PFV;IMP;SG;2;POS;PRS	V;PFV;NFIN;ACT
al	получить	al	получить	V;PFV;IMP;SG;2;POS;PRS	V;PFV;NFIN;ACT
ses	звук	ses	звук	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	голос	ses	голос	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	звук	ses	звук	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	аудио	ses	аудио	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	шум	ses	шум	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	объём	ses	объем	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	объем	ses	объем	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ses	громкость	ses	громкость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
milli	национальные	milli	национальный	ADJ	ADJ;NOM;PL
milli	национальных	milli	национальный	ADJ	ADJ;GEN;PL
milli	национальная	milli	национальный	ADJ	ADJ;NOM;FEM;SG
milli	национальный	milli	национальный	ADJ	ADJ;NOM;MASC;SG
kitap	книга	kitap	книга	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ödülleri	награды	ödül	награда	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ödülleri	награды	ödül	награда	N;NOM;PL;3	N;INAN;NOM;FEM;PL
ödülleri	призы	ödül	приз	N;NOM;PL;3	N;INAN;NOM;MASC;PL
san	сан	san	сан		
kaldı	оставшийся	kal	остаться	V;PFV;IND;SG;3;POS;PST	V;PFV;NOM;MASC;SG;PST;V.PTCP;MID
kaldı	осталось	kal	остаться	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN;MID
kaldı	остался	kal	остаться	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;MID
kaldı	осталась	kal	остаться	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;MID
bakanı	министр	bakan	министр	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
geçti	прошел	geç	пройти	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
geçti	прошло	geç	пройти	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN;ACT
geçti	прошла	geç	пройти	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
krallık	царство	krallık	царство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
krallık	королевство	krallık	королевство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
doğdu	родилась	doğ	рождаться	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;MID
doğdu	родился	doğ	рождаться	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;MID
başkanlığı	председательство	başkanlık	председательство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
başkanlığı	президиум	başkanlık	президиум	N;NOM;SG;3	N;INAN;NOM;MASC;SG
başkanlığı	председательство	başkanlık	председательство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
as	туз	as	туз		
as	ас	as	аттосекунда		
bakanlığı	министерство	bakanlık	министерство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
durumu	статус	durum	статус	N;NOM;SG;3	N;INAN;NOM;MASC;SG
durumu	состояние	durum	состояние	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
durumu	условие	durum	условие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
durumu	состояние	durum	состояние	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kırmızı	красные	kırmızı	красный	ADJ	ADJ;NOM;PL
kırmızı	красная	kırmızı	красный	ADJ	ADJ;NOM;FEM;SG
kırmızı	красный	kırmızı	красный	ADJ	ADJ;NOM;MASC;SG
kırmızı	красное	kırmızı	красный	ADJ	ADJ;NOM;NEUT;SG
kırmızı	красного	kırmızı	красный	ADJ	ADJ;GEN;MASC;SG
atatürk	ататюрка	atatürk	ататюрка	N;NOM;SG;3	N;INAN;NOM;MASC;SG
atatürk	ататюрк	atatürk	ататюрк	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yardım	помощь	yardım	помощь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yardım	помощь	yardım	помощь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yardım	справка	yardım	справка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
oranı	ставка	oran	ставка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
oranı	соотношение	oran	соотношение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
şarkıcı	певица	şarkıcı	певица	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
şarkıcı	певец	şarkıcı	певец	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
hafta	неделя	hafta	неделя	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ekonomik	экономические	ekonomik	экономический	ADJ	ADJ;NOM;PL
ekonomik	экономическая	ekonomik	экономический	ADJ	ADJ;NOM;FEM;SG
ekonomik	экономического	ekonomik	экономический	ADJ	ADJ;GEN;MASC;SG
ekonomik	экономический	ekonomik	экономический	ADJ	ADJ;NOM;MASC;SG
adam	гай	adam	гай	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
adam	ги	adam	ги	N;NOM;SG;3	N;INAN;NOM;MASC;SG
adam	парень	adam	парень	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
adam	адам	adam	ад-м	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
adam	мужик	adam	мужик	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
adam	человек	adam	человек	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
adam	мужчина	adam	мужчина	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
hizmet	обслуживание	hizmet	обслуживание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
hizmet	услуга	hizmet	услуга	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hizmet	служба	hizmet	служба	N;NOM;SG;3	N;INAN;NOM;FEM;SG
hizmet	сервис	hizmet	сервис	N;NOM;SG;3	N;INAN;NOM;MASC;SG
hizmet	обслуживание	hizmet	обслуживание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
girdi	вступил	gir	вступить	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
sürekli	постоянно	sürekli	постоянно	ADV	ADV
sürekli	непрерывно	sürekli	непрерывно	ADV	ADV
basketbol	баскетбол	basketbol	баскетбол	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kullanımı	использование	kullanım	использование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kullanımı	употребление	kullanım	употребление	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kullanımı	использование	kullanım	использование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kullanımı	использование	kullanım	использование	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
belli	очевидные	belli	очевидный	ADJ	ADJ;NOM;PL
belli	очевидно	belli	очевидный	ADJ	ADJ;NEUT;SG
belli	очевидная	belli	очевидный	ADJ	ADJ;NOM;FEM;SG
belli	очевидна	belli	очевидный	ADJ	ADJ;FEM;SG
belli	очевидное	belli	очевидный	ADJ	ADJ;NOM;NEUT;SG
öldü	умер	öl	умереть	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
öldü	умерла	öl	умереть	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
öldü	погиб	öl	погибнуть	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
öldü	умер	öl	умереть	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
hızlı	быстрый	hızlı	быстрый	ADJ	ADJ;NOM;MASC;SG
hızlı	быстрая	hızlı	быстрый	ADJ	ADJ;NOM;FEM;SG
hızlı	скорейшего	hızlı	скорый	ADJ	ADJ;GEN;RL;MASC;SG
hızlı	быстрый	hızlı	быстрый	ADJ	ADJ;NOM;MASC;SG
hızlı	быстрая	hızlı	быстрый	ADJ	ADJ;NOM;FEM;SG
kiralık	аренда	kiralık	аренда	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kiralık	аренда	kiralık	аренда	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kiralık	прокат	kiralık	прокат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kiralık	аренда	kiralık	аренда	N;NOM;SG;3	N;INAN;NOM;FEM;SG
kiralık	прокат	kiralık	прокат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
zaten	уже	zaten	уже	ADV	ADV
madalya	медаль	madalya	медаль	N;NOM;SG;3	N;INAN;NOM;FEM;SG
azerbaycan	азербайджан	azerbaycan	азербайджанин	N;NOM;SG;3	N;INAN;NOM;MASC;SG
milletvekili	конгрессмен	milletvekili	конгрессмен	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sayfası	страница	sayfa	страница	N;NOM;SG;3	N;INAN;NOM;FEM;SG
değişiklik	изменение	değişiklik	изменение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
değişiklik	модификация	değişiklik	модификация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
değişiklik	изменение	değişiklik	изменение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
maddeler	вещества	madde	вещество	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
kulübü	клуб	kulüb	клуб	N;NOM;SG;3	N;INAN;NOM;MASC;SG
tanımlar	определения	tanım	определение	N;NOM;PL;3	N;INAN;NOM;NEUT;PL
fark	уведомление	fark	уведомление	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
fark	извещение	fark	извещение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
fark	реализация	fark	реализация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
fark	реализации	fark	реализация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
fark	отличие	fark	отличие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
fark	различие	fark	различие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
fark	разница	fark	разница	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ilçesi	округ	ilçe	округ	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ilçesi	район	ilçe	район	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kendini	себя	kendi	себя	PRO;ACC;SG;3;REFL	PRO;ACC
güncelleme	обновить	güncelle	обновить	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
hüseyin	хоссейн	hüsey	хоссейн		
baş	головка	baş	головка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
baş	голова	baş	голова	N;NOM;SG;3	N;INAN;NOM;FEM;SG
yaşam	жизнь	yaşam	жизнь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
isim	имя	isim	имя	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
isim	название	isim	название	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
gece	ночь	gece	ночь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
emin	уверен	emin	уверенный	ADJ	ADJ;MASC;SG
emin	уверены	emin	уверенный	ADJ	ADJ;PL
site	вебсайт	sit	вебсайт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
site	сайт	sit	сайт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
site	сайт	sit	сайт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
site	пк	sit	пк	N;NOM;SG;3	N;INAN;NOM;MASC;SG
sınıf	класс	sınıf	класс	N;NOM;SG;3	N;INAN;NOM;MASC;SG
dizisi	последовательность	dizi	последовательность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
seçildi	выбранный	seç	выбрать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
seçildi	избранный	seç	избрать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
seçildi	избранный	seç	избрать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
seçildi	избрана	seç	избрать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
seçildi	избран	seç	избрать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
seçildi	выбранный	seç	выбрать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
seçildi	выбран	seç	выбрать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
seçildi	выбрано	seç	выбрать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
yapılmış	сделанные	yap	делать	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
yapılmış	сделано	yap	делать	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
yapılmış	сделана	yap	делать	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
yapılmış	сделаны	yap	делать	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
sivas	сивас	sivas	сивас		
yukarıda	выше	yukarı	высокий	ADJ;ESS;SG;3	ADJ;CMPR
yapıldı	сделано	yap	делать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
yapıldı	сделана	yap	делать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
yapıldı	сделано	yap	делать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
yoğun	сис	yoğun	сис		
park	парк	park	парк	N;NOM;SG;3	N;INAN;NOM;MASC;SG
park	пак	park	пак	N;NOM;SG;3	N;INAN;NOM;MASC;SG
park	стоянка	park	стоянка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
park	парковка	park	парковка	N;NOM;SG;3	N;INAN;NOM;FEM;SG
siyasetçi	политик	siyasetçi	политик	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
edebiyat	литература	edebiyat	литература	N;NOM;SG;3	N;INAN;NOM;FEM;SG
haber	новость	haber	новость	N;NOM;SG;3	N;INAN;NOM;FEM;SG
annesi	мать	anne	мать	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
annesi	мама	anne	мама	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
annesi	матерь	anne	матерь	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
annesi	матушка	anne	матушка	N;NOM;SG;3	N;ANIM;NOM;FEM;SG
çalıştı	сработало	çalış	сработать	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;IND;SG;PST;FIN;ACT
yönetimi	менеджмент	yönetim	менеджмент	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yönetimi	руководство	yönetim	руководство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yönetimi	управление	yönetim	управление	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
yönetimi	администрация	yönetim	администрация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
bulundu	найдена	bulun	найти	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;SG;PST;V.PTCP;PASS
bulundu	найдено	bulun	найти	V;PFV;IND;SG;3;POS;PST	V;PFV;NEUT;SG;PST;V.PTCP;PASS
bulundu	нашла	bulun	найти	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
bulundu	найден	bulun	найти	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;SG;PST;V.PTCP;PASS
bazen	иногда	bazen	иногда	ADV	ADV
doğum	рождения	doğum	рождение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
doğum	рождение	doğum	рождение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
doğum	материнство	doğum	материнство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
güvenlik	безопасность	güvenlik	безопасность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
güvenlik	охрана	güvenlik	охрана	N;NOM;SG;3	N;INAN;NOM;FEM;SG
güvenlik	безопасность	güvenlik	безопасность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
başkenti	столица	başkent	столица	N;NOM;SG;3	N;INAN;NOM;FEM;SG
başkenti	капитал	başkent	капитал	N;NOM;SG;3	N;INAN;NOM;MASC;SG
camii	мечеть	camii	мечеть	N;NOM;SG;3	N;INAN;NOM;FEM;SG
derneği	ассоциация	dernek	ассоциация	N;NOM;SG;3	N;INAN;NOM;FEM;SG
www	www	www	www		
kuruldu	основанное	kur	основать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
kuruldu	основано	kur	основать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kuruldu	основанная	kur	основать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
kuruldu	основана	kur	основать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
kuruldu	основанный	kur	основать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
kuruldu	основан	kur	основать	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
kuruldu	установлено	kur	установить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kuruldu	установлен	kur	установить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
kuruldu	установлена	kur	установить	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
enstitüsü	институт	enstitü	институт	N;NOM;SG;3	N;INAN;NOM;MASC;SG
öğretim	инструкция	öğretim	инструкция	N;NOM;SG;3	N;INAN;NOM;FEM;SG
öğretim	факультет	öğretim	факультет	N;NOM;SG;3	N;INAN;NOM;MASC;SG
öğretim	обучение	öğretim	обучение	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
öğretim	преподавание	öğretim	преподавание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
star	стар	star	стар		
dikkat	внимание	dikkat	внимание	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
kurulmuş	основанное	kur	основать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
kurulmuş	основано	kur	основать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
kurulmuş	основанная	kur	основать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
kurulmuş	основана	kur	основать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
kurulmuş	основанный	kur	основать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
kurulmuş	основан	kur	основать	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
bilimsel	научный	bilimsel	научный	ADJ	ADJ;NOM;MASC;SG
bilimsel	научная	bilimsel	научный	ADJ	ADJ;NOM;FEM;SG
bilimsel	научное	bilimsel	научный	ADJ	ADJ;NOM;NEUT;SG
aşk	любовь	aşk	любовь	N;NOM;SG;3	N;INAN;NOM;FEM;SG
etkisi	эффект	etki	эффект	N;NOM;SG;3	N;INAN;NOM;MASC;SG
etkisi	влияние	etki	влияние	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
etkisi	воздействие	etki	воздействие	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
etkisi	результативность	etki	результативность	N;NOM;SG;3	N;INAN;NOM;FEM;SG
etkisi	влияние	etki	влияние	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
etkisi	эффект	etki	эффект	N;NOM;SG;3	N;INAN;NOM;MASC;SG
müdürlüğü	директорат	müdürlük	директорат	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yeşil	зелёные	yeşil	зеленый	ADJ	ADJ;NOM;PL
yeşil	зелёный	yeşil	зелёный	ADJ	ADJ;NOM;MASC;SG
yeşil	зелёная	yeşil	зеленый	ADJ	ADJ;NOM;FEM;SG
yeşil	зеленый	yeşil	зеленый	ADJ	ADJ;NOM;MASC;SG
ailesi	семья	aile	семья	N;NOM;SG;3	N;INAN;NOM;FEM;SG
ailesi	семейство	aile	семейство	N;NOM;SG;3	N;INAN;NOM;NEUT;SG
insanlar	люди	insan	человек	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
