the	το	the	ο	DET;DEF	DET;NOM;DEF;NEUT;SG
population	πληθυσμός	population	πληθυσμός	N;SG	N;NOM;MASC;SG
population	πληθυσμού	population	πληθυσμός	N;SG	N;GEN;MASC;SG
air	αερα	air	αέρας	N;SG	N;ACC;MASC;SG
air	αέρα	air	αέρας	N;SG	N;ACC;MASC;SG
air	αέρας	air	αέρας	N;SG	N;NOM;MASC;SG
german	γερμανός	german	γερμανός	ADJ	ADJ;NOM;MASC;SG
german	γερμανικό	german	γερμανικός	ADJ	ADJ;NOM;NEUT;SG
german	γερμανική	german	γερμανικός	ADJ	ADJ;NOM;FEM;SG
law	νόμο	law	νόμος	N;SG	N;ACC;MASC;SG
law	δίκαιο	law	δίκαιο	N;SG	N;NOM;NEUT;SG
law	νόμος	law	νόμος	N;SG	N;NOM;MASC;SG
military	στρατιωτικός	military	στρατιωτικός	ADJ	ADJ;NOM;MASC;SG
military	στρατιωτική	military	στρατιωτικός	ADJ	ADJ;NOM;FEM;SG
military	στρατιωτικοί	military	στρατιωτικός	ADJ	ADJ;NOM;MASC;PL
great	τέλεια	great	τέλεια	ADJ	ADJ;NOM;FEM;SG
within	εντός	within	εντός	ADV	ADV
clubs	λέσχες	club	λέσχω	N;PL	N;NOM;FEM;PL
published	δημοσιεύθηκε	publish	δημοσιεύω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
published	δημοσιευθεί	publish	δημοσιεύω	V;PST;V.PTCP	V;PFV;NFIN;PASS
published	δημοσιεύτηκε	publish	δημοσιεύω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
park	πάρκο	park	πάρκο	N;SG	N;NOM;NEUT;SG
official	αξιωματούχος	official	αξιωματούχος	N;SG	N;NOM;MASC;SG
case	περίπτωση	case	περίπτωση	N;SG	N;ACC;FEM;SG
case	υποθεση	case	υποθεση	N;SG	N;NOM;FEM;SG
case	υπόθεση	case	υπόθεση	N;SG	N;NOM;FEM;SG
times	φορές	time	φορά	N;PL	N;NOM;FEM;PL
times	χρόνοι	time	χρόνος	N;PL	N;NOM;MASC;PL
small	μικρή	small	μικρός	ADJ	ADJ;NOM;FEM;SG
small	μικρό	small	μικρός	ADJ	ADJ;NOM;NEUT;SG
small	μικρές	small	μικρός	ADJ	ADJ;NOM;FEM;PL
small	μικρός	small	μικρός	ADJ	ADJ;NOM;MASC;SG
different	διαφορετικός	different	διαφορετικός	ADJ	ADJ;NOM;MASC;SG
different	διαφορετικοί	different	διαφορετικός	ADJ	ADJ;NOM;MASC;PL
different	διαφορετική	different	διαφορετικός	ADJ	ADJ;NOM;FEM;SG
different	διαφορετικό	different	διαφορετικός	ADJ	ADJ;NOM;NEUT;SG
due	οφειλόμενη	due	οφειλόμενος	ADJ	ADJ;NOM;FEM;SG
village	χωριο	village	χωριο	N;SG	N;NOM;NEUT;SG
village	χωριό	village	χωριό	N;SG	N;NOM;NEUT;SG
art	τέχνη	art	τέχνω	N;SG	N;NOM;FEM;SG
art	τεχνη	art	τεχνς	N;SG	N;NOM;FEM;SG
player	παίκτης	player	παίκτης	N;SG	N;NOM;MASC;SG
player	παίκτη	player	παίκτης	N;SG	N;ACC;MASC;SG
player	παίχτης	player	παίχτης	N;SG	N;NOM;MASC;SG
player	παίχτη	player	παίχτης	N;SG	N;ACC;MASC;SG
final	τελικός	final	τελικός	ADJ	ADJ;NOM;MASC;SG
final	τελικό	final	τελικός	ADJ	ADJ;NOM;NEUT;SG
final	τελική	final	τελικός	ADJ	ADJ;NOM;FEM;SG
community	κοινοτητα	community	κοινοτητα	N;SG	N;NOM;FEM;SG
community	κοινότητα	community	κοινότητα	N;SG	N;ACC;FEM;SG
community	κοινότητας	community	κοινότητα	N;SG	N;GEN;FEM;SG
again	πάλι	again	πάλι	ADV	ADV
again	ξανά	again	ξανά	ADV	ADV
again	παλι	again	παλι	ADV	ADV
army	στρατός	army	στρατός	N;SG	N;NOM;MASC;SG
army	στρατό	army	στρατός	N;SG	N;ACC;MASC;SG
award	βραβείο	award	βραβείο	N;SG	N;NOM;NEUT;SG
death	θάνατος	death	θάνατος	N;SG	N;NOM;MASC;SG
death	θάνατο	death	θάνατος	N;SG	N;ACC;MASC;SG
built	κατασκευάστηκε	build	κατασκευάζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
built	έχτισε	build	χτίζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
built	χτίστηκε	build	χτίζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
built	χτισμένο	build	χτίζω	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
men	ανδρες	man	άντρας	N;PL	N;NOM;MASC;PL
men	άντρες	man	άντρας	N;PL	N;NOM;MASC;PL
men	άνδρες	man	άντρας	N;PL	N;NOM;MASC;PL
large	μεγάλα	large	μεγάλος	ADJ	ADJ;NOM;NEUT;PL
large	μεγάλο	large	μεγάλος	ADJ	ADJ;NOM;NEUT;SG
using	χρησιμοποιώντας	use	χρησιμοποιώ	V;V.MSDR	V;IPFV;V.CVB;ACT
white	λευκός	white	λευκός	ADJ	ADJ;NOM;MASC;SG
white	λευκή	white	λευκός	ADJ	ADJ;NOM;FEM;SG
five	πεντε	five	πεντε	NUM	NUM
five	πέντε	five	πέντε	NUM	NUM;NOM;MASC;PL
central	κεντρικό	central	κεντρικός	ADJ	ADJ;NOM;NEUT;SG
central	κεντρική	central	κεντρικός	ADJ	ADJ;NOM;FEM;SG
central	κεντρικός	central	κεντρικός	ADJ	ADJ;NOM;MASC;SG
road	οδός	road	οδός	N;SG	N;NOM;FEM;SG
road	δρόμος	road	δρόμος	N;SG	N;NOM;MASC;SG
road	δρόμο	road	δρόμος	N;SG	N;ACC;MASC;SG
children	παιδια	child	παιδί	N;PL	N;NOM;NEUT;PL
children	τέκνα	child	τέκνα	N;PL	N;NOM;NEUT;PL
children	παιδιά	child	παιδί	N;PL	N;NOM;NEUT;PL
free	ελεύθερος	free	ελεύθερος	ADJ	ADJ;NOM;MASC;SG
free	ελεύθερη	free	ελεύθερος	ADJ	ADJ;NOM;FEM;SG
took	πήρε	take	παίρνω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
include	συμπεριλάβετε	include	συμπεριλαμβάνω	V;IND;PRS;FIN	V;PFV;IND;PL;2;FIN;ACT
include	περιλαμβάνουν	include	περιλαμβάνω	V;IND;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
association	σύνδεσης	association	σύνδεση	N;SG	N;GEN;FEM;SG
association	ένωση	association	ένωση	N;SG	N;NOM;FEM;SG
down	κάτω	down	κάτω	ADV	ADV
down	κατω	down	κατω	ADV	ADV
source	πηγή	source	πηγή	N;SG	N;NOM;FEM;SG
source	πηγη	source	πηγο	N;SG	N;NOM;FEM;SG
man	άνθρωπος	man	άνθρωπος	N;SG	N;NOM;MASC;SG
version	έκδοση	version	έκδοση	N;SG	N;ACC;FEM;SG
version	εκδοχή	version	εκδοχή	N;SG	N;ACC;FEM;SG
written	γράφτηκε	write	γράφτω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
written	γραμμένα	write	γραμμένος	V;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
written	γράψει	write	γράψει	V;PST;V.PTCP	V;PFV;NFIN;ACT
written	γραμμένο	write	γραμμένος	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
created	δημιουργήθηκε	create	δημιουργώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
created	δημιούργησε	create	δημιουργώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
created	δημιουργήθηκαν	create	δημιουργώ	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
media	μμε	media	μμε	N;SG	N
black	μαύρη	black	μαύρος	ADJ	ADJ;NOM;FEM;SG
report	έκθεση	report	έκθεση	N;SG	N;ACC;FEM;SG
report	εκθεση	report	εκθεση	N;SG	N;ACC;FEM;SG
report	αναφορα	report	αναφορά	N;SG	N;ACC;FEM;SG
report	αναφορά	report	αναφορά	N;SG	N;NOM;FEM;SG
building	κτίριο	building	κτίριο	N;SG	N;NOM;NEUT;SG
building	κτήριο	building	κτήριο	N;SG	N;NOM;NEUT;SG
division	μεραρχία	division	μεραρχία	N;SG	N;ACC;FEM;SG
division	διαίρεση	division	διαίρεση	N;SG	N;NOM;FEM;SG
comment	σχόλιο	comment	σχόλιο	N;SG	N;NOM;NEUT;SG
having	έχοντας	have	έχω	V;V.MSDR	V;IPFV;V.CVB;ACT
king	βασιλεύς	king	βασιλής	N;SG	N;NOM;MASC;SG
king	βασιλιάς	king	βασιλιάς	N;SG	N;NOM;MASC;SG
king	βασιλιά	king	βασιλιάς	N;SG	N;ACC;MASC;SG
stadium	στάδιο	stadium	στάδιο	N;SG	N;NOM;NEUT;SG
stadium	γήπεδο	stadium	γήπεδο	N;SG	N;NOM;NEUT;SG
died	πέθανε	die	πεθαίνω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
died	πεθανε	die	πεθαίνω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
ship	σκάφος	ship	σκάφος	N;SG	N;NOM;NEUT;SG
ship	καράβι	ship	καράβι	N;SG	N;NOM;NEUT;SG
ship	πλοίο	ship	πλοίο	N;SG	N;NOM;NEUT;SG
research	έρευνα	research	έρευνα	N;SG	N;NOM;FEM;SG
research	ερευνα	research	ερευνα	N;SG	N;NOM;FEM;SG
archive	αρχειοθέτηση	archive	αρχειοθέτηση	N;SG	N;ACC;FEM;SG
archive	αρχείο	archive	αρχείο	N;SG	N;NOM;NEUT;SG
places	τοποθεσίες	place	τοποθεσία	N;PL	N;NOM;FEM;PL
places	τόποι	place	τόπος	N;PL	N;NOM;MASC;PL
places	μέρη	place	μέρος	N;PL	N;NOM;NEUT;PL
undo	αναίρεση	undo	αναίρεση	N;SG	N;ACC;FEM;SG
cup	κύπελλο	cup	κύπελλος	N;SG	N;NOM;NEUT;SG
cup	κούπα	cup	κούπα	N;SG	N;NOM;FEM;SG
cup	φλιτζάνι	cup	φλιτζάνι	N;SG	N;NOM;NEUT;SG
records	αρχεία	record	αρχείο	N;PL	N;NOM;NEUT;PL
records	δίσκοι	record	δίσκος	N;PL	N;NOM;MASC;PL
often	συχνα	often	συχνα	ADV	ADV
often	συχνά	often	συχνά	ADV	ADV
few	λίγοι	few	λίγος	ADJ	ADJ;NOM;MASC;PL
few	λίγες	few	λίγος	ADJ	ADJ;NOM;FEM;PL
received	ελήφθη	receive	λαμβάνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
received	έλαβε	receive	λαμβάνω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
side	πλευρα	side	πλευρα	N;SG	N;ACC;FEM;SG
side	πλευρά	side	πλευρά	N;SG	N;ACC;FEM;SG
power	εξουσία	power	εξουσία	N;SG	N;NOM;FEM;SG
power	δύναμη	power	δύναμη	N;SG	N;ACC;FEM;SG
power	ισχύς	power	ισχύς	N;SG	N;NOM;FEM;SG
education	εκπαίδευση	education	εκπαίδευση	N;SG	N;ACC;FEM;SG
education	παιδεία	education	παιδεία	N;SG	N;NOM;FEM;SG
category	κατηγορια	category	κατηγορία	N;SG	N;NOM;FEM;SG
category	κατηγορία	category	κατηγορία	N;SG	N;NOM;FEM;SG
water	νερό	water	νερό	N;SG	N;NOM;NEUT;SG
water	νερο	water	νερο	N;SG	N;NOM;NEUT;SG
political	πολιτικό	political	πολιτικός	ADJ	ADJ;NOM;NEUT;SG
species	ειδη	species	ειδη	N;PL	N;NOM;NEUT;PL
species	είδη	species	είδος	N;PL	N;NOM;NEUT;PL
field	πεδίο	field	πεδίο	N;SG	N;NOM;NEUT;SG
near	κοντά	near	κοντά	ADV	ADV
video	βιντεο	video	βιντεο	N;SG	N
video	βίντεο	video	βίντεο	N;SG	N;NEUT;SG
island	νησί	island	νησί	N;SG	N;NOM;NEUT;SG
island	νησι	island	νησι	N;SG	N;NOM;NEUT;SG
form	μορφη	form	μορφη	N;SG	N;NOM;FEM;SG
form	μορφή	form	μορφή	N;SG	N;NOM;FEM;SG
form	έντυπο	form	έντυπο	N;SG	N;NOM;NEUT;SG
form	φόρμα	form	φόρμα	N;SG	N;ACC;FEM;SG
find	βρείτε	find	βρίσκω	V;IMP;FIN	V;PFV;IMP;PL;2;FIN;ACT
served	υπηρέτησε	serve	υπηρετώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
play	παιχνίδι	play	παιχνίδι	N;SG	N;NOM;NEUT;SG
project	έργο	project	έργο	N;SG	N;NOM;NEUT;SG
project	εργο	project	εργο	N;SG	N;NOM;NEUT;SG
project	σχέδιο	project	σχέδιο	N;SG	N;NOM;NEUT;SG
radio	ασύρματο	radio	άσυρμα	N;SG	N;NOM;NEUT;SG
radio	ραδιόφωνο	radio	ραδιόφωνος	N;SG	N;NOM;NEUT;SG
radio	ραδιο	radio	ραδιο	N;SG	N
works	εργάζεται	work	εργάζομαι	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
works	δουλεύει	work	δουλεύω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
proposed	προτεινόμενη	propose	προτεινόμενος	V;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
proposed	προτεινόμενο	propose	προτεινόμενος	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
proposed	προτεινόμενος	propose	προτεινόμενος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
proposed	προτεινόμενες	propose	προτεινόμενος	V;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
development	εξέλιξη	development	εξέλιξη	N;SG	N;ACC;FEM;SG
development	ανάπτυξη	development	ανάπτυξη	N;SG	N;ACC;FEM;SG
development	αναπτυξη	development	αναπτυξη	N;SG	N;NOM;FEM;SG
example	παράδειγμα	example	παράδειγμα	N;SG	N;NOM;NEUT;SG
example	παραδειγμα	example	παραδειγμα	N;SG	N;NOM;NEUT;SG
union	ένωση	union	ένωση	N;SG	N;NOM;FEM;SG
union	ενωση	union	ενωση	N;SG	N;NOM;FEM;SG
union	συνδικάτο	union	συνδικάτο	N;SG	N;NOM;NEUT;SG
union	σωματείο	union	σωματείο	N;SG	N;NOM;NEUT;SG
special	ειδική	special	ειδικός	ADJ	ADJ;NOM;FEM;SG
region	περιφέρεια	region	περιφέρεια	N;SG	N;NOM;FEM;SG
region	περιοχή	region	περιοχή	N;SG	N;NOM;FEM;SG
little	μικρή	little	μικρός	ADJ	ADJ;NOM;FEM;SG
little	μικρό	little	μικρός	ADJ	ADJ;NOM;NEUT;SG
short	κοντή	short	κοντός	ADJ	ADJ;NOM;FEM;SG
short	κοντός	short	κοντός	ADJ	ADJ;NOM;MASC;SG
province	επαρχία	province	επαρχία	N;SG	N;NOM;FEM;SG
western	δυτική	western	δυτικός	ADJ	ADJ;NOM;FEM;SG
son	γιος	son	γιος	N;SG	N;NOM;MASC;SG
son	υιός	son	υιός	N;SG	N;NOM;MASC;SG
council	συμβούλιο	council	συμβούλιο	N;SG	N;NOM;NEUT;SG
current	τρέχουσα	current	τρέχων	ADJ	ADJ;NOM;FEM;SG
current	τρέχουσες	current	τρέχων	ADJ	ADJ;NOM;FEM;PL
current	τρέχον	current	τρέχον	ADJ	ADJ;NOM;NEUT;SG
street	οδός	street	οδός	N;SG	N;NOM;FEM;SG
street	δρόμος	street	δρόμος	N;SG	N;NOM;MASC;SG
full	πλήρη	full	πλήρης	ADJ	ADJ;NOM;FEM;SG
full	πλήρης	full	πλήρης	ADJ	ADJ;NOM;FEM;SG
red	κόκκινη	red	κόκκινος	ADJ	ADJ;NOM;FEM;SG
red	κόκκινα	red	κόκκινος	ADJ	ADJ;NOM;NEUT;PL
red	κόκκινος	red	κόκκινος	ADJ	ADJ;NOM;MASC;SG
department	τμήμα	department	τμήμα	N;SG	N;NOM;NEUT;SG
department	τμημα	department	τμημα	N;SG	N;NOM;NEUT;SG
help	βοηθεια	help	βοηθεια	N;SG	N;ACC;FEM;SG
help	βοήθεια	help	βοήθεια	N;SG	N;ACC;FEM;SG
preserved	διατηρημένο	preserve	διατηρώ	V;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
preserved	διατηρημένα	preserve	διατηρώ	V;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
preserved	διατηρήθηκαν	preserve	διατηρώ	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
open	ανοικτό	open	ανοιχτός	ADJ	ADJ;NOM;NEUT;SG
force	δύναμη	force	δύναμη	N;SG	N;ACC;FEM;SG
position	στίγμα	position	στίγμα	N;SG	N;NOM;NEUT;SG
position	θεση	position	θεση	N;SG	N;ACC;FEM;SG
position	θέση	position	θέση	N;SG	N;ACC;FEM;SG
head	κεφαλής	head	κεφαλής	N;SG	N;GEN;FEM;SG
head	κεφαλή	head	κεφαλή	N;SG	N;ACC;FEM;SG
head	κεφάλι	head	κεφάλι	N;SG	N;NOM;NEUT;SG
director	διευθυντή	director	διευθυντής	N;SG	N;ACC;MASC;SG
director	διευθύντρια	director	διευθύντρια	N;SG	N;NOM;FEM;SG
director	σκηνοθέτης	director	σκηνόθετος	N;SG	N;NOM;MASC;SG
director	διευθυντής	director	διευθυντής	N;SG	N;NOM;MASC;SG
father	πατερα	father	πατέρα	N;SG	N;VOC;MASC;SG
father	πατέρας	father	πατέρα	N;SG	N;NOM;MASC;SG
father	πατέρα	father	πατέρα	N;SG	N;ACC;MASC;SG
father	πάτερ	father	πάτερ	N;SG	N;VOC;MASC;SG
track	τροχιά	track	τροχιά	N;SG	N;NOM;FEM;SG
track	πίστα	track	πίστα	N;SG	N;ACC;FEM;SG
never	ποτέ	never	ποτέ	ADV	ADV
never	ποτε	never	ποτε	ADV	ADV
australian	αυστραλός	australian	αυστραλός	ADJ	ADJ;NOM;MASC;SG
level	επίπεδο	level	επίπεδο	N;SG	N;NOM;NEUT;SG
level	στάθμη	level	στάθμη	N;SG	N;ACC;FEM;SG
late	αργά	late	αργά	ADV	ADV
summer	καλοκαιρι	summer	καλοκαιρι	N;SG	N;NOM;NEUT;SG
summer	καλοκαίρι	summer	καλοκαίρι	N;SG	N;NOM;NEUT;SG
summer	σάμμερ	summer	σάμμερ	N;SG	N
society	κοινωνία	society	κοινωνία	N;SG	N;NOM;FEM;SG
society	κοινωνια	society	κοινωνια	N;SG	N;NOM;FEM;SG
moved	μετακόμισε	move	μετακομίζω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
moved	μεταφέρθηκε	move	μεταφέρω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
moved	κινήθηκε	move	κινώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
moved	μετακινήθηκε	move	μετακινώ	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
moved	συγκινημένος	move	συγκινημένος	V;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
office	γραφείο	office	γραφείο	N;SG	N;NOM;NEUT;SG
period	περίοδος	period	περίοδος	N;SG	N;NOM;FEM;SG
period	περίοδο	period	περίοδος	N;SG	N;ACC;FEM;SG
championship	πρωτάθλημα	championship	πρωτάθλημα	N;SG	N;NOM;NEUT;SG
story	ιστορία	story	ιστορία	N;SG	N;NOM;FEM;SG
story	ιστορια	story	ιστορια	N;SG	N;NOM;FEM;SG
songs	τραγούδια	song	τραγούδιο	N;PL	N;NOM;NEUT;PL
various	διάφορες	various	διάφορος	ADJ	ADJ;NOM;FEM;PL
file	φάκελος	file	φάκελος	N;SG	N;NOM;MASC;SG
file	αρχείο	file	αρχείο	N;SG	N;NOM;NEUT;SG
days	ημέρες	day	ημέρα	N;PL	N;NOM;FEM;PL
days	μέρες	day	μέρα	N;PL	N;NOM;FEM;PL
land	γη	land	γη	N;SG	N;NOM;FEM;SG
land	στεριά	land	στεριά	N;SG	N;NOM;FEM;SG
reason	αιτία	reason	αιτία	N;SG	N;NOM;FEM;SG
reason	λόγος	reason	λόγος	N;SG	N;NOM;MASC;SG
european	ευρωπαϊκή	european	ευρωπαϊκός	ADJ	ADJ;NOM;FEM;SG
term	όρος	term	όρος	N;SG	N;NOM;MASC;SG
six	έξι	six	έξι	NUM	NUM;NOM;MASC;PL
six	εξι	six	εξι	NUM	NUM
post	δημοσίευση	post	δημοσίευση	N;SG	N;NOM;FEM;SG
post	ποστ	post	ποστ	N;SG	N;NOM;NEUT;SG
why	γιατι	why	γιατι	ADV	ADV
produced	παρήχθησαν	produce	παραχθώ	V;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
subject	υποκείμενο	subject	υποκείμενο	N;SG	N;NOM;NEUT;SG
subject	θέμα	subject	θέμα	N;SG	N;NOM;NEUT;SG
young	νέος	young	νέος	ADJ	ADJ;NOM;MASC;SG
science	επιστήμη	science	επιστήμα	N;SG	N;NOM;FEM;SG
related	σχετική	related	σχετικός	ADJ	ADJ;NOM;FEM;SG
related	σχετικές	related	σχετικός	ADJ	ADJ;NOM;FEM;PL
related	σχετικό	related	σχετικός	ADJ	ADJ;NOM;NEUT;SG
rock	πέτρα	rock	πέτρο	N;SG	N;NOM;FEM;SG
rock	βράχος	rock	βράχος	N;SG	N;NOM;MASC;SG
archived	αρχειοθετημένες	archive	αρχειοθετώ	V;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
railway	σιδηρόδρομος	railway	σιδηρόδρομος	N;SG	N;NOM;MASC;SG
students	σπουδαστές	student	σπουδαστής	N;PL	N;NOM;MASC;PL
students	μαθητές	student	μαθητής	N;PL	N;NOM;MASC;PL
students	φοιτητές	student	φοιτητής	N;PL	N;NOM;MASC;PL
started	ξεκίνησα	start	ξεκινώ	V;IND;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
started	άρχισε	start	αρχίζω	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
started	ξεκίνησε	start	ξεκινώ	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
news	νεα	news	νέος	N;SG	N;NOM;FEM;SG
described	περιγράφηκε	describe	περιγράφω	V;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
role	ρόλος	role	ρόλος	N;SG	N;NOM;MASC;SG
role	ρόλο	role	ρόλος	N;SG	N;ACC;MASC;SG
election	εκλογή	election	εκλογή	N;SG	N;NOM;FEM;SG
present	παρόντες	present	παρών	ADJ	ADJ;NOM;MASC;PL
present	παρούσα	present	παρών	ADJ	ADJ;NOM;FEM;SG
indian	ινδικό	indian	ινδικός	ADJ	ADJ;NOM;NEUT;SG
indian	ινδός	indian	ινδός	ADJ	ADJ;NOM;MASC;SG
indian	ινδική	indian	ινδικός	ADJ	ADJ;NOM;FEM;SG
books	βιβλία	book	βιβλία	N;PL	N;NOM;NEUT;PL
books	βιβλια	book	βιβλια	N;PL	N;NOM;NEUT;PL
important	σημαντική	important	σημαντικός	ADJ	ADJ;NOM;FEM;SG
important	σημαντικό	important	σημαντικός	ADJ	ADJ;NOM;NEUT;SG
important	σημαντικός	important	σημαντικός	ADJ	ADJ;NOM;MASC;SG
northern	βόρειος	northern	βόρειος	ADJ	ADJ;NOM;MASC;SG
northern	βόρειο	northern	βόρειο	ADJ	ADJ;NOM;NEUT;SG
canadian	καναδική	canadian	καναδικός	ADJ	ADJ;NOM;FEM;SG
press	τύπου	press	τύπος	N;SG	N;GEN;MASC;SG
press	τύπος	press	τύπος	N;SG	N;NOM;MASC;SG
type	τύπου	type	τύπος	N;SG	N;GEN;MASC;SG
type	τύπος	type	τύπος	N;SG	N;NOM;MASC;SG
type	είδος	type	είδος	N;SG	N;NOM;NEUT;SG
act	πράξη	act	πράξη	N;SG	N;ACC;FEM;SG
editor	συντάκτης	editor	συντάκτης	N;SG	N;NOM;MASC;SG
editor	εκδότη	editor	εκδότης	N;SG	N;VOC;MASC;SG
editor	επεξεργαστής	editor	επεξεργαστής	N;SG	N;NOM;MASC;SG
editor	εκδότης	editor	εκδότης	N;SG	N;NOM;MASC;SG
came	ήρθε	come	έρχομαι	V;IND;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
schools	σχολεία	school	σχολείο	N;PL	N;NOM;NEUT;PL
schools	σχολές	school	σχολή	N;PL	N;NOM;FEM;PL
program	πρόγραμμα	program	πρόγραμμα	N;SG	N;NOM;NEUT;SG
issue	τεύχος	issue	τεύχος	N;SG	N;NOM;NEUT;SG
social	κοινωνικές	social	κοινωνικός	ADJ	ADJ;NOM;FEM;PL
social	κοινωνικό	social	κοινωνικός	ADJ	ADJ;NOM;NEUT;SG
social	κοινωνικη	social	κοινωνικός	ADJ	ADJ;NOM;FEM;SG
social	κοινωνική	social	κοινωνικός	ADJ	ADJ;NOM;FEM;SG
production	παραγωγή	production	παραγωγή	N;SG	N;NOM;FEM;SG
production	παραγωγής	production	παραγωγή	N;SG	N;GEN;FEM;SG
male	άνδρας	male	άντρας	N;SG	N;NOM;MASC;SG
male	άρρεν	male	άρρεν	N;SG	N;NOM;MASC;SG
