zijn	हैं	zijn	है	V;PL;PRS;FIN	V;IND;PL;3;PRS;FIN;ACT
stadium	स्टेडियम	stadium	स्टेडियम	N;NEUT;SG	N;NOM;MASC;SG;3
stadium	चरण	stadium	चरण	N;NEUT;SG	N;NOM;MASC;SG;3
stadium	स्टेज	stadium	स्टेज	N;NEUT;SG	N;NOM;MASC;SG;3
geboren	जन्मे	geboren	जन्मा	V;V.PTCP	V;MASC;IND;SG;3;FIN;ACT
altijd	हमेशा	altijd	हमेशा	ADV	ADV
vrouw	औरत	vrouw	औरत	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vrouw	महिला	vrouw	महिला	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vrouw	स्त्री	vrouw	स्त्री	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vrouw	स्त्री	vrouw	स्त्री	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vrouw	महिला	vrouw	महिला	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vrouw	मादा	vrouw	मादा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrouw	पत्नी	vrouw	पत्नी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vrouw	बीवी	vrouw	बीवी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
meestal	प्रायः	meestal	प्रायः	ADV	ADV
meestal	अधिकांशतः	meestal	अधिकांशतः	ADV	ADV
vijf	पांच	vijf	पांच	NUM	NUM
vijf	पाँच	vijf	पाँच	NUM	NUM
muziek	संगीत	muziek	संगीत	N;MASC+FEM;SG	N;NOM;MASC;SG;3
muziek	म्यूज़िक	muziek	म्यूज़िक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
partij	दल	partij	दल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
partij	पार्टी	partij	पार्टी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
partij	बैच	partij	बैच	N;MASC+FEM;SG	N;NOM;MASC;SG;3
geval	केस	geval	केस	N;NEUT;SG	N;NOM;MASC;SG;3
geval	मामला	geval	मामला	N;NEUT;SG	N;NOM;MASC;SG;3
wereld	दुनिया	wereld	दुनिया	N;MASC+FEM;SG	N;NOM;FEM;SG;3
wereld	विश्व	wereld	विश्व	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wereld	संसार	wereld	संसार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
einde	अंत	einde	अंत	N;NEUT;SG	N;NOM;MASC;SG;3
einde	समाप्ति	einde	समाप्ति	N;NEUT;SG	N;NOM;FEM;SG;3
einde	समाप्ति	einde	समाप्ति	N;NEUT;SG	N;NOM;FEM;SG;3
geschreven	लिखी	schrijven	लिख	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
geschreven	लिखा	schrijven	लिख	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
informatie	सुचना	informatie	सुचना	N;MASC+FEM;SG	N;NOM;FEM;SG;3
informatie	एनोटेशन	informatie	एनोटेशन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
informatie	जानकारी	informatie	जानकारी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
informatie	सूचना	informatie	सूचना	N;MASC+FEM;SG	N;NOM;FEM;SG;3
lange	लंबी	lang	लंबा	ADJ	ADJ;NOM;FEM;SG
lange	लंबा	lang	लंबा	ADJ	ADJ;MASC;SG
lange	लम्बी	lang	लंबा	ADJ	ADJ;NOM;FEM;SG
kinderen	बच्चों	kind	बच्चा	N;PL	N;ACC;MASC;PL;3
kinderen	बच्चे	kind	बच्चा	N;PL	N;NOM;MASC;PL;3
eerder	पहले	eerder	पहले	ADV	ADV;NOM;MASC;SG;3
geven	दे	geven	दे	V;NFIN	V;FIN;ACT
museum	संग्रहालय	museum	संग्रहालय	N;NEUT;SG	N;NOM;MASC;SG;3
nemen	लेने	nemen	ले	V;NFIN	V;MASC;NFIN;ACT
nemen	लें	nemen	ले	V;NFIN	V;SBJV;PL;3;FIN;ACT
nemen	ले	nemen	ले	V;NFIN	V;ACT
nemen	लो	nemen	ले	V;NFIN	V;SBJV;SG;FIN;ACT
hoewel	हालाँकि	hoewel	हालाँकि	CONJ	CONJ
hoewel	हालांकि	hoewel	हालांकि	CONJ	CONJ
hoewel	हालांकि	hoewel	हालांकि	CONJ	CONJ
snel	तेज	snel	तेज	ADJ	ADJ
eind	अंत	eind	अंत	N;NEUT;SG	N;NOM;MASC;SG;3
eind	समाप्ति	eind	समाप्ति	N;NEUT;SG	N;NOM;FEM;SG;3
departement	विभाग	departement	विभाग	N;NEUT;SG	N;NOM;MASC;SG;3
lichaam	जिस्म	lichaam	जिस्म	N;NEUT;SG	N;NOM;MASC;SG;3
lichaam	बॉडी	lichaam	बॉडी	N;NEUT;SG	N;NOM;FEM;SG;3
lichaam	शरीर	lichaam	शरीर	N;NEUT;SG	N;NOM;MASC;SG;3
census	जनगणना	census	जनगणना	N;NEUT;SG	N;NOM;FEM;SG;3
census	जनसांख्यिकी	census	जनसांख्यिकी	N;NEUT;SG	N;NOM;MASC;SG;3
gespeeld	निभाई	spelen	निभा	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
wie	कौन	wie	कौन	PRO;3	PRO
wedstrijd	गेम	wedstrijd	गेम	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	खेल	wedstrijd	खेल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	प्रतियोगिता	wedstrijd	प्रतियोगिता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
school	विद्यालय	school	विद्यालय	N;MASC+FEM;SG	N;NOM;MASC;SG;3
school	school	school	school	N;MASC+FEM;SG	N;NOM;MASC;SG;3
school	स्कूल	school	स्कूल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
duidelijk	साफ	duidelijk	साफ	ADJ	ADJ
beter	बेहतर	goed	बेहतर	ADJ;CMPR	ADJ
versie	वर्जन	versie	वर्जन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
versie	संस्करण	versie	संस्करण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
eiland	द्वीप	eiland	द्वीप	N;NEUT;SG	N;NOM;MASC;SG;3
geeft	देता	geven	दे	V;SG;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
diverse	विभिन्न	divers	विभिन्न	ADJ	ADJ
diverse	विभिन्न	divers	विभिन्न	ADJ	ADJ
dier	जानवर	dier	जानवर	N;NEUT;SG	N;NOM;MASC;SG;3
dier	पशु	dier	पशु	N;NEUT;SG	N;NOM;MASC;SG;3
dier	प्राणी	dier	प्राणी	N;NEUT;SG	N;NOM;MASC;SG;3
lijn	लाइन	lijn	लाइन	N;MASC+FEM;SG	N;NOM;FEM;SG;3
lijn	पंक्ति	lijn	पंक्ति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
lijn	रेखा	lijn	रेखा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
lijn	लकीर	lijn	लकीर	N;MASC+FEM;SG	N;NOM;FEM;SG;3
slag	लड़ाई	slag	लड़ाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
slag	युद्ध	slag	युद्ध	N;MASC+FEM;SG	N;NOM;MASC;SG;3
slag	स्ट्रोक	slag	स्ट्रोक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
park	उद्यान	park	उद्यान	N;NEUT;SG	N;NOM;MASC;SG;3
park	पार्क	park	पार्क	N;NEUT;SG	N;NOM;MASC;SG;3
vrij	मुक्त	vrij	मुक्त	ADJ	ADJ
belangrijke	महत्वपूर्ण	belangrijk	महत्वपूर्ण	ADJ	ADJ
leger	आर्मी	leger	आर्मी	N;NEUT;SG	N;NOM;FEM;SG;3
leger	फ़ौज	leger	फ़ौज	N;NEUT;SG	N;NOM;FEM;SG;3
leger	सेना	leger	सेना	N;NEUT;SG	N;NOM;FEM;SG;3
leger	फौज	leger	फौज	N;NEUT;SG	N;NOM;FEM;SG;3
single	एकल	single	एकल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
leden	सदस्य	lid	सदस्य	N;PL	N;NOM;MASC;PL;3
leden	सदस्यों	lid	सदस्य	N;PL	N;ACC;MASC;PL;3
bureau	एजेंसी	bureau	एजेंसी	N;NEUT;SG	N;NOM;FEM;SG;3
bureau	ब्यूरो	bureau	ब्यूरो	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	आफिस	bureau	आफिस	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	ऑफिस	bureau	ऑफिस	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	कार्यालय	bureau	कार्यालय	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	ऑफ़िस	bureau	ऑफ़िस	N;NEUT;SG	N;NOM;FEM;SG;3
bureau	दफ्तर	bureau	दफ्तर	N;NEUT;SG	N;NOM;MASC;SG;3
onderdeel	अवयव	onderdeel	अवयव	N;NEUT;SG	N;NOM;MASC;SG;3
onderdeel	घटक	onderdeel	घटक	N;NEUT;SG	N;NOM;MASC;SG;3
omgeving	वातावरण	omgeving	वातावरण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
omgeving	परिवेश	omgeving	परिवेश	N;MASC+FEM;SG	N;NOM;MASC;SG;3
omgeving	एनवायरनमेंट	omgeving	एनवायरनमेंट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
omgeving	पर्यावरण	omgeving	पर्यावरण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
omgeving	परिवेश	omgeving	परिवेश	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bedrijf	कंपनी	bedrijf	कंपनी	N;NEUT;SG	N;NOM;FEM;SG;3
bedrijf	कम्पनी	bedrijf	कम्पनी	N;NEUT;SG	N;NOM;FEM;SG;3
bedrijf	व्यवसाय	bedrijf	व्यवसाय	N;NEUT;SG	N;NOM;MASC;SG;3
bedrijf	बिज़नेस	bedrijf	बिज़नेस	N;NEUT;SG	N;NOM;MASC;SG;3
bedrijf	दुकानदारी	bedrijf	दुकानदारी	N;NEUT;SG	N;NOM;FEM;SG;3
bedrijf	व्यापार	bedrijf	व्यापार	N;NEUT;SG	N;NOM;MASC;SG;3
bedrijf	कारोबार	bedrijf	कारोबार	N;NEUT;SG	N;NOM;MASC;SG;3
vrouwen	महिलाएँ	vrouw	महिला	N;PL	N;NOM;FEM;PL;3
vrouwen	महिलाएं	vrouw	महिला	N;PL	N;NOM;FEM;PL;3
vrouwen	बेटियाँ	vrouw	बेटी	N;PL	N;NOM;FEM;PL;3
vrouwen	महिलाओं	vrouw	महिला	N;PL	N;ACC;FEM;PL;3
vrouwen	औरतों	vrouw	औरत	N;PL	N;ACC;FEM;PL;3
vrouwen	स्त्रियाँ	vrouw	स्त्री	N;PL	N;NOM;FEM;PL;3
vrouwen	महिलाएँ	vrouw	महिला	N;PL	N;NOM;FEM;PL;3
vrouwen	महिलाएं	vrouw	महिला	N;PL	N;NOM;FEM;PL;3
vrouwen	महिलाओं	vrouw	महिला	N;PL	N;ACC;FEM;PL;3
oud	पुराने	oud	पुराना	ADJ	ADJ;MASC;PL
oud	पुरानी	oud	पुराना	ADJ	ADJ;FEM;SG
oud	पुराना	oud	पुराना	ADJ	ADJ;MASC;SG
schip	जहाज	schip	जहाज	N;NEUT;SG	N;NOM;MASC;SG;3
schip	जलयान	schip	जलयान	N;NEUT;SG	N;NOM;MASC;SG;3
krijgen	पाएँ	krijgen	पा	V;PL;PRS;FIN	V;SBJV;PL;FIN;ACT
county	लैन	county	लैन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hoge	ऊँची	hoog	ऊँचा	ADJ	ADJ;NOM;FEM;SG
onderzoek	पूछताछ	onderzoek	पूछताछ	N;NEUT;SG	N;NOM;FEM;SG;3
onderzoek	अनुसंधान	onderzoek	अनुसंधान	N;NEUT;SG	N;NOM;MASC;SG;3
onderzoek	शोध	onderzoek	शोध	N;NEUT;SG	N;NOM;MASC;SG;3
geplaatst	लगाई	plaatsen	लगा	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
sterk	मजबूत	sterk	मजबूत	ADJ	ADJ
functie	फंक्शन	functie	फंक्शन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
functie	फ़ंक्शन	functie	फ़ंक्शन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
functie	प्रकार्य	functie	प्रकार्य	N;MASC+FEM;SG	N;NOM;MASC;SG;3
functie	फलन	functie	फलन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
functie	सुविधा	functie	सुविधा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
functie	विशेषता	functie	विशेषता	N;MASC+FEM;SG	N;NOM;FEM;SG;3
zee	समुद्र	zee	समुद्र	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schreef	लिखा	schrijven	लिख	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
gaf	दी	geven	दे	V;SG;PST;FIN	V;PFV;FEM;SG;V.PTCP;ACT
gaf	दिया	geven	दे	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
dagen	दिनों	dag	दिन	N;PL	N;NOM;MASC;PL;3
blijven	रहने	blijven	रह	V;PL;PRS;FIN	V;NFIN;ACT
blijven	रह	blijven	रह	V;PL;PRS;FIN	V;ACT
blijven	रहकर	blijven	रह	V;PL;PRS;FIN	V;V.CVB
blijven	रहें	blijven	रह	V;PL;PRS;FIN	V;SBJV;PL;FIN;ACT
korte	छोटा	kort	छोटा	ADJ	ADJ;NOM;MASC;SG
korte	छोटी	kort	छोटा	ADJ	ADJ;FEM;SG
mannen	पुरुषों	mannen	पुरुष	N;PL	N;ACC;MASC;PL;3
taal	भाषा	taal	भाषा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
hele	पूरी	heel	पूरा	ADJ	ADJ;NOM;FEM;SG
hele	पूरा	heel	पूरा	ADJ	ADJ;NOM;MASC;SG
hele	पूरे	heel	पूरा	ADJ	ADJ;MASC;PL
generaal	जनरल	generaal	जनरल	N;MASC+FEM;SG	N;NOM;MASC;SG;3
generaal	सामान्य	generaal	सामान्य	N;MASC+FEM;SG	N;NOM;MASC;SG;3
leeftijd	उम्र	leeftijd	उम्र	N;MASC+FEM;SG	N;NOM;FEM;SG;3
leeftijd	आयु	leeftijd	आयु	N;MASC+FEM;SG	N;NOM;FEM;SG;3
moment	क्षण	moment	क्षण	N;NEUT;SG	N;NOM;MASC;SG;3
moment	पल	moment	पल	N;NEUT;SG	N;NOM;MASC;SG;3
president	प्रदेशाध्यक्ष	president	प्रदेशाध्यक्ष	N;MASC+FEM;SG	N;NOM;MASC;SG;3
president	अध्यक्ष	president	अध्यक्ष	N;MASC+FEM;SG	N;NOM;MASC;SG;3
programma	प्रोग्राम	programma	प्रोग्राम	N;NEUT;SG	N;NOM;MASC;SG;3
programma	कार्यक्रम	programma	कार्यक्रम	N;NEUT;SG	N;NOM;MASC;SG;3
programma	कार्यक्रम	programma	कार्यक्रम	N;NEUT;SG	N;NOM;MASC;SG;3
wapen	शस्त्र	wapen	शस्त्र	N;NEUT;SG	N;NOM;MASC;SG;3
wapen	बंदूक	wapen	बंदूक	N;NEUT;SG	N;NOM;FEM;SG;3
klein	छोटे	klein	छोटा	ADJ	ADJ;NOM;MASC;PL
klein	छोटा	klein	छोटा	ADJ	ADJ;NOM;MASC;SG
klein	छोटी	klein	छोटा	ADJ	ADJ;FEM;SG
klein	छोटे	klein	छोटा	ADJ	ADJ;NOM;MASC;PL
klein	छोटा	klein	छोटा	ADJ	ADJ;NOM;MASC;SG
klein	छोटी	klein	छोटा	ADJ	ADJ;FEM;SG
verhaal	कहानी	verhaal	कहानी	N;NEUT;SG	N;NOM;FEM;SG;3
verhaal	स्टोरी	verhaal	स्टोरी	N;NEUT;SG	N;NOM;FEM;SG;3
zes	छः	zes	छः	NUM	NUM
zes	छह	zes	छह	NUM	NUM
gehouden	रखा	houden	रख	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
foto	फोटो	foto	फोटो	N;MASC+FEM;SG	N;NOM;FEM;SG;3
foto	फ़ोटो	foto	फाोट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
foto	फोटोग्राफ	foto	फोटोग्राफ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
foto	तस्वीर	foto	तस्वीर	N;MASC+FEM;SG	N;NOM;FEM;SG;3
foto	पिक्चर	foto	पिक्चर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
foto	चित्र	foto	चित्र	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijden	प्रतियोगिताओं	wedstrijd	प्रतियोगिता	N;PL	N;ACC;FEM;PL;3
wedstrijden	प्रतियोगिताओं	wedstrijd	प्रतियोगिता	N;PL	N;ACC;FEM;PL;3
elke	हर	elk	हर	DET	DET
elke	प्रत्येक	elk	प्रत्येक	DET	DET
elke	प्रत्येक	elk	प्रत्येक	DET	DET
politicus	राजनीतिज्ञ	politicus	राजनीतिज्ञ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
burgemeester	मेयर	burgemeester	मेयर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
burgemeester	महापौर	burgemeester	महापौर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bronnen	स्प्रिंग्स	bron	स्प्रिंग	N;PL	N;NOM;FEM;PL;3
bronnen	स्रोतों	bron	स्रोत	N;PL	N;ACC;MASC;PL;3
gedeelte	हिस्से	gedeelte	हिस्सा	N;NEUT;SG	N;NOM;MASC;SG;3
gedeelte	हिस्सा	gedeelte	हिस्सा	N;NEUT;SG	N;NOM;MASC;SG;3
minister	मंत्री	minister	मंत्री	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dochter	बेटी	dochter	बेटी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
houden	रखें	houden	रख	V;NFIN	V;SBJV;PL;FIN;ACT
houden	रखना	houden	रख	V;NFIN	V;MASC;NFIN;ACT
zeker	निश्चित	zeker	निश्चित	ADJ	ADJ;NOM
kampioen	चैम्पियन	kampioen	चैम्पियन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kampioen	चैम्पियन	kampioen	चैम्पियन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kampioen	चैंपियन	kampioen	चैंपियन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
basis	बेस	basis	बेस	N;MASC+FEM;SG	N;NOM;MASC;SG;3
basis	आधार	basis	आधार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kop	शीर्षक	kop	शीर्षक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kop	शीर्षक	kop	शीर्षक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
acteur	अभिनेता	acteur	अभिनेता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
acteur	एक्टर	acteur	एक्टर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
acteur	कर्ता	acteur	कर्ता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vierde	चौथा	vier	चौथा	ADJ	ADJ;NOM;MASC;SG
vierde	चौथी	vier	चौथी	ADJ	ADJ;NOM;FEM;SG
toernooi	टूर्नामेंट	toernooi	टूर्नामेंट	N;NEUT;SG	N;NOM;MASC;SG;3
woord	वर्ड	woord	वर्ड	N;NEUT;SG	N;NOM;MASC;SG;3
woord	शब्द	woord	शब्द	N;NEUT;SG	N;NOM;MASC;SG;3
regering	सरकार	regering	सरकार	N;MASC+FEM;SG	N;NOM;FEM;SG;3
uur	घंटे	uur	घंटा	N;NEUT;SG	N;NOM;MASC;SG;3
uur	घंटा	uur	घंटा	N;NEUT;SG	N;NOM;MASC;SG;3
uur	कार्यकाल	uur	कार्यकाल	N;NEUT;SG	N;NOM;MASC;SG;3
uur	घंटा	uur	घंटा	N;NEUT;SG	N;NOM;MASC;SG;3
kasteel	किला	kasteel	किला	N;NEUT;SG	N;NOM;MASC;SG;3
deed	किया	doen	कर	V;SG;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
categorie	वर्ग	categorie	वर्ग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
categorie	श्रेणी	categorie	श्रेणी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
reden	कारण	reden	कारण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	तरीका	manier	तरीका	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	राह	manier	राह	N;MASC+FEM;SG	N;NOM;FEM;SG;3
manier	मार्ग	manier	मार्ग	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	रास्ते	manier	रास्ता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	रास्ता	manier	रास्ता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kort	छोटा	kort	छोटा	ADJ	ADJ;NOM;MASC;SG
kort	छोटी	kort	छोटा	ADJ	ADJ;FEM;SG
schrijver	रचनाकार	schrijver	रचनाकार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schrijver	लेखक	schrijver	लेखक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schrijver	रचयिता	schrijver	रचयिता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schrijver	लेखक	schrijver	लेखक	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dienst	सेवा	dienst	सेवा	N;MASC+FEM;SG	N;NOM;FEM;SG;3
kilometer	किलोमीटर	kilometer	किलोमीटर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kilometer	किलोमीटर	kilometer	किलोमीटर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kilometer	किलोमीटर	kilometer	किलोमीटर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
misschien	शायद	misschien	शायद	ADV	ADV
misschien	शायद	misschien	शायद	ADV	ADV
misschien	संभवतः	misschien	संभवतः	ADV	ADV
gedaan	किया	doen	कर	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
tour	भ्रमण	tour	भ्रमण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tour	टूर	tour	टूर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
tour	दौरे	tour	दौरा	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vraag	प्रश्न	vraag	प्रश्न	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lengte	लम्बाई	lengte	लम्बाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
lengte	लंबाई	lengte	लंबाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
lengte	ऊंचाई	lengte	ऊंचाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
lengte	ऊँचाई	lengte	ऊँचाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
gebruiker	यूजर	gebruiker	यूजर	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gebruiker	प्रयोक्ता	gebruiker	प्रयोक्ता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gebruiker	उपयोक्ता	gebruiker	उपयोक्ता	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rivier	नदी	rivier	नदी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
gegeven	दी	geven	दे	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gegeven	दिया	geven	दे	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gegeven	दिए	geven	दे	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
doet	करता	doen	कर	V;SG;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
echt	असली	echt	असली	ADJ	ADJ;NOM
echt	वास्तविक	echt	वास्तविक	ADJ	ADJ;NOM
positie	पद	positie	पद	N;MASC+FEM;SG	N;NOM;MASC;SG;3
positie	स्थिति	positie	स्थिति	N;MASC+FEM;SG	N;NOM;FEM;SG;3
piano	पियानो	piano	पियानो	N;MASC+FEM;SG	N;NOM;MASC;SG;3
type	प्रकार	type	प्रकार	N;NEUT;SG	N;NOM;MASC;SG;3
politieke	राजनीतिक	politiek	राजनीतिक	ADJ	ADJ;NOM
vervangen	बदलें	vervangen	बदल	V;V.PTCP	V;SBJV;SG;FIN;ACT
verwijderen	निकालें	verwijderen	निकाल	V;NFIN	V;SBJV;PL;FIN;ACT
verwijderen	हटाएँ	verwijderen	हटा	V;NFIN	V;SBJV;PL;FIN;ACT
verwijderen	हटाएँ	verwijderen	हटा	V;NFIN	V;SBJV;PL;FIN;ACT
loopt	चलता	lopen	चल	V;SG;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
succes	सफलता	succes	सफलता	N;NEUT;SG	N;NOM;FEM;SG;3
succes	कामयाबी	succes	कामयाबी	N;NEUT;SG	N;NOM;FEM;SG;3
gebieden	क्षेत्रों	gebied	क्षेत्र	N;PL	N;ACC;MASC;PL;3
verwijderd	मिटाया	verwijderen	मिटा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
koninkrijk	हुकूमत	koninkrijk	हुकूमत	N;NEUT;SG	N;NOM;FEM;SG;3
hand	हाथ	hand	हाथ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
gevonden	मिली	vinden	मिल	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gevonden	मिले	vinden	मिल	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gevonden	पाये	vinden	पा	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
gevonden	पाया	vinden	पा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gevonden	मिला	vinden	मिल	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
hoogte	ऊँचाई	hoogte	ऊँचाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
hoogte	ऊंचाई	hoogte	ऊंचाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
hoogte	ऊँचाई	hoogte	ऊँचाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
hoogte	समीकरण	hoogte	समीकरण	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hoogte	उन्नयन	hoogte	उन्नयन	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hoogte	ऊंचाई	hoogte	ऊंचाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
hoogte	ऊँचाई	hoogte	ऊँचाई	N;MASC+FEM;SG	N;NOM;FEM;SG;3
bevolking	जनसंख्या	bevolking	जनसंख्या	N;MASC+FEM;SG	N;NOM;FEM;SG;3
bevolking	आबादी	bevolking	आबादी	N;MASC+FEM;SG	N;NOM;FEM;SG;3
bevolking	जनसांख्यिकी	bevolking	जनसांख्यिकी	N;MASC+FEM;SG	N;NOM;MASC;SG;3
adres	पता	adres	पता	N;NEUT;SG	N;NOM;MASC;SG;3
architect	वास्तुकला	architect	वास्तुकला	N;MASC+FEM;SG	N;NOM;FEM;SG;3
architect	आर्किटेक्ट	architect	आर्किटेक्ट	N;MASC+FEM;SG	N;NOM;MASC;SG;3
architect	वास्तुकार	architect	वास्तुकार	N;MASC+FEM;SG	N;NOM;MASC;SG;3
architect	वास्तु	architect	वास्तु	N;MASC+FEM;SG	N;NOM;MASC;SG;3
