kas	誰	kas	誰	PRO;NOM	PRO
vadītājs	司機	vadītājs	司機	N;NOM;MASC;SG	N
vadītājs	領袖	vadītājs	領袖	N;NOM;MASC;SG	N
vadītājs	頭	vadītājs	頭	N;NOM;MASC;SG	N
vadītājs	頭部	vadītājs	頭部	N;NOM;MASC;SG	N
caur	通過	caur	通過	ADP	ADP
caur	經	caur	經	ADP	ADP
caur	透過	caur	透過	ADP	ADP
caur	通過	caur	通過	ADP	ADP
ievēlēts	當選	ievēlēt	當選	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
ietilpst	包括	ietilpt	包括	V;FH;IND;3;POS;PRS;FIN;ACT	V
ēkas	大樓	ēka	大樓	N;NOM;FEM;PL	N
ēkas	建築	ēka	建築	N;NOM;FEM;PL	N
ēkas	建築	ēka	建築	N;NOM;FEM;PL	N
karjeru	職業	karjera	職業	N;ACC;FEM;SG	N
grupu	群組	grupa	群組	N;ACC;FEM;SG	N
grupu	群	grupa	群	N;ACC;FEM;SG	N
vēsturē	歷史	vēsture	歷史	N;ESS;FEM;SG	N
uzņēmums	公司	uzņēmums	公司	N;NOM;MASC;SG	N
uzņēmums	企業	uzņēmums	企業	N;NOM;MASC;SG	N
tēvs	父親	tēvs	父親	N;NOM;MASC;SG	N
tēvs	神父	tēvs	神父	N;NOM;MASC;SG	N
tēvs	父	tēvs	父	N;NOM;MASC;SG	N
vārdu	詞	vārds	詞	N;ACC;MASC;SG	N
vārdu	單詞	vārds	單詞	N;ACC;MASC;SG	N
vārdu	字	vārds	字	N;ACC;MASC;SG	N
vārdu	單字	vārds	單字	N;ACC;MASC;SG	N
dēls	兒子	dēls	兒子	N;NOM;MASC;SG	N
basketbola	籃球	basketbols	籃球	N;GEN;MASC;SG	N
čempionāta	錦標	čempionāts	錦標	N;GEN;MASC;SG	N
sudraba	銀色	sudrabs	銀色	N;NOM;FEM;SG	N
sudraba	銀	sudrabs	銀	N;NOM;FEM;SG	N
vārds	名字	vārds	名字	N;NOM;MASC;SG	N
vārds	名稱	vārds	名稱	N;NOM;MASC;SG	N
vārds	姓名	vārds	姓名	N;NOM;MASC;SG	N
teritorija	領地	teritorija	領地	N;NOM;FEM;SG	N
teritorija	領土	teritorija	領土	N;NOM;FEM;SG	N
teritorija	面積	teritorija	面積	N;NOM;FEM;SG	N
teritorija	地區	teritorija	地區	N;NOM;FEM;SG	N
teritorija	區域	teritorija	區域	N;NOM;FEM;SG	N
teritorija	區	teritorija	區	N;NOM;FEM;SG	N
cilvēka	人類	cilvēks	人類	N;GEN;MASC;SG	N
rietumos	西邊	rietumi	西邊	N;ESS;MASC;PL	N
rietumos	西	rietumi	西	N;ESS;MASC;PL	N
rietumos	西部	rietumi	西部	N;ESS;MASC;PL	N
svars	重量	svars	重量	N;NOM;MASC;SG	N
svars	重量	svars	重量	N;NOM;MASC;SG	N
svars	體重	svars	體重	N;NOM;MASC;SG	N
svars	份量	svars	份量	N;NOM;MASC;SG	N
režisors	主任	režisors	主任	N;NOM;MASC;SG	N
režisors	司長	režisors	司長	N;NOM;MASC;SG	N
labākais	最好	labs	最好	ADJ;NOM;CMPR;MASC;SG	ADJ
radio	電台	radio	電台	N	N
radio	廣播	radio	廣播	N	N
radio	廣播	radio	廣播	N	N
visvairāk	大多	visvairāk	大多	ADV;RL	ADV
visvairāk	大	visvairāk	大	ADV;RL	ADV
dziesma	歌曲	dziesma	歌曲	N;NOM;FEM;SG	N
dziesma	首歌	dziesma	首歌	N;NOM;FEM;SG	N
dziesma	歌	dziesma	歌	N;NOM;FEM;SG	N
kaujas	戰	kauja	戰	N;NOM;FEM;PL	N
kaujas	戰役	kauja	戰役	N;NOM;FEM;PL	N
kaujas	戰鬥	kauja	戰鬥	N;NOM;FEM;PL	N
viņas	她	viņa	她	PRO;NOM;FEM;PL;3	PRO;3
vojevodiste	省	vojevodiste	省	N;NOM;FEM;SG	N
koka	木	koks	木	N;GEN;MASC;SG	N
koka	木材	koks	木材	N;GEN;MASC;SG	N
koka	木頭	koks	木頭	N;GEN;MASC;SG	N
brīvības	自由	brīvība	自由	N;GEN;FEM;SG	N
karjeras	職業	karjera	職業	N;NOM;FEM;PL	N
karjeras	職業	karjera	職業	N;NOM;FEM;PL	N
miera	和平	miers	和平	N;NOM;MASC	N
pavadonis	衛星	pavadonis	衛星	N;NOM;MASC;SG	N
pavadonis	月球	pavadonis	月球	N;NOM;MASC;SG	N
pavadonis	月亮	pavadonis	月亮	N;NOM;MASC;SG	N
pavadonis	月	pavadonis	月	N;NOM;MASC;SG	N
tiesnesis	法官	tiesnesis	法官	N;NOM;MASC;SG	N
karā	戰	karš	戰	N;ESS;MASC;SG	N
karā	戰爭	karš	戰爭	N;ESS;MASC;SG	N
sala	海島	sals	海島	N;NOM;FEM;SG	N
sala	島嶼	sals	島嶼	N;NOM;FEM;SG	N
izglītības	教育	izglītība	教育	N;NOM;FEM;PL	N
valdības	政府	valdība	政府	N;NOM;FEM;PL	N
valdības	政府	valdība	政府	N;NOM;FEM;PL	N
veids	型態	veids	型態	N;NOM;MASC;SG	N
veids	類型	veids	類型	N;NOM;MASC;SG	N
saraksts	名單	saraksts	名單	N;NOM;MASC;SG	N
saraksts	清單	saraksts	清單	N;NOM;MASC;SG	N
vasarā	夏日	vasara	夏日	N;ESS;FEM;SG	N
vasarā	夏季	vasara	夏季	N;ESS;FEM;SG	N
vasarā	暑假	vasara	暑假	N;ESS;FEM;SG	N
vasarā	夏天	vasara	夏天	N;ESS;FEM;SG	N
pamatā	基本	pamats	基本	N;ESS;MASC;SG	N
karaļa	皇家	karalis	皇家	N;NOM;MASC;SG	N
karaļa	皇室	karalis	皇室	N;NOM;MASC;SG	N
attēlā	圖	attēls	圖	N;ESS;MASC;SG	N
albuma	相簿	albums	相簿	N;GEN;MASC;SG	N
albuma	專輯	albums	專輯	N;GEN;MASC;SG	N
sezonu	季	sezona	季	N;ACC;FEM;SG	N
sezonu	季節	sezona	季節	N;ACC;FEM;SG	N
robežas	邊界	robeža	邊界	N;NOM;FEM;PL	N
robežas	界	robeža	界	N;NOM;FEM;PL	N
robežas	界	robeža	界	N;NOM;FEM;PL	N
robežas	邊界	robeža	邊界	N;NOM;FEM;PL	N
robežas	邊框	robeža	邊框	N;NOM;FEM;PL	N
robežas	邊境	robeža	邊境	N;NOM;FEM;PL	N
robežas	邊界	robeža	邊界	N;NOM;FEM;PL	N
robežas	邊框	robeža	邊框	N;NOM;FEM;PL	N
robežas	邊境	robeža	邊境	N;NOM;FEM;PL	N
robežas	極限	robeža	極限	N;NOM;FEM;PL	N
robežas	限額	robeža	限額	N;NOM;FEM;PL	N
medaļas	獎章	medaļa	獎章	N;NOM;FEM;PL	N
medaļas	勳章	medaļa	勳章	N;NOM;FEM;PL	N
medaļas	獎牌	medaļa	獎牌	N;NOM;FEM;PL	N
dienu	白天	diena	白天	N;ACC;FEM;SG	N
dienā	白天	diena	白天	N;ESS;FEM;SG	N
dienā	每日	diena	每日	N;ESS;FEM;SG	N
periods	期間	periods	期間	N;NOM;MASC;SG	N
vēsture	歷史	vēsture	歷史	N;NOM;FEM;SG	N
platība	面積	platība	面積	N;NOM;FEM;SG	N
platība	地區	platība	地區	N;NOM;FEM;SG	N
platība	區域	platība	區域	N;NOM;FEM;SG	N
platība	區	platība	區	N;NOM;FEM;SG	N
poļu	極地	polis	極地	N;GEN;MASC;PL	N
karaspēks	陸戰	karaspēks	陸戰	N;NOM;MASC;SG	N
karaspēks	海軍	karaspēks	海軍	N;NOM;MASC;SG	N
karaspēks	部隊	karaspēks	部隊	N;NOM;MASC;SG	N
liels	偉大	liels	偉大	ADJ;NOM;MASC;SG	ADJ
teātra	劇場	teātris	劇場	N;GEN;MASC;SG	N
teātra	戰區	teātris	戰區	N;GEN;MASC;SG	N
teātra	戲劇	teātris	戲劇	N;GEN;MASC;SG	N
teātra	劇院	teātris	劇院	N;GEN;MASC;SG	N
teātra	戲院	teātris	戲院	N;GEN;MASC;SG	N
aktrise	女	aktrise	女	N;NOM;FEM;SG	N
aktrise	女	aktrise	女	N;NOM;FEM;SG	N
aktrise	演員	aktrise	演員	N;NOM;FEM;SG	N
joprojām	仍然	joprojām	仍然	ADV	ADV
joprojām	依然	joprojām	依然	ADV	ADV
filmu	電影	filma	電影	N;ACC;FEM;SG	N
filmu	影片	filma	影片	N;ACC;FEM;SG	N
kārta	輪	kārta	輪	N;NOM;FEM;SG	N
tirdzniecības	行銷	tirdzniecība	行銷	N;NOM;FEM;PL	N
tirdzniecības	貿易	tirdzniecība	貿易	N;NOM;FEM;PL	N
cilvēks	人類	cilvēks	人類	N;NOM;MASC;SG	N
cilvēks	人	cilvēks	人	N;NOM;MASC;SG	N
cilvēks	男人	cilvēks	男人	N;NOM;MASC;SG	N
brālis	弟弟	brālis	弟弟	N;NOM;MASC;SG	N
brālis	師兄	brālis	師兄	N;NOM;MASC;SG	N
brālis	哥哥	brālis	哥哥	N;NOM;MASC;SG	N
brālis	兄弟	brālis	兄弟	N;NOM;MASC;SG	N
parks	樸	parks	樸	N;NOM;MASC;SG	N
parks	公園	parks	公園	N;NOM;MASC;SG	N
sacensībās	競賽	sacensība	競賽	N;ESS;FEM;PL	N
darbība	手術	darbība	手術	N;NOM;FEM;SG	N
darbība	行動	darbība	行動	N;NOM;FEM;SG	N
darbība	動態	darbība	動態	N;NOM;FEM;SG	N
darbība	活動	darbība	活動	N;NOM;FEM;SG	N
uzbrucējs	前鋒	uzbrucējs	前鋒	N;NOM;MASC;SG	N
bronzas	青銅	bronza	青銅	N;NOM;FEM;PL	N
bronzas	銅	bronza	銅	N;NOM;FEM;PL	N
karogs	旗幟	karogs	旗幟	N;NOM;MASC;SG	N
karogs	國旗	karogs	國旗	N;NOM;MASC;SG	N
karogs	旗	karogs	旗	N;NOM;MASC;SG	N
karogs	旗子	karogs	旗子	N;NOM;MASC;SG	N
zemi	大地	zeme	大地	N;ACC;FEM;SG	N
zemi	陸地	zeme	陸地	N;ACC;FEM;SG	N
zemi	土地	zeme	土地	N;ACC;FEM;SG	N
māte	母后	māte	母后	N;NOM;FEM;SG	N
māte	母親	māte	母親	N;NOM;FEM;SG	N
vidēji	平均	vidēji	平均	ADV	ADV
kategorijas	類別	kategorija	類別	N;NOM;FEM;PL	N
ledus	冰塊	ledus	冰塊	N;NOM;MASC	N
ledus	冰	ledus	冰	N;NOM;MASC	N
treneris	教練	treneris	教練	N;NOM;MASC;SG	N
līnijas	線	līnija	線	N;NOM;FEM;PL	N
līnijas	線	līnija	線	N;NOM;FEM;PL	N
krasta	岸	krasts	岸	N;GEN;MASC;SG	N
krasta	岸邊	krasts	岸邊	N;GEN;MASC;SG	N
krasta	海岸	krasts	海岸	N;GEN;MASC;SG	N
žanrs	類型	žanrs	類型	N;NOM;MASC;SG	N
žanrs	流派	žanrs	流派	N;NOM;MASC;SG	N
komandieris	司令	komandieris	司令	N;NOM;MASC;SG	N
dzīvi	生命	dzīve	生命	N;ACC;FEM;SG	N
dzīvi	人生	dzīve	人生	N;ACC;FEM;SG	N
dzīvi	活	dzīve	活	N;ACC;FEM;SG	N
jauna	新	jauns	新	ADJ;NOM;FEM;SG	ADJ
augstākā	最高	augsta	最高	ADJ;NOM;CMPR;FEM;SG	ADJ
augstākā	最高	augsta	最高	ADJ;NOM;CMPR;FEM;SG	ADJ
skolā	學校	skola	學校	N;ESS;FEM;SG	N
pulka	團	pulka	團	N;NOM;MASC;SG	N
pulka	兵團	pulka	兵團	N;NOM;MASC;SG	N
valdība	政府	valdība	政府	N;NOM;FEM;SG	N
impērija	帝國	impērija	帝國	N;NOM;FEM;SG	N
pievienojās	加入	pievienoties	加入	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V
sistēmu	系統	sistēma	系統	N;ACC;FEM;SG	N
lapas	樹葉	lapa	樹葉	N;NOM;FEM;PL	N
lapas	葉子	lapa	葉子	N;NOM;FEM;PL	N
lapas	頁	lapa	頁	N;NOM;FEM;PL	N
īpašības	特徵	īpašība	特徵	N;NOM;FEM;PL	N
īpašības	特性	īpašība	特性	N;NOM;FEM;PL	N
īpašības	特點	īpašība	特點	N;NOM;FEM;PL	N
īpašības	屬性	īpašība	屬性	N;NOM;FEM;PL	N
darbs	工作	darbs	工作	N;NOM;MASC;SG	N
darbs	工作	darbs	工作	N;NOM;MASC;SG	N
darbs	工作	darbs	工作	N;NOM;MASC;SG	N
grāmatas	圖書	grāmata	圖書	N;NOM;FEM;PL	N
grāmatas	書	grāmata	書	N;NOM;FEM;PL	N
grāmatas	書籍	grāmata	書籍	N;NOM;FEM;PL	N
muzejs	博物	muzejs	博物	N;NOM;MASC;SG	N
vārdi	人名	vārds	人名	N;NOM;MASC;PL	N
vārdi	名稱	vārds	名稱	N;NOM;MASC;PL	N
vārdi	姓名	vārds	姓名	N;NOM;MASC;PL	N
vārdi	詞語	vārds	詞語	N;NOM;MASC;PL	N
vārdi	字	vārds	字	N;NOM;MASC;PL	N
vārdi	詞	vārds	詞	N;NOM;MASC;PL	N
dažādas	不同	dažāda	不同	ADJ;NOM;FEM;PL	ADJ
grāmatu	圖書	grāmata	圖書	N;ACC;FEM;SG	N
grāmatu	書	grāmata	書	N;ACC;FEM;SG	N
grāmatu	書籍	grāmata	書籍	N;ACC;FEM;SG	N
sezona	季	sezona	季	N;NOM;FEM;SG	N
sezona	季節	sezona	季節	N;NOM;FEM;SG	N
spēlētājs	球員	spēlētājs	球員	N;NOM;MASC;SG	N
spēlētājs	玩家	spēlētājs	玩家	N;NOM;MASC;SG	N
meža	森林	mežs	森林	N;GEN;MASC;SG	N
spēle	比賽	spēle	比賽	N;NOM;FEM;SG	N
spēle	遊戲	spēle	遊戲	N;NOM;FEM;SG	N
rezultāts	成果	rezultāts	成果	N;NOM;MASC;SG	N
rezultāts	結果	rezultāts	結果	N;NOM;MASC;SG	N
rezultāts	結果	rezultāts	結果	N;NOM;MASC;SG	N
armija	集團	armija	集團	N;NOM;FEM;SG	N
armija	軍隊	armija	軍隊	N;NOM;FEM;SG	N
armija	軍	armija	軍	N;NOM;FEM;SG	N
armija	陸軍	armija	陸軍	N;NOM;FEM;SG	N
upe	河	upe	河	N;NOM;FEM;SG	N
upe	江河	upe	江河	N;NOM;FEM;SG	N
upe	河流	upe	河流	N;NOM;FEM;SG	N
dzīvnieku	動物	dzīvnieks	動物	N;ACC;MASC;SG	N
biedrības	社團	biedrība	社團	N;NOM;FEM;PL	N
biedrības	社會	biedrība	社會	N;NOM;FEM;PL	N
teātrī	電影	teātris	電影	N;ESS;MASC;SG	N
teātrī	劇場	teātris	劇場	N;ESS;MASC;SG	N
teātrī	戲劇	teātris	戲劇	N;ESS;MASC;SG	N
teātrī	劇院	teātris	劇院	N;ESS;MASC;SG	N
teātrī	戲院	teātris	戲院	N;ESS;MASC;SG	N
vienības	單元	vienība	單元	N;NOM;FEM;PL	N
vienības	單位	vienība	單位	N;NOM;FEM;PL	N
vienības	實體	vienība	實體	N;NOM;FEM;PL	N
oficiāli	正式	oficiāli	正式	ADV	ADV
augu	廠	augs	廠	N;ACC;MASC;SG	N
augu	植物	augs	植物	N;ACC;MASC;SG	N
augu	工廠	augs	工廠	N;ACC;MASC;SG	N
gaismas	光線	gaisma	光線	N;NOM;FEM;PL	N
gaismas	光	gaisma	光	N;NOM;FEM;PL	N
gaismas	燈光	gaisma	燈光	N;NOM;FEM;PL	N
gaismas	光明	gaisma	光明	N;NOM;FEM;PL	N
gaismas	燈	gaisma	燈	N;NOM;FEM;PL	N
gaismas	燈光	gaisma	燈光	N;NOM;FEM;PL	N
kauss	盃	kauss	盃	N;NOM;MASC;SG	N
kauss	杯	kauss	杯	N;NOM;MASC;SG	N
kauss	杯子	kauss	杯子	N;NOM;MASC;SG	N
albumu	相簿	albums	相簿	N;ACC;MASC;SG	N
albumu	專輯	albums	專輯	N;ACC;MASC;SG	N
cilvēkiem	人類	cilvēks	人類	N;DAT;MASC;PL	N
cilvēkiem	人	cilvēks	人	N;DAT;MASC;PL	N
cilvēkiem	人們	cilvēks	人	N;DAT;MASC;PL	N;PL
cilvēkiem	人民	cilvēks	人民	N;DAT;MASC;PL	N
kaujā	戰	kaujā	戰	N;ESS;FEM;SG	N
kaujā	戰役	kaujā	戰役	N;ESS;FEM;SG	N
kaujā	戰鬥	kaujā	戰鬥	N;ESS;FEM;SG	N
lomu	作用	loma	作用	N;ACC;FEM;SG	N
lomu	角色	loma	角色	N;ACC;FEM;SG	N
okeāna	大洋	okeāns	大洋	N;GEN;MASC;SG	N
okeāna	洋	okeāns	洋	N;GEN;MASC;SG	N
okeāna	海洋	okeāns	海洋	N;GEN;MASC;SG	N
okeāna	海	okeāns	海	N;GEN;MASC;SG	N
karjera	職業	karjera	職業	N;NOM;FEM;SG	N
karjera	職業	karjera	職業	N;NOM;FEM;SG	N
divus	兩	divi	兩	NUM;ACC;MASC;PL	NUM
divus	兩	divi	兩	NUM;ACC;MASC;PL	NUM
divus	二	divi	二	NUM;ACC;MASC;PL	NUM
piezīmes	意見	piezīme	意見	N;NOM;FEM;PL	N
formas	形狀	forma	形狀	N;NOM;FEM;PL	N
formas	表格	forma	表格	N;NOM;FEM;PL	N
zemnieku	農民	zemnieks	農民	N;ACC;MASC;SG	N
izņemot	除	izņemot	除	V;V.CVB	V
goda	名譽	gods	名譽	N;NOM;MASC;SG	N
goda	榮譽	gods	榮譽	N;NOM;MASC;SG	N
goda	名譽	gods	名譽	N;NOM;MASC;SG	N
mācību	教書	mācība	教書	N;ACC;FEM;PL	N
mācību	教學	mācība	教學	N;ACC;FEM;PL	N
mācību	教	mācība	教	N;ACC;FEM;PL	N
mācību	培訓	mācība	培訓	N;ACC;FEM;PL	N
sabiedrības	社會	sabiedrība	社會	N;NOM;FEM;PL	N
muiža	莊園	muiža	莊園	N;NOM;FEM;SG	N
uzvaras	勝利	uzvara	勝利	N;NOM;FEM;PL	N
dzejnieks	詩人	dzejnieks	詩人	N;NOM;MASC;SG	N
metrus	米	metrs	米	N;ACC;MASC;PL	N
metrus	公尺	metrs	公尺	N;ACC;MASC;PL	N
pili	城堡	pils	城堡	N;ACC;FEM;SG	N
pili	城	pils	城	N;ACC;FEM;SG	N
valstīm	國家	valsts	國家	N;DAT;FEM;PL	N
valstīm	各國	valsts	各國	N;DAT;FEM;PL	N
balva	戰利	balva	戰利	N;NOM;FEM;SG	N
balva	獎	balva	獎	N;NOM;FEM;SG	N
balva	獎杯	balva	獎杯	N;NOM;FEM;SG	N
balva	獎勵	balva	獎勵	N;NOM;FEM;SG	N
balva	獎	balva	獎	N;NOM;FEM;SG	N
balva	獎品	balva	獎品	N;NOM;FEM;SG	N
balva	獎賞	balva	獎賞	N;NOM;FEM;SG	N
balva	獎	balva	獎	N;NOM;FEM;SG	N
balva	獎	balva	獎	N;NOM;FEM;SG	N
putnu	鳥	putns	鳥	N;ACC;MASC;SG	N
okupācijas	職業	okupācija	職業	N;NOM;FEM;PL	N
loceklis	會員	loceklis	會員	N;NOM;MASC;SG	N
loceklis	成員	loceklis	成員	N;NOM;MASC;SG	N
ministrs	大臣	ministrs	大臣	N;NOM;MASC;SG	N
ministrs	部長	ministrs	部長	N;NOM;MASC;SG	N
pasažieru	乘客	pasažieris	乘客	N;GEN;MASC;PL	N
pasažieru	旅客	pasažieris	旅客	N;GEN;MASC;PL	N
minēta	提及	minēt	提及	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
punkti	點	punkts	點	N;NOM;MASC;PL	N
punkti	點數	punkts	點數	N;NOM;MASC;PL	N
punkti	分數	punkts	分數	N;NOM;MASC;PL	N
satur	含有	saturēt	含有	V;FH;IND;3;POS;PRS;FIN;ACT	V
satur	包含	saturēt	包含	V;FH;IND;3;POS;PRS;FIN;ACT	V
centrā	市區	centrs	市區	N;ESS;MASC;SG	N
centrā	中心	centrs	中心	N;ESS;MASC;SG	N
centrā	中心	centrs	中心	N;ESS;MASC;SG	N
drīz	很快	drīz	很快	ADV	ADV
nokrišņu	雨量	nokrišņa	雨量	N;GEN;FEM	N
vietām	地方	vieta	地方	N;DAT;FEM;PL	N
vietām	地點	vieta	地點	N;DAT;FEM;PL	N
dažādi	不同	dažāds	不同	ADJ;NOM;MASC;PL	ADJ
piemineklis	碑	piemineklis	碑	N;NOM;MASC;SG	N
putni	鳥類	putnis	鳥類	N;NOM;MASC;PL	N
putni	鳥	putnis	鳥	N;NOM;MASC;PL	N
putni	鳥兒	putnis	鳥兒	N;NOM;MASC;PL	N
republika	共和	republika	共和	N;NOM;FEM;SG	N
republika	共和	republika	共和	N;NOM;FEM;SG	N
raksts	圖案	raksts	圖案	N;NOM;MASC;SG	N
raksts	格局	raksts	格局	N;NOM;MASC;SG	N
raksts	模式	raksts	模式	N;NOM;MASC;SG	N
izmantots	使用	izmantot	使用	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V
iekļauta	包括	iekļaut	包括	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
punkts	角	punkts	角	N;NOM;MASC;SG	N
punkts	點	punkts	點	N;NOM;MASC;SG	N
kino	電影	kino	電影	N	N
kino	電影	kino	電影	N	N
kino	電影	kino	電影	N	N
kino	戲院	kino	戲院	N	N
karu	戰	karš	戰	N;ACC;MASC;SG	N
karu	戰爭	karš	戰爭	N;ACC;MASC;SG	N
mākslinieks	藝術	mākslinieks	藝術	N;NOM;MASC;SG	N
mākslinieks	藝人	mākslinieks	藝人	N;NOM;MASC;SG	N
galvaspilsēta	資本	galvaspilsēta	資本	N;NOM;FEM;SG	N
galvaspilsēta	首都	galvaspilsēta	首都	N;NOM;FEM;SG	N
krusta	十字	krusts	十字	N;NOM;MASC;SG	N
krusta	十字	krusts	十字	N;NOM;MASC;SG	N
krusta	交叉	krusts	交叉	N;NOM;MASC;SG	N
esot	據稱	būt	據稱	V;NFH;QUOT;POS;PRS;FIN;ACT	V
akmens	石	akmens	石	N;NOM;MASC;SG	N
akmens	石頭	akmens	石頭	N;NOM;MASC;SG	N
akmens	岩	akmens	岩	N;NOM;MASC;SG	N
akmens	岩石	akmens	岩石	N;NOM;MASC;SG	N
akmens	石頭	akmens	石頭	N;NOM;MASC;SG	N
akmens	搖滾	akmens	搖滾	N;NOM;MASC;SG	N
mātītes	女性	mātīte	女性	N;NOM;FEM;PL	N
bērni	小孩	bērns	小孩	N;NOM;MASC;PL	N
bērni	兒童	bērns	兒童	N;NOM;MASC;PL	N
televīzijas	電視	televīzija	電視	N;NOM;FEM;PL	N
televīzijas	電視	televīzija	電視	N;NOM;FEM;PL	N
televīzijas	電視	televīzija	電視	N;NOM;FEM;PL	N
zaudēja	失	zaudēt	失	V;FH;IND;3;POS;PST;FIN;ACT	V
zaudēja	輸	zaudēt	輸	V;FH;IND;3;POS;PST;FIN;ACT	V
zaudēja	輸	zaudēt	輸	V;FH;IND;3;POS;PST;FIN;ACT	V
zaudēja	遺失	zaudēt	遺失	V;FH;IND;3;POS;PST;FIN;ACT	V
zaudēja	迷失	zaudēt	迷失	V;FH;IND;3;POS;PST;FIN;ACT	V
ģimenes	家庭	ģimene	家庭	N;NOM;FEM;PL	N
ģimenes	家人	ģimene	家人	N;NOM;FEM;PL	N
ģimenes	家屬	ģimene	家屬	N;NOM;FEM;PL	N
ģimenes	家庭	ģimene	家庭	N;NOM;FEM;PL	N
pāvests	教皇	pāvests	教皇	N;NOM;MASC;SG	N
pāvests	教宗	pāvests	教宗	N;NOM;MASC;SG	N
četras	四	četras	四	NUM;NOM;FEM;PL	NUM
četras	四	četras	四	NUM;NOM;FEM;PL	NUM
četras	四	četras	四	NUM;NOM;FEM;PL	NUM
līnija	線	līnija	線	N;NOM;FEM;SG	N
līnija	線路	līnija	線路	N;NOM;FEM;SG	N
medicīnas	醫療	medicīna	醫療	N;NOM;FEM;PL	N
medicīnas	醫務	medicīna	醫務	N;NOM;FEM;PL	N
medicīnas	醫學	medicīna	醫學	N;NOM;FEM;PL	N
koku	樹	koks	樹	N;ACC;MASC;SG	N
koku	樹木	koks	樹木	N;ACC;MASC;SG	N
balvas	獎勵	balva	獎勵	N;NOM;FEM;PL	N
balvas	獎	balva	獎	N;NOM;FEM;PL	N
balvas	獎品	balva	獎品	N;NOM;FEM;PL	N
piedalās	參加	piedalīties	參加	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
piedalās	參與	piedalīties	參與	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
pārskats	審查	pārskats	審查	N;NOM;MASC;SG	N
daudzums	數量	daudzums	數量	N;NOM;MASC;SG	N
daudzums	量	daudzums	量	N;NOM;MASC;SG	N
video	視訊	video	視訊	N	N
video	影片	video	影片	N	N
priekšsēdētājs	總統	priekšsēdētājs	總統	N;NOM;MASC;SG	N
priekšsēdētājs	主席	priekšsēdētājs	主席	N;NOM;MASC;SG	N
priekšsēdētājs	主席	priekšsēdētājs	主席	N;NOM;MASC;SG	N
priekšsēdētājs	主席	priekšsēdētājs	主席	N;NOM;MASC;SG	N
sacensības	競賽	sacensība	競賽	N;NOM;FEM;PL	N
sacensības	種族	sacensība	種族	N;NOM;FEM;PL	N
sacensības	比賽	sacensība	比賽	N;NOM;FEM;PL	N
sacensības	賽	sacensība	賽	N;NOM;FEM;PL	N
sacensības	種族	sacensība	種族	N;NOM;FEM;PL	N
sacensības	競賽	sacensība	競賽	N;NOM;FEM;PL	N
skola	學校	skola	學校	N;NOM;FEM;SG	N
raksta	書寫	rakstīt	書寫	V;FH;IND;3;POS;PRS;FIN;ACT	V
raksta	寫入	rakstīt	寫入	V;FH;IND;3;POS;PRS;FIN;ACT	V
raksta	寫	rakstīt	寫	V;FH;IND;3;POS;PRS;FIN;ACT	V
raksta	撰寫	rakstīt	撰寫	V;FH;IND;3;POS;PRS;FIN;ACT	V
nozīme	含義	nozīme	含義	N;NOM;FEM;SG	N
projekta	項目	projekts	項目	N;GEN;MASC;SG	N
attēlu	影象	attēls	影象	N;ACC;MASC;SG	N
attēlu	影像	attēls	影像	N;ACC;MASC;SG	N
attēlu	圖片	attēls	圖片	N;ACC;MASC;SG	N
bāzes	基地	bāze	基地	N;NOM;FEM;PL	N
ciemu	村	ciems	村	N;ACC;MASC;SG	N
ciemu	鄉村	ciems	鄉村	N;ACC;MASC;SG	N
ciemu	村	ciems	村	N;ACC;MASC;SG	N
ciemu	村落	ciems	村落	N;ACC;MASC;SG	N
ciemu	村子	ciems	村子	N;ACC;MASC;SG	N
lauksaimniecības	農業	lauksaimniecība	農業	N;NOM;FEM;SG	N
priekštecis	祖先	priekštecis	祖先	N;NOM;MASC;SG	N
formula	公式	formulis	公式	N;NOM;MASC;SG	N
formula	方程	formulis	方程	N;NOM;MASC;SG	N
formula	配方	formulis	配方	N;NOM;MASC;SG	N
sakarā	尊重	sakars	尊重	N;ESS;MASC;SG	N
dzelzs	鋼鐵	dzelt	鋼鐵	N;NOM;MASC;SG	N
ceļš	路徑	ceļš	路徑	N;NOM;MASC;SG	N
ceļš	公路	ceļš	公路	N;NOM;MASC;SG	N
ceļš	道路	ceļš	道路	N;NOM;MASC;SG	N
ceļš	路	ceļš	路	N;NOM;MASC;SG	N
grāmata	圖書	grāmata	圖書	N;NOM;FEM;SG	N
grāmata	書	grāmata	書	N;NOM;FEM;SG	N
grāmata	書籍	grāmata	書籍	N;NOM;FEM;SG	N
cīņas	摔	cīņa	摔	N;NOM;FEM;PL	N
cīņas	戰役	cīņa	戰役	N;NOM;FEM;PL	N
augstums	海拔	augstums	海拔	N;NOM;MASC;SG	N
augstums	高度	augstums	高度	N;NOM;MASC;SG	N
augstums	身高	augstums	身高	N;NOM;MASC;SG	N
augstums	高度	augstums	高度	N;NOM;MASC;SG	N
