przez	بشمول	przez	بشمول	ADP	ADP
kolor	طرز	kolor	طرز	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kolor	احساس	kolor	احساس	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kolor	صورت	kolor	صورت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kolor	خطابت	kolor	خطابت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kolor	رُخ	kolor	رُخ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kolor	قسم	kolor	قسم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kolor	زور	kolor	زور	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kolor	کلب	kolor	کلب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
linia	ذریعہ	linia	ذریعہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
linia	سمت	linia	سمت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
linia	رُخ	linia	رُخ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
linia	راستہ	linia	راستہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
linia	افسانہ	linia	افسانہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
linia	موافقت	linia	موافقت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
linia	ذریعہ	linia	ذریعہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
linia	سمت	linia	سمت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
linia	رُخ	linia	رُخ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
linia	راستہ	linia	راستہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
linia	افسانہ	linia	افسانہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
linia	لکیر	linia	لکیر	N;NOM;FEM;SG	N;NOM;MASC;SG;3
linia	موافقت	linia	موافقت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
najczęściej	عموماً	często	عموماً	ADV;RL	ADV
rzecz	بعدہ	rzecz	بعدہ		
rzecz	کوائف.	rzecz	کوائف.		
imię	شہرت	imię	شہرت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
imię	افکار	imię	فکر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
imię	جگہ	imię	جگہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
masa	مجموعہ	masa	مجموعہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
masa	تودہ	masa	تودہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rodzina	ذات	rodzina	ذات	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ojciec	موجد	ojciec	موجد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ojciec	والد	ojciec	والد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
postać	انفرادیت	postać	انفرادیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	شخص	postać	شخص	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	علامت	postać	علامت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	فرد	postać	فرد	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	کردار	postać	کردار	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	قاعدہ	postać	قاعدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	جنس	postać	جنس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	نقشہ	postać	نقشہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	خاکہ	postać	خاکہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	قسم	postać	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	جماعت	postać	جماعت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
postać	ضابطہ	postać	ضابطہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	رسم	postać	رسم	N;NOM;FEM;SG	N;NOM;FEM;SG;3
postać	قاعدہ	postać	قاعدہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	جنس	postać	جنس	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	نقشہ	postać	نقشہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	خاکہ	postać	خاکہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	قسم	postać	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	جماعت	postać	جماعت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
postać	ضابطہ	postać	ضابطہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
postać	رسم	postać	رسم	N;NOM;FEM;SG	N;NOM;FEM;SG;3
postać	شکل	postać	شکل	N;NOM;FEM;SG	N;NOM;MASC;SG;3
towarzystwa	رفاقت	towarzystwo	رفاقت	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
droga	حیرت	droga	حیرت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
droga	خوف	droga	خوف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
droga	حیرت	droga	حیرت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
droga	خوف	droga	خوف	N;NOM;FEM;SG	N;NOM;MASC;SG;3
los	تباہی	los	تباہی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
los	موت	los	موت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
kraj	ملک	kraj	ملک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kraj	ملک	kraj	ملک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
słowo	اقرار	słowo	اقرار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	اطلاع	słowo	اطلاع	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
słowo	پیغام.	słowo	پیغام.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	قول.	słowo	قول.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	گفتگو	słowo	گفتگو	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	قول	słowo	قول	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	خبر	słowo	خبر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	حکم	słowo	حکم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	وعدہ	słowo	وعدہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	اقرار	słowo	اقرار	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	لفظ	słowo	لفظ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	اطلاع	słowo	اطلاع	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
słowo	پیغام.	słowo	پیغام.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	قول.	słowo	قول.	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	گفتگو	słowo	گفتگو	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	قول	słowo	قول	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	خبر	słowo	خبر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	حکم	słowo	حکم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
słowo	وعدہ	słowo	وعدہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
urząd	مہربانی	urząd	مہربانی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
urząd	عہدہ	urząd	عہدہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
urząd	مہربانی	urząd	مہربانی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
urząd	دفتر	urząd	دفتر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
urząd	عہدہ	urząd	عہدہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
kategoria	قسم	kategoria	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kategoria	قسم	kategoria	قسم	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kategoria	درجہ	kategoria	درجہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
srebrny	نقرہ	srebrny	نقرہ		
srebrny	نقرئی	srebrny	نقرئی		
srebrny	نقرہ	srebrny	نقرہ		
srebrny	نقرئی	srebrny	نقرئی		
partia	دعوت	partia	دعوت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
partia	گروہ	partia	گروہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
partia	جمعیت	partia	جمعیت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
partia	کھیپ	partia	کھیپ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
pisarz	کلرک	pisarz	کلرک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisarz	کاتب	pisarz	کاتب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisarz	ادیب	pisarz	ادیب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisarz	کلرک	pisarz	کلرک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pisarz	کاتب	pisarz	کاتب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	آبادی	wzrost	آبادی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wzrost	اضافہ	wzrost	اضافہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	بڑھوتری	wzrost	بڑھوتری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	خوبی	wzrost	خوبی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	ترقی	wzrost	ترقی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wzrost	نفری	wzrost	نفری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	جسامت	wzrost	جسامت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	آبادی	wzrost	آبادی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wzrost	اضافہ	wzrost	اضافہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	بڑھوتری	wzrost	بڑھوتری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	خوبی	wzrost	خوبی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	ترقی	wzrost	ترقی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wzrost	نفری	wzrost	نفری	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	جسامت	wzrost	جسامت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	زراعت	wzrost	زراعت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wzrost	نمو	wzrost	نمو	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	فراز.	wzrost	فراز.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	فراز.	wzrost	فراز.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wzrost	بلندی	wzrost	بلندی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
projekt	فلم	projekt	فلم	N;NOM;MASC;SG	N;NOM;FEM;SG;3
projekt	مشین	projekt	مشین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
projekt	ترکیب	projekt	ترکیب	N;NOM;MASC;SG	N;NOM;FEM;SG;3
projekt	تصویر	projekt	تصویر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
projekt	منصوبہ	projekt	منصوبہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
projekt	مشین	projekt	مشین	N;NOM;MASC;SG	N;NOM;MASC;SG;3
projekt	ترکیب	projekt	ترکیب	N;NOM;MASC;SG	N;NOM;FEM;SG;3
projekt	تصویر	projekt	تصویر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
projekt	مقصد	projekt	مقصد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wkrótce	فوراً	wkrótce	فوراً	ADV	ADV
wielka	اہم	wielki	اہم	ADJ;NOM;FEM;SG	ADJ
wielka	نمایاں	wielki	نمایاں	ADJ;NOM;FEM;SG	ADJ
wielka	اعلیٰ	wielki	اعلیٰ	ADJ;NOM;FEM;SG	ADJ
wielka	اصل	wielki	اصل	ADJ;NOM;FEM;SG	ADJ
wielka	امیرانہ	wielki	امیرانہ	ADJ;NOM;FEM;SG	ADJ
wielka	بڑا	wielki	بڑا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
wielka	اعلیٰ	wielki	اعلیٰ	ADJ;NOM;FEM;SG	ADJ
wielka	اصل	wielki	اصل	ADJ;NOM;FEM;SG	ADJ
drogi	گراں.	droga	گراں.		
drogi	گراں.	droga	گراں.		
brytyjski	برطانوی	brytyjski	برطانوی	ADJ;NOM;MASC;SG	ADJ
produkcja	ادب	produkcja	ادب	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zawsze	ہمیشہ	zawsze	ہمیشہ	ADV	ADV
wojna	بیماری	wojna	بیماری	N;NOM;FEM;SG	N;NOM;FEM;SG;3
cały	پورا	cały	پورا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
cały	مکمل	cały	مکمل	ADJ;NOM;MASC;SG	ADJ
cały	پورا	cały	پورا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
cały	مکمل	cały	مکمل	ADJ;NOM;MASC;SG	ADJ
województwo	صوبہ	województwo	صوبہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	سائیکل	koło	سائیکل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	سائیکل	koło	سائیکل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	مدّت	koło	مدّت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	عرصہ	koło	عرصہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	مدّت	koło	مدّت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	حلقہ	koło	حلقہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
koło	عرصہ	koło	عرصہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
oddział	دریا	oddział	دریا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	کتاب	układ	کتاب	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	زمین	układ	زمین	N;NOM;MASC;SG	N;NOM;FEM;SG;3
układ	تنظیم	układ	تنظیم	N;NOM;MASC;SG	N;NOM;FEM;SG;3
układ	ترتیب	układ	ترتیب	N;NOM;MASC;SG	N;NOM;FEM;SG;3
układ	سلوک	układ	سلوک	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	کثرت	układ	کثرت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	معاملہ	układ	معاملہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	انعقاد	układ	انعقاد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
układ	تنظیم	układ	تنظیم	N;NOM;MASC;SG	N;NOM;FEM;SG;3
układ	ترتیب	układ	ترتیب	N;NOM;MASC;SG	N;NOM;FEM;SG;3
układ	انعقاد	układ	انعقاد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
drugie	مماثل	drugi	مماثل	ADJ;NOM;NEUT;SG	ADJ
drugie	اضافی	drugi	اضافی	ADJ;NOM;NEUT;SG	ADJ
drugie	دوسرا	drugi	دوسرا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
drugie	مزید	drugi	مزید	ADJ;NOM;NEUT;SG	ADJ
drugie	مماثل	drugi	مماثل	ADJ;NOM;NEUT;SG	ADJ
drugie	اضافی	drugi	اضافی	ADJ;NOM;NEUT;SG	ADJ
drugie	ثانوی	drugi	ثانوی	ADJ;NOM;NEUT;SG	ADJ
drugie	دوسرا	drugi	دوسرا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
drugie	مزید	drugi	مزید	ADJ;NOM;NEUT;SG	ADJ
główny	ممتاز	główny	ممتاز	ADJ;NOM;MASC;SG	ADJ
główny	ممتاز	główny	ممتاز	ADJ;NOM;MASC;SG	ADJ
główny	خاص	główny	خاص	ADJ;NOM;MASC;SG	ADJ
główny	اصلی	główny	اصلی	ADJ;NOM;MASC;SG	ADJ
główny	فائق	główny	فائق	ADJ;NOM;MASC;SG	ADJ
główny	اصلی	główny	اصلی	ADJ;NOM;MASC;SG	ADJ
główny	بڑا	główny	بڑا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
główny	خاص	główny	خاص	ADJ;NOM;MASC;SG	ADJ
główny	فائق	główny	فائق	ADJ;NOM;MASC;SG	ADJ
katolicki	جامع	katolicki	جامع	ADJ;NOM;MASC;SG	ADJ
zwykle	(	zwykle	(		
premier	اوّلین	premier	اوّلین		
wysokość	ارتفاع	wysokość	ارتفاع	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wysokość	رفعت	wysokość	رفعت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wysokość	اونچائی	wysokość	اونچائی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wysokość	فراز.	wysokość	فراز.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wysokość	فراز.	wysokość	فراز.	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wysokość	بلندی	wysokość	بلندی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
black	(	black	(		
black	(	black	(		
mecz	تفریح	mecz	تفریح	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	تدبیر	mecz	تدبیر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	توانا	mecz	توانا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	کھیل	mecz	کھیل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	ہدف	mecz	ہدف	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	اپاہج	mecz	اپاہج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	تفریح	mecz	تفریح	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	تدبیر	mecz	تدبیر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	توانا	mecz	توانا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	کھیل	mecz	کھیل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	ہدف	mecz	ہدف	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	اپاہج	mecz	اپاہج	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	بازی	mecz	بازی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	بیاہ	mecz	بیاہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	شادی	mecz	شادی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
mecz	بیاہ	mecz	بیاہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mecz	شادی	mecz	شادی	N;NOM;MASC;SG	N;NOM;FEM;SG;3
teraz	فوراً	teraz	فوراً	ADV	ADV
teraz	جلد	teraz	جلد	ADV	ADV
teraz	فوراً	teraz	فوراً	ADV	ADV
teraz	جلد	teraz	جلد	ADV	ADV
generał	برتر	generał	برتر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
generał	برتر	generał	برتر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wariant	قسم	wariant	قسم	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bezpieczeństwa	تحفظ	bezpieczeństwo	تحفظ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
bezpieczeństwa	بچاؤ	bezpieczeństwo	بچاؤ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
bezpieczeństwa	آلہ	bezpieczeństwo	آلہ	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
południe	دوپہر	południe	دوپہر	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
duże	بڑا	duży	بڑا	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
duże	اہم	duży	اہم	ADJ;NOM;NEUT;SG	ADJ
duże	نمایاں	duży	نمایاں	ADJ;NOM;NEUT;SG	ADJ
zostać	روک	zostać	روک	V;PFV;NFIN;ACT	V;ACT
związane	ہمرشتہ	związany	ہمرشتہ	ADJ;NOM;NEUT;SG	ADJ
siedziba	اقامت	siedziba	اقامت	N;NOM;FEM;SG	N;NOM;MASC;SG;3
siedziba	چوتڑ	siedziba	چوتڑ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
siedziba	گاڑی	siedziba	گاڑی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
siedziba	نشست	siedziba	نشست	N;NOM;FEM;SG	N;NOM;MASC;SG;3
siedziba	چوتڑ	siedziba	چوتڑ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
siedziba	گاڑی	siedziba	گاڑی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
siedziba	نشست	siedziba	نشست	N;NOM;FEM;SG	N;NOM;MASC;SG;3
minister	وزیر	minister	وزیر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawodnik	کھلاڑی.	zawodnik	کھلاڑی.	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zawodnik	لڑاکا	zawodnik	لڑاکا	N;NOM;MASC;SG	N;NOM;MASC;SG;3
love	پیار.	lova	پیار.		
love	پیار.	lova	پیار.		
tekst	موضوع	tekst	موضوع	N;NOM;MASC;SG	N;NOM;MASC;SG;3
druga	مماثل	drugi	مماثل	ADJ;NOM;FEM;SG	ADJ
druga	اضافی	drugi	اضافی	ADJ;NOM;FEM;SG	ADJ
druga	دوسرا	drugi	دوسرا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
druga	مزید	drugi	مزید	ADJ;NOM;FEM;SG	ADJ
druga	مماثل	drugi	مماثل	ADJ;NOM;FEM;SG	ADJ
druga	اضافی	drugi	اضافی	ADJ;NOM;FEM;SG	ADJ
druga	ثانوی	drugi	ثانوی	ADJ;NOM;FEM;SG	ADJ
druga	دوسرا	drugi	دوسرا	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
druga	مزید	drugi	مزید	ADJ;NOM;FEM;SG	ADJ
obraz	نقش	obraz	نقش	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obraz	خاکہ	obraz	خاکہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
osada	دیوار	osada	دیوار	N;NOM;FEM;SG	N;NOM;FEM;SG;3
osada	تصفیہ	osada	تصفیہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
cmentarz	قبرستان	cmentarz	قبرستان	N;NOM;MASC;SG	N;NOM;MASC;SG;3
góra	لٹو	góra	لٹو		
top	لٹو	top	لٹو		
rozwój	تکمیل	rozwój	تکمیل	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rozwój	زراعت	rozwój	زراعت	N;NOM;MASC;SG	N;NOM;FEM;SG;3
rozwój	نمو	rozwój	نمو	N;NOM;MASC;SG	N;NOM;MASC;SG;3
różne	علاحدہ	różny	علحدہ	ADJ;NOM;NEUT;SG	ADJ
różne	مختلف	różny	مختلف	ADJ;NOM;NEUT;SG	ADJ
różne	متنوع	różny	متنوع	ADJ;NOM;NEUT;SG	ADJ
różne	متفرق	różny	متفرق	ADJ;NOM;NEUT;SG	ADJ
różne	متفرق.	różny	متفرق.	ADJ;NOM;NEUT;SG	ADJ
różne	متنوع	różny	متنوع	ADJ;NOM;NEUT;SG	ADJ
różne	متوافق	różny	متوافق	ADJ;NOM;NEUT;SG	ADJ
znaczenie	مفاد	znaczenie	مفاد	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	مفہوم	znaczenie	مفہوم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	وزن	znaczenie	وزن	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	مفاد	znaczenie	مفاد	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	مفہوم	znaczenie	مفہوم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	عمل	znaczenie	عمل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	معنویت	znaczenie	معنویت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	مفہوم	znaczenie	مفہوم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	معنی	znaczenie	معنی	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	مطلب	znaczenie	مطلب	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	عمل	znaczenie	عمل	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	معنویت	znaczenie	معنویت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
znaczenie	مفہوم	znaczenie	مفہوم	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
kolejny	مماثل	kolejny	مماثل	ADJ;ACC;MASC;SG	ADJ
kolejny	مختلف	kolejny	مختلف	ADJ;ACC;MASC;SG	ADJ
śmierć	موت	śmierć	موت	N;NOM;FEM;SG	N;NOM;FEM;SG;3
national	قومی	national	قومی	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
zamek	in	zamek	in		
zamek	قفل	zamek	قفل		
zamek	in	zamek	in		
zamek	قفل	zamek	قفل		
trzeci	تیسرا	trzeci	تیسرا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
stopień	خوبی	stopień	خوبی	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stopień	مہارت	stopień	مہارت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
stopień	ترتیب	stopień	ترتیب	N;NOM;MASC;SG	N;NOM;FEM;SG;3
stopień	نسبت	stopień	نسبت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
świat	زمانے	świat	زمانہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
żona	زوجہ	żona	زوجہ	N;NOM;FEM;SG	N;NOM;FEM;SG;3
żona	بیوی	żona	بیوی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
żona	زوجہ	żona	زوجہ	N;NOM;FEM;SG	N;NOM;FEM;SG;3
żona	بیوی	żona	بیوی	N;NOM;FEM;SG	N;NOM;FEM;SG;3
all	ازبس	all	ازبس		
all	ازبس	all	ازبس		
serial	رسالہ	serial	رسالہ	N;NOM;MASC;SG	N;NOM;MASC;SG;3
reprezentacja	شبیہہ	reprezentacja	شبیہہ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
reprezentacja	نمائندگی	reprezentacja	نمائندگی	N;NOM;FEM;SG	N;NOM;MASC;SG;3
inny	علاحدہ	inny	علحدہ	ADJ;NOM;MASC;SG	ADJ
inny	دوسرا	inny	دوسرا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
inny	مماثل	inny	مماثل	ADJ;NOM;MASC;SG	ADJ
inny	دوسرا	inny	دوسرا	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
inny	مختلف	inny	مختلف	ADJ;NOM;MASC;SG	ADJ
inny	دیگر	inny	دیگر	ADJ;NOM;MASC;SG	ADJ
inny	مختلف	inny	مختلف	ADJ;NOM;MASC;SG	ADJ
zwycięstwo	جیت	zwycięstwo	جیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zwycięstwo	جیت	zwycięstwo	جیت	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wiek	عمر	wiek	عمر	N;NOM;MASC;SG	N;NOM;MASC;SG;3
international	واقع	international	واقع	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
international	مستعمل	international	مستعمل	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
charakter	انفرادیت	charakter	انفرادیت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
charakter	شخص	charakter	شخص	N;NOM;MASC;SG	N;NOM;MASC;SG;3
charakter	علامت	charakter	علامت	N;NOM;MASC;SG	N;NOM;MASC;SG;3
charakter	فرد	charakter	فرد	N;NOM;MASC;SG	N;NOM;MASC;SG;3
