nie	nicht	nie	nicht	PART;NEG	PART;NEG
dostęp	zugriff	dostęp	zugreifen	N;ACC;MASC;SG	N
tablice	bleche	tablica	blechen	N;NOM;FEM;PL	N;NOM
powrócił	kehrte	powrócić	kehren	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
powrócił	zurückgekehrt	powrócić	zurückkehren	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
powrócił	zurückgegeben	powrócić	zurückgeben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
powrócił	zurückgeschickt	powrócić	zurückschicken	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
wzrost	zunahme	wzrost	zunahme	N;NOM;MASC;SG	N;SG
wzrost	erhöhung	wzrost	erhöhung	N;NOM;MASC;SG	N;NOM;FEM;SG
wzrost	zunahme	wzrost	zunahme	N;NOM;MASC;SG	N;SG
wzrost	wachstum	wzrost	wachstum	N;NOM;MASC;SG	N;NOM;NEUT;SG
wzrost	größe	wzrost	groß	N;NOM;MASC;SG	N;NOM;FEM;SG
nigdy	niemals	nigdy	niemals	ADV	ADV
nigdy	nie	nigdy	nie	ADV	ADV
projekt	entwurf	projekt	entwerfen	N;NOM;MASC;SG	N
projekt	gestaltung	projekt	gestaltung	N;NOM;MASC;SG	N;NOM;FEM;SG
projekt	konstruktion	projekt	konstruktion	N;NOM;MASC;SG	N;SG
projekt	design	projekt	design	N;NOM;MASC;SG	N;NOM;NEUT;SG
nauki	wissenschaft	nauka	wissenschaft		
wkrótce	bald	wkrótce	bald	ADV	ADV
wkrótce	demnächst	wkrótce	demnächst	ADV	ADV
wielka	groß	wielki	groß	ADJ;NOM;FEM;SG	ADJ
wielka	großes	wielki	groß	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
edycji	redaktion	edycja	redaktion	N;GEN;FEM;SG	N;SG
ktoś	jemand	ktoś	jemand	PRO;NOM;MASC;SG	PRO;NOM;INDF;SG
ktoś	jemand	ktoś	jemand	PRO;NOM;MASC;SG	PRO;NOM;INDF;SG
drogi	lieber	droga	lieb		
drogi	strasse	droga	straß		
badania	tests	badanie	tests	N;NOM;NEUT;PL	N
badania	test	badanie	test	N;NOM;NEUT;PL	N
badania	tests	badanie	tests	N;NOM;NEUT;PL	N
szczególnie	besonders	szczególnie	besonders	ADV	ADV
szczególnie	insbesondere	szczególnie	insbesondere	ADV	ADV
szczególnie	besonders	szczególnie	besonders	ADV	ADV
szczególnie	vorallem	szczególnie	vorallem	ADV	ADV
szczególnie	insbesondere	szczególnie	insbesondere	ADV	ADV
człowieka	mensch	człowiek	mensch	N;ACC;MASC;SG	N;SG
kolejnych	aufeinanderfolgenden	kolejny	aufeinanderfolgend	ADJ;GEN;MASC;PL	ADJ
oznacza	meint	oznaczać	meinen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
oznacza	bedeutet	oznaczać	bedeuten	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
brytyjski	britisch	brytyjski	britisch	ADJ;NOM;MASC;SG	ADJ
produkcja	fertigung	produkcja	Fertigung	N;NOM;FEM;SG	N;NOM;FEM;SG
produkcja	herstellung	produkcja	herstellung	N;NOM;FEM;SG	N;NOM;FEM;SG
produkcja	fertigung	produkcja	Fertigung	N;NOM;FEM;SG	N;NOM;FEM;SG
produkcja	herstellung	produkcja	herstellung	N;NOM;FEM;SG	N;NOM;FEM;SG
produkcja	erzeugung	produkcja	erzeugung	N;NOM;FEM;SG	N;SG
produkcja	fertigung	produkcja	Fertigung	N;NOM;FEM;SG	N;NOM;FEM;SG
produkcja	herstellung	produkcja	herstellung	N;NOM;FEM;SG	N;NOM;FEM;SG
zawsze	stets	zawsze	stets	ADV	ADV
zawsze	immer	zawsze	immer	ADV	ADV
wojna	krieg	wojna	kriegen	N;NOM;FEM;SG	N
cały	ganzes	cały	ganz	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
angielski	englisch	angielski	englisch	ADJ;NOM;MASC;SG	ADJ
angielski	deutsch	angielski	deutsch	ADJ;NOM;MASC;SG	ADJ
nadal	noch	nadal	noch	ADV	ADV
nadal	trotzdem	nadal	trotzdem	ADV	ADV
oddział	kader	oddział	kader	N;NOM;MASC;SG	N;NOM;MASC;SG
oddział	einheit	oddział	einheit	N;NOM;MASC;SG	N;NOM;FEM;SG
administracyjna	administrativen	administracyjny	administrativ	ADJ;NOM;FEM;SG	ADJ
układ	gliederung	układ	gliederung	N;NOM;MASC;SG	N;NOM;FEM;SG
układ	system	układ	system	N;NOM;MASC;SG	N;NOM;NEUT;SG
pan	pfanne	pan	pfannen	N;NOM;MASC;SG	N;SG
linie	zeilen	linąć	zeilen	N;NOM;FEM;PL	N;PL
linie	leitungen	linąć	leitung	N;NOM;FEM;PL	N;NOM;FEM;PL
drugie	zweiter	drugi	zweit	ADJ;NOM;NEUT;SG	ADJ
główny	wichtigste	główny	wichtig	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
główny	schulleiter	główny	schulleit	ADJ;NOM;MASC;SG	ADJ
dwukrotnie	zweimal	dwukrotnie	zweimal	ADV	ADV
katolicki	katholischer	katolicki	katholisch	ADJ;NOM;MASC;SG	ADJ
katolicki	katholisch	katolicki	katholisch	ADJ;NOM;MASC;SG	ADJ
katolicki	katholischen	katolicki	katholisch	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
liga	liga	liga	liga	N;NOM;FEM;SG	N;NOM;FEM;SG
liga	liga	liga	liga	N;NOM;FEM;SG	N;NOM;FEM;SG
niestandardowe	gewohnheit	upandardowy	gewohnheit	ADJ;NOM;NEUT;SG	ADJ
włoski	italiener	włoski	italiener		
wspólnie	zusammen	wspólnie	zusammen	ADV	ADV
prowadził	fuhr	prowadzić	fahren	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
role	rollen	role	roll	V;IPFV;IND;SG;PRS;FIN;ACT	V;NFIN
role	funktionen	role	funktionen	V;IPFV;IND;SG;PRS;FIN;ACT	V;NFIN
role	aufgaben	role	aufgeben	V;IPFV;IND;SG;PRS;FIN;ACT	V;NFIN
wysokość	größe	wysokość	groß	N;NOM;FEM;SG	N;NOM;FEM;SG
prowadzi	führt	prowadzić	führen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
city	stadt	city	staden		
mniej	weniger	mało	weniger	ADV;CMPR	ADV
mniej	weniger	mało	weniger	ADV;CMPR	ADV
firmy	unternehmen	firma	unternehmen	N;NOM;FEM;PL	N;NOM;NEUT;PL
firmy	unternehmen	firma	unternehmen	N;NOM;FEM;PL	N;NOM;NEUT;PL
firmy	unternehmen	firma	unternehmen	N;NOM;FEM;PL	N;NOM;NEUT;PL
liczne	zahlreich	liczny	zahlreich	ADJ;NOM;NEUT;SG	ADJ
działa	funktioniert	działać	funktionieren	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
działa	arbeiten	działać	arbeiten	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;NFIN
działa	arbeitet	działać	arbeiten	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
książki	bücher	książka	büchern	N;NOM;FEM;PL	N;NOM;NEUT;PL
rosyjski	russisch	rosyjski	russisch	ADJ;NOM;MASC;SG	ADJ
gatunki	arten	gatunek	arten	N;NOM;MASC;PL	N;PL
amerykańska	amerikaner	amerykański	amerikaner	ADJ;NOM;FEM;SG	ADJ
amerykańska	amerikanisches	amerykański	amerikanisch	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
amerykańska	amerikanisch	amerykański	amerikanisch	ADJ;NOM;FEM;SG	ADJ
mecz	spiel	mecz	spielen	N;NOM;MASC;SG	N;NOM;NEUT;SG
mecz	spiel	mecz	spielen	N;NOM;MASC;SG	N;NOM;NEUT;SG
mecz	übereinstimmung	mecz	übereinstimmung	N;NOM;MASC;SG	N;NOM;FEM;SG
teraz	nun	teraz	nun	ADV	ADV
teraz	jetzt	teraz	jetzt	ADV	ADV
zostaje	bleibt	zostawać	bleiben	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
udało	gelungen	udać	gelingen	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;V.PTCP
udało	geschafft	udać	schaffen	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;V.PTCP
udało	verwaltet	udać	verwalten	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;V.PTCP
udało	bewirtschaftet	udać	bewirtschaften	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;V.PTCP
bezpieczeństwa	sicherheit	bezpieczeństwo	sicherheit	N;NOM;NEUT;SG	N;NOM;SG
bezpieczeństwa	sicherheit	bezpieczeństwo	sicherheit	N;NOM;NEUT;SG	N;NOM;SG
profesor	professor	profesor	professor	N;NOM;MASC;SG	N;NOM;MASC;SG
mecze	übereinstimmungen	mecz	übereinstimmung	N;NOM;MASC;PL	N;NOM;FEM;PL
mecze	spiele	mecz	spiel	N;NOM;MASC;PL	N;NOM;NEUT;PL
mecze	spiele	mecz	spiel	N;NOM;MASC;PL	N;NOM;NEUT;PL
południe	süd	południe	süd	N;NOM;NEUT;SG	N;NOM;NEUT;SG
łącznie	insgesamt	łącznie	insgesamt	ADV	ADV
duże	groß	duży	groß	ADJ;NOM;NEUT;SG	ADJ
duże	großer	duży	groß	ADJ;NOM;NEUT;SG	ADJ
duże	groß	duży	groß	ADJ;NOM;NEUT;SG	ADJ
duże	großes	duży	groß	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
xvii	xvii	xvii	xvii		
zostać	bleiben	zostać	bleiben	V;PFV;NFIN;ACT	V;NFIN
artykuły	satzung	artykuł	satzung	N;NOM;MASC;PL	N
artykuły	gegenstände	artykuł	gegenständ	N;NOM;MASC;PL	N;NOM;FEM;PL
związane	verbunden	związany	verbinden	ADJ;NOM;NEUT;SG	ADJ;V.PTCP
związane	angeschlossen	związany	anschließen	ADJ;NOM;NEUT;SG	ADJ;V.PTCP
związane	verbundene	związany	verbunden	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
związane	verbunden	związany	verbinden	ADJ;NOM;NEUT;SG	ADJ;V.PTCP
związane	verbundene	związany	verbunden	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
wikipedia	wikipedia	wikipediać	wikipedia		
siedziba	sitz	siedziba	sitz	N;NOM;FEM;SG	N;NOM;MASC;SG
siedziba	sitz	siedziba	sitz	N;NOM;FEM;SG	N;NOM;MASC;SG
siedziba	sitz	siedziba	sitz	N;NOM;FEM;SG	N;NOM;MASC;SG
zawodnik	kandidat	zawodnik	kandidat	N;NOM;MASC;SG	N
pocztowy	postanschrift	pocztowy	postanschrift	ADJ;NOM;MASC;SG	ADJ
pocztowy	postleitzahl	pocztowy	postleitzahl	ADJ;NOM;MASC;SG	ADJ
wygrał	gewonnen	wygrać	gewinnen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
wygrał	gewann	wygrać	gewinnen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
records	rekorde	records	rekord		
studiował	untersucht	studiować	untersuchen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
studiował	studierte	studiować	studieren	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
studiował	studiert	studiować	studieren	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
druga	zweiter	drugi	zweit	ADJ;NOM;FEM;SG	ADJ
obraz	lackierung	obraz	lackierung	N;NOM;MASC;SG	N;NOM;FEM;SG
obejmuje	umfasst	obejmować	umfassen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
obejmuje	deckt	obejmować	decken	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
obejmuje	eingeschlossen	obejmować	einschließen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.PTCP
obejmuje	umfasst	obejmować	umfassen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
obejmuje	enthält	obejmować	enthalten	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
obejmuje	beinhaltet	obejmować	beinhalten	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
drodze	strecke	droga	strecken	N;DAT;FEM;SG	N;SG
osada	abrechnung	osada	abrechnung	N;NOM;FEM;SG	N;NOM;FEM;SG
osada	ansiedlung	osada	ansiedlung	N;NOM;FEM;SG	N;SG
dzielnicy	landkreis	dzielnica	landkreis	N;GEN;FEM;SG	N
stała	behoben	stać	beheben	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;V.PTCP
stała	fixiert	stać	fixieren	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;V.PTCP
stała	repariert	stać	reparieren	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;V.PTCP
stała	festgesetzt	stać	festsetzen	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;V.PTCP
góra	berge	góra	bergen		
stopnie	abschlüsse	stopień	abschlüß	N;NOM;MASC;PL	N;NOM;PL
rozwój	entwicklung	rozwój	entwicklung	N;NOM;MASC;SG	N;NOM;FEM;SG
rozwój	zunahme	rozwój	zunahme	N;NOM;MASC;SG	N;SG
rozwój	wachstum	rozwój	wachstum	N;NOM;MASC;SG	N;NOM;NEUT;SG
sieci	netz	sieć	netz		
sieci	netzwerke	sieć	netzwerk		
sieci	netz	sieć	netz		
sieci	netzwerke	sieć	netzwerk		
różne	verschiedenes	różny	verschieden	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
różne	verschieden	różny	verschieden	ADJ;NOM;NEUT;SG	ADJ
różne	unterschiedlich	różny	unterschiedlich	ADJ;NOM;NEUT;SG	ADJ
różne	verschieden	różny	verschieden	ADJ;NOM;NEUT;SG	ADJ
różne	sonstiges	różny	sonstig	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
różne	verschiedenes	różny	verschieden	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
bitwa	gefecht	bitwo	fechen		
nieco	etwas	nieco	etwas	ADV	ADV
nieco	einigermaßen	nieco	einigermaßen	ADV	ADV
nieco	irgendwie	nieco	irgendwie	ADV	ADV
nieco	eher	nieco	eher	ADV	ADV
nieco	etwas	nieco	etwas	ADV	ADV
stronę	seite	strona	seit	N;ACC;FEM;SG	N
zaczął	begonnen	zacząć	beginnen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
zaczął	angefangen	zacząć	anfangen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
zaczął	begann	zacząć	beginnen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
zaczął	gestartet	zacząć	starten	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
znaczenie	sinne	znaczenie	sinnen	N;NOM;NEUT;SG	N
mało	wenig	mało	wenig	ADV	ADV
jezioro	stausee	jezioro	stausen	N;NOM;NEUT;SG	N;SG
śmierć	todesstrafe	śmierć	todesstraf	N;NOM;FEM;SG	N;NOM;FEM;SG
członkowie	mitgliedern	członek	mitgliedern	N;NOM;MASC;PL	N;NOM;NEUT;PL
członkowie	mitglieder	członek	mitglied	N;NOM;MASC;PL	N;NOM;NEUT;PL
zbyt	zu	zbyt	zu	PART	PART
kobiety	weibchen	kobieta	weibchen	N;NOM;FEM;PL	N;NOM;FEM;PL
uczestniczył	teilgenommen	uczestniczyć	teilnehmen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
uczestniczył	besucht	uczestniczyć	besuchen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
uczestniczył	besuchte	uczestniczyć	besuchen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
uczestniczył	teilgenommen	uczestniczyć	teilnehmen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
national	nationaler	national	national	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
national	nationalen	national	national	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;NOM
national	national	national	national	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
mieć	haben	mieć	haben	V;IPFV;NFIN;ACT	V;IND;PL;3;FIN
zamek	sperre	zamek	sperr		
zamek	burg	zamek	burg		
zamek	schloß	zamek	schließen		
roślin	pflanze	roślina	pflanz		
roślin	pflanze	roślina	pflanz		
trzeci	dritter	trzeci	dritt	ADJ;NOM;MASC;SG	ADJ
trzeci	drittel	trzeci	Drittel	ADJ;NOM;MASC;SG	ADJ;NOM
zajmuje	nimmt	zajmować	nehmen	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
stopień	rang	stopień	rang	N;NOM;MASC;SG	N;SG
stopień	rangliste	stopień	ranglist	N;NOM;MASC;SG	N;NOM;FEM;SG
świat	welt	świat	welt	N;NOM;MASC;SG	N;NOM;FEM;SG
żona	ehefrau	żona	ehefrau	N;NOM;FEM;SG	N;NOM;FEM;SG
żona	frau	żona	frau	N;NOM;FEM;SG	N;NOM;FEM;SG
funkcji	funktion	funkcja	Funktion	N;GEN;FEM;SG	N;SG
funkcji	funktion	funkcja	Funktion	N;GEN;FEM;SG	N;SG
vii	vii	vii	vii		
znane	bekannter	znać	bekannter	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
znane	bekannt	znać	bekennen	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
utwory	gleise	utwór	gleis	N;NOM;MASC;PL	N
utwory	lieder	utwór	lasder	N;NOM;MASC;PL	N;NOM;NEUT;PL
utwory	songs	utwór	songs	N;NOM;MASC;PL	N;NOM;MASC;PL
pięć	fünf	pięć	fünf	NUM;ACC;MASC;PL	NUM
dodatkowo	zuzüglich	dodatkowo	zuzüglich	ADV	ADV
reprezentacja	darstellung	reprezentacja	darstellung	N;NOM;FEM;SG	N;NOM;FEM;SG
reprezentacja	vertretung	reprezentacja	vertretung	N;NOM;FEM;SG	N;FEM;SG
inny	verschieden	inny	verschieden	ADJ;NOM;MASC;SG	ADJ
inny	unterschiedlich	inny	unterschiedlich	ADJ;NOM;MASC;SG	ADJ
inny	sonstiges	inny	sonstig	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
inny	anderes	inny	ander	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
inny	anderes	inny	ander	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
zwycięstwo	sieg	zwycięstwo	seigen	N;NOM;NEUT;SG	N;NOM;SG
znalazł	gefunden	znaleźć	finden	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
znalazł	fand	znaleźć	finden	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
seria	serie	seria	serie	N;NOM;FEM;SG	N;NOM;FEM;SG
całkowicie	absolut	całkowicie	absolut	ADV	ADV
polsko	polnisch	polski	polnisch	ADJ	ADJ
polsko	polnischen	polski	polnisch	ADJ	ADJ;NOM;MASC;PL
polsko	polnische	polski	polnisch	ADJ	ADJ;NOM;FEM;PL
polsko	polnisches	polski	polnisch	ADJ	ADJ;NOM;NEUT;SG
teatr	kino	teatr	kino	N;NOM;MASC;SG	N;NOM;NEUT;SG
teatr	theater	teatr	theat	N;NOM;MASC;SG	N;NOM;SG
teatr	theater	teatr	theat	N;NOM;MASC;SG	N;NOM;SG
kto	wer	kto	wer	PRO;NOM;MASC;SG	PRO;NOM;SG
international	international	international	international	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
international	internationaler	international	international	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
walk	kämpfe	walk	kämpfen		
rozpoczęła	startete	rozpocząć	starten	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
rozpoczęła	lanciert	rozpocząć	lancieren	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;V.PTCP
rozpoczęła	gestartet	rozpocząć	starten	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;V.PTCP
utworzono	geschaffen	utworzyć	schaffen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
utworzono	erzeugt	utworzyć	erzeugen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
utworzono	erstellt	utworzyć	erstellen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
utworzono	erschaffen	utworzyć	erschaffen	V;PFV;IND;0;PST;FIN;ACT	V;V.PTCP
wchodzi	betritt	wchodzić	betreten	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
wojskowy	militär	wojskowy	militär	ADJ;NOM;MASC;SG	ADJ
wojskowy	militärisch	wojskowy	militärisch	ADJ;NOM;MASC;SG	ADJ
turniej	wettkampf	turnia	wettkampf	N;NOM;MASC;SG	N
słownik	vokabular	słownik	vokabular	N;NOM;MASC;SG	N;NOM;NEUT;SG
zamiast	anstatt	zamiast	anstatt		
jeziora	stausee	jezioro	stausen	N;ACC;NEUT;SG	N;SG
naukowe	wissenschaftlich	naukowy	wissenschaftlich	ADJ;NOM;NEUT;SG	ADJ
naukowe	wissenschaftlichen	naukowy	wissenschaftlich	ADJ;NOM;NEUT;SG	ADJ
wpływ	auswirkung	wpływ	auswirkung	N;NOM;MASC;SG	N;SG
wpływ	wirkung	wpływ	wirkung	N;NOM;MASC;SG	N;NOM;FEM;SG
wpływ	beeinflussung	wpływ	beeinflussung	N;NOM;MASC;SG	N;NOM;FEM;SG
wpływ	einfluß	wpływ	einfluß	N;NOM;MASC;SG	N
należą	dazugehören	należeć	dazugehören	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
należą	gehören	należeć	gehören	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;3;PRS;FIN
należą	angehören	należeć	angehören	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;NFIN
wydanie	ausgabe	wydanie	ausgeben	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
wydanie	ausgabe	wydanie	ausgeben	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
wydanie	thema	wydanie	thema	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;NEUT;SG
usunąć	entfernen	usunąć	entfernen	V;PFV;NFIN;ACT	V;NFIN
usunąć	entferne	usunąć	entfernen	V;PFV;NFIN;ACT	V;SG;FIN
usunąć	löschen	usunąć	löschen	V;PFV;NFIN;ACT	V;NFIN
usunąć	entfernen	usunąć	entfernen	V;PFV;NFIN;ACT	V;NFIN
usunąć	lösche	usunąć	lösche	V;PFV;NFIN;ACT	V;SG;FIN
treści	inhalte	treść	inhalt	N;GEN;FEM;SG	N
xiv	xiv	xiv	xiv		
stanowiska	stellungen	stanowisko	stellung	N;NOM;NEUT;PL	N;NOM;FEM;PL
stanowiska	tankstellen	stanowisko	tankstellen	N;NOM;NEUT;PL	N;NOM;PL
stanowiska	bahnhöfe	stanowisko	bahnhöfen	N;NOM;NEUT;PL	N;NOM;MASC;PL
stanowiska	stationen	stanowisko	station	N;NOM;NEUT;PL	N;NOM;FEM;PL
stanowiska	haltestellen	stanowisko	haltestellen	N;NOM;NEUT;PL	N;NOM;FEM;PL
hala	halle	hala	hallen		
hala	flur	hala	flur		
poszczególnych	einzelnen	poszczególny	einzeln	ADJ;GEN;MASC;PL	ADJ
poszczególnych	einzelperson	poszczególny	einzelperson	ADJ;GEN;MASC;PL	ADJ
poszczególnych	individuell	poszczególny	individuell	ADJ;GEN;MASC;PL	ADJ
papież	papst	papież	papst	N;NOM;MASC;SG	N;NOM;MASC;SG
status	status	status	status	N;NOM;MASC;SG	N
włoch	italiener	wąć	italiener		
odcinek	folge	odcinek	folge	N;NOM;MASC;SG	N;NOM;FEM;SG
proces	vorgang	proces	vorgang	N;NOM;MASC;SG	N
proces	verhandlung	proces	verhandlung	N;NOM;MASC;SG	N
zamku	burg	zamek	burg		
zamku	schloß	zamek	schließen		
napisał	geschrieben	napisać	schreiben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
napisał	schrieb	napisać	schreiben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
wziął	nahm	wziąć	nehmen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
powstały	entstanden	powstać	entstehen	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;V.PTCP
pol	pol	pol	pol		
szef	chef	szef	chef	N;NOM;MASC;SG	N;NOM;MASC;SG
szef	chef	szef	chef	N;NOM;MASC;SG	N;NOM;MASC;SG
https	https	https	https		
najpierw	zuerst	najpierw	zuerst	ADV	ADV
rzeka	fluss	rzeka	flassen	N;NOM;FEM;SG	N;NOM;MASC;SG
gray	grauen	grać	grau		
problem	problemstellung	problem	problemstellung	N;NOM;MASC;SG	N;NOM;FEM;SG
problem	problem	problem	probel	N;NOM;MASC;SG	N;NOM;SG
rock	gestein	rock	gestein		
ostatnie	neuesten	ostatni	neu	ADJ;NOM;NEUT;SG	ADJ
ostatnie	letzte	ostatni	letzt	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ostatnie	letzte	ostatni	letzt	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ostatnie	letzter	ostatni	letzt	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ostatnie	letztes	ostatni	letzt	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
dużo	viel	dużo	viel	ADV	ADV
dużo	viel	dużo	viel	ADV	ADV
dużo	viel	dużo	viel	ADV	ADV
sukcesy	erfolge	sukces	erfolge	N;NOM;MASC;PL	N;NOM;FEM;PL
sukcesy	erfolge	sukces	erfolge	N;NOM;MASC;PL	N;NOM;FEM;PL
haseł	passwörter	haseł	passwört	N;GEN;FEM;PL	N
viii	viii	viii	viii		
służył	serviert	służyć	servieren	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
służył	gedient	służyć	dienen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
służył	zugestellt	służyć	zustellen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
służył	diente	służyć	dienen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PST;FIN
spotkania	tagungen	spotkanie	tagung	N;NOM;NEUT;PL	N;NOM;FEM;PL
spotkania	versammlungen	spotkanie	versammlingen	N;NOM;NEUT;PL	N;NOM;FEM;PL
spotkania	ernennungen	spotkanie	ernennungen	N;NOM;NEUT;PL	N;NOM;FEM;PL
spotkania	benennungen	spotkanie	benennungen	N;NOM;NEUT;PL	N;NOM;FEM;PL
obiekt	thema	obiekt	thema	N;NOM;MASC;SG	N;NOM;NEUT;SG
następny	nächstes	następny	nah	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
następny	nächster	następny	nah	ADJ;NOM;MASC;SG	ADJ
powstanie	entstehung	powstać	Entstehung		
wstąpił	aufgestiegen	wstąpić	aufsteigen	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;V.PTCP
tour	tour	tour	tour		
tour	rundgang	tour	rundgang		
