pro	für	pro	für	ADP;ACC	ADP
branky	ziele	branka	ziel	N;NOM;FEM;PL;POS	N;NOM;NEUT;PL
syn	sohn	syn	sohnen	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
množství	betrag	množství	betragen	N;NOM;NEUT;SG;POS	N
množství	anzahl	množství	anzahl	N;NOM;NEUT;SG;POS	N;SG
množství	menge	množství	mengen	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
místní	lokal	místní	lokal	ADJ;NOM;MASC;SG;POS	ADJ
místní	lokales	místní	lokal	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
místní	einheimischen	místní	einheimisch	ADJ;NOM;MASC;SG;POS	ADJ
znovu	wieder	znovu	wieder	ADV	ADV
hry	spiele	hra	spiel	N;NOM;FEM;PL;POS	N;NOM;NEUT;PL
přímo	gerade	přímo	gerade	ADV;POS	ADV
většina	mehrheit	většina	mehrheit	N;NOM;FEM;SG;POS	N;NOM;SG
práva	berechtigungen	právo	berechtigung	N;NOM;NEUT;PL;POS	N;NOM;FEM;PL
přírodní	natürlichen	přírodní	natürlich	ADJ;NOM;MASC;PL;POS	ADJ
přírodní	natürlicher	přírodní	natürlich	ADJ;NOM;MASC;PL;POS	ADJ
přírodní	natürliche	přírodní	natürlich	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
přírodní	naturschutz	přírodní	naturschutz	ADJ;NOM;MASC;PL;POS	ADJ
narodil	geboren	narodit	gebären	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
narodil	geb	narodit	geb	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
profil	profil	profil	profil	N;INAN;NOM;MASC;SG;POS	N;NOM;SG
oblast	fläche	oblast	fläche	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
jednou	irgendwann	jednou	irgendwann	ADV	ADV
jednou	einst	jednou	einst	ADV	ADV
jednou	einmal	jednou	einmal	ADV	ADV
jednou	mal	jednou	mal	ADV	ADV
jednou	sobald	jednou	sobald	ADV	ADV
prostředí	umwelt	prostředí	umwelt	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
prostředí	umgebung	prostředí	Umgebung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
západní	westlich	západní	westlich	ADJ;NOM;MASC;SG;POS	ADJ
západní	westlichen	západní	westlich	ADJ;NOM;MASC;SG;POS	ADJ;NOM;MASC;SG
žilo	gelebt	žít	peben	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
žilo	lebte	žít	leben	V;NEUT;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
kaple	kapelle	kaple	kapell	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
mít	haben	mít	haben	V;POS;NFIN	V;IND;PL;3;FIN
velký	groß	velký	groß	ADJ;INAN;NOM;MASC;SG;POS	ADJ
velký	großer	velký	groß	ADJ;INAN;NOM;MASC;SG;POS	ADJ
velký	groß	velký	groß	ADJ;INAN;NOM;MASC;SG;POS	ADJ
velký	großes	velký	groß	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
hrál	spielte	hrát	spielen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
hrál	gespielt	hrát	spielen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
hrál	abgespielt	hrát	abspielen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
velká	groß	velký	groß	ADJ;NOM;FEM;SG;POS	ADJ
velká	großer	velký	groß	ADJ;NOM;FEM;SG;POS	ADJ
velká	groß	velký	groß	ADJ;NOM;FEM;SG;POS	ADJ
velká	großes	velký	groß	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
dokonce	überhaupt	dokonce	überhaupt	ADV	ADV
dokonce	selbst	dokonce	selbst	ADV	ADV
dokonce	sogar	dokonce	sogar	ADV	ADV
dokonce	auch	dokonce	auch	ADV	ADV
děti	kinder	dítě	kinder	N;NOM;FEM;PL;POS	N;NOM;NEUT;PL
děti	kindern	dítě	kindern	N;NOM;FEM;PL;POS	N;NOM;NEUT;PL
děti	kinder	dítě	kinder	N;NOM;FEM;PL;POS	N;NOM;NEUT;PL
děti	kindern	dítě	kindern	N;NOM;FEM;PL;POS	N;NOM;NEUT;PL
německý	deutschen	německý	deutsch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
německý	deutscher	německý	deutsch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
německý	deutsch	německý	deutsch	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
dílo	kunstwerk	dílo	kunstwerk	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
nová	neuer	nový	neu	ADJ;NOM;FEM;SG;POS	ADJ
nová	neu	nový	neu	ADJ;NOM;FEM;SG;POS	ADJ
nová	neues	nový	neu	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
díla	bauleistungen	dílo	bauleistung	N;NOM;NEUT;PL;POS	N;NOM;FEM;PL
díla	werke	dílo	werk	N;NOM;NEUT;PL;POS	N;NOM;NEUT;PL
funkce	funktion	funkce	Funktion	N;NOM;FEM;SG;POS	N;SG
funkce	funktion	funkce	Funktion	N;NOM;FEM;SG;POS	N;SG
aktivní	aktiven	aktivní	aktiv	ADJ;NOM;MASC;SG;POS	ADJ
aktivní	aktiv	aktivní	aktiv	ADJ;NOM;MASC;SG;POS	ADJ
aktivní	aktiver	aktivní	aktiv	ADJ;NOM;MASC;SG;POS	ADJ
přibližně	ungefähr	přibližně	ungefähr	ADV;POS	ADV
přibližně	ungefähr	přibližně	ungefähr	ADV;POS	ADV
zatímco	während	zatímco	während	CONJ	CONJ
hlavně	besonders	hlavně	besonders	ADV;POS	ADV
hlavně	vorallem	hlavně	vorallem	ADV;POS	ADV
hlavně	insbesondere	hlavně	insbesondere	ADV;POS	ADV
hlavně	meistens	hlavně	meistens	ADV;POS	ADV
hlavně	meist	hlavně	meist	ADV;POS	ADV
hlavně	größtenteils	hlavně	größtenteils	ADV;POS	ADV
vždy	stets	vždy	stets	ADV	ADV
vždy	immer	vždy	immer	ADV	ADV
nyní	nun	nyní	nun	ADV	ADV
nyní	jetzt	nyní	jetzt	ADV	ADV
osobní	persönliches	osobní	persönlich	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
osobní	persönlicher	osobní	persönlich	ADJ;NOM;MASC;SG;POS	ADJ
osobní	persönlich	osobní	persönlich	ADJ;NOM;MASC;SG;POS	ADJ
viz	sehen	viz	sehen	V;PFV;IMP;SG;2;POS;FIN	V;NFIN
viz	siehe	viz	sehen	V;PFV;IMP;SG;2;POS;FIN	V;IMP;SG;FIN
viz	ansehen	viz	ansehen	V;PFV;IMP;SG;2;POS;FIN	V;NFIN
německé	deutschen	německý	deutsch	ADJ;NOM;MASC;PL;POS	ADJ
německé	deutscher	německý	deutsch	ADJ;NOM;MASC;PL;POS	ADJ
německé	deutsche	německý	deutsch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
německé	deutsch	německý	deutsch	ADJ;NOM;MASC;PL;POS	ADJ
ostatní	andere	ostatní	ander	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
ostatní	anderen	ostatní	ander	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;PL
ostatní	sonstige	ostatní	sonstig	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
ostatní	andere	ostatní	ander	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
ostatní	anderen	ostatní	ander	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;PL
ostatní	sonstige	ostatní	sonstig	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
železniční	eisenbahnverkehr	železniční	eisenbahnverkehr	ADJ;NOM;FEM;SG;POS	ADJ
kluby	diskotheken	klub	diskotheken	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
východní	östlich	východní	östlich	ADJ;NOM;FEM;SG;POS	ADJ
východní	ostseite	východní	ostseite	ADJ;NOM;FEM;SG;POS	ADJ
východní	osteuropa	východní	osteuropa	ADJ;NOM;FEM;SG;POS	ADJ
začala	begonnen	začít	beginnen	V;POS;PST;V.PTCP;ACT	V;V.PTCP
začala	angefangen	začít	anfangen	V;POS;PST;V.PTCP;ACT	V;V.PTCP
začala	gestartet	začít	starten	V;POS;PST;V.PTCP;ACT	V;V.PTCP
třídy	klassen	třída	klassen	N;NOM;FEM;PL;POS	N;NOM;PL
třídy	klassen	třída	klassen	N;NOM;FEM;PL;POS	N;NOM;PL
funkci	funktion	funkce	Funktion	N;ACC;FEM;SG;POS	N;SG
druhý	zweiter	druhý	zweit	ADJ;ANIM;NOM;MASC;SG	ADJ
finále	finale	finále	final	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
finále	abschlussprüfung	finále	abschlussprüfung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
finále	finale	finále	final	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
finále	endspiel	finále	endspiel	N;NOM;NEUT;SG;POS	N;NOM;SG
finále	endrunde	finále	endrunde	N;NOM;NEUT;SG;POS	N;SG
finále	finale	finále	final	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
rozdíl	unterschiede	rozdíl	unterscheiden	N;INAN;NOM;MASC;SG;POS	N;NOM
divadlo	kino	divadlo	kino	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
divadlo	theater	divadlo	theat	N;NOM;NEUT;SG;POS	N;NOM;SG
divadlo	theater	divadlo	theat	N;NOM;NEUT;SG;POS	N;NOM;SG
řeky	flüsse	řeka	flüssen	N;NOM;FEM;PL;POS	N;NOM;MASC;PL
řeky	flüssen	řeka	flüssen	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
zařízení	ausstattung	zařízení	ausstattung	N;NOM;NEUT;SG;POS	N
zařízení	ausrüstung	zařízení	ausrüstung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
současné	aktuell	současný	aktuell	ADJ;NOM;NEUT;SG;POS	ADJ
současné	aktuellen	současný	aktuell	ADJ;NOM;NEUT;SG;POS	ADJ
současné	aktueller	současný	aktuell	ADJ;NOM;NEUT;SG;POS	ADJ
současné	aktuelles	současný	aktuell	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;NEUT;SG
současné	zeitgemäße	současný	zeitgemäß	ADJ;NOM;NEUT;SG;POS	ADJ;NOM
současné	zeitgemäß	současný	zeitgemäß	ADJ;NOM;NEUT;SG;POS	ADJ
dům	haus	dům	haus	N;INAN;NOM;MASC;SG;POS	N;NOM;NEUT;SG
výška	größe	výška	groß	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
škola	schule	škola	schule	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
kategorie	kategorie	kategorie	kategorie	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
kategorie	kategorie	kategorie	kategorie	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
vydání	ausgabe	vydání	ausgeben	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
vydání	ausgabe	vydání	ausgeben	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
vydání	ausgabe	vydání	ausgeben	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
vydání	thema	vydání	thema	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
vydání	auslieferung	vydání	auslieferung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
vítězství	sieg	vítězství	seigen	N;NOM;NEUT;SG;POS	N;NOM;SG
dolní	unteren	dolní	unter	ADJ;NOM;FEM;SG;POS	ADJ
dolní	niedriger	dolní	niedrig	ADJ;NOM;FEM;SG;POS	ADJ
dolní	tiefer	dolní	tief	ADJ;NOM;FEM;SG;POS	ADJ
dolní	dolní	dolní	dolní	ADJ;NOM;FEM;SG;POS	ADJ
soutěže	wettkämpfe	soutěž	wettkampf	N;NOM;FEM;PL;POS	N;NOM
soutěže	wettbewerbe	soutěž	wettbewerb	N;NOM;FEM;PL;POS	N;NOM;PL
soutěže	wettkampf	soutěž	wettkampf	N;NOM;FEM;PL;POS	N
soutěže	wettkämpfe	soutěž	wettkampf	N;NOM;FEM;PL;POS	N;NOM
soutěže	wettbewerbe	soutěž	wettbewerb	N;NOM;FEM;PL;POS	N;NOM;PL
soutěže	wettkampf	soutěž	wettkampf	N;NOM;FEM;PL;POS	N
vývoj	entwicklung	vývoj	entwicklung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
vývoj	entwicklung	vývoj	entwicklung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
zvolen	gewählte	zvolený	gewählt	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG
zvolen	gewählter	zvolený	gewählter	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
spíše	vielmehr	spíše	vielmehr	ADV;CMPR;POS	ADV
spíše	eher	spíše	eher	ADV;CMPR;POS	ADV
druhy	arten	druh	arten	N;INAN;NOM;MASC;PL;POS	N;PL
druhy	arten	druh	arten	N;INAN;NOM;MASC;PL;POS	N;PL
druhy	typen	druh	typen	N;INAN;NOM;MASC;PL;POS	N;NOM;PL
pracoval	gearbeitet	pracovat	arbeiten	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
pracoval	arbeitete	pracovat	arbeiten	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
malé	kleiner	malý	klein	ADJ;NOM;MASC;PL;POS	ADJ
malé	kleine	malý	klein	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
malé	kleinen	malý	klein	ADJ;NOM;MASC;PL;POS	ADJ;PL
malé	klein	malý	klein	ADJ;NOM;MASC;PL;POS	ADJ
různé	verschieden	různý	verschieden	ADJ;NOM;MASC;PL;POS	ADJ
různé	verschiedenen	různý	verschieden	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
různé	unterschiedliche	různý	unterschiedlich	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
různé	unterschiedlich	různý	unterschiedlich	ADJ;NOM;MASC;PL;POS	ADJ
různé	verschiedene	různý	verschieden	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
různé	verschieden	různý	verschieden	ADJ;NOM;MASC;PL;POS	ADJ
různé	verschiedenen	různý	verschieden	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
různé	verschiedene	různý	verschieden	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
různé	sonstige	různý	sonstig	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
různé	verschiedene	různý	verschieden	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
převážně	größtenteils	převážně	größtenteils	ADV;POS	ADV
převážně	meistens	převážně	meistens	ADV;POS	ADV
převážně	meist	převážně	meist	ADV;POS	ADV
převážně	größtenteils	převážně	größtenteils	ADV;POS	ADV
dobře	okay	dobře	Okay	ADV;POS	ADV
lidé	menschen	člověk	menschen	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL
lidé	leute	člověk	leute	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL
lidé	menschen	člověk	menschen	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL
lidé	personen	člověk	Person	N;ANIM;NOM;MASC;PL;POS	N;NOM;FEM;PL
řada	serie	řada	serie	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
otec	vater	otec	vater	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
otec	vater	otec	vater	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
druh	art	druh	art	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
druh	art	druh	art	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
okolo	um	okolo	um	ADP;GEN	ADP
univerzity	hochschulen	univerzita	hochschulen	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
univerzity	universitäten	univerzita	universitäten	N;NOM;FEM;PL;POS	N;NOM;PL
univerzity	universitäten	univerzita	universitäten	N;NOM;FEM;PL;POS	N;NOM;PL
jinak	ansonsten	jinak	ansonsten	ADV	ADV
jinak	anderenfalls	jinak	anderenfalls	ADV	ADV
jinak	sonst	jinak	sonst	ADV	ADV
jinak	andernfalls	jinak	andernfalls	ADV	ADV
shromáždění	kundgebung	shromáždění	kundgebung	N;NOM;NEUT;SG;POS	N;SG
shromáždění	versammlung	shromáždění	versammlung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
shromáždění	montage	shromáždění	montag	N;NOM;NEUT;SG;POS	N;NOM;SG
shromáždění	versammlung	shromáždění	versammlung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
článků	satzung	článek	satzung	N;INAN;GEN;MASC;PL;POS	N
vede	führt	vést	führen	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vede	rennt	vést	rennen	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vede	läuft	vést	laufen	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
nikdy	niemals	nikdy	niemals	ADV	ADV
nikdy	nie	nikdy	nie	ADV	ADV
pravděpodobně	wohl	pravděpodobně	wohl	ADV;POS	ADV
jména	bezeichnungen	jméno	bezeichnungen	N;NOM;NEUT;PL;POS	N;NOM;FEM;PL
výsledky	ergebnisse	výsledek	ergebnis	N;INAN;NOM;MASC;PL;POS	N;NOM;NEUT;PL
právo	gesetz	právo	gesetz	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
data	daten	data	daten	N;NOM;NEUT;PL;POS	N;NOM;NEUT;PL
data	daten	data	daten	N;NOM;NEUT;PL;POS	N;NOM;NEUT;PL
menší	kleiner	malý	klein	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
menší	geringer	malý	gering	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
menší	kleiner	malý	klein	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
menší	kleineren	malý	klein	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
menší	kleinerer	malý	klein	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
bývalý	ehemaliger	bývalý	ehemalig	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
jednotky	einheiten	jednotka	einheit	N;NOM;FEM;PL;POS	N;PL
jednotky	soldaten	jednotka	soldat	N;NOM;FEM;PL;POS	N;PL
knihy	bücher	kniha	büchern	N;NOM;FEM;PL;POS	N;NOM;NEUT;PL
výboru	ausschuss	výbor	ausschassen	N;INAN;DAT;MASC;SG;POS	N
výboru	ausschuß	výbor	ausscheßen	N;INAN;DAT;MASC;SG;POS	N;SG
skóre	punktzahl	skóre	punktzahl	N;NOM;NEUT;SG;POS	N
skóre	filmmusik	skóre	filmmusik	N;NOM;NEUT;SG;POS	N
skóre	punktzahl	skóre	punktzahl	N;NOM;NEUT;SG;POS	N
použití	verwendung	použití	verwendung	N;NOM;NEUT;SG;POS	N;SG
použití	nutzung	použití	nutzung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
použití	einsatz	použití	einsatz	N;NOM;NEUT;SG;POS	N
použití	benutzung	použití	Benutzung	N;NOM;NEUT;SG;POS	N;FEM;SG
použití	verwendung	použití	verwendung	N;NOM;NEUT;SG;POS	N;SG
použití	nutzung	použití	nutzung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
žije	lebt	žít	leben	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
žije	wohnt	žít	wohnen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
utkání	spiel	utkání	spielen	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
utkání	übereinstimmung	utkání	übereinstimmung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
spojených	vereinigten	spojený	vereinigen	ADJ;GEN;MASC;PL;POS	ADJ;PL
hlasování	abstimmung	hlasování	abstimmung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
hlasování	abstimmung	hlasování	abstimmung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
hlasování	abstimmung	hlasování	abstimmung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
armády	armeen	armáda	armeen	N;NOM;FEM;PL;POS	N;NOM;PL
služby	serviceleistungen	služba	serviceleistungen	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
služby	dienstleistungen	služba	dienstleistungen	N;NOM;FEM;PL;POS	N;NOM;FEM;PL
druhá	zweiter	druhý	zweit	ADJ;NOM;FEM;SG	ADJ
řešení	lösung	řešení	lösung	N;NOM;NEUT;SG;POS	N;NOM;FEM;SG
zámek	schleuse	zámek	schleus	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
celý	ganzes	celý	ganz	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
údolí	tal	údolí	tal	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
napsal	geschrieben	napsat	schreiben	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
napsal	schrieb	napsat	schreiben	V;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
body	punkten	bod	punken	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
body	punkte	bod	punken	N;INAN;NOM;MASC;PL;POS	N;NOM;MASC;PL
alba	alben	album	albe	N;NOM;NEUT;PL;POS	N;NOM;PL
stojí	steht	stát	stehen	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
série	serie	série	serie	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
zmínka	erwähnung	zmínka	Erwähnung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
méně	weniger	málo	weniger	ADV;CMPR;POS	ADV
méně	weniger	málo	weniger	ADV;CMPR;POS	ADV
méně	weniger	málo	weniger	ADV;CMPR;POS	ADV
nejprve	zuerst	nejprve	zuerst	ADV	ADV
rod	stäbe	rod	staben	N;INAN;NOM;MASC;SG;POS	N;NOM
americké	amerikanische	americký	amerikanisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;FEM;PL
americké	amerikaner	americký	amerikaner	ADJ;NOM;MASC;PL;POS	ADJ
americké	amerikanischen	americký	amerikanisch	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
americké	amerikanisch	americký	amerikanisch	ADJ;NOM;MASC;PL;POS	ADJ
znamená	meint	znamenat	meinen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
znamená	bedeutet	znamenat	bedeuten	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
vrátil	kehrte	vrátit	kehren	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
vrátil	zurückgekehrt	vrátit	zurückkehren	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
vrátil	zurückgegeben	vrátit	zurückgeben	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
vrátil	zurückgeschickt	vrátit	zurückschicken	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
zda	ob	zda	ob	CONJ	CONJ
místa	plätze	místo	platz	N;NOM;NEUT;PL;POS	N;NOM;MASC;PL
místa	orte	místo	ort	N;NOM;NEUT;PL;POS	N;NOM;MASC;PL
předchozí	früheren	předchozí	früh	ADJ;NOM;MASC;SG;POS	ADJ
předchozí	vorheriger	předchozí	vorherig	ADJ;NOM;MASC;SG;POS	ADJ
vyšší	größer	vysoký	groß	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
vyšší	grösser	vysoký	groß	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
vyšší	höheren	vysoký	hoch	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
vyšší	höher	vysoký	hoch	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
malá	kleines	malý	klein	ADJ;NOM;FEM;SG;POS	ADJ;NOM;NEUT;SG
malá	kleiner	malý	klein	ADJ;NOM;FEM;SG;POS	ADJ
malá	klein	malý	klein	ADJ;NOM;FEM;SG;POS	ADJ
malá	kleiner	malý	klein	ADJ;NOM;FEM;SG;POS	ADJ
malá	klein	malý	klein	ADJ;NOM;FEM;SG;POS	ADJ
poměrně	vergleichsweise	poměrně	vergleichsweise	ADV;POS	ADV
poměrně	einigermaßen	poměrně	einigermaßen	ADV;POS	ADV
poměrně	irgendwie	poměrně	irgendwie	ADV;POS	ADV
poměrně	eher	poměrně	eher	ADV;POS	ADV
poměrně	etwas	poměrně	etwas	ADV;POS	ADV
poměrně	vergleichsweise	poměrně	vergleichsweise	ADV;POS	ADV
zhruba	ungefähr	zhruba	ungefähr	ADV	ADV
kulturní	kultureller	kulturní	kulturell	ADJ;NOM;FEM;SG;POS	ADJ
kulturní	kulturell	kulturní	kulturell	ADJ;NOM;FEM;SG;POS	ADJ
kulturní	kulturellen	kulturní	kulturell	ADJ;NOM;FEM;SG;POS	ADJ
autor	autor	autor	autor	N;ANIM;NOM;MASC;SG;POS	N;NOM;MASC;SG
moc	leistung	moc	leistung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
moc	stromversorgung	moc	stromversorgung	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
velikost	größe	velikost	groß	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
stav	status	stav	status	N;INAN;NOM;MASC;SG;POS	N
stránka	seite	stránka	seit	N;NOM;FEM;SG;POS	N
stránka	website	stránka	websit	N;NOM;FEM;SG;POS	N;SG
stránka	seite	stránka	seit	N;NOM;FEM;SG;POS	N
zpět	zurück	zpět	zurück	ADV	ADV
zpět	wieder	zpět	wieder	ADV	ADV
zpět	hinten	zpět	hinten	ADV	ADV
založil	gegründet	založit	gründen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
založil	gründete	založit	gründen	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
řád	ordnung	řád	ordnung	N;INAN;NOM;MASC;SG;POS	N
řád	auftrag	řád	auftragen	N;INAN;NOM;MASC;SG;POS	N;MASC;SG
řád	bestellung	řád	bestellung	N;INAN;NOM;MASC;SG;POS	N;NOM;FEM;SG
muzeum	museum	muzeum	museum	N;NOM;NEUT;SG;POS	N;NOM;NEUT;SG
pět	fünf	pět	fünf	NUM;NOM;SG	NUM
slouží	serviert	sloužit	servieren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
slouží	dient	sloužit	dienen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
sociální	soziales	sociální	sozial	ADJ;NOM;MASC;SG;POS	ADJ;NOM;NEUT;SG
sociální	sozialer	sociální	sozial	ADJ;NOM;MASC;SG;POS	ADJ
sociální	sozial	sociální	sozial	ADJ;NOM;MASC;SG;POS	ADJ
sebe	mich	se	ich	PRO;ACC;REFL	PRO;ACC;SG;1
význam	sinne	význam	sinnen	N;INAN;NOM;MASC;SG;POS	N
republika	republik	republika	republik	N;NOM;FEM;SG;POS	N;NOM;FEM;SG
studoval	untersucht	studovat	untersuchen	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
studoval	studierte	studovat	studieren	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;SG;3;PST;FIN
