with	با	with	با	ADP	ADP
control	کنترل	control	کنترل	N;SG	N;SG
control	کنترول	control	کنترول	N;SG	N;SG
policy	سیاست	policy	سیاست	N;SG	N;SG
half	نیم	half	نیم	N;SG	N;SG
half	نیمی	half	نیم	N;SG	N;SG
half	نصف	half	None	N;SG	N;SG
design	دیزاین	design	دیزاین	N;SG	N;SG
design	طرح	design	طرح	N;SG	N;SG
design	طراحی	design	طراحی	N;SG	N;SG
event	رویداد	event	رویداد	N;SG	N;SG
event	واقعه	event	واقعه	N;SG	N;SG
event	رخداد	event	رخداد	N;SG	N;SG
events	رویدادهای	event	رویداد	N;PL	N;PL
events	رویدادها	event	رویداد	N;PL	N;PL
events	حوادث	event	حوادث	N;PL	N;PL
events	اتفاقات	event	اتفاق	N;PL	N;PL
available	موجود	available	موجود	ADJ	ADJ
real	واقعی	real	واقعی	ADJ	ADJ
action	کنش	action	None	N;SG	N;SG
action	اکشن	action	اکشن	N;SG	N;SG
action	اقدام	action	اقدام	N;SG	N;SG
action	عمل	action	عمل	N;SG	N;SG
space	فضای	space	فضا	N;SG	N;SG
space	فضا	space	فضا	N;SG	N;SG
space	فضایی	space	فضا	N;SG	N;SG
space	فاصله	space	فاصله	N;SG	N;SG
areas	نواحی	area	ناحیه	N;PL	N;PL
areas	مناطق	area	منطقه	N;PL	N;PL
star	استار	star	استار	N;SG	N;SG
star	ستاره	star	ستاره	N;SG	N;SG
really	واقعآ	really	واقعآ	ADV	ADV
really	واقعا	really	None	ADV	ADV
possible	ممکن	possible	ممکن	ADJ	ADJ
taken	گرفته	take	گرفت#گیر	V;PST;V.PTCP	V;SG;3;V.PTCP
going	میرم	go	میرم	V;V.MSDR	V;SG;1;PRS
minister	وزیر	minister	وزیر	N;SG	N;SG
minister	وزیری	minister	وزیری	N;SG	N;SG
author	مؤلف	author	مؤلف	N;SG	N;SG
author	نویسندۀ	author	نویسندۀ	N;SG	N;SG
author	نویسنده	author	نویسنده	N;SG	N;SG
independent	مستقل	independent	مستقل	ADJ	ADJ
process	فرایند	process	فرایند	N;SG	N;SG
process	پروسه	process	پروسه	N;SG	N;SG
process	فرآیند	process	فرآیند	N;SG	N;SG
process	روند	process	روند	N;SG	N;SG
teams	تیمهای	team	تیم	N;PL	N;PL
character	شخصیت	character	شخصیت	N;SG	N;SG
character	نویسه	character	نویسه	N;SG	N;SG
low	کم	low	کم	ADJ	ADJ
pages	صفحات	page	None	N;PL	N;PL
light	سبک	light	سبک	N;SG	N;SG
light	روشنایی	light	None	N;SG	N;SG
light	نور	light	نور	N;SG	N;SG
light	نوری	light	نوری	N;SG	N;SG
big	بزرگ	big	بزرگ	ADJ	ADJ
seen	ندیده	see	دید	V;PST;V.PTCP	V;SG;3;NEG;V.PTCP
seen	دیده	see	دید	V;PST;V.PTCP	V;SG;3;V.PTCP
release	نشر	release	نشر	N;SG	N;SG
episode	قسمت	episode	قسمت	N;SG	N;SG
episode	اپیزود	episode	اپیزود	N;SG	N;SG
wrote	نوشتم	write	نوشت#نویس	V;IND;PST;FIN	V;SG;1;PST
companies	شرکتها	company	شرکت	N;PL	N;PL
companies	شرکتهای	company	شرکت	N;PL	N;PL
companies	احزاب	company	حزب	N;PL	N;PL
thanks	تشکر	thanks	تشکر	N;SG	N;SG
thanks	سپاس	thanks	سپاس	N;SG	N;SG
thanks	ممنون	thanks	None	N;SG	N;SG
race	نژاد	race	نژاد	N;SG	N;SG
race	مسابقه	race	مسابقه	N;SG	N;SG
route	مسیر	route	مسیر	N;SG	N;SG
users	کاربران	user	کاربر	N;PL	N;PL
body	بدن	body	بدن	N;SG	N;SG
body	بدنی	body	بدنی	N;SG	N;SG
body	بدنه	body	بدنه	N;SG	N;SG
body	جسم	body	جسم	N;SG	N;SG
body	b	body	b	N;SG	N;SG
question	سؤال	question	سؤال	N;SG	N;SG
question	سوال	question	None	N;SG	N;SG
question	پرسش	question	پرسش	N;SG	N;SG
week	هفته	week	هفته	N;SG	N;SG
week	هفتۀ	week	هفتۀ	N;SG	N;SG
editors	تدوینگران	editor	تدوینگر	N;PL	N;PL
match	تطبیق	match	None	N;SG	N;SG
match	مسابقه	match	مسابقه	N;SG	N;SG
match	کبریت	match	کبریت	N;SG	N;SG
match	تطابق	match	تطابق	N;SG	N;SG
come	بیا	come	آمد#آ	V;IMP;FIN	V;IMP;SG;2
tour	تور	tour	تور	N;SG	N;SG
tour	tour	tour	tour	N;SG	N;SG
sea	دریا	sea	دریا	N;SG	N;SG
sea	دریای	sea	دریا	N;SG	N;SG
cross	صلیب	cross	صلیب	N;SG	N;SG
cross	کراس	cross	کراس	N;SG	N;SG
cross	عبور	cross	عبور	N;SG	N;SG
health	سلامت	health	سلامت	N;SG	N;SG
health	بهداشت	health	بهداشت	N;SG	N;SG
health	health	health	health	N;SG	N;SG
health	سلامتی	health	سلامتی	N;SG	N;SG
institute	موسسه	institute	None	N;SG	N;SG
institute	مؤسسه	institute	مؤسسه	N;SG	N;SG
institute	انستیتو	institute	انستیتو	N;SG	N;SG
forces	نیروهای	force	نیرو	N;PL	N;PL
forces	نیروهایی	force	نیرو	N;PL	N;PL
green	گرین	green	گرین	N;SG	N;SG
rights	حقوق	rights	حق	N;PL	N;PL
evidence	مدرک	evidence	مدرک	N;SG	N;SG
aircraft	هواپیمای	aircraft	هواپیما	N;SG	N;SG
aircraft	هواگرد	aircraft	هواگرد	N;SG	N;SG
arts	هنرهای	art	هنر	N;PL	N;PL
range	گستره	range	گستره	N;SG	N;SG
probably	احتمالا	probably	احتمالا	ADV	ADV
probably	احتمالاً	probably	احتمالاً	ADV	ADV
consensus	اجماع	consensus	اجماع	N;SG	N;SG
bar	b	bar	b	N;SG	N;SG
bar	میله	bar	میله	N;SG	N;SG
bar	بار	bar	بار	N;SG	N;SG
problem	مشکل	problem	مشکل	N;SG	N;SG
problem	مسئله	problem	مسئله	N;SG	N;SG
problem	مشکلی	problem	مشکل	N;SG	N;SG
look	ببین	look	دید#بین	V;IMP;FIN	V;IMP;SG;2
issues	مسائل	issue	مسأله	N;PL	N;PL
average	متوسط	average	متوسط	ADJ	ADJ
network	شبکه	network	شبکه	N;SG	N;SG
network	network	network	network	N;SG	N;SG
win	برد	win	برد#بر	V;IMP;FIN	V;SG;3;PST
wife	زن	wife	زن	N;SG	N;SG
wife	همسر	wife	همسر	N;SG	N;SG
wife	عیال	wife	عیال	N;SG	N;SG
returned	بازگشته	return	بازگشته	V;PST;V.PTCP	V;SG;3;V.PTCP
night	شبی	night	شب	N;SG	N;SG
night	شب	night	شب	N;SG	N;SG
magazine	مجله	magazine	مجله	N;SG	N;SG
centre	سنتر	centre	سنتر	N;SG	N;SG
centre	مرکز	centre	مرکز	N;SG	N;SG
usually	معمولا	usually	معمولاً	ADV	ADV
able	قادر	able	قادر	ADJ	ADJ
stage	مرحله	stage	مرحله	N;SG	N;SG
stage	صحنه	stage	صحنه	N;SG	N;SG
stage	استیج	stage	استیج	N;SG	N;SG
academy	آکادمی	academy	آکادمی	N;SG	N;SG
academy	فرهنگستان	academy	فرهنگست	N;SG	N;SG
mother	مادر	mother	مادر	N;SG	N;SG
mother	مادری	mother	مادر	N;SG	N;SG
culture	تمدن	culture	تمدن	N;SG	N;SG
culture	فرهنگی	culture	فرهنگی	N;SG	N;SG
culture	فرهنگ	culture	فرهنگ	N;SG	N;SG
committee	کمیته	committee	کمیته	N;SG	N;SG
committee	کمیسیون	committee	کمیسیون	N;SG	N;SG
things	اوضاع	thing	وضع	N;PL	N;PL
things	چیزها	thing	چیز	N;PL	N;PL
fire	آتشسوزی	fire	آتشسوزی	N;SG	N;SG
fire	آتش	fire	آتش	N;SG	N;SG
fire	آتیش	fire	آتیش	N;SG	N;SG
gold	طلای	gold	طلا	N;SG	N;SG
gold	gold	gold	gold	N;SG	N;SG
gold	طلا	gold	طلا	N;SG	N;SG
gold	گلد	gold	گلد	N;SG	N;SG
gold	زرین	gold	None	N;SG	N;SG
female	نسوان	female	نسوان	N;SG	N;SG
female	زن	female	زن	N;SG	N;SG
female	مؤنث	female	مؤنث	N;SG	N;SG
female	مونث	female	مونث	N;SG	N;SG
female	ماده	female	ماده	N;SG	N;SG
months	ماهها	month	ماه	N;PL	N;PL
months	ماههای	month	ماه	N;PL	N;PL
previous	قبلی	previous	قبل	ADJ	ADJ
size	اندازۀ	size	اندازۀ	N;SG	N;SG
size	اندازه	size	اندازه	N;SG	N;SG
festival	عیدی	festival	عیدی	N;SG	N;SG
festival	جشنواره	festival	جشنواره	N;SG	N;SG
basketball	b	basketball	b	N;SG	N;SG
basketball	بسکتبال	basketball	بسکتبال	N;SG	N;SG
move	حرکت	move	حرکت	N;SG	N;SG
performance	عملکرد	performance	عملکرد	N;SG	N;SG
performance	اجرا	performance	اجرا	N;SG	N;SG
performance	کارایی	performance	کارایی	N;SG	N;SG
give	بده	give	داد#ده	V;IMP;FIN	V;IMP;SG;2
training	آموزش	training	آموزش	N;SG	N;SG
training	تمرین	training	تمرین	N;SG	N;SG
training	تعلیم	training	تعلیم	N;SG	N;SG
training	اموزش	training	اموزش	N;SG	N;SG
artist	هنرمند	artist	هنرمند	N;SG	N;SG
artist	artist	artist	None	N;SG	N;SG
artist	هنرمندی	artist	هنرمند	N;SG	N;SG
word	سخن	word	سخن	N;SG	N;SG
word	کلمه	word	کلمه	N;SG	N;SG
word	واژه	word	واژه	N;SG	N;SG
word	کلام	word	کلام	N;SG	N;SG
blue	آبی	blue	آبی	ADJ	ADJ
primary	اصلی	primary	اصلی	ADJ	ADJ
primary	اولیه	primary	اولیه	ADJ	ADJ
artists	هنرمندان	artist	هنرمند	N;PL	N;PL
view	نمای	view	None	N;SG	N;SG
almost	تقریباً	almost	تقریباً	ADV	ADV
almost	تقریبا	almost	None	ADV	ADV
baseball	بیسبال	baseball	بیسبال	N;SG	N;SG
technology	فناوری	technology	فناوری	N;SG	N;SG
technology	تکنولوژی	technology	None	N;SG	N;SG
future	future	future	future	N;SG	N;SG
future	آینده	future	آینده	N;SG	N;SG
census	سرشماری	census	سرشماری	N;SG	N;SG
images	تصاویر	image	تصویر	N;PL	N;PL
results	نتایج	result	نتیجه	N;PL	N;PL
results	نتایجی	result	None	N;PL	N;PL
return	بازگشت	return	بازگشت	N;SG	N;SG
quality	کیفیتی	quality	کیفیت	N;SG	N;SG
quality	کیفیت	quality	کیفیت	N;SG	N;SG
construction	ساخت	construction	ساخت	N;SG	N;SG
construction	سازندگی	construction	سازندگی	N;SG	N;SG
construction	ساختمان	construction	ساختمان	N;SG	N;SG
front	جبهه	front	جبهه	N;SG	N;SG
front	جلو	front	جلو	N;SG	N;SG
cover	کاور	cover	کاور	N;SG	N;SG
cover	جلد	cover	جلد	N;SG	N;SG
cover	پوشش	cover	پوشش	N;SG	N;SG
model	model	model	model	N;SG	N;SG
model	مدل	model	مدل	N;SG	N;SG
read	بخوان	read	None	V;IMP;FIN	V;IMP;SG;2
read	خوانده	read	خواند#خوان	V;IMP;FIN	V;SG;3;V.PTCP
strong	قوی	strong	قوی	ADJ	ADJ
coach	coach	coach	coach	N;SG	N;SG
coach	دلیجان	coach	دلیج	N;SG	N;SG
coach	مربیگری	coach	None	N;SG	N;SG
coach	مربی	coach	مربی	N;SG	N;SG
organization	سازمان	organization	سازمان	N;SG	N;SG
organization	سازماندهی	organization	سازماندهی	N;SG	N;SG
studies	مطالعات	study	مطالعه	N;PL	N;PL
html	html	html	html	N;SG	N;SG
car	خودرو	car	خودرو	N;SG	N;SG
car	خودروی	car	خودرو	N;SG	N;SG
car	ماشین	car	ماشین	N;SG	N;SG
attack	حمله	attack	حمله	N;SG	N;SG
conference	کنفرانس	conference	کنفرانس	N;SG	N;SG
conference	همایش	conference	همایش	N;SG	N;SG
study	تحصیل	study	تحصیل	N;SG	N;SG
study	مطالعه	study	مطالعه	N;SG	N;SG
brother	برادر	brother	برادر	N;SG	N;SG
brother	داداش	brother	داداش	N;SG	N;SG
names	نامها	name	نامه	N;PL	N;PL
names	نامهای	name	نامه	N;PL	N;PL
writer	نویسنده	writer	نویسنده	N;SG	N;SG
border	لبه	border	لبه	N;SG	N;SG
border	مرزی	border	مرز	N;SG	N;SG
border	مرز	border	مرز	N;SG	N;SG
border	لبۀ	border	لبۀ	N;SG	N;SG
countries	کشورها	country	کشور	N;PL	N;PL
past	past	past	past	N;SG	N;SG
past	گذشته	past	گذشته	N;SG	N;SG
writing	نویسندگی	writing	نویسندگی	N;SG	N;SG
writing	نوشتن	writing	نوشتن	N;SG	N;SG
interest	ربا	interest	ربا	N;SG	N;SG
interest	علاقه	interest	علاقه	N;SG	N;SG
interest	بهره	interest	بهره	N;SG	N;SG
killed	کشته	kill	کشت#کش	V;PST;V.PTCP	V;SG;3;V.PTCP
medal	مدال	medal	مدال	N;SG	N;SG
search	جستجو	search	None	N;SG	N;SG
reference	ارجاع	reference	None	N;SG	N;SG
reference	مرجع	reference	None	N;SG	N;SG
especially	مخصوصا	especially	مخصوصا	ADV	ADV
library	کتابخانه	library	کتابخانه	N;SG	N;SG
management	مدیریت	management	مدیریت	N;SG	N;SG
references	مراجع	reference	مراجع	N;PL	N;PL
features	ویژگیها	feature	ویژگی	N;PL	N;PL
features	ویژگیهای	feature	ویژگی	N;PL	N;PL
historical	تاریخی	historical	تاریخی	ADJ	ADJ
daughter	دختر	daughter	دختر	N;SG	N;SG
reading	خواندن	reading	خواندن	N;SG	N;SG
reading	قرائت	reading	قرائت	N;SG	N;SG
systems	سیستمها	system	سیستم	N;PL	N;PL
movement	جنبش	movement	جنبش	N;SG	N;SG
movement	تحرک	movement	تحرک	N;SG	N;SG
movement	نهضت	movement	نهضت	N;SG	N;SG
specific	مشخص	specific	مشخص	ADJ	ADJ
always	همیشه	always	همیشه	ADV	ADV
actor	هنرپیشه	actor	هنرپیشه	N;SG	N;SG
actor	بازیگر	actor	بازیگر	N;SG	N;SG
actor	actor	actor	actor	N;SG	N;SG
natural	طبیعی	natural	طبیعی	ADJ	ADJ
clear	روشن	clear	روشن	ADJ	ADJ
coast	کوست	coast	کوست	N;SG	N;SG
let	بزار	let	بزار	V;IMP;FIN	V;IMP;SG;2
ten	ده	ten	ده	NUM	NUM
individual	شخصی	individual	شخص	N;SG	N;SG
individual	فرد	individual	فرد	N;SG	N;SG
rule	قاعده	rule	قاعده	N;SG	N;SG
rule	قانون	rule	قانون	N;SG	N;SG
hand	دست	hand	دست	N;SG	N;SG
generally	عموما	generally	عموما	ADV	ADV
generally	عموماً	generally	عموما	ADV	ADV
base	پایه	base	پایه	N;SG	N;SG
base	مبنا	base	مبنا	N;SG	N;SG
base	پایگاه	base	None	N;SG	N;SG
sometimes	گاهی	sometimes	گاه	ADV	ADV
capital	پایتخت	capital	پایتخت	N;SG	N;SG
capital	سرمایه	capital	سرمایه	N;SG	N;SG
valley	دره	valley	دره	N;SG	N;SG
bank	بنک	bank	بنک	N;SG	N;SG
bank	بانک	bank	بانک	N;SG	N;SG
ground	زمینی	ground	زمینی	N;SG	N;SG
energy	انرژی	energy	انرژی	N;SG	N;SG
leader	لیدر	leader	لیدر	N;SG	N;SG
leader	رهبر	leader	رهبر	N;SG	N;SG
active	فعال	active	فعال	ADJ	ADJ
block	بلوک	block	بلوک	N;SG	N;SG
block	بلاک	block	بلاک	N;SG	N;SG
bridge	پل	bridge	پل	N;SG	N;SG
bridge	پلی	bridge	پلی	N;SG	N;SG
changes	تغییرات	change	تغییر	N;PL	N;PL
industry	صنعت	industry	صنعت	N;SG	N;SG
collection	مجموعۀ	collection	مجموعۀ	N;SG	N;SG
collection	مجموعه	collection	مجموعه	N;SG	N;SG
request	درخواست	request	درخواست	N;SG	N;SG
olympic	المپیک	olympic	المپیک	N;SG	N;SG
professor	پروفسور	professor	پروفسور	N;SG	N;SG
professor	پرفسور	professor	پرفسور	N;SG	N;SG
studio	studio	studio	studio	N;SG	N;SG
studio	استودیو	studio	استودیو	N;SG	N;SG
studio	استدیو	studio	استدیو	N;SG	N;SG
competition	مسابقه	competition	مسابقه	N;SG	N;SG
competition	رقابت	competition	رقابت	N;SG	N;SG
campaign	لشکرکشی	campaign	لشکرکشی	N;SG	N;SG
campaign	کمپین	campaign	کمپین	N;SG	N;SG
org	org	org	org	N;SG	N;SG
empire	امپراطوری	empire	امپراطوری	N;SG	N;SG
empire	امپایر	empire	امپایر	N;SG	N;SG
empire	امپراتوری	empire	امپراتوری	N;SG	N;SG
islands	جزایر	island	جزایر	N;PL	N;PL
singer	خواننده	singer	خواننده	N;SG	N;SG
market	مارکت	market	مارکت	N;SG	N;SG
market	بازار	market	بازار	N;SG	N;SG
market	مارکیت	market	مارکیت	N;SG	N;SG
market	بازاری	market	بازاری	N;SG	N;SG
words	کلمات	word	None	N;PL	N;PL
notes	یادداشتها	note	یادداشت	N;PL	N;PL
notes	یادداشتهای	note	یادداشت	N;PL	N;PL
hockey	هاکی	hockey	هاکی	N;SG	N;SG
novel	رمان	novel	رمان	N;SG	N;SG
code	کد	code	کرد#کن	N;SG	N;SG
referee	داور	referee	داور	N;SG	N;SG
sport	sport	sport	sport	N;SG	N;SG
sport	اسپورت	sport	اسپورت	N;SG	N;SG
sport	ورزش	sport	ورزش	N;SG	N;SG
sport	ورزشی	sport	ورزشی	N;SG	N;SG
sport	ورزشکار	sport	ورزشکار	N;SG	N;SG
airport	فرودگاه	airport	فرودگاه	N;SG	N;SG
sound	صوت	sound	صوت	N;SG	N;SG
sound	صدا	sound	صدا	N;SG	N;SG
status	وضعیت	status	وضعیت	N;SG	N;SG
child	کودک	child	کودک	N;SG	N;SG
child	فرزند	child	فرزند	N;SG	N;SG
child	بچه	child	بچه	N;SG	N;SG
idea	ایده	idea	ایده	N;SG	N;SG
foreign	خارجه	foreign	خارجه	ADJ	ADJ
foreign	خارجی	foreign	خارجی	ADJ	ADJ
register	ثبات	register	ثبات	N;SG	N;SG
problems	مسائلی	problem	مسأله	N;PL	N;PL
problems	مسائل	problem	مسأله	N;PL	N;PL
problems	مشکلات	problem	مشکل	N;PL	N;PL
coverage	پوشش	coverage	پوشش	N;SG	N;SG
channel	کانال	channel	None	N;SG	N;SG
channel	مجرا	channel	None	N;SG	N;SG
channel	مجرای	channel	None	N;SG	N;SG
channel	چنل	channel	چنل	N;SG	N;SG
channel	channel	channel	channel	N;SG	N;SG
parliament	مجلس	parliament	مجلس	N;SG	N;SG
parliament	پارلمان	parliament	پارلمان	N;SG	N;SG
edition	ورژن	edition	ورژن	N;SG	N;SG
minor	کوچک	minor	کوچک	ADJ	ADJ
says	میگوید	say	گفت#گو	V;IND;SG;3;PRS;FIN	V;SG;3;PRS
foundation	پایه	foundation	پایه	N;SG	N;SG
foundation	بنیاد	foundation	None	N;SG	N;SG
units	واحدها	unit	واحد	N;PL	N;PL
movie	فیلمی	movie	فیلم	N;SG	N;SG
movie	فیلم	movie	فیلم	N;SG	N;SG
ice	یخ	ice	None	N;SG	N;SG
ice	یخبندان	ice	یخبند	N;SG	N;SG
ice	آیس	ice	آیس	N;SG	N;SG
limited	محدود	limited	محدود	ADJ	ADJ
unit	یگان	unit	یهان	N;SG	N;SG
unit	یکای	unit	یکا	N;SG	N;SG
unit	واحد	unit	واحد	N;SG	N;SG
unit	یکا	unit	یکا	N;SG	N;SG
student	محصل	student	محصل	N;SG	N;SG
student	شاگرد	student	شاگرد	N;SG	N;SG
student	دانشجو	student	دانشجو	N;SG	N;SG
test	آزمون	test	آزمون	N;SG	N;SG
test	آزمایش	test	آزمایش	N;SG	N;SG
test	تست	test	None	N;SG	N;SG
bill	بیل	bill	بیل	N;SG	N;SG
parts	قطعات	part	قطعه	N;PL	N;PL
theory	نظریه	theory	نظریه	N;SG	N;SG
theory	تئوری	theory	تئوری	N;SG	N;SG
theory	فرضیه	theory	فرضیه	N;SG	N;SG
account	حساب	account	حساب	N;SG	N;SG
computer	رایانه	computer	رایانه	N;SG	N;SG
computer	کامپیوتر	computer	کامپیو	N;SG	N;SG
tournament	تورنومنت	tournament	تورنومنت	N;SG	N;SG
tournament	تورنمنت	tournament	تورنمنت	N;SG	N;SG
lot	لوط	lot	لوط	N;SG	N;SG
hospital	بیمارستان	hospital	بیمارستان	N;SG	N;SG
hospital	بیمارستانی	hospital	بیمارستان	N;SG	N;SG
mountain	کوهستانی	mountain	کوهستانی	N;SG	N;SG
mountain	کوهی	mountain	None	N;SG	N;SG
mountain	کوه	mountain	کوه	N;SG	N;SG
mountain	کوهستان	mountain	کوهستان	N;SG	N;SG
higher	بالاتری	higher	بالا	ADJ;CMPR	ADJ;CMPR
higher	بالاتر	higher	بالا	ADJ;CMPR	ADJ;CMPR
cases	موارد	case	مورد	N;PL	N;PL
editing	تدوین	editing	تدوین	N;SG	N;SG
editing	ویرایش	editing	ویرایش	N;SG	N;SG
food	غذایی	food	غذا	N;SG	N;SG
food	خوراک	food	خوراک	N;SG	N;SG
food	غذا	food	غذا	N;SG	N;SG
multiple	چندگانه	multiple	چندگانه	ADJ	ADJ
multiple	چندین	multiple	چندین	ADJ	ADJ
terms	اصطلاحات	term	اصطلاح	N;PL	N;PL
terms	شرایط	term	شرایط	N;PL	N;PL
topic	مبحث	topic	مبحث	N;SG	N;SG
topic	موضوع	topic	موضوع	N;SG	N;SG
woman	زن	woman	زن	N;SG	N;SG
woman	زنی	woman	زن	N;SG	N;SG
officer	افسر	officer	None	N;SG	N;SG
officer	سرکار	officer	سرکار	N;SG	N;SG
recent	اخیر	recent	اخیر	ADJ	ADJ
speed	سرعت	speed	سرعت	N;SG	N;SG
money	پول	money	پول	N;SG	N;SG
money	پولی	money	پولی	N;SG	N;SG
saw	دیده	see	دید	V;IND;PST;FIN	V;SG;3;V.PTCP
selected	برگزیده	select	برگزیده	V;PST;V.PTCP	V;SG;3;V.PTCP
politician	سیاستمدار	politician	سیاستمدار	N;SG	N;SG
true	راست	true	راست	ADJ	ADJ
true	درست	true	درست	ADJ	ADJ
regular	منظم	regular	منظم	ADJ	ADJ
cities	شهرها	city	شهر	N;PL	N;PL
trade	تجارت	trade	تجارت	N;SG	N;SG
degree	درجه	degree	درجه	N;SG	N;SG
birth	تولد	birth	تولد	N;SG	N;SG
birth	ولادت	birth	None	N;SG	N;SG
rugby	راگبی	rugby	راگبی	N;SG	N;SG
seasons	فصلها	season	فصل	N;PL	N;PL
seasons	فصول	season	فصول	N;PL	N;PL
journal	ژورنال	journal	ژورنال	N;SG	N;SG
journal	مجله	journal	مجله	N;SG	N;SG
journal	نشریه	journal	نشریه	N;SG	N;SG
