پربت	gebirge	پربت	gebirge	N;NOM;MASC;SG;3	N
تذلیل	demütigung	تذلیل	demütigung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تر	rich	تر	reihen		
تر	wet	تر	wet		
بہتر	besser	بہتر	gut	ADJ	ADJ
بہتر	besseren	بہتر	gut	ADJ	ADJ
بہتر	bessere	بہتر	gut	ADJ	ADJ;NOM;FEM;PL
تردامنی	schuld	تردامنی	schuld	ADJ;NOM	ADJ
تردامنی	schuldgefühle	تردامنی	schuldgefühle	ADJ;NOM	ADJ;NOM;FEM;PL
ترزبانی	beredsamkeit	ترزبانی	beredsamkeit	ADJ	ADJ
تُر	shuttle	تُر	shuttle		
تُر	webstuhl	تُر	webstuhl		
تراس	wecker	تراس	wecker		
تراس	angst	تراس	angst		
تراشنا	clip	تراشنا	clip		
تراشنا	clip	تراشنا	clip		
تراشی	schnitt	تراشی	schneiden	ADJ;NOM	ADJ
تراشی	formgebung	تراشی	Formgebung	ADJ;NOM	ADJ
تراشی	formgebung	تراشی	Formgebung	ADJ;NOM	ADJ
تراضی	vermittlungsausschuss	تراضی	vermittlungsausschuss	ADJ	ADJ
تراضی	vermittlungsverfahren	تراضی	vermittlungsverfahren	ADJ	ADJ
تراضی	schlichtung	تراضی	schlichtung	ADJ	ADJ
تراضی	vermittlung	تراضی	vermittlung	ADJ	ADJ
تراضی	kompromisse	تراضی	kompromis	ADJ	ADJ
ترتیب	einsatz	ترتیب	einsatz	N;NOM;FEM;SG;3	N
ترتیب	entsendung	ترتیب	entsendung	N;NOM;FEM;SG;3	N;FEM;SG
ترتیب	ordnung	ترتیب	ordnung	N;NOM;FEM;SG;3	N
ترتیب	auftrag	ترتیب	auftragen	N;NOM;FEM;SG;3	N;MASC;SG
ترتیب	bestellung	ترتیب	bestellung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترتیب	sammlung	ترتیب	sammlung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترتیب	zusammenstellung	ترتیب	zusammenstellung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترتیب	erstellung	ترتیب	Erstellung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترتیب	einsatz	ترتیب	einsatz	N;NOM;FEM;SG;3	N
ترتیب	entsendung	ترتیب	entsendung	N;NOM;FEM;SG;3	N;FEM;SG
ترجمان	vertretung	ترجمان	vertretung	N;NOM;MASC;SG;3	N;FEM;SG
ترجمان	sprecher	ترجمان	sprecher	N;NOM;MASC;SG;3	N
ترجمان	vertretung	ترجمان	vertretung	N;NOM;MASC;SG;3	N;FEM;SG
ترجمانی	interpretation	ترجمانی	interpretation	ADJ	ADJ
ترجمانی	dolmetscher	ترجمانی	dolmetsch	ADJ	ADJ
ترجمانی	repräsentation	ترجمانی	Repräsentation	ADJ	ADJ
ترجمانی	erläuterung	ترجمانی	Erläuterung	ADJ	ADJ;SG
ترجمہ	version	ترجمہ	version	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترجمہ	auswertung	ترجمہ	auswertung	N;NOM;MASC;SG;3	N;FEM;SG
ترجیع	rückgabe	ترجیع	rückgabe	N;NOM;MASC;SG;3	N;SG
ترح	kummer	ترح	kumm		
ترح	leid	ترح	leid		
ترخا	wunde	ترخا	wehden		
ترخا	wunde	ترخا	wehden		
ترخنا	crack	ترخنا	crack		
تردید	absage	تردید	absagen	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تردید	ablehnung	تردید	ablehnung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تردید	ablehnung	تردید	ablehnung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تردید	widerlegung	تردید	widerlegung	N;NOM;MASC;SG;3	N;SG
تردید	erwiderung	تردید	Erwiderung	N;NOM;MASC;SG;3	N;FEM;SG
تردید	absage	تردید	absagen	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تردید	ablehnung	تردید	ablehnung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تردید	ablehnung	تردید	ablehnung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تردید	widerlegung	تردید	widerlegung	N;NOM;MASC;SG;3	N;SG
تردید	erwiderung	تردید	Erwiderung	N;NOM;MASC;SG;3	N;FEM;SG
تردید	widerspruch	تردید	widerspruchen	N;NOM;MASC;SG;3	N
ترس	schrecken	ترس	schrecken	V;ACT	V;NFIN
ترس	fürchten	ترس	fürcht	V;ACT	V;NFIN
ترس	fürchte	ترس	fürchen	V;ACT	V;IND;SG;3;PRS;FIN
ترسا	durst	ترسا	durst		
ترسیل	überweisung	ترسیل	überweisung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترسیل	versendung	ترسیل	versendung	N;NOM;MASC;SG;3	N;SG
ترسیل	überweisung	ترسیل	überweisung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترسیل	versendung	ترسیل	versendung	N;NOM;MASC;SG;3	N;SG
ترشُّح	manifest	ترشُّح	manifest	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ترغیب	verführung	ترغیب	verführung	N;NOM;MASC;SG;3	N;FEM;SG
ترغیب	stimulation	ترغیب	stimulation	N;NOM;MASC;SG;3	N
ترغیب	belebung	ترغیب	belebung	N;NOM;MASC;SG;3	N
ترغیب	stimulierung	ترغیب	stimulierung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترغیب	verführung	ترغیب	verführung	N;NOM;MASC;SG;3	N;FEM;SG
ترغیب	stimulation	ترغیب	stimulation	N;NOM;MASC;SG;3	N
ترغیب	belebung	ترغیب	belebung	N;NOM;MASC;SG;3	N
ترغیب	stimulierung	ترغیب	stimulierung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترُّفع	größe	ترُّفع	groß	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترقّی	verbesserung	ترقّی	verbesserung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترقّی	zunahme	ترقّی	zunahme	N;NOM;MASC;SG;3	N;SG
ترقّی	erhöhung	ترقّی	erhöhung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترقّی	entwicklung	ترقّی	entwicklung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترقّی	erhöhung	ترقّی	erhöhung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترقّی	verbesserung	ترقّی	verbesserung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترقّی	ausbau	ترقّی	ausbau	N;NOM;MASC;SG;3	N
ترَک	strahl	ترَک	strahl		
ترَک	log	ترَک	liegen		
ترکہ	legacy	ترکہ	legacy		
ترکہ	vermächtnis	ترکہ	vermächtnis		
ترکہ	vermächtnis	ترکہ	vermächtnis		
تُرکی	tapferkeit	تُرکی	tapferkeit		
تُرکی	tapferkeit	تُرکی	tapferkeit		
ترکیب	system	ترکیب	system	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
ترکیب	gliederung	ترکیب	gliederung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	technik	ترکیب	technik	N;NOM;FEM;SG;3	N;SG
ترکیب	verfassung	ترکیب	verfassung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	lösung	ترکیب	lösung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	taktik	ترکیب	taktik	N;NOM;FEM;SG;3	N;SG
ترکیب	plan	ترکیب	plan	N;NOM;FEM;SG;3	N
ترکیب	vorgang	ترکیب	vorgang	N;NOM;FEM;SG;3	N
ترکیب	system	ترکیب	system	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
ترکیب	gliederung	ترکیب	gliederung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	synthese	ترکیب	synthese	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	technik	ترکیب	technik	N;NOM;FEM;SG;3	N;SG
ترکیب	verfassung	ترکیب	verfassung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	lösung	ترکیب	lösung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترکیب	taktik	ترکیب	taktik	N;NOM;FEM;SG;3	N;SG
ترکیب	plan	ترکیب	plan	N;NOM;FEM;SG;3	N
ترکیب	vorgang	ترکیب	vorgang	N;NOM;FEM;SG;3	N
ترکیبی	gemischte	ترکیبی	gemischt	ADJ	ADJ;NOM;FEM;PL
ترکیبی	gemischtes	ترکیبی	gemischt	ADJ	ADJ;NOM;NEUT;SG
ترکیبی	gemischt	ترکیبی	mischen	ADJ	ADJ
ترکیبی	gemischten	ترکیبی	gemischt	ADJ	ADJ
تُرم	posaune	تُرم	posaune		
تُرم	bugle	تُرم	buglen		
ترمیم	änderung	ترمیم	änderung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترمیم	veränderung	ترمیم	veränderung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترمیم	verbesserung	ترمیم	verbesserung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترمیم	änderung	ترمیم	änderung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترمیم	veränderung	ترمیم	veränderung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترمیم	änderung	ترمیم	änderung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترمیم	veränderung	ترمیم	veränderung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترمیم	modifizierung	ترمیم	modifizierung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترمیم	änderung	ترمیم	änderung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترمیم	abänderung	ترمیم	abänderung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترمیم	verbesserung	ترمیم	verbesserung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ترو	baum	ترو	baum		
ترویج	währung	ترویج	währung	N;NOM;MASC;SG;3	N;NOM;SG
ترویج	zirkulation	ترویج	zirkulation	N;NOM;MASC;SG;3	N;NOM;SG
ترویج	durchblutung	ترویج	durchblutung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ترویج	popularisierung	ترویج	popularisierung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
تری	ozean	تری	ozean		
تری	ozeane	تری	ozean		
تری	moor	تری	moor		
تِریاقی	abhängig	تِریاقی	abhängig	ADJ;NOM	ADJ
تِریاقی	süchtig	تِریاقی	süchtig	ADJ;NOM	ADJ
تِریاقی	abhängige	تِریاقی	abhängig	ADJ;NOM	ADJ;NOM;FEM;PL
تڑ	crash	تڑ	crash		
تڑ	crack	تڑ	crack		
تڑاق	crash	تڑاق	crash		
تڑاق	crack	تڑاق	crack		
تڑپ	begehren	تڑپ	begehren	V;ACT	V;NFIN
تڑپ	verlangen	تڑپ	verlangen	V;ACT	V;NFIN
تڑپ	springen	تڑپ	springen	V;ACT	V;NFIN
تڑپ	springe	تڑپ	springen	V;ACT	V;IND;SG;3;PRS;FIN
تڑپن	angst	تڑپن	angst		
تڑپن	besorgnis	تڑپن	besorgnis		
تڑپن	erregung	تڑپن	erregung		
تڑخنا	crack	تڑخنا	crack		
تڑک	crack	تڑک	crack		
تڑکنا	crack	تڑک	crack		
تڑی	verlust	تڑی	verlusen		
تڑی	drohung	تڑی	drohung		
تڑی	gefahr	تڑی	gefahren		
تُزک	pomp	تُزک	pomp		
تزکیہ	reinigung	تزکیہ	reinigung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
