από	從	από	從	ADP	ADP
τέλη	費用	τέλος	費用	N;ACC;NEUT;PL	N
τέλη	收費	τέλος	收費	N;ACC;NEUT;PL	N
τέλη	費	τέλος	費	N;ACC;NEUT;PL	N
τέλη	費用	τέλος	費用	N;ACC;NEUT;PL	N
τέλη	收費	τέλος	收費	N;ACC;NEUT;PL	N
πλευρά	側	πλευρά	側	N;ACC;FEM;SG	N
πρόγραμμα	方案	πρόγραμμα	方案	N;NOM;NEUT;SG	N
πρόγραμμα	程式	πρόγραμμα	程式	N;NOM;NEUT;SG	N
πρόγραμμα	附表	πρόγραμμα	附表	N;NOM;NEUT;SG	N
πρόγραμμα	方案	πρόγραμμα	方案	N;NOM;NEUT;SG	N
χιλιόμετρα	英里	χιλιόμετρο	英里	N;NOM;NEUT;PL	N
χιλιόμετρα	公里	χιλιόμετρο	公里	N;NOM;NEUT;PL	N
χιλιόμετρα	里程	χιλιόμετρο	里程	N;NOM;NEUT;PL	N
χιλιόμετρα	公里	χιλιόμετρο	公里	N;NOM;NEUT;PL	N
κάτοικοι	居民	κάτοικος	居民	N;NOM;MASC;PL	N
άρθρα	文章	άρθρο	文章	N;NOM;NEUT;PL	N
τύπου	型態	τύπος	型態	N;GEN;MASC;SG	N
τύπου	類型	τύπος	類型	N;GEN;MASC;SG	N
δημοκρατία	共和	δημοκρατία	共和	N;NOM;FEM;SG	N
δημοκρατία	共和	δημοκρατία	共和	N;NOM;FEM;SG	N
δημοκρατία	民主	δημοκρατία	民主	N;NOM;FEM;SG	N
πόλεμος	戰	πόλεμος	戰	N;NOM;MASC;SG	N
πόλεμος	戰爭	πόλεμος	戰爭	N;NOM;MASC;SG	N
εφημερίδα	報紙	εφημερίδα	報紙	N;NOM;FEM;SG	N
εφημερίδα	報	εφημερίδα	報	N;NOM;FEM;SG	N
εφημερίδα	報章	εφημερίδα	報章	N;NOM;FEM;SG	N
τόπος	地方	τόπος	地方	N;NOM;MASC;SG	N
τόπος	地點	τόπος	地點	N;NOM;MASC;SG	N
τόπος	位置	τόπος	位置	N;NOM;MASC;SG	N
τόπος	地點	τόπος	地點	N;NOM;MASC;SG	N
είδη	魚種	είδος	魚種	N;NOM;NEUT;PL	N
είδη	物種	είδος	物種	N;NOM;NEUT;PL	N
πηγή	來源	πηγή	來源	N;NOM;FEM;SG	N
πρωταθλήματα	錦標	πρωτάθλημα	錦標	N;NOM;NEUT;PL	N
πατέρας	父親	πατέρα	父親	N;NOM;MASC;SG	N
πατέρας	神父	πατέρα	神父	N;NOM;MASC;SG	N
πατέρας	父	πατέρα	父	N;NOM;MASC;SG	N
κατηγορίες	收費	κατηγορία	收費	N;NOM;FEM;PL	N
κατηγορίες	類別	κατηγορία	類別	N;NOM;FEM;PL	N
αναφέρει	提及	αναφέρω	提及	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ποδόσφαιρο	足球	ποδόσφαιρος	足球	N;NOM;NEUT;SG	N
ποδόσφαιρο	足球	ποδόσφαιρος	足球	N;NOM;NEUT;SG	N
ποδόσφαιρο	美式	ποδόσφαιρος	美式	N;NOM;NEUT;SG	N
ποδόσφαιρο	橄欖	ποδόσφαιρος	橄欖	N;NOM;NEUT;SG	N
θέσεις	職位	θέση	職位	N;NOM;FEM;PL	N
θέσεις	席位	θέση	席位	N;NOM;FEM;PL	N
θέσεις	座位	θέση	座位	N;NOM;FEM;PL	N
περισσότερες	更多	πολύς	更多	ADJ;NOM;CMPR;FEM;PL	ADJ
έκταση	面積	έκταση	面積	N;ACC;FEM;SG	N
έκταση	地區	έκταση	地區	N;ACC;FEM;SG	N
έκταση	區域	έκταση	區域	N;ACC;FEM;SG	N
έκταση	區	έκταση	區	N;ACC;FEM;SG	N
γενικά	一般	γενικά	一般	ADV	ADV
σημαντικό	重要	σημαντικός	重要	ADJ;NOM;NEUT;SG	ADJ
νίκη	勝利	νίκη	勝利	N;ACC;FEM;SG	N
νίκη	勝利	νίκη	勝利	N;ACC;FEM;SG	N
έτη	歲	έτος	歲	N;NOM;NEUT;PL	N
έτη	年份	έτος	年份	N;NOM;NEUT;PL	N
πατέρα	父親	πατέρα	父親	N;ACC;MASC;SG	N
πατέρα	神父	πατέρα	神父	N;ACC;MASC;SG	N
πατέρα	父	πατέρα	父	N;ACC;MASC;SG	N
συγκρότημα	樂團	συγκρότημα	樂團	N;NOM;NEUT;SG	N
συγκρότημα	樂隊	συγκρότημα	樂隊	N;NOM;NEUT;SG	N
παραγωγής	產量	παραγωγή	產量	N;GEN;FEM;SG	N
ίσως	或	ίσως	或	ADV	ADV
ίσως	或	ίσως	或	ADV	ADV
ίσως	也	ίσως	也	ADV	ADV
στιγμή	時刻	στιγμή	時刻	N;ACC;FEM;SG	N
μήνες	月	μήνας	月	N;NOM;MASC;PL	N
μήνες	月份	μήνας	月份	N;NOM;MASC;PL	N
θεωρία	理論	θεωρία	理論	N;NOM;FEM;SG	N
θεωρία	論	θεωρία	論	N;NOM;FEM;SG	N
ύψος	海拔	ύψος	海拔	N;NOM;NEUT;SG	N
ύψος	高度	ύψος	高度	N;NOM;NEUT;SG	N
ύψος	身高	ύψος	身高	N;NOM;NEUT;SG	N
ύψος	高度	ύψος	高度	N;NOM;NEUT;SG	N
προπονητής	教練	προπονητής	教練	N;NOM;MASC;SG	N
θέατρο	電影	θέατρο	電影	N;NOM;NEUT;SG	N
θέατρο	劇場	θέατρο	劇場	N;NOM;NEUT;SG	N
θέατρο	戲劇	θέατρο	戲劇	N;NOM;NEUT;SG	N
θέατρο	劇院	θέατρο	劇院	N;NOM;NEUT;SG	N
θέατρο	戲院	θέατρο	戲院	N;NOM;NEUT;SG	N
θέατρο	劇場	θέατρο	劇場	N;NOM;NEUT;SG	N
θέατρο	戰區	θέατρο	戰區	N;NOM;NEUT;SG	N
θέατρο	戲劇	θέατρο	戲劇	N;NOM;NEUT;SG	N
θέατρο	劇院	θέατρο	劇院	N;NOM;NEUT;SG	N
θέατρο	戲院	θέατρο	戲院	N;NOM;NEUT;SG	N
σημαντική	重要	σημαντικός	重要	ADJ;NOM;FEM;SG	ADJ
ημέρα	白天	ημέρα	白天	N;NOM;FEM;SG	N
θέματα	題目	θέμα	題目	N;NOM;NEUT;PL	N
θέματα	議題	θέμα	議題	N;NOM;NEUT;PL	N
θέματα	專題	θέμα	專題	N;NOM;NEUT;PL	N
θέματα	主題	θέμα	主題	N;NOM;NEUT;PL	N
θέματα	主題	θέμα	主題	N;NOM;NEUT;PL	N
στάδιο	體育	στάδιο	體育	N;NOM;NEUT;SG	N
στάδιο	球場	στάδιο	球場	N;NOM;NEUT;SG	N
στάδιο	舞台	στάδιο	舞台	N;NOM;NEUT;SG	N
στάδιο	階段	στάδιο	階段	N;NOM;NEUT;SG	N
χωριά	鄉村	χωριό	鄉村	N;NOM;NEUT;PL	N
χωριά	村	χωριό	村	N;NOM;NEUT;PL	N
επίθεση	襲擊	επίθεση	襲擊	N;ACC;FEM;SG	N
τραγούδια	歌曲	τραγούδιο	歌曲	N;NOM;NEUT;PL	N
τραγούδια	歌	τραγούδιο	歌	N;NOM;NEUT;PL	N
πληθυσμός	人口	πληθυσμός	人口	N;NOM;MASC;SG	N
λέξη	詞	λέξη	詞	N;ACC;FEM;SG	N
λέξη	單詞	λέξη	單詞	N;ACC;FEM;SG	N
λέξη	字	λέξη	字	N;ACC;FEM;SG	N
λέξη	單字	λέξη	單字	N;ACC;FEM;SG	N
δύναμη	力氣	δύναμη	力氣	N;ACC;FEM;SG	N
δύναμη	強度	δύναμη	強度	N;ACC;FEM;SG	N
δύναμη	實力	δύναμη	實力	N;ACC;FEM;SG	N
δύναμη	力量	δύναμη	力量	N;ACC;FEM;SG	N
δύναμη	體力	δύναμη	體力	N;ACC;FEM;SG	N
δύναμη	武力	δύναμη	武力	N;ACC;FEM;SG	N
δύναμη	電力	δύναμη	電力	N;ACC;FEM;SG	N
δύναμη	電源	δύναμη	電源	N;ACC;FEM;SG	N
δύναμη	動力	δύναμη	動力	N;ACC;FEM;SG	N
δύναμη	權力	δύναμη	權力	N;ACC;FEM;SG	N
επανάσταση	革命	επανάσταση	革命	N;ACC;FEM;SG	N
τύπος	公式	τύπος	公式	N;NOM;MASC;SG	N
τύπος	方程	τύπος	方程	N;NOM;MASC;SG	N
τύπος	配方	τύπος	配方	N;NOM;MASC;SG	N
τύπος	型態	τύπος	型態	N;NOM;MASC;SG	N
τύπος	類型	τύπος	類型	N;NOM;MASC;SG	N
τέσσερις	四	τέσσερις	四	NUM;NOM;MASC;PL	NUM
τέσσερις	四	τέσσερις	四	NUM;NOM;MASC;PL	NUM
τέσσερις	四	τέσσερις	四	NUM;NOM;MASC;PL	NUM
πορεία	課程	πορεία	課程	N;ACC;FEM;SG	N
μέση	中間	μέσο	中間	N;NOM;FEM;SG	N
μέση	腰	μέσο	腰	N;NOM;FEM;SG	N
μέση	腰部	μέσο	腰部	N;NOM;FEM;SG	N
πρόβλημα	問題	πρόβλημα	問題	N;NOM;NEUT;SG	N
πρόβλημα	麻煩	πρόβλημα	麻煩	N;NOM;NEUT;SG	N
νερό	水	νερό	水	N;NOM;NEUT;SG	N
περιφέρεια	區域	περιφέρεια	區域	N;NOM;FEM;SG	N
περιφέρεια	區	περιφέρεια	區	N;NOM;FEM;SG	N
περιφέρεια	地區	περιφέρεια	地區	N;NOM;FEM;SG	N
μητέρα	母后	μητέρα	母后	N;NOM;FEM;SG	N
μητέρα	母親	μητέρα	母親	N;NOM;FEM;SG	N
έξι	六	έξι	六	NUM;NOM;MASC;PL	NUM
έξι	六	έξι	六	NUM;NOM;MASC;PL	NUM
δομή	結構	δομή	結構	N;NOM;FEM;SG	N
κατασκευή	施工	κατασκευή	施工	N;NOM;FEM;SG	N
κατασκευή	建築	κατασκευή	建築	N;NOM;FEM;SG	N
περιέχει	含有	περιέχω	含有	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
περιέχει	包含	περιέχω	包含	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
περιπτώσεις	案例	περίπτωση	案例	N;NOM;FEM;PL	N
ημέρες	日子	ημέρα	日子	N;NOM;FEM;PL	N
ημέρες	天數	ημέρα	天數	N;NOM;FEM;PL	N
τιμή	價	τιμή	價	N;NOM;FEM;SG	N
τιμή	價錢	τιμή	價錢	N;NOM;FEM;SG	N
τιμή	價格	τιμή	價格	N;NOM;FEM;SG	N
τιμή	價值	τιμή	價值	N;NOM;FEM;SG	N
τιμή	數值	τιμή	數值	N;NOM;FEM;SG	N
τιμή	值	τιμή	值	N;NOM;FEM;SG	N
κοινό	觀眾	κοινό	觀眾	N;NOM;NEUT;SG	N
απογραφή	人口	απογραφή	人口	N;NOM;FEM;SG	N
απογραφή	普查	απογραφή	普查	N;NOM;FEM;SG	N
απογραφή	存貨	απογραφή	存貨	N;NOM;FEM;SG	N
απογραφή	庫存	απογραφή	庫存	N;NOM;FEM;SG	N
συλλογή	收藏	συλλογή	收藏	N;NOM;FEM;SG	N
ναός	神廟	ναός	神廟	N;NOM;MASC;SG	N
ναός	寺	ναός	寺	N;NOM;MASC;SG	N
ναός	寺廟	ναός	寺廟	N;NOM;MASC;SG	N
ναός	廟	ναός	廟	N;NOM;MASC;SG	N
ναός	聖殿	ναός	聖殿	N;NOM;MASC;SG	N
βοήθεια	援助	βοήθεια	援助	N;ACC;FEM;SG	N
απόσταση	山脈	απόσταση	山脈	N;ACC;FEM;SG	N
απόσταση	範圍	απόσταση	範圍	N;ACC;FEM;SG	N
απόσταση	射程	απόσταση	射程	N;ACC;FEM;SG	N
αναφορά	報告	αναφορά	報告	N;NOM;FEM;SG	N
δράση	動作	δράση	動作	N;NOM;FEM;SG	N
δράση	行動	δράση	行動	N;NOM;FEM;SG	N
απλά	只	απλά	只	ADV	ADV
γεγονότα	事實	γεγονός	事實	N;NOM;NEUT;PL	N
γεγονότα	事件	γεγονός	事件	N;NOM;NEUT;PL	N
γεγονότα	活動	γεγονός	活動	N;NOM;NEUT;PL	N
σύντομο	短期	σύντομο	短期	N;NOM;NEUT;SG	N
σύντομο	矮	σύντομο	矮	N;NOM;NEUT;SG	N
κράτος	國家	κράτος	國家	N;NOM;NEUT;SG	N
κράτος	州	κράτος	州	N;NOM;NEUT;SG	N
στρατό	集團	στρατός	集團	N;ACC;MASC;SG	N
στρατό	軍隊	στρατός	軍隊	N;ACC;MASC;SG	N
στρατό	軍	στρατός	軍	N;ACC;MASC;SG	N
στρατό	陸軍	στρατός	陸軍	N;ACC;MASC;SG	N
αποτελέσματα	成果	αποτέλεσμα	成果	N;NOM;NEUT;PL	N
αποτελέσματα	結果	αποτέλεσμα	結果	N;NOM;NEUT;PL	N
σπίτι	家	σπίτι	家	N;NOM;NEUT;SG	N
σπίτι	住家	σπίτι	住家	N;NOM;NEUT;SG	N
σπίτι	屋	σπίτι	屋	N;NOM;NEUT;SG	N
σπίτι	房屋	σπίτι	房屋	N;NOM;NEUT;SG	N
σπίτι	房子	σπίτι	房子	N;NOM;NEUT;SG	N
τμήματα	師團	τμήμα	師團	N;NOM;NEUT;PL	N
λειτουργία	功能	λειτουργία	功能	N;ACC;FEM;SG	N
λειτουργία	職能	λειτουργία	職能	N;ACC;FEM;SG	N
λειτουργία	函數	λειτουργία	函數	N;ACC;FEM;SG	N
λειτουργία	模式	λειτουργία	模式	N;ACC;FEM;SG	N
λειτουργία	手術	λειτουργία	手術	N;ACC;FEM;SG	N
λειτουργία	行動	λειτουργία	行動	N;ACC;FEM;SG	N
βιβλία	圖書	βιβλία	圖書	N;NOM;NEUT;PL	N
βιβλία	書	βιβλία	書	N;NOM;NEUT;PL	N
βιβλία	書籍	βιβλία	書籍	N;NOM;NEUT;PL	N
πρωθυπουργός	總理	πρωθυπουργός	總理	N;NOM;MASC;SG	N
κείμενο	文字	κείμενο	文字	N;NOM;NEUT;SG	N
κείμενο	案文	κείμενο	案文	N;NOM;NEUT;SG	N
γραμμή	線	γραμμή	線	N;NOM;FEM;SG	N
γραμμή	線路	γραμμή	線路	N;NOM;FEM;SG	N
σχέδιο	項目	σχέδιο	項目	N;NOM;NEUT;SG	N
σχέδιο	草稿	σχέδιο	草稿	N;NOM;NEUT;SG	N
σχέδιο	計畫	σχέδιο	計畫	N;NOM;NEUT;SG	N
βουλευτής	會員	βουλευτής	會員	N;NOM;MASC;SG	N
βουλευτής	成員	βουλευτής	成員	N;NOM;MASC;SG	N
γη	大地	γη	大地	N;NOM;FEM;SG	N
γη	陸地	γη	陸地	N;NOM;FEM;SG	N
γη	土地	γη	土地	N;NOM;FEM;SG	N
ξανά	再次	ξανά	再次	ADV	ADV
αυτοί	她們	αυτός	她	PRO;NOM;MASC;PL;3	PRO;PL;3
αυτοί	他們	αυτός	他	PRO;NOM;MASC;PL;3	PRO;PL;3
αυτοί	它們	αυτός	它	PRO;NOM;MASC;PL;3	PRO;PL;3
θάλασσα	大海	θάλασσα	大海	N;NOM;FEM;SG	N
θάλασσα	海上	θάλασσα	海上	N;NOM;FEM;SG	N
θάλασσα	海	θάλασσα	海	N;NOM;FEM;SG	N
χρησιμοποιούνται	使用	χρησιμοποιώ	使用	V;IPFV;IND;PL;3;PRS;FIN;PASS	V
καλύτερη	更好	καλός	更好	ADJ;NOM;CMPR;FEM;SG	ADJ
πολιτείες	國家	πολιτεία	國家	N;NOM;FEM;PL	N
πληθυσμού	人口	πληθυσμός	人口	N;GEN;MASC;SG	N
εξουσία	權威	εξουσία	權威	N;NOM;FEM;SG	N
εξουσία	電力	εξουσία	電力	N;NOM;FEM;SG	N
εξουσία	電源	εξουσία	電源	N;NOM;FEM;SG	N
εξουσία	動力	εξουσία	動力	N;NOM;FEM;SG	N
εξουσία	權力	εξουσία	權力	N;NOM;FEM;SG	N
καλοκαίρι	夏日	καλοκαίρι	夏日	N;NOM;NEUT;SG	N
καλοκαίρι	夏季	καλοκαίρι	夏季	N;NOM;NEUT;SG	N
καλοκαίρι	暑假	καλοκαίρι	暑假	N;NOM;NEUT;SG	N
καλοκαίρι	夏天	καλοκαίρι	夏天	N;NOM;NEUT;SG	N
παράδοση	傳統	παράδοση	傳統	N;ACC;FEM;SG	N
άνδρες	男性	άντρας	男性	N;NOM;MASC;PL	N
άνδρες	男人	άντρας	男人	N;NOM;MASC;PL	N
άνδρες	男子	άντρας	男子	N;NOM;MASC;PL	N
γυναίκα	女人	γυναίκα	女人	N;NOM;FEM;SG	N
γυναίκα	女	γυναίκα	女	N;NOM;FEM;SG	N
γυναίκα	女子	γυναίκα	女子	N;NOM;FEM;SG	N
γυναίκα	女	γυναίκα	女	N;NOM;FEM;SG	N
γυναίκα	女性	γυναίκα	女性	N;NOM;FEM;SG	N
γυναίκα	妻子	γυναίκα	妻子	N;NOM;FEM;SG	N
περιοδικό	雜誌	περιοδικός	雜誌	N;NOM;NEUT;SG	N
κατάλογος	名單	κατάλογος	名單	N;NOM;MASC;SG	N
κατάλογος	清單	κατάλογος	清單	N;NOM;MASC;SG	N
ακολούθησε	跟	ακολουθώ	跟	V;PFV;IND;SG;3;PST;FIN;ACT	V
γλώσσες	語言	γλώσσα	語言	N;NOM;FEM;PL	N
γλώσσες	語文	γλώσσα	語文	N;NOM;FEM;PL	N
νησιά	群島	νησί	群島	N;NOM;NEUT;PL	N
νησιά	島嶼	νησί	島嶼	N;NOM;NEUT;PL	N
χρώμα	色	χρώμα	色	N;NOM;NEUT;SG	N
χρώμα	彩色	χρώμα	彩色	N;NOM;NEUT;SG	N
χρώμα	顏色	χρώμα	顏色	N;NOM;NEUT;SG	N
χρώμα	色彩	χρώμα	色彩	N;NOM;NEUT;SG	N
χρώμα	彩色	χρώμα	彩色	N;NOM;NEUT;SG	N
χρώμα	顏色	χρώμα	顏色	N;NOM;NEUT;SG	N
χρώμα	色彩	χρώμα	色彩	N;NOM;NEUT;SG	N
γυναίκες	婦女	γυναίκα	婦女	N;NOM;FEM;PL	N
γυναίκες	女性	γυναίκα	女性	N;NOM;FEM;PL	N
μονή	寺院	μονή	寺院	N;NOM;FEM;SG	N
κύρια	主要	κύριος	主要	ADV	ADV
πρότυπα	樣板	πρότυπο	樣板	N;NOM;NEUT;PL	N
πρότυπα	模板	πρότυπο	模板	N;NOM;NEUT;PL	N
πρότυπα	標準	πρότυπο	標準	N;NOM;NEUT;PL	N
σχέσεις	關係	σχέση	關係	N;NOM;FEM;PL	N
σχέσεις	關係	σχέση	關係	N;NOM;FEM;PL	N
τέσσερα	四	τέσσερις	四	NUM;NOM;NEUT;PL	NUM
τέσσερα	四	τέσσερις	四	NUM;NOM;NEUT;PL	NUM
τέσσερα	四	τέσσερις	四	NUM;NOM;NEUT;PL	NUM
εγκυκλοπαίδεια	百科	εγκυκλοπαίδεια	百科	N;NOM;FEM;SG	N
αυτοκρατορία	帝國	αυτοκρατορία	帝國	N;NOM;FEM;SG	N
ώρες	小時	ώρα	小時	N;NOM;FEM;PL	N
συνθήκες	條約	συνθήκη	條約	N;NOM;FEM;PL	N
συνθήκες	條件	συνθήκη	條件	N;NOM;FEM;PL	N
σχολείο	學校	σχολείο	學校	N;NOM;NEUT;SG	N
ειδικά	尤其	ειδικά	尤其	ADV	ADV
ειδικά	尤其	ειδικά	尤其	ADV	ADV
υλικό	物料	υλικό	物料	N;NOM;NEUT;SG	N
υλικό	材質	υλικό	材質	N;NOM;NEUT;SG	N
υλικό	材料	υλικό	材料	N;NOM;NEUT;SG	N
επιτροπή	委員	επιτροπή	委員	N;NOM;FEM;SG	N
άνθρωποι	人類	άνθρωπος	人類	N;NOM;MASC;PL	N
άνθρωποι	人	άνθρωπος	人	N;NOM;MASC;PL	N
άνθρωποι	人們	άνθρωπος	人	N;NOM;MASC;PL	N;PL
άνθρωποι	人民	άνθρωπος	人民	N;NOM;MASC;PL	N
έφτασε	抵達	φτάνω	抵達	V;PFV;IND;SG;3;PST;FIN;ACT	V
έφτασε	到	φτάνω	到	V;PFV;IND;SG;3;PST;FIN;ACT	V
αρχηγός	首席	αρχηγός	首席	N;NOM;MASC;SG	N
αρχηγός	科長	αρχηγός	科長	N;NOM;MASC;SG	N
αρχηγός	領袖	αρχηγός	領袖	N;NOM;MASC;SG	N
σύνθεση	合成	σύνθεση	合成	N;ACC;FEM;SG	N
εξελέγη	當選	εκλέγω	當選	V;PFV;IND;SG;3;PST;FIN;PASS	V
αυτοκράτορα	皇帝	αυτοκράτορα	皇帝	N;ACC;MASC;SG	N
αυτοκράτορα	天皇	αυτοκράτορα	天皇	N;ACC;MASC;SG	N
αγορά	市場	αγορά	市場	N;ACC;FEM;SG	N
αγορά	市場	αγορά	市場	N;ACC;FEM;SG	N
πρόταση	提案	πρόταση	提案	N;NOM;FEM;SG	N
μέρες	日子	μέρα	日子	N;NOM;FEM;PL	N
μέρες	天數	μέρα	天數	N;NOM;FEM;PL	N
ποσοστό	百分	ποσοστό	百分	N;NOM;NEUT;SG	N
ποσοστό	速率	ποσοστό	速率	N;NOM;NEUT;SG	N
ποσοστό	率	ποσοστό	率	N;NOM;NEUT;SG	N
ποσοστό	利率	ποσοστό	利率	N;NOM;NEUT;SG	N
καθηγητής	講師	καθηγητής	講師	N;NOM;MASC;SG	N
καθηγητής	教授	καθηγητής	教授	N;NOM;MASC;SG	N
καθηγητής	老師	καθηγητής	老師	N;NOM;MASC;SG	N
καθηγητής	教師	καθηγητής	教師	N;NOM;MASC;SG	N
συμβούλιο	安理	συμβούλιο	安理	N;NOM;NEUT;SG	N
μέσο	儀器	μέσος	儀器	N;ACC;NEUT;SG	N
μέσο	樂器	μέσος	樂器	N;ACC;NEUT;SG	N
μέσο	文書	μέσος	文書	N;ACC;NEUT;SG	N
μέσο	介質	μέσος	介質	N;ACC;NEUT;SG	N
μέσο	中型	μέσος	中型	N;ACC;NEUT;SG	N
μέσο	中	μέσος	中	N;ACC;NEUT;SG	N
μέσο	媒介	μέσος	媒介	N;ACC;NEUT;SG	N
σταθμός	站	σταθμός	站	N;NOM;MASC;SG	N
σταθμός	車站	σταθμός	車站	N;NOM;MASC;SG	N
παράγεται	生成	παράγω	生成	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
έννοια	含義	έννοια	含義	N;NOM;FEM;SG	N
έννοια	構想	έννοια	構想	N;NOM;FEM;SG	N
έννοια	概念	έννοια	概念	N;NOM;FEM;SG	N
έννοια	理念	έννοια	理念	N;NOM;FEM;SG	N
απο	從	απο	從	ADP	ADP
χαρακτήρα	字元	χαρακτήρας	字元	N;ACC;MASC;SG	N
χαρακτήρα	人物	χαρακτήρας	人物	N;ACC;MASC;SG	N
χαρακτήρα	角色	χαρακτήρας	角色	N;ACC;MASC;SG	N
χαρακτήρα	性格	χαρακτήρας	性格	N;ACC;MASC;SG	N
χαρακτήρα	品格	χαρακτήρας	品格	N;ACC;MASC;SG	N
δυνατότητα	可能	δυνατότητα	可能	N;ACC;FEM;SG	N
θερμοκρασία	氣溫	θερμοκρασία	氣溫	N;NOM;FEM;SG	N
θερμοκρασία	溫度	θερμοκρασία	溫度	N;NOM;FEM;SG	N
θερμοκρασία	體溫	θερμοκρασία	體溫	N;NOM;FEM;SG	N
οργάνωση	組織	οργάνωση	組織	N;NOM;FEM;SG	N
οργάνωση	組織	οργάνωση	組織	N;NOM;FEM;SG	N
χρειάζεται	需要	χρειάζομαι	需要	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
όμιλος	群組	όμιλος	群組	N;NOM;MASC;SG	N
όμιλος	群	όμιλος	群	N;NOM;MASC;SG	N
επιφάνεια	表面	επιφάνεια	表面	N;NOM;FEM;SG	N
επιφάνεια	地面	επιφάνεια	地面	N;NOM;FEM;SG	N
επιφάνεια	地表	επιφάνεια	地表	N;NOM;FEM;SG	N
κορυφή	頂	κορυφή	頂	N;ACC;FEM;SG	N
κορυφή	頂端	κορυφή	頂端	N;ACC;FEM;SG	N
κορυφή	熱門	κορυφή	熱門	N;ACC;FEM;SG	N
κορυφή	峰峰	κορυφή	峰峰	N;ACC;FEM;SG	N
κορυφή	山頂	κορυφή	山頂	N;ACC;FEM;SG	N
βιβλιοθήκη	圖書	βιβλιοθήκη	圖書	N;NOM;FEM;SG	N
λόγους	理由	λόγος	理由	N;ACC;MASC;PL	N
λόγους	原因	λόγος	原因	N;ACC;MASC;PL	N
σημαία	旗幟	σημαία	旗幟	N;NOM;FEM;SG	N
σημαία	國旗	σημαία	國旗	N;NOM;FEM;SG	N
σημαία	旗	σημαία	旗	N;NOM;FEM;SG	N
σημαία	旗子	σημαία	旗子	N;NOM;FEM;SG	N
δεδομένων	資料	δεδομένο	資料	N;GEN;NEUT;PL	N
βρέθηκε	找到	βρίσκω	找到	V;PFV;IND;SG;3;PST;FIN;PASS	V
βρέθηκε	發現	βρίσκω	發現	V;PFV;IND;SG;3;PST;FIN;PASS	V
ενδιαφέρον	有趣	ενδιαφέρον	有趣	N;NOM;NEUT;SG	N
σύζυγος	丈夫	σύζυγος	丈夫	N;NOM;MASC;SG	N
σύζυγος	妻子	σύζυγος	妻子	N;NOM;MASC;SG	N
βραβεία	獎勵	βραβείο	獎勵	N;NOM;NEUT;PL	N
βραβεία	獎	βραβείο	獎	N;NOM;NEUT;PL	N
βραβεία	獎品	βραβείο	獎品	N;NOM;NEUT;PL	N
ημερομηνία	日期	ημερομηνία	日期	N;ACC;FEM;SG	N
ημερομηνία	約會	ημερομηνία	約會	N;ACC;FEM;SG	N
μέρη	部件	μέρος	部件	N;NOM;NEUT;PL	N
μέρη	地方	μέρος	地方	N;NOM;NEUT;PL	N
μέρη	地點	μέρος	地點	N;NOM;NEUT;PL	N
λόγος	理由	λόγος	理由	N;NOM;MASC;SG	N
λόγος	理性	λόγος	理性	N;NOM;MASC;SG	N
λόγος	原因	λόγος	原因	N;NOM;MASC;SG	N
λόγος	講話	λόγος	講話	N;NOM;MASC;SG	N
λόγος	演講	λόγος	演講	N;NOM;MASC;SG	N
λόγος	語音	λόγος	語音	N;NOM;MASC;SG	N
παιχνίδι	比賽	παιχνίδι	比賽	N;NOM;NEUT;SG	N
παιχνίδι	遊戲	παιχνίδι	遊戲	N;NOM;NEUT;SG	N
παιχνίδι	玩具	παιχνίδι	玩具	N;NOM;NEUT;SG	N
παιχνίδι	彈	παιχνίδι	彈	N;NOM;NEUT;SG	N
διοργάνωση	組織	διοργάνωση	組織	N;NOM;FEM;SG	N
σχήμα	形狀	σχήμα	形狀	N;NOM;NEUT;SG	N
σχήμα	圖	σχήμα	圖	N;NOM;NEUT;SG	N
φεστιβάλ	節慶	φεστιβάλ	節慶	N;NOM;NEUT;SG	N
φεστιβάλ	節日	φεστιβάλ	節日	N;NOM;NEUT;SG	N
