ve	og	ve	og	CONJ	CONJ
makale	artikkelen	makale	artikkel	N;NOM;SG;3	N;DEF;MASC;SG
politikası	policy	politikası	policy	N;NOM;SG;3	N;INDF;NEUT;SG
örneği	eksempel	örnek	eksempel	N;NOM;SG;3	N;INDF;NEUT;SG
yöntem	metoden	yöntem	metode	N;NOM;SG;3	N;DEF;MASC;SG
yöntem	metode	yöntem	metode	N;NOM;SG;3	N;INDF;MASC;SG
bulunmuş	fann	bul	finne	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
bulunmuş	fant	bul	finne	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
tarafsız	upartisk	tarafsız	upartisk	ADJ	ADJ;INDF;NEUT;SG
tarafsız	nøytralt	tarafsız	nøytral	ADJ	ADJ;INDF;NEUT;SG
tarafsız	nøytrale	tarafsız	nøytral	ADJ	ADJ;PL
tarafsız	nøytral	tarafsız	nøytral	ADJ	ADJ;INDF;NEUT;SG
tarafsız	upartisk	tarafsız	upartisk	ADJ	ADJ;INDF;NEUT;SG
bulmak	finner	bul	finne	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
bulmak	finn	bul	finne	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
yazıları	skrifter	yazı	skrift	N;ACC;PL;3	N;INDF;FEM;PL
sınırı	grense	sınır	grense	N;ACC;SG;3	N;INDF;FEM;SG
mesafe	distanse	mesafe	distanse	N;NOM;SG;3	N;INDF;MASC;SG
mesafe	avstand	mesafe	avstand	N;NOM;SG;3	N;INDF;MASC;SG
mesafe	range	mesafe	rang	N;NOM;SG;3	N;INDF;FEM;SG
mesafe	rekkevidde	mesafe	rekkevidd	N;NOM;SG;3	N;INDF;FEM;SG
mesafe	spekter	mesafe	spekter	N;NOM;SG;3	N;INDF;NEUT;SG
mezarlığı	gravlund	mezarlık	gravlund	N;NOM;SG;3	N;INDF;MASC;SG
mezarlığı	kirkegård	mezarlık	kirkegård	N;NOM;SG;3	N;INDF;MASC;SG
mezarlığı	kirkegården	mezarlık	kirkegård	N;NOM;SG;3	N;DEF;MASC;SG
mezarlığı	kirkegård	mezarlık	kirkegård	N;NOM;SG;3	N;INDF;MASC;SG
ülkeleri	landene	ülke	land	N;ACC;PL;3	N;DEF;FEM;PL
köpek	bikkje	köpek	bikkje	N;NOM;SG;3	N;INDF;FEM;SG
köpek	hund	köpek	hund	N;NOM;SG;3	N;INDF;MASC;SG
köpek	bikkja	köpek	bikkje	N;NOM;SG;3	N;DEF;FEM;SG
köpek	fotballturnering	köpek	fotballturnering	N;NOM;SG;3	N;INDF;FEM;SG
köpek	hunder	köpek	hunder	N;NOM;SG;3	N;INDF;MASC;SG
köpek	dogs	köpek	dogs	N;NOM;SG;3	N;INDF;MASC;SG
gözden	review	göz	review	N;AT+ABL;SG;3	N
gözden	omtale	göz	omtale	N;AT+ABL;SG;3	N;INDF;FEM;SG
gözden	anmeldelse	göz	anmeldelse	N;AT+ABL;SG;3	N;INDF;MASC;SG
gözden	gjennomgang	göz	gjennomgang	N;AT+ABL;SG;3	N;INDF;MASC;SG
gözden	gjennomgå	göz	gjennomgå	N;AT+ABL;SG;3	N;INDF;NEUT;SG
parçaları	delene	parça	del	N;ACC;PL;3	N;DEF;FEM;PL
parçaları	deler	parça	del	N;ACC;PL;3	N;INDF;MASC;PL
golden	golden	gol	gold	N;AT+ABL;SG;3	N;DEF;MASC;SG
golden	gyllen	gol	gyll	N;AT+ABL;SG;3	N;INDF;MASC;SG
golden	gyllent	gol	gyllent	N;AT+ABL;SG;3	N;INDF;NEUT;SG
kredi	credit	kredi	credit	N;NOM;SG;3	N
kredi	kreditt	kredi	kreditt	N;NOM;SG;3	N;INDF;MASC;SG
kredi	lån	kredi	lån	N;NOM;SG;3	N;INDF;NEUT;SG
kredi	kreditter	kredi	kreditter	N;NOM;SG;3	N;INDF;MASC;SG
kapı	gate	kapı	gate	N;NOM;SG;3	N;INDF;FEM;SG
kapı	port	kapı	port	N;NOM;SG;3	N;INDF;FEM;SG
kapı	dørs	kapı	dørs	N;NOM;SG;3	N;INDF;MASC;SG
kapı	dør	kapı	dør	N;NOM;SG;3	N;INDF;FEM;SG
kapı	døra	kapı	dør	N;NOM;SG;3	N;DEF;FEM;SG
ağırlığı	veie	ağırlık	veie	N;NOM;SG;3	N;INDF;MASC;SG
ağırlığı	tyngde	ağırlık	tyngd	N;NOM;SG;3	N;INDF;FEM;SG
kuralları	regler	kural	regel	N;ACC;PL;3	N;INDF;FEM;PL
kuralları	retningslinjene	kural	retningslinje	N;ACC;PL;3	N;DEF;FEM;PL
kuralları	retningslinjer	kural	retningslinje	N;ACC;PL;3	N;INDF;FEM;PL
önemi	viktighet	önem	viktighet	N;NOM;SG;3	N;INDF;FEM;SG
önemi	betydning	önem	betydning	N;NOM;SG;3	N;INDF;FEM;SG
önemi	betydning	önem	betydning	N;NOM;SG;3	N;INDF;FEM;SG
bursaspor	bursaspor	bursaspor	bursaspor	N;NOM;SG;3	N;INDF;MASC;SG
sandalye	stol	sandalye	stol	N;NOM;SG;3	N;INDF;MASC;SG
sandalye	chair	sandalye	chai	N;NOM;SG;3	N
sandalye	stolen	sandalye	stol	N;NOM;SG;3	N;DEF;MASC;SG
diğeri	annet	diğer	annet	N;NOM;SG;3	N;INDF;NEUT;SG
diğeri	annen	diğer	annen	N;NOM;SG;3	N;INDF;MASC;SG
sokak	gate	sokak	gate	N;NOM;SG;3	N;INDF;FEM;SG
sokak	gaten	sokak	gat	N;NOM;SG;3	N;DEF;MASC;SG
sokak	gata	sokak	gate	N;NOM;SG;3	N;DEF;FEM;SG
sokak	streets	sokak	streets	N;NOM;SG;3	N;INDF;SG
sokak	gatelangs	sokak	gatelangs	N;NOM;SG;3	N;INDF;NEUT;SG
sokak	smug	sokak	smug	N;NOM;SG;3	N;INDF;MASC;SG
sokak	alley	sokak	alley	N;NOM;SG;3	N;INDF;NEUT;SG
sokak	smuget	sokak	smug	N;NOM;SG;3	N;DEF;NEUT;SG
biçimi	formatet	biçim	format	N;ACC;SG;3	N;DEF;NEUT;SG
biçimi	format	biçim	format	N;ACC;SG;3	N;INDF;NEUT;SG
klibi	klipp	klibi	klipp	N;ACC;SG;3	N;INDF;MASC;SG
karayolu	veien	karayolu	vie	N;NOM;SG;3	N;DEF;MASC;SG
karayolu	road	karayolu	road	N;NOM;SG;3	N;INDF;MASC;SG
karayolu	vei	karayolu	vei	N;NOM;SG;3	N
karayolu	landevei	karayolu	landevei	N;NOM;SG;3	N;INDF;MASC;SG
karayolu	highway	karayolu	highway	N;NOM;SG;3	N
kraliçe	dronningen	kraliçe	dronning	N;NOM;SG;3	N;DEF;MASC;SG
kraliçe	queen	kraliçe	que	N;NOM;SG;3	N;DEF;MASC;SG
kraliçe	dronning	kraliçe	dronning	N;NOM;SG;3	N;INDF;FEM;SG
yetersiz	tvetydig	yetersiz	tvetydig	ADJ	ADJ;INDF;NEUT;SG
yetersiz	inkompetente	yetersiz	inkompetent	ADJ	ADJ;PL
seni	deg	sen	du	PRO;ACC;SG;2	PRO;HUM;ACC;SG;2
konular	temaer	konu	tema	N;NOM;PL;3	N;INDF;MASC;PL
konular	emner	konu	emner	N;NOM;PL;3	N;INDF;MASC;PL
konular	undersåtter	konu	undersåtter	N;NOM;PL;3	N;INDF;FEM;PL
konular	tråder	konu	tråd	N;NOM;PL;3	N;INDF;FEM;PL
america	amerika	america	amerika	N;NOM;SG;3	N;INDF;MASC;SG
america	america	america	america	N;NOM;SG;3	N;INDF;MASC;SG
matematiksel	matematisk	matematiksel	matematisk	ADJ	ADJ;INDF;NEUT;SG
bölgeleri	regioner	bölge	regionere	N;ACC;PL;3	N;INDF;MASC;PL
fikri	idè	fikir	idè	N;NOM;SG;3	N;INDF;MASC;SG
fikri	ide	fikir	ide	N;NOM;SG;3	N;INDF;MASC;SG
fikri	idea	fikir	idea	N;NOM;SG;3	N
fikri	peiling	fikir	peiling	N;NOM;SG;3	N;INDF;FEM;SG
fikri	idé	fikir	idé	N;NOM;SG;3	N;INDF;MASC;SG
atletizm	friidrett	atletizm	friidrett	N;NOM;SG;3	N;INDF;MASC;SG
sorunlar	problemer	sorun	problem	N;NOM;PL;3	N;INDF;MASC;PL
sorunlar	problemstillinger	sorun	problemstilling	N;NOM;PL;3	N;INDF;FEM;PL
sorunlar	saker	sorun	sak	N;NOM;PL;3	N;INDF;FEM;PL
sorunlar	problemer	sorun	problem	N;NOM;PL;3	N;INDF;MASC;PL
programları	programmer	program	programme	N;NOM;PL;3	N;INDF;FEM;PL
programları	programmer	program	programme	N;NOM;PL;3	N;INDF;FEM;PL
kitaplar	bøker	kitap	bok	N;NOM;PL;3	N;INDF;FEM;PL
stratejik	strategisk	stratejik	strategisk	ADJ	ADJ;INDF;NEUT;SG
stratejik	strategisk	stratejik	strategisk	ADJ	ADJ;INDF;NEUT;SG
stratejik	strategiske	stratejik	strategisk	ADJ	ADJ;PL
askerler	tropper	asker	troppe	N;NOM;PL;3	N;INDF;FEM;PL
askerler	troppene	asker	troppe	N;NOM;PL;3	N;DEF;FEM;PL
askerler	soldatene	asker	soldat	N;NOM;PL;3	N;DEF;FEM;PL
fonksiyonu	funksjon	fonksiyon	funksjon	N;NOM;SG;3	N;INDF;MASC;SG
daire	flate	daire	flate	N;NOM;SG;3	N;INDF;NEUT;SG
daire	sirkel	daire	sirkel	N;NOM;SG;3	N;INDF;MASC;SG
daire	leilighet	daire	leilighet	N;NOM;SG;3	N;INDF;FEM;SG
ilişkisi	relasjon	ilişki	relasjon	N;NOM;SG;3	N;INDF;MASC;SG
ilişkisi	forholdet	ilişki	forhold	N;NOM;SG;3	N;DEF;NEUT;SG
ilişkisi	forhold	ilişki	forhold	N;NOM;SG;3	N;INDF;NEUT;SG
haritası	kart	harita	kart	N;NOM;SG;3	N;INDF;NEUT;SG
makine	maskin	makine	maskin	N;NOM;SG;3	N;INDF;FEM;SG
makine	maskineri	makine	maskineri	N;NOM;SG;3	N;INDF;FEM;SG
makine	automater	makine	automater	N;NOM;SG;3	N;INDF;MASC;SG
boğazı	stredet	boğaz	stred	N;ACC;SG;3	N;DEF;NEUT;SG
boğazı	strait	boğaz	strai	N;ACC;SG;3	N;INDF;NEUT;SG
boğazı	straits	boğaz	straits	N;ACC;SG;3	N;INDF;NEUT;SG
görmek	skjønner	gör	skjønne	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN
evde	hjem	ev	hjem	N;ESS;SG;3	N;INDF;NEUT;SG
evde	hjemmet	ev	hjem	N;ESS;SG;3	N;DEF;NEUT;SG
evde	home	ev	home	N;ESS;SG;3	N;INDF;NEUT;SG
sessiz	stille	sessiz	stille	ADJ	ADJ;INDF;NEUT;SG
sessiz	taus	sessiz	taus	ADJ	ADJ;INDF;SG
sessiz	stille	sessiz	stille	ADJ	ADJ;INDF;NEUT;SG
antrenör	coach	antrenör	coach	N;NOM;SG;3	N
batıda	west	batı	west	N;ESS;SG;3	N;INDF;MASC;SG
batıda	vesten	batı	vest	N;ESS;SG;3	N;DEF;MASC;SG
eğlence	moro	eğlence	moro	N;NOM;SG;3	N;INDF;MASC;SG
eğlence	rekreasjon	eğlence	rekreasjon	N;NOM;SG;3	N;INDF;MASC;SG
eğlence	underholdning	eğlence	underholdning	N;NOM;SG;3	N;INDF;FEM;SG
eğlence	entertainment	eğlence	entertainment	N;NOM;SG;3	N;INDF;NEUT;SG
miktarı	mengde	miktar	mengde	N;NOM;SG;3	N
miktarı	beløp	miktar	beløp	N;NOM;SG;3	N;INDF;NEUT;SG
miktarı	mengde	miktar	mengde	N;NOM;SG;3	N
miktarı	antall	miktar	antall	N;NOM;SG;3	N;INDF;NEUT;SG
miktarı	kvantitet	miktar	kvantitet	N;NOM;SG;3	N;INDF;MASC;SG
maçlar	fyrstikkene	maç	fyrstikke	N;NOM;PL;3	N;DEF;FEM;PL
maçlar	kamper	maç	kamp	N;NOM;PL;3	N;INDF;FEM;PL
maçlar	kamper	maç	kamp	N;NOM;PL;3	N;INDF;FEM;PL
parçalar	delene	parça	del	N;NOM;PL;3	N;DEF;FEM;PL
parçalar	deler	parça	del	N;NOM;PL;3	N;INDF;MASC;PL
parçalar	komponentene	parça	komponent	N;NOM;PL;3	N;DEF;FEM;PL
yoğunluğu	intensiteten	yoğunluk	intensitet	N;ACC;SG;3	N;DEF;MASC;SG
yoğunluğu	intensitet	yoğunluk	intensitet	N;ACC;SG;3	N;INDF;MASC;SG
yoğunluğu	tetthet	yoğunluk	tetthet	N;ACC;SG;3	N;INDF;MASC;SG
hıristiyan	christian	hıristiyan	christian	N;NOM;SG;3	N;INDF;MASC;SG
yapılar	strukturer	yap	struktur	N;NOM;PL;3	N;INDF;MASC;PL
doğuda	øst	doğu	øs	N;ESS;SG;3	N;INDF;NEUT;SG
günleri	dager	gün	dag	N;ACC;PL;3	N;INDF;FEM;PL
günleri	dagene	gün	dag	N;ACC;PL;3	N;DEF;FEM;PL
mükemmel	perfekt	mükemmel	perfekt	ADJ	ADJ;INDF;NEUT;SG
mükemmel	fullkommen	mükemmel	fullkommen	ADJ	ADJ;INDF;SG
mükemmel	perfekte	mükemmel	perfekt	ADJ	ADJ;PL
felsefesi	filosofi	felsefe	filosofi	N;NOM;SG;3	N;INDF;MASC;SG
görünümü	utseende	görün	utseende	N;NOM;SG;3	N;INDF;NEUT;SG
görünümü	visning	görün	visning	N;NOM;SG;3	N;INDF;FEM;SG
görünümü	utsikt	görün	utsikt	N;NOM;SG;3	N;INDF;MASC;SG
görünümü	vis	görün	vis	N;NOM;SG;3	N;INDF;NEUT;SG
trafik	vikeplikt	trafik	vikeplikt	N;NOM;SG;3	N;INDF;MASC;SG
trafik	trafikk	trafik	trafikk	N;NOM;SG;3	N;INDF;MASC;SG
trafik	trafikken	trafik	trafikk	N;NOM;SG;3	N;DEF;MASC;SG
ittifak	alliance	ittifak	alliance	N;NOM;SG;3	N
ittifak	allianse	ittifak	allianse	N;NOM;SG;3	N;INDF;MASC;SG
ittifak	alliansen	ittifak	allianse	N;NOM;SG;3	N;DEF;MASC;SG
günler	dager	gün	dag	N;NOM;PL;3	N;INDF;FEM;PL
günler	dagene	gün	dag	N;NOM;PL;3	N;DEF;FEM;PL
bölgeler	regioner	bölge	regionere	N;NOM;PL;3	N;INDF;MASC;PL
bölgeler	distrikter	bölge	distrikt	N;NOM;PL;3	N;INDF;FEM;PL
bölgeler	soner	bölge	son	N;NOM;PL;3	N;INDF;FEM;PL
bölgeler	områder	bölge	område	N;NOM;PL;3	N;INDF;MASC;PL
bölgeler	områdene	bölge	område	N;NOM;PL;3	N;DEF;FEM;PL
muharebe	kamp	muharebe	kamp	N;NOM;SG;3	N;INDF;MASC;SG
muharebe	slaget	muharebe	slag	N;NOM;SG;3	N;DEF;NEUT;SG
muharebe	kamp	muharebe	kamp	N;NOM;SG;3	N;INDF;MASC;SG
muharebe	combat	muharebe	combat	N;NOM;SG;3	N;INDF;NEUT;SG
rahatsız	ubehagelig	rahatsız	ubehagelig	ADJ	ADJ;INDF;NEUT;SG
rahatsız	ukomfortabel	rahatsız	ukomfortabel	ADJ	ADJ;INDF;SG
rahatsız	irritert	rahatsız	irritere	ADJ	ADJ;INDF;SG;V.PTCP
turnuvası	turnering	turnuva	turnering	N;NOM;SG;3	N;INDF;FEM;SG
yıldızlar	stjernene	yıl	stjerne	N;NOM;PL;3	N;DEF;FEM;PL
yıldızlar	stjerner	yıl	stjerne	N;NOM;PL;3	N;INDF;FEM;PL
turnuva	turnering	tur	turnering	N;NOM;SG;3	N;INDF;FEM;SG
okudu	studerte	oku	studere	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
taarruz	legemsfornærmelse	taarruz	legemsfornærmelse	N;NOM;SG;3	N;INDF;MASC;SG
taarruz	overfall	taarruz	overfall	N;NOM;SG;3	N;INDF;NEUT;SG
yazılar	artikler	yazı	artikke	N;NOM;PL;3	N;INDF;FEM;PL
yazılar	skrifter	yazı	skrift	N;NOM;PL;3	N;INDF;FEM;PL
düzeni	formasjon	düzen	formasjon	N;NOM;SG;3	N;INDF;MASC;SG
düzeni	layout	düzen	layout	N;NOM;SG;3	N;INDF;MASC;SG
düzeni	utforming	düzen	utforming	N;NOM;SG;3	N;INDF;FEM;SG
düzeni	layouten	düzen	layout	N;NOM;SG;3	N;DEF;MASC;SG
hürriyet	frihet	hürriyet	frih	N;NOM;SG;3	N;INDF;MASC;SG
hürriyet	liberty	hürriyet	liberty	N;NOM;SG;3	N;INDF;MASC;SG
yarısı	halvt	yarı	halv	ADJ;NOM;SG;3	ADJ;INDF;NEUT;SG
yarısı	halve	yarı	halv	ADJ;NOM;SG;3	ADJ;DEF;SG
yarısı	halv	yarı	halv	ADJ;NOM;SG;3	ADJ;INDF;SG
uygulamaları	programmer	uygulama	programme	N;NOM;PL;3	N;INDF;FEM;PL
uygulamaları	søknader	uygulama	søknad	N;NOM;PL;3	N;INDF;MASC;PL
uygulamaları	apper	uygulama	apper	N;NOM;PL;3	N;INDF;FEM;PL
uygulamaları	apper	uygulama	apper	N;NOM;PL;3	N;INDF;FEM;PL
playstation	playstation	playstation	playstation	N;NOM;SG;3	N;INDF;MASC;SG
ürünler	varer	ürün	vare	N;NOM;PL;3	N;INDF;FEM;PL
ürünler	elementer	ürün	elementer	N;NOM;PL;3	N;INDF;NEUT;PL
ürünler	gjenstander	ürün	gjenstand	N;NOM;PL;3	N;INDF;MASC;PL
ürünler	varer	ürün	vare	N;NOM;PL;3	N;INDF;FEM;PL
ürünler	produkter	ürün	produkt	N;NOM;PL;3	N;INDF;FEM;PL
ürünler	produktene	ürün	produkt	N;NOM;PL;3	N;DEF;FEM;PL
olağanüstü	usedvanlig	olağanüstü	usedvanlig	ADJ	ADJ;INDF;NEUT;SG
olağanüstü	ekstraordinære	olağanüstü	ekstraordinær	ADJ	ADJ;PL
olağanüstü	merkverdig	olağanüstü	merkverdig	ADJ	ADJ;INDF;NEUT;SG
olağanüstü	ekstraordinært	olağanüstü	ekstraordinær	ADJ	ADJ;INDF;NEUT;SG
olağanüstü	eksepsjonelle	olağanüstü	eksepsjonell	ADJ	ADJ;PL
olağanüstü	eksepsjonelt	olağanüstü	eksepsjonell	ADJ	ADJ;INDF;NEUT;SG
gene	igjen	gene	igjen	ADV	ADV
kardeşler	brødrene	kardeş	brødre	N;NOM;PL;3	N;DEF;FEM;PL
ücretsiz	gratis	ücretsiz	gratis	ADJ	ADJ;INDF;NEUT;SG
ücretsiz	fri	ücretsiz	fri	ADJ	ADJ;INDF;SG
ücretsiz	ledig	ücretsiz	ledig	ADJ	ADJ;INDF;SG
ücretsiz	frie	ücretsiz	fri	ADJ	ADJ;PL
ücretsiz	fritt	ücretsiz	fri	ADJ	ADJ;INDF;NEUT;SG
oluşturmak	opprette	oluş	opprette	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
bisiklet	sykler	bisiklet	sykle	N;NOM;SG;3	N;INDF;MASC;SG
bisiklet	sykling	bisiklet	sykling	N;NOM;SG;3	N;INDF;FEM;SG
bisiklet	sykler	bisiklet	sykle	N;NOM;SG;3	N;INDF;MASC;SG
bisiklet	sykkel	bisiklet	sykkel	N;NOM;SG;3	N;INDF;MASC;SG
bisiklet	sykkel	bisiklet	sykkel	N;NOM;SG;3	N;INDF;MASC;SG
kriterleri	målestokker	kriter	målestokke	N;ACC;PL;3	N;INDF;FEM;PL
kriterleri	kriterier	kriter	kriterium	N;ACC;PL;3	N;INDF;NEUT;PL
fizikçi	fysiker	fizikçi	fysike	N;NOM;SG;3	N;INDF;MASC;SG
limanı	harbour	liman	harbour	N;NOM;SG;3	N;INDF;NEUT;SG
faaliyetleri	aktivitetene	faaliyet	aktivitet	N;NOM;PL;3	N;DEF;FEM;PL
faaliyetleri	aktiviteter	faaliyet	aktiviteter	N;NOM;PL;3	N;INDF;MASC;PL
yayıncılık	publisering	yayıncılık	publisering	N;NOM;SG;3	N;INDF;FEM;SG
yayıncılık	publisering	yayıncılık	publisering	N;NOM;SG;3	N;INDF;FEM;SG
yayıncılık	utgivelse	yayıncılık	utgivels	N;NOM;SG;3	N;INDF;MASC;SG
değiştirme	endre	değiş	endre	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;NFIN
kuramı	teori	kuram	teori	N;NOM;SG;3	N;INDF;MASC;SG
sözleşmesi	kontrakt	sözleşme	kontrakt	N;NOM;SG;3	N;INDF;MASC;SG
açıklandı	kunngjorde	açıkla	kunngjere	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN
yararlı	nyttige	yararlı	nyttig	ADJ	ADJ;PL
yararlı	nyttig	yararlı	nyttig	ADJ	ADJ;INDF;NEUT;SG
yararlı	brukbart	yararlı	brukbar	ADJ	ADJ;INDF;NEUT;SG
yararlı	nyttig	yararlı	nyttig	ADJ	ADJ;INDF;NEUT;SG
yararlı	nyttige	yararlı	nyttig	ADJ	ADJ;PL
gönderdi	sendte	gönder	sende	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN
cezası	straff	ceza	straff	N;NOM;SG;3	N;INDF;FEM;SG
cezası	straffespark	ceza	straffespark	N;NOM;SG;3	N;INDF;NEUT;SG
cezası	straff	ceza	straff	N;NOM;SG;3	N;INDF;FEM;SG
sayfaları	sidene	sayfa	side	N;ACC;PL;3	N;DEF;FEM;PL
sayfaları	sider	sayfa	side	N;ACC;PL;3	N;INDF;FEM;PL
sudan	sudan	su	sudan	N;AT+ABL;SG;3	N;INDF;MASC;SG
sudan	sudan	su	sudan	N;AT+ABL;SG;3	N;INDF;MASC;SG
lake	innsjø	lake	innsjø	N;NOM;SG;3	N;INDF;MASC;SG
lake	sjø	lake	sjø	N;NOM;SG;3	N;INDF;MASC;SG
lake	lake	lake	lake	N;NOM;SG;3	N;INDF;NEUT;SG
konum	stilling	konum	stilling	N;NOM;SG;3	N;INDF;FEM;SG
konum	posisjon	konum	posisjon	N;NOM;SG;3	N;INDF;MASC;SG
konum	beliggenhet	konum	beliggenhet	N;NOM;SG;3	N;DEF;MASC;SG
konum	lokalisering	konum	lokalisering	N;NOM;SG;3	N;INDF;FEM;SG
konum	lokasjon	konum	lokasjon	N;NOM;SG;3	N;INDF;MASC;SG
konum	posisjon	konum	posisjon	N;NOM;SG;3	N;INDF;MASC;SG
konum	plassering	konum	plassering	N;NOM;SG;3	N;INDF;FEM;SG
yöneticisi	admin	yönetici	admin	N;NOM;SG;3	N;INDF;NEUT;SG
yöneticisi	administrator	yönetici	administrator	N;NOM;SG;3	N;INDF;MASC;SG
yöneticisi	manager	yönetici	manager	N;NOM;SG;3	N;INDF;MASC;SG
yöneticisi	bestyrer	yönetici	bestyre	N;NOM;SG;3	N;INDF;MASC;SG
görünüm	outlook	görün	outlook	N;NOM;SG;3	N;INDF;NEUT;SG
görünüm	utseende	görün	utseende	N;NOM;SG;3	N;INDF;NEUT;SG
görünüm	skjerm	görün	skjerm	N;NOM;SG;3	N;INDF;MASC;SG
görünüm	vis	görün	vis	N;NOM;SG;3	N;INDF;NEUT;SG
görünüm	display	görün	display	N;NOM;SG;3	N;INDF;NEUT;SG
görünüm	visning	görün	visning	N;NOM;SG;3	N;INDF;FEM;SG
görünüm	utsikt	görün	utsikt	N;NOM;SG;3	N;INDF;MASC;SG
görünüm	vis	görün	vis	N;NOM;SG;3	N;INDF;NEUT;SG
ahşap	trevirke	ahşap	trevirke	N;NOM;SG;3	N;INDF;NEUT;SG
ahşap	treverk	ahşap	treverk	N;NOM;SG;3	N;INDF;NEUT;SG
tekirdağ	tekirdağ	tekirdağ	tekirdağ	N;ESS;SG;3	N;INDF;MASC;SG
motoru	motor	motor	motor	N;ACC;SG;3	N;INDF;MASC;SG
emniyet	trygghet	emniyet	trygghet	N;NOM;SG;3	N;INDF;MASC;SG
emniyet	sikkerhet	emniyet	sikkerhet	N;NOM;SG;3	N;INDF;NEUT;SG
resimler	bilder	resim	bilder	N;NOM;PL;3	N;INDF;FEM;PL
resimler	bilder	resim	bilder	N;NOM;PL;3	N;INDF;FEM;PL
resimler	malerier	resim	malerium	N;NOM;PL;3	N;INDF;FEM;PL
resimler	bilder	resim	bilder	N;NOM;PL;3	N;INDF;FEM;PL
resimler	fotografier	resim	fotografi	N;NOM;PL;3	N;INDF;FEM;PL
yakınında	nært	yakın	nær	ADJ;ESS;SG;3	ADJ;INDF;NEUT;SG
yakınında	nær	yakın	nær	ADJ;ESS;SG;3	ADJ;INDF;SG
yüzü	ansiktet	yüz	ansikt	N;ACC;SG;3	N;DEF;NEUT;SG
yüzü	ansikt	yüz	ansikt	N;ACC;SG;3	N;INDF;NEUT;SG
yüzü	face	yüz	face	N;ACC;SG;3	N;INDF;NEUT;SG
yayınlanmış	publiserte	yayınla	publisere	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;IND;PST;FIN
tehlikeli	dangerous	tehlikeli	dangerous	N;NOM;SG;3	N;INDF;NEUT;SG
kimlik	identifisering	kimlik	identifisering	N;NOM;SG;3	N;INDF;FEM;SG
kimlik	identifikasjon	kimlik	identifikasjon	N;NOM;SG;3	N;INDF;MASC;SG
kimlik	identitet	kimlik	identitet	N;NOM;SG;3	N;INDF;MASC;SG
kimlik	identiteten	kimlik	identitet	N;NOM;SG;3	N;DEF;MASC;SG
görevleri	plikter	görev	plikt	N;NOM;PL;3	N;INDF;FEM;PL
görevleri	rollene	görev	rolle	N;NOM;PL;3	N;DEF;FEM;PL
görevleri	roller	görev	roller	N;NOM;PL;3	N;INDF;FEM;PL
sayılar	figurer	say	figure	N;NOM;PL;3	N;INDF;MASC;PL
deprem	jordskjelv	deprem	jordskjelv	N;NOM;SG;3	N;INDF;NEUT;SG
deprem	quake	deprem	quake	N;NOM;SG;3	N;INDF;MASC;SG
deprem	jordskjelv	deprem	jordskjelv	N;NOM;SG;3	N;INDF;NEUT;SG
kuvvetler	styrker	kuvvet	styrke	N;NOM;PL;3	N;INDF;MASC;PL
kuvvetler	forces	kuvvet	force	N;NOM;PL;3	N
değerleri	verdier	değer	verdi	N;NOM;PL;3	N;INDF;FEM;PL
mektup	brev	mektup	brev	N;NOM;SG;3	N;INDF;NEUT;SG
mektup	brev	mektup	brev	N;NOM;SG;3	N;INDF;NEUT;SG
mektup	bokstav	mektup	bokstav	N;NOM;SG;3	N;INDF;MASC;SG
senin	ditt	sen	din	PRO;GEN;SG;2	PRO;NEUT;SG
senin	din	sen	din	PRO;GEN;SG;2	PRO;MASC;SG
senin	ditt	sen	din	PRO;GEN;SG;2	PRO;NEUT;SG
senin	din	sen	din	PRO;GEN;SG;2	PRO;MASC;SG
kamera	kamera	kamera	kamera	N;NOM;SG;3	N;INDF;NEUT;SG
kamera	videokamera	kamera	videokamer	N;NOM;SG;3	N;INDF;NEUT;SG
değişiklikleri	endringer	değişiklik	endring	N;ACC;PL;3	N;INDF;FEM;PL
değişiklikleri	forandringer	değişiklik	forandring	N;ACC;PL;3	N;INDF;FEM;PL
değişiklikleri	endringene	değişiklik	endring	N;ACC;PL;3	N;DEF;FEM;PL
ifadesi	uttrykk	ifade	uttrykk	N;NOM;SG;3	N;INDF;NEUT;SG
ifadesi	vitneutsagn	ifade	vitneutsagn	N;NOM;SG;3	N;INDF;NEUT;SG
ifadesi	vitnesbyrd	ifade	vitnesbyrd	N;NOM;SG;3	N;INDF;NEUT;SG
ifadesi	vitnemål	ifade	vitnemål	N;NOM;SG;3	N;INDF;NEUT;SG
parlamentosu	parlamentet	parlamentosu	parlament	N;NOM;SG;3	N;DEF;NEUT;SG
parlamentosu	parlament	parlamentosu	parlament	N;NOM;SG;3	N;INDF;NEUT;SG
