категория	categoria	категория	categoria	N;INDF;FEM;SG	N;FEM;SG
информация	informação	информация	informação	N;INDF;FEM;SG	N;FEM;SG
нови	novas	нов	novo	ADJ;INDF;PL	ADJ;FEM;PL
нови	novos	нов	novo	ADJ;INDF;PL	ADJ;MASC;PL
включва	inclui	включвам-(се)	incluir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
писател	romancista	писател	romancista	N;INDF;MASC;SG	N;MASC;SG
писател	escritora	писател	escritor	N;INDF;MASC;SG	N;FEM;SG
писател	escritor	писател	escritor	N;INDF;MASC;SG	N;MASC;SG
херцог	duque	херцог	duque	N;INDF;MASC;SG	N;MASC;SG
херцог	duke	херцог	duke	N;INDF;MASC;SG	N;MASC;SG
министър	ministro	министър	ministro	N;INDF;MASC;SG	N;MASC;SG
министър	ministra	министър	ministra	N;INDF;MASC;SG	N;FEM;SG
цел	gol	цел	gol	N;INDF;FEM;SG	N;MASC;SG
цел	objetivo	цел	objetivo	N;INDF;FEM;SG	N;MASC;SG
цел	golo	цел	golo	N;INDF;FEM;SG	N;MASC;SG
цел	baliza	цел	baliza	N;INDF;FEM;SG	N;FEM;SG
цел	meta	цел	meta	N;INDF;FEM;SG	N;FEM;SG
цел	aim	цел	aim	N;INDF;FEM;SG	N;MASC;SG
цел	pontaria	цел	pontaria	N;INDF;FEM;SG	N;FEM;SG
цел	finalidade	цел	finalidade	N;INDF;FEM;SG	N;FEM;SG
цел	objetivo	цел	objetivo	N;INDF;FEM;SG	N;MASC;SG
цел	objectivo	цел	objectivo	N;INDF;FEM;SG	N;MASC;SG
цел	propósito	цел	propósito	N;INDF;FEM;SG	N;MASC;SG
цел	objectivo	цел	objectivo	N;INDF;FEM;SG	N;MASC;SG
цел	objetivo	цел	objetivo	N;INDF;FEM;SG	N;MASC;SG
цел	alvo	цел	alvo	N;INDF;FEM;SG	N;MASC;SG
цел	target	цел	target	N;INDF;FEM;SG	N;MASC;SG
участие	participação	участие	participação	N;INDF;NEUT;SG	N;FEM;SG
участие	envolvimento	участие	envolvimento	N;INDF;NEUT;SG	N;MASC;SG
участие	participação	участие	participação	N;INDF;NEUT;SG	N;FEM;SG
войната	guerra	война	guerra	N;DEF;FEM;SG	N;FEM;SG
войната	war	война	war	N;DEF;FEM;SG	N;MASC;SG
море	mar	море	mar	N;INDF;NEUT;SG	N;MASC;SG
отбора	team	отбор	team	N;DEF;MASC;SG	N;MASC;SG
отбора	equipa	отбор	equipa	N;DEF;MASC;SG	N;FEM;SG
отбора	time	отбор	time	N;DEF;MASC;SG	N;MASC;SG
отбора	equipe	отбор	equipe	N;DEF;MASC;SG	N;FEM;SG
продължава	continua	продължавам	continuar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
списък	lista	списък	lista	N;INDF;MASC;SG	N;FEM;SG
дава	confere	давам-(се)	conferir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
дава	dá	давам-(се)	dar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
историята	historia	история	historia	N;DEF;FEM;SG	N;FEM;SG
историята	história	история	história	N;DEF;FEM;SG	N;FEM;SG
брой	conde	брой	conde	N;INDF;MASC;SG	N;MASC;SG
брой	count	брой	count	N;INDF;MASC;SG	N;MASC;SG
брой	contagem	брой	contagem	N;INDF;MASC;SG	N;FEM;SG
брой	número	брой	número	N;INDF;MASC;SG	N;MASC;SG
брой	numero	брой	numero	N;INDF;MASC;SG	N;MASC;SG
култура	cultura	култура	cultura	N;INDF;FEM;SG	N;FEM;SG
всяка	cada	всеки	cada	DET;FEM;SG	DET;FEM;SG
всяка	cada	всеки	cada	DET;FEM;SG	DET;FEM;SG
същата	mesma	същ	mesmo	ADJ;DEF;FEM;SG	ADJ;FEM;SG
известни	conhecidas	известен	conhecido	ADJ;INDF;PL	ADJ;FEM;PL
известни	conhecidos	известен	conhecido	ADJ;INDF;PL	ADJ;MASC;PL
известни	famosas	известен	famoso	ADJ;INDF;PL	ADJ;FEM;PL
степен	grau	степен	grau	N;INDF;FEM;SG	N;MASC;SG
степен	licenciatura	степен	licenciatura	N;INDF;FEM;SG	N;FEM;SG
степен	grau	степен	grau	N;INDF;FEM;SG	N;MASC;SG
статия	artigo	статия	artigo	N;INDF;FEM;SG	N;MASC;SG
територията	território	територия	território	N;DEF;FEM;SG	N;MASC;SG
регион	região	регион	região	N;INDF;MASC;SG	N;FEM;SG
редактор	editor	редактор	editor	N;INDF;MASC;SG	N;MASC;SG
редактор	editora	редактор	editora	N;INDF;MASC;SG	N;FEM;SG
разположен	localizada	разположа-(се)	localizar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
разположен	localizado	разположа-(се)	localizar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
разположен	situado	разположа-(се)	situar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
малки	pequenos	малък	pequeno	ADJ;INDF;PL	ADJ;MASC;PL
малки	pequenas	малък	pequeno	ADJ;INDF;PL	ADJ;FEM;PL
футболист	futebolista	футболист	futebolista	N;INDF;MASC;SG	N;MASC;SG
вероятно	provavelmente	вероятно	provavelmente	ADV	ADV
организация	organização	организация	organização	N;INDF;FEM;SG	N;FEM;SG
организация	organização	организация	organização	N;INDF;FEM;SG	N;FEM;SG
договор	contrato	договор	contrato	N;INDF;MASC;SG	N;MASC;SG
север	norte	север	norte	N;INDF;MASC;SG	N;MASC;SG
север	north	север	north	N;INDF;MASC;SG	N;MASC;SG
изток	oriente	изток	oriente	N;INDF;MASC;SG	N;MASC;SG
изток	leste	изток	leste	N;INDF;MASC;SG	N;MASC;SG
изток	east	изток	east	N;INDF;MASC;SG	N;MASC;SG
изток	leste	изток	leste	N;INDF;MASC;SG	N;MASC;SG
изток	eastern	изток	eastern	N;INDF;MASC;SG	N;MASC;SG
четири	quatro	четири	quatro	NUM;INDF;PL	NUM
особено	particularmente	особено	particularmente	ADV	ADV
особено	especialmente	особено	especialmente	ADV	ADV
разположено	localizada	разположа-(се)	localizar	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
разположено	localizado	разположа-(се)	localizar	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
разположено	situado	разположа-(се)	situar	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
човек	pessoa	човек	pessoa	N;INDF;MASC;SG	N;FEM;SG
човек	human	човек	human	N;INDF;MASC;SG	N;MASC;SG
човек	man	човек	man	N;INDF;MASC;SG	N;MASC;SG
човек	pá	човек	pá	N;INDF;MASC;SG	N;FEM;SG
човек	cara	човек	cara	N;INDF;MASC;SG	N;FEM;SG
човек	homem	човек	homem	N;INDF;MASC;SG	N;MASC;SG
състав	composição	състав	composição	N;INDF;MASC;SG	N;FEM;SG
треньор	trainer	треньор	trainer	N;INDF;MASC;SG	N;MASC;SG
треньор	formador	треньор	formador	N;INDF;MASC;SG	N;MASC;SG
треньор	treinador	треньор	treinador	N;INDF;MASC;SG	N;MASC;SG
треньор	coach	треньор	coach	N;INDF;MASC;SG	N;MASC;SG
треньор	treinador	треньор	treinador	N;INDF;MASC;SG	N;MASC;SG
отбори	equipas	отбор	equipa	N;INDF;MASC;PL	N;FEM;PL
отбори	equipes	отбор	equipe	N;INDF;MASC;PL	N;FEM;PL
отбори	times	отбор	time	N;INDF;MASC;PL	N;MASC;PL
статии	artigos	статия	artigo	N;INDF;FEM;PL	N;MASC;PL
управление	gerência	управление	gerência	N;INDF;NEUT;SG	N;FEM;SG
управление	gestão	управление	gestão	N;INDF;NEUT;SG	N;FEM;SG
управление	gerenciamento	управление	gerenciamento	N;INDF;NEUT;SG	N;MASC;SG
управление	governação	управление	governação	N;INDF;NEUT;SG	N;FEM;SG
управление	governança	управление	governança	N;INDF;NEUT;SG	N;FEM;SG
литература	literatura	литература	literatura	N;INDF;FEM;SG	N;FEM;SG
дейност	atividade	дейност	atividade	N;INDF;FEM;SG	N;FEM;SG
дейност	actividade	дейност	actividade	N;INDF;FEM;SG	N;FEM;SG
цар	king	цар	king	N;INDF;MASC;SG	N;MASC;SG
цар	rei	цар	rei	N;INDF;MASC;SG	N;MASC;SG
цар	czar	цар	czar	N;INDF;MASC;SG	N;MASC;SG
видове	espécies	вид	espécie	N;INDF;MASC;PL	N;FEM;PL
видове	tipos	вид	tipo	N;INDF;MASC;PL	N;MASC;PL
власт	potência	власт	potência	N;INDF;FEM;SG	N;FEM;SG
власт	energia	власт	energia	N;INDF;FEM;SG	N;FEM;SG
власт	poder	власт	poder	N;INDF;FEM;SG	N;MASC;SG
власт	power	власт	power	N;INDF;FEM;SG	N;MASC;SG
живота	vida	живот	vida	N;DEF;MASC;SG	N;FEM;SG
живота	life	живот	life	N;DEF;MASC;SG	N;MASC;SG
тип	type	тип	type	N;INDF;MASC;SG	N;MASC;SG
тип	tipo	тип	tipo	N;INDF;MASC;SG	N;MASC;SG
изчезване	extinção	изчезване	extinção	N;INDF;NEUT;SG	N;FEM;SG
изчезване	desaparecimento	изчезване	desaparecimento	N;INDF;NEUT;SG	N;MASC;SG
изчезване	sumiço	изчезване	sumiço	N;INDF;NEUT;SG	N;MASC;SG
изчезване	desaparecimento	изчезване	desaparecimento	N;INDF;NEUT;SG	N;MASC;SG
вида	vida	вид	vida	N;DEF;MASC;SG	N;FEM;SG
шампион	campeão	шампион	campeão	N;INDF;MASC;SG	N;MASC;SG
шампион	champ	шампион	champ	N;INDF;MASC;SG	N;MASC;SG
шампион	campeão	шампион	campeão	N;INDF;MASC;SG	N;MASC;SG
шампион	campeã	шампион	campeã	N;INDF;MASC;SG	N;FEM;SG
шампион	champion	шампион	champion	N;INDF;MASC;SG	N;MASC;SG
съвет	assessoria	съвет	assessoria	N;INDF;MASC;SG	N;FEM;SG
съвет	conselho	съвет	conselho	N;INDF;MASC;SG	N;MASC;SG
съвет	aconselhamento	съвет	aconselhamento	N;INDF;MASC;SG	N;MASC;SG
съвет	dica	съвет	dica	N;INDF;MASC;SG	N;FEM;SG
съвет	ponta	съвет	ponta	N;INDF;MASC;SG	N;FEM;SG
съвет	tip	съвет	tip	N;INDF;MASC;SG	N;MASC;SG
съвет	concílio	съвет	concílio	N;INDF;MASC;SG	N;MASC;SG
съвет	conselho	съвет	conselho	N;INDF;MASC;SG	N;MASC;SG
свързани	associadas	свържа	associar	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;PL;V.PTCP
свързани	associados	свържа	associado	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
свързани	relacionados	свържа	relacionar	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
свързани	relacionadas	свържа	relacionar	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;PL;V.PTCP
свързани	conectados	свържа	conectar	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
свързани	ligados	свържа	ligar	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
свързани	ligados	свържа	ligar	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;PL;V.PTCP
исторически	histórico	исторически	histórico	ADJ;INDF;MASC;SG	ADJ;MASC;SG
исторически	histórica	исторически	histórico	ADJ;INDF;MASC;SG	ADJ;FEM;SG
исторически	histórico	исторически	histórico	ADJ;INDF;MASC;SG	ADJ;MASC;SG
исторически	histórica	исторически	histórico	ADJ;INDF;MASC;SG	ADJ;FEM;SG
кръг	círculo	кръг	círculo	N;INDF;MASC;SG	N;MASC;SG
кръг	circle	кръг	circle	N;INDF;MASC;SG	N;MASC;SG
кръг	circulo	кръг	circulo	N;INDF;MASC;SG	N;MASC;SG
кръг	redonda	кръг	redonda	N;INDF;MASC;SG	N;FEM;SG
кръг	redondo	кръг	redonder	N;INDF;MASC;SG	N;MASC;SG
кръг	ronda	кръг	ronda	N;INDF;MASC;SG	N;FEM;SG
кръг	round	кръг	round	N;INDF;MASC;SG	N;MASC;SG
кръг	rodada	кръг	rodada	N;INDF;MASC;SG	N;FEM;SG
майка	mãe	майка	mãe	N;INDF;FEM;SG	N;FEM;SG
майка	mamãe	майка	mamãe	N;INDF;FEM;SG	N;FEM;SG
карта	mapa	карта	mapa	N;INDF;FEM;SG	N;MASC;SG
карта	card	карта	card	N;INDF;FEM;SG	N;MASC;SG
карта	cartão	карта	cartão	N;INDF;FEM;SG	N;MASC;SG
нов	novo	нов	novo	ADJ;INDF;MASC;SG	ADJ;MASC;SG
нов	nova	нов	novo	ADJ;INDF;MASC;SG	ADJ;FEM;SG
неговата	seu	мой	seu	DET;DEF;FEM;SG;3	DET;MASC;SG
неговата	sua	мой	seu	DET;DEF;FEM;SG;3	DET;FEM;SG
песни	músicas	песен	música	N;INDF;FEM;PL	N;FEM;PL
песни	canções	песен	canção	N;INDF;FEM;PL	N;FEM;PL
втори	segunda	втори	segundo	ADJ;INDF;MASC;SG	ADJ;FEM;SG
множество	múltipla	множество	múltiplo	N;INDF;NEUT;SG	N;FEM;SG
множество	múltiplo	множество	múltiplo	N;INDF;NEUT;SG	N;MASC;SG
политика	política	политика	política	N;INDF;FEM;SG	N;FEM;SG
политика	politica	политика	politica	N;INDF;FEM;SG	N;FEM;SG
политика	política	политика	política	N;INDF;FEM;SG	N;FEM;SG
преминава	passa	преминавам	passar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
стара	velho	стар	velho	ADJ;INDF;FEM;SG	ADJ;MASC;SG
стара	antigo	стар	antigo	ADJ;INDF;FEM;SG	ADJ;MASC;SG
стара	velha	стар	velho	ADJ;INDF;FEM;SG	ADJ;FEM;SG
форма	forma	форма	forma	N;INDF;FEM;SG	N;FEM;SG
форма	shape	форма	shape	N;INDF;FEM;SG	N;MASC;SG
форма	forma	форма	forma	N;INDF;FEM;SG	N;FEM;SG
форма	formulário	форма	formulário	N;INDF;FEM;SG	N;MASC;SG
семейството	família	семейство	família	N;DEF;NEUT;SG	N;FEM;SG
семейството	familia	семейство	familia	N;DEF;NEUT;SG	N;FEM;SG
съпруга	cônjuge	съпруга	cônjuge	N;INDF;FEM;SG	N;MASC;SG
съпруга	esposo	съпруга	esposo	N;INDF;FEM;SG	N;MASC;SG
съпруга	mulher	съпруга	mulher	N;INDF;FEM;SG	N;FEM;SG
съпруга	esposa	съпруга	esposo	N;INDF;FEM;SG	N;FEM;SG
втора	segunda	втори	segundo	ADJ;INDF;FEM;SG	ADJ;FEM;SG
район	região	район	região	N;INDF;MASC;SG	N;FEM;SG
район	distrito	район	distrito	N;INDF;MASC;SG	N;MASC;SG
район	area	район	area	N;INDF;MASC;SG	N;FEM;SG
район	área	район	área	N;INDF;MASC;SG	N;FEM;SG
музика	music	музика	music	N;INDF;FEM;SG	N;MASC;SG
музика	música	музика	música	N;INDF;FEM;SG	N;FEM;SG
музика	musica	музика	musica	N;INDF;FEM;SG	N;FEM;SG
близо	perto	близо	perto	ADV	ADV
близо	perto	близо	perto	ADV	ADV
близо	próximo	близо	próximo	ADV	ADV
първенство	campeonato	първенство	campeonato	N;INDF;NEUT;SG	N;MASC;SG
първенство	championship	първенство	championship	N;INDF;NEUT;SG	N;MASC;SG
представлява	representa	представлявам	representar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
отнася	remete	отнасям-(се)	remeter	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
манастир	monastério	манастир	monastério	N;INDF;MASC;SG	N;MASC;SG
манастир	mosteiro	манастир	mosteiro	N;INDF;MASC;SG	N;MASC;SG
манастир	convento	манастир	convento	N;INDF;MASC;SG	N;MASC;SG
файл	arquivo	файл	arquivo	N;INDF;MASC;SG	N;MASC;SG
файл	ficheiro	файл	ficheiro	N;INDF;MASC;SG	N;MASC;SG
средата	mid	среда	midir	N;DEF;FEM;SG	N;MASC;SG
награди	recompensas	награда	recompensa	N;INDF;FEM;PL	N;FEM;PL
награди	prémios	награда	prémio	N;INDF;FEM;PL	N;MASC;PL
награди	prêmios	награда	prêmio	N;INDF;FEM;PL	N;MASC;PL
награди	prémios	награда	prémio	N;INDF;FEM;PL	N;MASC;PL
награди	prêmios	награда	prêmio	N;INDF;FEM;PL	N;MASC;PL
помощ	auxílio	помощ	auxílio	N;INDF;FEM;SG	N;MASC;SG
помощ	auxilio	помощ	auxilio	N;INDF;FEM;SG	N;MASC;SG
помощ	ajuda	помощ	ajuda	N;INDF;FEM;SG	N;FEM;SG
помощ	socorro	помощ	socorro	N;INDF;FEM;SG	N;MASC;SG
помощ	ajuda	помощ	ajuda	N;INDF;FEM;SG	N;FEM;SG
вода	agua	вода	agua	N;INDF;FEM;SG	N;FEM;SG
вода	água	вода	água	N;INDF;FEM;SG	N;FEM;SG
първоначално	inicialmente	първоначално	inicialmente	ADV	ADV
първоначално	originalmente	първоначално	originalmente	ADV	ADV
първоначално	inicialmente	първоначално	inicialmente	ADV	ADV
свят	world	свят	world	N;INDF;MASC;SG	N;MASC;SG
свят	mundo	свят	mundo	N;INDF;MASC;SG	N;MASC;SG
административен	administrativo	административен	administrativo	ADJ;INDF;MASC;SG	ADJ;MASC;SG
скоро	logo	скоро	logo	ADV	ADV
скоро	brevemente	скоро	brevemente	ADV	ADV
войски	tropas	войска	tropa	N;INDF;FEM;PL	N;FEM;PL
стил	style	стил	style	N;INDF;MASC;SG	N;MASC;SG
стил	estilo	стил	estilo	N;INDF;MASC;SG	N;MASC;SG
живее	mora	живея	morar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
живее	vive	живея	viver	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
достига	alcança	достигам	alcançar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
достига	atinge	достигам	atingir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
избран	escolhido	избера	escolher	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
избран	escolhida	избера	escolher	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
избран	seleccionado	избера	seleccionar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
избран	selecionado	избера	selecionar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
избран	selecionada	избера	selecionado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
африка	áfrica	африка	áfrico	N;INDF;FEM;SG	N;FEM;SG
запад	west	запад	west	N;INDF;MASC;SG	N;MASC;SG
запад	ocidente	запад	ocidente	N;INDF;MASC;SG	N;MASC;SG
запад	oeste	запад	oeste	N;INDF;MASC;SG	N;MASC;SG
уебсайт	website	уебсайт	websitir	N;INDF;MASC;SG	N;MASC;SG
уебсайт	site	уебсайт	site	N;INDF;MASC;SG	N;MASC;SG
земята	earth	земя	earth	N;DEF;FEM;SG	N;MASC;SG
земята	terra	земя	terra	N;DEF;FEM;SG	N;FEM;SG
връзка	ligação	връзка	ligação	N;INDF;FEM;SG	N;FEM;SG
връзка	conexão	връзка	conexão	N;INDF;FEM;SG	N;FEM;SG
връзка	link	връзка	link	N;INDF;FEM;SG	N;MASC;SG
връзка	ligação	връзка	ligação	N;INDF;FEM;SG	N;FEM;SG
връзка	conexão	връзка	conexão	N;INDF;FEM;SG	N;FEM;SG
връзка	relacionamento	връзка	relacionamento	N;INDF;FEM;SG	N;MASC;SG
връзка	relação	връзка	relação	N;INDF;FEM;SG	N;FEM;SG
роля	papel	роля	papel	N;INDF;FEM;SG	N;MASC;SG
създава	cria	създавам	criar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
как	como	как	como	ADV	ADV
китай	porcelana	китай	porcelano	N;INDF;MASC;SG	N;FEM;SG
китай	china	китай	china	N;INDF;MASC;SG	N;FEM;SG
линия	line	линия	line	N;INDF;FEM;SG	N;MASC;SG
линия	linha	линия	linha	N;INDF;FEM;SG	N;FEM;SG
свети	santo	свет	santo	N;INDF;MASC;SG	N;MASC;SG
свети	saint	свет	saint	N;INDF;MASC;SG	N;MASC;SG
свети	santa	свет	santo	N;INDF;MASC;SG	N;FEM;SG
свети	santo	свет	santo	N;INDF;MASC;SG	N;MASC;SG
кариера	carreira	кариера	carreira	N;INDF;FEM;SG	N;FEM;SG
кариера	carreira	кариера	carreira	N;INDF;FEM;SG	N;FEM;SG
кариера	pedreira	кариера	pedreira	N;INDF;FEM;SG	N;FEM;SG
развитие	desenvolvimento	развитие	desenvolvimento	N;INDF;NEUT;SG	N;MASC;SG
развитие	evolução	развитие	evolução	N;INDF;NEUT;SG	N;FEM;SG
лига	league	лига	leagar	N;INDF;FEM;SG	N;MASC;SG
лига	liga	лига	liga	N;INDF;FEM;SG	N;FEM;SG
лига	liga	лига	liga	N;INDF;FEM;SG	N;FEM;SG
роман	romana	роман	romano	N;INDF;MASC;SG	N;FEM;SG
роман	roman	роман	roman	N;INDF;MASC;SG	N;MASC;SG
роман	romano	роман	romano	N;INDF;MASC;SG	N;MASC;SG
роман	romance	роман	romance	N;INDF;MASC;SG	N;MASC;SG
роман	novela	роман	novela	N;INDF;MASC;SG	N;FEM;SG
източници	fontes	източник	fonte	N;INDF;MASC;PL	N;FEM;PL
политически	politicamente	политически	politicamente	ADV	ADV
консул	cônsul	консул	cônsul	N;INDF;MASC;SG	N;MASC;SG
книги	livros	книга	livro	N;INDF;FEM;PL	N;MASC;PL
стадион	estádio	стадион	estádio	N;INDF;MASC;SG	N;MASC;SG
стадион	stadium	стадион	stadium	N;INDF;MASC;SG	N;MASC;SG
служба	serviço	служба	serviço	N;INDF;FEM;SG	N;MASC;SG
произход	origem	произход	origem	N;INDF;MASC;SG	N;FEM;SG
