for	para	for	para	ADP	ADP
langt	lejano	lang	lejano	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
allerede	ya	allerede	ya	ADV	ADV
kort	short	kort	short	N;INDF;NEUT;SG	N
sesongen	temporada	sesong	temporada	N;DEF;MASC;SG	N;FEM;SG
style	estilo	style	estilo	N	N;MASC;SG
liten	pequeño	liten	pequeño	ADJ;INDF;MASC;SG	ADJ;MASC;SG
liten	pequeña	liten	pequeño	ADJ;INDF;MASC;SG	ADJ;FEM;SG
liten	pequeño	liten	pequeño	ADJ;INDF;MASC;SG	ADJ;MASC;SG
liten	pequeña	liten	pequeño	ADJ;INDF;MASC;SG	ADJ;FEM;SG
liten	poquito	liten	poquito	ADJ;INDF;MASC;SG	ADJ;MASC;SG
kanskje	quizás	kanskje	quizás	ADV	ADV
kanskje	quizá	kanskje	quizá	ADV	ADV
kanskje	quizás	kanskje	quizás	ADV	ADV
kanskje	quizá	kanskje	quizá	ADV	ADV
skuespiller	actriz	skuespille	actriz	N;INDF;MASC;SG	N;FEM;SG
skuespiller	actor	skuespille	actor	N;INDF;MASC;SG	N;MASC;SG
form	forma	form	forma	N;INDF;FEM;SG	N;FEM;SG
millioner	millones	million	millón	N;INDF;MASC;PL	N;MASC;PL
krigen	guerra	krig	guerra	N;DEF;MASC;SG	N;FEM;SG
krigen	war	krig	war	N;DEF;MASC;SG	N;SG
rett	correcto	rett	correcto	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
basert	basada	basere	basado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
basert	basado	basere	basado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
yrke	profesión	yrke	profesión	N;INDF;NEUT;SG	N;FEM;SG
små	pequeñas	liten	pequeño	ADJ;PL	ADJ;FEM;PL
små	pequeños	liten	pequeño	ADJ;PL	ADJ;MASC;PL
spesielt	especial	spesiell	especial	ADJ;INDF;NEUT;SG	ADJ;SG
kvinner	hembras	kvinne	hembra	N;INDF;FEM;PL	N;FEM;PL
kvinner	mujeres	kvinne	mujer	N;INDF;FEM;PL	N;FEM;PL
flyttet	movida	flytt	movido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
flyttet	movido	flytt	movido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
flyttet	conmovido	flytt	conmovido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
flyttet	trasladado	flytt	trasladar	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
god	buena	god	buen	ADJ;INDF;SG	ADJ;FEM;SG
nytt	nuevo	ny	nuevo	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
nytt	nueva	ny	nuevo	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
vanlig	frecuente	vanlig	frecuente	ADJ;INDF;NEUT;SG	ADJ;SG
vanlig	común	vanlig	común	ADJ;INDF;NEUT;SG	ADJ;SG
vanlig	ordinario	vanlig	ordinario	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
vanlig	ordinaria	vanlig	ordinario	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
vanlig	habitual	vanlig	habitual	ADJ;INDF;NEUT;SG	ADJ;SG
vanlig	usual	vanlig	usual	ADJ;INDF;NEUT;SG	ADJ;SG
bilder	imagenes	bilder	imagen	N;INDF;FEM;PL	N;FEM;PL
bilder	imágenes	bilder	imagen	N;INDF;FEM;PL	N;FEM;PL
bilder	fotos	bilder	foto	N;INDF;FEM;PL	N;FEM;PL
bilder	fotografías	bilder	fotografía	N;INDF;FEM;PL	N;FEM;PL
bilder	imagenes	bilder	imagen	N;INDF;FEM;PL	N;FEM;PL
bilder	fotos	bilder	foto	N;INDF;FEM;PL	N;FEM;PL
bilder	fotografías	bilder	fotografía	N;INDF;FEM;PL	N;FEM;PL
bilder	cuadros	bilder	cuadro	N;INDF;FEM;PL	N;MASC;PL
bilder	imágenes	bilder	imagen	N;INDF;FEM;PL	N;FEM;PL
kong	confucio	kong	confucio	N	N;MASC;SG
kong	kong	kong	kong	N	N;MASC;SG
sport	sport	sport	sport	N;INDF;MASC;SG	N
sport	deporte	sport	deporte	N;INDF;MASC;SG	N;MASC;SG
sport	deporte	sport	deporte	N;INDF;MASC;SG	N;MASC;SG
lite	pequeño	lite	pequeño	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
lite	pequeña	lite	pequeño	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
lite	pequeño	lite	pequeño	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
lite	pequeña	lite	pequeño	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
lite	poquito	lite	poquito	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
førte	llevó	føre	llevar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
bruker	usando	bruke	usar	V;IND;PRS;FIN	V;V.MSDR
bruker	utilizando	bruke	utilizar	V;IND;PRS;FIN	V;V.MSDR
bruker	utiliza	bruke	utilizar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
seks	seis	seks	seis	NUM;PL	NUM;PL
albumet	álbum	album	álbum	N;DEF;NEUT;SG	N;MASC;SG
albumet	album	album	album	N;DEF;NEUT;SG	N;MASC;SG
albumet	disco	album	disco	N;DEF;NEUT;SG	N;MASC;SG
slaget	batalla	slag	batalla	N;DEF;NEUT;SG	N;FEM;SG
slaget	combate	slag	combate	N;DEF;NEUT;SG	N;MASC;SG
nummer	número	nummer	número	N;INDF;NEUT;SG	N;MASC;SG
nummer	numero	nummer	numero	N;INDF;NEUT;SG	N;MASC;SG
internasjonale	internacionales	internasjonal	internacional	ADJ;PL	ADJ;PL
universitetet	universitario	universitet	universitario	N;DEF;NEUT;SG	N;MASC;SG
universitetet	universidad	universitet	universidad	N;DEF;NEUT;SG	N;FEM;SG
skole	colegio	skole	colegio	N;INDF;MASC;SG	N;MASC;SG
skole	escuela	skole	escuela	N;INDF;MASC;SG	N;FEM;SG
vel	bien	vel	bien	ADV	ADV
film	pelicula	film	pelicula	N;INDF;MASC;SG	N;FEM;SG
film	cine	film	cine	N;INDF;MASC;SG	N;MASC;SG
film	movie	film	movie	N;INDF;MASC;SG	N;SG
film	película	film	película	N;INDF;MASC;SG	N;FEM;SG
film	pelicula	film	pelicula	N;INDF;MASC;SG	N;FEM;SG
film	cine	film	cine	N;INDF;MASC;SG	N;MASC;SG
film	película	film	película	N;INDF;MASC;SG	N;FEM;SG
film	film	film	film	N;INDF;MASC;SG	N;MASC;SG
left	izquierda	left	izquierda	N;INDF;NEUT;SG	N;FEM;SG
opprinnelig	original	opprinnelig	original	ADJ;INDF;NEUT;SG	ADJ;SG
moderne	moderna	moderne	moderno	ADJ;INDF;SG	ADJ;FEM;SG
moderne	moderno	moderne	moderno	ADJ;INDF;SG	ADJ;MASC;SG
øya	isla	øy	isla	N;DEF;FEM;SG	N;FEM;SG
periode	periodo	periode	periodo	N;INDF;MASC;SG	N;MASC;SG
periode	período	periode	período	N;INDF;MASC;SG	N;MASC;SG
antall	número	antall	número	N;INDF;NEUT;SG	N;MASC;SG
antall	numero	antall	numero	N;INDF;NEUT;SG	N;MASC;SG
antall	cantidad	antall	cantidad	N;INDF;NEUT;SG	N;FEM;SG
dansk	danés	dansk	danés	N;INDF;MASC;SG	N;MASC;SG
dansk	dinamarca	dansk	dinamarco	N;INDF;MASC;SG	N;FEM;SG
team	equipo	team	equipo	N;INDF;NEUT;SG	N;MASC;SG
team	team	team	team	N;INDF;NEUT;SG	N
center	centro	cente	centro	N;INDF;NEUT;SG	N;MASC;SG
center	center	cente	center	N;INDF;NEUT;SG	N;MASC;SG
hatt	tenía	ha	tener	V;V.PTCP	V;IND;SG;3;IPFV;FIN
hatt	tuvo	ha	tener	V;V.PTCP	V;IND;SG;3;PST;FIN
bedre	better	bedre	better	N;INDF;NEUT;SG	N
provinsen	provincia	provins	provincia	N;DEF;MASC;SG	N;FEM;SG
bruke	usando	bruke	usar	V;NFIN	V;V.MSDR
bruke	utilizando	bruke	utilizar	V;NFIN	V;V.MSDR
bruke	usar	bruke	usar	V;NFIN	V;NFIN
bruke	utilizar	bruke	utilizar	V;NFIN	V;NFIN
kilder	fuentes	kilder	fuente	N;INDF;MASC;PL	N;FEM;PL
tar	agarrando	ta	agarrar	V;IND;PRS;FIN	V;V.MSDR
tar	tomando	ta	tomar	V;IND;PRS;FIN	V;V.MSDR
tar	teniendo	ta	tener	V;IND;PRS;FIN	V;V.MSDR
tar	tomar	ta	tomar	V;IND;PRS;FIN	V;NFIN
tar	toma	ta	tomar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
tar	toma	ta	tomar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
christian	cristián	christian	cristián	N;INDF;MASC;SG	N;MASC;SG
delen	seccion	del	seccionar	N;DEF;MASC;SG	N;FEM;SG
delen	sección	del	sección	N;DEF;MASC;SG	N;FEM;SG
familie	famila	familie	famila	N;INDF;MASC;SG	N;FEM;SG
familie	familia	familie	familia	N;INDF;MASC;SG	N;FEM;SG
friidrett	atletismo	friidrett	atletismo	N;INDF;MASC;SG	N;MASC;SG
forhold	parentesco	forhold	parentesco	N;INDF;NEUT;SG	N;MASC;SG
forhold	relación	forhold	relación	N;INDF;NEUT;SG	N;FEM;SG
forhold	relacion	forhold	relacion	N;INDF;NEUT;SG	N;FEM;SG
holdt	celebrada	hold	celebrado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
holdt	mantenido	hold	mantener	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
holdt	alto	hold	alto	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG
lange	largos	lang	largo	ADJ;PL	ADJ;MASC;PL
medlemmer	diputados	medlem	diputado	N;INDF;MASC;PL	N;MASC;PL
medlemmer	miembros	medlem	miembro	N;INDF;MASC;PL	N;MASC;PL
mennesker	humanos	menneske	humanos	N;INDF;MASC;SG	N
mennesker	pueblo	menneske	pueblo	N;INDF;MASC;SG	N;MASC;SG
mennesker	gente	menneske	gente	N;INDF;MASC;SG	N;FEM;SG
folk	personas	folk	persona	N;INDF;NEUT;PL	N;FEM;PL
poeng	puntuación	poeng	puntuación	N;INDF;NEUT;SG	N;FEM;SG
poeng	partitura	poeng	partitura	N;INDF;NEUT;SG	N;FEM;SG
poeng	punta	poeng	punta	N;INDF;NEUT;SG	N;FEM;SG
poeng	point	poeng	point	N;INDF;NEUT;SG	N
poeng	punto	poeng	punto	N;INDF;NEUT;SG	N;MASC;SG
peter	pedro	peter	pedro	N;INDF;MASC;SG	N;MASC;SG
peter	peter	peter	peter	N;INDF;MASC;SG	N;MASC;SG
nesten	casi	nesten	casi	ADV	ADV
nesten	casi	nesten	casi	ADV	ADV
betyr	significa	bety	significar	V;IND;PRS;FIN	V;IND;SG;3;PRS;FIN
sølv	plata	sølv	plata	N;INDF;NEUT;SG	N;FEM;SG
etablert	establecido	etablere	establecido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
etablert	establecida	etablere	establecido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
klubb	club	klubb	club	N;INDF;MASC;SG	N;MASC;SG
klubb	garrote	klubb	garrote	N;INDF;MASC;SG	N;MASC;SG
klubb	discoteca	klubb	discoteca	N;INDF;MASC;SG	N;FEM;SG
mann	man	mann	man	N;INDF;MASC;SG	N
mann	hombre	mann	hombre	N;INDF;MASC;SG	N;MASC;SG
ledet	led	lede	led	N;DEF;NEUT;SG	N;MASC;SG
musikk	music	musikk	music	N;INDF;MASC;SG	N
musikk	música	musikk	música	N;INDF;MASC;SG	N;FEM;SG
musikk	musica	musikk	musica	N;INDF;MASC;SG	N;FEM;SG
finne	encontrar	finne	encontrar	V;IMP;NFIN	V;NFIN
finne	localizar	finne	localizar	V;IMP;NFIN	V;NFIN
finne	encontrar	finne	encontrar	V;IMP;NFIN	V;NFIN
https	https	https	http	N;INDF;MASC;SG	N
russland	rusia	russland	rusia	N;INDF;MASC;SG	N;FEM;SG
min	mío	min	mío	PRO;MASC;SG	PRO;MASC;SG;1
verdens	mundo	verd	mundo	N;GEN;DEF;MASC;SG	N;MASC;SG
verdens	world	verd	world	N;GEN;DEF;MASC;SG	N
grad	rango	grad	rango	N;INDF;FEM;SG	N;MASC;SG
grad	grado	grad	grado	N;INDF;FEM;SG	N;MASC;SG
grad	licenciatura	grad	licenciatura	N;INDF;FEM;SG	N;FEM;SG
robert	roberto	robert	roberto	N;INDF;MASC;SG	N;MASC;SG
aldri	nunca	aldri	nunca	ADV	ADV
aldri	jamás	aldri	jamás	ADV	ADV
valgt	elegido	velg	elegido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
valgt	escogido	velg	escogido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
valgt	elegida	velg	elegido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
valgt	escogida	velg	escogida	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
valgt	elegido	velg	elegido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
valgt	elegida	velg	elegido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
valgt	seleccionado	velg	seleccionado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
valgt	seleccionada	velg	seleccionado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
kirken	iglesia	kirk	iglesia	N;DEF;MASC;SG	N;FEM;SG
paul	pablo	paul	pablo	N;MASC	N;MASC;SG
far	papá	far	papá	N;INDF;MASC;SG	N;MASC;SG
far	papa	far	papa	N;INDF;MASC;SG	N;MASC;SG
far	padre	far	padre	N;INDF;MASC;SG	N;MASC;SG
vinter	invierno	vinter	invierno	N;INDF;MASC;SG	N;MASC;SG
from	from	from	from	N	N
art	arte	art	arte	N;INDF;MASC;SG	N;SG
art	especie	art	especie	N;INDF;MASC;SG	N;FEM;SG
vanligvis	habitualmente	vanligvis	habitualmente	ADV	ADV
vanligvis	normalmente	vanligvis	normalmente	ADV	ADV
vanligvis	generalmente	vanligvis	generalmente	ADV	ADV
vanligvis	usualmente	vanligvis	usualmente	ADV	ADV
vanligvis	normalmente	vanligvis	normalmente	ADV	ADV
vanligvis	típicamente	vanligvis	típicamente	ADV	ADV
vanligvis	normalmente	vanligvis	normalmente	ADV	ADV
vanligvis	comúnmente	vanligvis	comúnmente	ADV	ADV
finner	encontrar	finne	encontrar	V;IND;PRS;FIN	V;NFIN
medaljer	medallas	medaljer	medalla	N;INDF;MASC;PL	N;FEM;PL
olympiske	olímpicos	olympisk	olímpico	ADJ;PL	ADJ;MASC;PL
olympiske	olimpiadas	olympisk	olimpiado	ADJ;PL	ADJ;FEM;PL;V.PTCP
karl	carlos	karl	carlo	N;MASC	N;MASC;SG
karl	carlos	karl	carlo	N;MASC	N;MASC;SG
konge	king	konge	king	N;INDF;MASC;SG	N
konge	rey	konge	rey	N;INDF;MASC;SG	N;MASC;SG
nrk	nrk	nrk	nrk	N;INDF;NEUT;SG	N;FEM;SG
afrika	afrika	afrika	afrikar	N;INDF;NEUT;SG	N;MASC;SG
afrika	africa	afrika	africar	N;INDF;NEUT;SG	N;FEM;SG
afrika	áfrica	afrika	áfrico	N;INDF;NEUT;SG	N;FEM;SG
britisk	británica	britisk	británico	ADJ;INDF;SG	ADJ;FEM;SG
william	guillermo	william	guillermo	N;INDF;MASC;SG	N;MASC;SG
henne	ella	ho	él	PRO;ACC;FEM;SG;3	PRO;FEM;SG;3
world	mundo	world	mundo	N	N;MASC;SG
world	world	world	world	N	N
gift	casada	gift	casado	ADJ;INDF;SG	ADJ;FEM;SG;V.PTCP
gift	casado	gift	casado	ADJ;INDF;SG	ADJ;MASC;SG;V.PTCP
fylke	condado	fylke	condado	N;INDF;NEUT;SG	N;MASC;SG
støtte	apoyo	støtte	apoyo	N;INDF;FEM;SG	N;MASC;SG
støtte	soporte	støtte	soporte	N;INDF;FEM;SG	N;MASC;SG
foran	fachada	foran	fachada	N;INDF;MASC;SG	N;FEM;SG
foran	front	foran	front	N;INDF;MASC;SG	N
foran	frente	foran	frente	N;INDF;MASC;SG	N
foran	delantero	foran	delantero	N;INDF;MASC;SG	N;MASC;SG
vei	road	vei	road	N	N;MASC
vei	camino	vei	camino	N	N;MASC;SG
vei	carretera	vei	carretera	N	N;FEM;SG
kilde	procedencia	kild	procedencia	N;INDF;MASC;SG	N;FEM;SG
kilde	fuente	kild	fuente	N;INDF;MASC;SG	N;FEM;SG
kilde	origen	kild	origen	N;INDF;MASC;SG	N;MASC;SG
kilde	source	kild	source	N;INDF;MASC;SG	N
steder	localizaciones	stede	localización	N;INDF;MASC;PL	N;FEM;PL
steder	ubicaciones	stede	ubicación	N;INDF;MASC;PL	N;FEM;PL
steder	lugares	stede	lugar	N;INDF;MASC;PL	N;MASC;PL
steder	localidades	stede	localidad	N;INDF;MASC;PL	N;FEM;PL
steder	sitios	stede	sitio	N;INDF;MASC;PL	N;MASC;PL
steder	lugares	stede	lugar	N;INDF;MASC;PL	N;MASC;PL
steder	localidades	stede	localidad	N;INDF;MASC;PL	N;FEM;PL
steder	plazas	stede	plaza	N;INDF;MASC;PL	N;FEM;PL
ganske	bastante	ganske	bastante	ADV	ADV
forbindelse	conexion	forbindelse	conexion	N;INDF;MASC;SG	N;FEM;SG
forbindelse	conexión	forbindelse	conexión	N;INDF;MASC;SG	N;FEM;SG
fotballspiller	futbolista	fotballspille	futbolista	N;INDF;MASC;SG	N;SG
aug	agosto	aug	agosto	N	N
city	ciudad	city	ciudad	N	N;FEM;SG
johan	johan	johan	johar	N;MASC	N;MASC;SG
russisk	rusa	russisk	ruso	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
russisk	ruso	russisk	ruso	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
sider	páginas	side	página	N;INDF;FEM;PL	N;FEM;PL
sider	paginas	side	pagina	N;INDF;FEM;PL	N;FEM;PL
dager	días	dag	día	N;INDF;FEM;PL	N;MASC;PL
dager	jornadas	dag	jornada	N;INDF;FEM;PL	N;FEM;PL
dager	dias	dag	dia	N;INDF;FEM;PL	N;MASC;PL
dager	days	dag	day	N;INDF;FEM;PL	N
japan	japón	japan	japón	N;INDF;MASC;SG	N;MASC;SG
trondheim	trondheim	trondheim	trondheim	N;INDF;NEUT;SG	N;MASC;SG
områder	áreas	område	área	N;INDF;MASC;PL	N;FEM;PL
områder	zonas	område	zona	N;INDF;MASC;PL	N;FEM;PL
områder	areas	område	area	N;INDF;MASC;PL	N;FEM;PL
høyde	altitud	høyde	altitud	N;INDF;MASC;SG	N;FEM;SG
høyde	estatura	høyde	estatura	N;INDF;MASC;SG	N;FEM;SG
høyde	altura	høyde	altura	N;INDF;MASC;SG	N;FEM;SG
jul	navidad	jul	navidad	N;INDF;FEM;SG	N;FEM;SG
venstre	izquierda	venstre	izquierda	N;NEUT	N;FEM;SG
hjelp	ayuda	hjelp	ayuda	N;INDF;FEM;SG	N;FEM;SG
professor	profesor	professor	profesor	N;INDF;MASC;SG	N;MASC;SG
professor	catedrático	professor	catedrático	N;INDF;MASC;SG	N;MASC;SG
professor	profesora	professor	profesora	N;INDF;MASC;SG	N;FEM;SG
politisk	político	politisk	político	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
veien	road	vie	road	N;DEF;MASC;SG	N;MASC
veien	camino	vie	camino	N;DEF;MASC;SG	N;MASC;SG
veien	carretera	vie	carretera	N;DEF;MASC;SG	N;FEM;SG
direkte	directa	direkte	directo	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
direkte	directo	direkte	directo	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
van	camioneta	van	camioneta	N;INDF;MASC;SG	N;FEM;SG
van	furgoneta	van	furgoneta	N;INDF;MASC;SG	N;FEM;SG
måte	manera	måte	manera	N;INDF;MASC;SG	N;FEM;SG
måte	camino	måte	camino	N;INDF;MASC;SG	N;MASC;SG
måte	way	måte	way	N;INDF;MASC;SG	N
arbeid	obra	arbeid	obra	N;INDF;NEUT;SG	N;FEM;SG
arbeid	trabajo	arbeid	trabajo	N;INDF;NEUT;SG	N;MASC;SG
skolen	colegio	skole	colegio	N;DEF;MASC;SG	N;MASC;SG
skolen	escuela	skole	escuela	N;DEF;MASC;SG	N;FEM;SG
best	mejores	bra	mejor	ADJ;INDF;RL	ADJ;PL
meget	very	meget	ver	N;DEF;NEUT;SG	N
likevel	todavía	likevel	todavía	ADV	ADV
likevel	aún	likevel	aún	ADV	ADV
likevel	aún	likevel	aún	ADV	ADV
parti	parte	parti	parte	N;INDF;NEUT;SG	N;FEM;SG
parti	partido	parti	partido	N;INDF;NEUT;SG	N;MASC;SG
parti	fiesta	parti	fiesta	N;INDF;NEUT;SG	N;FEM;SG
parti	party	parti	party	N;INDF;NEUT;SG	N
sangen	canto	sang	canto	N;DEF;MASC;SG	N;MASC;SG
sangen	cancion	sang	cancionar	N;DEF;MASC;SG	N;FEM;SG
sangen	canción	sang	canción	N;DEF;MASC;SG	N;FEM;SG
omtrent	acerca	omtrent	acerca	ADV	ADV
omtrent	aproximadamente	omtrent	aproximadamente	ADV	ADV
omtrent	aproximadamente	omtrent	aproximadamente	ADV	ADV
slutt	end	slutt	end	N;INDF;MASC;SG	N
slutt	fin	slutt	fin	N;INDF;MASC;SG	N;MASC;SG
slutt	final	slutt	final	N;INDF;MASC;SG	N;MASC;SG
museum	museo	museum	museo	N;INDF;NEUT;SG	N;MASC;SG
grunnlagt	fundado	grunnleggje	fundado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
grunnlagt	fundada	grunnleggje	fundado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
http	http	http	http	N;INDF;MASC;SG	N
album	álbum	album	álbum	N;INDF;NEUT;SG	N;MASC;SG
album	album	album	album	N;INDF;NEUT;SG	N;MASC;SG
album	disco	album	disco	N;INDF;NEUT;SG	N;MASC;SG
begynnelsen	comienzo	begynnels	comienzo	N;DEF;MASC;SG	N;MASC;SG
gitar	guitarra	gitar	guitarra	N;INDF;MASC;SG	N;FEM;SG
areal	superficie	areal	superficie	N;INDF;NEUT;SG	N;FEM;SG
areal	zona	areal	zona	N;INDF;NEUT;SG	N;FEM;SG
areal	area	areal	area	N;INDF;NEUT;SG	N;FEM;SG
areal	área	areal	área	N;INDF;NEUT;SG	N;FEM;SG
amerika	america	amerika	america	N;INDF;MASC;SG	N;FEM;SG
amerika	américa	amerika	américa	N;INDF;MASC;SG	N;FEM;SG
amerika	américa	amerika	américa	N;INDF;MASC;SG	N;FEM;SG
martin	martín	martin	martín	N;INDF;MASC;SG	N;MASC;SG
james	santiago	james	santiago	N;INDF;MASC;SG	N;MASC;SG
james	jacobo	james	jacobo	N;INDF;MASC;SG	N;MASC;SG
divisjon	division	divisjon	division	N;INDF;MASC;SG	N;FEM;SG
divisjon	división	divisjon	división	N;INDF;MASC;SG	N;FEM;SG
inndeling	subdivisión	inndeling	subdivisión	N;INDF;FEM;SG	N;FEM;SG
mar	mar	mar	mar	N;INDF;MASC;SG	N;SG
utnevnt	nombrado	utnevne	nombrado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
utnevnt	designado	utnevne	designado	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
arrangert	arreglado	arrangere	arreglar	ADJ;INDF;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
arrangert	arreglada	arrangere	arreglado	ADJ;INDF;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
sang	sang	sang	sang	N;INDF;MASC;SG	N
sang	canto	sang	canto	N;INDF;MASC;SG	N;MASC;SG
sang	canto	sang	canto	N;INDF;MASC;SG	N;MASC;SG
sang	cancion	sang	cancionar	N;INDF;MASC;SG	N;FEM;SG
sang	canción	sang	canción	N;INDF;MASC;SG	N;FEM;SG
sendt	enviada	sende	enviado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
sendt	enviado	sende	enviado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
sendt	presentado	sende	presentado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
sendt	presentada	sende	presentado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
sendt	enviado	sende	enviado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
sendt	enviada	sende	enviado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
sendt	enviado	sende	enviado	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
eldre	mayores	gammal	mayor	ADJ;CMPR	ADJ;PL
slått	vencido	slå	vencido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
slått	golpeado	slå	golpear	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
systematisk	sistemática	systematisk	sistemático	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
systematisk	sistemático	systematisk	sistemático	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
systematisk	sistemática	systematisk	sistemático	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
brasil	brazil	brasil	brazil	N;INDF;MASC;SG	N
brasil	brasil	brasil	brasil	N;INDF;MASC;SG	N;SG
brasil	brasil	brasil	brasil	N;INDF;MASC;SG	N;SG
bronse	bronce	bronse	bronce	N;INDF;MASC;SG	N;MASC;SG
orden	orden	orden	orden	N;INDF;MASC;SG	N;MASC;SG
orden	encargo	orden	encargo	N;INDF;MASC;SG	N;MASC;SG
rolle	rol	rolle	rol	N;INDF;FEM;SG	N;MASC;SG
finland	finlandia	finland	finlandia	N;INDF;NEUT;SG	N;FEM;SG
finalen	final	finale	final	N;DEF;MASC;SG	N;MASC;SG
finalen	final	finale	final	N;DEF;MASC;SG	N;MASC;SG
michael	michael	michael	michael	N;INDF;MASC;SG	N;MASC;SG
type	type	type	type	N;INDF;MASC;SG	N
type	tipo	type	tipo	N;INDF;MASC;SG	N;MASC;SG
kamp	batalla	kamp	batalla	N;INDF;MASC;SG	N;FEM;SG
kamp	combate	kamp	combate	N;INDF;MASC;SG	N;MASC;SG
kamp	lucha	kamp	lucha	N;INDF;MASC;SG	N;FEM;SG
kamp	combate	kamp	combate	N;INDF;MASC;SG	N;MASC;SG
stockholm	estocolmo	stockholm	estocolmo	N;INDF;NEUT;SG	N;MASC;SG
fortsatte	continuación	fortsatt	continuación	N;INDF;MASC;SG	N;FEM;SG
australia	australia	australia	australia	N;INDF;MASC;SG	N;FEM;SG
delt	compartida	dele	compartido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
delt	compartido	dele	compartido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
delt	dividida	dele	dividido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
delt	dividido	dele	dividido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
delt	dividida	dele	dividido	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;FEM;SG;V.PTCP
henrik	henrik	henrik	henrik	N;INDF;MASC;SG	N;MASC;SG
