une	una	un	uno	DET;INDF;FEM;SG	DET;INDF;FEM;SG
petit	piccolo	petit	piccolo	ADJ;MASC;SG	ADJ;MASC;SG
petit	piccola	petit	piccolo	ADJ;MASC;SG	ADJ;FEM;SG
toutes	tutti	tout	tutto	PRO;FEM;PL	PRO;MASC;PL
argent	denaro	argent	denaro	N;MASC;SG	N;MASC;SG
argent	money	argent	money	N;MASC;SG	N
argent	argento	argent	argento	N;MASC;SG	N;MASC;SG
argent	silver	argent	silvere	N;MASC;SG	N
argent	contante	argent	contante	N;MASC;SG	N;MASC;SG
argent	cash	argent	cash	N;MASC;SG	N
souvent	spesso	souvent	spesso	ADV	ADV
souvent	frequentemente	souvent	frequentemente	ADV	ADV
souvent	spesso	souvent	spesso	ADV	ADV
souvent	sovente	souvent	sovente	ADV	ADV
style	stile	style	stile	N;MASC;SG	N;MASC;SG
style	style	style	style	N;MASC;SG	N
style	styling	style	styling	N;MASC;SG	N;MASC
face	faccia	face	faccia	N;FEM;SG	N;FEM;SG
face	faccina	face	faccina	N;FEM;SG	N;FEM;SG
face	volto	face	volto	N;FEM;SG	N;MASC;SG
face	viso	face	viso	N;FEM;SG	N;MASC;SG
face	face	face	face	N;FEM;SG	N
top	top	top	top	N;MASC;SG	N
ministre	ministro	ministre	ministro	N;MASC;SG	N;MASC;SG
mondiale	globale	mondial	globale	ADJ;FEM;SG	ADJ;SG
ensemble	insieme	ensemble	insieme	ADV	ADV
théâtre	teatro	théâtre	teatro	N;MASC;SG	N;MASC;SG
théâtre	teatro	théâtre	teatro	N;MASC;SG	N;MASC;SG
épisode	episodio	épisode	episodio	N;MASC;SG	N;MASC;SG
épisode	episode	épisode	episode	N;MASC;SG	N
scène	scena	scène	scena	N;FEM;SG	N;FEM;SG
scène	tappa	scène	tappa	N;FEM;SG	N;FEM;SG
scène	palcoscenico	scène	palcoscenico	N;FEM;SG	N;MASC;SG
scène	stage	scène	stage	N;FEM;SG	N;MASC
situé	localizzato	situer	localizzare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
asp	asp	asp	asp	N;MASC;SG	N;MASC
étaient	erano	être	essere	V;IND;PL;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
musée	museo	musée	museo	N;MASC;SG	N;MASC;SG
troisième	terzo	troisième	terzo	ADJ;MASC;SG	ADJ;MASC;SG
troisième	terza	troisième	terzo	ADJ;MASC;SG	ADJ;FEM;SG
nombreux	tantissimi	nombreux	tanto	ADJ;MASC;PL	ADJ;AB;MASC;PL
nombreux	numerose	nombreux	numeroso	ADJ;MASC;PL	ADJ;FEM;PL
auteur	autrice	auteur	autore	N;MASC;SG	N;FEM;SG
auteur	autore	auteur	autore	N;MASC;SG	N;MASC;SG
auteur	scrittore	auteur	scrittore	N;MASC;SG	N;MASC;SG
auteur	scrittrice	auteur	scrittore	N;MASC;SG	N;FEM;SG
auteur	sceneggiatore	auteur	sceneggiatore	N;MASC;SG	N;MASC;SG
cependant	tuttavia	cependant	tuttavia	ADV	ADV
système	sistema	système	sistema	N;MASC;SG	N;MASC;SG
création	creazione	création	creazione	N;FEM;SG	N;FEM;SG
stade	stade	stade	stade	N;MASC;SG	N;MASC;SG
stade	estadio	stade	estadio	N;MASC;SG	N;MASC;SG
stade	stadio	stade	stadio	N;MASC;SG	N;MASC;SG
stade	stadium	stade	stadium	N;MASC;SG	N;MASC
stade	tappa	stade	tappa	N;MASC;SG	N;FEM;SG
stade	palcoscenico	stade	palcoscenico	N;MASC;SG	N;MASC;SG
stade	stage	stade	stage	N;MASC;SG	N;MASC
tard	tardi	tard	tardi	ADV	ADV
reste	resta	rester	restare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
seconde	seconda	second	secondo	ADJ;FEM;SG	ADJ;FEM;SG
seconde	secondo	second	secondo	ADJ;FEM;SG	ADJ;MASC;SG
roman	roman	roman	roman	N;MASC;SG	N;MASC;SG
jours	giorni	jour	giorno	N;MASC;PL	N;MASC;PL
jours	giornate	jour	giornata	N;MASC;PL	N;FEM;PL
jours	days	jour	days	N;MASC;PL	N
édition	edit	édition	edit	N;FEM;SG	N;MASC
édition	modifica	édition	modifica	N;FEM;SG	N;FEM;SG
édition	edizione	édition	edizione	N;FEM;SG	N;FEM;SG
édition	montaggio	édition	montaggio	N;FEM;SG	N;MASC;SG
édition	pubblicazione	édition	pubblicazione	N;FEM;SG	N;FEM;SG
édition	editoria	édition	editoria	N;FEM;SG	N;FEM;SG
éditions	edizioni	édition	edizione	N;FEM;PL	N;FEM;PL
historique	storico	historique	storico	ADJ;MASC;SG	ADJ;MASC;SG
historique	storica	historique	storico	ADJ;MASC;SG	ADJ;FEM;SG
historique	storico	historique	storico	ADJ;MASC;SG	ADJ;MASC;SG
historique	storica	historique	storico	ADJ;MASC;SG	ADJ;FEM;SG
permet	permette	permettre	permettere	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
permet	consente	permettre	consentire	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
âge	età	âge	età	N;MASC;SG	N;FEM
âge	age	âge	age	N;MASC;SG	N
robert	roberto	robert	roberto	N;MASC;SG	N;MASC;SG
robert	robert	robert	robert	N;MASC;SG	N;MASC;SG
officiel	ufficiale	officiel	ufficiale	ADJ;MASC;SG	ADJ;SG
environ	approssimativamente	environ	approssimativamente	ADV	ADV
effet	effetto	effet	effetto	N;MASC;SG	N;MASC;SG
version	versione	version	versione	N;FEM;SG	N;FEM;SG
membres	membri	membre	membro	N;MASC;PL	N;MASC;PL
niveau	livello	niveau	livello	N;MASC;SG	N;MASC;SG
champion	campione	champion	campione	N;MASC;SG	N;MASC;SG
champion	campione	champion	campione	N;MASC;SG	N;MASC;SG
champion	campionessa	champion	campione	N;MASC;SG	N;FEM;SG
champion	champion	champion	champion	N;MASC;SG	N;MASC;SG
espèce	specie	espèce	specie	N;FEM;SG	N;FEM
raison	ragione	raison	ragione	N;FEM;SG	N;FEM;SG
raison	motivo	raison	motivo	N;FEM;SG	N;MASC;SG
modèle	modello	modèle	modello	N;MASC;SG	N;MASC;SG
modèle	modella	modèle	modello	N;MASC;SG	N;FEM;SG
modèle	modello	modèle	modello	N;MASC;SG	N;MASC;SG
modèle	template	modèle	templare	N;MASC;SG	N;MASC
travail	lavoro	travail	lavoro	N;MASC;SG	N;MASC;SG
femme	donna	femme	donna	N;FEM;SG	N;FEM;SG
femme	femmina	femme	femmina	N;FEM;SG	N;FEM;SG
femme	donna	femme	donna	N;FEM;SG	N;FEM;SG
femme	moglie	femme	moglie	N;FEM;SG	N;FEM;SG
cinq	cinque	cinq	cinque	NUM	NUM
déjà	già	déjà	già	ADV	ADV
bas	basso	bas	basso	ADJ;MASC;SG	ADJ;MASC;SG
bas	bassa	bas	basso	ADJ;MASC;SG	ADJ;FEM;SG
texte	testo	texte	testo	N;MASC;SG	N;MASC;SG
terre	earth	terre	earth	N;FEM;SG	N
terre	terra	terre	terra	N;FEM;SG	N;FEM;SG
terre	land	terre	land	N;FEM;SG	N;MASC
terre	terra	terre	terra	N;FEM;SG	N;FEM;SG
terre	terreno	terre	terreno	N;FEM;SG	N;MASC;SG
terre	suolo	terre	suolo	N;FEM;SG	N;MASC;SG
compétition	concorso	compétition	concorso	N;FEM;SG	N;MASC;SG
compétition	concorrenza	compétition	concorrenza	N;FEM;SG	N;FEM;SG
compétition	competizione	compétition	competizione	N;FEM;SG	N;FEM;SG
britannique	britannico	britannique	britannico	ADJ;MASC;SG	ADJ;MASC;SG
porte	gate	porte	gata	N;FEM;SG	N
porte	cancello	porte	cancello	N;FEM;SG	N;MASC;SG
hommes	uomini	homme	uomo	N;MASC;PL	N;MASC;PL
hommes	maschi	homme	maschio	N;MASC;PL	N;MASC;PL
bataille	battle	bataille	battle	N;FEM;SG	N
bataille	battaglia	bataille	battaglia	N;FEM;SG	N;FEM;SG
corps	body	corps	body	N;MASC;SG	N
corps	corpo	corps	corpo	N;MASC;SG	N;MASC;SG
corps	carrozzeria	corps	carrozzeria	N;MASC;SG	N;FEM;SG
demi	mezza	demi	mezzo	ADJ;MASC;SG	ADJ;FEM;SG
siège	assedio	siège	assedio	N;MASC;SG	N;MASC;SG
siège	sedile	siège	sedile	N;MASC;SG	N;MASC;SG
siège	seat	siège	seat	N;MASC;SG	N
personnes	persone	personne	persona	N;FEM;PL	N;FEM;PL
personnes	persone	personne	persona	N;FEM;PL	N;FEM;PL
nommé	nominato	nommer	nominare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
route	itinerario	route	itinerario	N;FEM;SG	N;MASC;SG
route	percorso	route	percorso	N;FEM;SG	N;MASC;SG
route	autostrada	route	autostrada	N;FEM;SG	N;FEM;SG
route	strada	route	strada	N;FEM;SG	N;FEM;SG
route	road	route	road	N;FEM;SG	N;MASC;SG
finale	final	finale	final	N;FEM;SG	N
match	game	match	game	N;MASC;SG	N
match	gioco	match	gioco	N;MASC;SG	N;MASC;SG
match	partita	match	partita	N;MASC;SG	N;FEM;SG
match	selvaggina	match	selvaggina	N;MASC;SG	N;FEM;SG
match	corrispondenza	match	corrispondenza	N;MASC;SG	N;FEM;SG
match	match	match	match	N;MASC;SG	N;MASC
match	fiammifero	match	fiammifero	N;MASC;SG	N;MASC;SG
royaume	kingdom	royaume	kingdom	N;MASC;SG	N
royaume	regno	royaume	regno	N;MASC;SG	N;MASC;SG
royaume	reame	royaume	reame	N;MASC;SG	N;MASC;SG
ceux	quelli	celui	quello	PRO;MASC;PL	PRO;MASC;PL
ceux	quelle	celui	quello	PRO;MASC;PL	PRO;FEM;PL
long	lungo	long	lungo	ADJ;MASC;SG	ADJ;MASC;SG
long	lunga	long	lungo	ADJ;MASC;SG	ADJ;FEM;SG
latitude	latitudine	latitude	latitudine	N;FEM;SG	N;FEM;SG
base	base	base	base	N;FEM;SG	N;FEM;SG
base	base	base	base	N;FEM;SG	N;FEM;SG
études	studi	étude	studio	N;FEM;PL	N;MASC;PL
communauté	comunità	communauté	comunità	N;FEM;SG	N;FEM
association	associazione	association	associazione	N;FEM;SG	N;FEM;SG
militaire	militare	militaire	militare	ADJ;MASC;SG	ADJ;SG
section	sezione	section	sezione	N;FEM;SG	N;FEM;SG
longitude	longitudine	longitude	longitudine	N;FEM;SG	N;FEM;SG
bronze	bronzo	bronze	bronzo	N;MASC;SG	N;MASC;SG
livre	libro	livre	libro	N;MASC;SG	N;MASC;SG
livre	libbra	livre	libbro	N;MASC;SG	N;FEM;SG
livre	sterlina	livre	sterlinare	N;MASC;SG	N;FEM;SG
américaine	americano	américain	americano	ADJ;FEM;SG	ADJ;MASC;SG
américaine	american	américain	americano	ADJ;FEM;SG	ADJ;FEM;SG
américaine	americana	américain	americano	ADJ;FEM;SG	ADJ;FEM;SG
haut	alto	haut	alto	ADJ;MASC;SG	ADJ;MASC;SG
haut	alta	haut	alto	ADJ;MASC;SG	ADJ;FEM;SG
haut	elevata	haut	elevato	ADJ;MASC;SG	ADJ;FEM;SG
haut	elevato	haut	elevato	ADJ;MASC;SG	ADJ;MASC;SG
suisse	svizzera	suisse	svizzero	ADJ;MASC;SG	ADJ;FEM;SG
suisse	svizzero	suisse	svizzero	ADJ;MASC;SG	ADJ;MASC;SG
canada	canada	canada	canada	N;MASC;SG	N;FEM;SG
beaucoup	molto	beaucoup	molto	ADV	ADV
dire	dite	dire	dire	V;NFIN	V;IND;PL;2;PRS;FIN
dire	dire	dire	dire	V;NFIN	V;NFIN
parmi	tra	parmi	tra	ADP	ADP
fille	girl	fille	girl	N;FEM;SG	N
fille	ragazza	fille	ragazza	N;FEM;SG	N;FEM;SG
fille	figlia	fille	figlia	N;FEM;SG	N;FEM;SG
buts	obiettivi	but	obiettivo	N;MASC;PL	N;MASC;PL
buts	gol	but	gol	N;MASC;PL	N;MASC
buts	obbiettivi	but	obbiettivo	N;MASC;PL	N;MASC;PL
enfants	ragazzi	enfant	ragazzo	N;MASC;PL	N;MASC;PL
enfants	bambini	enfant	bambino	N;MASC;PL	N;MASC;PL
enfants	bimbi	enfant	bimbo	N;MASC;PL	N;MASC;PL
enfants	figli	enfant	figlio	N;MASC;PL	N;MASC;PL
enfants	bambini	enfant	bambino	N;MASC;PL	N;MASC;PL
direction	direzione	direction	direzione	N;FEM;SG	N;FEM;SG
direction	direzione	direction	direzione	N;FEM;SG	N;FEM;SG
position	posizione	position	posizione	N;FEM;SG	N;FEM;SG
but	gol	but	gol	N;MASC;SG	N;MASC
but	goal	but	goal	N;MASC;SG	N;MASC
but	obiettivo	but	obiettivo	N;MASC;SG	N;MASC;SG
but	scopo	but	scopo	N;MASC;SG	N;MASC;SG
ailleurs	altrove	ailleurs	altrove	ADV	ADV
tête	testa	tête	testa	N;FEM;SG	N;FEM;SG
tête	head	tête	head	N;FEM;SG	N
tête	testina	tête	testina	N;FEM;SG	N;FEM;SG
tête	testa	tête	testa	N;FEM;SG	N;FEM;SG
territoire	territorio	territoire	territorio	N;MASC;SG	N;MASC;SG
union	union	union	union	N;FEM;SG	N;MASC;SG
union	unione	union	unione	N;FEM;SG	N;FEM;SG
union	sindacato	union	sindacato	N;FEM;SG	N;MASC;SG
construction	edilizia	construction	edilizia	N;FEM;SG	N;FEM;SG
construction	costruzione	construction	costruzione	N;FEM;SG	N;FEM;SG
ancienne	antico	ancien	antico	ADJ;FEM;SG	ADJ;MASC;SG
ancienne	antica	ancien	antico	ADJ;FEM;SG	ADJ;FEM;SG
ancienne	antico	ancien	antico	ADJ;FEM;SG	ADJ;MASC;SG
ancienne	vecchio	ancien	vecchio	ADJ;FEM;SG	ADJ;MASC;SG
ancienne	vecchia	ancien	vecchio	ADJ;FEM;SG	ADJ;FEM;SG
ancienne	ex	ancien	ex	ADJ;FEM;SG	ADJ
premiers	primi	premier	primo	ADJ;MASC;PL	ADJ;MASC;PL
prend	prendere	prendre	prendere	V;IND;SG;3;PRS;FIN	V;NFIN
prend	prende	prendre	prendere	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
maire	maire	maire	maire	N;MASC;SG	N;FEM;SG
maire	sindaco	maire	sindaco	N;MASC;SG	N;MASC;SG
présente	presente	présent	presente	ADJ;FEM;SG	ADJ;SG
personnalité	personalità	personnalité	personalità	N;FEM;SG	N;FEM
personnalité	personalita	personnalité	personalitare	N;FEM;SG	N;FEM;SG
ligue	lega	ligue	lega	N;FEM;SG	N;FEM;SG
ligue	league	ligue	leaguo	N;FEM;SG	N;FEM
public	pubblica	public	pubblico	ADJ;MASC;SG	ADJ;FEM;SG
public	pubblico	public	pubblico	ADJ;MASC;SG	ADJ;MASC;SG
pages	pagine	page	pagina	N;FEM;PL	N;FEM;PL
pages	pagine	page	pagina	N;FEM;PL	N;FEM;PL
externe	esterno	externe	esterno	ADJ;MASC;SG	ADJ;MASC;SG
externe	esterna	externe	esterno	ADJ;MASC;SG	ADJ;FEM;SG
externe	ambulatoriale	externe	ambulatoriale	ADJ;MASC;SG	ADJ;SG
simple	semplice	simple	semplice	ADJ;MASC;SG	ADJ;SG
simple	singolare	simple	singolare	ADJ;MASC;SG	ADJ;SG
dernière	ultima	dernier	ultimo	ADJ;FEM;SG	ADJ;FEM;SG
dernière	ultimo	dernier	ultimo	ADJ;FEM;SG	ADJ;MASC;SG
chanson	chanson	chanson	chanson	N;FEM;SG	N;FEM
chanson	songs	chanson	songs	N;FEM;SG	N;MASC
chanson	canto	chanson	canto	N;FEM;SG	N;MASC;SG
chanson	canzone	chanson	canzone	N;FEM;SG	N;FEM;SG
chanson	song	chanson	song	N;FEM;SG	N
poste	post	poste	post	N;MASC;SG	N
culture	cultura	culture	cultura	N;FEM;SG	N;FEM;SG
grâce	grazia	grâce	grazia	N;FEM;SG	N;FEM;SG
développement	sviluppo	développement	sviluppo	N;MASC;SG	N;MASC;SG
empire	impero	empire	impero	N;MASC;SG	N;MASC;SG
empire	empire	empire	empire	N;MASC;SG	N;SG
québec	québec	québec	québec	N;MASC;SG	N;MASC;SG
loi	legge	loi	legge	N;FEM;SG	N;FEM;SG
loi	diritto	loi	diritto	N;FEM;SG	N;MASC;SG
loi	atto	loi	atto	N;FEM;SG	N;MASC;SG
loi	act	loi	act	N;FEM;SG	N;MASC
équipes	squadre	équipe	squadra	N;FEM;PL	N;FEM;PL
côté	côté	côté	côté	N;MASC;SG	N;MASC;SG
côté	lato	côté	lato	N;MASC;SG	N;MASC;SG
côté	side	côté	sida	N;MASC;SG	N
mer	mare	mer	mare	N;FEM;SG	N;MASC;SG
mer	sea	mer	sea	N;FEM;SG	N
haute	alto	haut	alto	ADJ;FEM;SG	ADJ;MASC;SG
haute	alta	haut	alto	ADJ;FEM;SG	ADJ;FEM;SG
haute	elevata	haut	elevato	ADJ;FEM;SG	ADJ;FEM;SG
haute	elevato	haut	elevato	ADJ;FEM;SG	ADJ;MASC;SG
espagne	espagne	espagner	espagno	N;MASC;SG	N;FEM;SG
espagne	spagna	espagner	spagnare	N;MASC;SG	N;FEM;SG
mère	mamma	mère	mamma	N;FEM;SG	N;FEM;SG
mère	madre	mère	madre	N;FEM;SG	N;FEM;SG
mère	mamma	mère	mamma	N;FEM;SG	N;FEM;SG
mère	mother	mère	mothere	N;FEM;SG	N
fichier	file	fichier	fila	N;MASC;SG	N;MASC
nombreuses	tantissimi	nombreux	tanto	ADJ;FEM;PL	ADJ;AB;MASC;PL
nombreuses	numerose	nombreux	numeroso	ADJ;FEM;PL	ADJ;FEM;PL
acteur	attore	acteur	attore	N;MASC;SG	N;MASC;SG
parcours	itinerario	parcours	itinerario	N;MASC;SG	N;MASC;SG
parcours	percorso	parcours	percorso	N;MASC;SG	N;MASC;SG
parcours	viaggio	parcours	viaggio	N;MASC;SG	N;MASC;SG
recherche	ricerca	recherche	ricerca	N;FEM;SG	N;FEM;SG
recherche	ricerca	recherche	ricerca	N;FEM;SG	N;FEM;SG
classement	classifica	classement	classifica	N;MASC;SG	N;FEM;SG
classement	graduatoria	classement	graduatoria	N;MASC;SG	N;FEM;SG
classement	ranking	classement	ranking	N;MASC;SG	N;MASC
classement	classificazione	classement	classificazione	N;MASC;SG	N;FEM;SG
code	codice	code	codice	N;MASC;SG	N;MASC;SG
double	doppio	double	doppio	ADJ;MASC;SG	ADJ;MASC;SG
double	doppia	double	doppio	ADJ;MASC;SG	ADJ;FEM;SG
double	duplicato	double	duplicato	ADJ;MASC;SG	ADJ;MASC;SG
entraîneur	trainer	entraîneur	trainer	N;MASC;SG	N;MASC
entraîneur	allenatore	entraîneur	allenatore	N;MASC;SG	N;MASC;SG
entraîneur	formatore	entraîneur	formatore	N;MASC;SG	N;MASC;SG
entraîneur	carrozza	entraîneur	carrozza	N;MASC;SG	N;FEM;SG
entraîneur	allenatore	entraîneur	allenatore	N;MASC;SG	N;MASC;SG
web	web	web	web	N;MASC;SG	N;MASC
arrondissement	arrondissement	arrondissement	arrondissement	N;MASC;SG	N;MASC;SG
arrondissement	borough	arrondissement	borough	N;MASC;SG	N;MASC
directeur	regista	directeur	regista	N;MASC;SG	N;SG
directeur	direttore	directeur	direttore	N;MASC;SG	N;MASC;SG
directeur	gestore	directeur	gestore	N;MASC;SG	N;MASC;SG
directeur	manager	directeur	manager	N;MASC;SG	N
joseph	giuseppe	joseph	giuseppo	N;MASC;SG	N;MASC;SG
joseph	joseph	joseph	joseph	N;MASC;SG	N;MASC;SG
semble	sembra	sembler	sembrare	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
semble	compare	sembler	comparire	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
semble	appare	sembler	apparire	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ici	qui	ici	qui	ADV	ADV
vainqueur	vincitore	vainqueur	vincitore	N;MASC;SG	N;MASC;SG
réalisé	realizzata	réaliser	realizzare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
réalisé	realizzato	réaliser	realizzare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
réalisé	realizzata	réaliser	realizzare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
réalisé	realizzato	réaliser	realizzare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
existe	esistere	exister	esistere	V;IND;SG;3;PRS;FIN	V;NFIN
existe	esiste	exister	esistere	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
six	sei	six	sei	NUM	NUM
créé	creato	créer	creare	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
créé	creata	créer	creare	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
écrit	scritta	écrire	scritto	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
écrit	scritto	écrire	scrivere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
écrit	scritto	écrire	scrivere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
petite	piccola	petit	piccolo	ADJ;FEM;SG	ADJ;FEM;SG
petite	piccolo	petit	piccolo	ADJ;FEM;SG	ADJ;MASC;SG
petite	piccolo	petit	piccolo	ADJ;FEM;SG	ADJ;MASC;SG
petite	piccola	petit	piccolo	ADJ;FEM;SG	ADJ;FEM;SG
bois	legna	bois	legna	N;MASC;SG	N;FEM;SG
bois	legname	bois	legname	N;MASC;SG	N;MASC;SG
bois	legno	bois	legno	N;MASC;SG	N;MASC;SG
bois	wood	bois	wood	N;MASC;SG	N
bois	bosco	bois	bosco	N;MASC;SG	N;MASC;SG
bois	bevanda	bois	bevanda	N;MASC;SG	N;FEM;SG
bois	drink	bois	drink	N;MASC;SG	N;MASC
bois	legname	bois	legname	N;MASC;SG	N;MASC;SG
bois	legno	bois	legno	N;MASC;SG	N;MASC;SG
retour	rientro	retour	rientro	N;MASC;SG	N;MASC;SG
retour	ritorno	retour	ritorno	N;MASC;SG	N;MASC;SG
retour	schiena	retour	schiena	N;MASC;SG	N;FEM;SG
retour	ritorno	retour	ritorno	N;MASC;SG	N;MASC;SG
retour	back	retour	back	N;MASC;SG	N
numéro	numero	numéro	numero	N;MASC;SG	N;MASC;SG
principale	principale	principal	principale	ADJ;FEM;SG	ADJ;SG
sainte	sacro	saint	sacro	ADJ;FEM;SG	ADJ;MASC;SG
sainte	porca	saint	porca	ADJ;FEM;SG	ADJ;FEM;SG
comté	contea	comté	contea	N;MASC;SG	N;FEM;SG
comté	contea	comté	contea	N;MASC;SG	N;FEM;SG
second	seconda	second	secondo	ADJ;MASC;SG	ADJ;FEM;SG
second	secondo	second	secondo	ADJ;MASC;SG	ADJ;MASC;SG
gare	stazione	gare	stazione	N;FEM;SG	N;FEM;SG
terme	term	terme	term	N;MASC;SG	N
terme	termine	terme	termine	N;MASC;SG	N;MASC;SG
terme	terme	terme	terma	N;MASC;SG	N;FEM;SG
connu	conosciuto	connaître	conoscere	V;MASC;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
connu	conosciuta	connaître	conoscere	V;MASC;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
formation	formazione	formation	formazione	N;FEM;SG	N;FEM;SG
formation	addestramento	formation	addestramento	N;FEM;SG	N;MASC;SG
arts	arti	art	arte	N;MASC;PL	N;FEM;PL
arts	artt	art	artt	N;MASC;PL	N;MASC;PL
technique	tecnico	technique	tecnico	ADJ;MASC;SG	ADJ;MASC;SG
révolution	rivoluzione	révolution	rivoluzione	N;FEM;SG	N;FEM;SG
révolution	revolution	révolution	revolution	N;FEM;SG	N
objet	oggetto	objet	oggetto	N;MASC;SG	N;MASC;SG
objet	scopo	objet	scopo	N;MASC;SG	N;MASC;SG
objet	oggetto	objet	oggetto	N;MASC;SG	N;MASC;SG
philippe	philippe	philippe	philippo	N;MASC;SG	N;MASC
philippe	filippo	philippe	filippo	N;MASC;SG	N;MASC;SG
question	domanda	question	domanda	N;FEM;SG	N;FEM;SG
question	interrogazione	question	interrogazione	N;FEM;SG	N;FEM;SG
cinéma	film	cinéma	film	N;MASC;SG	N;MASC
cinéma	cinema	cinéma	cinema	N;MASC;SG	N;MASC
cinéma	cinema	cinéma	cinema	N;MASC;SG	N;MASC
plan	cartina	plan	cartina	N;MASC;SG	N;FEM;SG
médaille	medaglia	médaille	medaglia	N;FEM;SG	N;FEM;SG
œuvres	opere	œuvre	opera	N;FEM;PL	N;FEM;PL
œuvres	works	œuvre	works	N;FEM;PL	N
zone	zona	zone	zona	N;FEM;SG	N;FEM;SG
zone	zona	zone	zona	N;FEM;SG	N;FEM;SG
zone	area	zone	area	N;FEM;SG	N;FEM;SG
écrivain	scrittore	écrivain	scrittore	N;MASC;SG	N;MASC;SG
écrivain	scrittrice	écrivain	scrittore	N;MASC;SG	N;FEM;SG
écrivain	sceneggiatore	écrivain	sceneggiatore	N;MASC;SG	N;MASC;SG
compagnie	società	compagnie	società	N;FEM;SG	N;FEM
compagnie	azienda	compagnie	azienda	N;FEM;SG	N;FEM;SG
compagnie	compagnia	compagnie	compagnia	N;FEM;SG	N;FEM;SG
italien	italiana	italien	italiano	ADJ;MASC;SG	ADJ;FEM;SG
italien	italiano	italien	italiano	ADJ;MASC;SG	ADJ;MASC;SG
championnats	campionati	championnat	campionato	N;MASC;PL	N;MASC;PL
films	pellicole	film	pellicolo	N;MASC;PL	N;FEM;PL
films	film	film	film	N;MASC;PL	N;MASC
films	filmati	film	filmato	N;MASC;PL	N;MASC;PL
films	film	film	film	N;MASC;PL	N;MASC
films	cinema	film	cinema	N;MASC;PL	N;MASC
surtout	soprattutto	surtout	soprattutto	ADV	ADV
surtout	specialmente	surtout	specialmente	ADV	ADV
surtout	principalmente	surtout	principalmente	ADV	ADV
surtout	soprattutto	surtout	soprattutto	ADV	ADV
parfois	talvolta	parfois	talvolta	ADV	ADV
parfois	occasionalmente	parfois	occasionalmente	ADV	ADV
sources	fonti	source	fonte	N;FEM;PL	N;FEM;PL
sources	sorgenti	source	sorgente	N;FEM;PL	N;FEM;PL
parc	parc	parc	parc	N;MASC;SG	N;MASC
parc	parco	parc	parco	N;MASC;SG	N;MASC;SG
moyenne	media	moyenne	media	N;FEM;SG	N;FEM;SG
moyenne	media	moyenne	media	N;FEM;SG	N;FEM;SG
moyenne	medium	moyenne	medium	N;FEM;SG	N
mouvement	motion	mouvement	motion	N;MASC;SG	N;MASC
mouvement	movimento	mouvement	movimento	N;MASC;SG	N;MASC;SG
succès	successo	succès	successo	N;MASC;SG	N;MASC;SG
rivière	fiume	rivière	fiume	N;FEM;SG	N;MASC;SG
rivière	rivière	rivière	rivière	N;FEM;SG	N;FEM;SG
jamais	mai	jamais	mai	ADV	ADV
vidéo	video	vidéo	video	N;MASC;SG	N;MASC
député	deputato	député	deputato	N;MASC;SG	N;MASC;SG
député	deputato	député	deputato	N;MASC;SG	N;MASC;SG
député	eurodeputato	député	eurodeputato	N;MASC;SG	N;MASC;SG
claude	claude	claude	claude	N;MASC;SG	N;MASC;SG
moyen	medio	moyen	medio	ADJ;MASC;SG	ADJ;MASC;SG
moyen	medio	moyen	medio	ADJ;MASC;SG	ADJ;MASC;SG
bon	buona	bon	buono	ADJ;MASC;SG	ADJ;FEM;SG
bon	brava	bon	bravo	ADJ;MASC;SG	ADJ;FEM;SG
bon	bravo	bon	bravo	ADJ;MASC;SG	ADJ;MASC;SG
bon	buono	bon	buono	ADJ;MASC;SG	ADJ;MASC;SG
peintre	pittore	peintre	pittore	N;MASC;SG	N;MASC;SG
peintre	pittrice	peintre	pittrice	N;MASC;SG	N;FEM;SG
voix	voices	voix	voices	N;FEM;SG	N
voix	voice	voix	voice	N;FEM;SG	N
voix	voce	voix	voce	N;FEM;SG	N;FEM;SG
