die	el	die	el	DET;DEF	DET;DEF;MASC;SG
grond	ground	grond	ground	N;SG	N
spesies	especies	spesie	especie	N;PL	N;FEM;PL
beroep	profesión	beroep	profesión	N;SG	N;FEM;SG
lede	diputados	lid	diputado	N;PL	N;MASC;PL
lede	miembros	lid	miembro	N;PL	N;MASC;PL
iii	iii	iii	iii		
historiese	historico	histories	historico	ADJ;NOM	ADJ;MASC;SG
historiese	histórico	histories	histórico	ADJ;NOM	ADJ;MASC;SG
historiese	históricas	histories	histórico	ADJ;NOM	ADJ;FEM;PL
historiese	histórica	histories	histórico	ADJ;NOM	ADJ;FEM;SG
historiese	históricos	histories	histórico	ADJ;NOM	ADJ;MASC;PL
historiese	históricas	histories	histórico	ADJ;NOM	ADJ;FEM;PL
historiese	históricos	histories	histórico	ADJ;NOM	ADJ;MASC;PL
historiese	histórica	histories	histórico	ADJ;NOM	ADJ;FEM;SG
historiese	historico	histories	historico	ADJ;NOM	ADJ;MASC;SG
historiese	histórico	histories	histórico	ADJ;NOM	ADJ;MASC;SG
minister	ministro	minister	ministro	N;SG	N;MASC;SG
minister	pastor	minister	pastor	N;SG	N;MASC;SG
minister	ministra	minister	ministra	N;SG	N;FEM;SG
span	equipo	span	equipo	N;SG	N;MASC;SG
span	team	span	team	N;SG	N
ontwikkeling	desarrollo	ontwikkeling	desarrollo	N;SG	N;MASC;SG
dele	repuestos	deel	repuesto	N;PL	N;MASC;PL
dele	piezas	deel	pieza	N;PL	N;FEM;PL
dele	partes	deel	parte	N;PL	N;FEM;PL
distrik	distrito	distrik	distrito	N;SG	N;MASC;SG
gewen	ganó	wen	ganar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gewen	gané	wen	ganar	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
pad	road	pad	road	N;SG	N;MASC
pad	camino	pad	camino	N;SG	N;MASC;SG
pad	carretera	pad	carretera	N;SG	N;FEM;SG
militêre	militar	militêr	militar	ADJ;NOM	ADJ;SG
inligting	información	inligting	información	N;SG	N;FEM;SG
inligting	informacion	inligting	informacion	N;SG	N;FEM;SG
veroorsaak	causando	veroorsaak	causar	V;PRS	V;V.MSDR
veroorsaak	causar	veroorsaak	causar	V;PRS	V;NFIN
veroorsaak	provocando	veroorsaak	provocar	V;PRS	V;V.MSDR
veroorsaak	cause	veroorsaak	cause	V;PRS	V;IMP;SG;3;FIN
ontdek	descubrir	ontdek	descubrir	V;PRS	V;NFIN
ontdek	descubra	ontdek	descubrir	V;PRS	V;IND;SG;3;PRS;FIN
ontdek	descubre	ontdek	descubrir	V;PRS	V;IND;SG;3;PRS;FIN
ontdek	descubren	ontdek	descubrir	V;PRS	V;IND;PL;3;PRS;FIN
oorspronklike	original	oorspronklik	original	ADJ;NOM	ADJ;SG
oorspronklike	originales	oorspronklik	original	ADJ;NOM	ADJ;PL
katolieke	católico	katoliek	católico	ADJ;NOM	ADJ;MASC;SG
katolieke	católica	katoliek	católico	ADJ;NOM	ADJ;FEM;SG
boek	libro	boek	libro	N;SG	N;MASC;SG
artikels	articulos	artikel	articulo	N;PL	N;MASC;PL
artikels	artículos	artikel	artículo	N;PL	N;MASC;PL
artikels	secciones	artikel	sección	N;PL	N;FEM;PL
artikels	tramos	artikel	tramo	N;PL	N;MASC;PL
opgerig	erigió	opgerig	eregir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
aanvanklik	inicialmente	aanvanklik	inicialmente	ADV	ADV
sowel	pues	sowel	pues	CONJ	CONJ
kalender	calendario	kalender	calendario	N;SG	N;MASC;SG
wet	derecho	wet	derecho	N;SG	N;MASC;SG
wet	legislación	wet	legislación	N;SG	N;FEM;SG
wet	ley	wet	ley	N;SG	N;FEM;SG
wet	ley	wet	ley	N;SG	N;FEM;SG
wet	acta	wet	acta	N;SG	N;FEM;SG
wet	acto	wet	acto	N;SG	N;MASC;SG
beheer	controlar	beheer	controlar	V;PRS	V;NFIN
predikant	clero	predikant	clero	N;SG	N;MASC;SG
omgewing	medioambiente	omgewing	medioambiente	N;SG	N;MASC;SG
omgewing	ambiente	omgewing	ambiente	N;SG	N;MASC;SG
omgewing	entorno	omgewing	entorno	N;SG	N;MASC;SG
omgewing	superficie	omgewing	superficie	N;SG	N;FEM;SG
omgewing	zona	omgewing	zona	N;SG	N;FEM;SG
omgewing	area	omgewing	area	N;SG	N;FEM;SG
omgewing	área	omgewing	área	N;SG	N;FEM;SG
lid	miembro	lid	miembro	N;SG	N;MASC;SG
voormalige	antiguo	voormalig	antiguo	ADJ;NOM	ADJ;MASC;SG
voormalige	ex	voormalig	ex	ADJ;NOM	ADJ
grens	frontera	grens	frontera	N;SG	N;FEM;SG
grens	borde	grens	borde	N;SG	N;MASC;SG
skeidsregter	árbitro	skeidsregter	árbitro	N;SG	N;MASC;SG
sekere	ciertos	seker	cierto	PRO	PRO;MASC;PL
sekere	ciertas	seker	cierto	PRO	PRO;FEM;PL
data	data	data	datar	N;SG	N;FEM;SG
data	dato	data	dato	N;SG	N;MASC;SG
invloed	influir	invloed	influir	V;PRS	V;NFIN
invloed	influenciar	invloed	influenciar	V;PRS	V;NFIN
ouderdom	edad	ouderdom	edad	N;SG	N;FEM;SG
ouderdom	age	ouderdom	age	N;SG	N
diens	servicio	diens	servicio	N;SG	N;MASC;SG
noordelike	septentrional	noordelik	septentrional	ADJ;NOM	ADJ;SG
noordelike	norteña	noordelik	norteño	ADJ;NOM	ADJ;FEM;SG
vind	encontrar	vind	encontrar	V;PRS	V;NFIN
vind	encuentra	vind	encontrar	V;PRS	V;IND;SG;3;PRS;FIN
vind	encuentre	vind	encontrar	V;PRS	V;SBJV;SG;3;PRS;FIN
woorde	palabras	woord	palabra	N;PL	N;FEM;PL
verkiesing	elección	verkiesing	elección	N;SG	N;FEM;SG
verkiesing	eleccion	verkiesing	eleccion	N;SG	N;FEM;SG
verbind	conecta	verbind	conectar	V;PRS	V;IND;SG;3;PRS;FIN
verbind	conectar	verbind	conectar	V;PRS	V;NFIN
geval	case	geval	case	N;SG	N
geval	caso	geval	caso	N;SG	N;MASC;SG
geval	estuche	geval	estuche	N;SG	N;MASC;SG
unie	union	unie	union	N;SG	N;SG
unie	unión	unie	unión	N;SG	N;FEM;SG
unie	sindicato	unie	sindicato	N;SG	N;MASC;SG
griekse	griego	grieks	griego	N;SG	N;MASC;SG
werke	trabajos	werk	trabajo	N;PL	N;MASC;PL
werke	empleos	werk	empleo	N;PL	N;MASC;PL
sterre	chispas	sterr	chispa	N;PL	N;FEM;PL
sterre	sparks	sterr	sparks	N;PL	N
sterre	barras	sterr	barra	N;PL	N;FEM;PL
sterre	rejas	sterr	rejo	N;PL	N;FEM;PL
sterre	bares	sterr	bar	N;PL	N;MASC;PL
sterre	estrellas	sterr	estrella	N;PL	N;PL
sterre	stars	sterr	star	N;PL	N
jou	tus	jou	tu	PRO;ACC;SG;2	PRO;SG;2
slag	batalla	slag	batalla	N;SG	N;FEM;SG
slag	combate	slag	combate	N;SG	N;MASC;SG
deelstaat	state	deelstaat	state	N;SG	N
deelstaat	estado	deelstaat	estado	N;SG	N;MASC;SG
oseaan	océano	oseaan	océano	N;SG	N;MASC;SG
oseaan	mar	oseaan	mar	N;SG	N;SG
oseaan	oceano	oseaan	oceano	N;SG	N;MASC;SG
help	ayudar	help	ayudar	V;PRS	V;NFIN
museum	museo	museum	museo	N;SG	N;MASC;SG
probeer	pruebe	probeer	probar	V;PRS	V;IMP;SG;3;FIN
probeer	probar	probeer	probar	V;PRS	V;NFIN
probeer	intente	probeer	intentar	V;PRS	V;SBJV;SG;3;PRS;FIN
probeer	tratar	probeer	tratar	V;PRS	V;NFIN
bome	arboles	bome	arbol	N;PL	N;MASC;PL
bome	árboles	bome	árbol	N;PL	N;MASC;PL
gemeentes	parroquias	gemeente	parroquia	N;PL	N;FEM;PL
kilometer	kilómetro	kilometer	kilómetro	N;SG	N;MASC;SG
stelsel	system	stelsel	system	N;SG	N
stelsel	sistema	stelsel	sistema	N;SG	N;MASC;SG
raad	asesoramiento	raad	asesoramiento	N;SG	N;MASC;SG
raad	consejo	raad	consejo	N;SG	N;MASC;SG
raad	concilio	raad	concilio	N;SG	N;MASC;SG
raad	consejo	raad	consejo	N;SG	N;MASC;SG
raad	concejo	raad	concejo	N;SG	N;MASC;SG
dorpe	ciudades	dorpe	ciudad	N;PL	N;FEM;PL
dorpe	pueblos	dorpe	pueblo	N;PL	N;MASC;PL
stede	ciudades	stede	ciudad	N;PL	N;FEM;PL
klub	club	klub	club	N;SG	N;MASC;SG
klub	garrote	klub	garrote	N;SG	N;MASC;SG
klub	discoteca	klub	discoteca	N;SG	N;FEM;SG
vader	padre	vader	padre	N;SG	N;MASC;SG
ster	estrella	ster	estrella	N;SG	N;FEM;SG
ster	star	ster	star	N;SG	N
almal	todos	almal	todo	PRO	PRO;MASC;PL
almal	todas	almal	todo	PRO	PRO;FEM;PL
almal	todo	almal	todo	PRO	PRO;MASC;SG
almal	todos	almal	todo	PRO	PRO;MASC;PL
almal	todos	almal	todo	PRO	PRO;MASC;PL
vanuit	de	vanuit	de	ADP	ADP
vanuit	desde	vanuit	desde	ADP	ADP
skakel	enlazar	skakel	enlazar	V;PRS	V;NFIN
skakel	llame	skakel	llamar	V;PRS	V;IMP;SG;3;FIN
skakel	llamar	skakel	llamar	V;PRS	V;NFIN
skakel	llama	skakel	llamar	V;PRS	V;IND;SG;3;PRS;FIN
genus	género	genus	género	N;SG	N;MASC;SG
weke	semanas	week	semana	N;PL	N;FEM;PL
generaal	general	generaal	general	N;SG	N;SG
sint	sint	sint	sint		
vergadering	reunión	vergadering	reunión	N;SG	N;FEM;SG
vergadering	encuentro	vergadering	encuentro	N;SG	N;MASC;SG
orde	orden	orde	orden	N;SG	N;MASC;SG
orde	encargo	orde	encargo	N;SG	N;MASC;SG
loop	caminar	loop	caminar	V;PRS	V;NFIN
loop	caminando	loop	caminar	V;PRS	V;V.MSDR
loop	pasear	loop	pasear	V;PRS	V;NFIN
loop	paseando	loop	pasear	V;PRS	V;V.MSDR
nooit	nunca	nooit	nunca	ADV	ADV
nooit	jamás	nooit	jamás	ADV	ADV
antieke	antiguo	antiek	antiguo	ADJ;NOM	ADJ;MASC;SG
antieke	antiguas	antiek	antiguo	ADJ;NOM	ADJ;FEM;PL
antieke	antiguos	antiek	antiguo	ADJ;NOM	ADJ;MASC;PL
antieke	antigua	antiek	antiguo	ADJ;NOM	ADJ;FEM;SG
uitgawe	edición	uitgawe	edición	N;SG	N;FEM;SG
uitgawe	edition	uitgawe	edition	N;SG	N;MASC;SG
verkry	adquiera	verkry	adquirir	V;PRS	V;SBJV;SG;3;PRS;FIN
verkry	adquiere	verkry	adquirir	V;PRS	V;IND;SG;3;PRS;FIN
verkry	adquirir	verkry	adquirir	V;PRS	V;NFIN
verkoop	venda	verkoop	vender	V;PRS	V;SBJV;SG;3;PRS;FIN
verkoop	vender	verkoop	vender	V;PRS	V;NFIN
verkoop	vendo	verkoop	ver	V;PRS	V;FIN
verkoop	vende	verkoop	vender	V;PRS	V;IND;SG;3;PRS;FIN
verkoop	vendiendo	verkoop	vender	V;PRS	V;V.MSDR
verkoop	vender	verkoop	vender	V;PRS	V;NFIN
verkoop	vendo	verkoop	ver	V;PRS	V;FIN
voël	pajaro	voël	pajaro	N;SG	N;MASC;SG
voël	pájaro	voël	pájaro	N;SG	N;MASC;SG
voël	ave	voël	ave	N;SG	N;FEM;SG
vierde	cuarto	vierde	cuarto	ADJ;NOM	ADJ;MASC;SG
vierde	cuarta	vierde	cuarto	ADJ;NOM	ADJ;FEM;SG
hoër	superior	hoog	superior	ADJ;NOM;CMPR	ADJ;SG
lei	liderar	lei	liderar	V;PRS	V;NFIN
groei	crecimiento	groei	crecimiento	N;SG	N;MASC;SG
foto	fotografía	foto	fotografía	N;SG	N;FEM;SG
foto	photo	foto	photo	N;SG	N
foto	foto	foto	foto	N;SG	N;FEM;SG
sewe	siete	sewe	siete	NUM	NUM;PL
oorspronklik	originalmente	oorspronklik	originalmente	ADV	ADV
oorspronklik	originariamente	oorspronklik	originariamente	ADV	ADV
voorbeeld	ejemplo	voorbeeld	ejemplo	N;SG	N;MASC;SG
voorbeeld	instancia	voorbeeld	instancia	N;SG	N;FEM;SG
voorbeeld	ejemplo	voorbeeld	ejemplo	N;SG	N;MASC;SG
voorsitter	cátedra	voorsitter	cátedra	N;SG	N;FEM;SG
voorsitter	silla	voorsitter	silla	N;SG	N;FEM;SG
sterf	morir	sterf	morir	V;PRS	V;NFIN
sterf	mueren	sterf	morir	V;PRS	V;IND;PL;3;PRS;FIN
sterf	muera	sterf	morir	V;PRS	V;IMP;SG;3;FIN
sterf	muere	sterf	morir	V;PRS	V;IND;SG;3;PRS;FIN
verskil	discrepar	verskil	discrepar	V;PRS	V;NFIN
bevestig	confirmar	bevestig	confirmar	V;PRS	V;NFIN
bevestig	confirma	bevestig	confirmar	V;PRS	V;IND;SG;3;PRS;FIN
bevestig	confirme	bevestig	confirmar	V;PRS	V;IMP;SG;3;FIN
bevestig	confirmo	bevestig	confirmar	V;PRS	V;IND;SG;1;PRS;FIN
bepaal	determina	bepaal	determinar	V;PRS	V;IND;SG;3;PRS;FIN
klas	clase	klas	clase	N;SG	N;FEM;SG
klas	class	klas	clas	N;SG	N;FEM;SG
vertoon	revelar	vertoon	revelar	V;PRS	V;NFIN
vertoon	revela	vertoon	revelar	V;PRS	V;IND;SG;3;PRS;FIN
vertoon	revelan	vertoon	revelar	V;PRS	V;IND;PL;3;PRS;FIN
vertoon	mostrando	vertoon	mostrar	V;PRS	V;V.MSDR
vertoon	mostrar	vertoon	mostrar	V;PRS	V;NFIN
altyd	siempre	altyd	siempre	ADV	ADV
lig	criar	lig	criar	V;PRS	V;NFIN
lig	elevar	lig	elevar	V;PRS	V;NFIN
txt	txt	txt	txt	N;SG	N
punt	dot	punt	dat	N;SG	N
punt	punto	punt	punto	N;SG	N;MASC;SG
punt	punta	punt	punta	N;SG	N;FEM;SG
punt	point	punt	point	N;SG	N
punt	punto	punt	punto	N;SG	N;MASC;SG
vroue	mujeres	vrou	mujer	N;PL	N;FEM;PL
kant	side	kant	sedir		
betrokke	comprometido	betrek	comprometido	ADJ;NOM	ADJ;MASC;SG;V.PTCP
betrokke	comprometidos	betrek	comprometido	ADJ;NOM	ADJ;MASC;PL;V.PTCP
betrokke	comprometida	betrek	comprometido	ADJ;NOM	ADJ;FEM;SG;V.PTCP
week	week	week	week	N;SG	N;FEM;SG
week	semana	week	semana	N;SG	N;FEM;SG
stadium	etapa	stadium	etapa	N;SG	N;FEM;SG
stadium	escenario	stadium	escenario	N;SG	N;MASC;SG
stadium	stage	stadium	stage	N;SG	N
vervaardig	producen	vervaardig	producir	V;PRS	V;IND;PL;3;PRS;FIN
vervaardig	producir	vervaardig	producir	V;PRS	V;NFIN
geskep	creó	skep	crear	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
plaasgevind	ocurrió	plaasvind	ocurrir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
openbare	publico	openbaar	publico	ADJ;NOM	ADJ;MASC;SG
openbare	públicas	openbaar	público	ADJ;NOM	ADJ;FEM;PL
openbare	públicos	openbaar	público	ADJ;NOM	ADJ;MASC;PL
dui	indique	dui	indicar	V;PRS	V;IMP;SG;3;FIN
dui	indican	dui	indicar	V;PRS	V;IND;PL;3;PRS;FIN
dui	indiquen	dui	indicar	V;PRS	V;IMP;PL;3;FIN
dui	indicar	dui	indicar	V;PRS	V;NFIN
akteur	actor	akteur	actor	N;SG	N;MASC;SG
natuurlike	natural	natuurlik	natural	ADJ;NOM	ADJ;SG
natuurlike	naturales	natuurlik	natural	ADJ;NOM	ADJ;PL
bied	ofrezcan	bied	ofrecer	V;PRS	V;IMP;PL;3;FIN
loopbaan	carrera	loopbaan	carrera	N;SG	N;FEM;SG
skep	crear	skep	crear	V;PRS	V;NFIN
skep	crea	skep	creer	V;PRS	V;SBJV;SG;3;FIN
skep	crean	skep	crear	V;PRS	V;IND;PL;3;PRS;FIN
olimpiese	olímpica	olimpies	olímpico	ADJ;NOM	ADJ;FEM;SG
olimpiese	olímpico	olimpies	olímpico	ADJ;NOM	ADJ;MASC;SG
olimpiese	olímpicos	olimpies	olímpico	ADJ;NOM	ADJ;MASC;PL
olimpiese	olimpiadas	olimpies	olimpiado	ADJ;NOM	ADJ;FEM;PL;V.PTCP
dogter	hija	dogter	hija	N;SG	N;FEM;SG
dra	llevar	dra	llevar	V;PRS	V;NFIN
dra	contribuya	dra	contribuir	V;PRS	V;SBJV;SG;3;PRS;FIN
dra	contribuir	dra	contribuir	V;PRS	V;NFIN
dra	contribuye	dra	contribuir	V;PRS	V;IND;SG;3;PRS;FIN
verteenwoordig	representa	verteenwoordig	representar	V;PRS	V;IND;SG;3;PRS;FIN
verteenwoordig	representar	verteenwoordig	representar	V;PRS	V;NFIN
verteenwoordig	representa	verteenwoordig	representar	V;PRS	V;IND;SG;3;PRS;FIN
verteenwoordig	representan	verteenwoordig	representar	V;PRS	V;IND;PL;3;PRS;FIN
verteenwoordig	represente	verteenwoordig	represente	V;PRS	V;SBJV;SG;3;PRS;FIN
boeke	libros	boeke	libro	N;PL	N;MASC;PL
geplaas	publicó	plaas	publicar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
albei	ambos	albei	ambos	NUM	NUM;MASC;PL
albei	ambas	albei	ambos	NUM	NUM;FEM;PL
etniese	étnico	etnies	étnico	ADJ;NOM	ADJ;MASC;SG
etniese	étnicos	etnies	étnico	ADJ;NOM	ADJ;MASC;PL
etniese	étnicas	etnies	étnico	ADJ;NOM	ADJ;FEM;PL
etniese	étnica	etnies	étnico	ADJ;NOM	ADJ;FEM;SG
kus	litoral	kus	litoral	N;SG	N;MASC;SG
kus	costa	kus	costa	N;SG	N;FEM;SG
gepubliseer	vivir	publiseer	vivir	V;PST;V.PTCP	V;NFIN
super	super	super	super		
super	súper	super	súper		
bring	trae	bring	traer	V;PRS	V;IND;SG;3;PRS;FIN
bring	traiga	bring	traiga	V;PRS	V;IMP;SG;3;FIN
bring	traer	bring	traer	V;PRS	V;NFIN
bring	traigan	bring	traigar	V;PRS	V;IMP;PL;3;FIN
geld	dinero	geld	dinero	N;SG	N;MASC;SG
geld	money	geld	money	N;SG	N
erken	admitir	erken	admitir	V;PRS	V;NFIN
erken	admita	erken	admitir	V;PRS	V;SBJV;SG;3;FIN
erken	admite	erken	admitir	V;PRS	V;IND;SG;3;PRS;FIN
erken	admiten	erken	admitir	V;PRS	V;IND;PL;3;PRS;FIN
erken	reconozcan	erken	reconocer	V;PRS	V;IMP;PL;3;FIN
erken	reconocer	erken	reconocer	V;PRS	V;NFIN
maria	maria	maria	mario		
maria	maria	maria	mario		
leier	dirigente	leier	dirigente	N;SG	N;SG
leier	lider	leier	lider	N;SG	N;SG
leier	leader	leier	leader	N;SG	N;SG
leier	líder	leier	líder	N;SG	N;SG
boom	árbol	boom	árbol	N;SG	N;MASC;SG
boom	arbol	boom	arbol	N;SG	N;MASC;SG
boom	boom	boom	boom	N;SG	N;MASC;SG
boom	auge	boom	auge	N;SG	N;MASC;SG
rolprent	pelicula	rolprent	pelicula	N;SG	N;FEM;SG
rolprent	cine	rolprent	cine	N;SG	N;MASC;SG
rolprent	movie	rolprent	movie	N;SG	N;SG
rolprent	película	rolprent	película	N;SG	N;FEM;SG
rolprent	pelicula	rolprent	pelicula	N;SG	N;FEM;SG
rolprent	cine	rolprent	cine	N;SG	N;MASC;SG
rolprent	película	rolprent	película	N;SG	N;FEM;SG
rolprent	film	rolprent	film	N;SG	N;MASC;SG
westelike	occidental	westelik	occidental	ADJ;NOM	ADJ;SG
westelike	occidentales	westelik	occidental	ADJ;NOM	ADJ;PL
kanada	canadá	kanada	canadá		
tradisionele	tradicionales	tradisioneel	tradicional	ADJ;NOM	ADJ;PL
tradisionele	tradicional	tradisioneel	tradicional	ADJ;NOM	ADJ;SG
verdeel	divida	verdeel	dividir	V;PRS	V;IMP;SG;3;FIN
verdeel	dividir	verdeel	dividir	V;PRS	V;NFIN
verdeel	divide	verdeel	dividir	V;PRS	V;IND;SG;3;PRS;FIN
beweging	motion	beweging	motion	N;SG	N;MASC;SG
beweging	movimiento	beweging	movimiento	N;SG	N;MASC;SG
beweging	moción	beweging	moción	N;SG	N;FEM;SG
beweging	movimiento	beweging	movimiento	N;SG	N;MASC;SG
japannese	japonesas	japannees	japonés	ADJ;NOM	ADJ;FEM;PL
japannese	japonesa	japannees	japonés	ADJ;NOM	ADJ;FEM;SG
diere	animales	dier	animal	N;PL	N;MASC;PL
beter	mejor	goed	mejor	ADV;CMPR	ADV
punte	puntos	punt	punto	N;PL	N;MASC;PL
punte	points	punt	point	N;PL	N;MASC;PL
kulturele	culturales	kultureel	cultural	ADJ;NOM	ADJ;PL
kulturele	cultural	kultureel	cultural	ADJ;NOM	ADJ;SG
liggaam	cuerpo	liggaam	cuerpo	N;SG	N;MASC;SG
liggaam	cadáver	liggaam	cadáver	N;SG	N;MASC;SG
liggaam	body	liggaam	body	N;SG	N
wen	ganar	wen	ganar	V;PRS	V;NFIN
wen	gana	wen	ganar	V;PRS	V;IND;SG;3;PRS;FIN
wen	gane	wen	ganar	V;PRS	V;IMP;SG;3;FIN
wen	gano	wen	ganar	V;PRS	V;IND;SG;1;PRS;FIN
basis	base	basis	base	N;SG	N;SG
verlaat	dejar	verlaat	dejar	V;PRS	V;NFIN
verlaat	salir	verlaat	salir	V;PRS	V;NFIN
magte	fuerzas	mag	fuerza	N;PL	N;FEM;PL
magte	forces	mag	force	N;PL	N;FEM
goewerneur	gobernadora	goewerneur	gobernador	N;SG	N;FEM;SG
goewerneur	gobernador	goewerneur	gobernador	N;SG	N;MASC;SG
kultuur	cultivo	kultuur	cultivo	N;SG	N;MASC;SG
kultuur	cultura	kultuur	cultura	N;SG	N;FEM;SG
heilige	santo	heilig	santo		
heilige	santo	heilig	santo		
kaart	plano	kaart	plano	N;SG	N;MASC;SG
kaart	mapa	kaart	mapa	N;SG	N;MASC;SG
oorsprong	procedencia	oorsprong	procedencia	N;SG	N;FEM;SG
oorsprong	origen	oorsprong	origen	N;SG	N;MASC;SG
kennis	conocimiento	kennis	conocimiento	N;SG	N;MASC;SG
parlement	parlamento	parlement	parlamento	N;SG	N;MASC;SG
sosiale	sociales	sosiaal	social	ADJ;NOM	ADJ;PL
sosiale	social	sosiaal	social	ADJ;NOM	ADJ;SG
geboue	edificaciones	bou	edificación	N;PL	N;FEM;PL
geboue	construcciones	bou	construcción	N;PL	N;FEM;PL
geboue	edificios	bou	edificio	N;PL	N;MASC;PL
geboue	inmuebles	bou	inmueble	N;PL	N;MASC;PL
gebring	trajo	bring	traer	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gebring	traido	bring	trair	V;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
trek	tiren	trek	tirar	V;PRS	V;IMP;PL;3;FIN
trek	tira	trek	tirar	V;PRS	V;IND;SG;3;PRS;FIN
trek	tirar	trek	tirar	V;PRS	V;NFIN
trek	tire	trek	tirar	V;PRS	V;IMP;SG;3;FIN
trek	jala	trek	jala	V;PRS	V;IND;SG;3;PRS;FIN
vroeër	antes	vroeg	antes	ADV;CMPR	ADV
vroeër	anteriormente	vroeg	anteriormente	ADV;CMPR	ADV
energie	energia	energie	energia	N;SG	N;FEM;SG
energie	energía	energie	energía	N;SG	N;FEM;SG
boere	agricultores	boer	agricultor	N;PL	N;MASC;PL
boere	campesinos	boer	campesino	N;PL	N;MASC;PL
boere	granjeros	boer	granjero	N;PL	N;MASC;PL
boere	agricultores	boer	agricultor	N;PL	N;MASC;PL
prys	precio	prys	precio	N;SG	N;MASC;SG
prys	price	prys	price	N;SG	N
prys	premio	prys	premio	N;SG	N;MASC;SG
ligging	lugar	ligging	lugar	N;SG	N;MASC;SG
ligging	ubicacion	ligging	ubicacion	N;SG	N;FEM;SG
ligging	ubicación	ligging	ubicación	N;SG	N;FEM;SG
ligging	emplazamiento	ligging	emplazamiento	N;SG	N;MASC;SG
ligging	localización	ligging	localización	N;SG	N;FEM;SG
gestuur	envió	stuur	enviar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
broer	hermano	broer	hermano	N;SG	N;MASC;SG
broer	brother	broer	brother	N;SG	N
studente	alumnos	student	alumno	N;PL	N;MASC;PL
studente	estudiantes	student	estudiante	N;PL	N;PL
gemeenskap	society	gemeenskap	society	N;SG	N;SG
gemeenskap	sociedad	gemeenskap	sociedad	N;SG	N;FEM;SG
gemeenskap	comunidad	gemeenskap	comunidad	N;SG	N;FEM;SG
berg	montaña	berg	montaña	N;SG	N;FEM;SG
berlyn	berlin	berlyn	berlin	N;SG	N;MASC;SG
berlyn	berlín	berlyn	berlín	N;SG	N;MASC;SG
oppervlak	superficie	oppervlak	superficie	N;SG	N;FEM;SG
bronne	fuentes	bron	fuente	N;PL	N;FEM;PL
bronne	source	bron	source	N;PL	N
beleid	póliza	beleid	póliza	N;SG	N;FEM;SG
beleid	politica	beleid	politica	N;SG	N;FEM;SG
beleid	política	beleid	política	N;SG	N;FEM;SG
album	álbum	album	álbum	N;SG	N;MASC;SG
album	album	album	album	N;SG	N;MASC;SG
album	disco	album	disco	N;SG	N;MASC;SG
beweeg	mover	beweeg	mover	V;PRS	V;NFIN
beweeg	muévete	beweeg	muévete	V;PRS	V;IND;SG;2;PRS;FIN
beweeg	moviendo	beweeg	mover	V;PRS	V;V.MSDR
voorheen	anteriormente	voorheen	anteriormente	ADV	ADV
voorheen	previamente	voorheen	previamente	ADV	ADV
vertrek	partida	vertrek	partida	N;SG	N;FEM;SG
vertrek	salida	vertrek	salida	N;SG	N;FEM;SG
iets	algo	iets	algo	PRO	PRO;SG
meerderheid	mayoría	meerderheid	mayoría	N;SG	N;FEM;SG
meerderheid	mayoria	meerderheid	mayoria	N;SG	N;FEM;SG
asië	asia	asië	asia	N;SG	N;FEM;SG
verskaf	proveer	verskaf	proveer	V;PRS	V;NFIN
verskaf	proporcionar	verskaf	proporcionar	V;PRS	V;NFIN
verskaf	proporcione	verskaf	proporcionar	V;PRS	V;IMP;SG;3;FIN
lees	lea	lees	leer	V;PRS	V;IMP;SG;3;FIN
lees	leer	lees	leer	V;PRS	V;NFIN
lees	leyendo	lees	leer	V;PRS	V;V.MSDR
lees	leer	lees	leer	V;PRS	V;NFIN
webtuiste	website	webtuiste	website	N;SG	N;MASC;SG
webtuiste	web	webtuiste	web	N;SG	N;FEM;SG
webtuiste	sitio	webtuiste	sitio	N;SG	N;MASC;SG
onderwys	educación	onderwys	educación	N;SG	N;FEM;SG
onderwys	enseñanza	onderwys	enseñanza	N;SG	N;FEM;SG
onderwys	educacion	onderwys	educacion	N;SG	N;FEM;SG
periode	periodo	periode	periodo	N;SG	N;MASC;SG
periode	período	periode	período	N;SG	N;MASC;SG
agt	ocho	agt	ocho	NUM	NUM;PL
lengte	eslora	lengte	eslora	N;SG	N;FEM;SG
lengte	longitud	lengte	longitud	N;SG	N;FEM;SG
manier	manera	manier	manera	N;SG	N;FEM;SG
manier	camino	manier	camino	N;SG	N;MASC;SG
manier	way	manier	way	N;SG	N
buitelandse	extranjeras	buitelands	extranjero	ADJ;NOM	ADJ;FEM;PL
buitelandse	extranjera	buitelands	extranjero	ADJ;NOM	ADJ;FEM;SG
teenoor	hacia	teenoor	hacia	ADP	ADP
teenoor	hacia	teenoor	hacia	ADP	ADP
aangebied	ofrecí	aanbied	ofrecer	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
aangebied	ofreció	aanbied	ofrecer	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
aangebied	presentando	aanbied	presentar	V;PST;V.PTCP	V;V.MSDR
