inuti	درون	inuti	درون	N;NOM;INDF;MASC+FEM;SG	N;SG
inträde	ورود	inträde	ورود	N;NOM;INDF;NEUT;SG	N;SG
inträde	پذیرش	inträde	پذیرش	N;NOM;INDF;NEUT;SG	N;SG
samverkan	تعامل	samverkan	تعامل	N;NOM;INDF;MASC+FEM;SG	N;SG
symptom	علائم	symptom	علامت	N;NOM;INDF;NEUT;PL	N;PL
motsatsen	مخالف	motsats	مخالف	N;NOM;DEF;MASC+FEM;SG	N;SG
marge	مارج	marge	مارج	N;NOM;DEF;MASC+FEM;SG	N;SG
våningen	کف	våning	کف	N;NOM;DEF;MASC+FEM;SG	N;SG
våningen	کفپوش	våning	کفپوش	N;NOM;DEF;MASC+FEM;SG	N;SG
våningen	طبقه	våning	طبقه	N;NOM;DEF;MASC+FEM;SG	N;SG
vägg	دیواری	vägg	دیواری	N;NOM;INDF;MASC+FEM;SG	N;SG
vägg	دیوار	vägg	دیوار	N;NOM;INDF;MASC+FEM;SG	N;SG
rykten	شایعه	rykt	شایعه	N;NOM;DEF;MASC+FEM;SG	N;SG
tunneln	تونلی	tunnel	تونلی	N;NOM;DEF;MASC+FEM;SG	N;SG
tunneln	تونل	tunnel	None	N;NOM;DEF;MASC+FEM;SG	N;SG
vinyl	وینیل	vinyl	وینیل	N;NOM;INDF;MASC+FEM;SG	N;SG
software	نرمافزار	software	نرمافزار	N;NOM;INDF;MASC+FEM;SG	N;SG
våldsamma	خشن	våldsam	None	ADJ;NOM;PL	ADJ
ståndpunkt	موضع	ståndpunkt	موضع	N;NOM;INDF;MASC+FEM;SG	N;SG
ståndpunkt	موقعیت	ståndpunkt	موقعیت	N;NOM;INDF;MASC+FEM;SG	N;SG
dragspel	آکاردئون	dragspel	آکاردئون	N;NOM;INDF;NEUT;SG	N;SG
antoinette	آنتوانت	antoinette	آنتوانت	N;NOM;INDF;NEUT;SG	N;SG
omloppsbana	مدار	omloppsbana	مدار	N;NOM;DEF;MASC+FEM;SG	N;SG
invandrare	مهاجران	invandrare	مهاجر	N;NOM;INDF;MASC+FEM;PL	N;PL
invandrare	مهاجرین	invandrare	مهاجر	N;NOM;INDF;MASC+FEM;PL	N;PL
invandrare	مهاجران	invandrare	مهاجر	N;NOM;INDF;MASC+FEM;PL	N;PL
invandrare	مهاجرین	invandrare	مهاجر	N;NOM;INDF;MASC+FEM;PL	N;PL
redskap	دنده	redskap	دنده	N;NOM;INDF;NEUT;SG	N;SG
sammansatt	متشکل	sammansatt	متشکل	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ
sammansatt	سروده	sammansatt	سروده	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;SG;3;V.PTCP
histoire	histoire	histoire	histoire	N;NOM;INDF;NEUT;SG	N;SG
etapper	مراحل	etapp	مرحله	N;NOM;INDF;MASC+FEM;PL	N;PL
fäste	قلعه	fäste	قلعه	N;NOM;INDF;NEUT;SG	N;SG
fäste	درو	fäste	درو	N;NOM;INDF;NEUT;SG	N;SG
bitter	تلخی	bitter	تلخی	N;NOM;INDF;MASC+FEM;SG	N;SG
gladiolus	گلایول	gladiolus	گلایول	N;NOM;INDF;MASC+FEM;SG	N;SG
nomineringar	نامزدها	nominering	نامزد	N;NOM;INDF;MASC+FEM;PL	N;PL
nomineringar	نامزدهای	nominering	نامزد	N;NOM;INDF;MASC+FEM;PL	N;PL
nåd	بخشش	nåd	بخشش	N;NOM;INDF;MASC+FEM;SG	N;SG
nåd	رحمت	nåd	رحمت	N;NOM;INDF;MASC+FEM;SG	N;SG
nåd	رحمتی	nåd	رحمت	N;NOM;INDF;MASC+FEM;SG	N;SG
nåd	فضل	nåd	None	N;NOM;INDF;MASC+FEM;SG	N;SG
nåd	گریس	nåd	گریس	N;NOM;INDF;MASC+FEM;SG	N;SG
globen	گلوب	glob	گلوب	N;NOM;DEF;MASC+FEM;SG	N;SG
formatet	قالب	formate	قالب	N;NOM;DEF;NEUT;SG	N;SG
formatet	قالبی	formate	قالبی	N;NOM;DEF;NEUT;SG	N;SG
crataegus	زالزالک	crataegus	زالزالک	N;NOM;INDF;MASC+FEM;SG	N;SG
meningar	عبارتهای	mening	عبارت	N;NOM;INDF;MASC+FEM;PL	N;PL
meningar	جملات	mening	None	N;NOM;INDF;MASC+FEM;PL	N;PL
varg	ورگ	varg	ورگ	N;NOM;INDF;MASC+FEM;SG	N;SG
varg	گرگ	varg	گرگ	N;NOM;INDF;MASC+FEM;SG	N;SG
varg	وولف	varg	وولف	N;NOM;INDF;MASC+FEM;SG	N;SG
varg	گرگه	varg	گرگه	N;NOM;INDF;MASC+FEM;SG	N;SG
varg	ولف	varg	ولف	N;NOM;INDF;MASC+FEM;SG	N;SG
sandra	ساندرا	sandra	ساندرا	N;NOM;INDF;MASC+FEM;SG	N;SG
sämsta	بدترین	dålig	بد	ADJ;NOM;DEF;RL	ADJ;RL
department	وزارت	department	وزارت	N;NOM;INDF;MASC+FEM;SG	N;SG
department	اداره	department	اداره	N;NOM;INDF;MASC+FEM;SG	N;SG
department	بخش	department	بخش	N;NOM;INDF;MASC+FEM;SG	N;SG
musikal	موزیکال	musikal	موزیکال	N;NOM;INDF;MASC+FEM;SG	N;SG
speed	سرعت	speed	سرعت	N;NOM;INDF;MASC+FEM;SG	N;SG
kafr	کفر	kafr	کفر	N;NOM;INDF;MASC+FEM;SG	N;SG
date	تاریخ	date	تاریخ	N;NOM;INDF;MASC+FEM;SG	N;SG
ingång	مدخل	ingång	مدخل	N;NOM;INDF;MASC+FEM;SG	N;SG
ingång	ورودی	ingång	ورودی	N;NOM;INDF;MASC+FEM;SG	N;SG
ingång	ورود	ingång	ورود	N;NOM;INDF;MASC+FEM;SG	N;SG
ingång	ورودی	ingång	ورودی	N;NOM;INDF;MASC+FEM;SG	N;SG
ingång	مدهوش	ingång	مدهوش	N;NOM;INDF;MASC+FEM;SG	N;SG
platta	مسطح	platta	مسطح	N;NOM;INDF;MASC+FEM;SG	N;SG
platta	فلت	platta	فلت	N;NOM;INDF;MASC+FEM;SG	N;SG
grunder	مناطقی	grund	منطقه	N;NOM;INDF;MASC+FEM;PL	N;PL
add	افزودن	add	افزودن	N;NOM;INDF;MASC+FEM;SG	N;SG
märkligt	عجیبی	märklig	عجیبی	ADJ;NOM;INDF;NEUT;SG	ADJ
märkligt	عجیب	märklig	عجیب	ADJ;NOM;INDF;NEUT;SG	ADJ
early	پگاه	early	None	N;NOM;INDF;MASC+FEM;SG	N;SG
row	سطر	row	سطر	N;NOM;INDF;NEUT;SG	N;SG
stipendiet	تحقیقی	stipendium	تحقیقی	N;NOM;DEF;NEUT;SG	N;SG
stipendiet	بورسیه	stipendium	بورسیه	N;NOM;DEF;NEUT;SG	N;SG
fat	بشکه	fat	بشکه	N;NOM;INDF;NEUT;SG	N;SG
fat	بشکه	fat	بشکه	N;NOM;INDF;NEUT;SG	N;SG
lägret	اردوگاه	lägr	اردوگاه	N;NOM;DEF;NEUT;SG	N;SG
lägret	اردو	lägr	اردو	N;NOM;DEF;NEUT;SG	N;SG
lägret	کمپ	lägr	کمپ	N;NOM;DEF;NEUT;SG	N;SG
hud	پوست	hud	پوست	N;NOM;INDF;MASC+FEM;SG	N;SG
hud	پوستی	hud	پوستی	N;NOM;INDF;MASC+FEM;SG	N;SG
frivillig	داوطلبانه	frivillig	داوطلبانه	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
religioner	ادیان	religion	None	N;NOM;INDF;MASC+FEM;PL	N;PL
religioner	مذاهب	religion	مذاهب	N;NOM;INDF;MASC+FEM;PL	N;PL
signaler	سیگنالهای	signal	سیگنال	N;NOM;INDF;MASC+FEM;PL	N;PL
parlamentsledamot	mep	parlamentsledamot	mep	N;NOM;INDF;MASC+FEM;SG	N;SG
oppositionen	اپوزیسیون	opposition	اپوزیسیون	N;NOM;DEF;MASC+FEM;SG	N;SG
oppositionen	مخالف	opposition	مخالف	N;NOM;DEF;MASC+FEM;SG	N;SG
oppositionen	مخالفت	opposition	مخالفت	N;NOM;DEF;MASC+FEM;SG	N;SG
vana	عادت	vana	عادت	N;NOM;INDF;MASC+FEM;SG	N;SG
pelargonium	شمعدانی	pelargonium	شمعدانی	N;NOM;INDF;MASC+FEM;SG	N;SG
diff	تفاوت	diff	تفاوت	N;NOM;INDF;MASC+FEM;SG	N;SG
tai	تای	tai	None	N;NOM;INDF;MASC+FEM;SG	N;SG
kännetecken	مشخصات	kännetecken	مشخصه	N;NOM;INDF;NEUT;PL	N;PL
ghazal	غزل	ghazal	غزل	N;NOM;INDF;MASC+FEM;SG	N;SG
tenerife	تنریف	tenerife	تنریف	N;NOM;INDF;MASC+FEM;SG	N;SG
införande	معرفی	införande	معرفی	N;NOM;INDF;NEUT;SG	N;SG
införande	مقدمه	införande	مقدمه	N;NOM;INDF;NEUT;SG	N;SG
införande	آشنایی	införande	آشنایی	N;NOM;INDF;NEUT;SG	N;SG
införande	درج	införande	درج	N;NOM;INDF;NEUT;SG	N;SG
testamente	وصیتنامه	testamente	وصیتنامه	N;NOM;INDF;NEUT;SG	N;SG
testamente	وصیت	testamente	وصیت	N;NOM;INDF;NEUT;SG	N;SG
socialdemokrat	سوسیالیستی	socialdemokrad	سوسیالیستی	N;NOM;INDF;MASC+FEM;SG	N;SG
socialdemokrat	سوسیالیست	socialdemokrad	سوسیالیست	N;NOM;INDF;MASC+FEM;SG	N;SG
icao	ایکائو	icao	ایکائو	N;NOM;INDF;MASC+FEM;SG	N;SG
cha	چا	cha	چا	N;NOM;INDF;NEUT;SG	N;SG
proteiner	پروتئینهای	protein	پروتئین	N;NOM;INDF;MASC+FEM;PL	N;PL
proteiner	پروتئینها	protein	پروتئین	N;NOM;INDF;MASC+FEM;PL	N;PL
proteiner	پروتئینهای	protein	پروتئین	N;NOM;INDF;MASC+FEM;PL	N;PL
rädsla	خوف	rädsla	خوف	N;NOM;INDF;MASC+FEM;SG	N;SG
rädsla	ترس	rädsla	None	N;NOM;INDF;MASC+FEM;SG	N;SG
hen	مرغ	hen	مرغ	N;NOM;INDF;MASC+FEM;SG	N;SG
undantaget	استثنا	undantag	استثنا	N;NOM;DEF;NEUT;SG	N;SG
undantaget	استثنای	undantag	استثنای	N;NOM;DEF;NEUT;SG	N;SG
boxning	b	boxning	b	N;NOM;INDF;MASC+FEM;SG	N;SG
boxning	بوکس	boxning	None	N;NOM;INDF;MASC+FEM;SG	N;SG
moral	روحیه	moral	روحیه	N;NOM;INDF;MASC+FEM;SG	N;SG
moral	اخلاقی	moral	اخلاقی	N;NOM;INDF;MASC+FEM;SG	N;SG
moral	اخلاق	moral	اخلاق	N;NOM;INDF;MASC+FEM;SG	N;SG
moral	اخلاق	moral	اخلاق	N;NOM;INDF;MASC+FEM;SG	N;SG
moral	اخلاقی	moral	اخلاقی	N;NOM;INDF;MASC+FEM;SG	N;SG
moral	اخلاق	moral	اخلاق	N;NOM;INDF;MASC+FEM;SG	N;SG
lila	بنفش	lila	بنفش	N;NOM;INDF;MASC+FEM;SG	N;SG
lila	ارغوانی	lila	ارغوانی	N;NOM;INDF;MASC+FEM;SG	N;SG
lila	زرشکی	lila	زرشکی	N;NOM;INDF;MASC+FEM;SG	N;SG
lila	لیلا	lila	None	N;NOM;INDF;MASC+FEM;SG	N;SG
vänskap	دوستی	vänskap	دوستی	N;NOM;INDF;MASC+FEM;SG	N;SG
vänskap	رفاقت	vänskap	رفاقت	N;NOM;INDF;MASC+FEM;SG	N;SG
nobels	نوبل	nobels	نوبل	N;NOM;INDF;MASC+FEM;SG	N;SG
teenage	نوجوان	teenag	نوجوان	N;NOM;INDF;MASC+FEM;SG	N;SG
wave	موج	wave	موج	N;NOM;INDF;NEUT;SG	N;SG
wave	موجی	wave	موج	N;NOM;INDF;NEUT;SG	N;SG
kock	سرآشپز	kock	سرآشپز	N;NOM;INDF;MASC+FEM;SG	N;SG
kock	آشپز	kock	آشپز	N;NOM;INDF;MASC+FEM;SG	N;SG
kock	کوک	kock	کوک	N;NOM;INDF;MASC+FEM;SG	N;SG
kock	آشپز	kock	آشپز	N;NOM;INDF;MASC+FEM;SG	N;SG
kock	آشپزی	kock	آشپزی	N;NOM;INDF;MASC+FEM;SG	N;SG
väntan	منتظرم	väntan	منتظرم	N;NOM;DEF;MASC+FEM;SG	N;SG
väntan	انتظار	väntan	انتظار	N;NOM;DEF;MASC+FEM;SG	N;SG
kampanjen	لشکرکشی	kampanj	لشکرکشی	N;NOM;DEF;MASC+FEM;SG	N;SG
kampanjen	کمپین	kampanj	کمپین	N;NOM;DEF;MASC+FEM;SG	N;SG
catch	گرفتن	catch	گرفتن	N;NOM;INDF;NEUT;SG	N;SG
catch	کچ	catch	کچ	N;NOM;INDF;NEUT;SG	N;SG
hare	هیر	hare	هیر	N;NOM;INDF;MASC+FEM;SG	N;SG
hare	خرگوشی	hare	خرگوشی	N;NOM;INDF;MASC+FEM;SG	N;SG
hare	خرگوش	hare	خرگوش	N;NOM;INDF;MASC+FEM;SG	N;SG
lola	لولا	lola	لولاً	N;NOM;INDF;MASC+FEM;SG	N;SG
fulla	سرشار	fulla	سرشار	ADJ;NOM;PL	ADJ
störningar	اختلالات	störning	اختلال	N;NOM;INDF;MASC+FEM;PL	N;PL
störningar	اختلالات	störning	اختلال	N;NOM;INDF;MASC+FEM;PL	N;PL
extern	خارجی	exter	خارجی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
atoll	آتول	atoll	آتول	N;NOM;INDF;NEUT;SG	N;SG
mångfald	همیاری	mångfald	همیاری	N;NOM;INDF;MASC+FEM;SG	N;SG
mångfald	گوناگونی	mångfald	گوناگون	N;NOM;INDF;MASC+FEM;SG	N;SG
mångfald	تنوع	mångfald	تنوع	N;NOM;INDF;MASC+FEM;SG	N;SG
identisk	همسان	identisk	همسان	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
identisk	منطبق	identisk	None	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
fett	چاقی	fett	چاقی	N;NOM;INDF;NEUT;SG	N;SG
fett	چربی	fett	چربی	N;NOM;INDF;NEUT;SG	N;SG
fett	fat	fett	fat	N;NOM;INDF;NEUT;SG	N;SG
fett	تپل	fett	تپل	N;NOM;INDF;NEUT;SG	N;SG
board	بورد	board	بورد#بور	N;NOM;INDF;MASC+FEM;SG	N;SG
board	تخته	board	تخته	N;NOM;INDF;MASC+FEM;SG	N;SG
sahara	صحرا	sahara	None	N;NOM;INDF;MASC+FEM;SG	N;SG
sahara	صحرای	sahara	صحرا	N;NOM;INDF;MASC+FEM;SG	N;SG
joy	مسرت	joy	مسرت	N;NOM;INDF;MASC+FEM;SG	N;SG
joy	شادی	joy	شادی	N;NOM;INDF;MASC+FEM;SG	N;SG
joy	جوی	joy	جو	N;NOM;INDF;MASC+FEM;SG	N;SG
joy	شادمانی	joy	شادمانی	N;NOM;INDF;MASC+FEM;SG	N;SG
joy	خوشی	joy	None	N;NOM;INDF;MASC+FEM;SG	N;SG
june	ژوئن	jun	None	N;NOM;INDF;MASC+FEM;SG	N;SG
salem	سیلم	salem	سیلم	N;NOM;INDF;NEUT;SG	N;SG
salem	سلم	salem	سلم	N;NOM;INDF;NEUT;SG	N;SG
salem	سلیم	salem	None	N;NOM;INDF;NEUT;SG	N;SG
fänrik	پرچمدار	fänrik	پرچمدار	N;NOM;INDF;MASC+FEM;SG	N;SG
fänrik	انساین	fänrik	انساین	N;NOM;INDF;MASC+FEM;SG	N;SG
rättegång	محاکمه	rättegång	محاکمه	N;NOM;INDF;MASC+FEM;SG	N;SG
rättegång	دادرسی	rättegång	دادرسی	N;NOM;INDF;MASC+FEM;SG	N;SG
anklagelser	اتهامات	anklagelse	اتهام	N;NOM;INDF;MASC+FEM;PL	N;PL
anklagelser	اتهاماتی	anklagelse	اتهاماتی	N;NOM;INDF;MASC+FEM;PL	N;PL
rasmussen	راسموسن	rasmuss	راسموسن	N;NOM;DEF;MASC+FEM;SG	N;SG
frånvaro	غیبت	frånvaro	غیبت	N;NOM;INDF;MASC+FEM;SG	N;SG
frånvaro	غیاب	frånvaro	None	N;NOM;INDF;MASC+FEM;SG	N;SG
munnen	دهان	mun	دهان	N;NOM;DEF;MASC+FEM;SG	N;SG
munnen	دهن	mun	دهن	N;NOM;DEF;MASC+FEM;SG	N;SG
kvarstod	ماند	kvarstod	ماند#مان	V;IND;PST;FIN;ACT	V;SG;3;PST
fairfield	فیرفیلد	fairfield	فیرفیلد	N;NOM;INDF;MASC+FEM;SG	N;SG
skilsmässa	طلاق	skilsmässa	طلاق	N;NOM;INDF;MASC+FEM;SG	N;SG
elektricitet	الکتریسیته	elektricitet	الکتریسیته	N;NOM;INDF;MASC+FEM;SG	N;SG
elektricitet	برق	elektricitet	برق	N;NOM;INDF;MASC+FEM;SG	N;SG
tank	مخزن	tank	مخزن	N;NOM;INDF;MASC+FEM;SG	N;SG
tank	تانک	tank	None	N;NOM;INDF;MASC+FEM;SG	N;SG
tank	تنک	tank	تنک	N;NOM;INDF;MASC+FEM;SG	N;SG
ankomst	ورود	ankomst	ورود	N;NOM;INDF;MASC+FEM;SG	N;SG
lärjunge	مرید	lärjunge	مرید	N;NOM;INDF;MASC+FEM;SG	N;SG
förlaga	model	förlaga	model	N;NOM;INDF;MASC+FEM;SG	N;SG
förlaga	مدل	förlaga	مدل	N;NOM;INDF;MASC+FEM;SG	N;SG
förlaga	نمونه	förlaga	نمونه	N;NOM;INDF;MASC+FEM;SG	N;SG
turism	گردشگری	turism	گردشگری	N;NOM;INDF;MASC+FEM;SG	N;SG
bertrand	برتراند	bertrand	رسترد#رسان	N;NOM;INDF;MASC+FEM;SG	N;SG
valladolid	وایادولید	valladolid	وایادولید	N;NOM;INDF;MASC+FEM;SG	N;SG
galan	گالا	galan	گالا	N;NOM;DEF;MASC+FEM;SG	N;SG
galan	gala	galan	gala	N;NOM;DEF;MASC+FEM;SG	N;SG
paus	استراحت	paus	استراحت	N;NOM;INDF;MASC+FEM;SG	N;SG
paus	شکستن	paus	شکستن	N;NOM;INDF;MASC+FEM;SG	N;SG
paus	وقفه	paus	وقفه	N;NOM;INDF;MASC+FEM;SG	N;SG
paus	مکث	paus	None	N;NOM;INDF;MASC+FEM;SG	N;SG
landsbygd	حومه	landsbygd	حومه	N;NOM;INDF;MASC+FEM;SG	N;SG
landsbygd	ییلاق	landsbygd	ییلاق	N;NOM;INDF;MASC+FEM;SG	N;SG
landsbygd	روستایی	landsbygd	روستایی	N;NOM;INDF;MASC+FEM;SG	N;SG
bostadsområde	مسکونی	bostadsområde	None	N;NOM;INDF;NEUT;SG	N;SG
tips	نکته	tips	نکته	N;NOM;INDF;NEUT;SG	N;SG
tips	نوک	tips	None	N;NOM;INDF;NEUT;SG	N;SG
tips	انعام	tips	انعام	N;NOM;INDF;NEUT;SG	N;SG
tips	اشاره	tips	اشاره	N;NOM;INDF;NEUT;SG	N;SG
tips	راهنمایی	tips	راهنمایی	N;NOM;INDF;NEUT;SG	N;SG
formell	رسمی	formell	رسمی	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
butik	فروشگاه	butik	فروشگاه	N;NOM;INDF;MASC+FEM;SG	N;SG
butik	خرید	butik	خرید	N;NOM;INDF;MASC+FEM;SG	N;SG
butik	فروشی	butik	فروشی	N;NOM;INDF;MASC+FEM;SG	N;SG
butik	مغازه	butik	مغازه	N;NOM;INDF;MASC+FEM;SG	N;SG
butik	shop	butik	shop	N;NOM;INDF;MASC+FEM;SG	N;SG
butik	بوتیک	butik	بوتیک	N;NOM;INDF;MASC+FEM;SG	N;SG
butik	دکان	butik	دکان	N;NOM;INDF;MASC+FEM;SG	N;SG
butik	فروشگاه	butik	فروشگاه	N;NOM;INDF;MASC+FEM;SG	N;SG
butik	ذخیره	butik	ذخیره	N;NOM;INDF;MASC+FEM;SG	N;SG
alliance	ائتلاف	alliance	ائتلاف	N;NOM;INDF;MASC+FEM;SG	N;SG
alliance	وصلت	alliance	وصلت	N;NOM;INDF;MASC+FEM;SG	N;SG
alliance	اتحاد	alliance	اتحاد	N;NOM;INDF;MASC+FEM;SG	N;SG
julen	کریسمس	jul	کریسمس	N;NOM;DEF;MASC+FEM;SG	N;SG
farligt	خطرناک	farlig	خطرناک	ADJ;NOM;INDF;NEUT;SG	ADJ
koreanska	کره	koreansk	کره	N;NOM;INDF;MASC+FEM;SG	N;SG
lera	گِل	lera	گِل	N;NOM;INDF;MASC+FEM;SG	N;SG
lera	ماد	lera	ماد	N;NOM;INDF;MASC+FEM;SG	N;SG
lera	گلی	lera	گل	N;NOM;INDF;MASC+FEM;SG	N;SG
record	ضبط	record	None	N;NOM;INDF;NEUT;SG	N;SG
mail	نامۀ	mail	نامۀ	N;NOM;INDF;NEUT;SG	N;SG
mail	نامه	mail	نامه	N;NOM;INDF;NEUT;SG	N;SG
erkänna	میشناسند	erkänna	نمشت#رشاس	V;IMP;FIN;ACT	V;PL;3;PRS
episod	قسمت	episod	قسمت	N;NOM;INDF;MASC+FEM;SG	N;SG
episod	اپیزود	episod	اپیزود	N;NOM;INDF;MASC+FEM;SG	N;SG
hjälte	قهرمان	hjälte	قهرمان	N;NOM;INDF;MASC+FEM;SG	N;SG
hjälte	پهلوان	hjälte	None	N;NOM;INDF;MASC+FEM;SG	N;SG
brandy	برندی	brandy	برندی	N;NOM;INDF;MASC+FEM;SG	N;SG
brandy	کنیاک	brandy	کنیاک	N;NOM;INDF;MASC+FEM;SG	N;SG
crassula	کراسولا	crassula	کراسولا	N;NOM;INDF;MASC+FEM;SG	N;SG
minuten	دقیقه	minut	دقیقه	N;NOM;DEF;MASC+FEM;SG	N;SG
våning	کف	våning	کف	N;NOM;INDF;MASC+FEM;SG	N;SG
våning	کفپوش	våning	کفپوش	N;NOM;INDF;MASC+FEM;SG	N;SG
våning	طبقه	våning	طبقه	N;NOM;INDF;MASC+FEM;SG	N;SG
hook	قلاب	hook	قلاب	N;NOM;INDF;MASC+FEM;SG	N;SG
hook	هوک	hook	هوک	N;NOM;INDF;MASC+FEM;SG	N;SG
fötter	پاهای	fötta	پا	N;NOM;INDF;MASC+FEM;PL	N;PL
stadsdelar	نواحی	stadsdel	ناحیه	N;NOM;INDF;MASC+FEM;PL	N;PL
stadsdelar	مناطق	stadsdel	منطقه	N;NOM;INDF;MASC+FEM;PL	N;PL
sannolikhet	احتمال	sannolikhet	احتمال	N;NOM;INDF;MASC+FEM;SG	N;SG
sannolikhet	احتمال	sannolikhet	احتمال	N;NOM;INDF;MASC+FEM;SG	N;SG
sparta	اسپارتا	sparta	اسپارتا	N;NOM;INDF;MASC+FEM;SG	N;SG
pin	سنجاق	pin	سنجاق	N;NOM;INDF;MASC+FEM;SG	N;SG
pin	پین	pin	پین	N;NOM;INDF;MASC+FEM;SG	N;SG
förbättringar	اصلاحات	förbättring	اصلاح	N;NOM;INDF;MASC+FEM;PL	N;PL
esc	esc	esc	esc	N;NOM;INDF;NEUT;SG	N;SG
platå	فلات	platå	فلات	N;NOM;INDF;MASC+FEM;SG	N;SG
sann	راست	sann	راست	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
sann	درست	sann	درست	ADJ;NOM;INDF;MASC+FEM;SG	ADJ
modellerna	مدلهای	modell	مدل	N;NOM;DEF;MASC+FEM;PL	N;PL
skidåkning	اسکی	skidåkning	اسکی	N;NOM;INDF;MASC+FEM;SG	N;SG
papp	کارتن	papp	کارتن	N;NOM;INDF;NEUT;SG	N;SG
papp	مقوا	papp	مقوا	N;NOM;INDF;NEUT;SG	N;SG
signatur	امضا	signatur	None	N;NOM;INDF;MASC+FEM;SG	N;SG
nome	نوم	nome	نوم	N;NOM;INDF;MASC+FEM;SG	N;SG
operationer	عملیات	operation	عملیات	N;NOM;INDF;MASC+FEM;PL	N;PL
dracula	دراکولا	dracul	دراکولا	N;NOM;INDF;MASC+FEM;SG	N;SG
grundaren	بنیانگذار	grundare	بنیانگذار	N;NOM;DEF;MASC+FEM;SG	N;SG
grundaren	موسس	grundare	موسس	N;NOM;DEF;MASC+FEM;SG	N;SG
