الاكتئاب	depresión	اِكتِئَاب	depresión	N;NOM;DEF;SG	N;FEM;SG
اشتباكات	choques	اِشتِبَاك	choque	N;NOM;INDF;PL	N;MASC;PL
كوب	taza	كُوب	taza	N;NOM;INDF;SG	N;FEM;SG
كوب	copa	كُوب	copa	N;NOM;INDF;SG	N;FEM;SG
كوب	cup	كُوب	cupo	N;NOM;INDF;SG	N;FEM;SG
المدربين	autocares	مُدَرِّب	autocar	N;NOM;DEF;PL	N;MASC;PL
المدربين	entrenadores	مُدَرِّب	entrenador	N;NOM;DEF;PL	N;MASC;PL
المدربين	formadores	مُدَرِّب	formador	N;NOM;DEF;PL	N;MASC;PL
المدربين	instructores	مُدَرِّب	instructor	N;NOM;DEF;PL	N;MASC;PL
المدربين	formadores	مُدَرِّب	formador	N;NOM;DEF;PL	N;MASC;PL
المدربين	instructores	مُدَرِّب	instructor	N;NOM;DEF;PL	N;MASC;PL
المدربين	entrenadores	مُدَرِّب	entrenador	N;NOM;DEF;PL	N;MASC;PL
المواطنة	ciudadanía	مُوَاطَنَة	ciudadanía	N;NOM;DEF;SG	N;FEM;SG
المواطنة	nacionalidad	مُوَاطَنَة	nacionalidad	N;NOM;DEF;SG	N;FEM;SG
بلورات	cristales	بَلوَر	cristal	N;NOM;INDF;PL	N;MASC;PL
الاسلامية	islámico	إِسلَامِيّ	islámico	ADJ;NOM;DEF;FEM;SG	ADJ;MASC;SG
الاسلامية	islámica	إِسلَامِيّ	islámico	ADJ;NOM;DEF;FEM;SG	ADJ;FEM;SG
الهرب	escapada	الهرب	escapada	N;NOM;DEF;SG	N;FEM;SG
الهرب	fuga	الهرب	fuga	N;NOM;DEF;SG	N;FEM;SG
الهرب	escape	الهرب	escape	N;NOM;DEF;SG	N;MASC;SG
منظم	organizadora	مُنَظِّم	organizador	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
الحرجة	crítica	حَرِج	crítica	N;NOM;DEF;SG	N;FEM;SG
عريض	amplio	عَرِيض	amplio	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
عريض	amplia	عَرِيض	amplio	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
عريض	atrevido	عَرِيض	atreverse	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
عريض	audaz	عَرِيض	audaz	ADJ;NOM;INDF;MASC;SG	ADJ;SG
عريض	amplia	عَرِيض	amplio	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
عريض	amplio	عَرِيض	amplio	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
كهف	gruta	كهف	gruta	N;NOM;INDF;SG	N;FEM;SG
كهف	cueva	كهف	cueva	N;NOM;INDF;SG	N;FEM;SG
كهف	cave	كهف	cave	N;NOM;INDF;SG	N
كهف	caverna	كهف	caverna	N;NOM;INDF;SG	N;FEM;SG
النمل	hormiga	نَمَل	hormiga	N;NOM;DEF;SG	N;FEM;SG
برية	silvestre	بَرِّيّ	silvestre	ADJ;NOM;INDF;FEM;SG	ADJ;SG
برية	salvaje	بَرِّيّ	salvaje	ADJ;NOM;INDF;FEM;SG	ADJ;SG
سرد	narración	سَرد	narración	N;NOM;INDF;SG	N;FEM;SG
سرد	narrativa	سَرد	narrativa	N;NOM;INDF;SG	N;FEM;SG
سرد	narración	سَرد	narración	N;NOM;INDF;SG	N;FEM;SG
المصرف	banca	مَصرِف	banca	N;NOM;DEF;SG	N;FEM;SG
المصرف	banco	مَصرِف	banco	N;NOM;DEF;SG	N;MASC;SG
المصرف	bank	مَصرِف	bank	N;NOM;DEF;SG	N
متكررة	repetido	مُتَكَرِّر	repetido	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
متكررة	repetida	مُتَكَرِّر	repetido	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
متكررة	recurrente	مُتَكَرِّر	recurrente	ADJ;NOM;INDF;FEM;SG	ADJ;SG
متكررة	recurrente	مُتَكَرِّر	recurrente	ADJ;NOM;INDF;FEM;SG	ADJ;SG
متكررة	frecuente	مُتَكَرِّر	frecuente	ADJ;NOM;INDF;FEM;SG	ADJ;SG
الحلم	dream	حُلم	dream	N;NOM;DEF;SG	N
الحلم	sueño	حُلم	sueño	N;NOM;DEF;SG	N;MASC;SG
وزارات	ministerios	وِزَارَة	ministerio	N;NOM;INDF;PL	N;MASC;PL
شريحة	tajada	شَرِيحَة	tajada	N;NOM;INDF;SG	N;FEM;SG
شريحة	rebanada	شَرِيحَة	rebanada	N;NOM;INDF;SG	N;FEM;SG
شريحة	segmento	شَرِيحَة	segmento	N;NOM;INDF;SG	N;MASC;SG
العتيقة	antigüedad	عِتِّيقَة	antigüedad	N;NOM;DEF;SG	N;FEM;SG
المقاتلين	combatientes	مُقَاتِل	combatiente	N;NOM;DEF;PL	N;PL
المقاتلين	luchadores	مُقَاتِل	luchador	N;NOM;DEF;PL	N;MASC;PL
المقاتلين	fighters	مُقَاتِل	fighter	N;NOM;DEF;PL	N
المقاتلين	boxeadores	مُقَاتِل	boxeador	N;NOM;DEF;PL	N;MASC;PL
مشغل	operador	مُشَغِّل	operador	N;NOM;INDF;SG	N;MASC;SG
مشغل	operadora	مُشَغِّل	operadora	N;NOM;INDF;SG	N;FEM;SG
مشغل	player	مُشَغِّل	player	N;NOM;INDF;SG	N;SG
مشغل	reproductor	مُشَغِّل	reproductor	N;NOM;INDF;SG	N;MASC;SG
مشغل	jugador	مُشَغِّل	jugador	N;NOM;INDF;SG	N;MASC;SG
مشغل	jugadora	مُشَغِّل	jugadora	N;NOM;INDF;SG	N;FEM;SG
يدير	corre	أَدَار	correr	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
دفعت	pagó	دَفَع	pagar	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
نعمة	bendición	نعمة	bendición	N;NOM;INDF;SG	N;FEM;SG
نعمة	gracia	نعمة	gracia	N;NOM;INDF;SG	N;FEM;SG
اندماج	fusión	اِندِمَاج	fusión	N;NOM;INDF;SG	N;FEM;SG
اندماج	fusion	اِندِمَاج	fusion	N;NOM;INDF;SG	N;SG
اندماج	fusión	اِندِمَاج	fusión	N;NOM;INDF;SG	N;FEM;SG
السقوط	caída	سُقُوط	caída	N;NOM;DEF;SG	N;FEM;SG
السقوط	otoño	سُقُوط	otoño	N;NOM;DEF;SG	N;MASC;SG
السقوط	caída	سُقُوط	caída	N;NOM;DEF;SG	N;FEM;SG
العزل	aislamiento	عَزل	aislamiento	N;NOM;DEF;SG	N;MASC;SG
العزل	aislamiento	عَزل	aislamiento	N;NOM;DEF;SG	N;MASC;SG
العزل	segregación	عَزل	segregación	N;NOM;DEF;SG	N;FEM;SG
احتفالات	festejos	اِحتِفَال	festejo	N;NOM;INDF;PL	N;MASC;PL
احتفالات	fiestas	اِحتِفَال	fiesta	N;NOM;INDF;PL	N;FEM;PL
احتفالات	festividades	اِحتِفَال	festividad	N;NOM;INDF;PL	N;FEM;PL
احتفالات	celebraciones	اِحتِفَال	celebración	N;NOM;INDF;PL	N;FEM;PL
احتفالات	festejos	اِحتِفَال	festejo	N;NOM;INDF;PL	N;MASC;PL
القرش	tiburón	قَرش	tiburón	N;NOM;DEF;SG	N;MASC;SG
الانتصار	victory	اِنتِصَار	victory	N;NOM;DEF;SG	N;MASC;SG
الاختراع	invento	اِختِرَاع	invento	N;NOM;DEF;SG	N;MASC;SG
الاختراع	invención	اِختِرَاع	invención	N;NOM;DEF;SG	N;FEM;SG
الاختراع	inventiva	اِختِرَاع	inventiva	N;NOM;DEF;SG	N;FEM;SG
شرائح	diapositivas	شَرِيحَة	diapositivo	N;NOM;INDF;PL	N;FEM;PL
شرائح	rebanadas	شَرِيحَة	rebanada	N;NOM;INDF;PL	N;FEM;PL
شرائح	rodajas	شَرِيحَة	rodaja	N;NOM;INDF;PL	N;FEM;PL
يتلقى	recibe	تَلَقَّى	recibir	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
الشغب	motín	شَغَب	motín	N;NOM;DEF;SG	N;MASC;SG
الشغب	riot	شَغَب	riot	N;NOM;DEF;SG	N;SG
الشغب	revuelta	شَغَب	revuelta	N;NOM;DEF;SG	N;FEM;SG
الشغب	desmadre	شَغَب	desmadre	N;NOM;DEF;SG	N;MASC;SG
المطالبة	reclamo	مُطَالَبَة	reclamo	N;NOM;DEF;SG	N;MASC;SG
المطالبة	reclamación	مُطَالَبَة	reclamación	N;NOM;DEF;SG	N;FEM;SG
المطالبة	reivindicación	مُطَالَبَة	reivindicación	N;NOM;DEF;SG	N;FEM;SG
توظيف	contratación	تَوظِيف	contratación	N;NOM;INDF;SG	N;FEM;SG
مختلفين	diferentes	مُختَلِف	diferente	ADJ;ACC;INDF;MASC;PL	ADJ;PL
الرسومات	dibujos	رَسمَة	dibujo	N;NOM;DEF;PL	N;MASC;PL
الرسومات	gráficos	رَسمَة	gráfico	N;NOM;DEF;PL	N;MASC;PL
الصوف	lana	صَوف	lana	N;NOM;DEF;SG	N;FEM;SG
الاستهلاك	consumo	اِستِهلَاك	consumo	N;NOM;DEF;SG	N;MASC;SG
الاستهلاك	amortización	اِستِهلَاك	amortización	N;NOM;DEF;SG	N;FEM;SG
الاستهلاك	depreciación	اِستِهلَاك	depreciación	N;NOM;DEF;SG	N;FEM;SG
سباح	nadador	سَبَّاح	nadador	N;NOM;INDF;SG	N;MASC;SG
تنام	durmiendo	تنام	dormir	V;MASC;IMP;SG;FIN	V;V.MSDR
تنام	dormir	تنام	dormir	V;MASC;IMP;SG;FIN	V;NFIN
الالعاب	juegos	لَعب	juego	N;NOM;DEF;PL	N;MASC;PL
متكامل	integrado	مُتَكَامِل	integrado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
متكامل	integrada	مُتَكَامِل	integrado	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
صدمة	conmoción	صَدمَة	conmoción	N;NOM;INDF;SG	N;FEM;SG
صدمة	shock	صَدمَة	shock	N;NOM;INDF;SG	N;MASC;SG
صدمة	choque	صَدمَة	choque	N;NOM;INDF;SG	N;MASC;SG
اكتسبت	adquirió	اِكتَسَب	adquirir	V;PFV;FEM;SG;3;ACT	V;IND;SG;3;PST;FIN
مقدسة	sagrado	مُقَدَّس	sagrado	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
مقدسة	sagrada	مُقَدَّس	sagrado	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
رشح	filtrar	رَشَح	filtrar	V;PFV;MASC;SG;3;ACT	V;NFIN
الوردي	pink	وَردِيّ	pink	N;NOM;DEF;SG	N;SG
الوردي	rosado	وَردِيّ	rosar	N;NOM;DEF;SG	N;MASC;SG
الوردي	rosa	وَردِيّ	rosa	N;NOM;DEF;SG	N;FEM;SG
التنافس	rivalidad	تَنَافُس	rivalidad	N;NOM;DEF;SG	N;FEM;SG
المشروبات	tragos	مَشرُوب	trago	N;NOM;DEF;PL	N;MASC;PL
المشروبات	bebidas	مَشرُوب	bebida	N;NOM;DEF;PL	N;FEM;PL
المشروبات	copas	مَشرُوب	copa	N;NOM;DEF;PL	N;FEM;PL
تحلل	descomposición	حَلَّل	descomposición	N;NOM;INDF;SG	N;FEM;SG
وصفة	receta	وصفة	receta	N;NOM;INDF;SG	N;FEM;SG
وصفة	prescripción	وصفة	prescripción	N;NOM;INDF;SG	N;FEM;SG
وصفة	receta	وصفة	receta	N;NOM;INDF;SG	N;FEM;SG
كثيفة	densa	كَثِيف	denso	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG
كثيفة	denso	كَثِيف	denso	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
ينظم	reglamenta	نَظَّم	reglamentar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
ينظم	regula	نَظَّم	regular	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
ينظم	organiza	نَظَّم	organizar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
المثقفين	intelectuales	مُثَقَّف	intelectual	N;NOM;DEF;PL	N;PL
القبر	tumba	قَبر	tumba	N;NOM;DEF;SG	N;FEM;SG
القبر	sepulcro	قَبر	sepulcro	N;NOM;DEF;SG	N;MASC;SG
القبر	tumba	قَبر	tumba	N;NOM;DEF;SG	N;FEM;SG
دستورية	constitucional	دُستُورِيّ	constitucional	ADJ;NOM;INDF;FEM;SG	ADJ;SG
تاجر	comerciante	تَاجِر	comerciante	N;NOM;INDF;SG	N;SG
تاجر	mercante	تَاجِر	mercante	N;NOM;INDF;SG	N;SG
تاجر	mercader	تَاجِر	mercader	N;NOM;INDF;SG	N;MASC;SG
تاجر	comerciante	تَاجِر	comerciante	N;NOM;INDF;SG	N;SG
تاجر	distribuidor	تَاجِر	distribuidor	N;NOM;INDF;SG	N;MASC;SG
تاجر	comerciante	تَاجِر	comerciante	N;NOM;INDF;SG	N;SG
تاجر	concesionario	تَاجِر	concesionario	N;NOM;INDF;SG	N;MASC;SG
مؤامرة	trama	مُؤَامَرَة	trama	N;NOM;INDF;SG	N;FEM;SG
مؤامرة	argumento	مُؤَامَرَة	argumento	N;NOM;INDF;SG	N;MASC;SG
مؤامرة	complot	مُؤَامَرَة	complot	N;NOM;INDF;SG	N;MASC;SG
مؤامرة	parcela	مُؤَامَرَة	parcela	N;NOM;INDF;SG	N;FEM;SG
مؤامرة	conspiración	مُؤَامَرَة	conspiración	N;NOM;INDF;SG	N;FEM;SG
رقمي	digital	رَقَمِيّ	digital	ADJ;NOM;INDF;MASC;SG	ADJ;SG
الحرائق	fuegos	حَرِيق	fuego	N;NOM;DEF;PL	N;MASC;PL
الحرائق	incendios	حَرِيق	incendio	N;NOM;DEF;PL	N;MASC;PL
الفتنة	sedición	فِتنَة	sedición	N;NOM;DEF;SG	N;FEM;SG
مزدوجة	doble	مُزدَوِج	doble	ADJ;NOM;INDF;FEM;SG	ADJ;SG
الاستراتيجي	estratégico	إِسترَاتِيجِيّ	estratégico	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
الاستراتيجي	estratégica	إِسترَاتِيجِيّ	estratégico	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
الفواكه	frutos	فَاكِهَة	fruto	N;NOM;DEF;PL	N;MASC;PL
الفواكه	frutas	فَاكِهَة	fruta	N;NOM;DEF;PL	N;FEM;PL
الفواكه	frutas	فَاكِهَة	fruta	N;NOM;DEF;PL	N;FEM;PL
الفواكه	frutos	فَاكِهَة	fruto	N;NOM;DEF;PL	N;MASC;PL
تسوية	asentamiento	تَسوِيَة	asentamiento	N;NOM;INDF;SG	N;MASC;SG
تسوية	liquidación	تَسوِيَة	liquidación	N;NOM;INDF;SG	N;FEM;SG
تسوية	compromiso	تَسوِيَة	compromiso	N;NOM;INDF;SG	N;MASC;SG
الالكتروني	electrónico	إِلِكترُونِيّ	electrónico	ADJ;NOM;DEF;MASC;SG	ADJ;MASC;SG
الالكتروني	electrónica	إِلِكترُونِيّ	electrónico	ADJ;NOM;DEF;MASC;SG	ADJ;FEM;SG
الاتحادي	federal	اِتِّحَادِيّ	federal	ADJ;NOM;DEF;MASC;SG	ADJ;SG
حراري	térmico	حراري	térmico	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
حراري	termal	حراري	termal	ADJ;NOM;INDF;MASC;SG	ADJ;SG
حراري	térmica	حراري	térmico	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
نشرة	boletín	نَشرَة	boletín	N;NOM;INDF;SG	N;MASC;SG
قزوين	caspio	قَزوِين	caspio	N;NOM;INDF;SG	N;MASC;SG
قادرين	capaces	قَادِر	capaz	ADJ;NOM;INDF;MASC;PL	ADJ;PL
استقالة	dimisión	اِستِقَالَة	dimisión	N;NOM;INDF;SG	N;FEM;SG
استقالة	resignación	اِستِقَالَة	resignación	N;NOM;INDF;SG	N;FEM;SG
استقالة	renuncia	اِستِقَالَة	renuncia	N;NOM;INDF;SG	N;FEM;SG
المثالي	ideal	مِثَالِي	ideal	ADJ;NOM;DEF;MASC;SG	ADJ;SG
القطعة	pieza	قُطعَة	pieza	N;NOM;DEF;SG	N;FEM;SG
القطعة	segmento	قُطعَة	segmento	N;NOM;DEF;SG	N;MASC;SG
المعارضين	adversarios	مُعَارِض	adversario	N;NOM;DEF;PL	N;MASC;PL
المعارضين	oponentes	مُعَارِض	oponente	N;NOM;DEF;PL	N;PL
المعارضين	opositores	مُعَارِض	opositor	N;NOM;DEF;PL	N;MASC;PL
افراد	individuos	فَرد	individuo	N;NOM;INDF;PL	N;MASC;PL
التسمم	intoxicación	تَسَمُّم	intoxicación	N;NOM;DEF;SG	N;FEM;SG
التسمم	envenenamiento	تَسَمُّم	envenenamiento	N;NOM;DEF;SG	N;MASC;SG
حليب	leche	حليب	leche	N;NOM;INDF;SG	N;FEM;SG
حليب	milk	حليب	milk	N;NOM;INDF;SG	N
مطلق	divorciada	مُطلَق	divorciado	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
مطلق	divorciado	مُطلَق	divorciado	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
النظير	peer	نَظِير	peer	N;NOM;DEF;SG	N
النظير	homólogo	نَظِير	homólogo	N;NOM;DEF;SG	N;MASC;SG
النظير	contraparte	نَظِير	contraparte	N;NOM;DEF;SG	N;FEM;SG
بندقية	escopeta	بُندُقِيَّة	escopeta	N;NOM;INDF;SG	N;FEM;SG
بندقية	fusil	بُندُقِيَّة	fusil	N;NOM;INDF;SG	N;MASC;SG
بندقية	rifle	بُندُقِيَّة	rifle	N;NOM;INDF;SG	N;MASC;SG
المعيشة	living	مَعِيشَة	living	N;NOM;DEF;SG	N;MASC;SG
الاكتشاف	discovery	اِكتِشَاف	discovery	N;NOM;DEF;SG	N;MASC;SG
الاكتشاف	descubrimiento	اِكتِشَاف	descubrimiento	N;NOM;DEF;SG	N;MASC;SG
العقاقير	fármacos	عَقَّار	fármaco	N;NOM;DEF;PL	N;MASC;PL
العقاقير	medicamentos	عَقَّار	medicamento	N;NOM;DEF;PL	N;MASC;PL
العقاقير	drogas	عَقَّار	droga	N;NOM;DEF;PL	N;FEM;PL
جنائية	criminal	جِنَائِيّ	criminal	ADJ;NOM;INDF;FEM;SG	ADJ;SG
جنائية	penal	جِنَائِيّ	penal	ADJ;NOM;INDF;FEM;SG	ADJ;SG
السامي	sami	سَامِي	sami	N;NOM;DEF;SG	N;MASC;SG
منارة	faro	منارة	faro	N;NOM;INDF;SG	N;MASC;SG
منارة	baliza	منارة	baliza	N;NOM;INDF;SG	N;FEM;SG
مذيع	locutor	مُذِيع	locutor	N;NOM;INDF;SG	N;MASC;SG
مذيع	emisora	مُذِيع	emisora	N;NOM;INDF;SG	N;FEM;SG
مذيع	locutor	مُذِيع	locutor	N;NOM;INDF;SG	N;MASC;SG
حفرة	agujero	حَفرَة	agujero	N;NOM;INDF;SG	N;MASC;SG
حفرة	hole	حَفرَة	hole	N;NOM;INDF;SG	N;MASC;SG
حفرة	hueco	حَفرَة	hueco	N;NOM;INDF;SG	N;MASC;SG
حفرة	hoyo	حَفرَة	hoyo	N;NOM;INDF;SG	N;MASC;SG
حفرة	foso	حَفرَة	foso	N;NOM;INDF;SG	N;MASC;SG
حفرة	fosa	حَفرَة	fosa	N;NOM;INDF;SG	N;FEM;SG
حفرة	pit	حَفرَة	pit	N;NOM;INDF;SG	N
حفرة	pozo	حَفرَة	pozo	N;NOM;INDF;SG	N;MASC;SG
حفرة	hoyo	حَفرَة	hoyo	N;NOM;INDF;SG	N;MASC;SG
المستوطنات	asentamientos	مُستَوطَنَة	asentamiento	N;NOM;DEF;PL	N;MASC;PL
المستوطنات	liquidaciones	مُستَوطَنَة	liquidación	N;NOM;DEF;PL	N;FEM;PL
متطورة	sofisticado	مُتَطَوِّر	sofisticado	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
متطورة	sofisticada	مُتَطَوِّر	sofisticado	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
الجرحى	heridos	جَرِيح	herido	N;NOM;DEF;PL	N;MASC;PL
تراكم	acumulación	تَرَاكُم	acumulación	N;NOM;INDF;SG	N;FEM;SG
قاسية	áspero	قَاسِي	áspero	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;SG
مؤشرات	indicadores	مُؤَشِّر	indicador	N;NOM;INDF;PL	N;MASC;PL
مؤشرات	indicaciones	مُؤَشِّر	indicación	N;NOM;INDF;PL	N;FEM;PL
مؤشرات	indicios	مُؤَشِّر	indicio	N;NOM;INDF;PL	N;MASC;PL
واجب	duty	وَاجِب	duty	N;NOM;INDF;SG	N
واجب	tarea	وَاجِب	tarea	N;NOM;INDF;SG	N;FEM;SG
الاستثمارات	inversiones	اِستِثمَار	inversión	N;NOM;DEF;PL	N;FEM;PL
الاستثمارات	inversiones	اِستِثمَار	inversión	N;NOM;DEF;PL	N;FEM;PL
تقليدي	tradicional	تَقلِيدِيّ	tradicional	ADJ;NOM;INDF;MASC;SG	ADJ;SG
تقليدي	clásica	تَقلِيدِيّ	clásico	ADJ;NOM;INDF;MASC;SG	ADJ;FEM;SG
تقليدي	clasico	تَقلِيدِيّ	clasico	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
تقليدي	clásico	تَقلِيدِيّ	clásico	ADJ;NOM;INDF;MASC;SG	ADJ;MASC;SG
شهيد	shahid	شَهِيد	shahid	N;NOM;INDF;SG	N;SG
شهيد	mártir	شَهِيد	mártir	N;NOM;INDF;SG	N;MASC;SG
شهيد	martirio	شَهِيد	martirio	N;NOM;INDF;SG	N;MASC;SG
العامية	jerga	عَامِيَّة	jerga	N;NOM;DEF;SG	N;FEM;SG
هدية	obsequio	هَدِيَّة	obsequio	N;NOM;INDF;SG	N;MASC;SG
هدية	regalo	هَدِيَّة	regalo	N;NOM;INDF;SG	N;MASC;SG
انتقادات	críticas	اِنتِقَاد	crítica	N;NOM;INDF;PL	N;FEM;PL
انتقادات	criticas	اِنتِقَاد	critica	N;NOM;INDF;PL	N;FEM;PL
انتقادات	críticas	اِنتِقَاد	crítica	N;NOM;INDF;PL	N;FEM;PL
تشعر	sentir	شَعَر	sentir	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;NFIN
حشرات	insectos	حَشَرَة	insecto	N;NOM;INDF;PL	N;MASC;PL
حشرات	bugs	حَشَرَة	bugs	N;NOM;INDF;PL	N;MASC;PL
حشرات	bichos	حَشَرَة	bicho	N;NOM;INDF;PL	N;MASC;PL
حشرات	errores	حَشَرَة	error	N;NOM;INDF;PL	N;MASC;PL
تطالب	exigiendo	طَالَب	exigir	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;V.MSDR
تطالب	exigir	طَالَب	exigir	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NFIN
الدخان	humo	دَخَّان	humo	N;NOM;DEF;SG	N;MASC;SG
الجزاء	sanción	جَزَاء	sanción	N;NOM;DEF;SG	N;FEM;SG
الجزاء	pena	جَزَاء	pena	N;NOM;DEF;SG	N;FEM;SG
الجزاء	penalización	جَزَاء	penalización	N;NOM;DEF;SG	N;FEM;SG
الجزاء	sanción	جَزَاء	sanción	N;NOM;DEF;SG	N;FEM;SG
الاعتقال	detención	اِعتِقَال	detención	N;NOM;DEF;SG	N;FEM;SG
الاعتقال	arresto	اِعتِقَال	arresto	N;NOM;DEF;SG	N;MASC;SG
الاعتقال	detención	اِعتِقَال	detención	N;NOM;DEF;SG	N;FEM;SG
الزوايا	esquinas	زَاوِيَة	esquina	N;NOM;DEF;PL	N;FEM;PL
الزوايا	rincones	زَاوِيَة	rincón	N;NOM;DEF;PL	N;MASC;PL
الزوايا	ángulos	زَاوِيَة	ángulo	N;NOM;DEF;PL	N;MASC;PL
خلاصة	resumen	خُلَاصَة	resumen	N;NOM;INDF;SG	N;MASC;SG
الوفاق	reconciliación	وِفَاق	reconciliación	N;NOM;DEF;SG	N;FEM;SG
الوفاق	conciliación	وِفَاق	conciliación	N;NOM;DEF;SG	N;FEM;SG
الوفاق	concord	وِفَاق	concord	N;NOM;DEF;SG	N;MASC
الوفاق	concordia	وِفَاق	concordia	N;NOM;DEF;SG	N;FEM;SG
متصفح	explorador	متصفح	explorador	N;NOM;INDF;SG	N;MASC;SG
متصفح	navegador	متصفح	navegador	N;NOM;INDF;SG	N;MASC;SG
تسرب	filtración	تَسَرُّب	filtración	N;NOM;INDF;SG	N;FEM;SG
دعاء	oracion	دِعَاء	oracion	N;NOM;INDF;SG	N;FEM;SG
دعاء	plegaria	دِعَاء	plegario	N;NOM;INDF;SG	N;FEM;SG
دعاء	oración	دِعَاء	oración	N;NOM;INDF;SG	N;FEM;SG
دعاء	rezo	دِعَاء	rezo	N;NOM;INDF;SG	N;MASC;SG
تمدد	tramo	تَمَدُّد	tramo	N;NOM;INDF;SG	N;MASC;SG
تمدد	estiramiento	تَمَدُّد	estiramiento	N;NOM;INDF;SG	N;MASC;SG
سماء	cielo	سَمَاء	cielo	N;NOM;INDF;SG	N;MASC;SG
سماء	sky	سَمَاء	sky	N;NOM;INDF;SG	N
مهد	cuna	مَهَّد	cuna	N;NOM;INDF;SG	N;FEM;SG
مهد	cuna	مَهَّد	cuna	N;NOM;INDF;SG	N;FEM;SG
مساكن	residencias	مَسكَن	residencia	N;NOM;INDF;PL	N;FEM;PL
مساكن	viviendas	مَسكَن	vivienda	N;NOM;INDF;PL	N;FEM;PL
يثير	plantea	أَثَار	plantear	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
ترمز	simbolizando	رَمَز	simbolizar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;V.MSDR
ترمز	simboliza	رَمَز	simbolizar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
ترمز	simboliza	رَمَز	simbolizar	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
الميثاق	pacto	مِيثَاق	pacto	N;NOM;DEF;SG	N;MASC;SG
الميثاق	pacto	مِيثَاق	pacto	N;NOM;DEF;SG	N;MASC;SG
الميثاق	charter	مِيثَاق	charter	N;NOM;DEF;SG	N;MASC;SG
الميثاق	chárter	مِيثَاق	chárter	N;NOM;DEF;SG	N;MASC;SG
الميثاق	carta	مِيثَاق	carta	N;NOM;DEF;SG	N;FEM;SG
الانتقادات	críticas	اِنتِقَاد	crítica	N;NOM;DEF;PL	N;FEM;PL
الانتقادات	criticas	اِنتِقَاد	critica	N;NOM;DEF;PL	N;FEM;PL
الانتقادات	críticas	اِنتِقَاد	crítica	N;NOM;DEF;PL	N;FEM;PL
خبز	pan	خَبز	pan	N;NOM;INDF;SG	N;MASC;SG
تقوية	fortalecimiento	تَقوِيَة	fortalecimiento	N;NOM;INDF;SG	N;MASC;SG
تقوية	refuerzo	تَقوِيَة	refuerzo	N;NOM;INDF;SG	N;MASC;SG
تقوية	reforzamiento	تَقوِيَة	reforzamiento	N;NOM;INDF;SG	N;MASC;SG
تقوية	fortalecimiento	تَقوِيَة	fortalecimiento	N;NOM;INDF;SG	N;MASC;SG
تقوية	refuerzo	تَقوِيَة	refuerzo	N;NOM;INDF;SG	N;MASC;SG
تقوية	reforzamiento	تَقوِيَة	reforzamiento	N;NOM;INDF;SG	N;MASC;SG
مدفعية	artillería	مِدفَعِيَّة	artillería	N;NOM;INDF;SG	N;FEM;SG
قزم	duende	قَزَّم	duende	N;NOM;INDF;SG	N;MASC;SG
