yang	que	yang	que	PRO	PRO;MASC;SG
diri	auto	diri	auto	N;SG	N;MASC;SG
diri	self	diri	self	N;SG	N;MASC;SG
pemain	player	penmain	player	N;SG	N;MASC;SG
pemain	reprodutor	penmain	reprodutor	N;SG	N;MASC;SG
pemain	jogador	penmain	jogador	N;SG	N;MASC;SG
program	programa	program	programa	N;SG	N;MASC;SG
program	programa	program	programa	N;SG	N;MASC;SG
pesawat	avião	pesawat	avião	N;SG	N;MASC;SG
pesawat	aeronave	pesawat	aeronave	N;SG	N;FEM;SG
pesawat	avião	pesawat	avião	N;SG	N;MASC;SG
pesawat	avião	pesawat	avião	N;SG	N;MASC;SG
juli	julho	juli	julho	N;SG	N;MASC;SG
juli	juli	juli	juli	N;SG	N;FEM;SG
umumnya	geralmente	umumnya	geralmente	ADV	ADV
umumnya	comumente	umumnya	comumente	ADV	ADV
stasiun	estação	stasiun	estação	N;SG	N;FEM;SG
akhirnya	eventualmente	akhirnya	eventualmente	ADV	ADV
akhirnya	enfim	akhirnya	enfim	ADV	ADV
akhirnya	finalmente	akhirnya	finalmente	ADV	ADV
nebula	nebulosa	nebula	nebuloso	N	N;FEM;SG
lahir	nascido	lahir	nascer	V;SG;ACT	V;MASC;SG;V.PTCP
lahir	nascida	lahir	nascer	V;SG;ACT	V;FEM;SG;V.PTCP
lahir	nasceu	lahir	nascer	V;SG;ACT	V;IND;SG;3;PST;FIN
bumi	earth	bumi	earth	N;SG	N;MASC;SG
bumi	terra	bumi	terra	N;SG	N;FEM;SG
bumi	bumi	bumi	bumi	N;SG	N;MASC;SG
dilakukan	feito	dilakukan	fazer	V;SG;PASS	V;MASC;SG;V.PTCP
bernama	nomeada	bernama	nomear	V;SG;ACT	V;FEM;SG;V.PTCP
bernama	nomeado	bernama	nomear	V;SG;ACT	V;MASC;SG;V.PTCP
bentuk	forma	bentuk	forma	N;SG	N;FEM;SG
bentuk	shape	bentuk	shape	N;SG	N;MASC;SG
bentuk	forma	bentuk	forma	N;SG	N;FEM;SG
bentuk	formulário	bentuk	formulário	N;SG	N;MASC;SG
sebelumnya	antes	sebelumnya	antes	ADV	ADV
februari	fevereiro	februari	fevereiro	N;SG	N;MASC;SG
proses	processo	proses	processo	N;SG	N;MASC;SG
diptera	diptera	diptera	dipterar	N	N;MASC;SG
akhir	end	akhir	end	N;SG	N;MASC;SG
akhir	final	akhir	final	N;SG	N;MASC;SG
akhir	fim	akhir	fim	N;SG	N;MASC;SG
hasil	resultado	hasil	resultado	N;SG	N;MASC;SG
hasil	rendimento	hasil	rendimento	N;SG	N;MASC;SG
hasil	resultado	hasil	resultado	N;SG	N;MASC;SG
versi	versão	versi	versão	N;SG	N;FEM;SG
pemerintahan	governo	penperintahan	governo	N;SG	N;MASC;SG
pemerintahan	governação	penperintahan	governação	N;SG	N;FEM;SG
pemerintahan	governança	penperintahan	governança	N;SG	N;FEM;SG
republik	republik	republik	republik	N	N;MASC;SG
republik	republicana	republik	republicano	N	N;FEM;SG
republik	republicanos	republik	republicano	N	N;MASC;PL
republik	republicano	republik	republicano	N	N;MASC;SG
republik	república	republik	república	N	N;FEM;SG
sering	freqüentemente	sering	freqüentemente	ADV	ADV
sering	frequentemente	sering	frequentemente	ADV	ADV
sering	freqüentemente	sering	freqüentemente	ADV	ADV
sering	frequentemente	sering	frequentemente	ADV	ADV
group	grupo	group	grupo	N	N;MASC;SG
buku	livro	buku	livro	N;SG	N;MASC;SG
suku	tribo	suku	tribo	N;SG	N;FEM;SG
suku	tribal	suku	tribal	N;SG	N;MASC;SG
partai	partido	partai	partido	N;SG	N;MASC;SG
partai	party	partai	party	N;SG	N;MASC;SG
partai	festa	partai	festa	N;SG	N;FEM;SG
keluarga	família	keluarga	família	N;SG	N;FEM;SG
keluarga	familia	keluarga	familia	N;SG	N;FEM;SG
ilmu	ciência	ilmu	ciência	N;SG	N;FEM;SG
berubah	mudando	berrubah	mudar	V;SG;ACT	V;V.MSDR
berubah	mudado	berrubah	mudar	V;SG;ACT	V;MASC;SG;V.PTCP
berubah	alterado	berrubah	alterar	V;SG;ACT	V;MASC;SG;V.PTCP
berubah	mudou	berrubah	mudar	V;SG;ACT	V;IND;SG;3;PST;FIN
berubah	alterada	berrubah	alterar	V;SG;ACT	V;FEM;SG;V.PTCP
berubah	mudei	berrubah	mudar	V;SG;ACT	V;IND;SG;1;PST;FIN
berubah	mudar	berrubah	mudar	V;SG;ACT	V;NFIN
pengguna	utilizador	penguna	utilizador	N;SG	N;MASC;SG
pengguna	usuário	penguna	usuário	N;SG	N;MASC;SG
luas	wide	luas	wide	N;SG	N;MASC;SG
luas	area	luas	area	N;SG	N;FEM;SG
luas	área	luas	área	N;SG	N;FEM;SG
acara	acontecimento	acara	acontecimento	N;SG	N;MASC;SG
acara	evento	acara	evento	N;SG	N;MASC;SG
asal	origem	asal	origem	N;SG	N;FEM;SG
kapal	recipiente	kapal	recipiente	N;SG	N;MASC;SG
kapal	embarcação	kapal	embarcação	N;SG	N;FEM;SG
kapal	navio	kapal	navio	N;SG	N;MASC;SG
kapal	nave	kapal	nave	N;SG	N;FEM;SG
kapal	embarcação	kapal	embarcação	N;SG	N;FEM;SG
kapal	navio	kapal	navio	N;SG	N;MASC;SG
kapal	barco	kapal	barco	N;SG	N;MASC;SG
kapal	bote	kapal	bote	N;SG	N;MASC;SG
kapal	embarcação	kapal	embarcação	N;SG	N;FEM;SG
bermain	jogar	bermain	jogar	V;SG;ACT	V;NFIN
bermain	joga	bermain	jogar	V;SG;ACT	V;IND;SG;3;PRS;FIN
bermain	jogue	bermain	joguar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
bermain	reproduzir	bermain	reproduzir	V;SG;ACT	V;NFIN
bermain	joga	bermain	jogar	V;SG;ACT	V;IND;SG;3;PRS;FIN
bermain	jogar	bermain	jogar	V;SG;ACT	V;NFIN
bermain	tocando	bermain	tocar	V;SG;ACT	V;V.MSDR
bermain	jogando	bermain	jogar	V;SG;ACT	V;V.MSDR
bermain	brincando	bermain	brincar	V;SG;ACT	V;V.MSDR
kelompok	grupo	kelompok	grupo	N;SG	N;MASC;SG
agama	religião	agama	religião	N;SG	N;FEM;SG
memberikan	dar	menberikan	dar	V;SG;ACT	V;NFIN
memberikan	dando	menberikan	dar	V;SG;ACT	V;V.MSDR
memberikan	concedendo	menberikan	conceder	V;SG;ACT	V;V.MSDR
memberikan	conceder	menberikan	conceder	V;SG;ACT	V;NFIN
memberikan	dê	menberikan	dar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
memberikan	dar	menberikan	dar	V;SG;ACT	V;NFIN
memberikan	dá	menberikan	dar	V;SG;ACT	V;IND;SG;3;PRS;FIN
eropa	europa	eropa	europa	N;SG	N;FEM;SG
eropa	europeu	eropa	europeu	N;SG	N;MASC;SG
eropa	europeia	eropa	europeu	N;SG	N;FEM;SG
lama	velho	lama	velho	ADJ;SG	ADJ;MASC;SG
lama	antigo	lama	antigo	ADJ;SG	ADJ;MASC;SG
lama	velha	lama	velho	ADJ;SG	ADJ;FEM;SG
lama	longa	lama	longo	ADJ;SG	ADJ;FEM;SG
batu	stone	batu	stone	N;SG	N;MASC;SG
batu	pedra	batu	pedra	N;SG	N;FEM;SG
batu	batu	batu	batu	N;SG	N;MASC;SG
batu	rochedo	batu	rochedo	N;SG	N;MASC;SG
batu	rocha	batu	rocha	N;SG	N;FEM;SG
batu	pedra	batu	pedra	N;SG	N;FEM;SG
batu	rock	batu	rock	N;SG	N;MASC;SG
wikipedia	wikipédia	wikipedia	wikipédia	N	N;FEM;SG
wikipedia	wikipedia	wikipedia	wikipedia	N	N;FEM;SG
jiwa	alma	jiwa	alma	N;SG	N;FEM;SG
jiwa	soul	jiwa	soul	N;SG	N;MASC;SG
saja	só	saja	só	ADV	ADV
saja	apenas	saja	apenas	ADV	ADV
saja	somente	saja	somente	ADV	ADV
saja	unicamente	saja	unicamente	ADV	ADV
halaman	pagina	halaman	pagina	N;SG	N;FEM;SG
halaman	página	halaman	página	N;SG	N;FEM;SG
halaman	page	halaman	pagar	N;SG	N;MASC;SG
hukum	lei	hukum	lei	N;SG;ACT	N;FEM;SG
hukum	direito	hukum	direito	N;SG;ACT	N;MASC;SG
hukum	law	hukum	law	N;SG;ACT	N;MASC;SG
hukum	jurídica	hukum	jurídico	N;SG;ACT	N;FEM;SG
orbit	orbital	orbit	orbital	N	N;MASC;SG
orbit	orbitais	orbit	orbital	N	N;MASC;PL
orbit	órbita	orbit	órbita	N	N;FEM;SG
orbit	orbita	orbit	orbita	N	N;FEM;SG
orbit	órbitas	orbit	órbita	N	N;FEM;PL
orbit	orbita	orbit	orbita	N	N;FEM;SG
diterbitkan	emitida	diterbitkan	emitir	V;SG;PASS	V;FEM;SG;V.PTCP
diterbitkan	emitiu	diterbitkan	emitir	V;SG;PASS	V;IND;SG;3;PST;FIN
diterbitkan	emitido	diterbitkan	emitir	V;SG;PASS	V;MASC;SG;V.PTCP
diterbitkan	publicou	diterbitkan	publicar	V;SG;PASS	V;IND;SG;3;PST;FIN
diterbitkan	publicada	diterbitkan	publicar	V;SG;PASS	V;FEM;SG;V.PTCP
diterbitkan	publicado	diterbitkan	publicar	V;SG;PASS	V;MASC;SG;V.PTCP
raya	raya	raya	raya	N;SG	N;MASC;SG
pasukan	tropa	pasukan	tropa	N;SG	N;FEM;SG
pasukan	squad	pasukan	squad	N;SG	N;MASC;SG
pasukan	pelotão	pasukan	pelotão	N;SG	N;MASC;SG
pasukan	esquadrão	pasukan	esquadrão	N;SG	N;MASC;SG
pasukan	tropa	pasukan	tropa	N;SG	N;FEM;SG
dirilis	lançado	dirilis	lançar	V;SG;PASS	V;MASC;SG;V.PTCP
dirilis	libertado	dirilis	libertar	V;SG;PASS	V;MASC;SG;V.PTCP
dirilis	liberado	dirilis	liberar	V;SG;PASS	V;MASC;SG;V.PTCP
dirilis	liberada	dirilis	liberar	V;SG;PASS	V;FEM;SG;V.PTCP
dirilis	divulgado	dirilis	divulgar	V;SG;PASS	V;MASC;SG;V.PTCP
dirilis	solto	dirilis	solto	V;SG;PASS	V;MASC;SG;V.PTCP
tokoh	carácter	tokoh	carácter	N;SG	N;MASC;SG
tokoh	caractere	tokoh	caractere	N;SG	N;MASC;SG
tokoh	personagem	tokoh	personagem	N;SG	N;MASC;SG
tokoh	caracter	tokoh	caracter	N;SG	N;MASC;SG
tokoh	caráter	tokoh	caráter	N;SG	N;MASC;SG
tokoh	figura	tokoh	figura	N;SG	N;FEM;SG
tokoh	figure	tokoh	figure	N;SG	N;MASC;SG
tanpa	sem	tanpa	sem	ADP	ADP
bangsa	nação	bangsa	nação	N;SG	N;FEM;SG
bangsa	nation	bangsa	nation	N;SG	N;MASC;SG
penghargaan	premiação	penhargaan	premiação	N;SG	N;FEM;SG
penghargaan	awards	penhargaan	award	N;SG	N;MASC;SG
penghargaan	prémio	penhargaan	prémio	N;SG	N;MASC;SG
penghargaan	prêmio	penhargaan	prêmio	N;SG	N;MASC;SG
penghargaan	apreço	penhargaan	apreço	N;SG	N;MASC;SG
penghargaan	apreciação	penhargaan	apreciação	N;SG	N;FEM;SG
klub	club	klub	club	N;SG	N;MASC;SG
klub	clube	klub	clube	N;SG	N;MASC;SG
terkenal	famosa	terkenal	famoso	ADJ;SG;PASS	ADJ;FEM;SG
terkenal	famoso	terkenal	famoso	ADJ;SG;PASS	ADJ;MASC;SG
terkenal	notória	terkenal	notória	ADJ;SG;PASS	ADJ;FEM;SG
terkenal	notório	terkenal	notório	ADJ;SG;PASS	ADJ;MASC;SG
ketua	elder	ketua	elder	N;SG	N;MASC;SG
ketua	ancião	ketua	ancião	N;SG	N;MASC;SG
ketua	chief	ketua	chief	N;SG	N;MASC;SG
ketua	chefe	ketua	chefe	N;SG	N;MASC;SG
ketua	alcaide	ketua	alcaide	N;SG	N;MASC;SG
ketua	presidente	ketua	presidente	N;SG	N;MASC;SG
ketua	cadeira	ketua	cadeira	N;SG	N;FEM;SG
gunung	montanha	gunung	montanha	N;SG	N;FEM;SG
gunung	monte	gunung	monte	N;SG	N;MASC;SG
gunung	mount	gunung	mount	N;SG	N;MASC;SG
meskipun	embora	meskipun	embora	CONJ	CONJ
meskipun	embora	meskipun	embora	CONJ	CONJ
cara	cara	cara	cara	N;SG	N;FEM;SG
berbeda	difere	berbeda	diferir	V;SG;ACT	V;IND;SG;3;PRS;FIN
sedang	meio	sedang	meio	ADV	ADV
bintang	estrela	bintang	estrela	N;SG	N;FEM;SG
bintang	star	bintang	star	N;SG	N;MASC;SG
bintang	stars	bintang	star	N;SG	N;MASC;SG
jalur	path	jalur	path	N;SG	N;MASC;SG
jalur	caminho	jalur	caminho	N;SG	N;MASC;SG
politik	politica	politik	politica	N;SG	N;FEM;SG
politik	política	politik	política	N;SG	N;FEM;SG
politik	politico	politik	politico	N;SG	N;MASC;SG
politik	político	politik	político	N;SG	N;MASC;SG
ibu	mãe	ibu	mãe	N;SG	N;FEM;SG
ibu	mamãe	ibu	mamãe	N;SG	N;FEM;SG
ibu	mãe	ibu	mãe	N;SG	N;FEM;SG
ibu	mamãe	ibu	mamãe	N;SG	N;FEM;SG
tingkat	taxa	tingkat	taxa	N;SG	N;FEM;SG
tingkat	nivel	tingkat	nivel	N;SG	N;MASC;SG
tingkat	nível	tingkat	nível	N;SG	N;MASC;SG
tingkat	level	tingkat	level	N;SG	N;MASC;SG
kereta	carruagem	kereta	carruagem	N;SG	N;FEM;SG
kereta	trem	kereta	trem	N;SG	N;MASC;SG
kereta	comboio	kereta	comboio	N;SG	N;MASC;SG
ruang	sala	ruang	sala	N;SG	N;FEM;SG
ruang	quarto	ruang	quarto	N;SG	N;MASC;SG
ruang	espaço	ruang	espaço	N;SG	N;MASC;SG
ruang	space	ruang	space	N;SG	N;MASC;SG
tinggal	ficar	tinggal	ficar	V;SG;ACT	V;NFIN
tinggal	fica	tinggal	ficar	V;SG;ACT	V;IND;SG;3;PRS;FIN
tinggal	fique	tinggal	ficar	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
empat	quatro	empat	quatro	NUM	NUM
ekonomi	economia	ekonomi	economia	N;SG	N;FEM;SG
ekonomi	economia	ekonomi	economia	N;SG	N;FEM;SG
organisasi	organização	organisasi	organização	N;SG	N;FEM;SG
organisasi	organização	organisasi	organização	N;SG	N;FEM;SG
bahan	material	bahan	material	N;SG	N;MASC;SG
bahan	ingrediente	bahan	ingrediente	N;SG	N;MASC;SG
api	fire	api	fire	N;SG	N;MASC;SG
api	fogueira	api	fogueira	N;SG	N;FEM;SG
api	fogo	api	fogo	N;SG	N;MASC;SG
api	incêndio	api	incêndio	N;SG	N;MASC;SG
api	api	api	api	N;SG	N;FEM;SG
ilmiah	científico	ilmiah	científico	ADJ;SG	ADJ;MASC;SG
video	vídeo	video	vídeo	N;SG	N;MASC;SG
video	video	video	video	N;SG	N;MASC;SG
terakhir	último	terakhir	último	ADJ;RL;SG	ADJ;MASC;SG
terakhir	última	terakhir	último	ADJ;RL;SG	ADJ;FEM;SG
angkatan	force	angkatan	forcer	N;SG	N;MASC;SG
angkatan	força	angkatan	força	N;SG	N;FEM;SG
angkatan	turma	angkatan	turma	N;SG	N;FEM;SG
angkatan	classe	angkatan	classe	N;SG	N;FEM;SG
angkatan	aula	angkatan	aula	N;SG	N;FEM;SG
dibuat	feita	dibuat	fazer	V;SG;PASS	V;FEM;SG;V.PTCP
dibuat	feito	dibuat	fazer	V;SG;PASS	V;MASC;SG;V.PTCP
dibuat	criada	dibuat	criar	V;SG;PASS	V;FEM;SG;V.PTCP
dibuat	criado	dibuat	criar	V;SG;PASS	V;MASC;SG;V.PTCP
dibuat	criou	dibuat	criar	V;SG;PASS	V;IND;SG;3;PST;FIN
berkas	arquivo	berkas	arquivo	N;SG	N;MASC;SG
berkas	ficheiro	berkas	ficheiro	N;SG	N;MASC;SG
bekerja	trabalhar	bekerja	trabalhar	V;SG;ACT	V;NFIN
bekerja	trabalhe	bekerja	trabalher	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
bekerja	trabalhando	bekerja	trabalhar	V;SG;ACT	V;V.MSDR
bekerja	trabalhar	bekerja	trabalhar	V;SG;ACT	V;NFIN
bekerja	funcionando	bekerja	funcionar	V;SG;ACT	V;V.MSDR
bekerja	funciona	bekerja	funcionar	V;SG;ACT	V;IND;SG;3;PRS;FIN
bekerja	trabalha	bekerja	trabalhar	V;SG;ACT	V;IND;SG;3;PRS;FIN
putra	putra	putra	putra	N;SG	N;MASC;SG
putra	son	putra	son	N;SG	N;MASC;SG
putra	filho	putra	filho	N;SG	N;MASC;SG
langsung	diretamente	langsung	diretamente	ADV	ADV
langsung	directamente	langsung	directamente	ADV	ADV
kaki	perna	kaki	perna	N;SG	N;FEM;SG
kaki	foot	kaki	foot	N;SG	N;MASC;SG
kaki	pé	kaki	pé	N;SG	N;MASC;SG
grup	grupo	grup	grupo	N;SG	N;MASC;SG
rakyat	rakyat	rakyat	rakyat	N;SG	N;MASC;SG
rakyat	folk	rakyat	folk	N;SG	N;MASC;SG
rakyat	povo	rakyat	povo	N;SG	N;MASC;SG
rakyat	gente	rakyat	gente	N;SG	N;FEM;SG
label	tags	label	tags	N;SG	N;MASC;SG
label	rótulo	label	rótulo	N;SG	N;MASC;SG
label	etiqueta	label	etiqueta	N;SG	N;FEM;SG
label	label	label	label	N;SG	N;MASC;SG
label	gravadora	label	gravadora	N;SG	N;FEM;SG
kehidupan	vida	kehidupan	vida	N;SG	N;FEM;SG
kehidupan	life	kehidupan	life	N;SG	N;MASC;SG
mendapatkan	obtendo	mendapatkan	obter	V;SG;ACT	V;V.MSDR
mendapatkan	recebendo	mendapatkan	receber	V;SG;ACT	V;V.MSDR
mendapatkan	ficando	mendapatkan	ficar	V;SG;ACT	V;V.MSDR
website	website	website	websitir	N;SG	N;MASC;SG
website	site	website	site	N;SG	N;MASC;SG
kelurahan	subúrbio	kelurahan	subúrbio	N;SG	N;MASC;SG
terbentuk	formado	terbentuk	formar	V;SG;PASS	V;MASC;SG;V.PTCP
terbentuk	formada	terbentuk	formar	V;SG;PASS	V;FEM;SG;V.PTCP
ditemukan	descoberto	ditemukan	descobrir	V;SG;PASS	V;MASC;SG;V.PTCP
ditemukan	encontrada	ditemukan	encontrar	V;SG;PASS	V;FEM;SG;V.PTCP
ditemukan	encontrado	ditemukan	encontrar	V;SG;PASS	V;MASC;SG;V.PTCP
kurang	menos	kurang	menos	ADV;SG	ADV
bandung	bandung	bandung	bandung	N;SG	N;MASC;SG
informasi	informação	informasi	informação	N;SG	N;FEM;SG
makanan	alimentação	makanan	alimentação	N;SG	N;FEM;SG
makanan	alimento	makanan	alimento	N;SG	N;MASC;SG
makanan	comida	makanan	comida	N;SG	N;FEM;SG
web	web	web	web	N	N;MASC;SG
web	teia	web	ter	N	N;FEM;SG
catatan	nota	catatan	nota	N;SG	N;FEM;SG
catatan	records	catatan	record	N;SG	N;MASC;SG
mencapai	alcançando	mencapai	alcançar	V;SG;ACT	V;V.MSDR
mencapai	atingindo	mencapai	atingir	V;SG;ACT	V;V.MSDR
mencapai	alcançar	mencapai	alcançar	V;SG;ACT	V;NFIN
mencapai	alcança	mencapai	alcançar	V;SG;ACT	V;IND;SG;3;PRS;FIN
mencapai	atinge	mencapai	atingir	V;SG;ACT	V;IND;SG;3;PRS;FIN
mencapai	atingido	mencapai	atingir	V;SG;ACT	V;MASC;SG;V.PTCP
mencapai	alcançada	mencapai	alcançar	V;SG;ACT	V;FEM;SG;V.PTCP
mencapai	alcançado	mencapai	alcançar	V;SG;ACT	V;MASC;SG;V.PTCP
mencapai	alcançou	mencapai	alcançar	V;SG;ACT	V;IND;SG;3;PST;FIN
cinta	amor	cinta	amor	N;SG	N;MASC;SG
cinta	love	cinta	love	N;SG	N;MASC;SG
biasa	habitual	biasa	habitual	ADJ;SG	ADJ;MASC;SG
biasa	usual	biasa	usual	ADJ;SG	ADJ;MASC;SG
biasa	regular	biasa	regular	ADJ;SG	ADJ;MASC;SG
biasa	normal	biasa	normal	ADJ;SG	ADJ;MASC;SG
mungkin	talvez	mungkin	talvez	ADV	ADV
mungkin	talvez	mungkin	talvez	ADV	ADV
mungkin	provavelmente	mungkin	provavelmente	ADV	ADV
meninggal	morreu	mentinggal	morrer	V;SG;ACT	V;IND;SG;3;PST;FIN
meninggal	morri	mentinggal	morrer	V;SG;ACT	V;IND;SG;1;PST;FIN
meninggal	faleceu	mentinggal	falecer	V;SG;ACT	V;IND;SG;3;PST;FIN
meninggal	falecido	mentinggal	falecer	V;SG;ACT	V;MASC;SG;V.PTCP
surat	correio	surat	correio	N;SG	N;MASC;SG
surat	mail	surat	mail	N;SG	N;MASC;SG
surat	letra	surat	letra	N;SG	N;FEM;SG
surat	carta	surat	carta	N;SG	N;FEM;SG
wanita	mulher	wanita	mulher	N;SG	N;FEM;SG
tubuh	body	tubuh	body	N;SG	N;MASC;SG
tubuh	corpo	tubuh	corpo	N;SG	N;MASC;SG
posisi	posição	posisi	posição	N;SG	N;FEM;SG
posisi	posicionamento	posisi	posicionamento	N;SG	N;MASC;SG
media	mídia	media	mídia	N;SG	N;FEM;SG
televisi	televisão	televisi	televisão	N;SG	N;FEM;SG
nya	ele	nya	ele	PRO	PRO;NOM;MASC;SG;3
nya	ela	nya	ela	PRO	PRO;NOM;FEM;SG;3
lisensi	licença	lisensi	licença	N;SG	N;FEM;SG
lisensi	licença	lisensi	licença	N;SG	N;FEM;SG
nomor	número	nomor	número	N;SG	N;MASC;SG
nomor	numero	nomor	numero	N;SG	N;MASC;SG
muncul	compareceu	muncul	comparecer	V;SG;ACT	V;IND;SG;3;PST;FIN
muncul	apareceu	muncul	aparecer	V;SG;ACT	V;IND;SG;3;PST;FIN
muncul	aparecer	muncul	aparecer	V;SG;ACT	V;NFIN
muncul	aparece	muncul	aparecer	V;SG;ACT	V;IND;SG;3;PRS;FIN
zaman	zaman	zaman	zaman	N;SG	N;MASC;SG
zaman	eei	zaman	eai	N;SG	N;FEM;SG
khusus	específica	khusus	específico	ADJ;SG	ADJ;FEM;SG
khusus	específico	khusus	específico	ADJ;SG	ADJ;MASC;SG
khusus	especial	khusus	especial	ADJ;SG	ADJ;MASC;SG
juara	campeão	juara	campeão	N;SG	N;MASC;SG
juara	campeã	juara	campeã	N;SG	N;FEM;SG
juara	champion	juara	champion	N;SG	N;MASC;SG
juara	champions	juara	champions	N;SG	N;MASC;SG
berarti	significa	berarti	significar	V;SG;ACT	V;IND;SG;3;PRS;FIN
alam	alam	alam	alar	N;SG	N;MASC;SG
alam	natureza	alam	natureza	N;SG	N;FEM;SG
penting	urgente	penting	urgente	ADJ;SG	ADJ;MASC;SG
penting	importante	penting	importante	ADJ;SG	ADJ;MASC;SG
penting	essencial	penting	essencial	ADJ;SG	ADJ;MASC;SG
gelar	licenciatura	gelar	licenciatura	N;SG;ACT	N;FEM;SG
gelar	grau	gelar	grau	N;SG;ACT	N;MASC;SG
gelar	titulo	gelar	titulo	N;SG;ACT	N;MASC;SG
gelar	título	gelar	título	N;SG;ACT	N;MASC;SG
didirikan	fundado	didirikan	fundar	V;SG;PASS	V;MASC;SG;V.PTCP
didirikan	fundou	didirikan	fundar	V;SG;PASS	V;IND;SG;3;PST;FIN
didirikan	fundada	didirikan	fundar	V;SG;PASS	V;FEM;SG;V.PTCP
didirikan	estabelecida	didirikan	estabelecer	V;SG;PASS	V;FEM;SG;V.PTCP
didirikan	estabelecido	didirikan	estabelecer	V;SG;PASS	V;MASC;SG;V.PTCP
didirikan	erguido	didirikan	erguido	V;SG;PASS	V;MASC;SG;V.PTCP
mata	eyes	mata	eyes	N;SG	N;MASC;SG
mata	eye	mata	eye	N;SG	N;MASC;SG
mata	olho	mata	olho	N;SG	N;MASC;SG
mata	mata	mata	matar	N;SG	N;FEM;SG
mesin	máquina	mesin	máquina	N;SG	N;FEM;SG
mesin	maquina	mesin	maquina	N;SG	N;FEM;SG
mesin	motor	mesin	motor	N;SG	N;MASC;SG
mesin	maquinaria	mesin	maquinaria	N;SG	N;FEM;SG
kitab	livro	kitab	livro	N;SG	N;MASC;SG
kitab	escritura	kitab	escritura	N;SG	N;FEM;SG
dianggap	percebido	dianggap	perceber	V;SG;PASS	V;MASC;SG;V.PTCP
dianggap	considerada	dianggap	considerar	V;SG;PASS	V;FEM;SG;V.PTCP
dianggap	considerou	dianggap	considerar	V;SG;PASS	V;IND;SG;3;PST;FIN
dianggap	considerado	dianggap	considerar	V;SG;PASS	V;MASC;SG;V.PTCP
dianggap	considerado	dianggap	considerar	V;SG;PASS	V;MASC;SG;V.PTCP
distrik	distrito	distrik	distrito	N;SG	N;MASC;SG
jaringan	network	jaringan	network	N;SG	N;MASC;SG
jaringan	rede	jaringan	rede	N;SG	N;FEM;SG
jaringan	tecido	jaringan	tecido	N;SG	N;MASC;SG
hubungan	relacionamento	hubungan	relacionamento	N;SG	N;MASC;SG
hubungan	relação	hubungan	relação	N;SG	N;FEM;SG
hubungan	relação	hubungan	relação	N;SG	N;FEM;SG
perempuan	mulher	perempuan	mulher	N;SG	N;FEM;SG
perempuan	mulher	perempuan	mulher	N;SG	N;FEM;SG
perempuan	fêmea	perempuan	fêmea	N;SG	N;FEM;SG
episode	episódios	episode	episódio	N	N;MASC;PL
episode	episódios	episode	episódio	N	N;MASC;PL
episode	episódio	episode	episódio	N	N;MASC;SG
piala	troféu	piala	troféu	N;SG	N;MASC;SG
piala	xícara	piala	xícara	N;SG	N;FEM;SG
piala	copa	piala	copa	N;SG	N;FEM;SG
piala	taça	piala	taça	N;SG	N;FEM;SG
piala	chávena	piala	cháveno	N;SG	N;FEM;SG
piala	copo	piala	copo	N;SG	N;MASC;SG
kegiatan	atividade	kegiatan	atividade	N;SG	N;FEM;SG
kegiatan	actividade	kegiatan	actividade	N;SG	N;FEM;SG
minor	menores	minor	pequeno	N	N;MASC;PL
minor	minor	minor	minor	N	N;MASC;SG
istilah	termo	istilah	termo	N;SG	N;MASC;SG
budaya	cultura	budaya	cultura	N;SG	N;FEM;SG
stadion	stadion	stadion	stadion	N;SG	N;MASC;SG
stadion	estádio	stadion	estádio	N;SG	N;MASC;SG
stadion	stadium	stadion	stadium	N;SG	N;MASC;SG
permukaan	superficie	permukaan	superficie	N;SG	N;FEM;SG
permukaan	superfície	permukaan	superfície	N;SG	N;FEM;SG
terutama	particularmente	terutama	particularmente	ADV;RL;SG	ADV
terutama	especialmente	terutama	especialmente	ADV;RL;SG	ADV
terutama	principalmente	terutama	principalmente	ADV;RL;SG	ADV
terutama	principalmente	terutama	principalmente	ADV;RL;SG	ADV
terutama	primariamente	terutama	primariamente	ADV;RL;SG	ADV
terutama	especialmente	terutama	especialmente	ADV;RL;SG	ADV
lima	cinco	lima	cinco	NUM	NUM
pantai	praia	pantai	praia	N;SG	N;FEM;SG
pantai	praia	pantai	praia	N;SG	N;FEM;SG
teknologi	tech	teknologi	tech	N;SG	N;MASC;SG
teknologi	tecnologia	teknologi	tecnologia	N;SG	N;FEM;SG
menyatakan	declarar	mennyatakan	declarar	V;SG;ACT	V;NFIN
menyatakan	declara	mennyatakan	declarar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyatakan	declare	mennyatakan	declare	V;SG;ACT	V;SBJV;SG;3;PRS;FIN
menyatakan	declaro	mennyatakan	declaro	V;SG;ACT	V;IND;SG;1;PRS;FIN
menyatakan	declara	mennyatakan	declarar	V;SG;ACT	V;IND;SG;3;PRS;FIN
menyatakan	afirmando	mennyatakan	afirmar	V;SG;ACT	V;V.MSDR
cerita	story	cerita	story	N;SG	N;MASC;SG
cerita	história	cerita	história	N;SG	N;FEM;SG
penerbangan	voo	penterbangan	voo	N;SG	N;MASC;SG
