van	من	van	مِن	ADP	ADP
spelen	تلعب	spelen	لَعِب	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
spelen	لعب	spelen	لَعِب	V;NFIN	V;PFV;MASC;SG;3;ACT
spelen	يلعب	spelen	لَعِب	V;NFIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
periode	الفترة	periode	فَترَة	N;MASC+FEM;SG	N;NOM;DEF;SG
periode	فترة	periode	فَترَة	N;MASC+FEM;SG	N;NOM;INDF;SG
volkstelling	التعداد	volkstelling	تَعدَاد	N;MASC+FEM;SG	N;NOM;DEF;SG
officiële	رسمي	officeel	رَسمِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
officiële	الرسمي	officeel	رَسمِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
officiële	رسمية	officeel	رَسمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
lid	عضوة	lid	عُضوَة	N;NEUT;SG	N;NOM;INDF;SG
lid	عضو	lid	عُضو	N;NEUT;SG	N;NOM;INDF;SG
lid	العضو	lid	عُضو	N;NEUT;SG	N;NOM;DEF;SG
titel	الشرح	titel	شَرح	N;MASC+FEM;SG	N;NOM;DEF;SG
titel	اللقب	titel	لَقَب	N;MASC+FEM;SG	N;NOM;DEF;SG
titel	العنوان	titel	عُنوَان	N;MASC+FEM;SG	N;NOM;DEF;SG
titel	عنوان	titel	عُنوَان	N;MASC+FEM;SG	N;NOM;INDF;SG
feb	فبراير	feb	فِبرَايِر	N;MASC+FEM;SG	N;GEN;INDF;SG
begon	بدات	beginnen	بَدَأ	V;SG;PST;FIN	V;PFV;FEM;SG;3;ACT
begon	بدا	beginnen	بَدَا	V;SG;PST;FIN	V;PFV;MASC;SG;3;ACT
bezocht	زار	bezoeken	زَار	V;V.PTCP	V;PFV;MASC;SG;3;ACT
nieuw	جديد	nieuw	جَدِيد	ADJ	ADJ;NOM;INDF;MASC;SG
nieuw	جديدة	nieuw	جَدِيد	ADJ	ADJ;NOM;INDF;FEM;SG
nieuw	الجديد	nieuw	جَدِيد	ADJ	ADJ;NOM;DEF;MASC;SG
nummer	عدد	nummer	عَدَد	N;MASC+FEM;SG	N;NOM;INDF;SG
nummer	العدد	nummer	عَدَد	N;MASC+FEM;SG	N;NOM;DEF;SG
nummer	الرقم	nummer	رَقم	N;MASC+FEM;SG	N;NOM;DEF;SG
nummer	رقم	nummer	رَقم	N;MASC+FEM;SG	N;NOM;INDF;SG
nummer	الاغنية	nummer	أَغنِيّ	N;MASC+FEM;SG	N;NOM;DEF;SG
nummer	اغنية	nummer	أَغنِيّ	N;MASC+FEM;SG	N;NOM;INDF;SG
lang	طويلا	lang	طَوِيل	ADJ	ADJ;ACC;INDF;MASC;SG
lang	طويلة	lang	طَوِيل	ADJ	ADJ;NOM;INDF;FEM;SG
lang	طويل	lang	طَوِيل	ADJ	ADJ;NOM;INDF;MASC;SG
tekst	نص	tekst	نَصّ	N;MASC+FEM;SG	N;NOM;INDF;SG
tekst	النص	tekst	نَصّ	N;MASC+FEM;SG	N;NOM;DEF;SG
beste	الافضل	goed	أَفضَل	ADJ;RL	ADJ;NOM;DEF;MASC;SG
beste	افضل	goed	أَفضَل	ADJ;RL	ADJ;NOM;INDF;MASC;SG
pagina	صفحة	pagina	صَفحَة	N;MASC+FEM;SG	N;NOM;INDF;SG
pagina	الصفحة	pagina	صَفحَة	N;MASC+FEM;SG	N;NOM;DEF;SG
noord	شمال	noord	شَمَال	N;NEUT;SG	N;NOM;INDF;SG
noord	شمالا	noord	شَمَال	N;NEUT;SG	N;ACC;INDF;SG
noord	الشمال	noord	شَمَال	N;NEUT;SG	N;NOM;DEF;SG
bron	المصدر	bron	مَصدَر	N;MASC+FEM;SG	N;NOM;DEF;SG
bron	مصدر	bron	مَصدَر	N;MASC+FEM;SG	N;NOM;INDF;SG
district	المنطقة	district	مِنطَقَة	N;NEUT;SG	N;NOM;DEF;SG
district	المقاطعة	district	مُقَاطَعَة	N;NEUT;SG	N;NOM;DEF;SG
district	منطقة	district	مِنطَقَة	N;NEUT;SG	N;NOM;INDF;SG
aug	اغسطس	aug	أَغُسطُس	N;MASC+FEM;SG	N;GEN;INDF;SG
daarna	اذن	daarna	إِذَن	ADV	ADV
band	فرقة	band	فِرقَة	N;MASC+FEM;SG	N;NOM;INDF;SG
band	الفرقة	band	فِرقَة	N;MASC+FEM;SG	N;NOM;DEF;SG
west	الغرب	west	غَرب	N;MASC+FEM;SG	N;NOM;DEF;SG
west	غربا	west	غَرب	N;MASC+FEM;SG	N;ACC;INDF;SG
west	غرب	west	غَرب	N;MASC+FEM;SG	N;NOM;INDF;SG
soorten	الانواع	soort	نَوع	N;PL	N;NOM;DEF;PL
soorten	انواع	soort	نَوع	N;PL	N;NOM;INDF;PL
soorten	الانواع	soort	نَوع	N;PL	N;NOM;DEF;PL
dec	ديسمبر	dec	دِيسَمبِر	N;MASC+FEM;SG	N;GEN;INDF;SG
vorm	شكل	vorm	شَكل	N;MASC+FEM;SG	N;NOM;INDF;SG
vorm	الشكل	vorm	شَكل	N;MASC+FEM;SG	N;NOM;DEF;SG
vorm	شكل	vorm	شَكل	N;MASC+FEM;SG	N;NOM;INDF;SG
vorm	الشكل	vorm	شَكل	N;MASC+FEM;SG	N;NOM;DEF;SG
vorm	استمارة	vorm	اِستِمَارَة	N;MASC+FEM;SG	N;NOM;INDF;SG
vorm	النموذج	vorm	نَمُوذَج	N;MASC+FEM;SG	N;NOM;DEF;SG
beschreven	وصفت	beschrijven	وَصَف	V;V.PTCP	V;PFV;FEM;SG;3;PASS
gebouwd	بنيت	bouwen	بَنَى	V;V.PTCP	V;PFV;FEM;SG;3;PASS
gebouwd	شيدت	bouwen	شَيَّد	V;V.PTCP	V;PFV;FEM;SG;3;PASS
huidige	الحالي	huidig	حَالِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
actief	نشطة	actief	نَشَاط	ADJ	ADJ;NOM;INDF;FEM;SG
actief	نشط	actief	نَشِط	ADJ	ADJ;NOM;INDF;MASC;SG
toont	يظهر	tonen	ظَهَر	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
klasse	الطبقة	klasse	طَبَقَة	N;MASC+FEM;SG	N;NOM;DEF;SG
klasse	الفصل	klasse	فَصل	N;MASC+FEM;SG	N;NOM;DEF;SG
klasse	صف	klasse	صَفّ	N;MASC+FEM;SG	N;NOM;INDF;SG
klasse	الصف	klasse	صَفّ	N;MASC+FEM;SG	N;NOM;DEF;SG
klasse	الفئة	klasse	فِئَة	N;MASC+FEM;SG	N;NOM;DEF;SG
dag	وداعا	dag	وَدَاع	N;MASC+FEM;SG	N;ACC;INDF;SG
dag	اليوم	dag	يَوم	N;MASC+FEM;SG	N;ACC;DEF;SG
dag	يوم	dag	يَوم	N;MASC+FEM;SG	N;NOM;INDF;SG
uiteindelijk	اخيرا	uiteindelijk	أَخِير	ADJ	ADJ;ACC;INDF;MASC;SG
artikelen	مقالات	artikel	مَقَالَة	N;PL	N;NOM;INDF;PL
artikelen	المقالات	artikel	المقالات	N;PL	N;NOM;DEF;PL
universiteit	جامعة	universiteit	جَامِعَة	N;MASC+FEM;SG	N;NOM;INDF;SG
universiteit	الجامعة	universiteit	جَامِعَة	N;MASC+FEM;SG	N;NOM;DEF;SG
universiteit	كلية	universiteit	كُلِّيَّة	N;MASC+FEM;SG	N;NOM;INDF;SG
universiteit	الكلية	universiteit	كُلِّيَّة	N;MASC+FEM;SG	N;NOM;DEF;SG
universiteit	الجامعة	universiteit	جَامِعَة	N;MASC+FEM;SG	N;NOM;DEF;SG
zelfs	حتى	zelfs	حَتَّى	ADV	ADV
grootste	الاكبر	groot	أَكبَر	ADJ;RL	ADJ;NOM;DEF;MASC;SG
belgische	البلجيكية	belgisch	بِلجِيكِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
indeling	انهيار	indeling	اِنهِيَار	N;MASC+FEM;SG	N;NOM;INDF;SG
indeling	الانهيار	indeling	اِنهِيَار	N;MASC+FEM;SG	N;NOM;DEF;SG
indeling	التصميم	indeling	تَصمِيم	N;MASC+FEM;SG	N;NOM;DEF;SG
indeling	التخطيط	indeling	تَخطِيط	N;MASC+FEM;SG	N;NOM;DEF;SG
indeling	تخطيط	indeling	تَخطِيط	N;MASC+FEM;SG	N;NOM;INDF;SG
indeling	تصنيف	indeling	تَصنِيف	N;MASC+FEM;SG	N;NOM;INDF;SG
indeling	التصنيف	indeling	تَصنِيف	N;MASC+FEM;SG	N;NOM;DEF;SG
indeling	نسق	indeling	نَسَق	N;MASC+FEM;SG	N;NOM;INDF;SG
indeling	الشكل	indeling	شَكل	N;MASC+FEM;SG	N;NOM;DEF;SG
indeling	تنسيق	indeling	تَنسِيق	N;MASC+FEM;SG	N;NOM;INDF;SG
nov	نوفمبر	nov	نُوفِمبِر	N;MASC+FEM;SG	N;GEN;INDF;SG
serie	مسلسل	serie	مُسَلسَل	N;MASC+FEM;SG	N;NOM;INDF;SG
serie	سلسلة	serie	سِلسِلَة	N;MASC+FEM;SG	N;NOM;INDF;SG
serie	السلسلة	serie	سِلسِلَة	N;MASC+FEM;SG	N;NOM;DEF;SG
rol	الدور	rol	دَور	N;MASC+FEM;SG	N;NOM;DEF;SG
rol	دور	rol	دَور	N;MASC+FEM;SG	N;NOM;INDF;SG
rol	تمرير	rol	تَمرِير	N;MASC+FEM;SG	N;NOM;INDF;SG
rol	لفة	rol	لِفَة	N;MASC+FEM;SG	N;NOM;INDF;SG
figuur	الشكل	figuur	شَكل	N;MASC+FEM;SG	N;NOM;DEF;SG
oorlog	حرب	oorlog	حَرب	N;MASC+FEM;SG	N;NOM;INDF;SG
oorlog	الحرب	oorlog	حَرب	N;MASC+FEM;SG	N;NOM;DEF;SG
geschiedenis	التاريخ	geschiedenis	تَارِيخ	N;MASC+FEM;SG	N;NOM;DEF;SG
geschiedenis	تاريخ	geschiedenis	تَارِيخ	N;MASC+FEM;SG	N;NOM;INDF;SG
landen	بلدان	land	بَلَد	N;PL	N;NOM;INDF;PL
landen	البلدان	land	بَلَد	N;PL	N;NOM;DEF;PL
landen	الدول	land	دَولَة	N;PL	N;NOM;DEF;PL
huis	المنزل	huis	مَنزِل	N;NEUT;SG	N;NOM;DEF;SG
huis	منزل	huis	مَنزِل	N;NEUT;SG	N;NOM;INDF;SG
huis	البيت	huis	بَيت	N;NEUT;SG	N;NOM;DEF;SG
huis	المنزل	huis	مَنزِل	N;NEUT;SG	N;NOM;DEF;SG
huis	الوطن	huis	وَطَن	N;NEUT;SG	N;NOM;DEF;SG
huis	منزل	huis	مَنزِل	N;NEUT;SG	N;NOM;INDF;SG
huis	البيت	huis	بَيت	N;NEUT;SG	N;NOM;DEF;SG
stond	وقفت	staan	وَقَف	V;SG;PST;FIN	V;PFV;FEM;SG;3;ACT
shift	مناوبة	shift	مُنَاوَبَة	N;MASC+FEM;SG	N;NOM;INDF;SG
shift	التحول	shift	تَحَوُّل	N;MASC+FEM;SG	N;NOM;DEF;SG
finale	خاتمة	finale	خاتمة	N;MASC+FEM;SG	N;NOM;INDF;SG
finale	الخاتمة	finale	خَاتِم	N;MASC+FEM;SG	N;NOM;DEF;SG
finale	نهائي	finale	نِهَائِيّ	N;MASC+FEM;SG	N;NOM;INDF;SG
opgericht	اسست	oprichten	أَسَاس	V;V.PTCP	V;PFV;FEM;SG;3;PASS
opgericht	تاسست	oprichten	تَاسَس	V;V.PTCP	V;PFV;FEM;SG;3;ACT
opgericht	تاسس	oprichten	تَاسِس	V;V.PTCP	V;PFV;MASC;SG;3;ACT
opgericht	انشئت	oprichten	أَنشَأ	V;V.PTCP	V;PFV;FEM;SG;3;PASS
nationale	وطنية	nationaal	وَطَنِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
nationale	وطني	nationaal	وَطَنِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
amerikaans	امريكية	amerikaans	أَمرِيكِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
amerikaans	امريكي	amerikaans	أَمرِيكِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
europese	الاوروبي	Europees	أُورُوبِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
europese	الاوروبية	Europees	أُورُوبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
boek	الكتاب	boek	كِتَاب	N;NEUT;SG	N;NOM;DEF;SG
boek	كتاب	boek	كِتَاب	N;NEUT;SG	N;NOM;INDF;SG
stadium	استاد	stadium	استاد	N;NEUT;SG	N;NOM;INDF;SG
stadium	ملعب	stadium	مَلعَب	N;NEUT;SG	N;NOM;INDF;SG
stadium	الملعب	stadium	مَلعَب	N;NEUT;SG	N;NOM;DEF;SG
stadium	المنصة	stadium	مِنَصَّة	N;NEUT;SG	N;NOM;DEF;SG
stadium	المسرح	stadium	مَسرَح	N;NEUT;SG	N;NOM;DEF;SG
stadium	المرحلة	stadium	مَرحَلَة	N;NEUT;SG	N;NOM;DEF;SG
stadium	مرحلة	stadium	مَرحَلَة	N;NEUT;SG	N;NOM;INDF;SG
geboren	تولد	geboren	تَوَلُّد	V;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
geboren	يولد	geboren	وَلَّد	V;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
geboren	ولدت	geboren	وَلَد	V;V.PTCP	V;PFV;FEM;SG;3;PASS
vrouw	امراة	vrouw	إِمرَاة	N;MASC+FEM;SG	N;NOM;INDF;SG
vrouw	المراة	vrouw	مَرَاة	N;MASC+FEM;SG	N;NOM;DEF;SG
vrouw	الانثى	vrouw	أَنثِيّ	N;MASC+FEM;SG	N;NOM;DEF;SG
vrouw	انثى	vrouw	أَنثَى	N;MASC+FEM;SG	N;NOM;INDF;SG
vrouw	اناث	vrouw	أَنَاث	N;MASC+FEM;SG	N;NOM;INDF;SG
vrouw	الزوجة	vrouw	زَوجَة	N;MASC+FEM;SG	N;NOM;DEF;SG
vrouw	زوجة	vrouw	زَوجَة	N;MASC+FEM;SG	N;NOM;INDF;SG
dood	ميتة	dood	مَيتَة	ADJ	ADJ;NOM;INDF;FEM;SG
vijf	خمسة	vijf	خَمسَة	NUM	NUM;NOM;INDF;MASC
vijf	خمس	vijf	خَمسَة	NUM	NUM;NOM;INDF;FEM
muziek	موسيقى	muziek	مُوسِيقِيّ	N;MASC+FEM;SG	N;NOM;INDF;SG
muziek	موسيقي	muziek	مُوسِيقِيّ	N;MASC+FEM;SG	N;NOM;INDF;SG
muziek	الموسيقى	muziek	الموسيقى	N;MASC+FEM;SG	N;NOM;DEF;SG
partij	حفلة	partij	حَفلَة	N;MASC+FEM;SG	N;NOM;INDF;SG
partij	الطرف	partij	طَرَف	N;MASC+FEM;SG	N;NOM;DEF;SG
partij	حزب	partij	حِزب	N;MASC+FEM;SG	N;NOM;INDF;SG
partij	حفل	partij	حَفل	N;MASC+FEM;SG	N;NOM;INDF;SG
partij	الحزب	partij	حِزب	N;MASC+FEM;SG	N;NOM;DEF;SG
partij	دفعة	partij	دَفعَة	N;MASC+FEM;SG	N;NOM;INDF;SG
partij	الدفعة	partij	دَفعَة	N;MASC+FEM;SG	N;NOM;DEF;SG
geval	القضية	geval	قَضِيَّة	N;NEUT;SG	N;NOM;DEF;SG
geval	حالة	geval	حَالَة	N;NEUT;SG	N;NOM;INDF;SG
geval	قضية	geval	قَضِيَّة	N;NEUT;SG	N;NOM;INDF;SG
geval	الحالة	geval	حَالَة	N;NEUT;SG	N;NOM;DEF;SG
wereld	عالم	wereld	عَالَم	N;MASC+FEM;SG	N;NOM;INDF;SG
wereld	الدنيا	wereld	دِنِّيَا	N;MASC+FEM;SG	N;NOM;DEF;SG
wereld	العالم	wereld	عَالَم	N;MASC+FEM;SG	N;NOM;DEF;SG
einde	نهاية	einde	نِهَايَة	N;NEUT;SG	N;NOM;INDF;SG
einde	النهاية	einde	نِهَايَة	N;NEUT;SG	N;NOM;DEF;SG
einde	انهاء	einde	إِنهَاء	N;NEUT;SG	N;NOM;INDF;SG
geschreven	كتب	schrijven	كَتَب	V;V.PTCP	V;PFV;MASC;SG;3;ACT
informatie	الاعلام	informatie	إِعلَام	N;MASC+FEM;SG	N;NOM;DEF;SG
achter	وراء	achter	وَرَاءَ	ADP	ADP;ACC
lange	طويلا	lang	طَوِيل	ADJ	ADJ;ACC;INDF;MASC;SG
lange	طويلة	lang	طَوِيل	ADJ	ADJ;NOM;INDF;FEM;SG
lange	طويل	lang	طَوِيل	ADJ	ADJ;NOM;INDF;MASC;SG
kinderen	الاولاد	kind	وَلَد	N;PL	N;NOM;DEF;PL
kinderen	الاطفال	kind	طِفل	N;PL	N;NOM;DEF;PL
kinderen	الاطفال	kind	طِفل	N;PL	N;NOM;DEF;PL
open	مفتوح	open	مَفتُوح	ADJ	ADJ;NOM;INDF;MASC;SG
open	مفتوحة	open	مَفتُوح	ADJ	ADJ;ACC;INDF;FEM;SG
bekende	المعروفة	bekend	مَعرُوف	ADJ	ADJ;NOM;DEF;FEM;SG
bekende	معلوم	bekend	مَعلُوم	ADJ	ADJ;NOM;INDF;MASC;SG
bekende	معروف	bekend	مَعرُوف	ADJ	ADJ;NOM;INDF;MASC;SG
bekende	معروفة	bekend	مَعرُوف	ADJ	ADJ;NOM;INDF;FEM;SG
bekende	المعروف	bekend	مَعرُوف	ADJ	ADJ;NOM;DEF;MASC;SG
geven	اعطي	geven	أَعطَى	V;NFIN	V;PFV;MASC;SG;3;ACT
museum	المتحف	museum	مَتحَف	N;NEUT;SG	N;NOM;DEF;SG
museum	متحف	museum	مَتحَف	N;NEUT;SG	N;NOM;INDF;SG
nemen	اخذ	nemen	أَخذ	V;NFIN	V;PFV;MASC;SG;3;ACT
nemen	اخذ	nemen	أَخذ	V;NFIN	V;PFV;MASC;SG;3;ACT
snel	سريعة	snel	سَرِيع	ADJ	ADJ;NOM;INDF;FEM;SG
snel	سريع	snel	سَرِيع	ADJ	ADJ;NOM;INDF;MASC;SG
snel	قريبا	snel	قَرِيب	ADJ	ADJ;ACC;INDF;MASC;SG
snel	سريعة	snel	سَرِيع	ADJ	ADJ;NOM;INDF;FEM;SG
snel	سريع	snel	سَرِيع	ADJ	ADJ;NOM;INDF;MASC;SG
eind	نهاية	eind	نِهَايَة	N;NEUT;SG	N;NOM;INDF;SG
eind	النهاية	eind	نِهَايَة	N;NEUT;SG	N;NOM;DEF;SG
departement	القسم	departement	قِسم	N;NEUT;SG	N;NOM;DEF;SG
departement	قسم	departement	قِسم	N;NEUT;SG	N;NOM;INDF;SG
departement	الادارة	departement	إِدَارَة	N;NEUT;SG	N;NOM;DEF;SG
lichaam	الجسد	lichaam	جَسَد	N;NEUT;SG	N;NOM;DEF;SG
lichaam	جسم	lichaam	جَسم	N;NEUT;SG	N;NOM;INDF;SG
lichaam	جثة	lichaam	جُثَّة	N;NEUT;SG	N;NOM;INDF;SG
lichaam	الجسم	lichaam	جِسم	N;NEUT;SG	N;NOM;DEF;SG
census	التعداد	census	تَعدَاد	N;NEUT;SG	N;NOM;DEF;SG
gespeeld	لعبت	spelen	لَعِب	V;V.PTCP	V;PFV;FEM;SG;3;ACT
wedstrijd	لعبة	wedstrijd	لُعبَة	N;MASC+FEM;SG	N;NOM;INDF;SG
wedstrijd	مباراة	wedstrijd	مُبَارَاة	N;MASC+FEM;SG	N;NOM;INDF;SG
wedstrijd	المباراة	wedstrijd	مُبَارَاة	N;MASC+FEM;SG	N;NOM;DEF;SG
wedstrijd	اللعبة	wedstrijd	لَعبَة	N;MASC+FEM;SG	N;NOM;DEF;SG
wedstrijd	المسابقة	wedstrijd	مُسَابَقَة	N;MASC+FEM;SG	N;NOM;DEF;SG
wedstrijd	مسابقة	wedstrijd	مُسَابَقَة	N;MASC+FEM;SG	N;NOM;INDF;SG
britse	بريطاني	brits	برِيطَانِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
britse	بريطانية	brits	برِيطَانِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
britse	البريطانية	brits	برِيطَانِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
school	مدرسة	school	مَدرَسَة	N;MASC+FEM;SG	N;NOM;INDF;SG
school	المدرسة	school	مَدرَسَة	N;MASC+FEM;SG	N;NOM;DEF;SG
duidelijk	واضح	duidelijk	وَاضِح	ADJ	ADJ;NOM;INDF;MASC;SG
duidelijk	واضحة	duidelijk	وَاضِح	ADJ	ADJ;NOM;INDF;FEM;SG
beter	افضل	goed	أَفضَل	ADJ;CMPR	ADJ;NOM;INDF;MASC;SG
versie	النسخة	versie	نُسخَة	N;MASC+FEM;SG	N;NOM;DEF;SG
versie	اصدار	versie	إِصدَار	N;MASC+FEM;SG	N;NOM;INDF;SG
versie	الاصدار	versie	إِصدَار	N;MASC+FEM;SG	N;NOM;DEF;SG
eiland	الجزيرة	eiland	جَزِيرَة	N;NEUT;SG	N;NOM;DEF;SG
eiland	جزيرة	eiland	جَزِيرَة	N;NEUT;SG	N;NOM;INDF;SG
geeft	ترجع	geven	رَجَع	V;SG;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
geeft	يعطي	geven	أَعطَى	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
geeft	تعطي	geven	أَعطَى	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
diverse	المتنوعة	divers	مُتَنَوِّع	ADJ	ADJ;NOM;DEF;FEM;SG
diverse	متنوع	divers	مُتَنَوِّع	ADJ	ADJ;NOM;INDF;MASC;SG
diverse	متنوعة	divers	مُتَنَوِّع	ADJ	ADJ;NOM;INDF;FEM;SG
dier	الحيوان	dier	حَيَان	N;NEUT;SG	N;NOM;DEF;SG
dier	حيوان	dier	حيوان	N;NEUT;SG	N;NOM;INDF;SG
duits	الالمانية	duits	أَلمَانِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
duits	الالماني	duits	أَلمَانِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
duits	الماني	duits	أَلمَانِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
duits	المانية	duits	أَلمَانِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
lijn	سطر	lijn	سِطر	N;MASC+FEM;SG	N;NOM;INDF;SG
lijn	السطر	lijn	سِطر	N;MASC+FEM;SG	N;NOM;DEF;SG
lijn	الخط	lijn	خَطّ	N;MASC+FEM;SG	N;NOM;DEF;SG
lijn	خط	lijn	خَطّ	N;MASC+FEM;SG	N;NOM;INDF;SG
slag	معركة	slag	مَعرَكَة	N;MASC+FEM;SG	N;NOM;INDF;SG
slag	المعركة	slag	مَعرَكَة	N;MASC+FEM;SG	N;NOM;DEF;SG
slag	سكتة	slag	سَكتَة	N;MASC+FEM;SG	N;NOM;INDF;SG
olympische	الاولمبية	Olympisch	أُولِمبِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
park	حديقة	park	حَدِيقَة	N;NEUT;SG	N;NOM;INDF;SG
vrij	مجانا	vrij	مَجَّان	ADJ	ADJ;ACC;INDF;MASC;SG
vrij	حرة	vrij	حُرّ	ADJ	ADJ;NOM;INDF;FEM;SG
vrij	مجاني	vrij	مَجَّانِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
belangrijke	هام	belangrijk	هَامّ	ADJ	ADJ;NOM;INDF;MASC;SG
belangrijke	مهم	belangrijk	مُهِمّ	ADJ	ADJ;NOM;INDF;MASC;SG
toegevoegd	اضاف	toevoegen	أَضَاف	V;V.PTCP	V;PFV;MASC;SG;3;ACT
toegevoegd	اضيفت	toevoegen	أَضَاف	V;V.PTCP	V;PFV;FEM;SG;3;PASS
leger	الجيش	leger	جَيش	N;NEUT;SG	N;NOM;DEF;SG
leger	جيش	leger	جَيش	N;NEUT;SG	N;NOM;INDF;SG
want	لان	want	لِأَنَّ	CONJ	CONJ
oost	شرق	oost	شَرق	N;MASC+FEM;SG	N;NOM;INDF;SG
oost	الشرق	oost	شَرق	N;MASC+FEM;SG	N;NOM;DEF;SG
oost	شرقا	oost	شِرق	N;MASC+FEM;SG	N;ACC;INDF;SG
spelers	اللاعبين	speler	لَاعِب	N;PL	N;NOM;DEF;PL
spelers	اللاعبون	speler	لَاعِب	N;PL	N;NOM;DEF;PL
spelers	لاعبين	speler	لَاعِب	N;PL	N;NOM;INDF;PL
single	عزباء	single	عَزِيب	N;MASC+FEM;SG	N;NOM;INDF;SG
leden	الاعضاء	lid	عُضو	N;PL	N;NOM;DEF;PL
leden	اعضاء	lid	عُضو	N;PL	N;NOM;INDF;PL
buiten	خارج	buiten	خَارِجَ	ADP	ADP;ACC
bureau	الوكالة	bureau	وِكَالَة	N;NEUT;SG	N;NOM;DEF;SG
bureau	وكالة	bureau	وِكَالَة	N;NEUT;SG	N;NOM;INDF;SG
bureau	المكتب	bureau	مَكتَب	N;NEUT;SG	N;NOM;DEF;SG
bureau	المكتب	bureau	مَكتَب	N;NEUT;SG	N;NOM;DEF;SG
bureau	مكتب	bureau	مَكتَب	N;NEUT;SG	N;NOM;INDF;SG
bureau	المنصب	bureau	مَنصِب	N;NEUT;SG	N;NOM;DEF;SG
bureau	منضدة	bureau	مُنَضَّد	N;NEUT;SG	N;NOM;INDF;SG
bureau	المكتب	bureau	مَكتَب	N;NEUT;SG	N;NOM;DEF;SG
bureau	مكتب	bureau	مَكتَب	N;NEUT;SG	N;NOM;INDF;SG
speelt	يلعب	spelen	لَعِب	V;SG;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
wetenschappelijk	علمية	wetenschappelijk	عِلمِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
wetenschappelijk	علميا	wetenschappelijk	عِلمِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
ander	اخرى	ander	آخَر	ADJ	ADJ;NOM;INDF;FEM;SG
onderdeel	العنصر	onderdeel	عُنصُر	N;NEUT;SG	N;NOM;DEF;SG
onderdeel	عنصر	onderdeel	عُنصُر	N;NEUT;SG	N;NOM;INDF;SG
delen	شارك	delen	شَارَك	V;NFIN	V;PFV;MASC;SG;3;ACT
belangrijkste	رئيسية	belangrijk	رَئِيسِيّ	ADJ;RL	ADJ;NOM;INDF;FEM;SG
belangrijkste	الرئيسية	belangrijk	رَئِيسِيّ	ADJ;RL	ADJ;NOM;DEF;FEM;SG
omgeving	البيئة	omgeving	بِيئَة	N;MASC+FEM;SG	N;NOM;DEF;SG
omgeving	بيئة	omgeving	بِيئَة	N;MASC+FEM;SG	N;NOM;INDF;SG
bedrijf	شركة	bedrijf	شَرِكَة	N;NEUT;SG	N;NOM;INDF;SG
bedrijf	الشركة	bedrijf	شَرِكَة	N;NEUT;SG	N;NOM;DEF;SG
bedrijf	رفقة	bedrijf	رِفقَة	N;NEUT;SG	N;NOM;INDF;SG
bedrijf	العمل	bedrijf	عَمَل	N;NEUT;SG	N;NOM;DEF;SG
bedrijf	عمل	bedrijf	عَمَل	N;NEUT;SG	N;NOM;INDF;SG
vrouwen	الاناث	vrouw	أَنَاث	N;PL	N;NOM;DEF;PL
oud	قديمة	oud	قَدِيم	ADJ	ADJ;NOM;INDF;FEM;SG
oud	قديم	oud	قَدِيم	ADJ	ADJ;NOM;INDF;MASC;SG
oud	القديم	oud	قَدِيم	ADJ	ADJ;NOM;DEF;MASC;SG
schip	السفينة	schip	سَفِينَة	N;NEUT;SG	N;NOM;DEF;SG
schip	سفينة	schip	سَفِينَة	N;NEUT;SG	N;NOM;INDF;SG
county	مقاطعة	county	مُقَاطَعَة	N;MASC+FEM;SG	N;NOM;INDF;SG
county	المقاطعة	county	مُقَاطَعَة	N;MASC+FEM;SG	N;NOM;DEF;SG
hoge	عالي	hoog	عَالِي	ADJ	ADJ;NOM;INDF;MASC;SG
