cuarteto	kvarteta	cuarteto	kvartets	N	N;GEN;MASC;SG
afeita	izmantots	afeitar	izmantot	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
afeita	lietoti	afeitar	lietot	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
afeita	lietota	afeitar	lietot	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
ilusións	ilūziju	ilusión	ilūzija	N	N;ACC;FEM;SG
ilusións	ilūzijas	ilusión	ilūzija	N	N;NOM;FEM;PL
tiran	mest	ter	mest	V	V;POS;NFIN
pito	vistas	pito	vista	N	N;NOM;FEM;PL
pito	cālis	pito	cālis	N	N;NOM;MASC;SG
pito	vista	pito	vists	N	N;NOM;FEM;SG
pito	cigarešu	pito	cigarese	N	N;GEN;MASC;PL
censura	cenzūru	censura	cenzūra	N	N;ACC;FEM;SG
crianzas	bērnus	crianza	bērns	N	N;ACC;MASC;PL
crianzas	bērniem	crianza	bērns	N	N;DAT;MASC;PL
crianzas	bērni	crianza	bērns	N	N;NOM;MASC;PL
montes	kalni	monte	kalns	N	N;NOM;MASC;PL
montes	kalnos	monte	kalns	N	N;ESS;MASC;PL
chamados	saucās	chamar	saukties	V	V;FH;IND;3;POS;REFL;PST;FIN;ACT
chamados	saukts	chamar	saukt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
cualificación	reitingu	cualificación	reitings	N	N;ACC;MASC;SG
cualificación	novērtējums	cualificación	novērtējums	N	N;NOM;MASC;SG
cualificación	vērtējums	cualificación	vērtējums	N	N;NOM;MASC;SG
cualificación	reitings	cualificación	reitings	N	N;NOM;MASC;SG
descoñecidos	svešiniekiem	descoñecido	svešinieks	N	N;DAT;MASC;PL
perdera	zaudēti	perderar	zaudēt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
perdera	pazaudēts	perderar	pazaudēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
perdera	zaudēja	perderar	zaudēt	V	V;FH;IND;3;POS;PST;FIN;ACT
perdera	pazudis	perderar	pazust	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
perdera	zaudēts	perderar	zaudēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
perdera	bija	perderar	būt	V	V;FH;IND;3;POS;PST;FIN;ACT
escuros	dziļa	escuro	dziļa	ADJ	ADJ;NOM;FEM;SG
escuros	dziļā	escuro	dziļš	ADJ	ADJ;NOM;FEM;SG
escuros	dziļš	escuro	dziļš	ADJ	ADJ;NOM;MASC;SG
escuros	tumša	escuro	tumša	ADJ	ADJ;NOM;FEM;SG
escuros	tumšs	escuro	tumšs	ADJ	ADJ;NOM;MASC;SG
internacionais	starptautiskā	internacional	starptautiska	ADJ	ADJ;NOM;FEM;SG
socio	partnera	socio	partneris	N	N;NOM;MASC;SG
socio	partneri	socio	partneris	N	N;NOM;MASC;PL
socio	partneris	socio	partneris	N	N;NOM;MASC;SG
socio	partnerim	socio	partneris	N	N;DAT;MASC;SG
esquecido	aizmirsuši	esquecer	aizmirst	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
esquecido	aizmirsti	esquecer	aizmirst	V	V;IMP;PL;2;POS;FIN;ACT
esquecido	aizmirsis	esquecer	aizmirst	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
escoitarme	klausās	escoitarme	klausīties	V	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
escoitarme	klausoties	escoitarme	klausīties	V	V;REFL;V.CVB
escoitarme	klausies	escoitarme	klausies	V	V;IMP;SG;2;POS;REFL;FIN;ACT
escoitarme	dzird	escoitarme	dzirdēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
escoitarme	dzirdu	escoitarme	dzirdēt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
escoitarme	dzirdēt	escoitarme	dzirdēt	V	V;POS;NFIN
rabia	dusmu	rabia	dusmas	N	N;ACC;FEM
rabia	dusmas	rabia	dusmas	N	N;NOM;FEM;PL
rabia	dusmās	rabia	dusmas	N	N;ESS;FEM
caros	dārga	caro	dārga	ADJ	ADJ;NOM;FEM;SG
caros	dārgas	caro	dārga	ADJ	ADJ;NOM;FEM;PL
caros	dārgs	caro	dārgs	ADJ	ADJ;NOM;MASC;SG
sacrificar	ziedojot	sacrificar	ziedot	V	V;V.CVB
apropiado	piemērota	apropiar	piemērot	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
apropiado	piemērotas	apropiar	piemērot	V	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
apropiado	atbilstoša	apropiar	atbilst	V	V;IPFV;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
apropiado	piemēroti	apropiar	piemērot	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
apropiado	piemērots	apropiar	piemērot	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
carreta	ratos	carreta	rats	N	N;ESS;MASC;PL
carreta	ratus	carreta	rats	N	N;ACC;MASC;PL
carreta	rati	carreta	rats	N	N;NOM;MASC;PL
buscaba	bija	buscar	būt	V	V;FH;IND;3;POS;PST;FIN;ACT
buscaba	izskaties	buscar	izskatīties	V	V;IMP;SG;2;POS;REFL;FIN;ACT
dubido	šaubos	dober	šaubs	V	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
suor	sviedri	suor	sviedri	N	N;NOM;MASC
copas	dzērieni	copa	dzēriens	N	N;NOM;MASC;PL
pasase	gadījās	pasase	gadīties	V	V;FH;IND;3;POS;REFL;PST;FIN;ACT
pasase	notika	pasase	notikt	V	V;FH;IND;3;POS;PST;FIN;ACT
saúda	sveiks	saúda	sveiks	N	N;NOM;MASC;SG
saúda	sveiki	saúda	sveike	N	N;NOM;MASC;SG
falabamos	runāja	falabar	runāt	V	V;FH;IND;3;POS;PST;FIN;ACT
falabamos	uzstājās	falabar	uzstāties	V	V;FH;IND;3;POS;REFL;PST;FIN;ACT
tea	audumu	tea	audums	N	N;ACC;MASC;SG
tea	audums	tea	audums	N	N;NOM;MASC;SG
inspección	apskate	inspección	apskate	N	N;NOM;FEM;SG
inspección	pārbaude	inspección	pārbaude	N	N;NOM;FEM;SG
inspección	inspekcija	inspección	inspekcija	N	N;NOM;FEM;SG
inspección	inspekcijas	inspección	inspekcija	N	N;NOM;FEM;PL
máximo	maksimālais	máximo	maksimāls	ADJ	ADJ;NOM;MASC;SG
máximo	maksimālā	máximo	maksimāls	ADJ	ADJ;NOM;FEM;SG
cambiaches	mainījies	cambiaches	mainīties	V	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT
cambiaches	mainītas	cambiaches	mainīt	V	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
cambiaches	mainīta	cambiaches	mainīt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
cambiaches	mainīts	cambiaches	mainīt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
cambiaches	mainīt	cambiaches	mainīt	V	V;POS;NFIN
liscou	palicis	liscar	palikt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
liscou	palikusi	liscar	palikt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
interesan	ieinteresēts	interesar	ieinteresēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
interesan	interesē	interesar	interesēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
interesan	ieinteresēti	interesar	ieinteresēti	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
interesan	ieinteresēta	interesar	ieinteresēt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
peitos	krūtis	peito	krūts	N	N;NOM;FEM;PL
peitos	krūtīm	peito	krūts	N	N;DAT;FEM;PL
peitos	krūšu	peito	krūts	N	N;GEN;FEM;PL
peitos	krūts	peito	krūts	N	N;NOM;FEM;SG
despedido	atlaists	despedir	atlaist	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
baleiras	tukši	baleira	tukši	ADJ	ADJ;NOM;MASC;PL
baleiras	tukšs	baleira	tukšs	ADJ	ADJ;NOM;MASC;SG
baleiras	tukšas	baleira	tukša	ADJ	ADJ;NOM;FEM;PL
baleiras	tukša	baleira	tukša	ADJ	ADJ;NOM;FEM;SG
furioso	nikns	furioso	nikns	ADJ	ADJ;NOM;MASC;SG
vina	redzēju	vina	redzēt	V	V;FH;IND;SG;1;POS;PST;FIN;ACT
vina	redzēja	vina	redzēt	V	V;FH;IND;3;POS;PST;FIN;ACT
vina	ieraudzīju	vina	ieraudzīt	V	V;FH;IND;SG;1;POS;PST;FIN;ACT
retiro	pensijā	retiro	pensija	N	N;ESS;FEM;SG
retiro	pensionēšanās	retiro	pensionēšanās	N	N;NOM;FEM;SG
peles	kažokādas	pel	kažokāda	N	N;NOM;FEM;PL
peles	kažokādu	pel	kažokāds	N	N;ACC;MASC;SG
cranio	galvaskausa	cranio	galvaskausīt	N	N;NOM;MASC;SG
fique	stāvēt	fique	stāvēt	V	V;POS;NFIN
destruíron	iznīcināta	destruír	iznīcināt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
destruíron	iznīcināts	destruír	iznīcināt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
destruíron	iznīcināti	destruír	iznīcināt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
destruíron	iznīcina	destruír	iznīcināt	V	V;FH;IND;3;POS;PRS;FIN;ACT
batallóns	bataljoni	batallón	bataljons	N	N;NOM;MASC;PL
veteranos	veterānu	veterano	veterāns	N	N;ACC;MASC;SG
valentía	drosme	valentía	drosme	N	N;NOM;FEM;SG
valentía	drosmi	valentía	drosme	N	N;ACC;FEM;SG
defende	aizstāv	defender	aizstāvēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
cheguemos	iegūsti	cheguer	iegūt	V	V;IMP;SG;2;POS;FIN;ACT
cheguemos	dabūt	cheguer	dabūt	V	V;POS;NFIN
atoparei	atrodi	atopar	atrast	V	V;IMP;SG;2;POS;FIN;ACT
atoparei	meklēt	atopar	meklēt	V	V;POS;NFIN
atoparei	atrast	atopar	atrast	V	V;POS;NFIN
tesouro	dārgumi	tesouro	dārgums	N	N;NOM;MASC;PL
tesouro	dārgums	tesouro	dārgums	N	N;NOM;MASC;SG
destruído	iznīcināta	destruír	iznīcināt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
destruído	iznīcināts	destruír	iznīcināt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
destruído	iznīcināti	destruír	iznīcināt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
destruído	iznīcina	destruír	iznīcināt	V	V;FH;IND;3;POS;PRS;FIN;ACT
roubando	zog	roubar	zagt	V	V;FH;IND;3;POS;PRS;FIN;ACT
chamarme	saukt	chamarme	saukt	V	V;POS;NFIN
filliña	vēstule	filliña	vēstule	N	N;NOM;FEM;SG
filliña	burts	filliña	burts	N	N;NOM;MASC;SG
filliña	meitiņa	filliña	meitiņa	N	N;NOM;FEM;SG
filliña	meitene	filliña	meitene	N	N;NOM;FEM;SG
filliña	meitenei	filliña	meitene	N	N;DAT;FEM;SG
mineral	minerālu	mineral	minerāla	N	N;ACC;MASC;SG
cantaba	dziedāt	cantar	dziedāt	V	V;POS;NFIN
cantaba	dziedam	cantar	dzieds	V	V;FH;IND;PL;1;POS;PRS;FIN;ACT
cantaba	dziedi	cantar	dziede	V	V;IMP;SG;2;POS;FIN;ACT
cantaba	dziedāja	cantar	dziedāt	V	V;FH;IND;3;POS;PST;FIN;ACT
tentaron	mēģināju	tentar	mēģināt	V	V;FH;IND;SG;1;POS;PST;FIN;ACT
tentaron	mēģinājis	tentar	mēģināt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
tentaron	centos	tentar	censties	V	V;FH;IND;SG;1;POS;REFL;PST;FIN;ACT
executado	izpildīts	executar	izpildīt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
anarquista	anarhistu	anarquista	anarhists	N	N;ACC;MASC;SG
escribo	rakstīt	escribir	rakstīt	V	V;POS;NFIN
escribo	rakstiet	escribir	rakstīt	V	V;IMP;PL;2;POS;FIN;ACT
irlandeses	īru	irlander	īrs	N	N;NOM;MASC;SG
detido	arestēts	deter	arestēt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
detido	arestēti	deter	arestēt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
detido	apcietināts	deter	apcietināt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
artillería	artilērijas	artillería	artilērija	N	N;NOM;FEM;PL
terroristas	teroristiem	terrorista	terorists	N	N;DAT;MASC;PL
terroristas	teroristi	terrorista	terorists	N	N;NOM;MASC;PL
condesa	grāfiene	condesa	grāfiene	N	N;NOM;FEM;SG
profes	skolotāji	profe	skolotājs	N	N;NOM;MASC;PL
profes	skolotājiem	profe	skolotājs	N	N;DAT;MASC;PL
profes	pasniedzēji	profe	pasniedzējs	N	N;NOM;MASC;PL
asteroides	asteroīds	asteroide	asteroīds	N	N;NOM;MASC;SG
desexaba	gribēju	desexar	gribēt	V	V;FH;IND;SG;1;POS;PST;FIN;ACT
desexaba	gribēja	desexar	gribēt	V	V;FH;IND;3;POS;PST;FIN;ACT
desexaba	vēlējās	desexar	vēlēties	V	V;FH;IND;3;POS;REFL;PST;FIN;ACT
desexaba	cerēju	desexar	cerēt	V	V;FH;IND;SG;1;POS;PST;FIN;ACT
desexaba	cerēja	desexar	cerēt	V	V;FH;IND;3;POS;PST;FIN;ACT
ensina	māca	ensinar	mācīt	V	V;FH;IND;3;POS;PRS;FIN;ACT
solucionar	atrisināt	solucionar	atrisināt	V	V;POS;NFIN
ángeles	angeles	ángele	angele	N	N;NOM;FEM;PL
doenzas	slimības	doenza	slimība	N	N;NOM;FEM;PL
doenzas	slimībām	doenza	slimība	N	N;DAT;FEM;PL
hormona	hormonu	hormona	hormons	N	N;ACC;MASC;SG
hormona	hormoni	hormona	hormons	N	N;NOM;MASC;PL
hormona	hormons	hormona	hormons	N	N;NOM;MASC;SG
hormona	hormona	hormona	hormons	N	N;GEN;MASC;SG
doutores	ārsti	doutor	ārsts	N	N;NOM;MASC;PL
cambiando	maina	cambiar	mainīt	V	V;FH;IND;3;POS;PRS;FIN;ACT
cambiando	mainās	cambiar	mainīties	V	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
aconteza	notikt	aconteza	notikt	V	V;POS;NFIN
aconteza	gadās	aconteza	gadīties	V	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
tocamos	atskaņot	tocar	atskaņot	V	V;POS;NFIN
tocamos	spēlē	tocar	spēlēt	V	V;FH;IND;3;POS;PRS;FIN;ACT
tocamos	spēlēt	tocar	spēlēt	V	V;POS;NFIN
bendición	svētību	bendición	svētība	N	N;ACC;FEM;SG
bendición	svētība	bendición	svētība	N	N;NOM;FEM;SG
inspiración	iedvesmu	inspiración	iedvesms	N	N;ACC;FEM;SG
inspiración	iedvesma	inspiración	iedvesma	N	N;NOM;FEM;SG
sabia	zināja	sabia	zināt	V	V;FH;IND;3;POS;PST;FIN;ACT
sabia	zināju	sabia	zināt	V	V;FH;IND;SG;1;POS;PST;FIN;ACT
sabia	zināji	sabia	zināt	V	V;IMP;SG;2;POS;FIN;ACT
sabia	pazina	sabia	pazīt	V	V;FH;IND;3;POS;PST;FIN;ACT
ministerio	ministrijas	ministerio	ministrija	N	N;NOM;FEM;PL
ministerio	ministrija	ministerio	ministrija	N	N;NOM;FEM;SG
ministerio	birojs	ministerio	birojs	N	N;NOM;MASC;SG
ministerio	biroja	ministerio	birojs	N	N;GEN;MASC;SG
ministerio	biroju	ministerio	birojs	N	N;ACC;MASC;SG
noventa	deviņdesmit	noventa	deviņdesmit	NUM	NUM;PL
pensaría	domājat	pensar	domāt	V	V;FH;IND;PL;2;POS;PRS;FIN;ACT
pensaría	domā	pensar	domāt	V	V;FH;IND;SG;2;POS;PRS;FIN;ACT
pensaría	domāju	pensar	domāt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
pensaría	domāt	pensar	domāt	V	V;POS;NFIN
pensaría	domājam	pensar	domāt	V	V;FH;IND;PL;1;POS;PRS;FIN;ACT
existía	bija	existir	būt	V	V;FH;IND;3;POS;PST;FIN;ACT
seguise	vēljoprojām	seguir	vēljoprojām	V	V;FH;IND;PL;1;POS;PST;FIN;ACT
seguise	bija	seguir	būt	V	V;FH;IND;3;POS;PST;FIN;ACT
seguise	ņemt	seguir	ņemt	V	V;POS;NFIN
seguise	ņem	seguir	ņemt	V	V;IMP;SG;2;POS;FIN;ACT
vendía	pārdoti	vendía	pārdot	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
vendía	pārdod	vendía	pārdot	V	V;IMP;SG;2;POS;FIN;ACT
vendía	pārdots	vendía	pārdot	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
poemas	dzejoļi	poema	dzejolis	N	N;NOM;MASC;PL
coñecedes	zinu	coñecede	zināt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
coñecedes	zinām	coñecede	zināt	V	V;FH;IND;PL;1;POS;PRS;FIN;ACT
coñecedes	zināt	coñecede	zināt	V	V;POS;NFIN
ducias	dučiem	ducia	dučs	N	N;DAT;MASC;PL
ensaios	izmēģinājumi	ensalo	izmēģinājums	N	N;NOM;MASC;PL
táboa	galds	táboa	galds	N	N;NOM;MASC;SG
táboa	galdiņš	táboa	galdiņš	N	N;NOM;MASC;SG
táboa	tabula	táboa	tabuls	N	N;NOM;FEM;SG
táboa	galda	táboa	galds	N	N;GEN;MASC;SG
errada	nepareiza	errada	nepareiza	ADJ	ADJ;NOM;FEM;SG
errada	nepareizs	errada	nepareizs	ADJ	ADJ;NOM;MASC;SG
inesperado	negaidīta	inesperar	negaidīt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
inesperado	negaidīts	inesperar	negaidīt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
illamento	izolācija	illamento	izolācija	N	N;NOM;FEM;SG
illamento	izolācijas	illamento	izolācija	N	N;NOM;FEM;PL
illamento	izolēšana	illamento	izolēšana	N	N;NOM;FEM;SG
aparellos	ierīces	aparello	ierīce	N	N;NOM;FEM;PL
negociacións	sarunas	negociación	saruna	N	N;NOM;FEM;PL
competición	konkurence	competición	konkurence	N	N;NOM;FEM;SG
finxir	izliekas	finxir	izlikties	V	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
finxir	izliecies	finxir	izliekties	V	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
finxir	izlikties	finxir	izlikties	V	V;POS;REFL;NFIN
fainos	marka	faino	marka	N	N;NOM;FEM;SG
posicións	pozīcijas	posición	pozīcija	N	N;NOM;FEM;PL
posicións	nostājas	posición	nostāja	N	N;NOM;FEM;PL
aplicar	piemēro	aplicar	piemērot	V	V;IMP;SG;2;POS;FIN;ACT
aplicar	piemērot	aplicar	piemērot	V	V;POS;NFIN
aplicar	pielietot	aplicar	pielietot	V	V;POS;NFIN
positiva	pozitīvas	positivo	pozitīva	ADJ	ADJ;NOM;FEM;PL
positiva	pozitīvā	positivo	pozitīvs	ADJ	ADJ;NOM;FEM;SG
positiva	pozitīva	positivo	pozitīvs	ADJ	ADJ;NOM;FEM;SG
positiva	pozitīvais	positivo	pozitīvs	ADJ	ADJ;NOM;MASC;SG
positiva	pozitīvs	positivo	pozitīvs	ADJ	ADJ;NOM;MASC;SG
sufrín	cietuši	sufrín	ciest	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
sufrín	cietusi	sufrín	ciest	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
sufrín	cieta	sufrín	ciest	V	V;FH;IND;3;POS;PST;FIN;ACT
sufrín	cietis	sufrín	cietis	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
seriamente	nopietni	seriamente	nopietni	ADV	ADV
ecuación	vienādojums	ecuación	vienādojums	N	N;NOM;MASC;SG
ecuación	vienādojumu	ecuación	vienādojums	N	N;ACC;MASC;SG
axudas	palīgā	axuda	palīgs	N	N;ESS;MASC;SG
axudas	palīdzība	axuda	palīdzība	N	N;NOM;FEM;SG
típica	tipiska	típico	tipiska	ADJ	ADJ;NOM;FEM;SG
típica	raksturīgs	típico	raksturīgs	ADJ	ADJ;NOM;MASC;SG
típica	tipiskas	típico	tipiska	ADJ	ADJ;NOM;FEM;PL
típica	tipisks	típico	tipisks	ADJ	ADJ;NOM;MASC;SG
deixara	bija	deixar	būt	V	V;FH;IND;3;POS;PST;FIN;ACT
deixara	palicis	deixar	palikt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
deixara	palikusi	deixar	palikt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
xenocidio	genocīds	xenocidio	genocīds	N	N;NOM;MASC;SG
nixeria	nigērija	nixeria	nigērija	N	N;NOM;FEM;SG
nixeria	nigērijā	nixeria	nigērija	N	N;ESS;FEM;SG
casco	ķivere	casco	ķivere	N	N;NOM;FEM;SG
casco	ķiveri	casco	ķiveris	N	N;ACC;MASC;SG
deberan	vajadzētu	deber	vajadzēt	V	V;COND;POS;FIN;ACT
paisaxes	ainavas	paisaxe	ainava	N	N;NOM;FEM;PL
imitar	atdarināt	imitar	atdarināt	V	V;POS;NFIN
recoñeceu	atzītas	recoñecer	atzīt	V	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
recoñeceu	atzīta	recoñecer	atzīt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
recoñeceu	atzīti	recoñecer	atzīt	V	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
recoñeceu	atzīts	recoñecer	atzīt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
fragmentos	fragmenti	fragmento	fragments	N	N;NOM;MASC;PL
atrapar	noķert	atrapar	noķert	V	V;POS;NFIN
atrapar	noķer	atrapar	noķert	V	V;FH;IND;3;POS;PRS;FIN;ACT
morrían	nomira	morrer	nomirt	V	V;FH;IND;3;POS;PST;FIN;ACT
morrían	mira	morrer	mirt	V	V;FH;IND;3;POS;PST;FIN;ACT
electrónica	elektroniskais	electrónico	elektronisks	ADJ	ADJ;NOM;MASC;SG
electrónica	elektroniskie	electrónico	elektronisks	ADJ	ADJ;NOM;MASC;PL
eficacia	efektivitāte	eficacia	efektivitāte	N	N;NOM;FEM;SG
eficacia	efektivitāte	eficacia	efektivitāte	N	N;NOM;FEM;SG
debuxar	zīmēt	debuxar	zīmēt	V	V;POS;NFIN
balea	vaļu	balea	vaļu	N	N;ACC;FEM;SG
tráxico	traģisks	tráxico	traģisks	ADJ	ADJ;NOM;MASC;SG
tráxico	traģiska	tráxico	traģiska	ADJ	ADJ;NOM;FEM;SG
rexeita	atsakās	rexeitar	atsacīties	V	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
biolóxico	bioloģisko	biolóxico	bioloģiska	ADJ	ADJ;ACC;MASC;SG
biolóxico	bioloģiskā	biolóxico	bioloģiska	ADJ	ADJ;NOM;FEM;SG
biolóxico	bioloģiskais	biolóxico	bioloģisks	ADJ	ADJ;NOM;MASC;SG
abren	atklāts	abren	atklāt	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
abren	atvērts	abren	atvērts	V	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
abren	atvērta	abren	atvērt	V	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
abren	atvērt	abren	atvērt	V	V;POS;NFIN
variedade	šķirne	variedade	šķirne	N	N;NOM;FEM;SG
variedade	šķirnes	variedade	šķirne	N	N;NOM;FEM;PL
caribe	karību	caribe	karība	N	N;ACC;FEM;SG
recuperación	atgūšanās	recuperación	atgūšanās	N	N;NOM;FEM;SG
recuperación	atveseļošanās	recuperación	atveseļošanās	N	N;NOM;FEM;SG
recuperación	atveseļošanas	recuperación	atveseļošana	N	N;GEN;FEM;SG
recuperación	atgūšana	recuperación	atgūšana	N	N;NOM;FEM;SG
recuperación	reģenerācija	recuperación	reģenerācija	N	N;NOM;FEM;SG
contaminación	piesārņojuma	contaminación	piesārņojums	N	N;GEN;MASC;SG
contaminación	piesārņojums	contaminación	piesārņojums	N	N;NOM;MASC;SG
pedazos	gabali	pedazo	gabals	N	N;NOM;MASC;PL
bases	bāzes	base	bāze	N	N;NOM;FEM;PL
minte	melo	minte	melot	V	V;FH;IND;3;POS;PRS;FIN;ACT
minte	melo	minte	melot	V	V;FH;IND;3;POS;PRS;FIN;ACT
exercicios	vingrinājumi	exercicio	vingrinājums	N	N;NOM;MASC;PL
lixeiramente	nedaudz	lixeiramente	nedaudz	ADV	ADV
ventos	vēji	vento	vēji	N	N;NOM;MASC;PL
atopen	atrodi	atopar	atrast	V	V;IMP;SG;2;POS;FIN;ACT
atopen	meklēt	atopar	meklēt	V	V;POS;NFIN
atopen	atrast	atopar	atrast	V	V;POS;NFIN
fundación	pamats	fundación	pamats	N	N;NOM;MASC;SG
fundación	fonds	fundación	fonds	N	N;NOM;MASC;SG
construir	būvēt	construir	būvēt	V	V;POS;NFIN
construir	veidot	construir	veidot	V	V;POS;NFIN
farrapos	lupatas	farrapo	lupata	N	N;NOM;FEM;PL
traballaban	strādāja	traballar	strādāt	V	V;FH;IND;3;POS;PST;FIN;ACT
traballaban	strādāt	traballar	strādāt	V	V;POS;NFIN
traballaban	strādājam	traballar	strādāt	V	V;FH;IND;PL;1;POS;PRS;FIN;ACT
traballaban	strādā	traballar	strādāt	V	V;FH;IND;3;POS;PRS;FIN;ACT
tiveran	bija	ter	būt	V	V;FH;IND;3;POS;PST;FIN;ACT
ainda	vēl	ainda	vēl	ADV	ADV
ainda	joprojām	ainda	joprojām	ADV	ADV
usala	lietot	usalar	lietot	V	V;POS;NFIN
usala	izlietot	usalar	izlietot	V	V;POS;NFIN
medran	augt	medrar	augt	V	V;POS;NFIN
cadela	suns	cadela	suns	N	N;NOM;MASC;SG
cadela	suņi	cadela	suns	N	N;NOM;MASC;PL
cadela	maita	cadela	maita	N	N;NOM;FEM;SG
encantaríame	mīli	encantaríame	mīlēt	V	V;IMP;SG;2;POS;FIN;ACT
encantaríame	mīlu	encantaríame	mīlēt	V	V;FH;IND;SG;1;POS;PRS;FIN;ACT
perigos	briesmas	perigo	briesmas	N	N;NOM;FEM
intencións	nolūki	intención	nolūks	N	N;NOM;MASC;PL
intencións	nodomi	intención	nodome	N	N;NOM;MASC;PL
cursos	kursos	curso	kurss	N	N;ESS;MASC;PL
cursos	kursiem	curso	kurss	N	N;DAT;MASC;PL
cursos	kursus	curso	kurss	N	N;ACC;MASC;PL
cursos	kursi	curso	kurss	N	N;NOM;MASC;PL
cursos	seminārus	curso	seminārs	N	N;ACC;MASC;PL
cursos	semināri	curso	seminārs	N	N;NOM;MASC;PL
herbas	zāle	herba	zāle	N	N;NOM;FEM;SG
herbas	zāli	herba	zāle	N	N;ACC;FEM;SG
herbas	garšaugi	herba	garšaugs	N	N;NOM;MASC;PL
herbas	augi	herba	augs	N	N;NOM;MASC;PL
computadora	datoram	computar	dators	N	N;DAT;MASC;SG
computadora	datoru	computar	dators	N	N;ACC;MASC;SG
computadora	dators	computar	dators	N	N;NOM;MASC;SG
contactar	sazināties	contactar	sazināties	V	V;POS;REFL;NFIN
arquitecto	arhitekts	arquitecto	arhitekts	N	N;NOM;MASC;SG
catedral	katedrāle	catedral	katedrāle	N	N;NOM;FEM;SG
comparar	salīdzina	comparar	salīdzināt	V	V;FH;IND;3;POS;PRS;FIN;ACT
comparar	salīdzināt	comparar	salīdzināt	V	V;POS;NFIN
