ve	dan	ve	dan	CONJ	CONJ
duyurdu	umumkan	duyur	umumkan	V;PFV;IND;SG;3;POS;PST	V;SG;ACT
rahat	nyaman	rahat	nyaman	ADJ	ADJ;SG
rahat	nyaman	rahat	nyaman	ADJ	ADJ;SG
rahat	nyaman	rahat	nyaman	ADJ	ADJ;SG
değiştirildi	diubah	değiş	diubah	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
değiştirildi	diubah	değiş	diubah	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
değiştirildi	dimodifikasi	değiş	dimodifikasi	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
just	cuma	just	cuma		
anahtar	kunci	anahtar	kunci	N;NOM;SG;3	N;SG
anahtar	kunci	anahtar	kunci	N;NOM;SG;3	N;SG
açılmış	dibuka	aç	dibuka	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
havacılık	aeronautical	havacılık	aeronautical	N;NOM;SG;3	N
havacılık	penerbangan	havacılık	penterbangan	N;NOM;SG;3	N;SG
havacılık	aviasi	havacılık	aviasi	N;NOM;SG;3	N
havacılık	dirgantara	havacılık	dirgantara	N;NOM;SG;3	N
firma	firma	firma	firma	N;NOM;SG;3	N
firma	perusahaan	firma	perusahaan	N;NOM;SG;3	N;SG
sundu	disajikan	sun	disajikan	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
sundu	dihadirkan	sun	dihadirkan	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
alıyor	mengambil	al	menambil	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
maliyeti	biaya	maliyet	biaya	N;NOM;SG;3	N;SG
maliyeti	biaya	maliyet	biaya	N;NOM;SG;3	N;SG
maliyeti	biayanya	maliyet	biaya	N;NOM;SG;3	N;SG
izleyen	nonton	izle	nonton	V;PFV;IND;POS;PRS;V.PTCP	V;SG;ACT
izleyen	menonton	izle	mentonton	V;PFV;IND;POS;PRS;V.PTCP	V;SG;ACT
komuta	perintah	komut	perintah	N;NOM;SG;3	N;SG
yaralandı	terluka	yarala	terluka	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
yaralandı	terluka	yarala	terluka	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
maya	maya	maya	maya		
sayfaya	halaman	sayfa	halaman	N;DAT;SG;3	N;SG
önlemek	mencegah	önle	mencegah	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
önlemek	mencegah	önle	mencegah	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
önlemek	cegah	önle	cegah	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
getirmek	membawa	getir	menbawa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
ekleme	tambah	ekle	tambah		
heyeti	delegasi	heyet	delegasi	N;NOM;SG;3	N;SG
kişiliği	kepribadian	kişilik	kepribadian	N;NOM;SG;3	N;SG
çalışmak	belajar	çalış	belajar	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG
çalışmak	bekerja	çalış	bekerja	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
çalışmak	berfungsi	çalış	berfungsi	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
çalışmak	bekerja	çalış	bekerja	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
gitmek	meninggalkan	git	mentinggalkan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
alay	ejek	alay	ejek		
alay	mengejek	alay	menejek		
tapınağı	kuil	tapınak	kuil	N;NOM;SG;3	N;SG
çıkarıldı	dibuang	çıkar	dibuang	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
çıkarıldı	dihapus	çıkar	dihapus	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
töreni	upacara	tören	upacara	N;NOM;SG;3	N;SG
türler	genre	tür	genre	N;NOM;PL;3	N
türler	species	tür	species	N;NOM;PL;3	N
uyumlu	kompatibel	uyumlu	kompatibel	ADJ	ADJ;SG
yönetilen	dimoderasi	yönet	dimoderasi	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
yönetilen	dikelola	yönet	dikelola	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
aksi	cemberut	aksi	cemberut		
lakers	laker	lakers	laker	N;NOM;SG;3	N
katliamı	pembantaian	katlia	penbantaian	N;ACC;SG;3	N;SG
corporation	perusahaan	corporation	perusahaan	N;NOM;SG;3	N;SG
corporation	korporasi	corporation	korporasi	N;NOM;SG;3	N;SG
araçlar	tools	araç	tools	N;NOM;PL;3	N
ani	ani	ani	ani		
otel	hotel	otel	hotel	N;NOM;SG;3	N;SG
otel	hotel	otel	hotel	N;NOM;SG;3	N;SG
tanımı	definisinya	tanım	definisi	N;NOM;SG;3	N;SG
tanımı	definisi	tanım	definisi	N;NOM;SG;3	N;SG
talk	bicara	talk	bicara		
askerlik	kemiliteran	askerlik	kemiliteran	N;NOM;SG;3	N;SG
örümcek	laba	örü	laba	N;NOM;SG;3	N;SG
davranış	perilaku	davranış	perilaku	N;NOM;SG;3	N;SG
davranış	kelakuan	davranış	kelakuan	N;NOM;SG;3	N;SG
davranış	sikapnya	davranış	sikap	N;NOM;SG;3	N;SG
davranış	sikap	davranış	sikap	N;NOM;SG;3	N;SG
davranış	tingkah	davranış	tingkah	N;NOM;SG;3	N;SG
davranış	perilaku	davranış	perilaku	N;NOM;SG;3	N;SG
davranış	kelakuan	davranış	kelakuan	N;NOM;SG;3	N;SG
davranış	prilaku	davranış	prilaku	N;NOM;SG;3	N;SG
akımı	aliran	akım	aliran	N;NOM;SG;3	N;SG
akımı	arus	akım	arus	N;NOM;SG;3	N;SG
akımı	streaming	akım	streaming	N;NOM;SG;3	N
kütüphane	pustaka	kütüphane	pustaka	N;NOM;SG;3	N
kütüphane	perpustakaan	kütüphane	perpustakaan	N;NOM;SG;3	N;SG
kütüphane	library	kütüphane	library	N;NOM;SG;3	N;SG
kütüphane	pustaka	kütüphane	pustaka	N;NOM;SG;3	N
kütüphane	perpustakaan	kütüphane	perpustakaan	N;NOM;SG;3	N;SG
sürüldü	dibuang	sür	dibuang	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
sürüldü	diusir	sür	diusir	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
sürüldü	diasingkan	sür	diasingkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
juventus	juventus	juventus	juventus	N;NOM;SG;3	N
hazırlanmış	dipersiapkan	hazırla	dipersiapkan	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PASS
hazırlanmış	disiapkan	hazırla	disiapkan	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PASS
tutuklandı	ditahan	tutukla	ditahan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
tutuklandı	ditangkap	tutukla	ditangkap	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
organizasyon	organisasi	organizasyon	organisasi	N;NOM;SG;3	N;SG
organizasyon	organisasi	organizasyon	organisasi	N;NOM;SG;3	N;SG
organizasyon	organisasi	organizasyon	organisasi	N;NOM;SG;3	N;SG
organizasyon	organisasi	organizasyon	organisasi	N;NOM;SG;3	N;SG
yükseklik	ketinggian	yükseklik	ketinggian	N;NOM;SG;3	N;SG
yükseklik	ketinggian	yükseklik	ketinggian	N;NOM;SG;3	N;SG
yükseklik	pengangkatan	yükseklik	penangkatan	N;NOM;SG;3	N;SG
yükseklik	ketinggian	yükseklik	ketinggian	N;NOM;SG;3	N;SG
anıtı	tugu	anıt	tugu	N;ACC;SG;3	N
anıtı	monumen	anıt	monumen	N;ACC;SG;3	N;SG
istenen	diminta	iste	diminta	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
istenen	diinginkan	iste	diinginkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
okula	sekolah	okul	sekolah	N;DAT;SG;3	N;SG
geçirmek	dibelanjakan	geçir	dibelanjakan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;PASS
geçirmek	menghabiskan	geçir	menhabiskan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
etkinlik	kegiatan	etkinlik	kegiatan	N;NOM;SG;3	N;SG
etkinlik	peristiwa	etkinlik	peristiwa	N;NOM;SG;3	N;SG
etkinlik	acara	etkinlik	acara	N;NOM;SG;3	N;SG
etkinlik	peristiwa	etkinlik	peristiwa	N;NOM;SG;3	N;SG
etkinlik	kegiatan	etkinlik	kegiatan	N;NOM;SG;3	N;SG
etkinlik	event	etkinlik	event	N;NOM;SG;3	N
etkinlik	acara	etkinlik	acara	N;NOM;SG;3	N;SG
merak	penasaran	merak	penasaran	N;NOM;SG;3	N;SG
merak	penasaran	merak	penasaran	N;NOM;SG;3	N;SG
merak	keingintahuan	merak	keingintahuan	N;NOM;SG;3	N;SG
sunuldu	disajikan	sun	disajikan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
sunuldu	dihadirkan	sun	dihadirkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
sayfayı	halaman	sayfa	halaman	N;ACC;SG;3	N;SG
devriye	patroli	devri	patroli	N;NOM;SG;3	N;SG
ligue	ligue	ligue	ligue	N;NOM;SG;3	N
açısı	angle	açı	angle	N;NOM;SG;3	N
açısı	sudut	açı	sudut	N;NOM;SG;3	N;SG
sunulan	disajikan	sun	disajikan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
sunulan	dihadirkan	sun	dihadirkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
yalan	bohong	yalan	bohong		
yalan	bohong	yalan	bohong		
sunucusu	presenter	sunucu	presenter	N;NOM;SG;3	N
sunucusu	server	sunucu	server	N;NOM;SG;3	N;SG
endüstriyel	industri	endüstriyel	industri	N;NOM;SG;3	N;SG
alışveriş	ruko	alışveriş	ruko	N;NOM;SG;3	N
alışveriş	toko	alışveriş	toko	N;NOM;SG;3	N;SG
alışveriş	belanja	alışveriş	belanja	N;NOM;SG;3	N;SG
alışveriş	pembelian	alışveriş	penbelian	N;NOM;SG;3	N;SG
alışveriş	belanja	alışveriş	belanja	N;NOM;SG;3	N;SG
alışveriş	pembelian	alışveriş	penbelian	N;NOM;SG;3	N;SG
işlemleri	transaksi	işlem	transaksi	N;ACC;PL;3	N
güvenliği	keselamatan	güvenlik	keselamatan	N;NOM;SG;3	N;SG
güvenliği	keamanan	güvenlik	keamanan	N;NOM;SG;3	N;SG
tapınak	kuil	tapınak	kuil	N;NOM;SG;3	N;SG
romantik	percintaan	romantik	percintaan	N;NOM;SG;3	N;SG
romantik	romantis	romantik	romantis	N;NOM;SG;3	N;SG
romantik	asmara	romantik	asmara	N;NOM;SG;3	N;SG
romantik	romantis	romantik	romantis	N;NOM;SG;3	N;SG
romantik	romantic	romantik	romantic	N;NOM;SG;3	N;SG
bahçesi	taman	bahçe	taman	N;NOM;SG;3	N;SG
bahçesi	kebun	bahçe	kebun	N;NOM;SG;3	N;SG
oluşturulmuş	dibentuk	oluş	dibentuk	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
oluşturulmuş	terbentuk	oluş	terbentuk	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
oluşturulmuş	dihasilkan	oluş	dihasilkan	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;SG;PASS
yayınladığı	menerbitkan	yayınla	menterbitkan	V;PFV;IND;POS;PST;V.PTCP	V;SG;ACT
atıldı	dikeluarkan	at	dikeluarkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
atıldı	dikeluarkan	at	dikeluarkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
atıldı	diusir	at	diusir	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
yeteneği	kemampuan	yetenek	kemampuan	N;NOM;SG;3	N;SG
yatırım	investasi	yatırım	investasi	N;NOM;SG;3	N;SG
yatırım	investasi	yatırım	investasi	N;NOM;SG;3	N;SG
yatırım	investasi	yatırım	investasi	N;NOM;SG;3	N;SG
miss	nona	miss	nona		
tekniği	teknik	teknik	teknik	N;ACC;SG;3	N;SG
soyundan	turunannya	soyun	turunan	N;AT+ABL;SG;3	N;SG
soyundan	keturunan	soyun	keturunan	N;AT+ABL;SG;3	N;SG
girişimi	inisiatif	girişim	inisiatif	N;NOM;SG;3	N;SG
dostluk	persahabatan	dostluk	persahabatan	N;NOM;SG;3	N;SG
dostluk	pertemanan	dostluk	pertemanan	N;NOM;SG;3	N;SG
moon	rembulan	moon	rembulan	N;NOM;SG;3	N;SG
moon	bulan	moon	bulan	N;NOM;SG;3	N;SG
beklenen	diharapkan	bekle	diharapkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
beklenen	diantisipasi	bekle	diantisipasi	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
teori	teori	teori	teori	N;NOM;SG;3	N;SG
aynen	persis	aynen	persis		;SG
direniş	perlawanan	direniş	perlawanan	N;NOM;SG;3	N;SG
direniş	pemberontak	direniş	penberontak	N;NOM;SG;3	N;SG
direniş	ketahanan	direniş	ketahanan	N;NOM;SG;3	N;SG
direniş	resistance	direniş	resistance	N;NOM;SG;3	N
filosu	armada	filo	armada	N;NOM;SG;3	N;SG
sahnesi	adegan	sahne	adegan	N;NOM;SG;3	N;SG
sahnesi	scene	sahne	scene	N;NOM;SG;3	N
gereklidir	wajib	gerekli	wajib		
bahçe	gamis	bahçe	gamis	N;NOM;SG;3	N
bahçe	pertamanan	bahçe	pertamanan	N;NOM;SG;3	N;SG
bahçe	taman	bahçe	taman	N;NOM;SG;3	N;SG
bahçe	kebun	bahçe	kebun	N;NOM;SG;3	N;SG
başlangıcı	timbulnya	başlangıç	timbul	N;ACC;SG;3	N;SG
başlangıcı	permulaan	başlangıç	permulaan	N;ACC;SG;3	N;SG
tanımlanan	ditentukan	tanımla	ditentukan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
tanımlanan	dijelaskan	tanımla	dijelaskan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
tanımlanan	didefinisikan	tanımla	didefinisikan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
tanımlanan	terdefinisi	tanımla	terdefinisi	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
oluşturuldu	tercipta	oluş	tercipta	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
oluşturuldu	dibuat	oluş	dibuat	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
oluşturuldu	dihasilkan	oluş	dihasilkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
finansal	finansial	finansal	finansial	ADJ	ADJ;SG
yaylası	plateau	yayla	plateau	N;NOM;SG;3	N
ribaund	rebound	ribaund	rebound	N;NOM;SG;3	N
salon	sedan	salon	sedan	N;NOM;SG;3	N;SG
salon	salon	salon	salon	N;NOM;SG;3	N;SG
salon	aula	salon	aula	N;NOM;SG;3	N;SG
ejderha	naga	ejderha	naga	N;NOM;SG;3	N
ejderha	naga	ejderha	naga	N;NOM;SG;3	N
oysa	padahal	oysa	padahal		
telekom	telekomunikasi	telekom	telekomunikasi	N;NOM;SG;3	N
bellek	kenangan	bellek	kenangan	N;NOM;SG;3	N;SG
bellek	ingatan	bellek	ingatan	N;NOM;SG;3	N;SG
bellek	memori	bellek	memori	N;NOM;SG;3	N;SG
torunu	cucu	torun	cucu	N;NOM;SG;3	N;SG
torunu	cucu	torun	cucu	N;NOM;SG;3	N;SG
olasılık	kemungkinannya	olasılık	kemungkinan	N;NOM;SG;3	N;SG
olasılık	kemungkinan	olasılık	kemungkinan	N;NOM;SG;3	N;SG
olasılık	probabilitas	olasılık	probabilitas	N;NOM;SG;3	N
olasılık	kemungkinannya	olasılık	kemungkinan	N;NOM;SG;3	N;SG
olasılık	kemungkinan	olasılık	kemungkinan	N;NOM;SG;3	N;SG
olasılık	kemungkinan	olasılık	kemungkinan	N;NOM;SG;3	N;SG
bağlantıları	link	bağlantı	link	N;NOM;PL;3	N
tehlike	bahaya	tehlike	bahaya	N;NOM;SG;3	N;SG
dersler	ceramah	ders	ceramah	N;NOM;PL;3	N
güneye	selatan	güne	selatan	N;DAT;SG;3	N;SG
yapıyor	melakukan	yap	menlakukan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
vahşi	sengit	vahşi	sengit		
katedrali	katedral	katedrali	katedral	N;ESS;SG;3	N
korunması	melindungi	korun	menlindungi	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
tedavisi	pengobatan	tedavi	penobatan	N;NOM;SG;3	N;SG
tedavisi	perawatan	tedavi	penrawatan	N;NOM;SG;3	N;SG
maalesef	sayangnya	maalesef	sayang	ADV	ADV;SG
yuvarlak	melingkar	yuvarlak	menlingkar		;ACT
bateri	genderang	bateri	genderang	N;NOM;SG;3	N;SG
bateri	drum	bateri	drum	N;NOM;SG;3	N
bateri	genderang	bateri	genderang	N;NOM;SG;3	N;SG
bateri	drum	bateri	drum	N;NOM;SG;3	N
bateri	gendang	bateri	gendang	N;NOM;SG;3	N
eklenen	ditambahkan	ekle	ditambahkan	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;SG;PASS
savaşlar	peperangan	savaş	peperangan	N;NOM;PL;3	N
matematikçi	matematikawan	matematikçi	matematikawan	N;NOM;SG;3	N
tura	tur	tur	tur	N;DAT;SG;3	N
tura	wisata	tur	wisata	N;DAT;SG;3	N;SG
misafir	tamu	misafir	tamu	N;NOM;SG;3	N;SG
misafir	tamu	misafir	tamu	N;NOM;SG;3	N;SG
hediye	hadiah	hedi	hadiah	N;NOM;SG;3	N;SG
hediye	kado	hedi	kado	N;NOM;SG;3	N;SG
hediye	kado	hedi	kado	N;NOM;SG;3	N;SG
hediye	hadiah	hedi	hadiah	N;NOM;SG;3	N;SG
hediye	pemberian	hedi	penberian	N;NOM;SG;3	N;SG
hediye	kado	hedi	kado	N;NOM;SG;3	N;SG
doğmuş	lahir	doğ	lahir	V;PFV;NFH;IND;SG;3;POS;PST	V;SG;ACT
doğmuş	terlahir	doğ	terlahir	V;PFV;NFH;IND;SG;3;POS;PST	V;SG;PASS
doğmuş	dilahirkan	doğ	dilahirkan	V;PFV;NFH;IND;SG;3;POS;PST	V;SG;PASS
sembolü	simbol	sembolü	simbol	N;ACC;SG;3	N;SG
şiirler	puisi	şiir	puisi	N;NOM;PL;3	N
şiirler	puisi	şiir	puisi	N;NOM;PL;3	N
cumhuriyetçi	republikan	cumhuriyetçi	republikan	N;NOM;SG;3	N;SG
cumhuriyetçi	republik	cumhuriyetçi	republik	N;NOM;SG;3	N
mesajı	pesan	mesaj	pesan	N;ACC;SG;3	N;SG
frekans	frekuensinya	frekans	frekuensinya	N;NOM;SG;3	N;SG
frekans	frekuensi	frekans	frekuensi	N;NOM;SG;3	N;SG
ulaşmak	menjangkau	ulaş	menjangkau	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
ulaşmak	mencapai	ulaş	mencapai	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
yazık	malu	yazık	malu		
tüfek	senapan	tüfek	senapan	N;NOM;SG;3	N;SG
tüfek	senapan	tüfek	senapan	N;NOM;SG;3	N;SG
sözlüğü	kamus	sözlük	kamus	N;NOM;SG;3	N
tasarlanmış	dirancang	tasarla	dirancang	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PASS
tasarlanmış	didesain	tasarla	didesain	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;SG;PASS
airlines	airlines	airlines	airlines	N;NOM;SG;3	N
eklemek	menambahkan	ekle	mentambahkan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
eklemek	menambah	ekle	mentambah	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
turhan	turhan	turhan	turhan		
sıcaklığı	temperatur	sıcaklık	temperatur	N;ACC;SG;3	N
sıcaklığı	suhu	sıcaklık	suhu	N;ACC;SG;3	N;SG
sıcaklığı	hangatnya	sıcaklık	hangat	N;ACC;SG;3	N;SG
sıcaklığı	kehangatan	sıcaklık	kehangatan	N;ACC;SG;3	N;SG
hacmi	volume	hacim	volume	N;ACC;SG;3	N;SG
hacmi	borongan	hacim	borongan	N;ACC;SG;3	N
oluşumu	pembentukan	oluş	penbentukan	N;ACC;SG;3	N;SG
oluşumu	formasi	oluş	formasi	N;ACC;SG;3	N;SG
yazmak	menulis	yaz	mentulis	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
çıkmaya	berkencan	çık	berkencan	V;PFV;DAT;IND;POS;PRS;V.MSDR	V;SG;ACT
point	poin	point	poin	N;NOM;SG;3	N;SG
point	titik	point	titik	N;NOM;SG;3	N;SG
point	point	point	point	N;NOM;SG;3	N
bitti	dilakukan	bit	dilakukan	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
atlet	atlet	atlet	atlet	N;NOM;SG;3	N;SG
atlet	atlit	atlet	atlit	N;NOM;SG;3	N;SG
elverişli	nyaman	elverişli	nyaman	ADJ	ADJ;SG
banka	bank	banka	bank	N;NOM;SG;3	N;SG
banka	bank	banka	bank	N;NOM;SG;3	N;SG
tamamlandı	diselesaikan	tamamla	diselesaikan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
oynuyor	memainkan	oyna	menmainkan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
oynuyor	bermain	oyna	bermain	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
oynuyor	memainkan	oyna	menmainkan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
oynuyor	diputar	oyna	diputar	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;PASS
oynuyor	bermain	oyna	bermain	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
dinamik	dinamis	dinamik	dinamis	ADJ	ADJ;SG
şarap	arak	şarap	arak	N;NOM;SG;3	N;SG
şarap	anggur	şarap	anggur	N;NOM;SG;3	N;SG
vektör	vektor	vektör	vektor	N;NOM;SG;3	N;SG
ateşi	demam	ateşi	demam	N;NOM;SG;3	N;SG
berabere	dasi	beraber	dasi	N;NOM;SG;3	N;SG
berabere	ikat	beraber	ikat	N;NOM;SG;3	N;SG;ACT
berabere	imbang	beraber	imbang	N;NOM;SG;3	N;SG
yazıldı	tertulis	yaz	tertulis	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
yazıldı	ditulis	yaz	ditulis	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
mimarisi	arsitektur	mimari	arsitektur	N;NOM;SG;3	N;SG
semt	lingkungan	semt	lingkungan	N;NOM;SG;3	N;SG
semt	lingkungan	semt	lingkungan	N;NOM;SG;3	N;SG
semt	distrik	semt	distrik	N;NOM;SG;3	N;SG
semt	kecamatan	semt	kecamatan	N;NOM;SG;3	N;SG
semt	raionul	semt	raionul	N;NOM;SG;3	N
semt	kabupaten	semt	kabupaten	N;NOM;SG;3	N;SG
semt	daerah	semt	daerah	N;NOM;SG;3	N;SG
dayanışma	solidaritas	dayanışma	solidaritas	N;NOM;SG;3	N
kahve	kopi	kahve	kopi	N;NOM;SG;3	N;SG
tartışmalı	disengketakan	tartış	disengketakan	V;PFV;SG;3;POS;PRS	V;SG;PASS
görünüyor	muncul	görün	muncul	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
batıya	barat	bat	barat	N;DAT;SG;3	N;SG
adaylığı	pencalonan	adaylık	pencalonan	N;NOM;SG;3	N
adaylığı	nominasi	adaylık	nominasi	N;NOM;SG;3	N;SG
yönü	arah	yön	arah	N;ACC;SG;3	N;SG
yönü	aspek	yön	aspek	N;ACC;SG;3	N;SG
diyor	berkata	de	berkata	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
diyor	mengatakan	de	menkatakan	V;PROG;IND;SG;3;POS;INFM;PRS	V;SG;ACT
çevirisi	terjemahan	çevir	terjemahan	N;NOM;SG;3	N;SG
çevirisi	penerjemahan	çevir	penterjemahan	N;NOM;SG;3	N;SG
gel	datang	gel	datang	V;PFV;IMP;SG;2;POS;PRS	V;SG;ACT
kurtarmak	menyimpan	kurtar	mensimpan	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
kurtarmak	menabung	kurtar	mentabung	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;ACT
mutfağı	masakan	mutfak	masakan	N;ACC;SG;3	N;SG
sattı	terjual	sat	terjual	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
sattı	dijual	sat	dijual	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
silahlar	pistols	silah	pistols	N;NOM;PL;3	N
silahlar	pistol	silah	pistol	N;NOM;PL;3	N
açılır	dibuka	aç	dibuka	V;IPFV;IND;SG;3;POS;PASS	V;SG;PASS
açılır	terbuka	aç	terbuka	V;IPFV;IND;SG;3;POS;PASS	V;SG
hapse	penjara	hapis	penjara	N;DAT;SG;3	N;SG
toplantı	pengumpulan	toplantı	penkumpulan	N;NOM;SG;3	N;SG
toplantı	rapat	toplantı	rapat	N;NOM;SG;3	N;SG
toplantı	pertemuan	toplantı	pertemuan	N;NOM;SG;3	N;SG
toplantı	rapat	toplantı	rapat	N;NOM;SG;3	N;SG
toplantı	pertemuan	toplantı	pertemuan	N;NOM;SG;3	N;SG
ölmüş	meninggal	öl	mentinggal	V;PFV;NFH;IND;SG;3;POS;PST	V;SG;ACT
sürgüne	pengasingan	sürgü	penasingan	N;DAT;SG;3	N;SG
adresi	alamat	adres	alamat	N;NOM;SG;3	N;SG
diplomat	diplomat	diplomat	diplomat	N;NOM;SG;3	N
bağlandı	dilampirkan	bağla	dilampirkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
bağlandı	terhubung	bağla	terhubung	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
bağlandı	terkoneksi	bağla	terkoneksi	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
bağlandı	tersambung	bağla	tersambung	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
bağlandı	ditautkan	bağla	ditautkan	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
bağlandı	terkait	bağla	terkait	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
bağlandı	terhubung	bağla	terhubung	V;PFV;IND;SG;3;POS;PST;PASS	V;SG;PASS
silahı	senapan	silah	senapan	N;ACC;SG;3	N;SG
silahı	pistol	silah	pistol	N;ACC;SG;3	N
silahı	senjata	silah	senjata	N;ACC;SG;3	N;SG
gazetecilik	jurnalisme	gazetecilik	jurnalisme	N;NOM;SG;3	N;SG
gazetecilik	jurnalistik	gazetecilik	jurnalistik	N;NOM;SG;3	N;SG
nadiren	jarang	nadiren	jarang	ADV	ADV
nadiren	jarang	nadiren	jarang	ADV	ADV
kuyruk	antri	kuyruk	antri		
işlevi	fungsi	işlev	fungsi	N;NOM;SG;3	N;SG
beach	pantai	beach	pantai	N;NOM;SG;3	N;SG
düzenledi	disunting	düzenle	disunting	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
düzenledi	diedit	düzenle	diedit	V;PFV;IND;SG;3;POS;PST	V;SG;PASS
beraberlik	dasi	beraberlik	dasi	N;NOM;SG;3	N;SG
beraberlik	ikat	beraberlik	ikat	N;NOM;SG;3	N;SG;ACT
