من	從	مِن	從	ADP	ADP
الناس	人民	إِنسَان	人民	N;NOM;DEF;PL	N
حرب	戰	حَرب	戰	N;NOM;INDF;SG	N
حرب	戰爭	حَرب	戰爭	N;NOM;INDF;SG	N
الجهاز	裝置	جِهَاز	裝置	N;NOM;DEF;SG	N
ثلاثة	三	ثَلَاثَة	三	NUM;NOM;INDF;MASC	NUM
ثلاثة	三	ثَلَاثَة	三	NUM;NOM;INDF;MASC	NUM
الحكم	裁判	حُكم	裁判	N;NOM;DEF;SG	N
الحكم	判決	حُكم	判決	N;NOM;DEF;SG	N
الحكم	施政	حُكم	施政	N;NOM;DEF;SG	N
الحكم	治理	حُكم	治理	N;NOM;DEF;SG	N
بلدية	市	بَلَدِيَّة	市	N;NOM;INDF;SG	N
القسم	部門	قِسم	部門	N;NOM;DEF;SG	N
برنامج	方案	بَرنَامَج	方案	N;NOM;INDF;SG	N
برنامج	程式	بَرنَامَج	程式	N;NOM;INDF;SG	N
برنامج	方案	بَرنَامَج	方案	N;NOM;INDF;SG	N
برنامج	軟體	بَرنَامَج	軟體	N;NOM;INDF;SG	N
وقت	時光	وَقت	時光	N;NOM;INDF;SG	N
وقت	時間	وَقت	時間	N;NOM;INDF;SG	N
النظام	系統	نِظَام	系統	N;NOM;DEF;SG	N
النظام	秩序	نِظَام	秩序	N;NOM;DEF;SG	N
النظام	順序	نِظَام	順序	N;NOM;DEF;SG	N
الجمهورية	共和	جُمهُورِيَّة	共和	N;NOM;DEF;SG	N
الجمهورية	共和	جُمهُورِيَّة	共和	N;NOM;DEF;SG	N
مدرسة	學校	مَدرَسَة	學校	N;NOM;INDF;SG	N
المعلومات	資訊	مَعلُومَة	資訊	N;NOM;DEF;PL	N
المدرسة	學校	مَدرَسَة	學校	N;NOM;DEF;SG	N
بناء	大樓	بِنَاء	大樓	N;ACC;INDF;SG	N
بناء	建築	بِنَاء	建築	N;ACC;INDF;SG	N
بناء	施工	بِنَاء	施工	N;ACC;INDF;SG	N
بناء	建築	بِنَاء	建築	N;ACC;INDF;SG	N
التاريخ	日期	تَارِيخ	日期	N;NOM;DEF;SG	N
التاريخ	約會	تَارِيخ	約會	N;NOM;DEF;SG	N
التاريخ	歷史	تَارِيخ	歷史	N;NOM;DEF;SG	N
مجال	網域	مَجَال	網域	N;NOM;INDF;SG	N
مجال	域	مَجَال	域	N;NOM;INDF;SG	N
حركة	動議	حَرَكَة	動議	N;NOM;INDF;SG	N
حركة	運動	حَرَكَة	運動	N;NOM;INDF;SG	N
حركة	運動	حَرَكَة	運動	N;NOM;INDF;SG	N
المقاطعة	郡	مُقَاطَعَة	郡	N;NOM;DEF;SG	N
المقاطعة	縣	مُقَاطَعَة	縣	N;NOM;DEF;SG	N
المقاطعة	省	مُقَاطَعَة	省	N;NOM;DEF;SG	N
المقاطعة	省省	مُقَاطَعَة	省省	N;NOM;DEF;SG	N
المقاطعة	省份	مُقَاطَعَة	省份	N;NOM;DEF;SG	N
المقاطعة	區	مُقَاطَعَة	區	N;NOM;DEF;SG	N
المقاطعة	地區	مُقَاطَعَة	地區	N;NOM;DEF;SG	N
مسلسل	系列	مُسَلسَل	系列	N;NOM;INDF;SG	N
التعليم	教育	تَعلِيم	教育	N;NOM;DEF;SG	N
التعليم	學歷	تَعلِيم	學歷	N;NOM;DEF;SG	N
قالب	樣板	قَالِب	樣板	N;NOM;INDF;SG	N
قالب	模板	قَالِب	模板	N;NOM;INDF;SG	N
تقرير	報告	تَقرِير	報告	N;NOM;INDF;SG	N
المناطق	區域	مِنطَقَة	區域	N;NOM;DEF;PL	N
المناطق	各區	مِنطَقَة	各區	N;NOM;DEF;PL	N
المناطق	地區	مِنطَقَة	地區	N;NOM;DEF;PL	N
دول	國家	دَولَة	國家	N;NOM;INDF;PL	N
عضو	會員	عُضو	會員	N;NOM;INDF;SG	N
عضو	成員	عُضو	成員	N;NOM;INDF;SG	N
لغة	語言	لُغَة	語言	N;NOM;INDF;SG	N
لغة	語	لُغَة	語	N;NOM;INDF;SG	N
لغة	語文	لُغَة	語文	N;NOM;INDF;SG	N
الشرق	東	شَرق	東	N;NOM;DEF;SG	N
الشرق	東部	شَرق	東部	N;NOM;DEF;SG	N
الشرق	東方	شَرق	東方	N;NOM;DEF;SG	N
الشرق	東區	شَرق	東區	N;NOM;DEF;SG	N
الشرق	東方	شَرق	東方	N;NOM;DEF;SG	N
معركة	戰	مَعرَكَة	戰	N;NOM;INDF;SG	N
معركة	戰役	مَعرَكَة	戰役	N;NOM;INDF;SG	N
معركة	戰鬥	مَعرَكَة	戰鬥	N;NOM;INDF;SG	N
بوابة	門	بَوَّابَة	門	N;NOM;INDF;SG	N
بوابة	大門	بَوَّابَة	大門	N;NOM;INDF;SG	N
بوابة	門戶	بَوَّابَة	門戶	N;NOM;INDF;SG	N
بوابة	門戶	بَوَّابَة	門戶	N;NOM;INDF;SG	N
مقالة	作文	مَقَالَة	作文	N;NOM;INDF;SG	N
مقالة	論文	مَقَالَة	論文	N;NOM;INDF;SG	N
قناة	運河	قَنَاة	運河	N;NOM;INDF;SG	N
قناة	頻道	قَنَاة	頻道	N;NOM;INDF;SG	N
قناة	海峽	قَنَاة	海峽	N;NOM;INDF;SG	N
قناة	通道	قَنَاة	通道	N;NOM;INDF;SG	N
النوع	類型	نَوع	類型	N;NOM;DEF;SG	N
النوع	流派	نَوع	流派	N;NOM;DEF;SG	N
النوع	型態	نَوع	型態	N;NOM;DEF;SG	N
النوع	類型	نَوع	類型	N;NOM;DEF;SG	N
علماء	科學	عَالِم	科學	N;NOM;INDF;PL	N
مناطق	區域	مِنطَقَة	區域	N;NOM;INDF;PL	N
مناطق	地區	مِنطَقَة	地區	N;NOM;INDF;PL	N
شهر	月	شَهر	月	N;NOM;INDF;SG	N
شهر	個	شَهر	個	N;NOM;INDF;SG	N
شهر	月份	شَهر	月份	N;NOM;INDF;SG	N
سلسلة	系列	سِلسِلَة	系列	N;NOM;INDF;SG	N
سلسلة	弦	سِلسِلَة	弦	N;NOM;INDF;SG	N
سلسلة	字串	سِلسِلَة	字串	N;NOM;INDF;SG	N
سلسلة	弦	سِلسِلَة	弦	N;NOM;INDF;SG	N
سلسلة	鏈	سِلسِلَة	鏈	N;NOM;INDF;SG	N
سلسلة	連鎖	سِلسِلَة	連鎖	N;NOM;INDF;SG	N
سلسلة	鏈	سِلسِلَة	鏈	N;NOM;INDF;SG	N
البلاد	國家	بَلَد	國家	N;NOM;DEF;PL	N
جديدة	新	جَدِيد	新	ADJ;NOM;INDF;FEM;SG	ADJ
فيديو	視訊	فِيدِيُو	視訊	N;NOM;INDF;SG	N
فيديو	影片	فِيدِيُو	影片	N;NOM;INDF;SG	N
العلوم	科學	عِلم	科學	N;NOM;DEF;PL	N
جزيرة	海島	جَزِيرَة	海島	N;NOM;INDF;SG	N
جزيرة	島嶼	جَزِيرَة	島嶼	N;NOM;INDF;SG	N
جمهورية	共和	جُمهُورِيَّة	共和	N;NOM;INDF;SG	N
جمهورية	共和	جُمهُورِيَّة	共和	N;NOM;INDF;SG	N
عالم	世界	عَالَم	世界	N;NOM;INDF;SG	N
عالم	科學	عَالَم	科學	N;NOM;INDF;SG	N
عالم	學人	عَالَم	學人	N;NOM;INDF;SG	N
عالم	狀元	عَالَم	狀元	N;NOM;INDF;SG	N
عالم	學者	عَالَم	學者	N;NOM;INDF;SG	N
الدم	血液	دَم	血液	N;NOM;DEF;SG	N
الدم	血	دَم	血	N;NOM;DEF;SG	N
الدم	血跡	دَم	血跡	N;NOM;DEF;SG	N
الدم	鮮血	دَم	鮮血	N;NOM;DEF;SG	N
الجزيرة	海島	جَزِيرَة	海島	N;NOM;DEF;SG	N
الجزيرة	島嶼	جَزِيرَة	島嶼	N;NOM;DEF;SG	N
المجلس	安理	مَجلِس	安理	N;NOM;DEF;SG	N
الحزب	黨	حِزب	黨	N;NOM;DEF;SG	N
الحزب	政黨	حِزب	政黨	N;NOM;DEF;SG	N
الحزب	宴會	حِزب	宴會	N;NOM;DEF;SG	N
الحزب	聚會	حِزب	聚會	N;NOM;DEF;SG	N
شركات	公司	شَرِكَة	公司	N;NOM;INDF;PL	N
الفرنسية	法文	فَرَنسِيَّة	法文	N;NOM;DEF;SG	N
مستوى	層次	مُستَوَى	層次	N;NOM;INDF;SG	N
مستوى	級別	مُستَوَى	級別	N;NOM;INDF;SG	N
مستوى	等級	مُستَوَى	等級	N;NOM;INDF;SG	N
مستوى	關卡	مُستَوَى	關卡	N;NOM;INDF;SG	N
مختلفة	不同	مُختَلِف	不同	ADJ;NOM;INDF;FEM;SG	ADJ
عبارة	片語	عِبَارَة	片語	N;NOM;INDF;SG	N
عبارة	渡口	عِبَارَة	渡口	N;NOM;INDF;SG	N
عبارة	渡輪	عِبَارَة	渡輪	N;NOM;INDF;SG	N
ممثل	代表	مُمَثِّل	代表	N;NOM;INDF;SG	N
ممثل	男	مُمَثِّل	男	N;NOM;INDF;SG	N
ممثل	演員	مُمَثِّل	演員	N;NOM;INDF;SG	N
المجتمع	社會	مُجتَمَع	社會	N;NOM;DEF;SG	N
حزب	黨	حِزب	黨	N;NOM;INDF;SG	N
حزب	政黨	حِزب	政黨	N;NOM;INDF;SG	N
حزب	宴會	حِزب	宴會	N;NOM;INDF;SG	N
حزب	聚會	حِزب	聚會	N;NOM;INDF;SG	N
ثلاث	三	ثَلَاثَة	三	NUM;NOM;INDF;FEM	NUM
ثلاث	三	ثَلَاثَة	三	NUM;NOM;INDF;FEM	NUM
الشباب	青年	شَبّ	青年	N;NOM;DEF;PL	N
الشباب	青春	شَبّ	青春	N;NOM;DEF;PL	N
الشباب	青少	شَبّ	青少	N;NOM;DEF;PL	N
الجامعة	大學	جَامِعَة	大學	N;NOM;DEF;SG	N
الجامعة	學院	جَامِعَة	學院	N;NOM;DEF;SG	N
الجامعة	書院	جَامِعَة	書院	N;NOM;DEF;SG	N
الجامعة	大學	جَامِعَة	大學	N;NOM;DEF;SG	N
نهر	河	نَهر	河	N;NOM;INDF;SG	N
نهر	江河	نَهر	江河	N;NOM;INDF;SG	N
نهر	河流	نَهر	河流	N;NOM;INDF;SG	N
الماء	水	مَاء	水	N;NOM;DEF;SG	N
الدكتور	醫師	دُكتُور	醫師	N;NOM;DEF;SG	N
الدكتور	醫生	دُكتُور	醫生	N;NOM;DEF;SG	N
الدكتور	博士	دُكتُور	博士	N;NOM;DEF;SG	N
شارك	共用	شَارَك	共用	V;PFV;MASC;SG;3;ACT	V
شارك	共享	شَارَك	共享	V;PFV;MASC;SG;3;ACT	V
شارك	分享	شَارَك	分享	V;PFV;MASC;SG;3;ACT	V
غرب	西邊	غَرب	西邊	N;NOM;INDF;SG	N
غرب	西	غَرب	西	N;NOM;INDF;SG	N
غرب	西部	غَرب	西部	N;NOM;INDF;SG	N
غرب	西部	غَرب	西部	N;NOM;INDF;SG	N
معلومات	資訊	مَعلُومَة	資訊	N;NOM;INDF;PL	N
عادة	習慣	عَادَة	習慣	N;ACC;INDF;SG	N
العلم	科學	عِلم	科學	N;NOM;DEF;SG	N
العلم	旗幟	عِلم	旗幟	N;NOM;DEF;SG	N
العلم	國旗	عِلم	國旗	N;NOM;DEF;SG	N
العلم	旗	عِلم	旗	N;NOM;DEF;SG	N
العلم	旗子	عِلم	旗子	N;NOM;DEF;SG	N
شخص	某人	شَخص	某人	N;NOM;INDF;SG	N
معاهدات	條約	مُعَاهِدَة	條約	N;NOM;INDF;PL	N
النقطة	角	نُقطَة	角	N;NOM;DEF;SG	N
النقطة	點	نُقطَة	點	N;NOM;DEF;SG	N
الشركة	事務	شَرِكَة	事務	N;NOM;DEF;SG	N
الشركة	公司	شَرِكَة	公司	N;NOM;DEF;SG	N
الشركة	公司	شَرِكَة	公司	N;NOM;DEF;SG	N
العصر	下午	عَصر	下午	N;NOM;DEF;SG	N
العصر	午	عَصر	午	N;NOM;DEF;SG	N
الفريق	團隊	فَرِيق	團隊	N;NOM;DEF;SG	N
الفريق	球隊	فَرِيق	球隊	N;NOM;DEF;SG	N
الفريق	隊伍	فَرِيق	隊伍	N;NOM;DEF;SG	N
مجلة	雜誌	مَجَلَّة	雜誌	N;NOM;INDF;SG	N
الثورة	革命	ثَورَة	革命	N;NOM;DEF;SG	N
العاصمة	資本	عَاصِمَة	資本	N;NOM;DEF;SG	N
العاصمة	首都	عَاصِمَة	首都	N;NOM;DEF;SG	N
الحركة	動議	حَرَكَة	動議	N;NOM;DEF;SG	N
الحركة	運動	حَرَكَة	運動	N;NOM;DEF;SG	N
الحركة	動作	حَرَكَة	動作	N;NOM;DEF;SG	N
الحركة	行動	حَرَكَة	行動	N;NOM;DEF;SG	N
الحركة	運動	حَرَكَة	運動	N;NOM;DEF;SG	N
جانب	側	جَانِب	側	N;NOM;INDF;SG	N
مواقع	地點	مَوقِع	地點	N;NOM;INDF;PL	N
مشروع	項目	مَشرُوع	項目	N;NOM;INDF;SG	N
الطاقة	能量	طَاقَة	能量	N;NOM;DEF;SG	N
الطاقة	能源	طَاقَة	能源	N;NOM;DEF;SG	N
الطاقة	電力	طَاقَة	電力	N;NOM;DEF;SG	N
الطاقة	電源	طَاقَة	電源	N;NOM;DEF;SG	N
الطاقة	動力	طَاقَة	動力	N;NOM;DEF;SG	N
الطاقة	權力	طَاقَة	權力	N;NOM;DEF;SG	N
مكتب	書	مَكتَب	書	N;NOM;INDF;SG	N
جنس	性別	جنس	性別	N;NOM;INDF;SG	N
جنس	性	جنس	性	N;NOM;INDF;SG	N
جنس	性	جنس	性	N;NOM;INDF;SG	N
جنس	性	جنس	性	N;NOM;INDF;SG	N
عنوان	地址	عُنوَان	地址	N;NOM;INDF;SG	N
عنوان	住址	عُنوَان	住址	N;NOM;INDF;SG	N
عنوان	標題	عُنوَان	標題	N;NOM;INDF;SG	N
الشمس	太陽	شَمس	太陽	N;NOM;DEF;SG	N
الشمس	陽光	شَمس	陽光	N;NOM;DEF;SG	N
طول	長度	طُول	長度	N;NOM;INDF;SG	N
رجل	人	رَجُل	人	N;NOM;INDF;SG	N
رجل	男人	رَجُل	男人	N;NOM;INDF;SG	N
مقالات	文章	مَقَالَة	文章	N;NOM;INDF;PL	N
مقالات	作文	مَقَالَة	作文	N;NOM;INDF;PL	N
المجموعة	群組	مَجمُوعَة	群組	N;NOM;DEF;SG	N
المجموعة	群	مَجمُوعَة	群	N;NOM;DEF;SG	N
المجموعة	收藏	مَجمُوعَة	收藏	N;NOM;DEF;SG	N
النادي	幫會	نَادِي	幫會	N;NOM;DEF;SG	N
النادي	俱樂部	نَادِي	俱樂部	N;NOM;DEF;SG	N
المواد	物料	مَادَّة	物料	N;NOM;DEF;PL	N
المواد	材質	مَادَّة	材質	N;NOM;DEF;PL	N
المواد	材料	مَادَّة	材料	N;NOM;DEF;PL	N
المواد	物料	مَادَّة	物料	N;NOM;DEF;PL	N
المواد	材料	مَادَّة	材料	N;NOM;DEF;PL	N
المواد	物質	مَادَّة	物質	N;NOM;DEF;PL	N
الجديد	新	جَدِيد	新	ADJ;NOM;DEF;MASC;SG	ADJ
سبب	理由	سَبَب	理由	N;NOM;INDF;SG	N
سبب	理性	سَبَب	理性	N;NOM;INDF;SG	N
سبب	原因	سَبَب	原因	N;NOM;INDF;SG	N
سبب	原因	سَبَب	原因	N;NOM;INDF;SG	N
صفحات	頁	صَفحَة	頁	N;NOM;INDF;PL	N
دورة	週期	دَورَة	週期	N;NOM;INDF;SG	N
دورة	迴圈	دَورَة	迴圈	N;NOM;INDF;SG	N
حياة	生命	حَيَاة	生命	N;NOM;INDF;SG	N
حياة	人生	حَيَاة	人生	N;NOM;INDF;SG	N
ذكور	男性	ذَكّ	男性	N;NOM;INDF;PL	N
ذكور	男性	ذَكّ	男性	N;NOM;INDF;PL	N
ذكور	男	ذَكّ	男	N;NOM;INDF;PL	N
القانون	法律	قَانُون	法律	N;NOM;DEF;SG	N
شخصية	個人	شَخصِيَّة	個人	N;NOM;INDF;SG	N
شخصية	字元	شَخصِيَّة	字元	N;NOM;INDF;SG	N
شخصية	人物	شَخصِيَّة	人物	N;NOM;INDF;SG	N
شخصية	角色	شَخصِيَّة	角色	N;NOM;INDF;SG	N
شخصية	性格	شَخصِيَّة	性格	N;NOM;INDF;SG	N
شخصية	品格	شَخصِيَّة	品格	N;NOM;INDF;SG	N
شخصية	人格	شَخصِيَّة	人格	N;NOM;INDF;SG	N
شخصية	性格	شَخصِيَّة	性格	N;NOM;INDF;SG	N
شخصية	個性	شَخصِيَّة	個性	N;NOM;INDF;SG	N
المقالات	文章	المقالات	文章	N;NOM;DEF;PL	N
المقالات	作文	المقالات	作文	N;NOM;DEF;PL	N
جديد	新	جَدِيد	新	ADJ;NOM;INDF;MASC;SG	ADJ
الطريق	公路	طَرِيق	公路	N;NOM;DEF;SG	N
الطريق	道路	طَرِيق	道路	N;NOM;DEF;SG	N
الطريق	路	طَرِيق	路	N;NOM;DEF;SG	N
السابق	先前	سَابِق	先前	N;NOM;DEF;SG	N
نقل	運輸	نَقل	運輸	N;NOM;INDF;SG	N
نقل	交通	نَقل	交通	N;NOM;INDF;SG	N
نقل	運輸	نَقل	運輸	N;NOM;INDF;SG	N
نقل	交通	نَقل	交通	N;NOM;INDF;SG	N
منظمة	組織	مُنَظَّمَة	組織	N;NOM;INDF;SG	N
منظمة	組織	مُنَظَّمَة	組織	N;NOM;INDF;SG	N
السلام	和平	سَلَام	和平	N;NOM;DEF;SG	N
المدن	城鎮	مَدِينَة	城鎮	N;NOM;DEF;PL	N
المدن	城市	مَدِينَة	城市	N;NOM;DEF;PL	N
قوات	部隊	قُوَّة	部隊	N;NOM;INDF;PL	N
الولاية	國家	وِلَايَة	國家	N;NOM;DEF;SG	N
الولاية	州	وِلَايَة	州	N;NOM;DEF;SG	N
رمز	符號	رَمز	符號	N;NOM;INDF;SG	N
رمز	密碼	رَمز	密碼	N;NOM;INDF;SG	N
رمز	編碼	رَمز	編碼	N;NOM;INDF;SG	N
رمز	碼	رَمز	碼	N;NOM;INDF;SG	N
رمز	圖示	رَمز	圖示	N;NOM;INDF;SG	N
جبال	山	جَبَل	山	N;NOM;INDF;PL	N
جبال	山脈	جَبَل	山脈	N;NOM;INDF;PL	N
جبال	山區	جَبَل	山區	N;NOM;INDF;PL	N
نبات	廠	نَبَأ	廠	N;NOM;INDF;PL	N
نبات	植物	نَبَأ	植物	N;NOM;INDF;PL	N
نبات	工廠	نَبَأ	工廠	N;NOM;INDF;PL	N
الجنسية	國籍	جِنسِيَّة	國籍	N;NOM;DEF;SG	N
الجنسية	性	جِنسِيَّة	性	N;NOM;DEF;SG	N
الجنسية	公民	جِنسِيَّة	公民	N;NOM;DEF;SG	N
الشمال	北方	شَمَال	北方	N;NOM;DEF;SG	N
الشمال	北	شَمَال	北	N;NOM;DEF;SG	N
الشمال	北部	شَمَال	北部	N;NOM;DEF;SG	N
موسم	季	مَوسِم	季	N;NOM;INDF;SG	N
موسم	季節	مَوسِم	季節	N;NOM;INDF;SG	N
طلب	秩序	طَلَب	秩序	N;NOM;INDF;SG	N
طلب	順序	طَلَب	順序	N;NOM;INDF;SG	N
هم	她們	هُوَ	她	PRO;NOM;MASC;PL;3	PRO;PL;3
هم	他們	هُوَ	他	PRO;NOM;MASC;PL;3	PRO;PL;3
هم	它們	هُوَ	它	PRO;NOM;MASC;PL;3	PRO;PL;3
يلعب	播放	لَعِب	播放	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
يلعب	玩	لَعِب	玩	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
يلعب	播放	لَعِب	播放	V;IPFV;MASC;IND;SG;3;FIN;ACT	V
بلديات	公社	بَلَدِيَّة	公社	N;NOM;INDF;PL	N
بلديات	市鎮	بَلَدِيَّة	市鎮	N;NOM;INDF;PL	N
بلديات	市	بَلَدِيَّة	市	N;NOM;INDF;PL	N
بلديات	市鎮	بَلَدِيَّة	市鎮	N;NOM;INDF;PL	N
قانون	法律	قَانُون	法律	N;NOM;INDF;SG	N
كلمة	詞	كَلِمَة	詞	N;NOM;INDF;SG	N
كلمة	單詞	كَلِمَة	單詞	N;NOM;INDF;SG	N
كلمة	字	كَلِمَة	字	N;NOM;INDF;SG	N
كلمة	單字	كَلِمَة	單字	N;NOM;INDF;SG	N
سباق	比賽	سِبَاق	比賽	N;NOM;INDF;SG	N
سباق	賽	سِبَاق	賽	N;NOM;INDF;SG	N
سباق	種族	سِبَاق	種族	N;NOM;INDF;SG	N
سباق	競賽	سِبَاق	競賽	N;NOM;INDF;SG	N
سباق	賽車	سِبَاق	賽車	N;NOM;INDF;SG	N
حكومة	政府	حُكُومَة	政府	N;NOM;INDF;SG	N
سجل	記錄	سَجَّل	記錄	V;PFV;MASC;SG;3;ACT	V
سجل	註冊	سَجَّل	註冊	V;PFV;MASC;SG;3;ACT	V
سجل	登記	سَجَّل	登記	V;PFV;MASC;SG;3;ACT	V
الشعب	師團	شَعب	師團	N;NOM;DEF;SG	N
الخليج	海灣	خَلِيج	海灣	N;NOM;DEF;SG	N
الخليج	灣	خَلِيج	灣	N;NOM;DEF;SG	N
الخليج	海灣	خَلِيج	海灣	N;NOM;DEF;SG	N
البحرية	海軍	بَحرِيَّة	海軍	N;NOM;DEF;SG	N
قصة	動態	قِصَّة	動態	N;NOM;INDF;SG	N
قصة	故事	قِصَّة	故事	N;NOM;INDF;SG	N
مصدر	來源	مَصدَر	來源	N;NOM;INDF;SG	N
وحدة	團	وَحدَة	團	N;NOM;INDF;SG	N
وحدة	單元	وَحدَة	單元	N;NOM;INDF;SG	N
وحدة	模組	وَحدَة	模組	N;NOM;INDF;SG	N
وحدة	股	وَحدَة	股	N;NOM;INDF;SG	N
وحدة	單元	وَحدَة	單元	N;NOM;INDF;SG	N
وحدة	單位	وَحدَة	單位	N;NOM;INDF;SG	N
ثورة	革命	ثَورَة	革命	N;NOM;INDF;SG	N
حقوق	權利	حَقّ	權利	N;NOM;INDF;PL	N
الجنوب	南	جَنُوب	南	N;NOM;DEF;SG	N
الجنوب	南部	جَنُوب	南部	N;NOM;DEF;SG	N
وزير	大臣	وَزِير	大臣	N;NOM;INDF;SG	N
وزير	部長	وَزِير	部長	N;NOM;INDF;SG	N
جزر	群島	جَزِيرَة	群島	N;NOM;INDF;PL	N
جزر	島嶼	جَزِيرَة	島嶼	N;NOM;INDF;PL	N
الدراسات	專論	دِرَاسَة	專論	N;NOM;DEF;PL	N
بلاد	國家	بَلَد	國家	N;NOM;INDF;PL	N
يد	手	يَد	手	N;NOM;INDF;SG	N
تتبع	追蹤	تَبِع	追蹤	V;MASC;IMP;SG;FIN	V
تتبع	跟蹤	تَبِع	跟蹤	V;MASC;IMP;SG;FIN	V
قوة	力氣	قُوَّة	力氣	N;NOM;INDF;SG	N
قوة	強度	قُوَّة	強度	N;NOM;INDF;SG	N
قوة	實力	قُوَّة	實力	N;NOM;INDF;SG	N
قوة	力量	قُوَّة	力量	N;NOM;INDF;SG	N
قوة	體力	قُوَّة	體力	N;NOM;INDF;SG	N
قوة	武力	قُوَّة	武力	N;NOM;INDF;SG	N
قوة	電力	قُوَّة	電力	N;NOM;INDF;SG	N
قوة	電源	قُوَّة	電源	N;NOM;INDF;SG	N
قوة	動力	قُوَّة	動力	N;NOM;INDF;SG	N
قوة	權力	قُوَّة	權力	N;NOM;INDF;SG	N
مباراة	比賽	مُبَارَاة	比賽	N;NOM;INDF;SG	N
مباراة	遊戲	مُبَارَاة	遊戲	N;NOM;INDF;SG	N
لعب	玩	لَعِب	玩	V;PFV;MASC;SG;3;ACT	V
لعب	播放	لَعِب	播放	V;PFV;MASC;SG;3;ACT	V
مختلف	不同	مُختَلِف	不同	ADJ;NOM;INDF;MASC;SG	ADJ
رجال	男性	رَجُل	男性	N;NOM;INDF;PL	N
رجال	男人	رَجُل	男人	N;NOM;INDF;PL	N
رجال	男子	رَجُل	男子	N;NOM;INDF;PL	N
البحث	搜尋	بَحث	搜尋	N;NOM;DEF;SG	N
البحث	搜尋	بَحث	搜尋	N;NOM;DEF;SG	N
الوسطى	中央	أَوسَط	中央	N;NOM;DEF;SG	N
نظرية	理論	نَظَرِيَّة	理論	N;NOM;INDF;SG	N
نظرية	論	نَظَرِيَّة	論	N;NOM;INDF;SG	N
قاعدة	基地	قَاعِدَة	基地	N;NOM;INDF;SG	N
قاعدة	基礎	قَاعِدَة	基礎	N;NOM;INDF;SG	N
قاعدة	基數	قَاعِدَة	基數	N;NOM;INDF;SG	N
قاعدة	細則	قَاعِدَة	細則	N;NOM;INDF;SG	N
الكنيسة	教會	كَنِيسَة	教會	N;NOM;DEF;SG	N
الكنيسة	教堂	كَنِيسَة	教堂	N;NOM;DEF;SG	N
طريقة	方法	طَرِيقَة	方法	N;NOM;INDF;SG	N
طريقة	辦法	طَرِيقَة	辦法	N;NOM;INDF;SG	N
طريقة	方式	طَرِيقَة	方式	N;NOM;INDF;SG	N
الدفاع	辯護	دِفَاع	辯護	N;NOM;DEF;SG	N
الدفاع	國防	دِفَاع	國防	N;NOM;DEF;SG	N
الدفاع	防禦	دِفَاع	防禦	N;NOM;DEF;SG	N
الدفاع	防守	دِفَاع	防守	N;NOM;DEF;SG	N
الدفاع	國防	دِفَاع	國防	N;NOM;DEF;SG	N
الجمعية	社會	جَمعِيَّة	社會	N;NOM;DEF;SG	N
الجمعية	協會	جَمعِيَّة	協會	N;NOM;DEF;SG	N
شبكة	電網	شَبَكَة	電網	N;NOM;INDF;SG	N
شبكة	網路	شَبَكَة	網路	N;NOM;INDF;SG	N
شبكة	網	شَبَكَة	網	N;NOM;INDF;SG	N
نصف	半數	نِصف	半數	N;NOM;INDF;SG	N
العملية	手術	عَمَلِيَّة	手術	N;NOM;DEF;SG	N
العملية	行動	عَمَلِيَّة	行動	N;NOM;DEF;SG	N
صاحب	業	صَاحِب	業	N;NOM;INDF;SG	N
عائلة	家人	عَائِلَة	家人	N;NOM;INDF;SG	N
عائلة	家屬	عَائِلَة	家屬	N;NOM;INDF;SG	N
عائلة	家庭	عَائِلَة	家庭	N;NOM;INDF;SG	N
الشكل	形狀	شَكل	形狀	N;NOM;DEF;SG	N
الشكل	形式	شَكل	形式	N;NOM;DEF;SG	N
الشكل	表格	شَكل	表格	N;NOM;DEF;SG	N
الشكل	圖	شَكل	圖	N;NOM;DEF;SG	N
الشكل	格式	شَكل	格式	N;NOM;DEF;SG	N
الشكل	形式	شَكل	形式	N;NOM;DEF;SG	N
الشكل	格式	شَكل	格式	N;NOM;DEF;SG	N
برامج	軟體	بَرنَامَج	軟體	N;NOM;INDF;PL	N
برامج	方案	بَرنَامَج	方案	N;NOM;INDF;PL	N
برامج	方案	بَرنَامَج	方案	N;NOM;INDF;PL	N
برامج	程式	بَرنَامَج	程式	N;NOM;INDF;PL	N
ارتفاع	身高	اِرتِفَاع	身高	N;NOM;INDF;SG	N
ارتفاع	高度	اِرتِفَاع	高度	N;NOM;INDF;SG	N
لقب	暱稱	لَقَب	暱稱	N;NOM;INDF;SG	N
لقب	綽號	لَقَب	綽號	N;NOM;INDF;SG	N
الطائرة	飛機	طَائِرَة	飛機	N;NOM;DEF;SG	N
الطائرة	平面	طَائِرَة	平面	N;NOM;DEF;SG	N
الطائرة	飛機	طَائِرَة	飛機	N;NOM;DEF;SG	N
الطائرة	飛機	طَائِرَة	飛機	N;NOM;DEF;SG	N
العلماء	科學	عَالِم	科學	N;NOM;DEF;PL	N
العلماء	科學	عَالِم	科學	N;NOM;DEF;PL	N
مرحلة	階段	مَرحَلَة	階段	N;NOM;INDF;SG	N
مرحلة	舞台	مَرحَلَة	舞台	N;NOM;INDF;SG	N
مرحلة	階段	مَرحَلَة	階段	N;NOM;INDF;SG	N
رواية	小說	رِوَايَة	小說	N;NOM;INDF;SG	N
