para	for	para	for	ADP	ADP
wikipédia	wikipedia	wikipédia	wikipedia	N;FEM;SG	N;INDF;MASC+FEM;SG
time	tid	time	tid	N;MASC;SG	N;INDF;MASC+FEM;SG
time	tidspunkt	time	tidspunkt	N;MASC;SG	N;INDF;NEUT;SG
time	gang	time	gang	N;MASC;SG	N;INDF;MASC+FEM;SG
time	klokkeslæt	time	klokkeslæt	N;MASC;SG	N;INDF;NEUT;SG
time	tiden	time	tid	N;MASC;SG	N;DEF;MASC+FEM;SG
time	holdet	time	hold	N;MASC;SG	N;DEF;NEUT;SG
time	teamet	time	team	N;MASC;SG	N;DEF;NEUT;SG
time	team	time	team	N;MASC;SG	N;INDF;NEUT;SG
faz	gør	fazer	gøre	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
aqui	her	aqui	her	ADV	ADV
style	stil	style	stil	N;MASC;SG	N;INDF;MASC+FEM;SG
versão	version	versão	version	N;FEM;SG	N;INDF;MASC+FEM;SG
versão	versionen	versão	version	N;FEM;SG	N;DEF;MASC+FEM;SG
versão	udgave	versão	udgave	N;FEM;SG	N;INDF;MASC+FEM;SG
fim	slutning	fim	slutning	N;MASC;SG	N;INDF;MASC+FEM;SG
fim	afslutning	fim	afslutning	N;MASC;SG	N;INDF;MASC+FEM;SG
fim	slut	fim	slut	N;MASC;SG	N
fim	ende	fim	ende	N;MASC;SG	N;INDF;MASC+FEM;SG
fim	ophør	fim	ophør	N;MASC;SG	N;INDF;NEUT;SG
carlos	charles	carlo	charles	N;MASC;SG	N;INDF;MASC+FEM;SG
menos	mindre	menos	mindre	ADV	ADV;CMPR
programa	program	programa	program	N;MASC;SG	N;INDF;NEUT;SG
programa	programmet	programa	program	N;MASC;SG	N;DEF;NEUT;SG
programa	program	programa	program	N;MASC;SG	N;INDF;NEUT;SG
programa	arbejdsprogram	programa	arbejdsprogram	N;MASC;SG	N;INDF;NEUT;SG
porto	portvin	porto	portvin	N;MASC;SG	N;INDF;MASC+FEM;SG
porto	havn	porto	havn	N;MASC;SG	N;INDF;MASC+FEM;SG
fontes	kilder	fonte	kilde	N;FEM;PL	N;INDF;MASC+FEM;PL
fontes	skrifttyper	fonte	skrifttype	N;FEM;PL	N;INDF;MASC+FEM;PL
deve	skal	dever	skulle	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
deve	må	dever	måtte	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
deve	skal	dever	skulle	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
sempre	altid	sempre	altid	ADV	ADV
site	website	site	website	N;MASC;SG	N;INDF;NEUT;SG
site	hjemmeside	site	hjemmeside	N;MASC;SG	N;INDF;MASC+FEM;SG
site	webside	site	webside	N;MASC;SG	N;INDF;MASC+FEM;SG
site	hjemmesiden	site	hjemmeside	N;MASC;SG	N;DEF;MASC+FEM;SG
site	websted	site	websted	N;MASC;SG	N;INDF;MASC+FEM;SG
site	site	site	site	N;MASC;SG	N;INDF;NEUT;SG
livro	bogen	livro	bog	N;MASC;SG	N;DEF;MASC+FEM;SG
livro	bog	livro	bog	N;MASC;SG	N;INDF;MASC+FEM;SG
lado	side	lado	side	N;MASC;SG	N;INDF;MASC+FEM;SG
equipe	holdet	equipe	hold	N;FEM;SG	N;DEF;NEUT;SG
equipe	teamet	equipe	team	N;FEM;SG	N;DEF;NEUT;SG
equipe	team	equipe	team	N;FEM;SG	N;INDF;NEUT;SG
escola	skolen	escola	skole	N;FEM;SG	N;DEF;MASC+FEM;SG
escola	school	escola	school	N;FEM;SG	N;INDF;MASC+FEM;SG
escola	skole	escola	skole	N;FEM;SG	N;INDF;MASC+FEM;SG
outra	andet	outro	anden	PRO;FEM;SG	PRO;NEUT;SG
dados	oplysninger	dado	oplysning	N;MASC;PL	N;INDF;MASC+FEM;PL
dados	data	dado	data	N;MASC;PL	N;INDF;NEUT;PL
copa	kop	copa	kop	N;FEM;SG	N;INDF;MASC+FEM;SG
copa	pokalen	copa	pokal	N;FEM;SG	N;DEF;MASC+FEM;SG
copa	cup	copa	cup	N;FEM;SG	N;INDF;MASC+FEM;SG
posição	position	posição	position	N;FEM;SG	N;INDF;MASC+FEM;SG
posição	stilling	posição	stilling	N;FEM;SG	N;INDF;MASC+FEM;SG
posição	holdning	posição	holdning	N;FEM;SG	N;INDF;MASC+FEM;SG
internacional	international	internacional	international	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
internacional	internationalt	internacional	international	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
hoje	idag	hoje	idag	ADV	ADV
província	provins	província	provins	N;FEM;SG	N;INDF;MASC+FEM;SG
província	provinsen	província	provins	N;FEM;SG	N;DEF;MASC+FEM;SG
team	holdet	team	hold	N;MASC;SG	N;DEF;NEUT;SG
team	teamet	team	team	N;MASC;SG	N;DEF;NEUT;SG
team	team	team	team	N;MASC;SG	N;INDF;NEUT;SG
países	landene	país	land	N;MASC;PL	N;DEF;NEUT;PL
países	lande	país	land	N;MASC;PL	N;INDF;NEUT;PL
asteroide	asteroide	asteroider	asteroide	N;MASC;SG	N;INDF;MASC+FEM;SG
porque	fordi	porque	fordi	CONJ	CONJ
projeto	projekt	projeto	projekt	N;MASC;SG	N;INDF;NEUT;SG
projeto	project	projeto	project	N;MASC;SG	N;INDF;MASC+FEM;SG
projeto	projektet	projeto	projekt	N;MASC;SG	N;DEF;NEUT;SG
atual	aktuel	atual	aktuel	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
atual	aktuelt	atual	aktuel	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
atual	løbende	atual	løbende	ADJ;MASC;SG	ADJ
atual	nuværende	atual	nuværende	ADJ;MASC;SG	ADJ
ordem	bestilling	ordem	bestilling	N;FEM;SG	N;INDF;MASC+FEM;SG
ordem	ordre	ordem	ordre	N;FEM;SG	N;INDF;MASC+FEM;SG
ordem	rækkefølge	ordem	rækkefølg	N;FEM;SG	N;INDF;MASC+FEM;SG
pai	far	pai	far	N;MASC;SG	N;INDF;MASC+FEM;SG
pai	svigerfar	pai	svigerfar	N;MASC;SG	N;INDF;MASC+FEM;SG
pai	far	pai	far	N;MASC;SG	N;INDF;MASC+FEM;SG
pai	farmand	pai	farmand	N;MASC;SG	N;INDF;MASC+FEM;SG
pai	far	pai	far	N;MASC;SG	N;INDF;MASC+FEM;SG
pai	fader	pai	fade	N;MASC;SG	N;INDF;MASC+FEM;SG
localizada	lokaliseret	localizar	lokalisere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
localizada	placeret	localizar	placere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
localizada	lokaliseret	localizar	lokalisere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
localizada	lokaliseret	localizar	lokalisere	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
estádio	stadion	estádio	stadion	N;MASC;SG	N;INDF;NEUT;SG
estádio	stadium	estádio	stadium	N;MASC;SG	N;INDF;MASC+FEM;SG
partido	fest	partido	fest	N;MASC;SG	N;INDF;MASC+FEM;SG
partido	part	partido	part	N;MASC;SG	N;INDF;MASC+FEM;SG
partido	parti	partido	parti	N;MASC;SG	N;INDF;NEUT;SG
começou	startet	começar	starte	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
começou	påbegyndt	começar	påbegynde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
começou	begyndte	começar	begynde	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
começou	begyndt	começar	begynde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
começou	startede	começar	starte	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
começou	begyndte	começar	begynde	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
começou	begyndt	começar	begynde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
começou	påbegyndt	começar	påbegynde	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
passou	tilbragt	passar	tilbringe	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
passou	brugte	passar	bruge	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
passou	brugt	passar	bruge	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
passou	passeret	passar	passere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
passou	bestået	passar	bestå	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
mesma	samme	mesmo	samme	ADJ;FEM;SG	ADJ
ilha	øen	ilha	ø	N;FEM;SG	N;DEF;MASC+FEM;SG
ilha	isle	ilha	isle	N;FEM;SG	N;INDF;MASC+FEM;SG
carreira	karriere	carreira	karriere	N;FEM;SG	N;INDF;MASC+FEM;SG
carreira	karrieren	carreira	karriere	N;FEM;SG	N;DEF;MASC+FEM;SG
carreira	karriere	carreira	karriere	N;FEM;SG	N;INDF;MASC+FEM;SG
carreira	karriereforløb	carreira	karriereforløb	N;FEM;SG	N;INDF;NEUT;SG
campo	fagområde	campo	fagområde	N;MASC;SG	N;INDF;NEUT;SG
campo	felt	campo	felt	N;MASC;SG	N;INDF;NEUT;SG
campo	område	campo	område	N;MASC;SG	N;INDF;NEUT;SG
campo	marken	campo	mark	N;MASC;SG	N;DEF;MASC+FEM;SG
campo	lejren	campo	lejr	N;MASC;SG	N;DEF;MASC+FEM;SG
campo	lejr	campo	lejr	N;MASC;SG	N;INDF;MASC+FEM;SG
placar	scoring	placar	scoring	N;MASC;SG	N;INDF;MASC+FEM;SG
uso	brug	uso	brug	N;MASC;SG	N;INDF;MASC+FEM;SG
uso	anvendelse	uso	anvendelse	N;MASC;SG	N;INDF;MASC+FEM;SG
linha	streg	linha	strige	N;FEM;SG	N;INDF;MASC+FEM;SG
linha	linje	linha	linje	N;FEM;SG	N;INDF;MASC+FEM;SG
linha	linie	linha	linie	N;FEM;SG	N;INDF;MASC+FEM;SG
poder	effekt	poder	effekt	N;MASC;SG	N;INDF;MASC+FEM;SG
poder	kraft	poder	kraft	N;MASC;SG	N;INDF;MASC+FEM;SG
poder	strøm	poder	strøm	N;MASC;SG	N;INDF;MASC+FEM;SG
poder	power	poder	powe	N;MASC;SG	N;INDF;MASC+FEM;SG
poder	magt	poder	magt	N;MASC;SG	N;INDF;MASC+FEM;SG
reino	kongeriget	reino	kongerig	N;MASC;SG	N;DEF;NEUT;SG
reino	kongerige	reino	kongerig	N;MASC;SG	N;INDF;NEUT;SG
principais	vigtigste	principal	vigtig	ADJ;MASC;PL	ADJ;DEF;RL
conta	kontoen	conta	konto	N;FEM;SG	N;DEF;MASC+FEM;SG
conta	konto	conta	konto	N;FEM;SG	N;INDF;MASC+FEM;SG
tarde	sent	tarde	sent	ADV	ADV
volta	volta	volta	volta	N;FEM;SG	N;INDF;MASC+FEM;SG
volta	retur	volta	retur	N;FEM;SG	N;INDF;MASC+FEM;SG
volta	ryg	volta	ryg	N;FEM;SG	N;INDF;MASC+FEM;SG
vila	town	vila	town	N;FEM;SG	N;INDF;MASC+FEM;SG
vila	byen	vila	by	N;FEM;SG	N;DEF;MASC+FEM;SG
vila	by	vila	by	N;FEM;SG	N;INDF;MASC+FEM;SG
vila	landsbyen	vila	landsby	N;FEM;SG	N;DEF;MASC+FEM;SG
vila	landsby	vila	landsby	N;FEM;SG	N;INDF;MASC+FEM;SG
política	politik	política	politik	N;FEM;SG	N;INDF;MASC+FEM;SG
política	politik	política	politik	N;FEM;SG	N;INDF;MASC+FEM;SG
base	base	base	base	N;FEM;SG	N;INDF;MASC+FEM;SG
base	basen	base	base	N;FEM;SG	N;DEF;MASC+FEM;SG
base	grundlaget	base	grundlag	N;FEM;SG	N;DEF;NEUT;SG
base	grundlag	base	grundlag	N;FEM;SG	N;INDF;NEUT;SG
direito	ret	direito	ret	N;MASC;SG	N;INDF;MASC+FEM;SG
direito	jura	direito	jura	N;MASC;SG	N;INDF;MASC+FEM;SG
direito	lovgivning	direito	lovgivning	N;MASC;SG	N;INDF;MASC+FEM;SG
direito	lov	direito	lov	N;MASC;SG	N
rede	net	rede	ne	N;FEM;SG	N;INDF;NEUT;SG
rede	nettet	rede	net	N;FEM;SG	N;DEF;NEUT;SG
rede	net	rede	ne	N;FEM;SG	N;INDF;NEUT;SG
rede	netværket	rede	netværk	N;FEM;SG	N;DEF;NEUT;SG
rede	netværk	rede	netværk	N;FEM;SG	N;INDF;NEUT;SG
chamado	kaldt	chamar	kalde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
chamado	ringet	chamar	ringe	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
chamado	kaldet	chamar	kalde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
chamado	ringede	chamar	ringe	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
chamado	kaldte	chamar	kalde	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
público	publikum	público	publikum	N;MASC;SG	N;INDF;NEUT;SG
público	målgruppe	público	målgruppe	N;MASC;SG	N;INDF;MASC+FEM;SG
público	målgruppen	público	målgruppe	N;MASC;SG	N;DEF;MASC+FEM;SG
público	offentlighed	público	offentlighed	N;MASC;SG	N;INDF;MASC+FEM;SG
público	offentligheden	público	offentlighed	N;MASC;SG	N;DEF;MASC+FEM;SG
fase	fasen	fase	fasen	N;FEM;SG	N;DEF;MASC+FEM;SG
fase	fase	fase	fase	N;FEM;SG	N;INDF;MASC+FEM;SG
lisboa	lisbon	lisboa	lisbon	N;FEM;SG	N;INDF;MASC+FEM;SG
capital	hovedstaden	capital	hovedstad	N;MASC;SG	N;DEF;MASC+FEM;SG
capital	kapitalen	capital	kapital	N;MASC;SG	N;DEF;MASC+FEM;SG
capital	hovedstad	capital	hovedstad	N;MASC;SG	N;INDF;MASC+FEM;SG
capital	kapital	capital	kapital	N;MASC;SG	N;INDF;NEUT;SG
isbn	isbn	isbn	isbn	N;MASC;SG	N;INDF;MASC+FEM;SG
ponto	prik	ponto	prik	N;MASC;SG	N;INDF;MASC+FEM;SG
ponto	punkt	ponto	punkt	N;MASC;SG	N;INDF;NEUT;SG
ponto	point	ponto	point	N;MASC;SG	N;INDF;NEUT;SG
empresa	selskab	empresa	selskab	N;FEM;SG	N;INDF;NEUT;SG
empresa	firma	empresa	firma	N;FEM;SG	N;INDF;NEUT;SG
empresa	kompagni	empresa	kompagni	N;FEM;SG	N;INDF;NEUT;SG
empresa	virksomhed	empresa	virksomhed	N;FEM;SG	N;INDF;MASC+FEM;SG
empresa	erhvervspolitik	empresa	erhvervspolitik	N;FEM;SG	N;INDF;MASC+FEM;SG
empresa	foretagende	empresa	foretagende	N;FEM;SG	N;INDF;NEUT;SG
empresa	virksomhed	empresa	virksomhed	N;FEM;SG	N;INDF;MASC+FEM;SG
empresa	enterprise	empresa	enterprise	N;FEM;SG	N;INDF;MASC+FEM;SG
single	single	single	single	N;MASC;SG	N;INDF;MASC+FEM;SG
corpo	lig	corpo	lig	N;MASC;SG	N;INDF;NEUT;SG
corpo	kroppen	corpo	krop	N;MASC;SG	N;DEF;MASC+FEM;SG
corpo	krop	corpo	krop	N;MASC;SG	N;INDF;MASC+FEM;SG
década	årti	década	årti	N;FEM;SG	N;INDF;NEUT;SG
divisão	afdeling	divisão	afdeling	N;FEM;SG	N;INDF;MASC+FEM;SG
divisão	opdeling	divisão	opdeling	N;FEM;SG	N;INDF;MASC+FEM;SG
divisão	division	divisão	division	N;FEM;SG	N;INDF;MASC+FEM;SG
divisão	hovedgruppe	divisão	hovedgruppe	N;FEM;SG	N;INDF;MASC+FEM;SG
relação	relation	relação	relation	N;FEM;SG	N;INDF;MASC+FEM;SG
relação	relation	relação	relation	N;FEM;SG	N;INDF;MASC+FEM;SG
relação	forholdet	relação	forhold	N;FEM;SG	N;DEF;NEUT;SG
relação	forhold	relação	forhold	N;FEM;SG	N;INDF;NEUT;SG
república	republik	república	republik	N;FEM;SG	N;INDF;MASC+FEM;SG
república	republikken	república	republik	N;FEM;SG	N;DEF;MASC+FEM;SG
votação	afstemning	votação	afstemning	N;FEM;SG	N;INDF;MASC+FEM;SG
votação	stemme	votação	stemme	N;FEM;SG	N;INDF;MASC+FEM;SG
votação	afstemningen	votação	afstemning	N;FEM;SG	N;DEF;MASC+FEM;SG
votação	afstemning	votação	afstemning	N;FEM;SG	N;INDF;MASC+FEM;SG
votação	afstemning	votação	afstemning	N;FEM;SG	N;INDF;MASC+FEM;SG
américa	amerika	américo	amerika	N;FEM;SG	N;INDF;MASC+FEM;SG
data	date	data	date	N;FEM;SG	N;INDF;MASC+FEM;SG
data	dato	data	dato	N;FEM;SG	N;INDF;MASC+FEM;SG
agora	nu	agora	nu	ADV	ADV
condado	county	condar	county	N;MASC;SG	N;INDF;MASC+FEM;SG
condado	amtet	condar	amt	N;MASC;SG	N;DEF;NEUT;SG
condado	amt	condar	amt	N;MASC;SG	N;INDF;NEUT;SG
condado	amtskommune	condar	amtskommun	N;MASC;SG	N;INDF;MASC+FEM;SG
condado	herredet	condar	herredet	N;MASC;SG	N;DEF;NEUT;SG
desenvolvimento	udviklingen	desenvolvimento	udvikling	N;MASC;SG	N;DEF;MASC+FEM;SG
desenvolvimento	udvikling	desenvolvimento	udvikling	N;MASC;SG	N;INDF;MASC+FEM;SG
logo	snart	logo	snart	ADV	ADV
diretor	direktør	diretor	direktør	N;MASC;SG	N;INDF;MASC+FEM;SG
diretor	instruktør	diretor	instruktør	N;MASC;SG	N;INDF;MASC+FEM;SG
diretor	direktøren	diretor	direktør	N;MASC;SG	N;DEF;MASC+FEM;SG
diretor	bestyrelsesmedlem	diretor	bestyrelsesmedlem	N;MASC;SG	N;INDF;NEUT;SG
diretor	fængselsinspektøren	diretor	fængselsinspektør	N;MASC;SG	N;DEF;MASC+FEM;SG
categoria	kategori	categoria	kategori	N;FEM;SG	N;INDF;MASC+FEM;SG
cintura	talje	cintura	talje	N;FEM;SG	N;INDF;MASC+FEM;SG
cintura	taljen	cintura	talje	N;FEM;SG	N;DEF;MASC+FEM;SG
mar	søs	mar	søs	N;MASC;SG	N;INDF;MASC+FEM;SG
mar	hav	mar	hav	N;MASC;SG	N;INDF;NEUT;SG
mar	havet	mar	hav	N;MASC;SG	N;DEF;NEUT;SG
militar	militæret	militar	militær	N;MASC;SG	N;DEF;NEUT;SG
campeão	mester	campeão	mester	N;MASC;SG	N;INDF;MASC+FEM;SG
campeão	mester	campeão	mester	N;MASC;SG	N;INDF;MASC+FEM;SG
campeão	champion	campeão	champion	N;MASC;SG	N;INDF;MASC+FEM;SG
diz	siger	dizer	sige	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
sucesso	succes	sucesso	succes	N;MASC;SG	N;INDF;MASC+FEM;SG
sucesso	succes	sucesso	succes	N;MASC;SG	N;INDF;MASC+FEM;SG
francisco	frans	francisco	frans	N;MASC;SG	N;INDF;MASC+FEM;SG
original	originalt	original	originalt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
original	original	original	original	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
fora	udenfor	fora	udenfor	ADV	ADV
fora	udvendigt	fora	udvendig	ADV	ADV
fora	ud	fora	ud	ADV	ADV
fora	ude	fora	ude	ADV	ADV
comunidade	fællesskabet	comunidade	fællesskab	N;FEM;SG	N;DEF;NEUT;SG
comunidade	fællesskab	comunidade	fællesskab	N;FEM;SG	N;INDF;NEUT;SG
idade	alder	idade	alder	N;FEM;SG	N;INDF;MASC+FEM;SG
idade	alderen	idade	alder	N;FEM;SG	N;DEF;MASC+FEM;SG
portuguesa	portuguesa	portuguesa	portuguesa	N;FEM;SG	N;INDF;MASC+FEM;SG
cinco	fem	cinco	fem	NUM	NUM
maioria	majoritet	maioria	majoritet	N;FEM;SG	N;INDF;MASC+FEM;SG
maioria	flertal	maioria	flertal	N;FEM;SG	N;INDF;NEUT;SG
maioria	flertallet	maioria	flertal	N;FEM;SG	N;DEF;NEUT;SG
tudo	alting	tudo	alting	PRO;MASC;SG	PRO;NEUT;SG
recebeu	modtages	receber	modtage	V;IND;SG;3;PST;FIN	V;NFIN;PASS
recebeu	modtog	receber	modtage	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
recebeu	modtaget	receber	modtage	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
média	gennemsnit	média	gennemsnit	N;FEM;SG	N;INDF;NEUT;SG
média	medium	média	medium	N;FEM;SG	N;INDF;NEUT;SG
média	medie	média	medie	N;FEM;SG	N;INDF;NEUT;SG
média	mediet	média	medie	N;FEM;SG	N;DEF;NEUT;SG
média	gns	média	gns	N;FEM;SG	N;INDF;NEUT;SG
média	middelværdi	média	middelværdi	N;FEM;SG	N;INDF;MASC+FEM;SG
departamento	afdeling	departamento	afdeling	N;MASC;SG	N;INDF;MASC+FEM;SG
departamento	departement	departamento	departement	N;MASC;SG	N;INDF;NEUT;SG
departamento	afdelingen	departamento	afdeling	N;MASC;SG	N;DEF;MASC+FEM;SG
quase	næsten	quase	næsten	ADV	ADV
quase	næsten	quase	næsten	ADV	ADV
boa	god	bom	god	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
boa	lækkert	bom	lækker	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
boa	dejligt	bom	dejlig	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
boa	hyggeligt	bom	hyggelig	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
boa	flot	bom	flot	ADJ;FEM;SG	ADJ;INDF;SG
boa	pænt	bom	pæn	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
dentro	indvendigt	dentro	indvendig	ADV	ADV
dentro	indenfor	dentro	indenfor	ADV	ADV
dentro	inde	dentro	inde	ADV	ADV
processo	process	processo	process	N;MASC;SG	N;INDF;MASC+FEM;SG
processo	proces	processo	proces	N;MASC;SG	N;INDF;MASC+FEM;SG
último	sidste	último	sidste	ADJ;MASC;SG	ADJ
bom	god	bom	god	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
bom	lækkert	bom	lækker	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
bom	dejligt	bom	dejlig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
bom	hyggeligt	bom	hyggelig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
bom	flot	bom	flot	ADJ;MASC;SG	ADJ;INDF;SG
bom	pænt	bom	pæn	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
milhões	millioner	milhão	million	N;MASC;PL	N;INDF;MASC+FEM;PL
milhões	millioner	milhão	million	N;MASC;PL	N;INDF;MASC+FEM;PL
rock	sten	rock	sten	N;MASC;SG	N;INDF;MASC+FEM;SG
rock	rock	rock	rock	N;MASC;SG	N;INDF;MASC+FEM;SG
arte	art	arte	art	N;FEM;SG	N;INDF;MASC+FEM;SG
arte	kunsten	arte	kunst	N;FEM;SG	N;DEF;MASC+FEM;SG
arte	kunst	arte	kunst	N;FEM;SG	N;INDF;MASC+FEM;SG
lei	lei	lei	lei	N;FEM;SG	N;INDF;MASC+FEM;SG
lei	jura	lei	jura	N;FEM;SG	N;INDF;MASC+FEM;SG
lei	lovgivning	lei	lovgivning	N;FEM;SG	N;INDF;MASC+FEM;SG
lei	lov	lei	lov	N;FEM;SG	N
importante	vigtig	importante	vigtig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
importante	vigtigt	importante	vigtig	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
presente	nuværende	presente	nuværende	ADJ;MASC;SG	ADJ
censo	optælling	censo	optælling	N;MASC;SG	N;INDF;MASC+FEM;SG
censo	folketælling	censo	folketælling	N;MASC;SG	N;INDF;MASC+FEM;SG
ficou	blev	ficar	blive	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
ficou	forblevet	ficar	forbleve	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
ficou	opholdt	ficar	opholde	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
ficou	forblev	ficar	forblev	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
feito	lavet	fazer	lave	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
feito	foretaget	fazer	foretage	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
feito	udfærdiget	fazer	udfærdige	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
feito	udført	fazer	udføre	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
feito	gjort	fazer	gøre	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
central	central	central	central	N;FEM;SG	N;INDF;MASC+FEM;SG
língua	tungen	língua	tung	N;FEM;SG	N;DEF;MASC+FEM;SG
língua	sprog	língua	sprog	N;FEM;SG	N;INDF;NEUT;SG
língua	sproget	língua	sprog	N;FEM;SG	N;DEF;NEUT;SG
sede	tørst	sede	tørst	N;FEM;SG	N;INDF;MASC+FEM;SG
sede	hovedkontor	sede	hovedkontor	N;FEM;SG	N;INDF;NEUT;SG
sede	hovedkvarteret	sede	hovedkvarter	N;FEM;SG	N;DEF;NEUT;SG
sede	hovedkvarter	sede	hovedkvarter	N;FEM;SG	N;INDF;NEUT;SG
sede	hovedsædet	sede	hovedsæde	N;FEM;SG	N;DEF;NEUT;SG
sede	hovedsæde	sede	hovedsæde	N;FEM;SG	N;INDF;NEUT;SG
pontos	prikker	ponto	prikke	N;MASC;PL	N;INDF;MASC+FEM;PL
pontos	punkterne	ponto	punkt	N;MASC;PL	N;DEF;NEUT;PL
pontos	pointer	ponto	pointer	N;MASC;PL	N;INDF;MASC+FEM;PL
pontos	punkter	ponto	punkt	N;MASC;PL	N;INDF;NEUT;PL
costa	kyst	costa	kyst	N;FEM;SG	N;INDF;MASC+FEM;SG
origem	oprindelse	origem	oprindelse	N;FEM;SG	N;INDF;MASC+FEM;SG
origem	oprindelsessted	origem	oprindelsessted	N;FEM;SG	N;INDF;MASC+FEM;SG
origem	kilde	origem	kilde	N;FEM;SG	N;INDF;MASC+FEM;SG
exército	hær	exército	hær	N;MASC;SG	N;INDF;MASC+FEM;SG
exército	hæren	exército	hær	N;MASC;SG	N;DEF;MASC+FEM;SG
exército	hærens	exército	hær	N;MASC;SG	N;GEN;DEF;MASC+FEM;SG
exército	army	exército	army	N;MASC;SG	N;INDF;MASC+FEM;SG
santo	sankt	santo	sankt	N;MASC;SG	N;INDF;NEUT;SG
santo	helgen	santo	helgen	N;MASC;SG	N;INDF;MASC+FEM;SG
ouro	gylden	ouro	gyld	N;MASC;SG	N;DEF;MASC+FEM;SG
ouro	golden	ouro	gold	N;MASC;SG	N;DEF;MASC+FEM;SG
ouro	guld	ouro	guld	N;MASC;SG	N;INDF;NEUT;SG
texto	tekst	texto	tekst	N;MASC;SG	N;INDF;MASC+FEM;SG
texto	sms	texto	sms	N;MASC;SG	N;INDF;MASC+FEM;SG
texto	teksten	texto	tekst	N;MASC;SG	N;DEF;MASC+FEM;SG
membros	lemmer	membro	lem	N;MASC;PL	N;INDF;NEUT;PL
membros	lemmerne	membro	lem	N;MASC;PL	N;DEF;NEUT;PL
membros	medlemmer	membro	medlem	N;MASC;PL	N;INDF;NEUT;PL
membros	medlemmerne	membro	medlem	N;MASC;PL	N;DEF;NEUT;PL
altura	højden	altura	højde	N;FEM;SG	N;DEF;MASC+FEM;SG
altura	højde	altura	højde	N;FEM;SG	N;INDF;MASC+FEM;SG
nada	intet	nada	ingen	PRO;MASC;SG	PRO;NEUT;SG
longo	længe	longo	længe	ADV	ADV
