hostince	herbergen	hostinec	herbergen	N;INAN;NOM;MASC;PL;POS	N;PL
klára	klara	klára	klara	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
klára	clara	klára	clara	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
terry	terry	terr	terry	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
vajec	eieren	vejce	ei	N;GEN;NEUT;PL;POS	N;PL
vajec	eitjes	vejce	eit	N;GEN;NEUT;PL;POS	N;PL
jakýkoliv	elke	jakýkoliv	elk	DET;NOM;MASC;SG	DET
rezervaci	reservering	rezervace	reservering	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
spolky	samenlevingen	spolek	samenleving	N;INAN;NOM;MASC;PL;POS	N;PL
tramvaj	tram	tramvaj	tram	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
tramvaj	trolley	tramvaj	trolley	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
tramvaj	tram	tramvaj	tram	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
odmítli	afgewezen	odmítnout	afwijzen	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	V;V.PTCP
odmítli	geweigerd	odmítnout	weigeren	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	V;V.PTCP
přijel	gearriveerd	přijet	arriveren	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
přijel	aangekomen	přijet	aankomen	V;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
parc	parc	parc	parc	N;NOM;MASC;SG;POS	N;MASC+FEM;SG
parky	parken	park	park	N;INAN;NOM;MASC;PL;POS	N;PL
kost	botje	kost	botje	N;NOM;FEM;SG;POS	N;NEUT;SG
znalost	kennis	znalost	kennis	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
višnjan	višnjan	višnjan	višnjan	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
podvozek	onderstel	podvozek	onderstel	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
podvozek	chassis	podvozek	chassis	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
klobouk	hoed	klobouk	hoed	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
klobouk	pet	klobouk	pet	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
klobouk	hat	klobouk	hat	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
klobouk	muts	klobouk	muts	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
protesty	protesten	protest	protest	N;INAN;NOM;MASC;PL;POS	N;PL
protesty	protesten	protest	protest	N;INAN;NOM;MASC;PL;POS	N;PL
posloupnost	sequentie	posloupnost	sequentie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
posloupnost	volgorde	posloupnost	volgorde	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
posloupnost	opeenvolging	posloupnost	opeenvolging	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
nedostatky	tekortkomingen	nedostatek	tekortkoming	N;INAN;NOM;MASC;PL;POS	N;PL
nedostatky	gebreken	nedostatek	gebrek	N;INAN;NOM;MASC;PL;POS	N;PL
nedostatky	tekortkomingen	nedostatek	tekortkoming	N;INAN;NOM;MASC;PL;POS	N;PL
nedostatky	zwaktes	nedostatek	zwakte	N;INAN;NOM;MASC;PL;POS	N;PL
nedostatky	zwakheden	nedostatek	zwakheid	N;INAN;NOM;MASC;PL;POS	N;PL
nedostatky	tekortkomingen	nedostatek	tekortkoming	N;INAN;NOM;MASC;PL;POS	N;PL
daň	belasting	daň	belasting	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
soutěžní	competitief	soutěžní	competitief	ADJ;NOM;MASC;SG;POS	ADJ
soutěžní	competitieve	soutěžní	competitief	ADJ;NOM;MASC;SG;POS	ADJ
dodávky	bestelwagens	dodávka	bestelwagen	N;NOM;FEM;PL;POS	N;PL
dodávky	busjes	dodávka	bus	N;NOM;FEM;PL;POS	N;PL
dodávky	leveranties	dodávka	leverantie	N;NOM;FEM;PL;POS	N;PL
dodávky	leveringen	dodávka	levering	N;NOM;FEM;PL;POS	N;PL
dodávky	benodigdheden	dodávka	benodigdheid	N;NOM;FEM;PL;POS	N;PL
dodávky	voorraden	dodávka	voorraad	N;NOM;FEM;PL;POS	N;PL
dodávky	leveringen	dodávka	levering	N;NOM;FEM;PL;POS	N;PL
oblouk	arc	oblouk	arc	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
oblouk	arch	oblouk	arch	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
oblouk	boog	oblouk	boog	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
rytíře	ridders	rytíř	ridders	N;ANIM;ACC;MASC;PL;POS	N;PL
trenéři	coaches	trenér	coaches	N;ANIM;NOM;MASC;PL;POS	N;PL
trenéři	trainers	trenér	trainer	N;ANIM;NOM;MASC;PL;POS	N;PL
trenéři	trainers	trenér	trainer	N;ANIM;NOM;MASC;PL;POS	N;PL
konfliktů	conflicten	konflikt	conflict	N;INAN;GEN;MASC;PL;POS	N;PL
pozic	posities	pozice	positie	N;GEN;FEM;PL;POS	N;PL
čtrnáct	veertien	čtrnáct	veertien	NUM;NOM;SG	NUM
reagoval	reageerde	reagovat	reageren	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
reagoval	reageerde	reagovat	reageren	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
miluje	houdt	milovat	houden	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
cestování	reis	cestování	reis	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
holub	duif	holub	duif	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
porodu	bevalling	porod	bevalling	N;INAN;DAT;MASC;SG;POS	N;MASC+FEM;SG
logické	logisch	logický	logisch	ADJ;NOM;NEUT;SG;POS	ADJ
logické	logische	logický	logisch	ADJ;NOM;NEUT;SG;POS	ADJ
logické	logisch	logický	logisch	ADJ;NOM;NEUT;SG;POS	ADJ
logické	logische	logický	logisch	ADJ;NOM;NEUT;SG;POS	ADJ
železnici	spoorweg	železnice	spoorweg	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
pozvání	uitnodiging	pozvání	uitnodiging	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
pozvání	uitnodiging	pozvání	uitnodiging	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
veronika	veronika	veronika	veronika	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
veronika	veronica	veronika	veronicaan	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
hrdinů	helden	hrdina	helden	N;ANIM;GEN;MASC;PL;POS	N;PL
myšlenek	gedachten	myšlenka	gedacht	N;GEN;FEM;PL;POS	N;PL
myšlenek	gedachtes	myšlenka	dachtel	N;GEN;FEM;PL;POS	N;PL
bonaparte	bonaparte	bonapart	bonapart	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
minutu	minuut	minuta	minuut	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
minutu	minuutje	minuta	minuut	N;ACC;FEM;SG;POS	N;NEUT;SG
dolina	dolina	dolina	dolina	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
popření	ontkenning	popření	ontkenning	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
výroční	jaarlijks	výroční	jaarlijks	ADJ;NOM;MASC;SG;POS	ADJ
bytů	bytes	byt	bytes	N;INAN;GEN;MASC;PL;POS	N;PL
chorvatské	kroatisch	chorvatský	kroatisch	ADJ;NOM;NEUT;SG;POS	ADJ
chorvatské	kroatische	chorvatský	kroatisch	ADJ;NOM;NEUT;SG;POS	ADJ
prodává	verkoopt	prodávat	verkopen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
hektarů	hectaren	ha`hektar	hectaar	N;INAN;GEN;MASC;PL;POS	N;PL
parků	parken	park	park	N;INAN;GEN;MASC;PL;POS	N;PL
psáno	schriftelijke	psaný	schriftelijk	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
xml	xml	xml	xml	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
obrátil	omgedraaid	obrátit	omdraaien	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
obrátil	omgekeerd	obrátit	omkeren	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
url	url	url	url	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
okolnosti	omstandigheden	okolnost	omstandigheid	N;NOM;FEM;PL;POS	N;PL
okolnosti	omstandigheden	okolnost	omstandigheid	N;NOM;FEM;PL;POS	N;PL
liška	fox	liška	fox	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
liška	vos	liška	vos	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
peří	veertje	peří	veer	N;NOM;NEUT;SG;POS	N;NEUT;SG
peří	veer	peří	veer	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
výhodu	voordeel	výhoda	voordeel	N;ACC;FEM;SG;POS	N;NEUT;SG
pocity	sensaties	pocit	sensatie	N;INAN;NOM;MASC;PL;POS	N;PL
pocity	gevoelens	pocit	gevoel	N;INAN;NOM;MASC;PL;POS	N;PL
sopka	vulkaan	sopka	vulkaan	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
produktu	product	produkt	product	N;INAN;GEN;MASC;SG;POS	N;NEUT;SG
produktu	produkt	produkt	produkken	N;INAN;GEN;MASC;SG;POS	N;NEUT;SG
potraviny	levensmiddelen	potravina	levensmiddelen	N;NOM;FEM;PL;POS	N;PL
potraviny	levensmiddelen	potravina	levensmiddelen	N;NOM;FEM;PL;POS	N;PL
potraviny	voedingsmiddelen	potravina	voedingsmiddel	N;NOM;FEM;PL;POS	N;PL
potraviny	boodschappen	potravina	boodschap	N;NOM;FEM;PL;POS	N;PL
potraviny	levensmiddelen	potravina	levensmiddelen	N;NOM;FEM;PL;POS	N;PL
potraviny	voedingswaren	potravina	voedingswaren	N;NOM;FEM;PL;POS	N;PL
potraviny	voedingsmiddelen	potravina	voedingsmiddel	N;NOM;FEM;PL;POS	N;PL
kult	cult	kult	cult	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
kult	sekte	kult	sekken	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
kult	cultus	kult	cultus	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
kůry	schors	kůra	schor	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
kůry	bast	kůra	bast	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
trubka	pipe	trubka	pipe	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
trubka	pijp	trubka	pijp	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
trubka	tube	trubka	tube	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
trubka	buis	trubka	buis	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
trubka	trompet	trubka	trompet	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
zajímá	geïnteresseerd	zajímat	interesseren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
reklama	reclame	reklama	reclame	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
reklama	reclame	reklama	reclame	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
reklama	advertentie	reklama	advertentie	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
matematika	wiskunde	matematika	wiskunde	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
matematika	wiskunde	matematika	wiskunde	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
matematika	wiskunde	matematika	wiskunde	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
návod	handleiding	návod	handleiding	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
návod	handboek	návod	handboek	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
návod	instructie	návod	instructie	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
pohyby	moves	pohyb	moves	N;INAN;NOM;MASC;PL;POS	N;PL
pohyby	bewegingen	pohyb	beweging	N;INAN;NOM;MASC;PL;POS	N;PL
pohyby	moties	pohyb	motie	N;INAN;NOM;MASC;PL;POS	N;PL
pohyby	bewegingen	pohyb	beweging	N;INAN;NOM;MASC;PL;POS	N;PL
pohyby	verplaatsingen	pohyb	verplaatsing	N;INAN;NOM;MASC;PL;POS	N;PL
poškozen	corrupt	poškozený	corrupt	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
výjimku	uitzondering	výjimka	uitzondering	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
čelní	frontaal	čelní	frontaal	ADJ;NOM;MASC;SG;POS	ADJ
čelní	frontale	čelní	frontaal	ADJ;NOM;MASC;SG;POS	ADJ
umožnila	ingeschakeld	umožnit	inschakelen	V;PFV;POS;PST;V.PTCP;ACT	V;V.PTCP
podepsána	ondertekende	podepsaný	ondertekend	ADJ;POS;V.PTCP;PASS	ADJ
orgánu	orgel	orgán	orgel	N;INAN;DAT;MASC;SG;POS	N;NEUT;SG
orgánu	orgaan	orgán	orgaan	N;INAN;DAT;MASC;SG;POS	N;NEUT;SG
řidiče	chauffeur	řidič	chauffeur	N;ANIM;ACC;MASC;SG;POS	N;MASC+FEM;SG
řidiče	stuurprogramma	řidič	stuurprogramma	N;ANIM;ACC;MASC;SG;POS	N;NEUT;SG
řidiče	driver	řidič	driver	N;ANIM;ACC;MASC;SG;POS	N;MASC+FEM;SG
řidiče	bestuurder	řidič	bestuurder	N;ANIM;ACC;MASC;SG;POS	N;MASC+FEM;SG
oddělené	aparte	oddělený	apart	ADJ;NOM;NEUT;PL;POS	ADJ
oddělené	apart	oddělený	apart	ADJ;NOM;NEUT;PL;POS	ADJ
vyhláška	verordening	vyhláška	verordening	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
vyhláška	decreet	vyhláška	decreet	N;NOM;FEM;SG;POS	N;NEUT;SG
neštěstí	pech	neštěstí	pech	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
neštěstí	ongeluk	neštěstí	ongeluk	N;NOM;NEUT;SG;POS	N;NEUT;SG
neštěstí	catastrofe	neštěstí	catastrofe	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
neštěstí	ramp	neštěstí	ramp	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
neštěstí	rampspoed	neštěstí	rampspoed	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
aktivních	actieve	aktivní	actief	ADJ;GEN;MASC;PL;POS	ADJ
aktivních	actief	aktivní	actief	ADJ;GEN;MASC;PL;POS	ADJ
loví	jaagt	lovit	jagen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
velvyslanectví	ambassade	velvyslanectví	ambassade	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
ovlivnit	beïnvloeden	ovlivnit	beïnvloeden	V;PFV;POS;NFIN	V;NFIN
ovlivnit	beïnvloeden	ovlivnit	beïnvloeden	V;PFV;POS;NFIN	V;NFIN
svobodná	alleenstaand	svobodný	alleenstaand	ADJ;NOM;FEM;SG;POS	ADJ
kovy	metalen	kov	metalen	N;INAN;NOM;MASC;PL;POS	N;PL
kovy	metalen	kov	metalen	N;INAN;NOM;MASC;PL;POS	N;PL
sinclair	sinclair	sinclair	sinclair	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
předsedal	voorgezeten	předsedat	voorzeten	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
zobrazí	toont	zobrazit	tonen	V;PFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
nepřátel	vijanden	nepřítel	vijand	N;ANIM;GEN;MASC;PL;POS	N;PL
architektonické	architectonische	architektonický	architectonisch	ADJ;NOM;MASC;PL;POS	ADJ
architektonické	architectonisch	architektonický	architectonisch	ADJ;NOM;MASC;PL;POS	ADJ
inteligentní	intelligente	inteligentní	intelligent	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
inteligentní	intelligent	inteligentní	intelligent	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
tyčinky	stokken	tyčinka	stok	N;NOM;FEM;PL;POS	N;PL
tyčinky	sticks	tyčinka	stick	N;NOM;FEM;PL;POS	N;PL
tyčinky	stokjes	tyčinka	stok	N;NOM;FEM;PL;POS	N;PL
kyselin	zuren	kyselina	zur	N;GEN;FEM;PL;POS	N;PL
přímá	rechtstreeks	přímý	rechtstreeks	ADJ;NOM;FEM;SG;POS	ADJ
přímá	directe	přímý	direct	ADJ;NOM;FEM;SG;POS	ADJ
přímá	direct	přímý	direct	ADJ;NOM;FEM;SG;POS	ADJ
přímá	rechtstreekse	přímý	rechtstreeks	ADJ;NOM;FEM;SG;POS	ADJ
vkládá	ingevoegd	vkládat	invoegen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
vkládá	ingelast	vkládat	inlassen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
vkládá	ingebracht	vkládat	inbrengen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;V.PTCP
obhájce	verdediger	obhájce	verdediger	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
rozložení	distributie	rozložení	distributie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
rozložení	verdeling	rozložení	verdeling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
rozložení	indeling	rozložení	indeling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
rozložení	opmaak	rozložení	opmaak	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
rozložení	layout	rozložení	layout	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
finance	financien	finance	financien	N;NOM;FEM;PL;POS	N;PL
finance	financiën	finance	financiën	N;NOM;FEM;PL;POS	N;PL
finance	financiën	finance	financiën	N;NOM;FEM;PL;POS	N;PL
norma	norma	norma	norma	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
norma	norm	norma	norm	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
norma	norm	norma	norm	N;NOM;FEM;SG;POS	N;MASC+FEM;SG
příkazy	opdrachten	příkaz	opdracht	N;INAN;NOM;MASC;PL;POS	N;PL
příkazy	bestellingen	příkaz	bestelling	N;INAN;NOM;MASC;PL;POS	N;PL
příkazy	orders	příkaz	order	N;INAN;NOM;MASC;PL;POS	N;PL
napsali	schreven	napsat	schrijven	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT	V;PL;PST;FIN
opakované	repetitieve	opakovaný	repetitief	ADJ;NOM;MASC;PL;POS	ADJ
zpíval	zong	zpívat	zingen	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;SG;PST;FIN
zpíval	gezongen	zpívat	zingen	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;V.PTCP
osobám	personen	osoba	persoon	N;DAT;FEM;PL;POS	N;PL
pravdy	waarheden	pravda	waarheden	N;NOM;FEM;PL;POS	N;PL
soukromí	privacy	soukromí	privacy	N;NOM;NEUT;SG;POS	N;NEUT;SG
podlaží	vloer	podlaží	vloer	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
podlaží	verdieping	podlaží	verdieping	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
podlaží	floor	podlaží	floor	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
luk	luk	louka	luk	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
luk	bow	louka	bow	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
luk	boeg	louka	boeg	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
luk	buiging	louka	buiging	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
luk	boog	louka	boog	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
jednotlivců	particulieren	jednotlivec	particulier	N;ANIM;GEN;MASC;PL;POS	N;PL
jednotlivců	individuen	jednotlivec	individuen	N;ANIM;GEN;MASC;PL;POS	N;PL
vzory	modellen	vzor	model	N;INAN;NOM;MASC;PL;POS	N;PL
vzory	patronen	vzor	patroon	N;INAN;NOM;MASC;PL;POS	N;PL
vzory	designs	vzor	designs	N;INAN;NOM;MASC;PL;POS	N;PL
podpořit	ondersteunen	podpořit	ondersteunen	V;PFV;POS;NFIN	V;NFIN
olympic	olympic	olympic	olympic	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
zraněn	gewond	zraněný	gewond	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
zraněn	gewonden	zraněný	gewond	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
zraněn	gewond	zraněný	gewond	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
zraněn	gewonden	zraněný	gewond	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
zraněn	gewonde	zraněný	gewond	ADJ;MASC;SG;POS;V.PTCP;PASS	ADJ
vkládání	inbedding	vkládání	inbedding	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
volná	vrij	volný	vrij	ADJ;NOM;FEM;SG;POS	ADJ
volná	gratis	volný	gratis	ADJ;NOM;FEM;SG;POS	ADJ
temné	duister	temný	duister	ADJ;NOM;MASC;PL;POS	ADJ
temné	donker	temný	donker	ADJ;NOM;MASC;PL;POS	ADJ
temné	donkere	temný	donker	ADJ;NOM;MASC;PL;POS	ADJ
stockholmu	stockholm	stockholm	stockholm	N;INAN;DAT;MASC;SG;POS	N;NEUT;SG
řádek	line	řádek	lin	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
řádek	lijn	řádek	lijn	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
řádek	rij	řádek	rij	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
řádek	row	řádek	row	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
pokorný	nederige	pokorný	nederig	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
pokorný	nederig	pokorný	nederig	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
pokorný	bescheiden	pokorný	bescheiden	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
zkratkou	sneltoets	zkratka	sneltoets	N;INS;FEM;SG;POS	N;MASC+FEM;SG
studuje	studeren	studovat	studeren	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;NFIN
posun	shift	posun	shift	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
posun	verschuiving	posun	verschuiving	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
slabé	zwak	slabý	zwak	ADJ;NOM;MASC;PL;POS	ADJ
slabé	slap	slabý	slap	ADJ;NOM;MASC;PL;POS	ADJ
slabé	zwakke	slabý	zwak	ADJ;NOM;MASC;PL;POS	ADJ
tmavé	duister	tmavý	duister	ADJ;NOM;NEUT;SG;POS	ADJ
tmavé	donker	tmavý	donker	ADJ;NOM;NEUT;SG;POS	ADJ
tmavé	donkere	tmavý	donker	ADJ;NOM;NEUT;SG;POS	ADJ
spektra	spectra	spektrum	spectra	N;NOM;NEUT;PL;POS	N;PL
sedmý	zevende	sedmý	zeven	ADJ;INAN;NOM;MASC;SG;POS	ADJ
rajón	turf	rajón	turf	N;INAN;NOM;MASC;SG;POS	N;NEUT;SG
sochařství	beeldhouwen	sochařství	beeldhouwen	N;NOM;NEUT;SG;POS	N;NEUT;SG
obdobné	vergelijkbaar	obdobný	vergelijkbaar	ADJ;NOM;MASC;PL;POS	ADJ
obdobné	vergelijkbare	obdobný	vergelijkbaar	ADJ;NOM;MASC;PL;POS	ADJ
obdobné	soortgelijk	obdobný	soortgelijk	ADJ;NOM;MASC;PL;POS	ADJ
obdobné	soortgelijke	obdobný	soortgelijk	ADJ;NOM;MASC;PL;POS	ADJ
obdobné	gelijkaardig	obdobný	gelijkaardig	ADJ;NOM;MASC;PL;POS	ADJ
pokrok	progress	pokrok	progress	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
pokrok	vooruitgang	pokrok	vooruitgang	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
pokrok	voortgang	pokrok	voortgang	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
plavby	cruises	plavba	cruis	N;NOM;FEM;PL;POS	N;PL
ověření	authenticatie	ověření	authenticatie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
ověření	validatie	ověření	validatie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
ověření	keuring	ověření	keuring	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
ověření	verificatie	ověření	verificatie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
vzestup	hemelvaart	vzestup	hemelvaart	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
provedeno	done	provedený	doon	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
provedeno	klaar	provedený	klaar	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
potřeb	behoeften	potřeba	behoefte	N;GEN;FEM;PL;POS	N;PL
potřeb	noden	potřeba	nood	N;GEN;FEM;PL;POS	N;PL
odměnu	beloning	odměna	beloning	N;ACC;FEM;SG;POS	N;MASC+FEM;SG
poddruh	ondersoort	poddruh	ondersoort	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
zrychlení	versnelling	zrychlení	versnelling	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
zrychlení	acceleratie	zrychlení	acceleratie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
útočiště	sanctuary	útočiště	sanctuary	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
útočiště	heiligdom	útočiště	heiligdom	N;NOM;NEUT;SG;POS	N;NEUT;SG
útočiště	toevluchtsoord	útočiště	toevluchtsoord	N;NOM;NEUT;SG;POS	N;NEUT;SG
útočiště	toevluchtsoord	útočiště	toevluchtsoord	N;NOM;NEUT;SG;POS	N;NEUT;SG
útočiště	toevlucht	útočiště	toevlucht	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
čekat	wachtende	čekat	wachten	V;IPFV;POS;NFIN	V;V.PTCP
čekat	afwachten	čekat	afwachten	V;IPFV;POS;NFIN	V;NFIN
čekat	wachten	čekat	wachten	V;IPFV;POS;NFIN	V;NFIN
organismy	organismen	organismus	organisme	N;INAN;NOM;MASC;PL;POS	N;PL
obytné	residentiële	obytný	residentiel	ADJ;NOM;MASC;PL;POS	ADJ
leonardo	leonardo	leonardo	leonardo	N;ANIM;NOM;MASC;SG;POS	N;MASC+FEM;SG
váže	bindt	vázat	binden	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
začleňování	insluiting	začleňování	insluiting	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
začleňování	inclusie	začleňování	inclusie	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
začleňování	opneming	začleňování	opneming	N;NOM;NEUT;SG;POS	N;MASC+FEM;SG
vadí	hindert	vadit	hinderen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
vadí	stoort	vadit	storen	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;SG;PRS;FIN
mor	mor	mor	mor	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
mor	plaag	mor	plaag	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
mor	pest	mor	pest	N;INAN;NOM;MASC;SG;POS	N;MASC+FEM;SG
