על	關於	על	關於	ADP	ADP
אלבום	專輯	אלבום	專輯	N;MASC;SG	N
גן	基因	גן	基因	N;MASC;SG	N
גן	園	גן	園	N;MASC;SG	N
גן	園林	גן	園林	N;MASC;SG	N
גן	花園	גן	花園	N;MASC;SG	N
גן	園藝	גן	園藝	N;MASC;SG	N
עשרה	十	עשרה	十	NUM;MASC;SG	NUM
עשרה	十	עשרה	十	NUM;MASC;SG	NUM
משתמשים	使用	השתמש	使用	V;MASC;PL;V.PTCP	V
תרבות	文化	תרבות	文化	N;FEM;SG	N
כללי	通用	כלל	通用	N;MASC;PL	N
עונה	季	עונה	季	N;FEM;SG	N
עונה	季節	עונה	季節	N;FEM;SG	N
ארבע	四	ארבע	四	NUM;FEM;SG	NUM
ארבע	四	ארבע	四	NUM;FEM;SG	NUM
ארבע	四	ארבע	四	NUM;FEM;SG	NUM
סיום	終	סיום	終	N;MASC;SG	N
סיום	結尾	סיום	結尾	N;MASC;SG	N
ארבעה	四	ארבעה	四	NUM;MASC;SG	NUM
ארבעה	四	ארבעה	四	NUM;MASC;SG	NUM
ארבעה	四	ארבעה	四	NUM;MASC;SG	NUM
הכוחות	權力	הכוחה	權力	N;FEM;PL	N
כדור	球體	כדור	球體	N;MASC;SG	N
כדור	球	כדור	球	N;MASC;SG	N
כדור	子	כדור	子	N;MASC;SG	N
כדור	彈頭	כדור	彈頭	N;MASC;SG	N
עשר	十	עשר	十	NUM;FEM;SG	NUM
עשר	十	עשר	十	NUM;FEM;SG	NUM
שער	門	שער	門	N;MASC;SG	N
שער	大門	שער	大門	N;MASC;SG	N
שער	目標	שער	目標	N;MASC;SG	N
שער	門戶	שער	門戶	N;MASC;SG	N
גבוה	高大	גבוה	高大	ADJ;MASC;SG	ADJ
גבוה	較高	גבוה	較高	ADJ;MASC;SG	ADJ
גבוה	更高	גבוה	更高	ADJ;MASC;SG	ADJ
סמל	符號	סמל	符號	N;MASC;SG	N
סמל	圖示	סמל	圖示	N;MASC;SG	N
ראה	見	ראה	見	V;MASC;SG;3;PST;ACT	V
גביע	戰利	גביע	戰利	N;MASC;SG	N
גביע	獎	גביע	獎	N;MASC;SG	N
גביע	獎杯	גביע	獎杯	N;MASC;SG	N
גביע	盃	גביע	盃	N;MASC;SG	N
גביע	杯	גביע	杯	N;MASC;SG	N
גביע	杯子	גביע	杯子	N;MASC;SG	N
מדליות	獎章	מדלית	獎章	N;FEM;PL	N
מדליות	勳章	מדלית	勳章	N;FEM;PL	N
מדליות	獎牌	מדלית	獎牌	N;FEM;PL	N
חיילים	士兵	חייל	士兵	N;MASC;PL	N
חיילים	部隊	חייל	部隊	N;MASC;PL	N
דגל	旗幟	דגל	旗幟	N;MASC;SG	N
דגל	國旗	דגל	國旗	N;MASC;SG	N
דגל	旗	דגל	旗	N;MASC;SG	N
דגל	旗子	דגל	旗子	N;MASC;SG	N
דגל	旗幟	דגל	旗幟	N;MASC;SG	N
דגל	旗	דגל	旗	N;MASC;SG	N
דגל	旗子	דגל	旗子	N;MASC;SG	N
מלחמה	戰	מלחמה	戰	N;FEM;SG	N
מלחמה	戰爭	מלחמה	戰爭	N;FEM;SG	N
צפון	北方	צפון	北方	N;MASC;SG	N
צפון	北	צפון	北	N;MASC;SG	N
צפון	北部	צפון	北部	N;MASC;SG	N
צפון	北方	צפון	北方	N;MASC;SG	N
צפון	北部	צפון	北部	N;MASC;SG	N
ללמוד	學習	למד	學習	V;NFIN;ACT	V
פרק	插曲	פרק	插曲	N;MASC;SG	N
פרק	集	פרק	集	N;MASC;SG	N
חברה	女友	חברה	女友	N;FEM;SG	N
חברה	女	חברה	女	N;FEM;SG	N
חברה	公司	חברה	公司	N;FEM;SG	N
חברה	朋友	חברה	朋友	N;FEM;SG	N
חברה	好友	חברה	好友	N;FEM;SG	N
דירוג	評比	דירוג	評比	N;MASC;SG	N
דירוג	名次	דירוג	名次	N;MASC;SG	N
שדה	欄位	שדה	欄位	N;MASC;SG	N
פעיל	活躍	פעיל	活躍	N;MASC;SG	N
אליפות	錦標	אליפות	錦標	N;FEM;SG	N
משחקים	遊戲	משחק	遊戲	N;MASC;PL	N
שניות	秒	שנייה	秒	N;FEM;PL	N
שניות	秒數	שנייה	秒數	N;FEM;PL	N
הכל	一切	הכיל	一切	N	N
מדיניות	政策	מדיניות	政策	N;FEM;SG	N
מדיניות	政策	מדיניות	政策	N;FEM;SG	N
למנוע	防止	מנע	防止	V;NFIN;ACT	V
ספורט	體育	ספורט	體育	N;MASC;SG	N
ספורט	運動	ספורט	運動	N;MASC;SG	N
ספורט	體育	ספורט	體育	N;MASC;SG	N
ספורט	運動	ספורט	運動	N;MASC;SG	N
שיא	唱片	שיא	唱片	N;MASC;SG	N
שיא	紀錄	שיא	紀錄	N;MASC;SG	N
שיא	高潮	שיא	高潮	N;MASC;SG	N
שיא	峰峰	שיא	峰峰	N;MASC;SG	N
שיא	山頂	שיא	山頂	N;MASC;SG	N
מס	稅務	מס	稅務	N;MASC;SG	N
מס	稅	מס	稅	N;MASC;SG	N
מס	稅	מס	稅	N;MASC;SG	N
מס	稅金	מס	稅金	N;MASC;SG	N
צוות	船員	צוות	船員	N;FEM;SG	N
צוות	團隊	צוות	團隊	N;FEM;SG	N
צוות	球隊	צוות	球隊	N;FEM;SG	N
צוות	隊伍	צוות	隊伍	N;FEM;SG	N
נושא	題目	נושא	題目	N;MASC;SG	N
נושא	話題	נושא	話題	N;MASC;SG	N
נושא	專題	נושא	專題	N;MASC;SG	N
נושא	主題	נושא	主題	N;MASC;SG	N
נושא	專題	נושא	專題	N;MASC;SG	N
נושא	主題	נושא	主題	N;MASC;SG	N
נושא	主題	נושא	主題	N;MASC;SG	N
גיל	鰓	גיל	鰓	N;MASC;SG	N
גיל	年紀	גיל	年紀	N;MASC;SG	N
גיל	年齡	גיל	年齡	N;MASC;SG	N
עורך	編輯	עורך	編輯	N;MASC;SG	N
הרכבת	火車	הרכבה	火車	N;FEM;SG	N
הרכבת	列車	הרכבה	列車	N;FEM;SG	N
מסע	旅行	מסע	旅行	N;MASC;SG	N
מסע	旅費	מסע	旅費	N;MASC;SG	N
מסע	旅遊	מסע	旅遊	N;MASC;SG	N
מסע	旅途	מסע	旅途	N;MASC;SG	N
מסע	旅程	מסע	旅程	N;MASC;SG	N
מערב	西邊	מערב	西邊	N;MASC;SG	N
מערב	西	מערב	西	N;MASC;SG	N
מערב	西部	מערב	西部	N;MASC;SG	N
מערב	西部	מערב	西部	N;MASC;SG	N
עברה	感動	עבר	感動	V;FEM;SG;3;PST	V
תחילת	早期	תחילה	早期	N;PSSD;FEM;SG	N
שעות	小時	שעה	小時	N;FEM;PL	N
מאות	成百	מאות	成百	NUM;FEM;PL	NUM
מאות	數百	מאות	數百	NUM;FEM;PL	NUM
הצטרף	加入	הצטרף	加入	V;MASC;SG;3;PST	V
הצטרף	加入	הצטרף	加入	V;MASC;SG;3;PST	V
נכתב	書寫	נכתב	書寫	V;MASC;SG;3;PST;MID	V
נכתב	撰寫	נכתב	撰寫	V;MASC;SG;3;PST;MID	V
האוניברסיטה	大學	האוניברסיטה	大學	N;FEM;SG	N
הימים	日子	הימה	日子	N;MASC;PL	N
הימים	天數	הימה	天數	N;MASC;PL	N
חדשות	新聞	חדשות	新聞	N;FEM;PL	N
סיפור	動態	סיפור	動態	N;MASC;SG	N
סיפור	故事	סיפור	故事	N;MASC;SG	N
חינוך	教育	חינוך	教育	N;MASC;SG	N
חינוך	學歷	חינוך	學歷	N;MASC;SG	N
הצי	艦隊	הצי	艦隊	N;MASC;SG	N
הצי	船隊	הצי	船隊	N;MASC;SG	N
הצי	車隊	הצי	車隊	N;MASC;SG	N
פרסם	刊登	פרסם	刊登	V;MASC;SG;3;PST;ACT	V
פרסם	發表	פרסם	發表	V;MASC;SG;3;PST;ACT	V
פרסם	出版	פרסם	出版	V;MASC;SG;3;PST;ACT	V
פרסם	發表	פרסם	發表	V;MASC;SG;3;PST;ACT	V
לבסוף	終於	לבסוף	終於	ADV	ADV
מישהו	某人	מישהו	某人	N;MASC;SG	N
קרן	基金	קרן	基金	N;FEM;SG	N
קרן	基金	קרן	基金	N;FEM;SG	N
הסכם	協定	הסכם	協定	N;MASC;SG	N
הסכם	協議	הסכם	協議	N;MASC;SG	N
הסכם	條約	הסכם	條約	N;MASC;SG	N
חברים	朋友	חבר	朋友	N;MASC;PL	N
חברים	好友	חבר	好友	N;MASC;PL	N
גוף	屍體	גוף	屍體	N;MASC;SG	N
גוף	體	גוף	體	N;MASC;SG	N
גוף	身體	גוף	身體	N;MASC;SG	N
רואה	見	ראה	見	V;MASC;SG;V.PTCP;ACT	V
ימין	右	ימין	右	N;MASC;SG	N
מעמד	狀況	מעמד	狀況	N;MASC;SG	N
מעמד	狀態	מעמד	狀態	N;MASC;SG	N
מעמד	現況	מעמד	現況	N;MASC;SG	N
מעמד	階級	מעמד	階級	N;MASC;SG	N
מעמד	類	מעמד	類	N;MASC;SG	N
מעמד	類別	מעמד	類別	N;MASC;SG	N
מעמד	課堂	מעמד	課堂	N;MASC;SG	N
מעמד	班級	מעמד	班級	N;MASC;SG	N
סופר	作家	סופר	作家	N;MASC;SG	N
סופר	作者	סופר	作者	N;MASC;SG	N
סופר	編劇	סופר	編劇	N;MASC;SG	N
סופר	作者	סופר	作者	N;MASC;SG	N
דוגמה	教條	דוגמה	教條	N;FEM;SG	N
דוגמה	範例	דוגמה	範例	N;FEM;SG	N
עץ	木	עץ	木	N;MASC;SG	N
עץ	木材	עץ	木材	N;MASC;SG	N
עץ	木頭	עץ	木頭	N;MASC;SG	N
עץ	樹	עץ	樹	N;MASC;SG	N
עץ	樹木	עץ	樹木	N;MASC;SG	N
הרפובליקה	共和	הרפובליקה	共和	N;FEM;SG	N
הרפובליקה	共和	הרפובליקה	共和	N;FEM;SG	N
שחקנים	球員	שחקן	球員	N;MASC;PL	N
שחקנים	玩家	שחקן	玩家	N;MASC;PL	N
שחקנים	演員	שחקן	演員	N;MASC;PL	N
אירועים	事件	אירוע	事件	N;MASC;PL	N
אירועים	活動	אירוע	活動	N;MASC;PL	N
יחידות	單元	יחידה	單元	N;FEM;PL	N
יחידות	單位	יחידה	單位	N;FEM;PL	N
אלף	千	אלף	千	NUM;MASC;SG	NUM
מנהל	主任	מנהל	主任	N;MASC;SG	N
מנהל	司長	מנהל	司長	N;MASC;SG	N
מנהל	經理	מנהל	經理	N;MASC;SG	N
מנהל	經理	מנהל	經理	N;MASC;SG	N
מנהל	署長	מנהל	署長	N;MASC;SG	N
מפה	地圖	מפה	地圖	N;FEM;SG	N
בעיה	問題	בעיה	問題	N;FEM;SG	N
דמויות	數字	דמות	數字	N;FEM;PL	N
דמויות	字元	דמות	字元	N;FEM;PL	N
דמויות	角色	דמות	角色	N;FEM;PL	N
דברים	事情	דבר	事情	N;MASC;PL	N
להוסיף	加上	הוסיף	加上	V;NFIN;ACT	V
מוזיאון	博物	מוזיאון	博物	N;MASC;SG	N
מוזיאון	博物	מוזיאון	博物	N;MASC;SG	N
יחסי	親戚	יחסים	親戚	N;PSSD;MASC;PL	N
יחסי	關係	יחסים	關係	N;PSSD;MASC;PL	N
יכולת	能力	יכולת	能力	N;FEM;SG	N
הגיעה	抵達	הגיע	抵達	V;FEM;SG;3;PST;ACT	V
הגיעה	到	הגיע	到	V;FEM;SG;3;PST;ACT	V
רחוב	街頭	רחוב	街頭	N;MASC;SG	N
רחוב	街道	רחוב	街道	N;MASC;SG	N
רחוב	街	רחוב	街	N;MASC;SG	N
גברים	男性	גבר	男性	N;MASC;PL	N
גברים	男性	גבר	男性	N;MASC;PL	N
גברים	男人	גבר	男人	N;MASC;PL	N
גברים	男子	גבר	男子	N;MASC;PL	N
קבע	集	קבע	集	N;MASC;SG	N
ההיסטוריה	歷史	ההיסטוריה	歷史	N;FEM;SG	N
תבניות	樣板	תבנית	樣板	N;FEM;PL	N
תבניות	模板	תבנית	模板	N;FEM;PL	N
תבניות	格局	תבנית	格局	N;FEM;PL	N
תבניות	模式	תבנית	模式	N;FEM;PL	N
תבניות	格式	תבנית	格式	N;FEM;PL	N
אפשרות	選項	אפשרות	選項	N;FEM;SG	N
אפשרות	可能	אפשרות	可能	N;FEM;SG	N
נוצר	生成	נוצר	生成	V;MASC;SG;3;PST;MID	V
מקורות	來源	מקור	來源	N;MASC;PL	N
מקורות	起源	מקור	起源	N;MASC;PL	N
ספרות	位	ספרות	位	N;FEM;SG	N
ספרות	文獻	ספרות	文獻	N;FEM;SG	N
ספרות	文學	ספרות	文學	N;FEM;SG	N
תפקידים	作用	תפקיד	作用	N;MASC;PL	N
תפקידים	角色	תפקיד	角色	N;MASC;PL	N
לחלוטין	絕對	לחלוטין	絕對	ADV	ADV
לחלוטין	完全	לחלוטין	完全	ADV	ADV
לחלוטין	完全	לחלוטין	完全	ADV	ADV
עולה	費用	עולה	費用	N;MASC;SG	N
עולה	成本	עולה	成本	N;MASC;SG	N
מפלגת	黨	מפלגה	黨	N;FEM;SG	N
מפלגת	政黨	מפלגה	政黨	N;FEM;SG	N
מפלגת	宴會	מפלגה	宴會	N;FEM;SG	N
מפלגת	聚會	מפלגה	聚會	N;FEM;SG	N
מקרה	案例	מקרה	案例	N;MASC;SG	N
מקרה	個案	מקרה	個案	N;MASC;SG	N
מקרה	案件	מקרה	案件	N;MASC;SG	N
פנים	內政	פנים	內政	N;MASC;PL	N
פנים	內部	פנים	內部	N;MASC;PL	N
פנים	內地	פנים	內地	N;MASC;PL	N
פנים	臉	פנים	臉	N;MASC;PL	N
פנים	面孔	פנים	面孔	N;MASC;PL	N
פנים	臉	פנים	臉	N;MASC;PL	N
פנים	臉部	פנים	臉部	N;MASC;PL	N
כמות	數量	כמות	數量	N;FEM;SG	N
כמות	量	כמות	量	N;FEM;SG	N
תוכניות	方案	תוכנית	方案	N;FEM;PL	N
תוכניות	方案	תוכנית	方案	N;FEM;PL	N
תוכניות	程式	תוכנית	程式	N;FEM;PL	N
אלוף	冠軍	אלוף	冠軍	N;MASC;SG	N
אלוף	冠軍	אלוף	冠軍	N;MASC;SG	N
סדר	秩序	סדר	秩序	N;MASC;SG	N
סדר	順序	סדר	順序	N;MASC;SG	N
התרבות	文化	התרבות	文化	N;FEM;SG	N
התרבות	文明	התרבות	文明	N;FEM;SG	N
ניסיון	體驗	ניסיון	體驗	N;MASC;SG	N
ניסיון	經驗	ניסיון	經驗	N;MASC;SG	N
חומר	物料	חומר	物料	N;MASC;SG	N
חומר	材質	חומר	材質	N;MASC;SG	N
חומר	材料	חומר	材料	N;MASC;SG	N
חומר	物料	חומר	物料	N;MASC;SG	N
חומר	材料	חומר	材料	N;MASC;SG	N
חומר	實質	חומר	實質	N;MASC;SG	N
חומר	物質	חומר	物質	N;MASC;SG	N
גרסה	版	גרסה	版	N;FEM;SG	N
גרסה	版本	גרסה	版本	N;FEM;SG	N
כפר	村	כפר	村	N;MASC;SG	N
כפר	鄉村	כפר	鄉村	N;MASC;SG	N
כפר	村	כפר	村	N;MASC;SG	N
כפר	村落	כפר	村落	N;MASC;SG	N
כפר	村子	כפר	村子	N;MASC;SG	N
עניין	興趣	עניין	興趣	N;MASC;SG	N
עניין	利息	עניין	利息	N;MASC;SG	N
דם	血液	דם	血液	N;MASC;SG	N
דם	血	דם	血	N;MASC;SG	N
דם	血跡	דם	血跡	N;MASC;SG	N
דם	鮮血	דם	鮮血	N;MASC;SG	N
נשק	武器	נשק	武器	N;MASC;SG	N
נשק	兵器	נשק	兵器	N;MASC;SG	N
נשק	武器	נשק	武器	N;MASC;SG	N
נשק	兵器	נשק	兵器	N;MASC;SG	N
נשק	軍	נשק	軍	N;MASC;SG	N
נשק	火器	נשק	火器	N;MASC;SG	N
מבנים	建築	מבנה	建築	N;MASC;PL	N
מבנים	結構	מבנה	結構	N;MASC;PL	N
אמנות	美術	אמנות	美術	N;FEM;SG	N
אמנות	藝術	אמנות	藝術	N;FEM;SG	N
אמנות	藝術	אמנות	藝術	N;FEM;SG	N
דיון	辯論	דיון	辯論	N;MASC;SG	N
אש	消防	אש	消防	N;FEM;SG	N
אש	火	אש	火	N;FEM;SG	N
אש	火災	אש	火災	N;FEM;SG	N
אש	灰	אש	灰	N;FEM;SG	N
אש	火山	אש	火山	N;FEM;SG	N
אש	灰燼	אש	灰燼	N;FEM;SG	N
השירים	歌曲	השיר	歌曲	N;MASC;PL	N
השירים	歌	השיר	歌	N;MASC;PL	N
משמעות	含義	משמעות	含義	N;FEM;SG	N
תושבים	居民	תושב	居民	N;MASC;PL	N
שמונה	八	שמונה	八	NUM;FEM;SG	NUM
שמונה	八	שמונה	八	NUM;FEM;SG	NUM
הקריירה	職業	הקריירה	職業	N	N
מאמרים	文章	מאמר	文章	N;MASC;PL	N
פעולות	行動	פעולה	行動	N;FEM;PL	N
דמות	字元	דמות	字元	N;FEM;SG	N
דמות	人物	דמות	人物	N;FEM;SG	N
דמות	角色	דמות	角色	N;FEM;SG	N
דמות	性格	דמות	性格	N;FEM;SG	N
דמות	品格	דמות	品格	N;FEM;SG	N
דמות	圖	דמות	圖	N;FEM;SG	N
חלקים	部件	חלק	部件	N;MASC;PL	N
חמש	五	חמש	五	NUM;FEM;SG	NUM
חמש	五	חמש	五	NUM;FEM;SG	NUM
מילים	歌詞	מילה	歌詞	N;FEM;PL	N
מילים	詞語	מילה	詞語	N;FEM;PL	N
מילים	字	מילה	字	N;FEM;PL	N
מילים	詞	מילה	詞	N;FEM;PL	N
סדרה	系列	סדרה	系列	N;FEM;SG	N
סדרה	序列	סדרה	序列	N;FEM;SG	N
סדרה	數列	סדרה	數列	N;FEM;SG	N
סדרה	順序	סדרה	順序	N;FEM;SG	N
שפה	語言	שפה	語言	N;FEM;SG	N
שפה	語	שפה	語	N;FEM;SG	N
שפה	語文	שפה	語文	N;FEM;SG	N
אוויר	空中	אוויר	空中	N;MASC;SG	N
אוויר	航空	אוויר	航空	N;MASC;SG	N
אוויר	空氣	אוויר	空氣	N;MASC;SG	N
סיימה	完成	סיים	完成	V;FEM;SG;3;PST;ACT	V
השיחה	對話	השיח	對話	N;FEM;SG	N
לקרוא	讀	קרא	讀	V;NFIN;ACT	V
לקרוא	讀取	קרא	讀取	V;NFIN;ACT	V
זכות	特權	זכות	特權	N;FEM;SG	N
כבוד	尊重	כבוד	尊重	N;MASC;SG	N
כבוד	尊嚴	כבוד	尊嚴	N;MASC;SG	N
חמישה	五	חמישה	五	NUM;MASC;SG	NUM
חמישה	五	חמישה	五	NUM;MASC;SG	NUM
מיזם	項目	מיזם	項目	N;MASC;SG	N
טיפול	治療	טיפול	治療	N;MASC;SG	N
טיפול	療	טיפול	療	N;MASC;SG	N
טיפול	治療	טיפול	治療	N;MASC;SG	N
תנועה	動議	תנועה	動議	N;FEM;SG	N
תנועה	運動	תנועה	運動	N;FEM;SG	N
תנועה	交通	תנועה	交通	N;FEM;SG	N
תנועה	母音	תנועה	母音	N;FEM;SG	N
תנועה	運動	תנועה	運動	N;FEM;SG	N
ידע	知識	ידע	知識	N;MASC;SG	N
כוכב	星星	כוכב	星星	N;MASC;SG	N
כוכב	恆星	כוכב	恆星	N;MASC;SG	N
כוכב	星	כוכב	星	N;MASC;SG	N
כוכב	明星	כוכב	明星	N;MASC;SG	N
תחנת	站	תחנה	站	N;FEM;SG	N
תחנת	車站	תחנה	車站	N;FEM;SG	N
ביטוי	片語	ביטוי	片語	N;MASC;SG	N
ביטוי	表情	ביטוי	表情	N;MASC;SG	N
פרופסור	教授	פרופסור	教授	N;MASC;SG	N
דעת	意見	דעה	意見	N;FEM;SG	N
חודש	月	חודש	月	N;MASC;SG	N
חודש	個	חודש	個	N;MASC;SG	N
חודש	月份	חודש	月份	N;MASC;SG	N
יוצא	外向	יוצא	外向	N;MASC;SG	N
יוצרים	成型	יוצר	成型	N;MASC;PL	N
להביא	帶	הביא	帶	V;NFIN;ACT	V
נתונים	資料	נתון	資料	N;MASC;PL	N
מזון	糧食	מזון	糧食	N;MASC;SG	N
מזון	食品	מזון	食品	N;MASC;SG	N
מזון	食物	מזון	食物	N;MASC;SG	N
מזון	食物	מזון	食物	N;MASC;SG	N
מזון	食品	מזון	食品	N;MASC;SG	N
חבל	可惜	חבל	可惜	ADV	ADV
בניין	大樓	בניין	大樓	N;MASC;SG	N
בניין	建築	בניין	建築	N;MASC;SG	N
עומד	站立	עמד	站立	V;MASC;SG;V.PTCP;ACT	V
גורם	因子	גורם	因子	N;MASC;SG	N
גורם	因數	גורם	因數	N;MASC;SG	N
גורם	起因	גורם	起因	N;MASC;SG	N
מנסה	嘗試	ניסה	嘗試	V;MASC;SG;V.PTCP;ACT	V
מקומות	地方	מקום	地方	N;MASC;PL	N
מקומות	地點	מקום	地點	N;MASC;PL	N
מעולם	從來	מעולם	從來	ADV	ADV
הגנה	辯護	הגנה	辯護	N;FEM;SG	N
הגנה	國防	הגנה	國防	N;FEM;SG	N
הגנה	防禦	הגנה	防禦	N;FEM;SG	N
הגנה	防守	הגנה	防守	N;FEM;SG	N
הגנה	國防	הגנה	國防	N;FEM;SG	N
קל	輕鬆	קל	輕鬆	ADJ;MASC;SG	ADJ
קל	簡單	קל	簡單	ADJ;MASC;SG	ADJ
גובה	海拔	גובה	海拔	N;MASC;SG	N
גובה	高度	גובה	高度	N;MASC;SG	N
גובה	海拔	גובה	海拔	N;MASC;SG	N
גובה	身高	גובה	身高	N;MASC;SG	N
גובה	高度	גובה	高度	N;MASC;SG	N
תקשורת	通訊	תקשורת	通訊	N;FEM;SG	N
תקשורת	媒體	תקשורת	媒體	N;FEM;SG	N
תקשורת	媒介	תקשורת	媒介	N;FEM;SG	N
תקשורת	通訊	תקשורת	通訊	N;FEM;SG	N
משקל	重量	משקל	重量	N;MASC;SG	N
משקל	體重	משקל	體重	N;MASC;SG	N
משקל	份量	משקל	份量	N;MASC;SG	N
השפעה	特效	השפעה	特效	N;FEM;SG	N
השפעה	效果	השפעה	效果	N;FEM;SG	N
השפעה	效應	השפעה	效應	N;FEM;SG	N
יצירות	工程	יצירה	工程	N;FEM;PL	N
יצירות	作品	יצירה	作品	N;FEM;PL	N
חטיבת	旅	חטיבה	旅	N;PSSD;FEM;SG	N
טען	裝載	טען	裝載	V;MASC;SG;3;PST;ACT	V
טען	負荷	טען	負荷	V;MASC;SG;3;PST;ACT	V
טען	認領	טען	認領	V;MASC;SG;3;PST;ACT	V
טען	聲稱	טען	聲稱	V;MASC;SG;3;PST;ACT	V
נבנה	建	נבנה	建	V;MASC;SG;3;PST;MID	V
כוללת	包括	כלל	包括	V;FEM;SG;V.PTCP;ACT	V
כוכבים	行星	כוכב	行星	N;MASC;PL	N
כוכבים	星星	כוכב	星星	N;MASC;PL	N
כוכבים	明星	כוכב	明星	N;MASC;PL	N
כוכבים	星空	כוכב	星空	N;MASC;PL	N
כוכבים	星	כוכב	星	N;MASC;PL	N
כוכבים	恆星	כוכב	恆星	N;MASC;PL	N
תוצאות	成果	תוצאה	成果	N;FEM;PL	N
תוצאות	結果	תוצאה	結果	N;FEM;PL	N
תוצאות	結果	תוצאה	結果	N;FEM;PL	N
תחרות	競爭	תחרות	競爭	N;FEM;SG	N
תחרות	競賽	תחרות	競賽	N;FEM;SG	N
תחרות	比賽	תחרות	比賽	N;FEM;SG	N
תחרות	競賽	תחרות	競賽	N;FEM;SG	N
כותב	書寫	כתב	書寫	V;MASC;SG;V.PTCP;ACT	V
כותב	寫入	כתב	寫入	V;MASC;SG;V.PTCP;ACT	V
כותב	寫	כתב	寫	V;MASC;SG;V.PTCP;ACT	V
כותב	撰寫	כתב	撰寫	V;MASC;SG;V.PTCP;ACT	V
צפיפות	密度	צפיפות	密度	N;FEM;SG	N
נובל	高尚	נובל	高尚	N;MASC;SG	N
נובל	貴族	נובל	貴族	N;MASC;SG	N
נובל	崇高	נובל	崇高	N;MASC;SG	N
רשמית	正式	רשמית	正式	ADV	ADV
רשמית	正式	רשמית	正式	ADV	ADV
עסק	企業	עסק	企業	N;MASC;SG	N
עסק	業務	עסק	業務	N;MASC;SG	N
עסק	商業	עסק	商業	N;MASC;SG	N
עסק	商務	עסק	商務	N;MASC;SG	N
עונות	季	עונה	季	N;FEM;PL	N
עונות	季節	עונה	季節	N;FEM;PL	N
המשתמש	使用	המשתמש	使用	V;MASC;SG;3;PST;ACT	V
באר	酒吧	באר	酒吧	N;FEM;SG	N
חג	假期	חג	假期	N;MASC;SG	N
חג	假日	חג	假日	N;MASC;SG	N
חג	節日	חג	節日	N;MASC;SG	N
דת	宗教	דת	宗教	N;FEM;SG	N
דת	宗教	דת	宗教	N;FEM;SG	N
דת	宗教	דת	宗教	N;FEM;SG	N
מראה	外觀	מראה	外觀	N;MASC;SG	N
מראה	外表	מראה	外表	N;MASC;SG	N
מראה	外貌	מראה	外貌	N;MASC;SG	N
מראה	鏡	מראה	鏡	N;MASC;SG	N
מראה	鏡子	מראה	鏡子	N;MASC;SG	N
ניצחון	勝利	ניצחון	勝利	N;MASC;SG	N
ניצחון	勝利	ניצחון	勝利	N;MASC;SG	N
עריכה	編輯	עריכה	編輯	N;FEM;SG	N
עריכה	剪輯	עריכה	剪輯	N;FEM;SG	N
עריכה	編輯	עריכה	編輯	N;FEM;SG	N
עין	眼	עין	眼	N;FEM;SG	N
עין	眼睛	עין	眼睛	N;FEM;SG	N
תחום	網域	תחום	網域	N;MASC;SG	N
תחום	域	תחום	域	N;MASC;SG	N
נוער	青年	נוער	青年	N;MASC;SG	N
נוער	青春	נוער	青春	N;MASC;SG	N
נוער	青少	נוער	青少	N;MASC;SG	N
נוער	青少	נוער	青少	N;MASC;SG	N
נוער	少年	נוער	少年	N;MASC;SG	N
נוער	青少	נוער	青少	N;MASC;SG	N
סגן	中尉	סגן	中尉	N;MASC;SG	N
המקור	源	המקור	源		
רוח	精神	רוח	精神	N;FEM;SG	N
רוח	風	רוח	風	N;FEM;SG	N
לעולם	從來	לעולם	從來	ADV	ADV
הצבעה	選票	הצבעה	選票	N;FEM;SG	N
גישה	態度	גישה	態度	N;FEM;SG	N
מועדון	幫會	מועדון	幫會	N;MASC;SG	N
מועדון	俱樂部	מועדון	俱樂部	N;MASC;SG	N
חוזה	合同	חוזה	合同	N;MASC;SG	N
חוזה	合約	חוזה	合約	N;MASC;SG	N
פרויקט	項目	פרויקט	項目	N;MASC;SG	N
מינים	魚種	מין	魚種	N;MASC;PL	N
מינים	物種	מין	物種	N;MASC;PL	N
צבע	色	צבע	色	N;MASC;SG	N
צבע	彩色	צבע	彩色	N;MASC;SG	N
צבע	顏色	צבע	顏色	N;MASC;SG	N
צבע	色彩	צבע	色彩	N;MASC;SG	N
צבע	畫	צבע	畫	N;MASC;SG	N
צבע	油漆	צבע	油漆	N;MASC;SG	N
צבע	顏料	צבע	顏料	N;MASC;SG	N
צבע	彩色	צבע	彩色	N;MASC;SG	N
צבע	顏色	צבע	顏色	N;MASC;SG	N
צבע	色彩	צבע	色彩	N;MASC;SG	N
תוצאה	後果	תוצאה	後果	N;FEM;SG	N
תוצאה	結果	תוצאה	結果	N;FEM;SG	N
סיטי	城市	סיטי	城市	N;FEM;SG	N
סיטי	市	סיטי	市	N;FEM;SG	N
סיטי	城	סיטי	城	N;FEM;SG	N
עובדים	工人	עובד	工人	N;MASC;PL	N
עובדים	僱員	עובד	僱員	N;MASC;PL	N
עובדים	員工	עובד	員工	N;MASC;PL	N
גמר	決賽	גמר	決賽	N;MASC;SG	N
גמר	決賽	גמר	決賽	N;MASC;SG	N
רצח	凶	רצח	凶	N;MASC;SG	N
רצח	凶	רצח	凶	N;MASC;SG	N
מטוס	飛機	מטוס	飛機	N;MASC;SG	N
מטוס	平面	מטוס	平面	N;MASC;SG	N
