اتھاہ	deep	اتھاہ	deep		
اِرادی	zamierzone	اِرادی	zamierzyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اِرادی	celowe	اِرادی	celowy	ADJ	ADJ;NOM;NEUT;SG
اراضی	dziedzina	اراضی	dziedzina	N;NOM;FEM;SG;3	N;NOM;FEM;SG
اراضی	pole	اراضی	pole	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
اراضی	boisko	اراضی	boisko	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
اراضی	działka	اراضی	działko	N;NOM;FEM;SG;3	N;NOM;FEM;SG
اراضی	spisek	اراضی	spisek	N;NOM;FEM;SG;3	N;NOM;MASC;SG
اراضی	osiedle	اراضی	osiedle	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
اراضیات	ziemie	اراضیات	ziemia	N;NOM;MASC;PL;3	N;NOM;FEM;PL
اراکین	posłowie	رکن	poseł	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اراکین	członkowie	رکن	członek	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اِرتحال	wyjazd	اِرتحال	wyjazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اِرتحال	wylot	اِرتحال	wylot	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اِرتحال	odjazd	اِرتحال	odjazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اِرتحال	śmierć	اِرتحال	śmierć	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اردب	pin	اردب	pin		
اُردو	army	اُردو	arma		
ارز	honor	ارز	honor		
ارز	honor	ارز	honor		
ارزن	proso	ارزن	proso		
ارش	rekompensata	ارش	rekompensata		
ارض	ojczyzna	ارض	ojczyzna	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ارض	kraj	ارض	kraj	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ارض	państwo	ارض	państwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
ارض	kraina	ارض	kraina	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ارض	ląd	ارض	ląd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ارض	ziemia	ارض	ziemia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ارضی	czasowa	ارضی	czasowy	ADJ	ADJ;NOM;FEM;SG
ارضی	lądowe	ارضی	lądowy	ADJ	ADJ;NOM;NEUT;SG
ارضی	naziemne	ارضی	naziemny	ADJ	ADJ;NOM;NEUT;SG
ارضی	lądowych	ارضی	lądowy	ADJ	ADJ;GEN;MASC;PL
ارغوانی	fioletowy	ارغوانی	fioletowy	ADJ	ADJ;NOM;MASC;SG
ارغوانی	fioletowe	ارغوانی	fioletowy	ADJ	ADJ;NOM;NEUT;SG
ارغوانی	purpurowe	ارغوانی	purpurowy	ADJ	ADJ;NOM;NEUT;SG
ارغوانی	fioletowy	ارغوانی	fioletowy	ADJ	ADJ;NOM;MASC;SG
ارغوانی	purpurowy	ارغوانی	purpurowy	ADJ	ADJ;NOM;MASC;SG
ارغوانی	fioletowe	ارغوانی	fioletowy	ADJ	ADJ;NOM;NEUT;SG
ارغوانی	fioletowy	ارغوانی	fioletowy	ADJ	ADJ;NOM;MASC;SG
ارغوانی	fioletowe	ارغوانی	fioletowy	ADJ	ADJ;NOM;NEUT;SG
ارقام	cyfry	ارقام	cyfra		
ارقام	cyfry	ارقام	cyfra		
ارکان	podzespoły	رکن	podzespoły	N;NOM;MASC;PL;3	N;NOM;MASC;PL
ارکان	komponenty	رکن	komponent	N;NOM;MASC;PL;3	N;NOM;MASC;PL
ارکان	posłowie	رکن	poseł	N;NOM;MASC;PL;3	N;NOM;MASC;PL
ارکان	członkowie	رکن	członek	N;NOM;MASC;PL;3	N;NOM;MASC;PL
ارکان	składniki	رکن	składnik	N;NOM;MASC;PL;3	N;NOM;MASC;PL
ارکان	kolumny	رکن	kolumna	N;NOM;MASC;PL;3	N;NOM;FEM;PL
ارکان	głowice	رکن	głowica	N;NOM;MASC;PL;3	N;NOM;FEM;PL
ارنب	rabbit	ارنب	rabbit		
اڑا	sprawdził	اڑ	sprawdzić	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
اُڑا	przyleciał	اُڑا	przylecieć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
اُڑا	poleciał	اُڑا	polecieć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
اڑانا	załóż	اڑانا	założyć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IMP;SG;2;FIN;ACT
اُڑن	latanie	اُڑن	latan		
اُڑنا	zniknąć	اُڑنا	zniknąć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
اُڑنا	wybuchnąć	اُڑنا	wybuchnąć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
اُڑنا	zniknąć	اُڑنا	zniknąć	V;MASC;SG;NFIN;ACT	V;PFV;NFIN;ACT
اُڑنا	latać	اُڑنا	latać	V;MASC;SG;NFIN;ACT	V;IPFV;NFIN;ACT
اُڑنا	leć	اُڑنا	leć	V;MASC;SG;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
ازلی	wieczne	ازلی	wieczny	ADJ	ADJ;NOM;NEUT;SG
ازلی	wiecznego	ازلی	wieczny	ADJ	ADJ;ACC;MASC;SG
ازلی	wieczne	ازلی	wieczny	ADJ	ADJ;NOM;NEUT;SG
ازلی	wieczna	ازلی	wieczna	ADJ	ADJ;NOM;FEM;SG
ازلی	wieczny	ازلی	wieczny	ADJ	ADJ;NOM;MASC;SG
ازواج	mężowie	ازواج	męż	N;NOM;MASC;PL;3	N;NOM;MASC;PL
ازواج	małżonkowie	ازواج	małżonek	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اساس	podstawa	اساس	podstawa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اساس	fundacja	اساس	fundacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اساس	podkład	اساس	podkład	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اساس	baza	اساس	baza	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اساس	podstawa	اساس	podstawa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اساسی	fundamentalne	اساسی	fundamentalny	ADJ	ADJ;NOM;NEUT;SG
اساسی	podstawowych	اساسی	podstawowy	ADJ	ADJ;GEN;MASC;PL
اساسی	zasadnicza	اساسی	zasadniczy	ADJ	ADJ;NOM;FEM;SG
اساسی	podstawowy	اساسی	podstawowy	ADJ	ADJ;NOM;MASC;SG
اساسی	pierwotne	اساسی	pierwotny	ADJ	ADJ;NOM;NEUT;SG
اساسی	podstawowej	اساسی	podstawowy	ADJ	ADJ;GEN;FEM;SG
اساسی	podstawowe	اساسی	podstawowy	ADJ	ADJ;NOM;NEUT;SG
اساسی	fundamentalne	اساسی	fundamentalny	ADJ	ADJ;NOM;NEUT;SG
اساسی	podstawowych	اساسی	podstawowy	ADJ	ADJ;GEN;MASC;PL
اساسی	zasadnicza	اساسی	zasadniczy	ADJ	ADJ;NOM;FEM;SG
اساسی	podstawowy	اساسی	podstawowy	ADJ	ADJ;NOM;MASC;SG
اساسی	pierwotne	اساسی	pierwotny	ADJ	ADJ;NOM;NEUT;SG
اساسی	podstawowej	اساسی	podstawowy	ADJ	ADJ;GEN;FEM;SG
اساسی	podstawowe	اساسی	podstawowy	ADJ	ADJ;NOM;NEUT;SG
اساسی	podstawowe	اساسی	podstawowy	ADJ	ADJ;NOM;NEUT;SG
اساسی	podstawowego	اساسی	podstawowy	ADJ	ADJ;ACC;MASC;SG
اساسی	podstawowy	اساسی	podstawowy	ADJ	ADJ;NOM;MASC;SG
اساطیری	legendarny	اساطیری	legendarny	ADJ	ADJ;NOM;MASC;SG
اساطیری	mityczne	اساطیری	mityczny	ADJ	ADJ;NOM;NEUT;SG
اساطِین	stanowiska	اساطِین	stanowisko	N;NOM;MASC;PL;3	N;NOM;NEUT;PL
اساطِین	posty	اساطِین	post	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اساطِین	kolumny	اساطِین	kolumna	N;NOM;MASC;PL;3	N;NOM;FEM;PL
اسباب	towary	اسباب	towar	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسباب	motywy	اسباب	motyw	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسباب	powody	اسباب	powód	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسباب	wyroby	اسباب	wyrób	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسباب	artykuły	اسباب	artykuł	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسباب	meble	اسباب	mebel	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسباب	zasoby	اسباب	zasóba	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسباب	środki	اسباب	środek	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسباب	bagaże	اسباب	bagaż	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسباب	środki	اسباب	środek	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسباق	lekcje	اسباق	lekcja	N;NOM;MASC;PL;3	N;NOM;FEM;PL
اسپتال	szpital	اسپتال	szpital	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اُستاد	nauczyciel	اُستاد	nauczyciel	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اُستاد	nauczycielka	اُستاد	nauczycielka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اُستاد	instruktor	اُستاد	instruktor	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اُستادی	umiejętne	اُستادی	umiejętny	ADJ	ADJ;NOM;NEUT;SG
اِستجابت	akceptacja	اِستجابت	akceptacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستجابت	przyjęcia	اِستجابت	przyjęcie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِستجابت	zaproszenia	اِستجابت	zaprosić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِستحضار	szczerość	اِستحضار	szczerość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستحضار	wchłanianie	اِستحضار	wchłaniać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
اِستحقاقی	preferencyjne	اِستحقاقی	preferencyjny	ADJ;NOM	ADJ;NOM;NEUT;SG
اِستحقاقی	uprzywilejowany	اِستحقاقی	uprzywilejować	ADJ;NOM	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
اِستحکام	stabilizacja	اِستحکام	stabilizacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستحکام	stabilność	اِستحکام	stabilność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستحکام	siła	اِستحکام	siła	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستحکام	wytrzymałość	اِستحکام	wytrzymałość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستخارہ	wróżenie	اِستخارہ	wróżenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِستخراجی	dedukcyjne	اِستخراجی	dedukcyjny	ADJ;NOM	ADJ;NOM;NEUT;SG
اُستخوانی	silna	اُستخوانی	silny	ADJ;NOM	ADJ;NOM;FEM;SG
اُستخوانی	silny	اُستخوانی	silny	ADJ;NOM	ADJ;NOM;MASC;SG
اُستخوانی	mocne	اُستخوانی	mocny	ADJ;NOM	ADJ;NOM;NEUT;SG
اُستخوانی	silne	اُستخوانی	silny	ADJ;NOM	ADJ;NOM;NEUT;SG
اِستدارت	obieg	اِستدارت	obieg	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اِستدارت	nakład	اِستدارت	nakład	N;NOM;MASC;SG;3	N;NOM;MASC;SG
استرکاری	powłoka	استرکاری	powłoka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستشارہ	konsultacja	اِستشارہ	konsultacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستصلاح	poprawka	اِستصلاح	poprawka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستصلاح	korekta	اِستصلاح	korekta	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستعارتاً	metaforycznie	اِستعارتاً	metaforycznie	ADV	ADV
اِستعارتاً	metaforycznie	اِستعارتاً	metaforycznie	ADV	ADV
اِستعارہ	metafora	اِستعارہ	metafor	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستعماریت	kolonializm	اِستعماریت	kolonializm	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اِستعمال	wykorzystanie	اِستعمال	wykorzystać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اِستعمال	funkcjonowanie	اِستعمال	funkcjonowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِستعمال	operacja	اِستعمال	operacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستعمال	działanie	اِستعمال	działać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
اِستعمال	podanie	اِستعمال	podanie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اِستعمال	zastosowanie	اِستعمال	zastosowanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِستعمال	aplikacja	اِستعمال	aplikacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستعمال	wykorzystanie	اِستعمال	wykorzystać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اِستعمال	korzystanie	اِستعمال	korzystać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
اِستعمال	użycie	اِستعمال	użyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اِستعمال	użytkowanie	اِستعمال	użytkować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
اِستعمال	zatrudnienie	اِستعمال	zatrudnienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِستعمال	wykorzystanie	اِستعمال	wykorzystać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اِستعمالی	stosowane	اِستعمالی	stosować	ADJ;NOM	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اِستعمالی	wykorzystane	اِستعمالی	wykorzystać	ADJ;NOM	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اِستعمالی	użyte	اِستعمالی	użyć	ADJ;NOM	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اِستعمالی	używana	اِستعمالی	używać	ADJ;NOM	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
اِستعمالی	używany	اِستعمالی	używać	ADJ;NOM	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
اِستعمالی	używane	اِستعمالی	używać	ADJ;NOM	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اِستقداس	świętość	اِستقداس	świętość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستقرار	potwierdzenie	اِستقرار	potwierdzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِستقرار	uznanie	اِستقرار	uznanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِستقرار	rozpoznanie	اِستقرار	rozpoznać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اِستقرار	rozpoznawanie	اِستقرار	rozpoznawać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
اِستقرار	uznawanie	اِستقرار	uznawać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
اِستکشاف	ekspozycja	اِستکشاف	ekspozycja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِستنفار	niechęć	اِستنفار	niechęć	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اُستُواری	siła	اُستُواری	siła	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اُستُواری	wytrzymałość	اُستُواری	wytrzymałość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اُستُواری	stałość	اُستُواری	stałość	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اُستُواری	określenie	اُستُواری	określenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اُستُواری	oznaczenie	اُستُواری	oznaczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اُستُواری	ustalenie	اُستُواری	ustalenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اُستُواری	oznaczanie	اُستُواری	oznaczać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
اُستُواری	określanie	اُستُواری	określać	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اُستُواری	stabilizacja	اُستُواری	stabilizacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اُستُواری	stabilność	اُستُواری	stabilność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اُستُوانی	cylindryczne	اُستُوانی	cylindryczny	ADJ;NOM	ADJ;NOM;NEUT;SG
اِسرار	duch	اِسرار	duch	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اِسرائیلی	żydowskie	اِسرائیلی	żydowski	ADJ;NOM	ADJ;NOM;NEUT;SG
اِسرائیلی	żydowska	اِسرائیلی	żydowski	ADJ;NOM	ADJ;NOM;FEM;SG
اِسرائیلی	żydowski	اِسرائیلی	żydowski	ADJ;NOM	ADJ;NOM;MASC;SG
اسفار	pisma	اسفار	pismo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اُسقُف	biskup	اُسقُف	biskup	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اُسقُف	goniec	اُسقُف	goniec	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اِسلامی	islamskiej	اِسلامی	islamski	ADJ	ADJ;GEN;FEM;SG
اِسلامی	muzułmańskich	اِسلامی	muzułmański	ADJ	ADJ;GEN;MASC;PL
اسلحہ	zbroja	اسلحہ	zbrój	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اسلحہ	pancerz	اسلحہ	pancerz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اسلحہ	uzbrojenie	اسلحہ	uzbrojenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اسما	nazwy	اسما	nazwa		
اسناد	certyfikaty	سند	certyfikat	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسناد	dyplomy	سند	dyplóm	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسناد	powody	سند	powód	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اسّی	osiemdziesiąt	اسّی	osiemdziesiąt		
اسّی	eighty	اسّی	eighta		
اِشارات	symbole	اِشار	symbol	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اِشارات	przypisy	اِشار	przypis	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اِشارات	znaki	اِشار	znak	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اِشارات	oznaki	اِشار	oznak	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اِشارہ	porządek	اِشارہ	porządek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اِشارہ	zamówienie	اِشارہ	zamówienie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِشارہ	kolejność	اِشارہ	kolejność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِشارہ	znak	اِشارہ	znak	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اِشارہ	propozycja	اِشارہ	propozycja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِشارہ	sugestia	اِشارہ	sugestia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِشارہ	wskazanie	اِشارہ	wskazać	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِشارہ	oznaczenie	اِشارہ	oznaczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِشارہ	wskazania	اِشارہ	wskazanie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِشارہ	dowództwo	اِشارہ	dowództwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِشارہ	polecenie	اِشارہ	polecenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِشارہ	polecenia	اِشارہ	polecenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِشارہ	gest	اِشارہ	gest	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اِشارہ	symbol	اِشارہ	symbol	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اِشباعی	wydłużone	اِشباعی	wydłużyć	ADJ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اِشتراکی	socjalistyczna	اِشتراکی	socjalistyczny	ADJ	ADJ;NOM;FEM;SG
اِشتراکی	socjalistycznej	اِشتراکی	socjalistyczny	ADJ	ADJ;GEN;FEM;SG
اِشتراکیت	socjalizm	اِشتراکیت	socjalizm	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اِشتعالی	prowokacyjne	اِشتعالی	prowokacyjny	ADJ	ADJ;NOM;NEUT;SG
اِشتمالی	komunistycznej	اِشتمالی	komunistyczny	ADJ	ADJ;GEN;FEM;SG
اِشتمالی	komunistyczna	اِشتمالی	komunistyczny	ADJ	ADJ;NOM;FEM;SG
اِشتمالیت	komunizm	اِشتمالیت	komunizm	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اشد	nadmierny	اشد	nadmierny	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اشراف	arystokrata	اشراف	arystokrata	N;NOM;MASC;SG;3	N;NOM;MASC;SG
اشراف	szlachta	اشراف	szlachta	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اشرافی	arystokratycznych	اشرافی	arystokratyczny	ADJ	ADJ;GEN;MASC;PL
اشعار	włosy	اشعار	włos	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اُشن	hot	وشن	hot		
اشو	horse	اشو	horse		
اشہب	szary	اشہب	szary		
اشہب	grey	اشہب	grać		
اشہب	horse	اشہب	horse		
اشیا	towary	شےء	towar	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اشیا	wyroby	شےء	wyrób	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اشیا	artykuły	شےء	artykuł	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اشیا	efekty	شےء	efekt	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اشیا	skutki	شےء	skutek	N;NOM;MASC;PL;3	N;NOM;MASC;PL
اصالتاً	zdecydowanie	اصالتاً	zdecydowanie	ADV	ADV
اِصطفاف	klasyfikacja	اِصطفاف	klasyfikacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِصطلاح	wyrażenie	اِصطلاح	wyrażenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اصل	prawdziwe	اصل	prawdziwy	ADJ	ADJ;NOM;NEUT;SG
اصل	czysty	اصل	czysty	ADJ	ADJ;NOM;MASC;SG
اصل	czyste	اصل	czysty	ADJ	ADJ;NOM;NEUT;SG
اصل	prawdziwy	اصل	prawdziwy	ADJ	ADJ;NOM;MASC;SG
اصل	prawdziwe	اصل	prawdziwy	ADJ	ADJ;NOM;NEUT;SG
اصل	standardowy	اصل	standardowy	ADJ	ADJ;NOM;MASC;SG
اصل	standardowa	اصل	standardowy	ADJ	ADJ;NOM;FEM;SG
اصل	standardowe	اصل	standardowy	ADJ	ADJ;NOM;NEUT;SG
اصل	rzeczywista	اصل	rzeczywista	ADJ	ADJ;NOM;FEM;SG
اصل	rzeczywisty	اصل	rzeczywisty	ADJ	ADJ;NOM;MASC;SG
اصل	faktyczny	اصل	faktyczny	ADJ	ADJ;NOM;MASC;SG
اصل	rzeczywiste	اصل	rzeczywisty	ADJ	ADJ;NOM;NEUT;SG
اصل	faktyczne	اصل	faktyczny	ADJ	ADJ;NOM;NEUT;SG
اصل	uzasadnione	اصل	uzasadniony	ADJ	ADJ;NOM;NEUT;SG
اصل	legalne	اصل	legalny	ADJ	ADJ;NOM;NEUT;SG
اصل	oryginalna	اصل	oryginalny	ADJ	ADJ;NOM;FEM;SG
اصل	pierwotnym	اصل	pierwotny	ADJ	ADJ;INS;MASC;SG
اصل	oryginalny	اصل	oryginalny	ADJ	ADJ;NOM;MASC;SG
اصل	oryginalne	اصل	oryginalny	ADJ	ADJ;NOM;NEUT;SG
اصل	rodzinne	اصل	rodzinny	ADJ	ADJ;NOM;NEUT;SG
اصل	prawdziwe	اصل	prawdziwy	ADJ	ADJ;NOM;NEUT;SG
اصل	czysty	اصل	czysty	ADJ	ADJ;NOM;MASC;SG
اصل	czyste	اصل	czysty	ADJ	ADJ;NOM;NEUT;SG
اصل	prawdziwy	اصل	prawdziwy	ADJ	ADJ;NOM;MASC;SG
اصل	prawdziwe	اصل	prawdziwy	ADJ	ADJ;NOM;NEUT;SG
اصل	standardowy	اصل	standardowy	ADJ	ADJ;NOM;MASC;SG
اصل	standardowa	اصل	standardowy	ADJ	ADJ;NOM;FEM;SG
اصل	standardowe	اصل	standardowy	ADJ	ADJ;NOM;NEUT;SG
اصل	rzeczywista	اصل	rzeczywista	ADJ	ADJ;NOM;FEM;SG
اصل	rzeczywisty	اصل	rzeczywisty	ADJ	ADJ;NOM;MASC;SG
اصل	faktyczny	اصل	faktyczny	ADJ	ADJ;NOM;MASC;SG
اصل	rzeczywiste	اصل	rzeczywisty	ADJ	ADJ;NOM;NEUT;SG
اصل	faktyczne	اصل	faktyczny	ADJ	ADJ;NOM;NEUT;SG
اصل	uzasadnione	اصل	uzasadniony	ADJ	ADJ;NOM;NEUT;SG
اصل	legalne	اصل	legalny	ADJ	ADJ;NOM;NEUT;SG
اصل	oryginalna	اصل	oryginalny	ADJ	ADJ;NOM;FEM;SG
اصل	pierwotnym	اصل	pierwotny	ADJ	ADJ;INS;MASC;SG
اصل	oryginalny	اصل	oryginalny	ADJ	ADJ;NOM;MASC;SG
اصل	oryginalne	اصل	oryginalny	ADJ	ADJ;NOM;NEUT;SG
اصل	rodzinne	اصل	rodzinny	ADJ	ADJ;NOM;NEUT;SG
اصلا	ever	اصلا	ever		
اِصلاح	udoskonalenie	اِصلاح	udoskonalenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اِصلاح	ulepszenie	اِصلاح	ulepszyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اِصلاح	doskonalenie	اِصلاح	doskonalenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
اِصلاح	poprawka	اِصلاح	poprawka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِصلاح	korekta	اِصلاح	korekta	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِصلاح	sprostowanie	اِصلاح	sprostować	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اِصلاح	weryfikacja	اِصلاح	weryfikacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِصلاح	rewizja	اِصلاح	rewizja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِصلاح	poprawka	اِصلاح	poprawka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
اِصلاح	odzyskanie	اِصلاح	odzyskać	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
اِصلاح	odzysk	اِصلاح	odzysk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
