organisms	الكائن	organisms	كَائِن	N;NOM;MASC;SG	N;NOM;DEF;SG
plātne	صحن	plātne	صَحن	N;NOM;FEM;SG	N;NOM;INDF;SG
plātne	طبق	plātne	طَبَّق	N;NOM;FEM;SG	N;NOM;INDF;SG
kārtis	البطاقات	kārts	بِطَاقَة	N;NOM;FEM;PL	N;NOM;DEF;PL
kārtis	بطاقات	kārts	بِطَاقَة	N;NOM;FEM;PL	N;NOM;INDF;PL
kārtis	كروت	kārts	كروت	N;NOM;FEM;PL	N;NOM;INDF;PL
padarītu	جعل	padarīt	جَعَل	V;COND;POS;FIN;ACT	V;PFV;MASC;SG;3;ACT
padarītu	صنع	padarīt	صَنَع	V;COND;POS;FIN;ACT	V;PFV;MASC;SG;3;ACT
padarītu	اجعل	padarīt	أَجعَل	V;COND;POS;FIN;ACT	V;PFV;MASC;SG;3;ACT
padarītu	اصنع	padarīt	أَصنَع	V;COND;POS;FIN;ACT	V;PFV;MASC;SG;3;ACT
spogulis	مراة	spogulis	مَرَاة	N;NOM;MASC;SG	N;NOM;INDF;SG
spogulis	المراه	spogulis	مَرَاه	N;NOM;MASC;SG	N;NOM;DEF;SG
spogulis	المراة	spogulis	مَرَاة	N;NOM;MASC;SG	N;NOM;DEF;SG
seminārs	الورشة	seminārs	وَرشَة	N;NOM;MASC;SG	N;NOM;DEF;SG
seminārs	ندوة	seminārs	نَدوَة	N;NOM;MASC;SG	N;NOM;INDF;SG
seminārs	الندوة	seminārs	نَدوَة	N;NOM;MASC;SG	N;NOM;DEF;SG
plate	صفيحة	plate	صَفِيح	N;NOM;FEM;SG	N;NOM;INDF;SG
plate	الصحن	plate	صَحن	N;NOM;FEM;SG	N;NOM;DEF;SG
plate	صحن	plate	صَحن	N;NOM;FEM;SG	N;NOM;INDF;SG
plate	طبق	plate	طَبَّق	N;NOM;FEM;SG	N;NOM;INDF;SG
advokāta	المحامية	advokāta	مُحَامِيَة	N;NOM;MASC;SG	N;NOM;DEF;SG
advokāta	محام	advokāta	مُحَامِي	N;NOM;MASC;SG	N;NOM;INDF;SG
advokāta	المحامي	advokāta	مُحَامِي	N;NOM;MASC;SG	N;NOM;DEF;SG
advokāta	محامية	advokāta	مُحَامِي	N;NOM;MASC;SG	N;NOM;INDF;SG
kastes	الصناديق	kaste	صُندُوق	N;NOM;FEM;PL	N;NOM;DEF;PL
kastes	صناديق	kaste	صُندُوق	N;NOM;FEM;PL	N;NOM;INDF;PL
dzērve	الرافعة	dzērve	رَافِع	N;NOM;FEM;SG	N;NOM;DEF;SG
dzērve	رافعة	dzērve	رَافِع	N;NOM;FEM;SG	N;NOM;INDF;SG
atkārtojas	يكرر	atkārtoties	كَرَّر	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
maize	الخبز	maize	خُبز	N;NOM;FEM;SG	N;NOM;DEF;SG
maize	خبز	maize	خَبز	N;NOM;FEM;SG	N;NOM;INDF;SG
apņem	يحيط	apņemt	أَحَاط	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
tendences	التوجهات	tendence	تَوَجُّه	N;NOM;FEM;PL	N;NOM;DEF;PL
tendences	الاتجاهات	tendence	اِتِّجَاه	N;NOM;FEM;PL	N;NOM;DEF;PL
tendences	اتجاهات	tendence	اِتِّجَاه	N;NOM;FEM;PL	N;NOM;INDF;PL
atļauja	تصريح	atļauja	تَصرِيح	N;NOM;FEM;SG	N;NOM;INDF;SG
atļauja	الاذن	atļauja	اَلذَذِن	N;NOM;FEM;SG	N;NOM;DEF;SG
atļauja	تصريح	atļauja	تَصرِيح	N;NOM;FEM;SG	N;NOM;INDF;SG
atļauja	تفويض	atļauja	تَفوِيض	N;NOM;FEM;SG	N;NOM;INDF;SG
atļauja	الترخيص	atļauja	تَرخِيص	N;NOM;FEM;SG	N;NOM;DEF;SG
apkopojums	التجميع	apkopojums	تَجمِيع	N;NOM;MASC;SG	N;NOM;DEF;SG
apkopojums	تجميع	apkopojums	تَجمِيع	N;NOM;MASC;SG	N;NOM;INDF;SG
apkopojums	التجميع	apkopojums	تَجمِيع	N;NOM;MASC;SG	N;NOM;DEF;SG
apkopojums	تجميع	apkopojums	تَجمِيع	N;NOM;MASC;SG	N;NOM;INDF;SG
pārcelšanās	ازالة	pārcelšanās	إِزَالَة	N;NOM;FEM;SG	N;NOM;INDF;SG
precīza	دقيق	precīza	دَقِيق	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
klienti	زبائن	klients	زبائن	N;NOM;MASC;PL	N;NOM;INDF;PL
klienti	عملاء	klients	عَمِيل	N;NOM;MASC;PL	N;NOM;INDF;PL
klienti	الزبائن	klients	زِبَائ	N;NOM;MASC;PL	N;NOM;DEF;PL
klienti	العملاء	klients	عَمِيل	N;NOM;MASC;PL	N;NOM;DEF;PL
klienti	زبائن	klients	زبائن	N;NOM;MASC;PL	N;NOM;INDF;PL
klienti	عملاء	klients	عَمِيل	N;NOM;MASC;PL	N;NOM;INDF;PL
klienti	العملاء	klients	عَمِيل	N;NOM;MASC;PL	N;NOM;DEF;PL
tvertnes	حاويات	tvertne	حَاوِيَة	N;NOM;FEM;PL	N;NOM;INDF;PL
tvertnes	دبابات	tvertne	دَبَّابَة	N;NOM;FEM;PL	N;NOM;INDF;PL
tvertnes	الدبابات	tvertne	دَبَّابَة	N;NOM;FEM;PL	N;NOM;DEF;PL
tvertnes	الخزانات	tvertne	خِزَانَة	N;NOM;FEM;PL	N;NOM;DEF;PL
patika	احببت	patikt	أَحبَب	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
iespējamā	ممكن	iespējama	مُمكِن	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
vēstniecība	سفارة	vēstniecība	سِفَارَة	N;NOM;FEM;SG	N;NOM;INDF;SG
vēstniecība	السفارة	vēstniecība	سِفَارَة	N;NOM;FEM;SG	N;NOM;DEF;SG
komplekts	ضبط	komplekts	ضَبط	N;NOM;MASC;SG	N;NOM;INDF;SG
komplekts	تعيين	komplekts	تَعيِين	N;NOM;MASC;SG	N;NOM;INDF;SG
komplekts	طقم	komplekts	طَقم	N;NOM;MASC;SG	N;NOM;INDF;SG
paņēma	اخذت	paņemt	أَخَذ	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
centieni	الطموحات	centieni	طُمُوح	N;NOM;MASC;PL	N;NOM;DEF;PL
centieni	تطلعات	centieni	تَطَلُّع	N;NOM;MASC;PL	N;NOM;INDF;PL
centieni	التطلعات	centieni	تَطَلُّع	N;NOM;MASC;PL	N;NOM;DEF;PL
centieni	الجهود	centieni	جَهد	N;NOM;MASC;PL	N;NOM;DEF;PL
šaubas	شكوك	šaubas	شَكّ	N;NOM;FEM;PL	N;NOM;INDF;PL
šaubas	الشكوك	šaubas	شَكّ	N;NOM;FEM;PL	N;NOM;DEF;PL
tiecas	تطمح	tieka	طَمَح	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
eksperti	خبراء	eksperts	خَبِير	N;NOM;MASC;PL	N;NOM;INDF;PL
eksperti	الخبراء	eksperts	خَبِير	N;NOM;MASC;PL	N;NOM;DEF;PL
aviācija	طيران	aviācija	طَيَرَان	N;NOM;FEM;SG	N;NOM;INDF;SG
aviācija	الطيران	aviācija	طَيَرَان	N;NOM;FEM;SG	N;NOM;DEF;SG
sāļums	الملوحة	sāļums	مَلُوحَة	N;NOM;MASC;SG	N;NOM;DEF;SG
summas	المبالغ	summa	مَبلَغ	N;NOM;FEM;PL	N;NOM;DEF;PL
summas	المبالغ	summa	مَبلَغ	N;NOM;FEM;PL	N;NOM;DEF;PL
izpratne	التفاهم	izpratne	تَفَاهُم	N;NOM;FEM;SG	N;NOM;DEF;SG
izpratne	التفهم	izpratne	تَفَهُّم	N;NOM;FEM;SG	N;NOM;DEF;SG
izpratne	الفهم	izpratne	فَهم	N;NOM;FEM;SG	N;NOM;DEF;SG
izpratne	تفاهم	izpratne	تَفَاهُم	N;NOM;FEM;SG	N;NOM;INDF;SG
izpratne	الفهم	izpratne	فَهم	N;NOM;FEM;SG	N;NOM;DEF;SG
izpratne	التوعية	izpratne	تَوعِيَة	N;NOM;FEM;SG	N;NOM;DEF;SG
izpratne	وعي	izpratne	وَعي	N;NOM;FEM;SG	N;NOM;INDF;SG
izpratne	الوعي	izpratne	وَعي	N;NOM;FEM;SG	N;NOM;DEF;SG
saskarne	واجهة	saskarne	وَاجِهَة	N;NOM;FEM;SG	N;NOM;INDF;SG
saskarne	الواجهة	saskarne	وَاجِهَة	N;NOM;FEM;SG	N;NOM;DEF;SG
fermas	مزارع	ferma	مَزرَعَة	N;NOM;FEM;PL	N;NOM;INDF;PL
privāta	الخاص	privāts	خَاصّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
privāta	الخاصة	privāts	خَاصّ	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
privāta	خاص	privāts	خَاصّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
skaista	جميلة	skaista	جَمِيل	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
vēstniecības	السفارات	vēstniecība	سِفَارَة	N;NOM;FEM;PL	N;NOM;DEF;PL
nosūtīta	ارسلت	nosūtīt	أَرسَل	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;FEM;SG;3;PASS
nosūtīta	ارسل	nosūtīt	أَرسَل	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
ierosina	يقترح	ierosināt	اِقتَرَح	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
ierosina	يوحي	ierosināt	أَوحَى	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
ierosina	يقترح	ierosināt	اِقتَرَح	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
harta	ميثاق	harta	مِيثَاق	N;NOM;FEM;SG	N;NOM;INDF;SG
harta	الميثاق	harta	مِيثَاق	N;NOM;FEM;SG	N;NOM;DEF;SG
prezidijs	المكتب	prezidijs	مَكتَب	N;NOM;MASC;SG	N;NOM;DEF;SG
paātrinājums	التعجيل	paātrinājums	تَعجِيل	N;NOM;MASC;SG	N;NOM;DEF;SG
paātrinājums	تسريع	paātrinājums	تَسرِيع	N;NOM;MASC;SG	N;NOM;INDF;SG
noņemt	احذف	noņemt	أَحذَف	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
plaukstas	النخيل	plauksta	نَخل	N;NOM;FEM;PL	N;NOM;DEF;PL
plaukstas	النخيل	plauksta	نَخل	N;NOM;FEM;PL	N;NOM;DEF;PL
drudzis	الحمى	drudzis	حَمَى	N;NOM;MASC;SG	N;NOM;DEF;SG
drudzis	حمى	drudzis	حُمَّى	N;NOM;MASC;SG	N;NOM;INDF;SG
pozitīvs	ايجابي	pozitīvs	إِيجَابِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
pozitīvs	الايجابي	pozitīvs	إِيجَابِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
pozitīvs	ايجابية	pozitīvs	إِيجَابِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
pozitīvs	الايجابية	pozitīvs	إِيجَابِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
direktori	المديرون	direktors	مُدِير	N;NOM;MASC;PL	N;NOM;DEF;PL
gvineja	لغينيا	gvineja	لغينيا	N;NOM;FEM;SG	N;NOM;DEF;SG
mīl	يحب	mīlēt	حَبّ	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
produkcija	الانتاج	produkcija	إِنتَاج	N;NOM;FEM;SG	N;NOM;DEF;SG
produkcija	انتاج	produkcija	إِنتَاج	N;NOM;FEM;SG	N;NOM;INDF;SG
produkcija	ناتج	produkcija	نَاتِج	N;NOM;FEM;SG	N;NOM;INDF;SG
produkcija	الناتج	produkcija	نَاتِج	N;NOM;FEM;SG	N;NOM;DEF;SG
produkcija	الاخراج	produkcija	خَرَج	N;NOM;FEM;SG	N;NOM;DEF;SG
stafete	التتابع	stafete	تَتَابُع	N;NOM;FEM;SG	N;NOM;DEF;SG
koncepcijas	المفاهيم	koncepcija	مَفهُوم	N;NOM;FEM;PL	N;NOM;DEF;PL
koncepcijas	مفاهيم	koncepcija	مَفهُوم	N;NOM;FEM;PL	N;NOM;INDF;PL
spāņi	الاسبان	spānis	إِسبَان	N;NOM;MASC;PL	N;NOM;DEF;PL
sūta	يرسل	sūtīt	أَرسَل	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
atkarība	التبعية	atkarība	تَبعِيَة	N;NOM;FEM;SG	N;NOM;DEF;SG
atkarība	الاعتماد	atkarība	اِعتِمَاد	N;NOM;FEM;SG	N;NOM;DEF;SG
atkarība	تبعية	atkarība	تَبعِيَة	N;NOM;FEM;SG	N;NOM;INDF;SG
atkarība	الادمان	atkarība	إِدمَان	N;NOM;FEM;SG	N;NOM;DEF;SG
atkarība	ادمان	atkarība	إِدمَان	N;NOM;FEM;SG	N;NOM;INDF;SG
atkarība	التبعية	atkarība	تَبعِيَة	N;NOM;FEM;SG	N;NOM;DEF;SG
atkarība	الاعتماد	atkarība	اِعتِمَاد	N;NOM;FEM;SG	N;NOM;DEF;SG
govis	الابقار	govs	إِبقَار	N;NOM;FEM;PL	N;NOM;DEF;PL
gluda	ناعمة	gluda	نَاعِمَة	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
sveces	شموع	svece	شَمع	N;NOM;FEM;PL	N;NOM;INDF;PL
sveces	الشموع	svece	شُمُوع	N;NOM;FEM;PL	N;NOM;DEF;PL
sveces	سدادات	svece	سَدَادَة	N;NOM;FEM;PL	N;NOM;INDF;PL
kolēģi	الزملاء	kolēģe	زَمِيل	N;NOM;MASC;PL	N;NOM;DEF;PL
kolēģi	زملاء	kolēģe	زَمِيل	N;NOM;MASC;PL	N;NOM;INDF;PL
komūnas	بلديات	komūna	بَلَدِيَّة	N;NOM;FEM;PL	N;NOM;INDF;PL
logs	نافذة	logs	نَافِذ	N;NOM;MASC;SG	N;NOM;INDF;SG
logs	النافذة	logs	نَافِذ	N;NOM;MASC;SG	N;NOM;DEF;SG
kombinācija	مزيج	kombinācija	مَزِيج	N;NOM;FEM;SG	N;NOM;INDF;SG
kombinācija	تركيبة	kombinācija	تَركِيبَة	N;NOM;FEM;SG	N;NOM;INDF;SG
āboliņš	البرسيم	āboliņš	البرسيم	N;NOM;MASC;SG	N;NOM;DEF;SG
ierakstīšanas	تسجيل	ierakstīšana	تَسجِيل	N;NOM;FEM;SG	N;NOM;INDF;SG
ierakstīšanas	التسجيل	ierakstīšana	تَسجِيل	N;NOM;FEM;SG	N;NOM;DEF;SG
būtisks	اساسي	būtisks	أَسَاسِيّ	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
maroka	المغرب	maroks	مَغرِب	N;NOM;FEM;SG	N;NOM;DEF;SG
maroka	المغربي	maroks	مَغرِبِيّ	N;NOM;FEM;SG	N;NOM;DEF;SG
leader	زعيم	leader	زَعِيم	N;NOM;FEM;SG	N;NOM;INDF;SG
leader	قائد	leader	قَائِد	N;NOM;FEM;SG	N;NOM;INDF;SG
vīruss	الفيروس	vīruss	فَيرُوس	N;NOM;MASC;SG	N;NOM;DEF;SG
lēdija	السيدة	lēdija	سَيِّدَة	N;NOM;FEM;SG	N;NOM;DEF;SG
lēdija	سيدة	lēdija	سَيِّدَة	N;NOM;FEM;SG	N;NOM;INDF;SG
rediģēt	حرر	rediģēt	حَرَّر	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
sargi	حراس	sargs	حراس	N;NOM;MASC;PL	N;NOM;INDF;PL
sargi	الحراس	sargs	حَارِس	N;NOM;MASC;PL	N;NOM;DEF;PL
kaijas	النوارس	kaija	نَارِس	N;NOM;FEM;PL	N;NOM;DEF;PL
avārija	حادث	avārija	حَادِث	N;NOM;FEM;SG	N;NOM;INDF;SG
avārija	الحادث	avārija	حَادِث	N;NOM;FEM;SG	N;NOM;DEF;SG
avārija	حادثة	avārija	حَادِث	N;NOM;FEM;SG	N;NOM;INDF;SG
avārija	تحطم	avārija	تَحَطُّم	N;NOM;FEM;SG	N;NOM;INDF;SG
likās	اعتقدت	likties	اِعتَقَد	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
likās	فكرت	likties	فكرت	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
likās	بدت	likties	بَدَا	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
likās	بدى	likties	بَدَى	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
pakalpojums	الخدمة	pakalpojums	خِدمَة	N;NOM;MASC;SG	N;NOM;DEF;SG
pakalpojums	خدمة	pakalpojums	خِدمَة	N;NOM;MASC;SG	N;NOM;INDF;SG
līdzenumi	السهول	līdzenumi	سُهُول	N;NOM;MASC;PL	N;NOM;DEF;PL
krāteri	الفوهات	krāteris	الفوهات	N;NOM;MASC;PL	N;NOM;DEF;PL
pienākumi	الالتزامات	pienākums	اِلتِزَام	N;NOM;MASC;PL	N;NOM;DEF;PL
pienākumi	التزامات	pienākums	اِلتِزَام	N;NOM;MASC;PL	N;NOM;INDF;PL
pienākumi	المسؤوليات	pienākums	مَسؤُولِيَّة	N;NOM;MASC;PL	N;NOM;DEF;PL
pienākumi	مسؤوليات	pienākums	مَسؤُولِيَّة	N;NOM;MASC;PL	N;NOM;INDF;PL
pienākumi	الواجبات	pienākums	وَاجِب	N;NOM;MASC;PL	N;NOM;DEF;PL
pienākumi	واجبات	pienākums	وَاجِب	N;NOM;MASC;PL	N;NOM;INDF;PL
astronomi	الفلكيون	astronoms	فِلِكّ	N;NOM;MASC;PL	N;NOM;DEF;PL
ēnas	الظلال	ēna	ظَلَال	N;NOM;FEM;PL	N;NOM;DEF;PL
draudzība	الصداقة	draudzība	صَدَاقَة	N;NOM;FEM;SG	N;NOM;DEF;SG
draudzība	صداقة	draudzība	صَدَاقَة	N;NOM;FEM;SG	N;NOM;INDF;SG
saskarnes	واجهات	saskarne	وَاجِه	N;NOM;FEM;PL	N;NOM;INDF;PL
reālisms	الواقعية	reālisms	وَاقِعِيَّة	N;NOM;MASC;SG	N;NOM;DEF;SG
peļņa	الربح	peļņa	رِبح	N;NOM;FEM;SG	N;NOM;DEF;SG
peļņa	ربح	peļņa	ربح	N;NOM;FEM;SG	N;NOM;INDF;SG
novērtējums	تقييم	novērtējums	تَقيِيم	N;NOM;MASC;SG	N;NOM;INDF;SG
novērtējums	التقييم	novērtējums	تَقيِيم	N;NOM;MASC;SG	N;NOM;DEF;SG
novērtējums	التصنيف	novērtējums	تَصنِيف	N;NOM;MASC;SG	N;NOM;DEF;SG
novērtējums	تصنيف	novērtējums	تَصنِيف	N;NOM;MASC;SG	N;NOM;INDF;SG
novērtējums	تقييم	novērtējums	تَقيِيم	N;NOM;MASC;SG	N;NOM;INDF;SG
novērtējums	التقييم	novērtējums	تَقيِيم	N;NOM;MASC;SG	N;NOM;DEF;SG
novērtējums	تقييم	novērtējums	تَقيِيم	N;NOM;MASC;SG	N;NOM;INDF;SG
novērtējums	التقييم	novērtējums	تَقيِيم	N;NOM;MASC;SG	N;NOM;DEF;SG
novērtējums	التقدير	novērtējums	تَقدِير	N;NOM;MASC;SG	N;NOM;DEF;SG
novērtējums	تقدير	novērtējums	تَقدِير	N;NOM;MASC;SG	N;NOM;INDF;SG
verdzība	الرق	verdzība	رَقّ	N;NOM;FEM;SG	N;NOM;DEF;SG
verdzība	العبودية	verdzība	عُبُودِيّ	N;NOM;FEM;SG	N;NOM;DEF;SG
verdzība	الاسترقاق	verdzība	اِستِرقَاق	N;NOM;FEM;SG	N;NOM;DEF;SG
pārraide	بث	pārraide	بَثّ	N;NOM;FEM;SG	N;NOM;INDF;SG
pārraide	البث	pārraide	بَثّ	N;NOM;FEM;SG	N;NOM;DEF;SG
pārraide	الارسال	pārraide	إِرسَال	N;NOM;FEM;SG	N;NOM;DEF;SG
atbrīvošanās	التحرر	atbrīvošanās	تَحَرُّر	N;NOM;FEM;SG	N;NOM;DEF;SG
atbrīvošanās	التحرير	atbrīvošanās	تَحرِير	N;NOM;FEM;SG	N;NOM;DEF;SG
sēde	الجلوس	sēde	جَلُوس	N;NOM;FEM;SG	N;NOM;DEF;SG
atlase	انتقاء	atlase	اِنتِقَاء	N;NOM;FEM;SG	N;NOM;INDF;SG
atlase	الانتقاء	atlase	اِنتِقَاء	N;NOM;FEM;SG	N;NOM;DEF;SG
atlase	اختيار	atlase	اِختِيَار	N;NOM;FEM;SG	N;NOM;INDF;SG
atlase	الاختيار	atlase	اِختِيَار	N;NOM;FEM;SG	N;NOM;DEF;SG
atlase	التحديد	atlase	تَحدِيد	N;NOM;FEM;SG	N;NOM;DEF;SG
virza	يوجه	virzīt	وَجَّه	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
nocietinājumi	التحصينات	nocietinājums	تَحصِين	N;NOM;MASC;PL	N;NOM;DEF;PL
smaržas	العطور	smarža	عَطَوِرّ	N;NOM;FEM;PL	N;NOM;DEF;PL
smaržas	العطور	smarža	عَطَوِرّ	N;NOM;FEM;PL	N;NOM;DEF;PL
atbildība	المسؤولية	atbildība	مَسؤُولِيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
atbildība	مسؤولية	atbildība	مَسؤُولِيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
atbildība	المسؤولية	atbildība	مَسؤُولِيَّة	N;NOM;FEM;SG	N;NOM;DEF;SG
atbildība	مسؤولية	atbildība	مَسؤُولِيَّة	N;NOM;FEM;SG	N;NOM;INDF;SG
atbildība	المساءلة	atbildība	مُسَاءَلَة	N;NOM;FEM;SG	N;NOM;DEF;SG
atbildība	مساءلة	atbildība	مُسَاءَلَة	N;NOM;FEM;SG	N;NOM;INDF;SG
skala	مقياس	skala	مِقيَاس	N;NOM;FEM;SG	N;NOM;INDF;SG
skala	المقياس	skala	مِقيَاس	N;NOM;FEM;SG	N;NOM;DEF;SG
redzējis	شوهد	redzēt	شوهد	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
noslēpums	السر	noslēpums	سُرّ	N;NOM;MASC;SG	N;NOM;DEF;SG
modelēšana	النمذجة	modelēšana	نَمَذجَة	N;NOM;FEM;SG	N;NOM;DEF;SG
modelēšana	نمذجة	modelēšana	نَمَذ	N;NOM;FEM;SG	N;NOM;INDF;SG
evaņģēlijs	الانجيل	evaņģēlijs	أَنجِيل	N;NOM;MASC;SG	N;NOM;DEF;SG
cerība	الامل	cerība	أَمَل	N;NOM;FEM;SG	N;NOM;DEF;SG
apaļa	مستديرة	apaļa	مُستَدِير	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
apaļa	دائري	apaļa	دَائِرِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
katalogs	فهرس	katalogs	فهرس	N;NOM;MASC;SG	N;NOM;INDF;SG
darījums	معاملة	darījums	مُعَامَلَة	N;NOM;MASC;SG	N;NOM;INDF;SG
darījums	المعاملة	darījums	مُعَامَلَة	N;NOM;MASC;SG	N;NOM;DEF;SG
darījums	التعامل	darījums	تَعَامُل	N;NOM;MASC;SG	N;NOM;DEF;SG
darījums	صفقة	darījums	صَفقَة	N;NOM;MASC;SG	N;NOM;INDF;SG
darījums	الاتفاق	darījums	اِتِّفَاق	N;NOM;MASC;SG	N;NOM;DEF;SG
darījums	الصفقة	darījums	صَفقَة	N;NOM;MASC;SG	N;NOM;DEF;SG
darījums	اتفاق	darījums	اِتِّفَاق	N;NOM;MASC;SG	N;NOM;INDF;SG
noraidīts	رفض	noraidīt	رَفَض	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
noraidīts	رفض	noraidīt	رَفَض	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
secināts	اختتمت	secināt	اِختَتَم	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
atbildēt	رد	atbildēt	رَدّ	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
vasks	شمع	vasks	شَمع	N;NOM;MASC;SG	N;NOM;INDF;SG
vasks	الشمع	vasks	شَمع	N;NOM;MASC;SG	N;NOM;DEF;SG
publiska	عامة	publiska	عَامّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
publiska	علنية	publiska	عَلَنِيّ	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;FEM;SG
slava	الشهرة	slava	شُهرَة	N;NOM;FEM;SG	N;NOM;DEF;SG
slava	شهرة	slava	شُهرَة	N;NOM;FEM;SG	N;NOM;INDF;SG
slava	المجد	slava	مَجد	N;NOM;FEM;SG	N;NOM;DEF;SG
studē	يدرس	studēt	دَرَس	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
stāvēja	وقفت	stāvēt	وَقَف	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
haizivis	القروش	haizivis	قِرش	N;NOM;FEM;PL	N;NOM;DEF;PL
pārvērst	تحول	pārvērst	تَحَوَّل	V;POS;NFIN	V;PFV;MASC;SG;3;ACT
dzīvs	حية	dzīvs	حَيَّة	ADJ;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
radīšana	انشاء	radīšana	إِنشَاء	N;NOM;FEM;SG	N;NOM;INDF;SG
radīšana	الانشاء	radīšana	إِنشَاء	N;NOM;FEM;SG	N;NOM;DEF;SG
radīšana	الخلق	radīšana	خَلق	N;NOM;FEM;SG	N;NOM;DEF;SG
līmeņi	المستويات	līmenis	مُستَوَى	N;NOM;MASC;PL	N;NOM;DEF;PL
līmeņi	مستويات	līmenis	مُستَوَى	N;NOM;MASC;PL	N;NOM;INDF;PL
rumbas	المحاور	rumba	مِحوَر	N;NOM;FEM;PL	N;NOM;DEF;PL
rumbas	محاور	rumba	مِحوَر	N;NOM;FEM;PL	N;NOM;INDF;PL
pieņemšana	القبول	pieņemšana	قُبُول	N;NOM;FEM;SG	N;NOM;DEF;SG
pieņemšana	قبول	pieņemšana	قُبُول	N;NOM;FEM;SG	N;NOM;INDF;SG
pieņemšana	التبني	pieņemšana	تَبَنِّي	N;NOM;FEM;SG	N;NOM;DEF;SG
pieņemšana	تبني	pieņemšana	تَبَنِّي	N;NOM;FEM;SG	N;NOM;INDF;SG
pieņemšana	استقبال	pieņemšana	اِستِقبَال	N;NOM;FEM;SG	N;NOM;INDF;SG
pieņemšana	الاستقبال	pieņemšana	اِستِقبَال	N;NOM;FEM;SG	N;NOM;DEF;SG
pieņemšana	قبول	pieņemšana	قُبُول	N;NOM;FEM;SG	N;NOM;INDF;SG
koncepcija	المفهوم	koncepcija	مَفهُوم	N;NOM;FEM;SG	N;NOM;DEF;SG
ikona	رمز	ikons	رَمز	N;NOM;FEM;SG	N;NOM;INDF;SG
