категория	kategori	категория	kategori	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
острови	öar	островя-(се)	öar	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
острови	öarna	островя-(се)	öare	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
код	code	код	code	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
код	kod	код	kod	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
френски	fransk	френски	fransk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
френски	franskt	френски	fransk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
държава	land	държава	land	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
държава	stat	държава	stat	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
държава	delstat	държава	delstad	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
дата	date	дата	date	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
дата	dejt	дата	de	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
дата	datum	дата	datum	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
дата	träff	дата	träff	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
обикновено	vanligtvis	обикновено	vanligtvis	ADV	ADV
обикновено	vanligen	обикновено	vanligen	ADV	ADV
обикновено	normalt	обикновено	normal	ADV	ADV
обикновено	vanligtvis	обикновено	vanligtvis	ADV	ADV
големи	stora	голям	stor	ADJ;INDF;PL	ADJ;NOM;PL
големи	stora	голям	stor	ADJ;INDF;PL	ADJ;NOM;PL
деца	ungar	дете	unge	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;PL
деца	barn	дете	barn	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
деца	barn	дете	barn	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;PL
остава	återstår	оставам	återstå	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
остава	kvarstår	оставам	kvarstå	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
остава	stannar	оставам	stanna	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
сили	krafter	сила	kraft	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
сили	befogenheter	сила	befogenhet	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
сили	maktbefogenheter	сила	maktbefogenhet	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
сили	krafter	сила	kraft	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
сили	styrkor	сила	styrka	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
дължина	längd	дължина	längd	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
дължина	longitud	дължина	longitud	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
българи	bulgarer	българин	bulg	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
албум	album	албум	album	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
албум	musikalbum	албум	musikalbum	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
гръцки	grekiskt	гръцки	grekisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
гръцки	grekisk	гръцки	grekisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
дни	dagar	ден	dag	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
съюз	union	съюз	union	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
съюз	fackförening	съюз	fackförening	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
съюз	alliance	съюз	alliance	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
съюз	allians	съюз	allians	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
партия	party	партия	party	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
партия	fest	партия	fest	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
партия	part	партия	part	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
партия	kalas	партия	kala	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
партия	parti	партия	parti	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
пише	skriver	пиша	skriva	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
брат	broder	брат	brod	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
брат	bror	брат	bro	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
работа	job	работа	job	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
работа	jobb	работа	jobb	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
работа	arbete	работа	arbete	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
работа	work	работа	work	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
голове	målsättningar	гол	målsättning	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
остров	isle	остров	isle	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
председател	ordförande	председател	ordförande	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
председател	ordförande	председател	ordförande	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
председател	styrelseordförande	председател	styrelseordförande	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
председател	ordförande	председател	ordförande	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
среща	date	среща	date	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
среща	dejt	среща	de	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
среща	datum	среща	datum	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
среща	träff	среща	träff	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
среща	sammanträde	среща	sammanträde	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
среща	möte	среща	möte	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
групи	grupper	група	grupp	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
информация	info	информация	info	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
информация	information	информация	information	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
нови	nya	нов	ny	ADJ;INDF;PL	ADJ;NOM;PL
включва	inkluderar	включвам-(се)	inkludera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
включва	innefattar	включвам-(се)	innefatta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
включва	ingår	включвам-(се)	ingå	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
включва	inbegriper	включвам-(се)	inbegripa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
писател	writer	писател	prit	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
херцог	hertig	херцог	hertig	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
министър	minister	министър	minister	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
цел	mål	цел	mål	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
цел	aim	цел	aim	N;INDF;FEM;SG	N
цел	syfte	цел	syfte	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
цел	ändamål	цел	ändamål	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
цел	målsättning	цел	målsättning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
цел	objektiv	цел	objektiv	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
цел	måltavla	цел	måltavla	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
участие	delaktighet	участие	delaktighet	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
участие	engagemang	участие	engagemang	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
участие	inblandning	участие	inblandning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
участие	medverkan	участие	medverkan	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
участие	delaktighet	участие	delaktighet	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
участие	deltagande	участие	deltagande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
участие	medbestämmande	участие	medbestämmande	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
войната	kriget	война	krig	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
море	sea	море	se	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
море	sjö	море	sjö	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
море	hav	море	hav	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
отбора	laget	отбор	lag	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
продължава	fortsätter	продължавам	fortsätta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
списък	förteckning	списък	förteckning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
списък	list	списък	list	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
списък	lista	списък	lista	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
дава	ger	давам-(се)	ge	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
дава	skänker	давам-(се)	skänka	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
историята	historiken	история	historik	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
брой	antal	брой	antal	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
брой	tal	брой	tal	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
брой	antal	брой	antal	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
брой	nummer	брой	nummer	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
култура	kultur	култура	kultur	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
всяка	varenda	всеки	varenda	DET;FEM;SG	DET;INDF;SG
всяка	varje	всеки	varje	DET;FEM;SG	DET;INDF;SG
всяка	varje	всеки	varje	DET;FEM;SG	DET;INDF;SG
известни	kända	известен	känd	ADJ;INDF;PL	ADJ;NOM;PL;PST;V.PTCP
известни	kända	известен	känd	ADJ;INDF;PL	ADJ;NOM;PL;PST;V.PTCP
известни	berömda	известен	berömma	ADJ;INDF;PL	ADJ;NOM;PL;PST;V.PTCP
степен	betyg	степен	betyg	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
степен	årskurs	степен	årskurs	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
степен	examen	степен	exam	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
степен	grad	степен	grad	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
статия	artikel	статия	artikel	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
територията	territoriet	територия	territorium	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
регион	region	регион	region	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
редактор	redaktör	редактор	redaktör	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
редактор	editor	редактор	editor	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
друг	annan	друг	annan	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
друг	övrig	друг	övrig	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
друг	övrigt	друг	övrigt	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
малки	små	малък	liten	ADJ;INDF;PL	ADJ;NOM;PL
вероятно	troligtvis	вероятно	troligtvis	ADV	ADV
вероятно	förmodligen	вероятно	förmodligen	ADV	ADV
вероятно	troligen	вероятно	troligen	ADV	ADV
вероятно	antagligen	вероятно	antagligen	ADV	ADV
организация	organisation	организация	organisation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
организация	organisering	организация	organisering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
организация	organisation	организация	organisation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
организация	organisering	организация	organisering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
договор	kontrakt	договор	kontrakt	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
договор	fördrag	договор	fördrag	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
север	norr	север	norr	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
изток	öst	изток	öst	N;INDF;MASC;SG	N
изток	öster	изток	öster	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
изток	öst	изток	öst	N;INDF;MASC;SG	N
четири	fyra	четири	fyra	NUM;INDF;PL	NUM;NOM
особено	särskilt	особено	särskilt	ADV	ADV
особено	speciellt	особено	speciell	ADV	ADV
особено	särskilt	особено	särskilt	ADV	ADV
човек	person	човек	person	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
човек	människa	човек	människa	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
състав	sammansättning	състав	sammansättning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
общо	totalt	общо	total	ADV	ADV
общо	sammanlagt	общо	sammanlagd	ADV	ADV
треньор	tränare	треньор	tränare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
треньор	coach	треньор	coach	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
треньор	tränare	треньор	tränare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
статии	artiklar	статия	artikel	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
управление	management	управление	management	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
управление	ledning	управление	ledning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
управление	hantering	управление	hantering	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
управление	förvaltning	управление	förvaltning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
управление	styre	управление	styre	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
управление	styrning	управление	styrning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
литература	litteratur	литература	litteratur	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
дейност	verksamhet	дейност	verksamhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
дейност	aktivitet	дейност	aktivitet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
цар	king	цар	king	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
цар	kung	цар	kung	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
цар	konung	цар	konung	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
видове	arter	вид	art	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
видове	typer	вид	typ	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
власт	kraft	власт	kraft	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
власт	makt	власт	makt	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
власт	power	власт	power	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
живота	livet	живот	liv	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
тип	typ	тип	typ	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
военни	militära	военен	militär	ADJ;INDF;PL	ADJ;NOM;PL
изчезване	utrotning	изчезване	utrotning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
шампион	champ	шампион	champ	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
шампион	förkämpe	шампион	förkämpe	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
шампион	champion	шампион	champion	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
шампион	mästare	шампион	mäst	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
съвет	rådgivning	съвет	rådgivning	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
съвет	spets	съвет	spets	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
съвет	tips	съвет	tips	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
съвет	tip	съвет	tip	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
съвет	dricks	съвет	drick	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
съвет	council	съвет	council	N;INDF;MASC;SG	N
исторически	historiskt	исторически	historisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
исторически	historisk	исторически	historisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
исторически	historiskt	исторически	historisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
исторически	historiskt	исторически	historisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
исторически	historisk	исторически	historisk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
римски	romersk	римски	romersk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
кръг	circle	кръг	circle	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
кръг	cirkel	кръг	cirkel	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
кръг	omgång	кръг	omgång	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
майка	mor	майка	mor	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
майка	moder	майка	moder	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
майка	mamma	майка	mamma	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
майка	mother	майка	mother	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
карта	karta	карта	karta	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
нов	ny	нов	ny	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
нов	nytt	нов	ny	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
песни	låtar	песен	låta	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
песни	sånger	песен	sång	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
множество	multipel	множество	multipel	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
множество	flertal	множество	flertal	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
политика	policy	политика	policy	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
политика	politik	политика	politik	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
политика	politik	политика	politik	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
преминава	passerar	преминавам	passera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
стара	gammal	стар	gammal	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
стара	gammalt	стар	gammal	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
форма	form	форма	form	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
форма	blankett	форма	blankett	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
форма	formulär	форма	formulär	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
форма	form	форма	form	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
семейството	familjen	семейство	familj	N;DEF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
съпруга	fru	съпруга	fru	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
съпруга	hustru	съпруга	hustru	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
съпруга	maka	съпруга	maka	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
район	region	район	region	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
район	distrikt	район	distrikt	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
район	area	район	are	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
район	område	район	område	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
район	yta	район	yta	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
музика	music	музика	music	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
музика	musik	музика	musik	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
близо	nära	близо	nära	ADV	ADV
близо	nära	близо	nära	ADV	ADV
първенство	mästerskap	първенство	mästerskap	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
първенство	championships	първенство	championships	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
първенство	mästerskap	първенство	mästerskap	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
първенство	championship	първенство	championship	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
представлява	företräder	представлявам	företräda	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
представлява	representerar	представлявам	representera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
отнася	hänvisar	отнасям-(се)	hänvisa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
файл	arkiv	файл	arkiv	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
файл	file	файл	file	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
файл	fil	файл	fil	N;INDF;MASC;SG	N
награди	belöningar	награда	belöning	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
награди	utmärkelser	награда	utmärkelse	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
награди	priser	награда	pris	N;INDF;FEM;PL	N;NOM;INDF;NEUT;PL
немски	tysk	немски	tysk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
немски	tyskt	немски	tysk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
помощ	bistånd	помощ	bistånd	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
помощ	stöd	помощ	stöd	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
помощ	hjälp	помощ	hjälp	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
вода	vatten	вода	vatten	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
първоначално	initialt	първоначално	initial	ADV	ADV
първоначално	ursprungligen	първоначално	ursprungligen	ADV	ADV
първоначално	ursprungligen	първоначално	ursprungligen	ADV	ADV
свят	world	свят	world	N;INDF;MASC;SG	N;NOM;NEUT;SG
свят	värld	свят	värld	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
административен	administrativ	административен	administrativ	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
административен	administrativt	административен	administrativ	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
скоро	snart	скоро	snart	ADV	ADV
западна	västlig	западна	västlig	ADJ;INDF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
войски	trupper	войска	trupp	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
стил	stil	стил	stil	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
стил	style	стил	style	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
достига	når	достигам	nå	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
африка	sydafrika	африка	sydafrika	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
запад	väst	запад	väst	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
запад	väster	запад	väster	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
уебсайт	webbsida	уебсайт	webbsida	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
уебсайт	hemsida	уебсайт	hemsida	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
уебсайт	webbplats	уебсайт	pebbplats	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
земята	jorden	земя	jord	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
връзка	anknytning	връзка	anknytning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
връзка	koppling	връзка	koppling	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
връзка	anslutning	връзка	anslutning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
връзка	samband	връзка	samband	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
връзка	länk	връзка	länk	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
връзка	relation	връзка	relation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
връзка	förhållande	връзка	förhållande	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
връзка	släktskap	връзка	släktskap	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
роля	roll	роля	roll	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
италиански	italienskt	италиански	italiensk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
италиански	italiensk	италиански	italiensk	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
създава	skapar	създавам	skapa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
как	hur	как	hur	ADV	ADV
китай	china	китай	chin	N;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
линия	line	линия	line	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
линия	linje	линия	linje	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
линия	rad	линия	rad	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
