die	de	die	de	DET;DEF	DET;DEF
probeer	probeer	probeer	proberen	V;PRS	V;SG;PRS;FIN
probeer	proberen	probeer	proberen	V;PRS	V;NFIN
bome	bomen	bome	boom	N;PL	N;PL
gemeentes	parishes	gemeente	parishe	N;PL	N;PL
kilometer	kilometer	kilometer	kilometer	N;SG	N;MASC+FEM;SG
kilometer	kilometer	kilometer	kilometer	N;SG	N;MASC+FEM;SG
kilometer	kilometer	kilometer	kilometer	N;SG	N;MASC+FEM;SG
stelsel	systeem	stelsel	systeem	N;SG	N;NEUT;SG
stelsel	stelsel	stelsel	stelsel	N;SG	N;NEUT;SG
raad	advies	raad	advies	N;SG	N;NEUT;SG
raad	raad	raad	raad	N;SG	N;MASC+FEM;SG
stede	steden	stede	stad	N;PL	N;PL
klub	club	klub	club	N;SG	N;MASC+FEM;SG
vader	vader	vader	vader	N;SG	N;MASC+FEM;SG
ster	ster	ster	ster	N;SG	N;MASC+FEM;SG
ster	star	ster	star	N;SG	N;MASC+FEM;SG
almal	iedereen	almal	iedereen	PRO	PRO;3
almal	allen	almal	al	PRO	PRO
almal	alles	almal	alles	PRO	PRO;3
almal	iedereen	almal	iedereen	PRO	PRO;3
vanuit	van	vanuit	van	ADP	ADP
vanuit	uit	vanuit	uit	ADP	ADP
vanuit	vanaf	vanuit	vanaf	ADP	ADP
skakel	bellen	skakel	bellen	V;PRS	V;NFIN
skakel	bel	skakel	bellen	V;PRS	V;SG;PRS;FIN
weke	weken	week	week	N;PL	N;PL
generaal	generaal	generaal	generaal	N;SG	N;MASC+FEM;SG
vergadering	ontmoeting	vergadering	ontmoeting	N;SG	N;MASC+FEM;SG
vergadering	vergadering	vergadering	vergadering	N;SG	N;MASC+FEM;SG
vergadering	meeting	vergadering	meeting	N;SG	N;MASC+FEM;SG
vergadering	bijeenkomst	vergadering	bijeenkomst	N;SG	N;MASC+FEM;SG
orde	orde	orde	orde	N;SG	N;MASC+FEM;SG
orde	order	orde	order	N;SG	N;MASC+FEM;SG
orde	bestelling	orde	bestelling	N;SG	N;MASC+FEM;SG
loop	wandelen	loop	wandelen	V;PRS	V;NFIN
loop	lopen	loop	lopen	V;PRS	V;NFIN
loop	lopend	loop	lopen	V;PRS	V;V.PTCP
nooit	nooit	nooit	nooit	ADV	ADV
uitgawe	editie	uitgawe	editie	N;SG	N;MASC+FEM;SG
uitgawe	uitgave	uitgawe	uitgave	N;SG	N;MASC+FEM;SG
verkry	verkregen	verkry	verkrijgen	V;PRS	V;V.PTCP
verkry	verworven	verkry	verwerven	V;PRS	V;V.PTCP
verkry	verwerven	verkry	verwerven	V;PRS	V;NFIN
verkoop	verkopen	verkoop	verkopen	V;PRS	V;NFIN
verkoop	verkocht	verkoop	verkopen	V;PRS	V;V.PTCP
verkoop	verkopen	verkoop	verkopen	V;PRS	V;NFIN
voël	vogeltje	voël	vogel	N;SG	N;NEUT;SG
voël	vogel	voël	vogel	N;SG	N;MASC+FEM;SG
vierde	vierde	vierde	vier	ADJ;NOM	ADJ
hoër	hogere	hoog	hoog	ADJ;NOM;CMPR	ADJ;CMPR
hoër	hoger	hoog	hoog	ADJ;NOM;CMPR	ADJ;CMPR
lei	leiden	lei	leiden	V;PRS	V;NFIN
lei	loden	lei	lood	V;PRS	V;V.PTCP
groei	groei	groei	groei	N;SG	N;MASC+FEM;SG
gestel	instellen	stel	instellen	V;PST;V.PTCP	V;NFIN
gestel	ingesteld	stel	instellen	V;PST;V.PTCP	V;V.PTCP
foto	foto	foto	foto	N;SG	N;MASC+FEM;SG
gevestig	opgericht	vestig	oprichten	V;PST;V.PTCP	V;V.PTCP
gevestig	gevestigde	vestig	vestigen	V;PST;V.PTCP	V;V.PTCP
gevestig	gevestigd	vestig	vestigen	V;PST;V.PTCP	V;V.PTCP
verloor	verloren	verloor	verliezen	V;PRS	V;V.PTCP
verloor	lost	verloor	lost	V;PRS	V;SG;PRS;FIN
verloor	verdwaald	verloor	verdwalen	V;PRS	V;V.PTCP
sewe	zeven	sewe	zeven	NUM	NUM
voorbeeld	sample	voorbeeld	sample	N;SG	N;MASC+FEM;SG
voorbeeld	steekproef	voorbeeld	steekproef	N;SG	N;MASC+FEM;SG
voorbeeld	monster	voorbeeld	monster	N;SG	N;NEUT;SG
voorbeeld	voorbeeld	voorbeeld	voorbeeld	N;SG	N;NEUT;SG
voorsitter	stoel	voorsitter	stoel	N;SG	N;MASC+FEM;SG
sterf	sterven	sterf	sterven	V;PRS	V;NFIN
sterf	sterf	sterf	sterf	V;PRS	V;SG;PRS;FIN
bevestig	geverifieerde	bevestig	verifiëren	V;PRS	V;V.PTCP
bevestig	gecontroleerd	bevestig	controleren	V;PRS	V;V.PTCP
bevestig	geverifieerd	bevestig	erifiëren	V;PRS	V;V.PTCP
bevestig	bevestigen	bevestig	bevestigen	V;PRS	V;NFIN
bevestig	bevestig	bevestig	bevestig	V;PRS	V;SG;PRS;FIN
bepaal	vastbesloten	bepaal	vastbesloten	V;PRS	V;V.PTCP
bepaal	bepaalt	bepaal	bepalen	V;PRS	V;SG;PRS;FIN
klas	klasse	klas	klasse	N;SG	N;MASC+FEM;SG
klas	class	klas	class	N;SG	N;MASC+FEM;SG
klas	klas	klas	klas	N;SG	N;MASC+FEM;SG
vertoon	onthullen	vertoon	onthullen	V;PRS	V;NFIN
vertoon	onthult	vertoon	onthullen	V;PRS	V;SG;PRS;FIN
vertoon	openbaren	vertoon	openbaar	V;PRS	V;NFIN
vertoon	getoond	vertoon	tonen	V;PRS	V;V.PTCP
vertoon	getoonde	vertoon	tonen	V;PRS	V;V.PTCP
vertoon	weergegeven	vertoon	weergeven	V;PRS	V;V.PTCP
altyd	altijd	altyd	altijd	ADV	ADV
lig	verhogen	lig	verhogen	V;PRS	V;NFIN
txt	txt	txt	txe	N;SG	N;MASC+FEM;SG
punt	puntje	punt	punt	N;SG	N;NEUT;SG
punt	dot	punt	dot	N;SG	N;MASC+FEM;SG
punt	stip	punt	stip	N;SG	N;MASC+FEM;SG
punt	punt	punt	punt	N;SG	N;NEUT;SG
punt	point	punt	point	N;SG	N;MASC+FEM;SG
vroue	vrouwen	vrou	vrouw	N;PL	N;PL
week	week	week	week	N;SG	N;MASC+FEM;SG
week	weekje	week	weekje	N;SG	N;NEUT;SG
stadium	podium	stadium	podium	N;SG	N;NEUT;SG
stadium	fase	stadium	fase	N;SG	N;MASC+FEM;SG
stadium	toneel	stadium	toneel	N;SG	N;NEUT;SG
stadium	stadium	stadium	stadium	N;SG	N;NEUT;SG
vervaardig	geproduceerd	vervaardig	produceren	V;PRS	V;V.PTCP
vervaardig	geproduceerde	vervaardig	produceren	V;PRS	V;V.PTCP
vervaardig	produceren	vervaardig	produceren	V;PRS	V;NFIN
geskep	aangemaakt	skep	aanmaken	V;PST;V.PTCP	V;V.PTCP
geskep	gecreëerd	skep	creëren	V;PST;V.PTCP	V;V.PTCP
geskep	gemaakt	skep	maken	V;PST;V.PTCP	V;V.PTCP
geskep	geschapen	skep	scheppen	V;PST;V.PTCP	V;V.PTCP
openbare	openbaar	openbaar	openbaar	ADJ;NOM	ADJ
dui	aangeven	dui	aangeven	V;PRS	V;NFIN
akteur	actor	akteur	actor	N;SG	N;MASC+FEM;SG
akteur	acteur	akteur	acteur	N;SG	N;MASC+FEM;SG
natuurlike	natuurlijk	natuurlik	natuurlijk	ADJ;NOM	ADJ
natuurlike	natuurlijke	natuurlik	natuurlijk	ADJ;NOM	ADJ
bied	bieden	bied	bieden	V;PRS	V;NFIN
bied	aanbieden	bied	aanbieden	V;PRS	V;NFIN
loopbaan	carrière	loopbaan	carrière	N;SG	N;MASC+FEM;SG
loopbaan	carriere	loopbaan	carri	N;SG	N;MASC+FEM;SG
loopbaan	loopbaan	loopbaan	loopbaan	N;SG	N;MASC+FEM;SG
skep	creëren	skep	creer	V;PRS	V;NFIN
skep	aanmaken	skep	aanmaken	V;PRS	V;NFIN
skep	creëer	skep	creëer	V;PRS	V;SG;PRS;FIN
skep	maken	skep	maken	V;PRS	V;NFIN
olimpiese	olympisch	olimpies	Olympisch	ADJ;NOM	ADJ
dogter	dochter	dogter	dochter	N;SG	N;MASC+FEM;SG
verteenwoordig	vertegenwoordigd	verteenwoordig	vertegenwoordigen	V;PRS	V;V.PTCP
verteenwoordig	vertegenwoordigt	verteenwoordig	vertegenwoordigen	V;PRS	V;SG;PRS;FIN
verteenwoordig	representeert	verteenwoordig	representeren	V;PRS	V;SG;PRS;FIN
verteenwoordig	vertegenwoordigen	verteenwoordig	vertegenwoordigen	V;PRS	V;NFIN
boeke	boeken	boeke	boek	N;PL	N;PL
geplaas	gepost	plaas	posten	V;PST;V.PTCP	V;V.PTCP
geplaas	geplaatste	plaas	plaatsen	V;PST;V.PTCP	V;V.PTCP
geplaas	geplaatst	plaas	plaatsen	V;PST;V.PTCP	V;V.PTCP
etniese	etnisch	etnies	etnisch	ADJ;NOM	ADJ
kus	kust	kus	kust	N;SG	N;MASC+FEM;SG
gepubliseer	gepubliceerd	publiseer	publiceren	V;PST;V.PTCP	V;V.PTCP
gepubliseer	verschenen	publiseer	verschijnen	V;PST;V.PTCP	V;V.PTCP
gepubliseer	gepubliceerde	publiseer	publiceren	V;PST;V.PTCP	V;V.PTCP
gepubliseer	uitgegeven	publiseer	uitgeven	V;PST;V.PTCP	V;V.PTCP
bring	breng	bring	brengen	V;PRS	V;SG;PRS;FIN
bring	brengen	bring	brengen	V;PRS	V;NFIN
geld	geld	geld	geld	N;SG	N;NEUT;SG
erken	toegeven	erken	toegeven	V;PRS	V;NFIN
erken	erken	erken	erk	V;PRS	V;SG;PRS;FIN
erken	erkennen	erken	erkennen	V;PRS	V;NFIN
leier	leider	leier	leider	N;SG	N;MASC+FEM;SG
leier	leader	leier	leader	N;SG	N;MASC+FEM;SG
boom	boom	boom	boom	N;SG	N;MASC+FEM;SG
boom	boomstructuur	boom	boomstructuur	N;SG	N;MASC+FEM;SG
boom	boem	boom	boem	N;SG	N;MASC+FEM;SG
boom	boom	boom	boom	N;SG	N;MASC+FEM;SG
rolprent	filmpje	rolprent	filmp	N;SG	N;NEUT;SG
rolprent	film	rolprent	film	N;SG	N;MASC+FEM;SG
rolprent	film	rolprent	film	N;SG	N;MASC+FEM;SG
westelike	westelijk	westelik	westelijk	ADJ;NOM	ADJ
tradisionele	traditioneel	tradisioneel	traditioneel	ADJ;NOM	ADJ
tradisionele	traditionele	tradisioneel	traditioneel	ADJ;NOM	ADJ
verdeel	verdelen	verdeel	verdelen	V;PRS	V;NFIN
verdeel	verdeel	verdeel	verdelen	V;PRS	V;SG;PRS;FIN
beweging	motion	beweging	motion	N;SG	N;MASC+FEM;SG
beweging	beweging	beweging	beweging	N;SG	N;MASC+FEM;SG
beweging	motie	beweging	motie	N;SG	N;MASC+FEM;SG
beweging	verplaatsing	beweging	verplaatsing	N;SG	N;MASC+FEM;SG
beweging	beweging	beweging	beweging	N;SG	N;MASC+FEM;SG
gelê	gelegd	lê	leggen	V;PST;V.PTCP	V;V.PTCP
japannese	japans	japannees	japans	ADJ;NOM	ADJ
japannese	japanse	japannees	japans	ADJ;NOM	ADJ
diere	dieren	dier	dier	N;PL	N;PL
punte	punten	punt	punt	N;PL	N;PL
kulturele	cultureel	kultureel	cultureel	ADJ;NOM	ADJ
kulturele	culturele	kultureel	cultureel	ADJ;NOM	ADJ
liggaam	lichaam	liggaam	lichaam	N;SG	N;NEUT;SG
liggaam	body	liggaam	body	N;SG	N;MASC+FEM;SG
wen	win	wen	winnen	V;PRS	V;SG;PRS;FIN
wen	winnen	wen	winnen	V;PRS	V;NFIN
basis	base	basis	base	N;SG	N;MASC+FEM;SG
basis	basis	basis	basis	N;SG	N;MASC+FEM;SG
verlaat	verlaat	verlaat	verlaten	V;PRS	V;SG;PRS;FIN
verlaat	vertrek	verlaat	vertrekken	V;PRS	V;SG;PRS;FIN
verlaat	verlaten	verlaat	verlaten	V;PRS	V;V.PTCP
magte	krachten	mag	kracht	N;PL	N;PL
goewerneur	gouverneur	goewerneur	gouverneur	N;SG	N;MASC+FEM;SG
kultuur	cultuur	kultuur	cultuur	N;SG	N;MASC+FEM;SG
kaart	plattegrond	kaart	plattegrond	N;SG	N;MASC+FEM;SG
kaart	kaart	kaart	kaart	N;SG	N;MASC+FEM;SG
oorsprong	herkomst	oorsprong	herkomst	N;SG	N;MASC+FEM;SG
oorsprong	oorsprong	oorsprong	oorsprong	N;SG	N;MASC+FEM;SG
kennis	kennismaking	kennis	kennismaking	N;SG	N;MASC+FEM;SG
kennis	kennis	kennis	kennis	N;SG	N;MASC+FEM;SG
kennis	kennis	kennis	kennis	N;SG	N;MASC+FEM;SG
parlement	parlement	parlement	parlement	N;SG	N;NEUT;SG
sosiale	sociale	sosiaal	sociaal	ADJ;NOM	ADJ
sosiale	sociaal	sosiaal	sociaal	ADJ;NOM	ADJ
geboue	gebouwen	bou	gebouw	N;PL	N;PL
gebring	gebracht	bring	brengen	V;PST;V.PTCP	V;V.PTCP
gebring	meegebracht	bring	meebrengen	V;PST;V.PTCP	V;V.PTCP
gebring	bracht	bring	brengen	V;PST;V.PTCP	V;SG;PST;FIN
trek	trek	trek	trek	V;PRS	V;SG;PRS;FIN
trek	trekken	trek	trekken	V;PRS	V;NFIN
vroeër	eerder	vroeg	eerder	ADV;CMPR	ADV
energie	energie	energie	energie	N;SG	N;MASC+FEM;SG
boere	landbouwers	boer	landbouwer	N;PL	N;PL
boere	boeren	boer	boer	N;PL	N;PL
prys	prijs	prys	prijs	N;SG	N;MASC+FEM;SG
ligging	lokatie	ligging	lokatie	N;SG	N;MASC+FEM;SG
ligging	locatie	ligging	locatie	N;SG	N;MASC+FEM;SG
ligging	ligging	ligging	ligging	N;SG	N;MASC+FEM;SG
gestuur	verstuurd	stuur	versturen	V;PST;V.PTCP	V;V.PTCP
gestuur	verzonden	stuur	verzinden	V;PST;V.PTCP	V;V.PTCP
gestuur	gestuurd	stuur	sturen	V;PST;V.PTCP	V;V.PTCP
broer	broeder	broer	broed	N;SG	N;MASC+FEM;SG
broer	broer	broer	broer	N;SG	N;MASC+FEM;SG
broer	broertje	broer	broer	N;SG	N;NEUT;SG
studente	studenten	student	student	N;PL	N;PL
studente	leerlingen	student	leerling	N;PL	N;PL
gemeenskap	samenleving	gemeenskap	samenleving	N;SG	N;MASC+FEM;SG
gemeenskap	genootschap	gemeenskap	genootschap	N;SG	N;NEUT;SG
gemeenskap	maatschappij	gemeenskap	maatschappij	N;SG	N;MASC+FEM;SG
gemeenskap	gemeenschap	gemeenskap	gemeenschap	N;SG	N;MASC+FEM;SG
gemeenskap	community	gemeenskap	community	N;SG	N;MASC+FEM;SG
berg	berg	berg	berg	N;SG	N;MASC+FEM;SG
oppervlak	oppervlak	oppervlak	oppervlak	N;SG	N;NEUT;SG
bronne	bronnen	bron	bron	N;PL	N;PL
beleid	beleid	beleid	beleid	N;SG	N;NEUT;SG
album	album	album	album	N;SG	N;NEUT;SG
beweeg	verplaatsen	beweeg	verplaatsen	V;PRS	V;NFIN
beweeg	bewegen	beweeg	bewegen	V;PRS	V;NFIN
beweeg	beweeg	beweeg	bewegen	V;PRS	V;SG;PRS;FIN
beweeg	verplaats	beweeg	verplaats	V;PRS	V;SG;PRS;FIN
beweeg	verplaatsen	beweeg	verplaatsen	V;PRS	V;NFIN
beweeg	bewegen	beweeg	bewegen	V;PRS	V;NFIN
beweeg	bewegend	beweeg	bewegenen	V;PRS	V;V.PTCP
beweeg	verhuizen	beweeg	verhuizen	V;PRS	V;NFIN
voorheen	eerder	voorheen	eerder	ADV	ADV
voorheen	voordien	voorheen	voordien	ADV	ADV
voorheen	voorheen	voorheen	voorheen	ADV	ADV
iets	iets	iets	iets	PRO	PRO;3
meerderheid	meerderheid	meerderheid	meerderheid	N;SG	N;MASC+FEM;SG
verskaf	verstrekt	verskaf	verstrekken	V;PRS	V;V.PTCP
verskaf	geleverd	verskaf	leveren	V;PRS	V;V.PTCP
verskaf	aangeleverd	verskaf	aanleveren	V;PRS	V;V.PTCP
verskaf	geleverde	verskaf	leveren	V;PRS	V;V.PTCP
verskaf	bevoorraad	verskaf	bevoorraad	V;PRS	V;V.PTCP
lees	lezen	lees	lezen	V;PRS	V;NFIN
lees	gelezen	lees	lezen	V;PRS	V;V.PTCP
lees	lees	lees	lezen	V;PRS	V;SG;PRS;FIN
lees	lezen	lees	lezen	V;PRS	V;NFIN
webtuiste	website	webtuiste	website	N;SG	N;MASC+FEM;SG
onderwys	opvoeding	onderwys	opvoeding	N;SG	N;MASC+FEM;SG
onderwys	onderwijs	onderwys	onderwijs	N;SG	N;NEUT;SG
periode	tijdvak	periode	tijdvak	N;SG	N;NEUT;SG
periode	periode	periode	periode	N;SG	N;MASC+FEM;SG
agt	acht	agt	acht	NUM	NUM
lengte	lengte	lengte	lengte	N;SG	N;MASC+FEM;SG
manier	manier	manier	manier	N;SG	N;MASC+FEM;SG
buitelandse	buitenlands	buitelands	buitenlands	ADJ;NOM	ADJ
aangebied	aangeboden	aanbied	aanbieden	V;PST;V.PTCP	V;V.PTCP
aangebied	presenteren	aanbied	presenteren	V;PST;V.PTCP	V;NFIN
aangebied	gehost	aanbied	hosten	V;PST;V.PTCP	V;V.PTCP
aangebied	georganiseerd	aanbied	organiseren	V;PST;V.PTCP	V;V.PTCP
ingesluit	inbegrepen	insluit	inbegrip	V;PST;V.PTCP	V;V.PTCP
verskeidenheid	diversiteit	verskeidenheid	diversiteit	N;SG	N;MASC+FEM;SG
verskeidenheid	verscheidenheid	verskeidenheid	verscheidenheid	N;SG	N;MASC+FEM;SG
verskeidenheid	variëteit	verskeidenheid	variëteit	N;SG	N;MASC+FEM;SG
verskeidenheid	variatie	verskeidenheid	variatie	N;SG	N;MASC+FEM;SG
leiding	begeleiding	leiding	begeleiding	N;SG	N;MASC+FEM;SG
leiding	oriëntatie	leiding	oriëntatie	N;SG	N;MASC+FEM;SG
leiding	leidraad	leiding	leidraad	N;SG	N;MASC+FEM;SG
iemand	iemand	iemand	iemand	PRO	PRO;3
politikus	politica	politikus	politica	N;SG	N;MASC+FEM;SG
politikus	politicus	politikus	politicus	N;SG	N;MASC+FEM;SG
proses	proces	proses	proces	N;SG	N;NEUT;SG
tree	neem	tree	nemen	V;PRS	V;SG;PRS;FIN
tree	nemen	tree	nemen	V;PRS	V;NFIN
toon	werpen	toon	werpen	V;PRS	V;NFIN
los	verlaat	los	verlaten	V;PRS	V;SG;PRS;FIN
los	vertrek	los	vertrekken	V;PRS	V;SG;PRS;FIN
los	verlaten	los	verlaten	V;PRS	V;V.PTCP
massa	massa	massa	massa	N;SG	N;MASC+FEM;SG
voorgestel	voorgestelde	voorstel	voorstellen	V;PST;V.PTCP	V;V.PTCP
voorgestel	voorgesteld	voorstel	voorstellen	V;PST;V.PTCP	V;V.PTCP
voorgestel	gesuggereerd	voorstel	suggereren	V;PST;V.PTCP	V;V.PTCP
besit	bezit	besit	bezitten	V;PRS	V;SG;PRS;FIN
vorige	voorbij	vorige	voorbij	ADJ;NOM	ADJ
plekke	plaatsen	plek	plaats	N;PL	N;PL
spaanse	spaanse	spaans	Spaans	ADJ;NOM	ADJ
spaanse	spaans	spaans	spaans	ADJ;NOM	ADJ
res	rest	res	rest	N;SG	N;MASC+FEM;SG
res	rust	res	rust	N;SG	N;MASC+FEM;SG
ekonomie	economie	ekonomie	economie	N;SG	N;MASC+FEM;SG
ekonomie	economie	ekonomie	economie	N;SG	N;MASC+FEM;SG
mark	markt	mark	markt	N;SG	N;MASC+FEM;SG
mark	merkteken	mark	merkteken	N;SG	N;NEUT;SG
mark	markeer	mark	markeren	N;SG	N;MASC+FEM;SG
mark	mark	mark	mark	N;SG	N;MASC+FEM;SG
saak	oorzaak	saak	oorzaak	N;SG	N;MASC+FEM;SG
getroud	gehuwd	trou	huwen	V;PST;V.PTCP	V;V.PTCP
getroud	getrouwd	trou	trouwen	V;PST;V.PTCP	V;V.PTCP
spesie	diersoort	spesie	diersoort	N;SG	N;MASC+FEM;SG
spesie	soort	spesie	soort	N;SG	N;SG
hoogte	hoogte	hoogte	hoogte	N;SG	N;MASC+FEM;SG
hoogte	lengte	hoogte	lengte	N;SG	N;MASC+FEM;SG
sake	oorzaken	saak	oorzaak	N;PL	N;PL
dinastie	dynastie	dinastie	dynastie	N;SG	N;MASC+FEM;SG
dinastie	dynasty	dinastie	dynasty	N;SG	N;MASC+FEM;SG
verwerf	verdien	verwerf	verdienen	V;PRS	V;SG;PRS;FIN
verwerf	verdienen	verwerf	verdienen	V;PRS	V;NFIN
verwerf	verdiend	verwerf	verdienen	V;PRS	V;V.PTCP
onafhanklikheid	zelfstandigheid	onafhanklikheid	zelfstandigheid	N;SG	N;MASC+FEM;SG
onafhanklikheid	onafhankelijkheid	onafhanklikheid	onafhankelijkheid	N;SG	N;MASC+FEM;SG
onafhanklikheid	independence	onafhanklikheid	independence	N;SG	N;MASC+FEM;SG
verower	veroveren	verower	veroveren	V;PRS	V;NFIN
verower	overwinnen	verower	overwinnen	V;PRS	V;NFIN
verhouding	ratio	verhouding	ratio	N;SG	N;MASC+FEM;SG
verhouding	verhouding	verhouding	verhouding	N;SG	N;MASC+FEM;SG
verhouding	relatie	verhouding	relatie	N;SG	N;MASC+FEM;SG
gekies	geselecteerde	kies	selecteren	V;PST;V.PTCP	V;V.PTCP
gekies	geselecteerd	kies	selecteren	V;PST;V.PTCP	V;V.PTCP
gekies	uitgekozen	kies	uitkiezen	V;PST;V.PTCP	V;V.PTCP
gekies	gekozen	kies	kiezen	V;PST;V.PTCP	V;V.PTCP
gedeelte	portie	gedeelte	portie	N;SG	N;MASC+FEM;SG
gedeelte	deel	gedeelte	deel	N;SG	N;NEUT;SG
gedeelte	gedeelte	gedeelte	gedeelte	N;SG	N;NEUT;SG
waarde	waarde	waarde	waarde	N;SG	N;MASC+FEM;SG
mans	reuen	man	reuen	N;PL	N;PL
mans	mannetjes	man	man	N;PL	N;PL
mans	mannen	man	mannen	N;PL	N;PL
maatskappy	gezelschap	maatskappy	gezelschap	N;SG	N;NEUT;SG
maatskappy	bedrijf	maatskappy	bedrijf	N;SG	N;NEUT;SG
maatskappy	onderneming	maatskappy	onderneming	N;SG	N;MASC+FEM;SG
maatskappy	komma	maatskappy	komma	N;SG	N;MASC+FEM;SG
regte	rechten	reg	recht	N;PL	N;PL
dorpie	dorpje	dorpie	dorp	N;SG	N;NEUT;SG
dorpie	dorp	dorpie	dorp	N;SG	N;NEUT;SG
dienste	diensten	diens	dienst	N;PL	N;PL
rigting	richting	rigting	richting	N;SG	N;MASC+FEM;SG
ondersoek	detecteren	ondersoek	detecteren	V;PRS	V;NFIN
gereeld	dikwijls	gereeld	dikwijls	ADV	ADV
getal	nummer	getal	nummer	N;SG	N;MASC+FEM;SG
getal	aantal	getal	aantal	N;SG	N;NEUT;SG
getal	getal	getal	getal	N;SG	N;NEUT;SG
alles	alles	alles	alles	PRO	PRO;3
alles	allen	alles	al	PRO	PRO
alles	alles	alles	alles	PRO	PRO;3
onafhanklike	zelfstandig	onafhanklik	zelfstandig	ADJ;NOM	ADJ
onafhanklike	onafhankelijke	onafhanklik	onafhankelijk	ADJ;NOM	ADJ
onafhanklike	onafhankelijk	onafhanklik	onafhankelijk	ADJ;NOM	ADJ
demokratiese	democratische	demokraties	democratisch	ADJ;NOM	ADJ
demokratiese	democratisch	demokraties	democratisch	ADJ;NOM	ADJ
wys	tonen	wys	tonen	V;PRS	V;NFIN
spesifieke	specifiek	spesifiek	specifiek	ADJ;NOM	ADJ
spesifieke	specifieke	spesifiek	specifiek	ADJ;NOM	ADJ
gemiddelde	gemiddelde	gemiddel	gemiddeld	ADJ;NOM	ADJ
gemiddelde	gemiddeld	gemiddel	gemiddeld	ADJ;NOM	ADJ
stryd	worsteling	stryd	worsteling	N;SG	N;MASC+FEM;SG
stryd	strijd	stryd	strijd	N;SG	N;MASC+FEM;SG
huwelik	huwelijk	huwelik	huwelijk	N;SG	N;NEUT;SG
vrygestel	vrijgelaten	vrystel	vrijlaten	V;PST;V.PTCP	V;V.PTCP
vrygestel	vrijgegeven	vrystel	vrijgeven	V;PST;V.PTCP	V;V.PTCP
vrygestel	uitgebracht	vrystel	uitbrengen	V;PST;V.PTCP	V;V.PTCP
leef	levende	leef	leven	V;PRS	V;V.PTCP
toegeken	toegewezen	toeken	toewijzen	V;PST;V.PTCP	V;V.PTCP
gelede	geleden	gelede	geleden	ADV	ADV
beïnvloed	beïnvloeden	beïnvloed	beïnvloeden	V;PRS	V;NFIN
beïnvloed	beïnvloeden	beïnvloed	beïnvloeden	V;PRS	V;NFIN
bron	bron	bron	bron	N;SG	N;MASC+FEM;SG
projek	project	projek	project	N;SG	N;NEUT;SG
behalwe	behalve	behalwe	behalve	CONJ	CONJ
alfabet	alfabet	alfabet	alfabet	N;SG	N;NEUT;SG
kind	kind	kind	kind	N;SG	N;NEUT;SG
kind	jongen	kind	jongen	N;SG	N;MASC+FEM;SG
kind	kind	kind	kind	N;SG	N;NEUT;SG
kind	kindje	kind	kind	N;SG	N;NEUT;SG
voorbeelde	sjablonen	voorbeeld	sjabloon	N;PL	N;PL
voorbeelde	voorbeelden	voorbeeld	voorbeeld	N;PL	N;PL
voorbeelde	monsters	voorbeeld	monster	N;PL	N;PL
strek	uitstrekken	strek	uitstrekken	V;PRS	V;NFIN
strek	strekken	strek	strekken	V;PRS	V;NFIN
strek	rekken	strek	rekken	V;PRS	V;NFIN
strek	uitrekken	strek	uitrekken	V;PRS	V;NFIN
eenheid	eenheid	eenheid	eenheid	N;SG	N;MASC+FEM;SG
eenheid	unit	eenheid	unit	N;SG	N;MASC+FEM;SG
teks	tekst	teks	tekst	N;SG	N;MASC+FEM;SG
vloot	zeemacht	vloot	zeemacht	N;SG	N;MASC+FEM;SG
vloot	marine	vloot	marine	N;SG	N;MASC+FEM;SG
mate	meting	mate	meting	N;SG	N;MASC+FEM;SG
kommissie	commissie	kommissie	commissie	N;SG	N;MASC+FEM;SG
bevorder	gepromoot	bevorder	gepromoot	V;PRS	V;V.PTCP
bevorder	gepromoot	bevorder	gepromoot	V;PRS	V;V.PTCP
bevorder	gepromoveerd	bevorder	promoveren	V;PRS	V;V.PTCP
bevorder	promoten	bevorder	promoot	V;PRS	V;NFIN
bevorder	promoot	bevorder	promoot	V;PRS	V;SG;PRS;FIN
bevorder	bevorderen	bevorder	bevorderen	V;PRS	V;NFIN
bevorder	promoten	bevorder	promoot	V;PRS	V;NFIN
studie	studie	studie	studie	N;SG	N;MASC+FEM;SG
burgemeester	burgemeester	burgemeester	burgemeester	N;SG	N;MASC+FEM;SG
gebaseer	gebaseerd	baseer	baseren	V;PST;V.PTCP	V;V.PTCP
afstand	afstand	afstand	afstand	N;SG	N;MASC+FEM;SG
sit	zittend	sit	zittend	V;PRS	V;V.PTCP
sit	zittende	sit	zitten	V;PRS	V;V.PTCP
aangeneem	veronderstelde	aanneem	veronderstellen	V;PST;V.PTCP	V;SG;PST;FIN
aangeneem	geadopteerd	aanneem	dopteren	V;PST;V.PTCP	V;V.PTCP
aangeneem	aangenomen	aanneem	aannemen	V;PST;V.PTCP	V;V.PTCP
aangeneem	goedgekeurd	aanneem	goedkeuren	V;PST;V.PTCP	V;V.PTCP
navorsing	onderzoek	navorsing	onderzoek	N;SG	N;NEUT;SG
navorsing	research	navorsing	research	N;SG	N;MASC+FEM;SG
bestuur	managen	bestuur	managen	V;PRS	V;NFIN
bestuur	beheren	bestuur	beheren	V;PRS	V;NFIN
bestuur	rijden	bestuur	rijden	V;PRS	V;NFIN
bestuur	rijdend	bestuur	rijden	V;PRS	V;V.PTCP
bestuur	autorijden	bestuur	autorijd	V;PRS	V;NFIN
