blev	滞在	blive	滞在	V;IND;PST;FIN;ACT	V
band	バンド	band	バンド	N;INDF;NEUT;SG	N
succes	サクセス	succes	サクセス	N;INDF;MASC+FEM;SG	N
vejen	道路	vej	道路	N;DEF;MASC+FEM;SG	N
sider	ページ	side	ページ	N;INDF;MASC+FEM;PL	N
rock	ロック	rock	ロック	N;INDF;MASC+FEM;SG	N
bytes	バイト	byte	バイト	N;INDF;MASC+FEM;SG	N
kongen	国王	konge	国王	N;DEF;MASC+FEM;SG	N
kongen	キング	konge	キング	N;DEF;MASC+FEM;SG	N
runde	ラウンド	runde	ラウンド	N;INDF;MASC+FEM;SG	N
label	ラベル	label	ラベル	N;INDF;NEUT;SG	N
park	パーク	park	パーク	N;INDF;MASC+FEM;SG	N
park	公園	park	公園	N;INDF;MASC+FEM;SG	N
centrum	下町	centrum	下町	N;INDF;NEUT;SG	N
centrum	センター	centrum	センター	N;INDF;NEUT;SG	N
centrum	中央	centrum	中央	N;INDF;NEUT;SG	N
centrum	中心	centrum	中心	N;INDF;NEUT;SG	N
centrum	中央	centrum	中央	N;INDF;NEUT;SG	N
centrum	センター	centrum	センター	N;INDF;NEUT;SG	N
centrum	中心	centrum	中心	N;INDF;NEUT;SG	N
mor	ママ	mor	ママ	N;INDF;MASC+FEM;SG	N
mor	母親	mor	母親	N;INDF;MASC+FEM;SG	N
stand	スタンド	stand	スタンド	N;INDF;MASC+FEM;SG	N
stand	状態	stand	状態	N;INDF;MASC+FEM;SG	N
stand	条件	stand	条件	N;INDF;MASC+FEM;SG	N
fly	フライト	fly	フライト	N;INDF;NEUT;SG	N
fly	飛行	fly	飛行	N;INDF;NEUT;SG	N
fly	航空機	fly	航空機	N;INDF;NEUT;SG	N
fly	飛行機	fly	飛行機	N;INDF;NEUT;SG	N
fly	飛行機	fly	飛行機	N;INDF;NEUT;SG	N
fly	飛行機	fly	飛行機	N;INDF;NEUT;SG	N
klubber	クラブ	klub	クラブ	N;INDF;MASC+FEM;PL	N
mulighed	オプション	mulighed	オプション	N;INDF;MASC+FEM;SG	N
mulighed	可能性	mulighed	可能性	N;INDF;MASC+FEM;SG	N
mulighed	好機	mulighed	好機	N;INDF;MASC+FEM;SG	N
mulighed	機会	mulighed	機会	N;INDF;MASC+FEM;SG	N
guitar	ギター	guitar	ギター	N;INDF;MASC+FEM;SG	N
løber	走る	løbe	走る	V;IND;PRS;FIN;ACT	V
teater	劇場	teater	劇場	N;INDF;NEUT;SG	N
teater	シアター	teater	シアター	N;INDF;NEUT;SG	N
teater	演劇	teater	演劇	N;INDF;NEUT;SG	N
teater	演劇	teater	演劇	N;INDF;NEUT;SG	N
teater	劇場	teater	劇場	N;INDF;NEUT;SG	N
midten	真ん中	midte	真ん中	N;DEF;MASC+FEM;SG	N
midten	ミドル	midte	ミドル	N;DEF;MASC+FEM;SG	N
midten	センター	midte	センター	N;DEF;MASC+FEM;SG	N
midten	中央	midte	中央	N;DEF;MASC+FEM;SG	N
midten	中心	midte	中心	N;DEF;MASC+FEM;SG	N
service	サービス	service	サービス	N;INDF;MASC+FEM;SG	N
forsøg	トライアル	forsøg	トライアル	N;INDF;NEUT;SG	N
forsøg	試練	forsøg	試練	N;INDF;NEUT;SG	N
forsøg	実験	forsøg	実験	N;INDF;NEUT;SG	N
forsøg	実験	forsøg	実験	N;INDF;NEUT;SG	N
bøger	書物	bog	書物	N;INDF;MASC+FEM;PL	N
bøger	帳簿	bog	帳簿	N;INDF;MASC+FEM;PL	N
bøger	書籍	bog	書籍	N;INDF;MASC+FEM;PL	N
formål	目的	formål	目的	N;INDF;NEUT;SG	N
formål	目的	formål	目的	N;INDF;NEUT;SG	N
formål	目的	formål	目的	N;INDF;NEUT;SG	N
sankt	聖人	sankt	聖人	N;INDF;NEUT;SG	N
hus	ハウス	hus	ハウス	N;INDF;NEUT;SG	N
stilling	ポジション	stilling	ポジション	N;INDF;MASC+FEM;SG	N
stilling	役職	stilling	役職	N;INDF;MASC+FEM;SG	N
bogen	書物	bog	書物	N;DEF;MASC+FEM;SG	N
bogen	ブック	bog	ブック	N;DEF;MASC+FEM;SG	N
grupper	グループ	gruppe	グループ	N;INDF;MASC+FEM;PL	N
metal	メタル	metal	メタル	N;INDF;MASC+FEM;SG	N
metal	金属	metal	金属	N;INDF;MASC+FEM;SG	N
metal	金属	metal	金属	N;INDF;MASC+FEM;SG	N
linje	直線	linje	直線	N;INDF;MASC+FEM;SG	N
linje	ライン	linje	ライン	N;INDF;MASC+FEM;SG	N
skibe	艦船	skib	艦船	N;INDF;NEUT;PL	N
skibe	船舶	skib	船舶	N;INDF;NEUT;PL	N
www	ウェブ	www	ウェブ	N;INDF;MASC+FEM;SG	N
www	www	www	www	N;INDF;MASC+FEM;SG	N
skrive	書き込み	skrive	書き込み	V;NFIN;ACT	V
skrive	書く	skrive	書く	V;NFIN;ACT	V
skrive	書き込む	skrive	書き込む	V;NFIN;ACT	V
skrive	執筆	skrive	執筆	V;NFIN;ACT	V
skrive	書き込み	skrive	書き込み	V;NFIN;ACT	V
officiel	公式	officiel	公式	ADJ;INDF;MASC+FEM;SG	ADJ
problemer	トラブル	problem	トラブル	N;INDF;NEUT;PL	N
problemer	トラブル	problem	トラブル	N;INDF;NEUT;PL	N
problemer	問題	problem	問題	N;INDF;NEUT;PL	N
problemer	問題	problem	問題	N;INDF;NEUT;PL	N
problemer	問題	problem	問題	N;INDF;NEUT;PL	N
efterhånden	徐々に	efterhånden	徐々に	ADV	ADV
fodbold	サッカー	fodbold	サッカー	N;INDF;MASC+FEM;SG	N
fodbold	フットボール	fodbold	フットボール	N;INDF;MASC+FEM;SG	N
hvide	白い	hvid	白い	ADJ;PL	ADJ
ting	モノ	ting	モノ	N;INDF;MASC+FEM;PL	N
ting	物事	ting	物事	N;INDF;MASC+FEM;PL	N
ting	もの	ting	もの	N;INDF;MASC+FEM;PL	N
arbejdet	作業	arbejde	作業	N;DEF;NEUT;SG	N
arbejdet	仕事	arbejde	仕事	N;DEF;NEUT;SG	N
arbejdet	ワーク	arbejde	ワーク	N;DEF;NEUT;SG	N
indflydelse	影響	indflydelse	影響	N;INDF;MASC+FEM;SG	N
bror	兄弟	bror	兄弟	N;INDF;MASC+FEM;SG	N
retning	方向	retning	方向	N;INDF;MASC+FEM;SG	N
let	易しい	let	易しい	ADJ;INDF;SG	ADJ
let	やさしい	let	やさしい	ADJ;INDF;SG	ADJ
let	簡単	let	簡単	ADJ;INDF;SG	ADJ
let	軽い	let	軽い	ADJ;INDF;SG	ADJ
let	明るい	let	明るい	ADJ;INDF;SG	ADJ
bar	バール	bar	バール	N;INDF;MASC+FEM;SG	N
bar	バー	bar	バー	N;INDF;MASC+FEM;SG	N
tilskuere	観客	tilskuer	観客	N;INDF;MASC+FEM;PL	N
kunst	芸術	kunst	芸術	N;INDF;MASC+FEM;SG	N
kunst	アート	kunst	アート	N;INDF;MASC+FEM;SG	N
kunst	芸術	kunst	芸術	N;INDF;MASC+FEM;SG	N
kunst	美術	kunst	美術	N;INDF;MASC+FEM;SG	N
guld	ゴールド	guld	ゴールド	N;INDF;NEUT;SG	N
måneder	ヶ月	måned	ヶ月	N;INDF;MASC+FEM;PL	N
måneder	月間	måned	月間	N;INDF;MASC+FEM;PL	N
styrke	体力	styrke	体力	N;INDF;MASC+FEM;SG	N
styrke	強度	styrke	強度	N;INDF;MASC+FEM;SG	N
optaget	占領	optage	占領	V;INDF;SG;PST;V.PTCP	V
sæsonen	季節	sæson	季節	N;DEF;MASC+FEM;SG	N
sæsonen	シーズン	sæson	シーズン	N;DEF;MASC+FEM;SG	N
slot	スロット	slå	スロット	N;INDF;NEUT;SG	N
slot	キャッスル	slå	キャッスル	N;INDF;NEUT;SG	N
slot	宮殿	slå	宮殿	N;INDF;NEUT;SG	N
sommer	サマー	sommer	サマー	N;INDF;MASC+FEM;SG	N
ordet	ワード	ord	ワード	N;DEF;NEUT;SG	N
ordet	言葉	ord	言葉	N;DEF;NEUT;SG	N
ordet	単語	ord	単語	N;DEF;NEUT;SG	N
klub	クラブ	klub	クラブ	N;INDF;MASC+FEM;SG	N
hvorfor	なぜ	hvorfor	なぜ	ADV	ADV
henvisning	参考	henvisning	参考	N;INDF;MASC+FEM;SG	N
holdet	チーム	hold	チーム	N;DEF;NEUT;SG	N
roman	ローマン	roman	ローマン	N;INDF;MASC+FEM;SG	N
roman	ロマン	roman	ロマン	N;INDF;MASC+FEM;SG	N
roman	ローマ	roman	ローマ	N;INDF;MASC+FEM;SG	N
roman	小説	roman	小説	N;INDF;MASC+FEM;SG	N
begravet	埋葬	begrave	埋葬	V;INDF;SG;PST;V.PTCP	V
regeringen	政府	regering	政府	N;DEF;MASC+FEM;SG	N
bygninger	建物	bygning	建物	N;INDF;MASC+FEM;PL	N
bygninger	建築物	bygning	建築物	N;INDF;MASC+FEM;PL	N
særligt	特に	særligt	特に	ADV	ADV
jul	クリスマス	jul	クリスマス	N;INDF;MASC+FEM;SG	N
radio	ラジオ	radio	ラジオ	N;INDF;MASC+FEM;SG	N
kultur	文化	kultur	文化	N;INDF;MASC+FEM;SG	N
kultur	カルチャー	kultur	カルチャー	N;INDF;MASC+FEM;SG	N
information	情報	information	情報	N;INDF;MASC+FEM;SG	N
opnåede	達成	opnå	達成	V;IND;PST;FIN;ACT	V
befolkning	人口	befolkning	人口	N;INDF;MASC+FEM;SG	N
snart	まも	snart	まも	ADV	ADV
snart	もう	snart	もう	ADV	ADV
stil	スタイル	stil	スタイル	N;INDF;MASC+FEM;SG	N
politik	ポリシー	politik	ポリシー	N;INDF;MASC+FEM;SG	N
politik	政策	politik	政策	N;INDF;MASC+FEM;SG	N
politik	方針	politik	方針	N;INDF;MASC+FEM;SG	N
politik	政治	politik	政治	N;INDF;MASC+FEM;SG	N
politik	ポリシー	politik	ポリシー	N;INDF;MASC+FEM;SG	N
politik	方針	politik	方針	N;INDF;MASC+FEM;SG	N
høje	高い	høj	高い	ADJ;PL	ADJ
høje	高い	høj	高い	ADJ;PL	ADJ
tjeneste	サービス	tjen	サービス	N;INDF;MASC+FEM;SG	N
vinder	勝利	vinde	勝利	V;IND;PRS;FIN;ACT	V
vinder	勝ち	vinde	勝つ	V;IND;PRS;FIN;ACT	V
vinder	勝つ	vinde	勝つ	V;IND;PRS;FIN;ACT	V
vinder	優勝	vinde	優勝	V;IND;PRS;FIN;ACT	V
vinder	勝利	vinde	勝利	V;IND;PRS;FIN;ACT	V
vinder	勝利	vinde	勝利	V;IND;PRS;FIN;ACT	V
afholdt	開催	afholde	開催	V;INDF;SG;PST;V.PTCP	V
uddannelse	トレーニング	uddannelse	トレーニング	N;INDF;MASC+FEM;SG	N
uddannelse	講習	uddannelse	講習	N;INDF;MASC+FEM;SG	N
uddannelse	教育	uddannelse	教育	N;INDF;MASC+FEM;SG	N
uddannelse	学歴	uddannelse	学歴	N;INDF;MASC+FEM;SG	N
længde	経度	længde	経度	N;INDF;MASC+FEM;SG	N
single	シングル	single	シングル	N;INDF;MASC+FEM;SG	N
single	独身	single	独身	N;INDF;MASC+FEM;SG	N
club	クラブ	club	クラブ	N;INDF;MASC+FEM;SG	N
komponist	作曲家	komponist	作曲家	N;INDF;MASC+FEM;SG	N
point	ポイント	point	ポイント	N;INDF;NEUT;SG	N
point	ポイント	point	ポイント	N;INDF;NEUT;SG	N
manuskript	脚本	manuskript	脚本	N;INDF;NEUT;SG	N
manuskript	原稿	manuskript	原稿	N;INDF;NEUT;SG	N
manuskript	写本	manuskript	写本	N;INDF;NEUT;SG	N
manuskript	脚本	manuskript	脚本	N;INDF;NEUT;SG	N
manuskript	スクリプト	manuskript	スクリプト	N;INDF;NEUT;SG	N
følger	フォロー	følge	フォロー	V;IND;PRS;FIN;ACT	V
følger	フォロー	følge	フォロー	V;IND;PRS;FIN;ACT	V
virksomhed	アクティビティ	virksomhed	アクティビティ	N;INDF;MASC+FEM;SG	N
virksomhed	会社	virksomhed	会社	N;INDF;MASC+FEM;SG	N
virksomhed	営業	virksomhed	営業	N;INDF;MASC+FEM;SG	N
virksomhed	事業	virksomhed	事業	N;INDF;MASC+FEM;SG	N
virksomhed	ビジネス	virksomhed	ビジネス	N;INDF;MASC+FEM;SG	N
virksomhed	企業	virksomhed	企業	N;INDF;MASC+FEM;SG	N
skolen	学校	skole	学校	N;DEF;MASC+FEM;SG	N
skolen	スクール	skole	スクール	N;DEF;MASC+FEM;SG	N
anvendt	応用	anvende	応用	V;INDF;SG;PST;V.PTCP	V
spil	ゲーム	spil	ゲーム	N;INDF;NEUT;SG	N
spil	ゲーム	spil	ゲーム	N;INDF;NEUT;SG	N
prins	プリンス	prins	プリンス	N;INDF;MASC+FEM;SG	N
forlag	パブリッシャー	forlag	パブリッシャー	N;INDF;NEUT;SG	N
forlag	出版社	forlag	出版社	N;INDF;NEUT;SG	N
mark	マーク	mark	マーク	N;INDF;MASC+FEM;SG	N
time	時間	time	時間	N;INDF;MASC+FEM;SG	N
produceret	製造	producere	製造	V;INDF;SG;PST;V.PTCP	V
ledelse	リーダーシップ	ledelse	リーダーシップ	N;INDF;MASC+FEM;SG	N
ledelse	マネジメント	ledelse	マネジメント	N;INDF;MASC+FEM;SG	N
ledelse	マネージメント	ledelse	マネージメント	N;INDF;MASC+FEM;SG	N
dronning	女王	dronning	女王	N;INDF;MASC+FEM;SG	N
etableret	設立	etablere	設立	V;INDF;SG;PST;V.PTCP	V
turneringen	トーナメント	turnering	トーナメント	N;DEF;MASC+FEM;SG	N
hovedstad	資本	hovedstad	資本	N;INDF;MASC+FEM;SG	N
hovedstad	首都	hovedstad	首都	N;INDF;MASC+FEM;SG	N
dyr	動物	dyr	動物	N;INDF;NEUT;SG	N
dyr	アニマル	dyr	アニマル	N;INDF;NEUT;SG	N
dyr	動物	dyr	動物	N;INDF;NEUT;SG	N
stemme	ボイス	stemme	ボイス	N;INDF;MASC+FEM;SG	N
stemme	音声	stemme	音声	N;INDF;MASC+FEM;SG	N
tekst	テキスト	tekst	テキスト	N;INDF;MASC+FEM;SG	N
historien	記事	historie	記事	N;DEF;MASC+FEM;SG	N
historien	ストーリー	historie	ストーリー	N;DEF;MASC+FEM;SG	N
historien	物語	historie	物語	N;DEF;MASC+FEM;SG	N
livet	生命	liv	生命	N;DEF;NEUT;SG	N
livet	人生	liv	人生	N;DEF;NEUT;SG	N
livet	ライフ	liv	ライフ	N;DEF;NEUT;SG	N
stockholm	ストック	stockholm	ストック	N;INDF;NEUT;SG	N
sanger	シンガー	sang	シンガー	N;INDF;MASC+FEM;SG	N
bane	レーン	bane	レーン	N;INDF;MASC+FEM;SG	N
bane	車線	bane	車線	N;INDF;MASC+FEM;SG	N
bane	弾道	bane	弾道	N;INDF;MASC+FEM;SG	N
solgt	落札	sælge	落札	V;INDF;SG;PST;V.PTCP	V
interesse	利子	interesse	利子	N;INDF;MASC+FEM;SG	N
interesse	利息	interesse	利息	N;INDF;MASC+FEM;SG	N
endelig	ついに	endelig	ついに	ADV	ADV
endelig	やっと	endelig	やっと	ADV	ADV
endelig	遂に	endelig	遂にる	ADV	ADV
kejser	皇帝	kejse	皇帝	N;INDF;MASC+FEM;SG	N
kejser	天皇	kejse	天皇	N;INDF;MASC+FEM;SG	N
soldater	兵士	soldat	兵士	N;INDF;MASC+FEM;PL	N
løb	ラン	løb	ラン	N;INDF;NEUT;SG	N
udtryk	用語	udtryk	用語	N;INDF;NEUT;SG	N
fri	自由	fri	自由	ADJ;INDF;MASC+FEM;SG	ADJ
ende	エンド	ende	エンド	N;INDF;MASC+FEM;SG	N
instruktør	監督	instruktør	監督	N;INDF;MASC+FEM;SG	N
instruktør	取締役	instruktør	取締役	N;INDF;MASC+FEM;SG	N
instruktør	講師	instruktør	講師	N;INDF;MASC+FEM;SG	N
instruktør	インストラクター	instruktør	インストラクター	N;INDF;MASC+FEM;SG	N
vinde	勝利	vinde	勝利	V;NFIN;ACT	V
vinde	勝ち	vinde	勝つ	V;NFIN;ACT	V
vinde	勝つ	vinde	勝つ	V;NFIN;ACT	V
vinde	優勝	vinde	優勝	V;NFIN;ACT	V
vinde	勝利	vinde	勝利	V;NFIN;ACT	V
blå	青い	blå	青い	ADJ;PL	ADJ
krav	債権	krav	債権	N;INDF;NEUT;SG	N
krav	要件	krav	要件	N;INDF;NEUT;SG	N
krav	要件	krav	要件	N;INDF;NEUT;SG	N
lærer	学習	lære	学習	V;IND;PRS;FIN;ACT	V
grænser	境界	grænse	境界	N;INDF;MASC+FEM;PL	N
grænser	リミット	grænse	リミット	N;INDF;MASC+FEM;PL	N
grænser	限界	grænse	限界	N;INDF;MASC+FEM;PL	N
specielt	特に	specielt	特に	ADV	ADV
specielt	特に	specielt	特に	ADV	ADV
alligevel	とにかく	alligevel	とにかく	ADV	ADV
spillere	選手	spiller	選手	N;INDF;MASC+FEM;PL	N
spillere	プレイヤー	spiller	プレイヤー	N;INDF;MASC+FEM;PL	N
spillere	ゲーマー	spiller	ゲーマー	N;INDF;MASC+FEM;PL	N
valg	セレクション	valg	セレクション	N;INDF;NEUT;SG	N
valg	選挙	valg	選挙	N;INDF;NEUT;SG	N
valg	選択	valg	選択	N;INDF;NEUT;SG	N
valg	選挙	valg	選挙	N;INDF;NEUT;SG	N
valg	チョイス	valg	チョイス	N;INDF;NEUT;SG	N
træk	プル	træk	プル	N;INDF;NEUT;SG	N
træk	ドロー	træk	ドロー	N;INDF;NEUT;SG	N
ønskede	求む	ønske	求む	V;PL;PST;V.PTCP	V
modsætning	コントラスト	modsætning	コントラスト	N;INDF;MASC+FEM;SG	N
baggrund	背景	baggrund	背景	N;INDF;MASC+FEM;SG	N
baggrund	バックグラウンド	baggrund	バックグラウンド	N;INDF;MASC+FEM;SG	N
delstat	都道府県	delstat	都道府県	N;INDF;MASC+FEM;SG	N
delstat	状態	delstat	状態	N;INDF;MASC+FEM;SG	N
chef	ボス	chef	ボス	N;INDF;MASC+FEM;SG	N
model	モデル	model	モデル	N;INDF;MASC+FEM;SG	N
prisen	プライス	pris	プライス	N;DEF;MASC+FEM;SG	N
prisen	対価	pris	対価	N;DEF;MASC+FEM;SG	N
prisen	値段	pris	値段	N;DEF;MASC+FEM;SG	N
prisen	価格	pris	価格	N;DEF;MASC+FEM;SG	N
litteratur	文学	litteratur	文学	N;INDF;MASC+FEM;SG	N
litteratur	文芸	litteratur	文芸	N;INDF;MASC+FEM;SG	N
selskab	会社	selskab	会社	N;INDF;NEUT;SG	N
tidsskrift	マガジン	tidsskrift	マガジン	N;INDF;NEUT;SG	N
tidsskrift	雑誌	tidsskrift	雑誌	N;INDF;NEUT;SG	N
tidsskrift	ジャーナル	tidsskrift	ジャーナル	N;INDF;NEUT;SG	N
tidsskrift	日記	tidsskrift	日記	N;INDF;NEUT;SG	N
led	関節	led	関節	N;INDF;NEUT;SG	N
samfund	コミュニティ	samfund	コミュニティ	N;INDF;NEUT;SG	N
samfund	社会	samfund	社会	N;INDF;NEUT;SG	N
samfund	社会	samfund	社会	N;INDF;NEUT;SG	N
records	レコード	records	レコード	N;INDF;NEUT;SG	N
klasse	学年	klasse	学年	N;INDF;MASC+FEM;SG	N
klasse	グレード	klasse	グレード	N;INDF;MASC+FEM;SG	N
klasse	階級	klasse	階級	N;INDF;MASC+FEM;SG	N
klasse	クラス	klasse	クラス	N;INDF;MASC+FEM;SG	N
sort	黒い	sort	黒い	ADJ;INDF;SG	ADJ
vis	ショー	vis	ショー	N;INDF;MASC+FEM;SG	N
skibet	船舶	skib	船舶	N;DEF;NEUT;SG	N
magt	権力	magt	権力	N;INDF;MASC+FEM;SG	N
magt	パワー	magt	パワー	N;INDF;MASC+FEM;SG	N
befolkningen	人口	befolkning	人口	N;DEF;MASC+FEM;SG	N
dagen	一日	dag	一日	N;DEF;MASC+FEM;SG	N
skov	フォレスト	skov	フォレスト	N;INDF;MASC+FEM;SG	N
skov	森林	skov	森林	N;INDF;MASC+FEM;SG	N
skov	森林	skov	森林	N;INDF;MASC+FEM;SG	N
samling	編纂	samling	編纂	N;INDF;MASC+FEM;SG	N
samling	コンパイル	samling	コンパイル	N;INDF;MASC+FEM;SG	N
samling	アセンブリ	samling	アセンブリ	N;INDF;MASC+FEM;SG	N
samling	集会	samling	集会	N;INDF;MASC+FEM;SG	N
samling	コレクション	samling	コレクション	N;INDF;MASC+FEM;SG	N
forslag	おすすめ	forslag	おすすめ	N;INDF;NEUT;PL	N
grænsen	ボーダー	grænse	ボーダー	N;DEF;MASC+FEM;SG	N
grænsen	国境	grænse	国境	N;DEF;MASC+FEM;SG	N
kommuner	市町村	kommune	市町村	N;INDF;MASC+FEM;PL	N
kommuner	自治体	kommune	自治体	N;INDF;MASC+FEM;PL	N
stat	都道府県	stat	都道府県	N;INDF;MASC+FEM;SG	N
stat	状態	stat	状態	N;INDF;MASC+FEM;SG	N
union	ユニオン	union	ユニオン	N;INDF;MASC+FEM;SG	N
ændret	変更	ændre	変更	V;INDF;SG;PST;V.PTCP	V
bor	生きる	bo	生きる	V;IND;PRS;FIN;ACT	V
vigtig	重要	vigtig	重要	ADJ;INDF;MASC+FEM;SG	ADJ
alder	年齢	alder	年齢	N;INDF;MASC+FEM;SG	N
spørgsmål	問題	spørgsmål	問題	N;INDF;NEUT;PL	N
tab	損失	tab	損失	N;INDF;NEUT;SG	N
tab	損失	tab	損失	N;INDF;NEUT;SG	N
tab	タブ	tab	タブ	N;INDF;NEUT;SG	N
eksempler	用例	eksempel	用例	N;INDF;NEUT;PL	N
eksempler	実例	eksempel	実例	N;INDF;NEUT;PL	N
højt	高い	høj	高い	ADJ;INDF;NEUT;SG	ADJ
skabt	作成	skabe	作成	V;INDF;SG;PST;V.PTCP	V
slag	バトル	slag	バトル	N;INDF;NEUT;SG	N
slag	パンチ	slag	パンチ	N;INDF;NEUT;SG	N
slag	平手	slag	平手	N;INDF;NEUT;SG	N
status	近況	status	近況	N;INDF;MASC+FEM;SG	N
træner	トレーナー	træne	トレーナー	N;INDF;MASC+FEM;SG	N
træner	コーチ	træne	コーチ	N;INDF;MASC+FEM;SG	N
roller	役割	rolle	役割	N;INDF;MASC+FEM;PL	N
tildelt	付与	tildele	付与	V;INDF;SG;PST;V.PTCP	V
kilde	ソース	kilde	ソース	N;INDF;MASC+FEM;SG	N
kilde	出典	kilde	出典	N;INDF;MASC+FEM;SG	N
enheder	単位	enhed	単位	N;INDF;MASC+FEM;PL	N
enheder	ユニット	enhed	ユニット	N;INDF;MASC+FEM;PL	N
enheder	エンティティ	enhed	エンティティ	N;INDF;MASC+FEM;PL	N
enheder	標本	enhed	標本	N;INDF;MASC+FEM;PL	N
enheder	デバイス	enhed	デバイス	N;INDF;MASC+FEM;PL	N
enheder	機器	enhed	機器	N;INDF;MASC+FEM;PL	N
regel	ルール	regel	ルール	N;INDF;MASC+FEM;SG	N
våben	武器	våben	武器	N;INDF;NEUT;PL	N
våben	兵器	våben	兵器	N;INDF;NEUT;PL	N
våben	武器	våben	武器	N;INDF;NEUT;PL	N
våben	ガン	våben	ガン	N;INDF;NEUT;PL	N
spor	トラック	spor	トラック	N;INDF;NEUT;SG	N
spor	トラック	spor	トラック	N;INDF;NEUT;SG	N
hertug	公爵	hertug	公爵	N;INDF;MASC+FEM;SG	N
venner	友だち	ven	友だち	N;INDF;MASC+FEM;PL	N
venner	友達	ven	友達	N;INDF;MASC+FEM;PL	N
west	ウエスト	west	ウエスト	N;INDF;MASC+FEM;SG	N
west	西部	west	西部	N;INDF;MASC+FEM;SG	N
størrelse	サイズ	størrelse	サイズ	N;INDF;MASC+FEM;SG	N
penge	お	penge	お	N;INDF;MASC+FEM;PL	N
penge	貨幣	penge	貨幣	N;INDF;MASC+FEM;PL	N
penge	マネー	penge	マネー	N;INDF;MASC+FEM;PL	N
penge	金銭	penge	金銭	N;INDF;MASC+FEM;PL	N
lys	ろうそく	lys	ろうそく	N;INDF;NEUT;SG	N
lys	キャンドル	lys	キャンドル	N;INDF;NEUT;SG	N
lys	ライト	lys	ライト	N;INDF;NEUT;SG	N
lys	ライト	lys	ライト	N;INDF;NEUT;SG	N
produktion	出力	produktion	出力	N;INDF;MASC+FEM;SG	N
produktion	プロダクション	produktion	プロダクション	N;INDF;MASC+FEM;SG	N
slægt	系統	slægge	系統	N;INDF;MASC+FEM;SG	N
slægt	血統	slægge	血統	N;INDF;MASC+FEM;SG	N
huset	ハウス	hus	ハウス	N;DEF;NEUT;SG	N
forældre	両親	forælder	両親	N;INDF;MASC+FEM;PL	N
forældre	保護者	forælder	保護者	N;INDF;MASC+FEM;PL	N
kongens	国王	konge	国王	N;GEN;DEF;MASC+FEM;SG	N
kongens	キング	konge	キング	N;GEN;DEF;MASC+FEM;SG	N
sten	ストーン	sten	ストーン	N;INDF;MASC+FEM;SG	N
sten	岩石	sten	岩石	N;INDF;MASC+FEM;SG	N
sten	ロック	sten	ロック	N;INDF;MASC+FEM;SG	N
folketinget	議会	folketing	議会	N;DEF;NEUT;SG	N
folketinget	国会	folketing	国会	N;DEF;NEUT;SG	N
huse	家屋	hus	家屋	N;INDF;NEUT;PL	N
solgte	落札	sælge	落札	V;PST;FIN;ACT	V
vægt	重量	vægt	重量	N;INDF;MASC+FEM;SG	N
vægt	体重	vægt	体重	N;INDF;MASC+FEM;SG	N
football	フットボール	football	フットボール	N;INDF;MASC+FEM;SG	N
kraft	フォース	kraft	フォース	N;INDF;MASC+FEM;SG	N
kraft	権力	kraft	権力	N;INDF;MASC+FEM;SG	N
kraft	パワー	kraft	パワー	N;INDF;MASC+FEM;SG	N
skriver	書き込み	skrive	書き込み	V;IND;PRS;FIN;ACT	V
skriver	書く	skrive	書く	V;IND;PRS;FIN;ACT	V
skriver	書き込む	skrive	書き込む	V;IND;PRS;FIN;ACT	V
skriver	執筆	skrive	執筆	V;IND;PRS;FIN;ACT	V
skriver	書き込み	skrive	書き込み	V;IND;PRS;FIN;ACT	V
hvid	白い	hvid	白い	ADJ;INDF;MASC+FEM;SG	ADJ
ridder	騎士	ridder	騎士	N;INDF;MASC+FEM;SG	N
ridder	ナイト	ridder	ナイト	N;INDF;MASC+FEM;SG	N
central	中央	central	中央	N;INDF;MASC+FEM;SG	N
flåde	海軍	flåde	海軍	N;INDF;MASC+FEM;SG	N
flåde	ネイビー	flåde	ネイビー	N;INDF;MASC+FEM;SG	N
flåde	艦隊	flåde	艦隊	N;INDF;MASC+FEM;SG	N
sorte	黒い	sort	黒い	ADJ;PL	ADJ
vigtige	重要	vigtig	重要	ADJ;PL	ADJ
programmet	プログラム	program	プログラム	N;DEF;NEUT;SG	N
angrebet	進撃	angreb	進撃	N;DEF;NEUT;SG	N
planter	植物	planter	植物	N;INDF;MASC+FEM;PL	N
journalist	ジャーナリスト	journalist	ジャーナリスト	N;INDF;MASC+FEM;SG	N
journalist	リポーター	journalist	リポーター	N;INDF;MASC+FEM;SG	N
journalist	レポーター	journalist	レポーター	N;INDF;MASC+FEM;SG	N
klassen	階級	klasse	階級	N;DEF;MASC+FEM;SG	N
klassen	クラス	klasse	クラス	N;DEF;MASC+FEM;SG	N
kvinde	女性	kvinde	女性	N;INDF;MASC+FEM;SG	N
kvinde	女性	kvinde	女性	N;INDF;MASC+FEM;SG	N
stationen	ステーション	station	ステーション	N;DEF;MASC+FEM;SG	N
yngre	若い	ung	若い	ADJ;CMPR	ADJ
oplysninger	情報	oplysning	情報	N;INDF;MASC+FEM;PL	N
oplysninger	情報	oplysning	情報	N;INDF;MASC+FEM;PL	N
oplysninger	データ	oplysning	データ	N;INDF;MASC+FEM;PL	N
barn	子供	barn	子供	N;INDF;NEUT;SG	N
barn	児童	barn	児童	N;INDF;NEUT;SG	N
svært	難しい	svær	難しい	ADJ;INDF;NEUT;SG	ADJ
