del	de	del	de	ADP;MASC;SG	ADP
manera	xeito	manera	xeito	N;FEM;SG	N
manera	maneira	manera	maneira	N;FEM;SG	N
manera	forma	manera	forma	N;FEM;SG	N
manera	camiño	manera	camiño	N;FEM;SG	N
laboratorio	laboratorio	laboratorio	laboratorio	N;MASC;SG	N
laboratorio	laboratorio	laboratorio	laboratorio	N;MASC;SG	N
libro	libro	libro	libro	N;MASC;SG	N
estudios	estudos	estudio	estudo	N;MASC;PL	N
estudios	estudios	estudio	estudio	N;MASC;PL	N
estudios	análises	estudio	análise	N;MASC;PL	N
estudios	estudo	estudio	estudo	N;MASC;PL	N
diferentes	diferentes	diferente	diferente	ADJ;PL	ADJ
diferentes	distintas	diferente	distinto	ADJ;PL	ADJ
diferentes	distinto	diferente	distinto	ADJ;PL	ADJ
diferentes	distintos	diferente	distinto	ADJ;PL	ADJ
diferentes	diferente	diferente	diferente	ADJ;PL	ADJ
nivel	nivel	nivel	nivel	N;MASC;SG	N
mayoría	maioría	mayoría	maioría	N;FEM;SG	N
unión	unión	unión	unión	N;FEM;SG	N
unión	sindicato	unión	sindicato	N;FEM;SG	N
unión	sindicalista	unión	sindicalista	N;FEM;SG	N
unión	sindical	unión	sindical	N;FEM;SG	N
edad	anos	edad	ano	N;FEM;SG	N
edad	idade	edad	idade	N;FEM;SG	N
artículos	artigos	artículo	artigo	N;MASC;PL	N
artículos	obxectos	artículo	obxecto	N;MASC;PL	N
artículos	puntos	artículo	punto	N;MASC;PL	N
artículos	artigos	artículo	artigo	N;MASC;PL	N
artículos	das	artículo	das	N;MASC;PL	N
juego	partido	juego	partido	N;MASC;SG	N
juego	xogo	juego	xogo	N;MASC;SG	N
juego	videoxogos	juego	videoxogos	N;MASC;SG	N
juego	xogo	juego	xogo	N;MASC;SG	N
arte	arte	arte	arte	N;SG	N
especies	especie	especie	especie	N;FEM;PL	N
especies	especies	especie	especie	N;FEM;PL	N
estilo	estilo	estilo	estilo	N;MASC;SG	N
cine	película	cine	película	N;MASC;SG	N
cine	filme	cine	filme	N;MASC;SG	N
cine	cine	cine	cinir	N;MASC;SG	N
cine	cinema	cine	cinema	N;MASC;SG	N
cine	filmes	cine	filme	N;MASC;SG	N
cine	cinema	cine	cinema	N;MASC;SG	N
cine	filmes	cine	filme	N;MASC;SG	N
cine	película	cine	película	N;MASC;SG	N
cine	filme	cine	filme	N;MASC;SG	N
proyecto	proxecto	proyecto	proxecto	N;MASC;SG	N
center	centro	center	centro	N;MASC;SG	N
costa	costa	costa	costa	N;FEM;SG	N
costa	marfil	costa	marfil	N;FEM;SG	N
costa	na	costa	na	N;FEM;SG	N
equipos	equipamento	equipo	equipamento	N;MASC;PL	N
origen	orixe	origen	orixe	N;MASC;SG	N
origen	fonte	origen	fonte	N;MASC;SG	N
origen	orixe	origen	orixe	N;MASC;SG	N
código	código	código	código	N;MASC;SG	N
museo	museo	museo	museo	N;MASC;SG	N
puntos	puntos	punto	punto	N;MASC;PL	N
puntos	cabos	punto	cabo	N;MASC;PL	N
puntos	puntos	punto	punto	N;MASC;PL	N
militar	militar	militar	militar	ADJ;SG	ADJ
américa	estados	américa	estado	N;FEM;SG	N
producción	produción	producción	produción	N;FEM;SG	N
producción	producción	producción	producción	N;FEM;SG	N
tener	ter	tener	ter	V;NFIN	V
tener	tendo	tener	ter	V;NFIN	V
tener	ter	tener	ter	V;NFIN	V
tener	teñen	tener	ter	V;NFIN	V
tener	temos	tener	ter	V;NFIN	V
tener	teño	tener	ter	V;NFIN	V
plantas	plantas	planta	planta	N;FEM;PL	N
plantas	planta	planta	planta	N;FEM;PL	N
comenzó	comecei	comenzar	comecer	V;IND;SG;3;PST;FIN	V
comenzó	comezamos	comenzar	comezar	V;IND;SG;3;PST;FIN	V
comenzó	empecei	comenzar	empecar	V;IND;SG;3;PST;FIN	V
comenzó	comezou	comenzar	comezar	V;IND;SG;3;PST;FIN	V
comenzó	comecei	comenzar	comecer	V;IND;SG;3;PST;FIN	V
comenzó	comezaron	comenzar	comezar	V;IND;SG;3;PST;FIN	V
comenzó	comezou	comenzar	comezar	V;IND;SG;3;PST;FIN	V
comenzó	empezou	comenzar	empezar	V;IND;SG;3;PST;FIN	V
debe	debo	deber	deber	V;IND;SG;3;PRS;FIN	V
debe	debe	deber	deber	V;IND;SG;3;PRS;FIN	V
debe	debemos	deber	deber	V;IND;SG;3;PRS;FIN	V
debe	deben	deber	deber	V;IND;SG;3;PRS;FIN	V
debe	hai	deber	haber	V;IND;SG;3;PRS;FIN	V
siempre	sempre	siempre	sempre	ADV	ADV
metros	metros	metro	metro	N;MASC;PL	N
oro	ouro	oro	ouro	N;MASC;SG	N
oro	ouro	oro	ouro	N;MASC;SG	N
posteriormente	despois	posteriormente	despois	ADV	ADV
posteriormente	máis	posteriormente	máis	ADV	ADV
posteriormente	logo	posteriormente	logo	ADV	ADV
casi	case	casi	case	ADV	ADV
casi	case	casi	case	ADV	ADV
casi	preto	casi	preto	ADV	ADV
construcción	edificio	construcción	edificio	N;FEM;SG	N
construcción	construción	construcción	construción	N;FEM;SG	N
construcción	construción	construcción	construción	N;FEM;SG	N
construcción	construcción	construcción	construcción	N;FEM;SG	N
construcción	construtora	construcción	construtor	N;FEM;SG	N
francés	franceses	francés	francese	N;MASC;SG	N
francés	francés	francés	francés	N;MASC;SG	N
cultura	cultura	cultura	cultura	N;FEM;SG	N
cultura	cultivo	cultura	cultivo	N;FEM;SG	N
cerca	preto	cerca	preto	ADV	ADV
cerca	preto	cerca	preto	ADV	ADV
cerca	preto	cerca	preto	ADV	ADV
estudio	estudo	estudio	estudo	N;MASC;SG	N
estudio	despacho	estudio	despacho	N;MASC;SG	N
estudio	estudio	estudio	estudio	N;MASC;SG	N
principales	principal	principal	principal	ADJ;PL	ADJ
principales	importante	principal	importante	ADJ;PL	ADJ
usuario	usuario	usuario	usuario	N;MASC;SG	N
finalmente	finalmente	finalmente	final	ADV	ADV
cinco	5	cinco	5	NUM;PL	NUM
anterior	anteriores	anterior	anterior	ADJ;SG	ADJ
cargo	carga	cargo	carga	N;MASC;SG	N
cargo	cargamento	cargo	cargamento	N;MASC;SG	N
cargo	cargo	cargo	cargo	N;MASC;SG	N
cargo	mando	cargo	mando	N;MASC;SG	N
cargo	cargos	cargo	cargo	N;MASC;SG	N
cargo	carga	cargo	carga	N;MASC;SG	N
batalla	batalla	batalla	batalla	N;FEM;SG	N
derecho	leis	derecho	lei	N;MASC;SG	N
derecho	lei	derecho	lei	N;MASC;SG	N
imagen	imaxe	imagen	imaxe	N;FEM;SG	N
gracias	grazas	gracias	graza	N	N
gracias	grazas	gracias	graza	N	N
gracias	gracias	gracias	gracia	N	N
puerto	porto	puerto	porto	N;MASC;SG	N
mucho	moito	mucho	moito	ADV	ADV
mucho	máis	mucho	máis	ADV	ADV
mucho	tanto	mucho	tanto	ADV	ADV
social	social	social	social	ADJ;SG	ADJ
social	sociais	social	social	ADJ;SG	ADJ
millones	millóns	millón	millón	N;MASC;PL	N
millones	millón	millón	millón	N;MASC;PL	N
millones	millóns	millón	millón	N;MASC;PL	N
millones	milleiros	millón	milleiro	N;MASC;PL	N
comunidad	comunidade	comunidad	comunidade	N;FEM;SG	N
fin	fin	fin	fin	N;MASC;SG	N
fin	final	fin	final	N;MASC;SG	N
acuerdo	acordo	acuerdo	acordo	N;MASC;SG	N
acuerdo	arranxo	acuerdo	arranxo	N;MASC;SG	N
acuerdo	acordo	acuerdo	acordo	N;MASC;SG	N
lado	lado	lado	lado	N;MASC;SG	N
servicio	servizo	servicio	servizo	N;MASC;SG	N
rock	rocha	rock	rocha	N;MASC;SG	N
rock	pedra	rock	pedra	N;MASC;SG	N
rock	rock	rock	rock	N;MASC;SG	N
político	político	político	político	ADJ;MASC;SG	ADJ
películas	filmes	película	filme	N;FEM;PL	N
películas	filmes	película	filme	N;FEM;PL	N
películas	cinema	película	cinema	N;FEM;PL	N
ver	ver	ver	ver	V;NFIN	V
ver	vexo	ver	vexo	V;NFIN	V
fuera	fóra	fuera	fóra	ADV	ADV
fuera	fóra	fuera	fóra	ADV	ADV
mediante	por	mediante	por	ADP	ADP
popular	populares	popular	popular	ADJ;SG	ADJ
popular	impopular	popular	impopular	ADJ;SG	ADJ
hoy	hoxe	hoy	hoxe	ADV	ADV
alto	alto	alto	alto	ADJ;MASC;SG	ADJ
alto	alta	alto	alto	ADJ;MASC;SG	ADJ
alto	alto	alto	alto	ADJ;MASC;SG	ADJ
alto	alta	alto	alto	ADJ;MASC;SG	ADJ
cuerpo	corpo	cuerpo	corpo	N;MASC;SG	N
sino	pero	sino	pero	CONJ	CONJ
sino	mais	sino	mais	CONJ	CONJ
siguientes	seguintes	siguiente	seguinte	ADJ;PL	ADJ
siguientes	seguinte	siguiente	seguinte	ADJ;PL	ADJ
disco	ubicación	disco	ubicación	N;MASC;SG	N
finales	final	final	final	N;MASC;PL	N
sociedad	sociedade	sociedad	sociedade	N;FEM;SG	N
tema	tema	tema	tema	N;MASC;SG	N
tema	asunto	tema	asunto	N;MASC;SG	N
tema	suxeito	tema	suxeito	N;MASC;SG	N
tema	tema	tema	tema	N;MASC;SG	N
tema	materia	tema	materia	N;MASC;SG	N
dirección	dirección	dirección	dirección	N;FEM;SG	N
dirección	xestión	dirección	xestión	N;FEM;SG	N
dirección	dirección	dirección	dirección	N;FEM;SG	N
dirección	discurso	dirección	discurso	N;FEM;SG	N
dirección	enderezo	dirección	enderezo	N;FEM;SG	N
dirección	dirección	dirección	dirección	N;FEM;SG	N
hombres	homes	hombre	home	N;MASC;PL	N
última	último	último	último	ADJ;FEM;SG	ADJ
última	últimos	último	último	ADJ;FEM;SG	ADJ
última	pasado	último	pasado	ADJ;FEM;SG	ADJ
última	última	último	último	ADJ;FEM;SG	ADJ
última	últimos	último	último	ADJ;FEM;SG	ADJ
última	último	último	último	ADJ;FEM;SG	ADJ
última	últimas	último	último	ADJ;FEM;SG	ADJ
original	orixinal	original	orixinal	ADJ;SG	ADJ
original	orixinais	original	orixinal	ADJ;SG	ADJ
ley	leis	ley	lei	N;FEM;SG	N
ley	lei	ley	lei	N;FEM;SG	N
ley	acto	ley	acto	N;FEM;SG	N
oeste	oeste	oeste	oeste	N;MASC;SG	N
oeste	occidente	oeste	occidente	N;MASC;SG	N
mujeres	mulleres	mujer	muller	N;FEM;PL	N
incluso	incluso	incluso	incluso	ADV	ADV
incluso	aínda	incluso	aínda	ADV	ADV
incluso	sequera	incluso	sequera	ADV	ADV
cambio	cambio	cambio	cambio	N;MASC;SG	N
cambio	intercambio	cambio	intercambio	N;MASC;SG	N
style	estilo	style	estilo	N	N
instituto	instituto	instituto	instituto	N;MASC;SG	N
público	audiencia	público	audiencia	N;MASC;SG	N
público	auditorio	público	auditorio	N;MASC;SG	N
público	audiencia	público	audiencia	N;MASC;SG	N
público	auditorios	público	auditorio	N;MASC;SG	N
miembro	membro	miembro	membro	N;MASC;SG	N
miembro	membros	miembro	membro	N;MASC;SG	N
miembro	fuga	miembro	fugar	N;MASC;SG	N
superior	superior	superior	superior	ADJ;SG	ADJ
superior	superiores	superior	superior	ADJ;SG	ADJ
superior	alta	superior	alto	ADJ;SG	ADJ
superior	maior	superior	maior	ADJ;SG	ADJ
superior	altas	superior	alto	ADJ;SG	ADJ
superior	alto	superior	alto	ADJ;SG	ADJ
media	prensa	media	prensa	N;FEM;SG	N
media	medios	media	medio	N;FEM;SG	N
media	comunicación	media	comunicación	N;FEM;SG	N
media	media	media	media	N;FEM;SG	N
media	medio	media	medio	N;FEM;SG	N
media	mediocre	media	mediocre	N;FEM;SG	N
california	california	california	california	N;FEM;SG	N
parque	parque	parque	parque	N;MASC;SG	N
llegó	cheguei	llegar	chegar	V;IND;SG;3;PST;FIN	V
llegó	chegou	llegar	chegar	V;IND;SG;3;PST;FIN	V
llegó	chegamos	llegar	chegar	V;IND;SG;3;PST;FIN	V
llegó	chegaron	llegar	chegar	V;IND;SG;3;PST;FIN	V
llegó	chegar	llegar	chegar	V;IND;SG;3;PST;FIN	V
radio	radio	radio	radio	N;FEM;SG	N
ahora	agora	ahora	agora	ADV	ADV
world	mundo	world	mundo	N	N
cruz	cruz	cruz	cruz	N;FEM;SG	N
cabo	cabo	cabo	cabo	N;MASC;SG	N
brasil	brasil	brasil	brasil	N;SG	N
red	rede	red	rede	N;FEM;SG	N
red	rede	red	rede	N;FEM;SG	N
red	vermello	red	vermello	N;FEM;SG	N
red	vermella	red	vermello	N;FEM;SG	N
red	vermellos	red	vermello	N;FEM;SG	N
red	roxa	red	roxa	N;FEM;SG	N
red	comunista	red	comunista	N;FEM;SG	N
aquí	aquí	aquí	aquí	ADV	ADV
canal	canle	canal	canle	N;MASC;SG	N
movimiento	movemento	movimiento	movemento	N;MASC;SG	N
movimiento	movemento	movimiento	movemento	N;MASC;SG	N
movimiento	movementos	movimiento	movemento	N;MASC;SG	N
movimiento	movimento	movimiento	movimento	N;MASC;SG	N
movimiento	xesto	movimiento	xesto	N;MASC;SG	N
revista	revistas	revista	revista	N;FEM;SG	N
revista	revista	revista	revista	N;FEM;SG	N
revista	revista	revista	revista	N;FEM;SG	N
éxito	éxito	éxito	éxito	N;MASC;SG	N
éxito	éxito	éxito	éxito	N;MASC;SG	N
relación	relación	relación	relación	N;FEM;SG	N
relación	relación	relación	relación	N;FEM;SG	N
elecciones	elección	elección	elección	N;FEM;PL	N
elecciones	eleccións	elección	elección	N;FEM;PL	N
elecciones	eleccións	elección	elección	N;FEM;PL	N
plaza	praza	plaza	praza	N;FEM;SG	N
grande	grande	grande	grande	ADJ;SG	ADJ
grande	gran	grande	gran	ADJ;SG	ADJ
grande	grandes	grande	grande	ADJ;SG	ADJ
grande	grande	grande	grande	ADJ;SG	ADJ
grande	grandes	grande	grande	ADJ;SG	ADJ
grande	gran	grande	gran	ADJ;SG	ADJ
distribución	distribución	distribución	distribución	N;FEM;SG	N
compañía	empresa	compañía	empresa	N;FEM;SG	N
compañía	compañía	compañía	compañía	N;FEM;SG	N
islas	illas	isla	illa	N;FEM;PL	N
proceso	proceso	proceso	proceso	N;MASC;SG	N
alrededor	arredor	alrededor	arredor	ADV	ADV
alrededor	aquí	alrededor	aquí	ADV	ADV
musical	musical	musical	musical	ADJ;SG	ADJ
musical	musicais	musical	musical	ADJ;SG	ADJ
territorio	territorio	territorio	territorio	N;MASC;SG	N
dice	di	decir	dicir	V;IND;SG;3;PRS;FIN	V
dice	dixo	decir	dicir	V;IND;SG;3;PRS;FIN	V
hombre	home	hombre	home	N;MASC;SG	N
algo	algo	algo	algo	PRO;SG	PRO
voz	voz	voz	voz	N;FEM;SG	N
década	década	década	década	N;FEM;SG	N
madre	nai	madre	nai	N;FEM;SG	N
madre	á	madre	á	N;FEM;SG	N
madre	mamá	madre	mamá	N;FEM;SG	N
organización	organización	organización	organización	N;FEM;SG	N
organización	sindicato	organización	sindicato	N;FEM;SG	N
aún	aínda	aún	aínda	ADV	ADV
aún	aínda	aún	aínda	ADV	ADV
decir	dicir	decir	dicir	V;NFIN	V
decir	di	decir	dicir	V;NFIN	V
decir	dicir	decir	dicir	V;NFIN	V
decir	dille	decir	dille	V;NFIN	V
importantes	importante	importante	importante	ADJ;PL	ADJ
importantes	importantes	importante	importante	ADJ;PL	ADJ
resultado	resultado	resultado	resultado	N;MASC;SG	N
resultado	consecuencia	resultado	consecuencia	N;MASC;SG	N
resultado	resultado	resultado	resultado	N;MASC;SG	N
china	china	chino	china	N;FEM;SG	N
calle	rúa	calle	rúa	N;FEM;SG	N
papel	papel	papel	papel	N;MASC;SG	N
papel	xornal	papel	xornal	N;MASC;SG	N
papel	artigo	papel	artigo	N;MASC;SG	N
van	van	ir	ir	V;IND;PL;3;PRS;FIN	V
medios	prensa	medio	prensa	N;MASC;PL	N
medios	medios	medio	medio	N;MASC;PL	N
medios	comunicación	medio	comunicación	N;MASC;PL	N
medios	medios	medio	medio	N;MASC;PL	N
francesa	francesa	francés	francesar	ADJ;FEM;SG	ADJ
francesa	francesas	francés	francesa	ADJ;FEM;SG	ADJ
dio	deume	dar	deume	V;IND;SG;3;PST;FIN	V
dio	deu	dar	dar	V;IND;SG;3;PST;FIN	V
empresa	empresa	empresa	empresa	N;FEM;SG	N
empresa	compañía	empresa	compañía	N;FEM;SG	N
empresa	negocios	empresa	negocio	N;FEM;SG	N
empresa	negocio	empresa	negocio	N;FEM;SG	N
empresa	asunto	empresa	asunto	N;FEM;SG	N
empresa	traballo	empresa	traballo	N;FEM;SG	N
mapa	mapa	mapa	mapa	N;MASC;SG	N
civil	civil	civil	civil	ADJ;SG	ADJ
civil	civil	civil	civil	ADJ;SG	ADJ
educación	educación	educación	educación	N;FEM;SG	N
término	termo	término	termo	N;MASC;SG	N
término	prazo	término	prazo	N;MASC;SG	N
término	período	término	período	N;MASC;SG	N
ciudades	vilas	ciudad	vila	N;FEM;PL	N
ciudades	cidades	ciudad	cidade	N;FEM;PL	N
alta	alto	alto	alto	ADJ;FEM;SG	ADJ
alta	alta	alto	alto	ADJ;FEM;SG	ADJ
igual	igual	igual	igual	ADV	ADV
allí	alí	allí	alí	ADV	ADV
allí	aí	allí	aí	ADV	ADV
londres	londres	londre	londres	N;MASC;PL	N
tercera	terceira	tercero	terceiro	ADJ;FEM;SG	ADJ
tercera	terceiro	tercero	terceiro	ADJ;FEM;SG	ADJ
edificio	edificio	edificio	edificio	N;MASC;SG	N
edificio	construción	edificio	construción	N;MASC;SG	N
fallecimiento	morte	fallecimiento	morte	N;MASC;SG	N
fuerzas	forzas	fuerza	forza	N;FEM;PL	N
posible	posible	posible	posible	ADJ;SG	ADJ
posible	posíbel	posible	posíbel	ADJ;SG	ADJ
antiguo	antiga	antiguo	antigo	ADJ;MASC;SG	ADJ
antiguo	antigas	antiguo	antigo	ADJ;MASC;SG	ADJ
natural	natural	natural	natural	ADJ;SG	ADJ
natural	normal	natural	normal	ADJ;SG	ADJ
natural	naturais	natural	natural	ADJ;SG	ADJ
paso	paso	paso	paso	N;MASC;SG	N
paso	escala	paso	escala	N;MASC;SG	N
mujer	muller	mujer	muller	N;FEM;SG	N
mujer	esposa	mujer	esposa	N;FEM;SG	N
mujer	dona	mujer	don	N;FEM;SG	N
mujer	muller	mujer	muller	N;FEM;SG	N
mujer	mulleres	mujer	muller	N;FEM;SG	N
fuerza	fortaleza	fuerza	fortalezar	N;FEM;SG	N
fuerza	forzas	fuerza	forza	N;FEM;SG	N
fuerza	forza	fuerza	forza	N;FEM;SG	N
fuerza	forza	fuerza	forza	N;FEM;SG	N
fuerza	policía	fuerza	policía	N;FEM;SG	N
fuerza	exército	fuerza	exército	N;FEM;SG	N
altura	altura	altura	altura	N;FEM;SG	N
hijos	fillos	hijo	fillo	N;MASC;PL	N
hijos	mozos	hijo	mozo	N;MASC;PL	N
servicios	servizos	servicio	servizo	N;MASC;PL	N
villa	aldea	villa	aldea	N;FEM;SG	N
villa	pobo	villa	pobo	N;FEM;SG	N
villa	vila	villa	vila	N;FEM;SG	N
modo	modo	modo	modo	N;MASC;SG	N
personajes	idiogramas	personaje	idiograma	N;MASC;PL	N
personajes	personaxes	personaje	personaxe	N;MASC;PL	N
conjunto	conxunto	conjunto	conxunto	N;MASC;SG	N
eso	que	ese	que	PRO;SG	PRO
eso	iso	ese	iso	PRO;SG	PRO
alemán	alemáns	alemán	alemán	N;MASC;SG	N
meses	meses	mes	mes	N;MASC;PL	N
único	único	único	único	ADJ;MASC;SG	ADJ
único	únicas	único	único	ADJ;MASC;SG	ADJ
actor	actor	actor	actor	N;MASC;SG	N
parece	semella	parecer	semellar	V;IND;SG;3;PRS;FIN	V
parece	parece	parecer	parecer	V;IND;SG;3;PRS;FIN	V
parece	parece	parecer	parecer	V;IND;SG;3;PRS;FIN	V
parece	semella	parecer	semellar	V;IND;SG;3;PRS;FIN	V
antigua	antiga	antiguo	antigo	ADJ;FEM;SG	ADJ
antigua	antigas	antiguo	antigo	ADJ;FEM;SG	ADJ
especial	especial	especial	especial	ADJ;SG	ADJ
especial	especiais	especial	especial	ADJ;SG	ADJ
control	control	control	control	N;MASC;SG	N
consejo	consello	consejo	consello	N;MASC;SG	N
consejo	punta	consejo	punta	N;MASC;SG	N
consejo	propinas	consejo	propina	N;MASC;SG	N
menor	menor	menor	menor	ADJ;SG	ADJ
seis	6	seis	6	NUM;PL	NUM
libre	libre	libre	libre	ADJ;SG	ADJ
libre	libres	libre	libre	ADJ;SG	ADJ
llegar	chegar	llegar	chegar	V;NFIN	V
valle	val	valle	val	N;MASC;SG	N
personaje	carácter	personaje	carácter	N;MASC;SG	N
principalmente	principalmente	principalmente	principal	ADV	ADV
principalmente	maiormente	principalmente	maiormente	ADV	ADV
principalmente	maioritariamente	principalmente	maioritariamente	ADV	ADV
castillo	castelo	castillo	castelo	N;MASC;SG	N
cantante	cantante	cantante	cantante	N;SG	N
resto	resto	resto	resto	N;MASC;SG	N
resto	descanso	resto	descanso	N;MASC;SG	N
común	común	común	común	ADJ;SG	ADJ
común	comúns	común	común	ADJ;SG	ADJ
deporte	deporte	deporte	deporte	N;MASC;SG	N
deporte	deportes	deporte	deporte	N;MASC;SG	N
deporte	deporte	deporte	deporte	N;MASC;SG	N
espacio	espazo	espacio	espazo	N;MASC;SG	N
espacio	espacio	espacio	espacio	N;MASC;SG	N
asociación	asociación	asociación	asociación	N;FEM;SG	N
hija	filla	hija	fillo	N;FEM;SG	N
acción	acción	acción	acción	N;FEM;SG	N
actores	actores	actor	actor	N;MASC;PL	N
hermano	irmán	hermano	irmán	N;MASC;SG	N
fundación	fundación	fundación	fundación	N;FEM;SG	N
fundación	alicerce	fundación	alicerce	N;FEM;SG	N
fundación	alicerces	fundación	alicerze	N;FEM;SG	N
fundación	base	fundación	base	N;FEM;SG	N
fundación	cimentos	fundación	cimento	N;FEM;SG	N
blanco	branco	blanco	branco	ADJ;MASC;SG	ADJ
blanco	branca	blanco	branco	ADJ;MASC;SG	ADJ
blanco	brancas	blanco	branco	ADJ;MASC;SG	ADJ
profesional	profesional	profesional	profesional	ADJ;SG	ADJ
cultural	cultural	cultural	cultural	ADJ;SG	ADJ
principios	principios	principio	principio	N;MASC;PL	N
principios	principio	principio	principio	N;MASC;PL	N
ganó	vai	ganar	ir	V;IND;SG;3;PST;FIN	V
ganó	vou	ganar	var	V;IND;SG;3;PST;FIN	V
nunca	nunca	nunca	nunca	ADV	ADV
investigación	investigación	investigación	investigación	N;FEM;SG	N
investigación	investigación	investigación	investigación	N;FEM;SG	N
investigación	investigacións	investigación	investigación	N;FEM;SG	N
estar	ser	estar	ser	V;NFIN	V
estar	estar	estar	estar	V;NFIN	V
estar	ser	estar	ser	V;NFIN	V
estar	estar	estar	estar	V;NFIN	V
problemas	problemas	problema	problema	N;MASC;PL	N
problemas	problema	problema	problema	N;MASC;PL	N
problemas	problemas	problema	problema	N;MASC;PL	N
problemas	problemas	problema	problema	N;MASC;PL	N
problemas	problema	problema	problema	N;MASC;PL	N
problemas	problema	problema	problema	N;MASC;PL	N
modelo	modelo	modelo	modelo	N;MASC;SG	N
favor	favor	favor	favor	N;MASC;SG	N
favor	favor	favor	favor	N;MASC;SG	N
actividad	actividade	actividad	actividade	N;FEM;SG	N
joven	mozos	joven	mozo	N;SG	N
joven	mozo	joven	mozo	N;SG	N
joven	moza	joven	mozo	N;SG	N
formación	formación	formación	formación	N;FEM;SG	N
formación	adestramento	formación	adestramento	N;FEM;SG	N
lugares	lugares	lugar	lugar	N;MASC;PL	N
lugares	sitios	lugar	sitio	N;MASC;PL	N
lugares	lugares	lugar	lugar	N;MASC;PL	N
incluyendo	incluíndo	incluir	incluír	V;V.MSDR	V
incluyendo	incluído	incluir	incluír	V;V.MSDR	V
incluyendo	incluídos	incluir	incluír	V;V.MSDR	V
planta	plantas	planta	planta	N;FEM;SG	N
planta	planta	planta	planta	N;FEM;SG	N
planta	chan	planta	chan	N;FEM;SG	N
planta	piso	planta	piso	N;FEM;SG	N
período	período	período	período	N;MASC;SG	N
período	periodo	período	periodo	N;MASC;SG	N
período	tempo	período	tempo	N;MASC;SG	N
período	adolescencia	período	adolescencia	N;MASC;SG	N
montañas	montañas	montaña	montaña	N;FEM;PL	N
montañas	das	montaña	das	N;FEM;PL	N
montañas	andes	montaña	ande	N;FEM;PL	N
montañas	montes	montaña	monte	N;FEM;PL	N
montañas	montaña	montaña	montaña	N;FEM;PL	N
montañas	monte	montaña	monte	N;FEM;PL	N
montañas	montaña	montaña	montaña	N;FEM;PL	N
ronda	redondo	ronda	redordo	N;FEM;SG	N
ronda	redondos	ronda	redondo	N;FEM;SG	N
ronda	xira	ronda	xira	N;FEM;SG	N
clase	clase	clase	clase	N;FEM;SG	N
especialmente	especialmente	especialmente	especial	ADV	ADV
especialmente	moi	especialmente	moi	ADV	ADV
especialmente	particularmente	especialmente	particular	ADV	ADV
especialmente	especialmente	especialmente	especial	ADV	ADV
oficina	despacho	oficina	despacho	N;FEM;SG	N
oficina	oficina	oficina	oficinar	N;FEM;SG	N
oficina	despacho	oficina	despacho	N;FEM;SG	N
oficina	correo	oficina	correo	N;FEM;SG	N
alcalde	alcalde	alcalde	alcalde	N;MASC;SG	N
alcalde	alcaldesa	alcalde	alcaldesa	N;MASC;SG	N
pasó	pasaran	pasar	pasar	V;IND;SG;3;PST;FIN	V
pasó	morreu	pasar	morrer	V;IND;SG;3;PST;FIN	V
pasó	transmitiron	pasar	transmitir	V;IND;SG;3;PST;FIN	V
pasó	pasou	pasar	pasar	V;IND;SG;3;PST;FIN	V
pasó	pasar	pasar	pasar	V;IND;SG;3;PST;FIN	V
pasó	pasou	pasar	pasar	V;IND;SG;3;PST;FIN	V
pasó	ocorreu	pasar	ocorrer	V;IND;SG;3;PST;FIN	V
pasó	aconteceu	pasar	acontecer	V;IND;SG;3;PST;FIN	V
pasó	sucedeu	pasar	suceder	V;IND;SG;3;PST;FIN	V
estaban	eran	estar	ser	V;IND;PL;3;IPFV;FIN	V
estaban	foron	estar	ser	V;IND;PL;3;IPFV;FIN	V
longitud	lonxitude	longitud	lonxitude	N;FEM;SG	N
temas	temas	tema	tema	N;MASC;PL	N
temas	problemas	tema	problema	N;MASC;PL	N
temas	cuestións	tema	cuestión	N;MASC;PL	N
temas	temas	tema	tema	N;MASC;PL	N
temas	asuntos	tema	asunto	N;MASC;PL	N
políticos	política	político	política	N;MASC;PL	N
políticos	políticas	político	política	N;MASC;PL	N
políticos	políticos	político	político	N;MASC;PL	N
arquitectura	arquitectura	arquitectura	arquitectura	N;FEM;SG	N
creación	creación	creación	creación	N;FEM;SG	N
barrio	barrio	barrio	barrio	N;MASC;SG	N
libros	libros	libro	libro	N;MASC;PL	N
novela	novela	novela	novelar	N;FEM;SG	N
razas	razas	raza	raza	N;FEM;PL	N
jefe	xefe	jefe	xefar	N;MASC;SG	N
jefe	xefe	jefe	xefar	N;MASC;SG	N
jefe	patrón	jefe	patrón	N;MASC;SG	N
defensa	defensa	defensa	defensa	N;SG	N
defensa	defensa	defensa	defensa	N;SG	N
características	características	característica	característica	N;FEM;PL	N
características	características	característica	característica	N;FEM;PL	N
honor	honra	honor	honra	N;MASC;SG	N
honor	honor	honor	honor	N;MASC;SG	N
honor	honra	honor	honra	N;MASC;SG	N
honor	señoría	honor	señor	N;MASC;SG	N
incluye	inclúe	incluir	incluír	V;IND;SG;3;PRS;FIN	V
existen	existen	existir	existir	V;IND;PL;3;PRS;FIN	V
existen	existir	existir	existir	V;IND;PL;3;PRS;FIN	V
existen	existe	existir	existir	V;IND;PL;3;PRS;FIN	V
amor	amor	amor	amor	N;MASC;SG	N
fuente	fonte	fuente	fonte	N;FEM;SG	N
fuente	orixe	fuente	orixe	N;FEM;SG	N
