que	že	que	že	CONJ	CONJ
segon	druhe	segon	druh	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
segon	druhý	segon	druhý	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
servei	obsluha	servei	obsluha	N;MASC;SG	N;NOM;FEM;SG
servei	služba	servei	služba	N;MASC;SG	N;NOM;FEM;SG
servei	servis	servei	servis	N;MASC;SG	N;INAN;NOM;MASC;SG
servei	doručovanie	servei	doručovanie	N;MASC;SG	N;NOM;NEUT;SG
serveis	služby	servei	služba	N;MASC;PL	N;NOM;FEM;PL
serveis	služieb	servei	služba	N;MASC;PL	N;GEN;FEM;PL
morir	zomrieť	morir	zomrieť	V;NFIN	V;PFV;POS;NFIN
morir	umrieť	morir	umrieť	V;NFIN	V;PFV;POS;NFIN
piràmide	pyramída	piràmide	pyramída	N;FEM;SG	N;NOM;FEM;SG
antic	starý	antic	starý	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
antic	staré	antic	starý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
antic	stará	antic	starý	ADJ;MASC;SG	ADJ;NOM;FEM;SG
plaça	námestie	plaça	námestie	N;FEM;SG	N;NOM;NEUT;SG
plaça	štvorec	plaça	štvorec	N;FEM;SG	N;INAN;NOM;MASC;SG
plaça	square	plaça	squar	N;FEM;SG	N;NOM;MASC;SG
plaça	plaza	plaça	plaza	N;FEM;SG	N;INAN;NOM;MASC;SG
comtat	county	comtar	count	N;MASC;SG	N;NOM;MASC;SG
pare	otče	pare	otče	N;MASC;SG	N;ANIM;VOC;MASC;SG
pare	otec	pare	otec	N;MASC;SG	N;ANIM;NOM;MASC;SG
pare	otca	pare	otec	N;MASC;SG	N;ANIM;ACC;MASC;SG
pare	rodiča	pare	rodiča	N;MASC;SG	N;ANIM;ACC;MASC;SG
pare	rodič	pare	rodič	N;MASC;SG	N;ANIM;NOM;MASC;SG
informació	informovanie	informació	informovanie	N;FEM;SG	N;NOM;NEUT;SG
informació	informácia	informació	informácia	N;FEM;SG	N;NOM;FEM;SG
mar	morom	mar	mor	N;SG	N;INS;NEUT;SG
mar	more	mar	more	N;SG	N;NOM;NEUT;SG
mar	mori	mar	more	N;SG	N;NOM;NEUT;SG
mar	mora	mar	mora	N;SG	N;NOM;FEM;SG
actual	súčasné	actual	súčasný	ADJ;SG	ADJ;NOM;NEUT;SG
actual	aktuálna	actual	aktuálny	ADJ;SG	ADJ;NOM;FEM;SG
actual	súčasný	actual	súčasný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
actual	aktuálny	actual	aktuálny	ADJ;SG	ADJ;INAN;NOM;MASC;SG
castell	zámok	castell	zámok	N;MASC;SG	N;INAN;NOM;MASC;SG
castell	hrad	castell	hrad	N;MASC;SG	N;INAN;NOM;MASC;SG
castell	hradu	castell	hrad	N;MASC;SG	N;INAN;GEN;MASC;SG
països	krajinách	país	krajina	N;MASC;PL	N;GEN;FEM;PL
països	krajín	país	krajina	N;MASC;PL	N;GEN;FEM;PL
països	štáty	país	štát	N;MASC;PL	N;INAN;NOM;MASC;PL
països	krajiny	país	krajina	N;MASC;PL	N;NOM;FEM;PL
moment	okamih	moment	okamih	N;MASC;SG	N;INAN;NOM;MASC;SG
moment	moment	moment	moment	N;MASC;SG	N;INAN;NOM;MASC;SG
moment	chvíľka	moment	chvíľka	N;MASC;SG	N;NOM;FEM;SG
moment	chvíľa	moment	chvíľa	N;MASC;SG	N;NOM;FEM;SG
anglès	angličtina	anglès	angličtina	N;MASC;SG	N;NOM;FEM;SG
anglès	angličtine	anglès	angličtina	N;MASC;SG	N;DAT;FEM;SG
anglès	slovenčina	anglès	slovenčina	N;MASC;SG	N;NOM;FEM;SG
anglès	slovak	anglès	slovak	N;MASC;SG	N;NOM;NEUT;SG
illa	ostrove	illa	ostrov	N;FEM;SG	N;INAN;NOM;MASC;SG
illa	ostrov	illa	ostrov	N;FEM;SG	N;INAN;NOM;MASC;SG
període	obdobie	període	obdobie	N;MASC;SG	N;NOM;NEUT;SG
període	doba	període	doba	N;MASC;SG	N;NOM;FEM;SG
període	lehota	període	lehota	N;MASC;SG	N;NOM;FEM;SG
territori	územie	territori	územie	N;MASC;SG	N;NOM;NEUT;SG
territori	teritórium	territori	teritórium	N;MASC;SG	N;NOM;NEUT;SG
internacional	medzinárodný	internacional	medzinárodný	ADJ;SG	ADJ;INAN;NOM;MASC;SG
internacional	medzinárodná	internacional	medzinárodný	ADJ;SG	ADJ;NOM;FEM;SG
internacional	medzinárodné	internacional	medzinárodný	ADJ;SG	ADJ;NOM;NEUT;SG
premis	ocenenia	premi	ocenenie	N;MASC;PL	N;NOM;NEUT;PL
premis	ceny	premi	cena	N;MASC;PL	N;NOM;FEM;PL
premis	ocenenia	premi	ocenenie	N;MASC;PL	N;NOM;NEUT;PL
museu	múzeum	museu	múzeum	N;MASC;SG	N;NOM;NEUT;SG
establiments	prevádzky	establiment	prevádzka	N;MASC;PL	N;NOM;FEM;PL
districte	obvod	districte	obvod	N;MASC;SG	N;INAN;NOM;MASC;SG
districte	okrsok	districte	okrsok	N;MASC;SG	N;INAN;NOM;MASC;SG
dies	dní	dia	deň	N;MASC;PL	N;INAN;GEN;MASC;PL
dies	dňoch	dia	deň	N;MASC;PL	N;INAN;GEN;MASC;PL
dies	dni	dia	deň	N;MASC;PL	N;INAN;NOM;MASC;PL
camp	pole	camp	pole	N;MASC;SG	N;NOM;NEUT;SG
camp	tábora	camp	tábor	N;MASC;SG	N;INAN;GEN;MASC;SG
camp	camp	camp	camp	N;MASC;SG	N;INAN;NOM;MASC;SG
camp	tábor	camp	tábor	N;MASC;SG	N;INAN;NOM;MASC;SG
llarg	dlhý	llarg	dlhý	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
llarg	dlhé	llarg	dlhý	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
llarg	dlhá	llarg	dlhý	ADJ;MASC;SG	ADJ;NOM;FEM;SG
capital	kapitál	capital	kapitál	N;MASC;SG	N;INAN;NOM;MASC;SG
alt	vysoká	alt	vysoký	ADJ;MASC;SG	ADJ;NOM;FEM;SG
alt	vysoký	alt	vysoký	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
alt	vysoké	alt	vysoký	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
edifici	budovanie	edifici	budovanie	N;MASC;SG	N;NOM;NEUT;SG
edifici	stavanie	edifici	stavanie	N;MASC;SG	N;NOM;NEUT;SG
edifici	budova	edifici	budova	N;MASC;SG	N;NOM;FEM;SG
metres	metrov	metre	meter	N;MASC;PL	N;INAN;GEN;MASC;PL
metres	metre	metre	meter	N;MASC;PL	N;INAN;NOM;MASC;PL
metres	metrov	metre	meter	N;MASC;PL	N;INAN;GEN;MASC;PL
metres	metre	metre	meter	N;MASC;PL	N;INAN;NOM;MASC;PL
costat	strana	costat	strana	N;MASC;SG	N;NOM;FEM;SG
planta	závod	planta	závod	N;FEM;SG	N;INAN;NOM;MASC;SG
planta	rastlina	planta	rastlina	N;FEM;SG	N;NOM;FEM;SG
gènere	žáner	gènere	žáner	N;MASC;SG	N;INAN;NOM;MASC;SG
gènere	pohlavie	gènere	pohlavie	N;MASC;SG	N;NOM;NEUT;SG
vegades	krát	vegada	krát	N;FEM;PL	N;NOM;MASC;PL
vegades	časy	vegada	čas	N;FEM;PL	N;INAN;NOM;MASC;PL
majoria	väčšina	majoria	väčšina	N;FEM;SG	N;NOM;FEM;SG
majoria	väčšinu	majoria	väčšina	N;FEM;SG	N;ACC;FEM;SG
natural	prirodzený	natural	prirodzený	ADJ;SG	ADJ;INAN;NOM;MASC;SG
natural	prírodný	natural	prírodný	ADJ;SG	ADJ;INAN;NOM;MASC;SG
natural	prirodzené	natural	prirodzený	ADJ;SG	ADJ;NOM;NEUT;SG
natural	prírodné	natural	prírodný	ADJ;SG	ADJ;NOM;NEUT;SG
natural	prírodná	natural	prírodný	ADJ;SG	ADJ;NOM;FEM;SG
unió	únia	unió	únia	N;FEM;SG	N;NOM;FEM;SG
tard	neskoro	tard	neskoro	ADV	ADV
director	riaditeľka	director	riaditeľka	N;MASC;SG	N;NOM;FEM;SG
director	réžia	director	réžia	N;MASC;SG	N;NOM;FEM;SG
director	riaditeľ	director	riaditeľ	N;MASC;SG	N;ANIM;NOM;MASC;SG
distribució	rozloženie	distribució	rozloženie	N;FEM;SG	N;NOM;NEUT;SG
distribució	rozdeľovanie	distribució	rozdeľovanie	N;FEM;SG	N;NOM;NEUT;SG
distribució	distribúcia	distribució	distribúcia	N;FEM;SG	N;NOM;FEM;SG
distribució	rozdelenie	distribució	rozdelenie	N;FEM;SG	N;NOM;NEUT;SG
origen	pôvod	origen	pôvod	N;MASC;SG	N;INAN;NOM;MASC;SG
persona	osoba	persona	osoba	N;FEM;SG	N;NOM;FEM;SG
persona	osobe	persona	osoba	N;FEM;SG	N;DAT;FEM;SG
persona	osobu	persona	osoba	N;FEM;SG	N;ACC;FEM;SG
cos	tele	cos	telo	N;MASC;SG	N;NOM;NEUT;SG
cos	orgán	cos	orgán	N;MASC;SG	N;INAN;NOM;MASC;SG
cos	telo	cos	telo	N;MASC;SG	N;NOM;NEUT;SG
espècies	druhov	espècie	druh	N;FEM;PL	N;INAN;GEN;MASC;PL
espècies	druhy	espècie	druh	N;FEM;PL	N;INAN;NOM;MASC;PL
william	william	william	willia	N;MASC;SG	N;ANIM;NOM;MASC;SG
william	viliam	william	vila	N;MASC;SG	N;ANIM;NOM;MASC;SG
cases	domy	casa	dom	N;FEM;PL	N;INAN;NOM;MASC;PL
batalla	bitka	batalla	bitka	N;FEM;SG	N;NOM;FEM;SG
batalla	súboj	batalla	súboj	N;FEM;SG	N;INAN;NOM;MASC;SG
classificació	zaradenie	classificació	zaradenie	N;FEM;SG	N;NOM;NEUT;SG
classificació	triedenie	classificació	triedenie	N;FEM;SG	N;NOM;NEUT;SG
classificació	zatriedenie	classificació	zatriedenie	N;FEM;SG	N;NOM;NEUT;SG
classificació	klasifikácia	classificació	klasifikácia	N;FEM;SG	N;NOM;FEM;SG
comarca	kraja	comarca	kraj	N;FEM;SG	N;INAN;GEN;MASC;SG
comarca	kraj	comarca	kraj	N;FEM;SG	N;INAN;NOM;MASC;SG
cop	cop	cop	cop	N	N;INAN;NOM;MASC;SG
cop	policajt	cop	policajt	N	N;ANIM;NOM;MASC;SG
fitxer	súboru	fitxer	súbor	N;MASC;SG	N;INAN;GEN;MASC;SG
fitxer	súbor	fitxer	súbor	N;MASC;SG	N;INAN;NOM;MASC;SG
peix	ryba	peix	ryba	N;MASC;SG	N;NOM;FEM;SG
peix	rybka	peix	rybka	N;MASC;SG	N;NOM;FEM;SG
militar	vojenský	militar	vojenský	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
militar	vojenské	militar	vojenský	ADJ;SG	ADJ;NOM;NEUT;SG
popular	populárny	popular	populárny	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
popular	obľúbené	popular	obľúbený	ADJ;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
popular	populárna	popular	populárny	ADJ;SG	ADJ;NOM;FEM;SG
anomenat	pomenované	anomenat	pomenovaný	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
temporada	sezóna	temporada	sezón	N;FEM;SG	N;NOM;FEM;SG
temporada	sezónu	temporada	sezón	N;FEM;SG	N;ACC;FEM;SG
treball	prácu	treball	práca	N;MASC;SG	N;ACC;FEM;SG
treball	zamestnanie	treball	zamestnanie	N;MASC;SG	N;NOM;NEUT;SG
treball	praca	treball	praca	N;MASC;SG	N;NOM;FEM;SG
treball	práca	treball	práca	N;MASC;SG	N;NOM;FEM;SG
treball	dielo	treball	dielo	N;MASC;SG	N;NOM;NEUT;SG
treball	praca	treball	praca	N;MASC;SG	N;NOM;FEM;SG
treball	práca	treball	práca	N;MASC;SG	N;NOM;FEM;SG
vila	vila	vila	vila	N;FEM;SG	N;NOM;FEM;SG
mare	mama	mare	mama	N;FEM;SG	N;NOM;FEM;SG
mare	matke	mare	matka	N;FEM;SG	N;DAT;FEM;SG
mare	matka	mare	matka	N;FEM;SG	N;NOM;FEM;SG
estudis	štúdie	estudi	štúdia	N;MASC;PL	N;NOM;NEUT;PL
eleccions	volieb	elecció	volieb	N;FEM;PL	N;GEN;FEM;PL
eleccions	voľby	elecció	voľba	N;FEM;PL	N;NOM;FEM;PL
articles	články	article	článok	N;MASC;PL	N;INAN;NOM;MASC;PL
articles	článkov	article	článok	N;MASC;PL	N;INAN;GEN;MASC;PL
articles	predmety	article	predmet	N;MASC;PL	N;INAN;NOM;MASC;PL
discussió	diskusia	discussió	diskusi	N;FEM;SG	N;NOM;FEM;SG
discussió	diskusiu	discussió	diskusia	N;FEM;SG	N;ACC;FEM;SG
conjunt	set	conjunt	set	N;MASC;SG	N;INAN;NOM;MASC;SG
posteriorment	následne	posteriorment	následne	ADV	ADV
llibre	kniha	llibre	kniha	N;MASC;SG	N;NOM;FEM;SG
llibre	knižku	llibre	knižka	N;MASC;SG	N;ACC;FEM;SG
llibre	knihu	llibre	kniha	N;MASC;SG	N;ACC;FEM;SG
estil	štýl	estil	štýl	N;MASC;SG	N;INAN;NOM;MASC;SG
moviment	presun	moviment	presun	N;MASC;SG	N;INAN;NOM;MASC;SG
moviment	premiestňovanie	moviment	premiestňovanie	N;MASC;SG	N;NOM;NEUT;SG
moviment	pohyb	moviment	pohyb	N;MASC;SG	N;INAN;NOM;MASC;SG
moviment	hnutie	moviment	hnutie	N;MASC;SG	N;NOM;NEUT;SG
imperi	ríša	imperi	ríša	N;MASC;SG	N;NOM;FEM;SG
imperi	impérium	imperi	impérium	N;MASC;SG	N;NOM;NEUT;SG
imperi	ríši	imperi	ríš	N;MASC;SG	N;DAT;FEM;SG
divisió	delenie	divisió	delenie	N;FEM;SG	N;NOM;NEUT;SG
divisió	divízia	divisió	divízium	N;FEM;SG	N;NOM;FEM;SG
divisió	rozdelenie	divisió	rozdelenie	N;FEM;SG	N;NOM;NEUT;SG
membre	členka	membre	členka	N;MASC;SG	N;NOM;FEM;SG
membre	členom	membre	člen	N;MASC;SG	N;ANIM;INS;MASC;SG
membre	člena	membre	člen	N;MASC;SG	N;ANIM;ACC;MASC;SG
membre	poslanec	membre	poslanec	N;MASC;SG	N;ANIM;NOM;MASC;SG
membre	člen	membre	člen	N;MASC;SG	N;ANIM;NOM;MASC;SG
sempre	vždy	sempre	vždy	ADV	ADV
teatre	divadlo	teatre	divadlo	N;MASC;SG	N;NOM;NEUT;SG
teatre	divadlo	teatre	divadlo	N;MASC;SG	N;NOM;NEUT;SG
membres	poslanci	membre	poslanec	N;MASC;PL	N;ANIM;NOM;MASC;PL
membres	členovia	membre	člen	N;MASC;PL	N;ANIM;NOM;MASC;PL
membres	členov	membre	člen	N;MASC;PL	N;ANIM;ACC;MASC;PL
ells	nich	ell	on	PRO;MASC;PL;3	PRO;ANIM;ACC;MASC;PL;3
ells	ich	ell	on	PRO;MASC;PL;3	PRO;NOM;MASC;PL;3
ells	ne	ell	ono	PRO;MASC;PL;3	PRO;NOM;MASC;PL;3
resta	odčítanie	resta	odčítanie	N;FEM;SG	N;NOM;NEUT;SG
acord	dohoda	acord	dohoda	N;MASC;SG	N;NOM;FEM;SG
acord	dohodou	acord	dohoda	N;MASC;SG	N;INS;FEM;SG
jocs	zápasy	joc	zápas	N;MASC;PL	N;INAN;NOM;MASC;PL
jocs	hry	joc	hra	N;MASC;PL	N;NOM;FEM;PL
jocs	hier	joc	hier	N;MASC;PL	N;GEN;FEM;PL
rebre	prijímať	rebre	prijímať	V;NFIN	V;IPFV;POS;NFIN
rebre	prijímajú	rebre	prijímať	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
rebre	dostávať	rebre	dostávať	V;NFIN	V;IPFV;POS;NFIN
rebre	prijať	rebre	prijať	V;NFIN	V;PFV;POS;NFIN
illes	ostrovov	illa	ostrov	N;FEM;PL	N;INAN;GEN;MASC;PL
illes	ostrovy	illa	ostrov	N;FEM;PL	N;INAN;NOM;MASC;PL
avui	dnes	avui	dnes	ADV	ADV
alta	vysoká	alt	vysoký	ADJ;FEM;SG	ADJ;NOM;FEM;SG
alta	vysoký	alt	vysoký	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
alta	vysoké	alt	vysoký	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
posició	poloha	posició	poloha	N;FEM;SG	N;NOM;FEM;SG
posició	postavenie	posició	postavenie	N;FEM;SG	N;NOM;NEUT;SG
posició	pozícia	posició	pozícia	N;FEM;SG	N;NOM;FEM;SG
espanyol	španielske	espanyol	španielsky	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
espanyol	španielsky	espanyol	španielsky	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
sovint	častokrát	sovint	častokrát	ADV	ADV
sovint	často	sovint	často	ADV	ADV
opció	opcia	opció	opcia	N;FEM;SG	N;NOM;FEM;SG
opció	možnosť	opció	možnosť	N;FEM;SG	N;NOM;FEM;SG
opció	možnost	opció	možnost	N;FEM;SG	N;NOM;FEM;SG
opció	voľba	opció	voľba	N;FEM;SG	N;NOM;FEM;SG
germà	súrodenca	germà	súrodenec	N;MASC;SG	N;ANIM;ACC;MASC;SG
germà	bratovi	germà	brat	N;MASC;SG	N;ANIM;DAT;MASC;SG
germà	braček	germà	braček	N;MASC;SG	N;ANIM;NOM;MASC;SG
germà	brat	germà	brat	N;MASC;SG	N;ANIM;NOM;MASC;SG
material	materiál	material	materiál	N;MASC;SG	N;INAN;NOM;MASC;SG
superior	nadriadený	superior	nadriadený	ADJ;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
nivell	level	nivell	levieť	N;MASC;SG	N;INAN;NOM;MASC;SG
nivell	úroveň	nivell	úroveň	N;MASC;SG	N;NOM;FEM;SG
nivell	hladina	nivell	hladina	N;MASC;SG	N;NOM;FEM;SG
nivell	úrovni	nivell	úroveň	N;MASC;SG	N;DAT;FEM;SG
crear	vytvárať	crear	vytvárať	V;NFIN	V;IPFV;POS;NFIN
crear	vytvorte	crear	vytvoriť	V;NFIN	V;PFV;IMP;PL;2;POS;FIN
crear	vytvoriť	crear	vytvoriť	V;NFIN	V;PFV;POS;NFIN
consell	rada	consell	rád	N;MASC;SG	N;NOM;FEM;SG
consell	náznak	consell	náznak	N;MASC;SG	N;INAN;NOM;MASC;SG
consell	tip	consell	tip	N;MASC;SG	N;INAN;NOM;MASC;SG
consell	pomôcka	consell	pomôcka	N;MASC;SG	N;NOM;FEM;SG
futbol	futbal	futbol	futbať	N;MASC;SG	N;INAN;NOM;MASC;SG
antiga	bývalý	antic	bývalý	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;SG
antiga	bývalá	antic	bývalý	ADJ;FEM;SG	ADJ;NOM;FEM;SG
antiga	bývalé	antic	bývalý	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
finals	konce	final	koniec	N;MASC;PL	N;INAN;NOM;MASC;PL
paper	papiera	paper	papier	N;MASC;SG	N;INAN;GEN;MASC;SG
paper	papier	paper	papier	N;MASC;SG	N;INAN;NOM;MASC;SG
únic	jedinečný	únic	jedinečný	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
únic	unikátne	únic	unikátny	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
únic	jedinečné	únic	jedinečný	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
únic	jedinečná	únic	jedinečný	ADJ;MASC;SG	ADJ;NOM;FEM;SG
únic	unikátny	únic	unikátny	ADJ;MASC;SG	ADJ;INAN;NOM;MASC;SG
institut	inštitút	institut	inštitút	N;MASC;SG	N;INAN;NOM;MASC;SG
institut	ústav	institut	ústav	N;MASC;SG	N;INAN;NOM;MASC;SG
àfrica	afrike	àfrica	afrika	N;FEM;SG	N;DAT;FEM;SG
àfrica	afrika	àfrica	afrika	N;FEM;SG	N;NOM;FEM;SG
cultura	kultúru	cultura	kultúra	N;FEM;SG	N;ACC;FEM;SG
cultura	kultúra	cultura	kultúra	N;FEM;SG	N;NOM;FEM;SG
mitjançant	prostredníctvom	mitjançant	prostredníctvom	ADP	ADP;GEN
mitjançant	cez	mitjançant	cez	ADP	ADP;ACC
espai	priestor	espai	priestor	N;MASC;SG	N;INAN;NOM;MASC;SG
espai	priestoru	espai	priestor	N;MASC;SG	N;INAN;GEN;MASC;SG
equips	tímov	equip	tím	N;MASC;PL	N;INAN;GEN;MASC;PL
equips	tímy	equip	tím	N;MASC;PL	N;INAN;NOM;MASC;PL
pau	pokoj	pau	pokoj	N;FEM;SG	N;INAN;NOM;MASC;SG
pau	mier	pau	mier	N;FEM;SG	N;INAN;NOM;MASC;SG
pau	mieru	pau	mier	N;FEM;SG	N;ACC;FEM;SG
qualsevol	akékoľvek	qualsevol	akýkoľvek	DET;SG	DET;NOM;NEUT;SG
qualsevol	akýkoľvek	qualsevol	akýkoľvek	DET;SG	DET;ANIM;NOM;MASC;SG
civil	občiansky	civil	občiansky	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
civil	civilné	civil	civilný	ADJ;SG	ADJ;NOM;NEUT;SG
civil	občianske	civil	občiansky	ADJ;SG	ADJ;NOM;NEUT;SG
civil	civilná	civil	civilný	ADJ;SG	ADJ;NOM;FEM;SG
civil	občianska	civil	občiansky	ADJ;SG	ADJ;NOM;FEM;SG
civil	civilný	civil	civilný	ADJ;SG	ADJ;ANIM;NOM;MASC;SG
civil	civilného	civil	civilný	ADJ;SG	ADJ;GEN;NEUT;SG
civil	civilné	civil	civilný	ADJ;SG	ADJ;NOM;NEUT;SG
civil	civilná	civil	civilný	ADJ;SG	ADJ;NOM;FEM;SG
torre	veža	torre	veža	N;FEM;SG	N;NOM;FEM;SG
comerç	obchodovanie	comerç	obchodovanie	N;MASC;SG	N;NOM;NEUT;SG
comerç	obchod	comerç	obchod	N;MASC;SG	N;INAN;NOM;MASC;SG
carrer	ulici	carrer	ulica	N;MASC;SG	N;DAT;FEM;SG
carrer	ulicu	carrer	ulica	N;MASC;SG	N;ACC;FEM;SG
carrer	ulica	carrer	ulica	N;MASC;SG	N;NOM;FEM;SG
etc	atď	etcètera	atď		
direcció	smer	direcció	smer	N;FEM;SG	N;INAN;NOM;MASC;SG
direcció	smerovanie	direcció	smerovanie	N;FEM;SG	N;NOM;NEUT;SG
nens	deti	nen	dieťa	N;MASC;PL	N;NOM;NEUT;PL
nens	decká	nen	decko	N;MASC;PL	N;NOM;NEUT;PL
nens	deti	nen	dieťa	N;MASC;PL	N;NOM;NEUT;PL
elements	položky	element	položka	N;MASC;PL	N;NOM;FEM;PL
elements	položiek	element	položka	N;MASC;PL	N;GEN;FEM;PL
elements	prvkov	element	prvok	N;MASC;PL	N;INAN;GEN;MASC;PL
elements	prvky	element	prvok	N;MASC;PL	N;INAN;NOM;MASC;PL
mapa	mapa	mapa	mapa	N;MASC;SG	N;NOM;FEM;SG
mapa	mapu	mapa	mapa	N;MASC;SG	N;ACC;FEM;SG
mapa	mape	mapa	mapa	N;MASC;SG	N;DAT;FEM;SG
especialment	hlavne	especialment	hlavne	ADV	ADV
especialment	zvlášť	especialment	zvlášť	ADV	ADV
procés	proces	procés	proces	N;MASC;SG	N;INAN;NOM;MASC;SG
versió	verzia	versió	verzia	N;FEM;SG	N;NOM;FEM;SG
versió	verziu	versió	verzia	N;FEM;SG	N;ACC;FEM;SG
dret	sprava	dret	sprava		
municipal	obecné	municipal	obecný	ADJ;SG	ADJ;NOM;NEUT;SG
municipal	komunálneho	municipal	komunálny	ADJ;SG	ADJ;GEN;NEUT;SG
vall	valley	vall	valli	N;FEM;SG	N;INAN;NOM;MASC;SG
vall	dolina	vall	dolina	N;FEM;SG	N;NOM;FEM;SG
vall	údolie	vall	údolie	N;FEM;SG	N;NOM;NEUT;SG
local	lokálny	local	lokálny	ADJ;SG	ADJ;INAN;NOM;MASC;SG
local	miestna	local	miestny	ADJ;SG	ADJ;NOM;FEM;SG
local	lokálna	local	lokálny	ADJ;SG	ADJ;NOM;FEM;SG
local	miestny	local	miestny	ADJ;SG	ADJ;INAN;NOM;MASC;SG
local	lokálne	local	lokálny	ADJ;SG	ADJ;NOM;NEUT;SG
guanyar	vyhrať	guanyar	vyhrať	V;NFIN	V;PFV;POS;NFIN
desenvolupament	rozvoj	desenvolupament	rozvoj	N;MASC;SG	N;INAN;NOM;MASC;SG
desenvolupament	vývoj	desenvolupament	vývoj	N;MASC;SG	N;INAN;NOM;MASC;SG
vertical	vertikálna	vertical	vertikálny	ADJ;SG	ADJ;NOM;FEM;SG
vertical	vertikálne	vertical	vertikálne	ADJ;SG	ADJ;NOM;NEUT;SG
vertical	vertikálny	vertical	vertikálny	ADJ;SG	ADJ;INAN;NOM;MASC;SG
set	siedmich	set	sedem	NUM;PL	NUM;GEN;MASC;PL
grups	skupinách	grup	skupina	N;MASC;PL	N;GEN;FEM;PL
grups	skupín	grup	skupina	N;MASC;PL	N;GEN;FEM;PL
grups	skupiny	grup	skupina	N;MASC;PL	N;NOM;FEM;PL
pla	pláne	pla	plán	N;MASC;SG	N;INAN;NOM;MASC;SG
pla	plán	pla	plán	N;MASC;SG	N;INAN;NOM;MASC;SG
pla	plan	pla	plan	N;MASC;SG	N;INAN;NOM;MASC;SG
original	originálny	original	originálny	ADJ;SG	ADJ;INAN;NOM;MASC;SG
original	pôvodný	original	pôvodný	ADJ;SG	ADJ;INAN;NOM;MASC;SG
original	originálne	original	originálne	ADJ;SG	ADJ;NOM;NEUT;SG
original	pôvodné	original	pôvodný	ADJ;SG	ADJ;NOM;NEUT;SG
projecte	projekt	projecte	projekt	N;MASC;SG	N;INAN;NOM;MASC;SG
projecte	projektu	projecte	projekt	N;MASC;SG	N;INAN;GEN;MASC;SG
situació	situácia	situació	situácia	N;FEM;SG	N;NOM;FEM;SG
carrera	kariéru	carrera	kariéra	N;FEM;SG	N;ACC;FEM;SG
carrera	kariéra	carrera	kariéra	N;FEM;SG	N;NOM;FEM;SG
carrera	carrera	carrera	carrera	N;FEM;SG	N;ANIM;ACC;MASC;SG
alemany	nemecká	alemany	nemecko	ADJ;MASC;SG	ADJ;NOM;FEM;SG
alemany	nemecké	alemany	nemecký	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
alemany	nemecký	alemany	nemecký	ADJ;MASC;SG	ADJ;ANIM;NOM;MASC;SG
oriental	orientálne	oriental	orientálne	ADJ;SG	ADJ;NOM;NEUT;SG
filla	dcérka	filla	dcérka	N;FEM;SG	N;NOM;FEM;SG
filla	dcéra	filla	dcéra	N;FEM;SG	N;NOM;FEM;SG
societat	spolok	societat	spolok	N;FEM;SG	N;INAN;NOM;MASC;SG
societat	spoločnosť	societat	spoločnosť	N;FEM;SG	N;NOM;FEM;SG
sis	šiestich	sis	šesť	NUM;PL	NUM;GEN;MASC;PL
sis	šiesti	sis	šiesť	NUM;PL	NUM;ANIM;NOM;MASC;PL
forces	sily	força	sila	N;FEM;PL	N;NOM;FEM;PL
forces	síl	força	sila	N;FEM;PL	N;GEN;FEM;PL
bisbe	biskup	bisbe	biskup	N;MASC;SG	N;ANIM;NOM;MASC;SG
real	reálny	real	reálny	ADJ;SG	ADJ;INAN;NOM;MASC;SG
real	skutočné	real	skutočný	ADJ;SG	ADJ;NOM;NEUT;SG
real	skutočná	real	skutočný	ADJ;SG	ADJ;NOM;FEM;SG
èxit	úspešnosť	èxit	úspešnosť	N;MASC;SG	N;NOM;FEM;SG
èxit	úspech	èxit	úspech	N;MASC;SG	N;INAN;NOM;MASC;SG
social	sociálne	social	sociálny	ADJ;SG	ADJ;NOM;NEUT;SG
