dan	ve	dan	ve	CONJ	CONJ
dihapus	silinmiş	dihapus	sil	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dihapus	çıkarıldı	dihapus	çıkar	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dihapus	kaldırılmış	dihapus	kal	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dihapus	kaldırıldı	dihapus	kal	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
bass	levrek	bass	levrek	N	N;NOM;SG;3
reformasi	reformu	reformasi	reform	N;SG	N;NOM;SG;3
pembunuhan	cinayet	penbunuhan	cinayet	N;SG	N;NOM;SG;3
pembunuhan	cinayetten	penbunuhan	cinayet	N;SG	N;AT+ABL;SG;3
pembunuhan	cinayet	penbunuhan	cinayet	N;SG	N;NOM;SG;3
molekul	molekül	molekul	molekül	N;SG	N;NOM;SG;3
molekul	molekül	molekul	molekül	N;SG	N;NOM;SG;3
molekul	molekül	molekul	molekül	N;SG	N;NOM;SG;3
dikirim	gönderildi	dikirim	gönder	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dikirim	gönderildi	dikirim	gönder	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dikirim	gönderilen	dikirim	gönder	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dikirim	gönderildi	dikirim	gönder	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dikirim	gönderilen	dikirim	gönder	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dikirim	gönderdi	dikirim	gönder	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
dikirim	gönderilmiş	dikirim	gönder	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dikirim	gönderildi	dikirim	gönder	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dikirim	paylaşılan	dikirim	paylaşı	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dikirim	paylaşıldı	dikirim	paylaş	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dikirim	paylaştı	dikirim	paylaş	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
arus	akımı	arus	akım	N;SG	N;NOM;SG;3
arus	akıntı	arus	akıntı	N;SG	N;NOM;SG;3
kalimat	ceza	kalimat	ceza	N;SG	N;NOM;SG;3
mengirim	gönderiyor	menkirim	gönder	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
mengirim	gönderiyorum	menkirim	gönder	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
mengirim	paylaşma	menkirim	paylaş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
mengirim	paylaştı	menkirim	paylaş	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
situasi	durum	situasi	durum	N;SG	N;NOM;SG;3
otomatis	auto	otomatis	auto		
otomatis	otomatik	otomatis	otomatik		
otomatis	oto	otomatis	oto		
otomatis	otomatik	otomatis	otomatik		
otomatis	otomatik	otomatis	otomatik		
otomatis	otomatik	otomatis	otomatik		
kakak	meslektaş	kakak	meslektaş	N;SG	N;NOM;SG;3
kakak	abla	kakak	abla	N;SG	N;NOM;SG;3
kakak	kardeşim	kakak	kardeş	N;SG	N;NOM;SG;3
kepemimpinan	liderlik	kepemimpinan	liderlik	N;SG	N;NOM;SG;3
mencegah	önlemek	mencegah	önle	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
mencegah	önlemek	mencegah	önle	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
mendorong	itmeye	mendorong	it	V;SG;ACT	V;PFV;DAT;IND;POS;PRS;V.MSDR
mendorong	itiyor	mendorong	it	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
mendorong	itmek	mendorong	it	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
asosiasi	derneği	asosiasi	dernek	N;SG	N;NOM;SG;3
komedi	komedi	komedi	komedi	N;SG	N;NOM;SG;3
komedi	komedi	komedi	komedi	N;SG	N;NOM;SG;3
dibunuh	öldürülen	dibunuh	öl	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dibunuh	öldürüldü	dibunuh	öl	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dibunuh	öldürülmüş	dibunuh	öl	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dibunuh	öldürüldü	dibunuh	öl	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dibunuh	öldürülmüş	dibunuh	öl	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
penulisan	yazarlık	pentulisan	yazarlık	N;SG	N;NOM;SG;3
unik	eşsiz	unik	eşsiz	ADJ;SG	ADJ
asisten	yardımcısı	asisten	yardımcı	N;SG	N;NOM;SG;3
asisten	asistanı	asisten	asistan	N;SG	N;ACC;SG;3
keju	peynirli	keju	peynirli	N;SG	N;ACC;SG;3
keju	peynir	keju	peynir	N;SG	N;NOM;SG;3
keju	peynir	keju	peynir	N;SG	N;NOM;SG;3
ditangkap	tutuklanmış	ditangkap	tutukla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ditangkap	tutuklandı	ditangkap	tutukla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
ditangkap	tutuklanan	ditangkap	tutukla	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
ditangkap	yakalanan	ditangkap	yakala	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
ditangkap	yakalandı	ditangkap	yakala	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
ditangkap	yakalanmış	ditangkap	yakala	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
mendengar	duydum	mendengar	duy	V;SG;ACT	V;PFV;IND;SG;1;POS;PST
mendengar	duyuyor	mendengar	duy	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
penemuan	discovery	pentemuan	discovery	N;SG	N;NOM;SG;3
zat	madde	zat	madde	N;SG	N;NOM;SG;3
sikap	davranış	sikap	davranış	N;SG	N;NOM;SG;3
menjual	satmak	menjual	sat	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menjual	satıyor	menjual	sat	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
menjual	satıyor	menjual	sat	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
menjual	satmak	menjual	sat	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menjual	satıyorum	menjual	sat	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
promosi	tanıtımı	promosi	tanıtım	N;SG	N;NOM;SG;3
promosi	tanıtımı	promosi	tanıtım	N;SG	N;NOM;SG;3
promosi	tanıtımını	promosi	tanıtım	N;SG	N;ACC;SG;3
jan	jan	jan	jan		
jan	ocak	jan	ocak		
alternatif	alternatifi	alternatif	alternatifi	N;SG	N;ACC;SG;3
usulan	öneri	usulan	öneri	N;SG	N;NOM;SG;3
usulan	teklifi	usulan	teklif	N;SG	N;ACC;SG;3
usulan	teklif	usulan	teklif	N;SG	N;NOM;SG;3
dikeluarkan	atılmış	dikeluarkan	at	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dikeluarkan	atıldı	dikeluarkan	at	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
dikeluarkan	fırlamış	dikeluarkan	fırla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST
dikeluarkan	atıldı	dikeluarkan	at	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
batalyon	taburu	batalyon	tabur	N	N;NOM;SG;3
menerbitkan	yayınladığı	menterbitkan	yayınla	V;SG;ACT	V;PFV;IND;POS;PST;V.PTCP
menerbitkan	yayınlama	menterbitkan	yayınla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menerbitkan	yayınlama	menterbitkan	yayınla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
virus	virüsten	virus	virüsten	N	N;AT+ABL;SG;3
virus	virüsler	virus	virüs	N	N;NOM;PL;3
penjara	hapse	penjara	hapis	N;SG	N;DAT;SG;3
jari	parmağı	jari	parmak	N;SG	N;ACC;SG;3
jari	parmağını	jari	parmak	N;SG	N;ACC;SG;3
jari	parmakla	jari	parmak	N;SG	N;INS;SG;3
makna	anlamı	makna	anlam	N;SG	N;ACC;SG;3
makna	anlamı	makna	anlam	N;SG	N;ACC;SG;3
makna	önemi	makna	önem	N;SG	N;NOM;SG;3
teknis	teknik	teknis	teknik	ADJ;SG	ADJ
kamera	kamera	kamera	kamera	N;SG	N;NOM;SG;3
diperoleh	kazanılan	diperoleh	kazan	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
diperoleh	kazanılan	diperoleh	kazan	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
diperoleh	kazanılmış	diperoleh	kazan	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dipercaya	inanılmaz	dipercaya	inan	V;SG;PASS	V;IPFV;IND;NEG;V.PTCP;PASS
dipercaya	inanılır	dipercaya	inan	V;SG;PASS	V;IPFV;IND;SG;3;POS;PASS
dipercaya	güvenilir	dipercaya	güven	V;SG;PASS	V;IPFV;IND;SG;3;POS;V.PTCP;PASS
duta	büyükelçi	duta	büyükelçi	N;SG	N;NOM;SG;3
komentar	yorumda	komentar	yorum	N;SG	N;ESS;SG;3
komentar	yorumu	komentar	yorum	N;SG	N;ACC;SG;3
komentar	yoruma	komentar	yorum	N;SG	N;DAT;SG;3
materi	madde	materi	madde	N;SG	N;NOM;SG;3
materi	madde	materi	madde	N;SG	N;NOM;SG;3
sahabat	arkadaşım	sahabat	arkadaş	N;SG	N;NOM;SG;3
gula	şekerim	gula	şek	N;SG	N;NOM;SG;3
kesatuan	kolordu	kesatuan	kolor	N	N;NOM;SG;3
point	noktalar	point	nokta	N	N;NOM;PL;3
point	puanlar	point	puan	N	N;NOM;PL;3
point	point	point	point	N	N;NOM;SG;3
ditutup	kapatılmış	ditutup	kapa	V;SG;PASS	V;PFV;NFH;IND;POS;PST;PASS
ditutup	kapatıldı	ditutup	kapa	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
ditutup	kapandı	ditutup	kapa	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
perilaku	davranış	perilaku	davranış	N;SG	N;NOM;SG;3
perilaku	davranışı	perilaku	davranış	N;SG	N;ACC;SG;3
perilaku	davranış	perilaku	davranış	N;SG	N;NOM;SG;3
ton	tonluk	ton	tonluk	N	N;NOM;SG;3
diterjemahkan	çevrildi	diterjemahkan	çevir	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
diterjemahkan	çevrilmiş	diterjemahkan	çevir	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
kepadatan	yoğunluk	kepadatan	yoğunluk	N;SG	N;NOM;SG;3
kepadatan	yoğunluğu	kepadatan	yoğunluk	N;SG	N;ACC;SG;3
ditentukan	tanımlanmış	ditentukan	tanımla	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ditentukan	tanımlanan	ditentukan	tanımla	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
ditentukan	belirtilen	ditentukan	belir	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
ditentukan	belirtilmiş	ditentukan	belir	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ditentukan	belirtildi	ditentukan	belir	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
animasi	animasyonlar	animasi	animasyon	N	N;NOM;PL;3
mengumpulkan	toplamak	menkumpulkan	topla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
mengumpulkan	toplanma	menkumpulkan	toplanma	V;SG;ACT	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR
tur	tour	tur	tour	N	N;NOM;SG;3
tur	tura	tur	tur	N	N;DAT;SG;3
tur	turlar	tur	tur	N	N;NOM;PL;3
tur	turları	tur	tur	N	N;ACC;PL;3
citra	görüntü	citra	görüntü	N;SG	N;NOM;SG;3
merek	markası	merek	marka	N;SG	N;NOM;SG;3
skala	ölçeği	skala	ölçek	N;SG	N;NOM;SG;3
dipindahkan	taşınmış	dipindahkan	taşı	V;SG;PASS	V;PFV;NFH;IND;3;POS;PST;PASS
dipindahkan	taşınan	dipindahkan	taşı	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
dipindahkan	taşındı	dipindahkan	taşı	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
benua	continental	benua	continental	N;SG	N;ESS;SG;3
elemen	element	elemen	element	N;SG	N;NOM;SG;3
elemen	element	elemen	element	N;SG	N;NOM;SG;3
sepeda	bisiklet	sepeda	bisiklet	N;SG	N;NOM;SG;3
sepeda	bisiklet	sepeda	bisiklet	N;SG	N;NOM;SG;3
sepeda	motosiklet	sepeda	motosiklet	N;SG	N;NOM;SG;3
sepeda	bisiklet	sepeda	bisiklet	N;SG	N;NOM;SG;3
sepeda	bisiklet	sepeda	bisiklet	N;SG	N;NOM;SG;3
menetapkan	atamak	mentetapkan	at	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
kunci	anahtar	kunci	anahtar	N;SG	N;NOM;SG;3
kunci	anahtar	kunci	anahtar	N;SG	N;NOM;SG;3
pendapatan	kazanç	pendapatan	kazanç	N;SG	N;NOM;SG;3
beragam	değişir	berragam	değiş	V;SG;ACT	V;IPFV;IND;SG;3;POS
suami	kocacığım	suami	koc	N;SG	N;NOM;SG;3
suami	kocacığım	suami	koc	N;SG	N;NOM;SG;3
kehormatan	saygınlık	kehormatan	saygınlık	N;SG	N;NOM;SG;3
mengirimkan	gönderiyor	menkirimkan	gönder	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
mengirimkan	gönderiyorum	menkirimkan	gönder	V;SG;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
mengirimkan	paylaşma	menkirimkan	paylaş	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
mengirimkan	gönderir	menkirimkan	gönder	V;SG;ACT	V;IPFV;IND;SG;3;POS
kejahatan	kötülük	kejahatan	kötülük	N;SG	N;NOM;SG;3
bertujuan	hedefliyor	bertujuan	hedefle	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
strategi	strateji	strategi	strateji	N;SG	N;NOM;SG;3
strategi	stratejisi	strategi	strateji	N;SG	N;NOM;SG;3
diumumkan	duyuruldu	diumumkan	duyur	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
diumumkan	açıklandı	diumumkan	açıkla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
diumumkan	duyurdu	diumumkan	duyur	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
penyerang	saldırganı	penserang	sal	N;SG	N;ACC;SG;3
dipanggil	aradı	dipanggil	ara	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
dipanggil	çağırdı	dipanggil	çağır	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
menambah	eklemek	mentambah	ekle	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
blog	blog	blog	blog	N;SG	N;NOM;SG;3
daud	davud	daud	davud		
daud	davut	daud	davut		
daud	david	daud	david		
keuskupan	piskoposluk	keuskupan	piskoposluk	N;SG	N;NOM;SG;3
gangguan	rahatsızlık	gangguan	rahatsızlık	N;SG	N;NOM;SG;3
gangguan	düzensizlik	gangguan	düzensizlik	N;SG	N;NOM;SG;3
gangguan	bozukluğu	gangguan	bozukluk	N;SG	N;NOM;SG;3
gangguan	bozukluk	gangguan	bozukluk	N;SG	N;NOM;SG;3
lumpur	alüvyon	lumpur	alüvyon	N;SG	N;NOM;SG;3
dikalahkan	yenilmiş	dikalahkan	yen	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dikalahkan	yenildi	dikalahkan	yenil	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
biji	tohum	biji	tohum	N;SG	N;NOM;SG;3
biji	tohum	biji	tohum	N;SG	N;NOM;SG;3
diharapkan	bekleniyor	diharapkan	bekle	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
diharapkan	beklenen	diharapkan	bekle	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
sungguh	gercekten	sungguh	gercek	ADV	ADV
sungguh	gerçekten	sungguh	gerçekten	ADV	ADV
menghabiskan	geçirmek	menhabiskan	geçir	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
infanteri	piyade	infanteri	piya	N;SG	N;ESS;SG;3
siang	öğleyin	siang	öğle	N;SG	N;GEN;SG;3
siang	gün	siang	gün	N;SG	N;NOM;SG;3
siang	öğleden	siang	öğle	N;SG	N;AT+ABL;SG;3
latihan	eğitimi	latihan	eğitim	N;SG	N;ACC;SG;3
latihan	eğitim	latihan	eğitim	N;SG	N;NOM;SG;3
server	sunucusu	server	sunucu	N;SG	N;NOM;SG;3
hiburan	eğlence	hiburan	eğlence	N;SG	N;NOM;SG;3
pangan	yemek	pangan	yemek	N;SG	N;NOM;SG;3
tidur	uykuda	tidur	uyku	N;SG;ACT	N;ESS;SG;3
tidur	yatak	tidur	yatak	N;SG;ACT	N;NOM;SG;3
pembantu	yardımcısı	penbantu	yardımcı	N;SG	N;NOM;SG;3
pembantu	asistanı	penbantu	asistan	N;SG	N;ACC;SG;3
pembantu	hizmetçi	penbantu	hizmetçi	N;SG	N;NOM;SG;3
tertarik	ilgili	tertarik	ilgili	ADJ;SG	ADJ
alamat	adresiniz	alamat	adres	N;SG	N;NOM;SG;3
alamat	adresi	alamat	adres	N;SG	N;NOM;SG;3
cocok	eşleşen	cocok	eşleş	ADJ;SG	ADJ
terang	hafif	terang	hafif	ADJ;SG	ADJ
ditambahkan	eklenen	ditambahkan	ekle	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
ditambahkan	eklendi	ditambahkan	ekle	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
ditambahkan	eklenmiş	ditambahkan	ekle	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
ditambahkan	ekledi	ditambahkan	ekle	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
kebebasan	özgürlük	kebebasan	özgürlük	N;SG	N;NOM;SG;3
kebebasan	özgürlüğü	kebebasan	özgürlük	N;SG	N;ACC;SG;3
kebebasan	hürriyet	kebebasan	hürriyet	N;SG	N;NOM;SG;3
kebebasan	özgürlük	kebebasan	özgürlük	N;SG	N;NOM;SG;3
kebebasan	hürriyet	kebebasan	hürriyet	N;SG	N;NOM;SG;3
elektron	elektron	elektron	elektron	N;SG	N;NOM;SG;3
menikahi	evlenmek	mennikahi	evlen	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
coklat	çikolatalı	coklat	çikolatalı	N;SG	N;NOM;SG;3
cantik	güzel	cantik	güzel	ADJ;SG	ADJ
cantik	güzel	cantik	güzel	ADJ;SG	ADJ
kotamadya	belediyeye	kotamadya	belediye	N;SG	N;DAT;SG;3
material	madde	material	madde	N;SG	N;NOM;SG;3
tentu	tabi	tentu	tabi	;SG	
tentu	elbette	tentu	elbette	;SG	
header	başlıklar	header	başlık	N	N;NOM;PL;3
header	başlığı	header	başlık	N	N;NOM;SG;3
library	kütüphane	library	kütüphane	N;SG	N;NOM;SG;3
library	kütüphanesi	library	kütüphane	N;SG	N;NOM;SG;3
manajer	yöneticisi	manajer	yönetici	N;SG	N;NOM;SG;3
gagasan	fikri	gagasan	fikir	N;SG	N;NOM;SG;3
menangkap	yakalamak	mentangkap	yakala	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menangkap	yakalamak	mentangkap	yakala	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menyebar	yaymak	mensebar	yay	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
dibutuhkan	gerekliydi	dibutuhkan	gerekli	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
dibutuhkan	gerekiyor	dibutuhkan	gerek	V;SG;PASS	V;PROG;IND;SG;3;POS;INFM;PRS
basket	basketbol	basket	basketbol	N	N;NOM;SG;3
basket	basket	basket	basket	N	N;NOM;SG;3
sains	bilim	sains	bilim	N;SG	N;NOM;SG;3
pencipta	yaradan	pencipta	yara	N;SG	N;AT+ABL;SG;3
pencipta	yaratıcısı	pencipta	yaratıcı	N;SG	N;NOM;SG;3
ibadah	ibadet	ibadah	ibadet	N;SG	N;NOM;SG;3
ibadah	kulluk	ibadah	kulluk	N;SG	N;NOM;SG;3
penggemar	taraftar	pengemar	taraf	N;SG	N;NOM;SG;3
penggemar	taraftar	pengemar	taraf	N;SG	N;NOM;SG;3
klan	clans	klan	clans	N	N;NOM;SG;3
sejarawan	tarihçi	sejarawan	tarihçi	N	N;NOM;SG;3
sejarawan	tarihçiler	sejarawan	tarihçi	N	N;NOM;PL;3
beda	farklı	beda	farklı	ADJ;SG	ADJ
kekerasan	şiddeti	kekerasan	şiddet	N;SG	N;NOM;SG;3
kekerasan	şiddetle	kekerasan	şiddet	N;SG	N;INS;SG;3
kekerasan	sertlik	kekerasan	sertlik	N;SG	N;NOM;SG;3
selat	boğazı	selat	boğaz	N	N;ACC;SG;3
pergerakan	hareket	pergerakan	hareket	N;SG	N;NOM;SG;3
pergerakan	hareketlilik	pergerakan	hareketlilik	N;SG	N;NOM;SG;3
naga	ejderha	naga	ejderha	N	N;NOM;SG;3
naga	ejderhalar	naga	ejderha	N	N;NOM;PL;3
naga	ejderha	naga	ejderha	N	N;NOM;SG;3
tertulis	yazılmış	tertulis	yaz	V;SG;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
tertulis	yazıldı	tertulis	yaz	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
tertulis	yazılan	tertulis	yaz	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
kontrol	kumanda	kontrol	kumanda	N;SG;ACT	N;NOM;SG;3
menyukai	beğendi	mensukai	beğen	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
menyukai	seviyor	mensukai	sev	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
kerjasama	ortaklık	kerjasama	ortaklık	N;SG	N;NOM;SG;3
kerjasama	ortaklığı	kerjasama	ortaklık	N;SG	N;ACC;SG;3
kerjasama	işbirliği	kerjasama	işbirliği	N;SG	N;NOM;SG;3
kebenaran	doğruluk	kebenaran	doğruluk	N;SG	N;NOM;SG;3
champions	şampiyonları	champions	şampiyon	N	N;NOM;PL;3
champions	şampiyonlar	champions	şampiyon	N	N;NOM;PL;3
pemberian	hediye	penberian	hedi	N;SG	N;NOM;SG;3
federasi	federasyonu	federasi	federasyon	N;SG	N;NOM;SG;3
mengingat	hatırlamaya	meningat	hatırla	V;SG;ACT	V;PFV;DAT;IND;POS;PRS;V.MSDR
mengingat	hatırlamak	meningat	hatırla	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
pikiran	zihin	pikiran	zih	N;SG	N;NOM;SG;3
pengunjung	ziyaretçi	penkunjung	ziyaretçi	N;SG	N;NOM;SG;3
pengunjung	ziyaretçi	penkunjung	ziyaretçi	N;SG	N;NOM;SG;3
wajah	yüzün	wajah	yüz	N;SG	N;NOM;SG;3
wajah	yüzünü	wajah	yüz	N;SG	N;ACC;SG;3
wajah	yüzü	wajah	yüz	N;SG	N;ACC;SG;3
penyebab	nedeni	pensebab	neden	N;SG	N;NOM;SG;3
dampak	etkisi	dampak	etki	N;SG	N;NOM;SG;3
pensiun	emeklilik	pensiun	emeklilik	N	N;NOM;SG;3
pensiun	pansiyon	pensiun	pansiyon	N	N;NOM;SG;3
pensiun	emeklilik	pensiun	emeklilik	N	N;NOM;SG;3
frekuensi	sıklık	frekuensi	sıklık	N;SG	N;NOM;SG;3
frekuensi	frekans	frekuensi	frekans	N;SG	N;NOM;SG;3
nenek	babaanne	nenek	babaann	N;SG	N;DAT;SG;3
nenek	anneanne	nenek	anneanne	N;SG	N;NOM;SG;3
nenek	büyükanne	nenek	büyükan	N;SG	N;NOM;SG;3
nenek	babaanne	nenek	babaann	N;SG	N;DAT;SG;3
nenek	anneanne	nenek	anneanne	N;SG	N;NOM;SG;3
nenek	büyükanne	nenek	büyükan	N;SG	N;NOM;SG;3
rapat	toplantı	rapat	toplantı	N;SG	N;NOM;SG;3
rapat	toplantı	rapat	toplantı	N;SG	N;NOM;SG;3
menandatangani	imzalama	mentandatangani	imzala	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menandatangani	imzaladı	mentandatangani	imzala	V;SG;ACT	V;PFV;IND;SG;3;POS;PST
lampu	aydınlık	lampu	aydınlık	N;SG	N;NOM;SG;3
lampu	lamba	lampu	lamba	N;SG	N;NOM;SG;3
senang	mutlu	senang	mutlu	ADJ;SG	ADJ
dipengaruhi	etkiledi	dipengaruhi	etkile	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
harta	zenginlik	harta	zenginlik	N;SG	N;NOM;SG;3
harta	hazine	harta	hazin	N;SG	N;NOM;SG;3
harta	define	harta	def	N;SG	N;NOM;SG;3
audio	ses	audio	ses	N;SG	N;NOM;SG;3
kedatangan	varış	kedatangan	varış	N;SG	N;NOM;SG;3
ditandai	etiketlenen	ditandai	etiketle	V;SG;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
ditandai	işaretlenmiş	ditandai	işaretle	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
ditandai	işaretlenmiş	ditandai	işaretle	V;SG;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
keselamatan	kurtuluşu	keselamatan	kurtuluş	N;SG	N;ACC;SG;3
keselamatan	güvenliği	keselamatan	güvenlik	N;SG	N;NOM;SG;3
keselamatan	emniyet	keselamatan	emniyet	N;SG	N;NOM;SG;3
keselamatan	güvenlik	keselamatan	güvenlik	N;SG	N;NOM;SG;3
keselamatan	emniyeti	keselamatan	emniyet	N;SG	N;ACC;SG;3
jadwal	programı	jadwal	program	N;SG	N;ACC;SG;3
definisi	tanımı	definisi	tanım	N;SG	N;NOM;SG;3
gejala	belirti	gejala	belirti	N;SG	N;NOM;SG;3
gejala	semptom	gejala	semptom	N;SG	N;NOM;SG;3
diatur	düzenlenmiş	diatur	düzenle	V;SG;PASS	V;PFV;NFH;IND;3;POS;PST;PASS
diatur	ayarlandı	diatur	ayarla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST;PASS
diatur	ayarladı	diatur	ayarla	V;SG;PASS	V;PFV;IND;SG;3;POS;PST
tarian	dans	tarian	dans	N;SG	N;NOM;SG;3
peperangan	savaş	peperangan	savaş	N	N;NOM;SG;3
peperangan	muharebe	peperangan	muharebe	N	N;NOM;SG;3
peperangan	savaş	peperangan	savaş	N	N;NOM;SG;3
peperangan	savaşları	peperangan	savaş	N	N;NOM;PL;3
peperangan	savaşlar	peperangan	savaş	N	N;NOM;PL;3
menyimpan	kurtarmak	mensimpan	kurtar	V;SG;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
menyimpan	kurtarıyor	mensimpan	kurtar	V;SG;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
kaca	bardak	kaca	bardak	N;SG	N;NOM;SG;3
