hab	hab	hab	hab	N;FEM;SG	N;INDF;MASC+FEM;SG
pensando	tænker	pensar	tænke	V;V.MSDR	V;IND;PRS;FIN;ACT
pensando	tænkte	pensar	tænke	V;V.MSDR	V;IND;PST;FIN;ACT
pensando	overvejer	pensar	overveje	V;V.MSDR	V;IND;PRS;FIN;ACT
pensando	tænke	pensar	tænke	V;V.MSDR	V;NFIN;ACT
pilar	søjle	pilar	søjle	N;MASC;SG	N;INDF;MASC+FEM;SG
roberts	roberts	robert	rober	N;MASC;SG	N;GEN;INDF;MASC+FEM;SG
pato	duk	pato	duk	N;MASC;SG	N;INDF;NEUT;SG
classificadas	sorteres	classificar	sortere	V;FEM;PL;V.PTCP	V;NFIN;PASS
classificadas	klassificerede	classificar	klassificere	V;FEM;PL;V.PTCP	V;PL;PST;V.PTCP
concreto	beton	concreto	beton	N;MASC;SG	N;INDF;MASC+FEM;SG
ama	elsker	amar	elske	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
fiável	pålidelig	fiável	pålidelig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
fiável	troværdig	fiável	troværdig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
fiável	pålideligt	fiável	pålideligt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
protegido	beskyttet	proteger	beskytte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
protegido	fredet	proteger	fred	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
protegido	beskyttet	proteger	beskytte	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
prefixo	præfiks	prefixo	præfiks	N;MASC;SG	N;INDF;NEUT;SG
concedida	bevilgede	conceder	bevilge	V;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
concedida	ydet	conceder	yde	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
concedida	tildelt	conceder	tildele	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
concedida	bevilget	conceder	bevilge	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
concedida	indrømmet	conceder	indrømme	V;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
square	firkant	square	firkant	N;MASC;SG	N;INDF;MASC+FEM;SG
square	kvadrat	square	kvadrat	N;MASC;SG	N;INDF;NEUT;SG
square	torv	square	torv	N;MASC;SG	N;INDF;NEUT;SG
lendas	legender	lenda	legende	N;FEM;PL	N;INDF;MASC+FEM;PL
emmy	emmy	emmy	emmy	N;MASC;SG	N;INDF;MASC+FEM;SG
prato	fad	prato	fad	N;MASC;SG	N;INDF;NEUT;SG
prato	plade	prato	plade	N;MASC;SG	N;INDF;MASC+FEM;SG
prato	nummerplade	prato	nummerplade	N;MASC;SG	N;INDF;MASC+FEM;SG
prato	tallerken	prato	tallerken	N;MASC;SG	N;INDF;MASC+FEM;SG
mixagem	mix	mixagem	milli	N;FEM;SG	N;INDF;NEUT;SG
mixagem	blanding	mixagem	blanding	N;FEM;SG	N;INDF;MASC+FEM;SG
mixagem	blanding	mixagem	blanding	N;FEM;SG	N;INDF;MASC+FEM;SG
difusão	udbredelse	difusão	udbredelse	N;FEM;SG	N;INDF;MASC+FEM;SG
difusão	udsendelse	difusão	udsendelse	N;FEM;SG	N;INDF;MASC+FEM;SG
difusão	udsendelsen	difusão	udsendelse	N;FEM;SG	N;DEF;MASC+FEM;SG
difusão	udbredelse	difusão	udbredelse	N;FEM;SG	N;INDF;MASC+FEM;SG
difusão	formidling	difusão	formidling	N;FEM;SG	N;INDF;MASC+FEM;SG
difusão	spredning	difusão	spredning	N;FEM;SG	N;INDF;MASC+FEM;SG
tributo	hyldest	tributo	hyldest	N;MASC;SG	N;INDF;MASC+FEM;SG
muro	væg	muro	væg	N;MASC;SG	N;INDF;MASC+FEM;SG
muro	væggen	muro	væg	N;MASC;SG	N;DEF;MASC+FEM;SG
muro	mur	muro	mur	N;MASC;SG	N;INDF;MASC+FEM;SG
medicamentos	lægemidler	medicamento	lægemiddel	N;MASC;PL	N;INDF;NEUT;PL
fraco	svagt	fraco	svag	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
fraco	svag	fraco	svag	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
dezesseis	seksten	dezessel	sekst	NUM	NUM
demonstrou	demonstreret	demonstrar	demonstrere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
demonstrou	påviste	demonstrar	påvise	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
demonstrou	demonstrerede	demonstrar	demonstrere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
demonstrou	påvist	demonstrar	påvise	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
demonstração	demo	demonstração	demo	N;FEM;SG	N;INDF;MASC+FEM;SG
demonstração	demonstration	demonstração	demonstration	N;FEM;SG	N;INDF;MASC+FEM;SG
demonstração	påvisning	demonstração	påvisning	N;FEM;SG	N;INDF;MASC+FEM;SG
faculdades	kollegier	faculdade	kollegi	N;FEM;PL	N;INDF;MASC+FEM;PL
faculdades	fakulteter	faculdade	fakulteter	N;FEM;PL	N;INDF;MASC+FEM;PL
bull	bull	bull	bull	N;MASC;SG	N;INDF;MASC+FEM;SG
salário	løn	salário	løn	N;MASC;SG	N;INDF;MASC+FEM;SG
salário	løn	salário	løn	N;MASC;SG	N;INDF;MASC+FEM;SG
rodolfo	rodolfo	rodolfo	rodolfo	N;MASC;SG	N;INDF;MASC+FEM;SG
rodolfo	rudolph	rodolfo	rudolph	N;MASC;SG	N;INDF;MASC+FEM;SG
rodolfo	rudolf	rodolfo	rudolf	N;MASC;SG	N;INDF;MASC+FEM;SG
rodolfo	rudolf	rodolfo	rudolf	N;MASC;SG	N;INDF;MASC+FEM;SG
wallace	wallace	wallace	wallace	N;MASC;SG	N;INDF;MASC+FEM;SG
comandos	kommandosoldater	comando	kommandosoldat	N;MASC;PL	N;INDF;MASC+FEM;PL
comandos	kommandoer	comando	kommando	N;MASC;PL	N;INDF;MASC+FEM;PL
comandos	kontroller	comando	kontrol	N;MASC;PL	N;INDF;MASC+FEM;PL
recomendação	henstilling	recomendação	henstilling	N;FEM;SG	N;INDF;MASC+FEM;SG
recomendação	anbefaling	recomendação	anbefaling	N;FEM;SG	N;INDF;MASC+FEM;SG
coberto	dækket	cobrir	dække	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
coberto	overdækket	cobrir	overdække	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
coberto	dækkede	cobrir	dække	V;MASC;SG;V.PTCP	V;PST;V.PTCP
coberto	afdækkede	cobrir	afdække	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
coberto	afdækket	cobrir	afdække	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
conspiração	plot	conspiração	plot	N;FEM;SG	N;INDF;NEUT;SG
conspiração	komplot	conspiração	komplot	N;FEM;SG	N;INDF;NEUT;SG
conspiração	komplot	conspiração	komplot	N;FEM;SG	N;INDF;NEUT;SG
conspiração	sammensværgelse	conspiração	sammensværgelse	N;FEM;SG	N;INDF;MASC+FEM;SG
conspiração	konspiration	conspiração	konspiration	N;FEM;SG	N;INDF;MASC+FEM;SG
justificar	retfærdiggøre	justificar	retfærdiggøre	V;NFIN	V;NFIN;ACT
justificar	retfærdiggøre	justificar	retfærdiggøre	V;NFIN	V;NFIN;ACT
justificar	begrunde	justificar	begrunde	V;NFIN	V;NFIN;ACT
usos	anvendelser	uso	anvendelse	N;MASC;PL	N;INDF;MASC+FEM;PL
fall	efterår	fall	efterår	N;MASC;SG	N;INDF;NEUT;SG
fall	fald	fall	fald	N;MASC;SG	N;INDF;NEUT;SG
gilbert	gilbert	gilbert	gilbert	N;MASC;SG	N;INDF;MASC+FEM;SG
jake	jake	jake	jake	N;MASC;SG	N;INDF;MASC+FEM;SG
concorrentes	deltagere	concorrente	deltager	N;MASC;PL	N;INDF;MASC+FEM;PL
concorrentes	konkurrenter	concorrente	konkurrent	N;MASC;PL	N;INDF;MASC+FEM;PL
concorrentes	konkurrenterne	concorrente	konkurrent	N;MASC;PL	N;DEF;MASC+FEM;PL
bibliotecas	bibliotekerne	biblioteca	bibliotek	N;FEM;PL	N;DEF;NEUT;PL
bibliotecas	biblioteker	biblioteca	bibliotek	N;FEM;PL	N;INDF;NEUT;PL
aníbal	hannibal	aníbal	hannibal	N;MASC;SG	N;INDF;MASC+FEM;SG
detalhe	detalje	detalhe	detalje	N;MASC;SG	N;INDF;MASC+FEM;SG
triste	ked	triste	ked	ADJ;MASC;SG	ADJ;INDF;SG
triste	sørgeligt	triste	sørgeligt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
triste	trist	triste	trist	ADJ;MASC;SG	ADJ;INDF;SG
doente	syg	doente	syg	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
doente	tålmodig	doente	tålmodig	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
doente	syg	doente	syg	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
doente	sygt	doente	sygt	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
happy	tillykke	happy	tillykke	N;MASC;SG	N;INDF;NEUT;SG
prédios	bygningers	prédio	bygning	N;MASC;PL	N;GEN;INDF;MASC+FEM;PL
prédios	bygninger	prédio	bygning	N;MASC;PL	N;INDF;MASC+FEM;PL
prédios	bygningerne	prédio	bygning	N;MASC;PL	N;DEF;MASC+FEM;PL
prédios	ejendomme	prédio	ejendom	N;MASC;PL	N;INDF;MASC+FEM;PL
radar	radar	radar	radar	N;MASC;SG	N;INDF;MASC+FEM;SG
radar	radaren	radar	radar	N;MASC;SG	N;DEF;MASC+FEM;SG
variados	varierede	variado	variere	V;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
representações	fremstillinger	representação	fremstilling	N;FEM;PL	N;INDF;MASC+FEM;PL
representações	repræsentationer	representação	repræsentation	N;FEM;PL	N;INDF;MASC+FEM;PL
bonito	flot	bonito	flot	ADJ;MASC;SG	ADJ;INDF;SG
bonito	smuk	bonito	smuk	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
bonito	pæn	bonito	pæn	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
pacto	pagt	pacto	pagt	N;MASC;SG	N;INDF;MASC+FEM;SG
pacto	pagten	pacto	pagt	N;MASC;SG	N;DEF;MASC+FEM;SG
pacto	pagt	pacto	pagt	N;MASC;SG	N;INDF;MASC+FEM;SG
pacto	pagten	pacto	pagt	N;MASC;SG	N;DEF;MASC+FEM;SG
escândalo	skandalen	escândalo	skandal	N;MASC;SG	N;DEF;MASC+FEM;SG
escândalo	skandale	escândalo	skandale	N;MASC;SG	N;INDF;MASC+FEM;SG
escândalo	skandale	escândalo	skandale	N;MASC;SG	N;INDF;MASC+FEM;SG
rivais	rivaler	rival	rival	N;MASC;PL	N;INDF;MASC+FEM;PL
jessica	jessica	jessica	jessica	N;FEM;SG	N;INDF;MASC+FEM;SG
absolutamente	absolut	absolutamente	absolut	ADV	ADV
tragédia	tragedie	tragédia	tragedie	N;FEM;SG	N;INDF;MASC+FEM;SG
tragédia	tragedien	tragédia	tragedie	N;FEM;SG	N;DEF;MASC+FEM;SG
tyler	tyler	tyler	tyle	N;MASC;SG	N;INDF;MASC+FEM;SG
suspeita	mistanke	suspeita	mistanke	N;FEM;SG	N;INDF;MASC+FEM;SG
suspeita	mistænksomhed	suspeita	mistænksomhed	N;FEM;SG	N;INDF;MASC+FEM;SG
suspeita	suspekt	suspeita	suspekt	N;FEM;SG	N;INDF;NEUT;SG
suspeita	mistanke	suspeita	mistanke	N;FEM;SG	N;INDF;MASC+FEM;SG
suspeita	suspekt	suspeita	suspekt	N;FEM;SG	N;INDF;NEUT;SG
suspeita	mistanke	suspeita	mistanke	N;FEM;SG	N;INDF;MASC+FEM;SG
suspeita	formodet	suspeita	formode	N;FEM;SG	N;DEF;NEUT;SG
diabo	djævelen	diabo	djævel	N;MASC;SG	N;DEF;MASC+FEM;SG
diabo	djævel	diabo	djævel	N;MASC;SG	N;INDF;MASC+FEM;SG
vela	stearinlys	vela	stearinlys	N;FEM;SG	N;INDF;MASC+FEM;SG
vela	lys	vela	lys	N;FEM;SG	N;INDF;NEUT;SG
vela	sejl	vela	sejl	N;FEM;SG	N;INDF;NEUT;SG
vela	sejlads	vela	sejlads	N;FEM;SG	N;INDF;MASC+FEM;SG
vigilância	årvågenhed	vigilância	årvågenhed	N;FEM;SG	N;INDF;MASC+FEM;SG
vigilância	agtpågivenhed	vigilância	agtpågivenhed	N;FEM;SG	N;INDF;MASC+FEM;SG
vigilância	overvågning	vigilância	overvågning	N;FEM;SG	N;INDF;MASC+FEM;SG
vigilância	overvågningen	vigilância	overvågning	N;FEM;SG	N;DEF;MASC+FEM;SG
arquitecto	arkitekten	arquitecto	arkitekt	N;MASC;SG	N;DEF;MASC+FEM;SG
arquitecto	arkitekt	arquitecto	arkitekt	N;MASC;SG	N;INDF;MASC+FEM;SG
óbvio	oplagt	óbvio	oplagt	ADJ;MASC;SG	ADJ;INDF;SG
óbvio	indlysende	óbvio	indlysende	ADJ;MASC;SG	ADJ
tiger	tiger	tiger	tige	N;MASC;SG	N;INDF;MASC+FEM;SG
tiger	tigeren	tiger	tiger	N;MASC;SG	N;DEF;MASC+FEM;SG
müller	müller	müller	mülle	N;MASC;SG	N;INDF;MASC+FEM;SG
alexandra	alexandra	alexandra	alexandra	N;FEM;SG	N;INDF;MASC+FEM;SG
feiras	messer	feira	messe	N;FEM;PL	N;INDF;MASC+FEM;PL
feiras	udstillinger	feira	udstilling	N;FEM;PL	N;INDF;MASC+FEM;PL
prefeitos	borgmestre	prefeito	borgmestre	N;MASC;PL	N;INDF;MASC+FEM;PL
alessandro	alessandro	alessandro	alessandro	N;MASC;SG	N;INDF;MASC+FEM;SG
equações	ligninger	equação	ligning	N;FEM;PL	N;INDF;MASC+FEM;PL
myspace	myspace	myspace	myspace	N;MASC;SG	N;INDF;NEUT;SG
bruto	råolie	bruto	råolie	N;MASC;SG	N;INDF;MASC+FEM;SG
regressou	returneret	regressar	returnere	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
regressou	returnerede	regressar	returnere	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
trabalhado	arbejdede	trabalhar	arbejde	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
trabalhado	bearbejdet	trabalhar	bearbejde	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
linguística	lingvistik	linguística	lingvistik	N;FEM;SG	N;INDF;MASC+FEM;SG
utilizador	brugeren	utilizador	bruger	N;MASC;SG	N;DEF;MASC+FEM;SG
géneros	slægter	género	slægte	N;MASC;PL	N;INDF;MASC+FEM;PL
géneros	genrer	género	genre	N;MASC;PL	N;INDF;MASC+FEM;PL
dependência	afhængighed	dependência	afhængighed	N;FEM;SG	N;INDF;MASC+FEM;SG
dependência	afhængighed	dependência	afhængighed	N;FEM;SG	N;INDF;MASC+FEM;SG
dependência	afhængigheden	dependência	afhængighed	N;FEM;SG	N;DEF;MASC+FEM;SG
dependência	afhængighed	dependência	afhængighed	N;FEM;SG	N;INDF;MASC+FEM;SG
compor	komponere	compor	komponer	V;NFIN	V;NFIN;ACT
aprendeu	lærte	aprender	lære	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
aprendeu	lært	aprender	lære	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
aprendeu	lærte	aprender	lære	V;IND;SG;3;PST;FIN	V;IND;PST;FIN;ACT
aprendeu	lært	aprender	lære	V;IND;SG;3;PST;FIN	V;INDF;SG;PST;V.PTCP
alcançado	nået	alcançar	nå	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
alcançado	nåede	alcançar	nå	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
alcançado	opnåede	alcançar	opnå	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
alcançado	opnået	alcançar	opnå	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
multidão	pøblen	multidão	pøble	N;FEM;SG	N;DEF;MASC+FEM;SG
multidão	flok	multidão	flok	N;FEM;SG	N;INDF;MASC+FEM;SG
multidão	publikum	multidão	publikum	N;FEM;SG	N;INDF;NEUT;SG
resolvido	løst	resolver	løse	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
resolvido	løst	resolver	løse	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
resolvido	opklaret	resolver	opklar	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
resolvido	sorteres	resolver	sortere	V;MASC;SG;V.PTCP	V;NFIN;PASS
resolvido	sorteret	resolver	sortere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
lane	bane	lane	bane	N;MASC;SG	N;INDF;MASC+FEM;SG
polegadas	tommer	polegada	tom	N;FEM;PL	N;INDF;MASC+FEM;PL
polegadas	centimeter	polegada	centimeter	N;FEM;PL	N;INDF;MASC+FEM;PL
polegadas	tommer	polegada	tom	N;FEM;PL	N;INDF;MASC+FEM;PL
guarnição	garrison	guarnição	garrison	N;FEM;SG	N;INDF;MASC+FEM;SG
roland	roland	roland	roland	N;MASC;SG	N;INDF;MASC+FEM;SG
especializado	specialiseret	especializar	specialisere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
especializado	specialiseret	especializar	specialisere	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
dano	beskadigelse	dano	beskadigelse	N;MASC;SG	N;INDF;MASC+FEM;SG
dano	skade	dano	skade	N;MASC;SG	N;INDF;MASC+FEM;SG
dano	skadeserstatning	dano	skadeserstatning	N;MASC;SG	N;INDF;MASC+FEM;SG
dano	erstatning	dano	erstatning	N;MASC;SG	N;INDF;MASC+FEM;SG
hesse	hesse	hessar	hesse	N;MASC;SG	N;INDF;MASC+FEM;SG
reconhece	anerkender	reconhecer	anerkende	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
reconhece	genkender	reconhecer	genkende	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
reconhece	genkende	reconhecer	genke	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
reconhece	genkender	reconhecer	genkende	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
reconhece	anerkende	reconhecer	anerkende	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
reconhece	genkender	reconhecer	genkende	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
reconhece	erkender	reconhecer	erkende	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
reconhece	anerkendes	reconhecer	anerkende	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;PASS
reconhece	anerkender	reconhecer	anerkende	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
reconhece	erkender	reconhecer	erkende	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN;ACT
console	konsol	consolar	konsol	N;MASC;SG	N;INDF;MASC+FEM;SG
barreira	barrieren	barreira	barriere	N;FEM;SG	N;DEF;MASC+FEM;SG
barreira	hindring	barreira	hindring	N;FEM;SG	N;INDF;MASC+FEM;SG
barreira	barriere	barreira	barri	N;FEM;SG	N;INDF;MASC+FEM;SG
mineral	mineral	mineral	mineral	N;MASC;SG	N;INDF;NEUT;SG
fina	tynd	fino	tynd	ADJ;FEM;SG	ADJ;INDF;MASC+FEM;SG
fina	tyndt	fino	tyndt	ADJ;FEM;SG	ADJ;INDF;NEUT;SG
mind	sind	mind	sind	N;MASC;SG	N;INDF;NEUT;SG
mind	sindet	mind	sinde	N;MASC;SG	N;DEF;NEUT;SG
sólido	solid	sólido	solid	ADJ;MASC;SG	ADJ;INDF;MASC+FEM;SG
sólido	solidt	sólido	solid	ADJ;MASC;SG	ADJ;INDF;NEUT;SG
dirigentes	lederne	dirigente	leder	N;MASC;PL	N;DEF;MASC+FEM;PL
dirigentes	ledere	dirigente	leder	N;MASC;PL	N;INDF;MASC+FEM;PL
licenciatura	grad	licenciatura	grad	N;FEM;SG	N;INDF;MASC+FEM;SG
licenciatura	universitetsuddannelse	licenciatura	universitetsuddannelse	N;FEM;SG	N;INDF;MASC+FEM;SG
licenciatura	kandidateksamen	licenciatura	kandidateksamen	N;FEM;SG	N;DEF;MASC+FEM;SG
ameaças	trusler	ameaça	trusel	N;FEM;PL	N;INDF;MASC+FEM;PL
ameaças	trusler	ameaça	trusel	N;FEM;PL	N;INDF;MASC+FEM;PL
múltiplos	adskillige	múltiplo	adskillig	ADJ;MASC;PL	ADJ;PL
múltiplos	flere	múltiplo	mange	ADJ;MASC;PL	ADJ;CMPR;PL
mercadorias	råvarer	mercadoria	råvare	N;FEM;PL	N;INDF;MASC+FEM;PL
mercadorias	handelsvarer	mercadoria	handelsvar	N;FEM;PL	N;INDF;MASC+FEM;PL
mercadorias	varer	mercadoria	vare	N;FEM;PL	N;INDF;MASC+FEM;PL
agradeço	værdsætter	agradeço	værdsætte	V;IND;SG;1;PRS;FIN	V;IND;PRS;FIN;ACT
comemoração	mindehøjtidelighed	comemoração	mindehøjtidelighed	N;FEM;SG	N;INDF;MASC+FEM;SG
comemoração	festdag	comemoração	festdag	N;FEM;SG	N;INDF;MASC+FEM;SG
comemoração	fest	comemoração	fest	N;FEM;SG	N;INDF;MASC+FEM;SG
comemoração	fejring	comemoração	fejring	N;FEM;SG	N;INDF;MASC+FEM;SG
sentença	domfældelse	sentença	domfældelse	N;FEM;SG	N;INDF;MASC+FEM;SG
sentença	punktum	sentença	punktum	N;FEM;SG	N;INDF;NEUT;SG
sentença	sætning	sentença	sætning	N;FEM;SG	N;INDF;MASC+FEM;SG
sentença	straf	sentença	straf	N;FEM;SG	N;INDF;MASC+FEM;SG
frutas	frugter	fruta	frugte	N;FEM;PL	N;INDF;MASC+FEM;PL
frutas	frugter	fruta	frugte	N;FEM;PL	N;INDF;MASC+FEM;PL
índices	indekser	índice	indekse	N;MASC;PL	N;INDF;NEUT;PL
índices	fortegnelser	índice	fortegnelse	N;MASC;PL	N;INDF;MASC+FEM;PL
índices	indekser	índice	indekse	N;MASC;PL	N;INDF;NEUT;PL
prevenção	forebyggelse	prevenção	forebyggelse	N;FEM;SG	N;INDF;MASC+FEM;SG
melodia	melodi	melodia	melodi	N;FEM;SG	N;INDF;MASC+FEM;SG
melodia	melodi	melodia	melodi	N;FEM;SG	N;INDF;MASC+FEM;SG
melodia	tune	melodia	tune	N;FEM;SG	N;INDF;MASC+FEM;SG
obtenção	indhentning	obtenção	indhentning	N;FEM;SG	N;INDF;MASC+FEM;SG
obtenção	fremskaffelse	obtenção	fremskaffelse	N;FEM;SG	N;INDF;MASC+FEM;SG
junius	junius	juniu	junius	N;MASC;SG	N;INDF;MASC+FEM;SG
eliminados	slettede	eliminar	slette	V;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
eliminados	udgår	eliminar	udgå	V;MASC;PL;V.PTCP	V;IND;PRS;FIN;ACT
pesquisador	forsker	pesquisador	forsker	N;MASC;SG	N;INDF;MASC+FEM;SG
pesquisador	forskeren	pesquisador	forsker	N;MASC;SG	N;DEF;MASC+FEM;SG
celebração	festdag	celebração	festdag	N;FEM;SG	N;INDF;MASC+FEM;SG
celebração	fest	celebração	fest	N;FEM;SG	N;INDF;MASC+FEM;SG
celebração	fejring	celebração	fejring	N;FEM;SG	N;INDF;MASC+FEM;SG
manuscrito	manuskriptet	manuscrito	manuskript	N;MASC;SG	N;DEF;NEUT;SG
manuscrito	manuskript	manuscrito	manuskript	N;MASC;SG	N;INDF;NEUT;SG
boi	bull	boi	bull	N;MASC;SG	N;INDF;MASC+FEM;SG
caçadores	pelsjægere	caçador	pelsjægere	N;MASC;PL	N;INDF;MASC+FEM;PL
caçadores	jægerne	caçador	jæge	N;MASC;PL	N;DEF;MASC+FEM;PL
caçadores	jægere	caçador	jæger	N;MASC;PL	N;INDF;MASC+FEM;PL
sebastian	sebastian	sebastian	sebastian	N;MASC;SG	N;INDF;MASC+FEM;SG
separar	separeret	separar	separere	V;NFIN	V;INDF;SG;PST;V.PTCP
separar	adskilt	separar	adskille	V;NFIN	V;INDF;SG;PST;V.PTCP
interessados	interessenter	interessado	interessent	N;MASC;PL	N;INDF;MASC+FEM;PL
interessados	interessenterne	interessado	interessent	N;MASC;PL	N;DEF;MASC+FEM;PL
deficiência	handicap	deficiência	handicap	N;FEM;SG	N;INDF;NEUT;SG
deficiência	mangel	deficiência	mangel	N;FEM;SG	N;INDF;MASC+FEM;SG
deficiência	handicap	deficiência	handicap	N;FEM;SG	N;INDF;NEUT;SG
deficiência	invaliditet	deficiência	invaliditet	N;FEM;SG	N;INDF;MASC+FEM;SG
hospitais	sygehusene	hospital	sygehus	N;MASC;PL	N;DEF;NEUT;PL
hospitais	hospitaler	hospital	hospital	N;MASC;PL	N;INDF;NEUT;PL
hospitais	hospitalerne	hospital	hospital	N;MASC;PL	N;DEF;NEUT;PL
hospitais	sygehuse	hospital	sygehus	N;MASC;PL	N;INDF;NEUT;PL
briga	kamp	briga	kamp	N;FEM;SG	N;INDF;MASC+FEM;SG
briga	slåskamp	briga	slåskamp	N;FEM;SG	N;INDF;MASC+FEM;SG
tomado	indtaget	tomar	indtage	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
tomado	udtaget	tomar	udtage	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
tomado	taget	tomar	tage	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
maomé	mohammed	maomé	mohammed	N;MASC;SG	N;INDF;MASC+FEM;SG
maomé	muhammad	maomé	muhammad	N;MASC;SG	N;INDF;MASC+FEM;SG
maomé	muhammed	maomé	muhammed	N;MASC;SG	N;INDF;MASC+FEM;SG
maomé	mohammed	maomé	mohammed	N;MASC;SG	N;INDF;MASC+FEM;SG
maomé	muhammed	maomé	muhammed	N;MASC;SG	N;INDF;MASC+FEM;SG
maomé	mehmet	maomé	mehme	N;MASC;SG	N;DEF;NEUT;SG
removido	fjernet	remover	fjerne	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
removido	afhentes	remover	afhente	V;MASC;SG;V.PTCP	V;NFIN;PASS
removido	fjernede	remover	fjerne	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
painel	kontrolpanel	painel	kontrolpanel	N;MASC;SG	N;INDF;MASC+FEM;SG
painel	instrumentbrættet	painel	instrumentbræt	N;MASC;SG	N;DEF;NEUT;SG
painel	panelet	painel	panelet	N;MASC;SG	N;DEF;NEUT;SG
painel	panel	painel	panel	N;MASC;SG	N;INDF;NEUT;SG
diariamente	dagligt	diariamente	dagligt	ADV	ADV
diariamente	daglig	diariamente	daglig	ADV	ADV
armadura	rustning	armadura	rustning	N;FEM;SG	N;INDF;MASC+FEM;SG
armadura	rustning	armadura	rustning	N;FEM;SG	N;INDF;MASC+FEM;SG
adquirido	erhvervede	adquirir	erhvervet	V;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
adquirido	anskaffet	adquirir	anskaffet	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
adquirido	erhvervet	adquirir	erhvervet	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
adquirido	indkøbt	adquirir	indkøbe	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
adquirido	købt	adquirir	købe	V;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
