من	od	مِن	od	ADP	ADP
عملية	funkcjonowanie	عَمَلِيَّة	funkcjonowanie	N;NOM;INDF;SG	N;NOM;NEUT;SG
عملية	operacja	عَمَلِيَّة	operacja	N;NOM;INDF;SG	N;NOM;FEM;SG
عملية	działanie	عَمَلِيَّة	działać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
يونيو	czerwca	يُونِيُو	czerwiec	N;GEN;INDF;SG	N;GEN;MASC;SG
واحد	jeden	وَاحِد	jeden	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG
واحد	jedna	وَاحِد	jeden	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG
شمال	północ	شَمَال	północ	N;NOM;INDF;SG	N;NOM;FEM;SG
شمال	północ	شَمَال	północ	N;NOM;INDF;SG	N;NOM;FEM;SG
مراجع	referencje	مَرجَع	referencja	N;NOM;INDF;PL	N;NOM;FEM;PL
الاتحاد	związek	اِتِّحَاد	związek	N;NOM;DEF;SG	N;NOM;MASC;SG
الاتحاد	federacja	اِتِّحَاد	federacja	N;NOM;DEF;SG	N;NOM;FEM;SG
الاتحاد	konfederacja	اِتِّحَاد	konfederacja	N;NOM;DEF;SG	N;NOM;FEM;SG
عبر	przez	عَبرَ	przez	ADP;ACC	ADP
استخدام	używanie	اِستِخدَام	używać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
استخدام	użycie	اِستِخدَام	użyć	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
استخدام	wykorzystanie	اِستِخدَام	wykorzystać	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
فريق	ekipa	فَرِيق	ekipa	N;NOM;INDF;SG	N;NOM;FEM;SG
فريق	drużyna	فَرِيق	drużyna	N;NOM;INDF;SG	N;NOM;FEM;SG
فريق	zespół	فَرِيق	zespół	N;NOM;INDF;SG	N;NOM;MASC;SG
العامة	społeczeństwo	عَامَّة	społeczeństwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
ديسمبر	grudniu	دِيسَمبِر	grudzień	N;GEN;INDF;SG	N;GEN;MASC;SG
كبيرة	duża	كَبِير	duży	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
كبيرة	duży	كَبِير	duży	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
كبيرة	duże	كَبِير	duży	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
كبيرة	duża	كَبِير	duży	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
كبيرة	duże	كَبِير	duży	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
كبيرة	wielka	كَبِير	wielki	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
كبيرة	duży	كَبِير	duży	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
كبيرة	wielki	كَبِير	wielki	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
الجيش	wojsko	جَيش	wojsko	N;NOM;DEF;SG	N;NOM;NEUT;SG
الجيش	wojska	جَيش	wojsko	N;NOM;DEF;SG	N;NOM;NEUT;SG
الجيش	wojska	جَيش	wojsko	N;NOM;DEF;SG	N;NOM;NEUT;SG
الجيش	wojsko	جَيش	wojsko	N;NOM;DEF;SG	N;NOM;NEUT;SG
الجيش	armia	جَيش	armia	N;NOM;DEF;SG	N;NOM;FEM;SG
نوفمبر	listopada	نُوفِمبِر	listopada	N;GEN;INDF;SG	N;GEN;MASC;SG
نوفمبر	listopada	نُوفِمبِر	listopada	N;GEN;INDF;SG	N;GEN;MASC;SG
المديرية	dyrekcja	مُدِيرِيّ	dyrekcja	N;NOM;DEF;SG	N;NOM;FEM;SG
واحدة	jeden	وَاحِد	jeden	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
واحدة	jedna	وَاحِد	jeden	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
لاعب	gracz	لَاعِب	gracz	N;NOM;INDF;SG	N;NOM;MASC;SG
لاعب	zawodnik	لَاعِب	zawodnik	N;NOM;INDF;SG	N;NOM;MASC;SG
لاعب	odtwarzacz	لَاعِب	odtwarzacz	N;NOM;INDF;SG	N;NOM;MASC;SG
الفترة	okres	فَترَة	okres	N;NOM;DEF;SG	N;NOM;MASC;SG
يجب	musi	وَجَب	musieć	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
دولة	stan	دَولَة	stan	N;NOM;INDF;SG	N;NOM;MASC;SG
دولة	państwo	دَولَة	państwo	N;NOM;INDF;SG	N;NOM;NEUT;SG
الدولي	international	دُوَلِيّ	international	ADJ;NOM;DEF;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
الدولي	międzynarodowe	دُوَلِيّ	międzynarodowy	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
الدولي	międzynarodowy	دُوَلِيّ	międzynarodowy	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
الدولي	międzynarodowa	دُوَلِيّ	międzynarodowy	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
بلدة	miejscowość	بَلدَة	miejscowość	N;NOM;INDF;SG	N;NOM;FEM;SG
بلدة	miasto	بَلدَة	miasto	N;NOM;INDF;SG	N;NOM;NEUT;SG
درجة	stopień	دَرَجَة	stopień	N;NOM;INDF;SG	N;NOM;MASC;SG
الحكومة	rząd	حُكُومَة	rząd	N;NOM;DEF;SG	N;NOM;MASC;SG
القوات	oddziały	قُوَّة	oddział	N;NOM;DEF;PL	N;NOM;MASC;PL
ملعب	stadion	مَلعَب	stadion	N;NOM;INDF;SG	N;NOM;MASC;SG
ملعب	stadium	مَلعَب	stadium	N;NOM;INDF;SG	N;NOM;NEUT;SG
متر	licznik	مِتر	licznik	N;NOM;INDF;SG	N;NOM;MASC;SG
متر	miernik	مِتر	miernik	N;NOM;INDF;SG	N;NOM;MASC;SG
حالة	status	حَالَة	status	N;NOM;INDF;SG	N;NOM;MASC;SG
حالة	sprawa	حَالَة	sprawa	N;NOM;INDF;SG	N;NOM;FEM;SG
حالة	przypadek	حَالَة	przypadek	N;NOM;INDF;SG	N;NOM;MASC;SG
حالة	stan	حَالَة	stan	N;NOM;INDF;SG	N;NOM;MASC;SG
الفيلم	folia	فِيلم	folia	N;NOM;DEF;SG	N;NOM;FEM;SG
الدول	stany	دَولَة	stany	N;NOM;DEF;PL	N;NOM;MASC;PL
الدول	kraje	دَولَة	kraj	N;NOM;DEF;PL	N;NOM;MASC;PL
كلية	uczelnia	كُلِّيَّة	uczelniać	N;NOM;INDF;SG	N;NOM;FEM;SG
كلية	college	كُلِّيَّة	collega	N;NOM;INDF;SG	N;NOM;MASC;SG
كلية	kolegium	كُلِّيَّة	kolegium	N;NOM;INDF;SG	N;NOM;NEUT;SG
كلية	nerka	كُلِّيَّة	nerka	N;NOM;INDF;SG	N;NOM;FEM;SG
كلية	wydział	كُلِّيَّة	wydział	N;NOM;INDF;SG	N;NOM;MASC;SG
كلية	kadra	كُلِّيَّة	kadra	N;NOM;INDF;SG	N;NOM;FEM;SG
الدرجة	stopień	دَرَجَة	stopień	N;NOM;DEF;SG	N;NOM;MASC;SG
الخاصة	prywatne	خَاصّ	prywatny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الخاصة	szeregowy	خَاصّ	szeregowy	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الخاصة	prywatna	خَاصّ	prywatny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الخاصة	prywatny	خَاصّ	prywatny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الرئيس	przewodniczący	رَئِيس	przewodniczący	N;NOM;DEF;SG	N;NOM;MASC;SG
الرئيس	prezes	رَئِيس	prezes	N;NOM;DEF;SG	N;NOM;MASC;SG
الرئيس	prezydent	رَئِيس	prezydent	N;NOM;DEF;SG	N;NOM;MASC;SG
الرئيس	szef	رَئِيس	szef	N;NOM;DEF;SG	N;NOM;MASC;SG
الرئيس	przewodniczący	رَئِيس	przewodniczący	N;NOM;DEF;SG	N;NOM;MASC;SG
الرئيس	prezes	رَئِيس	prezes	N;NOM;DEF;SG	N;NOM;MASC;SG
الشمالية	północne	شَمَالِيّ	północny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
بداية	rozpoczęcie	بِدَايَة	rozpocząć	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
بداية	początek	بِدَايَة	początek	N;NOM;INDF;SG	N;NOM;MASC;SG
بداية	początek	بِدَايَة	początek	N;NOM;INDF;SG	N;NOM;MASC;SG
شرق	wschód	شَرق	wschód	N;NOM;INDF;SG	N;NOM;MASC;SG
شرق	wschód	شَرق	wschód	N;NOM;INDF;SG	N;NOM;MASC;SG
قوالب	szablony	قَالَب	szablony	N;NOM;INDF;PL	N;NOM;MASC;PL
نهاية	koniec	نِهَايَة	koniec	N;NOM;INDF;SG	N;NOM;MASC;SG
العزلة	izolacja	عُزلَة	izolacja	N;NOM;DEF;SG	N;NOM;FEM;SG
العزلة	samotność	عُزلَة	samotność	N;NOM;DEF;SG	N;NOM;FEM;SG
وسط	środek	وَسط	środek	N;NOM;INDF;SG	N;NOM;MASC;SG
دور	rola	دَور	rola	N;NOM;INDF;SG	N;NOM;FEM;SG
القرية	wioska	قَريَة	wioska	N;NOM;DEF;SG	N;NOM;FEM;SG
القرية	village	قَريَة	village	N;NOM;DEF;SG	N;NOM;MASC;SG
القرية	wieś	قَريَة	wieś	N;NOM;DEF;SG	N;NOM;FEM;SG
السنة	rok	سَنَة	rok	N;NOM;DEF;SG	N;NOM;MASC;SG
حكم	sędzia	حُكم	sędzia	N;NOM;INDF;SG	N;NOM;MASC;SG
شكل	kształt	شَكل	kształt	N;NOM;INDF;SG	N;NOM;MASC;SG
شكل	postać	شَكل	postać	N;NOM;INDF;SG	N;NOM;FEM;SG
شكل	forma	شَكل	forma	N;NOM;INDF;SG	N;NOM;FEM;SG
نسبة	stosunek	نِسبَة	stosunek	N;NOM;INDF;SG	N;NOM;MASC;SG
نسبة	współczynnik	نِسبَة	współczynnik	N;NOM;INDF;SG	N;NOM;MASC;SG
الكتاب	książka	كِتَاب	książka	N;NOM;DEF;SG	N;NOM;FEM;SG
الناس	osoby	إِنسَان	osoba	N;NOM;DEF;PL	N;NOM;FEM;PL
الناس	ludzie	إِنسَان	człowiek	N;NOM;DEF;PL	N;NOM;MASC;PL
حرب	wojna	حَرب	wojna	N;NOM;INDF;SG	N;NOM;FEM;SG
الجهاز	wyrób	جِهَاز	wyrób	N;NOM;DEF;SG	N;NOM;MASC;SG
الجهاز	urządzenie	جِهَاز	urządzenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
معظم	większość	مُعظَم	większość	N;NOM;INDF;SG	N;NOM;FEM;SG
دار	dar	دَار	dar	N;NOM;INDF;SG	N;NOM;MASC;SG
الحكم	sędzia	حُكم	sędzia	N;NOM;DEF;SG	N;NOM;MASC;SG
الحكم	wyrok	حُكم	wyrok	N;NOM;DEF;SG	N;NOM;MASC;SG
الحكم	orzeczenie	حُكم	orzeczenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
الحكم	osąd	حُكم	osąd	N;NOM;DEF;SG	N;NOM;MASC;SG
الحكم	zarządzanie	حُكم	zarządzać	N;NOM;DEF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
الشرقية	wschodnie	شَرقِيّ	wschodni	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الشرقية	wschodni	شَرقِيّ	wschodni	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الشرقية	wschodnia	شَرقِيّ	wschodnia	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
الشرقية	wschodnie	شَرقِيّ	wschodni	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الشرقية	wschodni	شَرقِيّ	wschodni	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الشرقية	wschodnia	شَرقِيّ	wschodnia	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
صفحة	strona	صَفحَة	strona	N;NOM;INDF;SG	N;NOM;FEM;SG
القسم	wydział	قِسم	wydział	N;NOM;DEF;SG	N;NOM;MASC;SG
القسم	departament	قِسم	departament	N;NOM;DEF;SG	N;NOM;MASC;SG
القسم	dział	قِسم	dziać	N;NOM;DEF;SG	N;NOM;MASC;SG
القسم	dział	قِسم	dziać	N;NOM;DEF;SG	N;NOM;MASC;SG
القسم	sekcja	قِسم	sekcja	N;NOM;DEF;SG	N;NOM;FEM;SG
برنامج	program	بَرنَامَج	program	N;NOM;INDF;SG	N;NOM;MASC;SG
برنامج	program	بَرنَامَج	program	N;NOM;INDF;SG	N;NOM;MASC;SG
برنامج	oprogramowanie	بَرنَامَج	oprogramowanie	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
وقت	czas	وَقت	czas	N;NOM;INDF;SG	N;NOM;MASC;SG
النظام	układ	نِظَام	układ	N;NOM;DEF;SG	N;NOM;MASC;SG
النظام	porządek	نِظَام	porządek	N;NOM;DEF;SG	N;NOM;MASC;SG
النظام	zamówienie	نِظَام	zamówienie	N;NOM;DEF;SG	N;NOM;NEUT;SG
النظام	kolejność	نِظَام	kolejność	N;NOM;DEF;SG	N;NOM;FEM;SG
الجمهورية	republika	جُمهُورِيَّة	republik	N;NOM;DEF;SG	N;NOM;FEM;SG
مدرسة	szkoła	مَدرَسَة	szkoła	N;NOM;INDF;SG	N;NOM;FEM;SG
عرض	pokaz	عَرض	pokaz	N;NOM;INDF;SG	N;NOM;MASC;SG
عرض	prezentacja	عَرض	prezentacja	N;NOM;INDF;SG	N;NOM;FEM;SG
عرض	wyświetlacz	عَرض	wyświetlacz	N;NOM;INDF;SG	N;NOM;MASC;SG
عرض	wyświetlanie	عَرض	wyświetlać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
عرض	widok	عَرض	widok	N;NOM;INDF;SG	N;NOM;MASC;SG
الدولية	international	دُوَلِيّ	international	ADJ;NOM;DEF;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
الدولية	międzynarodowe	دُوَلِيّ	międzynarodowy	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الدولية	międzynarodowy	دُوَلِيّ	międzynarodowy	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
الدولية	międzynarodowa	دُوَلِيّ	międzynarodowy	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
المعلومات	informacje	مَعلُومَة	informacja	N;NOM;DEF;PL	N;NOM;FEM;PL
المعلومات	informacje	مَعلُومَة	informacja	N;NOM;DEF;PL	N;NOM;FEM;PL
المدرسة	szkoła	مَدرَسَة	szkoła	N;NOM;DEF;SG	N;NOM;FEM;SG
المقالة	artykuł	مُقَال	artykuł	N;NOM;DEF;SG	N;NOM;MASC;SG
التاريخ	termin	تَارِيخ	termin	N;NOM;DEF;SG	N;NOM;MASC;SG
التاريخ	randka	تَارِيخ	randka	N;NOM;DEF;SG	N;NOM;FEM;SG
التاريخ	historia	تَارِيخ	historia	N;NOM;DEF;SG	N;NOM;FEM;SG
مجال	domena	مَجَال	domen	N;NOM;INDF;SG	N;NOM;FEM;SG
مجال	dziedzina	مَجَال	dziedzina	N;NOM;INDF;SG	N;NOM;FEM;SG
حركة	wniosek	حَرَكَة	wniosek	N;NOM;INDF;SG	N;NOM;MASC;SG
حركة	przemieszczanie	حَرَكَة	przemieszczać	N;NOM;INDF;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
المقاطعة	hrabstwo	مُقَاطَعَة	hrabstwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
المقاطعة	okręg	مُقَاطَعَة	okręg	N;NOM;DEF;SG	N;NOM;MASC;SG
المقاطعة	województwo	مُقَاطَعَة	województwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
المقاطعة	prowincja	مُقَاطَعَة	prowincja	N;NOM;DEF;SG	N;NOM;FEM;SG
المقاطعة	okręg	مُقَاطَعَة	okręg	N;NOM;DEF;SG	N;NOM;MASC;SG
المقاطعة	dystrykt	مُقَاطَعَة	dystrykt	N;NOM;DEF;SG	N;NOM;MASC;SG
المقاطعة	dzielnica	مُقَاطَعَة	dzielnica	N;NOM;DEF;SG	N;NOM;FEM;SG
المقاطعة	rejon	مُقَاطَعَة	rejon	N;NOM;DEF;SG	N;NOM;MASC;SG
المقاطعة	bojkot	مُقَاطَعَة	bojkot	N;NOM;DEF;SG	N;NOM;MASC;SG
مسلسل	seria	مُسَلسَل	seria	N;NOM;INDF;SG	N;NOM;FEM;SG
التعليم	kształcenie	تَعلِيم	kształcenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
التعليم	wykształcenie	تَعلِيم	wykształcenie	N;NOM;DEF;SG	N;NOM;NEUT;SG
التعليم	edukacja	تَعلِيم	edukacja	N;NOM;DEF;SG	N;NOM;FEM;SG
قالب	wzorzec	قَالِب	wzorzec	N;NOM;INDF;SG	N;NOM;MASC;SG
قالب	szablon	قَالِب	szablon	N;NOM;INDF;SG	N;NOM;MASC;SG
تقرير	raport	تَقرِير	raport	N;NOM;INDF;SG	N;NOM;MASC;SG
تقرير	sprawozdanie	تَقرِير	sprawozdać	N;NOM;INDF;SG	N;NOM;NEUT;SG
تقرير	zgłoszenie	تَقرِير	zgłosić	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
المناطق	regiony	مِنطَقَة	regić	N;NOM;DEF;PL	N;NOM;MASC;PL
المناطق	rejony	مِنطَقَة	rejon	N;NOM;DEF;PL	N;NOM;MASC;PL
المناطق	dzielnice	مِنطَقَة	dzielnica	N;NOM;DEF;PL	N;NOM;FEM;PL
المناطق	okręgi	مِنطَقَة	okręga	N;NOM;DEF;PL	N;NOM;MASC;PL
المناطق	tereny	مِنطَقَة	teren	N;NOM;DEF;PL	N;NOM;MASC;PL
المناطق	obszary	مِنطَقَة	obszar	N;NOM;DEF;PL	N;NOM;MASC;PL
المناطق	powierzchnie	مِنطَقَة	powierzchnie	N;NOM;DEF;PL	N;NOM;FEM;PL
دول	stany	دَولَة	stany	N;NOM;INDF;PL	N;NOM;MASC;PL
الحالي	bieżące	حَالِيّ	bieżący	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
الحالي	aktualne	حَالِيّ	aktualny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
الحالي	bieżący	حَالِيّ	bieżący	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
الحالي	aktualny	حَالِيّ	aktualny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
الحالي	obecny	حَالِيّ	obecny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG
الحالي	obecna	حَالِيّ	obecny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG
الحالي	obecne	حَالِيّ	obecny	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG
عضو	członek	عُضو	członek	N;NOM;INDF;SG	N;NOM;MASC;SG
لغة	język	لُغَة	język	N;NOM;INDF;SG	N;NOM;MASC;SG
الشرق	wschód	شَرق	wschód	N;NOM;DEF;SG	N;NOM;MASC;SG
معركة	walka	مَعرَكَة	walka	N;NOM;INDF;SG	N;NOM;FEM;SG
الغربية	zachodnie	غَربِيّ	zachodnie	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
الجزء	część	جُزء	część	N;NOM;DEF;SG	N;NOM;FEM;SG
الجزء	odcinek	جُزء	odcinek	N;NOM;DEF;SG	N;NOM;MASC;SG
الجزء	segment	جُزء	segment	N;NOM;DEF;SG	N;NOM;MASC;SG
بوابة	bramka	بَوَّابَة	bramka	N;NOM;INDF;SG	N;NOM;FEM;SG
بوابة	brama	بَوَّابَة	brama	N;NOM;INDF;SG	N;NOM;FEM;SG
بوابة	wrota	بَوَّابَة	wrota	N;NOM;INDF;SG	N;NOM;NEUT;SG
بوابة	portal	بَوَّابَة	portal	N;NOM;INDF;SG	N;NOM;MASC;SG
بوابة	bramka	بَوَّابَة	bramka	N;NOM;INDF;SG	N;NOM;FEM;SG
بوابة	brama	بَوَّابَة	brama	N;NOM;INDF;SG	N;NOM;FEM;SG
بوابة	gateway	بَوَّابَة	gatewa	N;NOM;INDF;SG	N;NOM;MASC;SG
مقالة	esej	مَقَالَة	esej	N;NOM;INDF;SG	N;NOM;MASC;SG
مقالة	wypracowanie	مَقَالَة	wypracować	N;NOM;INDF;SG	N;NOM;NEUT;SG
مقالة	artykuł	مَقَالَة	artykuł	N;NOM;INDF;SG	N;NOM;MASC;SG
المصرية	egipski	مِصرِيّ	egipski	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
النوع	gatunek	نَوع	gatunek	N;NOM;DEF;SG	N;NOM;MASC;SG
النوع	rodzaj	نَوع	rodzaj	N;NOM;DEF;SG	N;NOM;MASC;SG
علماء	naukowcy	عَالِم	naukowiec	N;NOM;INDF;PL	N;NOM;MASC;PL
مناطق	regiony	مِنطَقَة	regić	N;NOM;INDF;PL	N;NOM;MASC;PL
مناطق	rejony	مِنطَقَة	rejon	N;NOM;INDF;PL	N;NOM;MASC;PL
مناطق	tereny	مِنطَقَة	teren	N;NOM;INDF;PL	N;NOM;MASC;PL
مناطق	obszary	مِنطَقَة	obszar	N;NOM;INDF;PL	N;NOM;MASC;PL
مناطق	powierzchnie	مِنطَقَة	powierzchnie	N;NOM;INDF;PL	N;NOM;FEM;PL
شهر	miesiąc	شَهر	miesiąc	N;NOM;INDF;SG	N;NOM;MASC;SG
سلسلة	seria	سِلسِلَة	seria	N;NOM;INDF;SG	N;NOM;FEM;SG
سلسلة	sznur	سِلسِلَة	sznur	N;NOM;INDF;SG	N;NOM;MASC;SG
سلسلة	łańcuch	سِلسِلَة	łańcuch	N;NOM;INDF;SG	N;NOM;MASC;SG
سلسلة	sznurek	سِلسِلَة	sznurek	N;NOM;INDF;SG	N;NOM;MASC;SG
سلسلة	łańcuch	سِلسِلَة	łańcuch	N;NOM;INDF;SG	N;NOM;MASC;SG
البلاد	kraje	بَلَد	kraj	N;NOM;DEF;PL	N;NOM;MASC;PL
جديدة	nowe	جَدِيد	nowy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
جديدة	nowy	جَدِيد	nowy	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
جزيرة	wyspa	جَزِيرَة	wyspa	N;NOM;INDF;SG	N;NOM;FEM;SG
جمهورية	republika	جُمهُورِيَّة	republik	N;NOM;INDF;SG	N;NOM;FEM;SG
لبنان	liban	لُبنَان	liban	N;NOM;INDF;SG	N;NOM;MASC;SG
عالم	świat	عَالَم	świat	N;NOM;INDF;SG	N;NOM;MASC;SG
عالم	naukowiec	عَالَم	naukowiec	N;NOM;INDF;SG	N;NOM;MASC;SG
الدم	krew	دَم	krew	N;NOM;DEF;SG	N;NOM;FEM;SG
وزارة	ministerstwo	وِزَارَة	ministerstwo	N;NOM;INDF;SG	N;NOM;NEUT;SG
الجزيرة	wyspa	جَزِيرَة	wyspa	N;NOM;DEF;SG	N;NOM;FEM;SG
المجلس	rada	مَجلِس	rada	N;NOM;DEF;SG	N;NOM;FEM;SG
الحزب	przyjęcie	حِزب	przyjąć	N;NOM;DEF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
الحزب	partia	حِزب	partia	N;NOM;DEF;SG	N;NOM;FEM;SG
الحزب	impreza	حِزب	impreza	N;NOM;DEF;SG	N;NOM;FEM;SG
شركات	korporacje	شَرِكَة	korporacja	N;NOM;INDF;PL	N;NOM;FEM;PL
شركات	firmy	شَرِكَة	firma	N;NOM;INDF;PL	N;NOM;FEM;PL
مستوى	poziom	مُستَوَى	poziom	N;NOM;INDF;SG	N;NOM;MASC;SG
مختلفة	inna	مُختَلِف	inny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;SG
مختلفة	różne	مُختَلِف	różny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;SG
مختلفة	inny	مُختَلِف	inny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;SG
عبارة	wyrażenie	عِبَارَة	wyrażenie	N;NOM;INDF;SG	N;NOM;NEUT;SG
ممثل	przedstawiciel	مُمَثِّل	przedstawiciel	N;NOM;INDF;SG	N;NOM;MASC;SG
ممثل	aktor	مُمَثِّل	aktor	N;NOM;INDF;SG	N;NOM;MASC;SG
المجتمع	społeczeństwo	مُجتَمَع	społeczeństwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
المجتمع	towarzystwo	مُجتَمَع	towarzystwo	N;NOM;DEF;SG	N;NOM;NEUT;SG
المجتمع	społeczność	مُجتَمَع	społeczność	N;NOM;DEF;SG	N;NOM;FEM;SG
المجتمع	wspólnota	مُجتَمَع	wspólnota	N;NOM;DEF;SG	N;NOM;FEM;SG
حزب	przyjęcie	حِزب	przyjąć	N;NOM;INDF;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
حزب	partia	حِزب	partia	N;NOM;INDF;SG	N;NOM;FEM;SG
حزب	impreza	حِزب	impreza	N;NOM;INDF;SG	N;NOM;FEM;SG
هنا	tutaj	هُنَا	tutaj	ADV	ADV
الجامعة	uczelnia	جَامِعَة	uczelniać	N;NOM;DEF;SG	N;NOM;FEM;SG
الجامعة	uniwersytet	جَامِعَة	uniwersytet	N;NOM;DEF;SG	N;NOM;MASC;SG
الجامعة	uczelnia	جَامِعَة	uczelniać	N;NOM;DEF;SG	N;NOM;FEM;SG
الجامعة	college	جَامِعَة	collega	N;NOM;DEF;SG	N;NOM;MASC;SG
الجامعة	kolegium	جَامِعَة	kolegium	N;NOM;DEF;SG	N;NOM;NEUT;SG
نهر	rzeka	نَهر	rzeka	N;NOM;INDF;SG	N;NOM;FEM;SG
الماء	woda	مَاء	woda	N;NOM;DEF;SG	N;NOM;FEM;SG
الدكتور	lekarz	دُكتُور	lekarz	N;NOM;DEF;SG	N;NOM;MASC;SG
شارك	udostępnić	شَارَك	udostępnić	V;PFV;MASC;SG;3;ACT	V;PFV;NFIN;ACT
شارك	udział	شَارَك	udział	V;PFV;MASC;SG;3;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
غرب	zachodni	غَرب	zachodni	N;NOM;INDF;SG	N;NOM;MASC;SG
غرب	zachód	غَرب	zachód	N;NOM;INDF;SG	N;NOM;MASC;SG
غرب	zachodni	غَرب	zachodni	N;NOM;INDF;SG	N;NOM;MASC;SG
السياسية	polityczny	سِيَاسِيّ	polityczny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;MASC;SG
السياسية	polityczne	سِيَاسِيّ	polityczny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;NEUT;SG
السياسية	polityczna	سِيَاسِيّ	polityczny	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;FEM;SG
معلومات	informacje	مَعلُومَة	informacja	N;NOM;INDF;PL	N;NOM;FEM;PL
معلومات	informacje	مَعلُومَة	informacja	N;NOM;INDF;PL	N;NOM;FEM;PL
العلم	nauka	عِلم	nauka	N;NOM;DEF;SG	N;NOM;FEM;SG
العلم	flaga	عِلم	flaga	N;NOM;DEF;SG	N;NOM;FEM;SG
