van	سے	van	سے	ADP	ADP
geheel	پورا	geheel	پورا	ADJ	ADJ;NOM;MASC;SG
geheel	مکمل	geheel	مکمل	ADJ	ADJ
geheel	پورا	geheel	پورا	ADJ	ADJ;NOM;MASC;SG
geheel	مکمل	geheel	مکمل	ADJ	ADJ
boek	رسالہ	boek	رسالہ	N;NEUT;SG	N;NOM;MASC;SG;3
boek	جریدہ	boek	جریدہ	N;NEUT;SG	N;NOM;MASC;SG;3
boek	لیبل	boek	لیبل	N;NEUT;SG	N;NOM;MASC;SG;3
altijd	ہمیشہ	altijd	ہمیشہ	ADV	ADV
vrouw	ملازمہ	vrouw	ملازمہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrouw	عورت	vrouw	عورت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrouw	ملازمہ	vrouw	ملازمہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrouw	عورت	vrouw	عورت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrouw	زن	vrouw	زن	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrouw	پرزہ	vrouw	پرزہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrouw	عورت	vrouw	عورت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrouw	پرزہ	vrouw	پرزہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrouw	عورت	vrouw	عورت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
vrouw	زوجہ	vrouw	زوجہ	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vrouw	بیوی	vrouw	بیوی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vrouw	زوجہ	vrouw	زوجہ	N;MASC+FEM;SG	N;NOM;FEM;SG;3
vrouw	بیوی	vrouw	بیوی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
dood	بند	dood	بند	ADJ	ADJ
dood	جامد	dood	جامد	ADJ	ADJ
dood	قطعی	dood	قطعی	ADJ	ADJ
dood	مردہ	dood	مردہ	ADJ	ADJ
dood	متروک	dood	متروک	ADJ	ADJ
dood	مکمل	dood	مکمل	ADJ	ADJ
dood	سست	dood	سست	ADJ	ADJ
dood	بند	dood	بند	ADJ	ADJ
dood	جامد	dood	جامد	ADJ	ADJ
dood	قطعی	dood	قطعی	ADJ	ADJ
dood	مردہ	dood	مردہ	ADJ	ADJ
dood	متروک	dood	متروک	ADJ	ADJ
dood	مکمل	dood	مکمل	ADJ	ADJ
dood	سست	dood	سست	ADJ	ADJ
meestal	عموماً	meestal	عموماً	ADV	ADV
meestal	عموماً	meestal	عموماً	ADV	ADV
partij	دعوت	partij	دعوت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
partij	گروہ	partij	گروہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
partij	جمعیت	partij	جمعیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
partij	کھیپ	partij	کھیپ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
geval	حادثہ	geval	حادثہ	N;NEUT;SG	N;NOM;MASC;SG;3
geval	واقعہ	geval	واقعہ	N;NEUT;SG	N;NOM;MASC;SG;3
geval	معاملہ	geval	معاملہ	N;NEUT;SG	N;NOM;MASC;SG;3
wereld	زمانے	wereld	زمانہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
einde	تباہی	einde	تباہی	N;NEUT;SG	N;NOM;MASC;SG;3
einde	جواز	einde	جواز	N;NEUT;SG	N;NOM;MASC;SG;3
einde	انجام	einde	انجام	N;NEUT;SG	N;NOM;MASC;SG;3
open	عام	open	عام	ADJ	ADJ
open	عام	open	عام	ADJ	ADJ
geven	لگانا	geven	لگا	V;NFIN	V;MASC;SG;NFIN;ACT
geven	پڑھنا	geven	پڑھ	V;NFIN	V;MASC;SG;NFIN;ACT
geven	بتانا	geven	بتا	V;NFIN	V;MASC;SG;NFIN;ACT
geven	بولنا	geven	بول	V;NFIN	V;MASC;SG;NFIN;ACT
geven	سنانا	geven	سنا	V;NFIN	V;MASC;SG;NFIN;ACT
geven	کہنا	geven	کہہ	V;NFIN	V;MASC;NFIN
nemen	پانا	nemen	پانا	V;NFIN	V;SG;NFIN;ACT
nemen	کھانا	nemen	کھا	V;NFIN	V;MASC;SG;NFIN;ACT
nemen	سمجھنا	nemen	سمجھ	V;NFIN	V;MASC;SG;NFIN;ACT
nemen	پکڑنا	nemen	پکڑ	V;NFIN	V;MASC;SG;NFIN;ACT
nemen	چُننا	nemen	چُن	V;NFIN	V;MASC;SG;NFIN;ACT
nemen	آزمانا	nemen	آزما	V;NFIN	V;SG;ACT
nemen	ڈالنا	nemen	ڈال	V;NFIN	V;MASC;SG;NFIN;ACT
nemen	کمانا	nemen	کمانا	V;NFIN	V;MASC;SG;NFIN;ACT
nemen	چاہنا	nemen	چاہ	V;NFIN	V;MASC;SG;NFIN;ACT
hoewel	اگرچہ	hoewel	اگرچہ	CONJ	CONJ
snel	زندہ	snel	زندہ	ADJ	ADJ
snel	تیز	snel	تیز	ADJ	ADJ
snel	زندہ	snel	زندہ	ADJ	ADJ
snel	روزہ.	snel	روزہ.	ADJ	ADJ
eind	تباہی	eind	تباہی	N;NEUT;SG	N;NOM;MASC;SG;3
eind	جواز	eind	جواز	N;NEUT;SG	N;NOM;MASC;SG;3
departement	شعبہ	departement	شعبہ	N;NEUT;SG	N;NOM;MASC;SG;3
lichaam	مقدار	lichaam	مقدار	N;NEUT;SG	N;NOM;MASC;SG;3
lichaam	جسم	lichaam	جسم	N;NEUT;SG	N;NOM;MASC;SG;3
lichaam	فرد	lichaam	فرد	N;NEUT;SG	N;NOM;MASC;SG;3
lichaam	آدمی	lichaam	آدمی	N;NEUT;SG	N;NOM;MASC;SG;3
bestaan	کائنات.	bestaan	کائنات.	V;NFIN	V;IPFV;MASC;SG;V.PTCP;ACT
wedstrijd	تفریح	wedstrijd	تفریح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	تدبیر	wedstrijd	تدبیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	توانا	wedstrijd	توانا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	کھیل	wedstrijd	کھیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	ہدف	wedstrijd	ہدف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	اپاہج	wedstrijd	اپاہج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	تفریح	wedstrijd	تفریح	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	تدبیر	wedstrijd	تدبیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	توانا	wedstrijd	توانا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	کھیل	wedstrijd	کھیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	ہدف	wedstrijd	ہدف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	اپاہج	wedstrijd	اپاہج	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	بازی	wedstrijd	بازی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
wedstrijd	نزاع	wedstrijd	نزاع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
britse	برطانوی	brits	برطانوی	ADJ	ADJ
school	تربیت	school	تربیت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
school	اسکول	school	اسکول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
duidelijk	قائل	duidelijk	قائل	ADJ	ADJ
duidelijk	واضح	duidelijk	واضح	ADJ	ADJ
duidelijk	علاحدہ	duidelijk	علحدہ	ADJ	ADJ
duidelijk	مطمئن	duidelijk	مطمئن	ADJ	ADJ
duidelijk	صاف	duidelijk	صاف	ADJ	ADJ
duidelijk	قائل	duidelijk	قائل	ADJ	ADJ
duidelijk	واضح	duidelijk	واضح	ADJ	ADJ
duidelijk	علاحدہ	duidelijk	علحدہ	ADJ	ADJ
duidelijk	مطمئن	duidelijk	مطمئن	ADJ	ADJ
beter	پسندیدہ	goed	پسندیدہ	ADJ;CMPR	ADJ
diverse	مختلف	divers	مختلف	ADJ	ADJ
diverse	متنوع	divers	متنوع	ADJ	ADJ
diverse	متفرق	divers	متفرق	ADJ	ADJ
lijn	ذریعہ	lijn	ذریعہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijn	سمت	lijn	سمت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijn	رُخ	lijn	رُخ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijn	راستہ	lijn	راستہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijn	افسانہ	lijn	افسانہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijn	موافقت	lijn	موافقت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijn	ذریعہ	lijn	ذریعہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijn	سمت	lijn	سمت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijn	رُخ	lijn	رُخ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijn	راستہ	lijn	راستہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijn	افسانہ	lijn	افسانہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijn	لکیر	lijn	لکیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lijn	موافقت	lijn	موافقت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
slag	مقابلہ	slag	مقابلہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
park	کھلاباغ	park	کھلاباغ	N;NEUT;SG	N
vrij	خالی	vrij	خالی	ADJ	ADJ
leger	تنظیم	leger	تنظیم	N;NEUT;SG	N;NOM;FEM;SG;3
single	جریدہ	single	جریدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
single	جریدہ	single	جریدہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bureau	توسط	bureau	توسط	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	وساطت	bureau	وساطت	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	واسطہ	bureau	واسطہ	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	ذریعہ	bureau	ذریعہ	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	توسط	bureau	توسط	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	وساطت	bureau	وساطت	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	واسطہ	bureau	واسطہ	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	مہربانی	bureau	مہربانی	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	عہدہ	bureau	عہدہ	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	مہربانی	bureau	مہربانی	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	دفتر	bureau	دفتر	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	عہدہ	bureau	عہدہ	N;NEUT;SG	N;NOM;MASC;SG;3
bureau	ہوٹل	bureau	ہوٹل	N;NEUT;SG	N;NOM;FEM;SG;3
wetenschappelijk	منظم	wetenschappelijk	منظم	ADJ	ADJ
wetenschappelijk	سائنسی	wetenschappelijk	سائنسی	ADJ	ADJ
ander	دوسرا	ander	دوسرا	ADJ	ADJ;NOM;MASC;SG
belangrijkste	ممتاز	belangrijk	ممتاز	ADJ;RL	ADJ
belangrijkste	ممتاز	belangrijk	ممتاز	ADJ;RL	ADJ
belangrijkste	خاص	belangrijk	خاص	ADJ;RL	ADJ
omgeving	ماحول	omgeving	ماحول	N;MASC+FEM;SG	N;NOM;MASC;SG;3
bedrijf	گروہ	bedrijf	گروہ	N;NEUT;SG	N;NOM;MASC;SG;3
bedrijf	صحبت	bedrijf	صحبت	N;NEUT;SG	N;NOM;FEM;SG;3
bedrijf	جھگڑا	bedrijf	جھگڑا	N;NEUT;SG	N;NOM;MASC;SG;3
bedrijf	قصہ	bedrijf	قصہ	N;NEUT;SG	N;NOM;MASC;SG;3
bedrijf	سبب	bedrijf	سبب	N;NEUT;SG	N;ACC;MASC;SG;3
bedrijf	جھگڑا	bedrijf	جھگڑا	N;NEUT;SG	N;NOM;MASC;SG;3
bedrijf	قصہ	bedrijf	قصہ	N;NEUT;SG	N;NOM;MASC;SG;3
bedrijf	سبب	bedrijf	سبب	N;NEUT;SG	N;ACC;MASC;SG;3
bedrijf	کاروبار	bedrijf	کاروبار	N;NEUT;SG	N;NOM;MASC;SG;3
bedrijf	کام	bedrijf	کام	N;NEUT;SG	N;NOM;MASC;SG;3
hoge	اونچا	hoog	اونچا	ADJ	ADJ;MASC;SG
hoge	شدید	hoog	شدید	ADJ	ADJ
hoge	خراب	hoog	خراب	ADJ	ADJ
hoge	اعلیٰ	hoog	اعلیٰ	ADJ	ADJ
hoge	اونچا	hoog	اونچا	ADJ	ADJ;MASC;SG
hoge	شدید	hoog	شدید	ADJ	ADJ
hoge	خراب	hoog	خراب	ADJ	ADJ
hoge	اعلیٰ	hoog	اعلیٰ	ADJ	ADJ
sterk	حاوی	sterk	حاوی	ADJ	ADJ
sterk	واضح	sterk	واضح	ADJ	ADJ
sterk	متحد	sterk	متحد	ADJ	ADJ
sterk	حاوی	sterk	حاوی	ADJ	ADJ
sterk	واضح	sterk	واضح	ADJ	ADJ
sterk	مضبوط	sterk	مضبوط	ADJ	ADJ
sterk	متحد	sterk	متحد	ADJ	ADJ
zee	سمندر	zee	سمندر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
voormalige	پچھلا	voormalig	پچھلا	ADJ	ADJ;NOM;MASC;SG
voormalige	سابقہ	voormalig	سابقہ	ADJ	ADJ
voormalige	سابق	voormalig	سابق	ADJ	ADJ
voormalige	گزشتہ	voormalig	گزشتہ	ADJ	ADJ
rode	اشتراکی	rood	اشتراکی	ADJ	ADJ
rode	سرخ	rood	سرخ	ADJ	ADJ
rode	روسی	rood	روسی	ADJ	ADJ
laat	بٹھانا	laten	بٹھا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
laat	اتارنا	laten	اتار	V;SG;PRS;FIN	V;NFIN;ACT
algemeen	رائج	algemeen	رائج	ADJ	ADJ
algemeen	مقامی	algemeen	مقامی	ADJ	ADJ
algemeen	اعلیٰ	algemeen	اعلیٰ	ADJ	ADJ
algemeen	کافی	algemeen	کافی	ADJ	ADJ
algemeen	غیرمتخصص	algemeen	غیرمتخصص	ADJ	ADJ
algemeen	رائج	algemeen	رائج	ADJ	ADJ
algemeen	عام	algemeen	عام	ADJ	ADJ
algemeen	مقامی	algemeen	مقامی	ADJ	ADJ
algemeen	اعلیٰ	algemeen	اعلیٰ	ADJ	ADJ
algemeen	کافی	algemeen	کافی	ADJ	ADJ
algemeen	غیرمتخصص	algemeen	غیرمتخصص	ADJ	ADJ
blijven	روک	blijven	روک	V;PL;PRS;FIN	V;ACT
gewoon	مناسب	gewoon	مناسب	ADJ	ADJ
gewoon	منصفانہ	gewoon	منصفانہ	ADJ	ADJ
gewoon	صحیح	gewoon	صحیح	ADJ	ADJ
gewoon	مناسب	gewoon	مناسب	ADJ	ADJ
gewoon	منصفانہ	gewoon	منصفانہ	ADJ	ADJ
gewoon	صحیح	gewoon	صحیح	ADJ	ADJ
korte	تھوڑا	kort	تھوڑ	ADJ	ADJ;NOM;MASC;SG
taal	زبان	taal	زبان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
taal	زبان	taal	زبان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
hele	غیرمشروط	heel	غیرمشروط	ADJ	ADJ
hele	غیرمشروط	heel	غیرمشروط	ADJ	ADJ
hele	پورا	heel	پورا	ADJ	ADJ;NOM;MASC;SG
hele	مکمل	heel	مکمل	ADJ	ADJ
hele	پورا	heel	پورا	ADJ	ADJ;NOM;MASC;SG
hele	مکمل	heel	مکمل	ADJ	ADJ
generaal	برتر	generaal	برتر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
generaal	برتر	generaal	برتر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
leeftijd	عمر	leeftijd	عمر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
moment	اہمیت	moment	اہمیت	N;NEUT;SG	N;NOM;MASC;SG;3
moment	اہمیت	moment	اہمیت	N;NEUT;SG	N;NOM;MASC;SG;3
moment	لمحہ	moment	لمحہ	N;NEUT;SG	N;NOM;MASC;SG;3
nodig	جبری	nodig	جبری	ADJ	ADJ
nodig	لازمی	nodig	لازمی	ADJ	ADJ
wapen	ہتھیار	wapen	ہتھیار	N;NEUT;SG	N;NOM;MASC;SG;3
klein	چھوٹا	klein	چھوٹا	ADJ	ADJ;NOM;MASC;SG
klein	معمولی	klein	معمولی	ADJ	ADJ
klein	گھٹیا	klein	گھٹیا	ADJ	ADJ
klein	چھوٹے	klein	چھوٹا	ADJ	ADJ;ACC;MASC;SG
klein	معصومانہ.	klein	معصومانہ.	ADJ	ADJ
klein	طفلانہ	klein	طفلانہ	ADJ	ADJ
klein	چھوٹا	klein	چھوٹا	ADJ	ADJ;NOM;MASC;SG
klein	معمولی	klein	معمولی	ADJ	ADJ
klein	گھٹیا	klein	گھٹیا	ADJ	ADJ
klein	چھوٹے	klein	چھوٹا	ADJ	ADJ;ACC;MASC;SG
klein	معصومانہ.	klein	معصومانہ.	ADJ	ADJ
klein	طفلانہ	klein	طفلانہ	ADJ	ADJ
verhaal	حکایت	verhaal	حکایت	N;NEUT;SG	N;NOM;MASC;SG;3
verhaal	حکایت	verhaal	حکایت	N;NEUT;SG	N;NOM;MASC;SG;3
verhaal	کہانی	verhaal	کہانی	N;NEUT;SG	N;NOM;FEM;SG;3
verhaal	کہانی	verhaal	کہانی	N;NEUT;SG	N;NOM;FEM;SG;3
foto	نقش	foto	نقش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
totaal	قطعی	totaal	قطعی	ADJ	ADJ
weet	سیکھا	weten	سیکھ	V;SG;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
weet	سیکھا	weten	سیکھ	V;SG;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
weet	جاننا	weten	جان	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
gedeelte	جزو	gedeelte	جزو	N;NEUT;SG	N;NOM;MASC;SG;3
minister	وزیر	minister	وزیر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dochter	دختر	dochter	دختر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dochter	بیٹی	dochter	بیٹی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
dochter	دختر	dochter	دختر	N;MASC+FEM;SG	N;NOM;MASC;SG;3
zeker	یقینی	zeker	یقینی	ADJ	ADJ
basis	نیچ	basis	نیچ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
basis	مادّہ	basis	مادّہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
basis	نیچ	basis	نیچ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
basis	مادّہ	basis	مادّہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kop	سرخی	kop	سرخی	N;MASC+FEM;SG	N;NOM;MASC;SG;3
waarschijnlijk	موزوں	waarschijnlijk	موزوں	ADJ	ADJ
waarschijnlijk	مناسب	waarschijnlijk	مناسب	ADJ	ADJ
vierde	چوتھا	vier	چوتھا	ADJ	ADJ
woord	اقرار	woord	اقرار	N;NEUT;SG	N;NOM;MASC;SG;3
woord	اطلاع	woord	اطلاع	N;NEUT;SG	N;NOM;FEM;SG;3
woord	پیغام.	woord	پیغام.	N;NEUT;SG	N;NOM;MASC;SG;3
woord	قول.	woord	قول.	N;NEUT;SG	N;NOM;MASC;SG;3
woord	گفتگو	woord	گفتگو	N;NEUT;SG	N;NOM;MASC;SG;3
woord	قول	woord	قول	N;NEUT;SG	N;NOM;MASC;SG;3
woord	خبر	woord	خبر	N;NEUT;SG	N;NOM;MASC;SG;3
woord	حکم	woord	حکم	N;NEUT;SG	N;NOM;MASC;SG;3
woord	وعدہ	woord	وعدہ	N;NEUT;SG	N;NOM;MASC;SG;3
woord	اقرار	woord	اقرار	N;NEUT;SG	N;NOM;MASC;SG;3
woord	لفظ	woord	لفظ	N;NEUT;SG	N;NOM;MASC;SG;3
woord	اطلاع	woord	اطلاع	N;NEUT;SG	N;NOM;FEM;SG;3
woord	پیغام.	woord	پیغام.	N;NEUT;SG	N;NOM;MASC;SG;3
woord	قول.	woord	قول.	N;NEUT;SG	N;NOM;MASC;SG;3
woord	گفتگو	woord	گفتگو	N;NEUT;SG	N;NOM;MASC;SG;3
woord	قول	woord	قول	N;NEUT;SG	N;NOM;MASC;SG;3
woord	خبر	woord	خبر	N;NEUT;SG	N;NOM;MASC;SG;3
woord	حکم	woord	حکم	N;NEUT;SG	N;NOM;MASC;SG;3
woord	وعدہ	woord	وعدہ	N;NEUT;SG	N;NOM;MASC;SG;3
regering	حکومت	regering	حکومت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
regering	حکمرانی.	regering	حکمرانی.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rijk	متمول.	rijk	متمول.	ADJ	ADJ
rijk	دولتمند	rijk	دولتمند	ADJ	ADJ
uur	گھنٹہ	uur	گھنٹہ	N;NEUT;SG	N;NOM;MASC;SG;3
extra	زائد	extra	زائد	ADJ	ADJ
extra	زائد	extra	زائد	ADJ	ADJ
extra	مزید	extra	مزید	ADJ	ADJ
extra	اضافی	extra	اضافی	ADJ	ADJ
extra	ذیلی	extra	ذیلی	ADJ	ADJ
extra	زائد	extra	زائد	ADJ	ADJ
extra	مزید	extra	مزید	ADJ	ADJ
kasteel	حصار	kasteel	حصار	N;NEUT;SG	N;NOM;MASC;SG;3
kasteel	حصار	kasteel	حصار	N;NEUT;SG	N;NOM;MASC;SG;3
categorie	قسم	categorie	قسم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
categorie	قسم	categorie	قسم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
categorie	درجہ	categorie	درجہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	ہوش	reden	ہوش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	وجدان	reden	وجدان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	مقصد	reden	مقصد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	منطق	reden	منطق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	دلیل	reden	دلیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	فہم	reden	فہم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	ہوش	reden	ہوش	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	عقل	reden	عقل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	وجدان	reden	وجدان	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	مقصد	reden	مقصد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	منطق	reden	منطق	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	دلیل	reden	دلیل	N;MASC+FEM;SG	N;NOM;MASC;SG;3
reden	فہم	reden	فہم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	کاروبار	manier	کاروبار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	لحاظ	manier	لحاظ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	قسم	manier	قسم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	پیشہ	manier	پیشہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	سڑک	manier	سڑک	N;MASC+FEM;SG	N;NOM;FEM;SG;3
manier	کاروبار	manier	کاروبار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	لحاظ	manier	لحاظ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	قسم	manier	قسم	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	راستہ	manier	راستہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	پیشہ	manier	پیشہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
manier	سڑک	manier	سڑک	N;MASC+FEM;SG	N;NOM;FEM;SG;3
manier	طریقہ	manier	طریقہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
kort	تھوڑا	kort	تھوڑ	ADJ	ADJ;NOM;MASC;SG
moeder	سبب	moeder	سبب	N;MASC+FEM;SG	N;ACC;MASC;SG;3
schrijver	کلرک	schrijver	کلرک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schrijver	کاتب	schrijver	کاتب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schrijver	مصنف	schrijver	مصنف	N;MASC+FEM;SG	N;ACC;MASC;SG;3
schrijver	ادیب	schrijver	ادیب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schrijver	کلرک	schrijver	کلرک	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schrijver	کاتب	schrijver	کاتب	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schrijver	مصنف	schrijver	مصنف	N;MASC+FEM;SG	N;ACC;MASC;SG;3
schrijver	کائنات	schrijver	کائنات	N;MASC+FEM;SG	N;NOM;MASC;SG;3
schrijver	موجد	schrijver	موجد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
welke	کس	welk	کون	PRO	PRO;NOM;SG;3
dienst	بجلی	dienst	بجلی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
dienst	دعا	dienst	دعا	N;MASC+FEM;SG	N;NOM;FEM;SG;3
dienst	گیس	dienst	گیس	N;MASC+FEM;SG	N;NOM;MASC;SG;3
dienst	خدمت	dienst	خدمت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
misschien	شاید	misschien	شاید	ADV	ADV
vraag	اعتراض	vraag	اعتراض	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lengte	قد	lengte	قد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lengte	مدّت	lengte	مدّت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lengte	عرصہ	lengte	عرصہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lengte	قد	lengte	قد	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lengte	لمبائی	lengte	لمبائی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
lengte	مدّت	lengte	مدّت	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lengte	عرصہ	lengte	عرصہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lengte	فراز.	lengte	فراز.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lengte	فراز.	lengte	فراز.	N;MASC+FEM;SG	N;NOM;MASC;SG;3
lengte	بلندی	lengte	بلندی	N;MASC+FEM;SG	N;NOM;FEM;SG;3
voornamelijk	بیشتر	voornamelijk	بیشتر	ADJ	ADJ
gebruiker	تمتع	gebruiker	تمتع	N;MASC+FEM;SG	N;NOM;MASC;SG;3
rivier	دریا	rivier	دریا	N;MASC+FEM;SG	N;NOM;MASC;SG;3
echt	اصلی	echt	اصلی	ADJ	ADJ
positie	مرتبہ	positie	مرتبہ	N;MASC+FEM;SG	N;NOM;MASC;SG;3
positie	موقف	positie	موقف	N;MASC+FEM;SG	N;NOM;MASC;SG;3
positie	ترتیب	positie	ترتیب	N;MASC+FEM;SG	N;NOM;FEM;SG;3
positie	روزگار	positie	روزگار	N;MASC+FEM;SG	N;NOM;MASC;SG;3
positie	کیفیت	positie	کیفیت	N;MASC+FEM;SG	N;NOM;FEM;SG;3
hetzelfde	یکساں	hetzelfde	یکساں	ADJ	ADJ
vind	خزانے	vinden	خزانہ	V;SG;PRS;FIN	V;FIN;ACT
vind	لانا	vinden	لا	V;SG;PRS;FIN	V;MASC;SG;NFIN;ACT
