için	za	için	za		
belirtti	naznačila	belir	naznačiť	V;PFV;IND;SG;3;POS;PST;CAUS	V;PFV;FEM;SG;POS;PST;V.PTCP
eklendi	pridal	ekle	pridať	V;PFV;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bayrağı	zástava	bayrak	zástava	N;NOM;SG;3	N;NOM;FEM;SG
bayrağı	príznak	bayrak	príznak	N;NOM;SG;3	N;INAN;NOM;MASC;SG
bayrağı	vlajka	bayrak	vlajka	N;NOM;SG;3	N;NOM;FEM;SG
yolları	trasy	yol	tri	N;NOM;PL;3	N;NOM;FEM;PL
yolları	cesty	yol	cesta	N;NOM;PL;3	N;NOM;FEM;PL
yolları	spôsoby	yol	spôsob	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yolları	trasy	yol	tri	N;NOM;PL;3	N;NOM;FEM;PL
yolları	cesty	yol	cesta	N;NOM;PL;3	N;NOM;FEM;PL
temsilcisi	rep	temsilci	rep	N;NOM;SG;3	N;NOM;FEM;SG
temsilcisi	predstaviteľ	temsilci	predstaviteľ	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
temsilcisi	zástupca	temsilci	zástupca	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
chp	chp	chp	chp	N;NOM;SG;3	N;NOM;FEM;SG
özellikler	funkcie	özellik	funkcia	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	vlastnosti	özellik	vlastnosť	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	charakteristiky	özellik	charakteristika	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	prvky	özellik	prvok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
özellikler	špecifikácie	özellik	špecifikácia	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	ukazovatele	özellik	ukazovateľ	N;NOM;PL;3	N;INAN;NOM;MASC;PL
özellikler	vlastnosti	özellik	vlastnosť	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	charakteristiky	özellik	charakteristika	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	atribúty	özellik	atribút	N;NOM;PL;3	N;INAN;NOM;MASC;PL
özellikler	vlastnosti	özellik	vlastnosť	N;NOM;PL;3	N;NOM;FEM;PL
özellikler	nehnuteľnosti	özellik	nehnuteľnosť	N;NOM;PL;3	N;NOM;FEM;PL
başlığı	hlavička	başlık	hlavička	N;NOM;SG;3	N;NOM;FEM;SG
başlığı	názov	başlık	názov	N;NOM;SG;3	N;INAN;NOM;MASC;SG
başlığı	hlava	başlık	hlava	N;NOM;SG;3	N;NOM;FEM;SG
başlığı	titul	başlık	tituť	N;NOM;SG;3	N;INAN;NOM;MASC;SG
başlığı	titulok	başlık	titulok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kulüpler	kluby	kulüp	klub	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kulüpler	palice	kulüp	palica	N;NOM;PL;3	N;NOM;FEM;PL
dersleri	lekcie	ders	lekcia	N;NOM;PL;3	N;NOM;FEM;PL
dersleri	ponaučenia	ders	ponaučenie	N;NOM;PL;3	N;NOM;NEUT;PL
dersleri	triedy	ders	trieda	N;NOM;PL;3	N;NOM;FEM;PL
kolordu	zbor	kolor	zbor	N;NOM;SG;3	N;INAN;NOM;MASC;SG
isimler	názvy	isim	názov	N;NOM;PL;3	N;INAN;NOM;MASC;PL
isimler	mená	isim	meno	N;NOM;PL;3	N;NOM;NEUT;PL
elizabeth	elizabeth	elizabeth	elizabet	N;NOM;SG;3	N;NOM;FEM;SG
elizabeth	alžbeta	elizabeth	alžbeta	N;NOM;SG;3	N;NOM;FEM;SG
madalyası	medaila	madalya	medail	N;NOM;SG;3	N;NOM;FEM;SG
gönderildi	uverejnil	gönder	uverejniť	V;PFV;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
gönderildi	pridal	gönder	pridať	V;PFV;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
tarihçi	historik	tarihçi	historik	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
tarihçi	kronikár	tarihçi	kronikár	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
mutlu	šťastný	mutlu	šťastný	ADJ	ADJ;ANIM;NOM;MASC;SG
mutlu	šťastné	mutlu	šťastný	ADJ	ADJ;NOM;NEUT;SG
kişiye	osobe	kişi	osoba	N;DAT;SG;3	N;DAT;FEM;SG
bölümler	epizódy	bölüm	epizóda	N;NOM;PL;3	N;NOM;FEM;PL
bölümler	oddiely	bölüm	oddiel	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölümler	úseky	bölüm	úsek	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölümler	sekcie	bölüm	sekcia	N;NOM;PL;3	N;NOM;FEM;PL
bölümler	kapitoly	bölüm	kapitola	N;NOM;PL;3	N;NOM;FEM;PL
bölümler	oddelenia	bölüm	oddelenie	N;NOM;PL;3	N;NOM;NEUT;PL
bölümler	útvary	bölüm	útvar	N;NOM;PL;3	N;INAN;NOM;MASC;PL
varlığı	prítomnosť	varlık	prítomnosť	N;NOM;SG;3	N;NOM;FEM;SG
oda	komora	oda	komora	N;NOM;SG;3	N;NOM;FEM;SG
oda	miestnosť	oda	miestnosť	N;NOM;SG;3	N;NOM;FEM;SG
oda	izba	oda	izba	N;NOM;SG;3	N;NOM;FEM;SG
yöntemi	metódu	yöntem	metóda	N;ACC;SG;3	N;ACC;FEM;SG
çevresi	obvod	çevre	obvod	N;NOM;SG;3	N;INAN;NOM;MASC;SG
çevresi	okolie	çevre	okolie	N;NOM;SG;3	N;NOM;NEUT;SG
museum	múzeum	museum	múzeum	N;NOM;SG;3	N;NOM;NEUT;SG
karakterler	postavy	karak	postava	N;NOM;PL;3	N;NOM;FEM;PL
karakterler	znaky	karak	znak	N;NOM;PL;3	N;INAN;NOM;MASC;PL
alanlar	alanov	alan	alan	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
alanlar	polia	alan	pole	N;NOM;PL;3	N;NOM;NEUT;PL
alanlar	plochy	alan	plocha	N;NOM;PL;3	N;NOM;FEM;PL
alanlar	oblasti	alan	oblasť	N;NOM;PL;3	N;NOM;FEM;PL
oyunculuk	hranie	oyunculuk	hranie	N;NOM;SG;3	N;NOM;NEUT;SG
villa	vila	villa	vila	N;NOM;SG;3	N;NOM;FEM;SG
villa	villa	villa	villa	N;NOM;SG;3	N;NOM;MASC;SG
seyahat	cestovanie	seyahat	cestovanie	N;NOM;SG;3	N;NOM;NEUT;SG
seyahat	jazda	seyahat	jazda	N;NOM;SG;3	N;NOM;FEM;SG
seyahat	cesta	seyahat	cesta	N;NOM;SG;3	N;NOM;FEM;SG
seyahat	cestovanie	seyahat	cestovanie	N;NOM;SG;3	N;NOM;NEUT;SG
seyahat	cestovanie	seyahat	cestovanie	N;NOM;SG;3	N;NOM;NEUT;SG
özgürlük	sloboda	özgürlük	sloboda	N;NOM;SG;3	N;NOM;FEM;SG
özgürlük	voľnosť	özgürlük	voľnosť	N;NOM;SG;3	N;NOM;FEM;SG
özgürlük	voľnosť	özgürlük	voľnosť	N;NOM;SG;3	N;NOM;FEM;SG
hizmetleri	služby	hizmet	služba	N;NOM;PL;3	N;NOM;FEM;PL
kapısı	brána	kapı	brána	N;NOM;SG;3	N;NOM;FEM;SG
şikayet	správa	şikayet	správa	N;NOM;SG;3	N;NOM;FEM;SG
şikayet	hlásenie	şikayet	hlásenie	N;NOM;SG;3	N;NOM;NEUT;SG
şikayet	podnet	şikayet	podnet	N;NOM;SG;3	N;INAN;NOM;MASC;SG
şikayet	sťažnosť	şikayet	sťažnosť	N;NOM;SG;3	N;NOM;FEM;SG
şikayet	oznamovanie	şikayet	oznamovanie	N;NOM;SG;3	N;NOM;NEUT;SG
şikayet	hlásenie	şikayet	hlásenie	N;NOM;SG;3	N;NOM;NEUT;SG
öğrenciler	študenti	öğrenci	študent	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
öğrenciler	žiaci	öğrenci	žiak	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
öğrenciler	študentky	öğrenci	študentka	N;NOM;PL;3	N;NOM;FEM;PL
kaydetti	zaznamenal	kaydet	zaznamenať	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
kaydetti	poznamenať	kaydet	poznamenať	V;PFV;IND;SG;3;POS;PST	V;PFV;POS;NFIN
kaydetti	poznamenal	kaydet	poznamenať	V;PFV;IND;SG;3;POS;PST	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
caddesi	avenue	cadde	avenue	N;NOM;SG;3	N;INAN;NOM;MASC;SG
galibiyet	výhra	galibiyet	výhra	N;NOM;SG;3	N;NOM;FEM;SG
fabrikası	továreň	fabrikası	továreň	N;NOM;SG;3	N;NOM;FEM;SG
kullanmak	použiť	kullan	použiť	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;POS;NFIN
kullanmak	splatiť	kullan	splatiť	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;POS;NFIN
yazarlar	autori	yazar	autori	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
yazarlar	spisovatelia	yazar	spisovateľ	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
yazarlar	autori	yazar	autori	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
açılış	otvorenie	açılış	otvorenie	N;NOM;SG;3	N;NOM;NEUT;SG
açılış	otváranie	açılış	otváranie	N;NOM;SG;3	N;NOM;NEUT;SG
numarası	číslo	numara	číslo	N;NOM;SG;3	N;NOM;NEUT;SG
numarası	počet	numara	počet	N;NOM;SG;3	N;INAN;NOM;MASC;SG
numarası	čislo	numara	čislo	N;NOM;SG;3	N;NOM;NEUT;SG
kalabalık	dav	kalabalık	dav	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kalabalık	zástup	kalabalık	zástup	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kalabalık	plno	kalabalık	plno	N;NOM;SG;3	N;NOM;NEUT;SG
korumak	ochrániť	koru	ochrániť	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;POS;NFIN
makale	článok	makale	článok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
politikası	politika	politikası	politika	N;NOM;SG;3	N;NOM;FEM;SG
örneği	príklad	örnek	príklad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yöntem	metodika	yöntem	metodika	N;NOM;SG;3	N;NOM;FEM;SG
yöntem	spôsob	yöntem	spôsob	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yöntem	metóda	yöntem	metóda	N;NOM;SG;3	N;NOM;FEM;SG
bulunmuş	našiel	bul	nájsť	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bulunmuş	našlo	bul	nájsť	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;NEUT;SG;POS;PST;V.PTCP
tarafsız	neutrálny	tarafsız	neutrálny	ADJ	ADJ;INAN;NOM;MASC;SG
tarafsız	neutrálna	tarafsız	utrálny	ADJ	ADJ;NOM;FEM;SG
tarafsız	nestranné	tarafsız	stranný	ADJ	ADJ;NOM;NEUT;SG
bulmak	nájsť	bul	nájsť	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;POS;NFIN
mesafe	vzdialenosť	mesafe	vzdialenosť	N;NOM;SG;3	N;NOM;FEM;SG
mesafe	rozsah	mesafe	rozsah	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mesafe	rozpätie	mesafe	rozpätie	N;NOM;SG;3	N;NOM;NEUT;SG
mezarlığı	cintorín	mezarlık	cintorina	N;NOM;SG;3	N;INAN;NOM;MASC;SG
mezarlığı	cintorín	mezarlık	cintorina	N;NOM;SG;3	N;INAN;NOM;MASC;SG
köpek	psík	köpek	psík	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
köpek	psa	köpek	pes	N;NOM;SG;3	N;INAN;NOM;MASC;SG
köpek	psík	köpek	psík	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
köpek	pes	köpek	pes	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
inceleme	preskúmať	incele	preskúmať	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;POS;NFIN
inceleme	skontrolovať	incele	skontrolovať	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;POS;NFIN
kredi	credit	kredi	credit	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kredi	kredit	kredi	kredit	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kredi	úver	kredi	úver	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kredi	úver	kredi	úver	N;NOM;SG;3	N;INAN;NOM;MASC;SG
kredi	pôžička	kredi	pôžička	N;NOM;SG;3	N;NOM;FEM;SG
kapı	brána	kapı	brána	N;NOM;SG;3	N;NOM;FEM;SG
ağırlığı	hmotnosť	ağırlık	hmotnosť	N;NOM;SG;3	N;NOM;FEM;SG
ağırlığı	váha	ağırlık	váha	N;NOM;SG;3	N;NOM;FEM;SG
diller	jazyky	dil	jazyk	N;NOM;PL;3	N;INAN;NOM;MASC;PL
önemi	dôležitosť	önem	dôležitosť	N;NOM;SG;3	N;NOM;FEM;SG
önemi	význam	önem	význam	N;NOM;SG;3	N;INAN;NOM;MASC;SG
önemi	význam	önem	význam	N;NOM;SG;3	N;INAN;NOM;MASC;SG
önemi	významnosť	önem	významnosť	N;NOM;SG;3	N;NOM;FEM;SG
önemi	dôležitosť	önem	dôležitosť	N;NOM;SG;3	N;NOM;FEM;SG
düzenlendi	upravil	düzenle	upraviť	V;PFV;IND;SG;3;POS;PST;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
bursaspor	bursaspor	bursaspor	bursaspor	N;NOM;SG;3	N;NOM;FEM;SG
sandalye	kreslo	sandalye	kreslo	N;NOM;SG;3	N;NOM;NEUT;SG
sandalye	predseda	sandalye	predseda	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
sandalye	stolička	sandalye	stolička	N;NOM;SG;3	N;NOM;FEM;SG
sokak	ulica	sokak	ulica	N;NOM;SG;3	N;NOM;FEM;SG
sokak	ulička	sokak	ulička	N;NOM;SG;3	N;NOM;FEM;SG
karayolu	cesta	karayolu	cesta	N;NOM;SG;3	N;NOM;FEM;SG
karayolu	diaľnica	karayolu	diaľnica	N;NOM;SG;3	N;NOM;FEM;SG
kraliçe	kráľovna	kraliçe	kráľovna	N;NOM;SG;3	N;NOM;FEM;SG
kraliçe	kráľovná	kraliçe	kráľovná	N;NOM;SG;3	N;NOM;FEM;SG
yetersiz	nedostatočné	yetersiz	nedostatočný	ADJ	ADJ;NOM;NEUT;SG
yetersiz	nedostatočný	yetersiz	nedostatočný	ADJ	ADJ;INAN;NOM;MASC;SG
yetersiz	nedostatočná	yetersiz	nedostatočný	ADJ	ADJ;NOM;FEM;SG
yetersiz	nedostatočná	yetersiz	nedostatočný	ADJ	ADJ;NOM;FEM;SG
yetersiz	neprimerané	yetersiz	neprimeraný	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
yetersiz	nedostatočný	yetersiz	nedostatočný	ADJ	ADJ;INAN;NOM;MASC;SG
yetersiz	neprimeraná	yetersiz	neprimeraný	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
yetersiz	nedostatočné	yetersiz	nedostatočný	ADJ	ADJ;NOM;NEUT;SG
seni	teba	sen	ty	PRO;ACC;SG;2	PRO;ACC;SG;2
konular	témy	konu	téma	N;NOM;PL;3	N;NOM;FEM;PL
konular	subjekty	konu	subjekt	N;NOM;PL;3	N;INAN;NOM;MASC;PL
konular	témy	konu	téma	N;NOM;PL;3	N;NOM;FEM;PL
konular	jedinci	konu	jedinec	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
konular	predmety	konu	predmet	N;NOM;PL;3	N;INAN;NOM;MASC;PL
konular	nite	konu	niť	N;NOM;PL;3	N;NOM;FEM;PL
konular	vlákna	konu	vlákno	N;NOM;PL;3	N;NOM;NEUT;PL
america	amerika	america	amerika	N;NOM;SG;3	N;NOM;FEM;SG
matematiksel	matematické	matematiksel	matematický	ADJ	ADJ;NOM;NEUT;SG
matematiksel	matematický	matematiksel	matematický	ADJ	ADJ;ANIM;NOM;MASC;SG
fikri	napad	fikir	napad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
fikri	idea	fikir	idea	N;NOM;SG;3	N;NOM;FEM;SG
fikri	myšlienka	fikir	myšlienka	N;NOM;SG;3	N;NOM;FEM;SG
fikri	nápad	fikir	nápad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
atletizm	atletike	atletizm	atletika	N;NOM;SG;3	N;NOM;FEM;SG
sorunlar	problémy	sorun	problém	N;NOM;PL;3	N;INAN;NOM;MASC;PL
sorunlar	záležitosti	sorun	záležitosť	N;NOM;PL;3	N;NOM;FEM;PL
sorunlar	otázky	sorun	otázka	N;NOM;PL;3	N;NOM;FEM;PL
sorunlar	problémy	sorun	problém	N;NOM;PL;3	N;INAN;NOM;MASC;PL
programları	programy	program	program	N;NOM;PL;3	N;INAN;NOM;MASC;PL
programları	programy	program	program	N;NOM;PL;3	N;INAN;NOM;MASC;PL
kitaplar	knihy	kitap	kniha	N;NOM;PL;3	N;NOM;FEM;PL
kitaplar	knižky	kitap	knižka	N;NOM;PL;3	N;NOM;FEM;PL
stratejik	strategické	stratejik	strategický	ADJ	ADJ;NOM;NEUT;SG
stratejik	strategický	stratejik	strategický	ADJ	ADJ;INAN;NOM;MASC;SG
stratejik	strategická	stratejik	strategický	ADJ	ADJ;NOM;FEM;SG
askerler	jednotky	asker	jednotka	N;NOM;PL;3	N;NOM;FEM;PL
askerler	oddiely	asker	oddiel	N;NOM;PL;3	N;INAN;NOM;MASC;PL
askerler	vojaci	asker	vojaci	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
askerler	vojaci	asker	vojaci	N;NOM;PL;3	N;ANIM;NOM;MASC;PL
fonksiyonu	funkcia	fonksiyon	funkcia	N;NOM;SG;3	N;NOM;FEM;SG
daire	byt	daire	byt	N;NOM;SG;3	N;INAN;NOM;MASC;SG
daire	kruh	daire	kruh	N;NOM;SG;3	N;INAN;NOM;MASC;SG
daire	krúžok	daire	krúžok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
daire	byt	daire	byt	N;NOM;SG;3	N;INAN;NOM;MASC;SG
daire	apartmán	daire	apartmán	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ilişkisi	vztah	ilişki	vztah	N;NOM;SG;3	N;INAN;NOM;MASC;SG
ilişkisi	vzťah	ilişki	vzťah	N;NOM;SG;3	N;INAN;NOM;MASC;SG
haritası	mapa	harita	mapa	N;NOM;SG;3	N;NOM;FEM;SG
makine	prístroj	makine	prístroj	N;NOM;SG;3	N;INAN;NOM;MASC;SG
makine	automat	makine	automat	N;NOM;SG;3	N;INAN;NOM;MASC;SG
makine	stroj	makine	stroj	N;NOM;SG;3	N;INAN;NOM;MASC;SG
icin	za	icin	za		
sessiz	tiché	sessiz	tichý	ADJ	ADJ;NOM;NEUT;SG
sessiz	tichá	sessiz	tichý	ADJ	ADJ;NOM;FEM;SG
sessiz	tichý	sessiz	tichý	ADJ	ADJ;ANIM;NOM;MASC;SG
antrenör	tréner	antrenör	tréner	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
antrenör	trener	antrenör	trener	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
antrenör	tréner	antrenör	tréner	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
eğlence	zábava	eğlence	zábava	N;NOM;SG;3	N;NOM;FEM;SG
eğlence	sranda	eğlence	sranda	N;NOM;SG;3	N;NOM;FEM;SG
eğlence	oddych	eğlence	oddych	N;NOM;SG;3	N;INAN;NOM;MASC;SG
eğlence	zábava	eğlence	zábava	N;NOM;SG;3	N;NOM;FEM;SG
eğlence	pobavenie	eğlence	pobavenie	N;NOM;SG;3	N;NOM;NEUT;SG
commons	commons	commons	commons		
miktarı	čiastka	miktar	čiastka	N;NOM;SG;3	N;NOM;FEM;SG
miktarı	množstvo	miktar	množstvo	N;NOM;SG;3	N;NOM;NEUT;SG
miktarı	suma	miktar	suma	N;NOM;SG;3	N;NOM;FEM;SG
miktarı	množstvo	miktar	množstvo	N;NOM;SG;3	N;NOM;NEUT;SG
maçlar	zápasy	maç	zápas	N;NOM;PL;3	N;INAN;NOM;MASC;PL
maçlar	zhody	maç	zhod	N;NOM;PL;3	N;NOM;FEM;PL
maçlar	zápalky	maç	zápalka	N;NOM;PL;3	N;NOM;FEM;PL
maçlar	zápasy	maç	zápas	N;NOM;PL;3	N;INAN;NOM;MASC;PL
maçlar	hry	maç	hra	N;NOM;PL;3	N;NOM;FEM;PL
parçalar	kúsky	parça	kúsok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
parçalar	bloky	parça	blok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
parçalar	diely	parça	diely	N;NOM;PL;3	N;NOM;FEM;PL
parçalar	súčiastky	parça	súčiastka	N;NOM;PL;3	N;INAN;NOM;MASC;PL
parçalar	súčiastky	parça	súčiastka	N;NOM;PL;3	N;INAN;NOM;MASC;PL
parçalar	komponenty	parça	komponent	N;NOM;PL;3	N;INAN;NOM;MASC;PL
parçalar	súčasti	parça	súčasť	N;NOM;PL;3	N;NOM;FEM;PL
yoğunluğu	intenzitu	yoğunluk	intenzita	N;ACC;SG;3	N;ACC;FEM;SG
yoğunluğu	hustotu	yoğunluk	hustot	N;ACC;SG;3	N;ACC;FEM;SG
hıristiyan	christian	hıristiyan	christian	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
hıristiyan	kresťan	hıristiyan	kresťan	N;NOM;SG;3	N;ANIM;NOM;MASC;SG
yapılar	konštrukcie	yap	konštrukcia	N;NOM;PL;3	N;NOM;FEM;PL
yapılar	stavby	yap	stavba	N;NOM;PL;3	N;NOM;FEM;PL
yapılar	štruktúry	yap	štruktúra	N;NOM;PL;3	N;NOM;FEM;PL
kart	kart	kart	kart		
mükemmel	perfektný	mükemmel	perfektný	ADJ	ADJ;INAN;NOM;MASC;SG
mükemmel	perfektné	mükemmel	perfektný	ADJ	ADJ;NOM;NEUT;SG
mükemmel	dokonalá	mükemmel	dokonalý	ADJ	ADJ;NOM;FEM;SG
mükemmel	perfektná	mükemmel	perfektný	ADJ	ADJ;NOM;FEM;SG
mükemmel	výborná	mükemmel	výborný	ADJ	ADJ;NOM;FEM;SG
mükemmel	vynikajúca	mükemmel	vynikajúci	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
mükemmel	vynikajúce	mükemmel	vynikajúci	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
felsefesi	filozofia	felsefe	filozofie	N;NOM;SG;3	N;NOM;FEM;SG
görünümü	vzhľad	görün	vzhľad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünümü	výhľad	görün	výhľad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünümü	pohľad	görün	pohľad	N;NOM;SG;3	N;INAN;NOM;MASC;SG
görünümü	zobrazenie	görün	zobrazenie	N;NOM;SG;3	N;NOM;NEUT;SG
trafik	premávka	trafik	premávka	N;NOM;SG;3	N;NOM;FEM;SG
trafik	doprava	trafik	doprava	N;NOM;SG;3	N;NOM;FEM;SG
dinamo	dynamo	dinamo	dynamo	N;NOM;SG;3	N;NOM;NEUT;SG
ittifak	aliancia	ittifak	aliancia	N;NOM;SG;3	N;NOM;FEM;SG
ittifak	spojenectvo	ittifak	spojenectvo	N;NOM;SG;3	N;NOM;NEUT;SG
günler	dni	gün	deň	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölgeler	regióny	bölge	región	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölgeler	obvody	bölge	obvod	N;NOM;PL;3	N;INAN;NOM;MASC;PL
bölgeler	zóny	bölge	zóna	N;NOM;PL;3	N;NOM;FEM;PL
bölgeler	plochy	bölge	plocha	N;NOM;PL;3	N;NOM;FEM;PL
bölgeler	oblasti	bölge	oblasť	N;NOM;PL;3	N;NOM;FEM;PL
muharebe	bitka	muharebe	bitka	N;NOM;SG;3	N;NOM;FEM;SG
muharebe	súboj	muharebe	súboj	N;NOM;SG;3	N;INAN;NOM;MASC;SG
muharebe	boj	muharebe	boj	N;NOM;SG;3	N;INAN;NOM;MASC;SG
rahatsız	nepríjemné	rahatsız	nepríjemný	ADJ	ADJ;NOM;NEUT;SG
rahatsız	nahnevaný	rahatsız	nahnevaný	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
rahatsız	naštvaný	rahatsız	naštvaný	ADJ	ADJ;ANIM;NOM;MASC;SG
rahatsız	nahnevaná	rahatsız	nahnevaný	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
rahatsız	narušené	rahatsız	narušený	ADJ	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
rahatsız	narušený	rahatsız	narušený	ADJ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
rahatsız	narušená	rahatsız	narušený	ADJ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
turnuvası	turnaj	turnuva	turnaj	N;NOM;SG;3	N;INAN;NOM;MASC;SG
yıldızlar	hviezdy	yıl	hviezda	N;NOM;PL;3	N;NOM;FEM;PL
yıldızlar	hviezdičky	yıl	hviezdička	N;NOM;PL;3	N;NOM;FEM;PL
turnuva	turnaj	tur	turnaj	N;NOM;SG;3	N;INAN;NOM;MASC;SG
taarruz	útok	taarruz	útok	N;NOM;SG;3	N;INAN;NOM;MASC;SG
taarruz	napadnutie	taarruz	napadnutie	N;NOM;SG;3	N;NOM;NEUT;SG
yazılar	články	yazı	článok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yazılar	predmety	yazı	predmet	N;NOM;PL;3	N;INAN;NOM;MASC;PL
yazılar	písomnosti	yazı	písomnosť	N;NOM;PL;3	N;NOM;FEM;PL
yazılar	spisy	yazı	spis	N;NOM;PL;3	N;INAN;NOM;MASC;PL
düzeni	tvorba	düzen	tvorba	N;NOM;SG;3	N;NOM;FEM;SG
düzeni	formácia	düzen	formácia	N;NOM;SG;3	N;NOM;FEM;SG
düzeni	formovanie	düzen	formovanie	N;NOM;SG;3	N;NOM;NEUT;SG
düzeni	rozloženie	düzen	rozloženie	N;NOM;SG;3	N;NOM;NEUT;SG
düzeni	usporiadanie	düzen	usporiadanie	N;NOM;SG;3	N;NOM;NEUT;SG
hürriyet	sloboda	hürriyet	sloboda	N;NOM;SG;3	N;NOM;FEM;SG
hürriyet	voľnosť	hürriyet	voľnosť	N;NOM;SG;3	N;NOM;FEM;SG
hürriyet	voľnosť	hürriyet	voľnosť	N;NOM;SG;3	N;NOM;FEM;SG
uygulamaları	prihlášky	uygulama	prihláška	N;NOM;PL;3	N;NOM;FEM;PL
uygulamaları	aplikácie	uygulama	aplikácia	N;NOM;PL;3	N;NOM;FEM;PL
uygulamaları	žiadosti	uygulama	žiadosť	N;NOM;PL;3	N;NOM;FEM;PL
uygulamaları	praktiky	uygulama	praktika	N;NOM;PL;3	N;NOM;FEM;PL
uygulamaları	aplikácie	uygulama	aplikácia	N;NOM;PL;3	N;NOM;FEM;PL
ürünler	položky	ürün	položka	N;NOM;PL;3	N;NOM;FEM;PL
ürünler	tovary	ürün	tovar	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ürünler	výrobky	ürün	výrobok	N;NOM;PL;3	N;INAN;NOM;MASC;PL
ürünler	produkty	ürün	produkt	N;NOM;PL;3	N;INAN;NOM;MASC;PL
