par	אודות	par	אודות		
ēka	בניין	ēka	בניין	N;NOM;FEM;SG	N;MASC;SG
ēka	בנייה	ēka	בנייה	N;NOM;FEM;SG	N;FEM;SG
sistēma	מערכת	sistēma	מערכת	N;NOM;FEM;SG	N;FEM;SG
vadītājs	מנהל	vadītājs	מנהל	N;NOM;MASC;SG	N;MASC;SG
vadītājs	נהג	vadītājs	נהג	N;NOM;MASC;SG	N;MASC;SG
vadītājs	מנהיג	vadītājs	מנהיג	N;NOM;MASC;SG	N;MASC;SG
vadītājs	מנהיגה	vadītājs	מנהיג	N;NOM;MASC;SG	N;FEM;SG
vadītājs	ראש	vadītājs	ראש	N;NOM;MASC;SG	N;MASC;SG
caur	באמצעות	caur	באמצעות	ADP	ADP
kārtas	סיבובים	kārta	סיבוב	N;NOM;FEM;PL	N;MASC;PL
ēkas	בניינים	ēka	בניין	N;NOM;FEM;PL	N;MASC;PL
ēkas	מבנים	ēka	מבנה	N;NOM;FEM;PL	N;MASC;PL
karjeru	קריירה	karjera	קריירה	N;ACC;FEM;SG	N;FEM;SG
karjeru	הקריירה	karjera	הקריירה	N;ACC;FEM;SG	N
grupu	חבורה	grupa	חבורה	N;ACC;FEM;SG	N;FEM;SG
grupu	קבוצה	grupa	קבוצה	N;ACC;FEM;SG	N;FEM;SG
vēsturē	היסטוריה	vēsture	היסטוריה	N;ESS;FEM;SG	N;FEM;SG
vēsturē	ההיסטוריה	vēsture	ההיסטוריה	N;ESS;FEM;SG	N;FEM;SG
darbojās	פעל	darboties	פעל	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
uzņēmums	החברה	uzņēmums	החברה	N;NOM;MASC;SG	N;FEM;SG
uzņēmums	חברה	uzņēmums	חברה	N;NOM;MASC;SG	N;FEM;SG
uzņēmums	פלוגה	uzņēmums	פלוגה	N;NOM;MASC;SG	N;FEM;SG
uzņēmums	הקמת	uzņēmums	הקמה	N;NOM;MASC;SG	N;PSSD;FEM;SG
uzņēmums	מוסד	uzņēmums	מוסד	N;NOM;MASC;SG	N;MASC;SG
rindās	שורות	rinda	שורה	N;ESS;FEM;PL	N;FEM;PL
tēvs	אב	tēvs	אב	N;NOM;MASC;SG	N;MASC;SG
vārdu	מלה	vārds	מילה	N;ACC;MASC;SG	N;FEM;SG
vārdu	מילה	vārds	מילה	N;ACC;MASC;SG	N;FEM;SG
basketbola	כדורסל	basketbols	כדורסל	N;GEN;MASC;SG	N;MASC;SG
čempionāta	אליפות	čempionāts	אליפות	N;GEN;MASC;SG	N;FEM;SG
sudraba	כסף	sudrabs	כסף	N;NOM;FEM;SG	N;MASC;SG
sudraba	מכסף	sudrabs	מכסף	N;NOM;FEM;SG	N;MASC;SG
teritorija	טריטוריה	teritorija	טריטוריה	N;NOM;FEM;SG	N;FEM;SG
teritorija	אזור	teritorija	אזור	N;NOM;FEM;SG	N;MASC;SG
teritorija	איזור	teritorija	איזור	N;NOM;FEM;SG	N;MASC;SG
teritorija	שטח	teritorija	שטח	N;NOM;FEM;SG	N;MASC;SG
futbolists	כדורגלן	futbolists	כדורגלן	N;NOM;MASC;SG	N;MASC;SG
cilvēka	אדם	cilvēks	אדם	N;GEN;MASC;SG	N;MASC;SG
svars	משקל	svars	משקל	N;NOM;MASC;SG	N;MASC;SG
režisors	במאי	režisors	במאי	N;NOM;MASC;SG	N;MASC;SG
režisors	מנהל	režisors	מנהל	N;NOM;MASC;SG	N;MASC;SG
nozīmē	אמצעי	nozīme	אמצע	N;ESS;FEM;SG	N;MASC;SG
dziesma	שיר	dziesma	שיר	N;NOM;FEM;SG	N;MASC;SG
koka	עץ	koks	עץ	N;GEN;MASC;SG	N;MASC;SG
brīvības	חופש	brīvība	חופש	N;GEN;FEM;SG	N;MASC;SG
brīvības	חירות	brīvība	חירות	N;GEN;FEM;SG	N;FEM;SG
karjeras	הקריירה	karjera	הקריירה	N;NOM;FEM;PL	N
karjeras	קריירות	karjera	קריירות	N;NOM;FEM;PL	N;FEM;PL
tiesnesis	שופטת	tiesnesis	שופט	N;NOM;MASC;SG	N;FEM;SG
tiesnesis	שופט	tiesnesis	שופט	N;NOM;MASC;SG	N;MASC;SG
karā	מלחמה	karš	מלחמה	N;ESS;MASC;SG	N;FEM;SG
marts	צעדה	marts	צעדה	N;NOM;MASC;SG	N;FEM;SG
valdības	ממשלות	valdība	ממשלה	N;NOM;FEM;PL	N;FEM;PL
veids	סוג	veids	סוג	N;NOM;MASC;SG	N;MASC;SG
saraksts	רשימה	saraksts	רשימה	N;NOM;MASC;SG	N;FEM;SG
uzskatīts	נחשבת	uzskatīt	נחשב	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;V.PTCP;MID
uzskatīts	נחשב	uzskatīt	נחשב	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;MID
maijs	במאי	maijs	במאי	N;NOM;MASC;SG	N;MASC;SG
karaļa	מלכותי	karalis	מלכותי	N;NOM;MASC;SG	N;MASC;SG
ebreju	יהדות	ebrejs	יהדות	N;ACC;MASC;SG	N;FEM;SG
ebreju	יהודי	ebrejs	יהודי	N;ACC;MASC;SG	N;MASC;SG
nedaudz	מעט	nedaudz	מעט	ADV	ADV
attēlā	הגזרה	attēls	הגזרה	N;ESS;MASC;SG	N;FEM;SG
attēlā	דמות	attēls	דמות	N;ESS;MASC;SG	N;FEM;SG
izmaiņas	שינויים	izmaiņa	שינוי	N;NOM;FEM;PL	N;MASC;PL
izmaiņas	השינויים	izmaiņa	השינוי	N;NOM;FEM;PL	N;MASC;PL
albuma	אלבום	albums	אלבום	N;GEN;MASC;SG	N;MASC;SG
atklāja	חשף	atklāt	חשף	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
atklāja	התגלה	atklāt	התגלה	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST
guva	קלע	gūt	קלע	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
guva	הבקיע	gūt	הבקיע	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
sezonu	עונה	sezona	עונה	N;ACC;FEM;SG	N;FEM;SG
robežas	גבולות	robeža	גבול	N;NOM;FEM;PL	N;MASC;PL
robežas	גבולות	robeža	גבול	N;NOM;FEM;PL	N;MASC;PL
robežas	הגבלות	robeža	הגבלה	N;NOM;FEM;PL	N;FEM;PL
robežas	מגבלות	robeža	מגבלה	N;NOM;FEM;PL	N;FEM;PL
robežas	גבולות	robeža	גבול	N;NOM;FEM;PL	N;MASC;PL
medaļas	מדליות	medaļa	מדלית	N;NOM;FEM;PL	N;FEM;PL
pēdējā	אחרונה	pēdējā	אחרון	ADJ;NOM;FEM;SG	ADJ;FEM;SG
pēdējā	אחרון	pēdējā	אחרון	ADJ;NOM;FEM;SG	ADJ;MASC;SG
dienu	יום	diena	יום	N;ACC;FEM;SG	N;MASC;SG
dienā	יום	diena	יום	N;ESS;FEM;SG	N;MASC;SG
periods	נקודה	periods	נקודה	N;NOM;MASC;SG	N;FEM;SG
periods	תקופה	periods	תקופה	N;NOM;MASC;SG	N;FEM;SG
vēsture	היסטוריה	vēsture	היסטוריה	N;NOM;FEM;SG	N;FEM;SG
vēsture	ההיסטוריה	vēsture	ההיסטוריה	N;NOM;FEM;SG	N;FEM;SG
platība	אזור	platība	אזור	N;NOM;FEM;SG	N;MASC;SG
platība	איזור	platība	איזור	N;NOM;FEM;SG	N;MASC;SG
platība	שטח	platība	שטח	N;NOM;FEM;SG	N;MASC;SG
poļu	מוטות	polis	מוט	N;GEN;MASC;PL	N;MASC;PL
poļu	פולנים	polis	פולני	N;GEN;MASC;PL	N;MASC;PL
liels	גדול	liels	גדול	ADJ;NOM;MASC;SG	ADJ;MASC;SG
liels	גדולה	liels	גדול	ADJ;NOM;MASC;SG	ADJ;FEM;SG
liels	גדול	liels	גדול	ADJ;NOM;MASC;SG	ADJ;MASC;SG
liels	גדולה	liels	גדול	ADJ;NOM;MASC;SG	ADJ;FEM;SG
liels	נהדר	liels	נהדר	ADJ;NOM;MASC;SG	ADJ;MASC;SG
liels	גדול	liels	גדול	ADJ;NOM;MASC;SG	ADJ;MASC;SG
teātra	תיאטרון	teātris	תיאטרון	N;GEN;MASC;SG	N;MASC;SG
aiz	מאחורי	aiz	מאחורי	ADP	ADP
aktrise	שחקנית	aktrise	שחקן	N;NOM;FEM;SG	N;FEM;SG
joprojām	עדיין	joprojām	עדיין	ADV	ADV
apdzīvota	מאוכלס	apdzīvot	אוכלס	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
apdzīvota	מיושב	apdzīvot	מיושב	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
filmu	סרט	filma	סרט	N;ACC;FEM;SG	N;MASC;SG
filmu	קולנוע	filma	קולנוע	N;ACC;FEM;SG	N;MASC;SG
kārta	עגולה	kārta	עגולה	N;NOM;FEM;SG	N;FEM;SG
kārta	סיבוב	kārta	סיבוב	N;NOM;FEM;SG	N;MASC;SG
kārta	עגולים	kārta	עגולים	N;NOM;FEM;SG	N
grieķu	יוונים	grieķis	יוון	N;GEN;MASC;PL	N;MASC;PL
cilvēks	אדם	cilvēks	אדם	N;NOM;MASC;SG	N;MASC;SG
cilvēks	אדם	cilvēks	אדם	N;NOM;MASC;SG	N;MASC;SG
cilvēks	גבר	cilvēks	גבר	N;NOM;MASC;SG	N;MASC;SG
cilvēks	אדם	cilvēks	אדם	N;NOM;MASC;SG	N;MASC;SG
parks	תחנה	parks	תחנה	N;NOM;MASC;SG	N;FEM;SG
sacensībās	תחרויות	sacensība	תחרות	N;ESS;FEM;PL	N;FEM;PL
darbība	מבצע	darbība	מבצע	N;NOM;FEM;SG	N;MASC;SG
darbība	פעילות	darbība	פעילות	N;NOM;FEM;SG	N;FEM;SG
karogs	דגל	karogs	דגל	N;NOM;MASC;SG	N;MASC;SG
zemi	אדמה	zeme	אדמה	N;ACC;FEM;SG	N;FEM;SG
zemi	ארץ	zeme	ארץ	N;ACC;FEM;SG	N;FEM;SG
zemi	אדמה	zeme	אדמה	N;ACC;FEM;SG	N;FEM;SG
zemi	ארץ	zeme	ארץ	N;ACC;FEM;SG	N;FEM;SG
zemi	קרקע	zeme	קרקע	N;ACC;FEM;SG	N;FEM;SG
māte	אמא	māte	אמא	N;NOM;FEM;SG	N;FEM;SG
kategorijas	קטגוריות	kategorija	קטגוריה	N;NOM;FEM;PL	N;FEM;PL
treneris	מאמן	treneris	מאמן	N;NOM;MASC;SG	N;MASC;SG
treneris	מאמנת	treneris	מאמן	N;NOM;MASC;SG	N;FEM;SG
vadīja	הובילו	vadīt	הוביל	V;FH;IND;3;POS;PST;FIN;ACT	V;PL;3;PST;ACT
vadīja	הובילה	vadīt	הוביל	V;FH;IND;3;POS;PST;FIN;ACT	V;FEM;SG;3;PST;ACT
vadīja	הוביל	vadīt	הוביל	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
līnijas	קווים	līnija	קווה	N;NOM;FEM;PL	N;MASC;PL
līnijas	שורות	līnija	שורה	N;NOM;FEM;PL	N;FEM;PL
paziņoja	הודיעה	paziņot	הודיע	V;FH;IND;3;POS;PST;FIN;ACT	V;FEM;SG;3;PST;ACT
paziņoja	הודיע	paziņot	הודיע	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
šobrīd	כרגע	šobrīd	כרגע	ADV	ADV
šobrīd	כיום	šobrīd	כיום	ADV	ADV
komandieris	מפקד	komandieris	מפקד	N;NOM;MASC;SG	N;MASC;SG
uzvaru	מנצח	uzvara	מנצח	N;ACC;FEM;SG	N;MASC;SG
uzvaru	זכייה	uzvara	זכייה	N;ACC;FEM;SG	N;FEM;SG
jauna	חדש	jauns	חדש	ADJ;NOM;FEM;SG	ADJ;MASC;SG
jauna	חדשה	jauns	חדש	ADJ;NOM;FEM;SG	ADJ;FEM;SG
augstākā	עליון	augsta	עליון	ADJ;NOM;CMPR;FEM;SG	ADJ;MASC;SG
izveidots	מבוסס	izveidot	None	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
izveidots	הוקם	izveidot	הוקם	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
izveidots	הוקמה	izveidot	הוקם	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;PASS
izveidots	נוצרה	izveidot	נוצר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;MID
izveidots	נוצר	izveidot	נוצר	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
pulka	חטיבה	pulka	חטיבה	N;NOM;MASC;SG	N;FEM;SG
valdība	ממשלה	valdība	ממשלה	N;NOM;FEM;SG	N;FEM;SG
valdība	ממשל	valdība	ממשל	N;NOM;FEM;SG	N;MASC;SG
mazāk	פחות	mazi	פחות	ADV;CMPR	ADV
pārstāv	לייצג	pārstāvēt	ייצג	V;IMP;SG;2;POS;FIN;ACT	V;NFIN;ACT
pār	מעל	pār	מעל	ADP	ADP
pievienojās	הצטרף	pievienoties	הצטרף	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;MASC;SG;3;PST
pievienojās	הצטרפה	pievienoties	הצטרף	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;FEM;SG;3;PST
sistēmu	מערכת	sistēma	מערכת	N;ACC;FEM;SG	N;FEM;SG
lapas	עלים	lapa	על	N;NOM;FEM;PL	N;MASC;PL
lapas	דפים	lapa	דף	N;NOM;FEM;PL	N;MASC;PL
lapas	עמודים	lapa	עמוד	N;NOM;FEM;PL	N;MASC;PL
sākot	מתחילה	sākt	התחיל	V;V.CVB	V;FEM;SG;V.PTCP;ACT
sākot	מתחיל	sākt	התחיל	V;V.CVB	V;MASC;SG;V.PTCP
īpašības	תכונות	īpašība	תכונה	N;NOM;FEM;PL	N;FEM;PL
īpašības	נכסים	īpašība	נכס	N;NOM;FEM;PL	N;MASC;PL
darbs	עבודה	darbs	עבודה	N;NOM;MASC;SG	N;FEM;SG
darbs	משרה	darbs	משרה	N;NOM;MASC;SG	N;FEM;SG
darbs	עבודה	darbs	עבודה	N;NOM;MASC;SG	N;FEM;SG
darbs	עובדת	darbs	עובדה	N;NOM;MASC;SG	N;FEM;SG
grāmatas	ספרים	grāmata	ספר	N;NOM;FEM;PL	N;MASC;PL
muzejs	מוזיאון	muzejs	מוזיאון	N;NOM;MASC;SG	N;MASC;SG
vārdi	שמות	vārds	שם	N;NOM;MASC;PL	N;MASC;PL
vārdi	מלים	vārds	מילה	N;NOM;MASC;PL	N;FEM;PL
vārdi	מילות	vārds	מילה	N;NOM;MASC;PL	N;FEM;PL
vārdi	מילים	vārds	מילה	N;NOM;MASC;PL	N;FEM;PL
šie	אלו	šis	אלו	PRO;NOM;MASC;PL	PRO;PL;3
šie	אלה	šis	אלה	PRO;NOM;MASC;PL	PRO;MASC;PL;3
miljoni	מליונים	miljons	מליון	N;NOM;MASC;PL	N;MASC;PL
dažādas	שונות	dažāda	שונה	ADJ;NOM;FEM;PL	ADJ;FEM;PL
dažādas	שונים	dažāda	שונה	ADJ;NOM;FEM;PL	ADJ;MASC;PL
dažādas	שונות	dažāda	שונה	ADJ;NOM;FEM;PL	ADJ;FEM;PL
grāmatu	ספר	grāmata	ספר	N;ACC;FEM;SG	N;MASC;SG
sezona	עונה	sezona	עונה	N;NOM;FEM;SG	N;FEM;SG
spēlētājs	שחקן	spēlētājs	שחקן	N;NOM;MASC;SG	N;MASC;SG
spēle	משחק	spēle	משחק	N;NOM;FEM;SG	N;MASC;SG
atsauces	המלצות	atsauce	המלצה	N;NOM;FEM;PL	N;FEM;PL
atsauces	הפניות	atsauce	הפניה	N;NOM;FEM;PL	N;FEM;PL
rezultāts	תוצאה	rezultāts	תוצאה	N;NOM;MASC;SG	N;FEM;SG
armija	צבא	armija	צבא	N;NOM;FEM;SG	N;MASC;SG
dzīvnieku	בהמה	dzīvnieks	בהמה	N;ACC;MASC;SG	N;FEM;SG
biedrības	אגודות	biedrība	אגודה	N;NOM;FEM;PL	N;FEM;PL
teātrī	תיאטרון	teātris	תיאטרון	N;ESS;MASC;SG	N;MASC;SG
daļēji	חלקית	daļēji	חלקית	ADV	ADV
daļēji	חלקית	daļēji	חלקית	ADV	ADV
daļēji	חלקית	daļēji	חלקית	ADV	ADV
vienības	יחידות	vienība	יחידה	N;NOM;FEM;PL	N;FEM;PL
vienības	ישויות	vienība	ישוי	N;NOM;FEM;PL	N;FEM;PL
izdots	הוציא	izdot	הוציא	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;ACT
puses	חצאים	puse	חצאי	N;NOM;FEM;PL	N
puses	מפלגות	puse	מפלגה	N;NOM;FEM;PL	N;FEM;PL
oficiāli	רשמית	oficiāli	רשמית	ADV	ADV
lielais	גדול	liels	גדול	ADJ;NOM;MASC;SG	ADJ;MASC;SG
lielais	גדולה	liels	גדול	ADJ;NOM;MASC;SG	ADJ;FEM;SG
kauss	גביע	kauss	גביע	N;NOM;MASC;SG	N;MASC;SG
albumu	אלבום	albums	אלבום	N;ACC;MASC;SG	N;MASC;SG
cilvēkiem	אנשים	cilvēks	איש	N;DAT;MASC;PL	N;MASC;PL
kaujā	קרב	kaujā	קרב	N;ESS;FEM;SG	N;MASC;SG
kaujā	הקרב	kaujā	הקרב	N;ESS;FEM;SG	N;MASC;SG
lomu	תפקיד	loma	תפקיד	N;ACC;FEM;SG	N;MASC;SG
lielbritānijas	בריטים	lielbritānija	בריטי	N;NOM;FEM;PL	N;MASC;PL
okeāna	אוקיינוס	okeāns	אוקיינוס	N;GEN;MASC;SG	N;MASC;SG
karjera	קריירה	karjera	קריירה	N;NOM;FEM;SG	N;FEM;SG
karjera	הקריירה	karjera	הקריירה	N;NOM;FEM;SG	N
karjera	קריירה	karjera	קריירה	N;NOM;FEM;SG	N;FEM;SG
karjera	המחצבה	karjera	המחצב	N;NOM;FEM;SG	N;FEM;SG
divus	שני	divi	שני	NUM;ACC;MASC;PL	NUM;MASC;PL
divus	שניים	divi	שניים	NUM;ACC;MASC;PL	NUM;MASC;PL
piezīmes	פתקים	piezīme	פתק	N;NOM;FEM;PL	N;MASC;PL
piezīmes	רשימות	piezīme	רשימה	N;NOM;FEM;PL	N;FEM;PL
piezīmes	הערות	piezīme	הערה	N;NOM;FEM;PL	N;FEM;PL
piezīmes	תווים	piezīme	תווים	N;NOM;FEM;PL	N;MASC;PL
piezīmes	תצפיות	piezīme	תצפית	N;NOM;FEM;PL	N;FEM;PL
piezīmes	התגובות	piezīme	התגובות	N;NOM;FEM;PL	N;FEM;PL
piezīmes	תגובות	piezīme	תגובה	N;NOM;FEM;PL	N;FEM;PL
piezīmes	הערות	piezīme	הערה	N;NOM;FEM;PL	N;FEM;PL
formas	צורות	forma	צורה	N;NOM;FEM;PL	N;FEM;PL
formas	צורות	forma	צורה	N;NOM;FEM;PL	N;FEM;PL
formas	טפסים	forma	טפס	N;NOM;FEM;PL	N;MASC;PL
ieguvis	הושג	iegūt	הושג	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;PASS
ieguvis	רכשה	iegūt	רכש	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;SG;3;PST;ACT
ieguvis	נרכש	iegūt	נרכש	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;3;PST;MID
krastos	חופים	krasts	חוף	N;ESS;MASC;PL	N;MASC;PL
mācību	אימונים	mācība	אימון	N;ACC;FEM;PL	N;MASC;PL
sabiedrības	תאגידים	sabiedrība	תאגיד	N;NOM;FEM;PL	N;MASC;PL
uzvaras	נצחונות	uzvara	נצחון	N;NOM;FEM;PL	N;MASC;PL
uzvaras	ניצחונות	uzvara	ניצחון	N;NOM;FEM;PL	N;MASC;PL
uzvaras	נצחונות	uzvara	נצחון	N;NOM;FEM;PL	N;MASC;PL
uzvaras	ניצחונות	uzvara	ניצחון	N;NOM;FEM;PL	N;MASC;PL
dzejnieks	משורר	dzejnieks	משורר	N;NOM;MASC;SG	N;MASC;SG
metrus	מטרים	metrs	מטר	N;ACC;MASC;PL	N;MASC;PL
vienmēr	תמיד	vienmēr	תמיד	ADV	ADV
virsmas	משטחים	virsma	משטח	N;NOM;FEM;PL	N;MASC;PL
pili	טירה	pils	טירה	N;ACC;FEM;SG	N;FEM;SG
pili	הטירה	pils	הטירה	N;ACC;FEM;SG	N;FEM;SG
pili	טירת	pils	טירה	N;ACC;FEM;SG	N;PSSD;FEM;SG
valstīm	מדינות	valsts	מדינה	N;DAT;FEM;PL	N;FEM;PL
valstīm	ארצות	valsts	ארץ	N;DAT;FEM;PL	N;FEM;PL
balva	גביע	balva	גביע	N;NOM;FEM;SG	N;MASC;SG
ministrs	שר	ministrs	שר	N;NOM;MASC;SG	N;MASC;SG
organizācijas	ארגוני	organizācija	ארגון	N;NOM;FEM;PL	N;MASC;PL
organizācijas	ארגונים	organizācija	ארגון	N;NOM;FEM;PL	N;MASC;PL
organizācijas	ארגונים	organizācija	ארגון	N;NOM;FEM;PL	N;MASC;PL
izdevās	הצליחה	izdoties	הצליח	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;FEM;SG;3;PST;ACT
izdevās	הצליחו	izdoties	הצליח	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;PL;3;PST;ACT
izdevās	הצליח	izdoties	הצליח	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
minēta	מוזכר	minēt	הוזכר	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
punkti	נקודות	punkts	נקודה	N;NOM;MASC;PL	N;FEM;PL
punkti	נקודות	punkts	נקודה	N;NOM;MASC;PL	N;FEM;PL
centrā	מרכז	centrs	מרכז	N;ESS;MASC;SG	N;MASC;SG
centrā	מרכז	centrs	מרכז	N;ESS;MASC;SG	N;MASC;SG
drīz	בקרוב	drīz	בקרוב	ADV	ADV
vietām	מקומות	vieta	מקום	N;DAT;FEM;PL	N;MASC;PL
dažādi	שונות	dažāds	שונה	ADJ;NOM;MASC;PL	ADJ;FEM;PL
dažādi	שונים	dažāds	שונה	ADJ;NOM;MASC;PL	ADJ;MASC;PL
dažādi	שונות	dažāds	שונה	ADJ;NOM;MASC;PL	ADJ;FEM;PL
piemineklis	אנדרטה	piemineklis	אנדרטה	N;NOM;MASC;SG	N;FEM;SG
piemineklis	אנדרטת	piemineklis	אנדרטת	N;NOM;MASC;SG	N;FEM;SG
putni	עופות	putnis	עופה	N;NOM;MASC;PL	N;MASC;PL
putni	ציפורים	putnis	ציפור	N;NOM;MASC;PL	N;MASC;PL
republika	רפובליקה	republika	רפובליקה	N;NOM;FEM;SG	N;FEM;SG
republika	הרפובליקה	republika	הרפובליקה	N;NOM;FEM;SG	N;FEM;SG
raksts	כתבה	raksts	כתבה	N;NOM;MASC;SG	N;FEM;SG
raksts	מאמר	raksts	מאמר	N;NOM;MASC;SG	N;MASC;SG
raksts	דפוס	raksts	דפוס	N;NOM;MASC;SG	N;MASC;SG
raksts	תבנית	raksts	תבנית	N;NOM;MASC;SG	N;FEM;SG
izmantots	משומש	izmantot	משומש	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;PASS
iekļauta	כולל	iekļaut	כלל	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
iekļauta	כלול	iekļaut	כלול	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP;ACT
punkts	נקודה	punkts	נקודה	N;NOM;MASC;SG	N;FEM;SG
punkts	נקודת	punkts	נקודה	N;NOM;MASC;SG	N;FEM;SG
kino	סרטים	kino	סרט	N	N;MASC;PL
kino	קולנוע	kino	קולנוע	N	N;MASC;SG
kino	קולנוע	kino	קולנוע	N	N;MASC;SG
karu	מלחמה	karš	מלחמה	N;ACC;MASC;SG	N;FEM;SG
galvaspilsēta	הון	galvaspilsēta	הון	N;NOM;FEM;SG	N;MASC;SG
arābu	ערבי	arābs	ערבי	N;ACC;MASC;SG	N;MASC;SG
krusta	צלב	krusts	צלב	N;NOM;MASC;SG	N;MASC;SG
krusta	הצלב	krusts	הצלב	N;NOM;MASC;SG	N;MASC;SG
mātītes	נקבות	mātīte	נקבה	N;NOM;FEM;PL	N;FEM;PL
bērni	ילדים	bērns	ילד	N;NOM;MASC;PL	N;MASC;PL
bērni	ילדים	bērns	ילד	N;NOM;MASC;PL	N;MASC;PL
televīzijas	טלויזיה	televīzija	טלויזיה	N;NOM;FEM;PL	N
zaudēja	אבד	zaudēt	אבד	V;FH;IND;3;POS;PST;FIN;ACT	V;MASC;SG;3;PST
ģimenes	משפחות	ģimene	משפחה	N;NOM;FEM;PL	N;FEM;PL
spēki	כוחות	spēks	כוח	N;NOM;MASC;PL	N;MASC;PL
spēki	הכוחות	spēks	הכוחה	N;NOM;MASC;PL	N;FEM;PL
līnija	קו	līnija	קו	N;NOM;FEM;SG	N;MASC;SG
līnija	שורה	līnija	שורה	N;NOM;FEM;SG	N;FEM;SG
nobela	נובל	nobelt	נובל	N;NOM;FEM;SG	N;MASC;SG
kustības	תנועות	kustība	תנועה	N;NOM;FEM;PL	N;FEM;PL
koku	עץ	koks	עץ	N;ACC;MASC;SG	N;MASC;SG
balvas	פרסים	balva	פרס	N;NOM;FEM;PL	N;MASC;PL
balvas	פרסים	balva	פרס	N;NOM;FEM;PL	N;MASC;PL
piedalās	להשתתף	piedalīties	השתתף	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;NFIN
pārskats	סקירה	pārskats	סקירה	N;NOM;MASC;SG	N;FEM;SG
pārskats	ביקורת	pārskats	ביקורת	N;NOM;MASC;SG	N;FEM;SG
pārskats	סקירה	pārskats	סקירה	N;NOM;MASC;SG	N;FEM;SG
daudzums	הכמות	daudzums	הכמה	N;NOM;MASC;SG	N;FEM;SG
daudzums	כמות	daudzums	כמות	N;NOM;MASC;SG	N;FEM;SG
sastāvs	הרכבה	sastāvs	הרכבה	N;NOM;MASC;SG	N;FEM;SG
nosaka	לקבוע	nosacīt	קבע	V;FH;IND;3;POS;PRS;FIN;ACT	V;NFIN;ACT
video	סרטון	video	סרטון	N	N;MASC;SG
video	סרטונים	video	סרטון	N	N
priekšsēdētājs	נשיא	priekšsēdētājs	נשיא	N;NOM;MASC;SG	N;MASC;SG
gar	לאורך	gar	לאורך	ADP	ADP
sacensības	תחרויות	sacensība	תחרות	N;NOM;FEM;PL	N;FEM;PL
sacensības	גזעים	sacensība	גזע	N;NOM;FEM;PL	N;MASC;PL
sacensības	מירוצים	sacensība	מירוץ	N;NOM;FEM;PL	N;MASC;PL
nozīme	משמעות	nozīme	משמעות	N;NOM;FEM;SG	N;FEM;SG
nozīme	חשיבות	nozīme	חשיבות	N;NOM;FEM;SG	N;FEM;SG
nozīme	משמעות	nozīme	משמעות	N;NOM;FEM;SG	N;FEM;SG
projekta	מיזם	projekts	מיזם	N;GEN;MASC;SG	N;MASC;SG
projekta	פרויקט	projekts	פרויקט	N;GEN;MASC;SG	N;MASC;SG
attēlu	תדמית	attēls	תדמית	N;ACC;MASC;SG	N;FEM;SG
attēlu	תמונה	attēls	תמונה	N;ACC;MASC;SG	N;FEM;SG
