voor	priekš	voor	priekš	ADP	ADP
station	stacijā	station	stacija	N;NEUT;SG	N;ESS;FEM;SG
verenigde	apvienotā	verenigen	apvienot	V;V.PTCP	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
verenigde	apvienoto	verenigen	apvienot	V;V.PTCP	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
zoon	dēls	zoon	dēls	N;MASC+FEM;SG	N;NOM;MASC;SG
man	cilvēks	man	cilvēks	N;MASC+FEM;SG	N;NOM;MASC;SG
man	vīrietis	man	vīrietis	N;MASC+FEM;SG	N;NOM;MASC;SG
water	ūdeni	water	ūdens	N;NEUT;SG	N;ACC;MASC;SG
water	ūdenī	water	ūdens	N;NEUT;SG	N;ESS;MASC;SG
water	ūdens	water	ūdens	N;NEUT;SG	N;NOM;MASC;SG
gezien	redzējusi	zien	redzēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gezien	redzēti	zien	redzēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gezien	redzējuši	zien	redzēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gezien	redzējis	zien	redzēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
begin	sākums	begin	sākums	N;NEUT;SG	N;NOM;MASC;SG
begin	starts	begin	starts	N;NEUT;SG	N;NOM;MASC;SG
begin	sākums	begin	sākums	N;NEUT;SG	N;NOM;MASC;SG
koning	karalis	koning	karalis	N;MASC+FEM;SG	N;NOM;MASC;SG
koning	ķēniņš	koning	ķēniņš	N;MASC+FEM;SG	N;NOM;MASC;SG
spelen	atskaņot	spelen	atskaņot	V;NFIN	V;POS;NFIN
spelen	spēlē	spelen	spēlēt	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
spelen	spēlēt	spelen	spēlēt	V;NFIN	V;POS;NFIN
spelen	spēlē	spelen	spēlēt	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
spelen	spēlējas	spelen	spēlēties	V;NFIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
spelen	spēlējot	spelen	spēlēt	V;NFIN	V;V.CVB
periode	laikposms	periode	laikposms	N;MASC+FEM;SG	N;NOM;MASC;SG
periode	periods	periode	periods	N;MASC+FEM;SG	N;NOM;MASC;SG
volkstelling	skaitīšana	volkstelling	skaitīšana	N;MASC+FEM;SG	N;NOM;FEM;SG
lid	deputāts	lid	deputāts	N;NEUT;SG	N;NOM;MASC;SG
lid	loceklis	lid	loceklis	N;NEUT;SG	N;NOM;MASC;SG
lid	biedrs	lid	biedrs	N;NEUT;SG	N;NOM;MASC;SG
titel	virsraksts	titel	virsraksts	N;MASC+FEM;SG	N;NOM;MASC;SG
titel	virsraksts	titel	virsraksts	N;MASC+FEM;SG	N;NOM;MASC;SG
titel	tituls	titel	tituls	N;MASC+FEM;SG	N;NOM;MASC;SG
feb	februāra	feb	februāris	N;MASC+FEM;SG	N;GEN;MASC;SG
begon	sākts	beginnen	sākt	V;SG;PST;FIN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
begon	sākta	beginnen	sākt	V;SG;PST;FIN	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
begon	sākās	beginnen	sākties	V;SG;PST;FIN	V;FH;IND;3;POS;REFL;PST;FIN;ACT
begon	sākās	beginnen	sākties	V;SG;PST;FIN	V;FH;IND;3;POS;REFL;PST;FIN;ACT
mrt	mrt	mrt	mrt	N;MASC+FEM;SG	N
bezocht	apmeklēja	bezoeken	apmeklēt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
nieuw	jauna	nieuw	jauns	ADJ	ADJ;NOM;FEM;SG
nieuw	jauni	nieuw	jauns	ADJ	ADJ;NOM;MASC;PL
nieuw	jauns	nieuw	jauns	ADJ	ADJ;NOM;MASC;SG
nieuw	jaunais	nieuw	jauns	ADJ	ADJ;NOM;MASC;SG
nieuw	jaunas	nieuw	jauna	ADJ	ADJ;NOM;FEM;PL
nummer	numuru	nummer	numurs	N;MASC+FEM;SG	N;ACC;MASC;SG
nummer	numurs	nummer	numurs	N;MASC+FEM;SG	N;NOM;MASC;SG
nummer	skaitlis	nummer	skaitlis	N;MASC+FEM;SG	N;NOM;MASC;SG
nummer	skaits	nummer	skaits	N;MASC+FEM;SG	N;NOM;MASC;SG
nummer	dziesma	nummer	dziesma	N;MASC+FEM;SG	N;NOM;FEM;SG
lang	garais	lang	garais	ADJ	ADJ;NOM;MASC;SG
lang	gara	lang	garš	ADJ	ADJ;NOM;FEM;SG
lang	garas	lang	gara	ADJ	ADJ;NOM;FEM;PL
lang	garš	lang	garš	ADJ	ADJ;NOM;MASC;SG
tekst	teksts	tekst	teksts	N;MASC+FEM;SG	N;NOM;MASC;SG
apr	aprīlis	apr	aprīlis	N;MASC+FEM;SG	N;NOM;MASC;SG
apr	gpl	apr	gpl	N;MASC+FEM;SG	N
vinden	atrodi	vinden	atrast	V;NFIN	V;IMP;SG;2;POS;FIN;ACT
vinden	meklēt	vinden	meklēt	V;NFIN	V;POS;NFIN
vinden	atrast	vinden	atrast	V;NFIN	V;POS;NFIN
pagina	lappuse	pagina	lappuse	N;MASC+FEM;SG	N;NOM;FEM;SG
pagina	lapa	pagina	lapa	N;MASC+FEM;SG	N;NOM;FEM;SG
bron	avots	bron	avots	N;MASC+FEM;SG	N;NOM;MASC;SG
district	rajons	district	rajons	N;NEUT;SG	N;NOM;MASC;SG
district	apgabals	district	apgabals	N;NEUT;SG	N;NOM;MASC;SG
daarna	tad	daarna	tad	ADV	ADV
database	datubāzi	databaas	datubāze	N;MASC+FEM;SG	N;ACC;MASC;SG
database	datubāzē	databaas	datubāze	N;MASC+FEM;SG	N;ESS;MASC;SG
database	datubāze	databaas	datubāze	N;MASC+FEM;SG	N;NOM;FEM;SG
band	josla	band	josla	N;MASC+FEM;SG	N;NOM;FEM;SG
west	rietumu	west	rietumi	N;MASC+FEM;SG	N;ACC;MASC;SG
soorten	sugas	soort	suga	N;PL	N;NOM;FEM;PL
soorten	tipi	soort	tips	N;PL	N;NOM;MASC;PL
soorten	veidi	soort	veids	N;PL	N;NOM;MASC;PL
dec	decembris	dec	decembris	N;MASC+FEM;SG	N;NOM;MASC;SG
dec	dec	dec	dec	N;MASC+FEM;SG	N
boven	virs	boven	virs	ADP	ADP
vorm	forma	vorm	forma	N;MASC+FEM;SG	N;NOM;FEM;SG
vorm	forma	vorm	forma	N;MASC+FEM;SG	N;NOM;FEM;SG
beschreven	aprakstīts	beschrijven	aprakstīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
beschreven	aprakstītas	beschrijven	aprakstīt	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
beschreven	aprakstīta	beschrijven	aprakstīt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
beschreven	raksturotas	beschrijven	raksturot	V;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
beschreven	aprakstītais	beschrijven	aprakstīt	V;V.PTCP	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
jun	jun	jun	jun	N;MASC+FEM;SG	N
gebouwd	celta	bouwen	celt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gebouwd	būvēts	bouwen	būvēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gebouwd	uzbūvēts	bouwen	uzbūvēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gebouwd	veidots	bouwen	veidot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gebouwd	būvēti	bouwen	būvēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gebouwd	būvēta	bouwen	būvēt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
huidige	pašreizējais	huidig	pašreizējs	ADJ	ADJ;NOM;MASC;SG
huidige	pašreizējo	huidig	pašreizēja	ADJ	ADJ;ACC;MASC;SG
huidige	pašreizējie	huidig	pašreizējs	ADJ	ADJ;NOM;MASC;PL
huidige	pašreizējā	huidig	pašreizēja	ADJ	ADJ;NOM;FEM;SG
actief	aktīvais	actief	aktīvs	ADJ	ADJ;NOM;MASC;SG
actief	aktīvs	actief	aktīvs	ADJ	ADJ;NOM;MASC;SG
actief	aktīva	actief	aktīva	ADJ	ADJ;NOM;FEM;SG
actief	aktīvā	actief	aktīva	ADJ	ADJ;NOM;FEM;SG
wanneer	kad	wanneer	kad	ADV	ADV
toont	parāda	tonen	parādīt	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
toont	parāda	tonen	parādīt	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
toont	rāda	tonen	rādīt	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
hoe	kā	hoe	kā	ADV	ADV
klasse	šķira	klasse	šķirt	N;MASC+FEM;SG	N;NOM;FEM;SG
klasse	klase	klasse	klase	N;MASC+FEM;SG	N;NOM;FEM;SG
dag	dienu	dag	diena	N;MASC+FEM;SG	N;ACC;FEM;SG
dag	dienā	dag	diena	N;MASC+FEM;SG	N;ESS;FEM;SG
dag	diena	dag	diena	N;MASC+FEM;SG	N;NOM;FEM;SG
artikelen	izstrādājumi	artikel	izstrādājums	N;PL	N;NOM;MASC;PL
artikelen	panti	artikel	pants	N;PL	N;NOM;MASC;PL
universiteit	universitātē	universiteit	universitāte	N;MASC+FEM;SG	N;ESS;FEM;SG
universiteit	universitāte	universiteit	universitāte	N;MASC+FEM;SG	N;NOM;FEM;SG
universiteit	koledža	universiteit	koledža	N;MASC+FEM;SG	N;NOM;FEM;SG
universiteit	kolēģija	universiteit	kolēģija	N;MASC+FEM;SG	N;NOM;FEM;SG
universiteit	koledžā	universiteit	koledžs	N;MASC+FEM;SG	N;ESS;FEM;SG
vader	tētis	vader	tētis	N;MASC+FEM;SG	N;NOM;MASC;SG
vader	tēti	vader	tētis	N;MASC+FEM;SG	N;ACC;MASC;SG
vader	tēvam	vader	tēvs	N;MASC+FEM;SG	N;DAT;MASC;SG
vader	tēva	vader	tēvs	N;MASC+FEM;SG	N;GEN;MASC;SG
vader	tēvs	vader	tēvs	N;MASC+FEM;SG	N;NOM;MASC;SG
indeling	iedalījums	indeling	iedalījums	N;MASC+FEM;SG	N;NOM;MASC;SG
indeling	sadalījums	indeling	sadalījums	N;MASC+FEM;SG	N;NOM;MASC;SG
indeling	dalījums	indeling	dalījums	N;MASC+FEM;SG	N;NOM;MASC;SG
indeling	izvietojums	indeling	izvietojums	N;MASC+FEM;SG	N;NOM;MASC;SG
indeling	izkārtojums	indeling	izkārtojums	N;MASC+FEM;SG	N;NOM;MASC;SG
indeling	klasifikācija	indeling	klasifikācija	N;MASC+FEM;SG	N;NOM;FEM;SG
indeling	formāts	indeling	formāts	N;MASC+FEM;SG	N;NOM;MASC;SG
opnieuw	atkal	opnieuw	atkal	ADV	ADV
opnieuw	vēlreiz	opnieuw	vēlreiz	ADV	ADV
hadden	bija	hebben	būt	V;PL;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
serie	sērija	serie	sērija	N;MASC+FEM;SG	N;NOM;FEM;SG
rol	loma	rol	loma	N;MASC+FEM;SG	N;NOM;FEM;SG
rol	lomu	rol	loma	N;MASC+FEM;SG	N;ACC;FEM;SG
rol	ripo	rol	ripot	N;MASC+FEM;SG	N
figuur	attēls	figuur	attēls	N;MASC+FEM;SG	N;NOM;MASC;SG
figuur	attēlā	figuur	attēls	N;MASC+FEM;SG	N;ESS;MASC;SG
oorlog	karu	oorlog	karš	N;MASC+FEM;SG	N;ACC;MASC;SG
oorlog	karš	oorlog	karš	N;MASC+FEM;SG	N;NOM;MASC;SG
oorlog	kara	oorlog	karš	N;MASC+FEM;SG	N;NOM;MASC;SG
oorlog	karā	oorlog	karš	N;MASC+FEM;SG	N;ESS;MASC;SG
geschiedenis	vēsture	geschiedenis	vēsture	N;MASC+FEM;SG	N;NOM;FEM;SG
geschiedenis	vēsturi	geschiedenis	vēsture	N;MASC+FEM;SG	N;ACC;FEM;SG
geschiedenis	vēsturē	geschiedenis	vēsture	N;MASC+FEM;SG	N;ESS;FEM;SG
landen	valstīm	land	valsts	N;PL	N;DAT;FEM;PL
landen	valstis	land	valsts	N;PL	N;NOM;FEM;PL
huis	māja	huis	māja	N;NEUT;SG	N;NOM;FEM;SG
huis	mājā	huis	māja	N;NEUT;SG	N;ESS;FEM;SG
stond	stāvēja	staan	stāvēt	V;SG;PST;FIN	V;FH;IND;3;POS;PST;FIN;ACT
shift	maiņa	shift	maiņa	N;MASC+FEM;SG	N;NOM;FEM;SG
shift	maiņu	shift	maiņa	N;MASC+FEM;SG	N;ACC;FEM;SG
finale	noslēgums	finale	noslēgums	N;MASC+FEM;SG	N;NOM;MASC;SG
finale	gala	finale	gals	N;MASC+FEM;SG	N;NOM;MASC;SG
opgericht	dibināta	oprichten	dibināt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
opgericht	dibināts	oprichten	dibināt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
opgericht	izveidots	oprichten	izveidot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
nationale	nacionālais	nationaal	nacionāls	ADJ	ADJ;NOM;MASC;SG
geheel	vesels	geheel	vesels	ADJ	ADJ;NOM;MASC;SG
geheel	veseli	geheel	vesels	ADJ	ADJ;NOM;MASC;PL
geheel	veselas	geheel	vesela	ADJ	ADJ;NOM;FEM;PL
geheel	vesela	geheel	vesela	ADJ	ADJ;NOM;FEM;SG
boek	grāmata	boek	grāmata	N;NEUT;SG	N;NOM;FEM;SG
boek	grāmatiņa	boek	grāmatiņš	N;NEUT;SG	N;NOM;FEM;SG
boek	grāmatu	boek	grāmata	N;NEUT;SG	N;ACC;FEM;SG
indonesië	indonēzija	indonesië	indonēzija	N;MASC+FEM;SG	N;NOM;FEM;SG
stadium	stadionā	stadium	stadions	N;NEUT;SG	N;ESS;MASC;SG
stadium	stadions	stadium	stadions	N;NEUT;SG	N;NOM;MASC;SG
stadium	posms	stadium	posms	N;NEUT;SG	N;NOM;MASC;SG
stadium	stadija	stadium	stadija	N;NEUT;SG	N;NOM;FEM;SG
geboren	dzimuši	geboren	dzimt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
geboren	dzimis	geboren	dzimt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
geboren	dzimusi	geboren	dzimt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
altijd	vienmēr	altijd	vienmēr	ADV	ADV
vrouw	sieviete	vrouw	sieviete	N;MASC+FEM;SG	N;NOM;FEM;SG
vrouw	sievieti	vrouw	sieviete	N;MASC+FEM;SG	N;ACC;FEM;SG
vrouw	sieviete	vrouw	sieviete	N;MASC+FEM;SG	N;NOM;FEM;SG
vrouw	sieva	vrouw	sieva	N;MASC+FEM;SG	N;NOM;FEM;SG
vele	daudziem	veel	daudzi	PRO	PRO;DAT;MASC;PL
vele	daudzi	veel	daudzi	PRO	PRO;NOM;MASC;PL
vele	daudzus	veel	daudzi	PRO	PRO;ACC;MASC;PL
vele	daudzas	veel	daudzas	PRO	PRO;NOM;FEM;PL
soms	dažkārt	soms	dažkārt	ADV	ADV
soms	dažreiz	soms	dažreiz	ADV	ADV
soms	retāk	soms	reti	ADV	ADV;CMPR
meestal	parasti	meestal	parasti	ADV	ADV
meestal	galvenokārt	meestal	galvenokārt	ADV	ADV
vijf	piecus	vijf	pieci	NUM	NUM;ACC;MASC;PL
vijf	piecas	vijf	piecas	NUM	NUM;NOM;FEM;PL
vijf	pieciem	vijf	pieci	NUM	NUM;DAT;MASC;PL
vijf	pieci	vijf	pieci	NUM	NUM;NOM;MASC;PL
muziek	mūzika	muziek	mūzika	N;MASC+FEM;SG	N;NOM;FEM;SG
muziek	mūzikā	muziek	mūzika	N;MASC+FEM;SG	N;ESS;FEM;SG
partij	ballīte	partij	ballīte	N;MASC+FEM;SG	N;NOM;FEM;SG
partij	partija	partij	partija	N;MASC+FEM;SG	N;NOM;FEM;SG
partij	puse	partij	puse	N;MASC+FEM;SG	N;NOM;FEM;SG
partij	sērija	partij	sērija	N;MASC+FEM;SG	N;NOM;FEM;SG
partij	partija	partij	partija	N;MASC+FEM;SG	N;NOM;FEM;SG
geval	gadījums	geval	gadījums	N;NEUT;SG	N;NOM;MASC;SG
geval	lieta	geval	lieta	N;NEUT;SG	N;NOM;FEM;SG
voetballer	futbolists	voetballer	futbolists	N;MASC+FEM;SG	N;NOM;MASC;SG
wereld	pasaule	wereld	pasaule	N;MASC+FEM;SG	N;NOM;FEM;SG
wereld	pasaulē	wereld	pasaule	N;MASC+FEM;SG	N;ESS;FEM;SG
geschreven	uzrakstīts	schrijven	uzrakstīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
informatie	informācija	informatie	informācija	N;MASC+FEM;SG	N;NOM;FEM;SG
achter	aiz	achter	aiz	ADP	ADP
lange	garais	lang	garais	ADJ	ADJ;NOM;MASC;SG
lange	gara	lang	garš	ADJ	ADJ;NOM;FEM;SG
lange	garas	lang	gara	ADJ	ADJ;NOM;FEM;PL
lange	garš	lang	garš	ADJ	ADJ;NOM;MASC;SG
kinderen	bērni	kind	bērns	N;PL	N;NOM;MASC;PL
kinderen	bērnus	kind	bērns	N;PL	N;ACC;MASC;PL
kinderen	bērniem	kind	bērns	N;PL	N;DAT;MASC;PL
kinderen	bērni	kind	bērns	N;PL	N;NOM;MASC;PL
eerder	iepriekš	eerder	iepriekš	ADV	ADV
eerder	agrāk	eerder	agrāk	ADV	ADV
eerder	agrāk	eerder	agrāk	ADV	ADV
geven	dodam	geven	dot	V;NFIN	V;FH;IND;PL;1;POS;PRS;FIN;ACT
geven	sniedzot	geven	sniegt	V;NFIN	V;V.CVB
geven	iedot	geven	iedot	V;NFIN	V;POS;NFIN
geven	dod	geven	dot	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
geven	dot	geven	dot	V;NFIN	V;POS;NFIN
geven	dodiet	geven	dot	V;NFIN	V;IMP;PL;2;POS;FIN;ACT
museum	muzeju	museum	muzejs	N;NEUT;SG	N;ACC;MASC;SG
museum	muzeja	museum	muzejs	N;NEUT;SG	N;GEN;MASC;SG
museum	muzejā	museum	muzejs	N;NEUT;SG	N;ESS;MASC;SG
museum	muzejs	museum	muzejs	N;NEUT;SG	N;NOM;MASC;SG
nemen	ņemot	nemen	ņemt	V;NFIN	V;V.CVB
nemen	ņemt	nemen	ņemt	V;NFIN	V;POS;NFIN
nemen	ņem	nemen	ņemt	V;NFIN	V;IMP;SG;2;POS;FIN;ACT
snel	ātra	snel	ātra	ADJ	ADJ;NOM;FEM;SG
snel	ātrā	snel	ātrs	ADJ	ADJ;NOM;FEM;SG
snel	ātrs	snel	ātrs	ADJ	ADJ;NOM;MASC;SG
snel	ātra	snel	ātra	ADJ	ADJ;NOM;FEM;SG
snel	ātrs	snel	ātrs	ADJ	ADJ;NOM;MASC;SG
departement	departamentā	departement	departaments	N;NEUT;SG	N;ESS;MASC;SG
departement	departaments	departement	departaments	N;NEUT;SG	N;NOM;MASC;SG
lichaam	ķermeņa	lichaam	ķermenis	N;NEUT;SG	N;GEN;MASC;SG
lichaam	ķermenis	lichaam	ķermenis	N;NEUT;SG	N;NOM;MASC;SG
census	skaitīšana	census	skaitīšana	N;NEUT;SG	N;NOM;FEM;SG
gespeeld	spēlējis	spelen	spēlēt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gespeeld	spēlēja	spelen	spēlēt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
bestaan	pastāvēt	bestaan	pastāvēt	V;NFIN	V;POS;NFIN
bestaan	pastāv	bestaan	pastāvēt	V;NFIN	V;FH;IND;3;POS;PRS;FIN;ACT
bestaan	eksistē	bestaan	eksistēt	V;NFIN	V;IMP;SG;2;POS;PRS;FIN;ACT
wie	kas	wie	kas	PRO;3	PRO;NOM
wie	kurš	wie	kurš	PRO;3	PRO;NOM;MASC;SG
iemand	jebkurš	iemand	jebkurš	PRO;3	PRO;NOM;MASC;SG
iemand	kādam	iemand	kāds	PRO;3	PRO;DAT;MASC;SG
iemand	kādam	iemand	kāds	PRO;3	PRO;DAT;MASC;SG
wedstrijd	spēle	wedstrijd	spēle	N;MASC+FEM;SG	N;NOM;FEM;SG
wedstrijd	konkurss	wedstrijd	konkurss	N;MASC+FEM;SG	N;NOM;MASC;SG
valt	nokrīt	vallen	nokrist	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
valt	krīt	vallen	krist	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
valt	iekrīt	vallen	iekrist	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
taxonomische	taksonomiskās	taxonomisch	taksonomiska	ADJ	ADJ;NOM;FEM;PL
school	skola	school	skola	N;MASC+FEM;SG	N;NOM;FEM;SG
school	skolu	school	skola	N;MASC+FEM;SG	N;ACC;FEM;SG
school	skolā	school	skola	N;MASC+FEM;SG	N;ESS;FEM;SG
duidelijk	skaidra	duidelijk	skaidrs	ADJ	ADJ;NOM;FEM;SG
duidelijk	skaidrs	duidelijk	skaidrs	ADJ	ADJ;NOM;MASC;SG
duidelijk	dzidrs	duidelijk	dzidrs	ADJ	ADJ;NOM;MASC;SG
beter	labāku	goed	labs	ADJ;CMPR	ADJ;ACC;CMPR;MASC;SG
beter	labāka	goed	laba	ADJ;CMPR	ADJ;NOM;CMPR;FEM;SG
beter	labāki	goed	labs	ADJ;CMPR	ADJ;NOM;CMPR;MASC;PL
beter	labāks	goed	labs	ADJ;CMPR	ADJ;NOM;CMPR;MASC;SG
daarom	tāpēc	daarom	tāpēc	ADV	ADV
daarom	tādēļ	daarom	tādēļ	ADV	ADV
versie	redakcija	versie	redakcija	N;MASC+FEM;SG	N;NOM;FEM;SG
versie	versija	versie	versija	N;MASC+FEM;SG	N;NOM;FEM;SG
eiland	sala	eiland	sals	N;NEUT;SG	N;NOM;FEM;SG
nooit	nekad	nooit	nekad	ADV	ADV
geeft	atgriežas	geven	atgriezties	V;SG;PRS;FIN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
geeft	atgriež	geven	atgriezt	V;SG;PRS;FIN	V;IMP;SG;2;POS;PRS;FIN;ACT
geeft	dod	geven	dot	V;SG;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
diverse	dažādi	divers	dažāds	ADJ	ADJ;NOM;MASC;PL
diverse	dažādas	divers	dažāda	ADJ	ADJ;NOM;FEM;PL
dier	dzīvnieku	dier	dzīvnieks	N;NEUT;SG	N;ACC;MASC;SG
dier	dzīvnieks	dier	dzīvnieks	N;NEUT;SG	N;NOM;MASC;SG
dier	dzīvniekam	dier	dzīvnieks	N;NEUT;SG	N;DAT;MASC;SG
lijn	līnija	lijn	līnija	N;MASC+FEM;SG	N;NOM;FEM;SG
slag	kaujā	slag	kaujā	N;MASC+FEM;SG	N;ESS;FEM;SG
slag	kauja	slag	kauja	N;MASC+FEM;SG	N;NOM;FEM;SG
slag	cīņa	slag	cīņa	N;MASC+FEM;SG	N;NOM;FEM;SG
slag	gājiens	slag	gājiens	N;MASC+FEM;SG	N;NOM;MASC;SG
slag	insults	slag	insult	N;MASC+FEM;SG	N;NOM;MASC;SG
arrondissement	arrondissement	arrondissement	arrondissement	N;NEUT;SG	N;NOM;FEM;SG
anders	savādāk	anders	savādi	ADV	ADV;CMPR
anders	citādi	anders	citādi	ADV	ADV
anders	atšķirīgi	anders	atšķirīgs	ADV	ADV
park	parkā	park	parks	N;NEUT;SG	N;ESS;MASC;SG
park	parka	park	parks	N;NEUT;SG	N;GEN;MASC;SG
park	parks	park	parks	N;NEUT;SG	N;NOM;MASC;SG
vrij	brīva	vrij	brīva	ADJ	ADJ;NOM;FEM;SG
vrij	brīvs	vrij	brīvs	ADJ	ADJ;NOM;MASC;SG
belangrijke	svarīgs	belangrijk	svarīgs	ADJ	ADJ;NOM;MASC;SG
belangrijke	svarīga	belangrijk	svarīga	ADJ	ADJ;NOM;FEM;SG
belangrijke	svarīgas	belangrijk	svarīga	ADJ	ADJ;NOM;FEM;PL
belangrijke	nozīmīgs	belangrijk	nozīmīgs	ADJ	ADJ;NOM;MASC;SG
toegevoegd	pievienoti	toevoegen	pievienot	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
toegevoegd	pievienots	toevoegen	pievienot	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
toegevoegd	pievienota	toevoegen	pievienot	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
leger	armija	leger	armija	N;NEUT;SG	N;NOM;FEM;SG
peter	pīters	peter	pīters	N;MASC+FEM;SG	N;NOM;MASC;SG
peter	pēteris	peter	pēteris	N;MASC+FEM;SG	N;NOM;MASC;SG
overleden	nomira	overlijden	nomirt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
overleden	mira	overlijden	mirt	V;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
overleden	mirusi	overlijden	mirt	V;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
overleden	mirušais	overlijden	mirt	V;V.PTCP	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
overleden	miris	overlijden	mirt	V;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
overleden	mirušā	overlijden	mirt	V;V.PTCP	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
opgenomen	ierakstīti	opnemen	ierakstīt	V;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
opgenomen	reģistrētais	opnemen	reģistrēt	V;V.PTCP	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
spelers	spēlētāji	speler	spēlētājs	N;PL	N;NOM;MASC;PL
spelers	atskaņotāji	speler	atskaņotājs	N;PL	N;NOM;MASC;PL
leden	locekļi	lid	loceklis	N;PL	N;NOM;MASC;PL
leden	dalībnieki	lid	dalībnieks	N;PL	N;NOM;MASC;PL
leden	deputāti	lid	deputāts	N;PL	N;NOM;MASC;PL
leden	biedri	lid	biedrs	N;PL	N;NOM;MASC;PL
bureau	aģentūra	bureau	aģentūra	N;NEUT;SG	N;NOM;FEM;SG
bureau	birojs	bureau	birojs	N;NEUT;SG	N;NOM;MASC;SG
bureau	prezidijs	bureau	prezidijs	N;NEUT;SG	N;NOM;MASC;SG
bureau	birojs	bureau	birojs	N;NEUT;SG	N;NOM;MASC;SG
bureau	biroja	bureau	birojs	N;NEUT;SG	N;GEN;MASC;SG
bureau	biroju	bureau	birojs	N;NEUT;SG	N;ACC;MASC;SG
bureau	galds	bureau	galds	N;NEUT;SG	N;NOM;MASC;SG
wetenschappelijk	zinātniskā	wetenschappelijk	zinātniska	ADJ	ADJ;NOM;FEM;SG
wetenschappelijk	zinātniska	wetenschappelijk	zinātniska	ADJ	ADJ;NOM;FEM;SG
wetenschappelijk	zinātniskais	wetenschappelijk	zinātnisks	ADJ	ADJ;NOM;MASC;SG
wetenschappelijk	zinātnisks	wetenschappelijk	zinātnisks	ADJ	ADJ;NOM;MASC;SG
ander	pārējie	ander	pārējs	ADJ	ADJ;NOM;MASC;PL
onderdeel	komponente	onderdeel	komponente	N;NEUT;SG	N;NOM;FEM;SG
