que	ότι	que	ότι	CONJ	CONJ
rey	βασιλεύς	rey	βασιλής	N;MASC;SG	N;NOM;MASC;SG
rey	βασιλιάς	rey	βασιλιάς	N;MASC;SG	N;NOM;MASC;SG
rey	βασιλιά	rey	βασιλιάς	N;MASC;SG	N;ACC;MASC;SG
premio	έπαθλο	premio	έπαθλος	N;MASC;SG	N;NOM;NEUT;SG
premio	βραβείο	premio	βραβείο	N;MASC;SG	N;NOM;NEUT;SG
premio	βραβείο	premio	βραβείο	N;MASC;SG	N;NOM;NEUT;SG
edición	έκδοση	edición	έκδοση	N;FEM;SG	N;ACC;FEM;SG
edición	εκδοση	edición	εκδοση	N;FEM;SG	N;NOM;FEM;SG
premios	ανταμοιβές	premio	ανταμοιβός	N;MASC;PL	N;NOM;FEM;PL
premios	βραβεία	premio	βραβείο	N;MASC;PL	N;NOM;NEUT;PL
premios	βραβεία	premio	βραβείο	N;MASC;PL	N;NOM;NEUT;PL
sitio	ιστοσελίδα	sitio	ιστοσελίδα	N;MASC;SG	N;NOM;FEM;SG
sitio	ιστότοπος	sitio	ιστότοπος	N;MASC;SG	N;NOM;MASC;SG
sitio	πολιορκία	sitio	πολιορκία	N;MASC;SG	N;NOM;FEM;SG
futbolistas	ποδοσφαιριστές	futbolista	ποδοσφαιριστής	N;PL	N;NOM;MASC;PL
bien	καλο	bien	καλος	ADV	ADV
bien	καλά	bien	καλά	ADV	ADV
bien	καλα	bien	καλά	ADV	ADV
bien	λοιπόν	bien	λοιπόν	ADV	ADV
mar	θάλασσα	mar	θάλασσα	N;SG	N;NOM;FEM;SG
mar	θαλασσα	mar	θαλασσα	N;SG	N;NOM;FEM;SG
mar	ωκεανού	mar	ωκεανός	N;SG	N;GEN;NEUT;SG
mar	ωκεανό	mar	ωκεανός	N;SG	N;VOC;MASC;SG
orden	τάξη	orden	τάξη	N;MASC;SG	N;NOM;FEM;SG
orden	παραγγελία	orden	παραγγελία	N;MASC;SG	N;NOM;FEM;SG
orden	σειρά	orden	σειρά	N;MASC;SG	N;ACC;FEM;SG
orden	διαταγή	orden	διαταγή	N;MASC;SG	N;ACC;FEM;SG
estadounidense	αμερικανική	estadounidense	αμερικάνικος	ADJ;SG	ADJ;NOM;FEM;SG
estadounidense	αμερικανός	estadounidense	Αμερικανός	ADJ;SG	ADJ;NOM;MASC;SG
estadounidense	αμερικάνος	estadounidense	αμερικάνος	ADJ;SG	ADJ;NOM;MASC;SG
estadounidense	αμερικάνικο	estadounidense	Αμερικάνικος	ADJ;SG	ADJ;NOM;NEUT;SG
agua	νερό	agua	νερό	N;FEM;SG	N;NOM;NEUT;SG
agua	νερο	agua	νερο	N;FEM;SG	N;NOM;NEUT;SG
tierra	γη	tierra	γη	N;FEM;SG	N;NOM;FEM;SG
tierra	γή	tierra	γή	N;FEM;SG	N;ACC;FEM;SG
tierra	γη	tierra	γη	N;FEM;SG	N;NOM;FEM;SG
tierra	στεριά	tierra	στεριά	N;FEM;SG	N;NOM;FEM;SG
tierra	χώμα	tierra	χώμα	N;FEM;SG	N;NOM;NEUT;SG
tierra	έδαφος	tierra	έδαφος	N;FEM;SG	N;NOM;NEUT;SG
ellos	τους	él	μου	PRO;MASC;PL;3	PRO;GEN;MASC;PL;3
earth	γη	earth	γη	N	N;NOM;FEM;SG
earth	γή	earth	γή	N	N;ACC;FEM;SG
división	μεραρχία	división	μεραρχία	N;FEM;SG	N;ACC;FEM;SG
división	διαίρεση	división	διαίρεση	N;FEM;SG	N;NOM;FEM;SG
canción	τραγουδι	canción	τραγουδι	N;FEM;SG	N;NOM;NEUT;SG
canción	τραγούδι	canción	τραγούδι	N;FEM;SG	N;NOM;NEUT;SG
fecha	ημερομηνία	fecha	ημερομηνία	N;FEM;SG	N;ACC;FEM;SG
fecha	ραντεβού	fecha	ραντεβός	N;FEM;SG	N;NOM;NEUT;SG
fecha	ημερομηνια	fecha	ημερομηνία	N;FEM;SG	N;NOM;FEM;SG
república	δημοκρατια	república	δημοκρατια	N;FEM;SG	N;NOM;FEM;SG
república	δημοκρατία	república	δημοκρατία	N;FEM;SG	N;NOM;FEM;SG
trabajo	δουλειά	trabajo	δουλειά	N;MASC;SG	N;NOM;FEM;SG
trabajo	έργο	trabajo	έργο	N;MASC;SG	N;NOM;NEUT;SG
trabajo	δουλειά	trabajo	δουλειά	N;MASC;SG	N;NOM;FEM;SG
trabajo	εργασία	trabajo	εργασία	N;MASC;SG	N;NOM;FEM;SG
trabajo	δουλεια	trabajo	δουλεια	N;MASC;SG	N;ACC;FEM;SG
especie	είδος	especie	είδος	N;FEM;SG	N;NOM;NEUT;SG
luis	λουδοβίκος	luis	λουδοβίκος	N;MASC;SG	N;NOM;MASC;SG
luis	λούης	luis	λούος	N;MASC;SG	N;NOM;MASC;SG
caso	περίπτωση	caso	περίπτωση	N;MASC;SG	N;ACC;FEM;SG
caso	υποθεση	caso	υποθεση	N;MASC;SG	N;NOM;FEM;SG
caso	υπόθεση	caso	υπόθεση	N;MASC;SG	N;NOM;FEM;SG
dentro	μέσα	dentro	μέσα	ADV	ADV
dentro	μεσα	dentro	μεσα	ADV	ADV
obras	έργα	obra	έργο	N;FEM;PL	N;NOM;NEUT;PL
color	χρώμα	color	χρώμα	N;MASC;SG	N;NOM;NEUT;SG
color	χρωμα	color	χρωμα	N;MASC;SG	N;NOM;NEUT;SG
color	χρώμα	color	χρώμα	N;MASC;SG	N;NOM;NEUT;SG
color	χρωμα	color	χρωμα	N;MASC;SG	N;NOM;NEUT;SG
distrito	περιφέρεια	distrito	περιφέρεια	N;MASC;SG	N;NOM;FEM;SG
superficie	επιφάνεια	superficie	επιφάνεια	N;FEM;SG	N;NOM;FEM;SG
superficie	έκταση	superficie	έκταση	N;FEM;SG	N;ACC;FEM;SG
superficie	εμβαδόν	superficie	εμβαδόν	N;FEM;SG	N;NOM;NEUT;SG
superficie	περιοχή	superficie	περιοχή	N;FEM;SG	N;NOM;FEM;SG
superficie	περιοχη	superficie	περιοχος	N;FEM;SG	N;NOM;FEM;SG
copa	κύπελλο	copa	κύπελλος	N;FEM;SG	N;NOM;NEUT;SG
copa	κούπα	copa	κούπα	N;FEM;SG	N;NOM;FEM;SG
copa	φλιτζάνι	copa	φλιτζάνι	N;FEM;SG	N;NOM;NEUT;SG
línea	γραμμή	línea	γραμμή	N;FEM;SG	N;NOM;FEM;SG
línea	γραμμη	línea	γραμμη	N;FEM;SG	N;NOM;FEM;SG
francisco	φραντσίσκο	francisco	φραντσίσκο	N;MASC;SG	N;NOM;MASC;SG
siguiente	επόμενος	siguiente	επόμενος	ADJ;SG	ADJ;NOM;MASC;SG
siguiente	επόμενη	siguiente	επόμενος	ADJ;SG	ADJ;ACC;FEM;SG
siguiente	επόμενο	siguiente	επόμενος	ADJ;SG	ADJ;NOM;NEUT;SG
área	έκταση	área	έκταση	N;FEM;SG	N;ACC;FEM;SG
área	εμβαδόν	área	εμβαδόν	N;FEM;SG	N;NOM;NEUT;SG
área	περιοχή	área	περιοχή	N;FEM;SG	N;NOM;FEM;SG
área	περιοχη	área	περιοχος	N;FEM;SG	N;NOM;FEM;SG
grandes	μεγάλα	grande	μεγάλος	ADJ;PL	ADJ;NOM;NEUT;PL
grandes	μεγάλα	grande	μεγάλος	ADJ;PL	ADJ;NOM;NEUT;PL
censo	απογραφή	censo	απογραφή	N;MASC;SG	N;NOM;FEM;SG
liga	πρωτάθλημα	liga	πρωτάθλημα	N;FEM;SG	N;NOM;NEUT;SG
estas	αυτά	este	αυτός	PRO;FEM;PL	PRO;NOM;NEUT;PL;3
estas	αυτές	este	αυτός	PRO;FEM;PL	PRO;NOM;FEM;PL;3
estas	αυτα	este	αυτός	PRO;FEM;PL	PRO;NOM;NEUT;PL;3
muerte	θάνατος	muerte	θάνατος	N;FEM;SG	N;NOM;MASC;SG
muerte	θάνατο	muerte	θάνατος	N;FEM;SG	N;ACC;MASC;SG
política	πολιτική	política	πολιτική	N;FEM;SG	N;NOM;FEM;SG
política	πολιτική	política	πολιτική	N;FEM;SG	N;NOM;FEM;SG
menos	μείον	menos	μείον	ADV	ADV
menos	λιγότερο	menos	λίγο	ADV	ADV;CMPR
menos	λιγότερα	menos	λίγο	ADV	ADV;CMPR
largo	μακρύς	largo	μακρύς	ADJ;MASC;SG	ADJ;NOM;MASC;SG
hijo	γιος	hijo	γιος	N;MASC;SG	N;NOM;MASC;SG
hijo	υιός	hijo	υιός	N;MASC;SG	N;NOM;MASC;SG
algunas	μερικές	alguno	μερικοί	PRO;FEM;PL	PRO;NOM;FEM;PL;3
algunas	κάποια	alguno	κάποιος	PRO;FEM;PL	PRO;NOM;NEUT;PL;3
algunas	κάποιοι	alguno	κάποιος	PRO;FEM;PL	PRO;NOM;MASC;PL;3
algunas	μερικοί	alguno	μερικοί	PRO;FEM;PL	PRO;NOM;MASC;PL;3
algunas	μερικά	alguno	μερικοί	PRO;FEM;PL	PRO;NOM;NEUT;PL;3
carrera	σταδιοδρομία	carrera	σταδιοδρομία	N;FEM;SG	N;NOM;FEM;SG
carrera	καριέρα	carrera	καριέρα	N;FEM;SG	N;ACC;FEM;SG
carrera	κούρσα	carrera	κούρσα	N;FEM;SG	N;NOM;FEM;SG
carrera	φυλή	carrera	φυλή	N;FEM;SG	N;NOM;FEM;SG
carrera	αγώνα	carrera	αγώνας	N;FEM;SG	N;ACC;MASC;SG
carrera	αγώνας	carrera	αγώνας	N;FEM;SG	N;NOM;MASC;SG
carrera	καρρέρα	carrera	καρρέρα	N;FEM;SG	N
pueblo	πολη	pueblo	πολη	N;MASC;SG	N;NOM;FEM;SG
pueblo	πόλη	pueblo	πόλη	N;MASC;SG	N;NOM;FEM;SG
pueblo	πουέμπλο	pueblo	πούέμπλο	N;MASC;SG	N;VOC;MASC;SG
pueblo	κόσμος	pueblo	κόσμος	N;MASC;SG	N;NOM;MASC;SG
pueblo	χωριο	pueblo	χωριο	N;MASC;SG	N;NOM;NEUT;SG
pueblo	χωριό	pueblo	χωριό	N;MASC;SG	N;NOM;NEUT;SG
departamento	τμήμα	departamento	τμήμα	N;MASC;SG	N;NOM;NEUT;SG
departamento	τμημα	departamento	τμημα	N;MASC;SG	N;NOM;NEUT;SG
departamento	διαμέρισμα	departamento	διαμέρισμα	N;MASC;SG	N;NOM;NEUT;SG
localidades	τοποθεσίες	localidad	τοποθεσία	N;FEM;PL	N;NOM;FEM;PL
localidades	τόποι	localidad	τόπος	N;FEM;PL	N;NOM;MASC;PL
localidades	μέρη	localidad	μέρος	N;FEM;PL	N;NOM;NEUT;PL
localidades	τοποθεσίες	localidad	τοποθεσία	N;FEM;PL	N;NOM;FEM;PL
hizo	έκανε	hacer	κάνω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
veces	φορές	vez	φορά	N;FEM;PL	N;NOM;FEM;PL
veces	χρόνοι	vez	χρόνος	N;FEM;PL	N;NOM;MASC;PL
reino	βασίλειο	reino	βασίλειο	N;MASC;SG	N;NOM;NEUT;SG
central	κεντρικό	central	κεντρικός	ADJ;SG	ADJ;NOM;NEUT;SG
central	κεντρική	central	κεντρικός	ADJ;SG	ADJ;NOM;FEM;SG
central	κεντρικός	central	κεντρικός	ADJ;SG	ADJ;NOM;MASC;SG
ejemplo	δείγμα	ejemplo	δείγμα	N;MASC;SG	N;NOM;NEUT;SG
ejemplo	παράδειγμα	ejemplo	παράδειγμα	N;MASC;SG	N;NOM;NEUT;SG
ejemplo	παραδειγμα	ejemplo	παραδειγμα	N;MASC;SG	N;NOM;NEUT;SG
género	φύλο	género	φύλο	N;MASC;SG	N;NOM;NEUT;SG
género	γένος	género	γένος	N;MASC;SG	N;NOM;NEUT;SG
género	γένος	género	γένος	N;MASC;SG	N;NOM;NEUT;SG
género	γένους	género	γένος	N;MASC;SG	N;GEN;NEUT;SG
padre	πατερα	padre	πατέρα	N;MASC;SG	N;VOC;MASC;SG
padre	πατέρας	padre	πατέρα	N;MASC;SG	N;NOM;MASC;SG
padre	πατέρα	padre	πατέρα	N;MASC;SG	N;ACC;MASC;SG
padre	πάτερ	padre	πάτερ	N;MASC;SG	N;VOC;MASC;SG
isbn	isbn	isbn	isbn	N	N
campo	εξοχή	campo	εξοχή	N;MASC;SG	N;NOM;FEM;SG
campo	ύπαιθρο	campo	ύπαιθρο	N;MASC;SG	N;ACC;FEM;SG
campo	πεδίο	campo	πεδίο	N;MASC;SG	N;NOM;NEUT;SG
campo	κατασκήνωση	campo	κατασκήνωση	N;MASC;SG	N;NOM;FEM;SG
campo	καταυλισμός	campo	καταυλισμός	N;MASC;SG	N;NOM;MASC;SG
campo	στρατόπεδο	campo	στρατόπεδο	N;MASC;SG	N;NOM;NEUT;SG
isla	νησί	isla	νησί	N;FEM;SG	N;NOM;NEUT;SG
isla	νησι	isla	νησι	N;FEM;SG	N;NOM;NEUT;SG
hacer	φτιάχνοντας	hacer	φτιάχνω	V;NFIN	V;IPFV;V.CVB;ACT
hacer	κάνοντας	hacer	κάνω	V;NFIN	V;IPFV;V.CVB;ACT
conocido	γνωστή	conocido	γνωστός	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
conocido	γνωστός	conocido	γνωστός	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
conocido	γνωστό	conocido	γνωστός	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
conocido	γνωστός	conocido	γνωστός	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
países	χώρες	país	χώρα	N;MASC;PL	N;NOM;FEM;PL
países	χωρες	país	χωρα	N;MASC;PL	N;NOM;FEM;PL
frente	μπροστινό	frente	μπροστινός	N	N;NOM;NEUT;SG
frente	μέτωπο	frente	μέτωπο	N	N;NOM;NEUT;SG
frente	μέτωπο	frente	μέτωπο	N	N;NOM;NEUT;SG
frente	φρύδι	frente	φρύδι	N	N;NOM;NEUT;SG
director	διευθυντή	director	διευθυντής	N;MASC;SG	N;ACC;MASC;SG
director	διευθύντρια	director	διευθύντρια	N;MASC;SG	N;NOM;FEM;SG
director	σκηνοθέτης	director	σκηνόθετος	N;MASC;SG	N;NOM;MASC;SG
director	διευθυντής	director	διευθυντής	N;MASC;SG	N;NOM;MASC;SG
días	ημέρες	día	ημέρα	N;MASC;PL	N;NOM;FEM;PL
días	μέρες	día	μέρα	N;MASC;PL	N;NOM;FEM;PL
española	ισπανός	español	ισπανός	ADJ;FEM;SG	ADJ;NOM;MASC;SG
española	ισπανική	español	ισπανικός	ADJ;FEM;SG	ADJ;NOM;FEM;SG
versión	έκδοση	versión	έκδοση	N;FEM;SG	N;ACC;FEM;SG
versión	εκδοχή	versión	εκδοχή	N;FEM;SG	N;ACC;FEM;SG
varias	αρκετές	varios	αρκετός	PRO;FEM;PL	PRO;NOM;FEM;PL;3
varias	αρκετοί	varios	αρκετός	PRO;FEM;PL	PRO;NOM;MASC;PL;3
actual	τρέχουσα	actual	τρέχων	ADJ;SG	ADJ;NOM;FEM;SG
actual	τρέχον	actual	τρέχον	ADJ;SG	ADJ;NOM;NEUT;SG
momento	στιγμή	momento	στιγμή	N;MASC;SG	N;ACC;FEM;SG
lista	λίστα	lista	λίστα	N;FEM;SG	N;NOM;FEM;SG
lista	κατάλογος	lista	κατάλογος	N;FEM;SG	N;NOM;MASC;SG
densidad	πυκνότητα	densidad	πυκνότητα	N;FEM;SG	N;ACC;FEM;SG
campeonato	πρωτάθλημα	campeonato	πρωτάθλημα	N;MASC;SG	N;NOM;NEUT;SG
tarde	αργά	tarde	αργά	ADV	ADV
ejército	στρατός	ejército	στρατός	N;MASC;SG	N;NOM;MASC;SG
ejército	στρατός	ejército	στρατός	N;MASC;SG	N;NOM;MASC;SG
ejército	στρατό	ejército	στρατός	N;MASC;SG	N;ACC;MASC;SG
porque	επειδή	porque	επειδή	CONJ	CONJ
porque	γιατί	porque	γιατί	CONJ	CONJ
estación	σταθμός	estación	σταθμός	N;FEM;SG	N;NOM;MASC;SG
estación	σταθμό	estación	σταθμός	N;FEM;SG	N;ACC;MASC;SG
observatorio	παρατηρητήριο	observatorio	παρατηρητήριο	N;MASC;SG	N;NOM;NEUT;SG
desarrollo	εξέλιξη	desarrollo	εξέλιξη	N;MASC;SG	N;ACC;FEM;SG
desarrollo	ανάπτυξη	desarrollo	ανάπτυξη	N;MASC;SG	N;ACC;FEM;SG
desarrollo	αναπτυξη	desarrollo	αναπτυξη	N;MASC;SG	N;NOM;FEM;SG
escuela	σχολείο	escuela	σχολείο	N;FEM;SG	N;NOM;NEUT;SG
escuela	σχολη	escuela	σχολος	N;FEM;SG	N;NOM;FEM;SG
escuela	σχολειο	escuela	σχολειο	N;FEM;SG	N;NOM;NEUT;SG
escuela	σχολή	escuela	σχολή	N;FEM;SG	N;NOM;FEM;SG
programa	πρόγραμμα	programa	πρόγραμμα	N;MASC;SG	N;NOM;NEUT;SG
programa	πρόγραμμα	programa	πρόγραμμα	N;MASC;SG	N;NOM;NEUT;SG
programa	προγραμμα	programa	προγραμμα	N;MASC;SG	N;NOM;NEUT;SG
información	πληροφορία	información	πληροφορία	N;FEM;SG	N;ACC;FEM;SG
información	πληροφόρηση	información	πληροφόρηση	N;FEM;SG	N;ACC;FEM;SG
importante	σημαντική	importante	σημαντικός	ADJ;SG	ADJ;NOM;FEM;SG
importante	σημαντικό	importante	σημαντικός	ADJ;SG	ADJ;NOM;NEUT;SG
importante	σημαντικός	importante	σημαντικός	ADJ;SG	ADJ;NOM;MASC;SG
último	τελευταίο	último	τελευταίος	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
último	τελευταίος	último	τελευταίος	ADJ;MASC;SG	ADJ;NOM;MASC;SG
canciones	τραγούδια	canción	τραγούδιο	N;FEM;PL	N;NOM;NEUT;PL
uso	χρήση	uso	χρήση	N;MASC;SG	N;ACC;FEM;SG
uso	χρησιμοποίηση	uso	χρησιμοποίηση	N;MASC;SG	N;ACC;FEM;SG
juegos	παιχνίδια	juego	παιχνίδιο	N;MASC;PL	N;NOM;NEUT;PL
juegos	αγωνες	juego	αγωνας	N;MASC;PL	N;NOM;MASC;PL
juegos	αγώνες	juego	αγώνας	N;MASC;PL	N;NOM;MASC;PL
base	βαση	base	βαση	N;SG	N;NOM;FEM;SG
base	βάση	base	βάση	N;SG	N;ACC;FEM;SG
punto	ντοτ	punto	ντοτ	N;MASC;SG	N
punto	τελεία	punto	τελεία	N;MASC;SG	N;NOM;FEM;SG
punto	σημειο	punto	σημειο	N;MASC;SG	N;NOM;NEUT;SG
punto	σημείο	punto	σημείο	N;MASC;SG	N;NOM;NEUT;SG
posición	στίγμα	posición	στίγμα	N;FEM;SG	N;NOM;NEUT;SG
posición	θεση	posición	θεση	N;FEM;SG	N;ACC;FEM;SG
posición	θέση	posición	θέση	N;FEM;SG	N;ACC;FEM;SG
alemania	γερμανια	alemania	γερμανια	N;FEM;SG	N;ACC;FEM;SG
alemania	βέρμαχτ	alemania	βέρμαχτ	N;FEM;SG	N;GEN;MASC;SG
ubicación	τοποθέτηση	ubicación	τοποθέτηση	N;FEM;SG	N;ACC;FEM;SG
ubicación	τόπος	ubicación	τόπος	N;FEM;SG	N;NOM;MASC;SG
ubicación	τοποθεσία	ubicación	τοποθεσία	N;FEM;SG	N;NOM;FEM;SG
partidos	αγώνες	partido	αγώνας	N;MASC;PL	N;NOM;MASC;PL
partidos	σπίρτα	partido	σπίρτα	N;MASC;PL	N;NOM;NEUT;PL
grupos	ομαδες	grupo	ομαδα	N;MASC;PL	N;NOM;FEM;PL
grupos	ομάδες	grupo	ομάδα	N;MASC;PL	N;NOM;FEM;PL
miembros	έλη	miembro	έλος	N;MASC;PL	N;NOM;NEUT;PL
miembros	μέλη	miembro	μέλος	N;MASC;PL	N;NOM;NEUT;PL
miembros	μελη	miembro	μέλος	N;MASC;PL	N;NOM;NEUT;PL
capital	κεφάλαιο	capital	κεφάλαιο	N;FEM;SG	N;NOM;NEUT;SG
capital	κεφαλαίου	capital	κεφάλαιο	N;FEM;SG	N;GEN;NEUT;SG
capital	πρωτεύουσα	capital	πρωτεύουσα	N;FEM;SG	N;NOM;FEM;SG
capital	κεφαλαίο	capital	κεφαλαίο	N;FEM;SG	N;NOM;NEUT;SG
teatro	θέατρο	teatro	θέατρο	N;MASC;SG	N;NOM;NEUT;SG
teatro	θεατρο	teatro	θεατρο	N;MASC;SG	N;NOM;FEM;SG
teatro	θέατρο	teatro	θέατρο	N;MASC;SG	N;NOM;NEUT;SG
teatro	θεατρο	teatro	θεατρο	N;MASC;SG	N;NOM;FEM;SG
datos	δεδομένων	dato	δεδομένο	N;MASC;PL	N;GEN;NEUT;PL
datos	δεδομένα	dato	δεδομένο	N;MASC;PL	N;NOM;NEUT;PL
datos	στοιχεια	dato	στοιχείο	N;MASC;PL	N;NOM;NEUT;PL
datos	στοιχεία	dato	στοιχείο	N;MASC;PL	N;NOM;NEUT;PL
manera	τρόπος	manera	τρόπος	N;FEM;SG	N;NOM;MASC;SG
manera	τροπος	manera	τροπος	N;FEM;SG	N;NOM;MASC;SG
laboratorio	εργαστήριο	laboratorio	εργαστήριο	N;MASC;SG	N;NOM;NEUT;SG
laboratorio	εργαστήριο	laboratorio	εργαστήριο	N;MASC;SG	N;NOM;NEUT;SG
socorro	ανακούφιση	socorro	ανακούφιση	N;MASC;SG	N;ACC;FEM;SG
libro	βιβλιο	libro	βιβλιός	N;MASC;SG	N;NOM;NEUT;SG
libro	βιβλίο	libro	βιβλίο	N;MASC;SG	N;NOM;NEUT;SG
estudios	μελέτες	estudio	μελέτα	N;MASC;PL	N;NOM;FEM;PL
estudios	σπουδές	estudio	σπουδός	N;MASC;PL	N;NOM;FEM;PL
diferentes	διαφορετικοί	diferente	διαφορετικός	ADJ;PL	ADJ;NOM;MASC;PL
nivel	επίπεδο	nivel	επίπεδο	N;MASC;SG	N;NOM;NEUT;SG
nivel	στάθμη	nivel	στάθμη	N;MASC;SG	N;ACC;FEM;SG
mayoría	πλειοψηφία	mayoría	πλειοψηφία	N;FEM;SG	N;NOM;FEM;SG
mayoría	πλειονότητα	mayoría	πλειονότητα	N;FEM;SG	N;NOM;FEM;SG
unión	ένωση	unión	ένωση	N;FEM;SG	N;NOM;FEM;SG
unión	ενωση	unión	ενωση	N;FEM;SG	N;NOM;FEM;SG
unión	συνδικάτο	unión	συνδικάτο	N;FEM;SG	N;NOM;NEUT;SG
unión	σωματείο	unión	σωματείο	N;FEM;SG	N;NOM;NEUT;SG
unión	δέσιμο	unión	δέσιμο	N;FEM;SG	N;NOM;NEUT;SG
unión	δεσμός	unión	δεσμός	N;FEM;SG	N;NOM;MASC;SG
unión	σωματείο	unión	σωματείο	N;FEM;SG	N;NOM;NEUT;SG
edad	ηλικίας	edad	ηλικία	N;FEM;SG	N;GEN;FEM;SG
edad	ηλικία	edad	ηλικία	N;FEM;SG	N;NOM;FEM;SG
edad	ηλικια	edad	ηλικια	N;FEM;SG	N;NOM;FEM;SG
artículos	άρθρα	artículo	άρθρο	N;MASC;PL	N;NOM;NEUT;PL
artículos	τεχνουργήματα	artículo	τεχνούργημα	N;MASC;PL	N;NOM;NEUT;PL
artículos	αντικείμενα	artículo	αντικείμενο	N;MASC;PL	N;NOM;NEUT;PL
juego	παιχνίδι	juego	παιχνίδι	N;MASC;SG	N;NOM;NEUT;SG
juego	τζόγος	juego	τζόγος	N;MASC;SG	N;NOM;MASC;SG
juego	τζόγο	juego	τζόγος	N;MASC;SG	N;ACC;MASC;SG
arte	τέχνη	arte	τέχνω	N;SG	N;NOM;FEM;SG
arte	τεχνη	arte	τεχνς	N;SG	N;NOM;FEM;SG
especies	ειδη	especie	ειδη	N;FEM;PL	N;NOM;NEUT;PL
especies	είδη	especie	είδος	N;FEM;PL	N;NOM;NEUT;PL
europa	ευρωπη	europa	ευρωπη	N;FEM;SG	N;NOM;FEM;SG
estilo	στυλ	estilo	στυλ	N;MASC;SG	N;NOM;NEUT;SG
estilo	ύφος	estilo	ύφος	N;MASC;SG	N;NOM;NEUT;SG
estilo	στιλ	estilo	στιλ	N;MASC;SG	N;NOM;NEUT;SG
cine	κινηματογράφο	cine	κινηματογράφος	N;MASC;SG	N;ACC;MASC;SG
cine	σινεμά	cine	σινεμά	N;MASC;SG	N;NOM;NEUT;SG
cine	κινηματογράφος	cine	κινηματογράφος	N;MASC;SG	N;NOM;MASC;SG
cine	ταινία	cine	ταινία	N;MASC;SG	N;NOM;FEM;SG
cine	ταινια	cine	ταινιά	N;MASC;SG	N;NOM;FEM;SG
cine	μεμβράνη	cine	μεμβράνη	N;MASC;SG	N;NOM;FEM;SG
cine	ταινία	cine	ταινία	N;MASC;SG	N;NOM;FEM;SG
cine	ταινια	cine	ταινιά	N;MASC;SG	N;NOM;FEM;SG
cine	φιλμ	cine	φιλμ	N;MASC;SG	N;NOM;NEUT;SG
proyecto	έργο	proyecto	έργο	N;MASC;SG	N;NOM;NEUT;SG
proyecto	εργο	proyecto	εργο	N;MASC;SG	N;NOM;NEUT;SG
proyecto	σχέδιο	proyecto	σχέδιο	N;MASC;SG	N;NOM;NEUT;SG
center	κέντρο	center	κέντρο	N;MASC;SG	N;NOM;NEUT;SG
center	κεντρο	center	κεντρο	N;MASC;SG	N;NOM;NEUT;SG
selección	επιλογή	selección	επιλογή	N;FEM;SG	N;NOM;FEM;SG
costa	ακτογραμμή	costa	ακτογραμμή	N;FEM;SG	N;NOM;FEM;SG
costa	ακτή	costa	ακτός	N;FEM;SG	N;NOM;FEM;SG
equipos	ομαδες	equipo	ομαδα	N;MASC;PL	N;NOM;FEM;PL
equipos	ομάδες	equipo	ομάδα	N;MASC;PL	N;NOM;FEM;PL
origen	προέλευση	origen	προέλευση	N;MASC;SG	N;ACC;FEM;SG
origen	καταγωγή	origen	καταγωγή	N;MASC;SG	N;NOM;FEM;SG
origen	πηγή	origen	πηγή	N;MASC;SG	N;NOM;FEM;SG
origen	πηγη	origen	πηγο	N;MASC;SG	N;NOM;FEM;SG
origen	προέλευση	origen	προέλευση	N;MASC;SG	N;ACC;FEM;SG
origen	καταγωγή	origen	καταγωγή	N;MASC;SG	N;NOM;FEM;SG
código	κώδικα	código	κώδικας	N;MASC;SG	N
código	κώδικας	código	κώδικας	N;MASC;SG	N;NOM;MASC;SG
museo	μουσείο	museo	μουσείο	N;MASC;SG	N;NOM;NEUT;SG
puntos	σημεία	punto	σημείο	N;MASC;PL	N;NOM;NEUT;PL
puntos	βαθμοί	punto	βαθμός	N;MASC;PL	N;NOM;MASC;PL
puntos	πόντοι	punto	πόντος	N;MASC;PL	N;NOM;MASC;PL
puntos	ράμματα	punto	ράμμα	N;MASC;PL	N;NOM;NEUT;PL
militar	στρατιωτικός	militar	στρατιωτικός	ADJ;SG	ADJ;NOM;MASC;SG
militar	στρατιωτική	militar	στρατιωτικός	ADJ;SG	ADJ;NOM;FEM;SG
producción	έξοδος	producción	έξοδος	N;FEM;SG	N;NOM;FEM;SG
producción	παραγωγή	producción	παραγωγή	N;FEM;SG	N;NOM;FEM;SG
producción	παραγωγής	producción	παραγωγή	N;FEM;SG	N;GEN;FEM;SG
tener	έχοντας	tener	έχω	V;NFIN	V;IPFV;V.CVB;ACT
plantas	φυτά	planta	φυτώ	N;FEM;PL	N;NOM;NEUT;PL
comenzó	άρχισε	comenzar	αρχίζω	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
comenzó	ξεκίνησε	comenzar	ξεκινώ	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
debe	χρωστάει	deber	χρωστώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
