年	イヤー	年	イヤー	N	N
仍然	まだ	仍然	まだ	ADV	ADV
技術	テクノロジー	技術	テクノロジー	N	N
技術	テクニック	技術	テクニック	N	N
技術	技法	技術	技法	N	N
技術	技術	技術	技術	N	N
技術	テクノロジー	技術	テクノロジー	N	N
技術	テクニック	技術	テクニック	N	N
主任	監督	主任	監督	N	N
主任	取締役	主任	取締役	N	N
畢業	卒業	畢業	卒業	V	V
畢業	卒業	畢業	卒業	V	V
機場	空港	機場	空港	N	N
機場	空港	機場	空港	N	N
館	パビリオン	館	パビリオン	N	N
房	部屋	房	部屋	N	N
房	ルーム	房	ルーム	N	N
費	手数	費	手数	N	N
費	料金	費	料金	N	N
情況	状況	情況	状況	N	N
情況	シチュエーション	情況	シチュエーション	N	N
最初	当初	最初	当初	N	N
來源	ソース	來源	ソース	N	N
來源	出典	來源	出典	N	N
來源	ソース	來源	ソース	N	N
來源	出典	來源	出典	N	N
首都	資本	首都	資本	N	N
首都	首都	首都	首都	N	N
牌	カード	牌	カード	N	N
杯	カップ	杯	カップ	N	N
杯	コップ	杯	コップ	N	N
廣告	広告	廣告	広告	N	N
廣告	広告	廣告	広告	N	N
廣告	広告	廣告	広告	N	N
描述	説明	描述	説明	V	V
描述	解説	描述	解説	V	V
皇帝	皇帝	皇帝	皇帝	N	N
皇帝	天皇	皇帝	天皇	N	N
域	ドメイン	域	ドメイン	N	N
域	ドメイン	域	ドメイン	N	N
團體	グループ	團體	グループ	N	N
計畫	計画	計畫	計画	N	N
計畫	プラン	計畫	プラン	N	N
列車	電車	列車	電車	N	N
列車	列車	列車	列車	N	N
列車	トレイン	列車	トレイン	N	N
列車	電車	列車	電車	N	N
列車	列車	列車	列車	N	N
環	リング	環	リング	N	N
環	指輪	環	指輪	N	N
環	リング	環	リング	N	N
環	指輪	環	指輪	N	N
環	ループ	環	ループ	N	N
父	父親	父	父親	N	N
兄弟	兄弟	兄弟	兄弟	N	N
物理	フィジカル	物理	フィジカル	N	N
物理	物理	物理	物理	N	N
底	ボトム	底	ボトム	N	N
武器	武器	武器	武器	N	N
武器	兵器	武器	兵器	N	N
武器	武器	武器	武器	N	N
制度	政権	制度	政権	N	N
報告	レポート	報告	レポート	N	N
報告	レポート	報告	レポート	N	N
報告	レポート	報告	レポート	N	N
秒	番目	秒	番目	N	N
秒	セカンド	秒	セカンド	N	N
小說	小説	小說	小説	N	N
小說	小説	小說	小説	N	N
小說	フィクション	小說	フィクション	N	N
父親	父親	父親	父親	N	N
和平	ピース	和平	ピース	N	N
西北	北西部	西北	北西部	N	N
西北	北西	西北	北西	N	N
圈	サークル	圈	サークル	N	N
圈	サークル	圈	サークル	N	N
修改	編集	修改	編集	V	V
修改	変更	修改	変更	V	V
生產	製作	生產	製作	V	V
生產	生産	生產	生産	V	V
申請	出願	申請	出願	V	V
谷	バレー	谷	バレー	N	N
家庭	家族	家庭	家族	N	N
流域	盆地	流域	盆地	N	N
流域	流域	流域	流域	N	N
宗教	宗教	宗教	宗教	N	N
當地	地元	當地	地元	N	N
當地	地元	當地	地元	N	N
作用	役割	作用	役割	N	N
作用	役割	作用	役割	N	N
改革	改革	改革	改革	V	V
改革	革新	改革	革新	V	V
改革	改革	改革	改革	V	V
藝術	芸術	藝術	芸術	N	N
藝術	アート	藝術	アート	N	N
藝術	芸術	藝術	芸術	N	N
藝術	美術	藝術	美術	N	N
球員	プレイヤー	球員	プレイヤー	N	N
球員	プレーヤー	球員	プレーヤー	N	N
球員	選手	球員	選手	N	N
球員	プレイヤー	球員	プレイヤー	N	N
教區	教区	教區	教区	N	N
教區	教区	教區	教区	N	N
處理	取扱	處理	取扱	V	V
處理	取り扱い	處理	取り扱い	V	V
處理	処理	處理	処理	V	V
處理	加工	處理	加工	V	V
先生	サー	先生	サー	N	N
建議	助言	建議	助言	V	V
建議	アドバイス	建議	アドバイス	V	V
建議	提案	建議	提案	V	V
建議	提案	建議	提案	V	V
建議	暗示	建議	暗示	V	V
建議	推薦	建議	推薦	V	V
建議	提案	建議	提案	V	V
建議	プロポーズ	建議	プロポーズ	V	V
旅	旅団	旅	旅団	N	N
全國	全国	全國	全国	N	N
人員	人材	人員	人材	N	N
人員	職員	人員	職員	N	N
土地	土地	土地	土地	N	N
土地	ランド	土地	ランド	N	N
土地	土地	土地	土地	N	N
特色	機能	特色	機能	N	N
特色	特徴	特色	特徴	N	N
特色	機能	特色	機能	N	N
特色	特徴	特色	特徴	N	N
公園	パーク	公園	パーク	N	N
公園	公園	公園	公園	N	N
公園	公園	公園	公園	N	N
西南	南西	西南	南西	N	N
翼	ウイング	翼	ウイング	N	N
協會	社団	協會	社団	N	N
協會	協会	協會	協会	N	N
協會	アソシエーション	協會	アソシエーション	N	N
文學	文学	文學	文学	N	N
文學	文芸	文學	文芸	N	N
頻道	チャネル	頻道	チャネル	N	N
頻道	チャンネル	頻道	チャンネル	N	N
頻道	チャネル	頻道	チャネル	N	N
頻道	チャンネル	頻道	チャンネル	N	N
頻道	海峡	頻道	海峡	N	N
少年	十代	少年	十代	N	N
少年	ティーン	少年	ティーン	N	N
少年	ジュニア	少年	ジュニア	N	N
股份	株式	股份	株式	N	N
股份	シェア	股份	シェア	N	N
紀錄	レコード	紀錄	レコード	N	N
紀錄	レコード	紀錄	レコード	N	N
影片	映画	影片	映画	N	N
影片	ムービー	影片	ムービー	N	N
影片	ビデオ	影片	ビデオ	N	N
影片	動画	影片	動画	N	N
影片	映画	影片	映画	N	N
影片	フィルム	影片	フィルム	N	N
身份	アイデンティティー	身份	アイデンティティー	N	N
身份	アイデンティティ	身份	アイデンティティ	N	N
基地	塩基	基地	塩基	N	N
基地	ベース	基地	ベース	N	N
文件	ファイル	文件	ファイル	N	N
文件	ファイル	文件	ファイル	N	N
電視	ドラマ	電視	ドラマ	N	N
藍	ブルー	藍	ブルー	N	N
藍	青色	藍	青色	N	N
力量	体力	力量	体力	N	N
力量	強度	力量	強度	N	N
板	プレート	板	プレート	N	N
板	ボード	板	ボード	N	N
船	船舶	船	船舶	N	N
船	ボート	船	ボート	N	N
文章	記事	文章	記事	N	N
文章	冠詞	文章	冠詞	N	N
意見	意見	意見	意見	N	N
意見	コメント	意見	コメント	N	N
意見	意見	意見	意見	N	N
公主	王女	公主	王女	N	N
公主	プリンセス	公主	プリンセス	N	N
同意	同意	同意	同意	V	V
同意	合意	同意	合意	V	V
果	フルーツ	果	フルーツ	N	N
果	果実	果	果実	N	N
果	果物	果	果物	N	N
地下	地下	地下	地下	N	N
地下	地下鉄	地下	地下鉄	N	N
銀行	バンク	銀行	バンク	N	N
銀行	銀行	銀行	銀行	N	N
媒體	メディア	媒體	メディア	N	N
支援	サポート	支援	サポート	V	V
支援	支持	支援	支持	V	V
支援	バックアップ	支援	バックアップ	V	V
陵	霊廟	陵	霊廟	N	N
陵	陵墓	陵	陵墓	N	N
拍攝	撮影	拍攝	撮影	V	V
分析	解析	分析	解析	V	V
分析	分析	分析	分析	V	V
分析	解析	分析	解析	V	V
旗	国旗	旗	国旗	N	N
旗	国旗	旗	国旗	N	N
旗	バナー	旗	バナー	N	N
旗	横断幕	旗	横断幕	N	N
行星	惑星	行星	惑星	N	N
行星	惑星	行星	惑星	N	N
作者	作家	作者	作家	N	N
作者	ライター	作者	ライター	N	N
作者	作家	作者	作家	N	N
作者	著者	作者	著者	N	N
作者	作者	作者	作者	N	N
作者	作家	作者	作家	N	N
作者	作家	作者	作家	N	N
作者	著者	作者	著者	N	N
作者	作者	作者	作者	N	N
皇家	ロイヤル	皇家	ロイヤル	N	N
電子	電子	電子	電子	N	N
電子	エレクトロニクス	電子	エレクトロニクス	N	N
三十	三十	三十	三十	NUM	NUM
範圍	スコープ	範圍	スコープ	N	N
範圍	範囲	範圍	範囲	N	N
範圍	範囲	範圍	範囲	N	N
範圍	レンジ	範圍	レンジ	N	N
黨	パーティ	黨	パーティ	N	N
黨	パーティー	黨	パーティー	N	N
教堂	教会	教堂	教会	N	N
教堂	教会堂	教堂	教会堂	N	N
教堂	教会	教堂	教会	N	N
警察	警察官	警察	警察官	N	N
警察	警察	警察	警察	N	N
帝國	帝国	帝國	帝国	N	N
帝國	帝政	帝國	帝政	N	N
娛樂	レクリエーション	娛樂	レクリエーション	N	N
娛樂	エンターテイメント	娛樂	エンターテイメント	N	N
娛樂	エンターテインメント	娛樂	エンターテインメント	N	N
坡	スロープ	坡	スロープ	N	N
坡	斜面	坡	斜面	N	N
方案	プログラム	方案	プログラム	N	N
方案	演目	方案	演目	N	N
方案	プログラム	方案	プログラム	N	N
方案	プログラム	方案	プログラム	N	N
屋	ハウス	屋	ハウス	N	N
詞	ワード	詞	ワード	N	N
詞	言葉	詞	言葉	N	N
詞	単語	詞	単語	N	N
詞	言葉	詞	言葉	N	N
詞	単語	詞	単語	N	N
宮	宮殿	宮	宮殿	N	N
影	シャドー	影	シャドー	N	N
速	速度	速	速度	N	N
速	スピード	速	スピード	N	N
會議	カンファレンス	會議	カンファレンス	N	N
會議	会議	會議	会議	N	N
會議	ミーティング	會議	ミーティング	N	N
會議	会議	會議	会議	N	N
會議	ミーティング	會議	ミーティング	N	N
會議	会議	會議	会議	N	N
資訊	情報	資訊	情報	N	N
戰鬥	バトル	戰鬥	バトル	N	N
戰鬥	ファイティング	戰鬥	ファイティング	N	N
戰鬥	ファイト	戰鬥	ファイト	N	N
項目	プロジェクト	項目	プロジェクト	N	N
項目	アイテム	項目	アイテム	N	N
項目	品物	項目	品物	N	N
項目	プロジェクト	項目	プロジェクト	N	N
項目	アイテム	項目	アイテム	N	N
項目	品物	項目	品物	N	N
玩家	プレイヤー	玩家	プレイヤー	N	N
玩家	プレーヤー	玩家	プレーヤー	N	N
玩家	ゲーマー	玩家	ゲーマー	N	N
玩家	選手	玩家	選手	N	N
玩家	プレイヤー	玩家	プレイヤー	N	N
限制	制限	限制	制限	V	V
限制	制限	限制	制限	V	V
限制	制限	限制	制限	V	V
限制	制限	限制	制限	V	V
電腦	コンピューター	電腦	コンピューター	N	N
電腦	コンピュータ	電腦	コンピュータ	N	N
電腦	コンピューター	電腦	コンピューター	N	N
電腦	コンピュータ	電腦	コンピュータ	N	N
創作	創造	創作	創造	V	V
創作	作成	創作	作成	V	V
引擎	エンジン	引擎	エンジン	N	N
引擎	エンジン	引擎	エンジン	N	N
執行	実行	執行	実行	V	V
執行	処刑	執行	処刑	V	V
執行	実行	執行	実行	V	V
執行	執行	執行	執行	V	V
英雄	ヒーロー	英雄	ヒーロー	N	N
下午	午後	下午	午後	N	N
反對	異議	反對	異議	V	V
小時	時間	小時	時間	N	N
小時	時間	小時	時間	N	N
體育	スポーツ	體育	スポーツ	N	N
體育	スポーツ	體育	スポーツ	N	N
投入	入力	投入	入力	V	V
投入	入力	投入	入力	V	V
元素	要素	元素	要素	N	N
元素	元素	元素	元素	N	N
元素	エレメント	元素	エレメント	N	N
元素	材料	元素	材料	N	N
元素	食材	元素	食材	N	N
元素	成分	元素	成分	N	N
元素	要素	元素	要素	N	N
元素	元素	元素	元素	N	N
元素	エレメント	元素	エレメント	N	N
任命	選任	任命	選任	V	V
任命	任命	任命	任命	V	V
任命	予約	任命	予約	V	V
王朝	王朝	王朝	王朝	N	N
區域	ゾーン	區域	ゾーン	N	N
區域	面積	區域	面積	N	N
區域	領域	區域	領域	N	N
區域	エリア	區域	エリア	N	N
區域	リージョン	區域	リージョン	N	N
區域	地域	區域	地域	N	N
區域	リージョン	區域	リージョン	N	N
區域	地域	區域	地域	N	N
以前	以前	以前	以前	N	N
報	新聞紙	報	新聞紙	N	N
報	新聞	報	新聞	N	N
分子	分子	分子	分子	N	N
分子	分子	分子	分子	N	N
分子	分子	分子	分子	N	N
隧道	トンネル	隧道	トンネル	N	N
隧道	トンネル	隧道	トンネル	N	N
雜誌	マガジン	雜誌	マガジン	N	N
雜誌	雑誌	雜誌	雑誌	N	N
雜誌	雑誌	雜誌	雑誌	N	N
概念	概念	概念	概念	N	N
概念	コンセプト	概念	コンセプト	N	N
概念	概念	概念	概念	N	N
概念	コンセプト	概念	コンセプト	N	N
議會	議会	議會	議会	N	N
議會	国会	議會	国会	N	N
傳統	伝統	傳統	伝統	N	N
傳統	伝統	傳統	伝統	N	N
夏季	サマー	夏季	サマー	N	N
照片	画像	照片	画像	N	N
照片	写真	照片	写真	N	N
照片	写真	照片	写真	N	N
照片	フォト	照片	フォト	N	N
照片	写真	照片	写真	N	N
核	原子力	核	原子力	N	N
核	原子	核	原子	N	N
停止	停止	停止	停止	V	V
公開	公開	公開	公開	V	V
劍	刀剣	劍	刀剣	N	N
機構	代理店	機構	代理店	N	N
機構	機関	機構	機関	N	N
機構	制度	機構	制度	N	N
機構	施設	機構	施設	N	N
機構	機関	機構	機関	N	N
帶	持ち込み	帶	持ち込み	V	V
操作	運行	操作	運行	V	V
操作	運営	操作	運営	V	V
操作	操作	操作	操作	V	V
取消	取り消し	取消	取り消し	V	V
取消	キャンセル	取消	キャンセル	V	V
取消	取り消す	取消	取り消す	V	V
取消	抹消	取消	抹消	V	V
取消	キャンセル	取消	キャンセル	V	V
取消	解除	取消	解除	V	V
人類	ヒト	人類	ヒト	N	N
人類	ヒト	人類	ヒト	N	N
人類	ヒューマン	人類	ヒューマン	N	N
人類	人間	人類	人間	N	N
市場	マーケット	市場	マーケット	N	N
市場	マーケット	市場	マーケット	N	N
市場	マーケット	市場	マーケット	N	N
市場	市場	市場	市場	N	N
市場	マーケット	市場	マーケット	N	N
飛	ハエ	飛	ハエ	N	N
飛	フライ	飛	フライ	N	N
飛	フライング	飛	フライング	N	N
軍事	軍事	軍事	軍事	N	N
軍事	軍隊	軍事	軍隊	N	N
協助	援助	協助	援助	V	V
橋	ブリッジ	橋	ブリッジ	N	N
調查	調査	調查	調査	V	V
調查	調査	調查	調査	V	V
調查	調査	調查	調査	V	V
投	キャスト	投	キャスト	N	N
投	ギプス	投	ギプス	N	N
投	ピッチ	投	ピッチ	N	N
紀念	追悼	紀念	追悼	V	V
地點	会場	地點	会場	N	N
地點	場所	地點	場所	N	N
地點	スポット	地點	スポット	N	N
地點	所在	地點	所在	N	N
地點	ロケーション	地點	ロケーション	N	N
地點	場所	地點	場所	N	N
地點	場所	地點	場所	N	N
地點	スポット	地點	スポット	N	N
地點	所在	地點	所在	N	N
颱風	台風	颱風	台風	N	N
決賽	最終	決賽	最終	N	N
決賽	決勝	決賽	決勝	N	N
大臣	公使	大臣	公使	N	N
大臣	大臣	大臣	大臣	N	N
人工	人工	人工	人工	N	N
守	まもる	守	まもる		
移動	移動	移動	移動	V	V
陸軍	軍隊	陸軍	軍隊	N	N
陸軍	陸軍	陸軍	陸軍	N	N
法院	法廷	法院	法廷	N	N
法院	コート	法院	コート	N	N
法院	裁判所	法院	裁判所	N	N
法院	裁判所	法院	裁判所	N	N
留	滞在	留	滞在	V	V
電	電力	電	電力	N	N
電	電気	電	電気	N	N
電	エレクトリック	電	エレクトリック	N	N
電	電気	電	電気	N	N
夢	ドリーム	夢	ドリーム	N	N
科學	サイエンス	科學	サイエンス	N	N
科學	科学	科學	科学	N	N
東北	北東	東北	北東	N	N
皇后	女帝	皇后	女帝	N	N
皇后	女王	皇后	女王	N	N
柱	カラム	柱	カラム	N	N
動物	動物	動物	動物	N	N
動物	アニマル	動物	アニマル	N	N
動物	動物	動物	動物	N	N
佛教	仏教	佛教	仏教	N	N
佛教	仏教	佛教	仏教	N	N
佛教	仏教	佛教	仏教	N	N
精神	スピリチュアル	精神	スピリチュアル	N	N
精神	精神	精神	精神	N	N
精神	スピリット	精神	スピリット	N	N
精神	メンタル	精神	メンタル	N	N
企業	ビジネス	企業	ビジネス	N	N
企業	営業	企業	営業	N	N
企業	事業	企業	事業	N	N
企業	ビジネス	企業	ビジネス	N	N
企業	企業	企業	企業	N	N
核心	コア	核心	コア	N	N
核心	原子	核心	原子	N	N
核心	カーネル	核心	カーネル	N	N
環境	環境	環境	環境	N	N
環境	環境	環境	環境	N	N
飛機	航空機	飛機	航空機	N	N
飛機	飛行機	飛機	飛行機	N	N
飛機	飛行機	飛機	飛行機	N	N
飛機	飛行機	飛機	飛行機	N	N
太陽	太陽	太陽	太陽	N	N
廳	ホール	廳	ホール	N	N
選擇	選考	選擇	選考	V	V
選擇	選択	選擇	選択	V	V
選擇	選択	選擇	選択	V	V
選擇	選択	選擇	選択	V	V
選擇	選択	選擇	選択	V	V
珠	ビーズ	珠	ビーズ	N	N
編號	番号	編號	番号	N	N
編號	数値	編號	数値	N	N
編號	ナンバー	編號	ナンバー	N	N
亭	キオスク	亭	キオスク	N	N
思想	思考	思想	思考	N	N
思想	思考	思想	思考	N	N
破壞	破壊	破壞	破壊	V	V
公民	市民	公民	市民	N	N
公民	市民	公民	市民	N	N
改善	改善	改善	改善	V	V
改善	改良	改善	改良	V	V
改善	改良	改善	改良	V	V
改善	向上	改善	向上	V	V
改善	改善	改善	改善	V	V
改善	改善	改善	改善	V	V
鐵道	鉄道	鐵道	鉄道	N	N
鐵道	鉄道	鐵道	鉄道	N	N
鐵道	鉄道	鐵道	鉄道	N	N
製造	製造	製造	製造	V	V
網路	ウェブ	網路	ウェブ	N	N
網路	インターネット	網路	インターネット	N	N
網路	ネットワーク	網路	ネットワーク	N	N
網路	ネットワーク	網路	ネットワーク	N	N
炮	大砲	炮	大砲	N	N
炮	ガン	炮	ガン	N	N
岩	岩石	岩	岩石	N	N
岩	ロック	岩	ロック	N	N
排	小隊	排	小隊	N	N
朋友	友だち	朋友	友だち	N	N
